game,2012,16,20121223,201212230htx,min,"Minnesota Vikings",23,htx,"Houston Texans",6
player,201212230htx,min,SmitHa00,sacks,1.0,,,,,
player,201212230htx,min,SmitHa00,tackles_combined,7,,,,,
player,201212230htx,min,SmitHa00,tackles_solo,7,,,,,
player,201212230htx,min,SmitHa00,tackles_assists,0,,,,,
player,201212230htx,min,SmitHa00,tackles_loss,0,,,,,
player,201212230htx,min,SmitHa00,qb_hits,1,,,,,
player,201212230htx,min,SmitHa00,fumbles_rec,0,,,,,
player,201212230htx,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201212230htx,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201212230htx,min,SmitHa00,fumbles_forced,1,,,,,
player,201212230htx,min,EvanFr21,def_int,0,,,,,
player,201212230htx,min,EvanFr21,def_int_yds,0,,,,,
player,201212230htx,min,EvanFr21,def_int_td,0,,,,,
player,201212230htx,min,EvanFr21,def_int_long,0,,,,,
player,201212230htx,min,EvanFr21,pass_defended,0,,,,,
player,201212230htx,min,EvanFr21,sacks,1.0,,,,,
player,201212230htx,min,EvanFr21,tackles_combined,3,,,,,
player,201212230htx,min,EvanFr21,tackles_solo,3,,,,,
player,201212230htx,min,EvanFr21,tackles_assists,0,,,,,
player,201212230htx,min,EvanFr21,tackles_loss,1,,,,,
player,201212230htx,min,EvanFr21,qb_hits,1,,,,,
player,201212230htx,min,EvanFr21,fumbles_rec,0,,,,,
player,201212230htx,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201212230htx,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201212230htx,min,EvanFr21,fumbles_forced,0,,,,,
player,201212230htx,min,GreeCh99,def_int,0,,,,,
player,201212230htx,min,GreeCh99,def_int_yds,0,,,,,
player,201212230htx,min,GreeCh99,def_int_td,0,,,,,
player,201212230htx,min,GreeCh99,def_int_long,0,,,,,
player,201212230htx,min,GreeCh99,pass_defended,0,,,,,
player,201212230htx,min,GreeCh99,sacks,0.0,,,,,
player,201212230htx,min,GreeCh99,tackles_combined,5,,,,,
player,201212230htx,min,GreeCh99,tackles_solo,4,,,,,
player,201212230htx,min,GreeCh99,tackles_assists,1,,,,,
player,201212230htx,min,GreeCh99,tackles_loss,1,,,,,
player,201212230htx,min,GreeCh99,qb_hits,1,,,,,
player,201212230htx,min,GreeCh99,fumbles_rec,0,,,,,
player,201212230htx,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201212230htx,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201212230htx,min,GreeCh99,fumbles_forced,0,,,,,
player,201212230htx,min,JeffA.00,def_int,0,,,,,
player,201212230htx,min,JeffA.00,def_int_yds,0,,,,,
player,201212230htx,min,JeffA.00,def_int_td,0,,,,,
player,201212230htx,min,JeffA.00,def_int_long,0,,,,,
player,201212230htx,min,JeffA.00,pass_defended,1,,,,,
player,201212230htx,min,JeffA.00,sacks,0.0,,,,,
player,201212230htx,min,JeffA.00,tackles_combined,5,,,,,
player,201212230htx,min,JeffA.00,tackles_solo,5,,,,,
player,201212230htx,min,JeffA.00,tackles_assists,0,,,,,
player,201212230htx,min,JeffA.00,tackles_loss,0,,,,,
player,201212230htx,min,JeffA.00,qb_hits,0,,,,,
player,201212230htx,min,JeffA.00,fumbles_rec,1,,,,,
player,201212230htx,min,JeffA.00,fumbles_rec_yds,-2,,,,,
player,201212230htx,min,JeffA.00,fumbles_rec_td,0,,,,,
player,201212230htx,min,JeffA.00,fumbles_forced,0,,,,,
player,201212230htx,min,WinfAn20,def_int,0,,,,,
player,201212230htx,min,WinfAn20,def_int_yds,0,,,,,
player,201212230htx,min,WinfAn20,def_int_td,0,,,,,
player,201212230htx,min,WinfAn20,def_int_long,0,,,,,
player,201212230htx,min,WinfAn20,pass_defended,1,,,,,
player,201212230htx,min,WinfAn20,sacks,0.0,,,,,
player,201212230htx,min,WinfAn20,tackles_combined,4,,,,,
player,201212230htx,min,WinfAn20,tackles_solo,4,,,,,
player,201212230htx,min,WinfAn20,tackles_assists,0,,,,,
player,201212230htx,min,WinfAn20,tackles_loss,1,,,,,
player,201212230htx,min,WinfAn20,qb_hits,0,,,,,
player,201212230htx,min,WinfAn20,fumbles_rec,0,,,,,
player,201212230htx,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201212230htx,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201212230htx,min,WinfAn20,fumbles_forced,0,,,,,
player,201212230htx,min,BrinJa99,def_int,0,,,,,
player,201212230htx,min,BrinJa99,def_int_yds,0,,,,,
player,201212230htx,min,BrinJa99,def_int_td,0,,,,,
player,201212230htx,min,BrinJa99,def_int_long,0,,,,,
player,201212230htx,min,BrinJa99,pass_defended,0,,,,,
player,201212230htx,min,BrinJa99,sacks,0.0,,,,,
player,201212230htx,min,BrinJa99,tackles_combined,3,,,,,
player,201212230htx,min,BrinJa99,tackles_solo,3,,,,,
player,201212230htx,min,BrinJa99,tackles_assists,0,,,,,
player,201212230htx,min,BrinJa99,tackles_loss,0,,,,,
player,201212230htx,min,BrinJa99,qb_hits,1,,,,,
player,201212230htx,min,BrinJa99,fumbles_rec,0,,,,,
player,201212230htx,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201212230htx,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201212230htx,min,BrinJa99,fumbles_forced,1,,,,,
player,201212230htx,min,HendEr99,def_int,0,,,,,
player,201212230htx,min,HendEr99,def_int_yds,0,,,,,
player,201212230htx,min,HendEr99,def_int_td,0,,,,,
player,201212230htx,min,HendEr99,def_int_long,0,,,,,
player,201212230htx,min,HendEr99,pass_defended,0,,,,,
player,201212230htx,min,HendEr99,sacks,0.0,,,,,
player,201212230htx,min,HendEr99,tackles_combined,3,,,,,
player,201212230htx,min,HendEr99,tackles_solo,2,,,,,
player,201212230htx,min,HendEr99,tackles_assists,1,,,,,
player,201212230htx,min,HendEr99,tackles_loss,0,,,,,
player,201212230htx,min,HendEr99,qb_hits,0,,,,,
player,201212230htx,min,HendEr99,fumbles_rec,0,,,,,
player,201212230htx,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201212230htx,min,HendEr99,fumbles_rec_td,0,,,,,
player,201212230htx,min,HendEr99,fumbles_forced,0,,,,,
player,201212230htx,min,WillKe98,def_int,0,,,,,
player,201212230htx,min,WillKe98,def_int_yds,0,,,,,
player,201212230htx,min,WillKe98,def_int_td,0,,,,,
player,201212230htx,min,WillKe98,def_int_long,0,,,,,
player,201212230htx,min,WillKe98,pass_defended,1,,,,,
player,201212230htx,min,WillKe98,sacks,0.0,,,,,
player,201212230htx,min,WillKe98,tackles_combined,3,,,,,
player,201212230htx,min,WillKe98,tackles_solo,3,,,,,
player,201212230htx,min,WillKe98,tackles_assists,0,,,,,
player,201212230htx,min,WillKe98,tackles_loss,1,,,,,
player,201212230htx,min,WillKe98,qb_hits,0,,,,,
player,201212230htx,min,WillKe98,fumbles_rec,0,,,,,
player,201212230htx,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201212230htx,min,WillKe98,fumbles_rec_td,0,,,,,
player,201212230htx,min,WillKe98,fumbles_forced,0,,,,,
player,201212230htx,min,AsiaMa00,def_int,0,,,,,
player,201212230htx,min,AsiaMa00,def_int_yds,0,,,,,
player,201212230htx,min,AsiaMa00,def_int_td,0,,,,,
player,201212230htx,min,AsiaMa00,def_int_long,0,,,,,
player,201212230htx,min,AsiaMa00,pass_defended,0,,,,,
player,201212230htx,min,AsiaMa00,sacks,0.0,,,,,
player,201212230htx,min,AsiaMa00,tackles_combined,2,,,,,
player,201212230htx,min,AsiaMa00,tackles_solo,1,,,,,
player,201212230htx,min,AsiaMa00,tackles_assists,1,,,,,
player,201212230htx,min,AsiaMa00,tackles_loss,0,,,,,
player,201212230htx,min,AsiaMa00,qb_hits,0,,,,,
player,201212230htx,min,AsiaMa00,fumbles_rec,0,,,,,
player,201212230htx,min,AsiaMa00,fumbles_rec_yds,0,,,,,
player,201212230htx,min,AsiaMa00,fumbles_rec_td,0,,,,,
player,201212230htx,min,AsiaMa00,fumbles_forced,0,,,,,
player,201212230htx,min,BlanRo00,def_int,0,,,,,
player,201212230htx,min,BlanRo00,def_int_yds,0,,,,,
player,201212230htx,min,BlanRo00,def_int_td,0,,,,,
player,201212230htx,min,BlanRo00,def_int_long,0,,,,,
player,201212230htx,min,BlanRo00,pass_defended,0,,,,,
player,201212230htx,min,BlanRo00,sacks,0.0,,,,,
player,201212230htx,min,BlanRo00,tackles_combined,1,,,,,
player,201212230htx,min,BlanRo00,tackles_solo,0,,,,,
player,201212230htx,min,BlanRo00,tackles_assists,1,,,,,
player,201212230htx,min,BlanRo00,tackles_loss,0,,,,,
player,201212230htx,min,BlanRo00,qb_hits,0,,,,,
player,201212230htx,min,BlanRo00,fumbles_rec,0,,,,,
player,201212230htx,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201212230htx,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201212230htx,min,BlanRo00,fumbles_forced,0,,,,,
player,201212230htx,min,CookCh99,def_int,0,,,,,
player,201212230htx,min,CookCh99,def_int_yds,0,,,,,
player,201212230htx,min,CookCh99,def_int_td,0,,,,,
player,201212230htx,min,CookCh99,def_int_long,0,,,,,
player,201212230htx,min,CookCh99,pass_defended,0,,,,,
player,201212230htx,min,CookCh99,sacks,0.0,,,,,
player,201212230htx,min,CookCh99,tackles_combined,1,,,,,
player,201212230htx,min,CookCh99,tackles_solo,1,,,,,
player,201212230htx,min,CookCh99,tackles_assists,0,,,,,
player,201212230htx,min,CookCh99,tackles_loss,0,,,,,
player,201212230htx,min,CookCh99,qb_hits,0,,,,,
player,201212230htx,min,CookCh99,fumbles_rec,0,,,,,
player,201212230htx,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201212230htx,min,CookCh99,fumbles_rec_td,0,,,,,
player,201212230htx,min,CookCh99,fumbles_forced,0,,,,,
player,201212230htx,min,DeanLa00,def_int,0,,,,,
player,201212230htx,min,DeanLa00,def_int_yds,0,,,,,
player,201212230htx,min,DeanLa00,def_int_td,0,,,,,
player,201212230htx,min,DeanLa00,def_int_long,0,,,,,
player,201212230htx,min,DeanLa00,pass_defended,0,,,,,
player,201212230htx,min,DeanLa00,sacks,0.0,,,,,
player,201212230htx,min,DeanLa00,tackles_combined,1,,,,,
player,201212230htx,min,DeanLa00,tackles_solo,1,,,,,
player,201212230htx,min,DeanLa00,tackles_assists,0,,,,,
player,201212230htx,min,DeanLa00,tackles_loss,0,,,,,
player,201212230htx,min,DeanLa00,qb_hits,0,,,,,
player,201212230htx,min,DeanLa00,fumbles_rec,0,,,,,
player,201212230htx,min,DeanLa00,fumbles_rec_yds,0,,,,,
player,201212230htx,min,DeanLa00,fumbles_rec_td,0,,,,,
player,201212230htx,min,DeanLa00,fumbles_forced,0,,,,,
player,201212230htx,min,ElliRh00,def_int,0,,,,,
player,201212230htx,min,ElliRh00,def_int_yds,0,,,,,
player,201212230htx,min,ElliRh00,def_int_td,0,,,,,
player,201212230htx,min,ElliRh00,def_int_long,0,,,,,
player,201212230htx,min,ElliRh00,pass_defended,0,,,,,
player,201212230htx,min,ElliRh00,sacks,0.0,,,,,
player,201212230htx,min,ElliRh00,tackles_combined,1,,,,,
player,201212230htx,min,ElliRh00,tackles_solo,1,,,,,
player,201212230htx,min,ElliRh00,tackles_assists,0,,,,,
player,201212230htx,min,ElliRh00,tackles_loss,0,,,,,
player,201212230htx,min,ElliRh00,qb_hits,0,,,,,
player,201212230htx,min,ElliRh00,fumbles_rec,0,,,,,
player,201212230htx,min,ElliRh00,fumbles_rec_yds,0,,,,,
player,201212230htx,min,ElliRh00,fumbles_rec_td,0,,,,,
player,201212230htx,min,ElliRh00,fumbles_forced,0,,,,,
player,201212230htx,min,GrifEv99,def_int,0,,,,,
player,201212230htx,min,GrifEv99,def_int_yds,0,,,,,
player,201212230htx,min,GrifEv99,def_int_td,0,,,,,
player,201212230htx,min,GrifEv99,def_int_long,0,,,,,
player,201212230htx,min,GrifEv99,pass_defended,1,,,,,
player,201212230htx,min,GrifEv99,sacks,0.0,,,,,
player,201212230htx,min,GrifEv99,tackles_combined,1,,,,,
player,201212230htx,min,GrifEv99,tackles_solo,1,,,,,
player,201212230htx,min,GrifEv99,tackles_assists,0,,,,,
player,201212230htx,min,GrifEv99,tackles_loss,1,,,,,
player,201212230htx,min,GrifEv99,qb_hits,2,,,,,
player,201212230htx,min,GrifEv99,fumbles_rec,1,,,,,
player,201212230htx,min,GrifEv99,fumbles_rec_yds,5,,,,,
player,201212230htx,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201212230htx,min,GrifEv99,fumbles_forced,0,,,,,
player,201212230htx,min,McKeTy99,def_int,0,,,,,
player,201212230htx,min,McKeTy99,def_int_yds,0,,,,,
player,201212230htx,min,McKeTy99,def_int_td,0,,,,,
player,201212230htx,min,McKeTy99,def_int_long,0,,,,,
player,201212230htx,min,McKeTy99,pass_defended,0,,,,,
player,201212230htx,min,McKeTy99,sacks,0.0,,,,,
player,201212230htx,min,McKeTy99,tackles_combined,1,,,,,
player,201212230htx,min,McKeTy99,tackles_solo,1,,,,,
player,201212230htx,min,McKeTy99,tackles_assists,0,,,,,
player,201212230htx,min,McKeTy99,tackles_loss,0,,,,,
player,201212230htx,min,McKeTy99,qb_hits,0,,,,,
player,201212230htx,min,McKeTy99,fumbles_rec,0,,,,,
player,201212230htx,min,McKeTy99,fumbles_rec_yds,0,,,,,
player,201212230htx,min,McKeTy99,fumbles_rec_td,0,,,,,
player,201212230htx,min,McKeTy99,fumbles_forced,0,,,,,
player,201212230htx,min,RaymMi00,def_int,0,,,,,
player,201212230htx,min,RaymMi00,def_int_yds,0,,,,,
player,201212230htx,min,RaymMi00,def_int_td,0,,,,,
player,201212230htx,min,RaymMi00,def_int_long,0,,,,,
player,201212230htx,min,RaymMi00,pass_defended,0,,,,,
player,201212230htx,min,RaymMi00,sacks,0.0,,,,,
player,201212230htx,min,RaymMi00,tackles_combined,1,,,,,
player,201212230htx,min,RaymMi00,tackles_solo,1,,,,,
player,201212230htx,min,RaymMi00,tackles_assists,0,,,,,
player,201212230htx,min,RaymMi00,tackles_loss,0,,,,,
player,201212230htx,min,RaymMi00,qb_hits,0,,,,,
player,201212230htx,min,RaymMi00,fumbles_rec,0,,,,,
player,201212230htx,min,RaymMi00,fumbles_rec_yds,0,,,,,
player,201212230htx,min,RaymMi00,fumbles_rec_td,0,,,,,
player,201212230htx,min,RaymMi00,fumbles_forced,0,,,,,
player,201212230htx,min,SherMa20,def_int,0,,,,,
player,201212230htx,min,SherMa20,def_int_yds,0,,,,,
player,201212230htx,min,SherMa20,def_int_td,0,,,,,
player,201212230htx,min,SherMa20,def_int_long,0,,,,,
player,201212230htx,min,SherMa20,pass_defended,0,,,,,
player,201212230htx,min,SherMa20,sacks,0.0,,,,,
player,201212230htx,min,SherMa20,tackles_combined,1,,,,,
player,201212230htx,min,SherMa20,tackles_solo,1,,,,,
player,201212230htx,min,SherMa20,tackles_assists,0,,,,,
player,201212230htx,min,SherMa20,tackles_loss,0,,,,,
player,201212230htx,min,SherMa20,qb_hits,0,,,,,
player,201212230htx,min,SherMa20,fumbles_rec,0,,,,,
player,201212230htx,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201212230htx,min,SherMa20,fumbles_rec_td,0,,,,,
player,201212230htx,min,SherMa20,fumbles_forced,0,,,,,
player,201212230htx,htx,WattJ.00,def_int,0,,,,,
player,201212230htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201212230htx,htx,WattJ.00,def_int_td,0,,,,,
player,201212230htx,htx,WattJ.00,def_int_long,0,,,,,
player,201212230htx,htx,WattJ.00,pass_defended,0,,,,,
player,201212230htx,htx,WattJ.00,sacks,1.0,,,,,
player,201212230htx,htx,WattJ.00,tackles_combined,3,,,,,
player,201212230htx,htx,WattJ.00,tackles_solo,3,,,,,
player,201212230htx,htx,WattJ.00,tackles_assists,0,,,,,
player,201212230htx,htx,WattJ.00,tackles_loss,2,,,,,
player,201212230htx,htx,WattJ.00,qb_hits,3,,,,,
player,201212230htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201212230htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,WattJ.00,fumbles_forced,1,,,,,
player,201212230htx,htx,QuinGl99,def_int,0,,,,,
player,201212230htx,htx,QuinGl99,def_int_yds,0,,,,,
player,201212230htx,htx,QuinGl99,def_int_td,0,,,,,
player,201212230htx,htx,QuinGl99,def_int_long,0,,,,,
player,201212230htx,htx,QuinGl99,pass_defended,0,,,,,
player,201212230htx,htx,QuinGl99,sacks,0.0,,,,,
player,201212230htx,htx,QuinGl99,tackles_combined,10,,,,,
player,201212230htx,htx,QuinGl99,tackles_solo,9,,,,,
player,201212230htx,htx,QuinGl99,tackles_assists,1,,,,,
player,201212230htx,htx,QuinGl99,tackles_loss,3,,,,,
player,201212230htx,htx,QuinGl99,qb_hits,0,,,,,
player,201212230htx,htx,QuinGl99,fumbles_rec,0,,,,,
player,201212230htx,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201212230htx,htx,QuinGl99,fumbles_forced,0,,,,,
player,201212230htx,htx,DobbTi20,def_int,0,,,,,
player,201212230htx,htx,DobbTi20,def_int_yds,0,,,,,
player,201212230htx,htx,DobbTi20,def_int_td,0,,,,,
player,201212230htx,htx,DobbTi20,def_int_long,0,,,,,
player,201212230htx,htx,DobbTi20,pass_defended,1,,,,,
player,201212230htx,htx,DobbTi20,sacks,0.0,,,,,
player,201212230htx,htx,DobbTi20,tackles_combined,5,,,,,
player,201212230htx,htx,DobbTi20,tackles_solo,4,,,,,
player,201212230htx,htx,DobbTi20,tackles_assists,1,,,,,
player,201212230htx,htx,DobbTi20,tackles_loss,0,,,,,
player,201212230htx,htx,DobbTi20,qb_hits,1,,,,,
player,201212230htx,htx,DobbTi20,fumbles_rec,0,,,,,
player,201212230htx,htx,DobbTi20,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,DobbTi20,fumbles_rec_td,0,,,,,
player,201212230htx,htx,DobbTi20,fumbles_forced,0,,,,,
player,201212230htx,htx,JameBr20,def_int,0,,,,,
player,201212230htx,htx,JameBr20,def_int_yds,0,,,,,
player,201212230htx,htx,JameBr20,def_int_td,0,,,,,
player,201212230htx,htx,JameBr20,def_int_long,0,,,,,
player,201212230htx,htx,JameBr20,pass_defended,1,,,,,
player,201212230htx,htx,JameBr20,sacks,0.0,,,,,
player,201212230htx,htx,JameBr20,tackles_combined,5,,,,,
player,201212230htx,htx,JameBr20,tackles_solo,3,,,,,
player,201212230htx,htx,JameBr20,tackles_assists,2,,,,,
player,201212230htx,htx,JameBr20,tackles_loss,0,,,,,
player,201212230htx,htx,JameBr20,qb_hits,0,,,,,
player,201212230htx,htx,JameBr20,fumbles_rec,1,,,,,
player,201212230htx,htx,JameBr20,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,JameBr20,fumbles_rec_td,0,,,,,
player,201212230htx,htx,JameBr20,fumbles_forced,0,,,,,
player,201212230htx,htx,JoseJo20,def_int,0,,,,,
player,201212230htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201212230htx,htx,JoseJo20,def_int_td,0,,,,,
player,201212230htx,htx,JoseJo20,def_int_long,0,,,,,
player,201212230htx,htx,JoseJo20,pass_defended,0,,,,,
player,201212230htx,htx,JoseJo20,sacks,0.0,,,,,
player,201212230htx,htx,JoseJo20,tackles_combined,5,,,,,
player,201212230htx,htx,JoseJo20,tackles_solo,5,,,,,
player,201212230htx,htx,JoseJo20,tackles_assists,0,,,,,
player,201212230htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201212230htx,htx,JoseJo20,qb_hits,0,,,,,
player,201212230htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201212230htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201212230htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201212230htx,htx,MannDa21,def_int,0,,,,,
player,201212230htx,htx,MannDa21,def_int_yds,0,,,,,
player,201212230htx,htx,MannDa21,def_int_td,0,,,,,
player,201212230htx,htx,MannDa21,def_int_long,0,,,,,
player,201212230htx,htx,MannDa21,pass_defended,0,,,,,
player,201212230htx,htx,MannDa21,sacks,0.0,,,,,
player,201212230htx,htx,MannDa21,tackles_combined,5,,,,,
player,201212230htx,htx,MannDa21,tackles_solo,4,,,,,
player,201212230htx,htx,MannDa21,tackles_assists,1,,,,,
player,201212230htx,htx,MannDa21,tackles_loss,0,,,,,
player,201212230htx,htx,MannDa21,qb_hits,0,,,,,
player,201212230htx,htx,MannDa21,fumbles_rec,0,,,,,
player,201212230htx,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201212230htx,htx,MannDa21,fumbles_forced,0,,,,,
player,201212230htx,htx,SmitAn22,def_int,0,,,,,
player,201212230htx,htx,SmitAn22,def_int_yds,0,,,,,
player,201212230htx,htx,SmitAn22,def_int_td,0,,,,,
player,201212230htx,htx,SmitAn22,def_int_long,0,,,,,
player,201212230htx,htx,SmitAn22,pass_defended,0,,,,,
player,201212230htx,htx,SmitAn22,sacks,0.0,,,,,
player,201212230htx,htx,SmitAn22,tackles_combined,5,,,,,
player,201212230htx,htx,SmitAn22,tackles_solo,5,,,,,
player,201212230htx,htx,SmitAn22,tackles_assists,0,,,,,
player,201212230htx,htx,SmitAn22,tackles_loss,0,,,,,
player,201212230htx,htx,SmitAn22,qb_hits,1,,,,,
player,201212230htx,htx,SmitAn22,fumbles_rec,0,,,,,
player,201212230htx,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201212230htx,htx,SmitAn22,fumbles_forced,0,,,,,
player,201212230htx,htx,JackKa99,def_int,0,,,,,
player,201212230htx,htx,JackKa99,def_int_yds,0,,,,,
player,201212230htx,htx,JackKa99,def_int_td,0,,,,,
player,201212230htx,htx,JackKa99,def_int_long,0,,,,,
player,201212230htx,htx,JackKa99,pass_defended,2,,,,,
player,201212230htx,htx,JackKa99,sacks,0.0,,,,,
player,201212230htx,htx,JackKa99,tackles_combined,4,,,,,
player,201212230htx,htx,JackKa99,tackles_solo,3,,,,,
player,201212230htx,htx,JackKa99,tackles_assists,1,,,,,
player,201212230htx,htx,JackKa99,tackles_loss,0,,,,,
player,201212230htx,htx,JackKa99,qb_hits,0,,,,,
player,201212230htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201212230htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201212230htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201212230htx,htx,ReedBr00,def_int,0,,,,,
player,201212230htx,htx,ReedBr00,def_int_yds,0,,,,,
player,201212230htx,htx,ReedBr00,def_int_td,0,,,,,
player,201212230htx,htx,ReedBr00,def_int_long,0,,,,,
player,201212230htx,htx,ReedBr00,pass_defended,0,,,,,
player,201212230htx,htx,ReedBr00,sacks,0.0,,,,,
player,201212230htx,htx,ReedBr00,tackles_combined,4,,,,,
player,201212230htx,htx,ReedBr00,tackles_solo,4,,,,,
player,201212230htx,htx,ReedBr00,tackles_assists,0,,,,,
player,201212230htx,htx,ReedBr00,tackles_loss,2,,,,,
player,201212230htx,htx,ReedBr00,qb_hits,0,,,,,
player,201212230htx,htx,ReedBr00,fumbles_rec,0,,,,,
player,201212230htx,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,ReedBr00,fumbles_forced,0,,,,,
player,201212230htx,htx,BarwCo99,def_int,0,,,,,
player,201212230htx,htx,BarwCo99,def_int_yds,0,,,,,
player,201212230htx,htx,BarwCo99,def_int_td,0,,,,,
player,201212230htx,htx,BarwCo99,def_int_long,0,,,,,
player,201212230htx,htx,BarwCo99,pass_defended,0,,,,,
player,201212230htx,htx,BarwCo99,sacks,0.0,,,,,
player,201212230htx,htx,BarwCo99,tackles_combined,3,,,,,
player,201212230htx,htx,BarwCo99,tackles_solo,2,,,,,
player,201212230htx,htx,BarwCo99,tackles_assists,1,,,,,
player,201212230htx,htx,BarwCo99,tackles_loss,0,,,,,
player,201212230htx,htx,BarwCo99,qb_hits,0,,,,,
player,201212230htx,htx,BarwCo99,fumbles_rec,0,,,,,
player,201212230htx,htx,BarwCo99,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,BarwCo99,fumbles_rec_td,0,,,,,
player,201212230htx,htx,BarwCo99,fumbles_forced,0,,,,,
player,201212230htx,htx,HarrBr00,def_int,0,,,,,
player,201212230htx,htx,HarrBr00,def_int_yds,0,,,,,
player,201212230htx,htx,HarrBr00,def_int_td,0,,,,,
player,201212230htx,htx,HarrBr00,def_int_long,0,,,,,
player,201212230htx,htx,HarrBr00,pass_defended,0,,,,,
player,201212230htx,htx,HarrBr00,sacks,0.0,,,,,
player,201212230htx,htx,HarrBr00,tackles_combined,3,,,,,
player,201212230htx,htx,HarrBr00,tackles_solo,2,,,,,
player,201212230htx,htx,HarrBr00,tackles_assists,1,,,,,
player,201212230htx,htx,HarrBr00,tackles_loss,0,,,,,
player,201212230htx,htx,HarrBr00,qb_hits,0,,,,,
player,201212230htx,htx,HarrBr00,fumbles_rec,0,,,,,
player,201212230htx,htx,HarrBr00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,HarrBr00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,HarrBr00,fumbles_forced,0,,,,,
player,201212230htx,htx,BramBr00,def_int,0,,,,,
player,201212230htx,htx,BramBr00,def_int_yds,0,,,,,
player,201212230htx,htx,BramBr00,def_int_td,0,,,,,
player,201212230htx,htx,BramBr00,def_int_long,0,,,,,
player,201212230htx,htx,BramBr00,pass_defended,0,,,,,
player,201212230htx,htx,BramBr00,sacks,0.0,,,,,
player,201212230htx,htx,BramBr00,tackles_combined,2,,,,,
player,201212230htx,htx,BramBr00,tackles_solo,2,,,,,
player,201212230htx,htx,BramBr00,tackles_assists,0,,,,,
player,201212230htx,htx,BramBr00,tackles_loss,0,,,,,
player,201212230htx,htx,BramBr00,qb_hits,0,,,,,
player,201212230htx,htx,BramBr00,fumbles_rec,0,,,,,
player,201212230htx,htx,BramBr00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,BramBr00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,BramBr00,fumbles_forced,0,,,,,
player,201212230htx,htx,CarmRo00,def_int,0,,,,,
player,201212230htx,htx,CarmRo00,def_int_yds,0,,,,,
player,201212230htx,htx,CarmRo00,def_int_td,0,,,,,
player,201212230htx,htx,CarmRo00,def_int_long,0,,,,,
player,201212230htx,htx,CarmRo00,pass_defended,0,,,,,
player,201212230htx,htx,CarmRo00,sacks,0.0,,,,,
player,201212230htx,htx,CarmRo00,tackles_combined,2,,,,,
player,201212230htx,htx,CarmRo00,tackles_solo,2,,,,,
player,201212230htx,htx,CarmRo00,tackles_assists,0,,,,,
player,201212230htx,htx,CarmRo00,tackles_loss,0,,,,,
player,201212230htx,htx,CarmRo00,qb_hits,0,,,,,
player,201212230htx,htx,CarmRo00,fumbles_rec,0,,,,,
player,201212230htx,htx,CarmRo00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,CarmRo00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,CarmRo00,fumbles_forced,0,,,,,
player,201212230htx,htx,NadiJe00,def_int,0,,,,,
