game,2012,7,20121021,201210210ram,gnb,"Green Bay Packers",30,ram,"St. Louis Rams",20
player,201210210ram,gnb,WaldEr99,def_int,0,,,,,
player,201210210ram,gnb,WaldEr99,def_int_yds,0,,,,,
player,201210210ram,gnb,WaldEr99,def_int_td,0,,,,,
player,201210210ram,gnb,WaldEr99,def_int_long,0,,,,,
player,201210210ram,gnb,WaldEr99,pass_defended,0,,,,,
player,201210210ram,gnb,WaldEr99,sacks,0.5,,,,,
player,201210210ram,gnb,WaldEr99,tackles_combined,9,,,,,
player,201210210ram,gnb,WaldEr99,tackles_solo,7,,,,,
player,201210210ram,gnb,WaldEr99,tackles_assists,2,,,,,
player,201210210ram,gnb,WaldEr99,tackles_loss,1,,,,,
player,201210210ram,gnb,WaldEr99,qb_hits,2,,,,,
player,201210210ram,gnb,WaldEr99,fumbles_rec,0,,,,,
player,201210210ram,gnb,WaldEr99,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,WaldEr99,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,WaldEr99,fumbles_forced,0,,,,,
player,201210210ram,gnb,WilsC.98,def_int,0,,,,,
player,201210210ram,gnb,WilsC.98,def_int_yds,0,,,,,
player,201210210ram,gnb,WilsC.98,def_int_td,0,,,,,
player,201210210ram,gnb,WilsC.98,def_int_long,0,,,,,
player,201210210ram,gnb,WilsC.98,pass_defended,0,,,,,
player,201210210ram,gnb,WilsC.98,sacks,0.5,,,,,
player,201210210ram,gnb,WilsC.98,tackles_combined,2,,,,,
player,201210210ram,gnb,WilsC.98,tackles_solo,1,,,,,
player,201210210ram,gnb,WilsC.98,tackles_assists,1,,,,,
player,201210210ram,gnb,WilsC.98,tackles_loss,0,,,,,
player,201210210ram,gnb,WilsC.98,qb_hits,1,,,,,
player,201210210ram,gnb,WilsC.98,fumbles_rec,0,,,,,
player,201210210ram,gnb,WilsC.98,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,WilsC.98,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,WilsC.98,fumbles_forced,0,,,,,
player,201210210ram,gnb,BurnMo99,def_int,0,,,,,
player,201210210ram,gnb,BurnMo99,def_int_yds,0,,,,,
player,201210210ram,gnb,BurnMo99,def_int_td,0,,,,,
player,201210210ram,gnb,BurnMo99,def_int_long,0,,,,,
player,201210210ram,gnb,BurnMo99,pass_defended,0,,,,,
player,201210210ram,gnb,BurnMo99,sacks,0.0,,,,,
player,201210210ram,gnb,BurnMo99,tackles_combined,5,,,,,
player,201210210ram,gnb,BurnMo99,tackles_solo,5,,,,,
player,201210210ram,gnb,BurnMo99,tackles_assists,0,,,,,
player,201210210ram,gnb,BurnMo99,tackles_loss,0,,,,,
player,201210210ram,gnb,BurnMo99,qb_hits,0,,,,,
player,201210210ram,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201210210ram,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201210210ram,gnb,HawkA.20,def_int,0,,,,,
player,201210210ram,gnb,HawkA.20,def_int_yds,0,,,,,
player,201210210ram,gnb,HawkA.20,def_int_td,0,,,,,
player,201210210ram,gnb,HawkA.20,def_int_long,0,,,,,
player,201210210ram,gnb,HawkA.20,pass_defended,0,,,,,
player,201210210ram,gnb,HawkA.20,sacks,0.0,,,,,
player,201210210ram,gnb,HawkA.20,tackles_combined,5,,,,,
player,201210210ram,gnb,HawkA.20,tackles_solo,4,,,,,
player,201210210ram,gnb,HawkA.20,tackles_assists,1,,,,,
player,201210210ram,gnb,HawkA.20,tackles_loss,0,,,,,
player,201210210ram,gnb,HawkA.20,qb_hits,0,,,,,
player,201210210ram,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201210210ram,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201210210ram,gnb,WillTr99,def_int,0,,,,,
player,201210210ram,gnb,WillTr99,def_int_yds,0,,,,,
player,201210210ram,gnb,WillTr99,def_int_td,0,,,,,
player,201210210ram,gnb,WillTr99,def_int_long,0,,,,,
player,201210210ram,gnb,WillTr99,pass_defended,0,,,,,
player,201210210ram,gnb,WillTr99,sacks,0.0,,,,,
player,201210210ram,gnb,WillTr99,tackles_combined,5,,,,,
player,201210210ram,gnb,WillTr99,tackles_solo,4,,,,,
player,201210210ram,gnb,WillTr99,tackles_assists,1,,,,,
player,201210210ram,gnb,WillTr99,tackles_loss,0,,,,,
player,201210210ram,gnb,WillTr99,qb_hits,0,,,,,
player,201210210ram,gnb,WillTr99,fumbles_rec,0,,,,,
player,201210210ram,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,WillTr99,fumbles_forced,0,,,,,
player,201210210ram,gnb,WoodCh00,def_int,0,,,,,
player,201210210ram,gnb,WoodCh00,def_int_yds,0,,,,,
player,201210210ram,gnb,WoodCh00,def_int_td,0,,,,,
player,201210210ram,gnb,WoodCh00,def_int_long,0,,,,,
player,201210210ram,gnb,WoodCh00,pass_defended,0,,,,,
player,201210210ram,gnb,WoodCh00,sacks,0.0,,,,,
player,201210210ram,gnb,WoodCh00,tackles_combined,5,,,,,
player,201210210ram,gnb,WoodCh00,tackles_solo,3,,,,,
player,201210210ram,gnb,WoodCh00,tackles_assists,2,,,,,
player,201210210ram,gnb,WoodCh00,tackles_loss,0,,,,,
player,201210210ram,gnb,WoodCh00,qb_hits,0,,,,,
player,201210210ram,gnb,WoodCh00,fumbles_rec,0,,,,,
player,201210210ram,gnb,WoodCh00,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,WoodCh00,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,WoodCh00,fumbles_forced,0,,,,,
player,201210210ram,gnb,JennM.00,def_int,0,,,,,
player,201210210ram,gnb,JennM.00,def_int_yds,0,,,,,
player,201210210ram,gnb,JennM.00,def_int_td,0,,,,,
player,201210210ram,gnb,JennM.00,def_int_long,0,,,,,
player,201210210ram,gnb,JennM.00,pass_defended,0,,,,,
player,201210210ram,gnb,JennM.00,sacks,0.0,,,,,
player,201210210ram,gnb,JennM.00,tackles_combined,4,,,,,
player,201210210ram,gnb,JennM.00,tackles_solo,3,,,,,
player,201210210ram,gnb,JennM.00,tackles_assists,1,,,,,
player,201210210ram,gnb,JennM.00,tackles_loss,0,,,,,
player,201210210ram,gnb,JennM.00,qb_hits,0,,,,,
player,201210210ram,gnb,JennM.00,fumbles_rec,0,,,,,
player,201210210ram,gnb,JennM.00,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,JennM.00,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,JennM.00,fumbles_forced,0,,,,,
player,201210210ram,gnb,PickRy20,def_int,0,,,,,
player,201210210ram,gnb,PickRy20,def_int_yds,0,,,,,
player,201210210ram,gnb,PickRy20,def_int_td,0,,,,,
player,201210210ram,gnb,PickRy20,def_int_long,0,,,,,
player,201210210ram,gnb,PickRy20,pass_defended,0,,,,,
player,201210210ram,gnb,PickRy20,sacks,0.0,,,,,
player,201210210ram,gnb,PickRy20,tackles_combined,3,,,,,
player,201210210ram,gnb,PickRy20,tackles_solo,3,,,,,
player,201210210ram,gnb,PickRy20,tackles_assists,0,,,,,
player,201210210ram,gnb,PickRy20,tackles_loss,1,,,,,
player,201210210ram,gnb,PickRy20,qb_hits,0,,,,,
player,201210210ram,gnb,PickRy20,fumbles_rec,0,,,,,
player,201210210ram,gnb,PickRy20,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,PickRy20,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,PickRy20,fumbles_forced,0,,,,,
player,201210210ram,gnb,HousDa00,def_int,0,,,,,
player,201210210ram,gnb,HousDa00,def_int_yds,0,,,,,
player,201210210ram,gnb,HousDa00,def_int_td,0,,,,,
player,201210210ram,gnb,HousDa00,def_int_long,0,,,,,
player,201210210ram,gnb,HousDa00,pass_defended,1,,,,,
player,201210210ram,gnb,HousDa00,sacks,0.0,,,,,
player,201210210ram,gnb,HousDa00,tackles_combined,2,,,,,
player,201210210ram,gnb,HousDa00,tackles_solo,2,,,,,
player,201210210ram,gnb,HousDa00,tackles_assists,0,,,,,
player,201210210ram,gnb,HousDa00,tackles_loss,0,,,,,
player,201210210ram,gnb,HousDa00,qb_hits,0,,,,,
player,201210210ram,gnb,HousDa00,fumbles_rec,0,,,,,
player,201210210ram,gnb,HousDa00,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,HousDa00,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,HousDa00,fumbles_forced,0,,,,,
player,201210210ram,gnb,JoneBr99,def_int,0,,,,,
player,201210210ram,gnb,JoneBr99,def_int_yds,0,,,,,
player,201210210ram,gnb,JoneBr99,def_int_td,0,,,,,
player,201210210ram,gnb,JoneBr99,def_int_long,0,,,,,
player,201210210ram,gnb,JoneBr99,pass_defended,0,,,,,
player,201210210ram,gnb,JoneBr99,sacks,0.0,,,,,
player,201210210ram,gnb,JoneBr99,tackles_combined,2,,,,,
player,201210210ram,gnb,JoneBr99,tackles_solo,2,,,,,
player,201210210ram,gnb,JoneBr99,tackles_assists,0,,,,,
player,201210210ram,gnb,JoneBr99,tackles_loss,0,,,,,
player,201210210ram,gnb,JoneBr99,qb_hits,1,,,,,
player,201210210ram,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201210210ram,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201210210ram,gnb,BushJa20,def_int,0,,,,,
player,201210210ram,gnb,BushJa20,def_int_yds,0,,,,,
player,201210210ram,gnb,BushJa20,def_int_td,0,,,,,
player,201210210ram,gnb,BushJa20,def_int_long,0,,,,,
player,201210210ram,gnb,BushJa20,pass_defended,0,,,,,
player,201210210ram,gnb,BushJa20,sacks,0.0,,,,,
player,201210210ram,gnb,BushJa20,tackles_combined,1,,,,,
player,201210210ram,gnb,BushJa20,tackles_solo,1,,,,,
player,201210210ram,gnb,BushJa20,tackles_assists,0,,,,,
player,201210210ram,gnb,BushJa20,tackles_loss,0,,,,,
player,201210210ram,gnb,BushJa20,qb_hits,0,,,,,
player,201210210ram,gnb,BushJa20,fumbles_rec,0,,,,,
player,201210210ram,gnb,BushJa20,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,BushJa20,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,BushJa20,fumbles_forced,0,,,,,
player,201210210ram,gnb,MannTe00,def_int,0,,,,,
player,201210210ram,gnb,MannTe00,def_int_yds,0,,,,,
player,201210210ram,gnb,MannTe00,def_int_td,0,,,,,
player,201210210ram,gnb,MannTe00,def_int_long,0,,,,,
player,201210210ram,gnb,MannTe00,pass_defended,0,,,,,
player,201210210ram,gnb,MannTe00,sacks,0.0,,,,,
player,201210210ram,gnb,MannTe00,tackles_combined,1,,,,,
player,201210210ram,gnb,MannTe00,tackles_solo,1,,,,,
player,201210210ram,gnb,MannTe00,tackles_assists,0,,,,,
player,201210210ram,gnb,MannTe00,tackles_loss,0,,,,,
player,201210210ram,gnb,MannTe00,qb_hits,0,,,,,
player,201210210ram,gnb,MannTe00,fumbles_rec,0,,,,,
player,201210210ram,gnb,MannTe00,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,MannTe00,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,MannTe00,fumbles_forced,0,,,,,
player,201210210ram,gnb,McMiJe00,def_int,0,,,,,
player,201210210ram,gnb,McMiJe00,def_int_yds,0,,,,,
player,201210210ram,gnb,McMiJe00,def_int_td,0,,,,,
player,201210210ram,gnb,McMiJe00,def_int_long,0,,,,,
player,201210210ram,gnb,McMiJe00,pass_defended,0,,,,,
player,201210210ram,gnb,McMiJe00,sacks,0.0,,,,,
player,201210210ram,gnb,McMiJe00,tackles_combined,1,,,,,
player,201210210ram,gnb,McMiJe00,tackles_solo,0,,,,,
player,201210210ram,gnb,McMiJe00,tackles_assists,1,,,,,
player,201210210ram,gnb,McMiJe00,tackles_loss,0,,,,,
player,201210210ram,gnb,McMiJe00,qb_hits,0,,,,,
player,201210210ram,gnb,McMiJe00,fumbles_rec,0,,,,,
player,201210210ram,gnb,McMiJe00,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,McMiJe00,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,McMiJe00,fumbles_forced,0,,,,,
player,201210210ram,gnb,NealMi99,def_int,0,,,,,
player,201210210ram,gnb,NealMi99,def_int_yds,0,,,,,
player,201210210ram,gnb,NealMi99,def_int_td,0,,,,,
player,201210210ram,gnb,NealMi99,def_int_long,0,,,,,
player,201210210ram,gnb,NealMi99,pass_defended,0,,,,,
player,201210210ram,gnb,NealMi99,sacks,0.0,,,,,
player,201210210ram,gnb,NealMi99,tackles_combined,1,,,,,
player,201210210ram,gnb,NealMi99,tackles_solo,0,,,,,
player,201210210ram,gnb,NealMi99,tackles_assists,1,,,,,
player,201210210ram,gnb,NealMi99,tackles_loss,0,,,,,
player,201210210ram,gnb,NealMi99,qb_hits,0,,,,,
player,201210210ram,gnb,NealMi99,fumbles_rec,0,,,,,
player,201210210ram,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201210210ram,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201210210ram,gnb,NealMi99,fumbles_forced,0,,,,,
player,201210210ram,ram,BrocMi00,def_int,0,,,,,
player,201210210ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201210210ram,ram,BrocMi00,def_int_td,0,,,,,
player,201210210ram,ram,BrocMi00,def_int_long,0,,,,,
player,201210210ram,ram,BrocMi00,pass_defended,0,,,,,
player,201210210ram,ram,BrocMi00,sacks,1.0,,,,,
player,201210210ram,ram,BrocMi00,tackles_combined,4,,,,,
player,201210210ram,ram,BrocMi00,tackles_solo,4,,,,,
player,201210210ram,ram,BrocMi00,tackles_assists,0,,,,,
player,201210210ram,ram,BrocMi00,tackles_loss,3,,,,,
player,201210210ram,ram,BrocMi00,qb_hits,1,,,,,
player,201210210ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201210210ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201210210ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201210210ram,ram,HayeWi99,def_int,0,,,,,
player,201210210ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201210210ram,ram,HayeWi99,def_int_td,0,,,,,
player,201210210ram,ram,HayeWi99,def_int_long,0,,,,,
player,201210210ram,ram,HayeWi99,pass_defended,0,,,,,
player,201210210ram,ram,HayeWi99,sacks,1.0,,,,,
player,201210210ram,ram,HayeWi99,tackles_combined,1,,,,,
player,201210210ram,ram,HayeWi99,tackles_solo,1,,,,,
player,201210210ram,ram,HayeWi99,tackles_assists,0,,,,,
player,201210210ram,ram,HayeWi99,tackles_loss,1,,,,,
player,201210210ram,ram,HayeWi99,qb_hits,1,,,,,
player,201210210ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201210210ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201210210ram,ram,HayeWi99,fumbles_forced,0,,,,,
player,201210210ram,ram,QuinRo00,def_int,0,,,,,
player,201210210ram,ram,QuinRo00,def_int_yds,0,,,,,
player,201210210ram,ram,QuinRo00,def_int_td,0,,,,,
player,201210210ram,ram,QuinRo00,def_int_long,0,,,,,
player,201210210ram,ram,QuinRo00,pass_defended,1,,,,,
player,201210210ram,ram,QuinRo00,sacks,1.0,,,,,
player,201210210ram,ram,QuinRo00,tackles_combined,1,,,,,
player,201210210ram,ram,QuinRo00,tackles_solo,1,,,,,
player,201210210ram,ram,QuinRo00,tackles_assists,0,,,,,
player,201210210ram,ram,QuinRo00,tackles_loss,1,,,,,
player,201210210ram,ram,QuinRo00,qb_hits,3,,,,,
player,201210210ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201210210ram,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201210210ram,ram,QuinRo00,fumbles_forced,0,,,,,
player,201210210ram,ram,LaurJa99,def_int,0,,,,,
player,201210210ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201210210ram,ram,LaurJa99,def_int_td,0,,,,,
player,201210210ram,ram,LaurJa99,def_int_long,0,,,,,
player,201210210ram,ram,LaurJa99,pass_defended,0,,,,,
player,201210210ram,ram,LaurJa99,sacks,0.0,,,,,
player,201210210ram,ram,LaurJa99,tackles_combined,14,,,,,
player,201210210ram,ram,LaurJa99,tackles_solo,13,,,,,
player,201210210ram,ram,LaurJa99,tackles_assists,1,,,,,
player,201210210ram,ram,LaurJa99,tackles_loss,0,,,,,
player,201210210ram,ram,LaurJa99,qb_hits,0,,,,,
player,201210210ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201210210ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201210210ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201210210ram,ram,JenkJa03,def_int,0,,,,,
player,201210210ram,ram,JenkJa03,def_int_yds,0,,,,,
player,201210210ram,ram,JenkJa03,def_int_td,0,,,,,
player,201210210ram,ram,JenkJa03,def_int_long,0,,,,,
player,201210210ram,ram,JenkJa03,pass_defended,0,,,,,
player,201210210ram,ram,JenkJa03,sacks,0.0,,,,,
player,201210210ram,ram,JenkJa03,tackles_combined,8,,,,,
player,201210210ram,ram,JenkJa03,tackles_solo,7,,,,,
player,201210210ram,ram,JenkJa03,tackles_assists,1,,,,,
player,201210210ram,ram,JenkJa03,tackles_loss,0,,,,,
player,201210210ram,ram,JenkJa03,qb_hits,0,,,,,
player,201210210ram,ram,JenkJa03,fumbles_rec,0,,,,,
player,201210210ram,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201210210ram,ram,JenkJa03,fumbles_forced,0,,,,,
player,201210210ram,ram,FinnCo20,def_int,0,,,,,
player,201210210ram,ram,FinnCo20,def_int_yds,0,,,,,
player,201210210ram,ram,FinnCo20,def_int_td,0,,,,,
player,201210210ram,ram,FinnCo20,def_int_long,0,,,,,
player,201210210ram,ram,FinnCo20,pass_defended,0,,,,,
player,201210210ram,ram,FinnCo20,sacks,0.0,,,,,
player,201210210ram,ram,FinnCo20,tackles_combined,6,,,,,
player,201210210ram,ram,FinnCo20,tackles_solo,5,,,,,
player,201210210ram,ram,FinnCo20,tackles_assists,1,,,,,
player,201210210ram,ram,FinnCo20,tackles_loss,0,,,,,
player,201210210ram,ram,FinnCo20,qb_hits,0,,,,,
player,201210210ram,ram,FinnCo20,fumbles_rec,0,,,,,
player,201210210ram,ram,FinnCo20,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,FinnCo20,fumbles_rec_td,0,,,,,
player,201210210ram,ram,FinnCo20,fumbles_forced,0,,,,,
player,201210210ram,ram,FletBr99,def_int,0,,,,,
player,201210210ram,ram,FletBr99,def_int_yds,0,,,,,
player,201210210ram,ram,FletBr99,def_int_td,0,,,,,
player,201210210ram,ram,FletBr99,def_int_long,0,,,,,
player,201210210ram,ram,FletBr99,pass_defended,0,,,,,
player,201210210ram,ram,FletBr99,sacks,0.0,,,,,
player,201210210ram,ram,FletBr99,tackles_combined,6,,,,,
player,201210210ram,ram,FletBr99,tackles_solo,4,,,,,
player,201210210ram,ram,FletBr99,tackles_assists,2,,,,,
player,201210210ram,ram,FletBr99,tackles_loss,0,,,,,
player,201210210ram,ram,FletBr99,qb_hits,0,,,,,
player,201210210ram,ram,FletBr99,fumbles_rec,0,,,,,
player,201210210ram,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201210210ram,ram,FletBr99,fumbles_forced,0,,,,,
player,201210210ram,ram,MikeQu20,def_int,0,,,,,
player,201210210ram,ram,MikeQu20,def_int_yds,0,,,,,
player,201210210ram,ram,MikeQu20,def_int_td,0,,,,,
player,201210210ram,ram,MikeQu20,def_int_long,0,,,,,
player,201210210ram,ram,MikeQu20,pass_defended,0,,,,,
player,201210210ram,ram,MikeQu20,sacks,0.0,,,,,
player,201210210ram,ram,MikeQu20,tackles_combined,6,,,,,
player,201210210ram,ram,MikeQu20,tackles_solo,5,,,,,
player,201210210ram,ram,MikeQu20,tackles_assists,1,,,,,
player,201210210ram,ram,MikeQu20,tackles_loss,0,,,,,
player,201210210ram,ram,MikeQu20,qb_hits,0,,,,,
player,201210210ram,ram,MikeQu20,fumbles_rec,0,,,,,
player,201210210ram,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201210210ram,ram,MikeQu20,fumbles_forced,0,,,,,
player,201210210ram,ram,DahlCr99,def_int,0,,,,,
player,201210210ram,ram,DahlCr99,def_int_yds,0,,,,,
player,201210210ram,ram,DahlCr99,def_int_td,0,,,,,
player,201210210ram,ram,DahlCr99,def_int_long,0,,,,,
player,201210210ram,ram,DahlCr99,pass_defended,1,,,,,
player,201210210ram,ram,DahlCr99,sacks,0.0,,,,,
player,201210210ram,ram,DahlCr99,tackles_combined,4,,,,,
player,201210210ram,ram,DahlCr99,tackles_solo,0,,,,,
player,201210210ram,ram,DahlCr99,tackles_assists,4,,,,,
player,201210210ram,ram,DahlCr99,tackles_loss,0,,,,,
player,201210210ram,ram,DahlCr99,qb_hits,0,,,,,
player,201210210ram,ram,DahlCr99,fumbles_rec,0,,,,,
player,201210210ram,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201210210ram,ram,DahlCr99,fumbles_forced,0,,,,,
player,201210210ram,ram,McInRo20,def_int,0,,,,,
player,201210210ram,ram,McInRo20,def_int_yds,0,,,,,
player,201210210ram,ram,McInRo20,def_int_td,0,,,,,
player,201210210ram,ram,McInRo20,def_int_long,0,,,,,
player,201210210ram,ram,McInRo20,pass_defended,0,,,,,
player,201210210ram,ram,McInRo20,sacks,0.0,,,,,
player,201210210ram,ram,McInRo20,tackles_combined,3,,,,,
player,201210210ram,ram,McInRo20,tackles_solo,2,,,,,
player,201210210ram,ram,McInRo20,tackles_assists,1,,,,,
player,201210210ram,ram,McInRo20,tackles_loss,0,,,,,
player,201210210ram,ram,McInRo20,qb_hits,0,,,,,
player,201210210ram,ram,McInRo20,fumbles_rec,0,,,,,
player,201210210ram,ram,McInRo20,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,McInRo20,fumbles_rec_td,0,,,,,
player,201210210ram,ram,McInRo20,fumbles_forced,0,,,,,
player,201210210ram,ram,ColeJu00,def_int,0,,,,,
player,201210210ram,ram,ColeJu00,def_int_yds,0,,,,,
player,201210210ram,ram,ColeJu00,def_int_td,0,,,,,
player,201210210ram,ram,ColeJu00,def_int_long,0,,,,,
player,201210210ram,ram,ColeJu00,pass_defended,0,,,,,
player,201210210ram,ram,ColeJu00,sacks,0.0,,,,,
player,201210210ram,ram,ColeJu00,tackles_combined,2,,,,,
player,201210210ram,ram,ColeJu00,tackles_solo,2,,,,,
player,201210210ram,ram,ColeJu00,tackles_assists,0,,,,,
player,201210210ram,ram,ColeJu00,tackles_loss,0,,,,,
player,201210210ram,ram,ColeJu00,qb_hits,0,,,,,
player,201210210ram,ram,ColeJu00,fumbles_rec,0,,,,,
player,201210210ram,ram,ColeJu00,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,ColeJu00,fumbles_rec_td,0,,,,,
player,201210210ram,ram,ColeJu00,fumbles_forced,0,,,,,
player,201210210ram,ram,CudjJe00,def_int,0,,,,,
player,201210210ram,ram,CudjJe00,def_int_yds,0,,,,,
player,201210210ram,ram,CudjJe00,def_int_td,0,,,,,
player,201210210ram,ram,CudjJe00,def_int_long,0,,,,,
player,201210210ram,ram,CudjJe00,pass_defended,0,,,,,
player,201210210ram,ram,CudjJe00,sacks,0.0,,,,,
player,201210210ram,ram,CudjJe00,tackles_combined,2,,,,,
player,201210210ram,ram,CudjJe00,tackles_solo,2,,,,,
player,201210210ram,ram,CudjJe00,tackles_assists,0,,,,,
player,201210210ram,ram,CudjJe00,tackles_loss,0,,,,,
player,201210210ram,ram,CudjJe00,qb_hits,0,,,,,
player,201210210ram,ram,CudjJe00,fumbles_rec,0,,,,,
player,201210210ram,ram,CudjJe00,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,CudjJe00,fumbles_rec_td,0,,,,,
player,201210210ram,ram,CudjJe00,fumbles_forced,0,,,,,
player,201210210ram,ram,DunbJo20,def_int,0,,,,,
player,201210210ram,ram,DunbJo20,def_int_yds,0,,,,,
player,201210210ram,ram,DunbJo20,def_int_td,0,,,,,
player,201210210ram,ram,DunbJo20,def_int_long,0,,,,,
player,201210210ram,ram,DunbJo20,pass_defended,0,,,,,
player,201210210ram,ram,DunbJo20,sacks,0.0,,,,,
player,201210210ram,ram,DunbJo20,tackles_combined,2,,,,,
player,201210210ram,ram,DunbJo20,tackles_solo,2,,,,,
player,201210210ram,ram,DunbJo20,tackles_assists,0,,,,,
player,201210210ram,ram,DunbJo20,tackles_loss,1,,,,,
player,201210210ram,ram,DunbJo20,qb_hits,0,,,,,
player,201210210ram,ram,DunbJo20,fumbles_rec,0,,,,,
player,201210210ram,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201210210ram,ram,DunbJo20,fumbles_forced,0,,,,,
player,201210210ram,ram,HearKe00,def_int,0,,,,,
player,201210210ram,ram,HearKe00,def_int_yds,0,,,,,
player,201210210ram,ram,HearKe00,def_int_td,0,,,,,
player,201210210ram,ram,HearKe00,def_int_long,0,,,,,
player,201210210ram,ram,HearKe00,pass_defended,0,,,,,
player,201210210ram,ram,HearKe00,sacks,0.0,,,,,
player,201210210ram,ram,HearKe00,tackles_combined,1,,,,,
player,201210210ram,ram,HearKe00,tackles_solo,1,,,,,
player,201210210ram,ram,HearKe00,tackles_assists,0,,,,,
player,201210210ram,ram,HearKe00,tackles_loss,0,,,,,
player,201210210ram,ram,HearKe00,qb_hits,0,,,,,
player,201210210ram,ram,HearKe00,fumbles_rec,0,,,,,
player,201210210ram,ram,HearKe00,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,HearKe00,fumbles_rec_td,0,,,,,
player,201210210ram,ram,HearKe00,fumbles_forced,0,,,,,
player,201210210ram,ram,LangKe98,def_int,0,,,,,
player,201210210ram,ram,LangKe98,def_int_yds,0,,,,,
player,201210210ram,ram,LangKe98,def_int_td,0,,,,,
player,201210210ram,ram,LangKe98,def_int_long,0,,,,,
player,201210210ram,ram,LangKe98,pass_defended,0,,,,,
player,201210210ram,ram,LangKe98,sacks,0.0,,,,,
player,201210210ram,ram,LangKe98,tackles_combined,1,,,,,
player,201210210ram,ram,LangKe98,tackles_solo,1,,,,,
player,201210210ram,ram,LangKe98,tackles_assists,0,,,,,
player,201210210ram,ram,LangKe98,tackles_loss,1,,,,,
player,201210210ram,ram,LangKe98,qb_hits,0,,,,,
player,201210210ram,ram,LangKe98,fumbles_rec,0,,,,,
player,201210210ram,ram,LangKe98,fumbles_rec_yds,0,,,,,
