game,2012,15,20121216,201212160nwe,sfo,"San Francisco 49ers",41,nwe,"New England Patriots",34
player,201212160nwe,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,JeanRi99,def_int,0,,,,,
player,201212160nwe,sfo,JeanRi99,def_int_yds,0,,,,,
player,201212160nwe,sfo,JeanRi99,def_int_td,0,,,,,
player,201212160nwe,sfo,JeanRi99,def_int_long,0,,,,,
player,201212160nwe,sfo,JeanRi99,pass_defended,0,,,,,
player,201212160nwe,sfo,JeanRi99,sacks,1.0,,,,,
player,201212160nwe,sfo,JeanRi99,tackles_combined,2,,,,,
player,201212160nwe,sfo,JeanRi99,tackles_solo,2,,,,,
player,201212160nwe,sfo,JeanRi99,tackles_assists,0,,,,,
player,201212160nwe,sfo,JeanRi99,tackles_loss,1,,,,,
player,201212160nwe,sfo,JeanRi99,qb_hits,1,,,,,
player,201212160nwe,sfo,JeanRi99,fumbles_rec,0,,,,,
player,201212160nwe,sfo,JeanRi99,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,JeanRi99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,JeanRi99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,BowmNa99,def_int,0,,,,,
player,201212160nwe,sfo,BowmNa99,def_int_yds,0,,,,,
player,201212160nwe,sfo,BowmNa99,def_int_td,0,,,,,
player,201212160nwe,sfo,BowmNa99,def_int_long,0,,,,,
player,201212160nwe,sfo,BowmNa99,pass_defended,1,,,,,
player,201212160nwe,sfo,BowmNa99,sacks,0.0,,,,,
player,201212160nwe,sfo,BowmNa99,tackles_combined,12,,,,,
player,201212160nwe,sfo,BowmNa99,tackles_solo,9,,,,,
player,201212160nwe,sfo,BowmNa99,tackles_assists,3,,,,,
player,201212160nwe,sfo,BowmNa99,tackles_loss,1,,,,,
player,201212160nwe,sfo,BowmNa99,qb_hits,0,,,,,
player,201212160nwe,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201212160nwe,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,BowmNa99,fumbles_forced,1,,,,,
player,201212160nwe,sfo,WillPa98,def_int,0,,,,,
player,201212160nwe,sfo,WillPa98,def_int_yds,0,,,,,
player,201212160nwe,sfo,WillPa98,def_int_td,0,,,,,
player,201212160nwe,sfo,WillPa98,def_int_long,0,,,,,
player,201212160nwe,sfo,WillPa98,pass_defended,0,,,,,
player,201212160nwe,sfo,WillPa98,sacks,0.0,,,,,
player,201212160nwe,sfo,WillPa98,tackles_combined,11,,,,,
player,201212160nwe,sfo,WillPa98,tackles_solo,5,,,,,
player,201212160nwe,sfo,WillPa98,tackles_assists,6,,,,,
player,201212160nwe,sfo,WillPa98,tackles_loss,1,,,,,
player,201212160nwe,sfo,WillPa98,qb_hits,0,,,,,
player,201212160nwe,sfo,WillPa98,fumbles_rec,0,,,,,
player,201212160nwe,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,WillPa98,fumbles_forced,0,,,,,
player,201212160nwe,sfo,BrowTa99,def_int,0,,,,,
player,201212160nwe,sfo,BrowTa99,def_int_yds,0,,,,,
player,201212160nwe,sfo,BrowTa99,def_int_td,0,,,,,
player,201212160nwe,sfo,BrowTa99,def_int_long,0,,,,,
player,201212160nwe,sfo,BrowTa99,pass_defended,0,,,,,
player,201212160nwe,sfo,BrowTa99,sacks,0.0,,,,,
player,201212160nwe,sfo,BrowTa99,tackles_combined,8,,,,,
player,201212160nwe,sfo,BrowTa99,tackles_solo,7,,,,,
player,201212160nwe,sfo,BrowTa99,tackles_assists,1,,,,,
player,201212160nwe,sfo,BrowTa99,tackles_loss,0,,,,,
player,201212160nwe,sfo,BrowTa99,qb_hits,0,,,,,
player,201212160nwe,sfo,BrowTa99,fumbles_rec,0,,,,,
player,201212160nwe,sfo,BrowTa99,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,WhitDo20,def_int,0,,,,,
player,201212160nwe,sfo,WhitDo20,def_int_yds,0,,,,,
player,201212160nwe,sfo,WhitDo20,def_int_td,0,,,,,
player,201212160nwe,sfo,WhitDo20,def_int_long,0,,,,,
player,201212160nwe,sfo,WhitDo20,pass_defended,1,,,,,
player,201212160nwe,sfo,WhitDo20,sacks,0.0,,,,,
player,201212160nwe,sfo,WhitDo20,tackles_combined,7,,,,,
player,201212160nwe,sfo,WhitDo20,tackles_solo,5,,,,,
player,201212160nwe,sfo,WhitDo20,tackles_assists,2,,,,,
player,201212160nwe,sfo,WhitDo20,tackles_loss,0,,,,,
player,201212160nwe,sfo,WhitDo20,qb_hits,0,,,,,
player,201212160nwe,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201212160nwe,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,WhitDo20,fumbles_forced,1,,,,,
player,201212160nwe,sfo,CullCh00,def_int,0,,,,,
player,201212160nwe,sfo,CullCh00,def_int_yds,0,,,,,
player,201212160nwe,sfo,CullCh00,def_int_td,0,,,,,
player,201212160nwe,sfo,CullCh00,def_int_long,0,,,,,
player,201212160nwe,sfo,CullCh00,pass_defended,0,,,,,
player,201212160nwe,sfo,CullCh00,sacks,0.0,,,,,
player,201212160nwe,sfo,CullCh00,tackles_combined,6,,,,,
player,201212160nwe,sfo,CullCh00,tackles_solo,6,,,,,
player,201212160nwe,sfo,CullCh00,tackles_assists,0,,,,,
player,201212160nwe,sfo,CullCh00,tackles_loss,0,,,,,
player,201212160nwe,sfo,CullCh00,qb_hits,0,,,,,
player,201212160nwe,sfo,CullCh00,fumbles_rec,1,,,,,
player,201212160nwe,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,CullCh00,fumbles_forced,0,,,,,
player,201212160nwe,sfo,GoldDa99,def_int,0,,,,,
player,201212160nwe,sfo,GoldDa99,def_int_yds,0,,,,,
player,201212160nwe,sfo,GoldDa99,def_int_td,0,,,,,
player,201212160nwe,sfo,GoldDa99,def_int_long,0,,,,,
player,201212160nwe,sfo,GoldDa99,pass_defended,1,,,,,
player,201212160nwe,sfo,GoldDa99,sacks,0.0,,,,,
player,201212160nwe,sfo,GoldDa99,tackles_combined,4,,,,,
player,201212160nwe,sfo,GoldDa99,tackles_solo,4,,,,,
player,201212160nwe,sfo,GoldDa99,tackles_assists,0,,,,,
player,201212160nwe,sfo,GoldDa99,tackles_loss,0,,,,,
player,201212160nwe,sfo,GoldDa99,qb_hits,0,,,,,
player,201212160nwe,sfo,GoldDa99,fumbles_rec,1,,,,,
player,201212160nwe,sfo,GoldDa99,fumbles_rec_yds,66,,,,,
player,201212160nwe,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,BrocTr00,def_int,0,,,,,
player,201212160nwe,sfo,BrocTr00,def_int_yds,0,,,,,
player,201212160nwe,sfo,BrocTr00,def_int_td,0,,,,,
player,201212160nwe,sfo,BrocTr00,def_int_long,0,,,,,
player,201212160nwe,sfo,BrocTr00,pass_defended,0,,,,,
player,201212160nwe,sfo,BrocTr00,sacks,0.0,,,,,
player,201212160nwe,sfo,BrocTr00,tackles_combined,3,,,,,
player,201212160nwe,sfo,BrocTr00,tackles_solo,2,,,,,
player,201212160nwe,sfo,BrocTr00,tackles_assists,1,,,,,
player,201212160nwe,sfo,BrocTr00,tackles_loss,0,,,,,
player,201212160nwe,sfo,BrocTr00,qb_hits,0,,,,,
player,201212160nwe,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201212160nwe,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201212160nwe,sfo,MillBr02,def_int,0,,,,,
player,201212160nwe,sfo,MillBr02,def_int_yds,0,,,,,
player,201212160nwe,sfo,MillBr02,def_int_td,0,,,,,
player,201212160nwe,sfo,MillBr02,def_int_long,0,,,,,
player,201212160nwe,sfo,MillBr02,pass_defended,0,,,,,
player,201212160nwe,sfo,MillBr02,sacks,0.0,,,,,
player,201212160nwe,sfo,MillBr02,tackles_combined,2,,,,,
player,201212160nwe,sfo,MillBr02,tackles_solo,1,,,,,
player,201212160nwe,sfo,MillBr02,tackles_assists,1,,,,,
player,201212160nwe,sfo,MillBr02,tackles_loss,0,,,,,
player,201212160nwe,sfo,MillBr02,qb_hits,0,,,,,
player,201212160nwe,sfo,MillBr02,fumbles_rec,0,,,,,
player,201212160nwe,sfo,MillBr02,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,MillBr02,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,MillBr02,fumbles_forced,0,,,,,
player,201212160nwe,sfo,SmitJu20,def_int,0,,,,,
player,201212160nwe,sfo,SmitJu20,def_int_yds,0,,,,,
player,201212160nwe,sfo,SmitJu20,def_int_td,0,,,,,
player,201212160nwe,sfo,SmitJu20,def_int_long,0,,,,,
player,201212160nwe,sfo,SmitJu20,pass_defended,0,,,,,
player,201212160nwe,sfo,SmitJu20,sacks,0.0,,,,,
player,201212160nwe,sfo,SmitJu20,tackles_combined,2,,,,,
player,201212160nwe,sfo,SmitJu20,tackles_solo,1,,,,,
player,201212160nwe,sfo,SmitJu20,tackles_assists,1,,,,,
player,201212160nwe,sfo,SmitJu20,tackles_loss,0,,,,,
player,201212160nwe,sfo,SmitJu20,qb_hits,0,,,,,
player,201212160nwe,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201212160nwe,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201212160nwe,sfo,TukuWi00,def_int,0,,,,,
player,201212160nwe,sfo,TukuWi00,def_int_yds,0,,,,,
player,201212160nwe,sfo,TukuWi00,def_int_td,0,,,,,
player,201212160nwe,sfo,TukuWi00,def_int_long,0,,,,,
player,201212160nwe,sfo,TukuWi00,pass_defended,0,,,,,
player,201212160nwe,sfo,TukuWi00,sacks,0.0,,,,,
player,201212160nwe,sfo,TukuWi00,tackles_combined,2,,,,,
player,201212160nwe,sfo,TukuWi00,tackles_solo,1,,,,,
player,201212160nwe,sfo,TukuWi00,tackles_assists,1,,,,,
player,201212160nwe,sfo,TukuWi00,tackles_loss,0,,,,,
player,201212160nwe,sfo,TukuWi00,qb_hits,0,,,,,
player,201212160nwe,sfo,TukuWi00,fumbles_rec,0,,,,,
player,201212160nwe,sfo,TukuWi00,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,TukuWi00,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,TukuWi00,fumbles_forced,0,,,,,
player,201212160nwe,sfo,WilhMi00,def_int,0,,,,,
player,201212160nwe,sfo,WilhMi00,def_int_yds,0,,,,,
player,201212160nwe,sfo,WilhMi00,def_int_td,0,,,,,
player,201212160nwe,sfo,WilhMi00,def_int_long,0,,,,,
player,201212160nwe,sfo,WilhMi00,pass_defended,0,,,,,
player,201212160nwe,sfo,WilhMi00,sacks,0.0,,,,,
player,201212160nwe,sfo,WilhMi00,tackles_combined,2,,,,,
player,201212160nwe,sfo,WilhMi00,tackles_solo,1,,,,,
player,201212160nwe,sfo,WilhMi00,tackles_assists,1,,,,,
player,201212160nwe,sfo,WilhMi00,tackles_loss,0,,,,,
player,201212160nwe,sfo,WilhMi00,qb_hits,0,,,,,
player,201212160nwe,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201212160nwe,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201212160nwe,sfo,BrooAh21,def_int,0,,,,,
player,201212160nwe,sfo,BrooAh21,def_int_yds,0,,,,,
player,201212160nwe,sfo,BrooAh21,def_int_td,0,,,,,
player,201212160nwe,sfo,BrooAh21,def_int_long,0,,,,,
player,201212160nwe,sfo,BrooAh21,pass_defended,0,,,,,
player,201212160nwe,sfo,BrooAh21,sacks,0.0,,,,,
player,201212160nwe,sfo,BrooAh21,tackles_combined,1,,,,,
player,201212160nwe,sfo,BrooAh21,tackles_solo,0,,,,,
player,201212160nwe,sfo,BrooAh21,tackles_assists,1,,,,,
player,201212160nwe,sfo,BrooAh21,tackles_loss,0,,,,,
player,201212160nwe,sfo,BrooAh21,qb_hits,1,,,,,
player,201212160nwe,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201212160nwe,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201212160nwe,sfo,CoxxPe99,def_int,0,,,,,
player,201212160nwe,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201212160nwe,sfo,CoxxPe99,def_int_td,0,,,,,
player,201212160nwe,sfo,CoxxPe99,def_int_long,0,,,,,
player,201212160nwe,sfo,CoxxPe99,pass_defended,0,,,,,
player,201212160nwe,sfo,CoxxPe99,sacks,0.0,,,,,
player,201212160nwe,sfo,CoxxPe99,tackles_combined,1,,,,,
player,201212160nwe,sfo,CoxxPe99,tackles_solo,0,,,,,
player,201212160nwe,sfo,CoxxPe99,tackles_assists,1,,,,,
player,201212160nwe,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201212160nwe,sfo,CoxxPe99,qb_hits,0,,,,,
player,201212160nwe,sfo,CoxxPe99,fumbles_rec,0,,,,,
player,201212160nwe,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,DixoAn00,def_int,0,,,,,
player,201212160nwe,sfo,DixoAn00,def_int_yds,0,,,,,
player,201212160nwe,sfo,DixoAn00,def_int_td,0,,,,,
player,201212160nwe,sfo,DixoAn00,def_int_long,0,,,,,
player,201212160nwe,sfo,DixoAn00,pass_defended,0,,,,,
player,201212160nwe,sfo,DixoAn00,sacks,0.0,,,,,
player,201212160nwe,sfo,DixoAn00,tackles_combined,1,,,,,
player,201212160nwe,sfo,DixoAn00,tackles_solo,0,,,,,
player,201212160nwe,sfo,DixoAn00,tackles_assists,1,,,,,
player,201212160nwe,sfo,DixoAn00,tackles_loss,0,,,,,
player,201212160nwe,sfo,DixoAn00,qb_hits,0,,,,,
player,201212160nwe,sfo,DixoAn00,fumbles_rec,0,,,,,
player,201212160nwe,sfo,DixoAn00,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,DixoAn00,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,DixoAn00,fumbles_forced,0,,,,,
player,201212160nwe,sfo,GranLa99,def_int,0,,,,,
player,201212160nwe,sfo,GranLa99,def_int_yds,0,,,,,
player,201212160nwe,sfo,GranLa99,def_int_td,0,,,,,
player,201212160nwe,sfo,GranLa99,def_int_long,0,,,,,
player,201212160nwe,sfo,GranLa99,pass_defended,0,,,,,
player,201212160nwe,sfo,GranLa99,sacks,0.0,,,,,
player,201212160nwe,sfo,GranLa99,tackles_combined,1,,,,,
player,201212160nwe,sfo,GranLa99,tackles_solo,1,,,,,
player,201212160nwe,sfo,GranLa99,tackles_assists,0,,,,,
player,201212160nwe,sfo,GranLa99,tackles_loss,0,,,,,
player,201212160nwe,sfo,GranLa99,qb_hits,0,,,,,
player,201212160nwe,sfo,GranLa99,fumbles_rec,0,,,,,
player,201212160nwe,sfo,GranLa99,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,GranLa99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,GranLa99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,McBaDa99,def_int,0,,,,,
player,201212160nwe,sfo,McBaDa99,def_int_yds,0,,,,,
player,201212160nwe,sfo,McBaDa99,def_int_td,0,,,,,
player,201212160nwe,sfo,McBaDa99,def_int_long,0,,,,,
player,201212160nwe,sfo,McBaDa99,pass_defended,0,,,,,
player,201212160nwe,sfo,McBaDa99,sacks,0.0,,,,,
player,201212160nwe,sfo,McBaDa99,tackles_combined,1,,,,,
player,201212160nwe,sfo,McBaDa99,tackles_solo,0,,,,,
player,201212160nwe,sfo,McBaDa99,tackles_assists,1,,,,,
player,201212160nwe,sfo,McBaDa99,tackles_loss,0,,,,,
player,201212160nwe,sfo,McBaDa99,qb_hits,0,,,,,
player,201212160nwe,sfo,McBaDa99,fumbles_rec,0,,,,,
player,201212160nwe,sfo,McBaDa99,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,McBaDa99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,McBaDa99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,SpilCJ99,def_int,0,,,,,
player,201212160nwe,sfo,SpilCJ99,def_int_yds,0,,,,,
player,201212160nwe,sfo,SpilCJ99,def_int_td,0,,,,,
player,201212160nwe,sfo,SpilCJ99,def_int_long,0,,,,,
player,201212160nwe,sfo,SpilCJ99,pass_defended,0,,,,,
player,201212160nwe,sfo,SpilCJ99,sacks,0.0,,,,,
player,201212160nwe,sfo,SpilCJ99,tackles_combined,1,,,,,
player,201212160nwe,sfo,SpilCJ99,tackles_solo,0,,,,,
player,201212160nwe,sfo,SpilCJ99,tackles_assists,1,,,,,
player,201212160nwe,sfo,SpilCJ99,tackles_loss,0,,,,,
player,201212160nwe,sfo,SpilCJ99,qb_hits,0,,,,,
player,201212160nwe,sfo,SpilCJ99,fumbles_rec,0,,,,,
player,201212160nwe,sfo,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,SpilCJ99,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,SpilCJ99,fumbles_forced,0,,,,,
player,201212160nwe,sfo,GinnTe00,def_int,0,,,,,
player,201212160nwe,sfo,GinnTe00,def_int_yds,0,,,,,
player,201212160nwe,sfo,GinnTe00,def_int_td,0,,,,,
player,201212160nwe,sfo,GinnTe00,def_int_long,0,,,,,
player,201212160nwe,sfo,GinnTe00,pass_defended,0,,,,,
player,201212160nwe,sfo,GinnTe00,sacks,0.0,,,,,
player,201212160nwe,sfo,GinnTe00,tackles_combined,0,,,,,
player,201212160nwe,sfo,GinnTe00,tackles_solo,0,,,,,
player,201212160nwe,sfo,GinnTe00,tackles_assists,0,,,,,
player,201212160nwe,sfo,GinnTe00,tackles_loss,0,,,,,
player,201212160nwe,sfo,GinnTe00,qb_hits,0,,,,,
player,201212160nwe,sfo,GinnTe00,fumbles_rec,1,,,,,
player,201212160nwe,sfo,GinnTe00,fumbles_rec_yds,0,,,,,
player,201212160nwe,sfo,GinnTe00,fumbles_rec_td,0,,,,,
player,201212160nwe,sfo,GinnTe00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,McCoDe99,def_int,1,,,,,
player,201212160nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201212160nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201212160nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201212160nwe,nwe,McCoDe99,pass_defended,1,,,,,
player,201212160nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201212160nwe,nwe,McCoDe99,tackles_combined,3,,,,,
player,201212160nwe,nwe,McCoDe99,tackles_solo,2,,,,,
player,201212160nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201212160nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201212160nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201212160nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201212160nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201212160nwe,nwe,NinkRo20,def_int,0,,,,,
player,201212160nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201212160nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201212160nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201212160nwe,nwe,NinkRo20,pass_defended,0,,,,,
player,201212160nwe,nwe,NinkRo20,sacks,1.0,,,,,
player,201212160nwe,nwe,NinkRo20,tackles_combined,7,,,,,
player,201212160nwe,nwe,NinkRo20,tackles_solo,2,,,,,
player,201212160nwe,nwe,NinkRo20,tackles_assists,5,,,,,
player,201212160nwe,nwe,NinkRo20,tackles_loss,2,,,,,
player,201212160nwe,nwe,NinkRo20,qb_hits,1,,,,,
player,201212160nwe,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201212160nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201212160nwe,nwe,MayoJe99,def_int,0,,,,,
player,201212160nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201212160nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201212160nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201212160nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201212160nwe,nwe,MayoJe99,sacks,0.0,,,,,
player,201212160nwe,nwe,MayoJe99,tackles_combined,12,,,,,
player,201212160nwe,nwe,MayoJe99,tackles_solo,5,,,,,
player,201212160nwe,nwe,MayoJe99,tackles_assists,7,,,,,
player,201212160nwe,nwe,MayoJe99,tackles_loss,0,,,,,
player,201212160nwe,nwe,MayoJe99,qb_hits,0,,,,,
player,201212160nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201212160nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201212160nwe,nwe,HighDo01,def_int,0,,,,,
player,201212160nwe,nwe,HighDo01,def_int_yds,0,,,,,
player,201212160nwe,nwe,HighDo01,def_int_td,0,,,,,
player,201212160nwe,nwe,HighDo01,def_int_long,0,,,,,
player,201212160nwe,nwe,HighDo01,pass_defended,1,,,,,
player,201212160nwe,nwe,HighDo01,sacks,0.0,,,,,
player,201212160nwe,nwe,HighDo01,tackles_combined,8,,,,,
player,201212160nwe,nwe,HighDo01,tackles_solo,5,,,,,
player,201212160nwe,nwe,HighDo01,tackles_assists,3,,,,,
player,201212160nwe,nwe,HighDo01,tackles_loss,2,,,,,
player,201212160nwe,nwe,HighDo01,qb_hits,0,,,,,
player,201212160nwe,nwe,HighDo01,fumbles_rec,0,,,,,
player,201212160nwe,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,HighDo01,fumbles_forced,0,,,,,
player,201212160nwe,nwe,SpikBr99,def_int,0,,,,,
player,201212160nwe,nwe,SpikBr99,def_int_yds,0,,,,,
player,201212160nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201212160nwe,nwe,SpikBr99,def_int_long,0,,,,,
player,201212160nwe,nwe,SpikBr99,pass_defended,0,,,,,
player,201212160nwe,nwe,SpikBr99,sacks,0.0,,,,,
player,201212160nwe,nwe,SpikBr99,tackles_combined,6,,,,,
player,201212160nwe,nwe,SpikBr99,tackles_solo,3,,,,,
player,201212160nwe,nwe,SpikBr99,tackles_assists,3,,,,,
player,201212160nwe,nwe,SpikBr99,tackles_loss,0,,,,,
player,201212160nwe,nwe,SpikBr99,qb_hits,0,,,,,
player,201212160nwe,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201212160nwe,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201212160nwe,nwe,FranJu00,def_int,0,,,,,
player,201212160nwe,nwe,FranJu00,def_int_yds,0,,,,,
player,201212160nwe,nwe,FranJu00,def_int_td,0,,,,,
player,201212160nwe,nwe,FranJu00,def_int_long,0,,,,,
player,201212160nwe,nwe,FranJu00,pass_defended,0,,,,,
player,201212160nwe,nwe,FranJu00,sacks,0.0,,,,,
player,201212160nwe,nwe,FranJu00,tackles_combined,5,,,,,
player,201212160nwe,nwe,FranJu00,tackles_solo,3,,,,,
player,201212160nwe,nwe,FranJu00,tackles_assists,2,,,,,
player,201212160nwe,nwe,FranJu00,tackles_loss,1,,,,,
player,201212160nwe,nwe,FranJu00,qb_hits,0,,,,,
player,201212160nwe,nwe,FranJu00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,FranJu00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,FranJu00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,FranJu00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,ChunPa99,def_int,0,,,,,
player,201212160nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201212160nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201212160nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201212160nwe,nwe,ChunPa99,pass_defended,0,,,,,
player,201212160nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201212160nwe,nwe,ChunPa99,tackles_combined,4,,,,,
player,201212160nwe,nwe,ChunPa99,tackles_solo,1,,,,,
player,201212160nwe,nwe,ChunPa99,tackles_assists,3,,,,,
player,201212160nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201212160nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201212160nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201212160nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201212160nwe,nwe,TaliAq99,def_int,0,,,,,
player,201212160nwe,nwe,TaliAq99,def_int_yds,0,,,,,
player,201212160nwe,nwe,TaliAq99,def_int_td,0,,,,,
player,201212160nwe,nwe,TaliAq99,def_int_long,0,,,,,
player,201212160nwe,nwe,TaliAq99,pass_defended,0,,,,,
player,201212160nwe,nwe,TaliAq99,sacks,0.0,,,,,
player,201212160nwe,nwe,TaliAq99,tackles_combined,4,,,,,
player,201212160nwe,nwe,TaliAq99,tackles_solo,2,,,,,
player,201212160nwe,nwe,TaliAq99,tackles_assists,2,,,,,
player,201212160nwe,nwe,TaliAq99,tackles_loss,0,,,,,
player,201212160nwe,nwe,TaliAq99,qb_hits,0,,,,,
player,201212160nwe,nwe,TaliAq99,fumbles_rec,1,,,,,
player,201212160nwe,nwe,TaliAq99,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,TaliAq99,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,TaliAq99,fumbles_forced,0,,,,,
player,201212160nwe,nwe,LoveKy00,def_int,0,,,,,
player,201212160nwe,nwe,LoveKy00,def_int_yds,0,,,,,
player,201212160nwe,nwe,LoveKy00,def_int_td,0,,,,,
player,201212160nwe,nwe,LoveKy00,def_int_long,0,,,,,
player,201212160nwe,nwe,LoveKy00,pass_defended,0,,,,,
