game,2012,2,20120917,201209170atl,den,"Denver Broncos",21,atl,"Atlanta Falcons",27
player,201209170atl,den,FranOr00,def_pct,0%,,,,,
player,201209170atl,den,FranOr00,special_teams,3,,,,,
player,201209170atl,den,FranOr00,st_pct,10%,,,,,
player,201209170atl,den,DeckEr00,pos,WR,,,,,
player,201209170atl,den,DeckEr00,offense,70,,,,,
player,201209170atl,den,DeckEr00,off_pct,96%,,,,,
player,201209170atl,den,DeckEr00,defense,0,,,,,
player,201209170atl,den,DeckEr00,def_pct,0%,,,,,
player,201209170atl,den,DeckEr00,special_teams,1,,,,,
player,201209170atl,den,DeckEr00,st_pct,3%,,,,,
player,201209170atl,den,StokBr00,pos,WR,,,,,
player,201209170atl,den,StokBr00,offense,59,,,,,
player,201209170atl,den,StokBr00,off_pct,81%,,,,,
player,201209170atl,den,StokBr00,defense,0,,,,,
player,201209170atl,den,StokBr00,def_pct,0%,,,,,
player,201209170atl,den,StokBr00,special_teams,0,,,,,
player,201209170atl,den,StokBr00,st_pct,0%,,,,,
player,201209170atl,den,DreeJo00,pos,TE,,,,,
player,201209170atl,den,DreeJo00,offense,57,,,,,
player,201209170atl,den,DreeJo00,off_pct,78%,,,,,
player,201209170atl,den,DreeJo00,defense,0,,,,,
player,201209170atl,den,DreeJo00,def_pct,0%,,,,,
player,201209170atl,den,DreeJo00,special_teams,9,,,,,
player,201209170atl,den,DreeJo00,st_pct,31%,,,,,
player,201209170atl,den,McGaWi00,pos,RB,,,,,
player,201209170atl,den,McGaWi00,offense,49,,,,,
player,201209170atl,den,McGaWi00,off_pct,67%,,,,,
player,201209170atl,den,McGaWi00,defense,0,,,,,
player,201209170atl,den,McGaWi00,def_pct,0%,,,,,
player,201209170atl,den,McGaWi00,special_teams,0,,,,,
player,201209170atl,den,McGaWi00,st_pct,0%,,,,,
player,201209170atl,den,TammJa00,pos,TE,,,,,
player,201209170atl,den,TammJa00,offense,25,,,,,
player,201209170atl,den,TammJa00,off_pct,34%,,,,,
player,201209170atl,den,TammJa00,defense,0,,,,,
player,201209170atl,den,TammJa00,def_pct,0%,,,,,
player,201209170atl,den,TammJa00,special_teams,0,,,,,
player,201209170atl,den,TammJa00,st_pct,0%,,,,,
player,201209170atl,den,BallLa00,pos,RB,,,,,
player,201209170atl,den,BallLa00,offense,13,,,,,
player,201209170atl,den,BallLa00,off_pct,18%,,,,,
player,201209170atl,den,BallLa00,defense,0,,,,,
player,201209170atl,den,BallLa00,def_pct,0%,,,,,
player,201209170atl,den,BallLa00,special_teams,20,,,,,
player,201209170atl,den,BallLa00,st_pct,69%,,,,,
player,201209170atl,den,MoreKn00,pos,RB,,,,,
player,201209170atl,den,MoreKn00,offense,11,,,,,
player,201209170atl,den,MoreKn00,off_pct,15%,,,,,
player,201209170atl,den,MoreKn00,defense,0,,,,,
player,201209170atl,den,MoreKn00,def_pct,0%,,,,,
player,201209170atl,den,MoreKn00,special_teams,0,,,,,
player,201209170atl,den,MoreKn00,st_pct,0%,,,,,
player,201209170atl,den,WillMa00,pos,WR,,,,,
player,201209170atl,den,WillMa00,offense,7,,,,,
player,201209170atl,den,WillMa00,off_pct,10%,,,,,
player,201209170atl,den,WillMa00,defense,0,,,,,
player,201209170atl,den,WillMa00,def_pct,0%,,,,,
player,201209170atl,den,WillMa00,special_teams,14,,,,,
player,201209170atl,den,WillMa00,st_pct,48%,,,,,
player,201209170atl,den,ThomJu00,pos,TE,,,,,
player,201209170atl,den,ThomJu00,offense,1,,,,,
player,201209170atl,den,ThomJu00,off_pct,1%,,,,,
player,201209170atl,den,ThomJu00,defense,0,,,,,
player,201209170atl,den,ThomJu00,def_pct,0%,,,,,
player,201209170atl,den,ThomJu00,special_teams,5,,,,,
player,201209170atl,den,ThomJu00,st_pct,17%,,,,,
player,201209170atl,den,ClarCh21,pos,T,,,,,
player,201209170atl,den,ClarCh21,offense,1,,,,,
player,201209170atl,den,ClarCh21,off_pct,1%,,,,,
player,201209170atl,den,ClarCh21,defense,0,,,,,
player,201209170atl,den,ClarCh21,def_pct,0%,,,,,
player,201209170atl,den,ClarCh21,special_teams,3,,,,,
player,201209170atl,den,ClarCh21,st_pct,10%,,,,,
player,201209170atl,den,AdamMi21,pos,SS,,,,,
player,201209170atl,den,AdamMi21,offense,0,,,,,
player,201209170atl,den,AdamMi21,off_pct,0%,,,,,
player,201209170atl,den,AdamMi21,defense,67,,,,,
player,201209170atl,den,AdamMi21,def_pct,100%,,,,,
player,201209170atl,den,AdamMi21,special_teams,6,,,,,
player,201209170atl,den,AdamMi21,st_pct,21%,,,,,
player,201209170atl,den,MillVo00,pos,LB,,,,,
player,201209170atl,den,MillVo00,offense,0,,,,,
player,201209170atl,den,MillVo00,off_pct,0%,,,,,
player,201209170atl,den,MillVo00,defense,64,,,,,
player,201209170atl,den,MillVo00,def_pct,96%,,,,,
player,201209170atl,den,MillVo00,special_teams,1,,,,,
player,201209170atl,den,MillVo00,st_pct,3%,,,,,
player,201209170atl,den,BailCh00,pos,CB,,,,,
player,201209170atl,den,BailCh00,offense,0,,,,,
player,201209170atl,den,BailCh00,off_pct,0%,,,,,
player,201209170atl,den,BailCh00,defense,63,,,,,
player,201209170atl,den,BailCh00,def_pct,94%,,,,,
player,201209170atl,den,BailCh00,special_teams,1,,,,,
player,201209170atl,den,BailCh00,st_pct,3%,,,,,
player,201209170atl,den,DumeEl20,pos,DE,,,,,
player,201209170atl,den,DumeEl20,offense,0,,,,,
player,201209170atl,den,DumeEl20,off_pct,0%,,,,,
player,201209170atl,den,DumeEl20,defense,62,,,,,
player,201209170atl,den,DumeEl20,def_pct,93%,,,,,
player,201209170atl,den,DumeEl20,special_teams,1,,,,,
player,201209170atl,den,DumeEl20,st_pct,3%,,,,,
player,201209170atl,den,PortTr99,pos,CB,,,,,
player,201209170atl,den,PortTr99,offense,0,,,,,
player,201209170atl,den,PortTr99,off_pct,0%,,,,,
player,201209170atl,den,PortTr99,defense,60,,,,,
player,201209170atl,den,PortTr99,def_pct,90%,,,,,
player,201209170atl,den,PortTr99,special_teams,6,,,,,
player,201209170atl,den,PortTr99,st_pct,21%,,,,,
player,201209170atl,den,MaysJo99,pos,LB,,,,,
player,201209170atl,den,MaysJo99,offense,0,,,,,
player,201209170atl,den,MaysJo99,off_pct,0%,,,,,
player,201209170atl,den,MaysJo99,defense,60,,,,,
player,201209170atl,den,MaysJo99,def_pct,90%,,,,,
player,201209170atl,den,MaysJo99,special_teams,6,,,,,
player,201209170atl,den,MaysJo99,st_pct,21%,,,,,
player,201209170atl,den,MoorRa00,pos,FS,,,,,
player,201209170atl,den,MoorRa00,offense,0,,,,,
player,201209170atl,den,MoorRa00,off_pct,0%,,,,,
player,201209170atl,den,MoorRa00,defense,60,,,,,
player,201209170atl,den,MoorRa00,def_pct,90%,,,,,
player,201209170atl,den,MoorRa00,special_teams,0,,,,,
player,201209170atl,den,MoorRa00,st_pct,0%,,,,,
player,201209170atl,den,WolfDe00,pos,DE,,,,,
player,201209170atl,den,WolfDe00,offense,0,,,,,
player,201209170atl,den,WolfDe00,off_pct,0%,,,,,
player,201209170atl,den,WolfDe00,defense,59,,,,,
player,201209170atl,den,WolfDe00,def_pct,88%,,,,,
player,201209170atl,den,WolfDe00,special_teams,9,,,,,
player,201209170atl,den,WolfDe00,st_pct,31%,,,,,
player,201209170atl,den,BannJu20,pos,NT,,,,,
player,201209170atl,den,BannJu20,offense,0,,,,,
player,201209170atl,den,BannJu20,off_pct,0%,,,,,
player,201209170atl,den,BannJu20,defense,40,,,,,
player,201209170atl,den,BannJu20,def_pct,60%,,,,,
player,201209170atl,den,BannJu20,special_teams,5,,,,,
player,201209170atl,den,BannJu20,st_pct,17%,,,,,
player,201209170atl,den,WoodWe20,pos,LB,,,,,
player,201209170atl,den,WoodWe20,offense,0,,,,,
player,201209170atl,den,WoodWe20,off_pct,0%,,,,,
player,201209170atl,den,WoodWe20,defense,39,,,,,
player,201209170atl,den,WoodWe20,def_pct,58%,,,,,
player,201209170atl,den,WoodWe20,special_teams,16,,,,,
player,201209170atl,den,WoodWe20,st_pct,55%,,,,,
player,201209170atl,den,CartTo99,pos,CB,,,,,
player,201209170atl,den,CartTo99,offense,0,,,,,
player,201209170atl,den,CartTo99,off_pct,0%,,,,,
player,201209170atl,den,CartTo99,defense,37,,,,,
player,201209170atl,den,CartTo99,def_pct,55%,,,,,
player,201209170atl,den,CartTo99,special_teams,14,,,,,
player,201209170atl,den,CartTo99,st_pct,48%,,,,,
player,201209170atl,den,VickKe99,pos,DT,,,,,
player,201209170atl,den,VickKe99,offense,0,,,,,
player,201209170atl,den,VickKe99,off_pct,0%,,,,,
player,201209170atl,den,VickKe99,defense,35,,,,,
player,201209170atl,den,VickKe99,def_pct,52%,,,,,
player,201209170atl,den,VickKe99,special_teams,1,,,,,
player,201209170atl,den,VickKe99,st_pct,3%,,,,,
player,201209170atl,den,BrooKe00,pos,LB,,,,,
player,201209170atl,den,BrooKe00,offense,0,,,,,
player,201209170atl,den,BrooKe00,off_pct,0%,,,,,
player,201209170atl,den,BrooKe00,defense,35,,,,,
player,201209170atl,den,BrooKe00,def_pct,52%,,,,,
player,201209170atl,den,BrooKe00,special_teams,1,,,,,
player,201209170atl,den,BrooKe00,st_pct,3%,,,,,
player,201209170atl,den,UnreMi00,pos,NT,,,,,
player,201209170atl,den,UnreMi00,offense,0,,,,,
player,201209170atl,den,UnreMi00,off_pct,0%,,,,,
player,201209170atl,den,UnreMi00,defense,28,,,,,
player,201209170atl,den,UnreMi00,def_pct,42%,,,,,
player,201209170atl,den,UnreMi00,special_teams,12,,,,,
player,201209170atl,den,UnreMi00,st_pct,41%,,,,,
player,201209170atl,den,AyerRo99,pos,DE,,,,,
player,201209170atl,den,AyerRo99,offense,0,,,,,
player,201209170atl,den,AyerRo99,off_pct,0%,,,,,
player,201209170atl,den,AyerRo99,defense,9,,,,,
player,201209170atl,den,AyerRo99,def_pct,13%,,,,,
player,201209170atl,den,AyerRo99,special_teams,5,,,,,
player,201209170atl,den,AyerRo99,st_pct,17%,,,,,
player,201209170atl,den,CartQu01,pos,SS,,,,,
player,201209170atl,den,CartQu01,offense,0,,,,,
player,201209170atl,den,CartQu01,off_pct,0%,,,,,
player,201209170atl,den,CartQu01,defense,7,,,,,
player,201209170atl,den,CartQu01,def_pct,10%,,,,,
player,201209170atl,den,CartQu01,special_teams,20,,,,,
player,201209170atl,den,CartQu01,st_pct,69%,,,,,
player,201209170atl,den,JackMa02,pos,DE,,,,,
player,201209170atl,den,JackMa02,offense,0,,,,,
player,201209170atl,den,JackMa02,off_pct,0%,,,,,
player,201209170atl,den,JackMa02,defense,7,,,,,
player,201209170atl,den,JackMa02,def_pct,10%,,,,,
player,201209170atl,den,JackMa02,special_teams,0,,,,,
player,201209170atl,den,JackMa02,st_pct,0%,,,,,
player,201209170atl,den,LeonJi23,pos,FS,,,,,
player,201209170atl,den,LeonJi23,offense,0,,,,,
player,201209170atl,den,LeonJi23,off_pct,0%,,,,,
player,201209170atl,den,LeonJi23,defense,5,,,,,
player,201209170atl,den,LeonJi23,def_pct,7%,,,,,
player,201209170atl,den,LeonJi23,special_teams,5,,,,,
player,201209170atl,den,LeonJi23,st_pct,17%,,,,,
player,201209170atl,den,BrutDa99,pos,SS,,,,,
player,201209170atl,den,BrutDa99,offense,0,,,,,
player,201209170atl,den,BrutDa99,off_pct,0%,,,,,
player,201209170atl,den,BrutDa99,defense,0,,,,,
player,201209170atl,den,BrutDa99,def_pct,0%,,,,,
player,201209170atl,den,BrutDa99,special_teams,25,,,,,
player,201209170atl,den,BrutDa99,st_pct,86%,,,,,
player,201209170atl,den,IrviNa00,pos,LB,,,,,
player,201209170atl,den,IrviNa00,offense,0,,,,,
player,201209170atl,den,IrviNa00,off_pct,0%,,,,,
player,201209170atl,den,IrviNa00,defense,0,,,,,
player,201209170atl,den,IrviNa00,def_pct,0%,,,,,
player,201209170atl,den,IrviNa00,special_teams,25,,,,,
player,201209170atl,den,IrviNa00,st_pct,86%,,,,,
player,201209170atl,den,BoldOm00,pos,CB,,,,,
player,201209170atl,den,BoldOm00,offense,0,,,,,
player,201209170atl,den,BoldOm00,off_pct,0%,,,,,
player,201209170atl,den,BoldOm00,defense,0,,,,,
player,201209170atl,den,BoldOm00,def_pct,0%,,,,,
player,201209170atl,den,BoldOm00,special_teams,20,,,,,
player,201209170atl,den,BoldOm00,st_pct,69%,,,,,
player,201209170atl,den,GronCh00,pos,FB,,,,,
player,201209170atl,den,GronCh00,offense,0,,,,,
player,201209170atl,den,GronCh00,off_pct,0%,,,,,
player,201209170atl,den,GronCh00,defense,0,,,,,
player,201209170atl,den,GronCh00,def_pct,0%,,,,,
player,201209170atl,den,GronCh00,special_teams,20,,,,,
player,201209170atl,den,GronCh00,st_pct,69%,,,,,
player,201209170atl,den,JohnSt02,pos,LB,,,,,
player,201209170atl,den,JohnSt02,offense,0,,,,,
player,201209170atl,den,JohnSt02,off_pct,0%,,,,,
player,201209170atl,den,JohnSt02,defense,0,,,,,
player,201209170atl,den,JohnSt02,def_pct,0%,,,,,
player,201209170atl,den,JohnSt02,special_teams,15,,,,,
player,201209170atl,den,JohnSt02,st_pct,52%,,,,,
player,201209170atl,den,TrevDa00,pos,LB,,,,,
player,201209170atl,den,TrevDa00,offense,0,,,,,
player,201209170atl,den,TrevDa00,off_pct,0%,,,,,
player,201209170atl,den,TrevDa00,defense,0,,,,,
player,201209170atl,den,TrevDa00,def_pct,0%,,,,,
player,201209170atl,den,TrevDa00,special_teams,15,,,,,
player,201209170atl,den,TrevDa00,st_pct,52%,,,,,
player,201209170atl,den,BrewAa00,pos,LS,,,,,
player,201209170atl,den,BrewAa00,offense,0,,,,,
player,201209170atl,den,BrewAa00,off_pct,0%,,,,,
player,201209170atl,den,BrewAa00,defense,0,,,,,
player,201209170atl,den,BrewAa00,def_pct,0%,,,,,
player,201209170atl,den,BrewAa00,special_teams,8,,,,,
player,201209170atl,den,BrewAa00,st_pct,28%,,,,,
player,201209170atl,den,ColqBr00,pos,P,,,,,
player,201209170atl,den,ColqBr00,offense,0,,,,,
player,201209170atl,den,ColqBr00,off_pct,0%,,,,,
player,201209170atl,den,ColqBr00,defense,0,,,,,
player,201209170atl,den,ColqBr00,def_pct,0%,,,,,
player,201209170atl,den,ColqBr00,special_teams,8,,,,,
player,201209170atl,den,ColqBr00,st_pct,28%,,,,,
player,201209170atl,den,PratMa20,pos,K,,,,,
player,201209170atl,den,PratMa20,offense,0,,,,,
player,201209170atl,den,PratMa20,off_pct,0%,,,,,
player,201209170atl,den,PratMa20,defense,0,,,,,
player,201209170atl,den,PratMa20,def_pct,0%,,,,,
player,201209170atl,den,PratMa20,special_teams,7,,,,,
player,201209170atl,den,PratMa20,st_pct,24%,,,,,
player,201209170atl,den,KoppDa20,pos,C,,,,,
player,201209170atl,den,KoppDa20,offense,0,,,,,
player,201209170atl,den,KoppDa20,off_pct,0%,,,,,
player,201209170atl,den,KoppDa20,defense,0,,,,,
player,201209170atl,den,KoppDa20,def_pct,0%,,,,,
player,201209170atl,den,KoppDa20,special_teams,3,,,,,
player,201209170atl,den,KoppDa20,st_pct,10%,,,,,
