game,2012,5,20121007,201210070min,oti,"Tennessee Titans",7,min,"Minnesota Vikings",30
player,201210070min,min,RudoKy00,fumbles,0,,,,,
player,201210070min,min,RudoKy00,fumbles_lost,0,,,,,
player,201210070min,min,BurtSt00,pass_cmp,0,,,,,
player,201210070min,min,BurtSt00,pass_att,0,,,,,
player,201210070min,min,BurtSt00,pass_yds,0,,,,,
player,201210070min,min,BurtSt00,pass_td,0,,,,,
player,201210070min,min,BurtSt00,pass_int,0,,,,,
player,201210070min,min,BurtSt00,pass_sacked,0,,,,,
player,201210070min,min,BurtSt00,pass_sacked_yds,0,,,,,
player,201210070min,min,BurtSt00,pass_long,0,,,,,
player,201210070min,min,BurtSt00,pass_rating,,,,,,
player,201210070min,min,BurtSt00,rush_att,0,,,,,
player,201210070min,min,BurtSt00,rush_yds,0,,,,,
player,201210070min,min,BurtSt00,rush_td,0,,,,,
player,201210070min,min,BurtSt00,rush_long,0,,,,,
player,201210070min,min,BurtSt00,targets,1,,,,,
player,201210070min,min,BurtSt00,rec,1,,,,,
player,201210070min,min,BurtSt00,rec_yds,6,,,,,
player,201210070min,min,BurtSt00,rec_td,0,,,,,
player,201210070min,min,BurtSt00,rec_long,6,,,,,
player,201210070min,min,BurtSt00,fumbles,0,,,,,
player,201210070min,min,BurtSt00,fumbles_lost,0,,,,,
player,201210070min,min,CarlJo00,pass_cmp,0,,,,,
player,201210070min,min,CarlJo00,pass_att,0,,,,,
player,201210070min,min,CarlJo00,pass_yds,0,,,,,
player,201210070min,min,CarlJo00,pass_td,0,,,,,
player,201210070min,min,CarlJo00,pass_int,0,,,,,
player,201210070min,min,CarlJo00,pass_sacked,0,,,,,
player,201210070min,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201210070min,min,CarlJo00,pass_long,0,,,,,
player,201210070min,min,CarlJo00,pass_rating,,,,,,
player,201210070min,min,CarlJo00,rush_att,0,,,,,
player,201210070min,min,CarlJo00,rush_yds,0,,,,,
player,201210070min,min,CarlJo00,rush_td,0,,,,,
player,201210070min,min,CarlJo00,rush_long,0,,,,,
player,201210070min,min,CarlJo00,targets,1,,,,,
player,201210070min,min,CarlJo00,rec,1,,,,,
player,201210070min,min,CarlJo00,rec_yds,2,,,,,
player,201210070min,min,CarlJo00,rec_td,0,,,,,
player,201210070min,min,CarlJo00,rec_long,2,,,,,
player,201210070min,min,CarlJo00,fumbles,0,,,,,
player,201210070min,min,CarlJo00,fumbles_lost,0,,,,,
player,201210070min,min,SimpJe00,pass_cmp,0,,,,,
player,201210070min,min,SimpJe00,pass_att,0,,,,,
player,201210070min,min,SimpJe00,pass_yds,0,,,,,
player,201210070min,min,SimpJe00,pass_td,0,,,,,
player,201210070min,min,SimpJe00,pass_int,0,,,,,
player,201210070min,min,SimpJe00,pass_sacked,0,,,,,
player,201210070min,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201210070min,min,SimpJe00,pass_long,0,,,,,
player,201210070min,min,SimpJe00,pass_rating,,,,,,
player,201210070min,min,SimpJe00,rush_att,0,,,,,
player,201210070min,min,SimpJe00,rush_yds,0,,,,,
player,201210070min,min,SimpJe00,rush_td,0,,,,,
player,201210070min,min,SimpJe00,rush_long,0,,,,,
player,201210070min,min,SimpJe00,targets,3,,,,,
player,201210070min,min,SimpJe00,rec,0,,,,,
player,201210070min,min,SimpJe00,rec_yds,0,,,,,
player,201210070min,min,SimpJe00,rec_td,0,,,,,
player,201210070min,min,SimpJe00,rec_long,0,,,,,
player,201210070min,min,SimpJe00,fumbles,0,,,,,
player,201210070min,min,SimpJe00,fumbles_lost,0,,,,,
player,201210070min,min,WebbJo00,pass_cmp,0,,,,,
player,201210070min,min,WebbJo00,pass_att,0,,,,,
player,201210070min,min,WebbJo00,pass_yds,0,,,,,
player,201210070min,min,WebbJo00,pass_td,0,,,,,
player,201210070min,min,WebbJo00,pass_int,0,,,,,
player,201210070min,min,WebbJo00,pass_sacked,0,,,,,
player,201210070min,min,WebbJo00,pass_sacked_yds,0,,,,,
player,201210070min,min,WebbJo00,pass_long,0,,,,,
player,201210070min,min,WebbJo00,pass_rating,,,,,,
player,201210070min,min,WebbJo00,rush_att,1,,,,,
player,201210070min,min,WebbJo00,rush_yds,-1,,,,,
player,201210070min,min,WebbJo00,rush_td,0,,,,,
player,201210070min,min,WebbJo00,rush_long,-1,,,,,
player,201210070min,min,WebbJo00,targets,0,,,,,
player,201210070min,min,WebbJo00,rec,0,,,,,
player,201210070min,min,WebbJo00,rec_yds,0,,,,,
player,201210070min,min,WebbJo00,rec_td,0,,,,,
player,201210070min,min,WebbJo00,rec_long,0,,,,,
player,201210070min,min,WebbJo00,fumbles,0,,,,,
player,201210070min,min,WebbJo00,fumbles_lost,0,,,,,
player,201210070min,oti,BabiJo21,def_int,1,,,,,
player,201210070min,oti,BabiJo21,def_int_yds,10,,,,,
player,201210070min,oti,BabiJo21,def_int_td,0,,,,,
player,201210070min,oti,BabiJo21,def_int_long,10,,,,,
player,201210070min,oti,BabiJo21,pass_defended,1,,,,,
player,201210070min,oti,BabiJo21,sacks,0.0,,,,,
player,201210070min,oti,BabiJo21,tackles_combined,8,,,,,
player,201210070min,oti,BabiJo21,tackles_solo,4,,,,,
player,201210070min,oti,BabiJo21,tackles_assists,4,,,,,
player,201210070min,oti,BabiJo21,tackles_loss,0,,,,,
player,201210070min,oti,BabiJo21,qb_hits,1,,,,,
player,201210070min,oti,BabiJo21,fumbles_rec,0,,,,,
player,201210070min,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201210070min,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201210070min,oti,BabiJo21,fumbles_forced,0,,,,,
player,201210070min,oti,JohnRo99,def_int,1,,,,,
player,201210070min,oti,JohnRo99,def_int_yds,2,,,,,
player,201210070min,oti,JohnRo99,def_int_td,0,,,,,
player,201210070min,oti,JohnRo99,def_int_long,2,,,,,
player,201210070min,oti,JohnRo99,pass_defended,1,,,,,
player,201210070min,oti,JohnRo99,sacks,0.0,,,,,
player,201210070min,oti,JohnRo99,tackles_combined,0,,,,,
player,201210070min,oti,JohnRo99,tackles_solo,0,,,,,
player,201210070min,oti,JohnRo99,tackles_assists,0,,,,,
player,201210070min,oti,JohnRo99,tackles_loss,0,,,,,
player,201210070min,oti,JohnRo99,qb_hits,0,,,,,
player,201210070min,oti,JohnRo99,fumbles_rec,0,,,,,
player,201210070min,oti,JohnRo99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,JohnRo99,fumbles_rec_td,0,,,,,
player,201210070min,oti,JohnRo99,fumbles_forced,0,,,,,
player,201210070min,oti,MartMi01,def_int,0,,,,,
player,201210070min,oti,MartMi01,def_int_yds,0,,,,,
player,201210070min,oti,MartMi01,def_int_td,0,,,,,
player,201210070min,oti,MartMi01,def_int_long,0,,,,,
player,201210070min,oti,MartMi01,pass_defended,0,,,,,
player,201210070min,oti,MartMi01,sacks,1.0,,,,,
player,201210070min,oti,MartMi01,tackles_combined,6,,,,,
player,201210070min,oti,MartMi01,tackles_solo,4,,,,,
player,201210070min,oti,MartMi01,tackles_assists,2,,,,,
player,201210070min,oti,MartMi01,tackles_loss,1,,,,,
player,201210070min,oti,MartMi01,qb_hits,1,,,,,
player,201210070min,oti,MartMi01,fumbles_rec,0,,,,,
player,201210070min,oti,MartMi01,fumbles_rec_yds,0,,,,,
player,201210070min,oti,MartMi01,fumbles_rec_td,0,,,,,
player,201210070min,oti,MartMi01,fumbles_forced,0,,,,,
player,201210070min,oti,McCoJa99,def_int,0,,,,,
player,201210070min,oti,McCoJa99,def_int_yds,0,,,,,
player,201210070min,oti,McCoJa99,def_int_td,0,,,,,
player,201210070min,oti,McCoJa99,def_int_long,0,,,,,
player,201210070min,oti,McCoJa99,pass_defended,1,,,,,
player,201210070min,oti,McCoJa99,sacks,0.0,,,,,
player,201210070min,oti,McCoJa99,tackles_combined,9,,,,,
player,201210070min,oti,McCoJa99,tackles_solo,7,,,,,
player,201210070min,oti,McCoJa99,tackles_assists,2,,,,,
player,201210070min,oti,McCoJa99,tackles_loss,0,,,,,
player,201210070min,oti,McCoJa99,qb_hits,0,,,,,
player,201210070min,oti,McCoJa99,fumbles_rec,0,,,,,
player,201210070min,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201210070min,oti,McCoJa99,fumbles_forced,0,,,,,
player,201210070min,oti,BrowZa00,def_int,0,,,,,
player,201210070min,oti,BrowZa00,def_int_yds,0,,,,,
player,201210070min,oti,BrowZa00,def_int_td,0,,,,,
player,201210070min,oti,BrowZa00,def_int_long,0,,,,,
player,201210070min,oti,BrowZa00,pass_defended,0,,,,,
player,201210070min,oti,BrowZa00,sacks,0.0,,,,,
player,201210070min,oti,BrowZa00,tackles_combined,7,,,,,
player,201210070min,oti,BrowZa00,tackles_solo,5,,,,,
player,201210070min,oti,BrowZa00,tackles_assists,2,,,,,
player,201210070min,oti,BrowZa00,tackles_loss,1,,,,,
player,201210070min,oti,BrowZa00,qb_hits,0,,,,,
player,201210070min,oti,BrowZa00,fumbles_rec,0,,,,,
player,201210070min,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201210070min,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201210070min,oti,BrowZa00,fumbles_forced,0,,,,,
player,201210070min,oti,VernAl99,def_int,0,,,,,
player,201210070min,oti,VernAl99,def_int_yds,0,,,,,
player,201210070min,oti,VernAl99,def_int_td,0,,,,,
player,201210070min,oti,VernAl99,def_int_long,0,,,,,
player,201210070min,oti,VernAl99,pass_defended,0,,,,,
player,201210070min,oti,VernAl99,sacks,0.0,,,,,
player,201210070min,oti,VernAl99,tackles_combined,7,,,,,
player,201210070min,oti,VernAl99,tackles_solo,5,,,,,
player,201210070min,oti,VernAl99,tackles_assists,2,,,,,
player,201210070min,oti,VernAl99,tackles_loss,2,,,,,
player,201210070min,oti,VernAl99,qb_hits,0,,,,,
player,201210070min,oti,VernAl99,fumbles_rec,0,,,,,
player,201210070min,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201210070min,oti,VernAl99,fumbles_forced,0,,,,,
player,201210070min,oti,AyerAk00,def_int,0,,,,,
player,201210070min,oti,AyerAk00,def_int_yds,0,,,,,
player,201210070min,oti,AyerAk00,def_int_td,0,,,,,
player,201210070min,oti,AyerAk00,def_int_long,0,,,,,
player,201210070min,oti,AyerAk00,pass_defended,0,,,,,
player,201210070min,oti,AyerAk00,sacks,0.0,,,,,
player,201210070min,oti,AyerAk00,tackles_combined,6,,,,,
player,201210070min,oti,AyerAk00,tackles_solo,2,,,,,
player,201210070min,oti,AyerAk00,tackles_assists,4,,,,,
player,201210070min,oti,AyerAk00,tackles_loss,0,,,,,
player,201210070min,oti,AyerAk00,qb_hits,0,,,,,
player,201210070min,oti,AyerAk00,fumbles_rec,0,,,,,
player,201210070min,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201210070min,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201210070min,oti,AyerAk00,fumbles_forced,0,,,,,
player,201210070min,oti,McCaCo00,def_int,0,,,,,
player,201210070min,oti,McCaCo00,def_int_yds,0,,,,,
player,201210070min,oti,McCaCo00,def_int_td,0,,,,,
player,201210070min,oti,McCaCo00,def_int_long,0,,,,,
player,201210070min,oti,McCaCo00,pass_defended,0,,,,,
player,201210070min,oti,McCaCo00,sacks,0.0,,,,,
player,201210070min,oti,McCaCo00,tackles_combined,6,,,,,
player,201210070min,oti,McCaCo00,tackles_solo,2,,,,,
player,201210070min,oti,McCaCo00,tackles_assists,4,,,,,
player,201210070min,oti,McCaCo00,tackles_loss,0,,,,,
player,201210070min,oti,McCaCo00,qb_hits,0,,,,,
player,201210070min,oti,McCaCo00,fumbles_rec,0,,,,,
player,201210070min,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201210070min,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201210070min,oti,McCaCo00,fumbles_forced,0,,,,,
player,201210070min,oti,GrifMi99,def_int,0,,,,,
player,201210070min,oti,GrifMi99,def_int_yds,0,,,,,
player,201210070min,oti,GrifMi99,def_int_td,0,,,,,
player,201210070min,oti,GrifMi99,def_int_long,0,,,,,
player,201210070min,oti,GrifMi99,pass_defended,0,,,,,
player,201210070min,oti,GrifMi99,sacks,0.0,,,,,
player,201210070min,oti,GrifMi99,tackles_combined,5,,,,,
player,201210070min,oti,GrifMi99,tackles_solo,2,,,,,
player,201210070min,oti,GrifMi99,tackles_assists,3,,,,,
player,201210070min,oti,GrifMi99,tackles_loss,0,,,,,
player,201210070min,oti,GrifMi99,qb_hits,0,,,,,
player,201210070min,oti,GrifMi99,fumbles_rec,0,,,,,
player,201210070min,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201210070min,oti,GrifMi99,fumbles_forced,0,,,,,
player,201210070min,oti,CaseJu00,def_int,0,,,,,
player,201210070min,oti,CaseJu00,def_int_yds,0,,,,,
player,201210070min,oti,CaseJu00,def_int_td,0,,,,,
player,201210070min,oti,CaseJu00,def_int_long,0,,,,,
player,201210070min,oti,CaseJu00,pass_defended,0,,,,,
player,201210070min,oti,CaseJu00,sacks,0.0,,,,,
player,201210070min,oti,CaseJu00,tackles_combined,3,,,,,
player,201210070min,oti,CaseJu00,tackles_solo,0,,,,,
player,201210070min,oti,CaseJu00,tackles_assists,3,,,,,
player,201210070min,oti,CaseJu00,tackles_loss,0,,,,,
player,201210070min,oti,CaseJu00,qb_hits,0,,,,,
player,201210070min,oti,CaseJu00,fumbles_rec,0,,,,,
player,201210070min,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201210070min,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201210070min,oti,CaseJu00,fumbles_forced,0,,,,,
player,201210070min,oti,DileZa99,def_int,0,,,,,
player,201210070min,oti,DileZa99,def_int_yds,0,,,,,
player,201210070min,oti,DileZa99,def_int_td,0,,,,,
player,201210070min,oti,DileZa99,def_int_long,0,,,,,
player,201210070min,oti,DileZa99,pass_defended,0,,,,,
player,201210070min,oti,DileZa99,sacks,0.0,,,,,
player,201210070min,oti,DileZa99,tackles_combined,3,,,,,
player,201210070min,oti,DileZa99,tackles_solo,3,,,,,
player,201210070min,oti,DileZa99,tackles_assists,0,,,,,
player,201210070min,oti,DileZa99,tackles_loss,0,,,,,
player,201210070min,oti,DileZa99,qb_hits,0,,,,,
player,201210070min,oti,DileZa99,fumbles_rec,0,,,,,
player,201210070min,oti,DileZa99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,DileZa99,fumbles_rec_td,0,,,,,
player,201210070min,oti,DileZa99,fumbles_forced,0,,,,,
player,201210070min,oti,MarkSe99,def_int,0,,,,,
player,201210070min,oti,MarkSe99,def_int_yds,0,,,,,
player,201210070min,oti,MarkSe99,def_int_td,0,,,,,
player,201210070min,oti,MarkSe99,def_int_long,0,,,,,
player,201210070min,oti,MarkSe99,pass_defended,0,,,,,
player,201210070min,oti,MarkSe99,sacks,0.0,,,,,
player,201210070min,oti,MarkSe99,tackles_combined,2,,,,,
player,201210070min,oti,MarkSe99,tackles_solo,1,,,,,
player,201210070min,oti,MarkSe99,tackles_assists,1,,,,,
player,201210070min,oti,MarkSe99,tackles_loss,0,,,,,
player,201210070min,oti,MarkSe99,qb_hits,0,,,,,
player,201210070min,oti,MarkSe99,fumbles_rec,0,,,,,
player,201210070min,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201210070min,oti,MarkSe99,fumbles_forced,0,,,,,
player,201210070min,oti,MoutRy99,def_int,0,,,,,
player,201210070min,oti,MoutRy99,def_int_yds,0,,,,,
player,201210070min,oti,MoutRy99,def_int_td,0,,,,,
player,201210070min,oti,MoutRy99,def_int_long,0,,,,,
player,201210070min,oti,MoutRy99,pass_defended,2,,,,,
player,201210070min,oti,MoutRy99,sacks,0.0,,,,,
player,201210070min,oti,MoutRy99,tackles_combined,2,,,,,
player,201210070min,oti,MoutRy99,tackles_solo,1,,,,,
player,201210070min,oti,MoutRy99,tackles_assists,1,,,,,
player,201210070min,oti,MoutRy99,tackles_loss,0,,,,,
player,201210070min,oti,MoutRy99,qb_hits,0,,,,,
player,201210070min,oti,MoutRy99,fumbles_rec,0,,,,,
player,201210070min,oti,MoutRy99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,MoutRy99,fumbles_rec_td,0,,,,,
player,201210070min,oti,MoutRy99,fumbles_forced,0,,,,,
player,201210070min,oti,CampTo00,def_int,0,,,,,
player,201210070min,oti,CampTo00,def_int_yds,0,,,,,
player,201210070min,oti,CampTo00,def_int_td,0,,,,,
player,201210070min,oti,CampTo00,def_int_long,0,,,,,
player,201210070min,oti,CampTo00,pass_defended,0,,,,,
player,201210070min,oti,CampTo00,sacks,0.0,,,,,
player,201210070min,oti,CampTo00,tackles_combined,1,,,,,
player,201210070min,oti,CampTo00,tackles_solo,1,,,,,
player,201210070min,oti,CampTo00,tackles_assists,0,,,,,
player,201210070min,oti,CampTo00,tackles_loss,0,,,,,
player,201210070min,oti,CampTo00,qb_hits,0,,,,,
player,201210070min,oti,CampTo00,fumbles_rec,0,,,,,
player,201210070min,oti,CampTo00,fumbles_rec_yds,0,,,,,
player,201210070min,oti,CampTo00,fumbles_rec_td,0,,,,,
player,201210070min,oti,CampTo00,fumbles_forced,0,,,,,
player,201210070min,oti,MorgDe99,def_int,0,,,,,
player,201210070min,oti,MorgDe99,def_int_yds,0,,,,,
player,201210070min,oti,MorgDe99,def_int_td,0,,,,,
player,201210070min,oti,MorgDe99,def_int_long,0,,,,,
player,201210070min,oti,MorgDe99,pass_defended,0,,,,,
player,201210070min,oti,MorgDe99,sacks,0.0,,,,,
player,201210070min,oti,MorgDe99,tackles_combined,1,,,,,
player,201210070min,oti,MorgDe99,tackles_solo,0,,,,,
player,201210070min,oti,MorgDe99,tackles_assists,1,,,,,
player,201210070min,oti,MorgDe99,tackles_loss,0,,,,,
player,201210070min,oti,MorgDe99,qb_hits,0,,,,,
player,201210070min,oti,MorgDe99,fumbles_rec,0,,,,,
player,201210070min,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201210070min,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201210070min,oti,MorgDe99,fumbles_forced,0,,,,,
player,201210070min,oti,SensCo00,def_int,0,,,,,
player,201210070min,oti,SensCo00,def_int_yds,0,,,,,
player,201210070min,oti,SensCo00,def_int_td,0,,,,,
player,201210070min,oti,SensCo00,def_int_long,0,,,,,
player,201210070min,oti,SensCo00,pass_defended,0,,,,,
player,201210070min,oti,SensCo00,sacks,0.0,,,,,
player,201210070min,oti,SensCo00,tackles_combined,1,,,,,
player,201210070min,oti,SensCo00,tackles_solo,1,,,,,
player,201210070min,oti,SensCo00,tackles_assists,0,,,,,
player,201210070min,oti,SensCo00,tackles_loss,0,,,,,
player,201210070min,oti,SensCo00,qb_hits,0,,,,,
player,201210070min,oti,SensCo00,fumbles_rec,0,,,,,
player,201210070min,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201210070min,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201210070min,oti,SensCo00,fumbles_forced,0,,,,,
player,201210070min,oti,WimbKa20,def_int,0,,,,,
player,201210070min,oti,WimbKa20,def_int_yds,0,,,,,
player,201210070min,oti,WimbKa20,def_int_td,0,,,,,
player,201210070min,oti,WimbKa20,def_int_long,0,,,,,
player,201210070min,oti,WimbKa20,pass_defended,0,,,,,
player,201210070min,oti,WimbKa20,sacks,0.0,,,,,
player,201210070min,oti,WimbKa20,tackles_combined,1,,,,,
player,201210070min,oti,WimbKa20,tackles_solo,0,,,,,
player,201210070min,oti,WimbKa20,tackles_assists,1,,,,,
player,201210070min,oti,WimbKa20,tackles_loss,0,,,,,
player,201210070min,oti,WimbKa20,qb_hits,0,,,,,
player,201210070min,oti,WimbKa20,fumbles_rec,0,,,,,
player,201210070min,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201210070min,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201210070min,oti,WimbKa20,fumbles_forced,0,,,,,
player,201210070min,oti,WithWi20,def_int,0,,,,,
player,201210070min,oti,WithWi20,def_int_yds,0,,,,,
player,201210070min,oti,WithWi20,def_int_td,0,,,,,
player,201210070min,oti,WithWi20,def_int_long,0,,,,,
player,201210070min,oti,WithWi20,pass_defended,0,,,,,
player,201210070min,oti,WithWi20,sacks,0.0,,,,,
player,201210070min,oti,WithWi20,tackles_combined,1,,,,,
player,201210070min,oti,WithWi20,tackles_solo,0,,,,,
player,201210070min,oti,WithWi20,tackles_assists,1,,,,,
player,201210070min,oti,WithWi20,tackles_loss,,,,,,
player,201210070min,oti,WithWi20,qb_hits,,,,,,
player,201210070min,oti,WithWi20,fumbles_rec,0,,,,,
player,201210070min,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201210070min,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201210070min,oti,WithWi20,fumbles_forced,0,,,,,
player,201210070min,min,WinfAn20,def_int,1,,,,,
player,201210070min,min,WinfAn20,def_int_yds,6,,,,,
player,201210070min,min,WinfAn20,def_int_td,0,,,,,
player,201210070min,min,WinfAn20,def_int_long,6,,,,,
player,201210070min,min,WinfAn20,pass_defended,1,,,,,
player,201210070min,min,WinfAn20,sacks,0.0,,,,,
player,201210070min,min,WinfAn20,tackles_combined,4,,,,,
player,201210070min,min,WinfAn20,tackles_solo,3,,,,,
player,201210070min,min,WinfAn20,tackles_assists,1,,,,,
player,201210070min,min,WinfAn20,tackles_loss,0,,,,,
player,201210070min,min,WinfAn20,qb_hits,0,,,,,
player,201210070min,min,WinfAn20,fumbles_rec,0,,,,,
player,201210070min,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201210070min,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201210070min,min,WinfAn20,fumbles_forced,0,,,,,
player,201210070min,min,RobiBr98,def_int,0,,,,,
player,201210070min,min,RobiBr98,def_int_yds,0,,,,,
player,201210070min,min,RobiBr98,def_int_td,0,,,,,
player,201210070min,min,RobiBr98,def_int_long,0,,,,,
player,201210070min,min,RobiBr98,pass_defended,0,,,,,
player,201210070min,min,RobiBr98,sacks,1.0,,,,,
player,201210070min,min,RobiBr98,tackles_combined,3,,,,,
player,201210070min,min,RobiBr98,tackles_solo,2,,,,,
player,201210070min,min,RobiBr98,tackles_assists,1,,,,,
player,201210070min,min,RobiBr98,tackles_loss,1,,,,,
player,201210070min,min,RobiBr98,qb_hits,1,,,,,
player,201210070min,min,RobiBr98,fumbles_rec,0,,,,,
player,201210070min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201210070min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201210070min,min,RobiBr98,fumbles_forced,0,,,,,
player,201210070min,min,AlleJa22,def_int,0,,,,,
player,201210070min,min,AlleJa22,def_int_yds,0,,,,,
player,201210070min,min,AlleJa22,def_int_td,0,,,,,
player,201210070min,min,AlleJa22,def_int_long,0,,,,,
player,201210070min,min,AlleJa22,pass_defended,1,,,,,
player,201210070min,min,AlleJa22,sacks,1.0,,,,,
player,201210070min,min,AlleJa22,tackles_combined,1,,,,,
player,201210070min,min,AlleJa22,tackles_solo,1,,,,,
player,201210070min,min,AlleJa22,tackles_assists,0,,,,,
player,201210070min,min,AlleJa22,tackles_loss,1,,,,,
player,201210070min,min,AlleJa22,qb_hits,1,,,,,
player,201210070min,min,AlleJa22,fumbles_rec,0,,,,,
player,201210070min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201210070min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201210070min,min,AlleJa22,fumbles_forced,0,,,,,
player,201210070min,min,GreeCh99,def_int,0,,,,,
player,201210070min,min,GreeCh99,def_int_yds,0,,,,,
player,201210070min,min,GreeCh99,def_int_td,0,,,,,
player,201210070min,min,GreeCh99,def_int_long,0,,,,,
player,201210070min,min,GreeCh99,pass_defended,1,,,,,
player,201210070min,min,GreeCh99,sacks,0.0,,,,,
player,201210070min,min,GreeCh99,tackles_combined,10,,,,,
player,201210070min,min,GreeCh99,tackles_solo,6,,,,,
player,201210070min,min,GreeCh99,tackles_assists,4,,,,,
player,201210070min,min,GreeCh99,tackles_loss,1,,,,,
player,201210070min,min,GreeCh99,qb_hits,0,,,,,
player,201210070min,min,GreeCh99,fumbles_rec,0,,,,,
player,201210070min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201210070min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201210070min,min,GreeCh99,fumbles_forced,0,,,,,
player,201210070min,min,RobiJo01,def_int,0,,,,,
player,201210070min,min,RobiJo01,def_int_yds,0,,,,,
player,201210070min,min,RobiJo01,def_int_td,0,,,,,
player,201210070min,min,RobiJo01,def_int_long,0,,,,,
player,201210070min,min,RobiJo01,pass_defended,0,,,,,
player,201210070min,min,RobiJo01,sacks,0.0,,,,,
player,201210070min,min,RobiJo01,tackles_combined,7,,,,,
player,201210070min,min,RobiJo01,tackles_solo,6,,,,,
player,201210070min,min,RobiJo01,tackles_assists,1,,,,,
player,201210070min,min,RobiJo01,tackles_loss,0,,,,,
player,201210070min,min,RobiJo01,qb_hits,0,,,,,
player,201210070min,min,RobiJo01,fumbles_rec,0,,,,,
player,201210070min,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201210070min,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201210070min,min,RobiJo01,fumbles_forced,0,,,,,
player,201210070min,min,BlanRo00,def_int,0,,,,,
player,201210070min,min,BlanRo00,def_int_yds,0,,,,,
player,201210070min,min,BlanRo00,def_int_td,0,,,,,
player,201210070min,min,BlanRo00,def_int_long,0,,,,,
player,201210070min,min,BlanRo00,pass_defended,0,,,,,
player,201210070min,min,BlanRo00,sacks,0.0,,,,,
player,201210070min,min,BlanRo00,tackles_combined,5,,,,,
player,201210070min,min,BlanRo00,tackles_solo,4,,,,,
player,201210070min,min,BlanRo00,tackles_assists,1,,,,,
player,201210070min,min,BlanRo00,tackles_loss,0,,,,,
player,201210070min,min,BlanRo00,qb_hits,0,,,,,
player,201210070min,min,BlanRo00,fumbles_rec,0,,,,,
player,201210070min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201210070min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201210070min,min,BlanRo00,fumbles_forced,0,,,,,
player,201210070min,min,BrinJa99,def_int,0,,,,,
player,201210070min,min,BrinJa99,def_int_yds,0,,,,,
player,201210070min,min,BrinJa99,def_int_td,0,,,,,
player,201210070min,min,BrinJa99,def_int_long,0,,,,,
player,201210070min,min,BrinJa99,pass_defended,1,,,,,
player,201210070min,min,BrinJa99,sacks,0.0,,,,,
player,201210070min,min,BrinJa99,tackles_combined,5,,,,,
player,201210070min,min,BrinJa99,tackles_solo,3,,,,,
player,201210070min,min,BrinJa99,tackles_assists,2,,,,,
player,201210070min,min,BrinJa99,tackles_loss,0,,,,,
player,201210070min,min,BrinJa99,qb_hits,0,,,,,
player,201210070min,min,BrinJa99,fumbles_rec,0,,,,,
player,201210070min,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201210070min,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201210070min,min,BrinJa99,fumbles_forced,1,,,,,
player,201210070min,min,CookCh99,def_int,0,,,,,
player,201210070min,min,CookCh99,def_int_yds,0,,,,,
player,201210070min,min,CookCh99,def_int_td,0,,,,,
player,201210070min,min,CookCh99,def_int_long,0,,,,,
player,201210070min,min,CookCh99,pass_defended,1,,,,,
