game,2012,9,20121104,201211040rai,tam,"Tampa Bay Buccaneers",42,rai,"Oakland Raiders",32
player,201211040rai,rai,GordRi00,rec_yds,8,,,,,
player,201211040rai,rai,GordRi00,rec_td,0,,,,,
player,201211040rai,rai,GordRi00,rec_long,8,,,,,
player,201211040rai,rai,GordRi00,fumbles,0,,,,,
player,201211040rai,rai,GordRi00,fumbles_lost,0,,,,,
player,201211040rai,rai,HagaDe00,pass_cmp,0,,,,,
player,201211040rai,rai,HagaDe00,pass_att,0,,,,,
player,201211040rai,rai,HagaDe00,pass_yds,0,,,,,
player,201211040rai,rai,HagaDe00,pass_td,0,,,,,
player,201211040rai,rai,HagaDe00,pass_int,0,,,,,
player,201211040rai,rai,HagaDe00,pass_sacked,,,,,,
player,201211040rai,rai,HagaDe00,pass_sacked_yds,0,,,,,
player,201211040rai,rai,HagaDe00,pass_long,0,,,,,
player,201211040rai,rai,HagaDe00,pass_rating,,,,,,
player,201211040rai,rai,HagaDe00,rush_att,0,,,,,
player,201211040rai,rai,HagaDe00,rush_yds,0,,,,,
player,201211040rai,rai,HagaDe00,rush_td,0,,,,,
player,201211040rai,rai,HagaDe00,rush_long,0,,,,,
player,201211040rai,rai,HagaDe00,targets,3,,,,,
player,201211040rai,rai,HagaDe00,rec,1,,,,,
player,201211040rai,rai,HagaDe00,rec_yds,6,,,,,
player,201211040rai,rai,HagaDe00,rec_td,0,,,,,
player,201211040rai,rai,HagaDe00,rec_long,6,,,,,
player,201211040rai,rai,HagaDe00,fumbles,0,,,,,
player,201211040rai,rai,HagaDe00,fumbles_lost,0,,,,,
player,201211040rai,tam,JohnLe03,def_int,1,,,,,
player,201211040rai,tam,JohnLe03,def_int_yds,3,,,,,
player,201211040rai,tam,JohnLe03,def_int_td,0,,,,,
player,201211040rai,tam,JohnLe03,def_int_long,3,,,,,
player,201211040rai,tam,JohnLe03,pass_defended,2,,,,,
player,201211040rai,tam,JohnLe03,sacks,0.0,,,,,
player,201211040rai,tam,JohnLe03,tackles_combined,6,,,,,
player,201211040rai,tam,JohnLe03,tackles_solo,5,,,,,
player,201211040rai,tam,JohnLe03,tackles_assists,1,,,,,
player,201211040rai,tam,JohnLe03,tackles_loss,0,,,,,
player,201211040rai,tam,JohnLe03,qb_hits,0,,,,,
player,201211040rai,tam,JohnLe03,fumbles_rec,0,,,,,
player,201211040rai,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201211040rai,tam,JohnLe03,fumbles_forced,0,,,,,
player,201211040rai,tam,BlacAh00,def_int,1,,,,,
player,201211040rai,tam,BlacAh00,def_int_yds,34,,,,,
player,201211040rai,tam,BlacAh00,def_int_td,0,,,,,
player,201211040rai,tam,BlacAh00,def_int_long,34,,,,,
player,201211040rai,tam,BlacAh00,pass_defended,1,,,,,
player,201211040rai,tam,BlacAh00,sacks,0.0,,,,,
player,201211040rai,tam,BlacAh00,tackles_combined,5,,,,,
player,201211040rai,tam,BlacAh00,tackles_solo,4,,,,,
player,201211040rai,tam,BlacAh00,tackles_assists,1,,,,,
player,201211040rai,tam,BlacAh00,tackles_loss,0,,,,,
player,201211040rai,tam,BlacAh00,qb_hits,0,,,,,
player,201211040rai,tam,BlacAh00,fumbles_rec,0,,,,,
player,201211040rai,tam,BlacAh00,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,BlacAh00,fumbles_rec_td,0,,,,,
player,201211040rai,tam,BlacAh00,fumbles_forced,1,,,,,
player,201211040rai,tam,BiggE.99,def_int,1,,,,,
player,201211040rai,tam,BiggE.99,def_int_yds,0,,,,,
player,201211040rai,tam,BiggE.99,def_int_td,0,,,,,
player,201211040rai,tam,BiggE.99,def_int_long,0,,,,,
player,201211040rai,tam,BiggE.99,pass_defended,1,,,,,
player,201211040rai,tam,BiggE.99,sacks,0.0,,,,,
player,201211040rai,tam,BiggE.99,tackles_combined,3,,,,,
player,201211040rai,tam,BiggE.99,tackles_solo,3,,,,,
player,201211040rai,tam,BiggE.99,tackles_assists,0,,,,,
player,201211040rai,tam,BiggE.99,tackles_loss,1,,,,,
player,201211040rai,tam,BiggE.99,qb_hits,0,,,,,
player,201211040rai,tam,BiggE.99,fumbles_rec,0,,,,,
player,201211040rai,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201211040rai,tam,BiggE.99,fumbles_forced,1,,,,,
player,201211040rai,tam,BoweDa00,def_int,0,,,,,
player,201211040rai,tam,BoweDa00,def_int_yds,0,,,,,
player,201211040rai,tam,BoweDa00,def_int_td,0,,,,,
player,201211040rai,tam,BoweDa00,def_int_long,0,,,,,
player,201211040rai,tam,BoweDa00,pass_defended,0,,,,,
player,201211040rai,tam,BoweDa00,sacks,1.0,,,,,
player,201211040rai,tam,BoweDa00,tackles_combined,2,,,,,
player,201211040rai,tam,BoweDa00,tackles_solo,2,,,,,
player,201211040rai,tam,BoweDa00,tackles_assists,0,,,,,
player,201211040rai,tam,BoweDa00,tackles_loss,2,,,,,
player,201211040rai,tam,BoweDa00,qb_hits,1,,,,,
player,201211040rai,tam,BoweDa00,fumbles_rec,0,,,,,
player,201211040rai,tam,BoweDa00,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,BoweDa00,fumbles_rec_td,0,,,,,
player,201211040rai,tam,BoweDa00,fumbles_forced,0,,,,,
player,201211040rai,tam,BennMi99,def_int,0,,,,,
player,201211040rai,tam,BennMi99,def_int_yds,0,,,,,
player,201211040rai,tam,BennMi99,def_int_td,0,,,,,
player,201211040rai,tam,BennMi99,def_int_long,0,,,,,
player,201211040rai,tam,BennMi99,pass_defended,0,,,,,
player,201211040rai,tam,BennMi99,sacks,1.0,,,,,
player,201211040rai,tam,BennMi99,tackles_combined,1,,,,,
player,201211040rai,tam,BennMi99,tackles_solo,1,,,,,
player,201211040rai,tam,BennMi99,tackles_assists,0,,,,,
player,201211040rai,tam,BennMi99,tackles_loss,1,,,,,
player,201211040rai,tam,BennMi99,qb_hits,2,,,,,
player,201211040rai,tam,BennMi99,fumbles_rec,0,,,,,
player,201211040rai,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201211040rai,tam,BennMi99,fumbles_forced,0,,,,,
player,201211040rai,tam,DaviLa00,def_int,0,,,,,
player,201211040rai,tam,DaviLa00,def_int_yds,0,,,,,
player,201211040rai,tam,DaviLa00,def_int_td,0,,,,,
player,201211040rai,tam,DaviLa00,def_int_long,0,,,,,
player,201211040rai,tam,DaviLa00,pass_defended,0,,,,,
player,201211040rai,tam,DaviLa00,sacks,0.0,,,,,
player,201211040rai,tam,DaviLa00,tackles_combined,16,,,,,
player,201211040rai,tam,DaviLa00,tackles_solo,14,,,,,
player,201211040rai,tam,DaviLa00,tackles_assists,2,,,,,
player,201211040rai,tam,DaviLa00,tackles_loss,2,,,,,
player,201211040rai,tam,DaviLa00,qb_hits,1,,,,,
player,201211040rai,tam,DaviLa00,fumbles_rec,0,,,,,
player,201211040rai,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201211040rai,tam,DaviLa00,fumbles_forced,0,,,,,
player,201211040rai,tam,BarbRo00,def_int,0,,,,,
player,201211040rai,tam,BarbRo00,def_int_yds,0,,,,,
player,201211040rai,tam,BarbRo00,def_int_td,0,,,,,
player,201211040rai,tam,BarbRo00,def_int_long,0,,,,,
player,201211040rai,tam,BarbRo00,pass_defended,2,,,,,
player,201211040rai,tam,BarbRo00,sacks,0.0,,,,,
player,201211040rai,tam,BarbRo00,tackles_combined,6,,,,,
player,201211040rai,tam,BarbRo00,tackles_solo,4,,,,,
player,201211040rai,tam,BarbRo00,tackles_assists,2,,,,,
player,201211040rai,tam,BarbRo00,tackles_loss,0,,,,,
player,201211040rai,tam,BarbRo00,qb_hits,0,,,,,
player,201211040rai,tam,BarbRo00,fumbles_rec,0,,,,,
player,201211040rai,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201211040rai,tam,BarbRo00,fumbles_forced,0,,,,,
player,201211040rai,tam,BlacQu99,def_int,0,,,,,
player,201211040rai,tam,BlacQu99,def_int_yds,0,,,,,
player,201211040rai,tam,BlacQu99,def_int_td,0,,,,,
player,201211040rai,tam,BlacQu99,def_int_long,0,,,,,
player,201211040rai,tam,BlacQu99,pass_defended,0,,,,,
player,201211040rai,tam,BlacQu99,sacks,0.0,,,,,
player,201211040rai,tam,BlacQu99,tackles_combined,6,,,,,
player,201211040rai,tam,BlacQu99,tackles_solo,6,,,,,
player,201211040rai,tam,BlacQu99,tackles_assists,0,,,,,
player,201211040rai,tam,BlacQu99,tackles_loss,0,,,,,
player,201211040rai,tam,BlacQu99,qb_hits,0,,,,,
player,201211040rai,tam,BlacQu99,fumbles_rec,0,,,,,
player,201211040rai,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201211040rai,tam,BlacQu99,fumbles_forced,0,,,,,
player,201211040rai,tam,FostMa00,def_int,0,,,,,
player,201211040rai,tam,FostMa00,def_int_yds,0,,,,,
player,201211040rai,tam,FostMa00,def_int_td,0,,,,,
player,201211040rai,tam,FostMa00,def_int_long,0,,,,,
player,201211040rai,tam,FostMa00,pass_defended,0,,,,,
player,201211040rai,tam,FostMa00,sacks,0.0,,,,,
player,201211040rai,tam,FostMa00,tackles_combined,5,,,,,
player,201211040rai,tam,FostMa00,tackles_solo,3,,,,,
player,201211040rai,tam,FostMa00,tackles_assists,2,,,,,
player,201211040rai,tam,FostMa00,tackles_loss,0,,,,,
player,201211040rai,tam,FostMa00,qb_hits,0,,,,,
player,201211040rai,tam,FostMa00,fumbles_rec,0,,,,,
player,201211040rai,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201211040rai,tam,FostMa00,fumbles_forced,0,,,,,
player,201211040rai,tam,BarrMa00,def_int,0,,,,,
player,201211040rai,tam,BarrMa00,def_int_yds,0,,,,,
player,201211040rai,tam,BarrMa00,def_int_td,0,,,,,
player,201211040rai,tam,BarrMa00,def_int_long,0,,,,,
player,201211040rai,tam,BarrMa00,pass_defended,0,,,,,
player,201211040rai,tam,BarrMa00,sacks,0.0,,,,,
player,201211040rai,tam,BarrMa00,tackles_combined,4,,,,,
player,201211040rai,tam,BarrMa00,tackles_solo,2,,,,,
player,201211040rai,tam,BarrMa00,tackles_assists,2,,,,,
player,201211040rai,tam,BarrMa00,tackles_loss,0,,,,,
player,201211040rai,tam,BarrMa00,qb_hits,0,,,,,
player,201211040rai,tam,BarrMa00,fumbles_rec,0,,,,,
player,201211040rai,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201211040rai,tam,BarrMa00,fumbles_forced,0,,,,,
player,201211040rai,tam,WrigEr99,def_int,0,,,,,
player,201211040rai,tam,WrigEr99,def_int_yds,0,,,,,
player,201211040rai,tam,WrigEr99,def_int_td,0,,,,,
player,201211040rai,tam,WrigEr99,def_int_long,0,,,,,
player,201211040rai,tam,WrigEr99,pass_defended,0,,,,,
player,201211040rai,tam,WrigEr99,sacks,0.0,,,,,
player,201211040rai,tam,WrigEr99,tackles_combined,4,,,,,
player,201211040rai,tam,WrigEr99,tackles_solo,3,,,,,
player,201211040rai,tam,WrigEr99,tackles_assists,1,,,,,
player,201211040rai,tam,WrigEr99,tackles_loss,0,,,,,
player,201211040rai,tam,WrigEr99,qb_hits,0,,,,,
player,201211040rai,tam,WrigEr99,fumbles_rec,0,,,,,
player,201211040rai,tam,WrigEr99,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,WrigEr99,fumbles_rec_td,0,,,,,
player,201211040rai,tam,WrigEr99,fumbles_forced,0,,,,,
player,201211040rai,tam,LewiMy99,def_int,0,,,,,
player,201211040rai,tam,LewiMy99,def_int_yds,0,,,,,
player,201211040rai,tam,LewiMy99,def_int_td,0,,,,,
player,201211040rai,tam,LewiMy99,def_int_long,0,,,,,
player,201211040rai,tam,LewiMy99,pass_defended,0,,,,,
player,201211040rai,tam,LewiMy99,sacks,0.0,,,,,
player,201211040rai,tam,LewiMy99,tackles_combined,2,,,,,
player,201211040rai,tam,LewiMy99,tackles_solo,2,,,,,
player,201211040rai,tam,LewiMy99,tackles_assists,0,,,,,
player,201211040rai,tam,LewiMy99,tackles_loss,0,,,,,
player,201211040rai,tam,LewiMy99,qb_hits,0,,,,,
player,201211040rai,tam,LewiMy99,fumbles_rec,0,,,,,
player,201211040rai,tam,LewiMy99,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,LewiMy99,fumbles_rec_td,0,,,,,
player,201211040rai,tam,LewiMy99,fumbles_forced,0,,,,,
player,201211040rai,tam,HaywAd98,def_int,0,,,,,
player,201211040rai,tam,HaywAd98,def_int_yds,0,,,,,
player,201211040rai,tam,HaywAd98,def_int_td,0,,,,,
player,201211040rai,tam,HaywAd98,def_int_long,0,,,,,
player,201211040rai,tam,HaywAd98,pass_defended,0,,,,,
player,201211040rai,tam,HaywAd98,sacks,0.0,,,,,
player,201211040rai,tam,HaywAd98,tackles_combined,1,,,,,
player,201211040rai,tam,HaywAd98,tackles_solo,1,,,,,
player,201211040rai,tam,HaywAd98,tackles_assists,0,,,,,
player,201211040rai,tam,HaywAd98,tackles_loss,0,,,,,
player,201211040rai,tam,HaywAd98,qb_hits,0,,,,,
player,201211040rai,tam,HaywAd98,fumbles_rec,0,,,,,
player,201211040rai,tam,HaywAd98,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,HaywAd98,fumbles_rec_td,0,,,,,
player,201211040rai,tam,HaywAd98,fumbles_forced,0,,,,,
player,201211040rai,tam,McCoGe99,def_int,0,,,,,
player,201211040rai,tam,McCoGe99,def_int_yds,0,,,,,
player,201211040rai,tam,McCoGe99,def_int_td,0,,,,,
player,201211040rai,tam,McCoGe99,def_int_long,0,,,,,
player,201211040rai,tam,McCoGe99,pass_defended,0,,,,,
player,201211040rai,tam,McCoGe99,sacks,0.0,,,,,
player,201211040rai,tam,McCoGe99,tackles_combined,1,,,,,
player,201211040rai,tam,McCoGe99,tackles_solo,0,,,,,
player,201211040rai,tam,McCoGe99,tackles_assists,1,,,,,
player,201211040rai,tam,McCoGe99,tackles_loss,0,,,,,
player,201211040rai,tam,McCoGe99,qb_hits,0,,,,,
player,201211040rai,tam,McCoGe99,fumbles_rec,0,,,,,
player,201211040rai,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201211040rai,tam,McCoGe99,fumbles_forced,0,,,,,
player,201211040rai,tam,StocLu00,def_int,0,,,,,
player,201211040rai,tam,StocLu00,def_int_yds,0,,,,,
player,201211040rai,tam,StocLu00,def_int_td,0,,,,,
player,201211040rai,tam,StocLu00,def_int_long,0,,,,,
player,201211040rai,tam,StocLu00,pass_defended,0,,,,,
player,201211040rai,tam,StocLu00,sacks,0.0,,,,,
player,201211040rai,tam,StocLu00,tackles_combined,1,,,,,
player,201211040rai,tam,StocLu00,tackles_solo,1,,,,,
player,201211040rai,tam,StocLu00,tackles_assists,0,,,,,
player,201211040rai,tam,StocLu00,tackles_loss,0,,,,,
player,201211040rai,tam,StocLu00,qb_hits,0,,,,,
player,201211040rai,tam,StocLu00,fumbles_rec,0,,,,,
player,201211040rai,tam,StocLu00,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,StocLu00,fumbles_rec_td,0,,,,,
player,201211040rai,tam,StocLu00,fumbles_forced,0,,,,,
player,201211040rai,tam,Teo-Da99,def_int,0,,,,,
player,201211040rai,tam,Teo-Da99,def_int_yds,0,,,,,
player,201211040rai,tam,Teo-Da99,def_int_td,0,,,,,
player,201211040rai,tam,Teo-Da99,def_int_long,0,,,,,
player,201211040rai,tam,Teo-Da99,pass_defended,0,,,,,
player,201211040rai,tam,Teo-Da99,sacks,0.0,,,,,
player,201211040rai,tam,Teo-Da99,tackles_combined,1,,,,,
player,201211040rai,tam,Teo-Da99,tackles_solo,1,,,,,
player,201211040rai,tam,Teo-Da99,tackles_assists,0,,,,,
player,201211040rai,tam,Teo-Da99,tackles_loss,0,,,,,
player,201211040rai,tam,Teo-Da99,qb_hits,0,,,,,
player,201211040rai,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201211040rai,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201211040rai,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201211040rai,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201211040rai,rai,CartAn20,def_int,0,,,,,
player,201211040rai,rai,CartAn20,def_int_yds,0,,,,,
player,201211040rai,rai,CartAn20,def_int_td,0,,,,,
player,201211040rai,rai,CartAn20,def_int_long,0,,,,,
player,201211040rai,rai,CartAn20,pass_defended,0,,,,,
player,201211040rai,rai,CartAn20,sacks,1.0,,,,,
player,201211040rai,rai,CartAn20,tackles_combined,2,,,,,
player,201211040rai,rai,CartAn20,tackles_solo,2,,,,,
player,201211040rai,rai,CartAn20,tackles_assists,0,,,,,
player,201211040rai,rai,CartAn20,tackles_loss,1,,,,,
player,201211040rai,rai,CartAn20,qb_hits,0,,,,,
player,201211040rai,rai,CartAn20,fumbles_rec,0,,,,,
player,201211040rai,rai,CartAn20,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,CartAn20,fumbles_rec_td,0,,,,,
player,201211040rai,rai,CartAn20,fumbles_forced,1,,,,,
player,201211040rai,rai,BranTy99,def_int,0,,,,,
player,201211040rai,rai,BranTy99,def_int_yds,0,,,,,
player,201211040rai,rai,BranTy99,def_int_td,0,,,,,
player,201211040rai,rai,BranTy99,def_int_long,0,,,,,
player,201211040rai,rai,BranTy99,pass_defended,1,,,,,
player,201211040rai,rai,BranTy99,sacks,0.0,,,,,
player,201211040rai,rai,BranTy99,tackles_combined,11,,,,,
player,201211040rai,rai,BranTy99,tackles_solo,9,,,,,
player,201211040rai,rai,BranTy99,tackles_assists,2,,,,,
player,201211040rai,rai,BranTy99,tackles_loss,1,,,,,
player,201211040rai,rai,BranTy99,qb_hits,0,,,,,
player,201211040rai,rai,BranTy99,fumbles_rec,0,,,,,
player,201211040rai,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201211040rai,rai,BranTy99,fumbles_forced,0,,,,,
player,201211040rai,rai,BurrMi00,def_int,0,,,,,
player,201211040rai,rai,BurrMi00,def_int_yds,0,,,,,
player,201211040rai,rai,BurrMi00,def_int_td,0,,,,,
player,201211040rai,rai,BurrMi00,def_int_long,0,,,,,
player,201211040rai,rai,BurrMi00,pass_defended,0,,,,,
player,201211040rai,rai,BurrMi00,sacks,0.0,,,,,
player,201211040rai,rai,BurrMi00,tackles_combined,6,,,,,
player,201211040rai,rai,BurrMi00,tackles_solo,2,,,,,
player,201211040rai,rai,BurrMi00,tackles_assists,4,,,,,
player,201211040rai,rai,BurrMi00,tackles_loss,0,,,,,
player,201211040rai,rai,BurrMi00,qb_hits,1,,,,,
player,201211040rai,rai,BurrMi00,fumbles_rec,0,,,,,
player,201211040rai,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,BurrMi00,fumbles_forced,0,,,,,
player,201211040rai,rai,McClRo00,def_int,0,,,,,
player,201211040rai,rai,McClRo00,def_int_yds,0,,,,,
player,201211040rai,rai,McClRo00,def_int_td,0,,,,,
player,201211040rai,rai,McClRo00,def_int_long,0,,,,,
player,201211040rai,rai,McClRo00,pass_defended,0,,,,,
player,201211040rai,rai,McClRo00,sacks,0.0,,,,,
player,201211040rai,rai,McClRo00,tackles_combined,6,,,,,
player,201211040rai,rai,McClRo00,tackles_solo,5,,,,,
player,201211040rai,rai,McClRo00,tackles_assists,1,,,,,
player,201211040rai,rai,McClRo00,tackles_loss,0,,,,,
player,201211040rai,rai,McClRo00,qb_hits,0,,,,,
player,201211040rai,rai,McClRo00,fumbles_rec,0,,,,,
player,201211040rai,rai,McClRo00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,McClRo00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,McClRo00,fumbles_forced,0,,,,,
player,201211040rai,rai,WheePh99,def_int,0,,,,,
player,201211040rai,rai,WheePh99,def_int_yds,0,,,,,
player,201211040rai,rai,WheePh99,def_int_td,0,,,,,
player,201211040rai,rai,WheePh99,def_int_long,0,,,,,
player,201211040rai,rai,WheePh99,pass_defended,0,,,,,
player,201211040rai,rai,WheePh99,sacks,0.0,,,,,
player,201211040rai,rai,WheePh99,tackles_combined,6,,,,,
player,201211040rai,rai,WheePh99,tackles_solo,4,,,,,
player,201211040rai,rai,WheePh99,tackles_assists,2,,,,,
player,201211040rai,rai,WheePh99,tackles_loss,1,,,,,
player,201211040rai,rai,WheePh99,qb_hits,0,,,,,
player,201211040rai,rai,WheePh99,fumbles_rec,0,,,,,
player,201211040rai,rai,WheePh99,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,WheePh99,fumbles_rec_td,0,,,,,
player,201211040rai,rai,WheePh99,fumbles_forced,0,,,,,
player,201211040rai,rai,HuffMi20,def_int,0,,,,,
player,201211040rai,rai,HuffMi20,def_int_yds,0,,,,,
player,201211040rai,rai,HuffMi20,def_int_td,0,,,,,
player,201211040rai,rai,HuffMi20,def_int_long,0,,,,,
player,201211040rai,rai,HuffMi20,pass_defended,0,,,,,
player,201211040rai,rai,HuffMi20,sacks,0.0,,,,,
player,201211040rai,rai,HuffMi20,tackles_combined,5,,,,,
player,201211040rai,rai,HuffMi20,tackles_solo,2,,,,,
player,201211040rai,rai,HuffMi20,tackles_assists,3,,,,,
player,201211040rai,rai,HuffMi20,tackles_loss,0,,,,,
player,201211040rai,rai,HuffMi20,qb_hits,0,,,,,
player,201211040rai,rai,HuffMi20,fumbles_rec,0,,,,,
player,201211040rai,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201211040rai,rai,HuffMi20,fumbles_forced,0,,,,,
player,201211040rai,rai,HousLa99,def_int,0,,,,,
player,201211040rai,rai,HousLa99,def_int_yds,0,,,,,
player,201211040rai,rai,HousLa99,def_int_td,0,,,,,
player,201211040rai,rai,HousLa99,def_int_long,0,,,,,
player,201211040rai,rai,HousLa99,pass_defended,0,,,,,
player,201211040rai,rai,HousLa99,sacks,0.0,,,,,
player,201211040rai,rai,HousLa99,tackles_combined,4,,,,,
player,201211040rai,rai,HousLa99,tackles_solo,4,,,,,
player,201211040rai,rai,HousLa99,tackles_assists,0,,,,,
player,201211040rai,rai,HousLa99,tackles_loss,2,,,,,
player,201211040rai,rai,HousLa99,qb_hits,0,,,,,
player,201211040rai,rai,HousLa99,fumbles_rec,0,,,,,
player,201211040rai,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201211040rai,rai,HousLa99,fumbles_forced,0,,,,,
player,201211040rai,rai,LeexPa99,def_int,0,,,,,
player,201211040rai,rai,LeexPa99,def_int_yds,0,,,,,
player,201211040rai,rai,LeexPa99,def_int_td,0,,,,,
player,201211040rai,rai,LeexPa99,def_int_long,0,,,,,
player,201211040rai,rai,LeexPa99,pass_defended,0,,,,,
player,201211040rai,rai,LeexPa99,sacks,0.0,,,,,
player,201211040rai,rai,LeexPa99,tackles_combined,4,,,,,
player,201211040rai,rai,LeexPa99,tackles_solo,4,,,,,
player,201211040rai,rai,LeexPa99,tackles_assists,0,,,,,
player,201211040rai,rai,LeexPa99,tackles_loss,0,,,,,
player,201211040rai,rai,LeexPa99,qb_hits,0,,,,,
player,201211040rai,rai,LeexPa99,fumbles_rec,0,,,,,
player,201211040rai,rai,LeexPa99,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,LeexPa99,fumbles_rec_td,0,,,,,
player,201211040rai,rai,LeexPa99,fumbles_forced,0,,,,,
player,201211040rai,rai,GiorMa20,def_int,0,,,,,
player,201211040rai,rai,GiorMa20,def_int_yds,0,,,,,
player,201211040rai,rai,GiorMa20,def_int_td,0,,,,,
player,201211040rai,rai,GiorMa20,def_int_long,0,,,,,
player,201211040rai,rai,GiorMa20,pass_defended,0,,,,,
player,201211040rai,rai,GiorMa20,sacks,0.0,,,,,
player,201211040rai,rai,GiorMa20,tackles_combined,3,,,,,
player,201211040rai,rai,GiorMa20,tackles_solo,2,,,,,
player,201211040rai,rai,GiorMa20,tackles_assists,1,,,,,
player,201211040rai,rai,GiorMa20,tackles_loss,0,,,,,
player,201211040rai,rai,GiorMa20,qb_hits,0,,,,,
player,201211040rai,rai,GiorMa20,fumbles_rec,0,,,,,
player,201211040rai,rai,GiorMa20,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,GiorMa20,fumbles_rec_td,0,,,,,
player,201211040rai,rai,GiorMa20,fumbles_forced,0,,,,,
player,201211040rai,rai,BryaDe00,def_int,0,,,,,
player,201211040rai,rai,BryaDe00,def_int_yds,0,,,,,
player,201211040rai,rai,BryaDe00,def_int_td,0,,,,,
player,201211040rai,rai,BryaDe00,def_int_long,0,,,,,
player,201211040rai,rai,BryaDe00,pass_defended,0,,,,,
player,201211040rai,rai,BryaDe00,sacks,0.0,,,,,
player,201211040rai,rai,BryaDe00,tackles_combined,2,,,,,
player,201211040rai,rai,BryaDe00,tackles_solo,1,,,,,
player,201211040rai,rai,BryaDe00,tackles_assists,1,,,,,
player,201211040rai,rai,BryaDe00,tackles_loss,0,,,,,
player,201211040rai,rai,BryaDe00,qb_hits,0,,,,,
player,201211040rai,rai,BryaDe00,fumbles_rec,0,,,,,
player,201211040rai,rai,BryaDe00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,BryaDe00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,BryaDe00,fumbles_forced,0,,,,,
player,201211040rai,rai,KellTo21,def_int,0,,,,,
player,201211040rai,rai,KellTo21,def_int_yds,0,,,,,
player,201211040rai,rai,KellTo21,def_int_td,0,,,,,
player,201211040rai,rai,KellTo21,def_int_long,0,,,,,
player,201211040rai,rai,KellTo21,pass_defended,0,,,,,
player,201211040rai,rai,KellTo21,sacks,0.0,,,,,
player,201211040rai,rai,KellTo21,tackles_combined,2,,,,,
player,201211040rai,rai,KellTo21,tackles_solo,1,,,,,
player,201211040rai,rai,KellTo21,tackles_assists,1,,,,,
player,201211040rai,rai,KellTo21,tackles_loss,0,,,,,
player,201211040rai,rai,KellTo21,qb_hits,0,,,,,
player,201211040rai,rai,KellTo21,fumbles_rec,0,,,,,
player,201211040rai,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201211040rai,rai,KellTo21,fumbles_forced,0,,,,,
player,201211040rai,rai,AdamPh00,def_int,0,,,,,
player,201211040rai,rai,AdamPh00,def_int_yds,0,,,,,
player,201211040rai,rai,AdamPh00,def_int_td,0,,,,,
player,201211040rai,rai,AdamPh00,def_int_long,0,,,,,
player,201211040rai,rai,AdamPh00,pass_defended,0,,,,,
player,201211040rai,rai,AdamPh00,sacks,0.0,,,,,
player,201211040rai,rai,AdamPh00,tackles_combined,1,,,,,
player,201211040rai,rai,AdamPh00,tackles_solo,1,,,,,
player,201211040rai,rai,AdamPh00,tackles_assists,0,,,,,
player,201211040rai,rai,AdamPh00,tackles_loss,0,,,,,
