game,2012,10,20121111,201211110car,den,"Denver Broncos",36,car,"Carolina Panthers",14
player,201211110car,den,MillVo00,sacks,1.0,,,,,
player,201211110car,den,MillVo00,tackles_combined,6,,,,,
player,201211110car,den,MillVo00,tackles_solo,6,,,,,
player,201211110car,den,MillVo00,tackles_assists,0,,,,,
player,201211110car,den,MillVo00,tackles_loss,4,,,,,
player,201211110car,den,MillVo00,qb_hits,1,,,,,
player,201211110car,den,MillVo00,fumbles_rec,0,,,,,
player,201211110car,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201211110car,den,MillVo00,fumbles_rec_td,0,,,,,
player,201211110car,den,MillVo00,fumbles_forced,1,,,,,
player,201211110car,den,AyerRo99,def_int,0,,,,,
player,201211110car,den,AyerRo99,def_int_yds,0,,,,,
player,201211110car,den,AyerRo99,def_int_td,0,,,,,
player,201211110car,den,AyerRo99,def_int_long,0,,,,,
player,201211110car,den,AyerRo99,pass_defended,0,,,,,
player,201211110car,den,AyerRo99,sacks,1.0,,,,,
player,201211110car,den,AyerRo99,tackles_combined,5,,,,,
player,201211110car,den,AyerRo99,tackles_solo,3,,,,,
player,201211110car,den,AyerRo99,tackles_assists,2,,,,,
player,201211110car,den,AyerRo99,tackles_loss,2,,,,,
player,201211110car,den,AyerRo99,qb_hits,3,,,,,
player,201211110car,den,AyerRo99,fumbles_rec,0,,,,,
player,201211110car,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201211110car,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201211110car,den,AyerRo99,fumbles_forced,0,,,,,
player,201211110car,den,AdamMi21,def_int,0,,,,,
player,201211110car,den,AdamMi21,def_int_yds,0,,,,,
player,201211110car,den,AdamMi21,def_int_td,0,,,,,
player,201211110car,den,AdamMi21,def_int_long,0,,,,,
player,201211110car,den,AdamMi21,pass_defended,0,,,,,
player,201211110car,den,AdamMi21,sacks,1.0,,,,,
player,201211110car,den,AdamMi21,tackles_combined,4,,,,,
player,201211110car,den,AdamMi21,tackles_solo,3,,,,,
player,201211110car,den,AdamMi21,tackles_assists,1,,,,,
player,201211110car,den,AdamMi21,tackles_loss,1,,,,,
player,201211110car,den,AdamMi21,qb_hits,1,,,,,
player,201211110car,den,AdamMi21,fumbles_rec,0,,,,,
player,201211110car,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201211110car,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201211110car,den,AdamMi21,fumbles_forced,0,,,,,
player,201211110car,den,DumeEl20,def_int,0,,,,,
player,201211110car,den,DumeEl20,def_int_yds,0,,,,,
player,201211110car,den,DumeEl20,def_int_td,0,,,,,
player,201211110car,den,DumeEl20,def_int_long,0,,,,,
player,201211110car,den,DumeEl20,pass_defended,0,,,,,
player,201211110car,den,DumeEl20,sacks,1.0,,,,,
player,201211110car,den,DumeEl20,tackles_combined,2,,,,,
player,201211110car,den,DumeEl20,tackles_solo,2,,,,,
player,201211110car,den,DumeEl20,tackles_assists,0,,,,,
player,201211110car,den,DumeEl20,tackles_loss,0,,,,,
player,201211110car,den,DumeEl20,qb_hits,0,,,,,
player,201211110car,den,DumeEl20,fumbles_rec,0,,,,,
player,201211110car,den,DumeEl20,fumbles_rec_yds,0,,,,,
player,201211110car,den,DumeEl20,fumbles_rec_td,0,,,,,
player,201211110car,den,DumeEl20,fumbles_forced,1,,,,,
player,201211110car,den,BrooKe00,def_int,0,,,,,
player,201211110car,den,BrooKe00,def_int_yds,0,,,,,
player,201211110car,den,BrooKe00,def_int_td,0,,,,,
player,201211110car,den,BrooKe00,def_int_long,0,,,,,
player,201211110car,den,BrooKe00,pass_defended,0,,,,,
player,201211110car,den,BrooKe00,sacks,0.0,,,,,
player,201211110car,den,BrooKe00,tackles_combined,6,,,,,
player,201211110car,den,BrooKe00,tackles_solo,3,,,,,
player,201211110car,den,BrooKe00,tackles_assists,3,,,,,
player,201211110car,den,BrooKe00,tackles_loss,0,,,,,
player,201211110car,den,BrooKe00,qb_hits,0,,,,,
player,201211110car,den,BrooKe00,fumbles_rec,0,,,,,
player,201211110car,den,BrooKe00,fumbles_rec_yds,0,,,,,
player,201211110car,den,BrooKe00,fumbles_rec_td,0,,,,,
player,201211110car,den,BrooKe00,fumbles_forced,0,,,,,
player,201211110car,den,WoodWe20,def_int,0,,,,,
player,201211110car,den,WoodWe20,def_int_yds,0,,,,,
player,201211110car,den,WoodWe20,def_int_td,0,,,,,
player,201211110car,den,WoodWe20,def_int_long,0,,,,,
player,201211110car,den,WoodWe20,pass_defended,0,,,,,
player,201211110car,den,WoodWe20,sacks,0.0,,,,,
player,201211110car,den,WoodWe20,tackles_combined,5,,,,,
player,201211110car,den,WoodWe20,tackles_solo,3,,,,,
player,201211110car,den,WoodWe20,tackles_assists,2,,,,,
player,201211110car,den,WoodWe20,tackles_loss,0,,,,,
player,201211110car,den,WoodWe20,qb_hits,0,,,,,
player,201211110car,den,WoodWe20,fumbles_rec,0,,,,,
player,201211110car,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201211110car,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201211110car,den,WoodWe20,fumbles_forced,0,,,,,
player,201211110car,den,BailCh00,def_int,0,,,,,
player,201211110car,den,BailCh00,def_int_yds,0,,,,,
player,201211110car,den,BailCh00,def_int_td,0,,,,,
player,201211110car,den,BailCh00,def_int_long,0,,,,,
player,201211110car,den,BailCh00,pass_defended,0,,,,,
player,201211110car,den,BailCh00,sacks,0.0,,,,,
player,201211110car,den,BailCh00,tackles_combined,3,,,,,
player,201211110car,den,BailCh00,tackles_solo,3,,,,,
player,201211110car,den,BailCh00,tackles_assists,0,,,,,
player,201211110car,den,BailCh00,tackles_loss,0,,,,,
player,201211110car,den,BailCh00,qb_hits,0,,,,,
player,201211110car,den,BailCh00,fumbles_rec,0,,,,,
player,201211110car,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201211110car,den,BailCh00,fumbles_rec_td,0,,,,,
player,201211110car,den,BailCh00,fumbles_forced,0,,,,,
player,201211110car,den,IrviNa00,def_int,0,,,,,
player,201211110car,den,IrviNa00,def_int_yds,0,,,,,
player,201211110car,den,IrviNa00,def_int_td,0,,,,,
player,201211110car,den,IrviNa00,def_int_long,0,,,,,
player,201211110car,den,IrviNa00,pass_defended,0,,,,,
player,201211110car,den,IrviNa00,sacks,0.0,,,,,
player,201211110car,den,IrviNa00,tackles_combined,3,,,,,
player,201211110car,den,IrviNa00,tackles_solo,2,,,,,
player,201211110car,den,IrviNa00,tackles_assists,1,,,,,
player,201211110car,den,IrviNa00,tackles_loss,0,,,,,
player,201211110car,den,IrviNa00,qb_hits,0,,,,,
player,201211110car,den,IrviNa00,fumbles_rec,0,,,,,
player,201211110car,den,IrviNa00,fumbles_rec_yds,0,,,,,
player,201211110car,den,IrviNa00,fumbles_rec_td,0,,,,,
player,201211110car,den,IrviNa00,fumbles_forced,0,,,,,
player,201211110car,den,BannJu20,def_int,0,,,,,
player,201211110car,den,BannJu20,def_int_yds,0,,,,,
player,201211110car,den,BannJu20,def_int_td,0,,,,,
player,201211110car,den,BannJu20,def_int_long,0,,,,,
player,201211110car,den,BannJu20,pass_defended,1,,,,,
player,201211110car,den,BannJu20,sacks,0.0,,,,,
player,201211110car,den,BannJu20,tackles_combined,2,,,,,
player,201211110car,den,BannJu20,tackles_solo,2,,,,,
player,201211110car,den,BannJu20,tackles_assists,0,,,,,
player,201211110car,den,BannJu20,tackles_loss,0,,,,,
player,201211110car,den,BannJu20,qb_hits,0,,,,,
player,201211110car,den,BannJu20,fumbles_rec,0,,,,,
player,201211110car,den,BannJu20,fumbles_rec_yds,0,,,,,
player,201211110car,den,BannJu20,fumbles_rec_td,0,,,,,
player,201211110car,den,BannJu20,fumbles_forced,0,,,,,
player,201211110car,den,BoldOm00,def_int,0,,,,,
player,201211110car,den,BoldOm00,def_int_yds,0,,,,,
player,201211110car,den,BoldOm00,def_int_td,0,,,,,
player,201211110car,den,BoldOm00,def_int_long,0,,,,,
player,201211110car,den,BoldOm00,pass_defended,1,,,,,
player,201211110car,den,BoldOm00,sacks,0.0,,,,,
player,201211110car,den,BoldOm00,tackles_combined,2,,,,,
player,201211110car,den,BoldOm00,tackles_solo,2,,,,,
player,201211110car,den,BoldOm00,tackles_assists,0,,,,,
player,201211110car,den,BoldOm00,tackles_loss,0,,,,,
player,201211110car,den,BoldOm00,qb_hits,0,,,,,
player,201211110car,den,BoldOm00,fumbles_rec,0,,,,,
player,201211110car,den,BoldOm00,fumbles_rec_yds,0,,,,,
player,201211110car,den,BoldOm00,fumbles_rec_td,0,,,,,
player,201211110car,den,BoldOm00,fumbles_forced,0,,,,,
player,201211110car,den,TrevDa00,def_int,0,,,,,
player,201211110car,den,TrevDa00,def_int_yds,0,,,,,
player,201211110car,den,TrevDa00,def_int_td,0,,,,,
player,201211110car,den,TrevDa00,def_int_long,0,,,,,
player,201211110car,den,TrevDa00,pass_defended,1,,,,,
player,201211110car,den,TrevDa00,sacks,0.0,,,,,
player,201211110car,den,TrevDa00,tackles_combined,2,,,,,
player,201211110car,den,TrevDa00,tackles_solo,2,,,,,
player,201211110car,den,TrevDa00,tackles_assists,0,,,,,
player,201211110car,den,TrevDa00,tackles_loss,0,,,,,
player,201211110car,den,TrevDa00,qb_hits,0,,,,,
player,201211110car,den,TrevDa00,fumbles_rec,0,,,,,
player,201211110car,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201211110car,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201211110car,den,TrevDa00,fumbles_forced,0,,,,,
player,201211110car,den,JackMa02,def_int,0,,,,,
player,201211110car,den,JackMa02,def_int_yds,0,,,,,
player,201211110car,den,JackMa02,def_int_td,0,,,,,
player,201211110car,den,JackMa02,def_int_long,0,,,,,
player,201211110car,den,JackMa02,pass_defended,0,,,,,
player,201211110car,den,JackMa02,sacks,0.0,,,,,
player,201211110car,den,JackMa02,tackles_combined,1,,,,,
player,201211110car,den,JackMa02,tackles_solo,1,,,,,
player,201211110car,den,JackMa02,tackles_assists,0,,,,,
player,201211110car,den,JackMa02,tackles_loss,0,,,,,
player,201211110car,den,JackMa02,qb_hits,0,,,,,
player,201211110car,den,JackMa02,fumbles_rec,0,,,,,
player,201211110car,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201211110car,den,JackMa02,fumbles_rec_td,0,,,,,
player,201211110car,den,JackMa02,fumbles_forced,0,,,,,
player,201211110car,den,LeonJi23,def_int,0,,,,,
player,201211110car,den,LeonJi23,def_int_yds,0,,,,,
player,201211110car,den,LeonJi23,def_int_td,0,,,,,
player,201211110car,den,LeonJi23,def_int_long,0,,,,,
player,201211110car,den,LeonJi23,pass_defended,0,,,,,
player,201211110car,den,LeonJi23,sacks,0.0,,,,,
player,201211110car,den,LeonJi23,tackles_combined,1,,,,,
player,201211110car,den,LeonJi23,tackles_solo,0,,,,,
player,201211110car,den,LeonJi23,tackles_assists,1,,,,,
player,201211110car,den,LeonJi23,tackles_loss,0,,,,,
player,201211110car,den,LeonJi23,qb_hits,0,,,,,
player,201211110car,den,LeonJi23,fumbles_rec,0,,,,,
player,201211110car,den,LeonJi23,fumbles_rec_yds,0,,,,,
player,201211110car,den,LeonJi23,fumbles_rec_td,0,,,,,
player,201211110car,den,LeonJi23,fumbles_forced,0,,,,,
player,201211110car,den,WillMa00,def_int,0,,,,,
player,201211110car,den,WillMa00,def_int_yds,0,,,,,
player,201211110car,den,WillMa00,def_int_td,0,,,,,
player,201211110car,den,WillMa00,def_int_long,0,,,,,
player,201211110car,den,WillMa00,pass_defended,0,,,,,
player,201211110car,den,WillMa00,sacks,0.0,,,,,
player,201211110car,den,WillMa00,tackles_combined,1,,,,,
player,201211110car,den,WillMa00,tackles_solo,1,,,,,
player,201211110car,den,WillMa00,tackles_assists,0,,,,,
player,201211110car,den,WillMa00,tackles_loss,0,,,,,
player,201211110car,den,WillMa00,qb_hits,0,,,,,
player,201211110car,den,WillMa00,fumbles_rec,0,,,,,
player,201211110car,den,WillMa00,fumbles_rec_yds,0,,,,,
player,201211110car,den,WillMa00,fumbles_rec_td,0,,,,,
player,201211110car,den,WillMa00,fumbles_forced,0,,,,,
player,201211110car,den,WolfDe00,def_int,0,,,,,
player,201211110car,den,WolfDe00,def_int_yds,0,,,,,
player,201211110car,den,WolfDe00,def_int_td,0,,,,,
player,201211110car,den,WolfDe00,def_int_long,0,,,,,
player,201211110car,den,WolfDe00,pass_defended,0,,,,,
player,201211110car,den,WolfDe00,sacks,0.0,,,,,
player,201211110car,den,WolfDe00,tackles_combined,1,,,,,
player,201211110car,den,WolfDe00,tackles_solo,1,,,,,
player,201211110car,den,WolfDe00,tackles_assists,0,,,,,
player,201211110car,den,WolfDe00,tackles_loss,0,,,,,
player,201211110car,den,WolfDe00,qb_hits,0,,,,,
player,201211110car,den,WolfDe00,fumbles_rec,0,,,,,
player,201211110car,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201211110car,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201211110car,den,WolfDe00,fumbles_forced,0,,,,,
player,201211110car,car,JohnCh98,def_int,0,,,,,
player,201211110car,car,JohnCh98,def_int_yds,0,,,,,
player,201211110car,car,JohnCh98,def_int_td,0,,,,,
player,201211110car,car,JohnCh98,def_int_long,0,,,,,
player,201211110car,car,JohnCh98,pass_defended,1,,,,,
player,201211110car,car,JohnCh98,sacks,1.0,,,,,
player,201211110car,car,JohnCh98,tackles_combined,4,,,,,
player,201211110car,car,JohnCh98,tackles_solo,4,,,,,
player,201211110car,car,JohnCh98,tackles_assists,0,,,,,
player,201211110car,car,JohnCh98,tackles_loss,0,,,,,
player,201211110car,car,JohnCh98,qb_hits,1,,,,,
player,201211110car,car,JohnCh98,fumbles_rec,0,,,,,
player,201211110car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201211110car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201211110car,car,JohnCh98,fumbles_forced,2,,,,,
player,201211110car,car,KuecLu00,def_int,0,,,,,
player,201211110car,car,KuecLu00,def_int_yds,0,,,,,
player,201211110car,car,KuecLu00,def_int_td,0,,,,,
player,201211110car,car,KuecLu00,def_int_long,0,,,,,
player,201211110car,car,KuecLu00,pass_defended,1,,,,,
player,201211110car,car,KuecLu00,sacks,0.0,,,,,
player,201211110car,car,KuecLu00,tackles_combined,10,,,,,
player,201211110car,car,KuecLu00,tackles_solo,6,,,,,
player,201211110car,car,KuecLu00,tackles_assists,4,,,,,
player,201211110car,car,KuecLu00,tackles_loss,0,,,,,
player,201211110car,car,KuecLu00,qb_hits,0,,,,,
player,201211110car,car,KuecLu00,fumbles_rec,0,,,,,
player,201211110car,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201211110car,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201211110car,car,KuecLu00,fumbles_forced,0,,,,,
player,201211110car,car,AndeJa21,def_int,0,,,,,
player,201211110car,car,AndeJa21,def_int_yds,0,,,,,
player,201211110car,car,AndeJa21,def_int_td,0,,,,,
player,201211110car,car,AndeJa21,def_int_long,0,,,,,
player,201211110car,car,AndeJa21,pass_defended,0,,,,,
player,201211110car,car,AndeJa21,sacks,0.0,,,,,
player,201211110car,car,AndeJa21,tackles_combined,5,,,,,
player,201211110car,car,AndeJa21,tackles_solo,4,,,,,
player,201211110car,car,AndeJa21,tackles_assists,1,,,,,
player,201211110car,car,AndeJa21,tackles_loss,1,,,,,
player,201211110car,car,AndeJa21,qb_hits,0,,,,,
player,201211110car,car,AndeJa21,fumbles_rec,0,,,,,
player,201211110car,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201211110car,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201211110car,car,AndeJa21,fumbles_forced,0,,,,,
player,201211110car,car,GodfCh99,def_int,0,,,,,
player,201211110car,car,GodfCh99,def_int_yds,0,,,,,
player,201211110car,car,GodfCh99,def_int_td,0,,,,,
player,201211110car,car,GodfCh99,def_int_long,0,,,,,
player,201211110car,car,GodfCh99,pass_defended,0,,,,,
player,201211110car,car,GodfCh99,sacks,0.0,,,,,
player,201211110car,car,GodfCh99,tackles_combined,5,,,,,
player,201211110car,car,GodfCh99,tackles_solo,4,,,,,
player,201211110car,car,GodfCh99,tackles_assists,1,,,,,
player,201211110car,car,GodfCh99,tackles_loss,1,,,,,
player,201211110car,car,GodfCh99,qb_hits,0,,,,,
player,201211110car,car,GodfCh99,fumbles_rec,1,,,,,
player,201211110car,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201211110car,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201211110car,car,GodfCh99,fumbles_forced,0,,,,,
player,201211110car,car,MartSh99,def_int,0,,,,,
player,201211110car,car,MartSh99,def_int_yds,0,,,,,
player,201211110car,car,MartSh99,def_int_td,0,,,,,
player,201211110car,car,MartSh99,def_int_long,0,,,,,
player,201211110car,car,MartSh99,pass_defended,0,,,,,
player,201211110car,car,MartSh99,sacks,0.0,,,,,
player,201211110car,car,MartSh99,tackles_combined,5,,,,,
player,201211110car,car,MartSh99,tackles_solo,4,,,,,
player,201211110car,car,MartSh99,tackles_assists,1,,,,,
player,201211110car,car,MartSh99,tackles_loss,0,,,,,
player,201211110car,car,MartSh99,qb_hits,0,,,,,
player,201211110car,car,MartSh99,fumbles_rec,0,,,,,
player,201211110car,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201211110car,car,MartSh99,fumbles_rec_td,0,,,,,
player,201211110car,car,MartSh99,fumbles_forced,0,,,,,
player,201211110car,car,NormJo01,def_int,0,,,,,
player,201211110car,car,NormJo01,def_int_yds,0,,,,,
player,201211110car,car,NormJo01,def_int_td,0,,,,,
player,201211110car,car,NormJo01,def_int_long,0,,,,,
player,201211110car,car,NormJo01,pass_defended,0,,,,,
player,201211110car,car,NormJo01,sacks,0.0,,,,,
player,201211110car,car,NormJo01,tackles_combined,5,,,,,
player,201211110car,car,NormJo01,tackles_solo,5,,,,,
player,201211110car,car,NormJo01,tackles_assists,0,,,,,
player,201211110car,car,NormJo01,tackles_loss,0,,,,,
player,201211110car,car,NormJo01,qb_hits,0,,,,,
player,201211110car,car,NormJo01,fumbles_rec,0,,,,,
player,201211110car,car,NormJo01,fumbles_rec_yds,0,,,,,
player,201211110car,car,NormJo01,fumbles_rec_td,0,,,,,
player,201211110car,car,NormJo01,fumbles_forced,0,,,,,
player,201211110car,car,DaviTh20,def_int,0,,,,,
player,201211110car,car,DaviTh20,def_int_yds,0,,,,,
player,201211110car,car,DaviTh20,def_int_td,0,,,,,
player,201211110car,car,DaviTh20,def_int_long,0,,,,,
player,201211110car,car,DaviTh20,pass_defended,0,,,,,
player,201211110car,car,DaviTh20,sacks,0.0,,,,,
player,201211110car,car,DaviTh20,tackles_combined,4,,,,,
player,201211110car,car,DaviTh20,tackles_solo,2,,,,,
player,201211110car,car,DaviTh20,tackles_assists,2,,,,,
player,201211110car,car,DaviTh20,tackles_loss,0,,,,,
player,201211110car,car,DaviTh20,qb_hits,0,,,,,
player,201211110car,car,DaviTh20,fumbles_rec,0,,,,,
player,201211110car,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201211110car,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201211110car,car,DaviTh20,fumbles_forced,0,,,,,
player,201211110car,car,HardGr99,def_int,0,,,,,
player,201211110car,car,HardGr99,def_int_yds,0,,,,,
player,201211110car,car,HardGr99,def_int_td,0,,,,,
player,201211110car,car,HardGr99,def_int_long,0,,,,,
player,201211110car,car,HardGr99,pass_defended,0,,,,,
player,201211110car,car,HardGr99,sacks,0.0,,,,,
player,201211110car,car,HardGr99,tackles_combined,4,,,,,
player,201211110car,car,HardGr99,tackles_solo,3,,,,,
player,201211110car,car,HardGr99,tackles_assists,1,,,,,
player,201211110car,car,HardGr99,tackles_loss,0,,,,,
player,201211110car,car,HardGr99,qb_hits,1,,,,,
player,201211110car,car,HardGr99,fumbles_rec,1,,,,,
player,201211110car,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201211110car,car,HardGr99,fumbles_rec_td,0,,,,,
player,201211110car,car,HardGr99,fumbles_forced,1,,,,,
player,201211110car,car,MunnCa99,def_int,0,,,,,
player,201211110car,car,MunnCa99,def_int_yds,0,,,,,
player,201211110car,car,MunnCa99,def_int_td,0,,,,,
player,201211110car,car,MunnCa99,def_int_long,0,,,,,
player,201211110car,car,MunnCa99,pass_defended,0,,,,,
player,201211110car,car,MunnCa99,sacks,0.0,,,,,
player,201211110car,car,MunnCa99,tackles_combined,4,,,,,
player,201211110car,car,MunnCa99,tackles_solo,3,,,,,
player,201211110car,car,MunnCa99,tackles_assists,1,,,,,
player,201211110car,car,MunnCa99,tackles_loss,0,,,,,
player,201211110car,car,MunnCa99,qb_hits,0,,,,,
player,201211110car,car,MunnCa99,fumbles_rec,0,,,,,
player,201211110car,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201211110car,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201211110car,car,MunnCa99,fumbles_forced,0,,,,,
player,201211110car,car,ThomJo01,def_int,0,,,,,
player,201211110car,car,ThomJo01,def_int_yds,0,,,,,
player,201211110car,car,ThomJo01,def_int_td,0,,,,,
player,201211110car,car,ThomJo01,def_int_long,0,,,,,
player,201211110car,car,ThomJo01,pass_defended,0,,,,,
player,201211110car,car,ThomJo01,sacks,0.0,,,,,
player,201211110car,car,ThomJo01,tackles_combined,4,,,,,
player,201211110car,car,ThomJo01,tackles_solo,3,,,,,
player,201211110car,car,ThomJo01,tackles_assists,1,,,,,
player,201211110car,car,ThomJo01,tackles_loss,0,,,,,
player,201211110car,car,ThomJo01,qb_hits,0,,,,,
player,201211110car,car,ThomJo01,fumbles_rec,0,,,,,
player,201211110car,car,ThomJo01,fumbles_rec_yds,0,,,,,
player,201211110car,car,ThomJo01,fumbles_rec_td,0,,,,,
player,201211110car,car,ThomJo01,fumbles_forced,0,,,,,
player,201211110car,car,PhilJa99,def_int,0,,,,,
player,201211110car,car,PhilJa99,def_int_yds,0,,,,,
player,201211110car,car,PhilJa99,def_int_td,0,,,,,
player,201211110car,car,PhilJa99,def_int_long,0,,,,,
player,201211110car,car,PhilJa99,pass_defended,0,,,,,
player,201211110car,car,PhilJa99,sacks,0.0,,,,,
player,201211110car,car,PhilJa99,tackles_combined,3,,,,,
player,201211110car,car,PhilJa99,tackles_solo,2,,,,,
player,201211110car,car,PhilJa99,tackles_assists,1,,,,,
player,201211110car,car,PhilJa99,tackles_loss,0,,,,,
player,201211110car,car,PhilJa99,qb_hits,0,,,,,
player,201211110car,car,PhilJa99,fumbles_rec,0,,,,,
player,201211110car,car,PhilJa99,fumbles_rec_yds,0,,,,,
player,201211110car,car,PhilJa99,fumbles_rec_td,0,,,,,
player,201211110car,car,PhilJa99,fumbles_forced,0,,,,,
player,201211110car,car,EdwaDw20,def_int,0,,,,,
player,201211110car,car,EdwaDw20,def_int_yds,0,,,,,
player,201211110car,car,EdwaDw20,def_int_td,0,,,,,
player,201211110car,car,EdwaDw20,def_int_long,0,,,,,
player,201211110car,car,EdwaDw20,pass_defended,0,,,,,
player,201211110car,car,EdwaDw20,sacks,0.0,,,,,
player,201211110car,car,EdwaDw20,tackles_combined,2,,,,,
player,201211110car,car,EdwaDw20,tackles_solo,0,,,,,
player,201211110car,car,EdwaDw20,tackles_assists,2,,,,,
player,201211110car,car,EdwaDw20,tackles_loss,0,,,,,
player,201211110car,car,EdwaDw20,qb_hits,0,,,,,
player,201211110car,car,EdwaDw20,fumbles_rec,0,,,,,
player,201211110car,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201211110car,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201211110car,car,EdwaDw20,fumbles_forced,0,,,,,
player,201211110car,car,EdwaRo20,def_int,0,,,,,
player,201211110car,car,EdwaRo20,def_int_yds,0,,,,,
player,201211110car,car,EdwaRo20,def_int_td,0,,,,,
player,201211110car,car,EdwaRo20,def_int_long,0,,,,,
player,201211110car,car,EdwaRo20,pass_defended,0,,,,,
player,201211110car,car,EdwaRo20,sacks,0.0,,,,,
player,201211110car,car,EdwaRo20,tackles_combined,2,,,,,
player,201211110car,car,EdwaRo20,tackles_solo,1,,,,,
player,201211110car,car,EdwaRo20,tackles_assists,1,,,,,
player,201211110car,car,EdwaRo20,tackles_loss,0,,,,,
player,201211110car,car,EdwaRo20,qb_hits,0,,,,,
player,201211110car,car,EdwaRo20,fumbles_rec,0,,,,,
player,201211110car,car,EdwaRo20,fumbles_rec_yds,0,,,,,
player,201211110car,car,EdwaRo20,fumbles_rec_td,0,,,,,
player,201211110car,car,EdwaRo20,fumbles_forced,0,,,,,
player,201211110car,car,NakaHa99,def_int,0,,,,,
player,201211110car,car,NakaHa99,def_int_yds,0,,,,,
player,201211110car,car,NakaHa99,def_int_td,0,,,,,
player,201211110car,car,NakaHa99,def_int_long,0,,,,,
player,201211110car,car,NakaHa99,pass_defended,0,,,,,
player,201211110car,car,NakaHa99,sacks,0.0,,,,,
player,201211110car,car,NakaHa99,tackles_combined,2,,,,,
player,201211110car,car,NakaHa99,tackles_solo,1,,,,,
player,201211110car,car,NakaHa99,tackles_assists,1,,,,,
player,201211110car,car,NakaHa99,tackles_loss,0,,,,,
player,201211110car,car,NakaHa99,qb_hits,0,,,,,
player,201211110car,car,NakaHa99,fumbles_rec,0,,,,,
player,201211110car,car,NakaHa99,fumbles_rec_yds,0,,,,,
player,201211110car,car,NakaHa99,fumbles_rec_td,0,,,,,
player,201211110car,car,NakaHa99,fumbles_forced,0,,,,,
player,201211110car,car,SennJo00,def_int,0,,,,,
player,201211110car,car,SennJo00,def_int_yds,0,,,,,
player,201211110car,car,SennJo00,def_int_td,0,,,,,
player,201211110car,car,SennJo00,def_int_long,0,,,,,
player,201211110car,car,SennJo00,pass_defended,0,,,,,
player,201211110car,car,SennJo00,sacks,0.0,,,,,
player,201211110car,car,SennJo00,tackles_combined,2,,,,,
player,201211110car,car,SennJo00,tackles_solo,2,,,,,
player,201211110car,car,SennJo00,tackles_assists,0,,,,,
player,201211110car,car,SennJo00,tackles_loss,0,,,,,
player,201211110car,car,SennJo00,qb_hits,0,,,,,
player,201211110car,car,SennJo00,fumbles_rec,0,,,,,
player,201211110car,car,SennJo00,fumbles_rec_yds,0,,,,,
player,201211110car,car,SennJo00,fumbles_rec_td,0,,,,,
player,201211110car,car,SennJo00,fumbles_forced,0,,,,,
player,201211110car,car,BarnGa01,def_int,0,,,,,
player,201211110car,car,BarnGa01,def_int_yds,0,,,,,
player,201211110car,car,BarnGa01,def_int_td,0,,,,,
player,201211110car,car,BarnGa01,def_int_long,0,,,,,
player,201211110car,car,BarnGa01,pass_defended,0,,,,,
player,201211110car,car,BarnGa01,sacks,0.0,,,,,
player,201211110car,car,BarnGa01,tackles_combined,1,,,,,
player,201211110car,car,BarnGa01,tackles_solo,1,,,,,
player,201211110car,car,BarnGa01,tackles_assists,0,,,,,
player,201211110car,car,BarnGa01,tackles_loss,0,,,,,
player,201211110car,car,BarnGa01,qb_hits,0,,,,,
player,201211110car,car,BarnGa01,fumbles_rec,0,,,,,
player,201211110car,car,BarnGa01,fumbles_rec_yds,0,,,,,
player,201211110car,car,BarnGa01,fumbles_rec_td,0,,,,,
player,201211110car,car,BarnGa01,fumbles_forced,0,,,,,
player,201211110car,car,HoguDo01,def_int,0,,,,,
player,201211110car,car,HoguDo01,def_int_yds,0,,,,,
player,201211110car,car,HoguDo01,def_int_td,0,,,,,
player,201211110car,car,HoguDo01,def_int_long,0,,,,,
player,201211110car,car,HoguDo01,pass_defended,0,,,,,
player,201211110car,car,HoguDo01,sacks,0.0,,,,,
player,201211110car,car,HoguDo01,tackles_combined,1,,,,,
