game,2012,6,20121014,201210140rav,dal,"Dallas Cowboys",29,rav,"Baltimore Ravens",31
player,201210140rav,dal,ButlVi99,pass_defended,1,,,,,
player,201210140rav,dal,ButlVi99,sacks,0.0,,,,,
player,201210140rav,dal,ButlVi99,tackles_combined,5,,,,,
player,201210140rav,dal,ButlVi99,tackles_solo,5,,,,,
player,201210140rav,dal,ButlVi99,tackles_assists,0,,,,,
player,201210140rav,dal,ButlVi99,tackles_loss,0,,,,,
player,201210140rav,dal,ButlVi99,qb_hits,0,,,,,
player,201210140rav,dal,ButlVi99,fumbles_rec,0,,,,,
player,201210140rav,dal,ButlVi99,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,ButlVi99,fumbles_rec_td,0,,,,,
player,201210140rav,dal,ButlVi99,fumbles_forced,0,,,,,
player,201210140rav,dal,CartBr00,def_int,0,,,,,
player,201210140rav,dal,CartBr00,def_int_yds,0,,,,,
player,201210140rav,dal,CartBr00,def_int_td,0,,,,,
player,201210140rav,dal,CartBr00,def_int_long,0,,,,,
player,201210140rav,dal,CartBr00,pass_defended,0,,,,,
player,201210140rav,dal,CartBr00,sacks,0.0,,,,,
player,201210140rav,dal,CartBr00,tackles_combined,5,,,,,
player,201210140rav,dal,CartBr00,tackles_solo,3,,,,,
player,201210140rav,dal,CartBr00,tackles_assists,2,,,,,
player,201210140rav,dal,CartBr00,tackles_loss,0,,,,,
player,201210140rav,dal,CartBr00,qb_hits,0,,,,,
player,201210140rav,dal,CartBr00,fumbles_rec,0,,,,,
player,201210140rav,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201210140rav,dal,CartBr00,fumbles_forced,0,,,,,
player,201210140rav,dal,LeexSe99,def_int,0,,,,,
player,201210140rav,dal,LeexSe99,def_int_yds,0,,,,,
player,201210140rav,dal,LeexSe99,def_int_td,0,,,,,
player,201210140rav,dal,LeexSe99,def_int_long,0,,,,,
player,201210140rav,dal,LeexSe99,pass_defended,1,,,,,
player,201210140rav,dal,LeexSe99,sacks,0.0,,,,,
player,201210140rav,dal,LeexSe99,tackles_combined,5,,,,,
player,201210140rav,dal,LeexSe99,tackles_solo,3,,,,,
player,201210140rav,dal,LeexSe99,tackles_assists,2,,,,,
player,201210140rav,dal,LeexSe99,tackles_loss,0,,,,,
player,201210140rav,dal,LeexSe99,qb_hits,1,,,,,
player,201210140rav,dal,LeexSe99,fumbles_rec,0,,,,,
player,201210140rav,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201210140rav,dal,LeexSe99,fumbles_forced,0,,,,,
player,201210140rav,dal,ColeKe20,def_int,0,,,,,
player,201210140rav,dal,ColeKe20,def_int_yds,0,,,,,
player,201210140rav,dal,ColeKe20,def_int_td,0,,,,,
player,201210140rav,dal,ColeKe20,def_int_long,0,,,,,
player,201210140rav,dal,ColeKe20,pass_defended,0,,,,,
player,201210140rav,dal,ColeKe20,sacks,0.0,,,,,
player,201210140rav,dal,ColeKe20,tackles_combined,4,,,,,
player,201210140rav,dal,ColeKe20,tackles_solo,4,,,,,
player,201210140rav,dal,ColeKe20,tackles_assists,0,,,,,
player,201210140rav,dal,ColeKe20,tackles_loss,0,,,,,
player,201210140rav,dal,ColeKe20,qb_hits,0,,,,,
player,201210140rav,dal,ColeKe20,fumbles_rec,0,,,,,
player,201210140rav,dal,ColeKe20,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,ColeKe20,fumbles_rec_td,0,,,,,
player,201210140rav,dal,ColeKe20,fumbles_forced,0,,,,,
player,201210140rav,dal,AlbrAl00,def_int,0,,,,,
player,201210140rav,dal,AlbrAl00,def_int_yds,0,,,,,
player,201210140rav,dal,AlbrAl00,def_int_td,0,,,,,
player,201210140rav,dal,AlbrAl00,def_int_long,0,,,,,
player,201210140rav,dal,AlbrAl00,pass_defended,0,,,,,
player,201210140rav,dal,AlbrAl00,sacks,0.0,,,,,
player,201210140rav,dal,AlbrAl00,tackles_combined,3,,,,,
player,201210140rav,dal,AlbrAl00,tackles_solo,3,,,,,
player,201210140rav,dal,AlbrAl00,tackles_assists,0,,,,,
player,201210140rav,dal,AlbrAl00,tackles_loss,1,,,,,
player,201210140rav,dal,AlbrAl00,qb_hits,0,,,,,
player,201210140rav,dal,AlbrAl00,fumbles_rec,0,,,,,
player,201210140rav,dal,AlbrAl00,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,AlbrAl00,fumbles_rec_td,0,,,,,
player,201210140rav,dal,AlbrAl00,fumbles_forced,0,,,,,
player,201210140rav,dal,CarrBr99,def_int,0,,,,,
player,201210140rav,dal,CarrBr99,def_int_yds,0,,,,,
player,201210140rav,dal,CarrBr99,def_int_td,0,,,,,
player,201210140rav,dal,CarrBr99,def_int_long,0,,,,,
player,201210140rav,dal,CarrBr99,pass_defended,0,,,,,
player,201210140rav,dal,CarrBr99,sacks,0.0,,,,,
player,201210140rav,dal,CarrBr99,tackles_combined,3,,,,,
player,201210140rav,dal,CarrBr99,tackles_solo,3,,,,,
player,201210140rav,dal,CarrBr99,tackles_assists,0,,,,,
player,201210140rav,dal,CarrBr99,tackles_loss,0,,,,,
player,201210140rav,dal,CarrBr99,qb_hits,0,,,,,
player,201210140rav,dal,CarrBr99,fumbles_rec,0,,,,,
player,201210140rav,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201210140rav,dal,CarrBr99,fumbles_forced,0,,,,,
player,201210140rav,dal,ConnDa99,def_int,0,,,,,
player,201210140rav,dal,ConnDa99,def_int_yds,0,,,,,
player,201210140rav,dal,ConnDa99,def_int_td,0,,,,,
player,201210140rav,dal,ConnDa99,def_int_long,0,,,,,
player,201210140rav,dal,ConnDa99,pass_defended,0,,,,,
player,201210140rav,dal,ConnDa99,sacks,0.0,,,,,
player,201210140rav,dal,ConnDa99,tackles_combined,3,,,,,
player,201210140rav,dal,ConnDa99,tackles_solo,1,,,,,
player,201210140rav,dal,ConnDa99,tackles_assists,2,,,,,
player,201210140rav,dal,ConnDa99,tackles_loss,0,,,,,
player,201210140rav,dal,ConnDa99,qb_hits,0,,,,,
player,201210140rav,dal,ConnDa99,fumbles_rec,0,,,,,
player,201210140rav,dal,ConnDa99,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,ConnDa99,fumbles_rec_td,0,,,,,
player,201210140rav,dal,ConnDa99,fumbles_forced,0,,,,,
player,201210140rav,dal,RatlJa20,def_int,0,,,,,
player,201210140rav,dal,RatlJa20,def_int_yds,0,,,,,
player,201210140rav,dal,RatlJa20,def_int_td,0,,,,,
player,201210140rav,dal,RatlJa20,def_int_long,0,,,,,
player,201210140rav,dal,RatlJa20,pass_defended,0,,,,,
player,201210140rav,dal,RatlJa20,sacks,0.0,,,,,
player,201210140rav,dal,RatlJa20,tackles_combined,3,,,,,
player,201210140rav,dal,RatlJa20,tackles_solo,3,,,,,
player,201210140rav,dal,RatlJa20,tackles_assists,0,,,,,
player,201210140rav,dal,RatlJa20,tackles_loss,0,,,,,
player,201210140rav,dal,RatlJa20,qb_hits,0,,,,,
player,201210140rav,dal,RatlJa20,fumbles_rec,0,,,,,
player,201210140rav,dal,RatlJa20,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,RatlJa20,fumbles_rec_td,0,,,,,
player,201210140rav,dal,RatlJa20,fumbles_forced,0,,,,,
player,201210140rav,dal,ScanOr99,def_int,0,,,,,
player,201210140rav,dal,ScanOr99,def_int_yds,0,,,,,
player,201210140rav,dal,ScanOr99,def_int_td,0,,,,,
player,201210140rav,dal,ScanOr99,def_int_long,0,,,,,
player,201210140rav,dal,ScanOr99,pass_defended,0,,,,,
player,201210140rav,dal,ScanOr99,sacks,0.0,,,,,
player,201210140rav,dal,ScanOr99,tackles_combined,2,,,,,
player,201210140rav,dal,ScanOr99,tackles_solo,2,,,,,
player,201210140rav,dal,ScanOr99,tackles_assists,0,,,,,
player,201210140rav,dal,ScanOr99,tackles_loss,0,,,,,
player,201210140rav,dal,ScanOr99,qb_hits,0,,,,,
player,201210140rav,dal,ScanOr99,fumbles_rec,0,,,,,
player,201210140rav,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201210140rav,dal,ScanOr99,fumbles_forced,0,,,,,
player,201210140rav,dal,SensGe20,def_int,0,,,,,
player,201210140rav,dal,SensGe20,def_int_yds,0,,,,,
player,201210140rav,dal,SensGe20,def_int_td,0,,,,,
player,201210140rav,dal,SensGe20,def_int_long,0,,,,,
player,201210140rav,dal,SensGe20,pass_defended,0,,,,,
player,201210140rav,dal,SensGe20,sacks,0.0,,,,,
player,201210140rav,dal,SensGe20,tackles_combined,2,,,,,
player,201210140rav,dal,SensGe20,tackles_solo,2,,,,,
player,201210140rav,dal,SensGe20,tackles_assists,0,,,,,
player,201210140rav,dal,SensGe20,tackles_loss,0,,,,,
player,201210140rav,dal,SensGe20,qb_hits,0,,,,,
player,201210140rav,dal,SensGe20,fumbles_rec,0,,,,,
player,201210140rav,dal,SensGe20,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,SensGe20,fumbles_rec_td,0,,,,,
player,201210140rav,dal,SensGe20,fumbles_forced,0,,,,,
player,201210140rav,dal,ClaiMo00,def_int,0,,,,,
player,201210140rav,dal,ClaiMo00,def_int_yds,0,,,,,
player,201210140rav,dal,ClaiMo00,def_int_td,0,,,,,
player,201210140rav,dal,ClaiMo00,def_int_long,0,,,,,
player,201210140rav,dal,ClaiMo00,pass_defended,0,,,,,
player,201210140rav,dal,ClaiMo00,sacks,0.0,,,,,
player,201210140rav,dal,ClaiMo00,tackles_combined,1,,,,,
player,201210140rav,dal,ClaiMo00,tackles_solo,1,,,,,
player,201210140rav,dal,ClaiMo00,tackles_assists,0,,,,,
player,201210140rav,dal,ClaiMo00,tackles_loss,0,,,,,
player,201210140rav,dal,ClaiMo00,qb_hits,0,,,,,
player,201210140rav,dal,ClaiMo00,fumbles_rec,0,,,,,
player,201210140rav,dal,ClaiMo00,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,ClaiMo00,fumbles_rec_td,0,,,,,
player,201210140rav,dal,ClaiMo00,fumbles_forced,0,,,,,
player,201210140rav,dal,HatcJa20,def_int,0,,,,,
player,201210140rav,dal,HatcJa20,def_int_yds,0,,,,,
player,201210140rav,dal,HatcJa20,def_int_td,0,,,,,
player,201210140rav,dal,HatcJa20,def_int_long,0,,,,,
player,201210140rav,dal,HatcJa20,pass_defended,0,,,,,
player,201210140rav,dal,HatcJa20,sacks,0.0,,,,,
player,201210140rav,dal,HatcJa20,tackles_combined,1,,,,,
player,201210140rav,dal,HatcJa20,tackles_solo,0,,,,,
player,201210140rav,dal,HatcJa20,tackles_assists,1,,,,,
player,201210140rav,dal,HatcJa20,tackles_loss,0,,,,,
player,201210140rav,dal,HatcJa20,qb_hits,1,,,,,
player,201210140rav,dal,HatcJa20,fumbles_rec,0,,,,,
player,201210140rav,dal,HatcJa20,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,HatcJa20,fumbles_rec_td,0,,,,,
player,201210140rav,dal,HatcJa20,fumbles_forced,0,,,,,
player,201210140rav,dal,LissSe99,def_int,0,,,,,
player,201210140rav,dal,LissSe99,def_int_yds,0,,,,,
player,201210140rav,dal,LissSe99,def_int_td,0,,,,,
player,201210140rav,dal,LissSe99,def_int_long,0,,,,,
player,201210140rav,dal,LissSe99,pass_defended,0,,,,,
player,201210140rav,dal,LissSe99,sacks,0.0,,,,,
player,201210140rav,dal,LissSe99,tackles_combined,1,,,,,
player,201210140rav,dal,LissSe99,tackles_solo,1,,,,,
player,201210140rav,dal,LissSe99,tackles_assists,0,,,,,
player,201210140rav,dal,LissSe99,tackles_loss,0,,,,,
player,201210140rav,dal,LissSe99,qb_hits,0,,,,,
player,201210140rav,dal,LissSe99,fumbles_rec,0,,,,,
player,201210140rav,dal,LissSe99,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,LissSe99,fumbles_rec_td,0,,,,,
player,201210140rav,dal,LissSe99,fumbles_forced,0,,,,,
player,201210140rav,dal,JenkMi99,def_int,0,,,,,
player,201210140rav,dal,JenkMi99,def_int_yds,0,,,,,
player,201210140rav,dal,JenkMi99,def_int_td,0,,,,,
player,201210140rav,dal,JenkMi99,def_int_long,0,,,,,
player,201210140rav,dal,JenkMi99,pass_defended,1,,,,,
player,201210140rav,dal,JenkMi99,sacks,0.0,,,,,
player,201210140rav,dal,JenkMi99,tackles_combined,0,,,,,
player,201210140rav,dal,JenkMi99,tackles_solo,0,,,,,
player,201210140rav,dal,JenkMi99,tackles_assists,0,,,,,
player,201210140rav,dal,JenkMi99,tackles_loss,0,,,,,
player,201210140rav,dal,JenkMi99,qb_hits,0,,,,,
player,201210140rav,dal,JenkMi99,fumbles_rec,0,,,,,
player,201210140rav,dal,JenkMi99,fumbles_rec_yds,0,,,,,
player,201210140rav,dal,JenkMi99,fumbles_rec_td,0,,,,,
player,201210140rav,dal,JenkMi99,fumbles_forced,0,,,,,
player,201210140rav,rav,WillCa99,def_int,1,,,,,
player,201210140rav,rav,WillCa99,def_int_yds,0,,,,,
player,201210140rav,rav,WillCa99,def_int_td,0,,,,,
player,201210140rav,rav,WillCa99,def_int_long,0,,,,,
player,201210140rav,rav,WillCa99,pass_defended,2,,,,,
player,201210140rav,rav,WillCa99,sacks,0.0,,,,,
player,201210140rav,rav,WillCa99,tackles_combined,5,,,,,
player,201210140rav,rav,WillCa99,tackles_solo,5,,,,,
player,201210140rav,rav,WillCa99,tackles_assists,0,,,,,
player,201210140rav,rav,WillCa99,tackles_loss,0,,,,,
player,201210140rav,rav,WillCa99,qb_hits,0,,,,,
player,201210140rav,rav,WillCa99,fumbles_rec,0,,,,,
player,201210140rav,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201210140rav,rav,WillCa99,fumbles_forced,0,,,,,
player,201210140rav,rav,NgatHa20,def_int,0,,,,,
player,201210140rav,rav,NgatHa20,def_int_yds,0,,,,,
player,201210140rav,rav,NgatHa20,def_int_td,0,,,,,
player,201210140rav,rav,NgatHa20,def_int_long,0,,,,,
player,201210140rav,rav,NgatHa20,pass_defended,0,,,,,
player,201210140rav,rav,NgatHa20,sacks,1.0,,,,,
player,201210140rav,rav,NgatHa20,tackles_combined,6,,,,,
player,201210140rav,rav,NgatHa20,tackles_solo,5,,,,,
player,201210140rav,rav,NgatHa20,tackles_assists,1,,,,,
player,201210140rav,rav,NgatHa20,tackles_loss,1,,,,,
player,201210140rav,rav,NgatHa20,qb_hits,1,,,,,
player,201210140rav,rav,NgatHa20,fumbles_rec,0,,,,,
player,201210140rav,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201210140rav,rav,NgatHa20,fumbles_forced,0,,,,,
player,201210140rav,rav,LewiRa00,def_int,0,,,,,
player,201210140rav,rav,LewiRa00,def_int_yds,0,,,,,
player,201210140rav,rav,LewiRa00,def_int_td,0,,,,,
player,201210140rav,rav,LewiRa00,def_int_long,0,,,,,
player,201210140rav,rav,LewiRa00,pass_defended,0,,,,,
player,201210140rav,rav,LewiRa00,sacks,0.0,,,,,
player,201210140rav,rav,LewiRa00,tackles_combined,14,,,,,
player,201210140rav,rav,LewiRa00,tackles_solo,8,,,,,
player,201210140rav,rav,LewiRa00,tackles_assists,6,,,,,
player,201210140rav,rav,LewiRa00,tackles_loss,0,,,,,
player,201210140rav,rav,LewiRa00,qb_hits,0,,,,,
player,201210140rav,rav,LewiRa00,fumbles_rec,0,,,,,
player,201210140rav,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201210140rav,rav,LewiRa00,fumbles_forced,0,,,,,
player,201210140rav,rav,PollBe20,def_int,0,,,,,
player,201210140rav,rav,PollBe20,def_int_yds,0,,,,,
player,201210140rav,rav,PollBe20,def_int_td,0,,,,,
player,201210140rav,rav,PollBe20,def_int_long,0,,,,,
player,201210140rav,rav,PollBe20,pass_defended,0,,,,,
player,201210140rav,rav,PollBe20,sacks,0.0,,,,,
player,201210140rav,rav,PollBe20,tackles_combined,13,,,,,
player,201210140rav,rav,PollBe20,tackles_solo,8,,,,,
player,201210140rav,rav,PollBe20,tackles_assists,5,,,,,
player,201210140rav,rav,PollBe20,tackles_loss,1,,,,,
player,201210140rav,rav,PollBe20,qb_hits,0,,,,,
player,201210140rav,rav,PollBe20,fumbles_rec,0,,,,,
player,201210140rav,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201210140rav,rav,PollBe20,fumbles_forced,0,,,,,
player,201210140rav,rav,McClJa01,def_int,0,,,,,
player,201210140rav,rav,McClJa01,def_int_yds,0,,,,,
player,201210140rav,rav,McClJa01,def_int_td,0,,,,,
player,201210140rav,rav,McClJa01,def_int_long,0,,,,,
player,201210140rav,rav,McClJa01,pass_defended,0,,,,,
player,201210140rav,rav,McClJa01,sacks,0.0,,,,,
player,201210140rav,rav,McClJa01,tackles_combined,8,,,,,
player,201210140rav,rav,McClJa01,tackles_solo,7,,,,,
player,201210140rav,rav,McClJa01,tackles_assists,1,,,,,
player,201210140rav,rav,McClJa01,tackles_loss,0,,,,,
player,201210140rav,rav,McClJa01,qb_hits,0,,,,,
player,201210140rav,rav,McClJa01,fumbles_rec,0,,,,,
player,201210140rav,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201210140rav,rav,McClJa01,fumbles_forced,0,,,,,
player,201210140rav,rav,SmitJi03,def_int,0,,,,,
player,201210140rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201210140rav,rav,SmitJi03,def_int_td,0,,,,,
player,201210140rav,rav,SmitJi03,def_int_long,0,,,,,
player,201210140rav,rav,SmitJi03,pass_defended,1,,,,,
player,201210140rav,rav,SmitJi03,sacks,0.0,,,,,
player,201210140rav,rav,SmitJi03,tackles_combined,7,,,,,
player,201210140rav,rav,SmitJi03,tackles_solo,7,,,,,
player,201210140rav,rav,SmitJi03,tackles_assists,0,,,,,
player,201210140rav,rav,SmitJi03,tackles_loss,1,,,,,
player,201210140rav,rav,SmitJi03,qb_hits,0,,,,,
player,201210140rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201210140rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201210140rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201210140rav,rav,UpshCo00,def_int,0,,,,,
player,201210140rav,rav,UpshCo00,def_int_yds,0,,,,,
player,201210140rav,rav,UpshCo00,def_int_td,0,,,,,
player,201210140rav,rav,UpshCo00,def_int_long,0,,,,,
player,201210140rav,rav,UpshCo00,pass_defended,0,,,,,
player,201210140rav,rav,UpshCo00,sacks,0.0,,,,,
player,201210140rav,rav,UpshCo00,tackles_combined,6,,,,,
player,201210140rav,rav,UpshCo00,tackles_solo,4,,,,,
player,201210140rav,rav,UpshCo00,tackles_assists,2,,,,,
player,201210140rav,rav,UpshCo00,tackles_loss,1,,,,,
player,201210140rav,rav,UpshCo00,qb_hits,1,,,,,
player,201210140rav,rav,UpshCo00,fumbles_rec,0,,,,,
player,201210140rav,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201210140rav,rav,UpshCo00,fumbles_forced,0,,,,,
player,201210140rav,rav,KemoMa20,def_int,0,,,,,
player,201210140rav,rav,KemoMa20,def_int_yds,0,,,,,
player,201210140rav,rav,KemoMa20,def_int_td,0,,,,,
player,201210140rav,rav,KemoMa20,def_int_long,0,,,,,
player,201210140rav,rav,KemoMa20,pass_defended,0,,,,,
player,201210140rav,rav,KemoMa20,sacks,0.0,,,,,
player,201210140rav,rav,KemoMa20,tackles_combined,5,,,,,
player,201210140rav,rav,KemoMa20,tackles_solo,3,,,,,
player,201210140rav,rav,KemoMa20,tackles_assists,2,,,,,
player,201210140rav,rav,KemoMa20,tackles_loss,0,,,,,
player,201210140rav,rav,KemoMa20,qb_hits,0,,,,,
player,201210140rav,rav,KemoMa20,fumbles_rec,0,,,,,
player,201210140rav,rav,KemoMa20,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,KemoMa20,fumbles_rec_td,0,,,,,
player,201210140rav,rav,KemoMa20,fumbles_forced,0,,,,,
player,201210140rav,rav,McPhPe00,def_int,0,,,,,
player,201210140rav,rav,McPhPe00,def_int_yds,0,,,,,
player,201210140rav,rav,McPhPe00,def_int_td,0,,,,,
player,201210140rav,rav,McPhPe00,def_int_long,0,,,,,
player,201210140rav,rav,McPhPe00,pass_defended,0,,,,,
player,201210140rav,rav,McPhPe00,sacks,0.0,,,,,
player,201210140rav,rav,McPhPe00,tackles_combined,4,,,,,
player,201210140rav,rav,McPhPe00,tackles_solo,4,,,,,
player,201210140rav,rav,McPhPe00,tackles_assists,0,,,,,
player,201210140rav,rav,McPhPe00,tackles_loss,0,,,,,
player,201210140rav,rav,McPhPe00,qb_hits,0,,,,,
player,201210140rav,rav,McPhPe00,fumbles_rec,0,,,,,
player,201210140rav,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201210140rav,rav,McPhPe00,fumbles_forced,0,,,,,
player,201210140rav,rav,CodyTe99,def_int,0,,,,,
player,201210140rav,rav,CodyTe99,def_int_yds,0,,,,,
player,201210140rav,rav,CodyTe99,def_int_td,0,,,,,
player,201210140rav,rav,CodyTe99,def_int_long,0,,,,,
player,201210140rav,rav,CodyTe99,pass_defended,0,,,,,
player,201210140rav,rav,CodyTe99,sacks,0.0,,,,,
player,201210140rav,rav,CodyTe99,tackles_combined,3,,,,,
player,201210140rav,rav,CodyTe99,tackles_solo,1,,,,,
player,201210140rav,rav,CodyTe99,tackles_assists,2,,,,,
player,201210140rav,rav,CodyTe99,tackles_loss,0,,,,,
player,201210140rav,rav,CodyTe99,qb_hits,0,,,,,
player,201210140rav,rav,CodyTe99,fumbles_rec,0,,,,,
player,201210140rav,rav,CodyTe99,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,CodyTe99,fumbles_rec_td,0,,,,,
player,201210140rav,rav,CodyTe99,fumbles_forced,0,,,,,
player,201210140rav,rav,ElleDa99,def_int,0,,,,,
player,201210140rav,rav,ElleDa99,def_int_yds,0,,,,,
player,201210140rav,rav,ElleDa99,def_int_td,0,,,,,
player,201210140rav,rav,ElleDa99,def_int_long,0,,,,,
player,201210140rav,rav,ElleDa99,pass_defended,0,,,,,
player,201210140rav,rav,ElleDa99,sacks,0.0,,,,,
player,201210140rav,rav,ElleDa99,tackles_combined,3,,,,,
player,201210140rav,rav,ElleDa99,tackles_solo,3,,,,,
player,201210140rav,rav,ElleDa99,tackles_assists,0,,,,,
player,201210140rav,rav,ElleDa99,tackles_loss,0,,,,,
player,201210140rav,rav,ElleDa99,qb_hits,1,,,,,
player,201210140rav,rav,ElleDa99,fumbles_rec,0,,,,,
player,201210140rav,rav,ElleDa99,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,ElleDa99,fumbles_rec_td,0,,,,,
player,201210140rav,rav,ElleDa99,fumbles_forced,0,,,,,
player,201210140rav,rav,McClAl00,def_int,0,,,,,
player,201210140rav,rav,McClAl00,def_int_yds,0,,,,,
player,201210140rav,rav,McClAl00,def_int_td,0,,,,,
player,201210140rav,rav,McClAl00,def_int_long,0,,,,,
player,201210140rav,rav,McClAl00,pass_defended,0,,,,,
player,201210140rav,rav,McClAl00,sacks,0.0,,,,,
player,201210140rav,rav,McClAl00,tackles_combined,3,,,,,
player,201210140rav,rav,McClAl00,tackles_solo,2,,,,,
player,201210140rav,rav,McClAl00,tackles_assists,1,,,,,
player,201210140rav,rav,McClAl00,tackles_loss,0,,,,,
player,201210140rav,rav,McClAl00,qb_hits,0,,,,,
player,201210140rav,rav,McClAl00,fumbles_rec,0,,,,,
player,201210140rav,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201210140rav,rav,McClAl00,fumbles_forced,0,,,,,
player,201210140rav,rav,ReedEd00,def_int,0,,,,,
player,201210140rav,rav,ReedEd00,def_int_yds,0,,,,,
player,201210140rav,rav,ReedEd00,def_int_td,0,,,,,
player,201210140rav,rav,ReedEd00,def_int_long,0,,,,,
player,201210140rav,rav,ReedEd00,pass_defended,0,,,,,
player,201210140rav,rav,ReedEd00,sacks,0.0,,,,,
player,201210140rav,rav,ReedEd00,tackles_combined,3,,,,,
player,201210140rav,rav,ReedEd00,tackles_solo,3,,,,,
player,201210140rav,rav,ReedEd00,tackles_assists,0,,,,,
player,201210140rav,rav,ReedEd00,tackles_loss,0,,,,,
player,201210140rav,rav,ReedEd00,qb_hits,0,,,,,
player,201210140rav,rav,ReedEd00,fumbles_rec,0,,,,,
player,201210140rav,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201210140rav,rav,ReedEd00,fumbles_forced,0,,,,,
player,201210140rav,rav,KrugPa99,def_int,0,,,,,
player,201210140rav,rav,KrugPa99,def_int_yds,0,,,,,
player,201210140rav,rav,KrugPa99,def_int_td,0,,,,,
player,201210140rav,rav,KrugPa99,def_int_long,0,,,,,
player,201210140rav,rav,KrugPa99,pass_defended,0,,,,,
player,201210140rav,rav,KrugPa99,sacks,0.0,,,,,
player,201210140rav,rav,KrugPa99,tackles_combined,2,,,,,
player,201210140rav,rav,KrugPa99,tackles_solo,1,,,,,
player,201210140rav,rav,KrugPa99,tackles_assists,1,,,,,
player,201210140rav,rav,KrugPa99,tackles_loss,0,,,,,
player,201210140rav,rav,KrugPa99,qb_hits,0,,,,,
player,201210140rav,rav,KrugPa99,fumbles_rec,0,,,,,
player,201210140rav,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201210140rav,rav,KrugPa99,fumbles_forced,0,,,,,
player,201210140rav,rav,AlleAn01,def_int,0,,,,,
player,201210140rav,rav,AlleAn01,def_int_yds,0,,,,,
player,201210140rav,rav,AlleAn01,def_int_td,0,,,,,
player,201210140rav,rav,AlleAn01,def_int_long,0,,,,,
player,201210140rav,rav,AlleAn01,pass_defended,0,,,,,
player,201210140rav,rav,AlleAn01,sacks,0.0,,,,,
player,201210140rav,rav,AlleAn01,tackles_combined,1,,,,,
player,201210140rav,rav,AlleAn01,tackles_solo,1,,,,,
player,201210140rav,rav,AlleAn01,tackles_assists,0,,,,,
player,201210140rav,rav,AlleAn01,tackles_loss,0,,,,,
player,201210140rav,rav,AlleAn01,qb_hits,0,,,,,
player,201210140rav,rav,AlleAn01,fumbles_rec,0,,,,,
player,201210140rav,rav,AlleAn01,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,AlleAn01,fumbles_rec_td,0,,,,,
player,201210140rav,rav,AlleAn01,fumbles_forced,0,,,,,
player,201210140rav,rav,AyanBr99,def_int,0,,,,,
player,201210140rav,rav,AyanBr99,def_int_yds,0,,,,,
player,201210140rav,rav,AyanBr99,def_int_td,0,,,,,
player,201210140rav,rav,AyanBr99,def_int_long,0,,,,,
player,201210140rav,rav,AyanBr99,pass_defended,0,,,,,
player,201210140rav,rav,AyanBr99,sacks,0.0,,,,,
