game,2012,1,20120909,201209090kan,atl,"Atlanta Falcons",40,kan,"Kansas City Chiefs",24
player,201209090kan,atl,AbraJo00,tackles_solo,3,,,,,
player,201209090kan,atl,AbraJo00,tackles_assists,0,,,,,
player,201209090kan,atl,AbraJo00,tackles_loss,2,,,,,
player,201209090kan,atl,AbraJo00,qb_hits,1,,,,,
player,201209090kan,atl,AbraJo00,fumbles_rec,0,,,,,
player,201209090kan,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201209090kan,atl,AbraJo00,fumbles_forced,1,,,,,
player,201209090kan,atl,BabiJo20,def_int,0,,,,,
player,201209090kan,atl,BabiJo20,def_int_yds,0,,,,,
player,201209090kan,atl,BabiJo20,def_int_td,0,,,,,
player,201209090kan,atl,BabiJo20,def_int_long,0,,,,,
player,201209090kan,atl,BabiJo20,pass_defended,1,,,,,
player,201209090kan,atl,BabiJo20,sacks,1.0,,,,,
player,201209090kan,atl,BabiJo20,tackles_combined,1,,,,,
player,201209090kan,atl,BabiJo20,tackles_solo,1,,,,,
player,201209090kan,atl,BabiJo20,tackles_assists,0,,,,,
player,201209090kan,atl,BabiJo20,tackles_loss,1,,,,,
player,201209090kan,atl,BabiJo20,qb_hits,1,,,,,
player,201209090kan,atl,BabiJo20,fumbles_rec,0,,,,,
player,201209090kan,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201209090kan,atl,BabiJo20,fumbles_forced,0,,,,,
player,201209090kan,atl,DeCoTh99,def_int,0,,,,,
player,201209090kan,atl,DeCoTh99,def_int_yds,0,,,,,
player,201209090kan,atl,DeCoTh99,def_int_td,0,,,,,
player,201209090kan,atl,DeCoTh99,def_int_long,0,,,,,
player,201209090kan,atl,DeCoTh99,pass_defended,0,,,,,
player,201209090kan,atl,DeCoTh99,sacks,0.0,,,,,
player,201209090kan,atl,DeCoTh99,tackles_combined,7,,,,,
player,201209090kan,atl,DeCoTh99,tackles_solo,6,,,,,
player,201209090kan,atl,DeCoTh99,tackles_assists,1,,,,,
player,201209090kan,atl,DeCoTh99,tackles_loss,0,,,,,
player,201209090kan,atl,DeCoTh99,qb_hits,0,,,,,
player,201209090kan,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201209090kan,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201209090kan,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201209090kan,atl,GrimBr20,def_int,0,,,,,
player,201209090kan,atl,GrimBr20,def_int_yds,0,,,,,
player,201209090kan,atl,GrimBr20,def_int_td,0,,,,,
player,201209090kan,atl,GrimBr20,def_int_long,0,,,,,
player,201209090kan,atl,GrimBr20,pass_defended,0,,,,,
player,201209090kan,atl,GrimBr20,sacks,0.0,,,,,
player,201209090kan,atl,GrimBr20,tackles_combined,6,,,,,
player,201209090kan,atl,GrimBr20,tackles_solo,6,,,,,
player,201209090kan,atl,GrimBr20,tackles_assists,0,,,,,
player,201209090kan,atl,GrimBr20,tackles_loss,0,,,,,
player,201209090kan,atl,GrimBr20,qb_hits,0,,,,,
player,201209090kan,atl,GrimBr20,fumbles_rec,0,,,,,
player,201209090kan,atl,GrimBr20,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,GrimBr20,fumbles_rec_td,0,,,,,
player,201209090kan,atl,GrimBr20,fumbles_forced,0,,,,,
player,201209090kan,atl,BierKr99,def_int,0,,,,,
player,201209090kan,atl,BierKr99,def_int_yds,0,,,,,
player,201209090kan,atl,BierKr99,def_int_td,0,,,,,
player,201209090kan,atl,BierKr99,def_int_long,0,,,,,
player,201209090kan,atl,BierKr99,pass_defended,0,,,,,
player,201209090kan,atl,BierKr99,sacks,0.0,,,,,
player,201209090kan,atl,BierKr99,tackles_combined,4,,,,,
player,201209090kan,atl,BierKr99,tackles_solo,4,,,,,
player,201209090kan,atl,BierKr99,tackles_assists,0,,,,,
player,201209090kan,atl,BierKr99,tackles_loss,0,,,,,
player,201209090kan,atl,BierKr99,qb_hits,0,,,,,
player,201209090kan,atl,BierKr99,fumbles_rec,0,,,,,
player,201209090kan,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201209090kan,atl,BierKr99,fumbles_forced,0,,,,,
player,201209090kan,atl,RobiDu20,def_int,0,,,,,
player,201209090kan,atl,RobiDu20,def_int_yds,0,,,,,
player,201209090kan,atl,RobiDu20,def_int_td,0,,,,,
player,201209090kan,atl,RobiDu20,def_int_long,0,,,,,
player,201209090kan,atl,RobiDu20,pass_defended,0,,,,,
player,201209090kan,atl,RobiDu20,sacks,0.0,,,,,
player,201209090kan,atl,RobiDu20,tackles_combined,3,,,,,
player,201209090kan,atl,RobiDu20,tackles_solo,2,,,,,
player,201209090kan,atl,RobiDu20,tackles_assists,1,,,,,
player,201209090kan,atl,RobiDu20,tackles_loss,0,,,,,
player,201209090kan,atl,RobiDu20,qb_hits,0,,,,,
player,201209090kan,atl,RobiDu20,fumbles_rec,0,,,,,
player,201209090kan,atl,RobiDu20,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,RobiDu20,fumbles_rec_td,0,,,,,
player,201209090kan,atl,RobiDu20,fumbles_forced,0,,,,,
player,201209090kan,atl,SamuAs20,def_int,0,,,,,
player,201209090kan,atl,SamuAs20,def_int_yds,0,,,,,
player,201209090kan,atl,SamuAs20,def_int_td,0,,,,,
player,201209090kan,atl,SamuAs20,def_int_long,0,,,,,
player,201209090kan,atl,SamuAs20,pass_defended,1,,,,,
player,201209090kan,atl,SamuAs20,sacks,0.0,,,,,
player,201209090kan,atl,SamuAs20,tackles_combined,3,,,,,
player,201209090kan,atl,SamuAs20,tackles_solo,3,,,,,
player,201209090kan,atl,SamuAs20,tackles_assists,0,,,,,
player,201209090kan,atl,SamuAs20,tackles_loss,0,,,,,
player,201209090kan,atl,SamuAs20,qb_hits,0,,,,,
player,201209090kan,atl,SamuAs20,fumbles_rec,0,,,,,
player,201209090kan,atl,SamuAs20,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,SamuAs20,fumbles_rec_td,0,,,,,
player,201209090kan,atl,SamuAs20,fumbles_forced,0,,,,,
player,201209090kan,atl,EdwaRa21,def_int,0,,,,,
player,201209090kan,atl,EdwaRa21,def_int_yds,0,,,,,
player,201209090kan,atl,EdwaRa21,def_int_td,0,,,,,
player,201209090kan,atl,EdwaRa21,def_int_long,0,,,,,
player,201209090kan,atl,EdwaRa21,pass_defended,0,,,,,
player,201209090kan,atl,EdwaRa21,sacks,0.0,,,,,
player,201209090kan,atl,EdwaRa21,tackles_combined,2,,,,,
player,201209090kan,atl,EdwaRa21,tackles_solo,2,,,,,
player,201209090kan,atl,EdwaRa21,tackles_assists,0,,,,,
player,201209090kan,atl,EdwaRa21,tackles_loss,1,,,,,
player,201209090kan,atl,EdwaRa21,qb_hits,1,,,,,
player,201209090kan,atl,EdwaRa21,fumbles_rec,0,,,,,
player,201209090kan,atl,EdwaRa21,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,EdwaRa21,fumbles_rec_td,0,,,,,
player,201209090kan,atl,EdwaRa21,fumbles_forced,0,,,,,
player,201209090kan,atl,HarrJo02,def_int,0,,,,,
player,201209090kan,atl,HarrJo02,def_int_yds,0,,,,,
player,201209090kan,atl,HarrJo02,def_int_td,0,,,,,
player,201209090kan,atl,HarrJo02,def_int_long,0,,,,,
player,201209090kan,atl,HarrJo02,pass_defended,0,,,,,
player,201209090kan,atl,HarrJo02,sacks,0.0,,,,,
player,201209090kan,atl,HarrJo02,tackles_combined,1,,,,,
player,201209090kan,atl,HarrJo02,tackles_solo,1,,,,,
player,201209090kan,atl,HarrJo02,tackles_assists,0,,,,,
player,201209090kan,atl,HarrJo02,tackles_loss,0,,,,,
player,201209090kan,atl,HarrJo02,qb_hits,0,,,,,
player,201209090kan,atl,HarrJo02,fumbles_rec,0,,,,,
player,201209090kan,atl,HarrJo02,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,HarrJo02,fumbles_rec_td,0,,,,,
player,201209090kan,atl,HarrJo02,fumbles_forced,0,,,,,
player,201209090kan,atl,JameRo99,def_int,0,,,,,
player,201209090kan,atl,JameRo99,def_int_yds,0,,,,,
player,201209090kan,atl,JameRo99,def_int_td,0,,,,,
player,201209090kan,atl,JameRo99,def_int_long,0,,,,,
player,201209090kan,atl,JameRo99,pass_defended,0,,,,,
player,201209090kan,atl,JameRo99,sacks,0.0,,,,,
player,201209090kan,atl,JameRo99,tackles_combined,1,,,,,
player,201209090kan,atl,JameRo99,tackles_solo,1,,,,,
player,201209090kan,atl,JameRo99,tackles_assists,0,,,,,
player,201209090kan,atl,JameRo99,tackles_loss,0,,,,,
player,201209090kan,atl,JameRo99,qb_hits,0,,,,,
player,201209090kan,atl,JameRo99,fumbles_rec,0,,,,,
player,201209090kan,atl,JameRo99,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,JameRo99,fumbles_rec_td,0,,,,,
player,201209090kan,atl,JameRo99,fumbles_forced,0,,,,,
player,201209090kan,atl,MattCl01,def_int,0,,,,,
player,201209090kan,atl,MattCl01,def_int_yds,0,,,,,
player,201209090kan,atl,MattCl01,def_int_td,0,,,,,
player,201209090kan,atl,MattCl01,def_int_long,0,,,,,
player,201209090kan,atl,MattCl01,pass_defended,0,,,,,
player,201209090kan,atl,MattCl01,sacks,0.0,,,,,
player,201209090kan,atl,MattCl01,tackles_combined,1,,,,,
player,201209090kan,atl,MattCl01,tackles_solo,1,,,,,
player,201209090kan,atl,MattCl01,tackles_assists,0,,,,,
player,201209090kan,atl,MattCl01,tackles_loss,0,,,,,
player,201209090kan,atl,MattCl01,qb_hits,0,,,,,
player,201209090kan,atl,MattCl01,fumbles_rec,0,,,,,
player,201209090kan,atl,MattCl01,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,MattCl01,fumbles_rec_td,0,,,,,
player,201209090kan,atl,MattCl01,fumbles_forced,0,,,,,
player,201209090kan,atl,OwenCh99,def_int,0,,,,,
player,201209090kan,atl,OwenCh99,def_int_yds,0,,,,,
player,201209090kan,atl,OwenCh99,def_int_td,0,,,,,
player,201209090kan,atl,OwenCh99,def_int_long,0,,,,,
player,201209090kan,atl,OwenCh99,pass_defended,0,,,,,
player,201209090kan,atl,OwenCh99,sacks,0.0,,,,,
player,201209090kan,atl,OwenCh99,tackles_combined,1,,,,,
player,201209090kan,atl,OwenCh99,tackles_solo,1,,,,,
player,201209090kan,atl,OwenCh99,tackles_assists,0,,,,,
player,201209090kan,atl,OwenCh99,tackles_loss,0,,,,,
player,201209090kan,atl,OwenCh99,qb_hits,0,,,,,
player,201209090kan,atl,OwenCh99,fumbles_rec,0,,,,,
player,201209090kan,atl,OwenCh99,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,OwenCh99,fumbles_rec_td,0,,,,,
player,201209090kan,atl,OwenCh99,fumbles_forced,0,,,,,
player,201209090kan,atl,SnelJa00,def_int,0,,,,,
player,201209090kan,atl,SnelJa00,def_int_yds,0,,,,,
player,201209090kan,atl,SnelJa00,def_int_td,0,,,,,
player,201209090kan,atl,SnelJa00,def_int_long,0,,,,,
player,201209090kan,atl,SnelJa00,pass_defended,0,,,,,
player,201209090kan,atl,SnelJa00,sacks,0.0,,,,,
player,201209090kan,atl,SnelJa00,tackles_combined,1,,,,,
player,201209090kan,atl,SnelJa00,tackles_solo,1,,,,,
player,201209090kan,atl,SnelJa00,tackles_assists,0,,,,,
player,201209090kan,atl,SnelJa00,tackles_loss,0,,,,,
player,201209090kan,atl,SnelJa00,qb_hits,0,,,,,
player,201209090kan,atl,SnelJa00,fumbles_rec,0,,,,,
player,201209090kan,atl,SnelJa00,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,SnelJa00,fumbles_rec_td,0,,,,,
player,201209090kan,atl,SnelJa00,fumbles_forced,0,,,,,
player,201209090kan,atl,WalkVa99,def_int,0,,,,,
player,201209090kan,atl,WalkVa99,def_int_yds,0,,,,,
player,201209090kan,atl,WalkVa99,def_int_td,0,,,,,
player,201209090kan,atl,WalkVa99,def_int_long,0,,,,,
player,201209090kan,atl,WalkVa99,pass_defended,0,,,,,
player,201209090kan,atl,WalkVa99,sacks,0.0,,,,,
player,201209090kan,atl,WalkVa99,tackles_combined,1,,,,,
player,201209090kan,atl,WalkVa99,tackles_solo,1,,,,,
player,201209090kan,atl,WalkVa99,tackles_assists,0,,,,,
player,201209090kan,atl,WalkVa99,tackles_loss,0,,,,,
player,201209090kan,atl,WalkVa99,qb_hits,0,,,,,
player,201209090kan,atl,WalkVa99,fumbles_rec,0,,,,,
player,201209090kan,atl,WalkVa99,fumbles_rec_yds,0,,,,,
player,201209090kan,atl,WalkVa99,fumbles_rec_td,0,,,,,
player,201209090kan,atl,WalkVa99,fumbles_forced,0,,,,,
player,201209090kan,kan,HousJu00,def_int,0,,,,,
player,201209090kan,kan,HousJu00,def_int_yds,0,,,,,
player,201209090kan,kan,HousJu00,def_int_td,0,,,,,
player,201209090kan,kan,HousJu00,def_int_long,0,,,,,
player,201209090kan,kan,HousJu00,pass_defended,0,,,,,
player,201209090kan,kan,HousJu00,sacks,1.0,,,,,
player,201209090kan,kan,HousJu00,tackles_combined,2,,,,,
player,201209090kan,kan,HousJu00,tackles_solo,1,,,,,
player,201209090kan,kan,HousJu00,tackles_assists,1,,,,,
player,201209090kan,kan,HousJu00,tackles_loss,1,,,,,
player,201209090kan,kan,HousJu00,qb_hits,2,,,,,
player,201209090kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201209090kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201209090kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201209090kan,kan,JohnDe25,def_int,0,,,,,
player,201209090kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201209090kan,kan,JohnDe25,def_int_td,0,,,,,
player,201209090kan,kan,JohnDe25,def_int_long,0,,,,,
player,201209090kan,kan,JohnDe25,pass_defended,0,,,,,
player,201209090kan,kan,JohnDe25,sacks,0.0,,,,,
player,201209090kan,kan,JohnDe25,tackles_combined,8,,,,,
player,201209090kan,kan,JohnDe25,tackles_solo,7,,,,,
player,201209090kan,kan,JohnDe25,tackles_assists,1,,,,,
player,201209090kan,kan,JohnDe25,tackles_loss,0,,,,,
player,201209090kan,kan,JohnDe25,qb_hits,1,,,,,
player,201209090kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201209090kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201209090kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201209090kan,kan,BelcJo00,def_int,0,,,,,
player,201209090kan,kan,BelcJo00,def_int_yds,0,,,,,
player,201209090kan,kan,BelcJo00,def_int_td,0,,,,,
player,201209090kan,kan,BelcJo00,def_int_long,0,,,,,
player,201209090kan,kan,BelcJo00,pass_defended,0,,,,,
player,201209090kan,kan,BelcJo00,sacks,0.0,,,,,
player,201209090kan,kan,BelcJo00,tackles_combined,5,,,,,
player,201209090kan,kan,BelcJo00,tackles_solo,5,,,,,
player,201209090kan,kan,BelcJo00,tackles_assists,0,,,,,
player,201209090kan,kan,BelcJo00,tackles_loss,1,,,,,
player,201209090kan,kan,BelcJo00,qb_hits,0,,,,,
player,201209090kan,kan,BelcJo00,fumbles_rec,0,,,,,
player,201209090kan,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201209090kan,kan,BelcJo00,fumbles_forced,0,,,,,
player,201209090kan,kan,ElamAb20,def_int,0,,,,,
player,201209090kan,kan,ElamAb20,def_int_yds,0,,,,,
player,201209090kan,kan,ElamAb20,def_int_td,0,,,,,
player,201209090kan,kan,ElamAb20,def_int_long,0,,,,,
player,201209090kan,kan,ElamAb20,pass_defended,0,,,,,
player,201209090kan,kan,ElamAb20,sacks,0.0,,,,,
player,201209090kan,kan,ElamAb20,tackles_combined,5,,,,,
player,201209090kan,kan,ElamAb20,tackles_solo,4,,,,,
player,201209090kan,kan,ElamAb20,tackles_assists,1,,,,,
player,201209090kan,kan,ElamAb20,tackles_loss,0,,,,,
player,201209090kan,kan,ElamAb20,qb_hits,0,,,,,
player,201209090kan,kan,ElamAb20,fumbles_rec,0,,,,,
player,201209090kan,kan,ElamAb20,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,ElamAb20,fumbles_rec_td,0,,,,,
player,201209090kan,kan,ElamAb20,fumbles_forced,0,,,,,
player,201209090kan,kan,ReevJa20,def_int,0,,,,,
player,201209090kan,kan,ReevJa20,def_int_yds,0,,,,,
player,201209090kan,kan,ReevJa20,def_int_td,0,,,,,
player,201209090kan,kan,ReevJa20,def_int_long,0,,,,,
player,201209090kan,kan,ReevJa20,pass_defended,0,,,,,
player,201209090kan,kan,ReevJa20,sacks,0.0,,,,,
player,201209090kan,kan,ReevJa20,tackles_combined,4,,,,,
player,201209090kan,kan,ReevJa20,tackles_solo,4,,,,,
player,201209090kan,kan,ReevJa20,tackles_assists,0,,,,,
player,201209090kan,kan,ReevJa20,tackles_loss,0,,,,,
player,201209090kan,kan,ReevJa20,qb_hits,0,,,,,
player,201209090kan,kan,ReevJa20,fumbles_rec,0,,,,,
player,201209090kan,kan,ReevJa20,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,ReevJa20,fumbles_rec_td,0,,,,,
player,201209090kan,kan,ReevJa20,fumbles_forced,0,,,,,
player,201209090kan,kan,DaniTr20,def_int,0,,,,,
player,201209090kan,kan,DaniTr20,def_int_yds,0,,,,,
player,201209090kan,kan,DaniTr20,def_int_td,0,,,,,
player,201209090kan,kan,DaniTr20,def_int_long,0,,,,,
player,201209090kan,kan,DaniTr20,pass_defended,0,,,,,
player,201209090kan,kan,DaniTr20,sacks,0.0,,,,,
player,201209090kan,kan,DaniTr20,tackles_combined,3,,,,,
player,201209090kan,kan,DaniTr20,tackles_solo,3,,,,,
player,201209090kan,kan,DaniTr20,tackles_assists,0,,,,,
player,201209090kan,kan,DaniTr20,tackles_loss,0,,,,,
player,201209090kan,kan,DaniTr20,qb_hits,0,,,,,
player,201209090kan,kan,DaniTr20,fumbles_rec,0,,,,,
player,201209090kan,kan,DaniTr20,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,DaniTr20,fumbles_rec_td,0,,,,,
player,201209090kan,kan,DaniTr20,fumbles_forced,0,,,,,
player,201209090kan,kan,JackTy98,def_int,0,,,,,
player,201209090kan,kan,JackTy98,def_int_yds,0,,,,,
player,201209090kan,kan,JackTy98,def_int_td,0,,,,,
player,201209090kan,kan,JackTy98,def_int_long,0,,,,,
player,201209090kan,kan,JackTy98,pass_defended,0,,,,,
player,201209090kan,kan,JackTy98,sacks,0.0,,,,,
player,201209090kan,kan,JackTy98,tackles_combined,3,,,,,
player,201209090kan,kan,JackTy98,tackles_solo,3,,,,,
player,201209090kan,kan,JackTy98,tackles_assists,0,,,,,
player,201209090kan,kan,JackTy98,tackles_loss,0,,,,,
player,201209090kan,kan,JackTy98,qb_hits,0,,,,,
player,201209090kan,kan,JackTy98,fumbles_rec,0,,,,,
player,201209090kan,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201209090kan,kan,JackTy98,fumbles_forced,0,,,,,
player,201209090kan,kan,StudAn99,def_int,0,,,,,
player,201209090kan,kan,StudAn99,def_int_yds,0,,,,,
player,201209090kan,kan,StudAn99,def_int_td,0,,,,,
player,201209090kan,kan,StudAn99,def_int_long,0,,,,,
player,201209090kan,kan,StudAn99,pass_defended,0,,,,,
player,201209090kan,kan,StudAn99,sacks,0.0,,,,,
player,201209090kan,kan,StudAn99,tackles_combined,3,,,,,
player,201209090kan,kan,StudAn99,tackles_solo,2,,,,,
player,201209090kan,kan,StudAn99,tackles_assists,1,,,,,
player,201209090kan,kan,StudAn99,tackles_loss,0,,,,,
player,201209090kan,kan,StudAn99,qb_hits,0,,,,,
player,201209090kan,kan,StudAn99,fumbles_rec,0,,,,,
player,201209090kan,kan,StudAn99,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,StudAn99,fumbles_rec_td,0,,,,,
player,201209090kan,kan,StudAn99,fumbles_forced,0,,,,,
player,201209090kan,kan,BerrEr99,def_int,0,,,,,
player,201209090kan,kan,BerrEr99,def_int_yds,0,,,,,
player,201209090kan,kan,BerrEr99,def_int_td,0,,,,,
player,201209090kan,kan,BerrEr99,def_int_long,0,,,,,
player,201209090kan,kan,BerrEr99,pass_defended,1,,,,,
player,201209090kan,kan,BerrEr99,sacks,0.0,,,,,
player,201209090kan,kan,BerrEr99,tackles_combined,2,,,,,
player,201209090kan,kan,BerrEr99,tackles_solo,2,,,,,
player,201209090kan,kan,BerrEr99,tackles_assists,0,,,,,
player,201209090kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201209090kan,kan,BerrEr99,qb_hits,0,,,,,
player,201209090kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201209090kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201209090kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201209090kan,kan,DorsGl99,def_int,0,,,,,
player,201209090kan,kan,DorsGl99,def_int_yds,0,,,,,
player,201209090kan,kan,DorsGl99,def_int_td,0,,,,,
player,201209090kan,kan,DorsGl99,def_int_long,0,,,,,
player,201209090kan,kan,DorsGl99,pass_defended,0,,,,,
player,201209090kan,kan,DorsGl99,sacks,0.0,,,,,
player,201209090kan,kan,DorsGl99,tackles_combined,2,,,,,
player,201209090kan,kan,DorsGl99,tackles_solo,2,,,,,
player,201209090kan,kan,DorsGl99,tackles_assists,0,,,,,
player,201209090kan,kan,DorsGl99,tackles_loss,1,,,,,
player,201209090kan,kan,DorsGl99,qb_hits,0,,,,,
player,201209090kan,kan,DorsGl99,fumbles_rec,0,,,,,
player,201209090kan,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201209090kan,kan,DorsGl99,fumbles_forced,0,,,,,
player,201209090kan,kan,JoneEd22,def_int,0,,,,,
player,201209090kan,kan,JoneEd22,def_int_yds,0,,,,,
player,201209090kan,kan,JoneEd22,def_int_td,0,,,,,
player,201209090kan,kan,JoneEd22,def_int_long,0,,,,,
player,201209090kan,kan,JoneEd22,pass_defended,0,,,,,
player,201209090kan,kan,JoneEd22,sacks,0.0,,,,,
player,201209090kan,kan,JoneEd22,tackles_combined,2,,,,,
player,201209090kan,kan,JoneEd22,tackles_solo,1,,,,,
player,201209090kan,kan,JoneEd22,tackles_assists,1,,,,,
player,201209090kan,kan,JoneEd22,tackles_loss,0,,,,,
player,201209090kan,kan,JoneEd22,qb_hits,0,,,,,
player,201209090kan,kan,JoneEd22,fumbles_rec,0,,,,,
player,201209090kan,kan,JoneEd22,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,JoneEd22,fumbles_rec_td,0,,,,,
player,201209090kan,kan,JoneEd22,fumbles_forced,0,,,,,
player,201209090kan,kan,PoexDo00,def_int,0,,,,,
player,201209090kan,kan,PoexDo00,def_int_yds,0,,,,,
player,201209090kan,kan,PoexDo00,def_int_td,0,,,,,
player,201209090kan,kan,PoexDo00,def_int_long,0,,,,,
player,201209090kan,kan,PoexDo00,pass_defended,0,,,,,
player,201209090kan,kan,PoexDo00,sacks,0.0,,,,,
player,201209090kan,kan,PoexDo00,tackles_combined,2,,,,,
player,201209090kan,kan,PoexDo00,tackles_solo,1,,,,,
player,201209090kan,kan,PoexDo00,tackles_assists,1,,,,,
player,201209090kan,kan,PoexDo00,tackles_loss,1,,,,,
player,201209090kan,kan,PoexDo00,qb_hits,0,,,,,
player,201209090kan,kan,PoexDo00,fumbles_rec,0,,,,,
player,201209090kan,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201209090kan,kan,PoexDo00,fumbles_forced,0,,,,,
player,201209090kan,kan,PoweJe00,def_int,0,,,,,
player,201209090kan,kan,PoweJe00,def_int_yds,0,,,,,
player,201209090kan,kan,PoweJe00,def_int_td,0,,,,,
player,201209090kan,kan,PoweJe00,def_int_long,0,,,,,
player,201209090kan,kan,PoweJe00,pass_defended,0,,,,,
player,201209090kan,kan,PoweJe00,sacks,0.0,,,,,
player,201209090kan,kan,PoweJe00,tackles_combined,2,,,,,
player,201209090kan,kan,PoweJe00,tackles_solo,2,,,,,
player,201209090kan,kan,PoweJe00,tackles_assists,0,,,,,
player,201209090kan,kan,PoweJe00,tackles_loss,0,,,,,
player,201209090kan,kan,PoweJe00,qb_hits,0,,,,,
player,201209090kan,kan,PoweJe00,fumbles_rec,0,,,,,
player,201209090kan,kan,PoweJe00,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,PoweJe00,fumbles_rec_td,0,,,,,
player,201209090kan,kan,PoweJe00,fumbles_forced,0,,,,,
player,201209090kan,kan,RoutSt20,def_int,0,,,,,
player,201209090kan,kan,RoutSt20,def_int_yds,0,,,,,
player,201209090kan,kan,RoutSt20,def_int_td,0,,,,,
player,201209090kan,kan,RoutSt20,def_int_long,0,,,,,
player,201209090kan,kan,RoutSt20,pass_defended,0,,,,,
player,201209090kan,kan,RoutSt20,sacks,0.0,,,,,
player,201209090kan,kan,RoutSt20,tackles_combined,2,,,,,
player,201209090kan,kan,RoutSt20,tackles_solo,2,,,,,
player,201209090kan,kan,RoutSt20,tackles_assists,0,,,,,
player,201209090kan,kan,RoutSt20,tackles_loss,0,,,,,
player,201209090kan,kan,RoutSt20,qb_hits,0,,,,,
player,201209090kan,kan,RoutSt20,fumbles_rec,0,,,,,
player,201209090kan,kan,RoutSt20,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,RoutSt20,fumbles_rec_td,0,,,,,
player,201209090kan,kan,RoutSt20,fumbles_forced,1,,,,,
player,201209090kan,kan,ArenJa99,def_int,0,,,,,
player,201209090kan,kan,ArenJa99,def_int_yds,0,,,,,
player,201209090kan,kan,ArenJa99,def_int_td,0,,,,,
player,201209090kan,kan,ArenJa99,def_int_long,0,,,,,
player,201209090kan,kan,ArenJa99,pass_defended,0,,,,,
player,201209090kan,kan,ArenJa99,sacks,0.0,,,,,
player,201209090kan,kan,ArenJa99,tackles_combined,1,,,,,
player,201209090kan,kan,ArenJa99,tackles_solo,1,,,,,
player,201209090kan,kan,ArenJa99,tackles_assists,0,,,,,
player,201209090kan,kan,ArenJa99,tackles_loss,0,,,,,
player,201209090kan,kan,ArenJa99,qb_hits,0,,,,,
player,201209090kan,kan,ArenJa99,fumbles_rec,0,,,,,
player,201209090kan,kan,ArenJa99,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,ArenJa99,fumbles_rec_td,0,,,,,
player,201209090kan,kan,ArenJa99,fumbles_forced,0,,,,,
player,201209090kan,kan,DrauSh00,def_int,0,,,,,
player,201209090kan,kan,DrauSh00,def_int_yds,0,,,,,
player,201209090kan,kan,DrauSh00,def_int_td,0,,,,,
player,201209090kan,kan,DrauSh00,def_int_long,0,,,,,
player,201209090kan,kan,DrauSh00,pass_defended,0,,,,,
player,201209090kan,kan,DrauSh00,sacks,0.0,,,,,
player,201209090kan,kan,DrauSh00,tackles_combined,1,,,,,
player,201209090kan,kan,DrauSh00,tackles_solo,1,,,,,
