game,2012,14,20121209,201212090sfo,mia,"Miami Dolphins",13,sfo,"San Francisco 49ers",27
player,201212090sfo,mia,DansKa20,pass_defended,0,,,,,
player,201212090sfo,mia,DansKa20,sacks,0.0,,,,,
player,201212090sfo,mia,DansKa20,tackles_combined,12,,,,,
player,201212090sfo,mia,DansKa20,tackles_solo,8,,,,,
player,201212090sfo,mia,DansKa20,tackles_assists,4,,,,,
player,201212090sfo,mia,DansKa20,tackles_loss,2,,,,,
player,201212090sfo,mia,DansKa20,qb_hits,0,,,,,
player,201212090sfo,mia,DansKa20,fumbles_rec,0,,,,,
player,201212090sfo,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,DansKa20,fumbles_forced,0,,,,,
player,201212090sfo,mia,ClemCh97,def_int,0,,,,,
player,201212090sfo,mia,ClemCh97,def_int_yds,0,,,,,
player,201212090sfo,mia,ClemCh97,def_int_td,0,,,,,
player,201212090sfo,mia,ClemCh97,def_int_long,0,,,,,
player,201212090sfo,mia,ClemCh97,pass_defended,0,,,,,
player,201212090sfo,mia,ClemCh97,sacks,0.0,,,,,
player,201212090sfo,mia,ClemCh97,tackles_combined,8,,,,,
player,201212090sfo,mia,ClemCh97,tackles_solo,5,,,,,
player,201212090sfo,mia,ClemCh97,tackles_assists,3,,,,,
player,201212090sfo,mia,ClemCh97,tackles_loss,0,,,,,
player,201212090sfo,mia,ClemCh97,qb_hits,0,,,,,
player,201212090sfo,mia,ClemCh97,fumbles_rec,0,,,,,
player,201212090sfo,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,ClemCh97,fumbles_forced,0,,,,,
player,201212090sfo,mia,JoneRe99,def_int,0,,,,,
player,201212090sfo,mia,JoneRe99,def_int_yds,0,,,,,
player,201212090sfo,mia,JoneRe99,def_int_td,0,,,,,
player,201212090sfo,mia,JoneRe99,def_int_long,0,,,,,
player,201212090sfo,mia,JoneRe99,pass_defended,0,,,,,
player,201212090sfo,mia,JoneRe99,sacks,0.0,,,,,
player,201212090sfo,mia,JoneRe99,tackles_combined,8,,,,,
player,201212090sfo,mia,JoneRe99,tackles_solo,8,,,,,
player,201212090sfo,mia,JoneRe99,tackles_assists,0,,,,,
player,201212090sfo,mia,JoneRe99,tackles_loss,0,,,,,
player,201212090sfo,mia,JoneRe99,qb_hits,0,,,,,
player,201212090sfo,mia,JoneRe99,fumbles_rec,0,,,,,
player,201212090sfo,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,JoneRe99,fumbles_forced,0,,,,,
player,201212090sfo,mia,MisiKo99,def_int,0,,,,,
player,201212090sfo,mia,MisiKo99,def_int_yds,0,,,,,
player,201212090sfo,mia,MisiKo99,def_int_td,0,,,,,
player,201212090sfo,mia,MisiKo99,def_int_long,0,,,,,
player,201212090sfo,mia,MisiKo99,pass_defended,0,,,,,
player,201212090sfo,mia,MisiKo99,sacks,0.0,,,,,
player,201212090sfo,mia,MisiKo99,tackles_combined,5,,,,,
player,201212090sfo,mia,MisiKo99,tackles_solo,4,,,,,
player,201212090sfo,mia,MisiKo99,tackles_assists,1,,,,,
player,201212090sfo,mia,MisiKo99,tackles_loss,0,,,,,
player,201212090sfo,mia,MisiKo99,qb_hits,0,,,,,
player,201212090sfo,mia,MisiKo99,fumbles_rec,0,,,,,
player,201212090sfo,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,MisiKo99,fumbles_forced,0,,,,,
player,201212090sfo,mia,TrusJa99,def_int,0,,,,,
player,201212090sfo,mia,TrusJa99,def_int_yds,0,,,,,
player,201212090sfo,mia,TrusJa99,def_int_td,0,,,,,
player,201212090sfo,mia,TrusJa99,def_int_long,0,,,,,
player,201212090sfo,mia,TrusJa99,pass_defended,0,,,,,
player,201212090sfo,mia,TrusJa99,sacks,0.0,,,,,
player,201212090sfo,mia,TrusJa99,tackles_combined,5,,,,,
player,201212090sfo,mia,TrusJa99,tackles_solo,3,,,,,
player,201212090sfo,mia,TrusJa99,tackles_assists,2,,,,,
player,201212090sfo,mia,TrusJa99,tackles_loss,1,,,,,
player,201212090sfo,mia,TrusJa99,qb_hits,0,,,,,
player,201212090sfo,mia,TrusJa99,fumbles_rec,0,,,,,
player,201212090sfo,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,TrusJa99,fumbles_forced,0,,,,,
player,201212090sfo,mia,SmitSe99,def_int,0,,,,,
player,201212090sfo,mia,SmitSe99,def_int_yds,0,,,,,
player,201212090sfo,mia,SmitSe99,def_int_td,0,,,,,
player,201212090sfo,mia,SmitSe99,def_int_long,0,,,,,
player,201212090sfo,mia,SmitSe99,pass_defended,0,,,,,
player,201212090sfo,mia,SmitSe99,sacks,0.0,,,,,
player,201212090sfo,mia,SmitSe99,tackles_combined,4,,,,,
player,201212090sfo,mia,SmitSe99,tackles_solo,4,,,,,
player,201212090sfo,mia,SmitSe99,tackles_assists,0,,,,,
player,201212090sfo,mia,SmitSe99,tackles_loss,0,,,,,
player,201212090sfo,mia,SmitSe99,qb_hits,0,,,,,
player,201212090sfo,mia,SmitSe99,fumbles_rec,0,,,,,
player,201212090sfo,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,SmitSe99,fumbles_forced,0,,,,,
player,201212090sfo,mia,BurnKe20,def_int,0,,,,,
player,201212090sfo,mia,BurnKe20,def_int_yds,0,,,,,
player,201212090sfo,mia,BurnKe20,def_int_td,0,,,,,
player,201212090sfo,mia,BurnKe20,def_int_long,0,,,,,
player,201212090sfo,mia,BurnKe20,pass_defended,0,,,,,
player,201212090sfo,mia,BurnKe20,sacks,0.0,,,,,
player,201212090sfo,mia,BurnKe20,tackles_combined,3,,,,,
player,201212090sfo,mia,BurnKe20,tackles_solo,1,,,,,
player,201212090sfo,mia,BurnKe20,tackles_assists,2,,,,,
player,201212090sfo,mia,BurnKe20,tackles_loss,0,,,,,
player,201212090sfo,mia,BurnKe20,qb_hits,0,,,,,
player,201212090sfo,mia,BurnKe20,fumbles_rec,0,,,,,
player,201212090sfo,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,BurnKe20,fumbles_forced,0,,,,,
player,201212090sfo,mia,CarrNo00,def_int,0,,,,,
player,201212090sfo,mia,CarrNo00,def_int_yds,0,,,,,
player,201212090sfo,mia,CarrNo00,def_int_td,0,,,,,
player,201212090sfo,mia,CarrNo00,def_int_long,0,,,,,
player,201212090sfo,mia,CarrNo00,pass_defended,0,,,,,
player,201212090sfo,mia,CarrNo00,sacks,0.0,,,,,
player,201212090sfo,mia,CarrNo00,tackles_combined,2,,,,,
player,201212090sfo,mia,CarrNo00,tackles_solo,2,,,,,
player,201212090sfo,mia,CarrNo00,tackles_assists,0,,,,,
player,201212090sfo,mia,CarrNo00,tackles_loss,0,,,,,
player,201212090sfo,mia,CarrNo00,qb_hits,0,,,,,
player,201212090sfo,mia,CarrNo00,fumbles_rec,0,,,,,
player,201212090sfo,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,CarrNo00,fumbles_forced,0,,,,,
player,201212090sfo,mia,StanR.00,def_int,0,,,,,
player,201212090sfo,mia,StanR.00,def_int_yds,0,,,,,
player,201212090sfo,mia,StanR.00,def_int_td,0,,,,,
player,201212090sfo,mia,StanR.00,def_int_long,0,,,,,
player,201212090sfo,mia,StanR.00,pass_defended,0,,,,,
player,201212090sfo,mia,StanR.00,sacks,0.0,,,,,
player,201212090sfo,mia,StanR.00,tackles_combined,2,,,,,
player,201212090sfo,mia,StanR.00,tackles_solo,2,,,,,
player,201212090sfo,mia,StanR.00,tackles_assists,0,,,,,
player,201212090sfo,mia,StanR.00,tackles_loss,1,,,,,
player,201212090sfo,mia,StanR.00,qb_hits,0,,,,,
player,201212090sfo,mia,StanR.00,fumbles_rec,0,,,,,
player,201212090sfo,mia,StanR.00,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,StanR.00,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,StanR.00,fumbles_forced,0,,,,,
player,201212090sfo,mia,VernOl00,def_int,0,,,,,
player,201212090sfo,mia,VernOl00,def_int_yds,0,,,,,
player,201212090sfo,mia,VernOl00,def_int_td,0,,,,,
player,201212090sfo,mia,VernOl00,def_int_long,0,,,,,
player,201212090sfo,mia,VernOl00,pass_defended,0,,,,,
player,201212090sfo,mia,VernOl00,sacks,0.0,,,,,
player,201212090sfo,mia,VernOl00,tackles_combined,2,,,,,
player,201212090sfo,mia,VernOl00,tackles_solo,2,,,,,
player,201212090sfo,mia,VernOl00,tackles_assists,0,,,,,
player,201212090sfo,mia,VernOl00,tackles_loss,0,,,,,
player,201212090sfo,mia,VernOl00,qb_hits,0,,,,,
player,201212090sfo,mia,VernOl00,fumbles_rec,0,,,,,
player,201212090sfo,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,VernOl00,fumbles_forced,0,,,,,
player,201212090sfo,mia,McDaTo20,def_int,0,,,,,
player,201212090sfo,mia,McDaTo20,def_int_yds,0,,,,,
player,201212090sfo,mia,McDaTo20,def_int_td,0,,,,,
player,201212090sfo,mia,McDaTo20,def_int_long,0,,,,,
player,201212090sfo,mia,McDaTo20,pass_defended,0,,,,,
player,201212090sfo,mia,McDaTo20,sacks,0.0,,,,,
player,201212090sfo,mia,McDaTo20,tackles_combined,1,,,,,
player,201212090sfo,mia,McDaTo20,tackles_solo,1,,,,,
player,201212090sfo,mia,McDaTo20,tackles_assists,0,,,,,
player,201212090sfo,mia,McDaTo20,tackles_loss,0,,,,,
player,201212090sfo,mia,McDaTo20,qb_hits,0,,,,,
player,201212090sfo,mia,McDaTo20,fumbles_rec,0,,,,,
player,201212090sfo,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,McDaTo20,fumbles_forced,0,,,,,
player,201212090sfo,mia,SpitAu99,def_int,0,,,,,
player,201212090sfo,mia,SpitAu99,def_int_yds,0,,,,,
player,201212090sfo,mia,SpitAu99,def_int_td,0,,,,,
player,201212090sfo,mia,SpitAu99,def_int_long,0,,,,,
player,201212090sfo,mia,SpitAu99,pass_defended,0,,,,,
player,201212090sfo,mia,SpitAu99,sacks,0.0,,,,,
player,201212090sfo,mia,SpitAu99,tackles_combined,1,,,,,
player,201212090sfo,mia,SpitAu99,tackles_solo,0,,,,,
player,201212090sfo,mia,SpitAu99,tackles_assists,1,,,,,
player,201212090sfo,mia,SpitAu99,tackles_loss,0,,,,,
player,201212090sfo,mia,SpitAu99,qb_hits,0,,,,,
player,201212090sfo,mia,SpitAu99,fumbles_rec,0,,,,,
player,201212090sfo,mia,SpitAu99,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,SpitAu99,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,SpitAu99,fumbles_forced,0,,,,,
player,201212090sfo,mia,ThigMa00,def_int,0,,,,,
player,201212090sfo,mia,ThigMa00,def_int_yds,0,,,,,
player,201212090sfo,mia,ThigMa00,def_int_td,0,,,,,
player,201212090sfo,mia,ThigMa00,def_int_long,0,,,,,
player,201212090sfo,mia,ThigMa00,pass_defended,0,,,,,
player,201212090sfo,mia,ThigMa00,sacks,0.0,,,,,
player,201212090sfo,mia,ThigMa00,tackles_combined,1,,,,,
player,201212090sfo,mia,ThigMa00,tackles_solo,1,,,,,
player,201212090sfo,mia,ThigMa00,tackles_assists,0,,,,,
player,201212090sfo,mia,ThigMa00,tackles_loss,0,,,,,
player,201212090sfo,mia,ThigMa00,qb_hits,0,,,,,
player,201212090sfo,mia,ThigMa00,fumbles_rec,0,,,,,
player,201212090sfo,mia,ThigMa00,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,ThigMa00,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,ThigMa00,fumbles_forced,0,,,,,
player,201212090sfo,mia,LaneJo00,def_int,0,,,,,
player,201212090sfo,mia,LaneJo00,def_int_yds,0,,,,,
player,201212090sfo,mia,LaneJo00,def_int_td,0,,,,,
player,201212090sfo,mia,LaneJo00,def_int_long,0,,,,,
player,201212090sfo,mia,LaneJo00,pass_defended,0,,,,,
player,201212090sfo,mia,LaneJo00,sacks,0.0,,,,,
player,201212090sfo,mia,LaneJo00,tackles_combined,0,,,,,
player,201212090sfo,mia,LaneJo00,tackles_solo,0,,,,,
player,201212090sfo,mia,LaneJo00,tackles_assists,0,,,,,
player,201212090sfo,mia,LaneJo00,tackles_loss,,,,,,
player,201212090sfo,mia,LaneJo00,qb_hits,,,,,,
player,201212090sfo,mia,LaneJo00,fumbles_rec,1,,,,,
player,201212090sfo,mia,LaneJo00,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,LaneJo00,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,LaneJo00,fumbles_forced,0,,,,,
player,201212090sfo,mia,ShelDe00,def_int,0,,,,,
player,201212090sfo,mia,ShelDe00,def_int_yds,0,,,,,
player,201212090sfo,mia,ShelDe00,def_int_td,0,,,,,
player,201212090sfo,mia,ShelDe00,def_int_long,0,,,,,
player,201212090sfo,mia,ShelDe00,pass_defended,0,,,,,
player,201212090sfo,mia,ShelDe00,sacks,0.0,,,,,
player,201212090sfo,mia,ShelDe00,tackles_combined,0,,,,,
player,201212090sfo,mia,ShelDe00,tackles_solo,0,,,,,
player,201212090sfo,mia,ShelDe00,tackles_assists,0,,,,,
player,201212090sfo,mia,ShelDe00,tackles_loss,0,,,,,
player,201212090sfo,mia,ShelDe00,qb_hits,1,,,,,
player,201212090sfo,mia,ShelDe00,fumbles_rec,0,,,,,
player,201212090sfo,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,ShelDe00,fumbles_forced,0,,,,,
player,201212090sfo,mia,StarRa20,def_int,0,,,,,
player,201212090sfo,mia,StarRa20,def_int_yds,0,,,,,
player,201212090sfo,mia,StarRa20,def_int_td,0,,,,,
player,201212090sfo,mia,StarRa20,def_int_long,0,,,,,
player,201212090sfo,mia,StarRa20,pass_defended,0,,,,,
player,201212090sfo,mia,StarRa20,sacks,0.0,,,,,
player,201212090sfo,mia,StarRa20,tackles_combined,0,,,,,
player,201212090sfo,mia,StarRa20,tackles_solo,0,,,,,
player,201212090sfo,mia,StarRa20,tackles_assists,0,,,,,
player,201212090sfo,mia,StarRa20,tackles_loss,0,,,,,
player,201212090sfo,mia,StarRa20,qb_hits,1,,,,,
player,201212090sfo,mia,StarRa20,fumbles_rec,0,,,,,
player,201212090sfo,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201212090sfo,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201212090sfo,mia,StarRa20,fumbles_forced,0,,,,,
player,201212090sfo,sfo,SmitAl04,def_int,0,,,,,
player,201212090sfo,sfo,SmitAl04,def_int_yds,0,,,,,
player,201212090sfo,sfo,SmitAl04,def_int_td,0,,,,,
player,201212090sfo,sfo,SmitAl04,def_int_long,0,,,,,
player,201212090sfo,sfo,SmitAl04,pass_defended,0,,,,,
player,201212090sfo,sfo,SmitAl04,sacks,2.0,,,,,
player,201212090sfo,sfo,SmitAl04,tackles_combined,6,,,,,
player,201212090sfo,sfo,SmitAl04,tackles_solo,5,,,,,
player,201212090sfo,sfo,SmitAl04,tackles_assists,1,,,,,
player,201212090sfo,sfo,SmitAl04,tackles_loss,2,,,,,
player,201212090sfo,sfo,SmitAl04,qb_hits,2,,,,,
player,201212090sfo,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201212090sfo,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,SmitAl04,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,SmitAl04,fumbles_forced,0,,,,,
player,201212090sfo,sfo,BowmNa99,def_int,0,,,,,
player,201212090sfo,sfo,BowmNa99,def_int_yds,0,,,,,
player,201212090sfo,sfo,BowmNa99,def_int_td,0,,,,,
player,201212090sfo,sfo,BowmNa99,def_int_long,0,,,,,
player,201212090sfo,sfo,BowmNa99,pass_defended,0,,,,,
player,201212090sfo,sfo,BowmNa99,sacks,0.0,,,,,
player,201212090sfo,sfo,BowmNa99,tackles_combined,7,,,,,
player,201212090sfo,sfo,BowmNa99,tackles_solo,5,,,,,
player,201212090sfo,sfo,BowmNa99,tackles_assists,2,,,,,
player,201212090sfo,sfo,BowmNa99,tackles_loss,0,,,,,
player,201212090sfo,sfo,BowmNa99,qb_hits,0,,,,,
player,201212090sfo,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201212090sfo,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201212090sfo,sfo,WillPa98,def_int,0,,,,,
player,201212090sfo,sfo,WillPa98,def_int_yds,0,,,,,
player,201212090sfo,sfo,WillPa98,def_int_td,0,,,,,
player,201212090sfo,sfo,WillPa98,def_int_long,0,,,,,
player,201212090sfo,sfo,WillPa98,pass_defended,0,,,,,
player,201212090sfo,sfo,WillPa98,sacks,0.0,,,,,
player,201212090sfo,sfo,WillPa98,tackles_combined,6,,,,,
player,201212090sfo,sfo,WillPa98,tackles_solo,6,,,,,
player,201212090sfo,sfo,WillPa98,tackles_assists,0,,,,,
player,201212090sfo,sfo,WillPa98,tackles_loss,0,,,,,
player,201212090sfo,sfo,WillPa98,qb_hits,1,,,,,
player,201212090sfo,sfo,WillPa98,fumbles_rec,0,,,,,
player,201212090sfo,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,WillPa98,fumbles_forced,1,,,,,
player,201212090sfo,sfo,GoldDa99,def_int,0,,,,,
player,201212090sfo,sfo,GoldDa99,def_int_yds,0,,,,,
player,201212090sfo,sfo,GoldDa99,def_int_td,0,,,,,
player,201212090sfo,sfo,GoldDa99,def_int_long,0,,,,,
player,201212090sfo,sfo,GoldDa99,pass_defended,0,,,,,
player,201212090sfo,sfo,GoldDa99,sacks,0.0,,,,,
player,201212090sfo,sfo,GoldDa99,tackles_combined,5,,,,,
player,201212090sfo,sfo,GoldDa99,tackles_solo,5,,,,,
player,201212090sfo,sfo,GoldDa99,tackles_assists,0,,,,,
player,201212090sfo,sfo,GoldDa99,tackles_loss,0,,,,,
player,201212090sfo,sfo,GoldDa99,qb_hits,0,,,,,
player,201212090sfo,sfo,GoldDa99,fumbles_rec,0,,,,,
player,201212090sfo,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201212090sfo,sfo,SmitJu20,def_int,0,,,,,
player,201212090sfo,sfo,SmitJu20,def_int_yds,0,,,,,
player,201212090sfo,sfo,SmitJu20,def_int_td,0,,,,,
player,201212090sfo,sfo,SmitJu20,def_int_long,0,,,,,
player,201212090sfo,sfo,SmitJu20,pass_defended,1,,,,,
player,201212090sfo,sfo,SmitJu20,sacks,0.0,,,,,
player,201212090sfo,sfo,SmitJu20,tackles_combined,5,,,,,
player,201212090sfo,sfo,SmitJu20,tackles_solo,3,,,,,
player,201212090sfo,sfo,SmitJu20,tackles_assists,2,,,,,
player,201212090sfo,sfo,SmitJu20,tackles_loss,0,,,,,
player,201212090sfo,sfo,SmitJu20,qb_hits,1,,,,,
player,201212090sfo,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201212090sfo,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201212090sfo,sfo,WhitDo20,def_int,0,,,,,
player,201212090sfo,sfo,WhitDo20,def_int_yds,0,,,,,
player,201212090sfo,sfo,WhitDo20,def_int_td,0,,,,,
player,201212090sfo,sfo,WhitDo20,def_int_long,0,,,,,
player,201212090sfo,sfo,WhitDo20,pass_defended,0,,,,,
player,201212090sfo,sfo,WhitDo20,sacks,0.0,,,,,
player,201212090sfo,sfo,WhitDo20,tackles_combined,4,,,,,
player,201212090sfo,sfo,WhitDo20,tackles_solo,2,,,,,
player,201212090sfo,sfo,WhitDo20,tackles_assists,2,,,,,
player,201212090sfo,sfo,WhitDo20,tackles_loss,0,,,,,
player,201212090sfo,sfo,WhitDo20,qb_hits,0,,,,,
player,201212090sfo,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201212090sfo,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,WhitDo20,fumbles_forced,0,,,,,
player,201212090sfo,sfo,BrooAh21,def_int,0,,,,,
player,201212090sfo,sfo,BrooAh21,def_int_yds,0,,,,,
player,201212090sfo,sfo,BrooAh21,def_int_td,0,,,,,
player,201212090sfo,sfo,BrooAh21,def_int_long,0,,,,,
player,201212090sfo,sfo,BrooAh21,pass_defended,0,,,,,
player,201212090sfo,sfo,BrooAh21,sacks,0.0,,,,,
player,201212090sfo,sfo,BrooAh21,tackles_combined,3,,,,,
player,201212090sfo,sfo,BrooAh21,tackles_solo,2,,,,,
player,201212090sfo,sfo,BrooAh21,tackles_assists,1,,,,,
player,201212090sfo,sfo,BrooAh21,tackles_loss,1,,,,,
player,201212090sfo,sfo,BrooAh21,qb_hits,0,,,,,
player,201212090sfo,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201212090sfo,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201212090sfo,sfo,CoxxPe99,def_int,0,,,,,
player,201212090sfo,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201212090sfo,sfo,CoxxPe99,def_int_td,0,,,,,
player,201212090sfo,sfo,CoxxPe99,def_int_long,0,,,,,
player,201212090sfo,sfo,CoxxPe99,pass_defended,0,,,,,
player,201212090sfo,sfo,CoxxPe99,sacks,0.0,,,,,
player,201212090sfo,sfo,CoxxPe99,tackles_combined,3,,,,,
player,201212090sfo,sfo,CoxxPe99,tackles_solo,2,,,,,
player,201212090sfo,sfo,CoxxPe99,tackles_assists,1,,,,,
player,201212090sfo,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201212090sfo,sfo,CoxxPe99,qb_hits,0,,,,,
player,201212090sfo,sfo,CoxxPe99,fumbles_rec,0,,,,,
player,201212090sfo,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201212090sfo,sfo,DixoAn00,def_int,0,,,,,
player,201212090sfo,sfo,DixoAn00,def_int_yds,0,,,,,
player,201212090sfo,sfo,DixoAn00,def_int_td,0,,,,,
player,201212090sfo,sfo,DixoAn00,def_int_long,0,,,,,
player,201212090sfo,sfo,DixoAn00,pass_defended,0,,,,,
player,201212090sfo,sfo,DixoAn00,sacks,0.0,,,,,
player,201212090sfo,sfo,DixoAn00,tackles_combined,3,,,,,
player,201212090sfo,sfo,DixoAn00,tackles_solo,2,,,,,
player,201212090sfo,sfo,DixoAn00,tackles_assists,1,,,,,
player,201212090sfo,sfo,DixoAn00,tackles_loss,0,,,,,
player,201212090sfo,sfo,DixoAn00,qb_hits,0,,,,,
player,201212090sfo,sfo,DixoAn00,fumbles_rec,0,,,,,
player,201212090sfo,sfo,DixoAn00,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,DixoAn00,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,DixoAn00,fumbles_forced,1,,,,,
player,201212090sfo,sfo,SopoIs20,def_int,0,,,,,
player,201212090sfo,sfo,SopoIs20,def_int_yds,0,,,,,
player,201212090sfo,sfo,SopoIs20,def_int_td,0,,,,,
player,201212090sfo,sfo,SopoIs20,def_int_long,0,,,,,
player,201212090sfo,sfo,SopoIs20,pass_defended,0,,,,,
player,201212090sfo,sfo,SopoIs20,sacks,0.0,,,,,
player,201212090sfo,sfo,SopoIs20,tackles_combined,3,,,,,
player,201212090sfo,sfo,SopoIs20,tackles_solo,3,,,,,
player,201212090sfo,sfo,SopoIs20,tackles_assists,0,,,,,
player,201212090sfo,sfo,SopoIs20,tackles_loss,0,,,,,
player,201212090sfo,sfo,SopoIs20,qb_hits,0,,,,,
player,201212090sfo,sfo,SopoIs20,fumbles_rec,0,,,,,
player,201212090sfo,sfo,SopoIs20,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,SopoIs20,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,SopoIs20,fumbles_forced,0,,,,,
player,201212090sfo,sfo,BrowTa99,def_int,0,,,,,
player,201212090sfo,sfo,BrowTa99,def_int_yds,0,,,,,
player,201212090sfo,sfo,BrowTa99,def_int_td,0,,,,,
player,201212090sfo,sfo,BrowTa99,def_int_long,0,,,,,
player,201212090sfo,sfo,BrowTa99,pass_defended,0,,,,,
player,201212090sfo,sfo,BrowTa99,sacks,0.0,,,,,
player,201212090sfo,sfo,BrowTa99,tackles_combined,2,,,,,
player,201212090sfo,sfo,BrowTa99,tackles_solo,2,,,,,
player,201212090sfo,sfo,BrowTa99,tackles_assists,0,,,,,
player,201212090sfo,sfo,BrowTa99,tackles_loss,0,,,,,
player,201212090sfo,sfo,BrowTa99,qb_hits,0,,,,,
player,201212090sfo,sfo,BrowTa99,fumbles_rec,0,,,,,
player,201212090sfo,sfo,BrowTa99,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201212090sfo,sfo,CullCh00,def_int,0,,,,,
player,201212090sfo,sfo,CullCh00,def_int_yds,0,,,,,
player,201212090sfo,sfo,CullCh00,def_int_td,0,,,,,
player,201212090sfo,sfo,CullCh00,def_int_long,0,,,,,
player,201212090sfo,sfo,CullCh00,pass_defended,2,,,,,
player,201212090sfo,sfo,CullCh00,sacks,0.0,,,,,
player,201212090sfo,sfo,CullCh00,tackles_combined,2,,,,,
player,201212090sfo,sfo,CullCh00,tackles_solo,1,,,,,
player,201212090sfo,sfo,CullCh00,tackles_assists,1,,,,,
player,201212090sfo,sfo,CullCh00,tackles_loss,0,,,,,
player,201212090sfo,sfo,CullCh00,qb_hits,0,,,,,
player,201212090sfo,sfo,CullCh00,fumbles_rec,0,,,,,
player,201212090sfo,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,CullCh00,fumbles_forced,0,,,,,
player,201212090sfo,sfo,McDoRa99,def_int,0,,,,,
player,201212090sfo,sfo,McDoRa99,def_int_yds,0,,,,,
