game,2012,1,20120909,201209090min,jax,"Jacksonville Jaguars",23,min,"Minnesota Vikings",26
player,201209090min,jax,AlleRu00,tackles_solo,1,,,,,
player,201209090min,jax,AlleRu00,tackles_assists,6,,,,,
player,201209090min,jax,AlleRu00,tackles_loss,0,,,,,
player,201209090min,jax,AlleRu00,qb_hits,0,,,,,
player,201209090min,jax,AlleRu00,fumbles_rec,0,,,,,
player,201209090min,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201209090min,jax,AlleRu00,fumbles_forced,0,,,,,
player,201209090min,jax,PoluPa99,def_int,0,,,,,
player,201209090min,jax,PoluPa99,def_int_yds,0,,,,,
player,201209090min,jax,PoluPa99,def_int_td,0,,,,,
player,201209090min,jax,PoluPa99,def_int_long,0,,,,,
player,201209090min,jax,PoluPa99,pass_defended,1,,,,,
player,201209090min,jax,PoluPa99,sacks,0.0,,,,,
player,201209090min,jax,PoluPa99,tackles_combined,7,,,,,
player,201209090min,jax,PoluPa99,tackles_solo,4,,,,,
player,201209090min,jax,PoluPa99,tackles_assists,3,,,,,
player,201209090min,jax,PoluPa99,tackles_loss,0,,,,,
player,201209090min,jax,PoluPa99,qb_hits,0,,,,,
player,201209090min,jax,PoluPa99,fumbles_rec,0,,,,,
player,201209090min,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201209090min,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201209090min,jax,PoluPa99,fumbles_forced,0,,,,,
player,201209090min,jax,LoweDw99,def_int,0,,,,,
player,201209090min,jax,LoweDw99,def_int_yds,0,,,,,
player,201209090min,jax,LoweDw99,def_int_td,0,,,,,
player,201209090min,jax,LoweDw99,def_int_long,0,,,,,
player,201209090min,jax,LoweDw99,pass_defended,0,,,,,
player,201209090min,jax,LoweDw99,sacks,0.0,,,,,
player,201209090min,jax,LoweDw99,tackles_combined,6,,,,,
player,201209090min,jax,LoweDw99,tackles_solo,4,,,,,
player,201209090min,jax,LoweDw99,tackles_assists,2,,,,,
player,201209090min,jax,LoweDw99,tackles_loss,0,,,,,
player,201209090min,jax,LoweDw99,qb_hits,0,,,,,
player,201209090min,jax,LoweDw99,fumbles_rec,0,,,,,
player,201209090min,jax,LoweDw99,fumbles_rec_yds,0,,,,,
player,201209090min,jax,LoweDw99,fumbles_rec_td,0,,,,,
player,201209090min,jax,LoweDw99,fumbles_forced,0,,,,,
player,201209090min,jax,RossAa99,def_int,0,,,,,
player,201209090min,jax,RossAa99,def_int_yds,0,,,,,
player,201209090min,jax,RossAa99,def_int_td,0,,,,,
player,201209090min,jax,RossAa99,def_int_long,0,,,,,
player,201209090min,jax,RossAa99,pass_defended,0,,,,,
player,201209090min,jax,RossAa99,sacks,0.0,,,,,
player,201209090min,jax,RossAa99,tackles_combined,6,,,,,
player,201209090min,jax,RossAa99,tackles_solo,4,,,,,
player,201209090min,jax,RossAa99,tackles_assists,2,,,,,
player,201209090min,jax,RossAa99,tackles_loss,0,,,,,
player,201209090min,jax,RossAa99,qb_hits,0,,,,,
player,201209090min,jax,RossAa99,fumbles_rec,0,,,,,
player,201209090min,jax,RossAa99,fumbles_rec_yds,0,,,,,
player,201209090min,jax,RossAa99,fumbles_rec_td,0,,,,,
player,201209090min,jax,RossAa99,fumbles_forced,0,,,,,
player,201209090min,jax,MiddWi98,def_int,0,,,,,
player,201209090min,jax,MiddWi98,def_int_yds,0,,,,,
player,201209090min,jax,MiddWi98,def_int_td,0,,,,,
player,201209090min,jax,MiddWi98,def_int_long,0,,,,,
player,201209090min,jax,MiddWi98,pass_defended,0,,,,,
player,201209090min,jax,MiddWi98,sacks,0.0,,,,,
player,201209090min,jax,MiddWi98,tackles_combined,4,,,,,
player,201209090min,jax,MiddWi98,tackles_solo,2,,,,,
player,201209090min,jax,MiddWi98,tackles_assists,2,,,,,
player,201209090min,jax,MiddWi98,tackles_loss,0,,,,,
player,201209090min,jax,MiddWi98,qb_hits,0,,,,,
player,201209090min,jax,MiddWi98,fumbles_rec,0,,,,,
player,201209090min,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201209090min,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201209090min,jax,MiddWi98,fumbles_forced,0,,,,,
player,201209090min,jax,MincJe99,def_int,0,,,,,
player,201209090min,jax,MincJe99,def_int_yds,0,,,,,
player,201209090min,jax,MincJe99,def_int_td,0,,,,,
player,201209090min,jax,MincJe99,def_int_long,0,,,,,
player,201209090min,jax,MincJe99,pass_defended,0,,,,,
player,201209090min,jax,MincJe99,sacks,0.0,,,,,
player,201209090min,jax,MincJe99,tackles_combined,3,,,,,
player,201209090min,jax,MincJe99,tackles_solo,2,,,,,
player,201209090min,jax,MincJe99,tackles_assists,1,,,,,
player,201209090min,jax,MincJe99,tackles_loss,1,,,,,
player,201209090min,jax,MincJe99,qb_hits,0,,,,,
player,201209090min,jax,MincJe99,fumbles_rec,0,,,,,
player,201209090min,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201209090min,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201209090min,jax,MincJe99,fumbles_forced,0,,,,,
player,201209090min,jax,RutlKe00,def_int,0,,,,,
player,201209090min,jax,RutlKe00,def_int_yds,0,,,,,
player,201209090min,jax,RutlKe00,def_int_td,0,,,,,
player,201209090min,jax,RutlKe00,def_int_long,0,,,,,
player,201209090min,jax,RutlKe00,pass_defended,0,,,,,
player,201209090min,jax,RutlKe00,sacks,0.0,,,,,
player,201209090min,jax,RutlKe00,tackles_combined,3,,,,,
player,201209090min,jax,RutlKe00,tackles_solo,3,,,,,
player,201209090min,jax,RutlKe00,tackles_assists,0,,,,,
player,201209090min,jax,RutlKe00,tackles_loss,0,,,,,
player,201209090min,jax,RutlKe00,qb_hits,0,,,,,
player,201209090min,jax,RutlKe00,fumbles_rec,0,,,,,
player,201209090min,jax,RutlKe00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,RutlKe00,fumbles_rec_td,0,,,,,
player,201209090min,jax,RutlKe00,fumbles_forced,0,,,,,
player,201209090min,jax,BoswKy00,def_int,0,,,,,
player,201209090min,jax,BoswKy00,def_int_yds,0,,,,,
player,201209090min,jax,BoswKy00,def_int_td,0,,,,,
player,201209090min,jax,BoswKy00,def_int_long,0,,,,,
player,201209090min,jax,BoswKy00,pass_defended,0,,,,,
player,201209090min,jax,BoswKy00,sacks,0.0,,,,,
player,201209090min,jax,BoswKy00,tackles_combined,2,,,,,
player,201209090min,jax,BoswKy00,tackles_solo,1,,,,,
player,201209090min,jax,BoswKy00,tackles_assists,1,,,,,
player,201209090min,jax,BoswKy00,tackles_loss,1,,,,,
player,201209090min,jax,BoswKy00,qb_hits,0,,,,,
player,201209090min,jax,BoswKy00,fumbles_rec,0,,,,,
player,201209090min,jax,BoswKy00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,BoswKy00,fumbles_rec_td,0,,,,,
player,201209090min,jax,BoswKy00,fumbles_forced,0,,,,,
player,201209090min,jax,MoslC.20,def_int,0,,,,,
player,201209090min,jax,MoslC.20,def_int_yds,0,,,,,
player,201209090min,jax,MoslC.20,def_int_td,0,,,,,
player,201209090min,jax,MoslC.20,def_int_long,0,,,,,
player,201209090min,jax,MoslC.20,pass_defended,0,,,,,
player,201209090min,jax,MoslC.20,sacks,0.0,,,,,
player,201209090min,jax,MoslC.20,tackles_combined,2,,,,,
player,201209090min,jax,MoslC.20,tackles_solo,0,,,,,
player,201209090min,jax,MoslC.20,tackles_assists,2,,,,,
player,201209090min,jax,MoslC.20,tackles_loss,0,,,,,
player,201209090min,jax,MoslC.20,qb_hits,0,,,,,
player,201209090min,jax,MoslC.20,fumbles_rec,1,,,,,
player,201209090min,jax,MoslC.20,fumbles_rec_yds,0,,,,,
player,201209090min,jax,MoslC.20,fumbles_rec_td,0,,,,,
player,201209090min,jax,MoslC.20,fumbles_forced,0,,,,,
player,201209090min,jax,OwenMo01,def_int,0,,,,,
player,201209090min,jax,OwenMo01,def_int_yds,0,,,,,
player,201209090min,jax,OwenMo01,def_int_td,0,,,,,
player,201209090min,jax,OwenMo01,def_int_long,0,,,,,
player,201209090min,jax,OwenMo01,pass_defended,0,,,,,
player,201209090min,jax,OwenMo01,sacks,0.0,,,,,
player,201209090min,jax,OwenMo01,tackles_combined,2,,,,,
player,201209090min,jax,OwenMo01,tackles_solo,2,,,,,
player,201209090min,jax,OwenMo01,tackles_assists,0,,,,,
player,201209090min,jax,OwenMo01,tackles_loss,0,,,,,
player,201209090min,jax,OwenMo01,qb_hits,0,,,,,
player,201209090min,jax,OwenMo01,fumbles_rec,0,,,,,
player,201209090min,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201209090min,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201209090min,jax,OwenMo01,fumbles_forced,0,,,,,
player,201209090min,jax,BlakAn00,def_int,0,,,,,
player,201209090min,jax,BlakAn00,def_int_yds,0,,,,,
player,201209090min,jax,BlakAn00,def_int_td,0,,,,,
player,201209090min,jax,BlakAn00,def_int_long,0,,,,,
player,201209090min,jax,BlakAn00,pass_defended,0,,,,,
player,201209090min,jax,BlakAn00,sacks,0.0,,,,,
player,201209090min,jax,BlakAn00,tackles_combined,1,,,,,
player,201209090min,jax,BlakAn00,tackles_solo,1,,,,,
player,201209090min,jax,BlakAn00,tackles_assists,0,,,,,
player,201209090min,jax,BlakAn00,tackles_loss,0,,,,,
player,201209090min,jax,BlakAn00,qb_hits,0,,,,,
player,201209090min,jax,BlakAn00,fumbles_rec,0,,,,,
player,201209090min,jax,BlakAn00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,BlakAn00,fumbles_rec_td,0,,,,,
player,201209090min,jax,BlakAn00,fumbles_forced,0,,,,,
player,201209090min,jax,BranAn00,def_int,0,,,,,
player,201209090min,jax,BranAn00,def_int_yds,0,,,,,
player,201209090min,jax,BranAn00,def_int_td,0,,,,,
player,201209090min,jax,BranAn00,def_int_long,0,,,,,
player,201209090min,jax,BranAn00,pass_defended,0,,,,,
player,201209090min,jax,BranAn00,sacks,0.0,,,,,
player,201209090min,jax,BranAn00,tackles_combined,1,,,,,
player,201209090min,jax,BranAn00,tackles_solo,1,,,,,
player,201209090min,jax,BranAn00,tackles_assists,0,,,,,
player,201209090min,jax,BranAn00,tackles_loss,0,,,,,
player,201209090min,jax,BranAn00,qb_hits,0,,,,,
player,201209090min,jax,BranAn00,fumbles_rec,0,,,,,
player,201209090min,jax,BranAn00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,BranAn00,fumbles_rec_td,0,,,,,
player,201209090min,jax,BranAn00,fumbles_forced,0,,,,,
player,201209090min,jax,MarsBr01,def_int,0,,,,,
player,201209090min,jax,MarsBr01,def_int_yds,0,,,,,
player,201209090min,jax,MarsBr01,def_int_td,0,,,,,
player,201209090min,jax,MarsBr01,def_int_long,0,,,,,
player,201209090min,jax,MarsBr01,pass_defended,0,,,,,
player,201209090min,jax,MarsBr01,sacks,0.0,,,,,
player,201209090min,jax,MarsBr01,tackles_combined,1,,,,,
player,201209090min,jax,MarsBr01,tackles_solo,1,,,,,
player,201209090min,jax,MarsBr01,tackles_assists,0,,,,,
player,201209090min,jax,MarsBr01,tackles_loss,0,,,,,
player,201209090min,jax,MarsBr01,qb_hits,0,,,,,
player,201209090min,jax,MarsBr01,fumbles_rec,0,,,,,
player,201209090min,jax,MarsBr01,fumbles_rec_yds,0,,,,,
player,201209090min,jax,MarsBr01,fumbles_rec_td,0,,,,,
player,201209090min,jax,MarsBr01,fumbles_forced,0,,,,,
player,201209090min,jax,MathRa99,def_int,0,,,,,
player,201209090min,jax,MathRa99,def_int_yds,0,,,,,
player,201209090min,jax,MathRa99,def_int_td,0,,,,,
player,201209090min,jax,MathRa99,def_int_long,0,,,,,
player,201209090min,jax,MathRa99,pass_defended,1,,,,,
player,201209090min,jax,MathRa99,sacks,0.0,,,,,
player,201209090min,jax,MathRa99,tackles_combined,1,,,,,
player,201209090min,jax,MathRa99,tackles_solo,1,,,,,
player,201209090min,jax,MathRa99,tackles_assists,0,,,,,
player,201209090min,jax,MathRa99,tackles_loss,0,,,,,
player,201209090min,jax,MathRa99,qb_hits,0,,,,,
player,201209090min,jax,MathRa99,fumbles_rec,0,,,,,
player,201209090min,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201209090min,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201209090min,jax,MathRa99,fumbles_forced,0,,,,,
player,201209090min,jax,ParmJa00,def_int,0,,,,,
player,201209090min,jax,ParmJa00,def_int_yds,0,,,,,
player,201209090min,jax,ParmJa00,def_int_td,0,,,,,
player,201209090min,jax,ParmJa00,def_int_long,0,,,,,
player,201209090min,jax,ParmJa00,pass_defended,0,,,,,
player,201209090min,jax,ParmJa00,sacks,0.0,,,,,
player,201209090min,jax,ParmJa00,tackles_combined,1,,,,,
player,201209090min,jax,ParmJa00,tackles_solo,0,,,,,
player,201209090min,jax,ParmJa00,tackles_assists,1,,,,,
player,201209090min,jax,ParmJa00,tackles_loss,0,,,,,
player,201209090min,jax,ParmJa00,qb_hits,0,,,,,
player,201209090min,jax,ParmJa00,fumbles_rec,0,,,,,
player,201209090min,jax,ParmJa00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,ParmJa00,fumbles_rec_td,0,,,,,
player,201209090min,jax,ParmJa00,fumbles_forced,0,,,,,
player,201209090min,jax,ProsCh00,def_int,0,,,,,
player,201209090min,jax,ProsCh00,def_int_yds,0,,,,,
player,201209090min,jax,ProsCh00,def_int_td,0,,,,,
player,201209090min,jax,ProsCh00,def_int_long,0,,,,,
player,201209090min,jax,ProsCh00,pass_defended,1,,,,,
player,201209090min,jax,ProsCh00,sacks,0.0,,,,,
player,201209090min,jax,ProsCh00,tackles_combined,1,,,,,
player,201209090min,jax,ProsCh00,tackles_solo,0,,,,,
player,201209090min,jax,ProsCh00,tackles_assists,1,,,,,
player,201209090min,jax,ProsCh00,tackles_loss,0,,,,,
player,201209090min,jax,ProsCh00,qb_hits,0,,,,,
player,201209090min,jax,ProsCh00,fumbles_rec,0,,,,,
player,201209090min,jax,ProsCh00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,ProsCh00,fumbles_rec_td,0,,,,,
player,201209090min,jax,ProsCh00,fumbles_forced,0,,,,,
player,201209090min,jax,SmitDa24,def_int,0,,,,,
player,201209090min,jax,SmitDa24,def_int_yds,0,,,,,
player,201209090min,jax,SmitDa24,def_int_td,0,,,,,
player,201209090min,jax,SmitDa24,def_int_long,0,,,,,
player,201209090min,jax,SmitDa24,pass_defended,0,,,,,
player,201209090min,jax,SmitDa24,sacks,0.0,,,,,
player,201209090min,jax,SmitDa24,tackles_combined,1,,,,,
player,201209090min,jax,SmitDa24,tackles_solo,1,,,,,
player,201209090min,jax,SmitDa24,tackles_assists,0,,,,,
player,201209090min,jax,SmitDa24,tackles_loss,,,,,,
player,201209090min,jax,SmitDa24,qb_hits,,,,,,
player,201209090min,jax,SmitDa24,fumbles_rec,0,,,,,
player,201209090min,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201209090min,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201209090min,jax,SmitDa24,fumbles_forced,0,,,,,
player,201209090min,jax,StanJu00,def_int,0,,,,,
player,201209090min,jax,StanJu00,def_int_yds,0,,,,,
player,201209090min,jax,StanJu00,def_int_td,0,,,,,
player,201209090min,jax,StanJu00,def_int_long,0,,,,,
player,201209090min,jax,StanJu00,pass_defended,0,,,,,
player,201209090min,jax,StanJu00,sacks,0.0,,,,,
player,201209090min,jax,StanJu00,tackles_combined,1,,,,,
player,201209090min,jax,StanJu00,tackles_solo,0,,,,,
player,201209090min,jax,StanJu00,tackles_assists,1,,,,,
player,201209090min,jax,StanJu00,tackles_loss,0,,,,,
player,201209090min,jax,StanJu00,qb_hits,0,,,,,
player,201209090min,jax,StanJu00,fumbles_rec,1,,,,,
player,201209090min,jax,StanJu00,fumbles_rec_yds,0,,,,,
player,201209090min,jax,StanJu00,fumbles_rec_td,0,,,,,
player,201209090min,jax,StanJu00,fumbles_forced,0,,,,,
player,201209090min,jax,MorgAa00,def_int,,,,,,
player,201209090min,jax,MorgAa00,def_int_yds,,,,,,
player,201209090min,jax,MorgAa00,def_int_td,,,,,,
player,201209090min,jax,MorgAa00,def_int_long,,,,,,
player,201209090min,jax,MorgAa00,pass_defended,0,,,,,
player,201209090min,jax,MorgAa00,sacks,0.0,,,,,
player,201209090min,jax,MorgAa00,tackles_combined,1,,,,,
player,201209090min,jax,MorgAa00,tackles_solo,1,,,,,
player,201209090min,jax,MorgAa00,tackles_assists,0,,,,,
player,201209090min,jax,MorgAa00,tackles_loss,1,,,,,
player,201209090min,jax,MorgAa00,qb_hits,0,,,,,
player,201209090min,jax,MorgAa00,fumbles_rec,0,,,,,
player,201209090min,jax,MorgAa00,fumbles_rec_yds,,,,,,
player,201209090min,jax,MorgAa00,fumbles_rec_td,,,,,,
player,201209090min,jax,MorgAa00,fumbles_forced,0,,,,,
player,201209090min,min,HendEr99,def_int,0,,,,,
player,201209090min,min,HendEr99,def_int_yds,0,,,,,
player,201209090min,min,HendEr99,def_int_td,0,,,,,
player,201209090min,min,HendEr99,def_int_long,0,,,,,
player,201209090min,min,HendEr99,pass_defended,0,,,,,
player,201209090min,min,HendEr99,sacks,1.0,,,,,
player,201209090min,min,HendEr99,tackles_combined,10,,,,,
player,201209090min,min,HendEr99,tackles_solo,6,,,,,
player,201209090min,min,HendEr99,tackles_assists,4,,,,,
player,201209090min,min,HendEr99,tackles_loss,1,,,,,
player,201209090min,min,HendEr99,qb_hits,1,,,,,
player,201209090min,min,HendEr99,fumbles_rec,0,,,,,
player,201209090min,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201209090min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201209090min,min,HendEr99,fumbles_forced,0,,,,,
player,201209090min,min,CookCh99,def_int,0,,,,,
player,201209090min,min,CookCh99,def_int_yds,0,,,,,
player,201209090min,min,CookCh99,def_int_td,0,,,,,
player,201209090min,min,CookCh99,def_int_long,0,,,,,
player,201209090min,min,CookCh99,pass_defended,2,,,,,
player,201209090min,min,CookCh99,sacks,1.0,,,,,
player,201209090min,min,CookCh99,tackles_combined,5,,,,,
player,201209090min,min,CookCh99,tackles_solo,4,,,,,
player,201209090min,min,CookCh99,tackles_assists,1,,,,,
player,201209090min,min,CookCh99,tackles_loss,1,,,,,
player,201209090min,min,CookCh99,qb_hits,1,,,,,
player,201209090min,min,CookCh99,fumbles_rec,0,,,,,
player,201209090min,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201209090min,min,CookCh99,fumbles_rec_td,0,,,,,
player,201209090min,min,CookCh99,fumbles_forced,0,,,,,
player,201209090min,min,GreeCh99,def_int,0,,,,,
player,201209090min,min,GreeCh99,def_int_yds,0,,,,,
player,201209090min,min,GreeCh99,def_int_td,0,,,,,
player,201209090min,min,GreeCh99,def_int_long,0,,,,,
player,201209090min,min,GreeCh99,pass_defended,2,,,,,
player,201209090min,min,GreeCh99,sacks,0.0,,,,,
player,201209090min,min,GreeCh99,tackles_combined,13,,,,,
player,201209090min,min,GreeCh99,tackles_solo,9,,,,,
player,201209090min,min,GreeCh99,tackles_assists,4,,,,,
player,201209090min,min,GreeCh99,tackles_loss,0,,,,,
player,201209090min,min,GreeCh99,qb_hits,1,,,,,
player,201209090min,min,GreeCh99,fumbles_rec,0,,,,,
player,201209090min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201209090min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201209090min,min,GreeCh99,fumbles_forced,0,,,,,
player,201209090min,min,SmitHa00,def_int,0,,,,,
player,201209090min,min,SmitHa00,def_int_yds,0,,,,,
player,201209090min,min,SmitHa00,def_int_td,0,,,,,
player,201209090min,min,SmitHa00,def_int_long,0,,,,,
player,201209090min,min,SmitHa00,pass_defended,1,,,,,
player,201209090min,min,SmitHa00,sacks,0.0,,,,,
player,201209090min,min,SmitHa00,tackles_combined,7,,,,,
player,201209090min,min,SmitHa00,tackles_solo,3,,,,,
player,201209090min,min,SmitHa00,tackles_assists,4,,,,,
player,201209090min,min,SmitHa00,tackles_loss,0,,,,,
player,201209090min,min,SmitHa00,qb_hits,0,,,,,
player,201209090min,min,SmitHa00,fumbles_rec,0,,,,,
player,201209090min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201209090min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201209090min,min,SmitHa00,fumbles_forced,0,,,,,
player,201209090min,min,BrinJa99,def_int,0,,,,,
player,201209090min,min,BrinJa99,def_int_yds,0,,,,,
player,201209090min,min,BrinJa99,def_int_td,0,,,,,
player,201209090min,min,BrinJa99,def_int_long,0,,,,,
player,201209090min,min,BrinJa99,pass_defended,0,,,,,
player,201209090min,min,BrinJa99,sacks,0.0,,,,,
player,201209090min,min,BrinJa99,tackles_combined,6,,,,,
player,201209090min,min,BrinJa99,tackles_solo,4,,,,,
player,201209090min,min,BrinJa99,tackles_assists,2,,,,,
player,201209090min,min,BrinJa99,tackles_loss,0,,,,,
player,201209090min,min,BrinJa99,qb_hits,0,,,,,
player,201209090min,min,BrinJa99,fumbles_rec,0,,,,,
player,201209090min,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201209090min,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201209090min,min,BrinJa99,fumbles_forced,0,,,,,
player,201209090min,min,RobiJo01,def_int,0,,,,,
player,201209090min,min,RobiJo01,def_int_yds,0,,,,,
player,201209090min,min,RobiJo01,def_int_td,0,,,,,
player,201209090min,min,RobiJo01,def_int_long,0,,,,,
player,201209090min,min,RobiJo01,pass_defended,0,,,,,
player,201209090min,min,RobiJo01,sacks,0.0,,,,,
player,201209090min,min,RobiJo01,tackles_combined,4,,,,,
player,201209090min,min,RobiJo01,tackles_solo,4,,,,,
player,201209090min,min,RobiJo01,tackles_assists,0,,,,,
player,201209090min,min,RobiJo01,tackles_loss,0,,,,,
player,201209090min,min,RobiJo01,qb_hits,0,,,,,
player,201209090min,min,RobiJo01,fumbles_rec,0,,,,,
player,201209090min,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201209090min,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201209090min,min,RobiJo01,fumbles_forced,0,,,,,
player,201209090min,min,WinfAn20,def_int,0,,,,,
player,201209090min,min,WinfAn20,def_int_yds,0,,,,,
player,201209090min,min,WinfAn20,def_int_td,0,,,,,
player,201209090min,min,WinfAn20,def_int_long,0,,,,,
player,201209090min,min,WinfAn20,pass_defended,0,,,,,
player,201209090min,min,WinfAn20,sacks,0.0,,,,,
player,201209090min,min,WinfAn20,tackles_combined,4,,,,,
player,201209090min,min,WinfAn20,tackles_solo,4,,,,,
player,201209090min,min,WinfAn20,tackles_assists,0,,,,,
player,201209090min,min,WinfAn20,tackles_loss,0,,,,,
player,201209090min,min,WinfAn20,qb_hits,0,,,,,
player,201209090min,min,WinfAn20,fumbles_rec,0,,,,,
player,201209090min,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201209090min,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201209090min,min,WinfAn20,fumbles_forced,0,,,,,
player,201209090min,min,RaymMi00,def_int,0,,,,,
player,201209090min,min,RaymMi00,def_int_yds,0,,,,,
player,201209090min,min,RaymMi00,def_int_td,0,,,,,
player,201209090min,min,RaymMi00,def_int_long,0,,,,,
player,201209090min,min,RaymMi00,pass_defended,1,,,,,
player,201209090min,min,RaymMi00,sacks,0.0,,,,,
player,201209090min,min,RaymMi00,tackles_combined,3,,,,,
player,201209090min,min,RaymMi00,tackles_solo,3,,,,,
player,201209090min,min,RaymMi00,tackles_assists,0,,,,,
player,201209090min,min,RaymMi00,tackles_loss,0,,,,,
player,201209090min,min,RaymMi00,qb_hits,0,,,,,
player,201209090min,min,RaymMi00,fumbles_rec,0,,,,,
player,201209090min,min,RaymMi00,fumbles_rec_yds,0,,,,,
player,201209090min,min,RaymMi00,fumbles_rec_td,0,,,,,
player,201209090min,min,RaymMi00,fumbles_forced,0,,,,,
player,201209090min,min,RobiBr98,def_int,0,,,,,
player,201209090min,min,RobiBr98,def_int_yds,0,,,,,
player,201209090min,min,RobiBr98,def_int_td,0,,,,,
player,201209090min,min,RobiBr98,def_int_long,0,,,,,
player,201209090min,min,RobiBr98,pass_defended,1,,,,,
player,201209090min,min,RobiBr98,sacks,0.0,,,,,
player,201209090min,min,RobiBr98,tackles_combined,3,,,,,
player,201209090min,min,RobiBr98,tackles_solo,3,,,,,
player,201209090min,min,RobiBr98,tackles_assists,0,,,,,
player,201209090min,min,RobiBr98,tackles_loss,1,,,,,
player,201209090min,min,RobiBr98,qb_hits,2,,,,,
player,201209090min,min,RobiBr98,fumbles_rec,0,,,,,
player,201209090min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201209090min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201209090min,min,RobiBr98,fumbles_forced,0,,,,,
player,201209090min,min,BallCh00,def_int,0,,,,,
player,201209090min,min,BallCh00,def_int_yds,0,,,,,
player,201209090min,min,BallCh00,def_int_td,0,,,,,
player,201209090min,min,BallCh00,def_int_long,0,,,,,
player,201209090min,min,BallCh00,pass_defended,0,,,,,
player,201209090min,min,BallCh00,sacks,0.0,,,,,
player,201209090min,min,BallCh00,tackles_combined,2,,,,,
player,201209090min,min,BallCh00,tackles_solo,2,,,,,
player,201209090min,min,BallCh00,tackles_assists,0,,,,,
player,201209090min,min,BallCh00,tackles_loss,0,,,,,
player,201209090min,min,BallCh00,qb_hits,0,,,,,
player,201209090min,min,BallCh00,fumbles_rec,0,,,,,
player,201209090min,min,BallCh00,fumbles_rec_yds,0,,,,,
player,201209090min,min,BallCh00,fumbles_rec_td,0,,,,,
player,201209090min,min,BallCh00,fumbles_forced,0,,,,,
player,201209090min,min,GuioLe99,def_int,0,,,,,
player,201209090min,min,GuioLe99,def_int_yds,0,,,,,
player,201209090min,min,GuioLe99,def_int_td,0,,,,,
player,201209090min,min,GuioLe99,def_int_long,0,,,,,
player,201209090min,min,GuioLe99,pass_defended,0,,,,,
player,201209090min,min,GuioLe99,sacks,0.0,,,,,
player,201209090min,min,GuioLe99,tackles_combined,2,,,,,
player,201209090min,min,GuioLe99,tackles_solo,1,,,,,
player,201209090min,min,GuioLe99,tackles_assists,1,,,,,
player,201209090min,min,GuioLe99,tackles_loss,0,,,,,
player,201209090min,min,GuioLe99,qb_hits,0,,,,,
player,201209090min,min,GuioLe99,fumbles_rec,0,,,,,
player,201209090min,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201209090min,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201209090min,min,GuioLe99,fumbles_forced,0,,,,,
player,201209090min,min,WillKe98,def_int,0,,,,,
player,201209090min,min,WillKe98,def_int_yds,0,,,,,
player,201209090min,min,WillKe98,def_int_td,0,,,,,
player,201209090min,min,WillKe98,def_int_long,0,,,,,
player,201209090min,min,WillKe98,pass_defended,0,,,,,
player,201209090min,min,WillKe98,sacks,0.0,,,,,
player,201209090min,min,WillKe98,tackles_combined,2,,,,,
player,201209090min,min,WillKe98,tackles_solo,0,,,,,
player,201209090min,min,WillKe98,tackles_assists,2,,,,,
player,201209090min,min,WillKe98,tackles_loss,0,,,,,
player,201209090min,min,WillKe98,qb_hits,0,,,,,
player,201209090min,min,WillKe98,fumbles_rec,1,,,,,
player,201209090min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201209090min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201209090min,min,WillKe98,fumbles_forced,0,,,,,
player,201209090min,min,AsiaMa00,def_int,0,,,,,
