game,2012,16,20121223,201212230gnb,oti,"Tennessee Titans",7,gnb,"Green Bay Packers",55
player,201212230gnb,gnb,TaylRy00,rec_yds,11,,,,,
player,201212230gnb,gnb,TaylRy00,rec_td,0,,,,,
player,201212230gnb,gnb,TaylRy00,rec_long,11,,,,,
player,201212230gnb,gnb,TaylRy00,fumbles,0,,,,,
player,201212230gnb,gnb,TaylRy00,fumbles_lost,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201212230gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201212230gnb,gnb,KuhnJo00,rush_att,0,,,,,
player,201212230gnb,gnb,KuhnJo00,rush_yds,0,,,,,
player,201212230gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201212230gnb,gnb,KuhnJo00,rush_long,0,,,,,
player,201212230gnb,gnb,KuhnJo00,targets,1,,,,,
player,201212230gnb,gnb,KuhnJo00,rec,1,,,,,
player,201212230gnb,gnb,KuhnJo00,rec_yds,9,,,,,
player,201212230gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201212230gnb,gnb,KuhnJo00,rec_long,9,,,,,
player,201212230gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201212230gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_sacked,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201212230gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201212230gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201212230gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201212230gnb,gnb,DrivDo00,rush_td,0,,,,,
player,201212230gnb,gnb,DrivDo00,rush_long,0,,,,,
player,201212230gnb,gnb,DrivDo00,targets,1,,,,,
player,201212230gnb,gnb,DrivDo00,rec,0,,,,,
player,201212230gnb,gnb,DrivDo00,rec_yds,0,,,,,
player,201212230gnb,gnb,DrivDo00,rec_td,0,,,,,
player,201212230gnb,gnb,DrivDo00,rec_long,0,,,,,
player,201212230gnb,gnb,DrivDo00,fumbles,0,,,,,
player,201212230gnb,gnb,DrivDo00,fumbles_lost,0,,,,,
player,201212230gnb,oti,MartMi01,def_int,0,,,,,
player,201212230gnb,oti,MartMi01,def_int_yds,0,,,,,
player,201212230gnb,oti,MartMi01,def_int_td,0,,,,,
player,201212230gnb,oti,MartMi01,def_int_long,0,,,,,
player,201212230gnb,oti,MartMi01,pass_defended,0,,,,,
player,201212230gnb,oti,MartMi01,sacks,1.0,,,,,
player,201212230gnb,oti,MartMi01,tackles_combined,3,,,,,
player,201212230gnb,oti,MartMi01,tackles_solo,3,,,,,
player,201212230gnb,oti,MartMi01,tackles_assists,0,,,,,
player,201212230gnb,oti,MartMi01,tackles_loss,1,,,,,
player,201212230gnb,oti,MartMi01,qb_hits,1,,,,,
player,201212230gnb,oti,MartMi01,fumbles_rec,0,,,,,
player,201212230gnb,oti,MartMi01,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,MartMi01,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,MartMi01,fumbles_forced,0,,,,,
player,201212230gnb,oti,BrowZa00,def_int,0,,,,,
player,201212230gnb,oti,BrowZa00,def_int_yds,0,,,,,
player,201212230gnb,oti,BrowZa00,def_int_td,0,,,,,
player,201212230gnb,oti,BrowZa00,def_int_long,0,,,,,
player,201212230gnb,oti,BrowZa00,pass_defended,0,,,,,
player,201212230gnb,oti,BrowZa00,sacks,0.0,,,,,
player,201212230gnb,oti,BrowZa00,tackles_combined,9,,,,,
player,201212230gnb,oti,BrowZa00,tackles_solo,8,,,,,
player,201212230gnb,oti,BrowZa00,tackles_assists,1,,,,,
player,201212230gnb,oti,BrowZa00,tackles_loss,0,,,,,
player,201212230gnb,oti,BrowZa00,qb_hits,0,,,,,
player,201212230gnb,oti,BrowZa00,fumbles_rec,0,,,,,
player,201212230gnb,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,BrowZa00,fumbles_forced,0,,,,,
player,201212230gnb,oti,McCoJa99,def_int,0,,,,,
player,201212230gnb,oti,McCoJa99,def_int_yds,0,,,,,
player,201212230gnb,oti,McCoJa99,def_int_td,0,,,,,
player,201212230gnb,oti,McCoJa99,def_int_long,0,,,,,
player,201212230gnb,oti,McCoJa99,pass_defended,0,,,,,
player,201212230gnb,oti,McCoJa99,sacks,0.0,,,,,
player,201212230gnb,oti,McCoJa99,tackles_combined,9,,,,,
player,201212230gnb,oti,McCoJa99,tackles_solo,7,,,,,
player,201212230gnb,oti,McCoJa99,tackles_assists,2,,,,,
player,201212230gnb,oti,McCoJa99,tackles_loss,0,,,,,
player,201212230gnb,oti,McCoJa99,qb_hits,0,,,,,
player,201212230gnb,oti,McCoJa99,fumbles_rec,0,,,,,
player,201212230gnb,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,McCoJa99,fumbles_forced,0,,,,,
player,201212230gnb,oti,ShawTi99,def_int,0,,,,,
player,201212230gnb,oti,ShawTi99,def_int_yds,0,,,,,
player,201212230gnb,oti,ShawTi99,def_int_td,0,,,,,
player,201212230gnb,oti,ShawTi99,def_int_long,0,,,,,
player,201212230gnb,oti,ShawTi99,pass_defended,0,,,,,
player,201212230gnb,oti,ShawTi99,sacks,0.0,,,,,
player,201212230gnb,oti,ShawTi99,tackles_combined,8,,,,,
player,201212230gnb,oti,ShawTi99,tackles_solo,5,,,,,
player,201212230gnb,oti,ShawTi99,tackles_assists,3,,,,,
player,201212230gnb,oti,ShawTi99,tackles_loss,0,,,,,
player,201212230gnb,oti,ShawTi99,qb_hits,0,,,,,
player,201212230gnb,oti,ShawTi99,fumbles_rec,0,,,,,
player,201212230gnb,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,ShawTi99,fumbles_forced,0,,,,,
player,201212230gnb,oti,WithWi20,def_int,0,,,,,
player,201212230gnb,oti,WithWi20,def_int_yds,0,,,,,
player,201212230gnb,oti,WithWi20,def_int_td,0,,,,,
player,201212230gnb,oti,WithWi20,def_int_long,0,,,,,
player,201212230gnb,oti,WithWi20,pass_defended,0,,,,,
player,201212230gnb,oti,WithWi20,sacks,0.0,,,,,
player,201212230gnb,oti,WithWi20,tackles_combined,7,,,,,
player,201212230gnb,oti,WithWi20,tackles_solo,4,,,,,
player,201212230gnb,oti,WithWi20,tackles_assists,3,,,,,
player,201212230gnb,oti,WithWi20,tackles_loss,0,,,,,
player,201212230gnb,oti,WithWi20,qb_hits,1,,,,,
player,201212230gnb,oti,WithWi20,fumbles_rec,0,,,,,
player,201212230gnb,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,WithWi20,fumbles_forced,0,,,,,
player,201212230gnb,oti,AyerAk00,def_int,0,,,,,
player,201212230gnb,oti,AyerAk00,def_int_yds,0,,,,,
player,201212230gnb,oti,AyerAk00,def_int_td,0,,,,,
player,201212230gnb,oti,AyerAk00,def_int_long,0,,,,,
player,201212230gnb,oti,AyerAk00,pass_defended,0,,,,,
player,201212230gnb,oti,AyerAk00,sacks,0.0,,,,,
player,201212230gnb,oti,AyerAk00,tackles_combined,5,,,,,
player,201212230gnb,oti,AyerAk00,tackles_solo,4,,,,,
player,201212230gnb,oti,AyerAk00,tackles_assists,1,,,,,
player,201212230gnb,oti,AyerAk00,tackles_loss,0,,,,,
player,201212230gnb,oti,AyerAk00,qb_hits,0,,,,,
player,201212230gnb,oti,AyerAk00,fumbles_rec,0,,,,,
player,201212230gnb,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,AyerAk00,fumbles_forced,0,,,,,
player,201212230gnb,oti,CaseJu00,def_int,0,,,,,
player,201212230gnb,oti,CaseJu00,def_int_yds,0,,,,,
player,201212230gnb,oti,CaseJu00,def_int_td,0,,,,,
player,201212230gnb,oti,CaseJu00,def_int_long,0,,,,,
player,201212230gnb,oti,CaseJu00,pass_defended,0,,,,,
player,201212230gnb,oti,CaseJu00,sacks,0.0,,,,,
player,201212230gnb,oti,CaseJu00,tackles_combined,5,,,,,
player,201212230gnb,oti,CaseJu00,tackles_solo,5,,,,,
player,201212230gnb,oti,CaseJu00,tackles_assists,0,,,,,
player,201212230gnb,oti,CaseJu00,tackles_loss,0,,,,,
player,201212230gnb,oti,CaseJu00,qb_hits,0,,,,,
player,201212230gnb,oti,CaseJu00,fumbles_rec,0,,,,,
player,201212230gnb,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,CaseJu00,fumbles_forced,0,,,,,
player,201212230gnb,oti,VernAl99,def_int,0,,,,,
player,201212230gnb,oti,VernAl99,def_int_yds,0,,,,,
player,201212230gnb,oti,VernAl99,def_int_td,0,,,,,
player,201212230gnb,oti,VernAl99,def_int_long,0,,,,,
player,201212230gnb,oti,VernAl99,pass_defended,0,,,,,
player,201212230gnb,oti,VernAl99,sacks,0.0,,,,,
player,201212230gnb,oti,VernAl99,tackles_combined,5,,,,,
player,201212230gnb,oti,VernAl99,tackles_solo,5,,,,,
player,201212230gnb,oti,VernAl99,tackles_assists,0,,,,,
player,201212230gnb,oti,VernAl99,tackles_loss,0,,,,,
player,201212230gnb,oti,VernAl99,qb_hits,0,,,,,
player,201212230gnb,oti,VernAl99,fumbles_rec,0,,,,,
player,201212230gnb,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,VernAl99,fumbles_forced,0,,,,,
player,201212230gnb,oti,MorgDe99,def_int,0,,,,,
player,201212230gnb,oti,MorgDe99,def_int_yds,0,,,,,
player,201212230gnb,oti,MorgDe99,def_int_td,0,,,,,
player,201212230gnb,oti,MorgDe99,def_int_long,0,,,,,
player,201212230gnb,oti,MorgDe99,pass_defended,0,,,,,
player,201212230gnb,oti,MorgDe99,sacks,0.0,,,,,
player,201212230gnb,oti,MorgDe99,tackles_combined,3,,,,,
player,201212230gnb,oti,MorgDe99,tackles_solo,3,,,,,
player,201212230gnb,oti,MorgDe99,tackles_assists,0,,,,,
player,201212230gnb,oti,MorgDe99,tackles_loss,0,,,,,
player,201212230gnb,oti,MorgDe99,qb_hits,2,,,,,
player,201212230gnb,oti,MorgDe99,fumbles_rec,0,,,,,
player,201212230gnb,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,MorgDe99,fumbles_forced,0,,,,,
player,201212230gnb,oti,SensCo00,def_int,0,,,,,
player,201212230gnb,oti,SensCo00,def_int_yds,0,,,,,
player,201212230gnb,oti,SensCo00,def_int_td,0,,,,,
player,201212230gnb,oti,SensCo00,def_int_long,0,,,,,
player,201212230gnb,oti,SensCo00,pass_defended,0,,,,,
player,201212230gnb,oti,SensCo00,sacks,0.0,,,,,
player,201212230gnb,oti,SensCo00,tackles_combined,3,,,,,
player,201212230gnb,oti,SensCo00,tackles_solo,2,,,,,
player,201212230gnb,oti,SensCo00,tackles_assists,1,,,,,
player,201212230gnb,oti,SensCo00,tackles_loss,0,,,,,
player,201212230gnb,oti,SensCo00,qb_hits,0,,,,,
player,201212230gnb,oti,SensCo00,fumbles_rec,0,,,,,
player,201212230gnb,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,SensCo00,fumbles_forced,0,,,,,
player,201212230gnb,oti,AfalAl99,def_int,0,,,,,
player,201212230gnb,oti,AfalAl99,def_int_yds,0,,,,,
player,201212230gnb,oti,AfalAl99,def_int_td,0,,,,,
player,201212230gnb,oti,AfalAl99,def_int_long,0,,,,,
player,201212230gnb,oti,AfalAl99,pass_defended,0,,,,,
player,201212230gnb,oti,AfalAl99,sacks,0.0,,,,,
player,201212230gnb,oti,AfalAl99,tackles_combined,2,,,,,
player,201212230gnb,oti,AfalAl99,tackles_solo,1,,,,,
player,201212230gnb,oti,AfalAl99,tackles_assists,1,,,,,
player,201212230gnb,oti,AfalAl99,tackles_loss,0,,,,,
player,201212230gnb,oti,AfalAl99,qb_hits,0,,,,,
player,201212230gnb,oti,AfalAl99,fumbles_rec,0,,,,,
player,201212230gnb,oti,AfalAl99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,AfalAl99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,AfalAl99,fumbles_forced,0,,,,,
player,201212230gnb,oti,GrifMi99,def_int,0,,,,,
player,201212230gnb,oti,GrifMi99,def_int_yds,0,,,,,
player,201212230gnb,oti,GrifMi99,def_int_td,0,,,,,
player,201212230gnb,oti,GrifMi99,def_int_long,0,,,,,
player,201212230gnb,oti,GrifMi99,pass_defended,0,,,,,
player,201212230gnb,oti,GrifMi99,sacks,0.0,,,,,
player,201212230gnb,oti,GrifMi99,tackles_combined,2,,,,,
player,201212230gnb,oti,GrifMi99,tackles_solo,2,,,,,
player,201212230gnb,oti,GrifMi99,tackles_assists,0,,,,,
player,201212230gnb,oti,GrifMi99,tackles_loss,0,,,,,
player,201212230gnb,oti,GrifMi99,qb_hits,0,,,,,
player,201212230gnb,oti,GrifMi99,fumbles_rec,0,,,,,
player,201212230gnb,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,GrifMi99,fumbles_forced,0,,,,,
player,201212230gnb,oti,MarkSe99,def_int,0,,,,,
player,201212230gnb,oti,MarkSe99,def_int_yds,0,,,,,
player,201212230gnb,oti,MarkSe99,def_int_td,0,,,,,
player,201212230gnb,oti,MarkSe99,def_int_long,0,,,,,
player,201212230gnb,oti,MarkSe99,pass_defended,0,,,,,
player,201212230gnb,oti,MarkSe99,sacks,0.0,,,,,
player,201212230gnb,oti,MarkSe99,tackles_combined,2,,,,,
player,201212230gnb,oti,MarkSe99,tackles_solo,2,,,,,
player,201212230gnb,oti,MarkSe99,tackles_assists,0,,,,,
player,201212230gnb,oti,MarkSe99,tackles_loss,0,,,,,
player,201212230gnb,oti,MarkSe99,qb_hits,0,,,,,
player,201212230gnb,oti,MarkSe99,fumbles_rec,0,,,,,
player,201212230gnb,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,MarkSe99,fumbles_forced,0,,,,,
player,201212230gnb,oti,ThomTa00,def_int,0,,,,,
player,201212230gnb,oti,ThomTa00,def_int_yds,0,,,,,
player,201212230gnb,oti,ThomTa00,def_int_td,0,,,,,
player,201212230gnb,oti,ThomTa00,def_int_long,0,,,,,
player,201212230gnb,oti,ThomTa00,pass_defended,0,,,,,
player,201212230gnb,oti,ThomTa00,sacks,0.0,,,,,
player,201212230gnb,oti,ThomTa00,tackles_combined,2,,,,,
player,201212230gnb,oti,ThomTa00,tackles_solo,1,,,,,
player,201212230gnb,oti,ThomTa00,tackles_assists,1,,,,,
player,201212230gnb,oti,ThomTa00,tackles_loss,0,,,,,
player,201212230gnb,oti,ThomTa00,qb_hits,0,,,,,
player,201212230gnb,oti,ThomTa00,fumbles_rec,0,,,,,
player,201212230gnb,oti,ThomTa00,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,ThomTa00,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,ThomTa00,fumbles_forced,0,,,,,
player,201212230gnb,oti,BabiJo21,def_int,0,,,,,
player,201212230gnb,oti,BabiJo21,def_int_yds,0,,,,,
player,201212230gnb,oti,BabiJo21,def_int_td,0,,,,,
player,201212230gnb,oti,BabiJo21,def_int_long,0,,,,,
player,201212230gnb,oti,BabiJo21,pass_defended,0,,,,,
player,201212230gnb,oti,BabiJo21,sacks,0.0,,,,,
player,201212230gnb,oti,BabiJo21,tackles_combined,1,,,,,
player,201212230gnb,oti,BabiJo21,tackles_solo,0,,,,,
player,201212230gnb,oti,BabiJo21,tackles_assists,1,,,,,
player,201212230gnb,oti,BabiJo21,tackles_loss,0,,,,,
player,201212230gnb,oti,BabiJo21,qb_hits,0,,,,,
player,201212230gnb,oti,BabiJo21,fumbles_rec,0,,,,,
player,201212230gnb,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,BabiJo21,fumbles_forced,0,,,,,
player,201212230gnb,oti,HarrDa02,def_int,0,,,,,
player,201212230gnb,oti,HarrDa02,def_int_yds,0,,,,,
player,201212230gnb,oti,HarrDa02,def_int_td,0,,,,,
player,201212230gnb,oti,HarrDa02,def_int_long,0,,,,,
player,201212230gnb,oti,HarrDa02,pass_defended,0,,,,,
player,201212230gnb,oti,HarrDa02,sacks,0.0,,,,,
player,201212230gnb,oti,HarrDa02,tackles_combined,1,,,,,
player,201212230gnb,oti,HarrDa02,tackles_solo,1,,,,,
player,201212230gnb,oti,HarrDa02,tackles_assists,0,,,,,
player,201212230gnb,oti,HarrDa02,tackles_loss,0,,,,,
player,201212230gnb,oti,HarrDa02,qb_hits,0,,,,,
player,201212230gnb,oti,HarrDa02,fumbles_rec,0,,,,,
player,201212230gnb,oti,HarrDa02,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,HarrDa02,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,HarrDa02,fumbles_forced,0,,,,,
player,201212230gnb,oti,PresMi00,def_int,0,,,,,
player,201212230gnb,oti,PresMi00,def_int_yds,0,,,,,
player,201212230gnb,oti,PresMi00,def_int_td,0,,,,,
player,201212230gnb,oti,PresMi00,def_int_long,0,,,,,
player,201212230gnb,oti,PresMi00,pass_defended,0,,,,,
player,201212230gnb,oti,PresMi00,sacks,0.0,,,,,
player,201212230gnb,oti,PresMi00,tackles_combined,1,,,,,
player,201212230gnb,oti,PresMi00,tackles_solo,1,,,,,
player,201212230gnb,oti,PresMi00,tackles_assists,0,,,,,
player,201212230gnb,oti,PresMi00,tackles_loss,0,,,,,
player,201212230gnb,oti,PresMi00,qb_hits,0,,,,,
player,201212230gnb,oti,PresMi00,fumbles_rec,0,,,,,
player,201212230gnb,oti,PresMi00,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,PresMi00,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,PresMi00,fumbles_forced,0,,,,,
player,201212230gnb,oti,WilsTr01,def_int,0,,,,,
player,201212230gnb,oti,WilsTr01,def_int_yds,0,,,,,
player,201212230gnb,oti,WilsTr01,def_int_td,0,,,,,
player,201212230gnb,oti,WilsTr01,def_int_long,0,,,,,
player,201212230gnb,oti,WilsTr01,pass_defended,0,,,,,
player,201212230gnb,oti,WilsTr01,sacks,0.0,,,,,
player,201212230gnb,oti,WilsTr01,tackles_combined,1,,,,,
player,201212230gnb,oti,WilsTr01,tackles_solo,1,,,,,
player,201212230gnb,oti,WilsTr01,tackles_assists,0,,,,,
player,201212230gnb,oti,WilsTr01,tackles_loss,0,,,,,
player,201212230gnb,oti,WilsTr01,qb_hits,0,,,,,
player,201212230gnb,oti,WilsTr01,fumbles_rec,0,,,,,
player,201212230gnb,oti,WilsTr01,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,WilsTr01,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,WilsTr01,fumbles_forced,0,,,,,
player,201212230gnb,oti,WimbKa20,def_int,0,,,,,
player,201212230gnb,oti,WimbKa20,def_int_yds,0,,,,,
player,201212230gnb,oti,WimbKa20,def_int_td,0,,,,,
player,201212230gnb,oti,WimbKa20,def_int_long,0,,,,,
player,201212230gnb,oti,WimbKa20,pass_defended,0,,,,,
player,201212230gnb,oti,WimbKa20,sacks,0.0,,,,,
player,201212230gnb,oti,WimbKa20,tackles_combined,1,,,,,
player,201212230gnb,oti,WimbKa20,tackles_solo,1,,,,,
player,201212230gnb,oti,WimbKa20,tackles_assists,0,,,,,
player,201212230gnb,oti,WimbKa20,tackles_loss,0,,,,,
player,201212230gnb,oti,WimbKa20,qb_hits,0,,,,,
player,201212230gnb,oti,WimbKa20,fumbles_rec,0,,,,,
player,201212230gnb,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,WimbKa20,fumbles_forced,0,,,,,
player,201212230gnb,oti,WynnJa99,def_int,0,,,,,
player,201212230gnb,oti,WynnJa99,def_int_yds,0,,,,,
player,201212230gnb,oti,WynnJa99,def_int_td,0,,,,,
player,201212230gnb,oti,WynnJa99,def_int_long,0,,,,,
player,201212230gnb,oti,WynnJa99,pass_defended,0,,,,,
player,201212230gnb,oti,WynnJa99,sacks,0.0,,,,,
player,201212230gnb,oti,WynnJa99,tackles_combined,1,,,,,
player,201212230gnb,oti,WynnJa99,tackles_solo,1,,,,,
player,201212230gnb,oti,WynnJa99,tackles_assists,0,,,,,
player,201212230gnb,oti,WynnJa99,tackles_loss,1,,,,,
player,201212230gnb,oti,WynnJa99,qb_hits,0,,,,,
player,201212230gnb,oti,WynnJa99,fumbles_rec,0,,,,,
player,201212230gnb,oti,WynnJa99,fumbles_rec_yds,0,,,,,
player,201212230gnb,oti,WynnJa99,fumbles_rec_td,0,,,,,
player,201212230gnb,oti,WynnJa99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,ShieSa00,def_int,1,,,,,
player,201212230gnb,gnb,ShieSa00,def_int_yds,0,,,,,
player,201212230gnb,gnb,ShieSa00,def_int_td,0,,,,,
player,201212230gnb,gnb,ShieSa00,def_int_long,0,,,,,
player,201212230gnb,gnb,ShieSa00,pass_defended,2,,,,,
player,201212230gnb,gnb,ShieSa00,sacks,1.0,,,,,
player,201212230gnb,gnb,ShieSa00,tackles_combined,1,,,,,
player,201212230gnb,gnb,ShieSa00,tackles_solo,1,,,,,
player,201212230gnb,gnb,ShieSa00,tackles_assists,0,,,,,
player,201212230gnb,gnb,ShieSa00,tackles_loss,1,,,,,
player,201212230gnb,gnb,ShieSa00,qb_hits,1,,,,,
player,201212230gnb,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,WaldEr99,def_int,1,,,,,
player,201212230gnb,gnb,WaldEr99,def_int_yds,20,,,,,
player,201212230gnb,gnb,WaldEr99,def_int_td,0,,,,,
player,201212230gnb,gnb,WaldEr99,def_int_long,20,,,,,
player,201212230gnb,gnb,WaldEr99,pass_defended,1,,,,,
player,201212230gnb,gnb,WaldEr99,sacks,0.0,,,,,
player,201212230gnb,gnb,WaldEr99,tackles_combined,2,,,,,
player,201212230gnb,gnb,WaldEr99,tackles_solo,1,,,,,
player,201212230gnb,gnb,WaldEr99,tackles_assists,1,,,,,
player,201212230gnb,gnb,WaldEr99,tackles_loss,0,,,,,
player,201212230gnb,gnb,WaldEr99,qb_hits,0,,,,,
player,201212230gnb,gnb,WaldEr99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,WaldEr99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,WaldEr99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,WaldEr99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,HawkA.20,def_int,0,,,,,
player,201212230gnb,gnb,HawkA.20,def_int_yds,0,,,,,
player,201212230gnb,gnb,HawkA.20,def_int_td,0,,,,,
player,201212230gnb,gnb,HawkA.20,def_int_long,0,,,,,
player,201212230gnb,gnb,HawkA.20,pass_defended,0,,,,,
player,201212230gnb,gnb,HawkA.20,sacks,2.0,,,,,
player,201212230gnb,gnb,HawkA.20,tackles_combined,7,,,,,
player,201212230gnb,gnb,HawkA.20,tackles_solo,6,,,,,
player,201212230gnb,gnb,HawkA.20,tackles_assists,1,,,,,
player,201212230gnb,gnb,HawkA.20,tackles_loss,3,,,,,
player,201212230gnb,gnb,HawkA.20,qb_hits,3,,,,,
player,201212230gnb,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201212230gnb,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201212230gnb,gnb,JoneBr99,def_int,0,,,,,
player,201212230gnb,gnb,JoneBr99,def_int_yds,0,,,,,
player,201212230gnb,gnb,JoneBr99,def_int_td,0,,,,,
player,201212230gnb,gnb,JoneBr99,def_int_long,0,,,,,
player,201212230gnb,gnb,JoneBr99,pass_defended,1,,,,,
player,201212230gnb,gnb,JoneBr99,sacks,1.0,,,,,
player,201212230gnb,gnb,JoneBr99,tackles_combined,10,,,,,
player,201212230gnb,gnb,JoneBr99,tackles_solo,7,,,,,
player,201212230gnb,gnb,JoneBr99,tackles_assists,3,,,,,
player,201212230gnb,gnb,JoneBr99,tackles_loss,1,,,,,
player,201212230gnb,gnb,JoneBr99,qb_hits,1,,,,,
player,201212230gnb,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,MattCl99,def_int,0,,,,,
player,201212230gnb,gnb,MattCl99,def_int_yds,0,,,,,
player,201212230gnb,gnb,MattCl99,def_int_td,0,,,,,
player,201212230gnb,gnb,MattCl99,def_int_long,0,,,,,
player,201212230gnb,gnb,MattCl99,pass_defended,0,,,,,
player,201212230gnb,gnb,MattCl99,sacks,1.0,,,,,
player,201212230gnb,gnb,MattCl99,tackles_combined,3,,,,,
player,201212230gnb,gnb,MattCl99,tackles_solo,3,,,,,
player,201212230gnb,gnb,MattCl99,tackles_assists,0,,,,,
player,201212230gnb,gnb,MattCl99,tackles_loss,1,,,,,
player,201212230gnb,gnb,MattCl99,qb_hits,3,,,,,
player,201212230gnb,gnb,MattCl99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,MattCl99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,NealMi99,def_int,0,,,,,
player,201212230gnb,gnb,NealMi99,def_int_yds,0,,,,,
