game,2016,1,20160912,201609120was,pit,"Pittsburgh Steelers",38,was,"Washington Redskins",16
player,201609120was,pit,CockRo00,tackles_solo,2,,,,,
player,201609120was,pit,CockRo00,tackles_assists,2,,,,,
player,201609120was,pit,CockRo00,tackles_loss,0,,,,,
player,201609120was,pit,CockRo00,qb_hits,0,,,,,
player,201609120was,pit,CockRo00,fumbles_rec,0,,,,,
player,201609120was,pit,CockRo00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,CockRo00,fumbles_rec_td,0,,,,,
player,201609120was,pit,CockRo00,fumbles_forced,0,,,,,
player,201609120was,pit,DaviSe00,def_int,0,,,,,
player,201609120was,pit,DaviSe00,def_int_yds,0,,,,,
player,201609120was,pit,DaviSe00,def_int_td,0,,,,,
player,201609120was,pit,DaviSe00,def_int_long,0,,,,,
player,201609120was,pit,DaviSe00,pass_defended,0,,,,,
player,201609120was,pit,DaviSe00,sacks,0.0,,,,,
player,201609120was,pit,DaviSe00,tackles_combined,4,,,,,
player,201609120was,pit,DaviSe00,tackles_solo,3,,,,,
player,201609120was,pit,DaviSe00,tackles_assists,1,,,,,
player,201609120was,pit,DaviSe00,tackles_loss,0,,,,,
player,201609120was,pit,DaviSe00,qb_hits,0,,,,,
player,201609120was,pit,DaviSe00,fumbles_rec,0,,,,,
player,201609120was,pit,DaviSe00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,DaviSe00,fumbles_rec_td,0,,,,,
player,201609120was,pit,DaviSe00,fumbles_forced,0,,,,,
player,201609120was,pit,ChicAn00,def_int,0,,,,,
player,201609120was,pit,ChicAn00,def_int_yds,0,,,,,
player,201609120was,pit,ChicAn00,def_int_td,0,,,,,
player,201609120was,pit,ChicAn00,def_int_long,0,,,,,
player,201609120was,pit,ChicAn00,pass_defended,0,,,,,
player,201609120was,pit,ChicAn00,sacks,0.0,,,,,
player,201609120was,pit,ChicAn00,tackles_combined,2,,,,,
player,201609120was,pit,ChicAn00,tackles_solo,1,,,,,
player,201609120was,pit,ChicAn00,tackles_assists,1,,,,,
player,201609120was,pit,ChicAn00,tackles_loss,0,,,,,
player,201609120was,pit,ChicAn00,qb_hits,0,,,,,
player,201609120was,pit,ChicAn00,fumbles_rec,0,,,,,
player,201609120was,pit,ChicAn00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,ChicAn00,fumbles_rec_td,0,,,,,
player,201609120was,pit,ChicAn00,fumbles_forced,0,,,,,
player,201609120was,pit,HeywCa01,def_int,0,,,,,
player,201609120was,pit,HeywCa01,def_int_yds,0,,,,,
player,201609120was,pit,HeywCa01,def_int_td,0,,,,,
player,201609120was,pit,HeywCa01,def_int_long,0,,,,,
player,201609120was,pit,HeywCa01,pass_defended,0,,,,,
player,201609120was,pit,HeywCa01,sacks,0.0,,,,,
player,201609120was,pit,HeywCa01,tackles_combined,2,,,,,
player,201609120was,pit,HeywCa01,tackles_solo,1,,,,,
player,201609120was,pit,HeywCa01,tackles_assists,1,,,,,
player,201609120was,pit,HeywCa01,tackles_loss,0,,,,,
player,201609120was,pit,HeywCa01,qb_hits,0,,,,,
player,201609120was,pit,HeywCa01,fumbles_rec,0,,,,,
player,201609120was,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201609120was,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201609120was,pit,HeywCa01,fumbles_forced,0,,,,,
player,201609120was,pit,DangJo00,def_int,0,,,,,
player,201609120was,pit,DangJo00,def_int_yds,0,,,,,
player,201609120was,pit,DangJo00,def_int_td,0,,,,,
player,201609120was,pit,DangJo00,def_int_long,0,,,,,
player,201609120was,pit,DangJo00,pass_defended,0,,,,,
player,201609120was,pit,DangJo00,sacks,0.0,,,,,
player,201609120was,pit,DangJo00,tackles_combined,1,,,,,
player,201609120was,pit,DangJo00,tackles_solo,0,,,,,
player,201609120was,pit,DangJo00,tackles_assists,1,,,,,
player,201609120was,pit,DangJo00,tackles_loss,0,,,,,
player,201609120was,pit,DangJo00,qb_hits,0,,,,,
player,201609120was,pit,DangJo00,fumbles_rec,0,,,,,
player,201609120was,pit,DangJo00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,DangJo00,fumbles_rec_td,0,,,,,
player,201609120was,pit,DangJo00,fumbles_forced,0,,,,,
player,201609120was,pit,FortL.00,def_int,0,,,,,
player,201609120was,pit,FortL.00,def_int_yds,0,,,,,
player,201609120was,pit,FortL.00,def_int_td,0,,,,,
player,201609120was,pit,FortL.00,def_int_long,0,,,,,
player,201609120was,pit,FortL.00,pass_defended,0,,,,,
player,201609120was,pit,FortL.00,sacks,0.0,,,,,
player,201609120was,pit,FortL.00,tackles_combined,1,,,,,
player,201609120was,pit,FortL.00,tackles_solo,1,,,,,
player,201609120was,pit,FortL.00,tackles_assists,0,,,,,
player,201609120was,pit,FortL.00,tackles_loss,0,,,,,
player,201609120was,pit,FortL.00,qb_hits,1,,,,,
player,201609120was,pit,FortL.00,fumbles_rec,0,,,,,
player,201609120was,pit,FortL.00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,FortL.00,fumbles_rec_td,0,,,,,
player,201609120was,pit,FortL.00,fumbles_forced,0,,,,,
player,201609120was,pit,MoatAr00,def_int,0,,,,,
player,201609120was,pit,MoatAr00,def_int_yds,0,,,,,
player,201609120was,pit,MoatAr00,def_int_td,0,,,,,
player,201609120was,pit,MoatAr00,def_int_long,0,,,,,
player,201609120was,pit,MoatAr00,pass_defended,1,,,,,
player,201609120was,pit,MoatAr00,sacks,0.0,,,,,
player,201609120was,pit,MoatAr00,tackles_combined,1,,,,,
player,201609120was,pit,MoatAr00,tackles_solo,1,,,,,
player,201609120was,pit,MoatAr00,tackles_assists,0,,,,,
player,201609120was,pit,MoatAr00,tackles_loss,0,,,,,
player,201609120was,pit,MoatAr00,qb_hits,0,,,,,
player,201609120was,pit,MoatAr00,fumbles_rec,0,,,,,
player,201609120was,pit,MoatAr00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,MoatAr00,fumbles_rec_td,0,,,,,
player,201609120was,pit,MoatAr00,fumbles_forced,0,,,,,
player,201609120was,pit,ThomSh00,def_int,0,,,,,
player,201609120was,pit,ThomSh00,def_int_yds,0,,,,,
player,201609120was,pit,ThomSh00,def_int_td,0,,,,,
player,201609120was,pit,ThomSh00,def_int_long,0,,,,,
player,201609120was,pit,ThomSh00,pass_defended,0,,,,,
player,201609120was,pit,ThomSh00,sacks,0.0,,,,,
player,201609120was,pit,ThomSh00,tackles_combined,1,,,,,
player,201609120was,pit,ThomSh00,tackles_solo,1,,,,,
player,201609120was,pit,ThomSh00,tackles_assists,0,,,,,
player,201609120was,pit,ThomSh00,tackles_loss,0,,,,,
player,201609120was,pit,ThomSh00,qb_hits,0,,,,,
player,201609120was,pit,ThomSh00,fumbles_rec,0,,,,,
player,201609120was,pit,ThomSh00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,ThomSh00,fumbles_rec_td,0,,,,,
player,201609120was,pit,ThomSh00,fumbles_forced,0,,,,,
player,201609120was,pit,TuitSt00,def_int,0,,,,,
player,201609120was,pit,TuitSt00,def_int_yds,0,,,,,
player,201609120was,pit,TuitSt00,def_int_td,0,,,,,
player,201609120was,pit,TuitSt00,def_int_long,0,,,,,
player,201609120was,pit,TuitSt00,pass_defended,0,,,,,
player,201609120was,pit,TuitSt00,sacks,0.0,,,,,
player,201609120was,pit,TuitSt00,tackles_combined,1,,,,,
player,201609120was,pit,TuitSt00,tackles_solo,0,,,,,
player,201609120was,pit,TuitSt00,tackles_assists,1,,,,,
player,201609120was,pit,TuitSt00,tackles_loss,0,,,,,
player,201609120was,pit,TuitSt00,qb_hits,1,,,,,
player,201609120was,pit,TuitSt00,fumbles_rec,0,,,,,
player,201609120was,pit,TuitSt00,fumbles_rec_yds,0,,,,,
player,201609120was,pit,TuitSt00,fumbles_rec_td,0,,,,,
player,201609120was,pit,TuitSt00,fumbles_forced,0,,,,,
player,201609120was,pit,WillVi01,def_int,0,,,,,
player,201609120was,pit,WillVi01,def_int_yds,0,,,,,
player,201609120was,pit,WillVi01,def_int_td,0,,,,,
player,201609120was,pit,WillVi01,def_int_long,0,,,,,
player,201609120was,pit,WillVi01,pass_defended,0,,,,,
player,201609120was,pit,WillVi01,sacks,0.0,,,,,
player,201609120was,pit,WillVi01,tackles_combined,1,,,,,
player,201609120was,pit,WillVi01,tackles_solo,0,,,,,
player,201609120was,pit,WillVi01,tackles_assists,1,,,,,
player,201609120was,pit,WillVi01,tackles_loss,0,,,,,
player,201609120was,pit,WillVi01,qb_hits,0,,,,,
player,201609120was,pit,WillVi01,fumbles_rec,0,,,,,
player,201609120was,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201609120was,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201609120was,pit,WillVi01,fumbles_forced,0,,,,,
player,201609120was,was,BreeBa00,def_int,1,,,,,
player,201609120was,was,BreeBa00,def_int_yds,26,,,,,
player,201609120was,was,BreeBa00,def_int_td,0,,,,,
player,201609120was,was,BreeBa00,def_int_long,26,,,,,
player,201609120was,was,BreeBa00,pass_defended,1,,,,,
player,201609120was,was,BreeBa00,sacks,0.0,,,,,
player,201609120was,was,BreeBa00,tackles_combined,9,,,,,
player,201609120was,was,BreeBa00,tackles_solo,6,,,,,
player,201609120was,was,BreeBa00,tackles_assists,3,,,,,
player,201609120was,was,BreeBa00,tackles_loss,0,,,,,
player,201609120was,was,BreeBa00,qb_hits,0,,,,,
player,201609120was,was,BreeBa00,fumbles_rec,0,,,,,
player,201609120was,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201609120was,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201609120was,was,BreeBa00,fumbles_forced,0,,,,,
player,201609120was,was,KerrRy00,def_int,0,,,,,
player,201609120was,was,KerrRy00,def_int_yds,0,,,,,
player,201609120was,was,KerrRy00,def_int_td,0,,,,,
player,201609120was,was,KerrRy00,def_int_long,0,,,,,
player,201609120was,was,KerrRy00,pass_defended,0,,,,,
player,201609120was,was,KerrRy00,sacks,1.0,,,,,
player,201609120was,was,KerrRy00,tackles_combined,2,,,,,
player,201609120was,was,KerrRy00,tackles_solo,2,,,,,
player,201609120was,was,KerrRy00,tackles_assists,0,,,,,
player,201609120was,was,KerrRy00,tackles_loss,1,,,,,
player,201609120was,was,KerrRy00,qb_hits,0,,,,,
player,201609120was,was,KerrRy00,fumbles_rec,0,,,,,
player,201609120was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201609120was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201609120was,was,KerrRy00,fumbles_forced,1,,,,,
player,201609120was,was,FostMa00,def_int,0,,,,,
player,201609120was,was,FostMa00,def_int_yds,0,,,,,
player,201609120was,was,FostMa00,def_int_td,0,,,,,
player,201609120was,was,FostMa00,def_int_long,0,,,,,
player,201609120was,was,FostMa00,pass_defended,0,,,,,
player,201609120was,was,FostMa00,sacks,0.0,,,,,
player,201609120was,was,FostMa00,tackles_combined,14,,,,,
player,201609120was,was,FostMa00,tackles_solo,9,,,,,
player,201609120was,was,FostMa00,tackles_assists,5,,,,,
player,201609120was,was,FostMa00,tackles_loss,2,,,,,
player,201609120was,was,FostMa00,qb_hits,0,,,,,
player,201609120was,was,FostMa00,fumbles_rec,0,,,,,
player,201609120was,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201609120was,was,FostMa00,fumbles_rec_td,0,,,,,
player,201609120was,was,FostMa00,fumbles_forced,0,,,,,
player,201609120was,was,CompWi00,def_int,0,,,,,
player,201609120was,was,CompWi00,def_int_yds,0,,,,,
player,201609120was,was,CompWi00,def_int_td,0,,,,,
player,201609120was,was,CompWi00,def_int_long,0,,,,,
player,201609120was,was,CompWi00,pass_defended,0,,,,,
player,201609120was,was,CompWi00,sacks,0.0,,,,,
player,201609120was,was,CompWi00,tackles_combined,13,,,,,
player,201609120was,was,CompWi00,tackles_solo,5,,,,,
player,201609120was,was,CompWi00,tackles_assists,8,,,,,
player,201609120was,was,CompWi00,tackles_loss,0,,,,,
player,201609120was,was,CompWi00,qb_hits,0,,,,,
player,201609120was,was,CompWi00,fumbles_rec,0,,,,,
player,201609120was,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201609120was,was,CompWi00,fumbles_rec_td,0,,,,,
player,201609120was,was,CompWi00,fumbles_forced,0,,,,,
player,201609120was,was,BrutDa99,def_int,0,,,,,
player,201609120was,was,BrutDa99,def_int_yds,0,,,,,
player,201609120was,was,BrutDa99,def_int_td,0,,,,,
player,201609120was,was,BrutDa99,def_int_long,0,,,,,
player,201609120was,was,BrutDa99,pass_defended,1,,,,,
player,201609120was,was,BrutDa99,sacks,0.0,,,,,
player,201609120was,was,BrutDa99,tackles_combined,8,,,,,
player,201609120was,was,BrutDa99,tackles_solo,4,,,,,
player,201609120was,was,BrutDa99,tackles_assists,4,,,,,
player,201609120was,was,BrutDa99,tackles_loss,0,,,,,
player,201609120was,was,BrutDa99,qb_hits,0,,,,,
player,201609120was,was,BrutDa99,fumbles_rec,0,,,,,
player,201609120was,was,BrutDa99,fumbles_rec_yds,0,,,,,
player,201609120was,was,BrutDa99,fumbles_rec_td,0,,,,,
player,201609120was,was,BrutDa99,fumbles_forced,0,,,,,
player,201609120was,was,HallDe99,def_int,0,,,,,
player,201609120was,was,HallDe99,def_int_yds,0,,,,,
player,201609120was,was,HallDe99,def_int_td,0,,,,,
player,201609120was,was,HallDe99,def_int_long,0,,,,,
player,201609120was,was,HallDe99,pass_defended,0,,,,,
player,201609120was,was,HallDe99,sacks,0.0,,,,,
player,201609120was,was,HallDe99,tackles_combined,6,,,,,
player,201609120was,was,HallDe99,tackles_solo,3,,,,,
player,201609120was,was,HallDe99,tackles_assists,3,,,,,
player,201609120was,was,HallDe99,tackles_loss,0,,,,,
player,201609120was,was,HallDe99,qb_hits,0,,,,,
player,201609120was,was,HallDe99,fumbles_rec,0,,,,,
player,201609120was,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201609120was,was,HallDe99,fumbles_rec_td,0,,,,,
player,201609120was,was,HallDe99,fumbles_forced,0,,,,,
player,201609120was,was,NormJo01,def_int,0,,,,,
player,201609120was,was,NormJo01,def_int_yds,0,,,,,
player,201609120was,was,NormJo01,def_int_td,0,,,,,
player,201609120was,was,NormJo01,def_int_long,0,,,,,
player,201609120was,was,NormJo01,pass_defended,2,,,,,
player,201609120was,was,NormJo01,sacks,0.0,,,,,
player,201609120was,was,NormJo01,tackles_combined,6,,,,,
player,201609120was,was,NormJo01,tackles_solo,3,,,,,
player,201609120was,was,NormJo01,tackles_assists,3,,,,,
player,201609120was,was,NormJo01,tackles_loss,0,,,,,
player,201609120was,was,NormJo01,qb_hits,0,,,,,
player,201609120was,was,NormJo01,fumbles_rec,0,,,,,
player,201609120was,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201609120was,was,NormJo01,fumbles_rec_td,0,,,,,
player,201609120was,was,NormJo01,fumbles_forced,0,,,,,
player,201609120was,was,CravSu00,def_int,0,,,,,
player,201609120was,was,CravSu00,def_int_yds,0,,,,,
player,201609120was,was,CravSu00,def_int_td,0,,,,,
player,201609120was,was,CravSu00,def_int_long,0,,,,,
player,201609120was,was,CravSu00,pass_defended,0,,,,,
player,201609120was,was,CravSu00,sacks,0.0,,,,,
player,201609120was,was,CravSu00,tackles_combined,4,,,,,
player,201609120was,was,CravSu00,tackles_solo,3,,,,,
player,201609120was,was,CravSu00,tackles_assists,1,,,,,
player,201609120was,was,CravSu00,tackles_loss,0,,,,,
player,201609120was,was,CravSu00,qb_hits,0,,,,,
player,201609120was,was,CravSu00,fumbles_rec,0,,,,,
player,201609120was,was,CravSu00,fumbles_rec_yds,0,,,,,
player,201609120was,was,CravSu00,fumbles_rec_td,0,,,,,
player,201609120was,was,CravSu00,fumbles_forced,0,,,,,
player,201609120was,was,BakeCh99,def_int,0,,,,,
player,201609120was,was,BakeCh99,def_int_yds,0,,,,,
player,201609120was,was,BakeCh99,def_int_td,0,,,,,
player,201609120was,was,BakeCh99,def_int_long,0,,,,,
player,201609120was,was,BakeCh99,pass_defended,0,,,,,
player,201609120was,was,BakeCh99,sacks,0.0,,,,,
player,201609120was,was,BakeCh99,tackles_combined,3,,,,,
player,201609120was,was,BakeCh99,tackles_solo,1,,,,,
player,201609120was,was,BakeCh99,tackles_assists,2,,,,,
player,201609120was,was,BakeCh99,tackles_loss,0,,,,,
player,201609120was,was,BakeCh99,qb_hits,1,,,,,
player,201609120was,was,BakeCh99,fumbles_rec,0,,,,,
player,201609120was,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201609120was,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201609120was,was,BakeCh99,fumbles_forced,0,,,,,
player,201609120was,was,SmitPr00,def_int,0,,,,,
player,201609120was,was,SmitPr00,def_int_yds,0,,,,,
player,201609120was,was,SmitPr00,def_int_td,0,,,,,
player,201609120was,was,SmitPr00,def_int_long,0,,,,,
player,201609120was,was,SmitPr00,pass_defended,0,,,,,
player,201609120was,was,SmitPr00,sacks,0.0,,,,,
player,201609120was,was,SmitPr00,tackles_combined,3,,,,,
player,201609120was,was,SmitPr00,tackles_solo,0,,,,,
player,201609120was,was,SmitPr00,tackles_assists,3,,,,,
player,201609120was,was,SmitPr00,tackles_loss,0,,,,,
player,201609120was,was,SmitPr00,qb_hits,1,,,,,
player,201609120was,was,SmitPr00,fumbles_rec,0,,,,,
player,201609120was,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201609120was,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201609120was,was,SmitPr00,fumbles_forced,0,,,,,
player,201609120was,was,GolsKe20,def_int,0,,,,,
player,201609120was,was,GolsKe20,def_int_yds,0,,,,,
player,201609120was,was,GolsKe20,def_int_td,0,,,,,
player,201609120was,was,GolsKe20,def_int_long,0,,,,,
player,201609120was,was,GolsKe20,pass_defended,0,,,,,
player,201609120was,was,GolsKe20,sacks,0.0,,,,,
player,201609120was,was,GolsKe20,tackles_combined,2,,,,,
player,201609120was,was,GolsKe20,tackles_solo,2,,,,,
player,201609120was,was,GolsKe20,tackles_assists,0,,,,,
player,201609120was,was,GolsKe20,tackles_loss,0,,,,,
player,201609120was,was,GolsKe20,qb_hits,1,,,,,
player,201609120was,was,GolsKe20,fumbles_rec,0,,,,,
player,201609120was,was,GolsKe20,fumbles_rec_yds,0,,,,,
player,201609120was,was,GolsKe20,fumbles_rec_td,0,,,,,
player,201609120was,was,GolsKe20,fumbles_forced,0,,,,,
player,201609120was,was,HoodEv99,def_int,0,,,,,
player,201609120was,was,HoodEv99,def_int_yds,0,,,,,
player,201609120was,was,HoodEv99,def_int_td,0,,,,,
player,201609120was,was,HoodEv99,def_int_long,0,,,,,
player,201609120was,was,HoodEv99,pass_defended,0,,,,,
player,201609120was,was,HoodEv99,sacks,0.0,,,,,
player,201609120was,was,HoodEv99,tackles_combined,2,,,,,
player,201609120was,was,HoodEv99,tackles_solo,1,,,,,
player,201609120was,was,HoodEv99,tackles_assists,1,,,,,
player,201609120was,was,HoodEv99,tackles_loss,0,,,,,
player,201609120was,was,HoodEv99,qb_hits,1,,,,,
player,201609120was,was,HoodEv99,fumbles_rec,0,,,,,
player,201609120was,was,HoodEv99,fumbles_rec_yds,0,,,,,
player,201609120was,was,HoodEv99,fumbles_rec_td,0,,,,,
player,201609120was,was,HoodEv99,fumbles_forced,0,,,,,
player,201609120was,was,PhilDa00,def_int,0,,,,,
player,201609120was,was,PhilDa00,def_int_yds,0,,,,,
player,201609120was,was,PhilDa00,def_int_td,0,,,,,
player,201609120was,was,PhilDa00,def_int_long,0,,,,,
player,201609120was,was,PhilDa00,pass_defended,0,,,,,
player,201609120was,was,PhilDa00,sacks,0.0,,,,,
player,201609120was,was,PhilDa00,tackles_combined,2,,,,,
player,201609120was,was,PhilDa00,tackles_solo,1,,,,,
player,201609120was,was,PhilDa00,tackles_assists,1,,,,,
player,201609120was,was,PhilDa00,tackles_loss,0,,,,,
player,201609120was,was,PhilDa00,qb_hits,0,,,,,
player,201609120was,was,PhilDa00,fumbles_rec,0,,,,,
player,201609120was,was,PhilDa00,fumbles_rec_yds,0,,,,,
player,201609120was,was,PhilDa00,fumbles_rec_td,0,,,,,
player,201609120was,was,PhilDa00,fumbles_forced,0,,,,,
player,201609120was,was,ReyeKe00,def_int,0,,,,,
player,201609120was,was,ReyeKe00,def_int_yds,0,,,,,
player,201609120was,was,ReyeKe00,def_int_td,0,,,,,
player,201609120was,was,ReyeKe00,def_int_long,0,,,,,
player,201609120was,was,ReyeKe00,pass_defended,0,,,,,
player,201609120was,was,ReyeKe00,sacks,0.0,,,,,
player,201609120was,was,ReyeKe00,tackles_combined,2,,,,,
player,201609120was,was,ReyeKe00,tackles_solo,1,,,,,
player,201609120was,was,ReyeKe00,tackles_assists,1,,,,,
player,201609120was,was,ReyeKe00,tackles_loss,0,,,,,
player,201609120was,was,ReyeKe00,qb_hits,0,,,,,
player,201609120was,was,ReyeKe00,fumbles_rec,0,,,,,
player,201609120was,was,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201609120was,was,ReyeKe00,fumbles_rec_td,0,,,,,
player,201609120was,was,ReyeKe00,fumbles_forced,0,,,,,
player,201609120was,was,BateHo00,def_int,0,,,,,
player,201609120was,was,BateHo00,def_int_yds,0,,,,,
player,201609120was,was,BateHo00,def_int_td,0,,,,,
player,201609120was,was,BateHo00,def_int_long,0,,,,,
player,201609120was,was,BateHo00,pass_defended,0,,,,,
player,201609120was,was,BateHo00,sacks,0.0,,,,,
player,201609120was,was,BateHo00,tackles_combined,1,,,,,
player,201609120was,was,BateHo00,tackles_solo,0,,,,,
player,201609120was,was,BateHo00,tackles_assists,1,,,,,
player,201609120was,was,BateHo00,tackles_loss,0,,,,,
player,201609120was,was,BateHo00,qb_hits,0,,,,,
player,201609120was,was,BateHo00,fumbles_rec,0,,,,,
player,201609120was,was,BateHo00,fumbles_rec_yds,0,,,,,
player,201609120was,was,BateHo00,fumbles_rec_td,0,,,,,
player,201609120was,was,BateHo00,fumbles_forced,0,,,,,
player,201609120was,was,GarvTe00,def_int,0,,,,,
player,201609120was,was,GarvTe00,def_int_yds,0,,,,,
player,201609120was,was,GarvTe00,def_int_td,0,,,,,
player,201609120was,was,GarvTe00,def_int_long,0,,,,,
player,201609120was,was,GarvTe00,pass_defended,0,,,,,
player,201609120was,was,GarvTe00,sacks,0.0,,,,,
player,201609120was,was,GarvTe00,tackles_combined,1,,,,,
player,201609120was,was,GarvTe00,tackles_solo,0,,,,,
player,201609120was,was,GarvTe00,tackles_assists,1,,,,,
player,201609120was,was,GarvTe00,tackles_loss,0,,,,,
player,201609120was,was,GarvTe00,qb_hits,0,,,,,
player,201609120was,was,GarvTe00,fumbles_rec,0,,,,,
player,201609120was,was,GarvTe00,fumbles_rec_yds,0,,,,,
player,201609120was,was,GarvTe00,fumbles_rec_td,0,,,,,
player,201609120was,was,GarvTe00,fumbles_forced,0,,,,,
player,201609120was,was,MurpTr00,def_int,0,,,,,
player,201609120was,was,MurpTr00,def_int_yds,0,,,,,
player,201609120was,was,MurpTr00,def_int_td,0,,,,,
player,201609120was,was,MurpTr00,def_int_long,0,,,,,
player,201609120was,was,MurpTr00,pass_defended,0,,,,,
player,201609120was,was,MurpTr00,sacks,0.0,,,,,
player,201609120was,was,MurpTr00,tackles_combined,0,,,,,
player,201609120was,was,MurpTr00,tackles_solo,0,,,,,
player,201609120was,was,MurpTr00,tackles_assists,0,,,,,
player,201609120was,was,MurpTr00,tackles_loss,0,,,,,
player,201609120was,was,MurpTr00,qb_hits,1,,,,,
player,201609120was,was,MurpTr00,fumbles_rec,0,,,,,
player,201609120was,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201609120was,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201609120was,was,MurpTr00,fumbles_forced,0,,,,,
player,201609120was,was,PaulNi00,def_int,0,,,,,
player,201609120was,was,PaulNi00,def_int_yds,0,,,,,
player,201609120was,was,PaulNi00,def_int_td,0,,,,,
player,201609120was,was,PaulNi00,def_int_long,0,,,,,
player,201609120was,was,PaulNi00,pass_defended,0,,,,,
player,201609120was,was,PaulNi00,sacks,0.0,,,,,
player,201609120was,was,PaulNi00,tackles_combined,0,,,,,
player,201609120was,was,PaulNi00,tackles_solo,0,,,,,
player,201609120was,was,PaulNi00,tackles_assists,0,,,,,
player,201609120was,was,PaulNi00,tackles_loss,0,,,,,
player,201609120was,was,PaulNi00,qb_hits,1,,,,,
player,201609120was,was,PaulNi00,fumbles_rec,0,,,,,
player,201609120was,was,PaulNi00,fumbles_rec_yds,0,,,,,
player,201609120was,was,PaulNi00,fumbles_rec_td,0,,,,,
player,201609120was,was,PaulNi00,fumbles_forced,0,,,,,
player,201609120was,pit,TousFi00,kick_ret,1,,,,,
player,201609120was,pit,TousFi00,kick_ret_yds,18,,,,,
player,201609120was,pit,TousFi00,kick_ret_yds_per_ret,18.0,,,,,
player,201609120was,pit,TousFi00,kick_ret_td,0,,,,,
player,201609120was,pit,TousFi00,kick_ret_long,18,,,,,
player,201609120was,pit,TousFi00,punt_ret,0,,,,,
player,201609120was,pit,TousFi00,punt_ret_yds,0,,,,,
player,201609120was,pit,TousFi00,punt_ret_yds_per_ret,,,,,,
player,201609120was,pit,TousFi00,punt_ret_td,0,,,,,
player,201609120was,pit,TousFi00,punt_ret_long,0,,,,,
player,201609120was,was,CrowJa00,kick_ret,0,,,,,
player,201609120was,was,CrowJa00,kick_ret_yds,0,,,,,
player,201609120was,was,CrowJa00,kick_ret_yds_per_ret,,,,,,
player,201609120was,was,CrowJa00,kick_ret_td,0,,,,,
player,201609120was,was,CrowJa00,kick_ret_long,0,,,,,
player,201609120was,was,CrowJa00,punt_ret,1,,,,,
player,201609120was,was,CrowJa00,punt_ret_yds,17,,,,,
player,201609120was,was,CrowJa00,punt_ret_yds_per_ret,17.0,,,,,
player,201609120was,was,CrowJa00,punt_ret_td,0,,,,,
player,201609120was,was,CrowJa00,punt_ret_long,17,,,,,
player,201609120was,was,BlacWi20,kick_ret,1,,,,,
player,201609120was,was,BlacWi20,kick_ret_yds,29,,,,,
player,201609120was,was,BlacWi20,kick_ret_yds_per_ret,29.0,,,,,
player,201609120was,was,BlacWi20,kick_ret_td,0,,,,,
player,201609120was,was,BlacWi20,kick_ret_long,29,,,,,
player,201609120was,was,BlacWi20,punt_ret,0,,,,,
player,201609120was,was,BlacWi20,punt_ret_yds,0,,,,,
player,201609120was,was,BlacWi20,punt_ret_yds_per_ret,,,,,,
player,201609120was,was,BlacWi20,punt_ret_td,0,,,,,
player,201609120was,was,BlacWi20,punt_ret_long,0,,,,,
player,201609120was,pit,BoswCh00,xpm,5,,,,,
player,201609120was,pit,BoswCh00,xpa,5,,,,,
player,201609120was,pit,BoswCh00,fgm,1,,,,,
player,201609120was,pit,BoswCh00,fga,1,,,,,
player,201609120was,pit,BoswCh00,punt,0,,,,,
player,201609120was,pit,BoswCh00,punt_yds,0,,,,,
player,201609120was,pit,BoswCh00,punt_yds_per_punt,,,,,,
player,201609120was,pit,BoswCh00,punt_long,0,,,,,
player,201609120was,pit,BerrJo00,xpm,,,,,,
player,201609120was,pit,BerrJo00,xpa,,,,,,
player,201609120was,pit,BerrJo00,fgm,,,,,,
player,201609120was,pit,BerrJo00,fga,,,,,,
player,201609120was,pit,BerrJo00,punt,2,,,,,
player,201609120was,pit,BerrJo00,punt_yds,107,,,,,
player,201609120was,pit,BerrJo00,punt_yds_per_punt,53.5,,,,,
player,201609120was,pit,BerrJo00,punt_long,61,,,,,
player,201609120was,was,HopkDu00,xpm,1,,,,,
player,201609120was,was,HopkDu00,xpa,1,,,,,
player,201609120was,was,HopkDu00,fgm,3,,,,,
