game,2016,2,20160919,201609190chi,phi,"Philadelphia Eagles",29,chi,"Chicago Bears",14
player,201609190chi,phi,BradNi00,fumbles_forced,0,,,,,
player,201609190chi,phi,JenkMa99,def_int,0,,,,,
player,201609190chi,phi,JenkMa99,def_int_yds,0,,,,,
player,201609190chi,phi,JenkMa99,def_int_td,0,,,,,
player,201609190chi,phi,JenkMa99,def_int_long,0,,,,,
player,201609190chi,phi,JenkMa99,pass_defended,1,,,,,
player,201609190chi,phi,JenkMa99,sacks,1.0,,,,,
player,201609190chi,phi,JenkMa99,tackles_combined,5,,,,,
player,201609190chi,phi,JenkMa99,tackles_solo,4,,,,,
player,201609190chi,phi,JenkMa99,tackles_assists,1,,,,,
player,201609190chi,phi,JenkMa99,tackles_loss,1,,,,,
player,201609190chi,phi,JenkMa99,qb_hits,1,,,,,
player,201609190chi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201609190chi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201609190chi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201609190chi,phi,GrahBr99,def_int,0,,,,,
player,201609190chi,phi,GrahBr99,def_int_yds,0,,,,,
player,201609190chi,phi,GrahBr99,def_int_td,0,,,,,
player,201609190chi,phi,GrahBr99,def_int_long,0,,,,,
player,201609190chi,phi,GrahBr99,pass_defended,0,,,,,
player,201609190chi,phi,GrahBr99,sacks,1.0,,,,,
player,201609190chi,phi,GrahBr99,tackles_combined,4,,,,,
player,201609190chi,phi,GrahBr99,tackles_solo,4,,,,,
player,201609190chi,phi,GrahBr99,tackles_assists,0,,,,,
player,201609190chi,phi,GrahBr99,tackles_loss,2,,,,,
player,201609190chi,phi,GrahBr99,qb_hits,1,,,,,
player,201609190chi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201609190chi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201609190chi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201609190chi,phi,VaeaDe01,def_int,0,,,,,
player,201609190chi,phi,VaeaDe01,def_int_yds,0,,,,,
player,201609190chi,phi,VaeaDe01,def_int_td,0,,,,,
player,201609190chi,phi,VaeaDe01,def_int_long,0,,,,,
player,201609190chi,phi,VaeaDe01,pass_defended,0,,,,,
player,201609190chi,phi,VaeaDe01,sacks,1.0,,,,,
player,201609190chi,phi,VaeaDe01,tackles_combined,1,,,,,
player,201609190chi,phi,VaeaDe01,tackles_solo,1,,,,,
player,201609190chi,phi,VaeaDe01,tackles_assists,0,,,,,
player,201609190chi,phi,VaeaDe01,tackles_loss,0,,,,,
player,201609190chi,phi,VaeaDe01,qb_hits,1,,,,,
player,201609190chi,phi,VaeaDe01,fumbles_rec,0,,,,,
player,201609190chi,phi,VaeaDe01,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,VaeaDe01,fumbles_rec_td,0,,,,,
player,201609190chi,phi,VaeaDe01,fumbles_forced,1,,,,,
player,201609190chi,phi,MillJa02,def_int,0,,,,,
player,201609190chi,phi,MillJa02,def_int_yds,0,,,,,
player,201609190chi,phi,MillJa02,def_int_td,0,,,,,
player,201609190chi,phi,MillJa02,def_int_long,0,,,,,
player,201609190chi,phi,MillJa02,pass_defended,1,,,,,
player,201609190chi,phi,MillJa02,sacks,0.0,,,,,
player,201609190chi,phi,MillJa02,tackles_combined,6,,,,,
player,201609190chi,phi,MillJa02,tackles_solo,6,,,,,
player,201609190chi,phi,MillJa02,tackles_assists,0,,,,,
player,201609190chi,phi,MillJa02,tackles_loss,0,,,,,
player,201609190chi,phi,MillJa02,qb_hits,0,,,,,
player,201609190chi,phi,MillJa02,fumbles_rec,0,,,,,
player,201609190chi,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201609190chi,phi,MillJa02,fumbles_forced,0,,,,,
player,201609190chi,phi,BrooRo01,def_int,0,,,,,
player,201609190chi,phi,BrooRo01,def_int_yds,0,,,,,
player,201609190chi,phi,BrooRo01,def_int_td,0,,,,,
player,201609190chi,phi,BrooRo01,def_int_long,0,,,,,
player,201609190chi,phi,BrooRo01,pass_defended,1,,,,,
player,201609190chi,phi,BrooRo01,sacks,0.0,,,,,
player,201609190chi,phi,BrooRo01,tackles_combined,5,,,,,
player,201609190chi,phi,BrooRo01,tackles_solo,5,,,,,
player,201609190chi,phi,BrooRo01,tackles_assists,0,,,,,
player,201609190chi,phi,BrooRo01,tackles_loss,0,,,,,
player,201609190chi,phi,BrooRo01,qb_hits,0,,,,,
player,201609190chi,phi,BrooRo01,fumbles_rec,1,,,,,
player,201609190chi,phi,BrooRo01,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,BrooRo01,fumbles_rec_td,0,,,,,
player,201609190chi,phi,BrooRo01,fumbles_forced,0,,,,,
player,201609190chi,phi,McLeRo00,def_int,0,,,,,
player,201609190chi,phi,McLeRo00,def_int_yds,0,,,,,
player,201609190chi,phi,McLeRo00,def_int_td,0,,,,,
player,201609190chi,phi,McLeRo00,def_int_long,0,,,,,
player,201609190chi,phi,McLeRo00,pass_defended,0,,,,,
player,201609190chi,phi,McLeRo00,sacks,0.0,,,,,
player,201609190chi,phi,McLeRo00,tackles_combined,5,,,,,
player,201609190chi,phi,McLeRo00,tackles_solo,5,,,,,
player,201609190chi,phi,McLeRo00,tackles_assists,0,,,,,
player,201609190chi,phi,McLeRo00,tackles_loss,0,,,,,
player,201609190chi,phi,McLeRo00,qb_hits,0,,,,,
player,201609190chi,phi,McLeRo00,fumbles_rec,0,,,,,
player,201609190chi,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,McLeRo00,fumbles_forced,0,,,,,
player,201609190chi,phi,KendMy00,def_int,0,,,,,
player,201609190chi,phi,KendMy00,def_int_yds,0,,,,,
player,201609190chi,phi,KendMy00,def_int_td,0,,,,,
player,201609190chi,phi,KendMy00,def_int_long,0,,,,,
player,201609190chi,phi,KendMy00,pass_defended,0,,,,,
player,201609190chi,phi,KendMy00,sacks,0.0,,,,,
player,201609190chi,phi,KendMy00,tackles_combined,4,,,,,
player,201609190chi,phi,KendMy00,tackles_solo,4,,,,,
player,201609190chi,phi,KendMy00,tackles_assists,0,,,,,
player,201609190chi,phi,KendMy00,tackles_loss,0,,,,,
player,201609190chi,phi,KendMy00,qb_hits,0,,,,,
player,201609190chi,phi,KendMy00,fumbles_rec,0,,,,,
player,201609190chi,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,KendMy00,fumbles_forced,0,,,,,
player,201609190chi,phi,CarrNo00,def_int,0,,,,,
player,201609190chi,phi,CarrNo00,def_int_yds,0,,,,,
player,201609190chi,phi,CarrNo00,def_int_td,0,,,,,
player,201609190chi,phi,CarrNo00,def_int_long,0,,,,,
player,201609190chi,phi,CarrNo00,pass_defended,0,,,,,
player,201609190chi,phi,CarrNo00,sacks,0.0,,,,,
player,201609190chi,phi,CarrNo00,tackles_combined,3,,,,,
player,201609190chi,phi,CarrNo00,tackles_solo,2,,,,,
player,201609190chi,phi,CarrNo00,tackles_assists,1,,,,,
player,201609190chi,phi,CarrNo00,tackles_loss,0,,,,,
player,201609190chi,phi,CarrNo00,qb_hits,0,,,,,
player,201609190chi,phi,CarrNo00,fumbles_rec,0,,,,,
player,201609190chi,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,CarrNo00,fumbles_forced,0,,,,,
player,201609190chi,phi,TullSt20,def_int,0,,,,,
player,201609190chi,phi,TullSt20,def_int_yds,0,,,,,
player,201609190chi,phi,TullSt20,def_int_td,0,,,,,
player,201609190chi,phi,TullSt20,def_int_long,0,,,,,
player,201609190chi,phi,TullSt20,pass_defended,0,,,,,
player,201609190chi,phi,TullSt20,sacks,0.0,,,,,
player,201609190chi,phi,TullSt20,tackles_combined,3,,,,,
player,201609190chi,phi,TullSt20,tackles_solo,3,,,,,
player,201609190chi,phi,TullSt20,tackles_assists,0,,,,,
player,201609190chi,phi,TullSt20,tackles_loss,0,,,,,
player,201609190chi,phi,TullSt20,qb_hits,0,,,,,
player,201609190chi,phi,TullSt20,fumbles_rec,0,,,,,
player,201609190chi,phi,TullSt20,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,TullSt20,fumbles_rec_td,0,,,,,
player,201609190chi,phi,TullSt20,fumbles_forced,0,,,,,
player,201609190chi,phi,AlleBe00,def_int,0,,,,,
player,201609190chi,phi,AlleBe00,def_int_yds,0,,,,,
player,201609190chi,phi,AlleBe00,def_int_td,0,,,,,
player,201609190chi,phi,AlleBe00,def_int_long,0,,,,,
player,201609190chi,phi,AlleBe00,pass_defended,0,,,,,
player,201609190chi,phi,AlleBe00,sacks,0.0,,,,,
player,201609190chi,phi,AlleBe00,tackles_combined,2,,,,,
player,201609190chi,phi,AlleBe00,tackles_solo,2,,,,,
player,201609190chi,phi,AlleBe00,tackles_assists,0,,,,,
player,201609190chi,phi,AlleBe00,tackles_loss,0,,,,,
player,201609190chi,phi,AlleBe00,qb_hits,0,,,,,
player,201609190chi,phi,AlleBe00,fumbles_rec,0,,,,,
player,201609190chi,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,AlleBe00,fumbles_forced,0,,,,,
player,201609190chi,phi,CoxxFl00,def_int,0,,,,,
player,201609190chi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201609190chi,phi,CoxxFl00,def_int_td,0,,,,,
player,201609190chi,phi,CoxxFl00,def_int_long,0,,,,,
player,201609190chi,phi,CoxxFl00,pass_defended,0,,,,,
player,201609190chi,phi,CoxxFl00,sacks,0.0,,,,,
player,201609190chi,phi,CoxxFl00,tackles_combined,2,,,,,
player,201609190chi,phi,CoxxFl00,tackles_solo,2,,,,,
player,201609190chi,phi,CoxxFl00,tackles_assists,0,,,,,
player,201609190chi,phi,CoxxFl00,tackles_loss,0,,,,,
player,201609190chi,phi,CoxxFl00,qb_hits,0,,,,,
player,201609190chi,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201609190chi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201609190chi,phi,CurrVi00,def_int,0,,,,,
player,201609190chi,phi,CurrVi00,def_int_yds,0,,,,,
player,201609190chi,phi,CurrVi00,def_int_td,0,,,,,
player,201609190chi,phi,CurrVi00,def_int_long,0,,,,,
player,201609190chi,phi,CurrVi00,pass_defended,0,,,,,
player,201609190chi,phi,CurrVi00,sacks,0.0,,,,,
player,201609190chi,phi,CurrVi00,tackles_combined,2,,,,,
player,201609190chi,phi,CurrVi00,tackles_solo,2,,,,,
player,201609190chi,phi,CurrVi00,tackles_assists,0,,,,,
player,201609190chi,phi,CurrVi00,tackles_loss,0,,,,,
player,201609190chi,phi,CurrVi00,qb_hits,1,,,,,
player,201609190chi,phi,CurrVi00,fumbles_rec,0,,,,,
player,201609190chi,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,CurrVi00,fumbles_forced,0,,,,,
player,201609190chi,phi,GoodNa00,def_int,0,,,,,
player,201609190chi,phi,GoodNa00,def_int_yds,0,,,,,
player,201609190chi,phi,GoodNa00,def_int_td,0,,,,,
player,201609190chi,phi,GoodNa00,def_int_long,0,,,,,
player,201609190chi,phi,GoodNa00,pass_defended,0,,,,,
player,201609190chi,phi,GoodNa00,sacks,0.0,,,,,
player,201609190chi,phi,GoodNa00,tackles_combined,1,,,,,
player,201609190chi,phi,GoodNa00,tackles_solo,1,,,,,
player,201609190chi,phi,GoodNa00,tackles_assists,0,,,,,
player,201609190chi,phi,GoodNa00,tackles_loss,0,,,,,
player,201609190chi,phi,GoodNa00,qb_hits,0,,,,,
player,201609190chi,phi,GoodNa00,fumbles_rec,0,,,,,
player,201609190chi,phi,GoodNa00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,GoodNa00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,GoodNa00,fumbles_forced,0,,,,,
player,201609190chi,phi,HickJo00,def_int,0,,,,,
player,201609190chi,phi,HickJo00,def_int_yds,0,,,,,
player,201609190chi,phi,HickJo00,def_int_td,0,,,,,
player,201609190chi,phi,HickJo00,def_int_long,0,,,,,
player,201609190chi,phi,HickJo00,pass_defended,0,,,,,
player,201609190chi,phi,HickJo00,sacks,0.0,,,,,
player,201609190chi,phi,HickJo00,tackles_combined,1,,,,,
player,201609190chi,phi,HickJo00,tackles_solo,1,,,,,
player,201609190chi,phi,HickJo00,tackles_assists,0,,,,,
player,201609190chi,phi,HickJo00,tackles_loss,0,,,,,
player,201609190chi,phi,HickJo00,qb_hits,0,,,,,
player,201609190chi,phi,HickJo00,fumbles_rec,1,,,,,
player,201609190chi,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,HickJo00,fumbles_forced,0,,,,,
player,201609190chi,phi,HuffJo00,def_int,0,,,,,
player,201609190chi,phi,HuffJo00,def_int_yds,,,,,,
player,201609190chi,phi,HuffJo00,def_int_td,0,,,,,
player,201609190chi,phi,HuffJo00,def_int_long,0,,,,,
player,201609190chi,phi,HuffJo00,pass_defended,0,,,,,
player,201609190chi,phi,HuffJo00,sacks,0.0,,,,,
player,201609190chi,phi,HuffJo00,tackles_combined,1,,,,,
player,201609190chi,phi,HuffJo00,tackles_solo,1,,,,,
player,201609190chi,phi,HuffJo00,tackles_assists,0,,,,,
player,201609190chi,phi,HuffJo00,tackles_loss,0,,,,,
player,201609190chi,phi,HuffJo00,qb_hits,0,,,,,
player,201609190chi,phi,HuffJo00,fumbles_rec,0,,,,,
player,201609190chi,phi,HuffJo00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,HuffJo00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,HuffJo00,fumbles_forced,0,,,,,
player,201609190chi,phi,LogaBe00,def_int,0,,,,,
player,201609190chi,phi,LogaBe00,def_int_yds,0,,,,,
player,201609190chi,phi,LogaBe00,def_int_td,0,,,,,
player,201609190chi,phi,LogaBe00,def_int_long,0,,,,,
player,201609190chi,phi,LogaBe00,pass_defended,0,,,,,
player,201609190chi,phi,LogaBe00,sacks,0.0,,,,,
player,201609190chi,phi,LogaBe00,tackles_combined,1,,,,,
player,201609190chi,phi,LogaBe00,tackles_solo,1,,,,,
player,201609190chi,phi,LogaBe00,tackles_assists,0,,,,,
player,201609190chi,phi,LogaBe00,tackles_loss,0,,,,,
player,201609190chi,phi,LogaBe00,qb_hits,0,,,,,
player,201609190chi,phi,LogaBe00,fumbles_rec,0,,,,,
player,201609190chi,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201609190chi,phi,LogaBe00,fumbles_forced,1,,,,,
player,201609190chi,phi,BarwCo99,def_int,0,,,,,
player,201609190chi,phi,BarwCo99,def_int_yds,0,,,,,
player,201609190chi,phi,BarwCo99,def_int_td,0,,,,,
player,201609190chi,phi,BarwCo99,def_int_long,0,,,,,
player,201609190chi,phi,BarwCo99,pass_defended,0,,,,,
player,201609190chi,phi,BarwCo99,sacks,0.0,,,,,
player,201609190chi,phi,BarwCo99,tackles_combined,0,,,,,
player,201609190chi,phi,BarwCo99,tackles_solo,0,,,,,
player,201609190chi,phi,BarwCo99,tackles_assists,0,,,,,
player,201609190chi,phi,BarwCo99,tackles_loss,0,,,,,
player,201609190chi,phi,BarwCo99,qb_hits,2,,,,,
player,201609190chi,phi,BarwCo99,fumbles_rec,0,,,,,
player,201609190chi,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201609190chi,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201609190chi,phi,BarwCo99,fumbles_forced,0,,,,,
player,201609190chi,chi,YounWi99,def_int,0,,,,,
player,201609190chi,chi,YounWi99,def_int_yds,0,,,,,
player,201609190chi,chi,YounWi99,def_int_td,0,,,,,
player,201609190chi,chi,YounWi99,def_int_long,0,,,,,
player,201609190chi,chi,YounWi99,pass_defended,0,,,,,
player,201609190chi,chi,YounWi99,sacks,1.0,,,,,
player,201609190chi,chi,YounWi99,tackles_combined,7,,,,,
player,201609190chi,chi,YounWi99,tackles_solo,5,,,,,
player,201609190chi,chi,YounWi99,tackles_assists,2,,,,,
player,201609190chi,chi,YounWi99,tackles_loss,2,,,,,
player,201609190chi,chi,YounWi99,qb_hits,1,,,,,
player,201609190chi,chi,YounWi99,fumbles_rec,0,,,,,
player,201609190chi,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201609190chi,chi,YounWi99,fumbles_forced,0,,,,,
player,201609190chi,chi,AchoSa00,def_int,0,,,,,
player,201609190chi,chi,AchoSa00,def_int_yds,0,,,,,
player,201609190chi,chi,AchoSa00,def_int_td,0,,,,,
player,201609190chi,chi,AchoSa00,def_int_long,0,,,,,
player,201609190chi,chi,AchoSa00,pass_defended,0,,,,,
player,201609190chi,chi,AchoSa00,sacks,1.0,,,,,
player,201609190chi,chi,AchoSa00,tackles_combined,3,,,,,
player,201609190chi,chi,AchoSa00,tackles_solo,2,,,,,
player,201609190chi,chi,AchoSa00,tackles_assists,1,,,,,
player,201609190chi,chi,AchoSa00,tackles_loss,1,,,,,
player,201609190chi,chi,AchoSa00,qb_hits,0,,,,,
player,201609190chi,chi,AchoSa00,fumbles_rec,0,,,,,
player,201609190chi,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,AchoSa00,fumbles_forced,0,,,,,
player,201609190chi,chi,GlenJa01,def_int,0,,,,,
player,201609190chi,chi,GlenJa01,def_int_yds,0,,,,,
player,201609190chi,chi,GlenJa01,def_int_td,0,,,,,
player,201609190chi,chi,GlenJa01,def_int_long,0,,,,,
player,201609190chi,chi,GlenJa01,pass_defended,2,,,,,
player,201609190chi,chi,GlenJa01,sacks,0.0,,,,,
player,201609190chi,chi,GlenJa01,tackles_combined,7,,,,,
player,201609190chi,chi,GlenJa01,tackles_solo,7,,,,,
player,201609190chi,chi,GlenJa01,tackles_assists,0,,,,,
player,201609190chi,chi,GlenJa01,tackles_loss,0,,,,,
player,201609190chi,chi,GlenJa01,qb_hits,0,,,,,
player,201609190chi,chi,GlenJa01,fumbles_rec,0,,,,,
player,201609190chi,chi,GlenJa01,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,GlenJa01,fumbles_rec_td,0,,,,,
player,201609190chi,chi,GlenJa01,fumbles_forced,0,,,,,
player,201609190chi,chi,PortTr99,def_int,0,,,,,
player,201609190chi,chi,PortTr99,def_int_yds,0,,,,,
player,201609190chi,chi,PortTr99,def_int_td,0,,,,,
player,201609190chi,chi,PortTr99,def_int_long,0,,,,,
player,201609190chi,chi,PortTr99,pass_defended,1,,,,,
player,201609190chi,chi,PortTr99,sacks,0.0,,,,,
player,201609190chi,chi,PortTr99,tackles_combined,6,,,,,
player,201609190chi,chi,PortTr99,tackles_solo,6,,,,,
player,201609190chi,chi,PortTr99,tackles_assists,0,,,,,
player,201609190chi,chi,PortTr99,tackles_loss,0,,,,,
player,201609190chi,chi,PortTr99,qb_hits,0,,,,,
player,201609190chi,chi,PortTr99,fumbles_rec,0,,,,,
player,201609190chi,chi,PortTr99,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,PortTr99,fumbles_rec_td,0,,,,,
player,201609190chi,chi,PortTr99,fumbles_forced,0,,,,,
player,201609190chi,chi,FreeJe00,def_int,0,,,,,
player,201609190chi,chi,FreeJe00,def_int_yds,0,,,,,
player,201609190chi,chi,FreeJe00,def_int_td,0,,,,,
player,201609190chi,chi,FreeJe00,def_int_long,0,,,,,
player,201609190chi,chi,FreeJe00,pass_defended,1,,,,,
player,201609190chi,chi,FreeJe00,sacks,0.0,,,,,
player,201609190chi,chi,FreeJe00,tackles_combined,5,,,,,
player,201609190chi,chi,FreeJe00,tackles_solo,5,,,,,
player,201609190chi,chi,FreeJe00,tackles_assists,0,,,,,
player,201609190chi,chi,FreeJe00,tackles_loss,3,,,,,
player,201609190chi,chi,FreeJe00,qb_hits,0,,,,,
player,201609190chi,chi,FreeJe00,fumbles_rec,0,,,,,
player,201609190chi,chi,FreeJe00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,FreeJe00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,FreeJe00,fumbles_forced,0,,,,,
player,201609190chi,chi,JoneHa02,def_int,0,,,,,
player,201609190chi,chi,JoneHa02,def_int_yds,0,,,,,
player,201609190chi,chi,JoneHa02,def_int_td,0,,,,,
player,201609190chi,chi,JoneHa02,def_int_long,0,,,,,
player,201609190chi,chi,JoneHa02,pass_defended,0,,,,,
player,201609190chi,chi,JoneHa02,sacks,0.0,,,,,
player,201609190chi,chi,JoneHa02,tackles_combined,4,,,,,
player,201609190chi,chi,JoneHa02,tackles_solo,4,,,,,
player,201609190chi,chi,JoneHa02,tackles_assists,0,,,,,
player,201609190chi,chi,JoneHa02,tackles_loss,0,,,,,
player,201609190chi,chi,JoneHa02,qb_hits,0,,,,,
player,201609190chi,chi,JoneHa02,fumbles_rec,0,,,,,
player,201609190chi,chi,JoneHa02,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,JoneHa02,fumbles_rec_td,0,,,,,
player,201609190chi,chi,JoneHa02,fumbles_forced,0,,,,,
player,201609190chi,chi,TrevDa00,def_int,0,,,,,
player,201609190chi,chi,TrevDa00,def_int_yds,0,,,,,
player,201609190chi,chi,TrevDa00,def_int_td,0,,,,,
player,201609190chi,chi,TrevDa00,def_int_long,0,,,,,
player,201609190chi,chi,TrevDa00,pass_defended,0,,,,,
player,201609190chi,chi,TrevDa00,sacks,0.0,,,,,
player,201609190chi,chi,TrevDa00,tackles_combined,4,,,,,
player,201609190chi,chi,TrevDa00,tackles_solo,4,,,,,
player,201609190chi,chi,TrevDa00,tackles_assists,0,,,,,
player,201609190chi,chi,TrevDa00,tackles_loss,0,,,,,
player,201609190chi,chi,TrevDa00,qb_hits,0,,,,,
player,201609190chi,chi,TrevDa00,fumbles_rec,0,,,,,
player,201609190chi,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,TrevDa00,fumbles_forced,0,,,,,
player,201609190chi,chi,ProsCh00,def_int,0,,,,,
player,201609190chi,chi,ProsCh00,def_int_yds,0,,,,,
player,201609190chi,chi,ProsCh00,def_int_td,0,,,,,
player,201609190chi,chi,ProsCh00,def_int_long,0,,,,,
player,201609190chi,chi,ProsCh00,pass_defended,0,,,,,
player,201609190chi,chi,ProsCh00,sacks,0.0,,,,,
player,201609190chi,chi,ProsCh00,tackles_combined,3,,,,,
player,201609190chi,chi,ProsCh00,tackles_solo,3,,,,,
player,201609190chi,chi,ProsCh00,tackles_assists,0,,,,,
player,201609190chi,chi,ProsCh00,tackles_loss,0,,,,,
player,201609190chi,chi,ProsCh00,qb_hits,0,,,,,
player,201609190chi,chi,ProsCh00,fumbles_rec,0,,,,,
player,201609190chi,chi,ProsCh00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,ProsCh00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,ProsCh00,fumbles_forced,0,,,,,
player,201609190chi,chi,AmosAd00,def_int,0,,,,,
player,201609190chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201609190chi,chi,AmosAd00,def_int_td,0,,,,,
player,201609190chi,chi,AmosAd00,def_int_long,0,,,,,
player,201609190chi,chi,AmosAd00,pass_defended,0,,,,,
player,201609190chi,chi,AmosAd00,sacks,0.0,,,,,
player,201609190chi,chi,AmosAd00,tackles_combined,2,,,,,
player,201609190chi,chi,AmosAd00,tackles_solo,2,,,,,
player,201609190chi,chi,AmosAd00,tackles_assists,0,,,,,
player,201609190chi,chi,AmosAd00,tackles_loss,0,,,,,
player,201609190chi,chi,AmosAd00,qb_hits,0,,,,,
player,201609190chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201609190chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201609190chi,chi,CallBr00,def_int,0,,,,,
player,201609190chi,chi,CallBr00,def_int_yds,0,,,,,
player,201609190chi,chi,CallBr00,def_int_td,0,,,,,
player,201609190chi,chi,CallBr00,def_int_long,0,,,,,
player,201609190chi,chi,CallBr00,pass_defended,1,,,,,
player,201609190chi,chi,CallBr00,sacks,0.0,,,,,
player,201609190chi,chi,CallBr00,tackles_combined,2,,,,,
player,201609190chi,chi,CallBr00,tackles_solo,2,,,,,
player,201609190chi,chi,CallBr00,tackles_assists,0,,,,,
player,201609190chi,chi,CallBr00,tackles_loss,0,,,,,
player,201609190chi,chi,CallBr00,qb_hits,0,,,,,
player,201609190chi,chi,CallBr00,fumbles_rec,0,,,,,
player,201609190chi,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,CallBr00,fumbles_forced,0,,,,,
player,201609190chi,chi,FloyLe00,def_int,0,,,,,
player,201609190chi,chi,FloyLe00,def_int_yds,0,,,,,
player,201609190chi,chi,FloyLe00,def_int_td,0,,,,,
player,201609190chi,chi,FloyLe00,def_int_long,0,,,,,
player,201609190chi,chi,FloyLe00,pass_defended,0,,,,,
player,201609190chi,chi,FloyLe00,sacks,0.0,,,,,
player,201609190chi,chi,FloyLe00,tackles_combined,2,,,,,
player,201609190chi,chi,FloyLe00,tackles_solo,2,,,,,
player,201609190chi,chi,FloyLe00,tackles_assists,0,,,,,
player,201609190chi,chi,FloyLe00,tackles_loss,0,,,,,
player,201609190chi,chi,FloyLe00,qb_hits,0,,,,,
player,201609190chi,chi,FloyLe00,fumbles_rec,0,,,,,
player,201609190chi,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,FloyLe00,fumbles_forced,0,,,,,
player,201609190chi,chi,HickAk00,def_int,0,,,,,
player,201609190chi,chi,HickAk00,def_int_yds,0,,,,,
player,201609190chi,chi,HickAk00,def_int_td,0,,,,,
player,201609190chi,chi,HickAk00,def_int_long,0,,,,,
player,201609190chi,chi,HickAk00,pass_defended,0,,,,,
player,201609190chi,chi,HickAk00,sacks,0.0,,,,,
player,201609190chi,chi,HickAk00,tackles_combined,2,,,,,
player,201609190chi,chi,HickAk00,tackles_solo,2,,,,,
player,201609190chi,chi,HickAk00,tackles_assists,0,,,,,
player,201609190chi,chi,HickAk00,tackles_loss,1,,,,,
player,201609190chi,chi,HickAk00,qb_hits,1,,,,,
player,201609190chi,chi,HickAk00,fumbles_rec,0,,,,,
player,201609190chi,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,HickAk00,fumbles_forced,0,,,,,
player,201609190chi,chi,McMaSh99,def_int,0,,,,,
player,201609190chi,chi,McMaSh99,def_int_yds,0,,,,,
