game,2016,7,20161023,201610230atl,sdg,"San Diego Chargers",33,atl,"Atlanta Falcons",30
player,201610230atl,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201610230atl,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201610230atl,sdg,IngrMe00,def_int,0,,,,,
player,201610230atl,sdg,IngrMe00,def_int_yds,0,,,,,
player,201610230atl,sdg,IngrMe00,def_int_td,0,,,,,
player,201610230atl,sdg,IngrMe00,def_int_long,0,,,,,
player,201610230atl,sdg,IngrMe00,pass_defended,0,,,,,
player,201610230atl,sdg,IngrMe00,sacks,1.0,,,,,
player,201610230atl,sdg,IngrMe00,tackles_combined,9,,,,,
player,201610230atl,sdg,IngrMe00,tackles_solo,6,,,,,
player,201610230atl,sdg,IngrMe00,tackles_assists,3,,,,,
player,201610230atl,sdg,IngrMe00,tackles_loss,1,,,,,
player,201610230atl,sdg,IngrMe00,qb_hits,3,,,,,
player,201610230atl,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201610230atl,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201610230atl,sdg,HaywCa00,def_int,0,,,,,
player,201610230atl,sdg,HaywCa00,def_int_yds,0,,,,,
player,201610230atl,sdg,HaywCa00,def_int_td,0,,,,,
player,201610230atl,sdg,HaywCa00,def_int_long,0,,,,,
player,201610230atl,sdg,HaywCa00,pass_defended,1,,,,,
player,201610230atl,sdg,HaywCa00,sacks,0.0,,,,,
player,201610230atl,sdg,HaywCa00,tackles_combined,6,,,,,
player,201610230atl,sdg,HaywCa00,tackles_solo,6,,,,,
player,201610230atl,sdg,HaywCa00,tackles_assists,0,,,,,
player,201610230atl,sdg,HaywCa00,tackles_loss,0,,,,,
player,201610230atl,sdg,HaywCa00,qb_hits,0,,,,,
player,201610230atl,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201610230atl,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201610230atl,sdg,McCoDe00,def_int,0,,,,,
player,201610230atl,sdg,McCoDe00,def_int_yds,0,,,,,
player,201610230atl,sdg,McCoDe00,def_int_td,0,,,,,
player,201610230atl,sdg,McCoDe00,def_int_long,0,,,,,
player,201610230atl,sdg,McCoDe00,pass_defended,0,,,,,
player,201610230atl,sdg,McCoDe00,sacks,0.0,,,,,
player,201610230atl,sdg,McCoDe00,tackles_combined,6,,,,,
player,201610230atl,sdg,McCoDe00,tackles_solo,5,,,,,
player,201610230atl,sdg,McCoDe00,tackles_assists,1,,,,,
player,201610230atl,sdg,McCoDe00,tackles_loss,0,,,,,
player,201610230atl,sdg,McCoDe00,qb_hits,0,,,,,
player,201610230atl,sdg,McCoDe00,fumbles_rec,0,,,,,
player,201610230atl,sdg,McCoDe00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,McCoDe00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,McCoDe00,fumbles_forced,0,,,,,
player,201610230atl,sdg,EmanKy00,def_int,0,,,,,
player,201610230atl,sdg,EmanKy00,def_int_yds,0,,,,,
player,201610230atl,sdg,EmanKy00,def_int_td,0,,,,,
player,201610230atl,sdg,EmanKy00,def_int_long,0,,,,,
player,201610230atl,sdg,EmanKy00,pass_defended,0,,,,,
player,201610230atl,sdg,EmanKy00,sacks,0.0,,,,,
player,201610230atl,sdg,EmanKy00,tackles_combined,5,,,,,
player,201610230atl,sdg,EmanKy00,tackles_solo,2,,,,,
player,201610230atl,sdg,EmanKy00,tackles_assists,3,,,,,
player,201610230atl,sdg,EmanKy00,tackles_loss,0,,,,,
player,201610230atl,sdg,EmanKy00,qb_hits,1,,,,,
player,201610230atl,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201610230atl,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201610230atl,sdg,MebaBr99,def_int,0,,,,,
player,201610230atl,sdg,MebaBr99,def_int_yds,0,,,,,
player,201610230atl,sdg,MebaBr99,def_int_td,0,,,,,
player,201610230atl,sdg,MebaBr99,def_int_long,0,,,,,
player,201610230atl,sdg,MebaBr99,pass_defended,0,,,,,
player,201610230atl,sdg,MebaBr99,sacks,0.0,,,,,
player,201610230atl,sdg,MebaBr99,tackles_combined,5,,,,,
player,201610230atl,sdg,MebaBr99,tackles_solo,3,,,,,
player,201610230atl,sdg,MebaBr99,tackles_assists,2,,,,,
player,201610230atl,sdg,MebaBr99,tackles_loss,1,,,,,
player,201610230atl,sdg,MebaBr99,qb_hits,0,,,,,
player,201610230atl,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201610230atl,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201610230atl,sdg,LoweDw99,def_int,0,,,,,
player,201610230atl,sdg,LoweDw99,def_int_yds,0,,,,,
player,201610230atl,sdg,LoweDw99,def_int_td,0,,,,,
player,201610230atl,sdg,LoweDw99,def_int_long,0,,,,,
player,201610230atl,sdg,LoweDw99,pass_defended,1,,,,,
player,201610230atl,sdg,LoweDw99,sacks,0.0,,,,,
player,201610230atl,sdg,LoweDw99,tackles_combined,3,,,,,
player,201610230atl,sdg,LoweDw99,tackles_solo,3,,,,,
player,201610230atl,sdg,LoweDw99,tackles_assists,0,,,,,
player,201610230atl,sdg,LoweDw99,tackles_loss,0,,,,,
player,201610230atl,sdg,LoweDw99,qb_hits,0,,,,,
player,201610230atl,sdg,LoweDw99,fumbles_rec,0,,,,,
player,201610230atl,sdg,LoweDw99,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,LoweDw99,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,LoweDw99,fumbles_forced,0,,,,,
player,201610230atl,sdg,ToomKo00,def_int,0,,,,,
player,201610230atl,sdg,ToomKo00,def_int_yds,0,,,,,
player,201610230atl,sdg,ToomKo00,def_int_td,0,,,,,
player,201610230atl,sdg,ToomKo00,def_int_long,0,,,,,
player,201610230atl,sdg,ToomKo00,pass_defended,0,,,,,
player,201610230atl,sdg,ToomKo00,sacks,0.0,,,,,
player,201610230atl,sdg,ToomKo00,tackles_combined,3,,,,,
player,201610230atl,sdg,ToomKo00,tackles_solo,3,,,,,
player,201610230atl,sdg,ToomKo00,tackles_assists,0,,,,,
player,201610230atl,sdg,ToomKo00,tackles_loss,0,,,,,
player,201610230atl,sdg,ToomKo00,qb_hits,0,,,,,
player,201610230atl,sdg,ToomKo00,fumbles_rec,0,,,,,
player,201610230atl,sdg,ToomKo00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,ToomKo00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,ToomKo00,fumbles_forced,0,,,,,
player,201610230atl,sdg,BrowJa05,def_int,0,,,,,
player,201610230atl,sdg,BrowJa05,def_int_yds,0,,,,,
player,201610230atl,sdg,BrowJa05,def_int_td,0,,,,,
player,201610230atl,sdg,BrowJa05,def_int_long,0,,,,,
player,201610230atl,sdg,BrowJa05,pass_defended,0,,,,,
player,201610230atl,sdg,BrowJa05,sacks,0.0,,,,,
player,201610230atl,sdg,BrowJa05,tackles_combined,2,,,,,
player,201610230atl,sdg,BrowJa05,tackles_solo,1,,,,,
player,201610230atl,sdg,BrowJa05,tackles_assists,1,,,,,
player,201610230atl,sdg,BrowJa05,tackles_loss,0,,,,,
player,201610230atl,sdg,BrowJa05,qb_hits,0,,,,,
player,201610230atl,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201610230atl,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201610230atl,sdg,PaleTe00,def_int,0,,,,,
player,201610230atl,sdg,PaleTe00,def_int_yds,0,,,,,
player,201610230atl,sdg,PaleTe00,def_int_td,0,,,,,
player,201610230atl,sdg,PaleTe00,def_int_long,0,,,,,
player,201610230atl,sdg,PaleTe00,pass_defended,0,,,,,
player,201610230atl,sdg,PaleTe00,sacks,0.0,,,,,
player,201610230atl,sdg,PaleTe00,tackles_combined,2,,,,,
player,201610230atl,sdg,PaleTe00,tackles_solo,1,,,,,
player,201610230atl,sdg,PaleTe00,tackles_assists,1,,,,,
player,201610230atl,sdg,PaleTe00,tackles_loss,0,,,,,
player,201610230atl,sdg,PaleTe00,qb_hits,0,,,,,
player,201610230atl,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201610230atl,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201610230atl,sdg,WillSt02,def_int,0,,,,,
player,201610230atl,sdg,WillSt02,def_int_yds,0,,,,,
player,201610230atl,sdg,WillSt02,def_int_td,0,,,,,
player,201610230atl,sdg,WillSt02,def_int_long,0,,,,,
player,201610230atl,sdg,WillSt02,pass_defended,0,,,,,
player,201610230atl,sdg,WillSt02,sacks,0.0,,,,,
player,201610230atl,sdg,WillSt02,tackles_combined,2,,,,,
player,201610230atl,sdg,WillSt02,tackles_solo,1,,,,,
player,201610230atl,sdg,WillSt02,tackles_assists,1,,,,,
player,201610230atl,sdg,WillSt02,tackles_loss,0,,,,,
player,201610230atl,sdg,WillSt02,qb_hits,0,,,,,
player,201610230atl,sdg,WillSt02,fumbles_rec,0,,,,,
player,201610230atl,sdg,WillSt02,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,WillSt02,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,WillSt02,fumbles_forced,0,,,,,
player,201610230atl,sdg,MageCr00,def_int,0,,,,,
player,201610230atl,sdg,MageCr00,def_int_yds,0,,,,,
player,201610230atl,sdg,MageCr00,def_int_td,0,,,,,
player,201610230atl,sdg,MageCr00,def_int_long,0,,,,,
player,201610230atl,sdg,MageCr00,pass_defended,1,,,,,
player,201610230atl,sdg,MageCr00,sacks,0.0,,,,,
player,201610230atl,sdg,MageCr00,tackles_combined,1,,,,,
player,201610230atl,sdg,MageCr00,tackles_solo,1,,,,,
player,201610230atl,sdg,MageCr00,tackles_assists,0,,,,,
player,201610230atl,sdg,MageCr00,tackles_loss,0,,,,,
player,201610230atl,sdg,MageCr00,qb_hits,0,,,,,
player,201610230atl,sdg,MageCr00,fumbles_rec,0,,,,,
player,201610230atl,sdg,MageCr00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,MageCr00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,MageCr00,fumbles_forced,0,,,,,
player,201610230atl,sdg,PerrJo01,def_int,0,,,,,
player,201610230atl,sdg,PerrJo01,def_int_yds,0,,,,,
player,201610230atl,sdg,PerrJo01,def_int_td,0,,,,,
player,201610230atl,sdg,PerrJo01,def_int_long,0,,,,,
player,201610230atl,sdg,PerrJo01,pass_defended,0,,,,,
player,201610230atl,sdg,PerrJo01,sacks,0.0,,,,,
player,201610230atl,sdg,PerrJo01,tackles_combined,1,,,,,
player,201610230atl,sdg,PerrJo01,tackles_solo,0,,,,,
player,201610230atl,sdg,PerrJo01,tackles_assists,1,,,,,
player,201610230atl,sdg,PerrJo01,tackles_loss,0,,,,,
player,201610230atl,sdg,PerrJo01,qb_hits,0,,,,,
player,201610230atl,sdg,PerrJo01,fumbles_rec,0,,,,,
player,201610230atl,sdg,PerrJo01,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,PerrJo01,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,PerrJo01,fumbles_forced,0,,,,,
player,201610230atl,sdg,SquaDa00,def_int,0,,,,,
player,201610230atl,sdg,SquaDa00,def_int_yds,0,,,,,
player,201610230atl,sdg,SquaDa00,def_int_td,0,,,,,
player,201610230atl,sdg,SquaDa00,def_int_long,0,,,,,
player,201610230atl,sdg,SquaDa00,pass_defended,0,,,,,
player,201610230atl,sdg,SquaDa00,sacks,0.0,,,,,
player,201610230atl,sdg,SquaDa00,tackles_combined,1,,,,,
player,201610230atl,sdg,SquaDa00,tackles_solo,1,,,,,
player,201610230atl,sdg,SquaDa00,tackles_assists,0,,,,,
player,201610230atl,sdg,SquaDa00,tackles_loss,0,,,,,
player,201610230atl,sdg,SquaDa00,qb_hits,0,,,,,
player,201610230atl,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201610230atl,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201610230atl,sdg,WillTo00,def_int,0,,,,,
player,201610230atl,sdg,WillTo00,def_int_yds,0,,,,,
player,201610230atl,sdg,WillTo00,def_int_td,0,,,,,
player,201610230atl,sdg,WillTo00,def_int_long,0,,,,,
player,201610230atl,sdg,WillTo00,pass_defended,0,,,,,
player,201610230atl,sdg,WillTo00,sacks,0.0,,,,,
player,201610230atl,sdg,WillTo00,tackles_combined,1,,,,,
player,201610230atl,sdg,WillTo00,tackles_solo,0,,,,,
player,201610230atl,sdg,WillTo00,tackles_assists,1,,,,,
player,201610230atl,sdg,WillTo00,tackles_loss,0,,,,,
player,201610230atl,sdg,WillTo00,qb_hits,0,,,,,
player,201610230atl,sdg,WillTo00,fumbles_rec,0,,,,,
player,201610230atl,sdg,WillTo00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,WillTo00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,WillTo00,fumbles_forced,0,,,,,
player,201610230atl,sdg,WillTr05,def_int,0,,,,,
player,201610230atl,sdg,WillTr05,def_int_yds,0,,,,,
player,201610230atl,sdg,WillTr05,def_int_td,0,,,,,
player,201610230atl,sdg,WillTr05,def_int_long,0,,,,,
player,201610230atl,sdg,WillTr05,pass_defended,1,,,,,
player,201610230atl,sdg,WillTr05,sacks,0.0,,,,,
player,201610230atl,sdg,WillTr05,tackles_combined,1,,,,,
player,201610230atl,sdg,WillTr05,tackles_solo,1,,,,,
player,201610230atl,sdg,WillTr05,tackles_assists,0,,,,,
player,201610230atl,sdg,WillTr05,tackles_loss,0,,,,,
player,201610230atl,sdg,WillTr05,qb_hits,0,,,,,
player,201610230atl,sdg,WillTr05,fumbles_rec,0,,,,,
player,201610230atl,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,WillTr05,fumbles_forced,0,,,,,
player,201610230atl,sdg,LiugCo00,def_int,0,,,,,
player,201610230atl,sdg,LiugCo00,def_int_yds,0,,,,,
player,201610230atl,sdg,LiugCo00,def_int_td,0,,,,,
player,201610230atl,sdg,LiugCo00,def_int_long,0,,,,,
player,201610230atl,sdg,LiugCo00,pass_defended,0,,,,,
player,201610230atl,sdg,LiugCo00,sacks,0.0,,,,,
player,201610230atl,sdg,LiugCo00,tackles_combined,0,,,,,
player,201610230atl,sdg,LiugCo00,tackles_solo,0,,,,,
player,201610230atl,sdg,LiugCo00,tackles_assists,0,,,,,
player,201610230atl,sdg,LiugCo00,tackles_loss,0,,,,,
player,201610230atl,sdg,LiugCo00,qb_hits,2,,,,,
player,201610230atl,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201610230atl,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201610230atl,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201610230atl,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201610230atl,atl,JoneDe01,def_int,1,,,,,
player,201610230atl,atl,JoneDe01,def_int_yds,42,,,,,
player,201610230atl,atl,JoneDe01,def_int_td,0,,,,,
player,201610230atl,atl,JoneDe01,def_int_long,42,,,,,
player,201610230atl,atl,JoneDe01,pass_defended,1,,,,,
player,201610230atl,atl,JoneDe01,sacks,0.0,,,,,
player,201610230atl,atl,JoneDe01,tackles_combined,7,,,,,
player,201610230atl,atl,JoneDe01,tackles_solo,5,,,,,
player,201610230atl,atl,JoneDe01,tackles_assists,2,,,,,
player,201610230atl,atl,JoneDe01,tackles_loss,0,,,,,
player,201610230atl,atl,JoneDe01,qb_hits,0,,,,,
player,201610230atl,atl,JoneDe01,fumbles_rec,0,,,,,
player,201610230atl,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201610230atl,atl,JoneDe01,fumbles_forced,0,,,,,
player,201610230atl,atl,BeasVi00,def_int,0,,,,,
player,201610230atl,atl,BeasVi00,def_int_yds,0,,,,,
player,201610230atl,atl,BeasVi00,def_int_td,0,,,,,
player,201610230atl,atl,BeasVi00,def_int_long,0,,,,,
player,201610230atl,atl,BeasVi00,pass_defended,0,,,,,
player,201610230atl,atl,BeasVi00,sacks,2.0,,,,,
player,201610230atl,atl,BeasVi00,tackles_combined,3,,,,,
player,201610230atl,atl,BeasVi00,tackles_solo,2,,,,,
player,201610230atl,atl,BeasVi00,tackles_assists,1,,,,,
player,201610230atl,atl,BeasVi00,tackles_loss,1,,,,,
player,201610230atl,atl,BeasVi00,qb_hits,2,,,,,
player,201610230atl,atl,BeasVi00,fumbles_rec,0,,,,,
player,201610230atl,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,BeasVi00,fumbles_forced,1,,,,,
player,201610230atl,atl,ClayAd00,def_int,0,,,,,
player,201610230atl,atl,ClayAd00,def_int_yds,0,,,,,
player,201610230atl,atl,ClayAd00,def_int_td,0,,,,,
player,201610230atl,atl,ClayAd00,def_int_long,0,,,,,
player,201610230atl,atl,ClayAd00,pass_defended,0,,,,,
player,201610230atl,atl,ClayAd00,sacks,1.0,,,,,
player,201610230atl,atl,ClayAd00,tackles_combined,3,,,,,
player,201610230atl,atl,ClayAd00,tackles_solo,3,,,,,
player,201610230atl,atl,ClayAd00,tackles_assists,0,,,,,
player,201610230atl,atl,ClayAd00,tackles_loss,2,,,,,
player,201610230atl,atl,ClayAd00,qb_hits,2,,,,,
player,201610230atl,atl,ClayAd00,fumbles_rec,1,,,,,
player,201610230atl,atl,ClayAd00,fumbles_rec_yds,5,,,,,
player,201610230atl,atl,ClayAd00,fumbles_rec_td,1,,,,,
player,201610230atl,atl,ClayAd00,fumbles_forced,0,,,,,
player,201610230atl,atl,ReedBr00,def_int,0,,,,,
player,201610230atl,atl,ReedBr00,def_int_yds,0,,,,,
player,201610230atl,atl,ReedBr00,def_int_td,0,,,,,
player,201610230atl,atl,ReedBr00,def_int_long,0,,,,,
player,201610230atl,atl,ReedBr00,pass_defended,0,,,,,
player,201610230atl,atl,ReedBr00,sacks,1.0,,,,,
player,201610230atl,atl,ReedBr00,tackles_combined,3,,,,,
player,201610230atl,atl,ReedBr00,tackles_solo,3,,,,,
player,201610230atl,atl,ReedBr00,tackles_assists,0,,,,,
player,201610230atl,atl,ReedBr00,tackles_loss,1,,,,,
player,201610230atl,atl,ReedBr00,qb_hits,1,,,,,
player,201610230atl,atl,ReedBr00,fumbles_rec,0,,,,,
player,201610230atl,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,ReedBr00,fumbles_forced,0,,,,,
player,201610230atl,atl,CampDe00,def_int,0,,,,,
player,201610230atl,atl,CampDe00,def_int_yds,0,,,,,
player,201610230atl,atl,CampDe00,def_int_td,0,,,,,
player,201610230atl,atl,CampDe00,def_int_long,0,,,,,
player,201610230atl,atl,CampDe00,pass_defended,0,,,,,
player,201610230atl,atl,CampDe00,sacks,0.0,,,,,
player,201610230atl,atl,CampDe00,tackles_combined,10,,,,,
player,201610230atl,atl,CampDe00,tackles_solo,6,,,,,
player,201610230atl,atl,CampDe00,tackles_assists,4,,,,,
player,201610230atl,atl,CampDe00,tackles_loss,1,,,,,
player,201610230atl,atl,CampDe00,qb_hits,0,,,,,
player,201610230atl,atl,CampDe00,fumbles_rec,0,,,,,
player,201610230atl,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,CampDe00,fumbles_forced,0,,,,,
player,201610230atl,atl,NealKe01,def_int,0,,,,,
player,201610230atl,atl,NealKe01,def_int_yds,0,,,,,
player,201610230atl,atl,NealKe01,def_int_td,0,,,,,
player,201610230atl,atl,NealKe01,def_int_long,0,,,,,
player,201610230atl,atl,NealKe01,pass_defended,0,,,,,
player,201610230atl,atl,NealKe01,sacks,0.0,,,,,
player,201610230atl,atl,NealKe01,tackles_combined,9,,,,,
player,201610230atl,atl,NealKe01,tackles_solo,7,,,,,
player,201610230atl,atl,NealKe01,tackles_assists,2,,,,,
player,201610230atl,atl,NealKe01,tackles_loss,1,,,,,
player,201610230atl,atl,NealKe01,qb_hits,0,,,,,
player,201610230atl,atl,NealKe01,fumbles_rec,0,,,,,
player,201610230atl,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201610230atl,atl,NealKe01,fumbles_forced,0,,,,,
player,201610230atl,atl,AlleRi00,def_int,0,,,,,
player,201610230atl,atl,AlleRi00,def_int_yds,0,,,,,
player,201610230atl,atl,AlleRi00,def_int_td,0,,,,,
player,201610230atl,atl,AlleRi00,def_int_long,0,,,,,
player,201610230atl,atl,AlleRi00,pass_defended,0,,,,,
player,201610230atl,atl,AlleRi00,sacks,0.0,,,,,
player,201610230atl,atl,AlleRi00,tackles_combined,8,,,,,
player,201610230atl,atl,AlleRi00,tackles_solo,7,,,,,
player,201610230atl,atl,AlleRi00,tackles_assists,1,,,,,
player,201610230atl,atl,AlleRi00,tackles_loss,0,,,,,
player,201610230atl,atl,AlleRi00,qb_hits,0,,,,,
player,201610230atl,atl,AlleRi00,fumbles_rec,0,,,,,
player,201610230atl,atl,AlleRi00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,AlleRi00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,AlleRi00,fumbles_forced,0,,,,,
player,201610230atl,atl,AlfoRo00,def_int,0,,,,,
player,201610230atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201610230atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201610230atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201610230atl,atl,AlfoRo00,pass_defended,2,,,,,
player,201610230atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201610230atl,atl,AlfoRo00,tackles_combined,6,,,,,
player,201610230atl,atl,AlfoRo00,tackles_solo,4,,,,,
player,201610230atl,atl,AlfoRo00,tackles_assists,2,,,,,
player,201610230atl,atl,AlfoRo00,tackles_loss,0,,,,,
player,201610230atl,atl,AlfoRo00,qb_hits,0,,,,,
player,201610230atl,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201610230atl,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201610230atl,atl,WheePh99,def_int,0,,,,,
player,201610230atl,atl,WheePh99,def_int_yds,0,,,,,
player,201610230atl,atl,WheePh99,def_int_td,0,,,,,
player,201610230atl,atl,WheePh99,def_int_long,0,,,,,
player,201610230atl,atl,WheePh99,pass_defended,0,,,,,
player,201610230atl,atl,WheePh99,sacks,0.0,,,,,
player,201610230atl,atl,WheePh99,tackles_combined,5,,,,,
player,201610230atl,atl,WheePh99,tackles_solo,4,,,,,
player,201610230atl,atl,WheePh99,tackles_assists,1,,,,,
player,201610230atl,atl,WheePh99,tackles_loss,1,,,,,
player,201610230atl,atl,WheePh99,qb_hits,0,,,,,
player,201610230atl,atl,WheePh99,fumbles_rec,0,,,,,
player,201610230atl,atl,WheePh99,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,WheePh99,fumbles_rec_td,0,,,,,
player,201610230atl,atl,WheePh99,fumbles_forced,0,,,,,
player,201610230atl,atl,UpshCo00,def_int,0,,,,,
player,201610230atl,atl,UpshCo00,def_int_yds,0,,,,,
player,201610230atl,atl,UpshCo00,def_int_td,0,,,,,
player,201610230atl,atl,UpshCo00,def_int_long,0,,,,,
player,201610230atl,atl,UpshCo00,pass_defended,1,,,,,
player,201610230atl,atl,UpshCo00,sacks,0.0,,,,,
player,201610230atl,atl,UpshCo00,tackles_combined,3,,,,,
player,201610230atl,atl,UpshCo00,tackles_solo,3,,,,,
player,201610230atl,atl,UpshCo00,tackles_assists,0,,,,,
player,201610230atl,atl,UpshCo00,tackles_loss,0,,,,,
player,201610230atl,atl,UpshCo00,qb_hits,0,,,,,
player,201610230atl,atl,UpshCo00,fumbles_rec,0,,,,,
player,201610230atl,atl,UpshCo00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,UpshCo00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,UpshCo00,fumbles_forced,0,,,,,
player,201610230atl,atl,PoolBr01,def_int,0,,,,,
player,201610230atl,atl,PoolBr01,def_int_yds,0,,,,,
player,201610230atl,atl,PoolBr01,def_int_td,0,,,,,
player,201610230atl,atl,PoolBr01,def_int_long,0,,,,,
player,201610230atl,atl,PoolBr01,pass_defended,1,,,,,
player,201610230atl,atl,PoolBr01,sacks,0.0,,,,,
player,201610230atl,atl,PoolBr01,tackles_combined,2,,,,,
player,201610230atl,atl,PoolBr01,tackles_solo,1,,,,,
player,201610230atl,atl,PoolBr01,tackles_assists,1,,,,,
player,201610230atl,atl,PoolBr01,tackles_loss,0,,,,,
player,201610230atl,atl,PoolBr01,qb_hits,0,,,,,
player,201610230atl,atl,PoolBr01,fumbles_rec,0,,,,,
player,201610230atl,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201610230atl,atl,PoolBr01,fumbles_forced,0,,,,,
player,201610230atl,atl,FreeDw00,def_int,0,,,,,
player,201610230atl,atl,FreeDw00,def_int_yds,0,,,,,
player,201610230atl,atl,FreeDw00,def_int_td,0,,,,,
player,201610230atl,atl,FreeDw00,def_int_long,0,,,,,
player,201610230atl,atl,FreeDw00,pass_defended,0,,,,,
player,201610230atl,atl,FreeDw00,sacks,0.0,,,,,
player,201610230atl,atl,FreeDw00,tackles_combined,1,,,,,
player,201610230atl,atl,FreeDw00,tackles_solo,0,,,,,
player,201610230atl,atl,FreeDw00,tackles_assists,1,,,,,
player,201610230atl,atl,FreeDw00,tackles_loss,0,,,,,
player,201610230atl,atl,FreeDw00,qb_hits,1,,,,,
player,201610230atl,atl,FreeDw00,fumbles_rec,0,,,,,
player,201610230atl,atl,FreeDw00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,FreeDw00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,FreeDw00,fumbles_forced,0,,,,,
player,201610230atl,atl,HoopAu00,def_int,0,,,,,
player,201610230atl,atl,HoopAu00,def_int_yds,0,,,,,
player,201610230atl,atl,HoopAu00,def_int_td,0,,,,,
player,201610230atl,atl,HoopAu00,def_int_long,0,,,,,
player,201610230atl,atl,HoopAu00,pass_defended,0,,,,,
player,201610230atl,atl,HoopAu00,sacks,0.0,,,,,
