game,2016,1,20160911,201609110sea,mia,"Miami Dolphins",10,sea,"Seattle Seahawks",12
player,201609110sea,mia,AlonKi00,def_int_long,0,,,,,
player,201609110sea,mia,AlonKi00,pass_defended,0,,,,,
player,201609110sea,mia,AlonKi00,sacks,0.0,,,,,
player,201609110sea,mia,AlonKi00,tackles_combined,11,,,,,
player,201609110sea,mia,AlonKi00,tackles_solo,3,,,,,
player,201609110sea,mia,AlonKi00,tackles_assists,8,,,,,
player,201609110sea,mia,AlonKi00,tackles_loss,0,,,,,
player,201609110sea,mia,AlonKi00,qb_hits,1,,,,,
player,201609110sea,mia,AlonKi00,fumbles_rec,1,,,,,
player,201609110sea,mia,AlonKi00,fumbles_rec_yds,2,,,,,
player,201609110sea,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,AlonKi00,fumbles_forced,0,,,,,
player,201609110sea,mia,HowaXa00,def_int,0,,,,,
player,201609110sea,mia,HowaXa00,def_int_yds,0,,,,,
player,201609110sea,mia,HowaXa00,def_int_td,0,,,,,
player,201609110sea,mia,HowaXa00,def_int_long,0,,,,,
player,201609110sea,mia,HowaXa00,pass_defended,0,,,,,
player,201609110sea,mia,HowaXa00,sacks,0.0,,,,,
player,201609110sea,mia,HowaXa00,tackles_combined,11,,,,,
player,201609110sea,mia,HowaXa00,tackles_solo,6,,,,,
player,201609110sea,mia,HowaXa00,tackles_assists,5,,,,,
player,201609110sea,mia,HowaXa00,tackles_loss,0,,,,,
player,201609110sea,mia,HowaXa00,qb_hits,0,,,,,
player,201609110sea,mia,HowaXa00,fumbles_rec,0,,,,,
player,201609110sea,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,HowaXa00,fumbles_forced,0,,,,,
player,201609110sea,mia,MisiKo99,def_int,0,,,,,
player,201609110sea,mia,MisiKo99,def_int_yds,0,,,,,
player,201609110sea,mia,MisiKo99,def_int_td,0,,,,,
player,201609110sea,mia,MisiKo99,def_int_long,0,,,,,
player,201609110sea,mia,MisiKo99,pass_defended,0,,,,,
player,201609110sea,mia,MisiKo99,sacks,0.0,,,,,
player,201609110sea,mia,MisiKo99,tackles_combined,10,,,,,
player,201609110sea,mia,MisiKo99,tackles_solo,5,,,,,
player,201609110sea,mia,MisiKo99,tackles_assists,5,,,,,
player,201609110sea,mia,MisiKo99,tackles_loss,0,,,,,
player,201609110sea,mia,MisiKo99,qb_hits,0,,,,,
player,201609110sea,mia,MisiKo99,fumbles_rec,0,,,,,
player,201609110sea,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201609110sea,mia,MisiKo99,fumbles_forced,0,,,,,
player,201609110sea,mia,JenkJe00,def_int,0,,,,,
player,201609110sea,mia,JenkJe00,def_int_yds,0,,,,,
player,201609110sea,mia,JenkJe00,def_int_td,0,,,,,
player,201609110sea,mia,JenkJe00,def_int_long,0,,,,,
player,201609110sea,mia,JenkJe00,pass_defended,0,,,,,
player,201609110sea,mia,JenkJe00,sacks,0.0,,,,,
player,201609110sea,mia,JenkJe00,tackles_combined,7,,,,,
player,201609110sea,mia,JenkJe00,tackles_solo,1,,,,,
player,201609110sea,mia,JenkJe00,tackles_assists,6,,,,,
player,201609110sea,mia,JenkJe00,tackles_loss,0,,,,,
player,201609110sea,mia,JenkJe00,qb_hits,0,,,,,
player,201609110sea,mia,JenkJe00,fumbles_rec,0,,,,,
player,201609110sea,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,JenkJe00,fumbles_forced,0,,,,,
player,201609110sea,mia,BranAn00,def_int,0,,,,,
player,201609110sea,mia,BranAn00,def_int_yds,0,,,,,
player,201609110sea,mia,BranAn00,def_int_td,0,,,,,
player,201609110sea,mia,BranAn00,def_int_long,0,,,,,
player,201609110sea,mia,BranAn00,pass_defended,0,,,,,
player,201609110sea,mia,BranAn00,sacks,0.0,,,,,
player,201609110sea,mia,BranAn00,tackles_combined,4,,,,,
player,201609110sea,mia,BranAn00,tackles_solo,0,,,,,
player,201609110sea,mia,BranAn00,tackles_assists,4,,,,,
player,201609110sea,mia,BranAn00,tackles_loss,0,,,,,
player,201609110sea,mia,BranAn00,qb_hits,0,,,,,
player,201609110sea,mia,BranAn00,fumbles_rec,0,,,,,
player,201609110sea,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,BranAn00,fumbles_forced,0,,,,,
player,201609110sea,mia,MaxwBy00,def_int,0,,,,,
player,201609110sea,mia,MaxwBy00,def_int_yds,0,,,,,
player,201609110sea,mia,MaxwBy00,def_int_td,0,,,,,
player,201609110sea,mia,MaxwBy00,def_int_long,0,,,,,
player,201609110sea,mia,MaxwBy00,pass_defended,1,,,,,
player,201609110sea,mia,MaxwBy00,sacks,0.0,,,,,
player,201609110sea,mia,MaxwBy00,tackles_combined,4,,,,,
player,201609110sea,mia,MaxwBy00,tackles_solo,4,,,,,
player,201609110sea,mia,MaxwBy00,tackles_assists,0,,,,,
player,201609110sea,mia,MaxwBy00,tackles_loss,0,,,,,
player,201609110sea,mia,MaxwBy00,qb_hits,0,,,,,
player,201609110sea,mia,MaxwBy00,fumbles_rec,0,,,,,
player,201609110sea,mia,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,MaxwBy00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,MaxwBy00,fumbles_forced,0,,,,,
player,201609110sea,mia,McCaBo01,def_int,0,,,,,
player,201609110sea,mia,McCaBo01,def_int_yds,0,,,,,
player,201609110sea,mia,McCaBo01,def_int_td,0,,,,,
player,201609110sea,mia,McCaBo01,def_int_long,0,,,,,
player,201609110sea,mia,McCaBo01,pass_defended,0,,,,,
player,201609110sea,mia,McCaBo01,sacks,0.0,,,,,
player,201609110sea,mia,McCaBo01,tackles_combined,2,,,,,
player,201609110sea,mia,McCaBo01,tackles_solo,1,,,,,
player,201609110sea,mia,McCaBo01,tackles_assists,1,,,,,
player,201609110sea,mia,McCaBo01,tackles_loss,0,,,,,
player,201609110sea,mia,McCaBo01,qb_hits,0,,,,,
player,201609110sea,mia,McCaBo01,fumbles_rec,0,,,,,
player,201609110sea,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201609110sea,mia,McCaBo01,fumbles_forced,0,,,,,
player,201609110sea,mia,ThomMi02,def_int,0,,,,,
player,201609110sea,mia,ThomMi02,def_int_yds,0,,,,,
player,201609110sea,mia,ThomMi02,def_int_td,0,,,,,
player,201609110sea,mia,ThomMi02,def_int_long,0,,,,,
player,201609110sea,mia,ThomMi02,pass_defended,0,,,,,
player,201609110sea,mia,ThomMi02,sacks,0.0,,,,,
player,201609110sea,mia,ThomMi02,tackles_combined,2,,,,,
player,201609110sea,mia,ThomMi02,tackles_solo,1,,,,,
player,201609110sea,mia,ThomMi02,tackles_assists,1,,,,,
player,201609110sea,mia,ThomMi02,tackles_loss,0,,,,,
player,201609110sea,mia,ThomMi02,qb_hits,0,,,,,
player,201609110sea,mia,ThomMi02,fumbles_rec,0,,,,,
player,201609110sea,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201609110sea,mia,ThomMi02,fumbles_forced,0,,,,,
player,201609110sea,mia,WarmJu00,def_int,0,,,,,
player,201609110sea,mia,WarmJu00,def_int_yds,0,,,,,
player,201609110sea,mia,WarmJu00,def_int_td,0,,,,,
player,201609110sea,mia,WarmJu00,def_int_long,0,,,,,
player,201609110sea,mia,WarmJu00,pass_defended,0,,,,,
player,201609110sea,mia,WarmJu00,sacks,0.0,,,,,
player,201609110sea,mia,WarmJu00,tackles_combined,2,,,,,
player,201609110sea,mia,WarmJu00,tackles_solo,1,,,,,
player,201609110sea,mia,WarmJu00,tackles_assists,1,,,,,
player,201609110sea,mia,WarmJu00,tackles_loss,0,,,,,
player,201609110sea,mia,WarmJu00,qb_hits,0,,,,,
player,201609110sea,mia,WarmJu00,fumbles_rec,0,,,,,
player,201609110sea,mia,WarmJu00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,WarmJu00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,WarmJu00,fumbles_forced,0,,,,,
player,201609110sea,mia,GrayMa00,def_int,0,,,,,
player,201609110sea,mia,GrayMa00,def_int_yds,0,,,,,
player,201609110sea,mia,GrayMa00,def_int_td,0,,,,,
player,201609110sea,mia,GrayMa00,def_int_long,0,,,,,
player,201609110sea,mia,GrayMa00,pass_defended,0,,,,,
player,201609110sea,mia,GrayMa00,sacks,0.0,,,,,
player,201609110sea,mia,GrayMa00,tackles_combined,1,,,,,
player,201609110sea,mia,GrayMa00,tackles_solo,0,,,,,
player,201609110sea,mia,GrayMa00,tackles_assists,1,,,,,
player,201609110sea,mia,GrayMa00,tackles_loss,0,,,,,
player,201609110sea,mia,GrayMa00,qb_hits,0,,,,,
player,201609110sea,mia,GrayMa00,fumbles_rec,0,,,,,
player,201609110sea,mia,GrayMa00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,GrayMa00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,GrayMa00,fumbles_forced,0,,,,,
player,201609110sea,mia,HullMi01,def_int,0,,,,,
player,201609110sea,mia,HullMi01,def_int_yds,0,,,,,
player,201609110sea,mia,HullMi01,def_int_td,0,,,,,
player,201609110sea,mia,HullMi01,def_int_long,0,,,,,
player,201609110sea,mia,HullMi01,pass_defended,0,,,,,
player,201609110sea,mia,HullMi01,sacks,0.0,,,,,
player,201609110sea,mia,HullMi01,tackles_combined,1,,,,,
player,201609110sea,mia,HullMi01,tackles_solo,0,,,,,
player,201609110sea,mia,HullMi01,tackles_assists,1,,,,,
player,201609110sea,mia,HullMi01,tackles_loss,0,,,,,
player,201609110sea,mia,HullMi01,qb_hits,0,,,,,
player,201609110sea,mia,HullMi01,fumbles_rec,0,,,,,
player,201609110sea,mia,HullMi01,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,HullMi01,fumbles_rec_td,0,,,,,
player,201609110sea,mia,HullMi01,fumbles_forced,0,,,,,
player,201609110sea,mia,MitcEa99,def_int,0,,,,,
player,201609110sea,mia,MitcEa99,def_int_yds,0,,,,,
player,201609110sea,mia,MitcEa99,def_int_td,0,,,,,
player,201609110sea,mia,MitcEa99,def_int_long,0,,,,,
player,201609110sea,mia,MitcEa99,pass_defended,0,,,,,
player,201609110sea,mia,MitcEa99,sacks,0.0,,,,,
player,201609110sea,mia,MitcEa99,tackles_combined,1,,,,,
player,201609110sea,mia,MitcEa99,tackles_solo,0,,,,,
player,201609110sea,mia,MitcEa99,tackles_assists,1,,,,,
player,201609110sea,mia,MitcEa99,tackles_loss,0,,,,,
player,201609110sea,mia,MitcEa99,qb_hits,0,,,,,
player,201609110sea,mia,MitcEa99,fumbles_rec,0,,,,,
player,201609110sea,mia,MitcEa99,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,MitcEa99,fumbles_rec_td,0,,,,,
player,201609110sea,mia,MitcEa99,fumbles_forced,0,,,,,
player,201609110sea,mia,PaysSp00,def_int,0,,,,,
player,201609110sea,mia,PaysSp00,def_int_yds,0,,,,,
player,201609110sea,mia,PaysSp00,def_int_td,0,,,,,
player,201609110sea,mia,PaysSp00,def_int_long,0,,,,,
player,201609110sea,mia,PaysSp00,pass_defended,0,,,,,
player,201609110sea,mia,PaysSp00,sacks,0.0,,,,,
player,201609110sea,mia,PaysSp00,tackles_combined,1,,,,,
player,201609110sea,mia,PaysSp00,tackles_solo,1,,,,,
player,201609110sea,mia,PaysSp00,tackles_assists,0,,,,,
player,201609110sea,mia,PaysSp00,tackles_loss,0,,,,,
player,201609110sea,mia,PaysSp00,qb_hits,0,,,,,
player,201609110sea,mia,PaysSp00,fumbles_rec,0,,,,,
player,201609110sea,mia,PaysSp00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,PaysSp00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,PaysSp00,fumbles_forced,0,,,,,
player,201609110sea,mia,WakeCa00,def_int,0,,,,,
player,201609110sea,mia,WakeCa00,def_int_yds,0,,,,,
player,201609110sea,mia,WakeCa00,def_int_td,0,,,,,
player,201609110sea,mia,WakeCa00,def_int_long,0,,,,,
player,201609110sea,mia,WakeCa00,pass_defended,0,,,,,
player,201609110sea,mia,WakeCa00,sacks,0.0,,,,,
player,201609110sea,mia,WakeCa00,tackles_combined,0,,,,,
player,201609110sea,mia,WakeCa00,tackles_solo,0,,,,,
player,201609110sea,mia,WakeCa00,tackles_assists,0,,,,,
player,201609110sea,mia,WakeCa00,tackles_loss,0,,,,,
player,201609110sea,mia,WakeCa00,qb_hits,1,,,,,
player,201609110sea,mia,WakeCa00,fumbles_rec,0,,,,,
player,201609110sea,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201609110sea,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201609110sea,mia,WakeCa00,fumbles_forced,0,,,,,
player,201609110sea,sea,WrigK.00,def_int,0,,,,,
player,201609110sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201609110sea,sea,WrigK.00,def_int_td,0,,,,,
player,201609110sea,sea,WrigK.00,def_int_long,0,,,,,
player,201609110sea,sea,WrigK.00,pass_defended,0,,,,,
player,201609110sea,sea,WrigK.00,sacks,1.0,,,,,
player,201609110sea,sea,WrigK.00,tackles_combined,11,,,,,
player,201609110sea,sea,WrigK.00,tackles_solo,3,,,,,
player,201609110sea,sea,WrigK.00,tackles_assists,8,,,,,
player,201609110sea,sea,WrigK.00,tackles_loss,1,,,,,
player,201609110sea,sea,WrigK.00,qb_hits,1,,,,,
player,201609110sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201609110sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201609110sea,sea,BennMi99,def_int,0,,,,,
player,201609110sea,sea,BennMi99,def_int_yds,0,,,,,
player,201609110sea,sea,BennMi99,def_int_td,0,,,,,
player,201609110sea,sea,BennMi99,def_int_long,0,,,,,
player,201609110sea,sea,BennMi99,pass_defended,0,,,,,
player,201609110sea,sea,BennMi99,sacks,1.0,,,,,
player,201609110sea,sea,BennMi99,tackles_combined,6,,,,,
player,201609110sea,sea,BennMi99,tackles_solo,2,,,,,
player,201609110sea,sea,BennMi99,tackles_assists,4,,,,,
player,201609110sea,sea,BennMi99,tackles_loss,1,,,,,
player,201609110sea,sea,BennMi99,qb_hits,3,,,,,
player,201609110sea,sea,BennMi99,fumbles_rec,0,,,,,
player,201609110sea,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201609110sea,sea,BennMi99,fumbles_forced,0,,,,,
player,201609110sea,sea,MarsCa00,def_int,0,,,,,
player,201609110sea,sea,MarsCa00,def_int_yds,0,,,,,
player,201609110sea,sea,MarsCa00,def_int_td,0,,,,,
player,201609110sea,sea,MarsCa00,def_int_long,0,,,,,
player,201609110sea,sea,MarsCa00,pass_defended,0,,,,,
player,201609110sea,sea,MarsCa00,sacks,1.0,,,,,
player,201609110sea,sea,MarsCa00,tackles_combined,4,,,,,
player,201609110sea,sea,MarsCa00,tackles_solo,3,,,,,
player,201609110sea,sea,MarsCa00,tackles_assists,1,,,,,
player,201609110sea,sea,MarsCa00,tackles_loss,0,,,,,
player,201609110sea,sea,MarsCa00,qb_hits,0,,,,,
player,201609110sea,sea,MarsCa00,fumbles_rec,0,,,,,
player,201609110sea,sea,MarsCa00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,MarsCa00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,MarsCa00,fumbles_forced,1,,,,,
player,201609110sea,sea,ClarFr01,def_int,0,,,,,
player,201609110sea,sea,ClarFr01,def_int_yds,0,,,,,
player,201609110sea,sea,ClarFr01,def_int_td,0,,,,,
player,201609110sea,sea,ClarFr01,def_int_long,0,,,,,
player,201609110sea,sea,ClarFr01,pass_defended,0,,,,,
player,201609110sea,sea,ClarFr01,sacks,1.0,,,,,
player,201609110sea,sea,ClarFr01,tackles_combined,3,,,,,
player,201609110sea,sea,ClarFr01,tackles_solo,1,,,,,
player,201609110sea,sea,ClarFr01,tackles_assists,2,,,,,
player,201609110sea,sea,ClarFr01,tackles_loss,1,,,,,
player,201609110sea,sea,ClarFr01,qb_hits,1,,,,,
player,201609110sea,sea,ClarFr01,fumbles_rec,0,,,,,
player,201609110sea,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201609110sea,sea,ClarFr01,fumbles_forced,0,,,,,
player,201609110sea,sea,AvriCl99,def_int,0,,,,,
player,201609110sea,sea,AvriCl99,def_int_yds,0,,,,,
player,201609110sea,sea,AvriCl99,def_int_td,0,,,,,
player,201609110sea,sea,AvriCl99,def_int_long,0,,,,,
player,201609110sea,sea,AvriCl99,pass_defended,0,,,,,
player,201609110sea,sea,AvriCl99,sacks,1.0,,,,,
player,201609110sea,sea,AvriCl99,tackles_combined,2,,,,,
player,201609110sea,sea,AvriCl99,tackles_solo,2,,,,,
player,201609110sea,sea,AvriCl99,tackles_assists,0,,,,,
player,201609110sea,sea,AvriCl99,tackles_loss,1,,,,,
player,201609110sea,sea,AvriCl99,qb_hits,2,,,,,
player,201609110sea,sea,AvriCl99,fumbles_rec,0,,,,,
player,201609110sea,sea,AvriCl99,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,AvriCl99,fumbles_rec_td,0,,,,,
player,201609110sea,sea,AvriCl99,fumbles_forced,0,,,,,
player,201609110sea,sea,ChanKa99,def_int,0,,,,,
player,201609110sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201609110sea,sea,ChanKa99,def_int_td,0,,,,,
player,201609110sea,sea,ChanKa99,def_int_long,0,,,,,
player,201609110sea,sea,ChanKa99,pass_defended,0,,,,,
player,201609110sea,sea,ChanKa99,sacks,0.0,,,,,
player,201609110sea,sea,ChanKa99,tackles_combined,7,,,,,
player,201609110sea,sea,ChanKa99,tackles_solo,3,,,,,
player,201609110sea,sea,ChanKa99,tackles_assists,4,,,,,
player,201609110sea,sea,ChanKa99,tackles_loss,1,,,,,
player,201609110sea,sea,ChanKa99,qb_hits,0,,,,,
player,201609110sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201609110sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201609110sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201609110sea,sea,WagnBo00,def_int,0,,,,,
player,201609110sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201609110sea,sea,WagnBo00,def_int_td,0,,,,,
player,201609110sea,sea,WagnBo00,def_int_long,0,,,,,
player,201609110sea,sea,WagnBo00,pass_defended,0,,,,,
player,201609110sea,sea,WagnBo00,sacks,0.0,,,,,
player,201609110sea,sea,WagnBo00,tackles_combined,6,,,,,
player,201609110sea,sea,WagnBo00,tackles_solo,6,,,,,
player,201609110sea,sea,WagnBo00,tackles_assists,0,,,,,
player,201609110sea,sea,WagnBo00,tackles_loss,0,,,,,
player,201609110sea,sea,WagnBo00,qb_hits,2,,,,,
player,201609110sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201609110sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201609110sea,sea,SheaDe00,def_int,0,,,,,
player,201609110sea,sea,SheaDe00,def_int_yds,0,,,,,
player,201609110sea,sea,SheaDe00,def_int_td,0,,,,,
player,201609110sea,sea,SheaDe00,def_int_long,0,,,,,
player,201609110sea,sea,SheaDe00,pass_defended,2,,,,,
player,201609110sea,sea,SheaDe00,sacks,0.0,,,,,
player,201609110sea,sea,SheaDe00,tackles_combined,4,,,,,
player,201609110sea,sea,SheaDe00,tackles_solo,1,,,,,
player,201609110sea,sea,SheaDe00,tackles_assists,3,,,,,
player,201609110sea,sea,SheaDe00,tackles_loss,0,,,,,
player,201609110sea,sea,SheaDe00,qb_hits,0,,,,,
player,201609110sea,sea,SheaDe00,fumbles_rec,0,,,,,
player,201609110sea,sea,SheaDe00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,SheaDe00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,SheaDe00,fumbles_forced,0,,,,,
player,201609110sea,sea,ThomEa99,def_int,0,,,,,
player,201609110sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201609110sea,sea,ThomEa99,def_int_td,0,,,,,
player,201609110sea,sea,ThomEa99,def_int_long,0,,,,,
player,201609110sea,sea,ThomEa99,pass_defended,0,,,,,
player,201609110sea,sea,ThomEa99,sacks,0.0,,,,,
player,201609110sea,sea,ThomEa99,tackles_combined,4,,,,,
player,201609110sea,sea,ThomEa99,tackles_solo,2,,,,,
player,201609110sea,sea,ThomEa99,tackles_assists,2,,,,,
player,201609110sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201609110sea,sea,ThomEa99,qb_hits,0,,,,,
player,201609110sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201609110sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201609110sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201609110sea,sea,LaneJe00,def_int,0,,,,,
player,201609110sea,sea,LaneJe00,def_int_yds,0,,,,,
player,201609110sea,sea,LaneJe00,def_int_td,0,,,,,
player,201609110sea,sea,LaneJe00,def_int_long,0,,,,,
player,201609110sea,sea,LaneJe00,pass_defended,1,,,,,
player,201609110sea,sea,LaneJe00,sacks,0.0,,,,,
player,201609110sea,sea,LaneJe00,tackles_combined,3,,,,,
player,201609110sea,sea,LaneJe00,tackles_solo,2,,,,,
player,201609110sea,sea,LaneJe00,tackles_assists,1,,,,,
player,201609110sea,sea,LaneJe00,tackles_loss,0,,,,,
player,201609110sea,sea,LaneJe00,qb_hits,0,,,,,
player,201609110sea,sea,LaneJe00,fumbles_rec,0,,,,,
player,201609110sea,sea,LaneJe00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,LaneJe00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,LaneJe00,fumbles_forced,0,,,,,
player,201609110sea,sea,SherRi00,def_int,0,,,,,
player,201609110sea,sea,SherRi00,def_int_yds,0,,,,,
player,201609110sea,sea,SherRi00,def_int_td,0,,,,,
player,201609110sea,sea,SherRi00,def_int_long,0,,,,,
player,201609110sea,sea,SherRi00,pass_defended,0,,,,,
player,201609110sea,sea,SherRi00,sacks,0.0,,,,,
player,201609110sea,sea,SherRi00,tackles_combined,3,,,,,
player,201609110sea,sea,SherRi00,tackles_solo,2,,,,,
player,201609110sea,sea,SherRi00,tackles_assists,1,,,,,
player,201609110sea,sea,SherRi00,tackles_loss,0,,,,,
player,201609110sea,sea,SherRi00,qb_hits,0,,,,,
player,201609110sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201609110sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201609110sea,sea,McDaTo20,def_int,0,,,,,
player,201609110sea,sea,McDaTo20,def_int_yds,0,,,,,
player,201609110sea,sea,McDaTo20,def_int_td,0,,,,,
player,201609110sea,sea,McDaTo20,def_int_long,0,,,,,
player,201609110sea,sea,McDaTo20,pass_defended,0,,,,,
player,201609110sea,sea,McDaTo20,sacks,0.0,,,,,
player,201609110sea,sea,McDaTo20,tackles_combined,2,,,,,
player,201609110sea,sea,McDaTo20,tackles_solo,0,,,,,
player,201609110sea,sea,McDaTo20,tackles_assists,2,,,,,
player,201609110sea,sea,McDaTo20,tackles_loss,0,,,,,
player,201609110sea,sea,McDaTo20,qb_hits,0,,,,,
player,201609110sea,sea,McDaTo20,fumbles_rec,0,,,,,
player,201609110sea,sea,McDaTo20,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,McDaTo20,fumbles_rec_td,0,,,,,
player,201609110sea,sea,McDaTo20,fumbles_forced,0,,,,,
player,201609110sea,sea,MorgMi00,def_int,0,,,,,
player,201609110sea,sea,MorgMi00,def_int_yds,0,,,,,
player,201609110sea,sea,MorgMi00,def_int_td,0,,,,,
player,201609110sea,sea,MorgMi00,def_int_long,0,,,,,
player,201609110sea,sea,MorgMi00,pass_defended,0,,,,,
player,201609110sea,sea,MorgMi00,sacks,0.0,,,,,
player,201609110sea,sea,MorgMi00,tackles_combined,2,,,,,
player,201609110sea,sea,MorgMi00,tackles_solo,1,,,,,
player,201609110sea,sea,MorgMi00,tackles_assists,1,,,,,
player,201609110sea,sea,MorgMi00,tackles_loss,0,,,,,
player,201609110sea,sea,MorgMi00,qb_hits,0,,,,,
player,201609110sea,sea,MorgMi00,fumbles_rec,0,,,,,
player,201609110sea,sea,MorgMi00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,MorgMi00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,MorgMi00,fumbles_forced,0,,,,,
player,201609110sea,sea,ReedJa02,def_int,0,,,,,
player,201609110sea,sea,ReedJa02,def_int_yds,0,,,,,
player,201609110sea,sea,ReedJa02,def_int_td,0,,,,,
player,201609110sea,sea,ReedJa02,def_int_long,0,,,,,
player,201609110sea,sea,ReedJa02,pass_defended,2,,,,,
player,201609110sea,sea,ReedJa02,sacks,0.0,,,,,
player,201609110sea,sea,ReedJa02,tackles_combined,2,,,,,
player,201609110sea,sea,ReedJa02,tackles_solo,0,,,,,
player,201609110sea,sea,ReedJa02,tackles_assists,2,,,,,
player,201609110sea,sea,ReedJa02,tackles_loss,0,,,,,
player,201609110sea,sea,ReedJa02,qb_hits,0,,,,,
player,201609110sea,sea,ReedJa02,fumbles_rec,0,,,,,
player,201609110sea,sea,ReedJa02,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,ReedJa02,fumbles_rec_td,0,,,,,
player,201609110sea,sea,ReedJa02,fumbles_forced,0,,,,,
player,201609110sea,sea,HausSt00,def_int,0,,,,,
player,201609110sea,sea,HausSt00,def_int_yds,0,,,,,
player,201609110sea,sea,HausSt00,def_int_td,0,,,,,
player,201609110sea,sea,HausSt00,def_int_long,0,,,,,
player,201609110sea,sea,HausSt00,pass_defended,0,,,,,
player,201609110sea,sea,HausSt00,sacks,0.0,,,,,
player,201609110sea,sea,HausSt00,tackles_combined,1,,,,,
player,201609110sea,sea,HausSt00,tackles_solo,1,,,,,
player,201609110sea,sea,HausSt00,tackles_assists,0,,,,,
player,201609110sea,sea,HausSt00,tackles_loss,0,,,,,
player,201609110sea,sea,HausSt00,qb_hits,0,,,,,
player,201609110sea,sea,HausSt00,fumbles_rec,0,,,,,
player,201609110sea,sea,HausSt00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,HausSt00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,HausSt00,fumbles_forced,0,,,,,
player,201609110sea,sea,JeffQu00,def_int,0,,,,,
player,201609110sea,sea,JeffQu00,def_int_yds,0,,,,,
player,201609110sea,sea,JeffQu00,def_int_td,0,,,,,
player,201609110sea,sea,JeffQu00,def_int_long,0,,,,,
player,201609110sea,sea,JeffQu00,pass_defended,0,,,,,
