game,2016,12,20161127,201611270chi,oti,"Tennessee Titans",27,chi,"Chicago Bears",21
player,201611270chi,oti,ByarKe01,tackles_loss,0,,,,,
player,201611270chi,oti,ByarKe01,qb_hits,2,,,,,
player,201611270chi,oti,ByarKe01,fumbles_rec,0,,,,,
player,201611270chi,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201611270chi,oti,ByarKe01,fumbles_forced,0,,,,,
player,201611270chi,oti,McCoJa99,def_int,0,,,,,
player,201611270chi,oti,McCoJa99,def_int_yds,0,,,,,
player,201611270chi,oti,McCoJa99,def_int_td,0,,,,,
player,201611270chi,oti,McCoJa99,def_int_long,0,,,,,
player,201611270chi,oti,McCoJa99,pass_defended,0,,,,,
player,201611270chi,oti,McCoJa99,sacks,0.0,,,,,
player,201611270chi,oti,McCoJa99,tackles_combined,5,,,,,
player,201611270chi,oti,McCoJa99,tackles_solo,5,,,,,
player,201611270chi,oti,McCoJa99,tackles_assists,0,,,,,
player,201611270chi,oti,McCoJa99,tackles_loss,0,,,,,
player,201611270chi,oti,McCoJa99,qb_hits,0,,,,,
player,201611270chi,oti,McCoJa99,fumbles_rec,0,,,,,
player,201611270chi,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201611270chi,oti,McCoJa99,fumbles_forced,0,,,,,
player,201611270chi,oti,SimsLe00,def_int,0,,,,,
player,201611270chi,oti,SimsLe00,def_int_yds,0,,,,,
player,201611270chi,oti,SimsLe00,def_int_td,0,,,,,
player,201611270chi,oti,SimsLe00,def_int_long,0,,,,,
player,201611270chi,oti,SimsLe00,pass_defended,0,,,,,
player,201611270chi,oti,SimsLe00,sacks,0.0,,,,,
player,201611270chi,oti,SimsLe00,tackles_combined,5,,,,,
player,201611270chi,oti,SimsLe00,tackles_solo,5,,,,,
player,201611270chi,oti,SimsLe00,tackles_assists,0,,,,,
player,201611270chi,oti,SimsLe00,tackles_loss,0,,,,,
player,201611270chi,oti,SimsLe00,qb_hits,0,,,,,
player,201611270chi,oti,SimsLe00,fumbles_rec,0,,,,,
player,201611270chi,oti,SimsLe00,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,SimsLe00,fumbles_rec_td,0,,,,,
player,201611270chi,oti,SimsLe00,fumbles_forced,0,,,,,
player,201611270chi,oti,CaseJu00,def_int,0,,,,,
player,201611270chi,oti,CaseJu00,def_int_yds,0,,,,,
player,201611270chi,oti,CaseJu00,def_int_td,0,,,,,
player,201611270chi,oti,CaseJu00,def_int_long,0,,,,,
player,201611270chi,oti,CaseJu00,pass_defended,0,,,,,
player,201611270chi,oti,CaseJu00,sacks,0.0,,,,,
player,201611270chi,oti,CaseJu00,tackles_combined,4,,,,,
player,201611270chi,oti,CaseJu00,tackles_solo,4,,,,,
player,201611270chi,oti,CaseJu00,tackles_assists,0,,,,,
player,201611270chi,oti,CaseJu00,tackles_loss,0,,,,,
player,201611270chi,oti,CaseJu00,qb_hits,0,,,,,
player,201611270chi,oti,CaseJu00,fumbles_rec,0,,,,,
player,201611270chi,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201611270chi,oti,CaseJu00,fumbles_forced,0,,,,,
player,201611270chi,oti,CoxxPe99,def_int,0,,,,,
player,201611270chi,oti,CoxxPe99,def_int_yds,0,,,,,
player,201611270chi,oti,CoxxPe99,def_int_td,0,,,,,
player,201611270chi,oti,CoxxPe99,def_int_long,0,,,,,
player,201611270chi,oti,CoxxPe99,pass_defended,0,,,,,
player,201611270chi,oti,CoxxPe99,sacks,0.0,,,,,
player,201611270chi,oti,CoxxPe99,tackles_combined,3,,,,,
player,201611270chi,oti,CoxxPe99,tackles_solo,3,,,,,
player,201611270chi,oti,CoxxPe99,tackles_assists,0,,,,,
player,201611270chi,oti,CoxxPe99,tackles_loss,0,,,,,
player,201611270chi,oti,CoxxPe99,qb_hits,0,,,,,
player,201611270chi,oti,CoxxPe99,fumbles_rec,0,,,,,
player,201611270chi,oti,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,CoxxPe99,fumbles_rec_td,0,,,,,
player,201611270chi,oti,CoxxPe99,fumbles_forced,0,,,,,
player,201611270chi,oti,WoodAl99,def_int,0,,,,,
player,201611270chi,oti,WoodAl99,def_int_yds,0,,,,,
player,201611270chi,oti,WoodAl99,def_int_td,0,,,,,
player,201611270chi,oti,WoodAl99,def_int_long,0,,,,,
player,201611270chi,oti,WoodAl99,pass_defended,0,,,,,
player,201611270chi,oti,WoodAl99,sacks,0.0,,,,,
player,201611270chi,oti,WoodAl99,tackles_combined,3,,,,,
player,201611270chi,oti,WoodAl99,tackles_solo,3,,,,,
player,201611270chi,oti,WoodAl99,tackles_assists,0,,,,,
player,201611270chi,oti,WoodAl99,tackles_loss,0,,,,,
player,201611270chi,oti,WoodAl99,qb_hits,0,,,,,
player,201611270chi,oti,WoodAl99,fumbles_rec,0,,,,,
player,201611270chi,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201611270chi,oti,WoodAl99,fumbles_forced,0,,,,,
player,201611270chi,oti,JohnRa98,def_int,0,,,,,
player,201611270chi,oti,JohnRa98,def_int_yds,0,,,,,
player,201611270chi,oti,JohnRa98,def_int_td,0,,,,,
player,201611270chi,oti,JohnRa98,def_int_long,0,,,,,
player,201611270chi,oti,JohnRa98,pass_defended,0,,,,,
player,201611270chi,oti,JohnRa98,sacks,0.0,,,,,
player,201611270chi,oti,JohnRa98,tackles_combined,2,,,,,
player,201611270chi,oti,JohnRa98,tackles_solo,1,,,,,
player,201611270chi,oti,JohnRa98,tackles_assists,1,,,,,
player,201611270chi,oti,JohnRa98,tackles_loss,0,,,,,
player,201611270chi,oti,JohnRa98,qb_hits,0,,,,,
player,201611270chi,oti,JohnRa98,fumbles_rec,0,,,,,
player,201611270chi,oti,JohnRa98,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,JohnRa98,fumbles_rec_td,0,,,,,
player,201611270chi,oti,JohnRa98,fumbles_forced,0,,,,,
player,201611270chi,oti,KlugKa00,def_int,0,,,,,
player,201611270chi,oti,KlugKa00,def_int_yds,0,,,,,
player,201611270chi,oti,KlugKa00,def_int_td,0,,,,,
player,201611270chi,oti,KlugKa00,def_int_long,0,,,,,
player,201611270chi,oti,KlugKa00,pass_defended,0,,,,,
player,201611270chi,oti,KlugKa00,sacks,0.0,,,,,
player,201611270chi,oti,KlugKa00,tackles_combined,2,,,,,
player,201611270chi,oti,KlugKa00,tackles_solo,1,,,,,
player,201611270chi,oti,KlugKa00,tackles_assists,1,,,,,
player,201611270chi,oti,KlugKa00,tackles_loss,0,,,,,
player,201611270chi,oti,KlugKa00,qb_hits,0,,,,,
player,201611270chi,oti,KlugKa00,fumbles_rec,0,,,,,
player,201611270chi,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201611270chi,oti,KlugKa00,fumbles_forced,0,,,,,
player,201611270chi,oti,MorgDe99,def_int,0,,,,,
player,201611270chi,oti,MorgDe99,def_int_yds,0,,,,,
player,201611270chi,oti,MorgDe99,def_int_td,0,,,,,
player,201611270chi,oti,MorgDe99,def_int_long,0,,,,,
player,201611270chi,oti,MorgDe99,pass_defended,1,,,,,
player,201611270chi,oti,MorgDe99,sacks,0.0,,,,,
player,201611270chi,oti,MorgDe99,tackles_combined,2,,,,,
player,201611270chi,oti,MorgDe99,tackles_solo,2,,,,,
player,201611270chi,oti,MorgDe99,tackles_assists,0,,,,,
player,201611270chi,oti,MorgDe99,tackles_loss,1,,,,,
player,201611270chi,oti,MorgDe99,qb_hits,0,,,,,
player,201611270chi,oti,MorgDe99,fumbles_rec,0,,,,,
player,201611270chi,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201611270chi,oti,MorgDe99,fumbles_forced,0,,,,,
player,201611270chi,oti,OrakBr99,def_int,0,,,,,
player,201611270chi,oti,OrakBr99,def_int_yds,0,,,,,
player,201611270chi,oti,OrakBr99,def_int_td,0,,,,,
player,201611270chi,oti,OrakBr99,def_int_long,0,,,,,
player,201611270chi,oti,OrakBr99,pass_defended,0,,,,,
player,201611270chi,oti,OrakBr99,sacks,0.0,,,,,
player,201611270chi,oti,OrakBr99,tackles_combined,2,,,,,
player,201611270chi,oti,OrakBr99,tackles_solo,2,,,,,
player,201611270chi,oti,OrakBr99,tackles_assists,0,,,,,
player,201611270chi,oti,OrakBr99,tackles_loss,1,,,,,
player,201611270chi,oti,OrakBr99,qb_hits,1,,,,,
player,201611270chi,oti,OrakBr99,fumbles_rec,0,,,,,
player,201611270chi,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201611270chi,oti,OrakBr99,fumbles_forced,0,,,,,
player,201611270chi,oti,JohnAu01,def_int,0,,,,,
player,201611270chi,oti,JohnAu01,def_int_yds,0,,,,,
player,201611270chi,oti,JohnAu01,def_int_td,0,,,,,
player,201611270chi,oti,JohnAu01,def_int_long,0,,,,,
player,201611270chi,oti,JohnAu01,pass_defended,0,,,,,
player,201611270chi,oti,JohnAu01,sacks,0.0,,,,,
player,201611270chi,oti,JohnAu01,tackles_combined,1,,,,,
player,201611270chi,oti,JohnAu01,tackles_solo,1,,,,,
player,201611270chi,oti,JohnAu01,tackles_assists,0,,,,,
player,201611270chi,oti,JohnAu01,tackles_loss,0,,,,,
player,201611270chi,oti,JohnAu01,qb_hits,0,,,,,
player,201611270chi,oti,JohnAu01,fumbles_rec,0,,,,,
player,201611270chi,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201611270chi,oti,JohnAu01,fumbles_forced,0,,,,,
player,201611270chi,oti,McCaBr99,def_int,0,,,,,
player,201611270chi,oti,McCaBr99,def_int_yds,0,,,,,
player,201611270chi,oti,McCaBr99,def_int_td,0,,,,,
player,201611270chi,oti,McCaBr99,def_int_long,0,,,,,
player,201611270chi,oti,McCaBr99,pass_defended,1,,,,,
player,201611270chi,oti,McCaBr99,sacks,0.0,,,,,
player,201611270chi,oti,McCaBr99,tackles_combined,1,,,,,
player,201611270chi,oti,McCaBr99,tackles_solo,1,,,,,
player,201611270chi,oti,McCaBr99,tackles_assists,0,,,,,
player,201611270chi,oti,McCaBr99,tackles_loss,0,,,,,
player,201611270chi,oti,McCaBr99,qb_hits,0,,,,,
player,201611270chi,oti,McCaBr99,fumbles_rec,0,,,,,
player,201611270chi,oti,McCaBr99,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,McCaBr99,fumbles_rec_td,0,,,,,
player,201611270chi,oti,McCaBr99,fumbles_forced,0,,,,,
player,201611270chi,oti,PalmNa01,def_int,0,,,,,
player,201611270chi,oti,PalmNa01,def_int_yds,0,,,,,
player,201611270chi,oti,PalmNa01,def_int_td,0,,,,,
player,201611270chi,oti,PalmNa01,def_int_long,0,,,,,
player,201611270chi,oti,PalmNa01,pass_defended,0,,,,,
player,201611270chi,oti,PalmNa01,sacks,0.0,,,,,
player,201611270chi,oti,PalmNa01,tackles_combined,1,,,,,
player,201611270chi,oti,PalmNa01,tackles_solo,1,,,,,
player,201611270chi,oti,PalmNa01,tackles_assists,0,,,,,
player,201611270chi,oti,PalmNa01,tackles_loss,0,,,,,
player,201611270chi,oti,PalmNa01,qb_hits,0,,,,,
player,201611270chi,oti,PalmNa01,fumbles_rec,0,,,,,
player,201611270chi,oti,PalmNa01,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,PalmNa01,fumbles_rec_td,0,,,,,
player,201611270chi,oti,PalmNa01,fumbles_forced,0,,,,,
player,201611270chi,oti,SpenSe00,def_int,0,,,,,
player,201611270chi,oti,SpenSe00,def_int_yds,0,,,,,
player,201611270chi,oti,SpenSe00,def_int_td,0,,,,,
player,201611270chi,oti,SpenSe00,def_int_long,0,,,,,
player,201611270chi,oti,SpenSe00,pass_defended,0,,,,,
player,201611270chi,oti,SpenSe00,sacks,0.0,,,,,
player,201611270chi,oti,SpenSe00,tackles_combined,1,,,,,
player,201611270chi,oti,SpenSe00,tackles_solo,1,,,,,
player,201611270chi,oti,SpenSe00,tackles_assists,0,,,,,
player,201611270chi,oti,SpenSe00,tackles_loss,0,,,,,
player,201611270chi,oti,SpenSe00,qb_hits,0,,,,,
player,201611270chi,oti,SpenSe00,fumbles_rec,0,,,,,
player,201611270chi,oti,SpenSe00,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,SpenSe00,fumbles_rec_td,0,,,,,
player,201611270chi,oti,SpenSe00,fumbles_forced,0,,,,,
player,201611270chi,oti,WallAa00,def_int,0,,,,,
player,201611270chi,oti,WallAa00,def_int_yds,0,,,,,
player,201611270chi,oti,WallAa00,def_int_td,0,,,,,
player,201611270chi,oti,WallAa00,def_int_long,0,,,,,
player,201611270chi,oti,WallAa00,pass_defended,0,,,,,
player,201611270chi,oti,WallAa00,sacks,0.0,,,,,
player,201611270chi,oti,WallAa00,tackles_combined,0,,,,,
player,201611270chi,oti,WallAa00,tackles_solo,0,,,,,
player,201611270chi,oti,WallAa00,tackles_assists,0,,,,,
player,201611270chi,oti,WallAa00,tackles_loss,0,,,,,
player,201611270chi,oti,WallAa00,qb_hits,1,,,,,
player,201611270chi,oti,WallAa00,fumbles_rec,0,,,,,
player,201611270chi,oti,WallAa00,fumbles_rec_yds,0,,,,,
player,201611270chi,oti,WallAa00,fumbles_rec_td,0,,,,,
player,201611270chi,oti,WallAa00,fumbles_forced,0,,,,,
player,201611270chi,chi,LeBlCr01,def_int,0,,,,,
player,201611270chi,chi,LeBlCr01,def_int_yds,0,,,,,
player,201611270chi,chi,LeBlCr01,def_int_td,0,,,,,
player,201611270chi,chi,LeBlCr01,def_int_long,0,,,,,
player,201611270chi,chi,LeBlCr01,pass_defended,0,,,,,
player,201611270chi,chi,LeBlCr01,sacks,0.0,,,,,
player,201611270chi,chi,LeBlCr01,tackles_combined,6,,,,,
player,201611270chi,chi,LeBlCr01,tackles_solo,6,,,,,
player,201611270chi,chi,LeBlCr01,tackles_assists,0,,,,,
player,201611270chi,chi,LeBlCr01,tackles_loss,0,,,,,
player,201611270chi,chi,LeBlCr01,qb_hits,0,,,,,
player,201611270chi,chi,LeBlCr01,fumbles_rec,0,,,,,
player,201611270chi,chi,LeBlCr01,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,LeBlCr01,fumbles_rec_td,0,,,,,
player,201611270chi,chi,LeBlCr01,fumbles_forced,0,,,,,
player,201611270chi,chi,TrevDa00,def_int,0,,,,,
player,201611270chi,chi,TrevDa00,def_int_yds,0,,,,,
player,201611270chi,chi,TrevDa00,def_int_td,0,,,,,
player,201611270chi,chi,TrevDa00,def_int_long,0,,,,,
player,201611270chi,chi,TrevDa00,pass_defended,0,,,,,
player,201611270chi,chi,TrevDa00,sacks,0.0,,,,,
player,201611270chi,chi,TrevDa00,tackles_combined,5,,,,,
player,201611270chi,chi,TrevDa00,tackles_solo,4,,,,,
player,201611270chi,chi,TrevDa00,tackles_assists,1,,,,,
player,201611270chi,chi,TrevDa00,tackles_loss,0,,,,,
player,201611270chi,chi,TrevDa00,qb_hits,0,,,,,
player,201611270chi,chi,TrevDa00,fumbles_rec,0,,,,,
player,201611270chi,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,TrevDa00,fumbles_forced,0,,,,,
player,201611270chi,chi,AmosAd00,def_int,0,,,,,
player,201611270chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201611270chi,chi,AmosAd00,def_int_td,0,,,,,
player,201611270chi,chi,AmosAd00,def_int_long,0,,,,,
player,201611270chi,chi,AmosAd00,pass_defended,1,,,,,
player,201611270chi,chi,AmosAd00,sacks,0.0,,,,,
player,201611270chi,chi,AmosAd00,tackles_combined,4,,,,,
player,201611270chi,chi,AmosAd00,tackles_solo,4,,,,,
player,201611270chi,chi,AmosAd00,tackles_assists,0,,,,,
player,201611270chi,chi,AmosAd00,tackles_loss,1,,,,,
player,201611270chi,chi,AmosAd00,qb_hits,0,,,,,
player,201611270chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201611270chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201611270chi,chi,GoldEd00,def_int,0,,,,,
player,201611270chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201611270chi,chi,GoldEd00,def_int_td,0,,,,,
player,201611270chi,chi,GoldEd00,def_int_long,0,,,,,
player,201611270chi,chi,GoldEd00,pass_defended,0,,,,,
player,201611270chi,chi,GoldEd00,sacks,0.0,,,,,
player,201611270chi,chi,GoldEd00,tackles_combined,4,,,,,
player,201611270chi,chi,GoldEd00,tackles_solo,4,,,,,
player,201611270chi,chi,GoldEd00,tackles_assists,0,,,,,
player,201611270chi,chi,GoldEd00,tackles_loss,0,,,,,
player,201611270chi,chi,GoldEd00,qb_hits,0,,,,,
player,201611270chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201611270chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201611270chi,chi,KwiaNi00,def_int,0,,,,,
player,201611270chi,chi,KwiaNi00,def_int_yds,0,,,,,
player,201611270chi,chi,KwiaNi00,def_int_td,0,,,,,
player,201611270chi,chi,KwiaNi00,def_int_long,0,,,,,
player,201611270chi,chi,KwiaNi00,pass_defended,0,,,,,
player,201611270chi,chi,KwiaNi00,sacks,0.0,,,,,
player,201611270chi,chi,KwiaNi00,tackles_combined,4,,,,,
player,201611270chi,chi,KwiaNi00,tackles_solo,2,,,,,
player,201611270chi,chi,KwiaNi00,tackles_assists,2,,,,,
player,201611270chi,chi,KwiaNi00,tackles_loss,0,,,,,
player,201611270chi,chi,KwiaNi00,qb_hits,0,,,,,
player,201611270chi,chi,KwiaNi00,fumbles_rec,0,,,,,
player,201611270chi,chi,KwiaNi00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,KwiaNi00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,KwiaNi00,fumbles_forced,0,,,,,
player,201611270chi,chi,McPhPe00,def_int,0,,,,,
player,201611270chi,chi,McPhPe00,def_int_yds,0,,,,,
player,201611270chi,chi,McPhPe00,def_int_td,0,,,,,
player,201611270chi,chi,McPhPe00,def_int_long,0,,,,,
player,201611270chi,chi,McPhPe00,pass_defended,0,,,,,
player,201611270chi,chi,McPhPe00,sacks,0.0,,,,,
player,201611270chi,chi,McPhPe00,tackles_combined,4,,,,,
player,201611270chi,chi,McPhPe00,tackles_solo,3,,,,,
player,201611270chi,chi,McPhPe00,tackles_assists,1,,,,,
player,201611270chi,chi,McPhPe00,tackles_loss,0,,,,,
player,201611270chi,chi,McPhPe00,qb_hits,0,,,,,
player,201611270chi,chi,McPhPe00,fumbles_rec,0,,,,,
player,201611270chi,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,McPhPe00,fumbles_forced,0,,,,,
player,201611270chi,chi,CallBr00,def_int,0,,,,,
player,201611270chi,chi,CallBr00,def_int_yds,0,,,,,
player,201611270chi,chi,CallBr00,def_int_td,0,,,,,
player,201611270chi,chi,CallBr00,def_int_long,0,,,,,
player,201611270chi,chi,CallBr00,pass_defended,0,,,,,
player,201611270chi,chi,CallBr00,sacks,0.0,,,,,
player,201611270chi,chi,CallBr00,tackles_combined,3,,,,,
player,201611270chi,chi,CallBr00,tackles_solo,3,,,,,
player,201611270chi,chi,CallBr00,tackles_assists,0,,,,,
player,201611270chi,chi,CallBr00,tackles_loss,0,,,,,
player,201611270chi,chi,CallBr00,qb_hits,0,,,,,
player,201611270chi,chi,CallBr00,fumbles_rec,0,,,,,
player,201611270chi,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,CallBr00,fumbles_forced,0,,,,,
player,201611270chi,chi,WashCo00,def_int,0,,,,,
player,201611270chi,chi,WashCo00,def_int_yds,0,,,,,
player,201611270chi,chi,WashCo00,def_int_td,0,,,,,
player,201611270chi,chi,WashCo00,def_int_long,0,,,,,
player,201611270chi,chi,WashCo00,pass_defended,0,,,,,
player,201611270chi,chi,WashCo00,sacks,0.0,,,,,
player,201611270chi,chi,WashCo00,tackles_combined,3,,,,,
player,201611270chi,chi,WashCo00,tackles_solo,3,,,,,
player,201611270chi,chi,WashCo00,tackles_assists,0,,,,,
player,201611270chi,chi,WashCo00,tackles_loss,0,,,,,
player,201611270chi,chi,WashCo00,qb_hits,0,,,,,
player,201611270chi,chi,WashCo00,fumbles_rec,0,,,,,
player,201611270chi,chi,WashCo00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,WashCo00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,WashCo00,fumbles_forced,0,,,,,
player,201611270chi,chi,AchoSa00,def_int,0,,,,,
player,201611270chi,chi,AchoSa00,def_int_yds,0,,,,,
player,201611270chi,chi,AchoSa00,def_int_td,0,,,,,
player,201611270chi,chi,AchoSa00,def_int_long,0,,,,,
player,201611270chi,chi,AchoSa00,pass_defended,0,,,,,
player,201611270chi,chi,AchoSa00,sacks,0.0,,,,,
player,201611270chi,chi,AchoSa00,tackles_combined,2,,,,,
player,201611270chi,chi,AchoSa00,tackles_solo,1,,,,,
player,201611270chi,chi,AchoSa00,tackles_assists,1,,,,,
player,201611270chi,chi,AchoSa00,tackles_loss,0,,,,,
player,201611270chi,chi,AchoSa00,qb_hits,0,,,,,
player,201611270chi,chi,AchoSa00,fumbles_rec,0,,,,,
player,201611270chi,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,AchoSa00,fumbles_forced,0,,,,,
player,201611270chi,chi,BushDe00,def_int,0,,,,,
player,201611270chi,chi,BushDe00,def_int_yds,0,,,,,
player,201611270chi,chi,BushDe00,def_int_td,0,,,,,
player,201611270chi,chi,BushDe00,def_int_long,0,,,,,
player,201611270chi,chi,BushDe00,pass_defended,0,,,,,
player,201611270chi,chi,BushDe00,sacks,0.0,,,,,
player,201611270chi,chi,BushDe00,tackles_combined,2,,,,,
player,201611270chi,chi,BushDe00,tackles_solo,2,,,,,
player,201611270chi,chi,BushDe00,tackles_assists,0,,,,,
player,201611270chi,chi,BushDe00,tackles_loss,0,,,,,
player,201611270chi,chi,BushDe00,qb_hits,0,,,,,
player,201611270chi,chi,BushDe00,fumbles_rec,0,,,,,
player,201611270chi,chi,BushDe00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,BushDe00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,BushDe00,fumbles_forced,0,,,,,
player,201611270chi,chi,PortTr99,def_int,0,,,,,
player,201611270chi,chi,PortTr99,def_int_yds,0,,,,,
player,201611270chi,chi,PortTr99,def_int_td,0,,,,,
player,201611270chi,chi,PortTr99,def_int_long,0,,,,,
player,201611270chi,chi,PortTr99,pass_defended,1,,,,,
player,201611270chi,chi,PortTr99,sacks,0.0,,,,,
player,201611270chi,chi,PortTr99,tackles_combined,2,,,,,
player,201611270chi,chi,PortTr99,tackles_solo,2,,,,,
player,201611270chi,chi,PortTr99,tackles_assists,0,,,,,
player,201611270chi,chi,PortTr99,tackles_loss,0,,,,,
player,201611270chi,chi,PortTr99,qb_hits,0,,,,,
player,201611270chi,chi,PortTr99,fumbles_rec,0,,,,,
player,201611270chi,chi,PortTr99,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,PortTr99,fumbles_rec_td,0,,,,,
player,201611270chi,chi,PortTr99,fumbles_forced,1,,,,,
player,201611270chi,chi,WilsC.98,def_int,0,,,,,
player,201611270chi,chi,WilsC.98,def_int_yds,0,,,,,
player,201611270chi,chi,WilsC.98,def_int_td,0,,,,,
player,201611270chi,chi,WilsC.98,def_int_long,0,,,,,
player,201611270chi,chi,WilsC.98,pass_defended,0,,,,,
player,201611270chi,chi,WilsC.98,sacks,0.0,,,,,
player,201611270chi,chi,WilsC.98,tackles_combined,2,,,,,
player,201611270chi,chi,WilsC.98,tackles_solo,1,,,,,
player,201611270chi,chi,WilsC.98,tackles_assists,1,,,,,
player,201611270chi,chi,WilsC.98,tackles_loss,0,,,,,
player,201611270chi,chi,WilsC.98,qb_hits,0,,,,,
player,201611270chi,chi,WilsC.98,fumbles_rec,0,,,,,
player,201611270chi,chi,WilsC.98,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,WilsC.98,fumbles_rec_td,0,,,,,
player,201611270chi,chi,WilsC.98,fumbles_forced,0,,,,,
player,201611270chi,chi,YounWi99,def_int,0,,,,,
player,201611270chi,chi,YounWi99,def_int_yds,0,,,,,
player,201611270chi,chi,YounWi99,def_int_td,0,,,,,
player,201611270chi,chi,YounWi99,def_int_long,0,,,,,
player,201611270chi,chi,YounWi99,pass_defended,0,,,,,
player,201611270chi,chi,YounWi99,sacks,0.0,,,,,
player,201611270chi,chi,YounWi99,tackles_combined,2,,,,,
player,201611270chi,chi,YounWi99,tackles_solo,2,,,,,
player,201611270chi,chi,YounWi99,tackles_assists,0,,,,,
player,201611270chi,chi,YounWi99,tackles_loss,1,,,,,
player,201611270chi,chi,YounWi99,qb_hits,0,,,,,
player,201611270chi,chi,YounWi99,fumbles_rec,0,,,,,
player,201611270chi,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201611270chi,chi,YounWi99,fumbles_forced,0,,,,,
player,201611270chi,chi,BullJo00,def_int,0,,,,,
player,201611270chi,chi,BullJo00,def_int_yds,0,,,,,
player,201611270chi,chi,BullJo00,def_int_td,0,,,,,
player,201611270chi,chi,BullJo00,def_int_long,0,,,,,
player,201611270chi,chi,BullJo00,pass_defended,0,,,,,
player,201611270chi,chi,BullJo00,sacks,0.0,,,,,
player,201611270chi,chi,BullJo00,tackles_combined,1,,,,,
player,201611270chi,chi,BullJo00,tackles_solo,0,,,,,
player,201611270chi,chi,BullJo00,tackles_assists,1,,,,,
player,201611270chi,chi,BullJo00,tackles_loss,0,,,,,
player,201611270chi,chi,BullJo00,qb_hits,0,,,,,
player,201611270chi,chi,BullJo00,fumbles_rec,0,,,,,
player,201611270chi,chi,BullJo00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,BullJo00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,BullJo00,fumbles_forced,0,,,,,
player,201611270chi,chi,JoneCh05,def_int,0,,,,,
player,201611270chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201611270chi,chi,JoneCh05,def_int_td,0,,,,,
player,201611270chi,chi,JoneCh05,def_int_long,0,,,,,
player,201611270chi,chi,JoneCh05,pass_defended,0,,,,,
player,201611270chi,chi,JoneCh05,sacks,0.0,,,,,
player,201611270chi,chi,JoneCh05,tackles_combined,1,,,,,
player,201611270chi,chi,JoneCh05,tackles_solo,1,,,,,
player,201611270chi,chi,JoneCh05,tackles_assists,0,,,,,
player,201611270chi,chi,JoneCh05,tackles_loss,0,,,,,
player,201611270chi,chi,JoneCh05,qb_hits,0,,,,,
