game,2016,15,20161218,201612180rav,phi,"Philadelphia Eagles",26,rav,"Baltimore Ravens",27
player,201612180rav,rav,PerrBr02,rec_td,0,,,,,
player,201612180rav,rav,PerrBr02,rec_long,0,,,,,
player,201612180rav,rav,PerrBr02,fumbles,0,,,,,
player,201612180rav,rav,PerrBr02,fumbles_lost,0,,,,,
player,201612180rav,phi,HickJo00,def_int,1,,,,,
player,201612180rav,phi,HickJo00,def_int_yds,34,,,,,
player,201612180rav,phi,HickJo00,def_int_td,0,,,,,
player,201612180rav,phi,HickJo00,def_int_long,34,,,,,
player,201612180rav,phi,HickJo00,pass_defended,1,,,,,
player,201612180rav,phi,HickJo00,sacks,0.0,,,,,
player,201612180rav,phi,HickJo00,tackles_combined,5,,,,,
player,201612180rav,phi,HickJo00,tackles_solo,3,,,,,
player,201612180rav,phi,HickJo00,tackles_assists,2,,,,,
player,201612180rav,phi,HickJo00,tackles_loss,1,,,,,
player,201612180rav,phi,HickJo00,qb_hits,0,,,,,
player,201612180rav,phi,HickJo00,fumbles_rec,0,,,,,
player,201612180rav,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,HickJo00,fumbles_forced,0,,,,,
player,201612180rav,phi,BradNi00,def_int,0,,,,,
player,201612180rav,phi,BradNi00,def_int_yds,0,,,,,
player,201612180rav,phi,BradNi00,def_int_td,0,,,,,
player,201612180rav,phi,BradNi00,def_int_long,0,,,,,
player,201612180rav,phi,BradNi00,pass_defended,0,,,,,
player,201612180rav,phi,BradNi00,sacks,1.0,,,,,
player,201612180rav,phi,BradNi00,tackles_combined,6,,,,,
player,201612180rav,phi,BradNi00,tackles_solo,4,,,,,
player,201612180rav,phi,BradNi00,tackles_assists,2,,,,,
player,201612180rav,phi,BradNi00,tackles_loss,1,,,,,
player,201612180rav,phi,BradNi00,qb_hits,1,,,,,
player,201612180rav,phi,BradNi00,fumbles_rec,0,,,,,
player,201612180rav,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,BradNi00,fumbles_forced,1,,,,,
player,201612180rav,phi,CoxxFl00,def_int,0,,,,,
player,201612180rav,phi,CoxxFl00,def_int_yds,0,,,,,
player,201612180rav,phi,CoxxFl00,def_int_td,0,,,,,
player,201612180rav,phi,CoxxFl00,def_int_long,0,,,,,
player,201612180rav,phi,CoxxFl00,pass_defended,0,,,,,
player,201612180rav,phi,CoxxFl00,sacks,1.0,,,,,
player,201612180rav,phi,CoxxFl00,tackles_combined,2,,,,,
player,201612180rav,phi,CoxxFl00,tackles_solo,1,,,,,
player,201612180rav,phi,CoxxFl00,tackles_assists,1,,,,,
player,201612180rav,phi,CoxxFl00,tackles_loss,1,,,,,
player,201612180rav,phi,CoxxFl00,qb_hits,1,,,,,
player,201612180rav,phi,CoxxFl00,fumbles_rec,1,,,,,
player,201612180rav,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201612180rav,phi,GrahBr99,def_int,0,,,,,
player,201612180rav,phi,GrahBr99,def_int_yds,0,,,,,
player,201612180rav,phi,GrahBr99,def_int_td,0,,,,,
player,201612180rav,phi,GrahBr99,def_int_long,0,,,,,
player,201612180rav,phi,GrahBr99,pass_defended,0,,,,,
player,201612180rav,phi,GrahBr99,sacks,0.5,,,,,
player,201612180rav,phi,GrahBr99,tackles_combined,6,,,,,
player,201612180rav,phi,GrahBr99,tackles_solo,3,,,,,
player,201612180rav,phi,GrahBr99,tackles_assists,3,,,,,
player,201612180rav,phi,GrahBr99,tackles_loss,0,,,,,
player,201612180rav,phi,GrahBr99,qb_hits,1,,,,,
player,201612180rav,phi,GrahBr99,fumbles_rec,0,,,,,
player,201612180rav,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201612180rav,phi,GrahBr99,fumbles_forced,0,,,,,
player,201612180rav,phi,AlleBe00,def_int,0,,,,,
player,201612180rav,phi,AlleBe00,def_int_yds,0,,,,,
player,201612180rav,phi,AlleBe00,def_int_td,0,,,,,
player,201612180rav,phi,AlleBe00,def_int_long,0,,,,,
player,201612180rav,phi,AlleBe00,pass_defended,0,,,,,
player,201612180rav,phi,AlleBe00,sacks,0.5,,,,,
player,201612180rav,phi,AlleBe00,tackles_combined,4,,,,,
player,201612180rav,phi,AlleBe00,tackles_solo,2,,,,,
player,201612180rav,phi,AlleBe00,tackles_assists,2,,,,,
player,201612180rav,phi,AlleBe00,tackles_loss,0,,,,,
player,201612180rav,phi,AlleBe00,qb_hits,1,,,,,
player,201612180rav,phi,AlleBe00,fumbles_rec,0,,,,,
player,201612180rav,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,AlleBe00,fumbles_forced,0,,,,,
player,201612180rav,phi,McLeRo00,def_int,0,,,,,
player,201612180rav,phi,McLeRo00,def_int_yds,0,,,,,
player,201612180rav,phi,McLeRo00,def_int_td,0,,,,,
player,201612180rav,phi,McLeRo00,def_int_long,0,,,,,
player,201612180rav,phi,McLeRo00,pass_defended,0,,,,,
player,201612180rav,phi,McLeRo00,sacks,0.0,,,,,
player,201612180rav,phi,McLeRo00,tackles_combined,5,,,,,
player,201612180rav,phi,McLeRo00,tackles_solo,4,,,,,
player,201612180rav,phi,McLeRo00,tackles_assists,1,,,,,
player,201612180rav,phi,McLeRo00,tackles_loss,0,,,,,
player,201612180rav,phi,McLeRo00,qb_hits,0,,,,,
player,201612180rav,phi,McLeRo00,fumbles_rec,0,,,,,
player,201612180rav,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,McLeRo00,fumbles_forced,0,,,,,
player,201612180rav,phi,LogaBe00,def_int,0,,,,,
player,201612180rav,phi,LogaBe00,def_int_yds,0,,,,,
player,201612180rav,phi,LogaBe00,def_int_td,0,,,,,
player,201612180rav,phi,LogaBe00,def_int_long,0,,,,,
player,201612180rav,phi,LogaBe00,pass_defended,0,,,,,
player,201612180rav,phi,LogaBe00,sacks,0.0,,,,,
player,201612180rav,phi,LogaBe00,tackles_combined,4,,,,,
player,201612180rav,phi,LogaBe00,tackles_solo,3,,,,,
player,201612180rav,phi,LogaBe00,tackles_assists,1,,,,,
player,201612180rav,phi,LogaBe00,tackles_loss,2,,,,,
player,201612180rav,phi,LogaBe00,qb_hits,0,,,,,
player,201612180rav,phi,LogaBe00,fumbles_rec,0,,,,,
player,201612180rav,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,LogaBe00,fumbles_forced,0,,,,,
player,201612180rav,phi,JenkMa99,def_int,0,,,,,
player,201612180rav,phi,JenkMa99,def_int_yds,0,,,,,
player,201612180rav,phi,JenkMa99,def_int_td,0,,,,,
player,201612180rav,phi,JenkMa99,def_int_long,0,,,,,
player,201612180rav,phi,JenkMa99,pass_defended,0,,,,,
player,201612180rav,phi,JenkMa99,sacks,0.0,,,,,
player,201612180rav,phi,JenkMa99,tackles_combined,3,,,,,
player,201612180rav,phi,JenkMa99,tackles_solo,2,,,,,
player,201612180rav,phi,JenkMa99,tackles_assists,1,,,,,
player,201612180rav,phi,JenkMa99,tackles_loss,0,,,,,
player,201612180rav,phi,JenkMa99,qb_hits,0,,,,,
player,201612180rav,phi,JenkMa99,fumbles_rec,0,,,,,
player,201612180rav,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201612180rav,phi,JenkMa99,fumbles_forced,0,,,,,
player,201612180rav,phi,CurrVi00,def_int,0,,,,,
player,201612180rav,phi,CurrVi00,def_int_yds,0,,,,,
player,201612180rav,phi,CurrVi00,def_int_td,0,,,,,
player,201612180rav,phi,CurrVi00,def_int_long,0,,,,,
player,201612180rav,phi,CurrVi00,pass_defended,0,,,,,
player,201612180rav,phi,CurrVi00,sacks,0.0,,,,,
player,201612180rav,phi,CurrVi00,tackles_combined,2,,,,,
player,201612180rav,phi,CurrVi00,tackles_solo,2,,,,,
player,201612180rav,phi,CurrVi00,tackles_assists,0,,,,,
player,201612180rav,phi,CurrVi00,tackles_loss,1,,,,,
player,201612180rav,phi,CurrVi00,qb_hits,0,,,,,
player,201612180rav,phi,CurrVi00,fumbles_rec,0,,,,,
player,201612180rav,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,CurrVi00,fumbles_forced,0,,,,,
player,201612180rav,phi,KendMy00,def_int,0,,,,,
player,201612180rav,phi,KendMy00,def_int_yds,0,,,,,
player,201612180rav,phi,KendMy00,def_int_td,0,,,,,
player,201612180rav,phi,KendMy00,def_int_long,0,,,,,
player,201612180rav,phi,KendMy00,pass_defended,0,,,,,
player,201612180rav,phi,KendMy00,sacks,0.0,,,,,
player,201612180rav,phi,KendMy00,tackles_combined,2,,,,,
player,201612180rav,phi,KendMy00,tackles_solo,1,,,,,
player,201612180rav,phi,KendMy00,tackles_assists,1,,,,,
player,201612180rav,phi,KendMy00,tackles_loss,0,,,,,
player,201612180rav,phi,KendMy00,qb_hits,0,,,,,
player,201612180rav,phi,KendMy00,fumbles_rec,0,,,,,
player,201612180rav,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,KendMy00,fumbles_forced,0,,,,,
player,201612180rav,phi,McKeLe99,def_int,0,,,,,
player,201612180rav,phi,McKeLe99,def_int_yds,0,,,,,
player,201612180rav,phi,McKeLe99,def_int_td,0,,,,,
player,201612180rav,phi,McKeLe99,def_int_long,0,,,,,
player,201612180rav,phi,McKeLe99,pass_defended,0,,,,,
player,201612180rav,phi,McKeLe99,sacks,0.0,,,,,
player,201612180rav,phi,McKeLe99,tackles_combined,2,,,,,
player,201612180rav,phi,McKeLe99,tackles_solo,1,,,,,
player,201612180rav,phi,McKeLe99,tackles_assists,1,,,,,
player,201612180rav,phi,McKeLe99,tackles_loss,0,,,,,
player,201612180rav,phi,McKeLe99,qb_hits,0,,,,,
player,201612180rav,phi,McKeLe99,fumbles_rec,0,,,,,
player,201612180rav,phi,McKeLe99,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,McKeLe99,fumbles_rec_td,0,,,,,
player,201612180rav,phi,McKeLe99,fumbles_forced,0,,,,,
player,201612180rav,phi,MillJa02,def_int,0,,,,,
player,201612180rav,phi,MillJa02,def_int_yds,0,,,,,
player,201612180rav,phi,MillJa02,def_int_td,0,,,,,
player,201612180rav,phi,MillJa02,def_int_long,0,,,,,
player,201612180rav,phi,MillJa02,pass_defended,1,,,,,
player,201612180rav,phi,MillJa02,sacks,0.0,,,,,
player,201612180rav,phi,MillJa02,tackles_combined,2,,,,,
player,201612180rav,phi,MillJa02,tackles_solo,2,,,,,
player,201612180rav,phi,MillJa02,tackles_assists,0,,,,,
player,201612180rav,phi,MillJa02,tackles_loss,0,,,,,
player,201612180rav,phi,MillJa02,qb_hits,0,,,,,
player,201612180rav,phi,MillJa02,fumbles_rec,0,,,,,
player,201612180rav,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201612180rav,phi,MillJa02,fumbles_forced,0,,,,,
player,201612180rav,phi,WatkJa01,def_int,0,,,,,
player,201612180rav,phi,WatkJa01,def_int_yds,0,,,,,
player,201612180rav,phi,WatkJa01,def_int_td,0,,,,,
player,201612180rav,phi,WatkJa01,def_int_long,0,,,,,
player,201612180rav,phi,WatkJa01,pass_defended,0,,,,,
player,201612180rav,phi,WatkJa01,sacks,0.0,,,,,
player,201612180rav,phi,WatkJa01,tackles_combined,2,,,,,
player,201612180rav,phi,WatkJa01,tackles_solo,2,,,,,
player,201612180rav,phi,WatkJa01,tackles_assists,0,,,,,
player,201612180rav,phi,WatkJa01,tackles_loss,0,,,,,
player,201612180rav,phi,WatkJa01,qb_hits,0,,,,,
player,201612180rav,phi,WatkJa01,fumbles_rec,0,,,,,
player,201612180rav,phi,WatkJa01,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,WatkJa01,fumbles_rec_td,0,,,,,
player,201612180rav,phi,WatkJa01,fumbles_forced,0,,,,,
player,201612180rav,phi,BarwCo99,def_int,0,,,,,
player,201612180rav,phi,BarwCo99,def_int_yds,0,,,,,
player,201612180rav,phi,BarwCo99,def_int_td,0,,,,,
player,201612180rav,phi,BarwCo99,def_int_long,0,,,,,
player,201612180rav,phi,BarwCo99,pass_defended,0,,,,,
player,201612180rav,phi,BarwCo99,sacks,0.0,,,,,
player,201612180rav,phi,BarwCo99,tackles_combined,1,,,,,
player,201612180rav,phi,BarwCo99,tackles_solo,1,,,,,
player,201612180rav,phi,BarwCo99,tackles_assists,0,,,,,
player,201612180rav,phi,BarwCo99,tackles_loss,0,,,,,
player,201612180rav,phi,BarwCo99,qb_hits,0,,,,,
player,201612180rav,phi,BarwCo99,fumbles_rec,0,,,,,
player,201612180rav,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201612180rav,phi,BarwCo99,fumbles_forced,0,,,,,
player,201612180rav,phi,BurtTr01,def_int,0,,,,,
player,201612180rav,phi,BurtTr01,def_int_yds,,,,,,
player,201612180rav,phi,BurtTr01,def_int_td,0,,,,,
player,201612180rav,phi,BurtTr01,def_int_long,0,,,,,
player,201612180rav,phi,BurtTr01,pass_defended,0,,,,,
player,201612180rav,phi,BurtTr01,sacks,0.0,,,,,
player,201612180rav,phi,BurtTr01,tackles_combined,1,,,,,
player,201612180rav,phi,BurtTr01,tackles_solo,1,,,,,
player,201612180rav,phi,BurtTr01,tackles_assists,0,,,,,
player,201612180rav,phi,BurtTr01,tackles_loss,0,,,,,
player,201612180rav,phi,BurtTr01,qb_hits,0,,,,,
player,201612180rav,phi,BurtTr01,fumbles_rec,0,,,,,
player,201612180rav,phi,BurtTr01,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,BurtTr01,fumbles_rec_td,0,,,,,
player,201612180rav,phi,BurtTr01,fumbles_forced,1,,,,,
player,201612180rav,phi,CarrNo00,def_int,0,,,,,
player,201612180rav,phi,CarrNo00,def_int_yds,0,,,,,
player,201612180rav,phi,CarrNo00,def_int_td,0,,,,,
player,201612180rav,phi,CarrNo00,def_int_long,0,,,,,
player,201612180rav,phi,CarrNo00,pass_defended,0,,,,,
player,201612180rav,phi,CarrNo00,sacks,0.0,,,,,
player,201612180rav,phi,CarrNo00,tackles_combined,1,,,,,
player,201612180rav,phi,CarrNo00,tackles_solo,0,,,,,
player,201612180rav,phi,CarrNo00,tackles_assists,1,,,,,
player,201612180rav,phi,CarrNo00,tackles_loss,0,,,,,
player,201612180rav,phi,CarrNo00,qb_hits,0,,,,,
player,201612180rav,phi,CarrNo00,fumbles_rec,0,,,,,
player,201612180rav,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,CarrNo00,fumbles_forced,0,,,,,
player,201612180rav,phi,CeleBr00,def_int,0,,,,,
player,201612180rav,phi,CeleBr00,def_int_yds,,,,,,
player,201612180rav,phi,CeleBr00,def_int_td,0,,,,,
player,201612180rav,phi,CeleBr00,def_int_long,0,,,,,
player,201612180rav,phi,CeleBr00,pass_defended,0,,,,,
player,201612180rav,phi,CeleBr00,sacks,0.0,,,,,
player,201612180rav,phi,CeleBr00,tackles_combined,1,,,,,
player,201612180rav,phi,CeleBr00,tackles_solo,1,,,,,
player,201612180rav,phi,CeleBr00,tackles_assists,0,,,,,
player,201612180rav,phi,CeleBr00,tackles_loss,0,,,,,
player,201612180rav,phi,CeleBr00,qb_hits,0,,,,,
player,201612180rav,phi,CeleBr00,fumbles_rec,0,,,,,
player,201612180rav,phi,CeleBr00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,CeleBr00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,CeleBr00,fumbles_forced,0,,,,,
player,201612180rav,phi,GoodNa00,def_int,0,,,,,
player,201612180rav,phi,GoodNa00,def_int_yds,0,,,,,
player,201612180rav,phi,GoodNa00,def_int_td,0,,,,,
player,201612180rav,phi,GoodNa00,def_int_long,0,,,,,
player,201612180rav,phi,GoodNa00,pass_defended,0,,,,,
player,201612180rav,phi,GoodNa00,sacks,0.0,,,,,
player,201612180rav,phi,GoodNa00,tackles_combined,1,,,,,
player,201612180rav,phi,GoodNa00,tackles_solo,1,,,,,
player,201612180rav,phi,GoodNa00,tackles_assists,0,,,,,
player,201612180rav,phi,GoodNa00,tackles_loss,0,,,,,
player,201612180rav,phi,GoodNa00,qb_hits,0,,,,,
player,201612180rav,phi,GoodNa00,fumbles_rec,0,,,,,
player,201612180rav,phi,GoodNa00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,GoodNa00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,GoodNa00,fumbles_forced,0,,,,,
player,201612180rav,phi,GrugKa00,def_int,0,,,,,
player,201612180rav,phi,GrugKa00,def_int_yds,0,,,,,
player,201612180rav,phi,GrugKa00,def_int_td,0,,,,,
player,201612180rav,phi,GrugKa00,def_int_long,0,,,,,
player,201612180rav,phi,GrugKa00,pass_defended,0,,,,,
player,201612180rav,phi,GrugKa00,sacks,0.0,,,,,
player,201612180rav,phi,GrugKa00,tackles_combined,1,,,,,
player,201612180rav,phi,GrugKa00,tackles_solo,1,,,,,
player,201612180rav,phi,GrugKa00,tackles_assists,0,,,,,
player,201612180rav,phi,GrugKa00,tackles_loss,0,,,,,
player,201612180rav,phi,GrugKa00,qb_hits,0,,,,,
player,201612180rav,phi,GrugKa00,fumbles_rec,0,,,,,
player,201612180rav,phi,GrugKa00,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,GrugKa00,fumbles_rec_td,0,,,,,
player,201612180rav,phi,GrugKa00,fumbles_forced,0,,,,,
player,201612180rav,phi,MaraCh99,def_int,0,,,,,
player,201612180rav,phi,MaraCh99,def_int_yds,0,,,,,
player,201612180rav,phi,MaraCh99,def_int_td,0,,,,,
player,201612180rav,phi,MaraCh99,def_int_long,0,,,,,
player,201612180rav,phi,MaraCh99,pass_defended,0,,,,,
player,201612180rav,phi,MaraCh99,sacks,0.0,,,,,
player,201612180rav,phi,MaraCh99,tackles_combined,1,,,,,
player,201612180rav,phi,MaraCh99,tackles_solo,1,,,,,
player,201612180rav,phi,MaraCh99,tackles_assists,0,,,,,
player,201612180rav,phi,MaraCh99,tackles_loss,0,,,,,
player,201612180rav,phi,MaraCh99,qb_hits,0,,,,,
player,201612180rav,phi,MaraCh99,fumbles_rec,0,,,,,
player,201612180rav,phi,MaraCh99,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,MaraCh99,fumbles_rec_td,0,,,,,
player,201612180rav,phi,MaraCh99,fumbles_forced,0,,,,,
player,201612180rav,phi,SmitMa03,def_int,0,,,,,
player,201612180rav,phi,SmitMa03,def_int_yds,0,,,,,
player,201612180rav,phi,SmitMa03,def_int_td,0,,,,,
player,201612180rav,phi,SmitMa03,def_int_long,0,,,,,
player,201612180rav,phi,SmitMa03,pass_defended,0,,,,,
player,201612180rav,phi,SmitMa03,sacks,0.0,,,,,
player,201612180rav,phi,SmitMa03,tackles_combined,1,,,,,
player,201612180rav,phi,SmitMa03,tackles_solo,1,,,,,
player,201612180rav,phi,SmitMa03,tackles_assists,0,,,,,
player,201612180rav,phi,SmitMa03,tackles_loss,0,,,,,
player,201612180rav,phi,SmitMa03,qb_hits,0,,,,,
player,201612180rav,phi,SmitMa03,fumbles_rec,0,,,,,
player,201612180rav,phi,SmitMa03,fumbles_rec_yds,0,,,,,
player,201612180rav,phi,SmitMa03,fumbles_rec_td,0,,,,,
player,201612180rav,phi,SmitMa03,fumbles_forced,0,,,,,
player,201612180rav,rav,OrrxZa00,def_int,1,,,,,
player,201612180rav,rav,OrrxZa00,def_int_yds,1,,,,,
player,201612180rav,rav,OrrxZa00,def_int_td,0,,,,,
player,201612180rav,rav,OrrxZa00,def_int_long,1,,,,,
player,201612180rav,rav,OrrxZa00,pass_defended,1,,,,,
player,201612180rav,rav,OrrxZa00,sacks,0.0,,,,,
player,201612180rav,rav,OrrxZa00,tackles_combined,2,,,,,
player,201612180rav,rav,OrrxZa00,tackles_solo,0,,,,,
player,201612180rav,rav,OrrxZa00,tackles_assists,2,,,,,
player,201612180rav,rav,OrrxZa00,tackles_loss,0,,,,,
player,201612180rav,rav,OrrxZa00,qb_hits,0,,,,,
player,201612180rav,rav,OrrxZa00,fumbles_rec,0,,,,,
player,201612180rav,rav,OrrxZa00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,OrrxZa00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,OrrxZa00,fumbles_forced,0,,,,,
player,201612180rav,rav,DumeEl20,def_int,0,,,,,
player,201612180rav,rav,DumeEl20,def_int_yds,0,,,,,
player,201612180rav,rav,DumeEl20,def_int_td,0,,,,,
player,201612180rav,rav,DumeEl20,def_int_long,0,,,,,
player,201612180rav,rav,DumeEl20,pass_defended,0,,,,,
player,201612180rav,rav,DumeEl20,sacks,1.0,,,,,
player,201612180rav,rav,DumeEl20,tackles_combined,4,,,,,
player,201612180rav,rav,DumeEl20,tackles_solo,3,,,,,
player,201612180rav,rav,DumeEl20,tackles_assists,1,,,,,
player,201612180rav,rav,DumeEl20,tackles_loss,0,,,,,
player,201612180rav,rav,DumeEl20,qb_hits,1,,,,,
player,201612180rav,rav,DumeEl20,fumbles_rec,0,,,,,
player,201612180rav,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201612180rav,rav,DumeEl20,fumbles_forced,1,,,,,
player,201612180rav,rav,MoslC.00,def_int,0,,,,,
player,201612180rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201612180rav,rav,MoslC.00,def_int_td,0,,,,,
player,201612180rav,rav,MoslC.00,def_int_long,0,,,,,
player,201612180rav,rav,MoslC.00,pass_defended,0,,,,,
player,201612180rav,rav,MoslC.00,sacks,0.0,,,,,
player,201612180rav,rav,MoslC.00,tackles_combined,13,,,,,
player,201612180rav,rav,MoslC.00,tackles_solo,8,,,,,
player,201612180rav,rav,MoslC.00,tackles_assists,5,,,,,
player,201612180rav,rav,MoslC.00,tackles_loss,0,,,,,
player,201612180rav,rav,MoslC.00,qb_hits,1,,,,,
player,201612180rav,rav,MoslC.00,fumbles_rec,0,,,,,
player,201612180rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,MoslC.00,fumbles_forced,1,,,,,
player,201612180rav,rav,WeddEr99,def_int,0,,,,,
player,201612180rav,rav,WeddEr99,def_int_yds,0,,,,,
player,201612180rav,rav,WeddEr99,def_int_td,0,,,,,
player,201612180rav,rav,WeddEr99,def_int_long,0,,,,,
player,201612180rav,rav,WeddEr99,pass_defended,0,,,,,
player,201612180rav,rav,WeddEr99,sacks,0.0,,,,,
player,201612180rav,rav,WeddEr99,tackles_combined,9,,,,,
player,201612180rav,rav,WeddEr99,tackles_solo,3,,,,,
player,201612180rav,rav,WeddEr99,tackles_assists,6,,,,,
player,201612180rav,rav,WeddEr99,tackles_loss,0,,,,,
player,201612180rav,rav,WeddEr99,qb_hits,0,,,,,
player,201612180rav,rav,WeddEr99,fumbles_rec,0,,,,,
player,201612180rav,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201612180rav,rav,WeddEr99,fumbles_forced,0,,,,,
player,201612180rav,rav,SuggTe99,def_int,0,,,,,
player,201612180rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201612180rav,rav,SuggTe99,def_int_td,0,,,,,
player,201612180rav,rav,SuggTe99,def_int_long,0,,,,,
player,201612180rav,rav,SuggTe99,pass_defended,0,,,,,
player,201612180rav,rav,SuggTe99,sacks,0.0,,,,,
player,201612180rav,rav,SuggTe99,tackles_combined,6,,,,,
player,201612180rav,rav,SuggTe99,tackles_solo,4,,,,,
player,201612180rav,rav,SuggTe99,tackles_assists,2,,,,,
player,201612180rav,rav,SuggTe99,tackles_loss,3,,,,,
player,201612180rav,rav,SuggTe99,qb_hits,1,,,,,
player,201612180rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201612180rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201612180rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201612180rav,rav,WebbLa99,def_int,0,,,,,
player,201612180rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201612180rav,rav,WebbLa99,def_int_td,0,,,,,
player,201612180rav,rav,WebbLa99,def_int_long,0,,,,,
player,201612180rav,rav,WebbLa99,pass_defended,0,,,,,
player,201612180rav,rav,WebbLa99,sacks,0.0,,,,,
player,201612180rav,rav,WebbLa99,tackles_combined,6,,,,,
player,201612180rav,rav,WebbLa99,tackles_solo,4,,,,,
player,201612180rav,rav,WebbLa99,tackles_assists,2,,,,,
player,201612180rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201612180rav,rav,WebbLa99,qb_hits,0,,,,,
player,201612180rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201612180rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201612180rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201612180rav,rav,WillBr02,def_int,0,,,,,
player,201612180rav,rav,WillBr02,def_int_yds,0,,,,,
player,201612180rav,rav,WillBr02,def_int_td,0,,,,,
player,201612180rav,rav,WillBr02,def_int_long,0,,,,,
player,201612180rav,rav,WillBr02,pass_defended,0,,,,,
player,201612180rav,rav,WillBr02,sacks,0.0,,,,,
player,201612180rav,rav,WillBr02,tackles_combined,6,,,,,
player,201612180rav,rav,WillBr02,tackles_solo,6,,,,,
player,201612180rav,rav,WillBr02,tackles_assists,0,,,,,
player,201612180rav,rav,WillBr02,tackles_loss,0,,,,,
player,201612180rav,rav,WillBr02,qb_hits,0,,,,,
player,201612180rav,rav,WillBr02,fumbles_rec,0,,,,,
player,201612180rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201612180rav,rav,WillBr02,fumbles_forced,0,,,,,
player,201612180rav,rav,McClAl00,def_int,0,,,,,
player,201612180rav,rav,McClAl00,def_int_yds,0,,,,,
player,201612180rav,rav,McClAl00,def_int_td,0,,,,,
player,201612180rav,rav,McClAl00,def_int_long,0,,,,,
player,201612180rav,rav,McClAl00,pass_defended,0,,,,,
player,201612180rav,rav,McClAl00,sacks,0.0,,,,,
player,201612180rav,rav,McClAl00,tackles_combined,5,,,,,
player,201612180rav,rav,McClAl00,tackles_solo,3,,,,,
player,201612180rav,rav,McClAl00,tackles_assists,2,,,,,
player,201612180rav,rav,McClAl00,tackles_loss,1,,,,,
player,201612180rav,rav,McClAl00,qb_hits,0,,,,,
player,201612180rav,rav,McClAl00,fumbles_rec,0,,,,,
player,201612180rav,rav,McClAl00,fumbles_rec_yds,0,,,,,
