game,2016,1,20160911,201609110nor,rai,"Oakland Raiders",35,nor,"New Orleans Saints",34
player,201609110nor,rai,SmitMa02,def_int_yds,0,,,,,
player,201609110nor,rai,SmitMa02,def_int_td,0,,,,,
player,201609110nor,rai,SmitMa02,def_int_long,0,,,,,
player,201609110nor,rai,SmitMa02,pass_defended,0,,,,,
player,201609110nor,rai,SmitMa02,sacks,0.0,,,,,
player,201609110nor,rai,SmitMa02,tackles_combined,8,,,,,
player,201609110nor,rai,SmitMa02,tackles_solo,4,,,,,
player,201609110nor,rai,SmitMa02,tackles_assists,4,,,,,
player,201609110nor,rai,SmitMa02,tackles_loss,1,,,,,
player,201609110nor,rai,SmitMa02,qb_hits,0,,,,,
player,201609110nor,rai,SmitMa02,fumbles_rec,0,,,,,
player,201609110nor,rai,SmitMa02,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,SmitMa02,fumbles_rec_td,0,,,,,
player,201609110nor,rai,SmitMa02,fumbles_forced,0,,,,,
player,201609110nor,rai,MackKh00,def_int,0,,,,,
player,201609110nor,rai,MackKh00,def_int_yds,0,,,,,
player,201609110nor,rai,MackKh00,def_int_td,0,,,,,
player,201609110nor,rai,MackKh00,def_int_long,0,,,,,
player,201609110nor,rai,MackKh00,pass_defended,0,,,,,
player,201609110nor,rai,MackKh00,sacks,0.0,,,,,
player,201609110nor,rai,MackKh00,tackles_combined,7,,,,,
player,201609110nor,rai,MackKh00,tackles_solo,4,,,,,
player,201609110nor,rai,MackKh00,tackles_assists,3,,,,,
player,201609110nor,rai,MackKh00,tackles_loss,0,,,,,
player,201609110nor,rai,MackKh00,qb_hits,0,,,,,
player,201609110nor,rai,MackKh00,fumbles_rec,0,,,,,
player,201609110nor,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,MackKh00,fumbles_forced,0,,,,,
player,201609110nor,rai,McGiKe00,def_int,0,,,,,
player,201609110nor,rai,McGiKe00,def_int_yds,0,,,,,
player,201609110nor,rai,McGiKe00,def_int_td,0,,,,,
player,201609110nor,rai,McGiKe00,def_int_long,0,,,,,
player,201609110nor,rai,McGiKe00,pass_defended,1,,,,,
player,201609110nor,rai,McGiKe00,sacks,0.0,,,,,
player,201609110nor,rai,McGiKe00,tackles_combined,6,,,,,
player,201609110nor,rai,McGiKe00,tackles_solo,4,,,,,
player,201609110nor,rai,McGiKe00,tackles_assists,2,,,,,
player,201609110nor,rai,McGiKe00,tackles_loss,0,,,,,
player,201609110nor,rai,McGiKe00,qb_hits,0,,,,,
player,201609110nor,rai,McGiKe00,fumbles_rec,0,,,,,
player,201609110nor,rai,McGiKe00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,McGiKe00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,McGiKe00,fumbles_forced,0,,,,,
player,201609110nor,rai,HaydDJ00,def_int,0,,,,,
player,201609110nor,rai,HaydDJ00,def_int_yds,0,,,,,
player,201609110nor,rai,HaydDJ00,def_int_td,0,,,,,
player,201609110nor,rai,HaydDJ00,def_int_long,0,,,,,
player,201609110nor,rai,HaydDJ00,pass_defended,0,,,,,
player,201609110nor,rai,HaydDJ00,sacks,0.0,,,,,
player,201609110nor,rai,HaydDJ00,tackles_combined,5,,,,,
player,201609110nor,rai,HaydDJ00,tackles_solo,4,,,,,
player,201609110nor,rai,HaydDJ00,tackles_assists,1,,,,,
player,201609110nor,rai,HaydDJ00,tackles_loss,0,,,,,
player,201609110nor,rai,HaydDJ00,qb_hits,0,,,,,
player,201609110nor,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201609110nor,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,HaydDJ00,fumbles_forced,1,,,,,
player,201609110nor,rai,HeenBe00,def_int,0,,,,,
player,201609110nor,rai,HeenBe00,def_int_yds,0,,,,,
player,201609110nor,rai,HeenBe00,def_int_td,0,,,,,
player,201609110nor,rai,HeenBe00,def_int_long,0,,,,,
player,201609110nor,rai,HeenBe00,pass_defended,0,,,,,
player,201609110nor,rai,HeenBe00,sacks,0.0,,,,,
player,201609110nor,rai,HeenBe00,tackles_combined,5,,,,,
player,201609110nor,rai,HeenBe00,tackles_solo,3,,,,,
player,201609110nor,rai,HeenBe00,tackles_assists,2,,,,,
player,201609110nor,rai,HeenBe00,tackles_loss,0,,,,,
player,201609110nor,rai,HeenBe00,qb_hits,0,,,,,
player,201609110nor,rai,HeenBe00,fumbles_rec,0,,,,,
player,201609110nor,rai,HeenBe00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,HeenBe00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,HeenBe00,fumbles_forced,0,,,,,
player,201609110nor,rai,AmerDa00,def_int,0,,,,,
player,201609110nor,rai,AmerDa00,def_int_yds,0,,,,,
player,201609110nor,rai,AmerDa00,def_int_td,0,,,,,
player,201609110nor,rai,AmerDa00,def_int_long,0,,,,,
player,201609110nor,rai,AmerDa00,pass_defended,0,,,,,
player,201609110nor,rai,AmerDa00,sacks,0.0,,,,,
player,201609110nor,rai,AmerDa00,tackles_combined,4,,,,,
player,201609110nor,rai,AmerDa00,tackles_solo,4,,,,,
player,201609110nor,rai,AmerDa00,tackles_assists,0,,,,,
player,201609110nor,rai,AmerDa00,tackles_loss,0,,,,,
player,201609110nor,rai,AmerDa00,qb_hits,0,,,,,
player,201609110nor,rai,AmerDa00,fumbles_rec,0,,,,,
player,201609110nor,rai,AmerDa00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,AmerDa00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,AmerDa00,fumbles_forced,0,,,,,
player,201609110nor,rai,AutrDe00,def_int,0,,,,,
player,201609110nor,rai,AutrDe00,def_int_yds,0,,,,,
player,201609110nor,rai,AutrDe00,def_int_td,0,,,,,
player,201609110nor,rai,AutrDe00,def_int_long,0,,,,,
player,201609110nor,rai,AutrDe00,pass_defended,0,,,,,
player,201609110nor,rai,AutrDe00,sacks,0.0,,,,,
player,201609110nor,rai,AutrDe00,tackles_combined,3,,,,,
player,201609110nor,rai,AutrDe00,tackles_solo,1,,,,,
player,201609110nor,rai,AutrDe00,tackles_assists,2,,,,,
player,201609110nor,rai,AutrDe00,tackles_loss,0,,,,,
player,201609110nor,rai,AutrDe00,qb_hits,0,,,,,
player,201609110nor,rai,AutrDe00,fumbles_rec,0,,,,,
player,201609110nor,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,AutrDe00,fumbles_forced,0,,,,,
player,201609110nor,rai,ElliJu01,def_int,0,,,,,
player,201609110nor,rai,ElliJu01,def_int_yds,0,,,,,
player,201609110nor,rai,ElliJu01,def_int_td,0,,,,,
player,201609110nor,rai,ElliJu01,def_int_long,0,,,,,
player,201609110nor,rai,ElliJu01,pass_defended,0,,,,,
player,201609110nor,rai,ElliJu01,sacks,0.0,,,,,
player,201609110nor,rai,ElliJu01,tackles_combined,3,,,,,
player,201609110nor,rai,ElliJu01,tackles_solo,3,,,,,
player,201609110nor,rai,ElliJu01,tackles_assists,0,,,,,
player,201609110nor,rai,ElliJu01,tackles_loss,0,,,,,
player,201609110nor,rai,ElliJu01,qb_hits,0,,,,,
player,201609110nor,rai,ElliJu01,fumbles_rec,0,,,,,
player,201609110nor,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201609110nor,rai,ElliJu01,fumbles_forced,0,,,,,
player,201609110nor,rai,WardJi02,def_int,0,,,,,
player,201609110nor,rai,WardJi02,def_int_yds,0,,,,,
player,201609110nor,rai,WardJi02,def_int_td,0,,,,,
player,201609110nor,rai,WardJi02,def_int_long,0,,,,,
player,201609110nor,rai,WardJi02,pass_defended,0,,,,,
player,201609110nor,rai,WardJi02,sacks,0.0,,,,,
player,201609110nor,rai,WardJi02,tackles_combined,3,,,,,
player,201609110nor,rai,WardJi02,tackles_solo,0,,,,,
player,201609110nor,rai,WardJi02,tackles_assists,3,,,,,
player,201609110nor,rai,WardJi02,tackles_loss,0,,,,,
player,201609110nor,rai,WardJi02,qb_hits,1,,,,,
player,201609110nor,rai,WardJi02,fumbles_rec,1,,,,,
player,201609110nor,rai,WardJi02,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,WardJi02,fumbles_rec_td,0,,,,,
player,201609110nor,rai,WardJi02,fumbles_forced,0,,,,,
player,201609110nor,rai,HoltJo00,def_int,0,,,,,
player,201609110nor,rai,HoltJo00,def_int_yds,0,,,,,
player,201609110nor,rai,HoltJo00,def_int_td,0,,,,,
player,201609110nor,rai,HoltJo00,def_int_long,0,,,,,
player,201609110nor,rai,HoltJo00,pass_defended,0,,,,,
player,201609110nor,rai,HoltJo00,sacks,0.0,,,,,
player,201609110nor,rai,HoltJo00,tackles_combined,2,,,,,
player,201609110nor,rai,HoltJo00,tackles_solo,2,,,,,
player,201609110nor,rai,HoltJo00,tackles_assists,0,,,,,
player,201609110nor,rai,HoltJo00,tackles_loss,0,,,,,
player,201609110nor,rai,HoltJo00,qb_hits,0,,,,,
player,201609110nor,rai,HoltJo00,fumbles_rec,0,,,,,
player,201609110nor,rai,HoltJo00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,HoltJo00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,HoltJo00,fumbles_forced,0,,,,,
player,201609110nor,rai,TrawBr00,def_int,0,,,,,
player,201609110nor,rai,TrawBr00,def_int_yds,0,,,,,
player,201609110nor,rai,TrawBr00,def_int_td,0,,,,,
player,201609110nor,rai,TrawBr00,def_int_long,0,,,,,
player,201609110nor,rai,TrawBr00,pass_defended,0,,,,,
player,201609110nor,rai,TrawBr00,sacks,0.0,,,,,
player,201609110nor,rai,TrawBr00,tackles_combined,2,,,,,
player,201609110nor,rai,TrawBr00,tackles_solo,2,,,,,
player,201609110nor,rai,TrawBr00,tackles_assists,0,,,,,
player,201609110nor,rai,TrawBr00,tackles_loss,0,,,,,
player,201609110nor,rai,TrawBr00,qb_hits,0,,,,,
player,201609110nor,rai,TrawBr00,fumbles_rec,0,,,,,
player,201609110nor,rai,TrawBr00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,TrawBr00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,TrawBr00,fumbles_forced,0,,,,,
player,201609110nor,rai,BateDa00,def_int,0,,,,,
player,201609110nor,rai,BateDa00,def_int_yds,0,,,,,
player,201609110nor,rai,BateDa00,def_int_td,0,,,,,
player,201609110nor,rai,BateDa00,def_int_long,0,,,,,
player,201609110nor,rai,BateDa00,pass_defended,0,,,,,
player,201609110nor,rai,BateDa00,sacks,0.0,,,,,
player,201609110nor,rai,BateDa00,tackles_combined,1,,,,,
player,201609110nor,rai,BateDa00,tackles_solo,1,,,,,
player,201609110nor,rai,BateDa00,tackles_assists,0,,,,,
player,201609110nor,rai,BateDa00,tackles_loss,0,,,,,
player,201609110nor,rai,BateDa00,qb_hits,0,,,,,
player,201609110nor,rai,BateDa00,fumbles_rec,0,,,,,
player,201609110nor,rai,BateDa00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,BateDa00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,BateDa00,fumbles_forced,0,,,,,
player,201609110nor,rai,CarrTr00,def_int,0,,,,,
player,201609110nor,rai,CarrTr00,def_int_yds,0,,,,,
player,201609110nor,rai,CarrTr00,def_int_td,0,,,,,
player,201609110nor,rai,CarrTr00,def_int_long,0,,,,,
player,201609110nor,rai,CarrTr00,pass_defended,0,,,,,
player,201609110nor,rai,CarrTr00,sacks,0.0,,,,,
player,201609110nor,rai,CarrTr00,tackles_combined,1,,,,,
player,201609110nor,rai,CarrTr00,tackles_solo,1,,,,,
player,201609110nor,rai,CarrTr00,tackles_assists,0,,,,,
player,201609110nor,rai,CarrTr00,tackles_loss,0,,,,,
player,201609110nor,rai,CarrTr00,qb_hits,0,,,,,
player,201609110nor,rai,CarrTr00,fumbles_rec,0,,,,,
player,201609110nor,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,CarrTr00,fumbles_forced,0,,,,,
player,201609110nor,rai,JoneTa00,def_int,0,,,,,
player,201609110nor,rai,JoneTa00,def_int_yds,,,,,,
player,201609110nor,rai,JoneTa00,def_int_td,0,,,,,
player,201609110nor,rai,JoneTa00,def_int_long,0,,,,,
player,201609110nor,rai,JoneTa00,pass_defended,0,,,,,
player,201609110nor,rai,JoneTa00,sacks,0.0,,,,,
player,201609110nor,rai,JoneTa00,tackles_combined,1,,,,,
player,201609110nor,rai,JoneTa00,tackles_solo,1,,,,,
player,201609110nor,rai,JoneTa00,tackles_assists,0,,,,,
player,201609110nor,rai,JoneTa00,tackles_loss,0,,,,,
player,201609110nor,rai,JoneTa00,qb_hits,0,,,,,
player,201609110nor,rai,JoneTa00,fumbles_rec,0,,,,,
player,201609110nor,rai,JoneTa00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,JoneTa00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,JoneTa00,fumbles_forced,0,,,,,
player,201609110nor,rai,LathDa01,def_int,0,,,,,
player,201609110nor,rai,LathDa01,def_int_yds,0,,,,,
player,201609110nor,rai,LathDa01,def_int_td,0,,,,,
player,201609110nor,rai,LathDa01,def_int_long,0,,,,,
player,201609110nor,rai,LathDa01,pass_defended,0,,,,,
player,201609110nor,rai,LathDa01,sacks,0.0,,,,,
player,201609110nor,rai,LathDa01,tackles_combined,1,,,,,
player,201609110nor,rai,LathDa01,tackles_solo,0,,,,,
player,201609110nor,rai,LathDa01,tackles_assists,1,,,,,
player,201609110nor,rai,LathDa01,tackles_loss,0,,,,,
player,201609110nor,rai,LathDa01,qb_hits,0,,,,,
player,201609110nor,rai,LathDa01,fumbles_rec,0,,,,,
player,201609110nor,rai,LathDa01,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,LathDa01,fumbles_rec_td,0,,,,,
player,201609110nor,rai,LathDa01,fumbles_forced,0,,,,,
player,201609110nor,rai,McGeSt01,def_int,0,,,,,
player,201609110nor,rai,McGeSt01,def_int_yds,0,,,,,
player,201609110nor,rai,McGeSt01,def_int_td,0,,,,,
player,201609110nor,rai,McGeSt01,def_int_long,0,,,,,
player,201609110nor,rai,McGeSt01,pass_defended,0,,,,,
player,201609110nor,rai,McGeSt01,sacks,0.0,,,,,
player,201609110nor,rai,McGeSt01,tackles_combined,1,,,,,
player,201609110nor,rai,McGeSt01,tackles_solo,1,,,,,
player,201609110nor,rai,McGeSt01,tackles_assists,0,,,,,
player,201609110nor,rai,McGeSt01,tackles_loss,0,,,,,
player,201609110nor,rai,McGeSt01,qb_hits,0,,,,,
player,201609110nor,rai,McGeSt01,fumbles_rec,0,,,,,
player,201609110nor,rai,McGeSt01,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,McGeSt01,fumbles_rec_td,0,,,,,
player,201609110nor,rai,McGeSt01,fumbles_forced,0,,,,,
player,201609110nor,rai,OlawJa00,def_int,0,,,,,
player,201609110nor,rai,OlawJa00,def_int_yds,,,,,,
player,201609110nor,rai,OlawJa00,def_int_td,0,,,,,
player,201609110nor,rai,OlawJa00,def_int_long,0,,,,,
player,201609110nor,rai,OlawJa00,pass_defended,0,,,,,
player,201609110nor,rai,OlawJa00,sacks,0.0,,,,,
player,201609110nor,rai,OlawJa00,tackles_combined,1,,,,,
player,201609110nor,rai,OlawJa00,tackles_solo,1,,,,,
player,201609110nor,rai,OlawJa00,tackles_assists,0,,,,,
player,201609110nor,rai,OlawJa00,tackles_loss,0,,,,,
player,201609110nor,rai,OlawJa00,qb_hits,0,,,,,
player,201609110nor,rai,OlawJa00,fumbles_rec,0,,,,,
player,201609110nor,rai,OlawJa00,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,OlawJa00,fumbles_rec_td,0,,,,,
player,201609110nor,rai,OlawJa00,fumbles_forced,0,,,,,
player,201609110nor,rai,SmitSe99,def_int,0,,,,,
player,201609110nor,rai,SmitSe99,def_int_yds,0,,,,,
player,201609110nor,rai,SmitSe99,def_int_td,0,,,,,
player,201609110nor,rai,SmitSe99,def_int_long,0,,,,,
player,201609110nor,rai,SmitSe99,pass_defended,1,,,,,
player,201609110nor,rai,SmitSe99,sacks,0.0,,,,,
player,201609110nor,rai,SmitSe99,tackles_combined,1,,,,,
player,201609110nor,rai,SmitSe99,tackles_solo,1,,,,,
player,201609110nor,rai,SmitSe99,tackles_assists,0,,,,,
player,201609110nor,rai,SmitSe99,tackles_loss,0,,,,,
player,201609110nor,rai,SmitSe99,qb_hits,0,,,,,
player,201609110nor,rai,SmitSe99,fumbles_rec,0,,,,,
player,201609110nor,rai,SmitSe99,fumbles_rec_yds,0,,,,,
player,201609110nor,rai,SmitSe99,fumbles_rec_td,0,,,,,
player,201609110nor,rai,SmitSe99,fumbles_forced,0,,,,,
player,201609110nor,nor,RobeCr00,def_int,0,,,,,
player,201609110nor,nor,RobeCr00,def_int_yds,0,,,,,
player,201609110nor,nor,RobeCr00,def_int_td,0,,,,,
player,201609110nor,nor,RobeCr00,def_int_long,0,,,,,
player,201609110nor,nor,RobeCr00,pass_defended,1,,,,,
player,201609110nor,nor,RobeCr00,sacks,0.0,,,,,
player,201609110nor,nor,RobeCr00,tackles_combined,11,,,,,
player,201609110nor,nor,RobeCr00,tackles_solo,8,,,,,
player,201609110nor,nor,RobeCr00,tackles_assists,3,,,,,
player,201609110nor,nor,RobeCr00,tackles_loss,2,,,,,
player,201609110nor,nor,RobeCr00,qb_hits,1,,,,,
player,201609110nor,nor,RobeCr00,fumbles_rec,0,,,,,
player,201609110nor,nor,RobeCr00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,RobeCr00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,RobeCr00,fumbles_forced,0,,,,,
player,201609110nor,nor,LaurJa99,def_int,0,,,,,
player,201609110nor,nor,LaurJa99,def_int_yds,0,,,,,
player,201609110nor,nor,LaurJa99,def_int_td,0,,,,,
player,201609110nor,nor,LaurJa99,def_int_long,0,,,,,
player,201609110nor,nor,LaurJa99,pass_defended,1,,,,,
player,201609110nor,nor,LaurJa99,sacks,0.0,,,,,
player,201609110nor,nor,LaurJa99,tackles_combined,7,,,,,
player,201609110nor,nor,LaurJa99,tackles_solo,3,,,,,
player,201609110nor,nor,LaurJa99,tackles_assists,4,,,,,
player,201609110nor,nor,LaurJa99,tackles_loss,0,,,,,
player,201609110nor,nor,LaurJa99,qb_hits,0,,,,,
player,201609110nor,nor,LaurJa99,fumbles_rec,0,,,,,
player,201609110nor,nor,LaurJa99,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,LaurJa99,fumbles_rec_td,0,,,,,
player,201609110nor,nor,LaurJa99,fumbles_forced,0,,,,,
player,201609110nor,nor,VaccKe00,def_int,0,,,,,
player,201609110nor,nor,VaccKe00,def_int_yds,0,,,,,
player,201609110nor,nor,VaccKe00,def_int_td,0,,,,,
player,201609110nor,nor,VaccKe00,def_int_long,0,,,,,
player,201609110nor,nor,VaccKe00,pass_defended,1,,,,,
player,201609110nor,nor,VaccKe00,sacks,0.0,,,,,
player,201609110nor,nor,VaccKe00,tackles_combined,7,,,,,
player,201609110nor,nor,VaccKe00,tackles_solo,6,,,,,
player,201609110nor,nor,VaccKe00,tackles_assists,1,,,,,
player,201609110nor,nor,VaccKe00,tackles_loss,1,,,,,
player,201609110nor,nor,VaccKe00,qb_hits,1,,,,,
player,201609110nor,nor,VaccKe00,fumbles_rec,0,,,,,
player,201609110nor,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,VaccKe00,fumbles_forced,0,,,,,
player,201609110nor,nor,WillP.00,def_int,0,,,,,
player,201609110nor,nor,WillP.00,def_int_yds,0,,,,,
player,201609110nor,nor,WillP.00,def_int_td,0,,,,,
player,201609110nor,nor,WillP.00,def_int_long,0,,,,,
player,201609110nor,nor,WillP.00,pass_defended,1,,,,,
player,201609110nor,nor,WillP.00,sacks,0.0,,,,,
player,201609110nor,nor,WillP.00,tackles_combined,5,,,,,
player,201609110nor,nor,WillP.00,tackles_solo,3,,,,,
player,201609110nor,nor,WillP.00,tackles_assists,2,,,,,
player,201609110nor,nor,WillP.00,tackles_loss,0,,,,,
player,201609110nor,nor,WillP.00,qb_hits,0,,,,,
player,201609110nor,nor,WillP.00,fumbles_rec,0,,,,,
player,201609110nor,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,WillP.00,fumbles_forced,0,,,,,
player,201609110nor,nor,ByrdJa99,def_int,0,,,,,
player,201609110nor,nor,ByrdJa99,def_int_yds,0,,,,,
player,201609110nor,nor,ByrdJa99,def_int_td,0,,,,,
player,201609110nor,nor,ByrdJa99,def_int_long,0,,,,,
player,201609110nor,nor,ByrdJa99,pass_defended,0,,,,,
player,201609110nor,nor,ByrdJa99,sacks,0.0,,,,,
player,201609110nor,nor,ByrdJa99,tackles_combined,4,,,,,
player,201609110nor,nor,ByrdJa99,tackles_solo,2,,,,,
player,201609110nor,nor,ByrdJa99,tackles_assists,2,,,,,
player,201609110nor,nor,ByrdJa99,tackles_loss,0,,,,,
player,201609110nor,nor,ByrdJa99,qb_hits,0,,,,,
player,201609110nor,nor,ByrdJa99,fumbles_rec,0,,,,,
player,201609110nor,nor,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,ByrdJa99,fumbles_rec_td,0,,,,,
player,201609110nor,nor,ByrdJa99,fumbles_forced,0,,,,,
player,201609110nor,nor,CrawKe02,def_int,0,,,,,
player,201609110nor,nor,CrawKe02,def_int_yds,0,,,,,
player,201609110nor,nor,CrawKe02,def_int_td,0,,,,,
player,201609110nor,nor,CrawKe02,def_int_long,0,,,,,
player,201609110nor,nor,CrawKe02,pass_defended,0,,,,,
player,201609110nor,nor,CrawKe02,sacks,0.0,,,,,
player,201609110nor,nor,CrawKe02,tackles_combined,4,,,,,
player,201609110nor,nor,CrawKe02,tackles_solo,4,,,,,
player,201609110nor,nor,CrawKe02,tackles_assists,0,,,,,
player,201609110nor,nor,CrawKe02,tackles_loss,0,,,,,
player,201609110nor,nor,CrawKe02,qb_hits,0,,,,,
player,201609110nor,nor,CrawKe02,fumbles_rec,0,,,,,
player,201609110nor,nor,CrawKe02,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,CrawKe02,fumbles_rec_td,0,,,,,
player,201609110nor,nor,CrawKe02,fumbles_forced,0,,,,,
player,201609110nor,nor,FairNi00,def_int,0,,,,,
player,201609110nor,nor,FairNi00,def_int_yds,0,,,,,
player,201609110nor,nor,FairNi00,def_int_td,0,,,,,
player,201609110nor,nor,FairNi00,def_int_long,0,,,,,
player,201609110nor,nor,FairNi00,pass_defended,0,,,,,
player,201609110nor,nor,FairNi00,sacks,0.0,,,,,
player,201609110nor,nor,FairNi00,tackles_combined,3,,,,,
player,201609110nor,nor,FairNi00,tackles_solo,2,,,,,
player,201609110nor,nor,FairNi00,tackles_assists,1,,,,,
player,201609110nor,nor,FairNi00,tackles_loss,0,,,,,
player,201609110nor,nor,FairNi00,qb_hits,0,,,,,
player,201609110nor,nor,FairNi00,fumbles_rec,0,,,,,
player,201609110nor,nor,FairNi00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,FairNi00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,FairNi00,fumbles_forced,0,,,,,
player,201609110nor,nor,HarrDe04,def_int,0,,,,,
player,201609110nor,nor,HarrDe04,def_int_yds,0,,,,,
player,201609110nor,nor,HarrDe04,def_int_td,0,,,,,
player,201609110nor,nor,HarrDe04,def_int_long,0,,,,,
player,201609110nor,nor,HarrDe04,pass_defended,0,,,,,
player,201609110nor,nor,HarrDe04,sacks,0.0,,,,,
player,201609110nor,nor,HarrDe04,tackles_combined,3,,,,,
player,201609110nor,nor,HarrDe04,tackles_solo,3,,,,,
player,201609110nor,nor,HarrDe04,tackles_assists,0,,,,,
player,201609110nor,nor,HarrDe04,tackles_loss,0,,,,,
player,201609110nor,nor,HarrDe04,qb_hits,0,,,,,
player,201609110nor,nor,HarrDe04,fumbles_rec,0,,,,,
player,201609110nor,nor,HarrDe04,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,HarrDe04,fumbles_rec_td,0,,,,,
player,201609110nor,nor,HarrDe04,fumbles_forced,0,,,,,
player,201609110nor,nor,JenkJo00,def_int,0,,,,,
player,201609110nor,nor,JenkJo00,def_int_yds,0,,,,,
player,201609110nor,nor,JenkJo00,def_int_td,0,,,,,
player,201609110nor,nor,JenkJo00,def_int_long,0,,,,,
player,201609110nor,nor,JenkJo00,pass_defended,0,,,,,
player,201609110nor,nor,JenkJo00,sacks,0.0,,,,,
player,201609110nor,nor,JenkJo00,tackles_combined,2,,,,,
player,201609110nor,nor,JenkJo00,tackles_solo,0,,,,,
player,201609110nor,nor,JenkJo00,tackles_assists,2,,,,,
player,201609110nor,nor,JenkJo00,tackles_loss,0,,,,,
player,201609110nor,nor,JenkJo00,qb_hits,0,,,,,
player,201609110nor,nor,JenkJo00,fumbles_rec,0,,,,,
player,201609110nor,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,JenkJo00,fumbles_forced,0,,,,,
player,201609110nor,nor,LascDa00,def_int,0,,,,,
player,201609110nor,nor,LascDa00,def_int_yds,0,,,,,
player,201609110nor,nor,LascDa00,def_int_td,0,,,,,
player,201609110nor,nor,LascDa00,def_int_long,0,,,,,
player,201609110nor,nor,LascDa00,pass_defended,0,,,,,
player,201609110nor,nor,LascDa00,sacks,0.0,,,,,
player,201609110nor,nor,LascDa00,tackles_combined,2,,,,,
player,201609110nor,nor,LascDa00,tackles_solo,2,,,,,
player,201609110nor,nor,LascDa00,tackles_assists,0,,,,,
player,201609110nor,nor,LascDa00,tackles_loss,0,,,,,
player,201609110nor,nor,LascDa00,qb_hits,0,,,,,
player,201609110nor,nor,LascDa00,fumbles_rec,0,,,,,
player,201609110nor,nor,LascDa00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,LascDa00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,LascDa00,fumbles_forced,0,,,,,
player,201609110nor,nor,MautMi00,def_int,0,,,,,
player,201609110nor,nor,MautMi00,def_int_yds,0,,,,,
player,201609110nor,nor,MautMi00,def_int_td,0,,,,,
player,201609110nor,nor,MautMi00,def_int_long,0,,,,,
player,201609110nor,nor,MautMi00,pass_defended,0,,,,,
player,201609110nor,nor,MautMi00,sacks,0.0,,,,,
player,201609110nor,nor,MautMi00,tackles_combined,2,,,,,
player,201609110nor,nor,MautMi00,tackles_solo,2,,,,,
player,201609110nor,nor,MautMi00,tackles_assists,0,,,,,
player,201609110nor,nor,MautMi00,tackles_loss,0,,,,,
player,201609110nor,nor,MautMi00,qb_hits,0,,,,,
player,201609110nor,nor,MautMi00,fumbles_rec,0,,,,,
player,201609110nor,nor,MautMi00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,MautMi00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,MautMi00,fumbles_forced,0,,,,,
player,201609110nor,nor,AnthSt00,def_int,0,,,,,
player,201609110nor,nor,AnthSt00,def_int_yds,0,,,,,
player,201609110nor,nor,AnthSt00,def_int_td,0,,,,,
player,201609110nor,nor,AnthSt00,def_int_long,0,,,,,
