game,2016,1,20160911,201609110phi,cle,"Cleveland Browns",10,phi,"Philadelphia Eagles",29
player,201609110phi,cle,DevaSe00,defense,0,,,,,
player,201609110phi,cle,DevaSe00,def_pct,0%,,,,,
player,201609110phi,cle,DevaSe00,special_teams,3,,,,,
player,201609110phi,cle,DevaSe00,st_pct,10%,,,,,
player,201609110phi,cle,LouiRi00,pos,WR,,,,,
player,201609110phi,cle,LouiRi00,offense,2,,,,,
player,201609110phi,cle,LouiRi00,off_pct,4%,,,,,
player,201609110phi,cle,LouiRi00,defense,0,,,,,
player,201609110phi,cle,LouiRi00,def_pct,0%,,,,,
player,201609110phi,cle,LouiRi00,special_teams,16,,,,,
player,201609110phi,cle,LouiRi00,st_pct,55%,,,,,
player,201609110phi,cle,DranSp00,pos,T,,,,,
player,201609110phi,cle,DranSp00,offense,2,,,,,
player,201609110phi,cle,DranSp00,off_pct,4%,,,,,
player,201609110phi,cle,DranSp00,defense,0,,,,,
player,201609110phi,cle,DranSp00,def_pct,0%,,,,,
player,201609110phi,cle,DranSp00,special_teams,2,,,,,
player,201609110phi,cle,DranSp00,st_pct,7%,,,,,
player,201609110phi,cle,JoneDo02,pos,FS,,,,,
player,201609110phi,cle,JoneDo02,offense,1,,,,,
player,201609110phi,cle,JoneDo02,off_pct,2%,,,,,
player,201609110phi,cle,JoneDo02,defense,0,,,,,
player,201609110phi,cle,JoneDo02,def_pct,0%,,,,,
player,201609110phi,cle,JoneDo02,special_teams,20,,,,,
player,201609110phi,cle,JoneDo02,st_pct,69%,,,,,
player,201609110phi,cle,ColqBr00,pos,P,,,,,
player,201609110phi,cle,ColqBr00,offense,1,,,,,
player,201609110phi,cle,ColqBr00,off_pct,2%,,,,,
player,201609110phi,cle,ColqBr00,defense,0,,,,,
player,201609110phi,cle,ColqBr00,def_pct,0%,,,,,
player,201609110phi,cle,ColqBr00,special_teams,8,,,,,
player,201609110phi,cle,ColqBr00,st_pct,28%,,,,,
player,201609110phi,cle,HughCh01,pos,LS,,,,,
player,201609110phi,cle,HughCh01,offense,1,,,,,
player,201609110phi,cle,HughCh01,off_pct,2%,,,,,
player,201609110phi,cle,HughCh01,defense,0,,,,,
player,201609110phi,cle,HughCh01,def_pct,0%,,,,,
player,201609110phi,cle,HughCh01,special_teams,7,,,,,
player,201609110phi,cle,HughCh01,st_pct,24%,,,,,
player,201609110phi,cle,HiggRa00,pos,WR,,,,,
player,201609110phi,cle,HiggRa00,offense,1,,,,,
player,201609110phi,cle,HiggRa00,off_pct,2%,,,,,
player,201609110phi,cle,HiggRa00,defense,0,,,,,
player,201609110phi,cle,HiggRa00,def_pct,0%,,,,,
player,201609110phi,cle,HiggRa00,special_teams,0,,,,,
player,201609110phi,cle,HiggRa00,st_pct,0%,,,,,
player,201609110phi,cle,CampIb00,pos,SS,,,,,
player,201609110phi,cle,CampIb00,offense,0,,,,,
player,201609110phi,cle,CampIb00,off_pct,0%,,,,,
player,201609110phi,cle,CampIb00,defense,77,,,,,
player,201609110phi,cle,CampIb00,def_pct,100%,,,,,
player,201609110phi,cle,CampIb00,special_teams,18,,,,,
player,201609110phi,cle,CampIb00,st_pct,62%,,,,,
player,201609110phi,cle,KirkCh00,pos,LB,,,,,
player,201609110phi,cle,KirkCh00,offense,0,,,,,
player,201609110phi,cle,KirkCh00,off_pct,0%,,,,,
player,201609110phi,cle,KirkCh00,defense,77,,,,,
player,201609110phi,cle,KirkCh00,def_pct,100%,,,,,
player,201609110phi,cle,KirkCh00,special_teams,12,,,,,
player,201609110phi,cle,KirkCh00,st_pct,41%,,,,,
player,201609110phi,cle,DaviDe00,pos,LB,,,,,
player,201609110phi,cle,DaviDe00,offense,0,,,,,
player,201609110phi,cle,DaviDe00,off_pct,0%,,,,,
player,201609110phi,cle,DaviDe00,defense,75,,,,,
player,201609110phi,cle,DaviDe00,def_pct,97%,,,,,
player,201609110phi,cle,DaviDe00,special_teams,7,,,,,
player,201609110phi,cle,DaviDe00,st_pct,24%,,,,,
player,201609110phi,cle,HadeJo99,pos,CB,,,,,
player,201609110phi,cle,HadeJo99,offense,0,,,,,
player,201609110phi,cle,HadeJo99,off_pct,0%,,,,,
player,201609110phi,cle,HadeJo99,defense,73,,,,,
player,201609110phi,cle,HadeJo99,def_pct,95%,,,,,
player,201609110phi,cle,HadeJo99,special_teams,11,,,,,
player,201609110phi,cle,HadeJo99,st_pct,38%,,,,,
player,201609110phi,cle,TaylJa01,pos,CB,,,,,
player,201609110phi,cle,TaylJa01,offense,0,,,,,
player,201609110phi,cle,TaylJa01,off_pct,0%,,,,,
player,201609110phi,cle,TaylJa01,defense,68,,,,,
player,201609110phi,cle,TaylJa01,def_pct,88%,,,,,
player,201609110phi,cle,TaylJa01,special_teams,15,,,,,
player,201609110phi,cle,TaylJa01,st_pct,52%,,,,,
player,201609110phi,cle,PoyeJo00,pos,FS,,,,,
player,201609110phi,cle,PoyeJo00,offense,0,,,,,
player,201609110phi,cle,PoyeJo00,off_pct,0%,,,,,
player,201609110phi,cle,PoyeJo00,defense,58,,,,,
player,201609110phi,cle,PoyeJo00,def_pct,75%,,,,,
player,201609110phi,cle,PoyeJo00,special_teams,15,,,,,
player,201609110phi,cle,PoyeJo00,st_pct,52%,,,,,
player,201609110phi,cle,OgbaEm00,pos,LB,,,,,
player,201609110phi,cle,OgbaEm00,offense,0,,,,,
player,201609110phi,cle,OgbaEm00,off_pct,0%,,,,,
player,201609110phi,cle,OgbaEm00,defense,56,,,,,
player,201609110phi,cle,OgbaEm00,def_pct,73%,,,,,
player,201609110phi,cle,OgbaEm00,special_teams,8,,,,,
player,201609110phi,cle,OgbaEm00,st_pct,28%,,,,,
player,201609110phi,cle,WillTr99,pos,CB,,,,,
player,201609110phi,cle,WillTr99,offense,0,,,,,
player,201609110phi,cle,WillTr99,off_pct,0%,,,,,
player,201609110phi,cle,WillTr99,defense,56,,,,,
player,201609110phi,cle,WillTr99,def_pct,73%,,,,,
player,201609110phi,cle,WillTr99,special_teams,6,,,,,
player,201609110phi,cle,WillTr99,st_pct,21%,,,,,
player,201609110phi,cle,NassCa00,pos,DE,,,,,
player,201609110phi,cle,NassCa00,offense,0,,,,,
player,201609110phi,cle,NassCa00,off_pct,0%,,,,,
player,201609110phi,cle,NassCa00,defense,54,,,,,
player,201609110phi,cle,NassCa00,def_pct,70%,,,,,
player,201609110phi,cle,NassCa00,special_teams,7,,,,,
player,201609110phi,cle,NassCa00,st_pct,24%,,,,,
player,201609110phi,cle,CoopXa00,pos,DE,,,,,
player,201609110phi,cle,CoopXa00,offense,0,,,,,
player,201609110phi,cle,CoopXa00,off_pct,0%,,,,,
player,201609110phi,cle,CoopXa00,defense,47,,,,,
player,201609110phi,cle,CoopXa00,def_pct,61%,,,,,
player,201609110phi,cle,CoopXa00,special_teams,7,,,,,
player,201609110phi,cle,CoopXa00,st_pct,24%,,,,,
player,201609110phi,cle,MedeJa00,pos,NT,,,,,
player,201609110phi,cle,MedeJa00,offense,0,,,,,
player,201609110phi,cle,MedeJa00,off_pct,0%,,,,,
player,201609110phi,cle,MedeJa00,defense,44,,,,,
player,201609110phi,cle,MedeJa00,def_pct,57%,,,,,
player,201609110phi,cle,MedeJa00,special_teams,8,,,,,
player,201609110phi,cle,MedeJa00,st_pct,28%,,,,,
player,201609110phi,cle,ShelDa01,pos,NT,,,,,
player,201609110phi,cle,ShelDa01,offense,0,,,,,
player,201609110phi,cle,ShelDa01,off_pct,0%,,,,,
player,201609110phi,cle,ShelDa01,defense,42,,,,,
player,201609110phi,cle,ShelDa01,def_pct,55%,,,,,
player,201609110phi,cle,ShelDa01,special_teams,0,,,,,
player,201609110phi,cle,ShelDa01,st_pct,0%,,,,,
player,201609110phi,cle,SchoJo00,pos,LB,,,,,
player,201609110phi,cle,SchoJo00,offense,0,,,,,
player,201609110phi,cle,SchoJo00,off_pct,0%,,,,,
player,201609110phi,cle,SchoJo00,defense,29,,,,,
player,201609110phi,cle,SchoJo00,def_pct,38%,,,,,
player,201609110phi,cle,SchoJo00,special_teams,12,,,,,
player,201609110phi,cle,SchoJo00,st_pct,41%,,,,,
player,201609110phi,cle,OrchNa00,pos,LB,,,,,
player,201609110phi,cle,OrchNa00,offense,0,,,,,
player,201609110phi,cle,OrchNa00,off_pct,0%,,,,,
player,201609110phi,cle,OrchNa00,defense,26,,,,,
player,201609110phi,cle,OrchNa00,def_pct,34%,,,,,
player,201609110phi,cle,OrchNa00,special_teams,7,,,,,
player,201609110phi,cle,OrchNa00,st_pct,24%,,,,,
player,201609110phi,cle,KindDe00,pos,SS,,,,,
player,201609110phi,cle,KindDe00,offense,0,,,,,
player,201609110phi,cle,KindDe00,off_pct,0%,,,,,
player,201609110phi,cle,KindDe00,defense,23,,,,,
player,201609110phi,cle,KindDe00,def_pct,30%,,,,,
player,201609110phi,cle,KindDe00,special_teams,16,,,,,
player,201609110phi,cle,KindDe00,st_pct,55%,,,,,
player,201609110phi,cle,HughJo00,pos,DE,,,,,
player,201609110phi,cle,HughJo00,offense,0,,,,,
player,201609110phi,cle,HughJo00,off_pct,0%,,,,,
player,201609110phi,cle,HughJo00,defense,22,,,,,
player,201609110phi,cle,HughJo00,def_pct,29%,,,,,
player,201609110phi,cle,HughJo00,special_teams,0,,,,,
player,201609110phi,cle,HughJo00,st_pct,0%,,,,,
player,201609110phi,cle,PaeaSt00,pos,DE,,,,,
player,201609110phi,cle,PaeaSt00,offense,0,,,,,
player,201609110phi,cle,PaeaSt00,off_pct,0%,,,,,
player,201609110phi,cle,PaeaSt00,defense,15,,,,,
player,201609110phi,cle,PaeaSt00,def_pct,19%,,,,,
player,201609110phi,cle,PaeaSt00,special_teams,0,,,,,
player,201609110phi,cle,PaeaSt00,st_pct,0%,,,,,
player,201609110phi,cle,HowaTr02,pos,CB,,,,,
player,201609110phi,cle,HowaTr02,offense,0,,,,,
player,201609110phi,cle,HowaTr02,off_pct,0%,,,,,
player,201609110phi,cle,HowaTr02,defense,3,,,,,
player,201609110phi,cle,HowaTr02,def_pct,4%,,,,,
player,201609110phi,cle,HowaTr02,special_teams,15,,,,,
player,201609110phi,cle,HowaTr02,st_pct,52%,,,,,
player,201609110phi,cle,CardTa00,pos,LB,,,,,
player,201609110phi,cle,CardTa00,offense,0,,,,,
player,201609110phi,cle,CardTa00,off_pct,0%,,,,,
player,201609110phi,cle,CardTa00,defense,2,,,,,
player,201609110phi,cle,CardTa00,def_pct,3%,,,,,
player,201609110phi,cle,CardTa00,special_teams,26,,,,,
player,201609110phi,cle,CardTa00,st_pct,90%,,,,,
player,201609110phi,cle,AlexDo01,pos,LB,,,,,
player,201609110phi,cle,AlexDo01,offense,0,,,,,
player,201609110phi,cle,AlexDo01,off_pct,0%,,,,,
player,201609110phi,cle,AlexDo01,defense,0,,,,,
player,201609110phi,cle,AlexDo01,def_pct,0%,,,,,
player,201609110phi,cle,AlexDo01,special_teams,20,,,,,
player,201609110phi,cle,AlexDo01,st_pct,69%,,,,,
player,201609110phi,cle,AtkiGe01,pos,RB,,,,,
player,201609110phi,cle,AtkiGe01,offense,0,,,,,
player,201609110phi,cle,AtkiGe01,off_pct,0%,,,,,
player,201609110phi,cle,AtkiGe01,defense,0,,,,,
player,201609110phi,cle,AtkiGe01,def_pct,0%,,,,,
player,201609110phi,cle,AtkiGe01,special_teams,15,,,,,
player,201609110phi,cle,AtkiGe01,st_pct,52%,,,,,
player,201609110phi,cle,MurrPa01,pos,K,,,,,
player,201609110phi,cle,MurrPa01,offense,0,,,,,
player,201609110phi,cle,MurrPa01,off_pct,0%,,,,,
player,201609110phi,cle,MurrPa01,defense,0,,,,,
player,201609110phi,cle,MurrPa01,def_pct,0%,,,,,
player,201609110phi,cle,MurrPa01,special_teams,5,,,,,
player,201609110phi,cle,MurrPa01,st_pct,17%,,,,,
player,201609110phi,cle,LemoCo00,pos,LB,,,,,
player,201609110phi,cle,LemoCo00,offense,0,,,,,
player,201609110phi,cle,LemoCo00,off_pct,0%,,,,,
player,201609110phi,cle,LemoCo00,defense,0,,,,,
player,201609110phi,cle,LemoCo00,def_pct,0%,,,,,
player,201609110phi,cle,LemoCo00,special_teams,4,,,,,
player,201609110phi,cle,LemoCo00,st_pct,14%,,,,,
player,201609110phi,cle,BailAl01,pos,G,,,,,
player,201609110phi,cle,BailAl01,offense,0,,,,,
player,201609110phi,cle,BailAl01,off_pct,0%,,,,,
player,201609110phi,cle,BailAl01,defense,0,,,,,
player,201609110phi,cle,BailAl01,def_pct,0%,,,,,
player,201609110phi,cle,BailAl01,special_teams,2,,,,,
player,201609110phi,cle,BailAl01,st_pct,7%,,,,,
