game,2016,5,20161009,201610090rav,was,"Washington Redskins",16,rav,"Baltimore Ravens",10
player,201610090rav,rav,YounTa01,def_int_yds,0,,,,,
player,201610090rav,rav,YounTa01,def_int_td,0,,,,,
player,201610090rav,rav,YounTa01,def_int_long,0,,,,,
player,201610090rav,rav,YounTa01,pass_defended,0,,,,,
player,201610090rav,rav,YounTa01,sacks,0.0,,,,,
player,201610090rav,rav,YounTa01,tackles_combined,3,,,,,
player,201610090rav,rav,YounTa01,tackles_solo,3,,,,,
player,201610090rav,rav,YounTa01,tackles_assists,0,,,,,
player,201610090rav,rav,YounTa01,tackles_loss,0,,,,,
player,201610090rav,rav,YounTa01,qb_hits,0,,,,,
player,201610090rav,rav,YounTa01,fumbles_rec,0,,,,,
player,201610090rav,rav,YounTa01,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,YounTa01,fumbles_rec_td,0,,,,,
player,201610090rav,rav,YounTa01,fumbles_forced,0,,,,,
player,201610090rav,rav,UrbaBr00,def_int,0,,,,,
player,201610090rav,rav,UrbaBr00,def_int_yds,0,,,,,
player,201610090rav,rav,UrbaBr00,def_int_td,0,,,,,
player,201610090rav,rav,UrbaBr00,def_int_long,0,,,,,
player,201610090rav,rav,UrbaBr00,pass_defended,0,,,,,
player,201610090rav,rav,UrbaBr00,sacks,0.0,,,,,
player,201610090rav,rav,UrbaBr00,tackles_combined,2,,,,,
player,201610090rav,rav,UrbaBr00,tackles_solo,1,,,,,
player,201610090rav,rav,UrbaBr00,tackles_assists,1,,,,,
player,201610090rav,rav,UrbaBr00,tackles_loss,0,,,,,
player,201610090rav,rav,UrbaBr00,qb_hits,0,,,,,
player,201610090rav,rav,UrbaBr00,fumbles_rec,0,,,,,
player,201610090rav,rav,UrbaBr00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,UrbaBr00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,UrbaBr00,fumbles_forced,0,,,,,
player,201610090rav,rav,AikeKa00,def_int,0,,,,,
player,201610090rav,rav,AikeKa00,def_int_yds,0,,,,,
player,201610090rav,rav,AikeKa00,def_int_td,0,,,,,
player,201610090rav,rav,AikeKa00,def_int_long,0,,,,,
player,201610090rav,rav,AikeKa00,pass_defended,0,,,,,
player,201610090rav,rav,AikeKa00,sacks,0.0,,,,,
player,201610090rav,rav,AikeKa00,tackles_combined,1,,,,,
player,201610090rav,rav,AikeKa00,tackles_solo,1,,,,,
player,201610090rav,rav,AikeKa00,tackles_assists,0,,,,,
player,201610090rav,rav,AikeKa00,tackles_loss,0,,,,,
player,201610090rav,rav,AikeKa00,qb_hits,0,,,,,
player,201610090rav,rav,AikeKa00,fumbles_rec,0,,,,,
player,201610090rav,rav,AikeKa00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,AikeKa00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,AikeKa00,fumbles_forced,0,,,,,
player,201610090rav,rav,GuyxLa00,def_int,0,,,,,
player,201610090rav,rav,GuyxLa00,def_int_yds,0,,,,,
player,201610090rav,rav,GuyxLa00,def_int_td,0,,,,,
player,201610090rav,rav,GuyxLa00,def_int_long,0,,,,,
player,201610090rav,rav,GuyxLa00,pass_defended,0,,,,,
player,201610090rav,rav,GuyxLa00,sacks,0.0,,,,,
player,201610090rav,rav,GuyxLa00,tackles_combined,1,,,,,
player,201610090rav,rav,GuyxLa00,tackles_solo,0,,,,,
player,201610090rav,rav,GuyxLa00,tackles_assists,1,,,,,
player,201610090rav,rav,GuyxLa00,tackles_loss,0,,,,,
player,201610090rav,rav,GuyxLa00,qb_hits,0,,,,,
player,201610090rav,rav,GuyxLa00,fumbles_rec,0,,,,,
player,201610090rav,rav,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,GuyxLa00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,GuyxLa00,fumbles_forced,0,,,,,
player,201610090rav,rav,LeviAn00,def_int,0,,,,,
player,201610090rav,rav,LeviAn00,def_int_yds,0,,,,,
player,201610090rav,rav,LeviAn00,def_int_td,0,,,,,
player,201610090rav,rav,LeviAn00,def_int_long,0,,,,,
player,201610090rav,rav,LeviAn00,pass_defended,0,,,,,
player,201610090rav,rav,LeviAn00,sacks,0.0,,,,,
player,201610090rav,rav,LeviAn00,tackles_combined,1,,,,,
player,201610090rav,rav,LeviAn00,tackles_solo,1,,,,,
player,201610090rav,rav,LeviAn00,tackles_assists,0,,,,,
player,201610090rav,rav,LeviAn00,tackles_loss,0,,,,,
player,201610090rav,rav,LeviAn00,qb_hits,1,,,,,
player,201610090rav,rav,LeviAn00,fumbles_rec,0,,,,,
player,201610090rav,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,LeviAn00,fumbles_forced,0,,,,,
player,201610090rav,rav,LewiKe00,def_int,0,,,,,
player,201610090rav,rav,LewiKe00,def_int_yds,0,,,,,
player,201610090rav,rav,LewiKe00,def_int_td,0,,,,,
player,201610090rav,rav,LewiKe00,def_int_long,0,,,,,
player,201610090rav,rav,LewiKe00,pass_defended,0,,,,,
player,201610090rav,rav,LewiKe00,sacks,0.0,,,,,
player,201610090rav,rav,LewiKe00,tackles_combined,1,,,,,
player,201610090rav,rav,LewiKe00,tackles_solo,1,,,,,
player,201610090rav,rav,LewiKe00,tackles_assists,0,,,,,
player,201610090rav,rav,LewiKe00,tackles_loss,0,,,,,
player,201610090rav,rav,LewiKe00,qb_hits,0,,,,,
player,201610090rav,rav,LewiKe00,fumbles_rec,0,,,,,
player,201610090rav,rav,LewiKe00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,LewiKe00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,LewiKe00,fumbles_forced,0,,,,,
player,201610090rav,rav,WillBr02,def_int,0,,,,,
player,201610090rav,rav,WillBr02,def_int_yds,0,,,,,
player,201610090rav,rav,WillBr02,def_int_td,0,,,,,
player,201610090rav,rav,WillBr02,def_int_long,0,,,,,
player,201610090rav,rav,WillBr02,pass_defended,0,,,,,
player,201610090rav,rav,WillBr02,sacks,0.0,,,,,
player,201610090rav,rav,WillBr02,tackles_combined,1,,,,,
player,201610090rav,rav,WillBr02,tackles_solo,0,,,,,
player,201610090rav,rav,WillBr02,tackles_assists,1,,,,,
player,201610090rav,rav,WillBr02,tackles_loss,0,,,,,
player,201610090rav,rav,WillBr02,qb_hits,0,,,,,
player,201610090rav,rav,WillBr02,fumbles_rec,0,,,,,
player,201610090rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201610090rav,rav,WillBr02,fumbles_forced,0,,,,,
player,201610090rav,rav,DumeEl20,def_int,0,,,,,
player,201610090rav,rav,DumeEl20,def_int_yds,0,,,,,
player,201610090rav,rav,DumeEl20,def_int_td,0,,,,,
player,201610090rav,rav,DumeEl20,def_int_long,0,,,,,
player,201610090rav,rav,DumeEl20,pass_defended,0,,,,,
player,201610090rav,rav,DumeEl20,sacks,0.0,,,,,
player,201610090rav,rav,DumeEl20,tackles_combined,0,,,,,
player,201610090rav,rav,DumeEl20,tackles_solo,0,,,,,
player,201610090rav,rav,DumeEl20,tackles_assists,0,,,,,
player,201610090rav,rav,DumeEl20,tackles_loss,0,,,,,
player,201610090rav,rav,DumeEl20,qb_hits,1,,,,,
player,201610090rav,rav,DumeEl20,fumbles_rec,0,,,,,
player,201610090rav,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201610090rav,rav,DumeEl20,fumbles_forced,0,,,,,
player,201610090rav,was,CrowJa00,kick_ret,0,,,,,
player,201610090rav,was,CrowJa00,kick_ret_yds,0,,,,,
player,201610090rav,was,CrowJa00,kick_ret_yds_per_ret,,,,,,
player,201610090rav,was,CrowJa00,kick_ret_td,0,,,,,
player,201610090rav,was,CrowJa00,kick_ret_long,0,,,,,
player,201610090rav,was,CrowJa00,punt_ret,2,,,,,
player,201610090rav,was,CrowJa00,punt_ret_yds,89,,,,,
player,201610090rav,was,CrowJa00,punt_ret_yds_per_ret,44.5,,,,,
player,201610090rav,was,CrowJa00,punt_ret_td,1,,,,,
player,201610090rav,was,CrowJa00,punt_ret_long,85,,,,,
player,201610090rav,was,BlacWi20,kick_ret,1,,,,,
player,201610090rav,was,BlacWi20,kick_ret_yds,45,,,,,
player,201610090rav,was,BlacWi20,kick_ret_yds_per_ret,45.0,,,,,
player,201610090rav,was,BlacWi20,kick_ret_td,0,,,,,
player,201610090rav,was,BlacWi20,kick_ret_long,45,,,,,
player,201610090rav,was,BlacWi20,punt_ret,0,,,,,
player,201610090rav,was,BlacWi20,punt_ret_yds,0,,,,,
player,201610090rav,was,BlacWi20,punt_ret_yds_per_ret,,,,,,
player,201610090rav,was,BlacWi20,punt_ret_td,0,,,,,
player,201610090rav,was,BlacWi20,punt_ret_long,0,,,,,
player,201610090rav,rav,HestDe99,kick_ret,1,,,,,
player,201610090rav,rav,HestDe99,kick_ret_yds,19,,,,,
player,201610090rav,rav,HestDe99,kick_ret_yds_per_ret,19.0,,,,,
player,201610090rav,rav,HestDe99,kick_ret_td,0,,,,,
player,201610090rav,rav,HestDe99,kick_ret_long,19,,,,,
player,201610090rav,rav,HestDe99,punt_ret,1,,,,,
player,201610090rav,rav,HestDe99,punt_ret_yds,0,,,,,
player,201610090rav,rav,HestDe99,punt_ret_yds_per_ret,0.0,,,,,
player,201610090rav,rav,HestDe99,punt_ret_td,0,,,,,
player,201610090rav,rav,HestDe99,punt_ret_long,0,,,,,
player,201610090rav,was,HopkDu00,xpm,1,,,,,
player,201610090rav,was,HopkDu00,xpa,2,,,,,
player,201610090rav,was,HopkDu00,fgm,1,,,,,
player,201610090rav,was,HopkDu00,fga,2,,,,,
player,201610090rav,was,HopkDu00,punt,0,,,,,
player,201610090rav,was,HopkDu00,punt_yds,0,,,,,
player,201610090rav,was,HopkDu00,punt_yds_per_punt,,,,,,
player,201610090rav,was,HopkDu00,punt_long,0,,,,,
player,201610090rav,was,WayxTr00,xpm,,,,,,
player,201610090rav,was,WayxTr00,xpa,,,,,,
player,201610090rav,was,WayxTr00,fgm,,,,,,
player,201610090rav,was,WayxTr00,fga,,,,,,
player,201610090rav,was,WayxTr00,punt,6,,,,,
player,201610090rav,was,WayxTr00,punt_yds,253,,,,,
player,201610090rav,was,WayxTr00,punt_yds_per_punt,42.2,,,,,
player,201610090rav,was,WayxTr00,punt_long,61,,,,,
player,201610090rav,rav,TuckJu00,xpm,1,,,,,
player,201610090rav,rav,TuckJu00,xpa,1,,,,,
player,201610090rav,rav,TuckJu00,fgm,1,,,,,
player,201610090rav,rav,TuckJu00,fga,1,,,,,
player,201610090rav,rav,TuckJu00,punt,0,,,,,
player,201610090rav,rav,TuckJu00,punt_yds,0,,,,,
player,201610090rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201610090rav,rav,TuckJu00,punt_long,0,,,,,
player,201610090rav,rav,KochSa20,xpm,,,,,,
player,201610090rav,rav,KochSa20,xpa,,,,,,
player,201610090rav,rav,KochSa20,fgm,,,,,,
player,201610090rav,rav,KochSa20,fga,,,,,,
player,201610090rav,rav,KochSa20,punt,8,,,,,
player,201610090rav,rav,KochSa20,punt_yds,381,,,,,
player,201610090rav,rav,KochSa20,punt_yds_per_punt,47.6,,,,,
player,201610090rav,rav,KochSa20,punt_long,68,,,,,
player,201610090rav,rav,UrscJo00,pos,G,,,,,
player,201610090rav,rav,UrscJo00,offense,71,,,,,
player,201610090rav,rav,UrscJo00,off_pct,100%,,,,,
player,201610090rav,rav,UrscJo00,defense,0,,,,,
player,201610090rav,rav,UrscJo00,def_pct,0%,,,,,
player,201610090rav,rav,UrscJo00,special_teams,3,,,,,
player,201610090rav,rav,UrscJo00,st_pct,11%,,,,,
player,201610090rav,rav,LewiAl01,pos,T,,,,,
player,201610090rav,rav,LewiAl01,offense,71,,,,,
player,201610090rav,rav,LewiAl01,off_pct,100%,,,,,
player,201610090rav,rav,LewiAl01,defense,0,,,,,
player,201610090rav,rav,LewiAl01,def_pct,0%,,,,,
player,201610090rav,rav,LewiAl01,special_teams,3,,,,,
player,201610090rav,rav,LewiAl01,st_pct,11%,,,,,
player,201610090rav,rav,YandMa20,pos,G,,,,,
player,201610090rav,rav,YandMa20,offense,71,,,,,
player,201610090rav,rav,YandMa20,off_pct,100%,,,,,
player,201610090rav,rav,YandMa20,defense,0,,,,,
player,201610090rav,rav,YandMa20,def_pct,0%,,,,,
player,201610090rav,rav,YandMa20,special_teams,3,,,,,
player,201610090rav,rav,YandMa20,st_pct,11%,,,,,
player,201610090rav,rav,FlacJo00,pos,QB,,,,,
player,201610090rav,rav,FlacJo00,offense,71,,,,,
player,201610090rav,rav,FlacJo00,off_pct,100%,,,,,
player,201610090rav,rav,FlacJo00,defense,0,,,,,
player,201610090rav,rav,FlacJo00,def_pct,0%,,,,,
player,201610090rav,rav,FlacJo00,special_teams,0,,,,,
player,201610090rav,rav,FlacJo00,st_pct,0%,,,,,
player,201610090rav,rav,ZuttJe20,pos,C,,,,,
player,201610090rav,rav,ZuttJe20,offense,71,,,,,
player,201610090rav,rav,ZuttJe20,off_pct,100%,,,,,
player,201610090rav,rav,ZuttJe20,defense,0,,,,,
player,201610090rav,rav,ZuttJe20,def_pct,0%,,,,,
player,201610090rav,rav,ZuttJe20,special_teams,0,,,,,
player,201610090rav,rav,ZuttJe20,st_pct,0%,,,,,
player,201610090rav,rav,WallMi00,pos,WR,,,,,
player,201610090rav,rav,WallMi00,offense,61,,,,,
player,201610090rav,rav,WallMi00,off_pct,86%,,,,,
player,201610090rav,rav,WallMi00,defense,0,,,,,
player,201610090rav,rav,WallMi00,def_pct,0%,,,,,
player,201610090rav,rav,WallMi00,special_teams,0,,,,,
player,201610090rav,rav,WallMi00,st_pct,0%,,,,,
player,201610090rav,rav,PittDe00,pos,TE,,,,,
player,201610090rav,rav,PittDe00,offense,53,,,,,
player,201610090rav,rav,PittDe00,off_pct,75%,,,,,
player,201610090rav,rav,PittDe00,defense,0,,,,,
player,201610090rav,rav,PittDe00,def_pct,0%,,,,,
player,201610090rav,rav,PittDe00,special_teams,4,,,,,
player,201610090rav,rav,PittDe00,st_pct,14%,,,,,
player,201610090rav,rav,GillCr00,pos,TE,,,,,
player,201610090rav,rav,GillCr00,offense,48,,,,,
player,201610090rav,rav,GillCr00,off_pct,68%,,,,,
player,201610090rav,rav,GillCr00,defense,0,,,,,
player,201610090rav,rav,GillCr00,def_pct,0%,,,,,
player,201610090rav,rav,GillCr00,special_teams,7,,,,,
player,201610090rav,rav,GillCr00,st_pct,25%,,,,,
player,201610090rav,rav,JuszKy00,pos,FB,,,,,
player,201610090rav,rav,JuszKy00,offense,42,,,,,
player,201610090rav,rav,JuszKy00,off_pct,59%,,,,,
player,201610090rav,rav,JuszKy00,defense,0,,,,,
player,201610090rav,rav,JuszKy00,def_pct,0%,,,,,
player,201610090rav,rav,JuszKy00,special_teams,19,,,,,
player,201610090rav,rav,JuszKy00,st_pct,68%,,,,,
player,201610090rav,rav,AikeKa00,pos,WR,,,,,
player,201610090rav,rav,AikeKa00,offense,40,,,,,
player,201610090rav,rav,AikeKa00,off_pct,56%,,,,,
player,201610090rav,rav,AikeKa00,defense,0,,,,,
player,201610090rav,rav,AikeKa00,def_pct,0%,,,,,
player,201610090rav,rav,AikeKa00,special_teams,14,,,,,
player,201610090rav,rav,AikeKa00,st_pct,50%,,,,,
player,201610090rav,rav,WagnRi00,pos,T,,,,,
player,201610090rav,rav,WagnRi00,offense,39,,,,,
player,201610090rav,rav,WagnRi00,off_pct,55%,,,,,
player,201610090rav,rav,WagnRi00,defense,0,,,,,
player,201610090rav,rav,WagnRi00,def_pct,0%,,,,,
player,201610090rav,rav,WagnRi00,special_teams,3,,,,,
player,201610090rav,rav,WagnRi00,st_pct,11%,,,,,
player,201610090rav,rav,PerrBr02,pos,WR,,,,,
player,201610090rav,rav,PerrBr02,offense,36,,,,,
player,201610090rav,rav,PerrBr02,off_pct,51%,,,,,
player,201610090rav,rav,PerrBr02,defense,0,,,,,
player,201610090rav,rav,PerrBr02,def_pct,0%,,,,,
player,201610090rav,rav,PerrBr02,special_teams,0,,,,,
player,201610090rav,rav,PerrBr02,st_pct,0%,,,,,
player,201610090rav,rav,JensRy00,pos,C,,,,,
player,201610090rav,rav,JensRy00,offense,32,,,,,
player,201610090rav,rav,JensRy00,off_pct,45%,,,,,
player,201610090rav,rav,JensRy00,defense,0,,,,,
player,201610090rav,rav,JensRy00,def_pct,0%,,,,,
player,201610090rav,rav,JensRy00,special_teams,7,,,,,
player,201610090rav,rav,JensRy00,st_pct,25%,,,,,
player,201610090rav,rav,WestTe00,pos,RB,,,,,
player,201610090rav,rav,WestTe00,offense,30,,,,,
player,201610090rav,rav,WestTe00,off_pct,42%,,,,,
player,201610090rav,rav,WestTe00,defense,0,,,,,
player,201610090rav,rav,WestTe00,def_pct,0%,,,,,
player,201610090rav,rav,WestTe00,special_teams,0,,,,,
player,201610090rav,rav,WestTe00,st_pct,0%,,,,,
player,201610090rav,rav,WallDa01,pos,TE,,,,,
player,201610090rav,rav,WallDa01,offense,18,,,,,
player,201610090rav,rav,WallDa01,off_pct,25%,,,,,
player,201610090rav,rav,WallDa01,defense,0,,,,,
player,201610090rav,rav,WallDa01,def_pct,0%,,,,,
player,201610090rav,rav,WallDa01,special_teams,21,,,,,
player,201610090rav,rav,WallDa01,st_pct,75%,,,,,
player,201610090rav,rav,SmitSt01,pos,WR,,,,,
player,201610090rav,rav,SmitSt01,offense,13,,,,,
player,201610090rav,rav,SmitSt01,off_pct,18%,,,,,
player,201610090rav,rav,SmitSt01,defense,0,,,,,
player,201610090rav,rav,SmitSt01,def_pct,0%,,,,,
player,201610090rav,rav,SmitSt01,special_teams,0,,,,,
player,201610090rav,rav,SmitSt01,st_pct,0%,,,,,
player,201610090rav,rav,AlleJa01,pos,RB,,,,,
player,201610090rav,rav,AlleJa01,offense,9,,,,,
player,201610090rav,rav,AlleJa01,off_pct,13%,,,,,
player,201610090rav,rav,AlleJa01,defense,0,,,,,
player,201610090rav,rav,AlleJa01,def_pct,0%,,,,,
player,201610090rav,rav,AlleJa01,special_teams,6,,,,,
player,201610090rav,rav,AlleJa01,st_pct,21%,,,,,
player,201610090rav,rav,DixoKe00,pos,RB,,,,,
player,201610090rav,rav,DixoKe00,offense,4,,,,,
player,201610090rav,rav,DixoKe00,off_pct,6%,,,,,
player,201610090rav,rav,DixoKe00,defense,0,,,,,
player,201610090rav,rav,DixoKe00,def_pct,0%,,,,,
player,201610090rav,rav,DixoKe00,special_teams,0,,,,,
player,201610090rav,rav,DixoKe00,st_pct,0%,,,,,
player,201610090rav,rav,HestDe99,pos,WR,,,,,
player,201610090rav,rav,HestDe99,offense,1,,,,,
player,201610090rav,rav,HestDe99,off_pct,1%,,,,,
player,201610090rav,rav,HestDe99,defense,0,,,,,
player,201610090rav,rav,HestDe99,def_pct,0%,,,,,
player,201610090rav,rav,HestDe99,special_teams,10,,,,,
player,201610090rav,rav,HestDe99,st_pct,36%,,,,,
player,201610090rav,rav,OrrxZa00,pos,LB,,,,,
player,201610090rav,rav,OrrxZa00,offense,0,,,,,
player,201610090rav,rav,OrrxZa00,off_pct,0%,,,,,
player,201610090rav,rav,OrrxZa00,defense,66,,,,,
player,201610090rav,rav,OrrxZa00,def_pct,100%,,,,,
player,201610090rav,rav,OrrxZa00,special_teams,15,,,,,
player,201610090rav,rav,OrrxZa00,st_pct,54%,,,,,
player,201610090rav,rav,WeddEr99,pos,SS,,,,,
player,201610090rav,rav,WeddEr99,offense,0,,,,,
player,201610090rav,rav,WeddEr99,off_pct,0%,,,,,
player,201610090rav,rav,WeddEr99,defense,66,,,,,
player,201610090rav,rav,WeddEr99,def_pct,100%,,,,,
player,201610090rav,rav,WeddEr99,special_teams,3,,,,,
player,201610090rav,rav,WeddEr99,st_pct,11%,,,,,
player,201610090rav,rav,SmitJi03,pos,CB,,,,,
player,201610090rav,rav,SmitJi03,offense,0,,,,,
player,201610090rav,rav,SmitJi03,off_pct,0%,,,,,
player,201610090rav,rav,SmitJi03,defense,66,,,,,
player,201610090rav,rav,SmitJi03,def_pct,100%,,,,,
player,201610090rav,rav,SmitJi03,special_teams,0,,,,,
player,201610090rav,rav,SmitJi03,st_pct,0%,,,,,
player,201610090rav,rav,WebbLa99,pos,FS,,,,,
player,201610090rav,rav,WebbLa99,offense,0,,,,,
player,201610090rav,rav,WebbLa99,off_pct,0%,,,,,
player,201610090rav,rav,WebbLa99,defense,66,,,,,
player,201610090rav,rav,WebbLa99,def_pct,100%,,,,,
player,201610090rav,rav,WebbLa99,special_teams,0,,,,,
player,201610090rav,rav,WebbLa99,st_pct,0%,,,,,
player,201610090rav,rav,YounTa01,pos,CB,,,,,
player,201610090rav,rav,YounTa01,offense,0,,,,,
player,201610090rav,rav,YounTa01,off_pct,0%,,,,,
player,201610090rav,rav,YounTa01,defense,62,,,,,
player,201610090rav,rav,YounTa01,def_pct,94%,,,,,
player,201610090rav,rav,YounTa01,special_teams,10,,,,,
player,201610090rav,rav,YounTa01,st_pct,36%,,,,,
player,201610090rav,rav,SuggTe99,pos,LB,,,,,
player,201610090rav,rav,SuggTe99,offense,0,,,,,
player,201610090rav,rav,SuggTe99,off_pct,0%,,,,,
player,201610090rav,rav,SuggTe99,defense,54,,,,,
player,201610090rav,rav,SuggTe99,def_pct,82%,,,,,
player,201610090rav,rav,SuggTe99,special_teams,0,,,,,
player,201610090rav,rav,SuggTe99,st_pct,0%,,,,,
player,201610090rav,rav,SmitZa00,pos,LB,,,,,
player,201610090rav,rav,SmitZa00,offense,0,,,,,
player,201610090rav,rav,SmitZa00,off_pct,0%,,,,,
player,201610090rav,rav,SmitZa00,defense,47,,,,,
player,201610090rav,rav,SmitZa00,def_pct,71%,,,,,
player,201610090rav,rav,SmitZa00,special_teams,7,,,,,
player,201610090rav,rav,SmitZa00,st_pct,25%,,,,,
player,201610090rav,rav,WillBr02,pos,NT,,,,,
player,201610090rav,rav,WillBr02,offense,0,,,,,
player,201610090rav,rav,WillBr02,off_pct,0%,,,,,
player,201610090rav,rav,WillBr02,defense,46,,,,,
player,201610090rav,rav,WillBr02,def_pct,70%,,,,,
player,201610090rav,rav,WillBr02,special_teams,6,,,,,
player,201610090rav,rav,WillBr02,st_pct,21%,,,,,
player,201610090rav,rav,MoslC.00,pos,LB,,,,,
player,201610090rav,rav,MoslC.00,offense,0,,,,,
player,201610090rav,rav,MoslC.00,off_pct,0%,,,,,
player,201610090rav,rav,MoslC.00,defense,42,,,,,
player,201610090rav,rav,MoslC.00,def_pct,64%,,,,,
player,201610090rav,rav,MoslC.00,special_teams,5,,,,,
player,201610090rav,rav,MoslC.00,st_pct,18%,,,,,
player,201610090rav,rav,JernTi00,pos,DT,,,,,
player,201610090rav,rav,JernTi00,offense,0,,,,,
player,201610090rav,rav,JernTi00,off_pct,0%,,,,,
player,201610090rav,rav,JernTi00,defense,41,,,,,
player,201610090rav,rav,JernTi00,def_pct,62%,,,,,
player,201610090rav,rav,JernTi00,special_teams,0,,,,,
player,201610090rav,rav,JernTi00,st_pct,0%,,,,,
player,201610090rav,rav,PoweJe99,pos,CB,,,,,
player,201610090rav,rav,PoweJe99,offense,0,,,,,
player,201610090rav,rav,PoweJe99,off_pct,0%,,,,,
player,201610090rav,rav,PoweJe99,defense,35,,,,,
player,201610090rav,rav,PoweJe99,def_pct,53%,,,,,
player,201610090rav,rav,PoweJe99,special_teams,3,,,,,
player,201610090rav,rav,PoweJe99,st_pct,11%,,,,,
player,201610090rav,rav,McClAl00,pos,LB,,,,,
player,201610090rav,rav,McClAl00,offense,0,,,,,
player,201610090rav,rav,McClAl00,off_pct,0%,,,,,
player,201610090rav,rav,McClAl00,defense,34,,,,,
player,201610090rav,rav,McClAl00,def_pct,52%,,,,,
player,201610090rav,rav,McClAl00,special_teams,15,,,,,
player,201610090rav,rav,McClAl00,st_pct,54%,,,,,
player,201610090rav,rav,PierMi00,pos,NT,,,,,
player,201610090rav,rav,PierMi00,offense,0,,,,,
player,201610090rav,rav,PierMi00,off_pct,0%,,,,,
player,201610090rav,rav,PierMi00,defense,27,,,,,
player,201610090rav,rav,PierMi00,def_pct,41%,,,,,
player,201610090rav,rav,PierMi00,special_teams,0,,,,,
player,201610090rav,rav,PierMi00,st_pct,0%,,,,,
player,201610090rav,rav,DumeEl20,pos,LB,,,,,
player,201610090rav,rav,DumeEl20,offense,0,,,,,
player,201610090rav,rav,DumeEl20,off_pct,0%,,,,,
player,201610090rav,rav,DumeEl20,defense,25,,,,,
player,201610090rav,rav,DumeEl20,def_pct,38%,,,,,
player,201610090rav,rav,DumeEl20,special_teams,0,,,,,
player,201610090rav,rav,DumeEl20,st_pct,0%,,,,,
player,201610090rav,rav,GuyxLa00,pos,DE,,,,,
player,201610090rav,rav,GuyxLa00,offense,0,,,,,
player,201610090rav,rav,GuyxLa00,off_pct,0%,,,,,
player,201610090rav,rav,GuyxLa00,defense,24,,,,,
player,201610090rav,rav,GuyxLa00,def_pct,36%,,,,,
player,201610090rav,rav,GuyxLa00,special_teams,6,,,,,
player,201610090rav,rav,GuyxLa00,st_pct,21%,,,,,
player,201610090rav,rav,UrbaBr00,pos,DE,,,,,
player,201610090rav,rav,UrbaBr00,offense,0,,,,,
player,201610090rav,rav,UrbaBr00,off_pct,0%,,,,,
player,201610090rav,rav,UrbaBr00,defense,11,,,,,
player,201610090rav,rav,UrbaBr00,def_pct,17%,,,,,
player,201610090rav,rav,UrbaBr00,special_teams,6,,,,,
player,201610090rav,rav,UrbaBr00,st_pct,21%,,,,,
player,201610090rav,rav,LeviAn00,pos,FS,,,,,
player,201610090rav,rav,LeviAn00,offense,0,,,,,
player,201610090rav,rav,LeviAn00,off_pct,0%,,,,,
player,201610090rav,rav,LeviAn00,defense,10,,,,,
player,201610090rav,rav,LeviAn00,def_pct,15%,,,,,
player,201610090rav,rav,LeviAn00,special_teams,25,,,,,
player,201610090rav,rav,LeviAn00,st_pct,89%,,,,,
player,201610090rav,rav,PricSh00,pos,CB,,,,,
player,201610090rav,rav,PricSh00,offense,0,,,,,
player,201610090rav,rav,PricSh00,off_pct,0%,,,,,
player,201610090rav,rav,PricSh00,defense,4,,,,,
player,201610090rav,rav,PricSh00,def_pct,6%,,,,,
player,201610090rav,rav,PricSh00,special_teams,4,,,,,
player,201610090rav,rav,PricSh00,st_pct,14%,,,,,
player,201610090rav,rav,LewiKe00,pos,FS,,,,,
player,201610090rav,rav,LewiKe00,offense,0,,,,,
player,201610090rav,rav,LewiKe00,off_pct,0%,,,,,
player,201610090rav,rav,LewiKe00,defense,0,,,,,
player,201610090rav,rav,LewiKe00,def_pct,0%,,,,,
player,201610090rav,rav,LewiKe00,special_teams,25,,,,,
player,201610090rav,rav,LewiKe00,st_pct,89%,,,,,
player,201610090rav,rav,CartCh00,pos,LB,,,,,
player,201610090rav,rav,CartCh00,offense,0,,,,,
player,201610090rav,rav,CartCh00,off_pct,0%,,,,,
player,201610090rav,rav,CartCh00,defense,0,,,,,
player,201610090rav,rav,CartCh00,def_pct,0%,,,,,
player,201610090rav,rav,CartCh00,special_teams,25,,,,,
player,201610090rav,rav,CartCh00,st_pct,89%,,,,,
player,201610090rav,rav,BrowDa04,pos,WR,,,,,
player,201610090rav,rav,BrowDa04,offense,0,,,,,
player,201610090rav,rav,BrowDa04,off_pct,0%,,,,,
player,201610090rav,rav,BrowDa04,defense,0,,,,,
player,201610090rav,rav,BrowDa04,def_pct,0%,,,,,
player,201610090rav,rav,BrowDa04,special_teams,14,,,,,
