game,2016,4,20161002,201610020sdg,nor,"New Orleans Saints",35,sdg,"San Diego Chargers",34
player,201610020sdg,nor,KrugPa99,tackles_loss,1,,,,,
player,201610020sdg,nor,KrugPa99,qb_hits,2,,,,,
player,201610020sdg,nor,KrugPa99,fumbles_rec,0,,,,,
player,201610020sdg,nor,KrugPa99,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,KrugPa99,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,KrugPa99,fumbles_forced,0,,,,,
player,201610020sdg,nor,StupNa01,def_int,0,,,,,
player,201610020sdg,nor,StupNa01,def_int_yds,0,,,,,
player,201610020sdg,nor,StupNa01,def_int_td,0,,,,,
player,201610020sdg,nor,StupNa01,def_int_long,0,,,,,
player,201610020sdg,nor,StupNa01,pass_defended,0,,,,,
player,201610020sdg,nor,StupNa01,sacks,0.0,,,,,
player,201610020sdg,nor,StupNa01,tackles_combined,9,,,,,
player,201610020sdg,nor,StupNa01,tackles_solo,9,,,,,
player,201610020sdg,nor,StupNa01,tackles_assists,0,,,,,
player,201610020sdg,nor,StupNa01,tackles_loss,0,,,,,
player,201610020sdg,nor,StupNa01,qb_hits,0,,,,,
player,201610020sdg,nor,StupNa01,fumbles_rec,1,,,,,
player,201610020sdg,nor,StupNa01,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,StupNa01,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,StupNa01,fumbles_forced,0,,,,,
player,201610020sdg,nor,CrawKe02,def_int,0,,,,,
player,201610020sdg,nor,CrawKe02,def_int_yds,0,,,,,
player,201610020sdg,nor,CrawKe02,def_int_td,0,,,,,
player,201610020sdg,nor,CrawKe02,def_int_long,0,,,,,
player,201610020sdg,nor,CrawKe02,pass_defended,1,,,,,
player,201610020sdg,nor,CrawKe02,sacks,0.0,,,,,
player,201610020sdg,nor,CrawKe02,tackles_combined,7,,,,,
player,201610020sdg,nor,CrawKe02,tackles_solo,6,,,,,
player,201610020sdg,nor,CrawKe02,tackles_assists,1,,,,,
player,201610020sdg,nor,CrawKe02,tackles_loss,1,,,,,
player,201610020sdg,nor,CrawKe02,qb_hits,0,,,,,
player,201610020sdg,nor,CrawKe02,fumbles_rec,0,,,,,
player,201610020sdg,nor,CrawKe02,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,CrawKe02,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,CrawKe02,fumbles_forced,0,,,,,
player,201610020sdg,nor,BellVo00,def_int,0,,,,,
player,201610020sdg,nor,BellVo00,def_int_yds,0,,,,,
player,201610020sdg,nor,BellVo00,def_int_td,0,,,,,
player,201610020sdg,nor,BellVo00,def_int_long,0,,,,,
player,201610020sdg,nor,BellVo00,pass_defended,0,,,,,
player,201610020sdg,nor,BellVo00,sacks,0.0,,,,,
player,201610020sdg,nor,BellVo00,tackles_combined,6,,,,,
player,201610020sdg,nor,BellVo00,tackles_solo,6,,,,,
player,201610020sdg,nor,BellVo00,tackles_assists,0,,,,,
player,201610020sdg,nor,BellVo00,tackles_loss,0,,,,,
player,201610020sdg,nor,BellVo00,qb_hits,0,,,,,
player,201610020sdg,nor,BellVo00,fumbles_rec,0,,,,,
player,201610020sdg,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,BellVo00,fumbles_forced,1,,,,,
player,201610020sdg,nor,RobeCr00,def_int,0,,,,,
player,201610020sdg,nor,RobeCr00,def_int_yds,0,,,,,
player,201610020sdg,nor,RobeCr00,def_int_td,0,,,,,
player,201610020sdg,nor,RobeCr00,def_int_long,0,,,,,
player,201610020sdg,nor,RobeCr00,pass_defended,1,,,,,
player,201610020sdg,nor,RobeCr00,sacks,0.0,,,,,
player,201610020sdg,nor,RobeCr00,tackles_combined,6,,,,,
player,201610020sdg,nor,RobeCr00,tackles_solo,6,,,,,
player,201610020sdg,nor,RobeCr00,tackles_assists,0,,,,,
player,201610020sdg,nor,RobeCr00,tackles_loss,0,,,,,
player,201610020sdg,nor,RobeCr00,qb_hits,0,,,,,
player,201610020sdg,nor,RobeCr00,fumbles_rec,0,,,,,
player,201610020sdg,nor,RobeCr00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,RobeCr00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,RobeCr00,fumbles_forced,0,,,,,
player,201610020sdg,nor,MoorSt00,def_int,0,,,,,
player,201610020sdg,nor,MoorSt00,def_int_yds,0,,,,,
player,201610020sdg,nor,MoorSt00,def_int_td,0,,,,,
player,201610020sdg,nor,MoorSt00,def_int_long,0,,,,,
player,201610020sdg,nor,MoorSt00,pass_defended,1,,,,,
player,201610020sdg,nor,MoorSt00,sacks,0.0,,,,,
player,201610020sdg,nor,MoorSt00,tackles_combined,4,,,,,
player,201610020sdg,nor,MoorSt00,tackles_solo,4,,,,,
player,201610020sdg,nor,MoorSt00,tackles_assists,0,,,,,
player,201610020sdg,nor,MoorSt00,tackles_loss,0,,,,,
player,201610020sdg,nor,MoorSt00,qb_hits,0,,,,,
player,201610020sdg,nor,MoorSt00,fumbles_rec,0,,,,,
player,201610020sdg,nor,MoorSt00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,MoorSt00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,MoorSt00,fumbles_forced,0,,,,,
player,201610020sdg,nor,VaccKe00,def_int,0,,,,,
player,201610020sdg,nor,VaccKe00,def_int_yds,0,,,,,
player,201610020sdg,nor,VaccKe00,def_int_td,0,,,,,
player,201610020sdg,nor,VaccKe00,def_int_long,0,,,,,
player,201610020sdg,nor,VaccKe00,pass_defended,0,,,,,
player,201610020sdg,nor,VaccKe00,sacks,0.0,,,,,
player,201610020sdg,nor,VaccKe00,tackles_combined,4,,,,,
player,201610020sdg,nor,VaccKe00,tackles_solo,4,,,,,
player,201610020sdg,nor,VaccKe00,tackles_assists,0,,,,,
player,201610020sdg,nor,VaccKe00,tackles_loss,1,,,,,
player,201610020sdg,nor,VaccKe00,qb_hits,1,,,,,
player,201610020sdg,nor,VaccKe00,fumbles_rec,0,,,,,
player,201610020sdg,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,VaccKe00,fumbles_forced,0,,,,,
player,201610020sdg,nor,JenkJo00,def_int,0,,,,,
player,201610020sdg,nor,JenkJo00,def_int_yds,0,,,,,
player,201610020sdg,nor,JenkJo00,def_int_td,0,,,,,
player,201610020sdg,nor,JenkJo00,def_int_long,0,,,,,
player,201610020sdg,nor,JenkJo00,pass_defended,0,,,,,
player,201610020sdg,nor,JenkJo00,sacks,0.0,,,,,
player,201610020sdg,nor,JenkJo00,tackles_combined,2,,,,,
player,201610020sdg,nor,JenkJo00,tackles_solo,1,,,,,
player,201610020sdg,nor,JenkJo00,tackles_assists,1,,,,,
player,201610020sdg,nor,JenkJo00,tackles_loss,0,,,,,
player,201610020sdg,nor,JenkJo00,qb_hits,0,,,,,
player,201610020sdg,nor,JenkJo00,fumbles_rec,0,,,,,
player,201610020sdg,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,JenkJo00,fumbles_forced,0,,,,,
player,201610020sdg,nor,DaviTy01,def_int,0,,,,,
player,201610020sdg,nor,DaviTy01,def_int_yds,0,,,,,
player,201610020sdg,nor,DaviTy01,def_int_td,0,,,,,
player,201610020sdg,nor,DaviTy01,def_int_long,0,,,,,
player,201610020sdg,nor,DaviTy01,pass_defended,0,,,,,
player,201610020sdg,nor,DaviTy01,sacks,0.0,,,,,
player,201610020sdg,nor,DaviTy01,tackles_combined,1,,,,,
player,201610020sdg,nor,DaviTy01,tackles_solo,1,,,,,
player,201610020sdg,nor,DaviTy01,tackles_assists,0,,,,,
player,201610020sdg,nor,DaviTy01,tackles_loss,0,,,,,
player,201610020sdg,nor,DaviTy01,qb_hits,0,,,,,
player,201610020sdg,nor,DaviTy01,fumbles_rec,0,,,,,
player,201610020sdg,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,DaviTy01,fumbles_forced,0,,,,,
player,201610020sdg,nor,EdebKa00,def_int,0,,,,,
player,201610020sdg,nor,EdebKa00,def_int_yds,0,,,,,
player,201610020sdg,nor,EdebKa00,def_int_td,0,,,,,
player,201610020sdg,nor,EdebKa00,def_int_long,0,,,,,
player,201610020sdg,nor,EdebKa00,pass_defended,1,,,,,
player,201610020sdg,nor,EdebKa00,sacks,0.0,,,,,
player,201610020sdg,nor,EdebKa00,tackles_combined,1,,,,,
player,201610020sdg,nor,EdebKa00,tackles_solo,1,,,,,
player,201610020sdg,nor,EdebKa00,tackles_assists,0,,,,,
player,201610020sdg,nor,EdebKa00,tackles_loss,0,,,,,
player,201610020sdg,nor,EdebKa00,qb_hits,0,,,,,
player,201610020sdg,nor,EdebKa00,fumbles_rec,0,,,,,
player,201610020sdg,nor,EdebKa00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,EdebKa00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,EdebKa00,fumbles_forced,0,,,,,
player,201610020sdg,nor,HarpRo21,def_int,0,,,,,
player,201610020sdg,nor,HarpRo21,def_int_yds,0,,,,,
player,201610020sdg,nor,HarpRo21,def_int_td,0,,,,,
player,201610020sdg,nor,HarpRo21,def_int_long,0,,,,,
player,201610020sdg,nor,HarpRo21,pass_defended,0,,,,,
player,201610020sdg,nor,HarpRo21,sacks,0.0,,,,,
player,201610020sdg,nor,HarpRo21,tackles_combined,1,,,,,
player,201610020sdg,nor,HarpRo21,tackles_solo,1,,,,,
player,201610020sdg,nor,HarpRo21,tackles_assists,0,,,,,
player,201610020sdg,nor,HarpRo21,tackles_loss,0,,,,,
player,201610020sdg,nor,HarpRo21,qb_hits,0,,,,,
player,201610020sdg,nor,HarpRo21,fumbles_rec,0,,,,,
player,201610020sdg,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,HarpRo21,fumbles_forced,0,,,,,
player,201610020sdg,nor,HarrDe04,def_int,0,,,,,
player,201610020sdg,nor,HarrDe04,def_int_yds,0,,,,,
player,201610020sdg,nor,HarrDe04,def_int_td,0,,,,,
player,201610020sdg,nor,HarrDe04,def_int_long,0,,,,,
player,201610020sdg,nor,HarrDe04,pass_defended,0,,,,,
player,201610020sdg,nor,HarrDe04,sacks,0.0,,,,,
player,201610020sdg,nor,HarrDe04,tackles_combined,1,,,,,
player,201610020sdg,nor,HarrDe04,tackles_solo,1,,,,,
player,201610020sdg,nor,HarrDe04,tackles_assists,0,,,,,
player,201610020sdg,nor,HarrDe04,tackles_loss,0,,,,,
player,201610020sdg,nor,HarrDe04,qb_hits,0,,,,,
player,201610020sdg,nor,HarrDe04,fumbles_rec,0,,,,,
player,201610020sdg,nor,HarrDe04,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,HarrDe04,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,HarrDe04,fumbles_forced,0,,,,,
player,201610020sdg,nor,MorsTh00,def_int,0,,,,,
player,201610020sdg,nor,MorsTh00,def_int_yds,0,,,,,
player,201610020sdg,nor,MorsTh00,def_int_td,0,,,,,
player,201610020sdg,nor,MorsTh00,def_int_long,0,,,,,
player,201610020sdg,nor,MorsTh00,pass_defended,0,,,,,
player,201610020sdg,nor,MorsTh00,sacks,0.0,,,,,
player,201610020sdg,nor,MorsTh00,tackles_combined,1,,,,,
player,201610020sdg,nor,MorsTh00,tackles_solo,1,,,,,
player,201610020sdg,nor,MorsTh00,tackles_assists,0,,,,,
player,201610020sdg,nor,MorsTh00,tackles_loss,0,,,,,
player,201610020sdg,nor,MorsTh00,qb_hits,0,,,,,
player,201610020sdg,nor,MorsTh00,fumbles_rec,0,,,,,
player,201610020sdg,nor,MorsTh00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,MorsTh00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,MorsTh00,fumbles_forced,0,,,,,
player,201610020sdg,nor,OnyeDa00,def_int,0,,,,,
player,201610020sdg,nor,OnyeDa00,def_int_yds,0,,,,,
player,201610020sdg,nor,OnyeDa00,def_int_td,0,,,,,
player,201610020sdg,nor,OnyeDa00,def_int_long,0,,,,,
player,201610020sdg,nor,OnyeDa00,pass_defended,0,,,,,
player,201610020sdg,nor,OnyeDa00,sacks,0.0,,,,,
player,201610020sdg,nor,OnyeDa00,tackles_combined,1,,,,,
player,201610020sdg,nor,OnyeDa00,tackles_solo,0,,,,,
player,201610020sdg,nor,OnyeDa00,tackles_assists,1,,,,,
player,201610020sdg,nor,OnyeDa00,tackles_loss,0,,,,,
player,201610020sdg,nor,OnyeDa00,qb_hits,1,,,,,
player,201610020sdg,nor,OnyeDa00,fumbles_rec,0,,,,,
player,201610020sdg,nor,OnyeDa00,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,OnyeDa00,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,OnyeDa00,fumbles_forced,0,,,,,
player,201610020sdg,nor,TappDa20,def_int,0,,,,,
player,201610020sdg,nor,TappDa20,def_int_yds,0,,,,,
player,201610020sdg,nor,TappDa20,def_int_td,0,,,,,
player,201610020sdg,nor,TappDa20,def_int_long,0,,,,,
player,201610020sdg,nor,TappDa20,pass_defended,0,,,,,
player,201610020sdg,nor,TappDa20,sacks,0.0,,,,,
player,201610020sdg,nor,TappDa20,tackles_combined,1,,,,,
player,201610020sdg,nor,TappDa20,tackles_solo,1,,,,,
player,201610020sdg,nor,TappDa20,tackles_assists,0,,,,,
player,201610020sdg,nor,TappDa20,tackles_loss,0,,,,,
player,201610020sdg,nor,TappDa20,qb_hits,1,,,,,
player,201610020sdg,nor,TappDa20,fumbles_rec,1,,,,,
player,201610020sdg,nor,TappDa20,fumbles_rec_yds,0,,,,,
player,201610020sdg,nor,TappDa20,fumbles_rec_td,0,,,,,
player,201610020sdg,nor,TappDa20,fumbles_forced,0,,,,,
player,201610020sdg,sdg,PhilAd00,def_int,1,,,,,
player,201610020sdg,sdg,PhilAd00,def_int_yds,22,,,,,
player,201610020sdg,sdg,PhilAd00,def_int_td,0,,,,,
player,201610020sdg,sdg,PhilAd00,def_int_long,22,,,,,
player,201610020sdg,sdg,PhilAd00,pass_defended,1,,,,,
player,201610020sdg,sdg,PhilAd00,sacks,0.0,,,,,
player,201610020sdg,sdg,PhilAd00,tackles_combined,3,,,,,
player,201610020sdg,sdg,PhilAd00,tackles_solo,2,,,,,
player,201610020sdg,sdg,PhilAd00,tackles_assists,1,,,,,
player,201610020sdg,sdg,PhilAd00,tackles_loss,0,,,,,
player,201610020sdg,sdg,PhilAd00,qb_hits,0,,,,,
player,201610020sdg,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,MageCr00,def_int,1,,,,,
player,201610020sdg,sdg,MageCr00,def_int_yds,8,,,,,
player,201610020sdg,sdg,MageCr00,def_int_td,0,,,,,
player,201610020sdg,sdg,MageCr00,def_int_long,8,,,,,
player,201610020sdg,sdg,MageCr00,pass_defended,1,,,,,
player,201610020sdg,sdg,MageCr00,sacks,0.0,,,,,
player,201610020sdg,sdg,MageCr00,tackles_combined,2,,,,,
player,201610020sdg,sdg,MageCr00,tackles_solo,1,,,,,
player,201610020sdg,sdg,MageCr00,tackles_assists,1,,,,,
player,201610020sdg,sdg,MageCr00,tackles_loss,0,,,,,
player,201610020sdg,sdg,MageCr00,qb_hits,0,,,,,
player,201610020sdg,sdg,MageCr00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,MageCr00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,MageCr00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,MageCr00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,IngrMe00,def_int,0,,,,,
player,201610020sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201610020sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201610020sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201610020sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201610020sdg,sdg,IngrMe00,sacks,1.0,,,,,
player,201610020sdg,sdg,IngrMe00,tackles_combined,5,,,,,
player,201610020sdg,sdg,IngrMe00,tackles_solo,5,,,,,
player,201610020sdg,sdg,IngrMe00,tackles_assists,0,,,,,
player,201610020sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201610020sdg,sdg,IngrMe00,qb_hits,1,,,,,
player,201610020sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,AttaJe00,def_int,0,,,,,
player,201610020sdg,sdg,AttaJe00,def_int_yds,0,,,,,
player,201610020sdg,sdg,AttaJe00,def_int_td,0,,,,,
player,201610020sdg,sdg,AttaJe00,def_int_long,0,,,,,
player,201610020sdg,sdg,AttaJe00,pass_defended,0,,,,,
player,201610020sdg,sdg,AttaJe00,sacks,1.0,,,,,
player,201610020sdg,sdg,AttaJe00,tackles_combined,4,,,,,
player,201610020sdg,sdg,AttaJe00,tackles_solo,4,,,,,
player,201610020sdg,sdg,AttaJe00,tackles_assists,0,,,,,
player,201610020sdg,sdg,AttaJe00,tackles_loss,1,,,,,
player,201610020sdg,sdg,AttaJe00,qb_hits,1,,,,,
player,201610020sdg,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,BrowJa05,def_int,0,,,,,
player,201610020sdg,sdg,BrowJa05,def_int_yds,0,,,,,
player,201610020sdg,sdg,BrowJa05,def_int_td,0,,,,,
player,201610020sdg,sdg,BrowJa05,def_int_long,0,,,,,
player,201610020sdg,sdg,BrowJa05,pass_defended,0,,,,,
player,201610020sdg,sdg,BrowJa05,sacks,0.0,,,,,
player,201610020sdg,sdg,BrowJa05,tackles_combined,7,,,,,
player,201610020sdg,sdg,BrowJa05,tackles_solo,7,,,,,
player,201610020sdg,sdg,BrowJa05,tackles_assists,0,,,,,
player,201610020sdg,sdg,BrowJa05,tackles_loss,0,,,,,
player,201610020sdg,sdg,BrowJa05,qb_hits,0,,,,,
player,201610020sdg,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201610020sdg,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201610020sdg,sdg,McCoDe00,def_int,0,,,,,
player,201610020sdg,sdg,McCoDe00,def_int_yds,0,,,,,
player,201610020sdg,sdg,McCoDe00,def_int_td,0,,,,,
player,201610020sdg,sdg,McCoDe00,def_int_long,0,,,,,
player,201610020sdg,sdg,McCoDe00,pass_defended,1,,,,,
player,201610020sdg,sdg,McCoDe00,sacks,0.0,,,,,
player,201610020sdg,sdg,McCoDe00,tackles_combined,6,,,,,
player,201610020sdg,sdg,McCoDe00,tackles_solo,5,,,,,
player,201610020sdg,sdg,McCoDe00,tackles_assists,1,,,,,
player,201610020sdg,sdg,McCoDe00,tackles_loss,0,,,,,
player,201610020sdg,sdg,McCoDe00,qb_hits,0,,,,,
player,201610020sdg,sdg,McCoDe00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,McCoDe00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,McCoDe00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,McCoDe00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,VerrJa00,def_int,0,,,,,
player,201610020sdg,sdg,VerrJa00,def_int_yds,0,,,,,
player,201610020sdg,sdg,VerrJa00,def_int_td,0,,,,,
player,201610020sdg,sdg,VerrJa00,def_int_long,0,,,,,
player,201610020sdg,sdg,VerrJa00,pass_defended,1,,,,,
player,201610020sdg,sdg,VerrJa00,sacks,0.0,,,,,
player,201610020sdg,sdg,VerrJa00,tackles_combined,6,,,,,
player,201610020sdg,sdg,VerrJa00,tackles_solo,6,,,,,
player,201610020sdg,sdg,VerrJa00,tackles_assists,0,,,,,
player,201610020sdg,sdg,VerrJa00,tackles_loss,0,,,,,
player,201610020sdg,sdg,VerrJa00,qb_hits,0,,,,,
player,201610020sdg,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,HaywCa00,def_int,0,,,,,
player,201610020sdg,sdg,HaywCa00,def_int_yds,0,,,,,
player,201610020sdg,sdg,HaywCa00,def_int_td,0,,,,,
player,201610020sdg,sdg,HaywCa00,def_int_long,0,,,,,
player,201610020sdg,sdg,HaywCa00,pass_defended,1,,,,,
player,201610020sdg,sdg,HaywCa00,sacks,0.0,,,,,
player,201610020sdg,sdg,HaywCa00,tackles_combined,4,,,,,
player,201610020sdg,sdg,HaywCa00,tackles_solo,4,,,,,
player,201610020sdg,sdg,HaywCa00,tackles_assists,0,,,,,
player,201610020sdg,sdg,HaywCa00,tackles_loss,0,,,,,
player,201610020sdg,sdg,HaywCa00,qb_hits,0,,,,,
player,201610020sdg,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,PerrDe00,def_int,0,,,,,
player,201610020sdg,sdg,PerrDe00,def_int_yds,0,,,,,
player,201610020sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201610020sdg,sdg,PerrDe00,def_int_long,0,,,,,
player,201610020sdg,sdg,PerrDe00,pass_defended,0,,,,,
player,201610020sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201610020sdg,sdg,PerrDe00,tackles_combined,4,,,,,
player,201610020sdg,sdg,PerrDe00,tackles_solo,1,,,,,
player,201610020sdg,sdg,PerrDe00,tackles_assists,3,,,,,
player,201610020sdg,sdg,PerrDe00,tackles_loss,0,,,,,
player,201610020sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201610020sdg,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,LiugCo00,def_int,0,,,,,
player,201610020sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201610020sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201610020sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201610020sdg,sdg,LiugCo00,pass_defended,2,,,,,
player,201610020sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201610020sdg,sdg,LiugCo00,tackles_combined,3,,,,,
player,201610020sdg,sdg,LiugCo00,tackles_solo,3,,,,,
player,201610020sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201610020sdg,sdg,LiugCo00,tackles_loss,0,,,,,
player,201610020sdg,sdg,LiugCo00,qb_hits,1,,,,,
player,201610020sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,PerrJo01,def_int,0,,,,,
player,201610020sdg,sdg,PerrJo01,def_int_yds,0,,,,,
player,201610020sdg,sdg,PerrJo01,def_int_td,0,,,,,
player,201610020sdg,sdg,PerrJo01,def_int_long,0,,,,,
player,201610020sdg,sdg,PerrJo01,pass_defended,0,,,,,
player,201610020sdg,sdg,PerrJo01,sacks,0.0,,,,,
player,201610020sdg,sdg,PerrJo01,tackles_combined,3,,,,,
player,201610020sdg,sdg,PerrJo01,tackles_solo,3,,,,,
player,201610020sdg,sdg,PerrJo01,tackles_assists,0,,,,,
player,201610020sdg,sdg,PerrJo01,tackles_loss,0,,,,,
player,201610020sdg,sdg,PerrJo01,qb_hits,0,,,,,
player,201610020sdg,sdg,PerrJo01,fumbles_rec,0,,,,,
player,201610020sdg,sdg,PerrJo01,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,PerrJo01,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,PerrJo01,fumbles_forced,0,,,,,
player,201610020sdg,sdg,DesiPi00,def_int,0,,,,,
player,201610020sdg,sdg,DesiPi00,def_int_yds,0,,,,,
player,201610020sdg,sdg,DesiPi00,def_int_td,0,,,,,
player,201610020sdg,sdg,DesiPi00,def_int_long,0,,,,,
player,201610020sdg,sdg,DesiPi00,pass_defended,0,,,,,
player,201610020sdg,sdg,DesiPi00,sacks,0.0,,,,,
player,201610020sdg,sdg,DesiPi00,tackles_combined,2,,,,,
player,201610020sdg,sdg,DesiPi00,tackles_solo,2,,,,,
player,201610020sdg,sdg,DesiPi00,tackles_assists,0,,,,,
player,201610020sdg,sdg,DesiPi00,tackles_loss,0,,,,,
player,201610020sdg,sdg,DesiPi00,qb_hits,0,,,,,
player,201610020sdg,sdg,DesiPi00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,DesiPi00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,DesiPi00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,DesiPi00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,DzubNi00,def_int,0,,,,,
player,201610020sdg,sdg,DzubNi00,def_int_yds,0,,,,,
player,201610020sdg,sdg,DzubNi00,def_int_td,0,,,,,
player,201610020sdg,sdg,DzubNi00,def_int_long,0,,,,,
player,201610020sdg,sdg,DzubNi00,pass_defended,0,,,,,
player,201610020sdg,sdg,DzubNi00,sacks,0.0,,,,,
player,201610020sdg,sdg,DzubNi00,tackles_combined,2,,,,,
player,201610020sdg,sdg,DzubNi00,tackles_solo,1,,,,,
player,201610020sdg,sdg,DzubNi00,tackles_assists,1,,,,,
player,201610020sdg,sdg,DzubNi00,tackles_loss,0,,,,,
player,201610020sdg,sdg,DzubNi00,qb_hits,0,,,,,
player,201610020sdg,sdg,DzubNi00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,DzubNi00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,DzubNi00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,DzubNi00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,MebaBr99,def_int,0,,,,,
player,201610020sdg,sdg,MebaBr99,def_int_yds,0,,,,,
player,201610020sdg,sdg,MebaBr99,def_int_td,0,,,,,
player,201610020sdg,sdg,MebaBr99,def_int_long,0,,,,,
player,201610020sdg,sdg,MebaBr99,pass_defended,0,,,,,
player,201610020sdg,sdg,MebaBr99,sacks,0.0,,,,,
