game,2016,12,20161127,201611270rai,car,"Carolina Panthers",32,rai,"Oakland Raiders",35
player,201611270rai,car,JohnCh98,def_int_long,0,,,,,
player,201611270rai,car,JohnCh98,pass_defended,0,,,,,
player,201611270rai,car,JohnCh98,sacks,1.0,,,,,
player,201611270rai,car,JohnCh98,tackles_combined,2,,,,,
player,201611270rai,car,JohnCh98,tackles_solo,1,,,,,
player,201611270rai,car,JohnCh98,tackles_assists,1,,,,,
player,201611270rai,car,JohnCh98,tackles_loss,1,,,,,
player,201611270rai,car,JohnCh98,qb_hits,2,,,,,
player,201611270rai,car,JohnCh98,fumbles_rec,0,,,,,
player,201611270rai,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201611270rai,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201611270rai,car,JohnCh98,fumbles_forced,0,,,,,
player,201611270rai,car,WorlDa00,def_int,0,,,,,
player,201611270rai,car,WorlDa00,def_int_yds,0,,,,,
player,201611270rai,car,WorlDa00,def_int_td,0,,,,,
player,201611270rai,car,WorlDa00,def_int_long,0,,,,,
player,201611270rai,car,WorlDa00,pass_defended,2,,,,,
player,201611270rai,car,WorlDa00,sacks,0.0,,,,,
player,201611270rai,car,WorlDa00,tackles_combined,12,,,,,
player,201611270rai,car,WorlDa00,tackles_solo,10,,,,,
player,201611270rai,car,WorlDa00,tackles_assists,2,,,,,
player,201611270rai,car,WorlDa00,tackles_loss,1,,,,,
player,201611270rai,car,WorlDa00,qb_hits,0,,,,,
player,201611270rai,car,WorlDa00,fumbles_rec,0,,,,,
player,201611270rai,car,WorlDa00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,WorlDa00,fumbles_rec_td,0,,,,,
player,201611270rai,car,WorlDa00,fumbles_forced,0,,,,,
player,201611270rai,car,ColeKu99,def_int,0,,,,,
player,201611270rai,car,ColeKu99,def_int_yds,0,,,,,
player,201611270rai,car,ColeKu99,def_int_td,0,,,,,
player,201611270rai,car,ColeKu99,def_int_long,0,,,,,
player,201611270rai,car,ColeKu99,pass_defended,0,,,,,
player,201611270rai,car,ColeKu99,sacks,0.0,,,,,
player,201611270rai,car,ColeKu99,tackles_combined,11,,,,,
player,201611270rai,car,ColeKu99,tackles_solo,8,,,,,
player,201611270rai,car,ColeKu99,tackles_assists,3,,,,,
player,201611270rai,car,ColeKu99,tackles_loss,0,,,,,
player,201611270rai,car,ColeKu99,qb_hits,0,,,,,
player,201611270rai,car,ColeKu99,fumbles_rec,0,,,,,
player,201611270rai,car,ColeKu99,fumbles_rec_yds,0,,,,,
player,201611270rai,car,ColeKu99,fumbles_rec_td,0,,,,,
player,201611270rai,car,ColeKu99,fumbles_forced,0,,,,,
player,201611270rai,car,BostTr00,def_int,0,,,,,
player,201611270rai,car,BostTr00,def_int_yds,0,,,,,
player,201611270rai,car,BostTr00,def_int_td,0,,,,,
player,201611270rai,car,BostTr00,def_int_long,0,,,,,
player,201611270rai,car,BostTr00,pass_defended,0,,,,,
player,201611270rai,car,BostTr00,sacks,0.0,,,,,
player,201611270rai,car,BostTr00,tackles_combined,7,,,,,
player,201611270rai,car,BostTr00,tackles_solo,5,,,,,
player,201611270rai,car,BostTr00,tackles_assists,2,,,,,
player,201611270rai,car,BostTr00,tackles_loss,0,,,,,
player,201611270rai,car,BostTr00,qb_hits,1,,,,,
player,201611270rai,car,BostTr00,fumbles_rec,0,,,,,
player,201611270rai,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,BostTr00,fumbles_rec_td,0,,,,,
player,201611270rai,car,BostTr00,fumbles_forced,0,,,,,
player,201611270rai,car,BradJa00,def_int,0,,,,,
player,201611270rai,car,BradJa00,def_int_yds,0,,,,,
player,201611270rai,car,BradJa00,def_int_td,0,,,,,
player,201611270rai,car,BradJa00,def_int_long,0,,,,,
player,201611270rai,car,BradJa00,pass_defended,0,,,,,
player,201611270rai,car,BradJa00,sacks,0.0,,,,,
player,201611270rai,car,BradJa00,tackles_combined,6,,,,,
player,201611270rai,car,BradJa00,tackles_solo,6,,,,,
player,201611270rai,car,BradJa00,tackles_assists,0,,,,,
player,201611270rai,car,BradJa00,tackles_loss,1,,,,,
player,201611270rai,car,BradJa00,qb_hits,0,,,,,
player,201611270rai,car,BradJa00,fumbles_rec,0,,,,,
player,201611270rai,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,BradJa00,fumbles_rec_td,0,,,,,
player,201611270rai,car,BradJa00,fumbles_forced,0,,,,,
player,201611270rai,car,ShorKa00,def_int,0,,,,,
player,201611270rai,car,ShorKa00,def_int_yds,0,,,,,
player,201611270rai,car,ShorKa00,def_int_td,0,,,,,
player,201611270rai,car,ShorKa00,def_int_long,0,,,,,
player,201611270rai,car,ShorKa00,pass_defended,0,,,,,
player,201611270rai,car,ShorKa00,sacks,0.0,,,,,
player,201611270rai,car,ShorKa00,tackles_combined,6,,,,,
player,201611270rai,car,ShorKa00,tackles_solo,2,,,,,
player,201611270rai,car,ShorKa00,tackles_assists,4,,,,,
player,201611270rai,car,ShorKa00,tackles_loss,1,,,,,
player,201611270rai,car,ShorKa00,qb_hits,0,,,,,
player,201611270rai,car,ShorKa00,fumbles_rec,0,,,,,
player,201611270rai,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201611270rai,car,ShorKa00,fumbles_forced,0,,,,,
player,201611270rai,car,KleiAJ00,def_int,0,,,,,
player,201611270rai,car,KleiAJ00,def_int_yds,0,,,,,
player,201611270rai,car,KleiAJ00,def_int_td,0,,,,,
player,201611270rai,car,KleiAJ00,def_int_long,0,,,,,
player,201611270rai,car,KleiAJ00,pass_defended,1,,,,,
player,201611270rai,car,KleiAJ00,sacks,0.0,,,,,
player,201611270rai,car,KleiAJ00,tackles_combined,5,,,,,
player,201611270rai,car,KleiAJ00,tackles_solo,5,,,,,
player,201611270rai,car,KleiAJ00,tackles_assists,0,,,,,
player,201611270rai,car,KleiAJ00,tackles_loss,0,,,,,
player,201611270rai,car,KleiAJ00,qb_hits,0,,,,,
player,201611270rai,car,KleiAJ00,fumbles_rec,0,,,,,
player,201611270rai,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201611270rai,car,KleiAJ00,fumbles_forced,1,,,,,
player,201611270rai,car,EalyKo00,def_int,0,,,,,
player,201611270rai,car,EalyKo00,def_int_yds,0,,,,,
player,201611270rai,car,EalyKo00,def_int_td,0,,,,,
player,201611270rai,car,EalyKo00,def_int_long,0,,,,,
player,201611270rai,car,EalyKo00,pass_defended,0,,,,,
player,201611270rai,car,EalyKo00,sacks,0.0,,,,,
player,201611270rai,car,EalyKo00,tackles_combined,3,,,,,
player,201611270rai,car,EalyKo00,tackles_solo,3,,,,,
player,201611270rai,car,EalyKo00,tackles_assists,0,,,,,
player,201611270rai,car,EalyKo00,tackles_loss,0,,,,,
player,201611270rai,car,EalyKo00,qb_hits,1,,,,,
player,201611270rai,car,EalyKo00,fumbles_rec,0,,,,,
player,201611270rai,car,EalyKo00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,EalyKo00,fumbles_rec_td,0,,,,,
player,201611270rai,car,EalyKo00,fumbles_forced,0,,,,,
player,201611270rai,car,McClRo98,def_int,0,,,,,
player,201611270rai,car,McClRo98,def_int_yds,0,,,,,
player,201611270rai,car,McClRo98,def_int_td,0,,,,,
player,201611270rai,car,McClRo98,def_int_long,0,,,,,
player,201611270rai,car,McClRo98,pass_defended,0,,,,,
player,201611270rai,car,McClRo98,sacks,0.0,,,,,
player,201611270rai,car,McClRo98,tackles_combined,3,,,,,
player,201611270rai,car,McClRo98,tackles_solo,1,,,,,
player,201611270rai,car,McClRo98,tackles_assists,2,,,,,
player,201611270rai,car,McClRo98,tackles_loss,0,,,,,
player,201611270rai,car,McClRo98,qb_hits,0,,,,,
player,201611270rai,car,McClRo98,fumbles_rec,0,,,,,
player,201611270rai,car,McClRo98,fumbles_rec_yds,0,,,,,
player,201611270rai,car,McClRo98,fumbles_rec_td,0,,,,,
player,201611270rai,car,McClRo98,fumbles_forced,0,,,,,
player,201611270rai,car,CashJe00,def_int,0,,,,,
player,201611270rai,car,CashJe00,def_int_yds,0,,,,,
player,201611270rai,car,CashJe00,def_int_td,0,,,,,
player,201611270rai,car,CashJe00,def_int_long,0,,,,,
player,201611270rai,car,CashJe00,pass_defended,0,,,,,
player,201611270rai,car,CashJe00,sacks,0.0,,,,,
player,201611270rai,car,CashJe00,tackles_combined,2,,,,,
player,201611270rai,car,CashJe00,tackles_solo,2,,,,,
player,201611270rai,car,CashJe00,tackles_assists,0,,,,,
player,201611270rai,car,CashJe00,tackles_loss,0,,,,,
player,201611270rai,car,CashJe00,qb_hits,0,,,,,
player,201611270rai,car,CashJe00,fumbles_rec,0,,,,,
player,201611270rai,car,CashJe00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,CashJe00,fumbles_rec_td,0,,,,,
player,201611270rai,car,CashJe00,fumbles_forced,0,,,,,
player,201611270rai,car,GrifMi99,def_int,0,,,,,
player,201611270rai,car,GrifMi99,def_int_yds,0,,,,,
player,201611270rai,car,GrifMi99,def_int_td,0,,,,,
player,201611270rai,car,GrifMi99,def_int_long,0,,,,,
player,201611270rai,car,GrifMi99,pass_defended,0,,,,,
player,201611270rai,car,GrifMi99,sacks,0.0,,,,,
player,201611270rai,car,GrifMi99,tackles_combined,2,,,,,
player,201611270rai,car,GrifMi99,tackles_solo,2,,,,,
player,201611270rai,car,GrifMi99,tackles_assists,0,,,,,
player,201611270rai,car,GrifMi99,tackles_loss,1,,,,,
player,201611270rai,car,GrifMi99,qb_hits,0,,,,,
player,201611270rai,car,GrifMi99,fumbles_rec,0,,,,,
player,201611270rai,car,GrifMi99,fumbles_rec_yds,0,,,,,
player,201611270rai,car,GrifMi99,fumbles_rec_td,0,,,,,
player,201611270rai,car,GrifMi99,fumbles_forced,0,,,,,
player,201611270rai,car,HortWe00,def_int,0,,,,,
player,201611270rai,car,HortWe00,def_int_yds,0,,,,,
player,201611270rai,car,HortWe00,def_int_td,0,,,,,
player,201611270rai,car,HortWe00,def_int_long,0,,,,,
player,201611270rai,car,HortWe00,pass_defended,0,,,,,
player,201611270rai,car,HortWe00,sacks,0.0,,,,,
player,201611270rai,car,HortWe00,tackles_combined,1,,,,,
player,201611270rai,car,HortWe00,tackles_solo,0,,,,,
player,201611270rai,car,HortWe00,tackles_assists,1,,,,,
player,201611270rai,car,HortWe00,tackles_loss,0,,,,,
player,201611270rai,car,HortWe00,qb_hits,1,,,,,
player,201611270rai,car,HortWe00,fumbles_rec,0,,,,,
player,201611270rai,car,HortWe00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,HortWe00,fumbles_rec_td,0,,,,,
player,201611270rai,car,HortWe00,fumbles_forced,0,,,,,
player,201611270rai,car,JoneCo01,def_int,0,,,,,
player,201611270rai,car,JoneCo01,def_int_yds,0,,,,,
player,201611270rai,car,JoneCo01,def_int_td,0,,,,,
player,201611270rai,car,JoneCo01,def_int_long,0,,,,,
player,201611270rai,car,JoneCo01,pass_defended,0,,,,,
player,201611270rai,car,JoneCo01,sacks,0.0,,,,,
player,201611270rai,car,JoneCo01,tackles_combined,1,,,,,
player,201611270rai,car,JoneCo01,tackles_solo,1,,,,,
player,201611270rai,car,JoneCo01,tackles_assists,0,,,,,
player,201611270rai,car,JoneCo01,tackles_loss,0,,,,,
player,201611270rai,car,JoneCo01,qb_hits,0,,,,,
player,201611270rai,car,JoneCo01,fumbles_rec,0,,,,,
player,201611270rai,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201611270rai,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201611270rai,car,JoneCo01,fumbles_forced,0,,,,,
player,201611270rai,car,LoveKy00,def_int,0,,,,,
player,201611270rai,car,LoveKy00,def_int_yds,0,,,,,
player,201611270rai,car,LoveKy00,def_int_td,0,,,,,
player,201611270rai,car,LoveKy00,def_int_long,0,,,,,
player,201611270rai,car,LoveKy00,pass_defended,0,,,,,
player,201611270rai,car,LoveKy00,sacks,0.0,,,,,
player,201611270rai,car,LoveKy00,tackles_combined,1,,,,,
player,201611270rai,car,LoveKy00,tackles_solo,1,,,,,
player,201611270rai,car,LoveKy00,tackles_assists,0,,,,,
player,201611270rai,car,LoveKy00,tackles_loss,0,,,,,
player,201611270rai,car,LoveKy00,qb_hits,0,,,,,
player,201611270rai,car,LoveKy00,fumbles_rec,0,,,,,
player,201611270rai,car,LoveKy00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,LoveKy00,fumbles_rec_td,0,,,,,
player,201611270rai,car,LoveKy00,fumbles_forced,0,,,,,
player,201611270rai,car,MayoDa00,def_int,0,,,,,
player,201611270rai,car,MayoDa00,def_int_yds,0,,,,,
player,201611270rai,car,MayoDa00,def_int_td,0,,,,,
player,201611270rai,car,MayoDa00,def_int_long,0,,,,,
player,201611270rai,car,MayoDa00,pass_defended,0,,,,,
player,201611270rai,car,MayoDa00,sacks,0.0,,,,,
player,201611270rai,car,MayoDa00,tackles_combined,1,,,,,
player,201611270rai,car,MayoDa00,tackles_solo,1,,,,,
player,201611270rai,car,MayoDa00,tackles_assists,0,,,,,
player,201611270rai,car,MayoDa00,tackles_loss,0,,,,,
player,201611270rai,car,MayoDa00,qb_hits,0,,,,,
player,201611270rai,car,MayoDa00,fumbles_rec,0,,,,,
player,201611270rai,car,MayoDa00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,MayoDa00,fumbles_rec_td,0,,,,,
player,201611270rai,car,MayoDa00,fumbles_forced,0,,,,,
player,201611270rai,car,NorrJa00,def_int,0,,,,,
player,201611270rai,car,NorrJa00,def_int_yds,0,,,,,
player,201611270rai,car,NorrJa00,def_int_td,0,,,,,
player,201611270rai,car,NorrJa00,def_int_long,0,,,,,
player,201611270rai,car,NorrJa00,pass_defended,0,,,,,
player,201611270rai,car,NorrJa00,sacks,0.0,,,,,
player,201611270rai,car,NorrJa00,tackles_combined,1,,,,,
player,201611270rai,car,NorrJa00,tackles_solo,1,,,,,
player,201611270rai,car,NorrJa00,tackles_assists,0,,,,,
player,201611270rai,car,NorrJa00,tackles_loss,0,,,,,
player,201611270rai,car,NorrJa00,qb_hits,0,,,,,
player,201611270rai,car,NorrJa00,fumbles_rec,0,,,,,
player,201611270rai,car,NorrJa00,fumbles_rec_yds,0,,,,,
player,201611270rai,car,NorrJa00,fumbles_rec_td,0,,,,,
player,201611270rai,car,NorrJa00,fumbles_forced,0,,,,,
player,201611270rai,car,SoliPa99,def_int,0,,,,,
player,201611270rai,car,SoliPa99,def_int_yds,0,,,,,
player,201611270rai,car,SoliPa99,def_int_td,0,,,,,
player,201611270rai,car,SoliPa99,def_int_long,0,,,,,
player,201611270rai,car,SoliPa99,pass_defended,0,,,,,
player,201611270rai,car,SoliPa99,sacks,0.0,,,,,
player,201611270rai,car,SoliPa99,tackles_combined,1,,,,,
player,201611270rai,car,SoliPa99,tackles_solo,1,,,,,
player,201611270rai,car,SoliPa99,tackles_assists,0,,,,,
player,201611270rai,car,SoliPa99,tackles_loss,1,,,,,
player,201611270rai,car,SoliPa99,qb_hits,0,,,,,
player,201611270rai,car,SoliPa99,fumbles_rec,0,,,,,
player,201611270rai,car,SoliPa99,fumbles_rec_yds,0,,,,,
player,201611270rai,car,SoliPa99,fumbles_rec_td,0,,,,,
player,201611270rai,car,SoliPa99,fumbles_forced,0,,,,,
player,201611270rai,rai,MackKh00,def_int,1,,,,,
player,201611270rai,rai,MackKh00,def_int_yds,6,,,,,
player,201611270rai,rai,MackKh00,def_int_td,1,,,,,
player,201611270rai,rai,MackKh00,def_int_long,6,,,,,
player,201611270rai,rai,MackKh00,pass_defended,1,,,,,
player,201611270rai,rai,MackKh00,sacks,1.0,,,,,
player,201611270rai,rai,MackKh00,tackles_combined,6,,,,,
player,201611270rai,rai,MackKh00,tackles_solo,6,,,,,
player,201611270rai,rai,MackKh00,tackles_assists,0,,,,,
player,201611270rai,rai,MackKh00,tackles_loss,0,,,,,
player,201611270rai,rai,MackKh00,qb_hits,2,,,,,
player,201611270rai,rai,MackKh00,fumbles_rec,1,,,,,
player,201611270rai,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,MackKh00,fumbles_forced,1,,,,,
player,201611270rai,rai,IrviBr00,def_int,0,,,,,
player,201611270rai,rai,IrviBr00,def_int_yds,0,,,,,
player,201611270rai,rai,IrviBr00,def_int_td,0,,,,,
player,201611270rai,rai,IrviBr00,def_int_long,0,,,,,
player,201611270rai,rai,IrviBr00,pass_defended,1,,,,,
player,201611270rai,rai,IrviBr00,sacks,1.0,,,,,
player,201611270rai,rai,IrviBr00,tackles_combined,4,,,,,
player,201611270rai,rai,IrviBr00,tackles_solo,3,,,,,
player,201611270rai,rai,IrviBr00,tackles_assists,1,,,,,
player,201611270rai,rai,IrviBr00,tackles_loss,1,,,,,
player,201611270rai,rai,IrviBr00,qb_hits,3,,,,,
player,201611270rai,rai,IrviBr00,fumbles_rec,0,,,,,
player,201611270rai,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,IrviBr00,fumbles_forced,0,,,,,
player,201611270rai,rai,SmitMa02,def_int,0,,,,,
player,201611270rai,rai,SmitMa02,def_int_yds,0,,,,,
player,201611270rai,rai,SmitMa02,def_int_td,0,,,,,
player,201611270rai,rai,SmitMa02,def_int_long,0,,,,,
player,201611270rai,rai,SmitMa02,pass_defended,0,,,,,
player,201611270rai,rai,SmitMa02,sacks,0.0,,,,,
player,201611270rai,rai,SmitMa02,tackles_combined,7,,,,,
player,201611270rai,rai,SmitMa02,tackles_solo,4,,,,,
player,201611270rai,rai,SmitMa02,tackles_assists,3,,,,,
player,201611270rai,rai,SmitMa02,tackles_loss,0,,,,,
player,201611270rai,rai,SmitMa02,qb_hits,1,,,,,
player,201611270rai,rai,SmitMa02,fumbles_rec,0,,,,,
player,201611270rai,rai,SmitMa02,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,SmitMa02,fumbles_rec_td,0,,,,,
player,201611270rai,rai,SmitMa02,fumbles_forced,0,,,,,
player,201611270rai,rai,NelsRe99,def_int,0,,,,,
player,201611270rai,rai,NelsRe99,def_int_yds,0,,,,,
player,201611270rai,rai,NelsRe99,def_int_td,0,,,,,
player,201611270rai,rai,NelsRe99,def_int_long,0,,,,,
player,201611270rai,rai,NelsRe99,pass_defended,0,,,,,
player,201611270rai,rai,NelsRe99,sacks,0.0,,,,,
player,201611270rai,rai,NelsRe99,tackles_combined,5,,,,,
player,201611270rai,rai,NelsRe99,tackles_solo,3,,,,,
player,201611270rai,rai,NelsRe99,tackles_assists,2,,,,,
player,201611270rai,rai,NelsRe99,tackles_loss,0,,,,,
player,201611270rai,rai,NelsRe99,qb_hits,0,,,,,
player,201611270rai,rai,NelsRe99,fumbles_rec,0,,,,,
player,201611270rai,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201611270rai,rai,NelsRe99,fumbles_forced,0,,,,,
player,201611270rai,rai,JameCo00,def_int,0,,,,,
player,201611270rai,rai,JameCo00,def_int_yds,0,,,,,
player,201611270rai,rai,JameCo00,def_int_td,0,,,,,
player,201611270rai,rai,JameCo00,def_int_long,0,,,,,
player,201611270rai,rai,JameCo00,pass_defended,0,,,,,
player,201611270rai,rai,JameCo00,sacks,0.0,,,,,
player,201611270rai,rai,JameCo00,tackles_combined,4,,,,,
player,201611270rai,rai,JameCo00,tackles_solo,2,,,,,
player,201611270rai,rai,JameCo00,tackles_assists,2,,,,,
player,201611270rai,rai,JameCo00,tackles_loss,0,,,,,
player,201611270rai,rai,JameCo00,qb_hits,0,,,,,
player,201611270rai,rai,JameCo00,fumbles_rec,0,,,,,
player,201611270rai,rai,JameCo00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,JameCo00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,JameCo00,fumbles_forced,0,,,,,
player,201611270rai,rai,HamiAn01,def_int,0,,,,,
player,201611270rai,rai,HamiAn01,def_int_yds,0,,,,,
player,201611270rai,rai,HamiAn01,def_int_td,0,,,,,
player,201611270rai,rai,HamiAn01,def_int_long,0,,,,,
player,201611270rai,rai,HamiAn01,pass_defended,0,,,,,
player,201611270rai,rai,HamiAn01,sacks,0.0,,,,,
player,201611270rai,rai,HamiAn01,tackles_combined,3,,,,,
player,201611270rai,rai,HamiAn01,tackles_solo,3,,,,,
player,201611270rai,rai,HamiAn01,tackles_assists,0,,,,,
player,201611270rai,rai,HamiAn01,tackles_loss,0,,,,,
player,201611270rai,rai,HamiAn01,qb_hits,0,,,,,
player,201611270rai,rai,HamiAn01,fumbles_rec,0,,,,,
player,201611270rai,rai,HamiAn01,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,HamiAn01,fumbles_rec_td,0,,,,,
player,201611270rai,rai,HamiAn01,fumbles_forced,0,,,,,
player,201611270rai,rai,JoseKa00,def_int,0,,,,,
player,201611270rai,rai,JoseKa00,def_int_yds,0,,,,,
player,201611270rai,rai,JoseKa00,def_int_td,0,,,,,
player,201611270rai,rai,JoseKa00,def_int_long,0,,,,,
player,201611270rai,rai,JoseKa00,pass_defended,0,,,,,
player,201611270rai,rai,JoseKa00,sacks,0.0,,,,,
player,201611270rai,rai,JoseKa00,tackles_combined,3,,,,,
player,201611270rai,rai,JoseKa00,tackles_solo,1,,,,,
player,201611270rai,rai,JoseKa00,tackles_assists,2,,,,,
player,201611270rai,rai,JoseKa00,tackles_loss,0,,,,,
player,201611270rai,rai,JoseKa00,qb_hits,0,,,,,
player,201611270rai,rai,JoseKa00,fumbles_rec,0,,,,,
player,201611270rai,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,JoseKa00,fumbles_forced,0,,,,,
player,201611270rai,rai,SmitSe99,def_int,0,,,,,
player,201611270rai,rai,SmitSe99,def_int_yds,0,,,,,
player,201611270rai,rai,SmitSe99,def_int_td,0,,,,,
player,201611270rai,rai,SmitSe99,def_int_long,0,,,,,
player,201611270rai,rai,SmitSe99,pass_defended,3,,,,,
player,201611270rai,rai,SmitSe99,sacks,0.0,,,,,
player,201611270rai,rai,SmitSe99,tackles_combined,3,,,,,
player,201611270rai,rai,SmitSe99,tackles_solo,2,,,,,
player,201611270rai,rai,SmitSe99,tackles_assists,1,,,,,
player,201611270rai,rai,SmitSe99,tackles_loss,0,,,,,
player,201611270rai,rai,SmitSe99,qb_hits,0,,,,,
player,201611270rai,rai,SmitSe99,fumbles_rec,0,,,,,
player,201611270rai,rai,SmitSe99,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,SmitSe99,fumbles_rec_td,0,,,,,
player,201611270rai,rai,SmitSe99,fumbles_forced,0,,,,,
player,201611270rai,rai,ElliJu01,def_int,0,,,,,
player,201611270rai,rai,ElliJu01,def_int_yds,0,,,,,
player,201611270rai,rai,ElliJu01,def_int_td,0,,,,,
player,201611270rai,rai,ElliJu01,def_int_long,0,,,,,
player,201611270rai,rai,ElliJu01,pass_defended,0,,,,,
player,201611270rai,rai,ElliJu01,sacks,0.0,,,,,
player,201611270rai,rai,ElliJu01,tackles_combined,2,,,,,
player,201611270rai,rai,ElliJu01,tackles_solo,1,,,,,
player,201611270rai,rai,ElliJu01,tackles_assists,1,,,,,
player,201611270rai,rai,ElliJu01,tackles_loss,0,,,,,
player,201611270rai,rai,ElliJu01,qb_hits,0,,,,,
player,201611270rai,rai,ElliJu01,fumbles_rec,0,,,,,
player,201611270rai,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201611270rai,rai,ElliJu01,fumbles_forced,0,,,,,
player,201611270rai,rai,HaydDJ00,def_int,0,,,,,
player,201611270rai,rai,HaydDJ00,def_int_yds,0,,,,,
player,201611270rai,rai,HaydDJ00,def_int_td,0,,,,,
player,201611270rai,rai,HaydDJ00,def_int_long,0,,,,,
player,201611270rai,rai,HaydDJ00,pass_defended,1,,,,,
player,201611270rai,rai,HaydDJ00,sacks,0.0,,,,,
player,201611270rai,rai,HaydDJ00,tackles_combined,2,,,,,
player,201611270rai,rai,HaydDJ00,tackles_solo,2,,,,,
player,201611270rai,rai,HaydDJ00,tackles_assists,0,,,,,
player,201611270rai,rai,HaydDJ00,tackles_loss,0,,,,,
player,201611270rai,rai,HaydDJ00,qb_hits,0,,,,,
player,201611270rai,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201611270rai,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,HaydDJ00,fumbles_forced,0,,,,,
player,201611270rai,rai,WardJi02,def_int,0,,,,,
player,201611270rai,rai,WardJi02,def_int_yds,0,,,,,
player,201611270rai,rai,WardJi02,def_int_td,0,,,,,
player,201611270rai,rai,WardJi02,def_int_long,0,,,,,
player,201611270rai,rai,WardJi02,pass_defended,0,,,,,
player,201611270rai,rai,WardJi02,sacks,0.0,,,,,
player,201611270rai,rai,WardJi02,tackles_combined,2,,,,,
player,201611270rai,rai,WardJi02,tackles_solo,1,,,,,
player,201611270rai,rai,WardJi02,tackles_assists,1,,,,,
player,201611270rai,rai,WardJi02,tackles_loss,0,,,,,
player,201611270rai,rai,WardJi02,qb_hits,2,,,,,
player,201611270rai,rai,WardJi02,fumbles_rec,0,,,,,
player,201611270rai,rai,WardJi02,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,WardJi02,fumbles_rec_td,0,,,,,
player,201611270rai,rai,WardJi02,fumbles_forced,0,,,,,
player,201611270rai,rai,WillDa99,def_int,0,,,,,
player,201611270rai,rai,WillDa99,def_int_yds,0,,,,,
player,201611270rai,rai,WillDa99,def_int_td,0,,,,,
player,201611270rai,rai,WillDa99,def_int_long,0,,,,,
player,201611270rai,rai,WillDa99,pass_defended,0,,,,,
player,201611270rai,rai,WillDa99,sacks,0.0,,,,,
player,201611270rai,rai,WillDa99,tackles_combined,2,,,,,
player,201611270rai,rai,WillDa99,tackles_solo,2,,,,,
player,201611270rai,rai,WillDa99,tackles_assists,0,,,,,
player,201611270rai,rai,WillDa99,tackles_loss,0,,,,,
player,201611270rai,rai,WillDa99,qb_hits,0,,,,,
player,201611270rai,rai,WillDa99,fumbles_rec,0,,,,,
player,201611270rai,rai,WillDa99,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,WillDa99,fumbles_rec_td,0,,,,,
player,201611270rai,rai,WillDa99,fumbles_forced,0,,,,,
player,201611270rai,rai,AutrDe00,def_int,0,,,,,
player,201611270rai,rai,AutrDe00,def_int_yds,0,,,,,
player,201611270rai,rai,AutrDe00,def_int_td,0,,,,,
player,201611270rai,rai,AutrDe00,def_int_long,0,,,,,
player,201611270rai,rai,AutrDe00,pass_defended,0,,,,,
player,201611270rai,rai,AutrDe00,sacks,0.0,,,,,
player,201611270rai,rai,AutrDe00,tackles_combined,1,,,,,
player,201611270rai,rai,AutrDe00,tackles_solo,0,,,,,
player,201611270rai,rai,AutrDe00,tackles_assists,1,,,,,
player,201611270rai,rai,AutrDe00,tackles_loss,0,,,,,
player,201611270rai,rai,AutrDe00,qb_hits,0,,,,,
player,201611270rai,rai,AutrDe00,fumbles_rec,0,,,,,
player,201611270rai,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,AutrDe00,fumbles_rec_td,0,,,,,
