game,2016,1,20160911,201609110oti,min,"Minnesota Vikings",25,oti,"Tennessee Titans",16
player,201609110oti,min,SmitHa00,offense,0,,,,,
player,201609110oti,min,SmitHa00,off_pct,0%,,,,,
player,201609110oti,min,SmitHa00,defense,67,,,,,
player,201609110oti,min,SmitHa00,def_pct,100%,,,,,
player,201609110oti,min,SmitHa00,special_teams,2,,,,,
player,201609110oti,min,SmitHa00,st_pct,7%,,,,,
player,201609110oti,min,NewmTe20,pos,CB,,,,,
player,201609110oti,min,NewmTe20,offense,0,,,,,
player,201609110oti,min,NewmTe20,off_pct,0%,,,,,
player,201609110oti,min,NewmTe20,defense,65,,,,,
player,201609110oti,min,NewmTe20,def_pct,97%,,,,,
player,201609110oti,min,NewmTe20,special_teams,2,,,,,
player,201609110oti,min,NewmTe20,st_pct,7%,,,,,
player,201609110oti,min,GrifEv99,pos,DE,,,,,
player,201609110oti,min,GrifEv99,offense,0,,,,,
player,201609110oti,min,GrifEv99,off_pct,0%,,,,,
player,201609110oti,min,GrifEv99,defense,59,,,,,
player,201609110oti,min,GrifEv99,def_pct,88%,,,,,
player,201609110oti,min,GrifEv99,special_teams,4,,,,,
player,201609110oti,min,GrifEv99,st_pct,14%,,,,,
player,201609110oti,min,RobiBr98,pos,DE,,,,,
player,201609110oti,min,RobiBr98,offense,0,,,,,
player,201609110oti,min,RobiBr98,off_pct,0%,,,,,
player,201609110oti,min,RobiBr98,defense,56,,,,,
player,201609110oti,min,RobiBr98,def_pct,84%,,,,,
player,201609110oti,min,RobiBr98,special_teams,3,,,,,
player,201609110oti,min,RobiBr98,st_pct,10%,,,,,
player,201609110oti,min,JoseLi99,pos,NT,,,,,
player,201609110oti,min,JoseLi99,offense,0,,,,,
player,201609110oti,min,JoseLi99,off_pct,0%,,,,,
player,201609110oti,min,JoseLi99,defense,40,,,,,
player,201609110oti,min,JoseLi99,def_pct,60%,,,,,
player,201609110oti,min,JoseLi99,special_teams,2,,,,,
player,201609110oti,min,JoseLi99,st_pct,7%,,,,,
player,201609110oti,min,MunnCa99,pos,CB,,,,,
player,201609110oti,min,MunnCa99,offense,0,,,,,
player,201609110oti,min,MunnCa99,off_pct,0%,,,,,
player,201609110oti,min,MunnCa99,defense,38,,,,,
player,201609110oti,min,MunnCa99,def_pct,57%,,,,,
player,201609110oti,min,MunnCa99,special_teams,1,,,,,
player,201609110oti,min,MunnCa99,st_pct,3%,,,,,
player,201609110oti,min,HuntDa01,pos,DE,,,,,
player,201609110oti,min,HuntDa01,offense,0,,,,,
player,201609110oti,min,HuntDa01,off_pct,0%,,,,,
player,201609110oti,min,HuntDa01,defense,36,,,,,
player,201609110oti,min,HuntDa01,def_pct,54%,,,,,
player,201609110oti,min,HuntDa01,special_teams,14,,,,,
player,201609110oti,min,HuntDa01,st_pct,48%,,,,,
player,201609110oti,min,GreeCh99,pos,LB,,,,,
player,201609110oti,min,GreeCh99,offense,0,,,,,
player,201609110oti,min,GreeCh99,off_pct,0%,,,,,
player,201609110oti,min,GreeCh99,defense,29,,,,,
player,201609110oti,min,GreeCh99,def_pct,43%,,,,,
player,201609110oti,min,GreeCh99,special_teams,5,,,,,
player,201609110oti,min,GreeCh99,st_pct,17%,,,,,
player,201609110oti,min,JohnTo01,pos,DT,,,,,
player,201609110oti,min,JohnTo01,offense,0,,,,,
player,201609110oti,min,JohnTo01,off_pct,0%,,,,,
player,201609110oti,min,JohnTo01,defense,29,,,,,
player,201609110oti,min,JohnTo01,def_pct,43%,,,,,
player,201609110oti,min,JohnTo01,special_teams,1,,,,,
player,201609110oti,min,JohnTo01,st_pct,3%,,,,,
player,201609110oti,min,FloySh00,pos,DT,,,,,
player,201609110oti,min,FloySh00,offense,0,,,,,
player,201609110oti,min,FloySh00,off_pct,0%,,,,,
player,201609110oti,min,FloySh00,defense,25,,,,,
player,201609110oti,min,FloySh00,def_pct,37%,,,,,
player,201609110oti,min,FloySh00,special_teams,2,,,,,
player,201609110oti,min,FloySh00,st_pct,7%,,,,,
player,201609110oti,min,StepSh00,pos,NT,,,,,
player,201609110oti,min,StepSh00,offense,0,,,,,
player,201609110oti,min,StepSh00,off_pct,0%,,,,,
player,201609110oti,min,StepSh00,defense,22,,,,,
player,201609110oti,min,StepSh00,def_pct,33%,,,,,
player,201609110oti,min,StepSh00,special_teams,10,,,,,
player,201609110oti,min,StepSh00,st_pct,34%,,,,,
player,201609110oti,min,AlexMa01,pos,CB,,,,,
player,201609110oti,min,AlexMa01,offense,0,,,,,
player,201609110oti,min,AlexMa01,off_pct,0%,,,,,
player,201609110oti,min,AlexMa01,defense,2,,,,,
player,201609110oti,min,AlexMa01,def_pct,3%,,,,,
player,201609110oti,min,AlexMa01,special_teams,11,,,,,
player,201609110oti,min,AlexMa01,st_pct,38%,,,,,
player,201609110oti,min,HarrAn01,pos,FS,,,,,
player,201609110oti,min,HarrAn01,offense,0,,,,,
player,201609110oti,min,HarrAn01,off_pct,0%,,,,,
player,201609110oti,min,HarrAn01,defense,1,,,,,
player,201609110oti,min,HarrAn01,def_pct,1%,,,,,
player,201609110oti,min,HarrAn01,special_teams,11,,,,,
player,201609110oti,min,HarrAn01,st_pct,38%,,,,,
player,201609110oti,min,SherMa20,pos,CB,,,,,
player,201609110oti,min,SherMa20,offense,0,,,,,
player,201609110oti,min,SherMa20,off_pct,0%,,,,,
player,201609110oti,min,SherMa20,defense,0,,,,,
player,201609110oti,min,SherMa20,def_pct,0%,,,,,
player,201609110oti,min,SherMa20,special_teams,21,,,,,
player,201609110oti,min,SherMa20,st_pct,72%,,,,,
player,201609110oti,min,ColeAu00,pos,LB,,,,,
player,201609110oti,min,ColeAu00,offense,0,,,,,
player,201609110oti,min,ColeAu00,off_pct,0%,,,,,
player,201609110oti,min,ColeAu00,defense,0,,,,,
player,201609110oti,min,ColeAu00,def_pct,0%,,,,,
player,201609110oti,min,ColeAu00,special_teams,17,,,,,
player,201609110oti,min,ColeAu00,st_pct,59%,,,,,
player,201609110oti,min,LamuEm00,pos,LB,,,,,
player,201609110oti,min,LamuEm00,offense,0,,,,,
player,201609110oti,min,LamuEm00,off_pct,0%,,,,,
player,201609110oti,min,LamuEm00,defense,0,,,,,
player,201609110oti,min,LamuEm00,def_pct,0%,,,,,
player,201609110oti,min,LamuEm00,special_teams,16,,,,,
player,201609110oti,min,LamuEm00,st_pct,55%,,,,,
player,201609110oti,min,WalsBl00,pos,K,,,,,
player,201609110oti,min,WalsBl00,offense,0,,,,,
player,201609110oti,min,WalsBl00,off_pct,0%,,,,,
player,201609110oti,min,WalsBl00,defense,0,,,,,
player,201609110oti,min,WalsBl00,def_pct,0%,,,,,
player,201609110oti,min,WalsBl00,special_teams,15,,,,,
player,201609110oti,min,WalsBl00,st_pct,52%,,,,,
player,201609110oti,min,TratJu00,pos,DE,,,,,
player,201609110oti,min,TratJu00,offense,0,,,,,
player,201609110oti,min,TratJu00,off_pct,0%,,,,,
player,201609110oti,min,TratJu00,defense,0,,,,,
player,201609110oti,min,TratJu00,def_pct,0%,,,,,
player,201609110oti,min,TratJu00,special_teams,14,,,,,
player,201609110oti,min,TratJu00,st_pct,48%,,,,,
player,201609110oti,min,KearJa00,pos,SS,,,,,
player,201609110oti,min,KearJa00,offense,0,,,,,
player,201609110oti,min,KearJa00,off_pct,0%,,,,,
player,201609110oti,min,KearJa00,defense,0,,,,,
player,201609110oti,min,KearJa00,def_pct,0%,,,,,
player,201609110oti,min,KearJa00,special_teams,13,,,,,
player,201609110oti,min,KearJa00,st_pct,45%,,,,,
player,201609110oti,min,LockJe00,pos,P,,,,,
player,201609110oti,min,LockJe00,offense,0,,,,,
player,201609110oti,min,LockJe00,off_pct,0%,,,,,
player,201609110oti,min,LockJe00,defense,0,,,,,
player,201609110oti,min,LockJe00,def_pct,0%,,,,,
player,201609110oti,min,LockJe00,special_teams,11,,,,,
player,201609110oti,min,LockJe00,st_pct,38%,,,,,
player,201609110oti,min,McDeKe00,pos,LS,,,,,
player,201609110oti,min,McDeKe00,offense,0,,,,,
player,201609110oti,min,McDeKe00,off_pct,0%,,,,,
player,201609110oti,min,McDeKe00,defense,0,,,,,
player,201609110oti,min,McDeKe00,def_pct,0%,,,,,
player,201609110oti,min,McDeKe00,special_teams,11,,,,,
player,201609110oti,min,McDeKe00,st_pct,38%,,,,,
