game,2016,9,20161106,201611060ram,car,"Carolina Panthers",13,ram,"Los Angeles Rams",10
player,201611060ram,car,AddiMa00,tackles_combined,3,,,,,
player,201611060ram,car,AddiMa00,tackles_solo,3,,,,,
player,201611060ram,car,AddiMa00,tackles_assists,0,,,,,
player,201611060ram,car,AddiMa00,tackles_loss,3,,,,,
player,201611060ram,car,AddiMa00,qb_hits,2,,,,,
player,201611060ram,car,AddiMa00,fumbles_rec,0,,,,,
player,201611060ram,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201611060ram,car,AddiMa00,fumbles_forced,0,,,,,
player,201611060ram,car,EalyKo00,def_int,0,,,,,
player,201611060ram,car,EalyKo00,def_int_yds,0,,,,,
player,201611060ram,car,EalyKo00,def_int_td,0,,,,,
player,201611060ram,car,EalyKo00,def_int_long,0,,,,,
player,201611060ram,car,EalyKo00,pass_defended,0,,,,,
player,201611060ram,car,EalyKo00,sacks,1.0,,,,,
player,201611060ram,car,EalyKo00,tackles_combined,3,,,,,
player,201611060ram,car,EalyKo00,tackles_solo,2,,,,,
player,201611060ram,car,EalyKo00,tackles_assists,1,,,,,
player,201611060ram,car,EalyKo00,tackles_loss,1,,,,,
player,201611060ram,car,EalyKo00,qb_hits,1,,,,,
player,201611060ram,car,EalyKo00,fumbles_rec,0,,,,,
player,201611060ram,car,EalyKo00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,EalyKo00,fumbles_rec_td,0,,,,,
player,201611060ram,car,EalyKo00,fumbles_forced,0,,,,,
player,201611060ram,car,ColeKu99,def_int,0,,,,,
player,201611060ram,car,ColeKu99,def_int_yds,0,,,,,
player,201611060ram,car,ColeKu99,def_int_td,0,,,,,
player,201611060ram,car,ColeKu99,def_int_long,0,,,,,
player,201611060ram,car,ColeKu99,pass_defended,0,,,,,
player,201611060ram,car,ColeKu99,sacks,0.0,,,,,
player,201611060ram,car,ColeKu99,tackles_combined,7,,,,,
player,201611060ram,car,ColeKu99,tackles_solo,6,,,,,
player,201611060ram,car,ColeKu99,tackles_assists,1,,,,,
player,201611060ram,car,ColeKu99,tackles_loss,0,,,,,
player,201611060ram,car,ColeKu99,qb_hits,0,,,,,
player,201611060ram,car,ColeKu99,fumbles_rec,0,,,,,
player,201611060ram,car,ColeKu99,fumbles_rec_yds,0,,,,,
player,201611060ram,car,ColeKu99,fumbles_rec_td,0,,,,,
player,201611060ram,car,ColeKu99,fumbles_forced,0,,,,,
player,201611060ram,car,KuecLu00,def_int,0,,,,,
player,201611060ram,car,KuecLu00,def_int_yds,0,,,,,
player,201611060ram,car,KuecLu00,def_int_td,0,,,,,
player,201611060ram,car,KuecLu00,def_int_long,0,,,,,
player,201611060ram,car,KuecLu00,pass_defended,0,,,,,
player,201611060ram,car,KuecLu00,sacks,0.0,,,,,
player,201611060ram,car,KuecLu00,tackles_combined,6,,,,,
player,201611060ram,car,KuecLu00,tackles_solo,4,,,,,
player,201611060ram,car,KuecLu00,tackles_assists,2,,,,,
player,201611060ram,car,KuecLu00,tackles_loss,0,,,,,
player,201611060ram,car,KuecLu00,qb_hits,0,,,,,
player,201611060ram,car,KuecLu00,fumbles_rec,0,,,,,
player,201611060ram,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201611060ram,car,KuecLu00,fumbles_forced,0,,,,,
player,201611060ram,car,GrifMi99,def_int,0,,,,,
player,201611060ram,car,GrifMi99,def_int_yds,0,,,,,
player,201611060ram,car,GrifMi99,def_int_td,0,,,,,
player,201611060ram,car,GrifMi99,def_int_long,0,,,,,
player,201611060ram,car,GrifMi99,pass_defended,0,,,,,
player,201611060ram,car,GrifMi99,sacks,0.0,,,,,
player,201611060ram,car,GrifMi99,tackles_combined,5,,,,,
player,201611060ram,car,GrifMi99,tackles_solo,5,,,,,
player,201611060ram,car,GrifMi99,tackles_assists,0,,,,,
player,201611060ram,car,GrifMi99,tackles_loss,0,,,,,
player,201611060ram,car,GrifMi99,qb_hits,0,,,,,
player,201611060ram,car,GrifMi99,fumbles_rec,0,,,,,
player,201611060ram,car,GrifMi99,fumbles_rec_yds,0,,,,,
player,201611060ram,car,GrifMi99,fumbles_rec_td,0,,,,,
player,201611060ram,car,GrifMi99,fumbles_forced,0,,,,,
player,201611060ram,car,WorlDa00,def_int,0,,,,,
player,201611060ram,car,WorlDa00,def_int_yds,0,,,,,
player,201611060ram,car,WorlDa00,def_int_td,0,,,,,
player,201611060ram,car,WorlDa00,def_int_long,0,,,,,
player,201611060ram,car,WorlDa00,pass_defended,1,,,,,
player,201611060ram,car,WorlDa00,sacks,0.0,,,,,
player,201611060ram,car,WorlDa00,tackles_combined,5,,,,,
player,201611060ram,car,WorlDa00,tackles_solo,4,,,,,
player,201611060ram,car,WorlDa00,tackles_assists,1,,,,,
player,201611060ram,car,WorlDa00,tackles_loss,0,,,,,
player,201611060ram,car,WorlDa00,qb_hits,0,,,,,
player,201611060ram,car,WorlDa00,fumbles_rec,0,,,,,
player,201611060ram,car,WorlDa00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,WorlDa00,fumbles_rec_td,0,,,,,
player,201611060ram,car,WorlDa00,fumbles_forced,0,,,,,
player,201611060ram,car,KleiAJ00,def_int,0,,,,,
player,201611060ram,car,KleiAJ00,def_int_yds,0,,,,,
player,201611060ram,car,KleiAJ00,def_int_td,0,,,,,
player,201611060ram,car,KleiAJ00,def_int_long,0,,,,,
player,201611060ram,car,KleiAJ00,pass_defended,0,,,,,
player,201611060ram,car,KleiAJ00,sacks,0.0,,,,,
player,201611060ram,car,KleiAJ00,tackles_combined,3,,,,,
player,201611060ram,car,KleiAJ00,tackles_solo,1,,,,,
player,201611060ram,car,KleiAJ00,tackles_assists,2,,,,,
player,201611060ram,car,KleiAJ00,tackles_loss,0,,,,,
player,201611060ram,car,KleiAJ00,qb_hits,0,,,,,
player,201611060ram,car,KleiAJ00,fumbles_rec,0,,,,,
player,201611060ram,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201611060ram,car,KleiAJ00,fumbles_forced,0,,,,,
player,201611060ram,car,BostTr00,def_int,0,,,,,
player,201611060ram,car,BostTr00,def_int_yds,0,,,,,
player,201611060ram,car,BostTr00,def_int_td,0,,,,,
player,201611060ram,car,BostTr00,def_int_long,0,,,,,
player,201611060ram,car,BostTr00,pass_defended,1,,,,,
player,201611060ram,car,BostTr00,sacks,0.0,,,,,
player,201611060ram,car,BostTr00,tackles_combined,2,,,,,
player,201611060ram,car,BostTr00,tackles_solo,2,,,,,
player,201611060ram,car,BostTr00,tackles_assists,0,,,,,
player,201611060ram,car,BostTr00,tackles_loss,0,,,,,
player,201611060ram,car,BostTr00,qb_hits,0,,,,,
player,201611060ram,car,BostTr00,fumbles_rec,0,,,,,
player,201611060ram,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,BostTr00,fumbles_rec_td,0,,,,,
player,201611060ram,car,BostTr00,fumbles_forced,0,,,,,
player,201611060ram,car,CashJe00,def_int,0,,,,,
player,201611060ram,car,CashJe00,def_int_yds,0,,,,,
player,201611060ram,car,CashJe00,def_int_td,0,,,,,
player,201611060ram,car,CashJe00,def_int_long,0,,,,,
player,201611060ram,car,CashJe00,pass_defended,0,,,,,
player,201611060ram,car,CashJe00,sacks,0.0,,,,,
player,201611060ram,car,CashJe00,tackles_combined,2,,,,,
player,201611060ram,car,CashJe00,tackles_solo,1,,,,,
player,201611060ram,car,CashJe00,tackles_assists,1,,,,,
player,201611060ram,car,CashJe00,tackles_loss,0,,,,,
player,201611060ram,car,CashJe00,qb_hits,0,,,,,
player,201611060ram,car,CashJe00,fumbles_rec,0,,,,,
player,201611060ram,car,CashJe00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,CashJe00,fumbles_rec_td,0,,,,,
player,201611060ram,car,CashJe00,fumbles_forced,0,,,,,
player,201611060ram,car,JohnLe03,def_int,0,,,,,
player,201611060ram,car,JohnLe03,def_int_yds,0,,,,,
player,201611060ram,car,JohnLe03,def_int_td,0,,,,,
player,201611060ram,car,JohnLe03,def_int_long,0,,,,,
player,201611060ram,car,JohnLe03,pass_defended,0,,,,,
player,201611060ram,car,JohnLe03,sacks,0.0,,,,,
player,201611060ram,car,JohnLe03,tackles_combined,2,,,,,
player,201611060ram,car,JohnLe03,tackles_solo,2,,,,,
player,201611060ram,car,JohnLe03,tackles_assists,0,,,,,
player,201611060ram,car,JohnLe03,tackles_loss,0,,,,,
player,201611060ram,car,JohnLe03,qb_hits,0,,,,,
player,201611060ram,car,JohnLe03,fumbles_rec,0,,,,,
player,201611060ram,car,JohnLe03,fumbles_rec_yds,0,,,,,
player,201611060ram,car,JohnLe03,fumbles_rec_td,0,,,,,
player,201611060ram,car,JohnLe03,fumbles_forced,0,,,,,
player,201611060ram,car,ShorKa00,def_int,0,,,,,
player,201611060ram,car,ShorKa00,def_int_yds,0,,,,,
player,201611060ram,car,ShorKa00,def_int_td,0,,,,,
player,201611060ram,car,ShorKa00,def_int_long,0,,,,,
player,201611060ram,car,ShorKa00,pass_defended,1,,,,,
player,201611060ram,car,ShorKa00,sacks,0.0,,,,,
player,201611060ram,car,ShorKa00,tackles_combined,2,,,,,
player,201611060ram,car,ShorKa00,tackles_solo,2,,,,,
player,201611060ram,car,ShorKa00,tackles_assists,0,,,,,
player,201611060ram,car,ShorKa00,tackles_loss,0,,,,,
player,201611060ram,car,ShorKa00,qb_hits,1,,,,,
player,201611060ram,car,ShorKa00,fumbles_rec,0,,,,,
player,201611060ram,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201611060ram,car,ShorKa00,fumbles_forced,0,,,,,
player,201611060ram,car,BradJa00,def_int,0,,,,,
player,201611060ram,car,BradJa00,def_int_yds,0,,,,,
player,201611060ram,car,BradJa00,def_int_td,0,,,,,
player,201611060ram,car,BradJa00,def_int_long,0,,,,,
player,201611060ram,car,BradJa00,pass_defended,2,,,,,
player,201611060ram,car,BradJa00,sacks,0.0,,,,,
player,201611060ram,car,BradJa00,tackles_combined,1,,,,,
player,201611060ram,car,BradJa00,tackles_solo,1,,,,,
player,201611060ram,car,BradJa00,tackles_assists,0,,,,,
player,201611060ram,car,BradJa00,tackles_loss,0,,,,,
player,201611060ram,car,BradJa00,qb_hits,0,,,,,
player,201611060ram,car,BradJa00,fumbles_rec,0,,,,,
player,201611060ram,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,BradJa00,fumbles_rec_td,0,,,,,
player,201611060ram,car,BradJa00,fumbles_forced,0,,,,,
player,201611060ram,car,BrowPh00,def_int,0,,,,,
player,201611060ram,car,BrowPh00,def_int_yds,,,,,,
player,201611060ram,car,BrowPh00,def_int_td,0,,,,,
player,201611060ram,car,BrowPh00,def_int_long,0,,,,,
player,201611060ram,car,BrowPh00,pass_defended,0,,,,,
player,201611060ram,car,BrowPh00,sacks,0.0,,,,,
player,201611060ram,car,BrowPh00,tackles_combined,1,,,,,
player,201611060ram,car,BrowPh00,tackles_solo,1,,,,,
player,201611060ram,car,BrowPh00,tackles_assists,0,,,,,
player,201611060ram,car,BrowPh00,tackles_loss,0,,,,,
player,201611060ram,car,BrowPh00,qb_hits,0,,,,,
player,201611060ram,car,BrowPh00,fumbles_rec,0,,,,,
player,201611060ram,car,BrowPh00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,BrowPh00,fumbles_rec_td,0,,,,,
player,201611060ram,car,BrowPh00,fumbles_forced,0,,,,,
player,201611060ram,car,GanoGr44,def_int,0,,,,,
player,201611060ram,car,GanoGr44,def_int_yds,0,,,,,
player,201611060ram,car,GanoGr44,def_int_td,0,,,,,
player,201611060ram,car,GanoGr44,def_int_long,0,,,,,
player,201611060ram,car,GanoGr44,pass_defended,0,,,,,
player,201611060ram,car,GanoGr44,sacks,0.0,,,,,
player,201611060ram,car,GanoGr44,tackles_combined,1,,,,,
player,201611060ram,car,GanoGr44,tackles_solo,1,,,,,
player,201611060ram,car,GanoGr44,tackles_assists,0,,,,,
player,201611060ram,car,GanoGr44,tackles_loss,0,,,,,
player,201611060ram,car,GanoGr44,qb_hits,0,,,,,
player,201611060ram,car,GanoGr44,fumbles_rec,0,,,,,
player,201611060ram,car,GanoGr44,fumbles_rec_yds,0,,,,,
player,201611060ram,car,GanoGr44,fumbles_rec_td,0,,,,,
player,201611060ram,car,GanoGr44,fumbles_forced,0,,,,,
player,201611060ram,car,HortWe00,def_int,0,,,,,
player,201611060ram,car,HortWe00,def_int_yds,0,,,,,
player,201611060ram,car,HortWe00,def_int_td,0,,,,,
player,201611060ram,car,HortWe00,def_int_long,0,,,,,
player,201611060ram,car,HortWe00,pass_defended,0,,,,,
player,201611060ram,car,HortWe00,sacks,0.0,,,,,
player,201611060ram,car,HortWe00,tackles_combined,1,,,,,
player,201611060ram,car,HortWe00,tackles_solo,0,,,,,
player,201611060ram,car,HortWe00,tackles_assists,1,,,,,
player,201611060ram,car,HortWe00,tackles_loss,0,,,,,
player,201611060ram,car,HortWe00,qb_hits,0,,,,,
player,201611060ram,car,HortWe00,fumbles_rec,0,,,,,
player,201611060ram,car,HortWe00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,HortWe00,fumbles_rec_td,0,,,,,
player,201611060ram,car,HortWe00,fumbles_forced,0,,,,,
player,201611060ram,car,JohnCh98,def_int,0,,,,,
player,201611060ram,car,JohnCh98,def_int_yds,0,,,,,
player,201611060ram,car,JohnCh98,def_int_td,0,,,,,
player,201611060ram,car,JohnCh98,def_int_long,0,,,,,
player,201611060ram,car,JohnCh98,pass_defended,1,,,,,
player,201611060ram,car,JohnCh98,sacks,0.0,,,,,
player,201611060ram,car,JohnCh98,tackles_combined,1,,,,,
player,201611060ram,car,JohnCh98,tackles_solo,1,,,,,
player,201611060ram,car,JohnCh98,tackles_assists,0,,,,,
player,201611060ram,car,JohnCh98,tackles_loss,0,,,,,
player,201611060ram,car,JohnCh98,qb_hits,0,,,,,
player,201611060ram,car,JohnCh98,fumbles_rec,0,,,,,
player,201611060ram,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201611060ram,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201611060ram,car,JohnCh98,fumbles_forced,0,,,,,
player,201611060ram,car,LotuSt00,def_int,0,,,,,
player,201611060ram,car,LotuSt00,def_int_yds,0,,,,,
player,201611060ram,car,LotuSt00,def_int_td,0,,,,,
player,201611060ram,car,LotuSt00,def_int_long,0,,,,,
player,201611060ram,car,LotuSt00,pass_defended,0,,,,,
player,201611060ram,car,LotuSt00,sacks,0.0,,,,,
player,201611060ram,car,LotuSt00,tackles_combined,0,,,,,
player,201611060ram,car,LotuSt00,tackles_solo,0,,,,,
player,201611060ram,car,LotuSt00,tackles_assists,0,,,,,
player,201611060ram,car,LotuSt00,tackles_loss,0,,,,,
player,201611060ram,car,LotuSt00,qb_hits,1,,,,,
player,201611060ram,car,LotuSt00,fumbles_rec,0,,,,,
player,201611060ram,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201611060ram,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201611060ram,car,LotuSt00,fumbles_forced,0,,,,,
player,201611060ram,car,SoliPa99,def_int,0,,,,,
player,201611060ram,car,SoliPa99,def_int_yds,0,,,,,
player,201611060ram,car,SoliPa99,def_int_td,0,,,,,
player,201611060ram,car,SoliPa99,def_int_long,0,,,,,
player,201611060ram,car,SoliPa99,pass_defended,0,,,,,
player,201611060ram,car,SoliPa99,sacks,0.0,,,,,
player,201611060ram,car,SoliPa99,tackles_combined,0,,,,,
player,201611060ram,car,SoliPa99,tackles_solo,0,,,,,
player,201611060ram,car,SoliPa99,tackles_assists,0,,,,,
player,201611060ram,car,SoliPa99,tackles_loss,0,,,,,
player,201611060ram,car,SoliPa99,qb_hits,1,,,,,
player,201611060ram,car,SoliPa99,fumbles_rec,0,,,,,
player,201611060ram,car,SoliPa99,fumbles_rec_yds,0,,,,,
player,201611060ram,car,SoliPa99,fumbles_rec_td,0,,,,,
player,201611060ram,car,SoliPa99,fumbles_forced,0,,,,,
player,201611060ram,ram,DonaAa00,def_int,0,,,,,
player,201611060ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201611060ram,ram,DonaAa00,def_int_td,0,,,,,
player,201611060ram,ram,DonaAa00,def_int_long,0,,,,,
player,201611060ram,ram,DonaAa00,pass_defended,0,,,,,
player,201611060ram,ram,DonaAa00,sacks,2.0,,,,,
player,201611060ram,ram,DonaAa00,tackles_combined,4,,,,,
player,201611060ram,ram,DonaAa00,tackles_solo,4,,,,,
player,201611060ram,ram,DonaAa00,tackles_assists,0,,,,,
player,201611060ram,ram,DonaAa00,tackles_loss,3,,,,,
player,201611060ram,ram,DonaAa00,qb_hits,2,,,,,
player,201611060ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201611060ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201611060ram,ram,BarrMa00,def_int,0,,,,,
player,201611060ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201611060ram,ram,BarrMa00,def_int_td,0,,,,,
player,201611060ram,ram,BarrMa00,def_int_long,0,,,,,
player,201611060ram,ram,BarrMa00,pass_defended,0,,,,,
player,201611060ram,ram,BarrMa00,sacks,1.0,,,,,
player,201611060ram,ram,BarrMa00,tackles_combined,9,,,,,
player,201611060ram,ram,BarrMa00,tackles_solo,9,,,,,
player,201611060ram,ram,BarrMa00,tackles_assists,0,,,,,
player,201611060ram,ram,BarrMa00,tackles_loss,2,,,,,
player,201611060ram,ram,BarrMa00,qb_hits,1,,,,,
player,201611060ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201611060ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201611060ram,ram,SimsEu99,def_int,0,,,,,
player,201611060ram,ram,SimsEu99,def_int_yds,0,,,,,
player,201611060ram,ram,SimsEu99,def_int_td,0,,,,,
player,201611060ram,ram,SimsEu99,def_int_long,0,,,,,
player,201611060ram,ram,SimsEu99,pass_defended,0,,,,,
player,201611060ram,ram,SimsEu99,sacks,1.0,,,,,
player,201611060ram,ram,SimsEu99,tackles_combined,3,,,,,
player,201611060ram,ram,SimsEu99,tackles_solo,3,,,,,
player,201611060ram,ram,SimsEu99,tackles_assists,0,,,,,
player,201611060ram,ram,SimsEu99,tackles_loss,2,,,,,
player,201611060ram,ram,SimsEu99,qb_hits,1,,,,,
player,201611060ram,ram,SimsEu99,fumbles_rec,0,,,,,
player,201611060ram,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201611060ram,ram,SimsEu99,fumbles_forced,0,,,,,
player,201611060ram,ram,ThomCa99,def_int,0,,,,,
player,201611060ram,ram,ThomCa99,def_int_yds,0,,,,,
player,201611060ram,ram,ThomCa99,def_int_td,0,,,,,
player,201611060ram,ram,ThomCa99,def_int_long,0,,,,,
player,201611060ram,ram,ThomCa99,pass_defended,0,,,,,
player,201611060ram,ram,ThomCa99,sacks,1.0,,,,,
player,201611060ram,ram,ThomCa99,tackles_combined,1,,,,,
player,201611060ram,ram,ThomCa99,tackles_solo,1,,,,,
player,201611060ram,ram,ThomCa99,tackles_assists,0,,,,,
player,201611060ram,ram,ThomCa99,tackles_loss,1,,,,,
player,201611060ram,ram,ThomCa99,qb_hits,1,,,,,
player,201611060ram,ram,ThomCa99,fumbles_rec,0,,,,,
player,201611060ram,ram,ThomCa99,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,ThomCa99,fumbles_rec_td,0,,,,,
player,201611060ram,ram,ThomCa99,fumbles_forced,0,,,,,
player,201611060ram,ram,OgleAl00,def_int,0,,,,,
player,201611060ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201611060ram,ram,OgleAl00,def_int_td,0,,,,,
player,201611060ram,ram,OgleAl00,def_int_long,0,,,,,
player,201611060ram,ram,OgleAl00,pass_defended,0,,,,,
player,201611060ram,ram,OgleAl00,sacks,0.0,,,,,
player,201611060ram,ram,OgleAl00,tackles_combined,9,,,,,
player,201611060ram,ram,OgleAl00,tackles_solo,7,,,,,
player,201611060ram,ram,OgleAl00,tackles_assists,2,,,,,
player,201611060ram,ram,OgleAl00,tackles_loss,0,,,,,
player,201611060ram,ram,OgleAl00,qb_hits,0,,,,,
player,201611060ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201611060ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201611060ram,ram,GainE.00,def_int,0,,,,,
player,201611060ram,ram,GainE.00,def_int_yds,0,,,,,
player,201611060ram,ram,GainE.00,def_int_td,0,,,,,
player,201611060ram,ram,GainE.00,def_int_long,0,,,,,
player,201611060ram,ram,GainE.00,pass_defended,1,,,,,
player,201611060ram,ram,GainE.00,sacks,0.0,,,,,
player,201611060ram,ram,GainE.00,tackles_combined,6,,,,,
player,201611060ram,ram,GainE.00,tackles_solo,6,,,,,
player,201611060ram,ram,GainE.00,tackles_assists,0,,,,,
player,201611060ram,ram,GainE.00,tackles_loss,0,,,,,
player,201611060ram,ram,GainE.00,qb_hits,0,,,,,
player,201611060ram,ram,GainE.00,fumbles_rec,0,,,,,
player,201611060ram,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,GainE.00,fumbles_forced,0,,,,,
player,201611060ram,ram,HayeWi99,def_int,0,,,,,
player,201611060ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201611060ram,ram,HayeWi99,def_int_td,0,,,,,
player,201611060ram,ram,HayeWi99,def_int_long,0,,,,,
player,201611060ram,ram,HayeWi99,pass_defended,0,,,,,
player,201611060ram,ram,HayeWi99,sacks,0.0,,,,,
player,201611060ram,ram,HayeWi99,tackles_combined,5,,,,,
player,201611060ram,ram,HayeWi99,tackles_solo,5,,,,,
player,201611060ram,ram,HayeWi99,tackles_assists,0,,,,,
player,201611060ram,ram,HayeWi99,tackles_loss,1,,,,,
player,201611060ram,ram,HayeWi99,qb_hits,0,,,,,
player,201611060ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201611060ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201611060ram,ram,HayeWi99,fumbles_forced,0,,,,,
player,201611060ram,ram,JohnTr05,def_int,0,,,,,
player,201611060ram,ram,JohnTr05,def_int_yds,0,,,,,
player,201611060ram,ram,JohnTr05,def_int_td,0,,,,,
player,201611060ram,ram,JohnTr05,def_int_long,0,,,,,
player,201611060ram,ram,JohnTr05,pass_defended,0,,,,,
player,201611060ram,ram,JohnTr05,sacks,0.0,,,,,
player,201611060ram,ram,JohnTr05,tackles_combined,4,,,,,
player,201611060ram,ram,JohnTr05,tackles_solo,3,,,,,
player,201611060ram,ram,JohnTr05,tackles_assists,1,,,,,
player,201611060ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201611060ram,ram,JohnTr05,qb_hits,0,,,,,
player,201611060ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201611060ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201611060ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201611060ram,ram,JoynLa00,def_int,0,,,,,
player,201611060ram,ram,JoynLa00,def_int_yds,0,,,,,
player,201611060ram,ram,JoynLa00,def_int_td,0,,,,,
player,201611060ram,ram,JoynLa00,def_int_long,0,,,,,
player,201611060ram,ram,JoynLa00,pass_defended,0,,,,,
player,201611060ram,ram,JoynLa00,sacks,0.0,,,,,
player,201611060ram,ram,JoynLa00,tackles_combined,4,,,,,
player,201611060ram,ram,JoynLa00,tackles_solo,3,,,,,
player,201611060ram,ram,JoynLa00,tackles_assists,1,,,,,
player,201611060ram,ram,JoynLa00,tackles_loss,0,,,,,
player,201611060ram,ram,JoynLa00,qb_hits,0,,,,,
player,201611060ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201611060ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201611060ram,ram,EaslDo00,def_int,0,,,,,
player,201611060ram,ram,EaslDo00,def_int_yds,0,,,,,
player,201611060ram,ram,EaslDo00,def_int_td,0,,,,,
player,201611060ram,ram,EaslDo00,def_int_long,0,,,,,
player,201611060ram,ram,EaslDo00,pass_defended,0,,,,,
player,201611060ram,ram,EaslDo00,sacks,0.0,,,,,
player,201611060ram,ram,EaslDo00,tackles_combined,2,,,,,
player,201611060ram,ram,EaslDo00,tackles_solo,1,,,,,
player,201611060ram,ram,EaslDo00,tackles_assists,1,,,,,
player,201611060ram,ram,EaslDo00,tackles_loss,0,,,,,
player,201611060ram,ram,EaslDo00,qb_hits,0,,,,,
player,201611060ram,ram,EaslDo00,fumbles_rec,0,,,,,
player,201611060ram,ram,EaslDo00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,EaslDo00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,EaslDo00,fumbles_forced,0,,,,,
player,201611060ram,ram,McDoTJ00,def_int,0,,,,,
player,201611060ram,ram,McDoTJ00,def_int_yds,0,,,,,
player,201611060ram,ram,McDoTJ00,def_int_td,0,,,,,
player,201611060ram,ram,McDoTJ00,def_int_long,0,,,,,
player,201611060ram,ram,McDoTJ00,pass_defended,0,,,,,
player,201611060ram,ram,McDoTJ00,sacks,0.0,,,,,
player,201611060ram,ram,McDoTJ00,tackles_combined,2,,,,,
player,201611060ram,ram,McDoTJ00,tackles_solo,2,,,,,
player,201611060ram,ram,McDoTJ00,tackles_assists,0,,,,,
player,201611060ram,ram,McDoTJ00,tackles_loss,0,,,,,
player,201611060ram,ram,McDoTJ00,qb_hits,0,,,,,
player,201611060ram,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201611060ram,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201611060ram,ram,AlexMa00,def_int,0,,,,,
player,201611060ram,ram,AlexMa00,def_int_yds,0,,,,,
player,201611060ram,ram,AlexMa00,def_int_td,0,,,,,
player,201611060ram,ram,AlexMa00,def_int_long,0,,,,,
player,201611060ram,ram,AlexMa00,pass_defended,0,,,,,
player,201611060ram,ram,AlexMa00,sacks,0.0,,,,,
player,201611060ram,ram,AlexMa00,tackles_combined,1,,,,,
player,201611060ram,ram,AlexMa00,tackles_solo,1,,,,,
player,201611060ram,ram,AlexMa00,tackles_assists,0,,,,,
player,201611060ram,ram,AlexMa00,tackles_loss,0,,,,,
player,201611060ram,ram,AlexMa00,qb_hits,0,,,,,
player,201611060ram,ram,AlexMa00,fumbles_rec,0,,,,,
player,201611060ram,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,AlexMa00,fumbles_forced,0,,,,,
