game,2016,4,20161002,201610020was,cle,"Cleveland Browns",20,was,"Washington Redskins",31
player,201610020was,cle,DaviDe00,def_int,0,,,,,
player,201610020was,cle,DaviDe00,def_int_yds,0,,,,,
player,201610020was,cle,DaviDe00,def_int_td,0,,,,,
player,201610020was,cle,DaviDe00,def_int_long,0,,,,,
player,201610020was,cle,DaviDe00,pass_defended,0,,,,,
player,201610020was,cle,DaviDe00,sacks,0.0,,,,,
player,201610020was,cle,DaviDe00,tackles_combined,5,,,,,
player,201610020was,cle,DaviDe00,tackles_solo,1,,,,,
player,201610020was,cle,DaviDe00,tackles_assists,4,,,,,
player,201610020was,cle,DaviDe00,tackles_loss,0,,,,,
player,201610020was,cle,DaviDe00,qb_hits,0,,,,,
player,201610020was,cle,DaviDe00,fumbles_rec,0,,,,,
player,201610020was,cle,DaviDe00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,DaviDe00,fumbles_rec_td,0,,,,,
player,201610020was,cle,DaviDe00,fumbles_forced,0,,,,,
player,201610020was,cle,HadeJo99,def_int,0,,,,,
player,201610020was,cle,HadeJo99,def_int_yds,0,,,,,
player,201610020was,cle,HadeJo99,def_int_td,0,,,,,
player,201610020was,cle,HadeJo99,def_int_long,0,,,,,
player,201610020was,cle,HadeJo99,pass_defended,0,,,,,
player,201610020was,cle,HadeJo99,sacks,0.0,,,,,
player,201610020was,cle,HadeJo99,tackles_combined,5,,,,,
player,201610020was,cle,HadeJo99,tackles_solo,4,,,,,
player,201610020was,cle,HadeJo99,tackles_assists,1,,,,,
player,201610020was,cle,HadeJo99,tackles_loss,0,,,,,
player,201610020was,cle,HadeJo99,qb_hits,0,,,,,
player,201610020was,cle,HadeJo99,fumbles_rec,0,,,,,
player,201610020was,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201610020was,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201610020was,cle,HadeJo99,fumbles_forced,0,,,,,
player,201610020was,cle,KindDe00,def_int,0,,,,,
player,201610020was,cle,KindDe00,def_int_yds,0,,,,,
player,201610020was,cle,KindDe00,def_int_td,0,,,,,
player,201610020was,cle,KindDe00,def_int_long,0,,,,,
player,201610020was,cle,KindDe00,pass_defended,0,,,,,
player,201610020was,cle,KindDe00,sacks,0.0,,,,,
player,201610020was,cle,KindDe00,tackles_combined,5,,,,,
player,201610020was,cle,KindDe00,tackles_solo,2,,,,,
player,201610020was,cle,KindDe00,tackles_assists,3,,,,,
player,201610020was,cle,KindDe00,tackles_loss,0,,,,,
player,201610020was,cle,KindDe00,qb_hits,0,,,,,
player,201610020was,cle,KindDe00,fumbles_rec,0,,,,,
player,201610020was,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201610020was,cle,KindDe00,fumbles_forced,0,,,,,
player,201610020was,cle,MedeJa00,def_int,0,,,,,
player,201610020was,cle,MedeJa00,def_int_yds,0,,,,,
player,201610020was,cle,MedeJa00,def_int_td,0,,,,,
player,201610020was,cle,MedeJa00,def_int_long,0,,,,,
player,201610020was,cle,MedeJa00,pass_defended,1,,,,,
player,201610020was,cle,MedeJa00,sacks,0.0,,,,,
player,201610020was,cle,MedeJa00,tackles_combined,5,,,,,
player,201610020was,cle,MedeJa00,tackles_solo,3,,,,,
player,201610020was,cle,MedeJa00,tackles_assists,2,,,,,
player,201610020was,cle,MedeJa00,tackles_loss,0,,,,,
player,201610020was,cle,MedeJa00,qb_hits,0,,,,,
player,201610020was,cle,MedeJa00,fumbles_rec,0,,,,,
player,201610020was,cle,MedeJa00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,MedeJa00,fumbles_rec_td,0,,,,,
player,201610020was,cle,MedeJa00,fumbles_forced,0,,,,,
player,201610020was,cle,SchoJo00,def_int,0,,,,,
player,201610020was,cle,SchoJo00,def_int_yds,0,,,,,
player,201610020was,cle,SchoJo00,def_int_td,0,,,,,
player,201610020was,cle,SchoJo00,def_int_long,0,,,,,
player,201610020was,cle,SchoJo00,pass_defended,0,,,,,
player,201610020was,cle,SchoJo00,sacks,0.0,,,,,
player,201610020was,cle,SchoJo00,tackles_combined,4,,,,,
player,201610020was,cle,SchoJo00,tackles_solo,1,,,,,
player,201610020was,cle,SchoJo00,tackles_assists,3,,,,,
player,201610020was,cle,SchoJo00,tackles_loss,0,,,,,
player,201610020was,cle,SchoJo00,qb_hits,0,,,,,
player,201610020was,cle,SchoJo00,fumbles_rec,0,,,,,
player,201610020was,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201610020was,cle,SchoJo00,fumbles_forced,0,,,,,
player,201610020was,cle,LemoCo00,def_int,0,,,,,
player,201610020was,cle,LemoCo00,def_int_yds,0,,,,,
player,201610020was,cle,LemoCo00,def_int_td,0,,,,,
player,201610020was,cle,LemoCo00,def_int_long,0,,,,,
player,201610020was,cle,LemoCo00,pass_defended,0,,,,,
player,201610020was,cle,LemoCo00,sacks,0.0,,,,,
player,201610020was,cle,LemoCo00,tackles_combined,3,,,,,
player,201610020was,cle,LemoCo00,tackles_solo,3,,,,,
player,201610020was,cle,LemoCo00,tackles_assists,0,,,,,
player,201610020was,cle,LemoCo00,tackles_loss,0,,,,,
player,201610020was,cle,LemoCo00,qb_hits,0,,,,,
player,201610020was,cle,LemoCo00,fumbles_rec,0,,,,,
player,201610020was,cle,LemoCo00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,LemoCo00,fumbles_rec_td,0,,,,,
player,201610020was,cle,LemoCo00,fumbles_forced,0,,,,,
player,201610020was,cle,ShelDa01,def_int,0,,,,,
player,201610020was,cle,ShelDa01,def_int_yds,0,,,,,
player,201610020was,cle,ShelDa01,def_int_td,0,,,,,
player,201610020was,cle,ShelDa01,def_int_long,0,,,,,
player,201610020was,cle,ShelDa01,pass_defended,0,,,,,
player,201610020was,cle,ShelDa01,sacks,0.0,,,,,
player,201610020was,cle,ShelDa01,tackles_combined,3,,,,,
player,201610020was,cle,ShelDa01,tackles_solo,0,,,,,
player,201610020was,cle,ShelDa01,tackles_assists,3,,,,,
player,201610020was,cle,ShelDa01,tackles_loss,0,,,,,
player,201610020was,cle,ShelDa01,qb_hits,0,,,,,
player,201610020was,cle,ShelDa01,fumbles_rec,0,,,,,
player,201610020was,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201610020was,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201610020was,cle,ShelDa01,fumbles_forced,0,,,,,
player,201610020was,cle,CoopXa00,def_int,0,,,,,
player,201610020was,cle,CoopXa00,def_int_yds,0,,,,,
player,201610020was,cle,CoopXa00,def_int_td,0,,,,,
player,201610020was,cle,CoopXa00,def_int_long,0,,,,,
player,201610020was,cle,CoopXa00,pass_defended,0,,,,,
player,201610020was,cle,CoopXa00,sacks,0.0,,,,,
player,201610020was,cle,CoopXa00,tackles_combined,2,,,,,
player,201610020was,cle,CoopXa00,tackles_solo,0,,,,,
player,201610020was,cle,CoopXa00,tackles_assists,2,,,,,
player,201610020was,cle,CoopXa00,tackles_loss,0,,,,,
player,201610020was,cle,CoopXa00,qb_hits,1,,,,,
player,201610020was,cle,CoopXa00,fumbles_rec,0,,,,,
player,201610020was,cle,CoopXa00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,CoopXa00,fumbles_rec_td,0,,,,,
player,201610020was,cle,CoopXa00,fumbles_forced,0,,,,,
player,201610020was,cle,PaeaSt00,def_int,0,,,,,
player,201610020was,cle,PaeaSt00,def_int_yds,0,,,,,
player,201610020was,cle,PaeaSt00,def_int_td,0,,,,,
player,201610020was,cle,PaeaSt00,def_int_long,0,,,,,
player,201610020was,cle,PaeaSt00,pass_defended,0,,,,,
player,201610020was,cle,PaeaSt00,sacks,0.0,,,,,
player,201610020was,cle,PaeaSt00,tackles_combined,2,,,,,
player,201610020was,cle,PaeaSt00,tackles_solo,1,,,,,
player,201610020was,cle,PaeaSt00,tackles_assists,1,,,,,
player,201610020was,cle,PaeaSt00,tackles_loss,0,,,,,
player,201610020was,cle,PaeaSt00,qb_hits,0,,,,,
player,201610020was,cle,PaeaSt00,fumbles_rec,0,,,,,
player,201610020was,cle,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,PaeaSt00,fumbles_rec_td,0,,,,,
player,201610020was,cle,PaeaSt00,fumbles_forced,0,,,,,
player,201610020was,cle,AlexDo01,def_int,0,,,,,
player,201610020was,cle,AlexDo01,def_int_yds,0,,,,,
player,201610020was,cle,AlexDo01,def_int_td,0,,,,,
player,201610020was,cle,AlexDo01,def_int_long,0,,,,,
player,201610020was,cle,AlexDo01,pass_defended,0,,,,,
player,201610020was,cle,AlexDo01,sacks,0.0,,,,,
player,201610020was,cle,AlexDo01,tackles_combined,1,,,,,
player,201610020was,cle,AlexDo01,tackles_solo,0,,,,,
player,201610020was,cle,AlexDo01,tackles_assists,1,,,,,
player,201610020was,cle,AlexDo01,tackles_loss,0,,,,,
player,201610020was,cle,AlexDo01,qb_hits,0,,,,,
player,201610020was,cle,AlexDo01,fumbles_rec,0,,,,,
player,201610020was,cle,AlexDo01,fumbles_rec_yds,0,,,,,
player,201610020was,cle,AlexDo01,fumbles_rec_td,0,,,,,
player,201610020was,cle,AlexDo01,fumbles_forced,0,,,,,
player,201610020was,cle,JoneDo02,def_int,0,,,,,
player,201610020was,cle,JoneDo02,def_int_yds,0,,,,,
player,201610020was,cle,JoneDo02,def_int_td,0,,,,,
player,201610020was,cle,JoneDo02,def_int_long,0,,,,,
player,201610020was,cle,JoneDo02,pass_defended,0,,,,,
player,201610020was,cle,JoneDo02,sacks,0.0,,,,,
player,201610020was,cle,JoneDo02,tackles_combined,1,,,,,
player,201610020was,cle,JoneDo02,tackles_solo,0,,,,,
player,201610020was,cle,JoneDo02,tackles_assists,1,,,,,
player,201610020was,cle,JoneDo02,tackles_loss,0,,,,,
player,201610020was,cle,JoneDo02,qb_hits,0,,,,,
player,201610020was,cle,JoneDo02,fumbles_rec,0,,,,,
player,201610020was,cle,JoneDo02,fumbles_rec_yds,0,,,,,
player,201610020was,cle,JoneDo02,fumbles_rec_td,0,,,,,
player,201610020was,cle,JoneDo02,fumbles_forced,0,,,,,
player,201610020was,cle,WrigGa00,def_int,0,,,,,
player,201610020was,cle,WrigGa00,def_int_yds,0,,,,,
player,201610020was,cle,WrigGa00,def_int_td,0,,,,,
player,201610020was,cle,WrigGa00,def_int_long,0,,,,,
player,201610020was,cle,WrigGa00,pass_defended,1,,,,,
player,201610020was,cle,WrigGa00,sacks,0.0,,,,,
player,201610020was,cle,WrigGa00,tackles_combined,1,,,,,
player,201610020was,cle,WrigGa00,tackles_solo,1,,,,,
player,201610020was,cle,WrigGa00,tackles_assists,0,,,,,
player,201610020was,cle,WrigGa00,tackles_loss,1,,,,,
player,201610020was,cle,WrigGa00,qb_hits,0,,,,,
player,201610020was,cle,WrigGa00,fumbles_rec,0,,,,,
player,201610020was,cle,WrigGa00,fumbles_rec_yds,0,,,,,
player,201610020was,cle,WrigGa00,fumbles_rec_td,0,,,,,
player,201610020was,cle,WrigGa00,fumbles_forced,0,,,,,
player,201610020was,cle,KessCo00,def_int,0,,,,,
player,201610020was,cle,KessCo00,def_int_yds,,,,,,
player,201610020was,cle,KessCo00,def_int_td,0,,,,,
player,201610020was,cle,KessCo00,def_int_long,0,,,,,
player,201610020was,cle,KessCo00,pass_defended,0,,,,,
player,201610020was,cle,KessCo00,sacks,0.0,,,,,
player,201610020was,cle,KessCo00,tackles_combined,0,,,,,
player,201610020was,cle,KessCo00,tackles_solo,0,,,,,
player,201610020was,cle,KessCo00,tackles_assists,0,,,,,
player,201610020was,cle,KessCo00,tackles_loss,,,,,,
player,201610020was,cle,KessCo00,qb_hits,,,,,,
player,201610020was,cle,KessCo00,fumbles_rec,1,,,,,
player,201610020was,cle,KessCo00,fumbles_rec_yds,-2,,,,,
player,201610020was,cle,KessCo00,fumbles_rec_td,0,,,,,
player,201610020was,cle,KessCo00,fumbles_forced,0,,,,,
player,201610020was,was,NormJo01,def_int,1,,,,,
player,201610020was,was,NormJo01,def_int_yds,1,,,,,
player,201610020was,was,NormJo01,def_int_td,0,,,,,
player,201610020was,was,NormJo01,def_int_long,1,,,,,
player,201610020was,was,NormJo01,pass_defended,1,,,,,
player,201610020was,was,NormJo01,sacks,0.0,,,,,
player,201610020was,was,NormJo01,tackles_combined,6,,,,,
player,201610020was,was,NormJo01,tackles_solo,4,,,,,
player,201610020was,was,NormJo01,tackles_assists,2,,,,,
player,201610020was,was,NormJo01,tackles_loss,1,,,,,
player,201610020was,was,NormJo01,qb_hits,0,,,,,
player,201610020was,was,NormJo01,fumbles_rec,0,,,,,
player,201610020was,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201610020was,was,NormJo01,fumbles_rec_td,0,,,,,
player,201610020was,was,NormJo01,fumbles_forced,0,,,,,
player,201610020was,was,MurpTr00,def_int,0,,,,,
player,201610020was,was,MurpTr00,def_int_yds,0,,,,,
player,201610020was,was,MurpTr00,def_int_td,0,,,,,
player,201610020was,was,MurpTr00,def_int_long,0,,,,,
player,201610020was,was,MurpTr00,pass_defended,0,,,,,
player,201610020was,was,MurpTr00,sacks,1.0,,,,,
player,201610020was,was,MurpTr00,tackles_combined,5,,,,,
player,201610020was,was,MurpTr00,tackles_solo,5,,,,,
player,201610020was,was,MurpTr00,tackles_assists,0,,,,,
player,201610020was,was,MurpTr00,tackles_loss,2,,,,,
player,201610020was,was,MurpTr00,qb_hits,1,,,,,
player,201610020was,was,MurpTr00,fumbles_rec,0,,,,,
player,201610020was,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201610020was,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201610020was,was,MurpTr00,fumbles_forced,0,,,,,
player,201610020was,was,CompWi00,def_int,0,,,,,
player,201610020was,was,CompWi00,def_int_yds,0,,,,,
player,201610020was,was,CompWi00,def_int_td,0,,,,,
player,201610020was,was,CompWi00,def_int_long,0,,,,,
player,201610020was,was,CompWi00,pass_defended,0,,,,,
player,201610020was,was,CompWi00,sacks,0.0,,,,,
player,201610020was,was,CompWi00,tackles_combined,11,,,,,
player,201610020was,was,CompWi00,tackles_solo,5,,,,,
player,201610020was,was,CompWi00,tackles_assists,6,,,,,
player,201610020was,was,CompWi00,tackles_loss,0,,,,,
player,201610020was,was,CompWi00,qb_hits,1,,,,,
player,201610020was,was,CompWi00,fumbles_rec,1,,,,,
player,201610020was,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201610020was,was,CompWi00,fumbles_rec_td,0,,,,,
player,201610020was,was,CompWi00,fumbles_forced,1,,,,,
player,201610020was,was,FullKe00,def_int,0,,,,,
player,201610020was,was,FullKe00,def_int_yds,0,,,,,
player,201610020was,was,FullKe00,def_int_td,0,,,,,
player,201610020was,was,FullKe00,def_int_long,0,,,,,
player,201610020was,was,FullKe00,pass_defended,0,,,,,
player,201610020was,was,FullKe00,sacks,0.0,,,,,
player,201610020was,was,FullKe00,tackles_combined,8,,,,,
player,201610020was,was,FullKe00,tackles_solo,7,,,,,
player,201610020was,was,FullKe00,tackles_assists,1,,,,,
player,201610020was,was,FullKe00,tackles_loss,0,,,,,
player,201610020was,was,FullKe00,qb_hits,0,,,,,
player,201610020was,was,FullKe00,fumbles_rec,0,,,,,
player,201610020was,was,FullKe00,fumbles_rec_yds,0,,,,,
player,201610020was,was,FullKe00,fumbles_rec_td,0,,,,,
player,201610020was,was,FullKe00,fumbles_forced,0,,,,,
player,201610020was,was,BlacWi20,def_int,0,,,,,
player,201610020was,was,BlacWi20,def_int_yds,0,,,,,
player,201610020was,was,BlacWi20,def_int_td,0,,,,,
player,201610020was,was,BlacWi20,def_int_long,0,,,,,
player,201610020was,was,BlacWi20,pass_defended,0,,,,,
player,201610020was,was,BlacWi20,sacks,0.0,,,,,
player,201610020was,was,BlacWi20,tackles_combined,7,,,,,
player,201610020was,was,BlacWi20,tackles_solo,4,,,,,
player,201610020was,was,BlacWi20,tackles_assists,3,,,,,
player,201610020was,was,BlacWi20,tackles_loss,0,,,,,
player,201610020was,was,BlacWi20,qb_hits,0,,,,,
player,201610020was,was,BlacWi20,fumbles_rec,0,,,,,
player,201610020was,was,BlacWi20,fumbles_rec_yds,0,,,,,
player,201610020was,was,BlacWi20,fumbles_rec_td,0,,,,,
player,201610020was,was,BlacWi20,fumbles_forced,0,,,,,
player,201610020was,was,BrutDa99,def_int,0,,,,,
player,201610020was,was,BrutDa99,def_int_yds,0,,,,,
player,201610020was,was,BrutDa99,def_int_td,0,,,,,
player,201610020was,was,BrutDa99,def_int_long,0,,,,,
player,201610020was,was,BrutDa99,pass_defended,0,,,,,
player,201610020was,was,BrutDa99,sacks,0.0,,,,,
player,201610020was,was,BrutDa99,tackles_combined,5,,,,,
player,201610020was,was,BrutDa99,tackles_solo,3,,,,,
player,201610020was,was,BrutDa99,tackles_assists,2,,,,,
player,201610020was,was,BrutDa99,tackles_loss,0,,,,,
player,201610020was,was,BrutDa99,qb_hits,0,,,,,
player,201610020was,was,BrutDa99,fumbles_rec,0,,,,,
player,201610020was,was,BrutDa99,fumbles_rec_yds,0,,,,,
player,201610020was,was,BrutDa99,fumbles_rec_td,0,,,,,
player,201610020was,was,BrutDa99,fumbles_forced,0,,,,,
player,201610020was,was,FostMa00,def_int,0,,,,,
player,201610020was,was,FostMa00,def_int_yds,0,,,,,
player,201610020was,was,FostMa00,def_int_td,0,,,,,
player,201610020was,was,FostMa00,def_int_long,0,,,,,
player,201610020was,was,FostMa00,pass_defended,0,,,,,
player,201610020was,was,FostMa00,sacks,0.0,,,,,
player,201610020was,was,FostMa00,tackles_combined,5,,,,,
player,201610020was,was,FostMa00,tackles_solo,3,,,,,
player,201610020was,was,FostMa00,tackles_assists,2,,,,,
player,201610020was,was,FostMa00,tackles_loss,0,,,,,
player,201610020was,was,FostMa00,qb_hits,1,,,,,
player,201610020was,was,FostMa00,fumbles_rec,0,,,,,
player,201610020was,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201610020was,was,FostMa00,fumbles_rec_td,0,,,,,
player,201610020was,was,FostMa00,fumbles_forced,0,,,,,
player,201610020was,was,BakeCh99,def_int,0,,,,,
player,201610020was,was,BakeCh99,def_int_yds,0,,,,,
player,201610020was,was,BakeCh99,def_int_td,0,,,,,
player,201610020was,was,BakeCh99,def_int_long,0,,,,,
player,201610020was,was,BakeCh99,pass_defended,0,,,,,
player,201610020was,was,BakeCh99,sacks,0.0,,,,,
player,201610020was,was,BakeCh99,tackles_combined,4,,,,,
player,201610020was,was,BakeCh99,tackles_solo,2,,,,,
player,201610020was,was,BakeCh99,tackles_assists,2,,,,,
player,201610020was,was,BakeCh99,tackles_loss,1,,,,,
player,201610020was,was,BakeCh99,qb_hits,1,,,,,
player,201610020was,was,BakeCh99,fumbles_rec,0,,,,,
player,201610020was,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201610020was,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201610020was,was,BakeCh99,fumbles_forced,0,,,,,
player,201610020was,was,DunbQu00,def_int,0,,,,,
player,201610020was,was,DunbQu00,def_int_yds,0,,,,,
player,201610020was,was,DunbQu00,def_int_td,0,,,,,
player,201610020was,was,DunbQu00,def_int_long,0,,,,,
player,201610020was,was,DunbQu00,pass_defended,0,,,,,
player,201610020was,was,DunbQu00,sacks,0.0,,,,,
player,201610020was,was,DunbQu00,tackles_combined,4,,,,,
player,201610020was,was,DunbQu00,tackles_solo,2,,,,,
player,201610020was,was,DunbQu00,tackles_assists,2,,,,,
player,201610020was,was,DunbQu00,tackles_loss,0,,,,,
player,201610020was,was,DunbQu00,qb_hits,0,,,,,
player,201610020was,was,DunbQu00,fumbles_rec,1,,,,,
player,201610020was,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201610020was,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201610020was,was,DunbQu00,fumbles_forced,0,,,,,
player,201610020was,was,SmitPr00,def_int,0,,,,,
player,201610020was,was,SmitPr00,def_int_yds,0,,,,,
player,201610020was,was,SmitPr00,def_int_td,0,,,,,
player,201610020was,was,SmitPr00,def_int_long,0,,,,,
player,201610020was,was,SmitPr00,pass_defended,0,,,,,
player,201610020was,was,SmitPr00,sacks,0.0,,,,,
player,201610020was,was,SmitPr00,tackles_combined,4,,,,,
player,201610020was,was,SmitPr00,tackles_solo,3,,,,,
player,201610020was,was,SmitPr00,tackles_assists,1,,,,,
player,201610020was,was,SmitPr00,tackles_loss,2,,,,,
player,201610020was,was,SmitPr00,qb_hits,2,,,,,
player,201610020was,was,SmitPr00,fumbles_rec,0,,,,,
player,201610020was,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201610020was,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201610020was,was,SmitPr00,fumbles_forced,0,,,,,
player,201610020was,was,CravSu00,def_int,0,,,,,
player,201610020was,was,CravSu00,def_int_yds,0,,,,,
player,201610020was,was,CravSu00,def_int_td,0,,,,,
player,201610020was,was,CravSu00,def_int_long,0,,,,,
player,201610020was,was,CravSu00,pass_defended,1,,,,,
player,201610020was,was,CravSu00,sacks,0.0,,,,,
player,201610020was,was,CravSu00,tackles_combined,3,,,,,
player,201610020was,was,CravSu00,tackles_solo,2,,,,,
player,201610020was,was,CravSu00,tackles_assists,1,,,,,
player,201610020was,was,CravSu00,tackles_loss,1,,,,,
player,201610020was,was,CravSu00,qb_hits,0,,,,,
player,201610020was,was,CravSu00,fumbles_rec,0,,,,,
player,201610020was,was,CravSu00,fumbles_rec_yds,0,,,,,
player,201610020was,was,CravSu00,fumbles_rec_td,0,,,,,
player,201610020was,was,CravSu00,fumbles_forced,0,,,,,
player,201610020was,was,ReyeKe00,def_int,0,,,,,
player,201610020was,was,ReyeKe00,def_int_yds,0,,,,,
player,201610020was,was,ReyeKe00,def_int_td,0,,,,,
player,201610020was,was,ReyeKe00,def_int_long,0,,,,,
player,201610020was,was,ReyeKe00,pass_defended,0,,,,,
player,201610020was,was,ReyeKe00,sacks,0.0,,,,,
player,201610020was,was,ReyeKe00,tackles_combined,3,,,,,
player,201610020was,was,ReyeKe00,tackles_solo,2,,,,,
player,201610020was,was,ReyeKe00,tackles_assists,1,,,,,
player,201610020was,was,ReyeKe00,tackles_loss,0,,,,,
player,201610020was,was,ReyeKe00,qb_hits,0,,,,,
player,201610020was,was,ReyeKe00,fumbles_rec,0,,,,,
player,201610020was,was,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201610020was,was,ReyeKe00,fumbles_rec_td,0,,,,,
player,201610020was,was,ReyeKe00,fumbles_forced,0,,,,,
player,201610020was,was,IhenDu00,def_int,0,,,,,
player,201610020was,was,IhenDu00,def_int_yds,0,,,,,
player,201610020was,was,IhenDu00,def_int_td,0,,,,,
player,201610020was,was,IhenDu00,def_int_long,0,,,,,
player,201610020was,was,IhenDu00,pass_defended,0,,,,,
player,201610020was,was,IhenDu00,sacks,0.0,,,,,
player,201610020was,was,IhenDu00,tackles_combined,2,,,,,
player,201610020was,was,IhenDu00,tackles_solo,2,,,,,
player,201610020was,was,IhenDu00,tackles_assists,0,,,,,
player,201610020was,was,IhenDu00,tackles_loss,0,,,,,
player,201610020was,was,IhenDu00,qb_hits,1,,,,,
player,201610020was,was,IhenDu00,fumbles_rec,0,,,,,
player,201610020was,was,IhenDu00,fumbles_rec_yds,0,,,,,
player,201610020was,was,IhenDu00,fumbles_rec_td,0,,,,,
player,201610020was,was,IhenDu00,fumbles_forced,0,,,,,
player,201610020was,was,BateHo00,def_int,0,,,,,
player,201610020was,was,BateHo00,def_int_yds,0,,,,,
player,201610020was,was,BateHo00,def_int_td,0,,,,,
player,201610020was,was,BateHo00,def_int_long,0,,,,,
player,201610020was,was,BateHo00,pass_defended,0,,,,,
player,201610020was,was,BateHo00,sacks,0.0,,,,,
player,201610020was,was,BateHo00,tackles_combined,1,,,,,
player,201610020was,was,BateHo00,tackles_solo,0,,,,,
player,201610020was,was,BateHo00,tackles_assists,1,,,,,
player,201610020was,was,BateHo00,tackles_loss,0,,,,,
player,201610020was,was,BateHo00,qb_hits,0,,,,,
player,201610020was,was,BateHo00,fumbles_rec,0,,,,,
player,201610020was,was,BateHo00,fumbles_rec_yds,0,,,,,
player,201610020was,was,BateHo00,fumbles_rec_td,0,,,,,
player,201610020was,was,BateHo00,fumbles_forced,0,,,,,
player,201610020was,was,HoodEv99,def_int,0,,,,,
player,201610020was,was,HoodEv99,def_int_yds,0,,,,,
player,201610020was,was,HoodEv99,def_int_td,0,,,,,
player,201610020was,was,HoodEv99,def_int_long,0,,,,,
player,201610020was,was,HoodEv99,pass_defended,0,,,,,
player,201610020was,was,HoodEv99,sacks,0.0,,,,,
player,201610020was,was,HoodEv99,tackles_combined,1,,,,,
player,201610020was,was,HoodEv99,tackles_solo,1,,,,,
player,201610020was,was,HoodEv99,tackles_assists,0,,,,,
player,201610020was,was,HoodEv99,tackles_loss,0,,,,,
player,201610020was,was,HoodEv99,qb_hits,1,,,,,
player,201610020was,was,HoodEv99,fumbles_rec,0,,,,,
player,201610020was,was,HoodEv99,fumbles_rec_yds,0,,,,,
player,201610020was,was,HoodEv99,fumbles_rec_td,0,,,,,
player,201610020was,was,HoodEv99,fumbles_forced,1,,,,,
player,201610020was,was,JeanRi99,def_int,0,,,,,
player,201610020was,was,JeanRi99,def_int_yds,0,,,,,
player,201610020was,was,JeanRi99,def_int_td,0,,,,,
player,201610020was,was,JeanRi99,def_int_long,0,,,,,
player,201610020was,was,JeanRi99,pass_defended,0,,,,,
player,201610020was,was,JeanRi99,sacks,0.0,,,,,
player,201610020was,was,JeanRi99,tackles_combined,1,,,,,
player,201610020was,was,JeanRi99,tackles_solo,1,,,,,
player,201610020was,was,JeanRi99,tackles_assists,0,,,,,
player,201610020was,was,JeanRi99,tackles_loss,0,,,,,
player,201610020was,was,JeanRi99,qb_hits,0,,,,,
player,201610020was,was,JeanRi99,fumbles_rec,0,,,,,
player,201610020was,was,JeanRi99,fumbles_rec_yds,0,,,,,
player,201610020was,was,JeanRi99,fumbles_rec_td,0,,,,,
player,201610020was,was,JeanRi99,fumbles_forced,0,,,,,
player,201610020was,was,JenkCu20,def_int,0,,,,,
player,201610020was,was,JenkCu20,def_int_yds,0,,,,,
player,201610020was,was,JenkCu20,def_int_td,0,,,,,
player,201610020was,was,JenkCu20,def_int_long,0,,,,,
player,201610020was,was,JenkCu20,pass_defended,0,,,,,
player,201610020was,was,JenkCu20,sacks,0.0,,,,,
player,201610020was,was,JenkCu20,tackles_combined,1,,,,,
player,201610020was,was,JenkCu20,tackles_solo,1,,,,,
player,201610020was,was,JenkCu20,tackles_assists,0,,,,,
player,201610020was,was,JenkCu20,tackles_loss,0,,,,,
player,201610020was,was,JenkCu20,qb_hits,0,,,,,
player,201610020was,was,JenkCu20,fumbles_rec,0,,,,,
player,201610020was,was,JenkCu20,fumbles_rec_yds,0,,,,,
player,201610020was,was,JenkCu20,fumbles_rec_td,0,,,,,
player,201610020was,was,JenkCu20,fumbles_forced,0,,,,,
player,201610020was,was,PaulNi00,def_int,0,,,,,
player,201610020was,was,PaulNi00,def_int_yds,0,,,,,
player,201610020was,was,PaulNi00,def_int_td,0,,,,,
player,201610020was,was,PaulNi00,def_int_long,0,,,,,
player,201610020was,was,PaulNi00,pass_defended,0,,,,,
player,201610020was,was,PaulNi00,sacks,0.0,,,,,
player,201610020was,was,PaulNi00,tackles_combined,1,,,,,
player,201610020was,was,PaulNi00,tackles_solo,1,,,,,
player,201610020was,was,PaulNi00,tackles_assists,0,,,,,
player,201610020was,was,PaulNi00,tackles_loss,0,,,,,
player,201610020was,was,PaulNi00,qb_hits,0,,,,,
