game,2016,12,20161127,201611270cle,nyg,"New York Giants",27,cle,"Cleveland Browns",13
player,201611270cle,nyg,JenkJa03,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,JenkJa03,fumbles_forced,0,,,,,
player,201611270cle,nyg,HankJo00,def_int,0,,,,,
player,201611270cle,nyg,HankJo00,def_int_yds,0,,,,,
player,201611270cle,nyg,HankJo00,def_int_td,0,,,,,
player,201611270cle,nyg,HankJo00,def_int_long,0,,,,,
player,201611270cle,nyg,HankJo00,pass_defended,0,,,,,
player,201611270cle,nyg,HankJo00,sacks,1.0,,,,,
player,201611270cle,nyg,HankJo00,tackles_combined,2,,,,,
player,201611270cle,nyg,HankJo00,tackles_solo,1,,,,,
player,201611270cle,nyg,HankJo00,tackles_assists,1,,,,,
player,201611270cle,nyg,HankJo00,tackles_loss,0,,,,,
player,201611270cle,nyg,HankJo00,qb_hits,1,,,,,
player,201611270cle,nyg,HankJo00,fumbles_rec,0,,,,,
player,201611270cle,nyg,HankJo00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,HankJo00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,HankJo00,fumbles_forced,1,,,,,
player,201611270cle,nyg,HarrDa03,def_int,0,,,,,
player,201611270cle,nyg,HarrDa03,def_int_yds,0,,,,,
player,201611270cle,nyg,HarrDa03,def_int_td,0,,,,,
player,201611270cle,nyg,HarrDa03,def_int_long,0,,,,,
player,201611270cle,nyg,HarrDa03,pass_defended,0,,,,,
player,201611270cle,nyg,HarrDa03,sacks,0.0,,,,,
player,201611270cle,nyg,HarrDa03,tackles_combined,9,,,,,
player,201611270cle,nyg,HarrDa03,tackles_solo,4,,,,,
player,201611270cle,nyg,HarrDa03,tackles_assists,5,,,,,
player,201611270cle,nyg,HarrDa03,tackles_loss,0,,,,,
player,201611270cle,nyg,HarrDa03,qb_hits,0,,,,,
player,201611270cle,nyg,HarrDa03,fumbles_rec,0,,,,,
player,201611270cle,nyg,HarrDa03,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,HarrDa03,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,HarrDa03,fumbles_forced,1,,,,,
player,201611270cle,nyg,CollLa00,def_int,0,,,,,
player,201611270cle,nyg,CollLa00,def_int_yds,0,,,,,
player,201611270cle,nyg,CollLa00,def_int_td,0,,,,,
player,201611270cle,nyg,CollLa00,def_int_long,0,,,,,
player,201611270cle,nyg,CollLa00,pass_defended,0,,,,,
player,201611270cle,nyg,CollLa00,sacks,0.0,,,,,
player,201611270cle,nyg,CollLa00,tackles_combined,7,,,,,
player,201611270cle,nyg,CollLa00,tackles_solo,6,,,,,
player,201611270cle,nyg,CollLa00,tackles_assists,1,,,,,
player,201611270cle,nyg,CollLa00,tackles_loss,0,,,,,
player,201611270cle,nyg,CollLa00,qb_hits,0,,,,,
player,201611270cle,nyg,CollLa00,fumbles_rec,0,,,,,
player,201611270cle,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,CollLa00,fumbles_forced,0,,,,,
player,201611270cle,nyg,RobiKe01,def_int,0,,,,,
player,201611270cle,nyg,RobiKe01,def_int_yds,0,,,,,
player,201611270cle,nyg,RobiKe01,def_int_td,0,,,,,
player,201611270cle,nyg,RobiKe01,def_int_long,0,,,,,
player,201611270cle,nyg,RobiKe01,pass_defended,0,,,,,
player,201611270cle,nyg,RobiKe01,sacks,0.0,,,,,
player,201611270cle,nyg,RobiKe01,tackles_combined,5,,,,,
player,201611270cle,nyg,RobiKe01,tackles_solo,4,,,,,
player,201611270cle,nyg,RobiKe01,tackles_assists,1,,,,,
player,201611270cle,nyg,RobiKe01,tackles_loss,0,,,,,
player,201611270cle,nyg,RobiKe01,qb_hits,0,,,,,
player,201611270cle,nyg,RobiKe01,fumbles_rec,0,,,,,
player,201611270cle,nyg,RobiKe01,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,RobiKe01,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,RobiKe01,fumbles_forced,0,,,,,
player,201611270cle,nyg,CasiJo99,def_int,0,,,,,
player,201611270cle,nyg,CasiJo99,def_int_yds,0,,,,,
player,201611270cle,nyg,CasiJo99,def_int_td,0,,,,,
player,201611270cle,nyg,CasiJo99,def_int_long,0,,,,,
player,201611270cle,nyg,CasiJo99,pass_defended,0,,,,,
player,201611270cle,nyg,CasiJo99,sacks,0.0,,,,,
player,201611270cle,nyg,CasiJo99,tackles_combined,4,,,,,
player,201611270cle,nyg,CasiJo99,tackles_solo,3,,,,,
player,201611270cle,nyg,CasiJo99,tackles_assists,1,,,,,
player,201611270cle,nyg,CasiJo99,tackles_loss,0,,,,,
player,201611270cle,nyg,CasiJo99,qb_hits,0,,,,,
player,201611270cle,nyg,CasiJo99,fumbles_rec,0,,,,,
player,201611270cle,nyg,CasiJo99,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,CasiJo99,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,CasiJo99,fumbles_forced,0,,,,,
player,201611270cle,nyg,ShepKe00,def_int,0,,,,,
player,201611270cle,nyg,ShepKe00,def_int_yds,0,,,,,
player,201611270cle,nyg,ShepKe00,def_int_td,0,,,,,
player,201611270cle,nyg,ShepKe00,def_int_long,0,,,,,
player,201611270cle,nyg,ShepKe00,pass_defended,0,,,,,
player,201611270cle,nyg,ShepKe00,sacks,0.0,,,,,
player,201611270cle,nyg,ShepKe00,tackles_combined,4,,,,,
player,201611270cle,nyg,ShepKe00,tackles_solo,2,,,,,
player,201611270cle,nyg,ShepKe00,tackles_assists,2,,,,,
player,201611270cle,nyg,ShepKe00,tackles_loss,0,,,,,
player,201611270cle,nyg,ShepKe00,qb_hits,0,,,,,
player,201611270cle,nyg,ShepKe00,fumbles_rec,0,,,,,
player,201611270cle,nyg,ShepKe00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,ShepKe00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,ShepKe00,fumbles_forced,0,,,,,
player,201611270cle,nyg,GoodB.00,def_int,0,,,,,
player,201611270cle,nyg,GoodB.00,def_int_yds,0,,,,,
player,201611270cle,nyg,GoodB.00,def_int_td,0,,,,,
player,201611270cle,nyg,GoodB.00,def_int_long,0,,,,,
player,201611270cle,nyg,GoodB.00,pass_defended,0,,,,,
player,201611270cle,nyg,GoodB.00,sacks,0.0,,,,,
player,201611270cle,nyg,GoodB.00,tackles_combined,3,,,,,
player,201611270cle,nyg,GoodB.00,tackles_solo,1,,,,,
player,201611270cle,nyg,GoodB.00,tackles_assists,2,,,,,
player,201611270cle,nyg,GoodB.00,tackles_loss,0,,,,,
player,201611270cle,nyg,GoodB.00,qb_hits,0,,,,,
player,201611270cle,nyg,GoodB.00,fumbles_rec,0,,,,,
player,201611270cle,nyg,GoodB.00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,GoodB.00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,GoodB.00,fumbles_forced,0,,,,,
player,201611270cle,nyg,KennDe00,def_int,0,,,,,
player,201611270cle,nyg,KennDe00,def_int_yds,0,,,,,
player,201611270cle,nyg,KennDe00,def_int_td,0,,,,,
player,201611270cle,nyg,KennDe00,def_int_long,0,,,,,
player,201611270cle,nyg,KennDe00,pass_defended,0,,,,,
player,201611270cle,nyg,KennDe00,sacks,0.0,,,,,
player,201611270cle,nyg,KennDe00,tackles_combined,3,,,,,
player,201611270cle,nyg,KennDe00,tackles_solo,3,,,,,
player,201611270cle,nyg,KennDe00,tackles_assists,0,,,,,
player,201611270cle,nyg,KennDe00,tackles_loss,1,,,,,
player,201611270cle,nyg,KennDe00,qb_hits,0,,,,,
player,201611270cle,nyg,KennDe00,fumbles_rec,1,,,,,
player,201611270cle,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,KennDe00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,KennDe00,fumbles_forced,0,,,,,
player,201611270cle,nyg,ApplEl00,def_int,0,,,,,
player,201611270cle,nyg,ApplEl00,def_int_yds,0,,,,,
player,201611270cle,nyg,ApplEl00,def_int_td,0,,,,,
player,201611270cle,nyg,ApplEl00,def_int_long,0,,,,,
player,201611270cle,nyg,ApplEl00,pass_defended,0,,,,,
player,201611270cle,nyg,ApplEl00,sacks,0.0,,,,,
player,201611270cle,nyg,ApplEl00,tackles_combined,2,,,,,
player,201611270cle,nyg,ApplEl00,tackles_solo,2,,,,,
player,201611270cle,nyg,ApplEl00,tackles_assists,0,,,,,
player,201611270cle,nyg,ApplEl00,tackles_loss,0,,,,,
player,201611270cle,nyg,ApplEl00,qb_hits,0,,,,,
player,201611270cle,nyg,ApplEl00,fumbles_rec,0,,,,,
player,201611270cle,nyg,ApplEl00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,ApplEl00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,ApplEl00,fumbles_forced,0,,,,,
player,201611270cle,nyg,HarrDw00,def_int,0,,,,,
player,201611270cle,nyg,HarrDw00,def_int_yds,,,,,,
player,201611270cle,nyg,HarrDw00,def_int_td,0,,,,,
player,201611270cle,nyg,HarrDw00,def_int_long,0,,,,,
player,201611270cle,nyg,HarrDw00,pass_defended,0,,,,,
player,201611270cle,nyg,HarrDw00,sacks,0.0,,,,,
player,201611270cle,nyg,HarrDw00,tackles_combined,2,,,,,
player,201611270cle,nyg,HarrDw00,tackles_solo,0,,,,,
player,201611270cle,nyg,HarrDw00,tackles_assists,2,,,,,
player,201611270cle,nyg,HarrDw00,tackles_loss,0,,,,,
player,201611270cle,nyg,HarrDw00,qb_hits,0,,,,,
player,201611270cle,nyg,HarrDw00,fumbles_rec,0,,,,,
player,201611270cle,nyg,HarrDw00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,HarrDw00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,HarrDw00,fumbles_forced,0,,,,,
player,201611270cle,nyg,OkwaRo01,def_int,0,,,,,
player,201611270cle,nyg,OkwaRo01,def_int_yds,0,,,,,
player,201611270cle,nyg,OkwaRo01,def_int_td,0,,,,,
player,201611270cle,nyg,OkwaRo01,def_int_long,0,,,,,
player,201611270cle,nyg,OkwaRo01,pass_defended,1,,,,,
player,201611270cle,nyg,OkwaRo01,sacks,0.0,,,,,
player,201611270cle,nyg,OkwaRo01,tackles_combined,2,,,,,
player,201611270cle,nyg,OkwaRo01,tackles_solo,1,,,,,
player,201611270cle,nyg,OkwaRo01,tackles_assists,1,,,,,
player,201611270cle,nyg,OkwaRo01,tackles_loss,0,,,,,
player,201611270cle,nyg,OkwaRo01,qb_hits,0,,,,,
player,201611270cle,nyg,OkwaRo01,fumbles_rec,0,,,,,
player,201611270cle,nyg,OkwaRo01,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,OkwaRo01,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,OkwaRo01,fumbles_forced,0,,,,,
player,201611270cle,nyg,RodgDo99,def_int,0,,,,,
player,201611270cle,nyg,RodgDo99,def_int_yds,0,,,,,
player,201611270cle,nyg,RodgDo99,def_int_td,0,,,,,
player,201611270cle,nyg,RodgDo99,def_int_long,0,,,,,
player,201611270cle,nyg,RodgDo99,pass_defended,1,,,,,
player,201611270cle,nyg,RodgDo99,sacks,0.0,,,,,
player,201611270cle,nyg,RodgDo99,tackles_combined,2,,,,,
player,201611270cle,nyg,RodgDo99,tackles_solo,2,,,,,
player,201611270cle,nyg,RodgDo99,tackles_assists,0,,,,,
player,201611270cle,nyg,RodgDo99,tackles_loss,0,,,,,
player,201611270cle,nyg,RodgDo99,qb_hits,0,,,,,
player,201611270cle,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201611270cle,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201611270cle,nyg,AdamAn00,def_int,0,,,,,
player,201611270cle,nyg,AdamAn00,def_int_yds,0,,,,,
player,201611270cle,nyg,AdamAn00,def_int_td,0,,,,,
player,201611270cle,nyg,AdamAn00,def_int_long,0,,,,,
player,201611270cle,nyg,AdamAn00,pass_defended,1,,,,,
player,201611270cle,nyg,AdamAn00,sacks,0.0,,,,,
player,201611270cle,nyg,AdamAn00,tackles_combined,1,,,,,
player,201611270cle,nyg,AdamAn00,tackles_solo,1,,,,,
player,201611270cle,nyg,AdamAn00,tackles_assists,0,,,,,
player,201611270cle,nyg,AdamAn00,tackles_loss,0,,,,,
player,201611270cle,nyg,AdamAn00,qb_hits,0,,,,,
player,201611270cle,nyg,AdamAn00,fumbles_rec,0,,,,,
player,201611270cle,nyg,AdamAn00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,AdamAn00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,AdamAn00,fumbles_forced,0,,,,,
player,201611270cle,nyg,BerhNa00,def_int,0,,,,,
player,201611270cle,nyg,BerhNa00,def_int_yds,0,,,,,
player,201611270cle,nyg,BerhNa00,def_int_td,0,,,,,
player,201611270cle,nyg,BerhNa00,def_int_long,0,,,,,
player,201611270cle,nyg,BerhNa00,pass_defended,0,,,,,
player,201611270cle,nyg,BerhNa00,sacks,0.0,,,,,
player,201611270cle,nyg,BerhNa00,tackles_combined,1,,,,,
player,201611270cle,nyg,BerhNa00,tackles_solo,1,,,,,
player,201611270cle,nyg,BerhNa00,tackles_assists,0,,,,,
player,201611270cle,nyg,BerhNa00,tackles_loss,0,,,,,
player,201611270cle,nyg,BerhNa00,qb_hits,0,,,,,
player,201611270cle,nyg,BerhNa00,fumbles_rec,0,,,,,
player,201611270cle,nyg,BerhNa00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,BerhNa00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,BerhNa00,fumbles_forced,0,,,,,
player,201611270cle,nyg,HerzMa00,def_int,0,,,,,
player,201611270cle,nyg,HerzMa00,def_int_yds,0,,,,,
player,201611270cle,nyg,HerzMa00,def_int_td,0,,,,,
player,201611270cle,nyg,HerzMa00,def_int_long,0,,,,,
player,201611270cle,nyg,HerzMa00,pass_defended,0,,,,,
player,201611270cle,nyg,HerzMa00,sacks,0.0,,,,,
player,201611270cle,nyg,HerzMa00,tackles_combined,1,,,,,
player,201611270cle,nyg,HerzMa00,tackles_solo,0,,,,,
player,201611270cle,nyg,HerzMa00,tackles_assists,1,,,,,
player,201611270cle,nyg,HerzMa00,tackles_loss,0,,,,,
player,201611270cle,nyg,HerzMa00,qb_hits,0,,,,,
player,201611270cle,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201611270cle,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201611270cle,nyg,PerkPa00,def_int,0,,,,,
player,201611270cle,nyg,PerkPa00,def_int_yds,,,,,,
player,201611270cle,nyg,PerkPa00,def_int_td,0,,,,,
player,201611270cle,nyg,PerkPa00,def_int_long,0,,,,,
player,201611270cle,nyg,PerkPa00,pass_defended,0,,,,,
player,201611270cle,nyg,PerkPa00,sacks,0.0,,,,,
player,201611270cle,nyg,PerkPa00,tackles_combined,1,,,,,
player,201611270cle,nyg,PerkPa00,tackles_solo,1,,,,,
player,201611270cle,nyg,PerkPa00,tackles_assists,0,,,,,
player,201611270cle,nyg,PerkPa00,tackles_loss,0,,,,,
player,201611270cle,nyg,PerkPa00,qb_hits,0,,,,,
player,201611270cle,nyg,PerkPa00,fumbles_rec,0,,,,,
player,201611270cle,nyg,PerkPa00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,PerkPa00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,PerkPa00,fumbles_forced,0,,,,,
player,201611270cle,nyg,RainBo00,def_int,0,,,,,
player,201611270cle,nyg,RainBo00,def_int_yds,0,,,,,
player,201611270cle,nyg,RainBo00,def_int_td,0,,,,,
player,201611270cle,nyg,RainBo00,def_int_long,0,,,,,
player,201611270cle,nyg,RainBo00,pass_defended,0,,,,,
player,201611270cle,nyg,RainBo00,sacks,0.0,,,,,
player,201611270cle,nyg,RainBo00,tackles_combined,1,,,,,
player,201611270cle,nyg,RainBo00,tackles_solo,0,,,,,
player,201611270cle,nyg,RainBo00,tackles_assists,1,,,,,
player,201611270cle,nyg,RainBo00,tackles_loss,0,,,,,
player,201611270cle,nyg,RainBo00,qb_hits,0,,,,,
player,201611270cle,nyg,RainBo00,fumbles_rec,0,,,,,
player,201611270cle,nyg,RainBo00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,RainBo00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,RainBo00,fumbles_forced,0,,,,,
player,201611270cle,nyg,SensCo00,def_int,0,,,,,
player,201611270cle,nyg,SensCo00,def_int_yds,0,,,,,
player,201611270cle,nyg,SensCo00,def_int_td,0,,,,,
player,201611270cle,nyg,SensCo00,def_int_long,0,,,,,
player,201611270cle,nyg,SensCo00,pass_defended,0,,,,,
player,201611270cle,nyg,SensCo00,sacks,0.0,,,,,
player,201611270cle,nyg,SensCo00,tackles_combined,1,,,,,
player,201611270cle,nyg,SensCo00,tackles_solo,1,,,,,
player,201611270cle,nyg,SensCo00,tackles_assists,0,,,,,
player,201611270cle,nyg,SensCo00,tackles_loss,0,,,,,
player,201611270cle,nyg,SensCo00,qb_hits,0,,,,,
player,201611270cle,nyg,SensCo00,fumbles_rec,0,,,,,
player,201611270cle,nyg,SensCo00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,SensCo00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,SensCo00,fumbles_forced,0,,,,,
player,201611270cle,nyg,WynnKe00,def_int,0,,,,,
player,201611270cle,nyg,WynnKe00,def_int_yds,0,,,,,
player,201611270cle,nyg,WynnKe00,def_int_td,0,,,,,
player,201611270cle,nyg,WynnKe00,def_int_long,0,,,,,
player,201611270cle,nyg,WynnKe00,pass_defended,0,,,,,
player,201611270cle,nyg,WynnKe00,sacks,0.0,,,,,
player,201611270cle,nyg,WynnKe00,tackles_combined,0,,,,,
player,201611270cle,nyg,WynnKe00,tackles_solo,0,,,,,
player,201611270cle,nyg,WynnKe00,tackles_assists,0,,,,,
player,201611270cle,nyg,WynnKe00,tackles_loss,0,,,,,
player,201611270cle,nyg,WynnKe00,qb_hits,0,,,,,
player,201611270cle,nyg,WynnKe00,fumbles_rec,1,,,,,
player,201611270cle,nyg,WynnKe00,fumbles_rec_yds,0,,,,,
player,201611270cle,nyg,WynnKe00,fumbles_rec_td,0,,,,,
player,201611270cle,nyg,WynnKe00,fumbles_forced,0,,,,,
player,201611270cle,cle,LemoCo00,def_int,0,,,,,
player,201611270cle,cle,LemoCo00,def_int_yds,0,,,,,
player,201611270cle,cle,LemoCo00,def_int_td,0,,,,,
player,201611270cle,cle,LemoCo00,def_int_long,0,,,,,
player,201611270cle,cle,LemoCo00,pass_defended,1,,,,,
player,201611270cle,cle,LemoCo00,sacks,1.0,,,,,
player,201611270cle,cle,LemoCo00,tackles_combined,1,,,,,
player,201611270cle,cle,LemoCo00,tackles_solo,1,,,,,
player,201611270cle,cle,LemoCo00,tackles_assists,0,,,,,
player,201611270cle,cle,LemoCo00,tackles_loss,1,,,,,
player,201611270cle,cle,LemoCo00,qb_hits,1,,,,,
player,201611270cle,cle,LemoCo00,fumbles_rec,0,,,,,
player,201611270cle,cle,LemoCo00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,LemoCo00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,LemoCo00,fumbles_forced,0,,,,,
player,201611270cle,cle,KirkCh00,def_int,0,,,,,
player,201611270cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201611270cle,cle,KirkCh00,def_int_td,0,,,,,
player,201611270cle,cle,KirkCh00,def_int_long,0,,,,,
player,201611270cle,cle,KirkCh00,pass_defended,0,,,,,
player,201611270cle,cle,KirkCh00,sacks,0.0,,,,,
player,201611270cle,cle,KirkCh00,tackles_combined,11,,,,,
player,201611270cle,cle,KirkCh00,tackles_solo,4,,,,,
player,201611270cle,cle,KirkCh00,tackles_assists,7,,,,,
player,201611270cle,cle,KirkCh00,tackles_loss,1,,,,,
player,201611270cle,cle,KirkCh00,qb_hits,0,,,,,
player,201611270cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201611270cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201611270cle,cle,CollJa00,def_int,0,,,,,
player,201611270cle,cle,CollJa00,def_int_yds,0,,,,,
player,201611270cle,cle,CollJa00,def_int_td,0,,,,,
player,201611270cle,cle,CollJa00,def_int_long,0,,,,,
player,201611270cle,cle,CollJa00,pass_defended,0,,,,,
player,201611270cle,cle,CollJa00,sacks,0.0,,,,,
player,201611270cle,cle,CollJa00,tackles_combined,8,,,,,
player,201611270cle,cle,CollJa00,tackles_solo,3,,,,,
player,201611270cle,cle,CollJa00,tackles_assists,5,,,,,
player,201611270cle,cle,CollJa00,tackles_loss,0,,,,,
player,201611270cle,cle,CollJa00,qb_hits,0,,,,,
player,201611270cle,cle,CollJa00,fumbles_rec,0,,,,,
player,201611270cle,cle,CollJa00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,CollJa00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,CollJa00,fumbles_forced,0,,,,,
player,201611270cle,cle,MedeJa00,def_int,0,,,,,
player,201611270cle,cle,MedeJa00,def_int_yds,0,,,,,
player,201611270cle,cle,MedeJa00,def_int_td,0,,,,,
player,201611270cle,cle,MedeJa00,def_int_long,0,,,,,
player,201611270cle,cle,MedeJa00,pass_defended,0,,,,,
player,201611270cle,cle,MedeJa00,sacks,0.0,,,,,
player,201611270cle,cle,MedeJa00,tackles_combined,5,,,,,
player,201611270cle,cle,MedeJa00,tackles_solo,1,,,,,
player,201611270cle,cle,MedeJa00,tackles_assists,4,,,,,
player,201611270cle,cle,MedeJa00,tackles_loss,0,,,,,
player,201611270cle,cle,MedeJa00,qb_hits,1,,,,,
player,201611270cle,cle,MedeJa00,fumbles_rec,0,,,,,
player,201611270cle,cle,MedeJa00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,MedeJa00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,MedeJa00,fumbles_forced,0,,,,,
player,201611270cle,cle,ReynEd00,def_int,0,,,,,
player,201611270cle,cle,ReynEd00,def_int_yds,0,,,,,
player,201611270cle,cle,ReynEd00,def_int_td,0,,,,,
player,201611270cle,cle,ReynEd00,def_int_long,0,,,,,
player,201611270cle,cle,ReynEd00,pass_defended,0,,,,,
player,201611270cle,cle,ReynEd00,sacks,0.0,,,,,
player,201611270cle,cle,ReynEd00,tackles_combined,5,,,,,
player,201611270cle,cle,ReynEd00,tackles_solo,2,,,,,
player,201611270cle,cle,ReynEd00,tackles_assists,3,,,,,
player,201611270cle,cle,ReynEd00,tackles_loss,0,,,,,
player,201611270cle,cle,ReynEd00,qb_hits,0,,,,,
player,201611270cle,cle,ReynEd00,fumbles_rec,0,,,,,
player,201611270cle,cle,ReynEd00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,ReynEd00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,ReynEd00,fumbles_forced,0,,,,,
player,201611270cle,cle,BoddBr01,def_int,0,,,,,
player,201611270cle,cle,BoddBr01,def_int_yds,0,,,,,
player,201611270cle,cle,BoddBr01,def_int_td,0,,,,,
player,201611270cle,cle,BoddBr01,def_int_long,0,,,,,
player,201611270cle,cle,BoddBr01,pass_defended,2,,,,,
player,201611270cle,cle,BoddBr01,sacks,0.0,,,,,
player,201611270cle,cle,BoddBr01,tackles_combined,4,,,,,
player,201611270cle,cle,BoddBr01,tackles_solo,4,,,,,
player,201611270cle,cle,BoddBr01,tackles_assists,0,,,,,
player,201611270cle,cle,BoddBr01,tackles_loss,1,,,,,
player,201611270cle,cle,BoddBr01,qb_hits,0,,,,,
player,201611270cle,cle,BoddBr01,fumbles_rec,0,,,,,
player,201611270cle,cle,BoddBr01,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,BoddBr01,fumbles_rec_td,0,,,,,
player,201611270cle,cle,BoddBr01,fumbles_forced,0,,,,,
player,201611270cle,cle,CoopXa00,def_int,0,,,,,
player,201611270cle,cle,CoopXa00,def_int_yds,0,,,,,
player,201611270cle,cle,CoopXa00,def_int_td,0,,,,,
player,201611270cle,cle,CoopXa00,def_int_long,0,,,,,
player,201611270cle,cle,CoopXa00,pass_defended,0,,,,,
player,201611270cle,cle,CoopXa00,sacks,0.0,,,,,
player,201611270cle,cle,CoopXa00,tackles_combined,3,,,,,
player,201611270cle,cle,CoopXa00,tackles_solo,1,,,,,
player,201611270cle,cle,CoopXa00,tackles_assists,2,,,,,
player,201611270cle,cle,CoopXa00,tackles_loss,0,,,,,
player,201611270cle,cle,CoopXa00,qb_hits,0,,,,,
player,201611270cle,cle,CoopXa00,fumbles_rec,0,,,,,
player,201611270cle,cle,CoopXa00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,CoopXa00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,CoopXa00,fumbles_forced,0,,,,,
player,201611270cle,cle,NassCa00,def_int,0,,,,,
player,201611270cle,cle,NassCa00,def_int_yds,0,,,,,
player,201611270cle,cle,NassCa00,def_int_td,0,,,,,
player,201611270cle,cle,NassCa00,def_int_long,0,,,,,
player,201611270cle,cle,NassCa00,pass_defended,0,,,,,
player,201611270cle,cle,NassCa00,sacks,0.0,,,,,
player,201611270cle,cle,NassCa00,tackles_combined,3,,,,,
player,201611270cle,cle,NassCa00,tackles_solo,3,,,,,
player,201611270cle,cle,NassCa00,tackles_assists,0,,,,,
player,201611270cle,cle,NassCa00,tackles_loss,0,,,,,
player,201611270cle,cle,NassCa00,qb_hits,0,,,,,
player,201611270cle,cle,NassCa00,fumbles_rec,0,,,,,
player,201611270cle,cle,NassCa00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,NassCa00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,NassCa00,fumbles_forced,0,,,,,
player,201611270cle,cle,OgbaEm00,def_int,0,,,,,
player,201611270cle,cle,OgbaEm00,def_int_yds,0,,,,,
player,201611270cle,cle,OgbaEm00,def_int_td,0,,,,,
player,201611270cle,cle,OgbaEm00,def_int_long,0,,,,,
player,201611270cle,cle,OgbaEm00,pass_defended,1,,,,,
player,201611270cle,cle,OgbaEm00,sacks,0.0,,,,,
player,201611270cle,cle,OgbaEm00,tackles_combined,3,,,,,
player,201611270cle,cle,OgbaEm00,tackles_solo,1,,,,,
player,201611270cle,cle,OgbaEm00,tackles_assists,2,,,,,
player,201611270cle,cle,OgbaEm00,tackles_loss,0,,,,,
player,201611270cle,cle,OgbaEm00,qb_hits,1,,,,,
player,201611270cle,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201611270cle,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201611270cle,cle,DaviDe00,def_int,0,,,,,
player,201611270cle,cle,DaviDe00,def_int_yds,0,,,,,
player,201611270cle,cle,DaviDe00,def_int_td,0,,,,,
player,201611270cle,cle,DaviDe00,def_int_long,0,,,,,
player,201611270cle,cle,DaviDe00,pass_defended,0,,,,,
player,201611270cle,cle,DaviDe00,sacks,0.0,,,,,
