game,2016,1,20160911,201609110clt,det,"Detroit Lions",39,clt,"Indianapolis Colts",35
player,201609110clt,det,LawsNe00,def_int,0,,,,,
player,201609110clt,det,LawsNe00,def_int_yds,0,,,,,
player,201609110clt,det,LawsNe00,def_int_td,0,,,,,
player,201609110clt,det,LawsNe00,def_int_long,0,,,,,
player,201609110clt,det,LawsNe00,pass_defended,0,,,,,
player,201609110clt,det,LawsNe00,sacks,0.0,,,,,
player,201609110clt,det,LawsNe00,tackles_combined,4,,,,,
player,201609110clt,det,LawsNe00,tackles_solo,3,,,,,
player,201609110clt,det,LawsNe00,tackles_assists,1,,,,,
player,201609110clt,det,LawsNe00,tackles_loss,0,,,,,
player,201609110clt,det,LawsNe00,qb_hits,0,,,,,
player,201609110clt,det,LawsNe00,fumbles_rec,0,,,,,
player,201609110clt,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201609110clt,det,LawsNe00,fumbles_forced,0,,,,,
player,201609110clt,det,LevyDe99,def_int,0,,,,,
player,201609110clt,det,LevyDe99,def_int_yds,0,,,,,
player,201609110clt,det,LevyDe99,def_int_td,0,,,,,
player,201609110clt,det,LevyDe99,def_int_long,0,,,,,
player,201609110clt,det,LevyDe99,pass_defended,1,,,,,
player,201609110clt,det,LevyDe99,sacks,0.0,,,,,
player,201609110clt,det,LevyDe99,tackles_combined,4,,,,,
player,201609110clt,det,LevyDe99,tackles_solo,1,,,,,
player,201609110clt,det,LevyDe99,tackles_assists,3,,,,,
player,201609110clt,det,LevyDe99,tackles_loss,0,,,,,
player,201609110clt,det,LevyDe99,qb_hits,1,,,,,
player,201609110clt,det,LevyDe99,fumbles_rec,0,,,,,
player,201609110clt,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201609110clt,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201609110clt,det,LevyDe99,fumbles_forced,0,,,,,
player,201609110clt,det,SlayDa00,def_int,0,,,,,
player,201609110clt,det,SlayDa00,def_int_yds,0,,,,,
player,201609110clt,det,SlayDa00,def_int_td,0,,,,,
player,201609110clt,det,SlayDa00,def_int_long,0,,,,,
player,201609110clt,det,SlayDa00,pass_defended,0,,,,,
player,201609110clt,det,SlayDa00,sacks,0.0,,,,,
player,201609110clt,det,SlayDa00,tackles_combined,4,,,,,
player,201609110clt,det,SlayDa00,tackles_solo,4,,,,,
player,201609110clt,det,SlayDa00,tackles_assists,0,,,,,
player,201609110clt,det,SlayDa00,tackles_loss,0,,,,,
player,201609110clt,det,SlayDa00,qb_hits,0,,,,,
player,201609110clt,det,SlayDa00,fumbles_rec,0,,,,,
player,201609110clt,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201609110clt,det,SlayDa00,fumbles_forced,0,,,,,
player,201609110clt,det,WalkTy00,def_int,0,,,,,
player,201609110clt,det,WalkTy00,def_int_yds,0,,,,,
player,201609110clt,det,WalkTy00,def_int_td,0,,,,,
player,201609110clt,det,WalkTy00,def_int_long,0,,,,,
player,201609110clt,det,WalkTy00,pass_defended,0,,,,,
player,201609110clt,det,WalkTy00,sacks,0.0,,,,,
player,201609110clt,det,WalkTy00,tackles_combined,4,,,,,
player,201609110clt,det,WalkTy00,tackles_solo,2,,,,,
player,201609110clt,det,WalkTy00,tackles_assists,2,,,,,
player,201609110clt,det,WalkTy00,tackles_loss,0,,,,,
player,201609110clt,det,WalkTy00,qb_hits,0,,,,,
player,201609110clt,det,WalkTy00,fumbles_rec,0,,,,,
player,201609110clt,det,WalkTy00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,WalkTy00,fumbles_rec_td,0,,,,,
player,201609110clt,det,WalkTy00,fumbles_forced,0,,,,,
player,201609110clt,det,WilsTa00,def_int,0,,,,,
player,201609110clt,det,WilsTa00,def_int_yds,0,,,,,
player,201609110clt,det,WilsTa00,def_int_td,0,,,,,
player,201609110clt,det,WilsTa00,def_int_long,0,,,,,
player,201609110clt,det,WilsTa00,pass_defended,0,,,,,
player,201609110clt,det,WilsTa00,sacks,0.0,,,,,
player,201609110clt,det,WilsTa00,tackles_combined,4,,,,,
player,201609110clt,det,WilsTa00,tackles_solo,4,,,,,
player,201609110clt,det,WilsTa00,tackles_assists,0,,,,,
player,201609110clt,det,WilsTa00,tackles_loss,0,,,,,
player,201609110clt,det,WilsTa00,qb_hits,0,,,,,
player,201609110clt,det,WilsTa00,fumbles_rec,0,,,,,
player,201609110clt,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201609110clt,det,WilsTa00,fumbles_forced,0,,,,,
player,201609110clt,det,BushRa00,def_int,0,,,,,
player,201609110clt,det,BushRa00,def_int_yds,0,,,,,
player,201609110clt,det,BushRa00,def_int_td,0,,,,,
player,201609110clt,det,BushRa00,def_int_long,0,,,,,
player,201609110clt,det,BushRa00,pass_defended,0,,,,,
player,201609110clt,det,BushRa00,sacks,0.0,,,,,
player,201609110clt,det,BushRa00,tackles_combined,3,,,,,
player,201609110clt,det,BushRa00,tackles_solo,1,,,,,
player,201609110clt,det,BushRa00,tackles_assists,2,,,,,
player,201609110clt,det,BushRa00,tackles_loss,0,,,,,
player,201609110clt,det,BushRa00,qb_hits,0,,,,,
player,201609110clt,det,BushRa00,fumbles_rec,0,,,,,
player,201609110clt,det,BushRa00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,BushRa00,fumbles_rec_td,0,,,,,
player,201609110clt,det,BushRa00,fumbles_forced,0,,,,,
player,201609110clt,det,QuinGl99,def_int,0,,,,,
player,201609110clt,det,QuinGl99,def_int_yds,0,,,,,
player,201609110clt,det,QuinGl99,def_int_td,0,,,,,
player,201609110clt,det,QuinGl99,def_int_long,0,,,,,
player,201609110clt,det,QuinGl99,pass_defended,1,,,,,
player,201609110clt,det,QuinGl99,sacks,0.0,,,,,
player,201609110clt,det,QuinGl99,tackles_combined,3,,,,,
player,201609110clt,det,QuinGl99,tackles_solo,2,,,,,
player,201609110clt,det,QuinGl99,tackles_assists,1,,,,,
player,201609110clt,det,QuinGl99,tackles_loss,0,,,,,
player,201609110clt,det,QuinGl99,qb_hits,0,,,,,
player,201609110clt,det,QuinGl99,fumbles_rec,0,,,,,
player,201609110clt,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201609110clt,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201609110clt,det,QuinGl99,fumbles_forced,0,,,,,
player,201609110clt,det,AnsaEz00,def_int,0,,,,,
player,201609110clt,det,AnsaEz00,def_int_yds,0,,,,,
player,201609110clt,det,AnsaEz00,def_int_td,0,,,,,
player,201609110clt,det,AnsaEz00,def_int_long,0,,,,,
player,201609110clt,det,AnsaEz00,pass_defended,0,,,,,
player,201609110clt,det,AnsaEz00,sacks,0.0,,,,,
player,201609110clt,det,AnsaEz00,tackles_combined,2,,,,,
player,201609110clt,det,AnsaEz00,tackles_solo,1,,,,,
player,201609110clt,det,AnsaEz00,tackles_assists,1,,,,,
player,201609110clt,det,AnsaEz00,tackles_loss,1,,,,,
player,201609110clt,det,AnsaEz00,qb_hits,2,,,,,
player,201609110clt,det,AnsaEz00,fumbles_rec,0,,,,,
player,201609110clt,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201609110clt,det,AnsaEz00,fumbles_forced,0,,,,,
player,201609110clt,det,NgatHa20,def_int,0,,,,,
player,201609110clt,det,NgatHa20,def_int_yds,0,,,,,
player,201609110clt,det,NgatHa20,def_int_td,0,,,,,
player,201609110clt,det,NgatHa20,def_int_long,0,,,,,
player,201609110clt,det,NgatHa20,pass_defended,1,,,,,
player,201609110clt,det,NgatHa20,sacks,0.0,,,,,
player,201609110clt,det,NgatHa20,tackles_combined,2,,,,,
player,201609110clt,det,NgatHa20,tackles_solo,1,,,,,
player,201609110clt,det,NgatHa20,tackles_assists,1,,,,,
player,201609110clt,det,NgatHa20,tackles_loss,0,,,,,
player,201609110clt,det,NgatHa20,qb_hits,0,,,,,
player,201609110clt,det,NgatHa20,fumbles_rec,0,,,,,
player,201609110clt,det,NgatHa20,fumbles_rec_yds,0,,,,,
player,201609110clt,det,NgatHa20,fumbles_rec_td,0,,,,,
player,201609110clt,det,NgatHa20,fumbles_forced,0,,,,,
player,201609110clt,det,BadeJo00,def_int,0,,,,,
player,201609110clt,det,BadeJo00,def_int_yds,0,,,,,
player,201609110clt,det,BadeJo00,def_int_td,0,,,,,
player,201609110clt,det,BadeJo00,def_int_long,0,,,,,
player,201609110clt,det,BadeJo00,pass_defended,0,,,,,
player,201609110clt,det,BadeJo00,sacks,0.0,,,,,
player,201609110clt,det,BadeJo00,tackles_combined,1,,,,,
player,201609110clt,det,BadeJo00,tackles_solo,0,,,,,
player,201609110clt,det,BadeJo00,tackles_assists,1,,,,,
player,201609110clt,det,BadeJo00,tackles_loss,0,,,,,
player,201609110clt,det,BadeJo00,qb_hits,0,,,,,
player,201609110clt,det,BadeJo00,fumbles_rec,0,,,,,
player,201609110clt,det,BadeJo00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,BadeJo00,fumbles_rec_td,0,,,,,
player,201609110clt,det,BadeJo00,fumbles_forced,0,,,,,
player,201609110clt,det,BarnAd01,def_int,0,,,,,
player,201609110clt,det,BarnAd01,def_int_yds,0,,,,,
player,201609110clt,det,BarnAd01,def_int_td,0,,,,,
player,201609110clt,det,BarnAd01,def_int_long,0,,,,,
player,201609110clt,det,BarnAd01,pass_defended,0,,,,,
player,201609110clt,det,BarnAd01,sacks,0.0,,,,,
player,201609110clt,det,BarnAd01,tackles_combined,1,,,,,
player,201609110clt,det,BarnAd01,tackles_solo,1,,,,,
player,201609110clt,det,BarnAd01,tackles_assists,0,,,,,
player,201609110clt,det,BarnAd01,tackles_loss,0,,,,,
player,201609110clt,det,BarnAd01,qb_hits,0,,,,,
player,201609110clt,det,BarnAd01,fumbles_rec,0,,,,,
player,201609110clt,det,BarnAd01,fumbles_rec_yds,0,,,,,
player,201609110clt,det,BarnAd01,fumbles_rec_td,0,,,,,
player,201609110clt,det,BarnAd01,fumbles_forced,0,,,,,
player,201609110clt,det,CareDo00,def_int,0,,,,,
player,201609110clt,det,CareDo00,def_int_yds,0,,,,,
player,201609110clt,det,CareDo00,def_int_td,0,,,,,
player,201609110clt,det,CareDo00,def_int_long,0,,,,,
player,201609110clt,det,CareDo00,pass_defended,0,,,,,
player,201609110clt,det,CareDo00,sacks,0.0,,,,,
player,201609110clt,det,CareDo00,tackles_combined,1,,,,,
player,201609110clt,det,CareDo00,tackles_solo,0,,,,,
player,201609110clt,det,CareDo00,tackles_assists,1,,,,,
player,201609110clt,det,CareDo00,tackles_loss,0,,,,,
player,201609110clt,det,CareDo00,qb_hits,0,,,,,
player,201609110clt,det,CareDo00,fumbles_rec,0,,,,,
player,201609110clt,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,CareDo00,fumbles_rec_td,0,,,,,
player,201609110clt,det,CareDo00,fumbles_forced,0,,,,,
player,201609110clt,det,GilbWa00,def_int,0,,,,,
player,201609110clt,det,GilbWa00,def_int_yds,0,,,,,
player,201609110clt,det,GilbWa00,def_int_td,0,,,,,
player,201609110clt,det,GilbWa00,def_int_long,0,,,,,
player,201609110clt,det,GilbWa00,pass_defended,0,,,,,
player,201609110clt,det,GilbWa00,sacks,0.0,,,,,
player,201609110clt,det,GilbWa00,tackles_combined,1,,,,,
player,201609110clt,det,GilbWa00,tackles_solo,1,,,,,
player,201609110clt,det,GilbWa00,tackles_assists,0,,,,,
player,201609110clt,det,GilbWa00,tackles_loss,0,,,,,
player,201609110clt,det,GilbWa00,qb_hits,0,,,,,
player,201609110clt,det,GilbWa00,fumbles_rec,0,,,,,
player,201609110clt,det,GilbWa00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,GilbWa00,fumbles_rec_td,0,,,,,
player,201609110clt,det,GilbWa00,fumbles_forced,0,,,,,
player,201609110clt,det,ThorKh00,def_int,0,,,,,
player,201609110clt,det,ThorKh00,def_int_yds,0,,,,,
player,201609110clt,det,ThorKh00,def_int_td,0,,,,,
player,201609110clt,det,ThorKh00,def_int_long,0,,,,,
player,201609110clt,det,ThorKh00,pass_defended,0,,,,,
player,201609110clt,det,ThorKh00,sacks,0.0,,,,,
player,201609110clt,det,ThorKh00,tackles_combined,1,,,,,
player,201609110clt,det,ThorKh00,tackles_solo,0,,,,,
player,201609110clt,det,ThorKh00,tackles_assists,1,,,,,
player,201609110clt,det,ThorKh00,tackles_loss,0,,,,,
player,201609110clt,det,ThorKh00,qb_hits,0,,,,,
player,201609110clt,det,ThorKh00,fumbles_rec,0,,,,,
player,201609110clt,det,ThorKh00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,ThorKh00,fumbles_rec_td,0,,,,,
player,201609110clt,det,ThorKh00,fumbles_forced,0,,,,,
player,201609110clt,det,WillAn01,def_int,0,,,,,
player,201609110clt,det,WillAn01,def_int_yds,0,,,,,
player,201609110clt,det,WillAn01,def_int_td,0,,,,,
player,201609110clt,det,WillAn01,def_int_long,0,,,,,
player,201609110clt,det,WillAn01,pass_defended,0,,,,,
player,201609110clt,det,WillAn01,sacks,0.0,,,,,
player,201609110clt,det,WillAn01,tackles_combined,1,,,,,
player,201609110clt,det,WillAn01,tackles_solo,1,,,,,
player,201609110clt,det,WillAn01,tackles_assists,0,,,,,
player,201609110clt,det,WillAn01,tackles_loss,0,,,,,
player,201609110clt,det,WillAn01,qb_hits,0,,,,,
player,201609110clt,det,WillAn01,fumbles_rec,0,,,,,
player,201609110clt,det,WillAn01,fumbles_rec_yds,0,,,,,
player,201609110clt,det,WillAn01,fumbles_rec_td,0,,,,,
player,201609110clt,det,WillAn01,fumbles_forced,0,,,,,
player,201609110clt,det,KillMi00,def_int,0,,,,,
player,201609110clt,det,KillMi00,def_int_yds,0,,,,,
player,201609110clt,det,KillMi00,def_int_td,0,,,,,
player,201609110clt,det,KillMi00,def_int_long,0,,,,,
player,201609110clt,det,KillMi00,pass_defended,0,,,,,
player,201609110clt,det,KillMi00,sacks,0.0,,,,,
player,201609110clt,det,KillMi00,tackles_combined,0,,,,,
player,201609110clt,det,KillMi00,tackles_solo,0,,,,,
player,201609110clt,det,KillMi00,tackles_assists,0,,,,,
player,201609110clt,det,KillMi00,tackles_loss,0,,,,,
player,201609110clt,det,KillMi00,qb_hits,1,,,,,
player,201609110clt,det,KillMi00,fumbles_rec,0,,,,,
player,201609110clt,det,KillMi00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,KillMi00,fumbles_rec_td,0,,,,,
player,201609110clt,det,KillMi00,fumbles_forced,0,,,,,
player,201609110clt,det,RobiAS00,def_int,0,,,,,
player,201609110clt,det,RobiAS00,def_int_yds,0,,,,,
player,201609110clt,det,RobiAS00,def_int_td,0,,,,,
player,201609110clt,det,RobiAS00,def_int_long,0,,,,,
player,201609110clt,det,RobiAS00,pass_defended,1,,,,,
player,201609110clt,det,RobiAS00,sacks,0.0,,,,,
player,201609110clt,det,RobiAS00,tackles_combined,0,,,,,
player,201609110clt,det,RobiAS00,tackles_solo,0,,,,,
player,201609110clt,det,RobiAS00,tackles_assists,0,,,,,
player,201609110clt,det,RobiAS00,tackles_loss,0,,,,,
player,201609110clt,det,RobiAS00,qb_hits,0,,,,,
player,201609110clt,det,RobiAS00,fumbles_rec,0,,,,,
player,201609110clt,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201609110clt,det,RobiAS00,fumbles_forced,0,,,,,
player,201609110clt,det,VanNKy00,def_int,0,,,,,
player,201609110clt,det,VanNKy00,def_int_yds,0,,,,,
player,201609110clt,det,VanNKy00,def_int_td,0,,,,,
player,201609110clt,det,VanNKy00,def_int_long,0,,,,,
player,201609110clt,det,VanNKy00,pass_defended,1,,,,,
player,201609110clt,det,VanNKy00,sacks,0.0,,,,,
player,201609110clt,det,VanNKy00,tackles_combined,0,,,,,
player,201609110clt,det,VanNKy00,tackles_solo,0,,,,,
player,201609110clt,det,VanNKy00,tackles_assists,0,,,,,
player,201609110clt,det,VanNKy00,tackles_loss,0,,,,,
player,201609110clt,det,VanNKy00,qb_hits,0,,,,,
player,201609110clt,det,VanNKy00,fumbles_rec,0,,,,,
player,201609110clt,det,VanNKy00,fumbles_rec_yds,0,,,,,
player,201609110clt,det,VanNKy00,fumbles_rec_td,0,,,,,
player,201609110clt,det,VanNKy00,fumbles_forced,0,,,,,
player,201609110clt,clt,WaldEr99,def_int,0,,,,,
player,201609110clt,clt,WaldEr99,def_int_yds,0,,,,,
player,201609110clt,clt,WaldEr99,def_int_td,0,,,,,
player,201609110clt,clt,WaldEr99,def_int_long,0,,,,,
player,201609110clt,clt,WaldEr99,pass_defended,0,,,,,
player,201609110clt,clt,WaldEr99,sacks,1.0,,,,,
player,201609110clt,clt,WaldEr99,tackles_combined,3,,,,,
player,201609110clt,clt,WaldEr99,tackles_solo,2,,,,,
player,201609110clt,clt,WaldEr99,tackles_assists,1,,,,,
player,201609110clt,clt,WaldEr99,tackles_loss,1,,,,,
player,201609110clt,clt,WaldEr99,qb_hits,2,,,,,
player,201609110clt,clt,WaldEr99,fumbles_rec,0,,,,,
player,201609110clt,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201609110clt,clt,WaldEr99,fumbles_forced,0,,,,,
player,201609110clt,clt,MoorSi00,def_int,0,,,,,
player,201609110clt,clt,MoorSi00,def_int_yds,0,,,,,
player,201609110clt,clt,MoorSi00,def_int_td,0,,,,,
player,201609110clt,clt,MoorSi00,def_int_long,0,,,,,
player,201609110clt,clt,MoorSi00,pass_defended,0,,,,,
player,201609110clt,clt,MoorSi00,sacks,0.0,,,,,
player,201609110clt,clt,MoorSi00,tackles_combined,13,,,,,
player,201609110clt,clt,MoorSi00,tackles_solo,10,,,,,
player,201609110clt,clt,MoorSi00,tackles_assists,3,,,,,
player,201609110clt,clt,MoorSi00,tackles_loss,1,,,,,
player,201609110clt,clt,MoorSi00,qb_hits,0,,,,,
player,201609110clt,clt,MoorSi00,fumbles_rec,0,,,,,
player,201609110clt,clt,MoorSi00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,MoorSi00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,MoorSi00,fumbles_forced,0,,,,,
player,201609110clt,clt,AdamMi21,def_int,0,,,,,
player,201609110clt,clt,AdamMi21,def_int_yds,0,,,,,
player,201609110clt,clt,AdamMi21,def_int_td,0,,,,,
player,201609110clt,clt,AdamMi21,def_int_long,0,,,,,
player,201609110clt,clt,AdamMi21,pass_defended,0,,,,,
player,201609110clt,clt,AdamMi21,sacks,0.0,,,,,
player,201609110clt,clt,AdamMi21,tackles_combined,8,,,,,
player,201609110clt,clt,AdamMi21,tackles_solo,6,,,,,
player,201609110clt,clt,AdamMi21,tackles_assists,2,,,,,
player,201609110clt,clt,AdamMi21,tackles_loss,0,,,,,
player,201609110clt,clt,AdamMi21,qb_hits,0,,,,,
player,201609110clt,clt,AdamMi21,fumbles_rec,0,,,,,
player,201609110clt,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201609110clt,clt,AdamMi21,fumbles_forced,0,,,,,
player,201609110clt,clt,MorrDa01,def_int,0,,,,,
player,201609110clt,clt,MorrDa01,def_int_yds,0,,,,,
player,201609110clt,clt,MorrDa01,def_int_td,0,,,,,
player,201609110clt,clt,MorrDa01,def_int_long,0,,,,,
player,201609110clt,clt,MorrDa01,pass_defended,0,,,,,
player,201609110clt,clt,MorrDa01,sacks,0.0,,,,,
player,201609110clt,clt,MorrDa01,tackles_combined,6,,,,,
player,201609110clt,clt,MorrDa01,tackles_solo,6,,,,,
player,201609110clt,clt,MorrDa01,tackles_assists,0,,,,,
player,201609110clt,clt,MorrDa01,tackles_loss,0,,,,,
player,201609110clt,clt,MorrDa01,qb_hits,1,,,,,
player,201609110clt,clt,MorrDa01,fumbles_rec,0,,,,,
player,201609110clt,clt,MorrDa01,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,MorrDa01,fumbles_rec_td,0,,,,,
player,201609110clt,clt,MorrDa01,fumbles_forced,0,,,,,
player,201609110clt,clt,RobiPa99,def_int,0,,,,,
player,201609110clt,clt,RobiPa99,def_int_yds,0,,,,,
player,201609110clt,clt,RobiPa99,def_int_td,0,,,,,
player,201609110clt,clt,RobiPa99,def_int_long,0,,,,,
player,201609110clt,clt,RobiPa99,pass_defended,1,,,,,
player,201609110clt,clt,RobiPa99,sacks,0.0,,,,,
player,201609110clt,clt,RobiPa99,tackles_combined,5,,,,,
player,201609110clt,clt,RobiPa99,tackles_solo,4,,,,,
player,201609110clt,clt,RobiPa99,tackles_assists,1,,,,,
player,201609110clt,clt,RobiPa99,tackles_loss,0,,,,,
player,201609110clt,clt,RobiPa99,qb_hits,0,,,,,
player,201609110clt,clt,RobiPa99,fumbles_rec,0,,,,,
player,201609110clt,clt,RobiPa99,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,RobiPa99,fumbles_rec_td,0,,,,,
player,201609110clt,clt,RobiPa99,fumbles_forced,0,,,,,
player,201609110clt,clt,GreeT.00,def_int,0,,,,,
player,201609110clt,clt,GreeT.00,def_int_yds,0,,,,,
player,201609110clt,clt,GreeT.00,def_int_td,0,,,,,
player,201609110clt,clt,GreeT.00,def_int_long,0,,,,,
player,201609110clt,clt,GreeT.00,pass_defended,0,,,,,
player,201609110clt,clt,GreeT.00,sacks,0.0,,,,,
player,201609110clt,clt,GreeT.00,tackles_combined,3,,,,,
player,201609110clt,clt,GreeT.00,tackles_solo,1,,,,,
player,201609110clt,clt,GreeT.00,tackles_assists,2,,,,,
player,201609110clt,clt,GreeT.00,tackles_loss,0,,,,,
player,201609110clt,clt,GreeT.00,qb_hits,0,,,,,
player,201609110clt,clt,GreeT.00,fumbles_rec,0,,,,,
player,201609110clt,clt,GreeT.00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,GreeT.00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,GreeT.00,fumbles_forced,0,,,,,
player,201609110clt,clt,GuyxWi00,def_int,0,,,,,
player,201609110clt,clt,GuyxWi00,def_int_yds,0,,,,,
player,201609110clt,clt,GuyxWi00,def_int_td,0,,,,,
player,201609110clt,clt,GuyxWi00,def_int_long,0,,,,,
player,201609110clt,clt,GuyxWi00,pass_defended,0,,,,,
player,201609110clt,clt,GuyxWi00,sacks,0.0,,,,,
player,201609110clt,clt,GuyxWi00,tackles_combined,3,,,,,
player,201609110clt,clt,GuyxWi00,tackles_solo,2,,,,,
player,201609110clt,clt,GuyxWi00,tackles_assists,1,,,,,
player,201609110clt,clt,GuyxWi00,tackles_loss,0,,,,,
player,201609110clt,clt,GuyxWi00,qb_hits,0,,,,,
player,201609110clt,clt,GuyxWi00,fumbles_rec,0,,,,,
player,201609110clt,clt,GuyxWi00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,GuyxWi00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,GuyxWi00,fumbles_forced,0,,,,,
player,201609110clt,clt,ColeTr20,def_int,0,,,,,
player,201609110clt,clt,ColeTr20,def_int_yds,0,,,,,
player,201609110clt,clt,ColeTr20,def_int_td,0,,,,,
player,201609110clt,clt,ColeTr20,def_int_long,0,,,,,
player,201609110clt,clt,ColeTr20,pass_defended,0,,,,,
player,201609110clt,clt,ColeTr20,sacks,0.0,,,,,
player,201609110clt,clt,ColeTr20,tackles_combined,2,,,,,
player,201609110clt,clt,ColeTr20,tackles_solo,1,,,,,
player,201609110clt,clt,ColeTr20,tackles_assists,1,,,,,
player,201609110clt,clt,ColeTr20,tackles_loss,1,,,,,
player,201609110clt,clt,ColeTr20,qb_hits,0,,,,,
player,201609110clt,clt,ColeTr20,fumbles_rec,0,,,,,
player,201609110clt,clt,ColeTr20,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,ColeTr20,fumbles_rec_td,0,,,,,
player,201609110clt,clt,ColeTr20,fumbles_forced,0,,,,,
player,201609110clt,clt,CromAn20,def_int,0,,,,,
player,201609110clt,clt,CromAn20,def_int_yds,0,,,,,
player,201609110clt,clt,CromAn20,def_int_td,0,,,,,
player,201609110clt,clt,CromAn20,def_int_long,0,,,,,
player,201609110clt,clt,CromAn20,pass_defended,1,,,,,
player,201609110clt,clt,CromAn20,sacks,0.0,,,,,
player,201609110clt,clt,CromAn20,tackles_combined,2,,,,,
player,201609110clt,clt,CromAn20,tackles_solo,2,,,,,
player,201609110clt,clt,CromAn20,tackles_assists,0,,,,,
player,201609110clt,clt,CromAn20,tackles_loss,0,,,,,
player,201609110clt,clt,CromAn20,qb_hits,0,,,,,
player,201609110clt,clt,CromAn20,fumbles_rec,0,,,,,
player,201609110clt,clt,CromAn20,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,CromAn20,fumbles_rec_td,0,,,,,
player,201609110clt,clt,CromAn20,fumbles_forced,0,,,,,
player,201609110clt,clt,JackDQ20,def_int,0,,,,,
player,201609110clt,clt,JackDQ20,def_int_yds,0,,,,,
player,201609110clt,clt,JackDQ20,def_int_td,0,,,,,
player,201609110clt,clt,JackDQ20,def_int_long,0,,,,,
player,201609110clt,clt,JackDQ20,pass_defended,0,,,,,
player,201609110clt,clt,JackDQ20,sacks,0.0,,,,,
player,201609110clt,clt,JackDQ20,tackles_combined,2,,,,,
player,201609110clt,clt,JackDQ20,tackles_solo,0,,,,,
player,201609110clt,clt,JackDQ20,tackles_assists,2,,,,,
player,201609110clt,clt,JackDQ20,tackles_loss,0,,,,,
player,201609110clt,clt,JackDQ20,qb_hits,0,,,,,
player,201609110clt,clt,JackDQ20,fumbles_rec,0,,,,,
player,201609110clt,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201609110clt,clt,JackDQ20,fumbles_forced,0,,,,,
player,201609110clt,clt,KerrZa00,def_int,0,,,,,
player,201609110clt,clt,KerrZa00,def_int_yds,0,,,,,
player,201609110clt,clt,KerrZa00,def_int_td,0,,,,,
player,201609110clt,clt,KerrZa00,def_int_long,0,,,,,
player,201609110clt,clt,KerrZa00,pass_defended,0,,,,,
player,201609110clt,clt,KerrZa00,sacks,0.0,,,,,
player,201609110clt,clt,KerrZa00,tackles_combined,2,,,,,
player,201609110clt,clt,KerrZa00,tackles_solo,0,,,,,
player,201609110clt,clt,KerrZa00,tackles_assists,2,,,,,
player,201609110clt,clt,KerrZa00,tackles_loss,0,,,,,
player,201609110clt,clt,KerrZa00,qb_hits,1,,,,,
player,201609110clt,clt,KerrZa00,fumbles_rec,0,,,,,
player,201609110clt,clt,KerrZa00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,KerrZa00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,KerrZa00,fumbles_forced,0,,,,,
player,201609110clt,clt,MathRo20,def_int,0,,,,,
player,201609110clt,clt,MathRo20,def_int_yds,0,,,,,
player,201609110clt,clt,MathRo20,def_int_td,0,,,,,
player,201609110clt,clt,MathRo20,def_int_long,0,,,,,
player,201609110clt,clt,MathRo20,pass_defended,0,,,,,
player,201609110clt,clt,MathRo20,sacks,0.0,,,,,
player,201609110clt,clt,MathRo20,tackles_combined,2,,,,,
player,201609110clt,clt,MathRo20,tackles_solo,2,,,,,
player,201609110clt,clt,MathRo20,tackles_assists,0,,,,,
player,201609110clt,clt,MathRo20,tackles_loss,0,,,,,
