game,2016,11,20161120,201611200sfo,nwe,"New England Patriots",30,sfo,"San Francisco 49ers",17
player,201611200sfo,nwe,KingBr02,special_teams,22,,,,,
player,201611200sfo,nwe,KingBr02,st_pct,71%,,,,,
player,201611200sfo,nwe,JoneJo03,pos,CB,,,,,
player,201611200sfo,nwe,JoneJo03,offense,0,,,,,
player,201611200sfo,nwe,JoneJo03,off_pct,0%,,,,,
player,201611200sfo,nwe,JoneJo03,defense,0,,,,,
player,201611200sfo,nwe,JoneJo03,def_pct,0%,,,,,
player,201611200sfo,nwe,JoneJo03,special_teams,22,,,,,
player,201611200sfo,nwe,JoneJo03,st_pct,71%,,,,,
player,201611200sfo,nwe,RichJo00,pos,SS,,,,,
player,201611200sfo,nwe,RichJo00,offense,0,,,,,
player,201611200sfo,nwe,RichJo00,off_pct,0%,,,,,
player,201611200sfo,nwe,RichJo00,defense,0,,,,,
player,201611200sfo,nwe,RichJo00,def_pct,0%,,,,,
player,201611200sfo,nwe,RichJo00,special_teams,14,,,,,
player,201611200sfo,nwe,RichJo00,st_pct,45%,,,,,
player,201611200sfo,nwe,SlatMa00,pos,WR,,,,,
player,201611200sfo,nwe,SlatMa00,offense,0,,,,,
player,201611200sfo,nwe,SlatMa00,off_pct,0%,,,,,
player,201611200sfo,nwe,SlatMa00,defense,0,,,,,
player,201611200sfo,nwe,SlatMa00,def_pct,0%,,,,,
player,201611200sfo,nwe,SlatMa00,special_teams,12,,,,,
player,201611200sfo,nwe,SlatMa00,st_pct,39%,,,,,
player,201611200sfo,nwe,GostSt20,pos,K,,,,,
player,201611200sfo,nwe,GostSt20,offense,0,,,,,
player,201611200sfo,nwe,GostSt20,off_pct,0%,,,,,
player,201611200sfo,nwe,GostSt20,defense,0,,,,,
player,201611200sfo,nwe,GostSt20,def_pct,0%,,,,,
player,201611200sfo,nwe,GostSt20,special_teams,11,,,,,
player,201611200sfo,nwe,GostSt20,st_pct,35%,,,,,
player,201611200sfo,nwe,AlleRy01,pos,P,,,,,
player,201611200sfo,nwe,AlleRy01,offense,0,,,,,
player,201611200sfo,nwe,AlleRy01,off_pct,0%,,,,,
player,201611200sfo,nwe,AlleRy01,defense,0,,,,,
player,201611200sfo,nwe,AlleRy01,def_pct,0%,,,,,
player,201611200sfo,nwe,AlleRy01,special_teams,10,,,,,
player,201611200sfo,nwe,AlleRy01,st_pct,32%,,,,,
player,201611200sfo,nwe,CardJo00,pos,LS,,,,,
player,201611200sfo,nwe,CardJo00,offense,0,,,,,
player,201611200sfo,nwe,CardJo00,off_pct,0%,,,,,
player,201611200sfo,nwe,CardJo00,defense,0,,,,,
player,201611200sfo,nwe,CardJo00,def_pct,0%,,,,,
player,201611200sfo,nwe,CardJo00,special_teams,10,,,,,
player,201611200sfo,nwe,CardJo00,st_pct,32%,,,,,
player,201611200sfo,nwe,KarrTe00,pos,G,,,,,
player,201611200sfo,nwe,KarrTe00,offense,0,,,,,
player,201611200sfo,nwe,KarrTe00,off_pct,0%,,,,,
player,201611200sfo,nwe,KarrTe00,defense,0,,,,,
player,201611200sfo,nwe,KarrTe00,def_pct,0%,,,,,
player,201611200sfo,nwe,KarrTe00,special_teams,5,,,,,
player,201611200sfo,nwe,KarrTe00,st_pct,16%,,,,,
