game,2016,11,20161120,201611200sfo,nwe,"New England Patriots",30,sfo,"San Francisco 49ers",17
player,201611200sfo,nwe,HighDo01,tackles_loss,0,,,,,
player,201611200sfo,nwe,HighDo01,qb_hits,1,,,,,
player,201611200sfo,nwe,HighDo01,fumbles_rec,0,,,,,
player,201611200sfo,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,HighDo01,fumbles_forced,1,,,,,
player,201611200sfo,nwe,VanNKy00,def_int,0,,,,,
player,201611200sfo,nwe,VanNKy00,def_int_yds,0,,,,,
player,201611200sfo,nwe,VanNKy00,def_int_td,0,,,,,
player,201611200sfo,nwe,VanNKy00,def_int_long,0,,,,,
player,201611200sfo,nwe,VanNKy00,pass_defended,0,,,,,
player,201611200sfo,nwe,VanNKy00,sacks,1.0,,,,,
player,201611200sfo,nwe,VanNKy00,tackles_combined,3,,,,,
player,201611200sfo,nwe,VanNKy00,tackles_solo,1,,,,,
player,201611200sfo,nwe,VanNKy00,tackles_assists,2,,,,,
player,201611200sfo,nwe,VanNKy00,tackles_loss,1,,,,,
player,201611200sfo,nwe,VanNKy00,qb_hits,1,,,,,
player,201611200sfo,nwe,VanNKy00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,VanNKy00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,VanNKy00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,VanNKy00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,ButlMa01,def_int,0,,,,,
player,201611200sfo,nwe,ButlMa01,def_int_yds,0,,,,,
player,201611200sfo,nwe,ButlMa01,def_int_td,0,,,,,
player,201611200sfo,nwe,ButlMa01,def_int_long,0,,,,,
player,201611200sfo,nwe,ButlMa01,pass_defended,0,,,,,
player,201611200sfo,nwe,ButlMa01,sacks,1.0,,,,,
player,201611200sfo,nwe,ButlMa01,tackles_combined,2,,,,,
player,201611200sfo,nwe,ButlMa01,tackles_solo,2,,,,,
player,201611200sfo,nwe,ButlMa01,tackles_assists,0,,,,,
player,201611200sfo,nwe,ButlMa01,tackles_loss,0,,,,,
player,201611200sfo,nwe,ButlMa01,qb_hits,1,,,,,
player,201611200sfo,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201611200sfo,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201611200sfo,nwe,NinkRo20,def_int,0,,,,,
player,201611200sfo,nwe,NinkRo20,def_int_yds,0,,,,,
player,201611200sfo,nwe,NinkRo20,def_int_td,0,,,,,
player,201611200sfo,nwe,NinkRo20,def_int_long,0,,,,,
player,201611200sfo,nwe,NinkRo20,pass_defended,0,,,,,
player,201611200sfo,nwe,NinkRo20,sacks,1.0,,,,,
player,201611200sfo,nwe,NinkRo20,tackles_combined,2,,,,,
player,201611200sfo,nwe,NinkRo20,tackles_solo,2,,,,,
player,201611200sfo,nwe,NinkRo20,tackles_assists,0,,,,,
player,201611200sfo,nwe,NinkRo20,tackles_loss,0,,,,,
player,201611200sfo,nwe,NinkRo20,qb_hits,1,,,,,
player,201611200sfo,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201611200sfo,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,NinkRo20,fumbles_forced,1,,,,,
player,201611200sfo,nwe,HarmDu00,def_int,0,,,,,
player,201611200sfo,nwe,HarmDu00,def_int_yds,0,,,,,
player,201611200sfo,nwe,HarmDu00,def_int_td,0,,,,,
player,201611200sfo,nwe,HarmDu00,def_int_long,0,,,,,
player,201611200sfo,nwe,HarmDu00,pass_defended,0,,,,,
player,201611200sfo,nwe,HarmDu00,sacks,0.0,,,,,
player,201611200sfo,nwe,HarmDu00,tackles_combined,6,,,,,
player,201611200sfo,nwe,HarmDu00,tackles_solo,6,,,,,
player,201611200sfo,nwe,HarmDu00,tackles_assists,0,,,,,
player,201611200sfo,nwe,HarmDu00,tackles_loss,0,,,,,
player,201611200sfo,nwe,HarmDu00,qb_hits,0,,,,,
player,201611200sfo,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,HarmDu00,fumbles_forced,1,,,,,
player,201611200sfo,nwe,McCoDe99,def_int,0,,,,,
player,201611200sfo,nwe,McCoDe99,def_int_yds,0,,,,,
player,201611200sfo,nwe,McCoDe99,def_int_td,0,,,,,
player,201611200sfo,nwe,McCoDe99,def_int_long,0,,,,,
player,201611200sfo,nwe,McCoDe99,pass_defended,0,,,,,
player,201611200sfo,nwe,McCoDe99,sacks,0.0,,,,,
player,201611200sfo,nwe,McCoDe99,tackles_combined,6,,,,,
player,201611200sfo,nwe,McCoDe99,tackles_solo,5,,,,,
player,201611200sfo,nwe,McCoDe99,tackles_assists,1,,,,,
player,201611200sfo,nwe,McCoDe99,tackles_loss,0,,,,,
player,201611200sfo,nwe,McCoDe99,qb_hits,0,,,,,
player,201611200sfo,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201611200sfo,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201611200sfo,nwe,FlowTr00,def_int,0,,,,,
player,201611200sfo,nwe,FlowTr00,def_int_yds,0,,,,,
player,201611200sfo,nwe,FlowTr00,def_int_td,0,,,,,
player,201611200sfo,nwe,FlowTr00,def_int_long,0,,,,,
player,201611200sfo,nwe,FlowTr00,pass_defended,0,,,,,
player,201611200sfo,nwe,FlowTr00,sacks,0.0,,,,,
player,201611200sfo,nwe,FlowTr00,tackles_combined,4,,,,,
player,201611200sfo,nwe,FlowTr00,tackles_solo,1,,,,,
player,201611200sfo,nwe,FlowTr00,tackles_assists,3,,,,,
player,201611200sfo,nwe,FlowTr00,tackles_loss,1,,,,,
player,201611200sfo,nwe,FlowTr00,qb_hits,0,,,,,
player,201611200sfo,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,FlowTr00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,McClSh00,def_int,0,,,,,
player,201611200sfo,nwe,McClSh00,def_int_yds,0,,,,,
player,201611200sfo,nwe,McClSh00,def_int_td,0,,,,,
player,201611200sfo,nwe,McClSh00,def_int_long,0,,,,,
player,201611200sfo,nwe,McClSh00,pass_defended,0,,,,,
player,201611200sfo,nwe,McClSh00,sacks,0.0,,,,,
player,201611200sfo,nwe,McClSh00,tackles_combined,4,,,,,
player,201611200sfo,nwe,McClSh00,tackles_solo,2,,,,,
player,201611200sfo,nwe,McClSh00,tackles_assists,2,,,,,
player,201611200sfo,nwe,McClSh00,tackles_loss,0,,,,,
player,201611200sfo,nwe,McClSh00,qb_hits,0,,,,,
player,201611200sfo,nwe,McClSh00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,McClSh00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,McClSh00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,McClSh00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,BranAl99,def_int,0,,,,,
player,201611200sfo,nwe,BranAl99,def_int_yds,0,,,,,
player,201611200sfo,nwe,BranAl99,def_int_td,0,,,,,
player,201611200sfo,nwe,BranAl99,def_int_long,0,,,,,
player,201611200sfo,nwe,BranAl99,pass_defended,1,,,,,
player,201611200sfo,nwe,BranAl99,sacks,0.0,,,,,
player,201611200sfo,nwe,BranAl99,tackles_combined,3,,,,,
player,201611200sfo,nwe,BranAl99,tackles_solo,2,,,,,
player,201611200sfo,nwe,BranAl99,tackles_assists,1,,,,,
player,201611200sfo,nwe,BranAl99,tackles_loss,0,,,,,
player,201611200sfo,nwe,BranAl99,qb_hits,0,,,,,
player,201611200sfo,nwe,BranAl99,fumbles_rec,0,,,,,
player,201611200sfo,nwe,BranAl99,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,BranAl99,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,BranAl99,fumbles_forced,0,,,,,
player,201611200sfo,nwe,LongCh99,def_int,0,,,,,
player,201611200sfo,nwe,LongCh99,def_int_yds,0,,,,,
player,201611200sfo,nwe,LongCh99,def_int_td,0,,,,,
player,201611200sfo,nwe,LongCh99,def_int_long,0,,,,,
player,201611200sfo,nwe,LongCh99,pass_defended,0,,,,,
player,201611200sfo,nwe,LongCh99,sacks,0.0,,,,,
player,201611200sfo,nwe,LongCh99,tackles_combined,3,,,,,
player,201611200sfo,nwe,LongCh99,tackles_solo,1,,,,,
player,201611200sfo,nwe,LongCh99,tackles_assists,2,,,,,
player,201611200sfo,nwe,LongCh99,tackles_loss,1,,,,,
player,201611200sfo,nwe,LongCh99,qb_hits,0,,,,,
player,201611200sfo,nwe,LongCh99,fumbles_rec,0,,,,,
player,201611200sfo,nwe,LongCh99,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,LongCh99,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,LongCh99,fumbles_forced,0,,,,,
player,201611200sfo,nwe,RyanLo00,def_int,0,,,,,
player,201611200sfo,nwe,RyanLo00,def_int_yds,0,,,,,
player,201611200sfo,nwe,RyanLo00,def_int_td,0,,,,,
player,201611200sfo,nwe,RyanLo00,def_int_long,0,,,,,
player,201611200sfo,nwe,RyanLo00,pass_defended,2,,,,,
player,201611200sfo,nwe,RyanLo00,sacks,0.0,,,,,
player,201611200sfo,nwe,RyanLo00,tackles_combined,3,,,,,
player,201611200sfo,nwe,RyanLo00,tackles_solo,2,,,,,
player,201611200sfo,nwe,RyanLo00,tackles_assists,1,,,,,
player,201611200sfo,nwe,RyanLo00,tackles_loss,0,,,,,
player,201611200sfo,nwe,RyanLo00,qb_hits,0,,,,,
player,201611200sfo,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,RoweEr00,def_int,0,,,,,
player,201611200sfo,nwe,RoweEr00,def_int_yds,0,,,,,
player,201611200sfo,nwe,RoweEr00,def_int_td,0,,,,,
player,201611200sfo,nwe,RoweEr00,def_int_long,0,,,,,
player,201611200sfo,nwe,RoweEr00,pass_defended,1,,,,,
player,201611200sfo,nwe,RoweEr00,sacks,0.0,,,,,
player,201611200sfo,nwe,RoweEr00,tackles_combined,2,,,,,
player,201611200sfo,nwe,RoweEr00,tackles_solo,2,,,,,
player,201611200sfo,nwe,RoweEr00,tackles_assists,0,,,,,
player,201611200sfo,nwe,RoweEr00,tackles_loss,0,,,,,
player,201611200sfo,nwe,RoweEr00,qb_hits,0,,,,,
player,201611200sfo,nwe,RoweEr00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,RoweEr00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,RoweEr00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,RoweEr00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,ValeVi00,def_int,0,,,,,
player,201611200sfo,nwe,ValeVi00,def_int_yds,0,,,,,
player,201611200sfo,nwe,ValeVi00,def_int_td,0,,,,,
player,201611200sfo,nwe,ValeVi00,def_int_long,0,,,,,
player,201611200sfo,nwe,ValeVi00,pass_defended,0,,,,,
player,201611200sfo,nwe,ValeVi00,sacks,0.0,,,,,
player,201611200sfo,nwe,ValeVi00,tackles_combined,2,,,,,
player,201611200sfo,nwe,ValeVi00,tackles_solo,2,,,,,
player,201611200sfo,nwe,ValeVi00,tackles_assists,0,,,,,
player,201611200sfo,nwe,ValeVi00,tackles_loss,1,,,,,
player,201611200sfo,nwe,ValeVi00,qb_hits,0,,,,,
player,201611200sfo,nwe,ValeVi00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,ValeVi00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,ValeVi00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,ValeVi00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,BrowMa01,def_int,0,,,,,
player,201611200sfo,nwe,BrowMa01,def_int_yds,0,,,,,
player,201611200sfo,nwe,BrowMa01,def_int_td,0,,,,,
player,201611200sfo,nwe,BrowMa01,def_int_long,0,,,,,
player,201611200sfo,nwe,BrowMa01,pass_defended,0,,,,,
player,201611200sfo,nwe,BrowMa01,sacks,0.0,,,,,
player,201611200sfo,nwe,BrowMa01,tackles_combined,1,,,,,
player,201611200sfo,nwe,BrowMa01,tackles_solo,1,,,,,
player,201611200sfo,nwe,BrowMa01,tackles_assists,0,,,,,
player,201611200sfo,nwe,BrowMa01,tackles_loss,0,,,,,
player,201611200sfo,nwe,BrowMa01,qb_hits,0,,,,,
player,201611200sfo,nwe,BrowMa01,fumbles_rec,0,,,,,
player,201611200sfo,nwe,BrowMa01,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,BrowMa01,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,BrowMa01,fumbles_forced,0,,,,,
player,201611200sfo,nwe,EbneNa00,def_int,0,,,,,
player,201611200sfo,nwe,EbneNa00,def_int_yds,0,,,,,
player,201611200sfo,nwe,EbneNa00,def_int_td,0,,,,,
player,201611200sfo,nwe,EbneNa00,def_int_long,0,,,,,
player,201611200sfo,nwe,EbneNa00,pass_defended,0,,,,,
player,201611200sfo,nwe,EbneNa00,sacks,0.0,,,,,
player,201611200sfo,nwe,EbneNa00,tackles_combined,1,,,,,
player,201611200sfo,nwe,EbneNa00,tackles_solo,0,,,,,
player,201611200sfo,nwe,EbneNa00,tackles_assists,1,,,,,
player,201611200sfo,nwe,EbneNa00,tackles_loss,0,,,,,
player,201611200sfo,nwe,EbneNa00,qb_hits,0,,,,,
player,201611200sfo,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,JoneJo03,def_int,0,,,,,
player,201611200sfo,nwe,JoneJo03,def_int_yds,0,,,,,
player,201611200sfo,nwe,JoneJo03,def_int_td,0,,,,,
player,201611200sfo,nwe,JoneJo03,def_int_long,0,,,,,
player,201611200sfo,nwe,JoneJo03,pass_defended,0,,,,,
player,201611200sfo,nwe,JoneJo03,sacks,0.0,,,,,
player,201611200sfo,nwe,JoneJo03,tackles_combined,1,,,,,
player,201611200sfo,nwe,JoneJo03,tackles_solo,0,,,,,
player,201611200sfo,nwe,JoneJo03,tackles_assists,1,,,,,
player,201611200sfo,nwe,JoneJo03,tackles_loss,0,,,,,
player,201611200sfo,nwe,JoneJo03,qb_hits,0,,,,,
player,201611200sfo,nwe,JoneJo03,fumbles_rec,0,,,,,
player,201611200sfo,nwe,JoneJo03,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,JoneJo03,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,JoneJo03,fumbles_forced,0,,,,,
player,201611200sfo,nwe,RobeEl00,def_int,0,,,,,
player,201611200sfo,nwe,RobeEl00,def_int_yds,0,,,,,
player,201611200sfo,nwe,RobeEl00,def_int_td,0,,,,,
player,201611200sfo,nwe,RobeEl00,def_int_long,0,,,,,
player,201611200sfo,nwe,RobeEl00,pass_defended,0,,,,,
player,201611200sfo,nwe,RobeEl00,sacks,0.0,,,,,
player,201611200sfo,nwe,RobeEl00,tackles_combined,1,,,,,
player,201611200sfo,nwe,RobeEl00,tackles_solo,0,,,,,
player,201611200sfo,nwe,RobeEl00,tackles_assists,1,,,,,
player,201611200sfo,nwe,RobeEl00,tackles_loss,0,,,,,
player,201611200sfo,nwe,RobeEl00,qb_hits,0,,,,,
player,201611200sfo,nwe,RobeEl00,fumbles_rec,0,,,,,
player,201611200sfo,nwe,RobeEl00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,RobeEl00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,RobeEl00,fumbles_forced,0,,,,,
player,201611200sfo,nwe,AmenDa00,def_int,0,,,,,
player,201611200sfo,nwe,AmenDa00,def_int_yds,,,,,,
player,201611200sfo,nwe,AmenDa00,def_int_td,0,,,,,
player,201611200sfo,nwe,AmenDa00,def_int_long,0,,,,,
player,201611200sfo,nwe,AmenDa00,pass_defended,0,,,,,
player,201611200sfo,nwe,AmenDa00,sacks,0.0,,,,,
player,201611200sfo,nwe,AmenDa00,tackles_combined,0,,,,,
player,201611200sfo,nwe,AmenDa00,tackles_solo,0,,,,,
player,201611200sfo,nwe,AmenDa00,tackles_assists,0,,,,,
player,201611200sfo,nwe,AmenDa00,tackles_loss,0,,,,,
player,201611200sfo,nwe,AmenDa00,qb_hits,0,,,,,
player,201611200sfo,nwe,AmenDa00,fumbles_rec,1,,,,,
player,201611200sfo,nwe,AmenDa00,fumbles_rec_yds,0,,,,,
player,201611200sfo,nwe,AmenDa00,fumbles_rec_td,0,,,,,
player,201611200sfo,nwe,AmenDa00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BrooAh21,def_int,0,,,,,
player,201611200sfo,sfo,BrooAh21,def_int_yds,0,,,,,
player,201611200sfo,sfo,BrooAh21,def_int_td,0,,,,,
player,201611200sfo,sfo,BrooAh21,def_int_long,0,,,,,
player,201611200sfo,sfo,BrooAh21,pass_defended,0,,,,,
player,201611200sfo,sfo,BrooAh21,sacks,1.0,,,,,
player,201611200sfo,sfo,BrooAh21,tackles_combined,2,,,,,
player,201611200sfo,sfo,BrooAh21,tackles_solo,2,,,,,
player,201611200sfo,sfo,BrooAh21,tackles_assists,0,,,,,
player,201611200sfo,sfo,BrooAh21,tackles_loss,1,,,,,
player,201611200sfo,sfo,BrooAh21,qb_hits,2,,,,,
player,201611200sfo,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201611200sfo,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BellNi01,def_int,0,,,,,
player,201611200sfo,sfo,BellNi01,def_int_yds,0,,,,,
player,201611200sfo,sfo,BellNi01,def_int_td,0,,,,,
player,201611200sfo,sfo,BellNi01,def_int_long,0,,,,,
player,201611200sfo,sfo,BellNi01,pass_defended,1,,,,,
player,201611200sfo,sfo,BellNi01,sacks,0.0,,,,,
player,201611200sfo,sfo,BellNi01,tackles_combined,7,,,,,
player,201611200sfo,sfo,BellNi01,tackles_solo,6,,,,,
player,201611200sfo,sfo,BellNi01,tackles_assists,1,,,,,
player,201611200sfo,sfo,BellNi01,tackles_loss,0,,,,,
player,201611200sfo,sfo,BellNi01,qb_hits,0,,,,,
player,201611200sfo,sfo,BellNi01,fumbles_rec,0,,,,,
player,201611200sfo,sfo,BellNi01,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BellNi01,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BellNi01,fumbles_forced,0,,,,,
player,201611200sfo,sfo,ReidEr00,def_int,0,,,,,
player,201611200sfo,sfo,ReidEr00,def_int_yds,0,,,,,
player,201611200sfo,sfo,ReidEr00,def_int_td,0,,,,,
player,201611200sfo,sfo,ReidEr00,def_int_long,0,,,,,
player,201611200sfo,sfo,ReidEr00,pass_defended,0,,,,,
player,201611200sfo,sfo,ReidEr00,sacks,0.0,,,,,
player,201611200sfo,sfo,ReidEr00,tackles_combined,7,,,,,
player,201611200sfo,sfo,ReidEr00,tackles_solo,7,,,,,
player,201611200sfo,sfo,ReidEr00,tackles_assists,0,,,,,
player,201611200sfo,sfo,ReidEr00,tackles_loss,0,,,,,
player,201611200sfo,sfo,ReidEr00,qb_hits,0,,,,,
player,201611200sfo,sfo,ReidEr00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,WardJi01,def_int,0,,,,,
player,201611200sfo,sfo,WardJi01,def_int_yds,0,,,,,
player,201611200sfo,sfo,WardJi01,def_int_td,0,,,,,
player,201611200sfo,sfo,WardJi01,def_int_long,0,,,,,
player,201611200sfo,sfo,WardJi01,pass_defended,1,,,,,
player,201611200sfo,sfo,WardJi01,sacks,0.0,,,,,
player,201611200sfo,sfo,WardJi01,tackles_combined,5,,,,,
player,201611200sfo,sfo,WardJi01,tackles_solo,5,,,,,
player,201611200sfo,sfo,WardJi01,tackles_assists,0,,,,,
player,201611200sfo,sfo,WardJi01,tackles_loss,0,,,,,
player,201611200sfo,sfo,WardJi01,qb_hits,0,,,,,
player,201611200sfo,sfo,WardJi01,fumbles_rec,0,,,,,
player,201611200sfo,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,WardJi01,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BethAn20,def_int,0,,,,,
player,201611200sfo,sfo,BethAn20,def_int_yds,0,,,,,
player,201611200sfo,sfo,BethAn20,def_int_td,0,,,,,
player,201611200sfo,sfo,BethAn20,def_int_long,0,,,,,
player,201611200sfo,sfo,BethAn20,pass_defended,0,,,,,
player,201611200sfo,sfo,BethAn20,sacks,0.0,,,,,
player,201611200sfo,sfo,BethAn20,tackles_combined,4,,,,,
player,201611200sfo,sfo,BethAn20,tackles_solo,4,,,,,
player,201611200sfo,sfo,BethAn20,tackles_assists,0,,,,,
player,201611200sfo,sfo,BethAn20,tackles_loss,0,,,,,
player,201611200sfo,sfo,BethAn20,qb_hits,0,,,,,
player,201611200sfo,sfo,BethAn20,fumbles_rec,0,,,,,
player,201611200sfo,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BethAn20,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BuckDe00,def_int,0,,,,,
player,201611200sfo,sfo,BuckDe00,def_int_yds,0,,,,,
player,201611200sfo,sfo,BuckDe00,def_int_td,0,,,,,
player,201611200sfo,sfo,BuckDe00,def_int_long,0,,,,,
player,201611200sfo,sfo,BuckDe00,pass_defended,0,,,,,
player,201611200sfo,sfo,BuckDe00,sacks,0.0,,,,,
player,201611200sfo,sfo,BuckDe00,tackles_combined,4,,,,,
player,201611200sfo,sfo,BuckDe00,tackles_solo,2,,,,,
player,201611200sfo,sfo,BuckDe00,tackles_assists,2,,,,,
player,201611200sfo,sfo,BuckDe00,tackles_loss,0,,,,,
player,201611200sfo,sfo,BuckDe00,qb_hits,0,,,,,
player,201611200sfo,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,HaroEl00,def_int,0,,,,,
player,201611200sfo,sfo,HaroEl00,def_int_yds,0,,,,,
player,201611200sfo,sfo,HaroEl00,def_int_td,0,,,,,
player,201611200sfo,sfo,HaroEl00,def_int_long,0,,,,,
player,201611200sfo,sfo,HaroEl00,pass_defended,0,,,,,
player,201611200sfo,sfo,HaroEl00,sacks,0.0,,,,,
player,201611200sfo,sfo,HaroEl00,tackles_combined,4,,,,,
player,201611200sfo,sfo,HaroEl00,tackles_solo,2,,,,,
player,201611200sfo,sfo,HaroEl00,tackles_assists,2,,,,,
player,201611200sfo,sfo,HaroEl00,tackles_loss,0,,,,,
player,201611200sfo,sfo,HaroEl00,qb_hits,0,,,,,
player,201611200sfo,sfo,HaroEl00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,HaroEl00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,HaroEl00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,HaroEl00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BlaiRo00,def_int,0,,,,,
player,201611200sfo,sfo,BlaiRo00,def_int_yds,0,,,,,
player,201611200sfo,sfo,BlaiRo00,def_int_td,0,,,,,
player,201611200sfo,sfo,BlaiRo00,def_int_long,0,,,,,
player,201611200sfo,sfo,BlaiRo00,pass_defended,0,,,,,
player,201611200sfo,sfo,BlaiRo00,sacks,0.0,,,,,
player,201611200sfo,sfo,BlaiRo00,tackles_combined,3,,,,,
player,201611200sfo,sfo,BlaiRo00,tackles_solo,2,,,,,
player,201611200sfo,sfo,BlaiRo00,tackles_assists,1,,,,,
player,201611200sfo,sfo,BlaiRo00,tackles_loss,0,,,,,
player,201611200sfo,sfo,BlaiRo00,qb_hits,0,,,,,
player,201611200sfo,sfo,BlaiRo00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,BlaiRo00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BlaiRo00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BlaiRo00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,CarrCo00,def_int,0,,,,,
player,201611200sfo,sfo,CarrCo00,def_int_yds,0,,,,,
player,201611200sfo,sfo,CarrCo00,def_int_td,0,,,,,
player,201611200sfo,sfo,CarrCo00,def_int_long,0,,,,,
player,201611200sfo,sfo,CarrCo00,pass_defended,0,,,,,
player,201611200sfo,sfo,CarrCo00,sacks,0.0,,,,,
player,201611200sfo,sfo,CarrCo00,tackles_combined,3,,,,,
player,201611200sfo,sfo,CarrCo00,tackles_solo,2,,,,,
player,201611200sfo,sfo,CarrCo00,tackles_assists,1,,,,,
player,201611200sfo,sfo,CarrCo00,tackles_loss,,,,,,
player,201611200sfo,sfo,CarrCo00,qb_hits,,,,,,
player,201611200sfo,sfo,CarrCo00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,CarrCo00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,CarrCo00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,CarrCo00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,DorsGl99,def_int,0,,,,,
player,201611200sfo,sfo,DorsGl99,def_int_yds,0,,,,,
player,201611200sfo,sfo,DorsGl99,def_int_td,0,,,,,
player,201611200sfo,sfo,DorsGl99,def_int_long,0,,,,,
player,201611200sfo,sfo,DorsGl99,pass_defended,0,,,,,
player,201611200sfo,sfo,DorsGl99,sacks,0.0,,,,,
player,201611200sfo,sfo,DorsGl99,tackles_combined,3,,,,,
player,201611200sfo,sfo,DorsGl99,tackles_solo,3,,,,,
player,201611200sfo,sfo,DorsGl99,tackles_assists,0,,,,,
player,201611200sfo,sfo,DorsGl99,tackles_loss,0,,,,,
player,201611200sfo,sfo,DorsGl99,qb_hits,1,,,,,
player,201611200sfo,sfo,DorsGl99,fumbles_rec,0,,,,,
player,201611200sfo,sfo,DorsGl99,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,DorsGl99,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,DorsGl99,fumbles_forced,0,,,,,
