game,2019,7,20191020,201910200oti,sdg,"Los Angeles Chargers",20,oti,"Tennessee Titans",23
player,201910200oti,sdg,DaviTh20,pass_defended,0,,,,,
player,201910200oti,sdg,DaviTh20,sacks,0.0,,,,,
player,201910200oti,sdg,DaviTh20,tackles_combined,6,,,,,
player,201910200oti,sdg,DaviTh20,tackles_solo,4,,,,,
player,201910200oti,sdg,DaviTh20,tackles_assists,2,,,,,
player,201910200oti,sdg,DaviTh20,tackles_loss,1,,,,,
player,201910200oti,sdg,DaviTh20,qb_hits,0,,,,,
player,201910200oti,sdg,DaviTh20,fumbles_rec,0,,,,,
player,201910200oti,sdg,DaviTh20,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,DaviTh20,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,DaviTh20,fumbles_forced,0,,,,,
player,201910200oti,sdg,JenkRa00,def_int,0,,,,,
player,201910200oti,sdg,JenkRa00,def_int_yds,0,,,,,
player,201910200oti,sdg,JenkRa00,def_int_td,0,,,,,
player,201910200oti,sdg,JenkRa00,def_int_long,0,,,,,
player,201910200oti,sdg,JenkRa00,pass_defended,0,,,,,
player,201910200oti,sdg,JenkRa00,sacks,0.0,,,,,
player,201910200oti,sdg,JenkRa00,tackles_combined,6,,,,,
player,201910200oti,sdg,JenkRa00,tackles_solo,3,,,,,
player,201910200oti,sdg,JenkRa00,tackles_assists,3,,,,,
player,201910200oti,sdg,JenkRa00,tackles_loss,0,,,,,
player,201910200oti,sdg,JenkRa00,qb_hits,0,,,,,
player,201910200oti,sdg,JenkRa00,fumbles_rec,0,,,,,
player,201910200oti,sdg,JenkRa00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,JenkRa00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,JenkRa00,fumbles_forced,0,,,,,
player,201910200oti,sdg,NwosUc00,def_int,0,,,,,
player,201910200oti,sdg,NwosUc00,def_int_yds,0,,,,,
player,201910200oti,sdg,NwosUc00,def_int_td,0,,,,,
player,201910200oti,sdg,NwosUc00,def_int_long,0,,,,,
player,201910200oti,sdg,NwosUc00,pass_defended,1,,,,,
player,201910200oti,sdg,NwosUc00,sacks,0.0,,,,,
player,201910200oti,sdg,NwosUc00,tackles_combined,6,,,,,
player,201910200oti,sdg,NwosUc00,tackles_solo,5,,,,,
player,201910200oti,sdg,NwosUc00,tackles_assists,1,,,,,
player,201910200oti,sdg,NwosUc00,tackles_loss,2,,,,,
player,201910200oti,sdg,NwosUc00,qb_hits,1,,,,,
player,201910200oti,sdg,NwosUc00,fumbles_rec,0,,,,,
player,201910200oti,sdg,NwosUc00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,NwosUc00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,NwosUc00,fumbles_forced,0,,,,,
player,201910200oti,sdg,HaywCa00,def_int,0,,,,,
player,201910200oti,sdg,HaywCa00,def_int_yds,0,,,,,
player,201910200oti,sdg,HaywCa00,def_int_td,0,,,,,
player,201910200oti,sdg,HaywCa00,def_int_long,0,,,,,
player,201910200oti,sdg,HaywCa00,pass_defended,0,,,,,
player,201910200oti,sdg,HaywCa00,sacks,0.0,,,,,
player,201910200oti,sdg,HaywCa00,tackles_combined,5,,,,,
player,201910200oti,sdg,HaywCa00,tackles_solo,4,,,,,
player,201910200oti,sdg,HaywCa00,tackles_assists,1,,,,,
player,201910200oti,sdg,HaywCa00,tackles_loss,0,,,,,
player,201910200oti,sdg,HaywCa00,qb_hits,0,,,,,
player,201910200oti,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201910200oti,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201910200oti,sdg,BrouCo00,def_int,0,,,,,
player,201910200oti,sdg,BrouCo00,def_int_yds,0,,,,,
player,201910200oti,sdg,BrouCo00,def_int_td,0,,,,,
player,201910200oti,sdg,BrouCo00,def_int_long,0,,,,,
player,201910200oti,sdg,BrouCo00,pass_defended,0,,,,,
player,201910200oti,sdg,BrouCo00,sacks,0.0,,,,,
player,201910200oti,sdg,BrouCo00,tackles_combined,4,,,,,
player,201910200oti,sdg,BrouCo00,tackles_solo,3,,,,,
player,201910200oti,sdg,BrouCo00,tackles_assists,1,,,,,
player,201910200oti,sdg,BrouCo00,tackles_loss,0,,,,,
player,201910200oti,sdg,BrouCo00,qb_hits,0,,,,,
player,201910200oti,sdg,BrouCo00,fumbles_rec,0,,,,,
player,201910200oti,sdg,BrouCo00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,BrouCo00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,BrouCo00,fumbles_forced,0,,,,,
player,201910200oti,sdg,KingDe01,def_int,0,,,,,
player,201910200oti,sdg,KingDe01,def_int_yds,0,,,,,
player,201910200oti,sdg,KingDe01,def_int_td,0,,,,,
player,201910200oti,sdg,KingDe01,def_int_long,0,,,,,
player,201910200oti,sdg,KingDe01,pass_defended,0,,,,,
player,201910200oti,sdg,KingDe01,sacks,0.0,,,,,
player,201910200oti,sdg,KingDe01,tackles_combined,3,,,,,
player,201910200oti,sdg,KingDe01,tackles_solo,1,,,,,
player,201910200oti,sdg,KingDe01,tackles_assists,2,,,,,
player,201910200oti,sdg,KingDe01,tackles_loss,0,,,,,
player,201910200oti,sdg,KingDe01,qb_hits,0,,,,,
player,201910200oti,sdg,KingDe01,fumbles_rec,0,,,,,
player,201910200oti,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,KingDe01,fumbles_forced,0,,,,,
player,201910200oti,sdg,RochIs00,def_int,0,,,,,
player,201910200oti,sdg,RochIs00,def_int_yds,0,,,,,
player,201910200oti,sdg,RochIs00,def_int_td,0,,,,,
player,201910200oti,sdg,RochIs00,def_int_long,0,,,,,
player,201910200oti,sdg,RochIs00,pass_defended,0,,,,,
player,201910200oti,sdg,RochIs00,sacks,0.0,,,,,
player,201910200oti,sdg,RochIs00,tackles_combined,3,,,,,
player,201910200oti,sdg,RochIs00,tackles_solo,0,,,,,
player,201910200oti,sdg,RochIs00,tackles_assists,3,,,,,
player,201910200oti,sdg,RochIs00,tackles_loss,0,,,,,
player,201910200oti,sdg,RochIs00,qb_hits,0,,,,,
player,201910200oti,sdg,RochIs00,fumbles_rec,0,,,,,
player,201910200oti,sdg,RochIs00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,RochIs00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,RochIs00,fumbles_forced,0,,,,,
player,201910200oti,sdg,EgbuEm00,def_int,0,,,,,
player,201910200oti,sdg,EgbuEm00,def_int_yds,0,,,,,
player,201910200oti,sdg,EgbuEm00,def_int_td,0,,,,,
player,201910200oti,sdg,EgbuEm00,def_int_long,0,,,,,
player,201910200oti,sdg,EgbuEm00,pass_defended,0,,,,,
player,201910200oti,sdg,EgbuEm00,sacks,0.0,,,,,
player,201910200oti,sdg,EgbuEm00,tackles_combined,2,,,,,
player,201910200oti,sdg,EgbuEm00,tackles_solo,2,,,,,
player,201910200oti,sdg,EgbuEm00,tackles_assists,0,,,,,
player,201910200oti,sdg,EgbuEm00,tackles_loss,0,,,,,
player,201910200oti,sdg,EgbuEm00,qb_hits,0,,,,,
player,201910200oti,sdg,EgbuEm00,fumbles_rec,0,,,,,
player,201910200oti,sdg,EgbuEm00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,EgbuEm00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,EgbuEm00,fumbles_forced,0,,,,,
player,201910200oti,sdg,SquaDa00,def_int,0,,,,,
player,201910200oti,sdg,SquaDa00,def_int_yds,0,,,,,
player,201910200oti,sdg,SquaDa00,def_int_td,0,,,,,
player,201910200oti,sdg,SquaDa00,def_int_long,0,,,,,
player,201910200oti,sdg,SquaDa00,pass_defended,1,,,,,
player,201910200oti,sdg,SquaDa00,sacks,0.0,,,,,
player,201910200oti,sdg,SquaDa00,tackles_combined,2,,,,,
player,201910200oti,sdg,SquaDa00,tackles_solo,1,,,,,
player,201910200oti,sdg,SquaDa00,tackles_assists,1,,,,,
player,201910200oti,sdg,SquaDa00,tackles_loss,0,,,,,
player,201910200oti,sdg,SquaDa00,qb_hits,1,,,,,
player,201910200oti,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201910200oti,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201910200oti,sdg,BrowJa05,def_int,0,,,,,
player,201910200oti,sdg,BrowJa05,def_int_yds,0,,,,,
player,201910200oti,sdg,BrowJa05,def_int_td,0,,,,,
player,201910200oti,sdg,BrowJa05,def_int_long,0,,,,,
player,201910200oti,sdg,BrowJa05,pass_defended,0,,,,,
player,201910200oti,sdg,BrowJa05,sacks,0.0,,,,,
player,201910200oti,sdg,BrowJa05,tackles_combined,1,,,,,
player,201910200oti,sdg,BrowJa05,tackles_solo,1,,,,,
player,201910200oti,sdg,BrowJa05,tackles_assists,0,,,,,
player,201910200oti,sdg,BrowJa05,tackles_loss,0,,,,,
player,201910200oti,sdg,BrowJa05,qb_hits,0,,,,,
player,201910200oti,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201910200oti,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201910200oti,sdg,McGiT.00,def_int,0,,,,,
player,201910200oti,sdg,McGiT.00,def_int_yds,0,,,,,
player,201910200oti,sdg,McGiT.00,def_int_td,0,,,,,
player,201910200oti,sdg,McGiT.00,def_int_long,0,,,,,
player,201910200oti,sdg,McGiT.00,pass_defended,0,,,,,
player,201910200oti,sdg,McGiT.00,sacks,0.0,,,,,
player,201910200oti,sdg,McGiT.00,tackles_combined,1,,,,,
player,201910200oti,sdg,McGiT.00,tackles_solo,0,,,,,
player,201910200oti,sdg,McGiT.00,tackles_assists,1,,,,,
player,201910200oti,sdg,McGiT.00,tackles_loss,0,,,,,
player,201910200oti,sdg,McGiT.00,qb_hits,0,,,,,
player,201910200oti,sdg,McGiT.00,fumbles_rec,0,,,,,
player,201910200oti,sdg,McGiT.00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,McGiT.00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,McGiT.00,fumbles_forced,0,,,,,
player,201910200oti,sdg,TranDr00,def_int,0,,,,,
player,201910200oti,sdg,TranDr00,def_int_yds,0,,,,,
player,201910200oti,sdg,TranDr00,def_int_td,0,,,,,
player,201910200oti,sdg,TranDr00,def_int_long,0,,,,,
player,201910200oti,sdg,TranDr00,pass_defended,0,,,,,
player,201910200oti,sdg,TranDr00,sacks,0.0,,,,,
player,201910200oti,sdg,TranDr00,tackles_combined,1,,,,,
player,201910200oti,sdg,TranDr00,tackles_solo,1,,,,,
player,201910200oti,sdg,TranDr00,tackles_assists,0,,,,,
player,201910200oti,sdg,TranDr00,tackles_loss,0,,,,,
player,201910200oti,sdg,TranDr00,qb_hits,0,,,,,
player,201910200oti,sdg,TranDr00,fumbles_rec,0,,,,,
player,201910200oti,sdg,TranDr00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,TranDr00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,TranDr00,fumbles_forced,0,,,,,
player,201910200oti,sdg,WatkJa01,def_int,0,,,,,
player,201910200oti,sdg,WatkJa01,def_int_yds,0,,,,,
player,201910200oti,sdg,WatkJa01,def_int_td,0,,,,,
player,201910200oti,sdg,WatkJa01,def_int_long,0,,,,,
player,201910200oti,sdg,WatkJa01,pass_defended,0,,,,,
player,201910200oti,sdg,WatkJa01,sacks,0.0,,,,,
player,201910200oti,sdg,WatkJa01,tackles_combined,1,,,,,
player,201910200oti,sdg,WatkJa01,tackles_solo,1,,,,,
player,201910200oti,sdg,WatkJa01,tackles_assists,0,,,,,
player,201910200oti,sdg,WatkJa01,tackles_loss,0,,,,,
player,201910200oti,sdg,WatkJa01,qb_hits,0,,,,,
player,201910200oti,sdg,WatkJa01,fumbles_rec,0,,,,,
player,201910200oti,sdg,WatkJa01,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,WatkJa01,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,WatkJa01,fumbles_forced,0,,,,,
player,201910200oti,sdg,WhitKy00,def_int,0,,,,,
player,201910200oti,sdg,WhitKy00,def_int_yds,0,,,,,
player,201910200oti,sdg,WhitKy00,def_int_td,0,,,,,
player,201910200oti,sdg,WhitKy00,def_int_long,0,,,,,
player,201910200oti,sdg,WhitKy00,pass_defended,0,,,,,
player,201910200oti,sdg,WhitKy00,sacks,0.0,,,,,
player,201910200oti,sdg,WhitKy00,tackles_combined,1,,,,,
player,201910200oti,sdg,WhitKy00,tackles_solo,0,,,,,
player,201910200oti,sdg,WhitKy00,tackles_assists,1,,,,,
player,201910200oti,sdg,WhitKy00,tackles_loss,0,,,,,
player,201910200oti,sdg,WhitKy00,qb_hits,0,,,,,
player,201910200oti,sdg,WhitKy00,fumbles_rec,0,,,,,
player,201910200oti,sdg,WhitKy00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,WhitKy00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,WhitKy00,fumbles_forced,0,,,,,
player,201910200oti,sdg,GordMe00,def_int,0,,,,,
player,201910200oti,sdg,GordMe00,def_int_yds,0,,,,,
player,201910200oti,sdg,GordMe00,def_int_td,0,,,,,
player,201910200oti,sdg,GordMe00,def_int_long,0,,,,,
player,201910200oti,sdg,GordMe00,pass_defended,0,,,,,
player,201910200oti,sdg,GordMe00,sacks,0.0,,,,,
player,201910200oti,sdg,GordMe00,tackles_combined,0,,,,,
player,201910200oti,sdg,GordMe00,tackles_solo,0,,,,,
player,201910200oti,sdg,GordMe00,tackles_assists,0,,,,,
player,201910200oti,sdg,GordMe00,tackles_loss,0,,,,,
player,201910200oti,sdg,GordMe00,qb_hits,0,,,,,
player,201910200oti,sdg,GordMe00,fumbles_rec,1,,,,,
player,201910200oti,sdg,GordMe00,fumbles_rec_yds,0,,,,,
player,201910200oti,sdg,GordMe00,fumbles_rec_td,0,,,,,
player,201910200oti,sdg,GordMe00,fumbles_forced,0,,,,,
player,201910200oti,oti,SimmJe01,def_int,0,,,,,
player,201910200oti,oti,SimmJe01,def_int_yds,0,,,,,
player,201910200oti,oti,SimmJe01,def_int_td,0,,,,,
player,201910200oti,oti,SimmJe01,def_int_long,0,,,,,
player,201910200oti,oti,SimmJe01,pass_defended,0,,,,,
player,201910200oti,oti,SimmJe01,sacks,1.0,,,,,
player,201910200oti,oti,SimmJe01,tackles_combined,4,,,,,
player,201910200oti,oti,SimmJe01,tackles_solo,4,,,,,
player,201910200oti,oti,SimmJe01,tackles_assists,0,,,,,
player,201910200oti,oti,SimmJe01,tackles_loss,2,,,,,
player,201910200oti,oti,SimmJe01,qb_hits,1,,,,,
player,201910200oti,oti,SimmJe01,fumbles_rec,0,,,,,
player,201910200oti,oti,SimmJe01,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,SimmJe01,fumbles_rec_td,0,,,,,
player,201910200oti,oti,SimmJe01,fumbles_forced,0,,,,,
player,201910200oti,oti,EvanRa01,def_int,0,,,,,
player,201910200oti,oti,EvanRa01,def_int_yds,0,,,,,
player,201910200oti,oti,EvanRa01,def_int_td,0,,,,,
player,201910200oti,oti,EvanRa01,def_int_long,0,,,,,
player,201910200oti,oti,EvanRa01,pass_defended,0,,,,,
player,201910200oti,oti,EvanRa01,sacks,0.0,,,,,
player,201910200oti,oti,EvanRa01,tackles_combined,10,,,,,
player,201910200oti,oti,EvanRa01,tackles_solo,8,,,,,
player,201910200oti,oti,EvanRa01,tackles_assists,2,,,,,
player,201910200oti,oti,EvanRa01,tackles_loss,1,,,,,
player,201910200oti,oti,EvanRa01,qb_hits,0,,,,,
player,201910200oti,oti,EvanRa01,fumbles_rec,0,,,,,
player,201910200oti,oti,EvanRa01,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,EvanRa01,fumbles_rec_td,0,,,,,
player,201910200oti,oti,EvanRa01,fumbles_forced,0,,,,,
player,201910200oti,oti,RyanLo00,def_int,0,,,,,
player,201910200oti,oti,RyanLo00,def_int_yds,0,,,,,
player,201910200oti,oti,RyanLo00,def_int_td,0,,,,,
player,201910200oti,oti,RyanLo00,def_int_long,0,,,,,
player,201910200oti,oti,RyanLo00,pass_defended,3,,,,,
player,201910200oti,oti,RyanLo00,sacks,0.0,,,,,
player,201910200oti,oti,RyanLo00,tackles_combined,8,,,,,
player,201910200oti,oti,RyanLo00,tackles_solo,5,,,,,
player,201910200oti,oti,RyanLo00,tackles_assists,3,,,,,
player,201910200oti,oti,RyanLo00,tackles_loss,0,,,,,
player,201910200oti,oti,RyanLo00,qb_hits,0,,,,,
player,201910200oti,oti,RyanLo00,fumbles_rec,0,,,,,
player,201910200oti,oti,RyanLo00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,RyanLo00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,RyanLo00,fumbles_forced,1,,,,,
player,201910200oti,oti,ButlMa01,def_int,0,,,,,
player,201910200oti,oti,ButlMa01,def_int_yds,0,,,,,
player,201910200oti,oti,ButlMa01,def_int_td,0,,,,,
player,201910200oti,oti,ButlMa01,def_int_long,0,,,,,
player,201910200oti,oti,ButlMa01,pass_defended,1,,,,,
player,201910200oti,oti,ButlMa01,sacks,0.0,,,,,
player,201910200oti,oti,ButlMa01,tackles_combined,6,,,,,
player,201910200oti,oti,ButlMa01,tackles_solo,3,,,,,
player,201910200oti,oti,ButlMa01,tackles_assists,3,,,,,
player,201910200oti,oti,ButlMa01,tackles_loss,0,,,,,
player,201910200oti,oti,ButlMa01,qb_hits,0,,,,,
player,201910200oti,oti,ButlMa01,fumbles_rec,0,,,,,
player,201910200oti,oti,ButlMa01,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,ButlMa01,fumbles_rec_td,0,,,,,
player,201910200oti,oti,ButlMa01,fumbles_forced,0,,,,,
player,201910200oti,oti,ByarKe01,def_int,0,,,,,
player,201910200oti,oti,ByarKe01,def_int_yds,0,,,,,
player,201910200oti,oti,ByarKe01,def_int_td,0,,,,,
player,201910200oti,oti,ByarKe01,def_int_long,0,,,,,
player,201910200oti,oti,ByarKe01,pass_defended,1,,,,,
player,201910200oti,oti,ByarKe01,sacks,0.0,,,,,
player,201910200oti,oti,ByarKe01,tackles_combined,6,,,,,
player,201910200oti,oti,ByarKe01,tackles_solo,5,,,,,
player,201910200oti,oti,ByarKe01,tackles_assists,1,,,,,
player,201910200oti,oti,ByarKe01,tackles_loss,0,,,,,
player,201910200oti,oti,ByarKe01,qb_hits,0,,,,,
player,201910200oti,oti,ByarKe01,fumbles_rec,0,,,,,
player,201910200oti,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201910200oti,oti,ByarKe01,fumbles_forced,0,,,,,
player,201910200oti,oti,WoodWe20,def_int,0,,,,,
player,201910200oti,oti,WoodWe20,def_int_yds,0,,,,,
player,201910200oti,oti,WoodWe20,def_int_td,0,,,,,
player,201910200oti,oti,WoodWe20,def_int_long,0,,,,,
player,201910200oti,oti,WoodWe20,pass_defended,0,,,,,
player,201910200oti,oti,WoodWe20,sacks,0.0,,,,,
player,201910200oti,oti,WoodWe20,tackles_combined,6,,,,,
player,201910200oti,oti,WoodWe20,tackles_solo,3,,,,,
player,201910200oti,oti,WoodWe20,tackles_assists,3,,,,,
player,201910200oti,oti,WoodWe20,tackles_loss,0,,,,,
player,201910200oti,oti,WoodWe20,qb_hits,0,,,,,
player,201910200oti,oti,WoodWe20,fumbles_rec,0,,,,,
player,201910200oti,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201910200oti,oti,WoodWe20,fumbles_forced,1,,,,,
player,201910200oti,oti,VaccKe00,def_int,0,,,,,
player,201910200oti,oti,VaccKe00,def_int_yds,0,,,,,
player,201910200oti,oti,VaccKe00,def_int_td,0,,,,,
player,201910200oti,oti,VaccKe00,def_int_long,0,,,,,
player,201910200oti,oti,VaccKe00,pass_defended,0,,,,,
player,201910200oti,oti,VaccKe00,sacks,0.0,,,,,
player,201910200oti,oti,VaccKe00,tackles_combined,4,,,,,
player,201910200oti,oti,VaccKe00,tackles_solo,2,,,,,
player,201910200oti,oti,VaccKe00,tackles_assists,2,,,,,
player,201910200oti,oti,VaccKe00,tackles_loss,0,,,,,
player,201910200oti,oti,VaccKe00,qb_hits,0,,,,,
player,201910200oti,oti,VaccKe00,fumbles_rec,0,,,,,
player,201910200oti,oti,VaccKe00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,VaccKe00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,VaccKe00,fumbles_forced,0,,,,,
player,201910200oti,oti,CorrKa00,def_int,0,,,,,
player,201910200oti,oti,CorrKa00,def_int_yds,0,,,,,
player,201910200oti,oti,CorrKa00,def_int_td,0,,,,,
player,201910200oti,oti,CorrKa00,def_int_long,0,,,,,
player,201910200oti,oti,CorrKa00,pass_defended,0,,,,,
player,201910200oti,oti,CorrKa00,sacks,0.0,,,,,
player,201910200oti,oti,CorrKa00,tackles_combined,3,,,,,
player,201910200oti,oti,CorrKa00,tackles_solo,1,,,,,
player,201910200oti,oti,CorrKa00,tackles_assists,2,,,,,
player,201910200oti,oti,CorrKa00,tackles_loss,0,,,,,
player,201910200oti,oti,CorrKa00,qb_hits,0,,,,,
player,201910200oti,oti,CorrKa00,fumbles_rec,0,,,,,
player,201910200oti,oti,CorrKa00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,CorrKa00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,CorrKa00,fumbles_forced,0,,,,,
player,201910200oti,oti,GilbRe01,def_int,0,,,,,
player,201910200oti,oti,GilbRe01,def_int_yds,0,,,,,
player,201910200oti,oti,GilbRe01,def_int_td,0,,,,,
player,201910200oti,oti,GilbRe01,def_int_long,0,,,,,
player,201910200oti,oti,GilbRe01,pass_defended,0,,,,,
player,201910200oti,oti,GilbRe01,sacks,0.0,,,,,
player,201910200oti,oti,GilbRe01,tackles_combined,3,,,,,
player,201910200oti,oti,GilbRe01,tackles_solo,0,,,,,
player,201910200oti,oti,GilbRe01,tackles_assists,3,,,,,
player,201910200oti,oti,GilbRe01,tackles_loss,0,,,,,
player,201910200oti,oti,GilbRe01,qb_hits,1,,,,,
player,201910200oti,oti,GilbRe01,fumbles_rec,0,,,,,
player,201910200oti,oti,GilbRe01,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,GilbRe01,fumbles_rec_td,0,,,,,
player,201910200oti,oti,GilbRe01,fumbles_forced,0,,,,,
player,201910200oti,oti,LandHa00,def_int,0,,,,,
player,201910200oti,oti,LandHa00,def_int_yds,0,,,,,
player,201910200oti,oti,LandHa00,def_int_td,0,,,,,
player,201910200oti,oti,LandHa00,def_int_long,0,,,,,
player,201910200oti,oti,LandHa00,pass_defended,0,,,,,
player,201910200oti,oti,LandHa00,sacks,0.0,,,,,
player,201910200oti,oti,LandHa00,tackles_combined,3,,,,,
player,201910200oti,oti,LandHa00,tackles_solo,2,,,,,
player,201910200oti,oti,LandHa00,tackles_assists,1,,,,,
player,201910200oti,oti,LandHa00,tackles_loss,0,,,,,
player,201910200oti,oti,LandHa00,qb_hits,2,,,,,
player,201910200oti,oti,LandHa00,fumbles_rec,0,,,,,
player,201910200oti,oti,LandHa00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,LandHa00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,LandHa00,fumbles_forced,0,,,,,
player,201910200oti,oti,JackAd00,def_int,0,,,,,
player,201910200oti,oti,JackAd00,def_int_yds,0,,,,,
player,201910200oti,oti,JackAd00,def_int_td,0,,,,,
player,201910200oti,oti,JackAd00,def_int_long,0,,,,,
player,201910200oti,oti,JackAd00,pass_defended,0,,,,,
player,201910200oti,oti,JackAd00,sacks,0.0,,,,,
player,201910200oti,oti,JackAd00,tackles_combined,2,,,,,
player,201910200oti,oti,JackAd00,tackles_solo,2,,,,,
player,201910200oti,oti,JackAd00,tackles_assists,0,,,,,
player,201910200oti,oti,JackAd00,tackles_loss,0,,,,,
player,201910200oti,oti,JackAd00,qb_hits,0,,,,,
player,201910200oti,oti,JackAd00,fumbles_rec,0,,,,,
player,201910200oti,oti,JackAd00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,JackAd00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,JackAd00,fumbles_forced,0,,,,,
player,201910200oti,oti,JoneDa04,def_int,0,,,,,
player,201910200oti,oti,JoneDa04,def_int_yds,0,,,,,
player,201910200oti,oti,JoneDa04,def_int_td,0,,,,,
player,201910200oti,oti,JoneDa04,def_int_long,0,,,,,
player,201910200oti,oti,JoneDa04,pass_defended,0,,,,,
player,201910200oti,oti,JoneDa04,sacks,0.0,,,,,
player,201910200oti,oti,JoneDa04,tackles_combined,2,,,,,
player,201910200oti,oti,JoneDa04,tackles_solo,1,,,,,
player,201910200oti,oti,JoneDa04,tackles_assists,1,,,,,
player,201910200oti,oti,JoneDa04,tackles_loss,0,,,,,
player,201910200oti,oti,JoneDa04,qb_hits,0,,,,,
player,201910200oti,oti,JoneDa04,fumbles_rec,0,,,,,
player,201910200oti,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201910200oti,oti,JoneDa04,fumbles_forced,0,,,,,
player,201910200oti,oti,HookAm00,def_int,0,,,,,
player,201910200oti,oti,HookAm00,def_int_yds,0,,,,,
player,201910200oti,oti,HookAm00,def_int_td,0,,,,,
player,201910200oti,oti,HookAm00,def_int_long,0,,,,,
player,201910200oti,oti,HookAm00,pass_defended,0,,,,,
player,201910200oti,oti,HookAm00,sacks,0.0,,,,,
player,201910200oti,oti,HookAm00,tackles_combined,1,,,,,
player,201910200oti,oti,HookAm00,tackles_solo,1,,,,,
player,201910200oti,oti,HookAm00,tackles_assists,0,,,,,
player,201910200oti,oti,HookAm00,tackles_loss,0,,,,,
player,201910200oti,oti,HookAm00,qb_hits,0,,,,,
player,201910200oti,oti,HookAm00,fumbles_rec,0,,,,,
player,201910200oti,oti,HookAm00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,HookAm00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,HookAm00,fumbles_forced,0,,,,,
player,201910200oti,oti,LongDa04,def_int,0,,,,,
player,201910200oti,oti,LongDa04,def_int_yds,0,,,,,
player,201910200oti,oti,LongDa04,def_int_td,0,,,,,
player,201910200oti,oti,LongDa04,def_int_long,0,,,,,
player,201910200oti,oti,LongDa04,pass_defended,0,,,,,
player,201910200oti,oti,LongDa04,sacks,0.0,,,,,
player,201910200oti,oti,LongDa04,tackles_combined,1,,,,,
player,201910200oti,oti,LongDa04,tackles_solo,1,,,,,
player,201910200oti,oti,LongDa04,tackles_assists,0,,,,,
player,201910200oti,oti,LongDa04,tackles_loss,1,,,,,
player,201910200oti,oti,LongDa04,qb_hits,0,,,,,
player,201910200oti,oti,LongDa04,fumbles_rec,0,,,,,
player,201910200oti,oti,LongDa04,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,LongDa04,fumbles_rec_td,0,,,,,
player,201910200oti,oti,LongDa04,fumbles_forced,0,,,,,
