game,2019,10,20191110,201911100gnb,car,"Carolina Panthers",16,gnb,"Green Bay Packers",24
player,201911100gnb,car,BostTr00,pass_defended,1,,,,,
player,201911100gnb,car,BostTr00,sacks,0.0,,,,,
player,201911100gnb,car,BostTr00,tackles_combined,4,,,,,
player,201911100gnb,car,BostTr00,tackles_solo,3,,,,,
player,201911100gnb,car,BostTr00,tackles_assists,1,,,,,
player,201911100gnb,car,BostTr00,tackles_loss,0,,,,,
player,201911100gnb,car,BostTr00,qb_hits,0,,,,,
player,201911100gnb,car,BostTr00,fumbles_rec,0,,,,,
player,201911100gnb,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,BostTr00,fumbles_rec_td,0,,,,,
player,201911100gnb,car,BostTr00,fumbles_forced,0,,,,,
player,201911100gnb,car,ElliJa01,def_int,0,,,,,
player,201911100gnb,car,ElliJa01,def_int_yds,0,,,,,
player,201911100gnb,car,ElliJa01,def_int_td,0,,,,,
player,201911100gnb,car,ElliJa01,def_int_long,0,,,,,
player,201911100gnb,car,ElliJa01,pass_defended,0,,,,,
player,201911100gnb,car,ElliJa01,sacks,0.0,,,,,
player,201911100gnb,car,ElliJa01,tackles_combined,4,,,,,
player,201911100gnb,car,ElliJa01,tackles_solo,3,,,,,
player,201911100gnb,car,ElliJa01,tackles_assists,1,,,,,
player,201911100gnb,car,ElliJa01,tackles_loss,0,,,,,
player,201911100gnb,car,ElliJa01,qb_hits,0,,,,,
player,201911100gnb,car,ElliJa01,fumbles_rec,0,,,,,
player,201911100gnb,car,ElliJa01,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,ElliJa01,fumbles_rec_td,0,,,,,
player,201911100gnb,car,ElliJa01,fumbles_forced,0,,,,,
player,201911100gnb,car,IrviBr00,def_int,0,,,,,
player,201911100gnb,car,IrviBr00,def_int_yds,0,,,,,
player,201911100gnb,car,IrviBr00,def_int_td,0,,,,,
player,201911100gnb,car,IrviBr00,def_int_long,0,,,,,
player,201911100gnb,car,IrviBr00,pass_defended,0,,,,,
player,201911100gnb,car,IrviBr00,sacks,0.0,,,,,
player,201911100gnb,car,IrviBr00,tackles_combined,4,,,,,
player,201911100gnb,car,IrviBr00,tackles_solo,3,,,,,
player,201911100gnb,car,IrviBr00,tackles_assists,1,,,,,
player,201911100gnb,car,IrviBr00,tackles_loss,0,,,,,
player,201911100gnb,car,IrviBr00,qb_hits,0,,,,,
player,201911100gnb,car,IrviBr00,fumbles_rec,0,,,,,
player,201911100gnb,car,IrviBr00,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,IrviBr00,fumbles_rec_td,0,,,,,
player,201911100gnb,car,IrviBr00,fumbles_forced,0,,,,,
player,201911100gnb,car,KuecLu00,def_int,0,,,,,
player,201911100gnb,car,KuecLu00,def_int_yds,0,,,,,
player,201911100gnb,car,KuecLu00,def_int_td,0,,,,,
player,201911100gnb,car,KuecLu00,def_int_long,0,,,,,
player,201911100gnb,car,KuecLu00,pass_defended,0,,,,,
player,201911100gnb,car,KuecLu00,sacks,0.0,,,,,
player,201911100gnb,car,KuecLu00,tackles_combined,4,,,,,
player,201911100gnb,car,KuecLu00,tackles_solo,1,,,,,
player,201911100gnb,car,KuecLu00,tackles_assists,3,,,,,
player,201911100gnb,car,KuecLu00,tackles_loss,0,,,,,
player,201911100gnb,car,KuecLu00,qb_hits,0,,,,,
player,201911100gnb,car,KuecLu00,fumbles_rec,0,,,,,
player,201911100gnb,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201911100gnb,car,KuecLu00,fumbles_forced,0,,,,,
player,201911100gnb,car,ThomSh01,def_int,0,,,,,
player,201911100gnb,car,ThomSh01,def_int_yds,0,,,,,
player,201911100gnb,car,ThomSh01,def_int_td,0,,,,,
player,201911100gnb,car,ThomSh01,def_int_long,0,,,,,
player,201911100gnb,car,ThomSh01,pass_defended,0,,,,,
player,201911100gnb,car,ThomSh01,sacks,0.0,,,,,
player,201911100gnb,car,ThomSh01,tackles_combined,4,,,,,
player,201911100gnb,car,ThomSh01,tackles_solo,3,,,,,
player,201911100gnb,car,ThomSh01,tackles_assists,1,,,,,
player,201911100gnb,car,ThomSh01,tackles_loss,1,,,,,
player,201911100gnb,car,ThomSh01,qb_hits,0,,,,,
player,201911100gnb,car,ThomSh01,fumbles_rec,0,,,,,
player,201911100gnb,car,ThomSh01,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,ThomSh01,fumbles_rec_td,0,,,,,
player,201911100gnb,car,ThomSh01,fumbles_forced,0,,,,,
player,201911100gnb,car,LukeCo00,def_int,0,,,,,
player,201911100gnb,car,LukeCo00,def_int_yds,0,,,,,
player,201911100gnb,car,LukeCo00,def_int_td,0,,,,,
player,201911100gnb,car,LukeCo00,def_int_long,0,,,,,
player,201911100gnb,car,LukeCo00,pass_defended,0,,,,,
player,201911100gnb,car,LukeCo00,sacks,0.0,,,,,
player,201911100gnb,car,LukeCo00,tackles_combined,2,,,,,
player,201911100gnb,car,LukeCo00,tackles_solo,2,,,,,
player,201911100gnb,car,LukeCo00,tackles_assists,0,,,,,
player,201911100gnb,car,LukeCo00,tackles_loss,0,,,,,
player,201911100gnb,car,LukeCo00,qb_hits,0,,,,,
player,201911100gnb,car,LukeCo00,fumbles_rec,0,,,,,
player,201911100gnb,car,LukeCo00,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,LukeCo00,fumbles_rec_td,0,,,,,
player,201911100gnb,car,LukeCo00,fumbles_forced,0,,,,,
player,201911100gnb,car,BurnBr00,def_int,0,,,,,
player,201911100gnb,car,BurnBr00,def_int_yds,0,,,,,
player,201911100gnb,car,BurnBr00,def_int_td,0,,,,,
player,201911100gnb,car,BurnBr00,def_int_long,0,,,,,
player,201911100gnb,car,BurnBr00,pass_defended,0,,,,,
player,201911100gnb,car,BurnBr00,sacks,0.0,,,,,
player,201911100gnb,car,BurnBr00,tackles_combined,1,,,,,
player,201911100gnb,car,BurnBr00,tackles_solo,1,,,,,
player,201911100gnb,car,BurnBr00,tackles_assists,0,,,,,
player,201911100gnb,car,BurnBr00,tackles_loss,0,,,,,
player,201911100gnb,car,BurnBr00,qb_hits,0,,,,,
player,201911100gnb,car,BurnBr00,fumbles_rec,0,,,,,
player,201911100gnb,car,BurnBr00,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,BurnBr00,fumbles_rec_td,0,,,,,
player,201911100gnb,car,BurnBr00,fumbles_forced,0,,,,,
player,201911100gnb,car,JoneCo01,def_int,0,,,,,
player,201911100gnb,car,JoneCo01,def_int_yds,0,,,,,
player,201911100gnb,car,JoneCo01,def_int_td,0,,,,,
player,201911100gnb,car,JoneCo01,def_int_long,0,,,,,
player,201911100gnb,car,JoneCo01,pass_defended,0,,,,,
player,201911100gnb,car,JoneCo01,sacks,0.0,,,,,
player,201911100gnb,car,JoneCo01,tackles_combined,1,,,,,
player,201911100gnb,car,JoneCo01,tackles_solo,1,,,,,
player,201911100gnb,car,JoneCo01,tackles_assists,0,,,,,
player,201911100gnb,car,JoneCo01,tackles_loss,0,,,,,
player,201911100gnb,car,JoneCo01,qb_hits,0,,,,,
player,201911100gnb,car,JoneCo01,fumbles_rec,0,,,,,
player,201911100gnb,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201911100gnb,car,JoneCo01,fumbles_forced,0,,,,,
player,201911100gnb,car,ObadEf00,def_int,0,,,,,
player,201911100gnb,car,ObadEf00,def_int_yds,0,,,,,
player,201911100gnb,car,ObadEf00,def_int_td,0,,,,,
player,201911100gnb,car,ObadEf00,def_int_long,0,,,,,
player,201911100gnb,car,ObadEf00,pass_defended,0,,,,,
player,201911100gnb,car,ObadEf00,sacks,0.0,,,,,
player,201911100gnb,car,ObadEf00,tackles_combined,1,,,,,
player,201911100gnb,car,ObadEf00,tackles_solo,1,,,,,
player,201911100gnb,car,ObadEf00,tackles_assists,0,,,,,
player,201911100gnb,car,ObadEf00,tackles_loss,0,,,,,
player,201911100gnb,car,ObadEf00,qb_hits,0,,,,,
player,201911100gnb,car,ObadEf00,fumbles_rec,0,,,,,
player,201911100gnb,car,ObadEf00,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,ObadEf00,fumbles_rec_td,0,,,,,
player,201911100gnb,car,ObadEf00,fumbles_forced,0,,,,,
player,201911100gnb,car,VanRGr00,def_int,0,,,,,
player,201911100gnb,car,VanRGr00,def_int_yds,0,,,,,
player,201911100gnb,car,VanRGr00,def_int_td,0,,,,,
player,201911100gnb,car,VanRGr00,def_int_long,0,,,,,
player,201911100gnb,car,VanRGr00,pass_defended,0,,,,,
player,201911100gnb,car,VanRGr00,sacks,0.0,,,,,
player,201911100gnb,car,VanRGr00,tackles_combined,0,,,,,
player,201911100gnb,car,VanRGr00,tackles_solo,0,,,,,
player,201911100gnb,car,VanRGr00,tackles_assists,0,,,,,
player,201911100gnb,car,VanRGr00,tackles_loss,0,,,,,
player,201911100gnb,car,VanRGr00,qb_hits,0,,,,,
player,201911100gnb,car,VanRGr00,fumbles_rec,1,,,,,
player,201911100gnb,car,VanRGr00,fumbles_rec_yds,0,,,,,
player,201911100gnb,car,VanRGr00,fumbles_rec_td,0,,,,,
player,201911100gnb,car,VanRGr00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,WillTr99,def_int,1,,,,,
player,201911100gnb,gnb,WillTr99,def_int_yds,0,,,,,
player,201911100gnb,gnb,WillTr99,def_int_td,0,,,,,
player,201911100gnb,gnb,WillTr99,def_int_long,0,,,,,
player,201911100gnb,gnb,WillTr99,pass_defended,1,,,,,
player,201911100gnb,gnb,WillTr99,sacks,0.0,,,,,
player,201911100gnb,gnb,WillTr99,tackles_combined,2,,,,,
player,201911100gnb,gnb,WillTr99,tackles_solo,2,,,,,
player,201911100gnb,gnb,WillTr99,tackles_assists,0,,,,,
player,201911100gnb,gnb,WillTr99,tackles_loss,0,,,,,
player,201911100gnb,gnb,WillTr99,qb_hits,0,,,,,
player,201911100gnb,gnb,WillTr99,fumbles_rec,0,,,,,
player,201911100gnb,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,WillTr99,fumbles_forced,0,,,,,
player,201911100gnb,gnb,SmitPr00,def_int,0,,,,,
player,201911100gnb,gnb,SmitPr00,def_int_yds,0,,,,,
player,201911100gnb,gnb,SmitPr00,def_int_td,0,,,,,
player,201911100gnb,gnb,SmitPr00,def_int_long,0,,,,,
player,201911100gnb,gnb,SmitPr00,pass_defended,0,,,,,
player,201911100gnb,gnb,SmitPr00,sacks,2.0,,,,,
player,201911100gnb,gnb,SmitPr00,tackles_combined,6,,,,,
player,201911100gnb,gnb,SmitPr00,tackles_solo,5,,,,,
player,201911100gnb,gnb,SmitPr00,tackles_assists,1,,,,,
player,201911100gnb,gnb,SmitPr00,tackles_loss,2,,,,,
player,201911100gnb,gnb,SmitPr00,qb_hits,4,,,,,
player,201911100gnb,gnb,SmitPr00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,SmitPr00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,SmitPr00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,SmitPr00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,LancTy00,def_int,0,,,,,
player,201911100gnb,gnb,LancTy00,def_int_yds,0,,,,,
player,201911100gnb,gnb,LancTy00,def_int_td,0,,,,,
player,201911100gnb,gnb,LancTy00,def_int_long,0,,,,,
player,201911100gnb,gnb,LancTy00,pass_defended,0,,,,,
player,201911100gnb,gnb,LancTy00,sacks,1.0,,,,,
player,201911100gnb,gnb,LancTy00,tackles_combined,2,,,,,
player,201911100gnb,gnb,LancTy00,tackles_solo,1,,,,,
player,201911100gnb,gnb,LancTy00,tackles_assists,1,,,,,
player,201911100gnb,gnb,LancTy00,tackles_loss,1,,,,,
player,201911100gnb,gnb,LancTy00,qb_hits,1,,,,,
player,201911100gnb,gnb,LancTy00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,LancTy00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,LancTy00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,LancTy00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,KingKe01,def_int,0,,,,,
player,201911100gnb,gnb,KingKe01,def_int_yds,0,,,,,
player,201911100gnb,gnb,KingKe01,def_int_td,0,,,,,
player,201911100gnb,gnb,KingKe01,def_int_long,0,,,,,
player,201911100gnb,gnb,KingKe01,pass_defended,2,,,,,
player,201911100gnb,gnb,KingKe01,sacks,0.0,,,,,
player,201911100gnb,gnb,KingKe01,tackles_combined,9,,,,,
player,201911100gnb,gnb,KingKe01,tackles_solo,9,,,,,
player,201911100gnb,gnb,KingKe01,tackles_assists,0,,,,,
player,201911100gnb,gnb,KingKe01,tackles_loss,1,,,,,
player,201911100gnb,gnb,KingKe01,qb_hits,0,,,,,
player,201911100gnb,gnb,KingKe01,fumbles_rec,0,,,,,
player,201911100gnb,gnb,KingKe01,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,KingKe01,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,KingKe01,fumbles_forced,0,,,,,
player,201911100gnb,gnb,MartBl01,def_int,0,,,,,
player,201911100gnb,gnb,MartBl01,def_int_yds,0,,,,,
player,201911100gnb,gnb,MartBl01,def_int_td,0,,,,,
player,201911100gnb,gnb,MartBl01,def_int_long,0,,,,,
player,201911100gnb,gnb,MartBl01,pass_defended,0,,,,,
player,201911100gnb,gnb,MartBl01,sacks,0.0,,,,,
player,201911100gnb,gnb,MartBl01,tackles_combined,7,,,,,
player,201911100gnb,gnb,MartBl01,tackles_solo,6,,,,,
player,201911100gnb,gnb,MartBl01,tackles_assists,1,,,,,
player,201911100gnb,gnb,MartBl01,tackles_loss,0,,,,,
player,201911100gnb,gnb,MartBl01,qb_hits,0,,,,,
player,201911100gnb,gnb,MartBl01,fumbles_rec,0,,,,,
player,201911100gnb,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,MartBl01,fumbles_forced,0,,,,,
player,201911100gnb,gnb,AlexJa00,def_int,0,,,,,
player,201911100gnb,gnb,AlexJa00,def_int_yds,0,,,,,
player,201911100gnb,gnb,AlexJa00,def_int_td,0,,,,,
player,201911100gnb,gnb,AlexJa00,def_int_long,0,,,,,
player,201911100gnb,gnb,AlexJa00,pass_defended,1,,,,,
player,201911100gnb,gnb,AlexJa00,sacks,0.0,,,,,
player,201911100gnb,gnb,AlexJa00,tackles_combined,6,,,,,
player,201911100gnb,gnb,AlexJa00,tackles_solo,6,,,,,
player,201911100gnb,gnb,AlexJa00,tackles_assists,0,,,,,
player,201911100gnb,gnb,AlexJa00,tackles_loss,0,,,,,
player,201911100gnb,gnb,AlexJa00,qb_hits,0,,,,,
player,201911100gnb,gnb,AlexJa00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,AlexJa00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,AlexJa00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,AlexJa00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,AmosAd00,def_int,0,,,,,
player,201911100gnb,gnb,AmosAd00,def_int_yds,0,,,,,
player,201911100gnb,gnb,AmosAd00,def_int_td,0,,,,,
player,201911100gnb,gnb,AmosAd00,def_int_long,0,,,,,
player,201911100gnb,gnb,AmosAd00,pass_defended,1,,,,,
player,201911100gnb,gnb,AmosAd00,sacks,0.0,,,,,
player,201911100gnb,gnb,AmosAd00,tackles_combined,6,,,,,
player,201911100gnb,gnb,AmosAd00,tackles_solo,3,,,,,
player,201911100gnb,gnb,AmosAd00,tackles_assists,3,,,,,
player,201911100gnb,gnb,AmosAd00,tackles_loss,0,,,,,
player,201911100gnb,gnb,AmosAd00,qb_hits,0,,,,,
player,201911100gnb,gnb,AmosAd00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,AmosAd00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,AmosAd00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,AmosAd00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,CampIb00,def_int,0,,,,,
player,201911100gnb,gnb,CampIb00,def_int_yds,0,,,,,
player,201911100gnb,gnb,CampIb00,def_int_td,0,,,,,
player,201911100gnb,gnb,CampIb00,def_int_long,0,,,,,
player,201911100gnb,gnb,CampIb00,pass_defended,0,,,,,
player,201911100gnb,gnb,CampIb00,sacks,0.0,,,,,
player,201911100gnb,gnb,CampIb00,tackles_combined,6,,,,,
player,201911100gnb,gnb,CampIb00,tackles_solo,3,,,,,
player,201911100gnb,gnb,CampIb00,tackles_assists,3,,,,,
player,201911100gnb,gnb,CampIb00,tackles_loss,0,,,,,
player,201911100gnb,gnb,CampIb00,qb_hits,0,,,,,
player,201911100gnb,gnb,CampIb00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,CampIb00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,CampIb00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,CampIb00,fumbles_forced,1,,,,,
player,201911100gnb,gnb,SavaDa00,def_int,0,,,,,
player,201911100gnb,gnb,SavaDa00,def_int_yds,0,,,,,
player,201911100gnb,gnb,SavaDa00,def_int_td,0,,,,,
player,201911100gnb,gnb,SavaDa00,def_int_long,0,,,,,
player,201911100gnb,gnb,SavaDa00,pass_defended,0,,,,,
player,201911100gnb,gnb,SavaDa00,sacks,0.0,,,,,
player,201911100gnb,gnb,SavaDa00,tackles_combined,5,,,,,
player,201911100gnb,gnb,SavaDa00,tackles_solo,4,,,,,
player,201911100gnb,gnb,SavaDa00,tackles_assists,1,,,,,
player,201911100gnb,gnb,SavaDa00,tackles_loss,0,,,,,
player,201911100gnb,gnb,SavaDa00,qb_hits,0,,,,,
player,201911100gnb,gnb,SavaDa00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,SavaDa00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,SavaDa00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,SavaDa00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,ClarKe01,def_int,0,,,,,
player,201911100gnb,gnb,ClarKe01,def_int_yds,0,,,,,
player,201911100gnb,gnb,ClarKe01,def_int_td,0,,,,,
player,201911100gnb,gnb,ClarKe01,def_int_long,0,,,,,
player,201911100gnb,gnb,ClarKe01,pass_defended,0,,,,,
player,201911100gnb,gnb,ClarKe01,sacks,0.0,,,,,
player,201911100gnb,gnb,ClarKe01,tackles_combined,4,,,,,
player,201911100gnb,gnb,ClarKe01,tackles_solo,2,,,,,
player,201911100gnb,gnb,ClarKe01,tackles_assists,2,,,,,
player,201911100gnb,gnb,ClarKe01,tackles_loss,1,,,,,
player,201911100gnb,gnb,ClarKe01,qb_hits,0,,,,,
player,201911100gnb,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201911100gnb,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,ClarKe01,fumbles_forced,0,,,,,
player,201911100gnb,gnb,LowrDe00,def_int,0,,,,,
player,201911100gnb,gnb,LowrDe00,def_int_yds,0,,,,,
player,201911100gnb,gnb,LowrDe00,def_int_td,0,,,,,
player,201911100gnb,gnb,LowrDe00,def_int_long,0,,,,,
player,201911100gnb,gnb,LowrDe00,pass_defended,0,,,,,
player,201911100gnb,gnb,LowrDe00,sacks,0.0,,,,,
player,201911100gnb,gnb,LowrDe00,tackles_combined,3,,,,,
player,201911100gnb,gnb,LowrDe00,tackles_solo,1,,,,,
player,201911100gnb,gnb,LowrDe00,tackles_assists,2,,,,,
player,201911100gnb,gnb,LowrDe00,tackles_loss,0,,,,,
player,201911100gnb,gnb,LowrDe00,qb_hits,0,,,,,
player,201911100gnb,gnb,LowrDe00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,LowrDe00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,LowrDe00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,LowrDe00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,AdamMo00,def_int,0,,,,,
player,201911100gnb,gnb,AdamMo00,def_int_yds,0,,,,,
player,201911100gnb,gnb,AdamMo00,def_int_td,0,,,,,
player,201911100gnb,gnb,AdamMo00,def_int_long,0,,,,,
player,201911100gnb,gnb,AdamMo00,pass_defended,1,,,,,
player,201911100gnb,gnb,AdamMo00,sacks,0.0,,,,,
player,201911100gnb,gnb,AdamMo00,tackles_combined,2,,,,,
player,201911100gnb,gnb,AdamMo00,tackles_solo,1,,,,,
player,201911100gnb,gnb,AdamMo00,tackles_assists,1,,,,,
player,201911100gnb,gnb,AdamMo00,tackles_loss,0,,,,,
player,201911100gnb,gnb,AdamMo00,qb_hits,0,,,,,
player,201911100gnb,gnb,AdamMo00,fumbles_rec,1,,,,,
player,201911100gnb,gnb,AdamMo00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,AdamMo00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,AdamMo00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,GoodB.00,def_int,0,,,,,
player,201911100gnb,gnb,GoodB.00,def_int_yds,0,,,,,
player,201911100gnb,gnb,GoodB.00,def_int_td,0,,,,,
player,201911100gnb,gnb,GoodB.00,def_int_long,0,,,,,
player,201911100gnb,gnb,GoodB.00,pass_defended,0,,,,,
player,201911100gnb,gnb,GoodB.00,sacks,0.0,,,,,
player,201911100gnb,gnb,GoodB.00,tackles_combined,2,,,,,
player,201911100gnb,gnb,GoodB.00,tackles_solo,1,,,,,
player,201911100gnb,gnb,GoodB.00,tackles_assists,1,,,,,
player,201911100gnb,gnb,GoodB.00,tackles_loss,0,,,,,
player,201911100gnb,gnb,GoodB.00,qb_hits,0,,,,,
player,201911100gnb,gnb,GoodB.00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,GoodB.00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,GoodB.00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,GoodB.00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,KekeKi00,def_int,0,,,,,
player,201911100gnb,gnb,KekeKi00,def_int_yds,0,,,,,
player,201911100gnb,gnb,KekeKi00,def_int_td,0,,,,,
player,201911100gnb,gnb,KekeKi00,def_int_long,0,,,,,
player,201911100gnb,gnb,KekeKi00,pass_defended,0,,,,,
player,201911100gnb,gnb,KekeKi00,sacks,0.0,,,,,
player,201911100gnb,gnb,KekeKi00,tackles_combined,1,,,,,
player,201911100gnb,gnb,KekeKi00,tackles_solo,0,,,,,
player,201911100gnb,gnb,KekeKi00,tackles_assists,1,,,,,
player,201911100gnb,gnb,KekeKi00,tackles_loss,0,,,,,
player,201911100gnb,gnb,KekeKi00,qb_hits,0,,,,,
player,201911100gnb,gnb,KekeKi00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,KekeKi00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,KekeKi00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,KekeKi00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,SmitZa00,def_int,0,,,,,
player,201911100gnb,gnb,SmitZa00,def_int_yds,0,,,,,
player,201911100gnb,gnb,SmitZa00,def_int_td,0,,,,,
player,201911100gnb,gnb,SmitZa00,def_int_long,0,,,,,
player,201911100gnb,gnb,SmitZa00,pass_defended,0,,,,,
player,201911100gnb,gnb,SmitZa00,sacks,0.0,,,,,
player,201911100gnb,gnb,SmitZa00,tackles_combined,1,,,,,
player,201911100gnb,gnb,SmitZa00,tackles_solo,0,,,,,
player,201911100gnb,gnb,SmitZa00,tackles_assists,1,,,,,
player,201911100gnb,gnb,SmitZa00,tackles_loss,0,,,,,
player,201911100gnb,gnb,SmitZa00,qb_hits,3,,,,,
player,201911100gnb,gnb,SmitZa00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,SmitZa00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,SmitZa00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,SmitZa00,fumbles_forced,0,,,,,
player,201911100gnb,gnb,FackKy00,def_int,0,,,,,
player,201911100gnb,gnb,FackKy00,def_int_yds,0,,,,,
player,201911100gnb,gnb,FackKy00,def_int_td,0,,,,,
player,201911100gnb,gnb,FackKy00,def_int_long,0,,,,,
player,201911100gnb,gnb,FackKy00,pass_defended,0,,,,,
player,201911100gnb,gnb,FackKy00,sacks,0.0,,,,,
player,201911100gnb,gnb,FackKy00,tackles_combined,0,,,,,
player,201911100gnb,gnb,FackKy00,tackles_solo,0,,,,,
player,201911100gnb,gnb,FackKy00,tackles_assists,0,,,,,
player,201911100gnb,gnb,FackKy00,tackles_loss,0,,,,,
player,201911100gnb,gnb,FackKy00,qb_hits,1,,,,,
player,201911100gnb,gnb,FackKy00,fumbles_rec,0,,,,,
player,201911100gnb,gnb,FackKy00,fumbles_rec_yds,0,,,,,
player,201911100gnb,gnb,FackKy00,fumbles_rec_td,0,,,,,
player,201911100gnb,gnb,FackKy00,fumbles_forced,0,,,,,
player,201911100gnb,car,WhitDe01,kick_ret,4,,,,,
player,201911100gnb,car,WhitDe01,kick_ret_yds,80,,,,,
player,201911100gnb,car,WhitDe01,kick_ret_yds_per_ret,20.0,,,,,
player,201911100gnb,car,WhitDe01,kick_ret_td,0,,,,,
player,201911100gnb,car,WhitDe01,kick_ret_long,36,,,,,
player,201911100gnb,car,WhitDe01,punt_ret,0,,,,,
player,201911100gnb,car,WhitDe01,punt_ret_yds,0,,,,,
player,201911100gnb,car,WhitDe01,punt_ret_yds_per_ret,,,,,,
player,201911100gnb,car,WhitDe01,punt_ret_td,0,,,,,
player,201911100gnb,car,WhitDe01,punt_ret_long,0,,,,,
player,201911100gnb,car,SlyeJo00,xpm,1,,,,,
player,201911100gnb,car,SlyeJo00,xpa,1,,,,,
player,201911100gnb,car,SlyeJo00,fgm,1,,,,,
player,201911100gnb,car,SlyeJo00,fga,1,,,,,
player,201911100gnb,car,SlyeJo00,punt,0,,,,,
player,201911100gnb,car,SlyeJo00,punt_yds,0,,,,,
player,201911100gnb,car,SlyeJo00,punt_yds_per_punt,,,,,,
player,201911100gnb,car,SlyeJo00,punt_long,0,,,,,
player,201911100gnb,car,PalaMi00,xpm,,,,,,
player,201911100gnb,car,PalaMi00,xpa,,,,,,
player,201911100gnb,car,PalaMi00,fgm,,,,,,
player,201911100gnb,car,PalaMi00,fga,,,,,,
player,201911100gnb,car,PalaMi00,punt,3,,,,,
player,201911100gnb,car,PalaMi00,punt_yds,122,,,,,
player,201911100gnb,car,PalaMi00,punt_yds_per_punt,40.7,,,,,
player,201911100gnb,car,PalaMi00,punt_long,48,,,,,
player,201911100gnb,gnb,CrosMa20,xpm,3,,,,,
player,201911100gnb,gnb,CrosMa20,xpa,3,,,,,
player,201911100gnb,gnb,CrosMa20,fgm,1,,,,,
player,201911100gnb,gnb,CrosMa20,fga,1,,,,,
player,201911100gnb,gnb,CrosMa20,punt,0,,,,,
player,201911100gnb,gnb,CrosMa20,punt_yds,0,,,,,
player,201911100gnb,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201911100gnb,gnb,CrosMa20,punt_long,0,,,,,
player,201911100gnb,gnb,ScotJK00,xpm,,,,,,
player,201911100gnb,gnb,ScotJK00,xpa,,,,,,
player,201911100gnb,gnb,ScotJK00,fgm,,,,,,
