game,2019,11,20191117,201911170ram,chi,"Chicago Bears",7,ram,"Los Angeles Rams",17
player,201911170ram,chi,NichBi00,def_int_long,0,,,,,
player,201911170ram,chi,NichBi00,pass_defended,0,,,,,
player,201911170ram,chi,NichBi00,sacks,0.0,,,,,
player,201911170ram,chi,NichBi00,tackles_combined,3,,,,,
player,201911170ram,chi,NichBi00,tackles_solo,2,,,,,
player,201911170ram,chi,NichBi00,tackles_assists,1,,,,,
player,201911170ram,chi,NichBi00,tackles_loss,0,,,,,
player,201911170ram,chi,NichBi00,qb_hits,0,,,,,
player,201911170ram,chi,NichBi00,fumbles_rec,0,,,,,
player,201911170ram,chi,NichBi00,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,NichBi00,fumbles_rec_td,0,,,,,
player,201911170ram,chi,NichBi00,fumbles_forced,0,,,,,
player,201911170ram,chi,WillNi01,def_int,0,,,,,
player,201911170ram,chi,WillNi01,def_int_yds,0,,,,,
player,201911170ram,chi,WillNi01,def_int_td,0,,,,,
player,201911170ram,chi,WillNi01,def_int_long,0,,,,,
player,201911170ram,chi,WillNi01,pass_defended,0,,,,,
player,201911170ram,chi,WillNi01,sacks,0.0,,,,,
player,201911170ram,chi,WillNi01,tackles_combined,3,,,,,
player,201911170ram,chi,WillNi01,tackles_solo,1,,,,,
player,201911170ram,chi,WillNi01,tackles_assists,2,,,,,
player,201911170ram,chi,WillNi01,tackles_loss,0,,,,,
player,201911170ram,chi,WillNi01,qb_hits,0,,,,,
player,201911170ram,chi,WillNi01,fumbles_rec,0,,,,,
player,201911170ram,chi,WillNi01,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,WillNi01,fumbles_rec_td,0,,,,,
player,201911170ram,chi,WillNi01,fumbles_forced,0,,,,,
player,201911170ram,chi,FloyLe00,def_int,0,,,,,
player,201911170ram,chi,FloyLe00,def_int_yds,0,,,,,
player,201911170ram,chi,FloyLe00,def_int_td,0,,,,,
player,201911170ram,chi,FloyLe00,def_int_long,0,,,,,
player,201911170ram,chi,FloyLe00,pass_defended,0,,,,,
player,201911170ram,chi,FloyLe00,sacks,0.0,,,,,
player,201911170ram,chi,FloyLe00,tackles_combined,2,,,,,
player,201911170ram,chi,FloyLe00,tackles_solo,0,,,,,
player,201911170ram,chi,FloyLe00,tackles_assists,2,,,,,
player,201911170ram,chi,FloyLe00,tackles_loss,0,,,,,
player,201911170ram,chi,FloyLe00,qb_hits,1,,,,,
player,201911170ram,chi,FloyLe00,fumbles_rec,0,,,,,
player,201911170ram,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201911170ram,chi,FloyLe00,fumbles_forced,0,,,,,
player,201911170ram,chi,GoldEd00,def_int,0,,,,,
player,201911170ram,chi,GoldEd00,def_int_yds,0,,,,,
player,201911170ram,chi,GoldEd00,def_int_td,0,,,,,
player,201911170ram,chi,GoldEd00,def_int_long,0,,,,,
player,201911170ram,chi,GoldEd00,pass_defended,0,,,,,
player,201911170ram,chi,GoldEd00,sacks,0.0,,,,,
player,201911170ram,chi,GoldEd00,tackles_combined,2,,,,,
player,201911170ram,chi,GoldEd00,tackles_solo,0,,,,,
player,201911170ram,chi,GoldEd00,tackles_assists,2,,,,,
player,201911170ram,chi,GoldEd00,tackles_loss,0,,,,,
player,201911170ram,chi,GoldEd00,qb_hits,0,,,,,
player,201911170ram,chi,GoldEd00,fumbles_rec,0,,,,,
player,201911170ram,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201911170ram,chi,GoldEd00,fumbles_forced,0,,,,,
player,201911170ram,chi,SkriBu00,def_int,0,,,,,
player,201911170ram,chi,SkriBu00,def_int_yds,0,,,,,
player,201911170ram,chi,SkriBu00,def_int_td,0,,,,,
player,201911170ram,chi,SkriBu00,def_int_long,0,,,,,
player,201911170ram,chi,SkriBu00,pass_defended,0,,,,,
player,201911170ram,chi,SkriBu00,sacks,0.0,,,,,
player,201911170ram,chi,SkriBu00,tackles_combined,2,,,,,
player,201911170ram,chi,SkriBu00,tackles_solo,2,,,,,
player,201911170ram,chi,SkriBu00,tackles_assists,0,,,,,
player,201911170ram,chi,SkriBu00,tackles_loss,0,,,,,
player,201911170ram,chi,SkriBu00,qb_hits,0,,,,,
player,201911170ram,chi,SkriBu00,fumbles_rec,0,,,,,
player,201911170ram,chi,SkriBu00,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,SkriBu00,fumbles_rec_td,0,,,,,
player,201911170ram,chi,SkriBu00,fumbles_forced,2,,,,,
player,201911170ram,chi,VaugJa01,def_int,0,,,,,
player,201911170ram,chi,VaugJa01,def_int_yds,0,,,,,
player,201911170ram,chi,VaugJa01,def_int_td,0,,,,,
player,201911170ram,chi,VaugJa01,def_int_long,0,,,,,
player,201911170ram,chi,VaugJa01,pass_defended,0,,,,,
player,201911170ram,chi,VaugJa01,sacks,0.0,,,,,
player,201911170ram,chi,VaugJa01,tackles_combined,2,,,,,
player,201911170ram,chi,VaugJa01,tackles_solo,2,,,,,
player,201911170ram,chi,VaugJa01,tackles_assists,0,,,,,
player,201911170ram,chi,VaugJa01,tackles_loss,0,,,,,
player,201911170ram,chi,VaugJa01,qb_hits,0,,,,,
player,201911170ram,chi,VaugJa01,fumbles_rec,0,,,,,
player,201911170ram,chi,VaugJa01,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,VaugJa01,fumbles_rec_td,0,,,,,
player,201911170ram,chi,VaugJa01,fumbles_forced,0,,,,,
player,201911170ram,chi,LyncAa00,def_int,0,,,,,
player,201911170ram,chi,LyncAa00,def_int_yds,0,,,,,
player,201911170ram,chi,LyncAa00,def_int_td,0,,,,,
player,201911170ram,chi,LyncAa00,def_int_long,0,,,,,
player,201911170ram,chi,LyncAa00,pass_defended,0,,,,,
player,201911170ram,chi,LyncAa00,sacks,0.0,,,,,
player,201911170ram,chi,LyncAa00,tackles_combined,1,,,,,
player,201911170ram,chi,LyncAa00,tackles_solo,0,,,,,
player,201911170ram,chi,LyncAa00,tackles_assists,1,,,,,
player,201911170ram,chi,LyncAa00,tackles_loss,0,,,,,
player,201911170ram,chi,LyncAa00,qb_hits,0,,,,,
player,201911170ram,chi,LyncAa00,fumbles_rec,0,,,,,
player,201911170ram,chi,LyncAa00,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,LyncAa00,fumbles_rec_td,0,,,,,
player,201911170ram,chi,LyncAa00,fumbles_forced,0,,,,,
player,201911170ram,chi,UrbaBr00,def_int,0,,,,,
player,201911170ram,chi,UrbaBr00,def_int_yds,0,,,,,
player,201911170ram,chi,UrbaBr00,def_int_td,0,,,,,
player,201911170ram,chi,UrbaBr00,def_int_long,0,,,,,
player,201911170ram,chi,UrbaBr00,pass_defended,0,,,,,
player,201911170ram,chi,UrbaBr00,sacks,0.0,,,,,
player,201911170ram,chi,UrbaBr00,tackles_combined,1,,,,,
player,201911170ram,chi,UrbaBr00,tackles_solo,0,,,,,
player,201911170ram,chi,UrbaBr00,tackles_assists,1,,,,,
player,201911170ram,chi,UrbaBr00,tackles_loss,0,,,,,
player,201911170ram,chi,UrbaBr00,qb_hits,0,,,,,
player,201911170ram,chi,UrbaBr00,fumbles_rec,0,,,,,
player,201911170ram,chi,UrbaBr00,fumbles_rec_yds,0,,,,,
player,201911170ram,chi,UrbaBr00,fumbles_rec_td,0,,,,,
player,201911170ram,chi,UrbaBr00,fumbles_forced,0,,,,,
player,201911170ram,ram,HillTr01,def_int,1,,,,,
player,201911170ram,ram,HillTr01,def_int_yds,6,,,,,
player,201911170ram,ram,HillTr01,def_int_td,0,,,,,
player,201911170ram,ram,HillTr01,def_int_long,6,,,,,
player,201911170ram,ram,HillTr01,pass_defended,3,,,,,
player,201911170ram,ram,HillTr01,sacks,1.0,,,,,
player,201911170ram,ram,HillTr01,tackles_combined,6,,,,,
player,201911170ram,ram,HillTr01,tackles_solo,6,,,,,
player,201911170ram,ram,HillTr01,tackles_assists,0,,,,,
player,201911170ram,ram,HillTr01,tackles_loss,1,,,,,
player,201911170ram,ram,HillTr01,qb_hits,1,,,,,
player,201911170ram,ram,HillTr01,fumbles_rec,0,,,,,
player,201911170ram,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201911170ram,ram,HillTr01,fumbles_forced,0,,,,,
player,201911170ram,ram,DonaAa00,def_int,0,,,,,
player,201911170ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201911170ram,ram,DonaAa00,def_int_td,0,,,,,
player,201911170ram,ram,DonaAa00,def_int_long,0,,,,,
player,201911170ram,ram,DonaAa00,pass_defended,1,,,,,
player,201911170ram,ram,DonaAa00,sacks,2.0,,,,,
player,201911170ram,ram,DonaAa00,tackles_combined,4,,,,,
player,201911170ram,ram,DonaAa00,tackles_solo,3,,,,,
player,201911170ram,ram,DonaAa00,tackles_assists,1,,,,,
player,201911170ram,ram,DonaAa00,tackles_loss,2,,,,,
player,201911170ram,ram,DonaAa00,qb_hits,4,,,,,
player,201911170ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201911170ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201911170ram,ram,RappTa00,def_int,0,,,,,
player,201911170ram,ram,RappTa00,def_int_yds,0,,,,,
player,201911170ram,ram,RappTa00,def_int_td,0,,,,,
player,201911170ram,ram,RappTa00,def_int_long,0,,,,,
player,201911170ram,ram,RappTa00,pass_defended,1,,,,,
player,201911170ram,ram,RappTa00,sacks,0.0,,,,,
player,201911170ram,ram,RappTa00,tackles_combined,8,,,,,
player,201911170ram,ram,RappTa00,tackles_solo,7,,,,,
player,201911170ram,ram,RappTa00,tackles_assists,1,,,,,
player,201911170ram,ram,RappTa00,tackles_loss,1,,,,,
player,201911170ram,ram,RappTa00,qb_hits,0,,,,,
player,201911170ram,ram,RappTa00,fumbles_rec,0,,,,,
player,201911170ram,ram,RappTa00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,RappTa00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,RappTa00,fumbles_forced,0,,,,,
player,201911170ram,ram,WeddEr99,def_int,0,,,,,
player,201911170ram,ram,WeddEr99,def_int_yds,0,,,,,
player,201911170ram,ram,WeddEr99,def_int_td,0,,,,,
player,201911170ram,ram,WeddEr99,def_int_long,0,,,,,
player,201911170ram,ram,WeddEr99,pass_defended,0,,,,,
player,201911170ram,ram,WeddEr99,sacks,0.0,,,,,
player,201911170ram,ram,WeddEr99,tackles_combined,6,,,,,
player,201911170ram,ram,WeddEr99,tackles_solo,4,,,,,
player,201911170ram,ram,WeddEr99,tackles_assists,2,,,,,
player,201911170ram,ram,WeddEr99,tackles_loss,0,,,,,
player,201911170ram,ram,WeddEr99,qb_hits,0,,,,,
player,201911170ram,ram,WeddEr99,fumbles_rec,0,,,,,
player,201911170ram,ram,WeddEr99,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,WeddEr99,fumbles_rec_td,0,,,,,
player,201911170ram,ram,WeddEr99,fumbles_forced,0,,,,,
player,201911170ram,ram,BrocMi00,def_int,0,,,,,
player,201911170ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201911170ram,ram,BrocMi00,def_int_td,0,,,,,
player,201911170ram,ram,BrocMi00,def_int_long,0,,,,,
player,201911170ram,ram,BrocMi00,pass_defended,0,,,,,
player,201911170ram,ram,BrocMi00,sacks,0.0,,,,,
player,201911170ram,ram,BrocMi00,tackles_combined,5,,,,,
player,201911170ram,ram,BrocMi00,tackles_solo,2,,,,,
player,201911170ram,ram,BrocMi00,tackles_assists,3,,,,,
player,201911170ram,ram,BrocMi00,tackles_loss,0,,,,,
player,201911170ram,ram,BrocMi00,qb_hits,0,,,,,
player,201911170ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201911170ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201911170ram,ram,JoseSe00,def_int,0,,,,,
player,201911170ram,ram,JoseSe00,def_int_yds,0,,,,,
player,201911170ram,ram,JoseSe00,def_int_td,0,,,,,
player,201911170ram,ram,JoseSe00,def_int_long,0,,,,,
player,201911170ram,ram,JoseSe00,pass_defended,0,,,,,
player,201911170ram,ram,JoseSe00,sacks,0.0,,,,,
player,201911170ram,ram,JoseSe00,tackles_combined,5,,,,,
player,201911170ram,ram,JoseSe00,tackles_solo,2,,,,,
player,201911170ram,ram,JoseSe00,tackles_assists,3,,,,,
player,201911170ram,ram,JoseSe00,tackles_loss,0,,,,,
player,201911170ram,ram,JoseSe00,qb_hits,0,,,,,
player,201911170ram,ram,JoseSe00,fumbles_rec,0,,,,,
player,201911170ram,ram,JoseSe00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,JoseSe00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,JoseSe00,fumbles_forced,0,,,,,
player,201911170ram,ram,EbukSa00,def_int,0,,,,,
player,201911170ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201911170ram,ram,EbukSa00,def_int_td,0,,,,,
player,201911170ram,ram,EbukSa00,def_int_long,0,,,,,
player,201911170ram,ram,EbukSa00,pass_defended,1,,,,,
player,201911170ram,ram,EbukSa00,sacks,0.0,,,,,
player,201911170ram,ram,EbukSa00,tackles_combined,4,,,,,
player,201911170ram,ram,EbukSa00,tackles_solo,3,,,,,
player,201911170ram,ram,EbukSa00,tackles_assists,1,,,,,
player,201911170ram,ram,EbukSa00,tackles_loss,1,,,,,
player,201911170ram,ram,EbukSa00,qb_hits,0,,,,,
player,201911170ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201911170ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201911170ram,ram,RamsJa00,def_int,0,,,,,
player,201911170ram,ram,RamsJa00,def_int_yds,0,,,,,
player,201911170ram,ram,RamsJa00,def_int_td,0,,,,,
player,201911170ram,ram,RamsJa00,def_int_long,0,,,,,
player,201911170ram,ram,RamsJa00,pass_defended,1,,,,,
player,201911170ram,ram,RamsJa00,sacks,0.0,,,,,
player,201911170ram,ram,RamsJa00,tackles_combined,4,,,,,
player,201911170ram,ram,RamsJa00,tackles_solo,3,,,,,
player,201911170ram,ram,RamsJa00,tackles_assists,1,,,,,
player,201911170ram,ram,RamsJa00,tackles_loss,0,,,,,
player,201911170ram,ram,RamsJa00,qb_hits,0,,,,,
player,201911170ram,ram,RamsJa00,fumbles_rec,0,,,,,
player,201911170ram,ram,RamsJa00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,RamsJa00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,RamsJa00,fumbles_forced,0,,,,,
player,201911170ram,ram,RobeNi00,def_int,0,,,,,
player,201911170ram,ram,RobeNi00,def_int_yds,0,,,,,
player,201911170ram,ram,RobeNi00,def_int_td,0,,,,,
player,201911170ram,ram,RobeNi00,def_int_long,0,,,,,
player,201911170ram,ram,RobeNi00,pass_defended,1,,,,,
player,201911170ram,ram,RobeNi00,sacks,0.0,,,,,
player,201911170ram,ram,RobeNi00,tackles_combined,4,,,,,
player,201911170ram,ram,RobeNi00,tackles_solo,3,,,,,
player,201911170ram,ram,RobeNi00,tackles_assists,1,,,,,
player,201911170ram,ram,RobeNi00,tackles_loss,1,,,,,
player,201911170ram,ram,RobeNi00,qb_hits,0,,,,,
player,201911170ram,ram,RobeNi00,fumbles_rec,0,,,,,
player,201911170ram,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,RobeNi00,fumbles_forced,0,,,,,
player,201911170ram,ram,ChriMa00,def_int,0,,,,,
player,201911170ram,ram,ChriMa00,def_int_yds,0,,,,,
player,201911170ram,ram,ChriMa00,def_int_td,0,,,,,
player,201911170ram,ram,ChriMa00,def_int_long,0,,,,,
player,201911170ram,ram,ChriMa00,pass_defended,1,,,,,
player,201911170ram,ram,ChriMa00,sacks,0.0,,,,,
player,201911170ram,ram,ChriMa00,tackles_combined,3,,,,,
player,201911170ram,ram,ChriMa00,tackles_solo,2,,,,,
player,201911170ram,ram,ChriMa00,tackles_assists,1,,,,,
player,201911170ram,ram,ChriMa00,tackles_loss,0,,,,,
player,201911170ram,ram,ChriMa00,qb_hits,0,,,,,
player,201911170ram,ram,ChriMa00,fumbles_rec,0,,,,,
player,201911170ram,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,ChriMa00,fumbles_forced,0,,,,,
player,201911170ram,ram,LittCo01,def_int,0,,,,,
player,201911170ram,ram,LittCo01,def_int_yds,0,,,,,
player,201911170ram,ram,LittCo01,def_int_td,0,,,,,
player,201911170ram,ram,LittCo01,def_int_long,0,,,,,
player,201911170ram,ram,LittCo01,pass_defended,0,,,,,
player,201911170ram,ram,LittCo01,sacks,0.0,,,,,
player,201911170ram,ram,LittCo01,tackles_combined,3,,,,,
player,201911170ram,ram,LittCo01,tackles_solo,1,,,,,
player,201911170ram,ram,LittCo01,tackles_assists,2,,,,,
player,201911170ram,ram,LittCo01,tackles_loss,0,,,,,
player,201911170ram,ram,LittCo01,qb_hits,0,,,,,
player,201911170ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201911170ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201911170ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201911170ram,ram,FoxxMo00,def_int,0,,,,,
player,201911170ram,ram,FoxxMo00,def_int_yds,0,,,,,
player,201911170ram,ram,FoxxMo00,def_int_td,0,,,,,
player,201911170ram,ram,FoxxMo00,def_int_long,0,,,,,
player,201911170ram,ram,FoxxMo00,pass_defended,0,,,,,
player,201911170ram,ram,FoxxMo00,sacks,0.0,,,,,
player,201911170ram,ram,FoxxMo00,tackles_combined,2,,,,,
player,201911170ram,ram,FoxxMo00,tackles_solo,1,,,,,
player,201911170ram,ram,FoxxMo00,tackles_assists,1,,,,,
player,201911170ram,ram,FoxxMo00,tackles_loss,0,,,,,
player,201911170ram,ram,FoxxMo00,qb_hits,0,,,,,
player,201911170ram,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201911170ram,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201911170ram,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201911170ram,ram,MattCl99,def_int,0,,,,,
player,201911170ram,ram,MattCl99,def_int_yds,0,,,,,
player,201911170ram,ram,MattCl99,def_int_td,0,,,,,
player,201911170ram,ram,MattCl99,def_int_long,0,,,,,
player,201911170ram,ram,MattCl99,pass_defended,0,,,,,
player,201911170ram,ram,MattCl99,sacks,0.0,,,,,
player,201911170ram,ram,MattCl99,tackles_combined,2,,,,,
player,201911170ram,ram,MattCl99,tackles_solo,1,,,,,
player,201911170ram,ram,MattCl99,tackles_assists,1,,,,,
player,201911170ram,ram,MattCl99,tackles_loss,0,,,,,
player,201911170ram,ram,MattCl99,qb_hits,0,,,,,
player,201911170ram,ram,MattCl99,fumbles_rec,0,,,,,
player,201911170ram,ram,MattCl99,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,MattCl99,fumbles_rec_td,0,,,,,
player,201911170ram,ram,MattCl99,fumbles_forced,0,,,,,
player,201911170ram,ram,LongDa02,def_int,0,,,,,
player,201911170ram,ram,LongDa02,def_int_yds,0,,,,,
player,201911170ram,ram,LongDa02,def_int_td,0,,,,,
player,201911170ram,ram,LongDa02,def_int_long,0,,,,,
player,201911170ram,ram,LongDa02,pass_defended,0,,,,,
player,201911170ram,ram,LongDa02,sacks,0.0,,,,,
player,201911170ram,ram,LongDa02,tackles_combined,1,,,,,
player,201911170ram,ram,LongDa02,tackles_solo,1,,,,,
player,201911170ram,ram,LongDa02,tackles_assists,0,,,,,
player,201911170ram,ram,LongDa02,tackles_loss,0,,,,,
player,201911170ram,ram,LongDa02,qb_hits,0,,,,,
player,201911170ram,ram,LongDa02,fumbles_rec,0,,,,,
player,201911170ram,ram,LongDa02,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,LongDa02,fumbles_rec_td,0,,,,,
player,201911170ram,ram,LongDa02,fumbles_forced,0,,,,,
player,201911170ram,ram,ReedTr01,def_int,0,,,,,
player,201911170ram,ram,ReedTr01,def_int_yds,0,,,,,
player,201911170ram,ram,ReedTr01,def_int_td,0,,,,,
player,201911170ram,ram,ReedTr01,def_int_long,0,,,,,
player,201911170ram,ram,ReedTr01,pass_defended,0,,,,,
player,201911170ram,ram,ReedTr01,sacks,0.0,,,,,
player,201911170ram,ram,ReedTr01,tackles_combined,1,,,,,
player,201911170ram,ram,ReedTr01,tackles_solo,0,,,,,
player,201911170ram,ram,ReedTr01,tackles_assists,1,,,,,
player,201911170ram,ram,ReedTr01,tackles_loss,0,,,,,
player,201911170ram,ram,ReedTr01,qb_hits,0,,,,,
player,201911170ram,ram,ReedTr01,fumbles_rec,0,,,,,
player,201911170ram,ram,ReedTr01,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,ReedTr01,fumbles_rec_td,0,,,,,
player,201911170ram,ram,ReedTr01,fumbles_forced,0,,,,,
player,201911170ram,ram,ThomMi04,def_int,0,,,,,
player,201911170ram,ram,ThomMi04,def_int_yds,0,,,,,
player,201911170ram,ram,ThomMi04,def_int_td,0,,,,,
player,201911170ram,ram,ThomMi04,def_int_long,0,,,,,
player,201911170ram,ram,ThomMi04,pass_defended,0,,,,,
player,201911170ram,ram,ThomMi04,sacks,0.0,,,,,
player,201911170ram,ram,ThomMi04,tackles_combined,0,,,,,
player,201911170ram,ram,ThomMi04,tackles_solo,0,,,,,
player,201911170ram,ram,ThomMi04,tackles_assists,0,,,,,
player,201911170ram,ram,ThomMi04,tackles_loss,0,,,,,
player,201911170ram,ram,ThomMi04,qb_hits,0,,,,,
player,201911170ram,ram,ThomMi04,fumbles_rec,1,,,,,
player,201911170ram,ram,ThomMi04,fumbles_rec_yds,0,,,,,
player,201911170ram,ram,ThomMi04,fumbles_rec_td,0,,,,,
player,201911170ram,ram,ThomMi04,fumbles_forced,0,,,,,
player,201911170ram,chi,PattCo00,kick_ret,2,,,,,
player,201911170ram,chi,PattCo00,kick_ret_yds,69,,,,,
player,201911170ram,chi,PattCo00,kick_ret_yds_per_ret,34.5,,,,,
player,201911170ram,chi,PattCo00,kick_ret_td,0,,,,,
player,201911170ram,chi,PattCo00,kick_ret_long,36,,,,,
player,201911170ram,chi,PattCo00,punt_ret,0,,,,,
player,201911170ram,chi,PattCo00,punt_ret_yds,0,,,,,
player,201911170ram,chi,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201911170ram,chi,PattCo00,punt_ret_td,0,,,,,
player,201911170ram,chi,PattCo00,punt_ret_long,0,,,,,
player,201911170ram,chi,HoltJ.01,kick_ret,1,,,,,
player,201911170ram,chi,HoltJ.01,kick_ret_yds,16,,,,,
player,201911170ram,chi,HoltJ.01,kick_ret_yds_per_ret,16.0,,,,,
player,201911170ram,chi,HoltJ.01,kick_ret_td,0,,,,,
player,201911170ram,chi,HoltJ.01,kick_ret_long,16,,,,,
player,201911170ram,chi,HoltJ.01,punt_ret,0,,,,,
player,201911170ram,chi,HoltJ.01,punt_ret_yds,0,,,,,
player,201911170ram,chi,HoltJ.01,punt_ret_yds_per_ret,,,,,,
player,201911170ram,chi,HoltJ.01,punt_ret_td,0,,,,,
player,201911170ram,chi,HoltJ.01,punt_ret_long,0,,,,,
player,201911170ram,ram,NatsJo00,kick_ret,1,,,,,
player,201911170ram,ram,NatsJo00,kick_ret_yds,27,,,,,
player,201911170ram,ram,NatsJo00,kick_ret_yds_per_ret,27.0,,,,,
player,201911170ram,ram,NatsJo00,kick_ret_td,0,,,,,
player,201911170ram,ram,NatsJo00,kick_ret_long,27,,,,,
player,201911170ram,ram,NatsJo00,punt_ret,2,,,,,
player,201911170ram,ram,NatsJo00,punt_ret_yds,0,,,,,
player,201911170ram,ram,NatsJo00,punt_ret_yds_per_ret,0.0,,,,,
player,201911170ram,ram,NatsJo00,punt_ret_td,0,,,,,
player,201911170ram,ram,NatsJo00,punt_ret_long,0,,,,,
player,201911170ram,chi,PineEd00,xpm,1,,,,,
player,201911170ram,chi,PineEd00,xpa,1,,,,,
player,201911170ram,chi,PineEd00,fgm,,,,,,
player,201911170ram,chi,PineEd00,fga,2,,,,,
player,201911170ram,chi,PineEd00,punt,0,,,,,
player,201911170ram,chi,PineEd00,punt_yds,0,,,,,
player,201911170ram,chi,PineEd00,punt_yds_per_punt,,,,,,
player,201911170ram,chi,PineEd00,punt_long,0,,,,,
player,201911170ram,chi,ODonPa00,xpm,,,,,,
player,201911170ram,chi,ODonPa00,xpa,,,,,,
player,201911170ram,chi,ODonPa00,fgm,,,,,,
player,201911170ram,chi,ODonPa00,fga,,,,,,
player,201911170ram,chi,ODonPa00,punt,6,,,,,
player,201911170ram,chi,ODonPa00,punt_yds,258,,,,,
player,201911170ram,chi,ODonPa00,punt_yds_per_punt,43.0,,,,,
player,201911170ram,chi,ODonPa00,punt_long,48,,,,,
player,201911170ram,ram,ZuerGr00,xpm,2,,,,,
player,201911170ram,ram,ZuerGr00,xpa,2,,,,,
player,201911170ram,ram,ZuerGr00,fgm,1,,,,,
player,201911170ram,ram,ZuerGr00,fga,1,,,,,
player,201911170ram,ram,ZuerGr00,punt,0,,,,,
player,201911170ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201911170ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201911170ram,ram,ZuerGr00,punt_long,0,,,,,
player,201911170ram,ram,HekkJo00,xpm,,,,,,
player,201911170ram,ram,HekkJo00,xpa,,,,,,
player,201911170ram,ram,HekkJo00,fgm,,,,,,
player,201911170ram,ram,HekkJo00,fga,,,,,,
player,201911170ram,ram,HekkJo00,punt,6,,,,,
player,201911170ram,ram,HekkJo00,punt_yds,329,,,,,
player,201911170ram,ram,HekkJo00,punt_yds_per_punt,54.8,,,,,
player,201911170ram,ram,HekkJo00,punt_long,67,,,,,
player,201911170ram,ram,BlytAu00,pos,G,,,,,
player,201911170ram,ram,BlytAu00,offense,55,,,,,
player,201911170ram,ram,BlytAu00,off_pct,100%,,,,,
player,201911170ram,ram,BlytAu00,defense,0,,,,,
player,201911170ram,ram,BlytAu00,def_pct,0%,,,,,
player,201911170ram,ram,BlytAu00,special_teams,3,,,,,
player,201911170ram,ram,BlytAu00,st_pct,12%,,,,,
player,201911170ram,ram,WhitAn20,pos,T,,,,,
player,201911170ram,ram,WhitAn20,offense,55,,,,,
player,201911170ram,ram,WhitAn20,off_pct,100%,,,,,
player,201911170ram,ram,WhitAn20,defense,0,,,,,
player,201911170ram,ram,WhitAn20,def_pct,0%,,,,,
player,201911170ram,ram,WhitAn20,special_teams,3,,,,,
player,201911170ram,ram,WhitAn20,st_pct,12%,,,,,
player,201911170ram,ram,EvanBo00,pos,T,,,,,
player,201911170ram,ram,EvanBo00,offense,55,,,,,
player,201911170ram,ram,EvanBo00,off_pct,100%,,,,,
player,201911170ram,ram,EvanBo00,defense,0,,,,,
player,201911170ram,ram,EvanBo00,def_pct,0%,,,,,
player,201911170ram,ram,EvanBo00,special_teams,3,,,,,
