game,2019,6,20191010,201910100nwe,nyg,"New York Giants",14,nwe,"New England Patriots",35
player,201910100nwe,nyg,PeppJa00,tackles_solo,8,,,,,
player,201910100nwe,nyg,PeppJa00,tackles_assists,2,,,,,
player,201910100nwe,nyg,PeppJa00,tackles_loss,1,,,,,
player,201910100nwe,nyg,PeppJa00,qb_hits,0,,,,,
player,201910100nwe,nyg,PeppJa00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,PeppJa00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,PeppJa00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,PeppJa00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,TomlDa00,def_int,0,,,,,
player,201910100nwe,nyg,TomlDa00,def_int_yds,0,,,,,
player,201910100nwe,nyg,TomlDa00,def_int_td,0,,,,,
player,201910100nwe,nyg,TomlDa00,def_int_long,0,,,,,
player,201910100nwe,nyg,TomlDa00,pass_defended,0,,,,,
player,201910100nwe,nyg,TomlDa00,sacks,0.0,,,,,
player,201910100nwe,nyg,TomlDa00,tackles_combined,7,,,,,
player,201910100nwe,nyg,TomlDa00,tackles_solo,5,,,,,
player,201910100nwe,nyg,TomlDa00,tackles_assists,2,,,,,
player,201910100nwe,nyg,TomlDa00,tackles_loss,0,,,,,
player,201910100nwe,nyg,TomlDa00,qb_hits,0,,,,,
player,201910100nwe,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,BethAn20,def_int,0,,,,,
player,201910100nwe,nyg,BethAn20,def_int_yds,0,,,,,
player,201910100nwe,nyg,BethAn20,def_int_td,0,,,,,
player,201910100nwe,nyg,BethAn20,def_int_long,0,,,,,
player,201910100nwe,nyg,BethAn20,pass_defended,0,,,,,
player,201910100nwe,nyg,BethAn20,sacks,0.0,,,,,
player,201910100nwe,nyg,BethAn20,tackles_combined,6,,,,,
player,201910100nwe,nyg,BethAn20,tackles_solo,5,,,,,
player,201910100nwe,nyg,BethAn20,tackles_assists,1,,,,,
player,201910100nwe,nyg,BethAn20,tackles_loss,0,,,,,
player,201910100nwe,nyg,BethAn20,qb_hits,0,,,,,
player,201910100nwe,nyg,BethAn20,fumbles_rec,0,,,,,
player,201910100nwe,nyg,BethAn20,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,BethAn20,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,BethAn20,fumbles_forced,0,,,,,
player,201910100nwe,nyg,HaleGr00,def_int,0,,,,,
player,201910100nwe,nyg,HaleGr00,def_int_yds,0,,,,,
player,201910100nwe,nyg,HaleGr00,def_int_td,0,,,,,
player,201910100nwe,nyg,HaleGr00,def_int_long,0,,,,,
player,201910100nwe,nyg,HaleGr00,pass_defended,0,,,,,
player,201910100nwe,nyg,HaleGr00,sacks,0.0,,,,,
player,201910100nwe,nyg,HaleGr00,tackles_combined,6,,,,,
player,201910100nwe,nyg,HaleGr00,tackles_solo,6,,,,,
player,201910100nwe,nyg,HaleGr00,tackles_assists,0,,,,,
player,201910100nwe,nyg,HaleGr00,tackles_loss,1,,,,,
player,201910100nwe,nyg,HaleGr00,qb_hits,0,,,,,
player,201910100nwe,nyg,HaleGr00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,HaleGr00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,HaleGr00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,HaleGr00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,ThomMi02,def_int,0,,,,,
player,201910100nwe,nyg,ThomMi02,def_int_yds,0,,,,,
player,201910100nwe,nyg,ThomMi02,def_int_td,0,,,,,
player,201910100nwe,nyg,ThomMi02,def_int_long,0,,,,,
player,201910100nwe,nyg,ThomMi02,pass_defended,1,,,,,
player,201910100nwe,nyg,ThomMi02,sacks,0.0,,,,,
player,201910100nwe,nyg,ThomMi02,tackles_combined,6,,,,,
player,201910100nwe,nyg,ThomMi02,tackles_solo,3,,,,,
player,201910100nwe,nyg,ThomMi02,tackles_assists,3,,,,,
player,201910100nwe,nyg,ThomMi02,tackles_loss,0,,,,,
player,201910100nwe,nyg,ThomMi02,qb_hits,0,,,,,
player,201910100nwe,nyg,ThomMi02,fumbles_rec,0,,,,,
player,201910100nwe,nyg,ThomMi02,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,ThomMi02,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,ThomMi02,fumbles_forced,0,,,,,
player,201910100nwe,nyg,LawrDe03,def_int,0,,,,,
player,201910100nwe,nyg,LawrDe03,def_int_yds,0,,,,,
player,201910100nwe,nyg,LawrDe03,def_int_td,0,,,,,
player,201910100nwe,nyg,LawrDe03,def_int_long,0,,,,,
player,201910100nwe,nyg,LawrDe03,pass_defended,0,,,,,
player,201910100nwe,nyg,LawrDe03,sacks,0.0,,,,,
player,201910100nwe,nyg,LawrDe03,tackles_combined,5,,,,,
player,201910100nwe,nyg,LawrDe03,tackles_solo,3,,,,,
player,201910100nwe,nyg,LawrDe03,tackles_assists,2,,,,,
player,201910100nwe,nyg,LawrDe03,tackles_loss,0,,,,,
player,201910100nwe,nyg,LawrDe03,qb_hits,0,,,,,
player,201910100nwe,nyg,LawrDe03,fumbles_rec,0,,,,,
player,201910100nwe,nyg,LawrDe03,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,LawrDe03,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,LawrDe03,fumbles_forced,0,,,,,
player,201910100nwe,nyg,BakeDe00,def_int,0,,,,,
player,201910100nwe,nyg,BakeDe00,def_int_yds,0,,,,,
player,201910100nwe,nyg,BakeDe00,def_int_td,0,,,,,
player,201910100nwe,nyg,BakeDe00,def_int_long,0,,,,,
player,201910100nwe,nyg,BakeDe00,pass_defended,0,,,,,
player,201910100nwe,nyg,BakeDe00,sacks,0.0,,,,,
player,201910100nwe,nyg,BakeDe00,tackles_combined,4,,,,,
player,201910100nwe,nyg,BakeDe00,tackles_solo,4,,,,,
player,201910100nwe,nyg,BakeDe00,tackles_assists,0,,,,,
player,201910100nwe,nyg,BakeDe00,tackles_loss,0,,,,,
player,201910100nwe,nyg,BakeDe00,qb_hits,0,,,,,
player,201910100nwe,nyg,BakeDe00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,BakeDe00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,BakeDe00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,BakeDe00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,HillB.00,def_int,0,,,,,
player,201910100nwe,nyg,HillB.00,def_int_yds,0,,,,,
player,201910100nwe,nyg,HillB.00,def_int_td,0,,,,,
player,201910100nwe,nyg,HillB.00,def_int_long,0,,,,,
player,201910100nwe,nyg,HillB.00,pass_defended,0,,,,,
player,201910100nwe,nyg,HillB.00,sacks,0.0,,,,,
player,201910100nwe,nyg,HillB.00,tackles_combined,2,,,,,
player,201910100nwe,nyg,HillB.00,tackles_solo,1,,,,,
player,201910100nwe,nyg,HillB.00,tackles_assists,1,,,,,
player,201910100nwe,nyg,HillB.00,tackles_loss,0,,,,,
player,201910100nwe,nyg,HillB.00,qb_hits,0,,,,,
player,201910100nwe,nyg,HillB.00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,HillB.00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,HillB.00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,HillB.00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,PierOl00,def_int,0,,,,,
player,201910100nwe,nyg,PierOl00,def_int_yds,0,,,,,
player,201910100nwe,nyg,PierOl00,def_int_td,0,,,,,
player,201910100nwe,nyg,PierOl00,def_int_long,0,,,,,
player,201910100nwe,nyg,PierOl00,pass_defended,0,,,,,
player,201910100nwe,nyg,PierOl00,sacks,0.0,,,,,
player,201910100nwe,nyg,PierOl00,tackles_combined,2,,,,,
player,201910100nwe,nyg,PierOl00,tackles_solo,2,,,,,
player,201910100nwe,nyg,PierOl00,tackles_assists,0,,,,,
player,201910100nwe,nyg,PierOl00,tackles_loss,0,,,,,
player,201910100nwe,nyg,PierOl00,qb_hits,0,,,,,
player,201910100nwe,nyg,PierOl00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,PierOl00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,PierOl00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,PierOl00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,McInR.00,def_int,0,,,,,
player,201910100nwe,nyg,McInR.00,def_int_yds,0,,,,,
player,201910100nwe,nyg,McInR.00,def_int_td,0,,,,,
player,201910100nwe,nyg,McInR.00,def_int_long,0,,,,,
player,201910100nwe,nyg,McInR.00,pass_defended,0,,,,,
player,201910100nwe,nyg,McInR.00,sacks,0.0,,,,,
player,201910100nwe,nyg,McInR.00,tackles_combined,1,,,,,
player,201910100nwe,nyg,McInR.00,tackles_solo,0,,,,,
player,201910100nwe,nyg,McInR.00,tackles_assists,1,,,,,
player,201910100nwe,nyg,McInR.00,tackles_loss,0,,,,,
player,201910100nwe,nyg,McInR.00,qb_hits,0,,,,,
player,201910100nwe,nyg,McInR.00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,McInR.00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,McInR.00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,McInR.00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,XimiOs00,def_int,0,,,,,
player,201910100nwe,nyg,XimiOs00,def_int_yds,0,,,,,
player,201910100nwe,nyg,XimiOs00,def_int_td,0,,,,,
player,201910100nwe,nyg,XimiOs00,def_int_long,0,,,,,
player,201910100nwe,nyg,XimiOs00,pass_defended,0,,,,,
player,201910100nwe,nyg,XimiOs00,sacks,0.0,,,,,
player,201910100nwe,nyg,XimiOs00,tackles_combined,1,,,,,
player,201910100nwe,nyg,XimiOs00,tackles_solo,0,,,,,
player,201910100nwe,nyg,XimiOs00,tackles_assists,1,,,,,
player,201910100nwe,nyg,XimiOs00,tackles_loss,0,,,,,
player,201910100nwe,nyg,XimiOs00,qb_hits,0,,,,,
player,201910100nwe,nyg,XimiOs00,fumbles_rec,0,,,,,
player,201910100nwe,nyg,XimiOs00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nyg,XimiOs00,fumbles_rec_td,0,,,,,
player,201910100nwe,nyg,XimiOs00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,GilmSt00,def_int,1,,,,,
player,201910100nwe,nwe,GilmSt00,def_int_yds,0,,,,,
player,201910100nwe,nwe,GilmSt00,def_int_td,0,,,,,
player,201910100nwe,nwe,GilmSt00,def_int_long,0,,,,,
player,201910100nwe,nwe,GilmSt00,pass_defended,5,,,,,
player,201910100nwe,nwe,GilmSt00,sacks,0.0,,,,,
player,201910100nwe,nwe,GilmSt00,tackles_combined,3,,,,,
player,201910100nwe,nwe,GilmSt00,tackles_solo,2,,,,,
player,201910100nwe,nwe,GilmSt00,tackles_assists,1,,,,,
player,201910100nwe,nwe,GilmSt00,tackles_loss,0,,,,,
player,201910100nwe,nwe,GilmSt00,qb_hits,0,,,,,
player,201910100nwe,nwe,GilmSt00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,GilmSt00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,GilmSt00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,GilmSt00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,HarmDu00,def_int,1,,,,,
player,201910100nwe,nwe,HarmDu00,def_int_yds,27,,,,,
player,201910100nwe,nwe,HarmDu00,def_int_td,0,,,,,
player,201910100nwe,nwe,HarmDu00,def_int_long,27,,,,,
player,201910100nwe,nwe,HarmDu00,pass_defended,1,,,,,
player,201910100nwe,nwe,HarmDu00,sacks,0.0,,,,,
player,201910100nwe,nwe,HarmDu00,tackles_combined,2,,,,,
player,201910100nwe,nwe,HarmDu00,tackles_solo,1,,,,,
player,201910100nwe,nwe,HarmDu00,tackles_assists,1,,,,,
player,201910100nwe,nwe,HarmDu00,tackles_loss,0,,,,,
player,201910100nwe,nwe,HarmDu00,qb_hits,0,,,,,
player,201910100nwe,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,SimoJo01,def_int,1,,,,,
player,201910100nwe,nwe,SimoJo01,def_int_yds,6,,,,,
player,201910100nwe,nwe,SimoJo01,def_int_td,0,,,,,
player,201910100nwe,nwe,SimoJo01,def_int_long,6,,,,,
player,201910100nwe,nwe,SimoJo01,pass_defended,1,,,,,
player,201910100nwe,nwe,SimoJo01,sacks,0.0,,,,,
player,201910100nwe,nwe,SimoJo01,tackles_combined,2,,,,,
player,201910100nwe,nwe,SimoJo01,tackles_solo,2,,,,,
player,201910100nwe,nwe,SimoJo01,tackles_assists,0,,,,,
player,201910100nwe,nwe,SimoJo01,tackles_loss,0,,,,,
player,201910100nwe,nwe,SimoJo01,qb_hits,0,,,,,
player,201910100nwe,nwe,SimoJo01,fumbles_rec,0,,,,,
player,201910100nwe,nwe,SimoJo01,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,SimoJo01,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,SimoJo01,fumbles_forced,0,,,,,
player,201910100nwe,nwe,VanNKy00,def_int,0,,,,,
player,201910100nwe,nwe,VanNKy00,def_int_yds,0,,,,,
player,201910100nwe,nwe,VanNKy00,def_int_td,0,,,,,
player,201910100nwe,nwe,VanNKy00,def_int_long,0,,,,,
player,201910100nwe,nwe,VanNKy00,pass_defended,0,,,,,
player,201910100nwe,nwe,VanNKy00,sacks,1.0,,,,,
player,201910100nwe,nwe,VanNKy00,tackles_combined,2,,,,,
player,201910100nwe,nwe,VanNKy00,tackles_solo,1,,,,,
player,201910100nwe,nwe,VanNKy00,tackles_assists,1,,,,,
player,201910100nwe,nwe,VanNKy00,tackles_loss,0,,,,,
player,201910100nwe,nwe,VanNKy00,qb_hits,2,,,,,
player,201910100nwe,nwe,VanNKy00,fumbles_rec,1,,,,,
player,201910100nwe,nwe,VanNKy00,fumbles_rec_yds,22,,,,,
player,201910100nwe,nwe,VanNKy00,fumbles_rec_td,1,,,,,
player,201910100nwe,nwe,VanNKy00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,JoneJo03,def_int,0,,,,,
player,201910100nwe,nwe,JoneJo03,def_int_yds,0,,,,,
player,201910100nwe,nwe,JoneJo03,def_int_td,0,,,,,
player,201910100nwe,nwe,JoneJo03,def_int_long,0,,,,,
player,201910100nwe,nwe,JoneJo03,pass_defended,2,,,,,
player,201910100nwe,nwe,JoneJo03,sacks,0.0,,,,,
player,201910100nwe,nwe,JoneJo03,tackles_combined,4,,,,,
player,201910100nwe,nwe,JoneJo03,tackles_solo,3,,,,,
player,201910100nwe,nwe,JoneJo03,tackles_assists,1,,,,,
player,201910100nwe,nwe,JoneJo03,tackles_loss,0,,,,,
player,201910100nwe,nwe,JoneJo03,qb_hits,0,,,,,
player,201910100nwe,nwe,JoneJo03,fumbles_rec,0,,,,,
player,201910100nwe,nwe,JoneJo03,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,JoneJo03,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,JoneJo03,fumbles_forced,0,,,,,
player,201910100nwe,nwe,CollJa00,def_int,0,,,,,
player,201910100nwe,nwe,CollJa00,def_int_yds,0,,,,,
player,201910100nwe,nwe,CollJa00,def_int_td,0,,,,,
player,201910100nwe,nwe,CollJa00,def_int_long,0,,,,,
player,201910100nwe,nwe,CollJa00,pass_defended,0,,,,,
player,201910100nwe,nwe,CollJa00,sacks,0.0,,,,,
player,201910100nwe,nwe,CollJa00,tackles_combined,3,,,,,
player,201910100nwe,nwe,CollJa00,tackles_solo,3,,,,,
player,201910100nwe,nwe,CollJa00,tackles_assists,0,,,,,
player,201910100nwe,nwe,CollJa00,tackles_loss,0,,,,,
player,201910100nwe,nwe,CollJa00,qb_hits,0,,,,,
player,201910100nwe,nwe,CollJa00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,CollJa00,fumbles_forced,1,,,,,
player,201910100nwe,nwe,HighDo01,def_int,0,,,,,
player,201910100nwe,nwe,HighDo01,def_int_yds,0,,,,,
player,201910100nwe,nwe,HighDo01,def_int_td,0,,,,,
player,201910100nwe,nwe,HighDo01,def_int_long,0,,,,,
player,201910100nwe,nwe,HighDo01,pass_defended,0,,,,,
player,201910100nwe,nwe,HighDo01,sacks,0.0,,,,,
player,201910100nwe,nwe,HighDo01,tackles_combined,3,,,,,
player,201910100nwe,nwe,HighDo01,tackles_solo,3,,,,,
player,201910100nwe,nwe,HighDo01,tackles_assists,0,,,,,
player,201910100nwe,nwe,HighDo01,tackles_loss,0,,,,,
player,201910100nwe,nwe,HighDo01,qb_hits,1,,,,,
player,201910100nwe,nwe,HighDo01,fumbles_rec,0,,,,,
player,201910100nwe,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,HighDo01,fumbles_forced,0,,,,,
player,201910100nwe,nwe,McCoJa99,def_int,0,,,,,
player,201910100nwe,nwe,McCoJa99,def_int_yds,0,,,,,
player,201910100nwe,nwe,McCoJa99,def_int_td,0,,,,,
player,201910100nwe,nwe,McCoJa99,def_int_long,0,,,,,
player,201910100nwe,nwe,McCoJa99,pass_defended,0,,,,,
player,201910100nwe,nwe,McCoJa99,sacks,0.0,,,,,
player,201910100nwe,nwe,McCoJa99,tackles_combined,3,,,,,
player,201910100nwe,nwe,McCoJa99,tackles_solo,3,,,,,
player,201910100nwe,nwe,McCoJa99,tackles_assists,0,,,,,
player,201910100nwe,nwe,McCoJa99,tackles_loss,0,,,,,
player,201910100nwe,nwe,McCoJa99,qb_hits,0,,,,,
player,201910100nwe,nwe,McCoJa99,fumbles_rec,0,,,,,
player,201910100nwe,nwe,McCoJa99,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,McCoJa99,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,McCoJa99,fumbles_forced,0,,,,,
player,201910100nwe,nwe,McCoDe99,def_int,0,,,,,
player,201910100nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201910100nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201910100nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201910100nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201910100nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201910100nwe,nwe,McCoDe99,tackles_combined,3,,,,,
player,201910100nwe,nwe,McCoDe99,tackles_solo,3,,,,,
player,201910100nwe,nwe,McCoDe99,tackles_assists,0,,,,,
player,201910100nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201910100nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201910100nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201910100nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201910100nwe,nwe,ShelDa01,def_int,0,,,,,
player,201910100nwe,nwe,ShelDa01,def_int_yds,0,,,,,
player,201910100nwe,nwe,ShelDa01,def_int_td,0,,,,,
player,201910100nwe,nwe,ShelDa01,def_int_long,0,,,,,
player,201910100nwe,nwe,ShelDa01,pass_defended,0,,,,,
player,201910100nwe,nwe,ShelDa01,sacks,0.0,,,,,
player,201910100nwe,nwe,ShelDa01,tackles_combined,3,,,,,
player,201910100nwe,nwe,ShelDa01,tackles_solo,2,,,,,
player,201910100nwe,nwe,ShelDa01,tackles_assists,1,,,,,
player,201910100nwe,nwe,ShelDa01,tackles_loss,0,,,,,
player,201910100nwe,nwe,ShelDa01,qb_hits,1,,,,,
player,201910100nwe,nwe,ShelDa01,fumbles_rec,0,,,,,
player,201910100nwe,nwe,ShelDa01,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,ShelDa01,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,ShelDa01,fumbles_forced,0,,,,,
player,201910100nwe,nwe,BrooTe00,def_int,0,,,,,
player,201910100nwe,nwe,BrooTe00,def_int_yds,0,,,,,
player,201910100nwe,nwe,BrooTe00,def_int_td,0,,,,,
player,201910100nwe,nwe,BrooTe00,def_int_long,0,,,,,
player,201910100nwe,nwe,BrooTe00,pass_defended,0,,,,,
player,201910100nwe,nwe,BrooTe00,sacks,0.0,,,,,
player,201910100nwe,nwe,BrooTe00,tackles_combined,2,,,,,
player,201910100nwe,nwe,BrooTe00,tackles_solo,1,,,,,
player,201910100nwe,nwe,BrooTe00,tackles_assists,1,,,,,
player,201910100nwe,nwe,BrooTe00,tackles_loss,0,,,,,
player,201910100nwe,nwe,BrooTe00,qb_hits,0,,,,,
player,201910100nwe,nwe,BrooTe00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,BrooTe00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,BrooTe00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,BrooTe00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,GuyxLa00,def_int,0,,,,,
player,201910100nwe,nwe,GuyxLa00,def_int_yds,0,,,,,
player,201910100nwe,nwe,GuyxLa00,def_int_td,0,,,,,
player,201910100nwe,nwe,GuyxLa00,def_int_long,0,,,,,
player,201910100nwe,nwe,GuyxLa00,pass_defended,0,,,,,
player,201910100nwe,nwe,GuyxLa00,sacks,0.0,,,,,
player,201910100nwe,nwe,GuyxLa00,tackles_combined,2,,,,,
player,201910100nwe,nwe,GuyxLa00,tackles_solo,2,,,,,
player,201910100nwe,nwe,GuyxLa00,tackles_assists,0,,,,,
player,201910100nwe,nwe,GuyxLa00,tackles_loss,0,,,,,
player,201910100nwe,nwe,GuyxLa00,qb_hits,0,,,,,
player,201910100nwe,nwe,GuyxLa00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,GuyxLa00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,GuyxLa00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,WiseDe00,def_int,0,,,,,
player,201910100nwe,nwe,WiseDe00,def_int_yds,0,,,,,
player,201910100nwe,nwe,WiseDe00,def_int_td,0,,,,,
player,201910100nwe,nwe,WiseDe00,def_int_long,0,,,,,
player,201910100nwe,nwe,WiseDe00,pass_defended,0,,,,,
player,201910100nwe,nwe,WiseDe00,sacks,0.0,,,,,
player,201910100nwe,nwe,WiseDe00,tackles_combined,2,,,,,
player,201910100nwe,nwe,WiseDe00,tackles_solo,2,,,,,
player,201910100nwe,nwe,WiseDe00,tackles_assists,0,,,,,
player,201910100nwe,nwe,WiseDe00,tackles_loss,0,,,,,
player,201910100nwe,nwe,WiseDe00,qb_hits,2,,,,,
player,201910100nwe,nwe,WiseDe00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,WiseDe00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,WiseDe00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,WiseDe00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,BentJa00,def_int,0,,,,,
player,201910100nwe,nwe,BentJa00,def_int_yds,0,,,,,
player,201910100nwe,nwe,BentJa00,def_int_td,0,,,,,
player,201910100nwe,nwe,BentJa00,def_int_long,0,,,,,
player,201910100nwe,nwe,BentJa00,pass_defended,0,,,,,
player,201910100nwe,nwe,BentJa00,sacks,0.0,,,,,
player,201910100nwe,nwe,BentJa00,tackles_combined,1,,,,,
player,201910100nwe,nwe,BentJa00,tackles_solo,1,,,,,
player,201910100nwe,nwe,BentJa00,tackles_assists,0,,,,,
player,201910100nwe,nwe,BentJa00,tackles_loss,0,,,,,
player,201910100nwe,nwe,BentJa00,qb_hits,1,,,,,
player,201910100nwe,nwe,BentJa00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,BentJa00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,BentJa00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,BentJa00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,JackJ.00,def_int,0,,,,,
player,201910100nwe,nwe,JackJ.00,def_int_yds,0,,,,,
player,201910100nwe,nwe,JackJ.00,def_int_td,0,,,,,
player,201910100nwe,nwe,JackJ.00,def_int_long,0,,,,,
player,201910100nwe,nwe,JackJ.00,pass_defended,0,,,,,
player,201910100nwe,nwe,JackJ.00,sacks,0.0,,,,,
player,201910100nwe,nwe,JackJ.00,tackles_combined,1,,,,,
player,201910100nwe,nwe,JackJ.00,tackles_solo,0,,,,,
player,201910100nwe,nwe,JackJ.00,tackles_assists,1,,,,,
player,201910100nwe,nwe,JackJ.00,tackles_loss,0,,,,,
player,201910100nwe,nwe,JackJ.00,qb_hits,0,,,,,
player,201910100nwe,nwe,JackJ.00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,JackJ.00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,JackJ.00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,JackJ.00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,BradTo00,def_int,0,,,,,
player,201910100nwe,nwe,BradTo00,def_int_yds,0,,,,,
player,201910100nwe,nwe,BradTo00,def_int_td,0,,,,,
player,201910100nwe,nwe,BradTo00,def_int_long,0,,,,,
player,201910100nwe,nwe,BradTo00,pass_defended,0,,,,,
player,201910100nwe,nwe,BradTo00,sacks,0.0,,,,,
player,201910100nwe,nwe,BradTo00,tackles_combined,0,,,,,
player,201910100nwe,nwe,BradTo00,tackles_solo,0,,,,,
player,201910100nwe,nwe,BradTo00,tackles_assists,0,,,,,
player,201910100nwe,nwe,BradTo00,tackles_loss,0,,,,,
player,201910100nwe,nwe,BradTo00,qb_hits,0,,,,,
player,201910100nwe,nwe,BradTo00,fumbles_rec,1,,,,,
player,201910100nwe,nwe,BradTo00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,BradTo00,fumbles_rec_td,0,,,,,
player,201910100nwe,nwe,BradTo00,fumbles_forced,0,,,,,
player,201910100nwe,nwe,CalhSh00,def_int,0,,,,,
player,201910100nwe,nwe,CalhSh00,def_int_yds,0,,,,,
player,201910100nwe,nwe,CalhSh00,def_int_td,0,,,,,
player,201910100nwe,nwe,CalhSh00,def_int_long,0,,,,,
player,201910100nwe,nwe,CalhSh00,pass_defended,0,,,,,
player,201910100nwe,nwe,CalhSh00,sacks,0.0,,,,,
player,201910100nwe,nwe,CalhSh00,tackles_combined,0,,,,,
player,201910100nwe,nwe,CalhSh00,tackles_solo,0,,,,,
player,201910100nwe,nwe,CalhSh00,tackles_assists,0,,,,,
player,201910100nwe,nwe,CalhSh00,tackles_loss,0,,,,,
player,201910100nwe,nwe,CalhSh00,qb_hits,1,,,,,
player,201910100nwe,nwe,CalhSh00,fumbles_rec,0,,,,,
player,201910100nwe,nwe,CalhSh00,fumbles_rec_yds,0,,,,,
player,201910100nwe,nwe,CalhSh00,fumbles_rec_td,0,,,,,
