game,2019,3,20190922,201909220dal,mia,"Miami Dolphins",6,dal,"Dallas Cowboys",31
player,201909220dal,mia,EguaSa00,def_int_long,0,,,,,
player,201909220dal,mia,EguaSa00,pass_defended,0,,,,,
player,201909220dal,mia,EguaSa00,sacks,0.0,,,,,
player,201909220dal,mia,EguaSa00,tackles_combined,8,,,,,
player,201909220dal,mia,EguaSa00,tackles_solo,7,,,,,
player,201909220dal,mia,EguaSa00,tackles_assists,1,,,,,
player,201909220dal,mia,EguaSa00,tackles_loss,0,,,,,
player,201909220dal,mia,EguaSa00,qb_hits,0,,,,,
player,201909220dal,mia,EguaSa00,fumbles_rec,0,,,,,
player,201909220dal,mia,EguaSa00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,EguaSa00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,EguaSa00,fumbles_forced,0,,,,,
player,201909220dal,mia,AikeWa00,def_int,0,,,,,
player,201909220dal,mia,AikeWa00,def_int_yds,0,,,,,
player,201909220dal,mia,AikeWa00,def_int_td,0,,,,,
player,201909220dal,mia,AikeWa00,def_int_long,0,,,,,
player,201909220dal,mia,AikeWa00,pass_defended,0,,,,,
player,201909220dal,mia,AikeWa00,sacks,0.0,,,,,
player,201909220dal,mia,AikeWa00,tackles_combined,5,,,,,
player,201909220dal,mia,AikeWa00,tackles_solo,4,,,,,
player,201909220dal,mia,AikeWa00,tackles_assists,1,,,,,
player,201909220dal,mia,AikeWa00,tackles_loss,0,,,,,
player,201909220dal,mia,AikeWa00,qb_hits,0,,,,,
player,201909220dal,mia,AikeWa00,fumbles_rec,0,,,,,
player,201909220dal,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,AikeWa00,fumbles_forced,0,,,,,
player,201909220dal,mia,WilkCh00,def_int,0,,,,,
player,201909220dal,mia,WilkCh00,def_int_yds,0,,,,,
player,201909220dal,mia,WilkCh00,def_int_td,0,,,,,
player,201909220dal,mia,WilkCh00,def_int_long,0,,,,,
player,201909220dal,mia,WilkCh00,pass_defended,0,,,,,
player,201909220dal,mia,WilkCh00,sacks,0.0,,,,,
player,201909220dal,mia,WilkCh00,tackles_combined,5,,,,,
player,201909220dal,mia,WilkCh00,tackles_solo,4,,,,,
player,201909220dal,mia,WilkCh00,tackles_assists,1,,,,,
player,201909220dal,mia,WilkCh00,tackles_loss,0,,,,,
player,201909220dal,mia,WilkCh00,qb_hits,0,,,,,
player,201909220dal,mia,WilkCh00,fumbles_rec,0,,,,,
player,201909220dal,mia,WilkCh00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,WilkCh00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,WilkCh00,fumbles_forced,0,,,,,
player,201909220dal,mia,GodcDa00,def_int,0,,,,,
player,201909220dal,mia,GodcDa00,def_int_yds,0,,,,,
player,201909220dal,mia,GodcDa00,def_int_td,0,,,,,
player,201909220dal,mia,GodcDa00,def_int_long,0,,,,,
player,201909220dal,mia,GodcDa00,pass_defended,0,,,,,
player,201909220dal,mia,GodcDa00,sacks,0.0,,,,,
player,201909220dal,mia,GodcDa00,tackles_combined,4,,,,,
player,201909220dal,mia,GodcDa00,tackles_solo,3,,,,,
player,201909220dal,mia,GodcDa00,tackles_assists,1,,,,,
player,201909220dal,mia,GodcDa00,tackles_loss,0,,,,,
player,201909220dal,mia,GodcDa00,qb_hits,0,,,,,
player,201909220dal,mia,GodcDa00,fumbles_rec,0,,,,,
player,201909220dal,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,GodcDa00,fumbles_forced,0,,,,,
player,201909220dal,mia,BadeJo00,def_int,0,,,,,
player,201909220dal,mia,BadeJo00,def_int_yds,0,,,,,
player,201909220dal,mia,BadeJo00,def_int_td,0,,,,,
player,201909220dal,mia,BadeJo00,def_int_long,0,,,,,
player,201909220dal,mia,BadeJo00,pass_defended,0,,,,,
player,201909220dal,mia,BadeJo00,sacks,0.0,,,,,
player,201909220dal,mia,BadeJo00,tackles_combined,3,,,,,
player,201909220dal,mia,BadeJo00,tackles_solo,2,,,,,
player,201909220dal,mia,BadeJo00,tackles_assists,1,,,,,
player,201909220dal,mia,BadeJo00,tackles_loss,0,,,,,
player,201909220dal,mia,BadeJo00,qb_hits,0,,,,,
player,201909220dal,mia,BadeJo00,fumbles_rec,0,,,,,
player,201909220dal,mia,BadeJo00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,BadeJo00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,BadeJo00,fumbles_forced,0,,,,,
player,201909220dal,mia,BakeJe00,def_int,0,,,,,
player,201909220dal,mia,BakeJe00,def_int_yds,0,,,,,
player,201909220dal,mia,BakeJe00,def_int_td,0,,,,,
player,201909220dal,mia,BakeJe00,def_int_long,0,,,,,
player,201909220dal,mia,BakeJe00,pass_defended,1,,,,,
player,201909220dal,mia,BakeJe00,sacks,0.0,,,,,
player,201909220dal,mia,BakeJe00,tackles_combined,3,,,,,
player,201909220dal,mia,BakeJe00,tackles_solo,3,,,,,
player,201909220dal,mia,BakeJe00,tackles_assists,0,,,,,
player,201909220dal,mia,BakeJe00,tackles_loss,0,,,,,
player,201909220dal,mia,BakeJe00,qb_hits,0,,,,,
player,201909220dal,mia,BakeJe00,fumbles_rec,0,,,,,
player,201909220dal,mia,BakeJe00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,BakeJe00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,BakeJe00,fumbles_forced,0,,,,,
player,201909220dal,mia,LammCh00,def_int,0,,,,,
player,201909220dal,mia,LammCh00,def_int_yds,0,,,,,
player,201909220dal,mia,LammCh00,def_int_td,0,,,,,
player,201909220dal,mia,LammCh00,def_int_long,0,,,,,
player,201909220dal,mia,LammCh00,pass_defended,1,,,,,
player,201909220dal,mia,LammCh00,sacks,0.0,,,,,
player,201909220dal,mia,LammCh00,tackles_combined,3,,,,,
player,201909220dal,mia,LammCh00,tackles_solo,1,,,,,
player,201909220dal,mia,LammCh00,tackles_assists,2,,,,,
player,201909220dal,mia,LammCh00,tackles_loss,0,,,,,
player,201909220dal,mia,LammCh00,qb_hits,0,,,,,
player,201909220dal,mia,LammCh00,fumbles_rec,0,,,,,
player,201909220dal,mia,LammCh00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,LammCh00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,LammCh00,fumbles_forced,0,,,,,
player,201909220dal,mia,McMiRa02,def_int,0,,,,,
player,201909220dal,mia,McMiRa02,def_int_yds,0,,,,,
player,201909220dal,mia,McMiRa02,def_int_td,0,,,,,
player,201909220dal,mia,McMiRa02,def_int_long,0,,,,,
player,201909220dal,mia,McMiRa02,pass_defended,0,,,,,
player,201909220dal,mia,McMiRa02,sacks,0.0,,,,,
player,201909220dal,mia,McMiRa02,tackles_combined,3,,,,,
player,201909220dal,mia,McMiRa02,tackles_solo,3,,,,,
player,201909220dal,mia,McMiRa02,tackles_assists,0,,,,,
player,201909220dal,mia,McMiRa02,tackles_loss,0,,,,,
player,201909220dal,mia,McMiRa02,qb_hits,0,,,,,
player,201909220dal,mia,McMiRa02,fumbles_rec,0,,,,,
player,201909220dal,mia,McMiRa02,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,McMiRa02,fumbles_rec_td,0,,,,,
player,201909220dal,mia,McMiRa02,fumbles_forced,0,,,,,
player,201909220dal,mia,MossAv00,def_int,0,,,,,
player,201909220dal,mia,MossAv00,def_int_yds,0,,,,,
player,201909220dal,mia,MossAv00,def_int_td,0,,,,,
player,201909220dal,mia,MossAv00,def_int_long,0,,,,,
player,201909220dal,mia,MossAv00,pass_defended,0,,,,,
player,201909220dal,mia,MossAv00,sacks,0.0,,,,,
player,201909220dal,mia,MossAv00,tackles_combined,3,,,,,
player,201909220dal,mia,MossAv00,tackles_solo,2,,,,,
player,201909220dal,mia,MossAv00,tackles_assists,1,,,,,
player,201909220dal,mia,MossAv00,tackles_loss,0,,,,,
player,201909220dal,mia,MossAv00,qb_hits,0,,,,,
player,201909220dal,mia,MossAv00,fumbles_rec,0,,,,,
player,201909220dal,mia,MossAv00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,MossAv00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,MossAv00,fumbles_forced,0,,,,,
player,201909220dal,mia,ParkSt00,def_int,0,,,,,
player,201909220dal,mia,ParkSt00,def_int_yds,0,,,,,
player,201909220dal,mia,ParkSt00,def_int_td,0,,,,,
player,201909220dal,mia,ParkSt00,def_int_long,0,,,,,
player,201909220dal,mia,ParkSt00,pass_defended,1,,,,,
player,201909220dal,mia,ParkSt00,sacks,0.0,,,,,
player,201909220dal,mia,ParkSt00,tackles_combined,3,,,,,
player,201909220dal,mia,ParkSt00,tackles_solo,2,,,,,
player,201909220dal,mia,ParkSt00,tackles_assists,1,,,,,
player,201909220dal,mia,ParkSt00,tackles_loss,0,,,,,
player,201909220dal,mia,ParkSt00,qb_hits,0,,,,,
player,201909220dal,mia,ParkSt00,fumbles_rec,0,,,,,
player,201909220dal,mia,ParkSt00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,ParkSt00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,ParkSt00,fumbles_forced,0,,,,,
player,201909220dal,mia,HowaXa00,def_int,0,,,,,
player,201909220dal,mia,HowaXa00,def_int_yds,0,,,,,
player,201909220dal,mia,HowaXa00,def_int_td,0,,,,,
player,201909220dal,mia,HowaXa00,def_int_long,0,,,,,
player,201909220dal,mia,HowaXa00,pass_defended,0,,,,,
player,201909220dal,mia,HowaXa00,sacks,0.0,,,,,
player,201909220dal,mia,HowaXa00,tackles_combined,2,,,,,
player,201909220dal,mia,HowaXa00,tackles_solo,2,,,,,
player,201909220dal,mia,HowaXa00,tackles_assists,0,,,,,
player,201909220dal,mia,HowaXa00,tackles_loss,0,,,,,
player,201909220dal,mia,HowaXa00,qb_hits,0,,,,,
player,201909220dal,mia,HowaXa00,fumbles_rec,0,,,,,
player,201909220dal,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,HowaXa00,fumbles_forced,0,,,,,
player,201909220dal,mia,BiegVi00,def_int,0,,,,,
player,201909220dal,mia,BiegVi00,def_int_yds,0,,,,,
player,201909220dal,mia,BiegVi00,def_int_td,0,,,,,
player,201909220dal,mia,BiegVi00,def_int_long,0,,,,,
player,201909220dal,mia,BiegVi00,pass_defended,0,,,,,
player,201909220dal,mia,BiegVi00,sacks,0.0,,,,,
player,201909220dal,mia,BiegVi00,tackles_combined,1,,,,,
player,201909220dal,mia,BiegVi00,tackles_solo,0,,,,,
player,201909220dal,mia,BiegVi00,tackles_assists,1,,,,,
player,201909220dal,mia,BiegVi00,tackles_loss,0,,,,,
player,201909220dal,mia,BiegVi00,qb_hits,0,,,,,
player,201909220dal,mia,BiegVi00,fumbles_rec,0,,,,,
player,201909220dal,mia,BiegVi00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,BiegVi00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,BiegVi00,fumbles_forced,0,,,,,
player,201909220dal,mia,HarrCh03,def_int,0,,,,,
player,201909220dal,mia,HarrCh03,def_int_yds,0,,,,,
player,201909220dal,mia,HarrCh03,def_int_td,0,,,,,
player,201909220dal,mia,HarrCh03,def_int_long,0,,,,,
player,201909220dal,mia,HarrCh03,pass_defended,0,,,,,
player,201909220dal,mia,HarrCh03,sacks,0.0,,,,,
player,201909220dal,mia,HarrCh03,tackles_combined,1,,,,,
player,201909220dal,mia,HarrCh03,tackles_solo,0,,,,,
player,201909220dal,mia,HarrCh03,tackles_assists,1,,,,,
player,201909220dal,mia,HarrCh03,tackles_loss,0,,,,,
player,201909220dal,mia,HarrCh03,qb_hits,2,,,,,
player,201909220dal,mia,HarrCh03,fumbles_rec,0,,,,,
player,201909220dal,mia,HarrCh03,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,HarrCh03,fumbles_rec_td,0,,,,,
player,201909220dal,mia,HarrCh03,fumbles_forced,0,,,,,
player,201909220dal,mia,HarrTr01,def_int,0,,,,,
player,201909220dal,mia,HarrTr01,def_int_yds,0,,,,,
player,201909220dal,mia,HarrTr01,def_int_td,0,,,,,
player,201909220dal,mia,HarrTr01,def_int_long,0,,,,,
player,201909220dal,mia,HarrTr01,pass_defended,0,,,,,
player,201909220dal,mia,HarrTr01,sacks,0.0,,,,,
player,201909220dal,mia,HarrTr01,tackles_combined,1,,,,,
player,201909220dal,mia,HarrTr01,tackles_solo,1,,,,,
player,201909220dal,mia,HarrTr01,tackles_assists,0,,,,,
player,201909220dal,mia,HarrTr01,tackles_loss,0,,,,,
player,201909220dal,mia,HarrTr01,qb_hits,1,,,,,
player,201909220dal,mia,HarrTr01,fumbles_rec,0,,,,,
player,201909220dal,mia,HarrTr01,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,HarrTr01,fumbles_rec_td,0,,,,,
player,201909220dal,mia,HarrTr01,fumbles_forced,0,,,,,
player,201909220dal,mia,JenkJo00,def_int,0,,,,,
player,201909220dal,mia,JenkJo00,def_int_yds,0,,,,,
player,201909220dal,mia,JenkJo00,def_int_td,0,,,,,
player,201909220dal,mia,JenkJo00,def_int_long,0,,,,,
player,201909220dal,mia,JenkJo00,pass_defended,0,,,,,
player,201909220dal,mia,JenkJo00,sacks,0.0,,,,,
player,201909220dal,mia,JenkJo00,tackles_combined,1,,,,,
player,201909220dal,mia,JenkJo00,tackles_solo,1,,,,,
player,201909220dal,mia,JenkJo00,tackles_assists,0,,,,,
player,201909220dal,mia,JenkJo00,tackles_loss,0,,,,,
player,201909220dal,mia,JenkJo00,qb_hits,0,,,,,
player,201909220dal,mia,JenkJo00,fumbles_rec,0,,,,,
player,201909220dal,mia,JenkJo00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,JenkJo00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,JenkJo00,fumbles_forced,0,,,,,
player,201909220dal,mia,RoweEr00,def_int,0,,,,,
player,201909220dal,mia,RoweEr00,def_int_yds,0,,,,,
player,201909220dal,mia,RoweEr00,def_int_td,0,,,,,
player,201909220dal,mia,RoweEr00,def_int_long,0,,,,,
player,201909220dal,mia,RoweEr00,pass_defended,0,,,,,
player,201909220dal,mia,RoweEr00,sacks,0.0,,,,,
player,201909220dal,mia,RoweEr00,tackles_combined,1,,,,,
player,201909220dal,mia,RoweEr00,tackles_solo,1,,,,,
player,201909220dal,mia,RoweEr00,tackles_assists,0,,,,,
player,201909220dal,mia,RoweEr00,tackles_loss,0,,,,,
player,201909220dal,mia,RoweEr00,qb_hits,0,,,,,
player,201909220dal,mia,RoweEr00,fumbles_rec,0,,,,,
player,201909220dal,mia,RoweEr00,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,RoweEr00,fumbles_rec_td,0,,,,,
player,201909220dal,mia,RoweEr00,fumbles_forced,0,,,,,
player,201909220dal,mia,WiltJo01,def_int,0,,,,,
player,201909220dal,mia,WiltJo01,def_int_yds,0,,,,,
player,201909220dal,mia,WiltJo01,def_int_td,0,,,,,
player,201909220dal,mia,WiltJo01,def_int_long,0,,,,,
player,201909220dal,mia,WiltJo01,pass_defended,0,,,,,
player,201909220dal,mia,WiltJo01,sacks,0.0,,,,,
player,201909220dal,mia,WiltJo01,tackles_combined,1,,,,,
player,201909220dal,mia,WiltJo01,tackles_solo,1,,,,,
player,201909220dal,mia,WiltJo01,tackles_assists,0,,,,,
player,201909220dal,mia,WiltJo01,tackles_loss,0,,,,,
player,201909220dal,mia,WiltJo01,qb_hits,0,,,,,
player,201909220dal,mia,WiltJo01,fumbles_rec,0,,,,,
player,201909220dal,mia,WiltJo01,fumbles_rec_yds,0,,,,,
player,201909220dal,mia,WiltJo01,fumbles_rec_td,0,,,,,
player,201909220dal,mia,WiltJo01,fumbles_forced,0,,,,,
player,201909220dal,dal,QuinRo00,def_int,0,,,,,
player,201909220dal,dal,QuinRo00,def_int_yds,0,,,,,
player,201909220dal,dal,QuinRo00,def_int_td,0,,,,,
player,201909220dal,dal,QuinRo00,def_int_long,0,,,,,
player,201909220dal,dal,QuinRo00,pass_defended,0,,,,,
player,201909220dal,dal,QuinRo00,sacks,1.0,,,,,
player,201909220dal,dal,QuinRo00,tackles_combined,3,,,,,
player,201909220dal,dal,QuinRo00,tackles_solo,3,,,,,
player,201909220dal,dal,QuinRo00,tackles_assists,0,,,,,
player,201909220dal,dal,QuinRo00,tackles_loss,1,,,,,
player,201909220dal,dal,QuinRo00,qb_hits,1,,,,,
player,201909220dal,dal,QuinRo00,fumbles_rec,0,,,,,
player,201909220dal,dal,QuinRo00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,QuinRo00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,QuinRo00,fumbles_forced,0,,,,,
player,201909220dal,dal,LawrDe00,def_int,0,,,,,
player,201909220dal,dal,LawrDe00,def_int_yds,0,,,,,
player,201909220dal,dal,LawrDe00,def_int_td,0,,,,,
player,201909220dal,dal,LawrDe00,def_int_long,0,,,,,
player,201909220dal,dal,LawrDe00,pass_defended,0,,,,,
player,201909220dal,dal,LawrDe00,sacks,1.0,,,,,
player,201909220dal,dal,LawrDe00,tackles_combined,2,,,,,
player,201909220dal,dal,LawrDe00,tackles_solo,1,,,,,
player,201909220dal,dal,LawrDe00,tackles_assists,1,,,,,
player,201909220dal,dal,LawrDe00,tackles_loss,1,,,,,
player,201909220dal,dal,LawrDe00,qb_hits,2,,,,,
player,201909220dal,dal,LawrDe00,fumbles_rec,1,,,,,
player,201909220dal,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,LawrDe00,fumbles_forced,0,,,,,
player,201909220dal,dal,CollMa00,def_int,0,,,,,
player,201909220dal,dal,CollMa00,def_int_yds,0,,,,,
player,201909220dal,dal,CollMa00,def_int_td,0,,,,,
player,201909220dal,dal,CollMa00,def_int_long,0,,,,,
player,201909220dal,dal,CollMa00,pass_defended,0,,,,,
player,201909220dal,dal,CollMa00,sacks,1.0,,,,,
player,201909220dal,dal,CollMa00,tackles_combined,1,,,,,
player,201909220dal,dal,CollMa00,tackles_solo,1,,,,,
player,201909220dal,dal,CollMa00,tackles_assists,0,,,,,
player,201909220dal,dal,CollMa00,tackles_loss,1,,,,,
player,201909220dal,dal,CollMa00,qb_hits,2,,,,,
player,201909220dal,dal,CollMa00,fumbles_rec,0,,,,,
player,201909220dal,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,CollMa00,fumbles_forced,0,,,,,
player,201909220dal,dal,SmitJa05,def_int,0,,,,,
player,201909220dal,dal,SmitJa05,def_int_yds,0,,,,,
player,201909220dal,dal,SmitJa05,def_int_td,0,,,,,
player,201909220dal,dal,SmitJa05,def_int_long,0,,,,,
player,201909220dal,dal,SmitJa05,pass_defended,0,,,,,
player,201909220dal,dal,SmitJa05,sacks,0.0,,,,,
player,201909220dal,dal,SmitJa05,tackles_combined,10,,,,,
player,201909220dal,dal,SmitJa05,tackles_solo,8,,,,,
player,201909220dal,dal,SmitJa05,tackles_assists,2,,,,,
player,201909220dal,dal,SmitJa05,tackles_loss,0,,,,,
player,201909220dal,dal,SmitJa05,qb_hits,0,,,,,
player,201909220dal,dal,SmitJa05,fumbles_rec,0,,,,,
player,201909220dal,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201909220dal,dal,SmitJa05,fumbles_forced,1,,,,,
player,201909220dal,dal,AwuzCh00,def_int,0,,,,,
player,201909220dal,dal,AwuzCh00,def_int_yds,0,,,,,
player,201909220dal,dal,AwuzCh00,def_int_td,0,,,,,
player,201909220dal,dal,AwuzCh00,def_int_long,0,,,,,
player,201909220dal,dal,AwuzCh00,pass_defended,2,,,,,
player,201909220dal,dal,AwuzCh00,sacks,0.0,,,,,
player,201909220dal,dal,AwuzCh00,tackles_combined,8,,,,,
player,201909220dal,dal,AwuzCh00,tackles_solo,5,,,,,
player,201909220dal,dal,AwuzCh00,tackles_assists,3,,,,,
player,201909220dal,dal,AwuzCh00,tackles_loss,0,,,,,
player,201909220dal,dal,AwuzCh00,qb_hits,0,,,,,
player,201909220dal,dal,AwuzCh00,fumbles_rec,0,,,,,
player,201909220dal,dal,AwuzCh00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,AwuzCh00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,AwuzCh00,fumbles_forced,0,,,,,
player,201909220dal,dal,BrowAn02,def_int,0,,,,,
player,201909220dal,dal,BrowAn02,def_int_yds,0,,,,,
player,201909220dal,dal,BrowAn02,def_int_td,0,,,,,
player,201909220dal,dal,BrowAn02,def_int_long,0,,,,,
player,201909220dal,dal,BrowAn02,pass_defended,2,,,,,
player,201909220dal,dal,BrowAn02,sacks,0.0,,,,,
player,201909220dal,dal,BrowAn02,tackles_combined,6,,,,,
player,201909220dal,dal,BrowAn02,tackles_solo,3,,,,,
player,201909220dal,dal,BrowAn02,tackles_assists,3,,,,,
player,201909220dal,dal,BrowAn02,tackles_loss,0,,,,,
player,201909220dal,dal,BrowAn02,qb_hits,0,,,,,
player,201909220dal,dal,BrowAn02,fumbles_rec,0,,,,,
player,201909220dal,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201909220dal,dal,BrowAn02,fumbles_forced,0,,,,,
player,201909220dal,dal,VandLe00,def_int,0,,,,,
player,201909220dal,dal,VandLe00,def_int_yds,0,,,,,
player,201909220dal,dal,VandLe00,def_int_td,0,,,,,
player,201909220dal,dal,VandLe00,def_int_long,0,,,,,
player,201909220dal,dal,VandLe00,pass_defended,1,,,,,
player,201909220dal,dal,VandLe00,sacks,0.0,,,,,
player,201909220dal,dal,VandLe00,tackles_combined,6,,,,,
player,201909220dal,dal,VandLe00,tackles_solo,2,,,,,
player,201909220dal,dal,VandLe00,tackles_assists,4,,,,,
player,201909220dal,dal,VandLe00,tackles_loss,0,,,,,
player,201909220dal,dal,VandLe00,qb_hits,0,,,,,
player,201909220dal,dal,VandLe00,fumbles_rec,0,,,,,
player,201909220dal,dal,VandLe00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,VandLe00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,VandLe00,fumbles_forced,0,,,,,
player,201909220dal,dal,ThomJo04,def_int,0,,,,,
player,201909220dal,dal,ThomJo04,def_int_yds,0,,,,,
player,201909220dal,dal,ThomJo04,def_int_td,0,,,,,
player,201909220dal,dal,ThomJo04,def_int_long,0,,,,,
player,201909220dal,dal,ThomJo04,pass_defended,0,,,,,
player,201909220dal,dal,ThomJo04,sacks,0.0,,,,,
player,201909220dal,dal,ThomJo04,tackles_combined,5,,,,,
player,201909220dal,dal,ThomJo04,tackles_solo,4,,,,,
player,201909220dal,dal,ThomJo04,tackles_assists,1,,,,,
player,201909220dal,dal,ThomJo04,tackles_loss,0,,,,,
player,201909220dal,dal,ThomJo04,qb_hits,0,,,,,
player,201909220dal,dal,ThomJo04,fumbles_rec,0,,,,,
player,201909220dal,dal,ThomJo04,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,ThomJo04,fumbles_rec_td,0,,,,,
player,201909220dal,dal,ThomJo04,fumbles_forced,0,,,,,
player,201909220dal,dal,HeatJe00,def_int,0,,,,,
player,201909220dal,dal,HeatJe00,def_int_yds,0,,,,,
player,201909220dal,dal,HeatJe00,def_int_td,0,,,,,
player,201909220dal,dal,HeatJe00,def_int_long,0,,,,,
player,201909220dal,dal,HeatJe00,pass_defended,1,,,,,
player,201909220dal,dal,HeatJe00,sacks,0.0,,,,,
player,201909220dal,dal,HeatJe00,tackles_combined,3,,,,,
player,201909220dal,dal,HeatJe00,tackles_solo,1,,,,,
player,201909220dal,dal,HeatJe00,tackles_assists,2,,,,,
player,201909220dal,dal,HeatJe00,tackles_loss,0,,,,,
player,201909220dal,dal,HeatJe00,qb_hits,0,,,,,
player,201909220dal,dal,HeatJe00,fumbles_rec,0,,,,,
player,201909220dal,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,HeatJe00,fumbles_forced,0,,,,,
player,201909220dal,dal,ThomDa05,def_int,0,,,,,
player,201909220dal,dal,ThomDa05,def_int_yds,0,,,,,
player,201909220dal,dal,ThomDa05,def_int_td,0,,,,,
player,201909220dal,dal,ThomDa05,def_int_long,0,,,,,
player,201909220dal,dal,ThomDa05,pass_defended,1,,,,,
player,201909220dal,dal,ThomDa05,sacks,0.0,,,,,
player,201909220dal,dal,ThomDa05,tackles_combined,3,,,,,
player,201909220dal,dal,ThomDa05,tackles_solo,1,,,,,
player,201909220dal,dal,ThomDa05,tackles_assists,2,,,,,
player,201909220dal,dal,ThomDa05,tackles_loss,0,,,,,
player,201909220dal,dal,ThomDa05,qb_hits,0,,,,,
player,201909220dal,dal,ThomDa05,fumbles_rec,0,,,,,
player,201909220dal,dal,ThomDa05,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,ThomDa05,fumbles_rec_td,0,,,,,
player,201909220dal,dal,ThomDa05,fumbles_forced,0,,,,,
player,201909220dal,dal,FrazKa00,def_int,0,,,,,
player,201909220dal,dal,FrazKa00,def_int_yds,0,,,,,
player,201909220dal,dal,FrazKa00,def_int_td,0,,,,,
player,201909220dal,dal,FrazKa00,def_int_long,0,,,,,
player,201909220dal,dal,FrazKa00,pass_defended,0,,,,,
player,201909220dal,dal,FrazKa00,sacks,0.0,,,,,
player,201909220dal,dal,FrazKa00,tackles_combined,2,,,,,
player,201909220dal,dal,FrazKa00,tackles_solo,2,,,,,
player,201909220dal,dal,FrazKa00,tackles_assists,0,,,,,
player,201909220dal,dal,FrazKa00,tackles_loss,0,,,,,
player,201909220dal,dal,FrazKa00,qb_hits,0,,,,,
player,201909220dal,dal,FrazKa00,fumbles_rec,0,,,,,
player,201909220dal,dal,FrazKa00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,FrazKa00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,FrazKa00,fumbles_forced,0,,,,,
player,201909220dal,dal,HydeKe01,def_int,0,,,,,
player,201909220dal,dal,HydeKe01,def_int_yds,0,,,,,
player,201909220dal,dal,HydeKe01,def_int_td,0,,,,,
player,201909220dal,dal,HydeKe01,def_int_long,0,,,,,
player,201909220dal,dal,HydeKe01,pass_defended,0,,,,,
player,201909220dal,dal,HydeKe01,sacks,0.0,,,,,
player,201909220dal,dal,HydeKe01,tackles_combined,1,,,,,
player,201909220dal,dal,HydeKe01,tackles_solo,0,,,,,
player,201909220dal,dal,HydeKe01,tackles_assists,1,,,,,
player,201909220dal,dal,HydeKe01,tackles_loss,0,,,,,
player,201909220dal,dal,HydeKe01,qb_hits,1,,,,,
player,201909220dal,dal,HydeKe01,fumbles_rec,0,,,,,
player,201909220dal,dal,HydeKe01,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,HydeKe01,fumbles_rec_td,0,,,,,
player,201909220dal,dal,HydeKe01,fumbles_forced,0,,,,,
player,201909220dal,dal,JackJo02,def_int,0,,,,,
player,201909220dal,dal,JackJo02,def_int_yds,0,,,,,
player,201909220dal,dal,JackJo02,def_int_td,0,,,,,
player,201909220dal,dal,JackJo02,def_int_long,0,,,,,
