game,2019,6,20191013,201910130min,phi,"Philadelphia Eagles",20,min,"Minnesota Vikings",38
player,201910130min,phi,GerrNa00,fumbles_rec_td,0,,,,,
player,201910130min,phi,GerrNa00,fumbles_forced,0,,,,,
player,201910130min,phi,McLeRo00,def_int,0,,,,,
player,201910130min,phi,McLeRo00,def_int_yds,0,,,,,
player,201910130min,phi,McLeRo00,def_int_td,0,,,,,
player,201910130min,phi,McLeRo00,def_int_long,0,,,,,
player,201910130min,phi,McLeRo00,pass_defended,0,,,,,
player,201910130min,phi,McLeRo00,sacks,0.0,,,,,
player,201910130min,phi,McLeRo00,tackles_combined,6,,,,,
player,201910130min,phi,McLeRo00,tackles_solo,3,,,,,
player,201910130min,phi,McLeRo00,tackles_assists,3,,,,,
player,201910130min,phi,McLeRo00,tackles_loss,0,,,,,
player,201910130min,phi,McLeRo00,qb_hits,0,,,,,
player,201910130min,phi,McLeRo00,fumbles_rec,0,,,,,
player,201910130min,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201910130min,phi,McLeRo00,fumbles_forced,0,,,,,
player,201910130min,phi,BrowZa00,def_int,0,,,,,
player,201910130min,phi,BrowZa00,def_int_yds,0,,,,,
player,201910130min,phi,BrowZa00,def_int_td,0,,,,,
player,201910130min,phi,BrowZa00,def_int_long,0,,,,,
player,201910130min,phi,BrowZa00,pass_defended,0,,,,,
player,201910130min,phi,BrowZa00,sacks,0.0,,,,,
player,201910130min,phi,BrowZa00,tackles_combined,5,,,,,
player,201910130min,phi,BrowZa00,tackles_solo,1,,,,,
player,201910130min,phi,BrowZa00,tackles_assists,4,,,,,
player,201910130min,phi,BrowZa00,tackles_loss,1,,,,,
player,201910130min,phi,BrowZa00,qb_hits,0,,,,,
player,201910130min,phi,BrowZa00,fumbles_rec,0,,,,,
player,201910130min,phi,BrowZa00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,BrowZa00,fumbles_rec_td,0,,,,,
player,201910130min,phi,BrowZa00,fumbles_forced,0,,,,,
player,201910130min,phi,CoxxFl00,def_int,0,,,,,
player,201910130min,phi,CoxxFl00,def_int_yds,0,,,,,
player,201910130min,phi,CoxxFl00,def_int_td,0,,,,,
player,201910130min,phi,CoxxFl00,def_int_long,0,,,,,
player,201910130min,phi,CoxxFl00,pass_defended,0,,,,,
player,201910130min,phi,CoxxFl00,sacks,0.0,,,,,
player,201910130min,phi,CoxxFl00,tackles_combined,5,,,,,
player,201910130min,phi,CoxxFl00,tackles_solo,3,,,,,
player,201910130min,phi,CoxxFl00,tackles_assists,2,,,,,
player,201910130min,phi,CoxxFl00,tackles_loss,1,,,,,
player,201910130min,phi,CoxxFl00,qb_hits,1,,,,,
player,201910130min,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201910130min,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201910130min,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201910130min,phi,EdwaTJ02,def_int,0,,,,,
player,201910130min,phi,EdwaTJ02,def_int_yds,0,,,,,
player,201910130min,phi,EdwaTJ02,def_int_td,0,,,,,
player,201910130min,phi,EdwaTJ02,def_int_long,0,,,,,
player,201910130min,phi,EdwaTJ02,pass_defended,0,,,,,
player,201910130min,phi,EdwaTJ02,sacks,0.0,,,,,
player,201910130min,phi,EdwaTJ02,tackles_combined,4,,,,,
player,201910130min,phi,EdwaTJ02,tackles_solo,4,,,,,
player,201910130min,phi,EdwaTJ02,tackles_assists,0,,,,,
player,201910130min,phi,EdwaTJ02,tackles_loss,0,,,,,
player,201910130min,phi,EdwaTJ02,qb_hits,0,,,,,
player,201910130min,phi,EdwaTJ02,fumbles_rec,0,,,,,
player,201910130min,phi,EdwaTJ02,fumbles_rec_yds,0,,,,,
player,201910130min,phi,EdwaTJ02,fumbles_rec_td,0,,,,,
player,201910130min,phi,EdwaTJ02,fumbles_forced,0,,,,,
player,201910130min,phi,BradNi00,def_int,0,,,,,
player,201910130min,phi,BradNi00,def_int_yds,0,,,,,
player,201910130min,phi,BradNi00,def_int_td,0,,,,,
player,201910130min,phi,BradNi00,def_int_long,0,,,,,
player,201910130min,phi,BradNi00,pass_defended,0,,,,,
player,201910130min,phi,BradNi00,sacks,0.0,,,,,
player,201910130min,phi,BradNi00,tackles_combined,2,,,,,
player,201910130min,phi,BradNi00,tackles_solo,1,,,,,
player,201910130min,phi,BradNi00,tackles_assists,1,,,,,
player,201910130min,phi,BradNi00,tackles_loss,0,,,,,
player,201910130min,phi,BradNi00,qb_hits,0,,,,,
player,201910130min,phi,BradNi00,fumbles_rec,0,,,,,
player,201910130min,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201910130min,phi,BradNi00,fumbles_forced,0,,,,,
player,201910130min,phi,JameCr01,def_int,0,,,,,
player,201910130min,phi,JameCr01,def_int_yds,0,,,,,
player,201910130min,phi,JameCr01,def_int_td,0,,,,,
player,201910130min,phi,JameCr01,def_int_long,0,,,,,
player,201910130min,phi,JameCr01,pass_defended,0,,,,,
player,201910130min,phi,JameCr01,sacks,0.0,,,,,
player,201910130min,phi,JameCr01,tackles_combined,2,,,,,
player,201910130min,phi,JameCr01,tackles_solo,2,,,,,
player,201910130min,phi,JameCr01,tackles_assists,0,,,,,
player,201910130min,phi,JameCr01,tackles_loss,0,,,,,
player,201910130min,phi,JameCr01,qb_hits,0,,,,,
player,201910130min,phi,JameCr01,fumbles_rec,0,,,,,
player,201910130min,phi,JameCr01,fumbles_rec_yds,0,,,,,
player,201910130min,phi,JameCr01,fumbles_rec_td,0,,,,,
player,201910130min,phi,JameCr01,fumbles_forced,0,,,,,
player,201910130min,phi,JoneSi00,def_int,0,,,,,
player,201910130min,phi,JoneSi00,def_int_yds,0,,,,,
player,201910130min,phi,JoneSi00,def_int_td,0,,,,,
player,201910130min,phi,JoneSi00,def_int_long,0,,,,,
player,201910130min,phi,JoneSi00,pass_defended,0,,,,,
player,201910130min,phi,JoneSi00,sacks,0.0,,,,,
player,201910130min,phi,JoneSi00,tackles_combined,2,,,,,
player,201910130min,phi,JoneSi00,tackles_solo,2,,,,,
player,201910130min,phi,JoneSi00,tackles_assists,0,,,,,
player,201910130min,phi,JoneSi00,tackles_loss,0,,,,,
player,201910130min,phi,JoneSi00,qb_hits,0,,,,,
player,201910130min,phi,JoneSi00,fumbles_rec,0,,,,,
player,201910130min,phi,JoneSi00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,JoneSi00,fumbles_rec_td,0,,,,,
player,201910130min,phi,JoneSi00,fumbles_forced,0,,,,,
player,201910130min,phi,RidgHa00,def_int,0,,,,,
player,201910130min,phi,RidgHa00,def_int_yds,0,,,,,
player,201910130min,phi,RidgHa00,def_int_td,0,,,,,
player,201910130min,phi,RidgHa00,def_int_long,0,,,,,
player,201910130min,phi,RidgHa00,pass_defended,0,,,,,
player,201910130min,phi,RidgHa00,sacks,0.0,,,,,
player,201910130min,phi,RidgHa00,tackles_combined,2,,,,,
player,201910130min,phi,RidgHa00,tackles_solo,2,,,,,
player,201910130min,phi,RidgHa00,tackles_assists,0,,,,,
player,201910130min,phi,RidgHa00,tackles_loss,2,,,,,
player,201910130min,phi,RidgHa00,qb_hits,0,,,,,
player,201910130min,phi,RidgHa00,fumbles_rec,0,,,,,
player,201910130min,phi,RidgHa00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,RidgHa00,fumbles_rec_td,0,,,,,
player,201910130min,phi,RidgHa00,fumbles_forced,0,,,,,
player,201910130min,phi,BarnDe01,def_int,0,,,,,
player,201910130min,phi,BarnDe01,def_int_yds,0,,,,,
player,201910130min,phi,BarnDe01,def_int_td,0,,,,,
player,201910130min,phi,BarnDe01,def_int_long,0,,,,,
player,201910130min,phi,BarnDe01,pass_defended,0,,,,,
player,201910130min,phi,BarnDe01,sacks,0.0,,,,,
player,201910130min,phi,BarnDe01,tackles_combined,1,,,,,
player,201910130min,phi,BarnDe01,tackles_solo,1,,,,,
player,201910130min,phi,BarnDe01,tackles_assists,0,,,,,
player,201910130min,phi,BarnDe01,tackles_loss,1,,,,,
player,201910130min,phi,BarnDe01,qb_hits,0,,,,,
player,201910130min,phi,BarnDe01,fumbles_rec,0,,,,,
player,201910130min,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201910130min,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201910130min,phi,BarnDe01,fumbles_forced,0,,,,,
player,201910130min,phi,CurrVi00,def_int,0,,,,,
player,201910130min,phi,CurrVi00,def_int_yds,0,,,,,
player,201910130min,phi,CurrVi00,def_int_td,0,,,,,
player,201910130min,phi,CurrVi00,def_int_long,0,,,,,
player,201910130min,phi,CurrVi00,pass_defended,0,,,,,
player,201910130min,phi,CurrVi00,sacks,0.0,,,,,
player,201910130min,phi,CurrVi00,tackles_combined,1,,,,,
player,201910130min,phi,CurrVi00,tackles_solo,1,,,,,
player,201910130min,phi,CurrVi00,tackles_assists,0,,,,,
player,201910130min,phi,CurrVi00,tackles_loss,0,,,,,
player,201910130min,phi,CurrVi00,qb_hits,0,,,,,
player,201910130min,phi,CurrVi00,fumbles_rec,0,,,,,
player,201910130min,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201910130min,phi,CurrVi00,fumbles_forced,0,,,,,
player,201910130min,phi,GrugKa00,def_int,0,,,,,
player,201910130min,phi,GrugKa00,def_int_yds,0,,,,,
player,201910130min,phi,GrugKa00,def_int_td,0,,,,,
player,201910130min,phi,GrugKa00,def_int_long,0,,,,,
player,201910130min,phi,GrugKa00,pass_defended,0,,,,,
player,201910130min,phi,GrugKa00,sacks,0.0,,,,,
player,201910130min,phi,GrugKa00,tackles_combined,1,,,,,
player,201910130min,phi,GrugKa00,tackles_solo,0,,,,,
player,201910130min,phi,GrugKa00,tackles_assists,1,,,,,
player,201910130min,phi,GrugKa00,tackles_loss,0,,,,,
player,201910130min,phi,GrugKa00,qb_hits,1,,,,,
player,201910130min,phi,GrugKa00,fumbles_rec,1,,,,,
player,201910130min,phi,GrugKa00,fumbles_rec_yds,29,,,,,
player,201910130min,phi,GrugKa00,fumbles_rec_td,0,,,,,
player,201910130min,phi,GrugKa00,fumbles_forced,0,,,,,
player,201910130min,phi,SpenAk00,def_int,0,,,,,
player,201910130min,phi,SpenAk00,def_int_yds,0,,,,,
player,201910130min,phi,SpenAk00,def_int_td,0,,,,,
player,201910130min,phi,SpenAk00,def_int_long,0,,,,,
player,201910130min,phi,SpenAk00,pass_defended,0,,,,,
player,201910130min,phi,SpenAk00,sacks,0.0,,,,,
player,201910130min,phi,SpenAk00,tackles_combined,1,,,,,
player,201910130min,phi,SpenAk00,tackles_solo,1,,,,,
player,201910130min,phi,SpenAk00,tackles_assists,0,,,,,
player,201910130min,phi,SpenAk00,tackles_loss,0,,,,,
player,201910130min,phi,SpenAk00,qb_hits,0,,,,,
player,201910130min,phi,SpenAk00,fumbles_rec,0,,,,,
player,201910130min,phi,SpenAk00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,SpenAk00,fumbles_rec_td,0,,,,,
player,201910130min,phi,SpenAk00,fumbles_forced,0,,,,,
player,201910130min,phi,SweaJo00,def_int,0,,,,,
player,201910130min,phi,SweaJo00,def_int_yds,0,,,,,
player,201910130min,phi,SweaJo00,def_int_td,0,,,,,
player,201910130min,phi,SweaJo00,def_int_long,0,,,,,
player,201910130min,phi,SweaJo00,pass_defended,0,,,,,
player,201910130min,phi,SweaJo00,sacks,0.0,,,,,
player,201910130min,phi,SweaJo00,tackles_combined,1,,,,,
player,201910130min,phi,SweaJo00,tackles_solo,1,,,,,
player,201910130min,phi,SweaJo00,tackles_assists,0,,,,,
player,201910130min,phi,SweaJo00,tackles_loss,1,,,,,
player,201910130min,phi,SweaJo00,qb_hits,0,,,,,
player,201910130min,phi,SweaJo00,fumbles_rec,0,,,,,
player,201910130min,phi,SweaJo00,fumbles_rec_yds,0,,,,,
player,201910130min,phi,SweaJo00,fumbles_rec_td,0,,,,,
player,201910130min,phi,SweaJo00,fumbles_forced,0,,,,,
player,201910130min,phi,HallDa01,def_int,0,,,,,
player,201910130min,phi,HallDa01,def_int_yds,0,,,,,
player,201910130min,phi,HallDa01,def_int_td,0,,,,,
player,201910130min,phi,HallDa01,def_int_long,0,,,,,
player,201910130min,phi,HallDa01,pass_defended,0,,,,,
player,201910130min,phi,HallDa01,sacks,0.0,,,,,
player,201910130min,phi,HallDa01,tackles_combined,0,,,,,
player,201910130min,phi,HallDa01,tackles_solo,0,,,,,
player,201910130min,phi,HallDa01,tackles_assists,0,,,,,
player,201910130min,phi,HallDa01,tackles_loss,0,,,,,
player,201910130min,phi,HallDa01,qb_hits,1,,,,,
player,201910130min,phi,HallDa01,fumbles_rec,0,,,,,
player,201910130min,phi,HallDa01,fumbles_rec_yds,0,,,,,
player,201910130min,phi,HallDa01,fumbles_rec_td,0,,,,,
player,201910130min,phi,HallDa01,fumbles_forced,0,,,,,
player,201910130min,min,AlexMa01,def_int,1,,,,,
player,201910130min,min,AlexMa01,def_int_yds,0,,,,,
player,201910130min,min,AlexMa01,def_int_td,0,,,,,
player,201910130min,min,AlexMa01,def_int_long,0,,,,,
player,201910130min,min,AlexMa01,pass_defended,1,,,,,
player,201910130min,min,AlexMa01,sacks,0.5,,,,,
player,201910130min,min,AlexMa01,tackles_combined,3,,,,,
player,201910130min,min,AlexMa01,tackles_solo,0,,,,,
player,201910130min,min,AlexMa01,tackles_assists,3,,,,,
player,201910130min,min,AlexMa01,tackles_loss,0,,,,,
player,201910130min,min,AlexMa01,qb_hits,1,,,,,
player,201910130min,min,AlexMa01,fumbles_rec,0,,,,,
player,201910130min,min,AlexMa01,fumbles_rec_yds,0,,,,,
player,201910130min,min,AlexMa01,fumbles_rec_td,0,,,,,
player,201910130min,min,AlexMa01,fumbles_forced,0,,,,,
player,201910130min,min,GrifEv99,def_int,1,,,,,
player,201910130min,min,GrifEv99,def_int_yds,17,,,,,
player,201910130min,min,GrifEv99,def_int_td,0,,,,,
player,201910130min,min,GrifEv99,def_int_long,17,,,,,
player,201910130min,min,GrifEv99,pass_defended,2,,,,,
player,201910130min,min,GrifEv99,sacks,0.0,,,,,
player,201910130min,min,GrifEv99,tackles_combined,0,,,,,
player,201910130min,min,GrifEv99,tackles_solo,0,,,,,
player,201910130min,min,GrifEv99,tackles_assists,0,,,,,
player,201910130min,min,GrifEv99,tackles_loss,0,,,,,
player,201910130min,min,GrifEv99,qb_hits,1,,,,,
player,201910130min,min,GrifEv99,fumbles_rec,0,,,,,
player,201910130min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201910130min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201910130min,min,GrifEv99,fumbles_forced,0,,,,,
player,201910130min,min,HuntDa01,def_int,0,,,,,
player,201910130min,min,HuntDa01,def_int_yds,0,,,,,
player,201910130min,min,HuntDa01,def_int_td,0,,,,,
player,201910130min,min,HuntDa01,def_int_long,0,,,,,
player,201910130min,min,HuntDa01,pass_defended,0,,,,,
player,201910130min,min,HuntDa01,sacks,1.0,,,,,
player,201910130min,min,HuntDa01,tackles_combined,3,,,,,
player,201910130min,min,HuntDa01,tackles_solo,2,,,,,
player,201910130min,min,HuntDa01,tackles_assists,1,,,,,
player,201910130min,min,HuntDa01,tackles_loss,1,,,,,
player,201910130min,min,HuntDa01,qb_hits,2,,,,,
player,201910130min,min,HuntDa01,fumbles_rec,0,,,,,
player,201910130min,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201910130min,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201910130min,min,HuntDa01,fumbles_forced,0,,,,,
player,201910130min,min,KendEr00,def_int,0,,,,,
player,201910130min,min,KendEr00,def_int_yds,0,,,,,
player,201910130min,min,KendEr00,def_int_td,0,,,,,
player,201910130min,min,KendEr00,def_int_long,0,,,,,
player,201910130min,min,KendEr00,pass_defended,2,,,,,
player,201910130min,min,KendEr00,sacks,0.5,,,,,
player,201910130min,min,KendEr00,tackles_combined,10,,,,,
player,201910130min,min,KendEr00,tackles_solo,8,,,,,
player,201910130min,min,KendEr00,tackles_assists,2,,,,,
player,201910130min,min,KendEr00,tackles_loss,1,,,,,
player,201910130min,min,KendEr00,qb_hits,1,,,,,
player,201910130min,min,KendEr00,fumbles_rec,0,,,,,
player,201910130min,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201910130min,min,KendEr00,fumbles_rec_td,0,,,,,
player,201910130min,min,KendEr00,fumbles_forced,1,,,,,
player,201910130min,min,BarrAn00,def_int,0,,,,,
player,201910130min,min,BarrAn00,def_int_yds,0,,,,,
player,201910130min,min,BarrAn00,def_int_td,0,,,,,
player,201910130min,min,BarrAn00,def_int_long,0,,,,,
player,201910130min,min,BarrAn00,pass_defended,1,,,,,
player,201910130min,min,BarrAn00,sacks,0.0,,,,,
player,201910130min,min,BarrAn00,tackles_combined,10,,,,,
player,201910130min,min,BarrAn00,tackles_solo,8,,,,,
player,201910130min,min,BarrAn00,tackles_assists,2,,,,,
player,201910130min,min,BarrAn00,tackles_loss,1,,,,,
player,201910130min,min,BarrAn00,qb_hits,0,,,,,
player,201910130min,min,BarrAn00,fumbles_rec,1,,,,,
player,201910130min,min,BarrAn00,fumbles_rec_yds,19,,,,,
player,201910130min,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201910130min,min,BarrAn00,fumbles_forced,0,,,,,
player,201910130min,min,HarrAn01,def_int,0,,,,,
player,201910130min,min,HarrAn01,def_int_yds,0,,,,,
player,201910130min,min,HarrAn01,def_int_td,0,,,,,
player,201910130min,min,HarrAn01,def_int_long,0,,,,,
player,201910130min,min,HarrAn01,pass_defended,1,,,,,
player,201910130min,min,HarrAn01,sacks,0.0,,,,,
player,201910130min,min,HarrAn01,tackles_combined,6,,,,,
player,201910130min,min,HarrAn01,tackles_solo,4,,,,,
player,201910130min,min,HarrAn01,tackles_assists,2,,,,,
player,201910130min,min,HarrAn01,tackles_loss,0,,,,,
player,201910130min,min,HarrAn01,qb_hits,0,,,,,
player,201910130min,min,HarrAn01,fumbles_rec,0,,,,,
player,201910130min,min,HarrAn01,fumbles_rec_yds,0,,,,,
player,201910130min,min,HarrAn01,fumbles_rec_td,0,,,,,
player,201910130min,min,HarrAn01,fumbles_forced,0,,,,,
player,201910130min,min,JoseLi99,def_int,0,,,,,
player,201910130min,min,JoseLi99,def_int_yds,0,,,,,
player,201910130min,min,JoseLi99,def_int_td,0,,,,,
player,201910130min,min,JoseLi99,def_int_long,0,,,,,
player,201910130min,min,JoseLi99,pass_defended,0,,,,,
player,201910130min,min,JoseLi99,sacks,0.0,,,,,
player,201910130min,min,JoseLi99,tackles_combined,6,,,,,
player,201910130min,min,JoseLi99,tackles_solo,1,,,,,
player,201910130min,min,JoseLi99,tackles_assists,5,,,,,
player,201910130min,min,JoseLi99,tackles_loss,0,,,,,
player,201910130min,min,JoseLi99,qb_hits,0,,,,,
player,201910130min,min,JoseLi99,fumbles_rec,0,,,,,
player,201910130min,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201910130min,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201910130min,min,JoseLi99,fumbles_forced,0,,,,,
player,201910130min,min,RhodXa00,def_int,0,,,,,
player,201910130min,min,RhodXa00,def_int_yds,0,,,,,
player,201910130min,min,RhodXa00,def_int_td,0,,,,,
player,201910130min,min,RhodXa00,def_int_long,0,,,,,
player,201910130min,min,RhodXa00,pass_defended,0,,,,,
player,201910130min,min,RhodXa00,sacks,0.0,,,,,
player,201910130min,min,RhodXa00,tackles_combined,4,,,,,
player,201910130min,min,RhodXa00,tackles_solo,4,,,,,
player,201910130min,min,RhodXa00,tackles_assists,0,,,,,
player,201910130min,min,RhodXa00,tackles_loss,0,,,,,
player,201910130min,min,RhodXa00,qb_hits,0,,,,,
player,201910130min,min,RhodXa00,fumbles_rec,0,,,,,
player,201910130min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201910130min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201910130min,min,RhodXa00,fumbles_forced,0,,,,,
player,201910130min,min,SmitHa00,def_int,0,,,,,
player,201910130min,min,SmitHa00,def_int_yds,0,,,,,
player,201910130min,min,SmitHa00,def_int_td,0,,,,,
player,201910130min,min,SmitHa00,def_int_long,0,,,,,
player,201910130min,min,SmitHa00,pass_defended,0,,,,,
player,201910130min,min,SmitHa00,sacks,0.0,,,,,
player,201910130min,min,SmitHa00,tackles_combined,4,,,,,
player,201910130min,min,SmitHa00,tackles_solo,4,,,,,
player,201910130min,min,SmitHa00,tackles_assists,0,,,,,
player,201910130min,min,SmitHa00,tackles_loss,0,,,,,
player,201910130min,min,SmitHa00,qb_hits,0,,,,,
player,201910130min,min,SmitHa00,fumbles_rec,0,,,,,
player,201910130min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201910130min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201910130min,min,SmitHa00,fumbles_forced,0,,,,,
player,201910130min,min,KearJa00,def_int,0,,,,,
player,201910130min,min,KearJa00,def_int_yds,0,,,,,
player,201910130min,min,KearJa00,def_int_td,0,,,,,
player,201910130min,min,KearJa00,def_int_long,0,,,,,
player,201910130min,min,KearJa00,pass_defended,0,,,,,
player,201910130min,min,KearJa00,sacks,0.0,,,,,
player,201910130min,min,KearJa00,tackles_combined,3,,,,,
player,201910130min,min,KearJa00,tackles_solo,1,,,,,
player,201910130min,min,KearJa00,tackles_assists,2,,,,,
player,201910130min,min,KearJa00,tackles_loss,0,,,,,
player,201910130min,min,KearJa00,qb_hits,0,,,,,
player,201910130min,min,KearJa00,fumbles_rec,0,,,,,
player,201910130min,min,KearJa00,fumbles_rec_yds,0,,,,,
player,201910130min,min,KearJa00,fumbles_rec_td,0,,,,,
player,201910130min,min,KearJa00,fumbles_forced,0,,,,,
player,201910130min,min,StepSh00,def_int,0,,,,,
player,201910130min,min,StepSh00,def_int_yds,0,,,,,
player,201910130min,min,StepSh00,def_int_td,0,,,,,
player,201910130min,min,StepSh00,def_int_long,0,,,,,
player,201910130min,min,StepSh00,pass_defended,0,,,,,
player,201910130min,min,StepSh00,sacks,0.0,,,,,
player,201910130min,min,StepSh00,tackles_combined,3,,,,,
player,201910130min,min,StepSh00,tackles_solo,3,,,,,
player,201910130min,min,StepSh00,tackles_assists,0,,,,,
player,201910130min,min,StepSh00,tackles_loss,0,,,,,
player,201910130min,min,StepSh00,qb_hits,0,,,,,
player,201910130min,min,StepSh00,fumbles_rec,0,,,,,
player,201910130min,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201910130min,min,StepSh00,fumbles_rec_td,0,,,,,
player,201910130min,min,StepSh00,fumbles_forced,0,,,,,
player,201910130min,min,JohnJa09,def_int,0,,,,,
player,201910130min,min,JohnJa09,def_int_yds,0,,,,,
player,201910130min,min,JohnJa09,def_int_td,0,,,,,
player,201910130min,min,JohnJa09,def_int_long,0,,,,,
player,201910130min,min,JohnJa09,pass_defended,0,,,,,
player,201910130min,min,JohnJa09,sacks,0.0,,,,,
player,201910130min,min,JohnJa09,tackles_combined,2,,,,,
player,201910130min,min,JohnJa09,tackles_solo,0,,,,,
player,201910130min,min,JohnJa09,tackles_assists,2,,,,,
player,201910130min,min,JohnJa09,tackles_loss,0,,,,,
player,201910130min,min,JohnJa09,qb_hits,0,,,,,
player,201910130min,min,JohnJa09,fumbles_rec,0,,,,,
player,201910130min,min,JohnJa09,fumbles_rec_yds,0,,,,,
player,201910130min,min,JohnJa09,fumbles_rec_td,0,,,,,
player,201910130min,min,JohnJa09,fumbles_forced,0,,,,,
player,201910130min,min,WaynTr00,def_int,0,,,,,
player,201910130min,min,WaynTr00,def_int_yds,0,,,,,
player,201910130min,min,WaynTr00,def_int_td,0,,,,,
player,201910130min,min,WaynTr00,def_int_long,0,,,,,
player,201910130min,min,WaynTr00,pass_defended,1,,,,,
player,201910130min,min,WaynTr00,sacks,0.0,,,,,
player,201910130min,min,WaynTr00,tackles_combined,2,,,,,
player,201910130min,min,WaynTr00,tackles_solo,2,,,,,
player,201910130min,min,WaynTr00,tackles_assists,0,,,,,
player,201910130min,min,WaynTr00,tackles_loss,0,,,,,
player,201910130min,min,WaynTr00,qb_hits,0,,,,,
player,201910130min,min,WaynTr00,fumbles_rec,0,,,,,
player,201910130min,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201910130min,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201910130min,min,WaynTr00,fumbles_forced,0,,,,,
player,201910130min,min,SmitCa01,def_int,0,,,,,
player,201910130min,min,SmitCa01,def_int_yds,0,,,,,
player,201910130min,min,SmitCa01,def_int_td,0,,,,,
player,201910130min,min,SmitCa01,def_int_long,0,,,,,
player,201910130min,min,SmitCa01,pass_defended,0,,,,,
player,201910130min,min,SmitCa01,sacks,0.0,,,,,
player,201910130min,min,SmitCa01,tackles_combined,1,,,,,
player,201910130min,min,SmitCa01,tackles_solo,1,,,,,
player,201910130min,min,SmitCa01,tackles_assists,0,,,,,
player,201910130min,min,SmitCa01,tackles_loss,0,,,,,
player,201910130min,min,SmitCa01,qb_hits,0,,,,,
player,201910130min,min,SmitCa01,fumbles_rec,0,,,,,
player,201910130min,min,SmitCa01,fumbles_rec_yds,0,,,,,
player,201910130min,min,SmitCa01,fumbles_rec_td,0,,,,,
player,201910130min,min,SmitCa01,fumbles_forced,0,,,,,
player,201910130min,min,WilsEr00,def_int,0,,,,,
player,201910130min,min,WilsEr00,def_int_yds,0,,,,,
player,201910130min,min,WilsEr00,def_int_td,0,,,,,
player,201910130min,min,WilsEr00,def_int_long,0,,,,,
player,201910130min,min,WilsEr00,pass_defended,0,,,,,
player,201910130min,min,WilsEr00,sacks,0.0,,,,,
player,201910130min,min,WilsEr00,tackles_combined,1,,,,,
player,201910130min,min,WilsEr00,tackles_solo,1,,,,,
player,201910130min,min,WilsEr00,tackles_assists,0,,,,,
player,201910130min,min,WilsEr00,tackles_loss,0,,,,,
player,201910130min,min,WilsEr00,qb_hits,0,,,,,
player,201910130min,min,WilsEr00,fumbles_rec,0,,,,,
player,201910130min,min,WilsEr00,fumbles_rec_yds,0,,,,,
player,201910130min,min,WilsEr00,fumbles_rec_td,0,,,,,
player,201910130min,min,WilsEr00,fumbles_forced,0,,,,,
player,201910130min,phi,ScotBo02,kick_ret,0,,,,,
player,201910130min,phi,ScotBo02,kick_ret_yds,0,,,,,
player,201910130min,phi,ScotBo02,kick_ret_yds_per_ret,,,,,,
player,201910130min,phi,ScotBo02,kick_ret_td,0,,,,,
player,201910130min,phi,ScotBo02,kick_ret_long,0,,,,,
player,201910130min,phi,ScotBo02,punt_ret,2,,,,,
player,201910130min,phi,ScotBo02,punt_ret_yds,16,,,,,
player,201910130min,phi,ScotBo02,punt_ret_yds_per_ret,8.0,,,,,
player,201910130min,phi,ScotBo02,punt_ret_td,0,,,,,
player,201910130min,phi,ScotBo02,punt_ret_long,13,,,,,
player,201910130min,phi,SandMi01,kick_ret,1,,,,,
player,201910130min,phi,SandMi01,kick_ret_yds,15,,,,,
player,201910130min,phi,SandMi01,kick_ret_yds_per_ret,15.0,,,,,
player,201910130min,phi,SandMi01,kick_ret_td,0,,,,,
player,201910130min,phi,SandMi01,kick_ret_long,15,,,,,
player,201910130min,phi,SandMi01,punt_ret,0,,,,,
player,201910130min,phi,SandMi01,punt_ret_yds,0,,,,,
player,201910130min,phi,SandMi01,punt_ret_yds_per_ret,,,,,,
player,201910130min,phi,SandMi01,punt_ret_td,0,,,,,
