game,2019,12,20191124,201911240chi,nyg,"New York Giants",14,chi,"Chicago Bears",19
player,201911240chi,nyg,BallCo00,def_int_long,0,,,,,
player,201911240chi,nyg,BallCo00,pass_defended,0,,,,,
player,201911240chi,nyg,BallCo00,sacks,0.0,,,,,
player,201911240chi,nyg,BallCo00,tackles_combined,9,,,,,
player,201911240chi,nyg,BallCo00,tackles_solo,8,,,,,
player,201911240chi,nyg,BallCo00,tackles_assists,1,,,,,
player,201911240chi,nyg,BallCo00,tackles_loss,0,,,,,
player,201911240chi,nyg,BallCo00,qb_hits,0,,,,,
player,201911240chi,nyg,BallCo00,fumbles_rec,0,,,,,
player,201911240chi,nyg,BallCo00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,BallCo00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,BallCo00,fumbles_forced,0,,,,,
player,201911240chi,nyg,MayoDa00,def_int,0,,,,,
player,201911240chi,nyg,MayoDa00,def_int_yds,0,,,,,
player,201911240chi,nyg,MayoDa00,def_int_td,0,,,,,
player,201911240chi,nyg,MayoDa00,def_int_long,0,,,,,
player,201911240chi,nyg,MayoDa00,pass_defended,1,,,,,
player,201911240chi,nyg,MayoDa00,sacks,0.0,,,,,
player,201911240chi,nyg,MayoDa00,tackles_combined,7,,,,,
player,201911240chi,nyg,MayoDa00,tackles_solo,4,,,,,
player,201911240chi,nyg,MayoDa00,tackles_assists,3,,,,,
player,201911240chi,nyg,MayoDa00,tackles_loss,1,,,,,
player,201911240chi,nyg,MayoDa00,qb_hits,0,,,,,
player,201911240chi,nyg,MayoDa00,fumbles_rec,0,,,,,
player,201911240chi,nyg,MayoDa00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,MayoDa00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,MayoDa00,fumbles_forced,0,,,,,
player,201911240chi,nyg,BucaDe00,def_int,0,,,,,
player,201911240chi,nyg,BucaDe00,def_int_yds,0,,,,,
player,201911240chi,nyg,BucaDe00,def_int_td,0,,,,,
player,201911240chi,nyg,BucaDe00,def_int_long,0,,,,,
player,201911240chi,nyg,BucaDe00,pass_defended,0,,,,,
player,201911240chi,nyg,BucaDe00,sacks,0.0,,,,,
player,201911240chi,nyg,BucaDe00,tackles_combined,5,,,,,
player,201911240chi,nyg,BucaDe00,tackles_solo,3,,,,,
player,201911240chi,nyg,BucaDe00,tackles_assists,2,,,,,
player,201911240chi,nyg,BucaDe00,tackles_loss,0,,,,,
player,201911240chi,nyg,BucaDe00,qb_hits,0,,,,,
player,201911240chi,nyg,BucaDe00,fumbles_rec,0,,,,,
player,201911240chi,nyg,BucaDe00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,BucaDe00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,BucaDe00,fumbles_forced,0,,,,,
player,201911240chi,nyg,JenkJa03,def_int,0,,,,,
player,201911240chi,nyg,JenkJa03,def_int_yds,0,,,,,
player,201911240chi,nyg,JenkJa03,def_int_td,0,,,,,
player,201911240chi,nyg,JenkJa03,def_int_long,0,,,,,
player,201911240chi,nyg,JenkJa03,pass_defended,2,,,,,
player,201911240chi,nyg,JenkJa03,sacks,0.0,,,,,
player,201911240chi,nyg,JenkJa03,tackles_combined,5,,,,,
player,201911240chi,nyg,JenkJa03,tackles_solo,4,,,,,
player,201911240chi,nyg,JenkJa03,tackles_assists,1,,,,,
player,201911240chi,nyg,JenkJa03,tackles_loss,0,,,,,
player,201911240chi,nyg,JenkJa03,qb_hits,0,,,,,
player,201911240chi,nyg,JenkJa03,fumbles_rec,0,,,,,
player,201911240chi,nyg,JenkJa03,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,JenkJa03,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,JenkJa03,fumbles_forced,0,,,,,
player,201911240chi,nyg,PeppJa00,def_int,0,,,,,
player,201911240chi,nyg,PeppJa00,def_int_yds,0,,,,,
player,201911240chi,nyg,PeppJa00,def_int_td,0,,,,,
player,201911240chi,nyg,PeppJa00,def_int_long,0,,,,,
player,201911240chi,nyg,PeppJa00,pass_defended,0,,,,,
player,201911240chi,nyg,PeppJa00,sacks,0.0,,,,,
player,201911240chi,nyg,PeppJa00,tackles_combined,5,,,,,
player,201911240chi,nyg,PeppJa00,tackles_solo,4,,,,,
player,201911240chi,nyg,PeppJa00,tackles_assists,1,,,,,
player,201911240chi,nyg,PeppJa00,tackles_loss,1,,,,,
player,201911240chi,nyg,PeppJa00,qb_hits,0,,,,,
player,201911240chi,nyg,PeppJa00,fumbles_rec,0,,,,,
player,201911240chi,nyg,PeppJa00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,PeppJa00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,PeppJa00,fumbles_forced,0,,,,,
player,201911240chi,nyg,BethAn20,def_int,0,,,,,
player,201911240chi,nyg,BethAn20,def_int_yds,0,,,,,
player,201911240chi,nyg,BethAn20,def_int_td,0,,,,,
player,201911240chi,nyg,BethAn20,def_int_long,0,,,,,
player,201911240chi,nyg,BethAn20,pass_defended,0,,,,,
player,201911240chi,nyg,BethAn20,sacks,0.0,,,,,
player,201911240chi,nyg,BethAn20,tackles_combined,3,,,,,
player,201911240chi,nyg,BethAn20,tackles_solo,3,,,,,
player,201911240chi,nyg,BethAn20,tackles_assists,0,,,,,
player,201911240chi,nyg,BethAn20,tackles_loss,0,,,,,
player,201911240chi,nyg,BethAn20,qb_hits,0,,,,,
player,201911240chi,nyg,BethAn20,fumbles_rec,0,,,,,
player,201911240chi,nyg,BethAn20,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,BethAn20,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,BethAn20,fumbles_forced,0,,,,,
player,201911240chi,nyg,TomlDa00,def_int,0,,,,,
player,201911240chi,nyg,TomlDa00,def_int_yds,0,,,,,
player,201911240chi,nyg,TomlDa00,def_int_td,0,,,,,
player,201911240chi,nyg,TomlDa00,def_int_long,0,,,,,
player,201911240chi,nyg,TomlDa00,pass_defended,0,,,,,
player,201911240chi,nyg,TomlDa00,sacks,0.0,,,,,
player,201911240chi,nyg,TomlDa00,tackles_combined,3,,,,,
player,201911240chi,nyg,TomlDa00,tackles_solo,3,,,,,
player,201911240chi,nyg,TomlDa00,tackles_assists,0,,,,,
player,201911240chi,nyg,TomlDa00,tackles_loss,0,,,,,
player,201911240chi,nyg,TomlDa00,qb_hits,1,,,,,
player,201911240chi,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201911240chi,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201911240chi,nyg,LawrDe03,def_int,0,,,,,
player,201911240chi,nyg,LawrDe03,def_int_yds,0,,,,,
player,201911240chi,nyg,LawrDe03,def_int_td,0,,,,,
player,201911240chi,nyg,LawrDe03,def_int_long,0,,,,,
player,201911240chi,nyg,LawrDe03,pass_defended,0,,,,,
player,201911240chi,nyg,LawrDe03,sacks,0.0,,,,,
player,201911240chi,nyg,LawrDe03,tackles_combined,2,,,,,
player,201911240chi,nyg,LawrDe03,tackles_solo,2,,,,,
player,201911240chi,nyg,LawrDe03,tackles_assists,0,,,,,
player,201911240chi,nyg,LawrDe03,tackles_loss,0,,,,,
player,201911240chi,nyg,LawrDe03,qb_hits,1,,,,,
player,201911240chi,nyg,LawrDe03,fumbles_rec,0,,,,,
player,201911240chi,nyg,LawrDe03,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,LawrDe03,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,LawrDe03,fumbles_forced,0,,,,,
player,201911240chi,nyg,BakeDe00,def_int,0,,,,,
player,201911240chi,nyg,BakeDe00,def_int_yds,0,,,,,
player,201911240chi,nyg,BakeDe00,def_int_td,0,,,,,
player,201911240chi,nyg,BakeDe00,def_int_long,0,,,,,
player,201911240chi,nyg,BakeDe00,pass_defended,0,,,,,
player,201911240chi,nyg,BakeDe00,sacks,0.0,,,,,
player,201911240chi,nyg,BakeDe00,tackles_combined,1,,,,,
player,201911240chi,nyg,BakeDe00,tackles_solo,1,,,,,
player,201911240chi,nyg,BakeDe00,tackles_assists,0,,,,,
player,201911240chi,nyg,BakeDe00,tackles_loss,1,,,,,
player,201911240chi,nyg,BakeDe00,qb_hits,0,,,,,
player,201911240chi,nyg,BakeDe00,fumbles_rec,0,,,,,
player,201911240chi,nyg,BakeDe00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,BakeDe00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,BakeDe00,fumbles_forced,0,,,,,
player,201911240chi,nyg,McInR.00,def_int,0,,,,,
player,201911240chi,nyg,McInR.00,def_int_yds,0,,,,,
player,201911240chi,nyg,McInR.00,def_int_td,0,,,,,
player,201911240chi,nyg,McInR.00,def_int_long,0,,,,,
player,201911240chi,nyg,McInR.00,pass_defended,0,,,,,
player,201911240chi,nyg,McInR.00,sacks,0.0,,,,,
player,201911240chi,nyg,McInR.00,tackles_combined,1,,,,,
player,201911240chi,nyg,McInR.00,tackles_solo,0,,,,,
player,201911240chi,nyg,McInR.00,tackles_assists,1,,,,,
player,201911240chi,nyg,McInR.00,tackles_loss,0,,,,,
player,201911240chi,nyg,McInR.00,qb_hits,0,,,,,
player,201911240chi,nyg,McInR.00,fumbles_rec,0,,,,,
player,201911240chi,nyg,McInR.00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,McInR.00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,McInR.00,fumbles_forced,0,,,,,
player,201911240chi,nyg,WillLe02,def_int,0,,,,,
player,201911240chi,nyg,WillLe02,def_int_yds,0,,,,,
player,201911240chi,nyg,WillLe02,def_int_td,0,,,,,
player,201911240chi,nyg,WillLe02,def_int_long,0,,,,,
player,201911240chi,nyg,WillLe02,pass_defended,0,,,,,
player,201911240chi,nyg,WillLe02,sacks,0.0,,,,,
player,201911240chi,nyg,WillLe02,tackles_combined,1,,,,,
player,201911240chi,nyg,WillLe02,tackles_solo,0,,,,,
player,201911240chi,nyg,WillLe02,tackles_assists,1,,,,,
player,201911240chi,nyg,WillLe02,tackles_loss,0,,,,,
player,201911240chi,nyg,WillLe02,qb_hits,1,,,,,
player,201911240chi,nyg,WillLe02,fumbles_rec,0,,,,,
player,201911240chi,nyg,WillLe02,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,WillLe02,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,WillLe02,fumbles_forced,0,,,,,
player,201911240chi,nyg,XimiOs00,def_int,0,,,,,
player,201911240chi,nyg,XimiOs00,def_int_yds,0,,,,,
player,201911240chi,nyg,XimiOs00,def_int_td,0,,,,,
player,201911240chi,nyg,XimiOs00,def_int_long,0,,,,,
player,201911240chi,nyg,XimiOs00,pass_defended,0,,,,,
player,201911240chi,nyg,XimiOs00,sacks,0.0,,,,,
player,201911240chi,nyg,XimiOs00,tackles_combined,1,,,,,
player,201911240chi,nyg,XimiOs00,tackles_solo,1,,,,,
player,201911240chi,nyg,XimiOs00,tackles_assists,0,,,,,
player,201911240chi,nyg,XimiOs00,tackles_loss,0,,,,,
player,201911240chi,nyg,XimiOs00,qb_hits,0,,,,,
player,201911240chi,nyg,XimiOs00,fumbles_rec,0,,,,,
player,201911240chi,nyg,XimiOs00,fumbles_rec_yds,0,,,,,
player,201911240chi,nyg,XimiOs00,fumbles_rec_td,0,,,,,
player,201911240chi,nyg,XimiOs00,fumbles_forced,0,,,,,
player,201911240chi,chi,MackKh00,def_int,0,,,,,
player,201911240chi,chi,MackKh00,def_int_yds,0,,,,,
player,201911240chi,chi,MackKh00,def_int_td,0,,,,,
player,201911240chi,chi,MackKh00,def_int_long,0,,,,,
player,201911240chi,chi,MackKh00,pass_defended,0,,,,,
player,201911240chi,chi,MackKh00,sacks,1.0,,,,,
player,201911240chi,chi,MackKh00,tackles_combined,3,,,,,
player,201911240chi,chi,MackKh00,tackles_solo,2,,,,,
player,201911240chi,chi,MackKh00,tackles_assists,1,,,,,
player,201911240chi,chi,MackKh00,tackles_loss,0,,,,,
player,201911240chi,chi,MackKh00,qb_hits,2,,,,,
player,201911240chi,chi,MackKh00,fumbles_rec,0,,,,,
player,201911240chi,chi,MackKh00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,MackKh00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,MackKh00,fumbles_forced,1,,,,,
player,201911240chi,chi,ClinHa00,def_int,0,,,,,
player,201911240chi,chi,ClinHa00,def_int_yds,0,,,,,
player,201911240chi,chi,ClinHa00,def_int_td,0,,,,,
player,201911240chi,chi,ClinHa00,def_int_long,0,,,,,
player,201911240chi,chi,ClinHa00,pass_defended,1,,,,,
player,201911240chi,chi,ClinHa00,sacks,0.0,,,,,
player,201911240chi,chi,ClinHa00,tackles_combined,7,,,,,
player,201911240chi,chi,ClinHa00,tackles_solo,5,,,,,
player,201911240chi,chi,ClinHa00,tackles_assists,2,,,,,
player,201911240chi,chi,ClinHa00,tackles_loss,0,,,,,
player,201911240chi,chi,ClinHa00,qb_hits,0,,,,,
player,201911240chi,chi,ClinHa00,fumbles_rec,0,,,,,
player,201911240chi,chi,ClinHa00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,ClinHa00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,ClinHa00,fumbles_forced,0,,,,,
player,201911240chi,chi,JackEd01,def_int,0,,,,,
player,201911240chi,chi,JackEd01,def_int_yds,0,,,,,
player,201911240chi,chi,JackEd01,def_int_td,0,,,,,
player,201911240chi,chi,JackEd01,def_int_long,0,,,,,
player,201911240chi,chi,JackEd01,pass_defended,0,,,,,
player,201911240chi,chi,JackEd01,sacks,0.0,,,,,
player,201911240chi,chi,JackEd01,tackles_combined,6,,,,,
player,201911240chi,chi,JackEd01,tackles_solo,4,,,,,
player,201911240chi,chi,JackEd01,tackles_assists,2,,,,,
player,201911240chi,chi,JackEd01,tackles_loss,1,,,,,
player,201911240chi,chi,JackEd01,qb_hits,0,,,,,
player,201911240chi,chi,JackEd01,fumbles_rec,0,,,,,
player,201911240chi,chi,JackEd01,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,JackEd01,fumbles_rec_td,0,,,,,
player,201911240chi,chi,JackEd01,fumbles_forced,0,,,,,
player,201911240chi,chi,KwiaNi00,def_int,0,,,,,
player,201911240chi,chi,KwiaNi00,def_int_yds,0,,,,,
player,201911240chi,chi,KwiaNi00,def_int_td,0,,,,,
player,201911240chi,chi,KwiaNi00,def_int_long,0,,,,,
player,201911240chi,chi,KwiaNi00,pass_defended,1,,,,,
player,201911240chi,chi,KwiaNi00,sacks,0.0,,,,,
player,201911240chi,chi,KwiaNi00,tackles_combined,5,,,,,
player,201911240chi,chi,KwiaNi00,tackles_solo,4,,,,,
player,201911240chi,chi,KwiaNi00,tackles_assists,1,,,,,
player,201911240chi,chi,KwiaNi00,tackles_loss,1,,,,,
player,201911240chi,chi,KwiaNi00,qb_hits,0,,,,,
player,201911240chi,chi,KwiaNi00,fumbles_rec,0,,,,,
player,201911240chi,chi,KwiaNi00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,KwiaNi00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,KwiaNi00,fumbles_forced,0,,,,,
player,201911240chi,chi,AmukPr00,def_int,0,,,,,
player,201911240chi,chi,AmukPr00,def_int_yds,0,,,,,
player,201911240chi,chi,AmukPr00,def_int_td,0,,,,,
player,201911240chi,chi,AmukPr00,def_int_long,0,,,,,
player,201911240chi,chi,AmukPr00,pass_defended,1,,,,,
player,201911240chi,chi,AmukPr00,sacks,0.0,,,,,
player,201911240chi,chi,AmukPr00,tackles_combined,4,,,,,
player,201911240chi,chi,AmukPr00,tackles_solo,4,,,,,
player,201911240chi,chi,AmukPr00,tackles_assists,0,,,,,
player,201911240chi,chi,AmukPr00,tackles_loss,0,,,,,
player,201911240chi,chi,AmukPr00,qb_hits,0,,,,,
player,201911240chi,chi,AmukPr00,fumbles_rec,0,,,,,
player,201911240chi,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,AmukPr00,fumbles_forced,0,,,,,
player,201911240chi,chi,SkriBu00,def_int,0,,,,,
player,201911240chi,chi,SkriBu00,def_int_yds,0,,,,,
player,201911240chi,chi,SkriBu00,def_int_td,0,,,,,
player,201911240chi,chi,SkriBu00,def_int_long,0,,,,,
player,201911240chi,chi,SkriBu00,pass_defended,0,,,,,
player,201911240chi,chi,SkriBu00,sacks,0.0,,,,,
player,201911240chi,chi,SkriBu00,tackles_combined,4,,,,,
player,201911240chi,chi,SkriBu00,tackles_solo,3,,,,,
player,201911240chi,chi,SkriBu00,tackles_assists,1,,,,,
player,201911240chi,chi,SkriBu00,tackles_loss,1,,,,,
player,201911240chi,chi,SkriBu00,qb_hits,0,,,,,
player,201911240chi,chi,SkriBu00,fumbles_rec,0,,,,,
player,201911240chi,chi,SkriBu00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,SkriBu00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,SkriBu00,fumbles_forced,0,,,,,
player,201911240chi,chi,SmitRo07,def_int,0,,,,,
player,201911240chi,chi,SmitRo07,def_int_yds,0,,,,,
player,201911240chi,chi,SmitRo07,def_int_td,0,,,,,
player,201911240chi,chi,SmitRo07,def_int_long,0,,,,,
player,201911240chi,chi,SmitRo07,pass_defended,0,,,,,
player,201911240chi,chi,SmitRo07,sacks,0.0,,,,,
player,201911240chi,chi,SmitRo07,tackles_combined,4,,,,,
player,201911240chi,chi,SmitRo07,tackles_solo,2,,,,,
player,201911240chi,chi,SmitRo07,tackles_assists,2,,,,,
player,201911240chi,chi,SmitRo07,tackles_loss,1,,,,,
player,201911240chi,chi,SmitRo07,qb_hits,0,,,,,
player,201911240chi,chi,SmitRo07,fumbles_rec,0,,,,,
player,201911240chi,chi,SmitRo07,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,SmitRo07,fumbles_rec_td,0,,,,,
player,201911240chi,chi,SmitRo07,fumbles_forced,0,,,,,
player,201911240chi,chi,WillNi01,def_int,0,,,,,
player,201911240chi,chi,WillNi01,def_int_yds,0,,,,,
player,201911240chi,chi,WillNi01,def_int_td,0,,,,,
player,201911240chi,chi,WillNi01,def_int_long,0,,,,,
player,201911240chi,chi,WillNi01,pass_defended,0,,,,,
player,201911240chi,chi,WillNi01,sacks,0.0,,,,,
player,201911240chi,chi,WillNi01,tackles_combined,4,,,,,
player,201911240chi,chi,WillNi01,tackles_solo,2,,,,,
player,201911240chi,chi,WillNi01,tackles_assists,2,,,,,
player,201911240chi,chi,WillNi01,tackles_loss,0,,,,,
player,201911240chi,chi,WillNi01,qb_hits,0,,,,,
player,201911240chi,chi,WillNi01,fumbles_rec,1,,,,,
player,201911240chi,chi,WillNi01,fumbles_rec_yds,4,,,,,
player,201911240chi,chi,WillNi01,fumbles_rec_td,0,,,,,
player,201911240chi,chi,WillNi01,fumbles_forced,0,,,,,
player,201911240chi,chi,FullKy00,def_int,0,,,,,
player,201911240chi,chi,FullKy00,def_int_yds,0,,,,,
player,201911240chi,chi,FullKy00,def_int_td,0,,,,,
player,201911240chi,chi,FullKy00,def_int_long,0,,,,,
player,201911240chi,chi,FullKy00,pass_defended,1,,,,,
player,201911240chi,chi,FullKy00,sacks,0.0,,,,,
player,201911240chi,chi,FullKy00,tackles_combined,3,,,,,
player,201911240chi,chi,FullKy00,tackles_solo,3,,,,,
player,201911240chi,chi,FullKy00,tackles_assists,0,,,,,
player,201911240chi,chi,FullKy00,tackles_loss,0,,,,,
player,201911240chi,chi,FullKy00,qb_hits,0,,,,,
player,201911240chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201911240chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201911240chi,chi,GoldEd00,def_int,0,,,,,
player,201911240chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201911240chi,chi,GoldEd00,def_int_td,0,,,,,
player,201911240chi,chi,GoldEd00,def_int_long,0,,,,,
player,201911240chi,chi,GoldEd00,pass_defended,0,,,,,
player,201911240chi,chi,GoldEd00,sacks,0.0,,,,,
player,201911240chi,chi,GoldEd00,tackles_combined,2,,,,,
player,201911240chi,chi,GoldEd00,tackles_solo,2,,,,,
player,201911240chi,chi,GoldEd00,tackles_assists,0,,,,,
player,201911240chi,chi,GoldEd00,tackles_loss,0,,,,,
player,201911240chi,chi,GoldEd00,qb_hits,0,,,,,
player,201911240chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201911240chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201911240chi,chi,NichBi00,def_int,0,,,,,
player,201911240chi,chi,NichBi00,def_int_yds,0,,,,,
player,201911240chi,chi,NichBi00,def_int_td,0,,,,,
player,201911240chi,chi,NichBi00,def_int_long,0,,,,,
player,201911240chi,chi,NichBi00,pass_defended,0,,,,,
player,201911240chi,chi,NichBi00,sacks,0.0,,,,,
player,201911240chi,chi,NichBi00,tackles_combined,2,,,,,
player,201911240chi,chi,NichBi00,tackles_solo,2,,,,,
player,201911240chi,chi,NichBi00,tackles_assists,0,,,,,
player,201911240chi,chi,NichBi00,tackles_loss,0,,,,,
player,201911240chi,chi,NichBi00,qb_hits,0,,,,,
player,201911240chi,chi,NichBi00,fumbles_rec,0,,,,,
player,201911240chi,chi,NichBi00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,NichBi00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,NichBi00,fumbles_forced,0,,,,,
player,201911240chi,chi,FloyLe00,def_int,0,,,,,
player,201911240chi,chi,FloyLe00,def_int_yds,0,,,,,
player,201911240chi,chi,FloyLe00,def_int_td,0,,,,,
player,201911240chi,chi,FloyLe00,def_int_long,0,,,,,
player,201911240chi,chi,FloyLe00,pass_defended,0,,,,,
player,201911240chi,chi,FloyLe00,sacks,0.0,,,,,
player,201911240chi,chi,FloyLe00,tackles_combined,1,,,,,
player,201911240chi,chi,FloyLe00,tackles_solo,0,,,,,
player,201911240chi,chi,FloyLe00,tackles_assists,1,,,,,
player,201911240chi,chi,FloyLe00,tackles_loss,0,,,,,
player,201911240chi,chi,FloyLe00,qb_hits,4,,,,,
player,201911240chi,chi,FloyLe00,fumbles_rec,0,,,,,
player,201911240chi,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,FloyLe00,fumbles_forced,0,,,,,
player,201911240chi,chi,IrviIs00,def_int,0,,,,,
player,201911240chi,chi,IrviIs00,def_int_yds,0,,,,,
player,201911240chi,chi,IrviIs00,def_int_td,0,,,,,
player,201911240chi,chi,IrviIs00,def_int_long,0,,,,,
player,201911240chi,chi,IrviIs00,pass_defended,0,,,,,
player,201911240chi,chi,IrviIs00,sacks,0.0,,,,,
player,201911240chi,chi,IrviIs00,tackles_combined,1,,,,,
player,201911240chi,chi,IrviIs00,tackles_solo,1,,,,,
player,201911240chi,chi,IrviIs00,tackles_assists,0,,,,,
player,201911240chi,chi,IrviIs00,tackles_loss,0,,,,,
player,201911240chi,chi,IrviIs00,qb_hits,0,,,,,
player,201911240chi,chi,IrviIs00,fumbles_rec,0,,,,,
player,201911240chi,chi,IrviIs00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,IrviIs00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,IrviIs00,fumbles_forced,0,,,,,
player,201911240chi,chi,RobeRo00,def_int,0,,,,,
player,201911240chi,chi,RobeRo00,def_int_yds,0,,,,,
player,201911240chi,chi,RobeRo00,def_int_td,0,,,,,
player,201911240chi,chi,RobeRo00,def_int_long,0,,,,,
player,201911240chi,chi,RobeRo00,pass_defended,0,,,,,
player,201911240chi,chi,RobeRo00,sacks,0.0,,,,,
player,201911240chi,chi,RobeRo00,tackles_combined,1,,,,,
player,201911240chi,chi,RobeRo00,tackles_solo,1,,,,,
player,201911240chi,chi,RobeRo00,tackles_assists,0,,,,,
player,201911240chi,chi,RobeRo00,tackles_loss,0,,,,,
player,201911240chi,chi,RobeRo00,qb_hits,2,,,,,
player,201911240chi,chi,RobeRo00,fumbles_rec,0,,,,,
player,201911240chi,chi,RobeRo00,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,RobeRo00,fumbles_rec_td,0,,,,,
player,201911240chi,chi,RobeRo00,fumbles_forced,0,,,,,
player,201911240chi,chi,McMaSh99,def_int,0,,,,,
player,201911240chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201911240chi,chi,McMaSh99,def_int_td,0,,,,,
player,201911240chi,chi,McMaSh99,def_int_long,0,,,,,
player,201911240chi,chi,McMaSh99,pass_defended,1,,,,,
player,201911240chi,chi,McMaSh99,sacks,0.0,,,,,
player,201911240chi,chi,McMaSh99,tackles_combined,0,,,,,
player,201911240chi,chi,McMaSh99,tackles_solo,0,,,,,
player,201911240chi,chi,McMaSh99,tackles_assists,0,,,,,
player,201911240chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201911240chi,chi,McMaSh99,qb_hits,0,,,,,
player,201911240chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201911240chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201911240chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201911240chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201911240chi,nyg,TateGo00,kick_ret,0,,,,,
player,201911240chi,nyg,TateGo00,kick_ret_yds,0,,,,,
player,201911240chi,nyg,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201911240chi,nyg,TateGo00,kick_ret_td,0,,,,,
player,201911240chi,nyg,TateGo00,kick_ret_long,0,,,,,
player,201911240chi,nyg,TateGo00,punt_ret,2,,,,,
player,201911240chi,nyg,TateGo00,punt_ret_yds,12,,,,,
player,201911240chi,nyg,TateGo00,punt_ret_yds_per_ret,6.0,,,,,
player,201911240chi,nyg,TateGo00,punt_ret_td,0,,,,,
player,201911240chi,nyg,TateGo00,punt_ret_long,12,,,,,
player,201911240chi,nyg,PeppJa00,kick_ret,1,,,,,
player,201911240chi,nyg,PeppJa00,kick_ret_yds,23,,,,,
player,201911240chi,nyg,PeppJa00,kick_ret_yds_per_ret,23.0,,,,,
player,201911240chi,nyg,PeppJa00,kick_ret_td,0,,,,,
player,201911240chi,nyg,PeppJa00,kick_ret_long,23,,,,,
player,201911240chi,nyg,PeppJa00,punt_ret,1,,,,,
player,201911240chi,nyg,PeppJa00,punt_ret_yds,40,,,,,
player,201911240chi,nyg,PeppJa00,punt_ret_yds_per_ret,40.0,,,,,
player,201911240chi,nyg,PeppJa00,punt_ret_td,0,,,,,
player,201911240chi,nyg,PeppJa00,punt_ret_long,40,,,,,
player,201911240chi,nyg,LatiCo00,kick_ret,3,,,,,
player,201911240chi,nyg,LatiCo00,kick_ret_yds,63,,,,,
player,201911240chi,nyg,LatiCo00,kick_ret_yds_per_ret,21.0,,,,,
player,201911240chi,nyg,LatiCo00,kick_ret_td,0,,,,,
player,201911240chi,nyg,LatiCo00,kick_ret_long,25,,,,,
player,201911240chi,nyg,LatiCo00,punt_ret,0,,,,,
player,201911240chi,nyg,LatiCo00,punt_ret_yds,0,,,,,
player,201911240chi,nyg,LatiCo00,punt_ret_yds_per_ret,,,,,,
