game,2018,4,20180927,201809270ram,min,"Minnesota Vikings",31,ram,"Los Angeles Rams",38
player,201809270ram,min,HughMi00,tackles_solo,8,,,,,
player,201809270ram,min,HughMi00,tackles_assists,0,,,,,
player,201809270ram,min,HughMi00,tackles_loss,0,,,,,
player,201809270ram,min,HughMi00,qb_hits,0,,,,,
player,201809270ram,min,HughMi00,fumbles_rec,0,,,,,
player,201809270ram,min,HughMi00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,HughMi00,fumbles_rec_td,0,,,,,
player,201809270ram,min,HughMi00,fumbles_forced,1,,,,,
player,201809270ram,min,KendEr00,def_int,0,,,,,
player,201809270ram,min,KendEr00,def_int_yds,0,,,,,
player,201809270ram,min,KendEr00,def_int_td,0,,,,,
player,201809270ram,min,KendEr00,def_int_long,0,,,,,
player,201809270ram,min,KendEr00,pass_defended,0,,,,,
player,201809270ram,min,KendEr00,sacks,0.0,,,,,
player,201809270ram,min,KendEr00,tackles_combined,7,,,,,
player,201809270ram,min,KendEr00,tackles_solo,5,,,,,
player,201809270ram,min,KendEr00,tackles_assists,2,,,,,
player,201809270ram,min,KendEr00,tackles_loss,1,,,,,
player,201809270ram,min,KendEr00,qb_hits,0,,,,,
player,201809270ram,min,KendEr00,fumbles_rec,0,,,,,
player,201809270ram,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,KendEr00,fumbles_rec_td,0,,,,,
player,201809270ram,min,KendEr00,fumbles_forced,0,,,,,
player,201809270ram,min,RichSh00,def_int,0,,,,,
player,201809270ram,min,RichSh00,def_int_yds,0,,,,,
player,201809270ram,min,RichSh00,def_int_td,0,,,,,
player,201809270ram,min,RichSh00,def_int_long,0,,,,,
player,201809270ram,min,RichSh00,pass_defended,0,,,,,
player,201809270ram,min,RichSh00,sacks,0.0,,,,,
player,201809270ram,min,RichSh00,tackles_combined,6,,,,,
player,201809270ram,min,RichSh00,tackles_solo,4,,,,,
player,201809270ram,min,RichSh00,tackles_assists,2,,,,,
player,201809270ram,min,RichSh00,tackles_loss,2,,,,,
player,201809270ram,min,RichSh00,qb_hits,1,,,,,
player,201809270ram,min,RichSh00,fumbles_rec,0,,,,,
player,201809270ram,min,RichSh00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,RichSh00,fumbles_rec_td,0,,,,,
player,201809270ram,min,RichSh00,fumbles_forced,0,,,,,
player,201809270ram,min,SendAn00,def_int,0,,,,,
player,201809270ram,min,SendAn00,def_int_yds,0,,,,,
player,201809270ram,min,SendAn00,def_int_td,0,,,,,
player,201809270ram,min,SendAn00,def_int_long,0,,,,,
player,201809270ram,min,SendAn00,pass_defended,0,,,,,
player,201809270ram,min,SendAn00,sacks,0.0,,,,,
player,201809270ram,min,SendAn00,tackles_combined,6,,,,,
player,201809270ram,min,SendAn00,tackles_solo,4,,,,,
player,201809270ram,min,SendAn00,tackles_assists,2,,,,,
player,201809270ram,min,SendAn00,tackles_loss,0,,,,,
player,201809270ram,min,SendAn00,qb_hits,0,,,,,
player,201809270ram,min,SendAn00,fumbles_rec,0,,,,,
player,201809270ram,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,SendAn00,fumbles_rec_td,0,,,,,
player,201809270ram,min,SendAn00,fumbles_forced,0,,,,,
player,201809270ram,min,BarrAn00,def_int,0,,,,,
player,201809270ram,min,BarrAn00,def_int_yds,0,,,,,
player,201809270ram,min,BarrAn00,def_int_td,0,,,,,
player,201809270ram,min,BarrAn00,def_int_long,0,,,,,
player,201809270ram,min,BarrAn00,pass_defended,0,,,,,
player,201809270ram,min,BarrAn00,sacks,0.0,,,,,
player,201809270ram,min,BarrAn00,tackles_combined,4,,,,,
player,201809270ram,min,BarrAn00,tackles_solo,2,,,,,
player,201809270ram,min,BarrAn00,tackles_assists,2,,,,,
player,201809270ram,min,BarrAn00,tackles_loss,0,,,,,
player,201809270ram,min,BarrAn00,qb_hits,0,,,,,
player,201809270ram,min,BarrAn00,fumbles_rec,0,,,,,
player,201809270ram,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201809270ram,min,BarrAn00,fumbles_forced,0,,,,,
player,201809270ram,min,JoseLi99,def_int,0,,,,,
player,201809270ram,min,JoseLi99,def_int_yds,0,,,,,
player,201809270ram,min,JoseLi99,def_int_td,0,,,,,
player,201809270ram,min,JoseLi99,def_int_long,0,,,,,
player,201809270ram,min,JoseLi99,pass_defended,0,,,,,
player,201809270ram,min,JoseLi99,sacks,0.0,,,,,
player,201809270ram,min,JoseLi99,tackles_combined,3,,,,,
player,201809270ram,min,JoseLi99,tackles_solo,0,,,,,
player,201809270ram,min,JoseLi99,tackles_assists,3,,,,,
player,201809270ram,min,JoseLi99,tackles_loss,0,,,,,
player,201809270ram,min,JoseLi99,qb_hits,0,,,,,
player,201809270ram,min,JoseLi99,fumbles_rec,0,,,,,
player,201809270ram,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201809270ram,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201809270ram,min,JoseLi99,fumbles_forced,0,,,,,
player,201809270ram,min,KearJa00,def_int,0,,,,,
player,201809270ram,min,KearJa00,def_int_yds,0,,,,,
player,201809270ram,min,KearJa00,def_int_td,0,,,,,
player,201809270ram,min,KearJa00,def_int_long,0,,,,,
player,201809270ram,min,KearJa00,pass_defended,1,,,,,
player,201809270ram,min,KearJa00,sacks,0.0,,,,,
player,201809270ram,min,KearJa00,tackles_combined,3,,,,,
player,201809270ram,min,KearJa00,tackles_solo,2,,,,,
player,201809270ram,min,KearJa00,tackles_assists,1,,,,,
player,201809270ram,min,KearJa00,tackles_loss,0,,,,,
player,201809270ram,min,KearJa00,qb_hits,0,,,,,
player,201809270ram,min,KearJa00,fumbles_rec,0,,,,,
player,201809270ram,min,KearJa00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,KearJa00,fumbles_rec_td,0,,,,,
player,201809270ram,min,KearJa00,fumbles_forced,0,,,,,
player,201809270ram,min,AlexMa01,def_int,0,,,,,
player,201809270ram,min,AlexMa01,def_int_yds,0,,,,,
player,201809270ram,min,AlexMa01,def_int_td,0,,,,,
player,201809270ram,min,AlexMa01,def_int_long,0,,,,,
player,201809270ram,min,AlexMa01,pass_defended,0,,,,,
player,201809270ram,min,AlexMa01,sacks,0.0,,,,,
player,201809270ram,min,AlexMa01,tackles_combined,2,,,,,
player,201809270ram,min,AlexMa01,tackles_solo,2,,,,,
player,201809270ram,min,AlexMa01,tackles_assists,0,,,,,
player,201809270ram,min,AlexMa01,tackles_loss,0,,,,,
player,201809270ram,min,AlexMa01,qb_hits,0,,,,,
player,201809270ram,min,AlexMa01,fumbles_rec,0,,,,,
player,201809270ram,min,AlexMa01,fumbles_rec_yds,0,,,,,
player,201809270ram,min,AlexMa01,fumbles_rec_td,0,,,,,
player,201809270ram,min,AlexMa01,fumbles_forced,0,,,,,
player,201809270ram,min,HillHo00,def_int,0,,,,,
player,201809270ram,min,HillHo00,def_int_yds,0,,,,,
player,201809270ram,min,HillHo00,def_int_td,0,,,,,
player,201809270ram,min,HillHo00,def_int_long,0,,,,,
player,201809270ram,min,HillHo00,pass_defended,0,,,,,
player,201809270ram,min,HillHo00,sacks,0.0,,,,,
player,201809270ram,min,HillHo00,tackles_combined,2,,,,,
player,201809270ram,min,HillHo00,tackles_solo,1,,,,,
player,201809270ram,min,HillHo00,tackles_assists,1,,,,,
player,201809270ram,min,HillHo00,tackles_loss,1,,,,,
player,201809270ram,min,HillHo00,qb_hits,0,,,,,
player,201809270ram,min,HillHo00,fumbles_rec,0,,,,,
player,201809270ram,min,HillHo00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,HillHo00,fumbles_rec_td,0,,,,,
player,201809270ram,min,HillHo00,fumbles_forced,0,,,,,
player,201809270ram,min,WaynTr00,def_int,0,,,,,
player,201809270ram,min,WaynTr00,def_int_yds,0,,,,,
player,201809270ram,min,WaynTr00,def_int_td,0,,,,,
player,201809270ram,min,WaynTr00,def_int_long,0,,,,,
player,201809270ram,min,WaynTr00,pass_defended,0,,,,,
player,201809270ram,min,WaynTr00,sacks,0.0,,,,,
player,201809270ram,min,WaynTr00,tackles_combined,2,,,,,
player,201809270ram,min,WaynTr00,tackles_solo,2,,,,,
player,201809270ram,min,WaynTr00,tackles_assists,0,,,,,
player,201809270ram,min,WaynTr00,tackles_loss,0,,,,,
player,201809270ram,min,WaynTr00,qb_hits,0,,,,,
player,201809270ram,min,WaynTr00,fumbles_rec,0,,,,,
player,201809270ram,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201809270ram,min,WaynTr00,fumbles_forced,0,,,,,
player,201809270ram,min,RhodXa00,def_int,0,,,,,
player,201809270ram,min,RhodXa00,def_int_yds,0,,,,,
player,201809270ram,min,RhodXa00,def_int_td,0,,,,,
player,201809270ram,min,RhodXa00,def_int_long,0,,,,,
player,201809270ram,min,RhodXa00,pass_defended,0,,,,,
player,201809270ram,min,RhodXa00,sacks,0.0,,,,,
player,201809270ram,min,RhodXa00,tackles_combined,1,,,,,
player,201809270ram,min,RhodXa00,tackles_solo,1,,,,,
player,201809270ram,min,RhodXa00,tackles_assists,0,,,,,
player,201809270ram,min,RhodXa00,tackles_loss,0,,,,,
player,201809270ram,min,RhodXa00,qb_hits,0,,,,,
player,201809270ram,min,RhodXa00,fumbles_rec,0,,,,,
player,201809270ram,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201809270ram,min,RhodXa00,fumbles_forced,0,,,,,
player,201809270ram,min,SmitHa00,def_int,0,,,,,
player,201809270ram,min,SmitHa00,def_int_yds,0,,,,,
player,201809270ram,min,SmitHa00,def_int_td,0,,,,,
player,201809270ram,min,SmitHa00,def_int_long,0,,,,,
player,201809270ram,min,SmitHa00,pass_defended,0,,,,,
player,201809270ram,min,SmitHa00,sacks,0.0,,,,,
player,201809270ram,min,SmitHa00,tackles_combined,1,,,,,
player,201809270ram,min,SmitHa00,tackles_solo,1,,,,,
player,201809270ram,min,SmitHa00,tackles_assists,0,,,,,
player,201809270ram,min,SmitHa00,tackles_loss,0,,,,,
player,201809270ram,min,SmitHa00,qb_hits,0,,,,,
player,201809270ram,min,SmitHa00,fumbles_rec,0,,,,,
player,201809270ram,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201809270ram,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201809270ram,min,SmitHa00,fumbles_forced,0,,,,,
player,201809270ram,min,ThomRo05,def_int,0,,,,,
player,201809270ram,min,ThomRo05,def_int_yds,0,,,,,
player,201809270ram,min,ThomRo05,def_int_td,0,,,,,
player,201809270ram,min,ThomRo05,def_int_long,0,,,,,
player,201809270ram,min,ThomRo05,pass_defended,0,,,,,
player,201809270ram,min,ThomRo05,sacks,0.0,,,,,
player,201809270ram,min,ThomRo05,tackles_combined,1,,,,,
player,201809270ram,min,ThomRo05,tackles_solo,0,,,,,
player,201809270ram,min,ThomRo05,tackles_assists,1,,,,,
player,201809270ram,min,ThomRo05,tackles_loss,0,,,,,
player,201809270ram,min,ThomRo05,qb_hits,0,,,,,
player,201809270ram,min,ThomRo05,fumbles_rec,0,,,,,
player,201809270ram,min,ThomRo05,fumbles_rec_yds,0,,,,,
player,201809270ram,min,ThomRo05,fumbles_rec_td,0,,,,,
player,201809270ram,min,ThomRo05,fumbles_forced,0,,,,,
player,201809270ram,ram,DonaAa00,def_int,0,,,,,
player,201809270ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201809270ram,ram,DonaAa00,def_int_td,0,,,,,
player,201809270ram,ram,DonaAa00,def_int_long,0,,,,,
player,201809270ram,ram,DonaAa00,pass_defended,0,,,,,
player,201809270ram,ram,DonaAa00,sacks,2.0,,,,,
player,201809270ram,ram,DonaAa00,tackles_combined,5,,,,,
player,201809270ram,ram,DonaAa00,tackles_solo,3,,,,,
player,201809270ram,ram,DonaAa00,tackles_assists,2,,,,,
player,201809270ram,ram,DonaAa00,tackles_loss,2,,,,,
player,201809270ram,ram,DonaAa00,qb_hits,4,,,,,
player,201809270ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201809270ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201809270ram,ram,SuhxNd99,def_int,0,,,,,
player,201809270ram,ram,SuhxNd99,def_int_yds,0,,,,,
player,201809270ram,ram,SuhxNd99,def_int_td,0,,,,,
player,201809270ram,ram,SuhxNd99,def_int_long,0,,,,,
player,201809270ram,ram,SuhxNd99,pass_defended,1,,,,,
player,201809270ram,ram,SuhxNd99,sacks,1.0,,,,,
player,201809270ram,ram,SuhxNd99,tackles_combined,2,,,,,
player,201809270ram,ram,SuhxNd99,tackles_solo,2,,,,,
player,201809270ram,ram,SuhxNd99,tackles_assists,0,,,,,
player,201809270ram,ram,SuhxNd99,tackles_loss,1,,,,,
player,201809270ram,ram,SuhxNd99,qb_hits,2,,,,,
player,201809270ram,ram,SuhxNd99,fumbles_rec,1,,,,,
player,201809270ram,ram,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,SuhxNd99,fumbles_rec_td,0,,,,,
player,201809270ram,ram,SuhxNd99,fumbles_forced,0,,,,,
player,201809270ram,ram,FranJo02,def_int,0,,,,,
player,201809270ram,ram,FranJo02,def_int_yds,0,,,,,
player,201809270ram,ram,FranJo02,def_int_td,0,,,,,
player,201809270ram,ram,FranJo02,def_int_long,0,,,,,
player,201809270ram,ram,FranJo02,pass_defended,0,,,,,
player,201809270ram,ram,FranJo02,sacks,1.0,,,,,
player,201809270ram,ram,FranJo02,tackles_combined,1,,,,,
player,201809270ram,ram,FranJo02,tackles_solo,1,,,,,
player,201809270ram,ram,FranJo02,tackles_assists,0,,,,,
player,201809270ram,ram,FranJo02,tackles_loss,,,,,,
player,201809270ram,ram,FranJo02,qb_hits,,,,,,
player,201809270ram,ram,FranJo02,fumbles_rec,0,,,,,
player,201809270ram,ram,FranJo02,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,FranJo02,fumbles_rec_td,0,,,,,
player,201809270ram,ram,FranJo02,fumbles_forced,1,,,,,
player,201809270ram,ram,JohnJo10,def_int,0,,,,,
player,201809270ram,ram,JohnJo10,def_int_yds,0,,,,,
player,201809270ram,ram,JohnJo10,def_int_td,0,,,,,
player,201809270ram,ram,JohnJo10,def_int_long,0,,,,,
player,201809270ram,ram,JohnJo10,pass_defended,2,,,,,
player,201809270ram,ram,JohnJo10,sacks,0.0,,,,,
player,201809270ram,ram,JohnJo10,tackles_combined,11,,,,,
player,201809270ram,ram,JohnJo10,tackles_solo,6,,,,,
player,201809270ram,ram,JohnJo10,tackles_assists,5,,,,,
player,201809270ram,ram,JohnJo10,tackles_loss,0,,,,,
player,201809270ram,ram,JohnJo10,qb_hits,0,,,,,
player,201809270ram,ram,JohnJo10,fumbles_rec,0,,,,,
player,201809270ram,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201809270ram,ram,JohnJo10,fumbles_forced,0,,,,,
player,201809270ram,ram,LittCo01,def_int,0,,,,,
player,201809270ram,ram,LittCo01,def_int_yds,0,,,,,
player,201809270ram,ram,LittCo01,def_int_td,0,,,,,
player,201809270ram,ram,LittCo01,def_int_long,0,,,,,
player,201809270ram,ram,LittCo01,pass_defended,2,,,,,
player,201809270ram,ram,LittCo01,sacks,0.0,,,,,
player,201809270ram,ram,LittCo01,tackles_combined,9,,,,,
player,201809270ram,ram,LittCo01,tackles_solo,5,,,,,
player,201809270ram,ram,LittCo01,tackles_assists,4,,,,,
player,201809270ram,ram,LittCo01,tackles_loss,1,,,,,
player,201809270ram,ram,LittCo01,qb_hits,0,,,,,
player,201809270ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201809270ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201809270ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201809270ram,ram,WilsRa00,def_int,0,,,,,
player,201809270ram,ram,WilsRa00,def_int_yds,0,,,,,
player,201809270ram,ram,WilsRa00,def_int_td,0,,,,,
player,201809270ram,ram,WilsRa00,def_int_long,0,,,,,
player,201809270ram,ram,WilsRa00,pass_defended,0,,,,,
player,201809270ram,ram,WilsRa00,sacks,0.0,,,,,
player,201809270ram,ram,WilsRa00,tackles_combined,7,,,,,
player,201809270ram,ram,WilsRa00,tackles_solo,7,,,,,
player,201809270ram,ram,WilsRa00,tackles_assists,0,,,,,
player,201809270ram,ram,WilsRa00,tackles_loss,2,,,,,
player,201809270ram,ram,WilsRa00,qb_hits,0,,,,,
player,201809270ram,ram,WilsRa00,fumbles_rec,0,,,,,
player,201809270ram,ram,WilsRa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,WilsRa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,WilsRa00,fumbles_forced,0,,,,,
player,201809270ram,ram,ChriMa00,def_int,0,,,,,
player,201809270ram,ram,ChriMa00,def_int_yds,0,,,,,
player,201809270ram,ram,ChriMa00,def_int_td,0,,,,,
player,201809270ram,ram,ChriMa00,def_int_long,0,,,,,
player,201809270ram,ram,ChriMa00,pass_defended,1,,,,,
player,201809270ram,ram,ChriMa00,sacks,0.0,,,,,
player,201809270ram,ram,ChriMa00,tackles_combined,6,,,,,
player,201809270ram,ram,ChriMa00,tackles_solo,5,,,,,
player,201809270ram,ram,ChriMa00,tackles_assists,1,,,,,
player,201809270ram,ram,ChriMa00,tackles_loss,0,,,,,
player,201809270ram,ram,ChriMa00,qb_hits,0,,,,,
player,201809270ram,ram,ChriMa00,fumbles_rec,0,,,,,
player,201809270ram,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,ChriMa00,fumbles_forced,0,,,,,
player,201809270ram,ram,JoynLa00,def_int,0,,,,,
player,201809270ram,ram,JoynLa00,def_int_yds,0,,,,,
player,201809270ram,ram,JoynLa00,def_int_td,0,,,,,
player,201809270ram,ram,JoynLa00,def_int_long,0,,,,,
player,201809270ram,ram,JoynLa00,pass_defended,0,,,,,
player,201809270ram,ram,JoynLa00,sacks,0.0,,,,,
player,201809270ram,ram,JoynLa00,tackles_combined,6,,,,,
player,201809270ram,ram,JoynLa00,tackles_solo,5,,,,,
player,201809270ram,ram,JoynLa00,tackles_assists,1,,,,,
player,201809270ram,ram,JoynLa00,tackles_loss,0,,,,,
player,201809270ram,ram,JoynLa00,qb_hits,0,,,,,
player,201809270ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201809270ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201809270ram,ram,PeteMa00,def_int,0,,,,,
player,201809270ram,ram,PeteMa00,def_int_yds,0,,,,,
player,201809270ram,ram,PeteMa00,def_int_td,0,,,,,
player,201809270ram,ram,PeteMa00,def_int_long,0,,,,,
player,201809270ram,ram,PeteMa00,pass_defended,0,,,,,
player,201809270ram,ram,PeteMa00,sacks,0.0,,,,,
player,201809270ram,ram,PeteMa00,tackles_combined,6,,,,,
player,201809270ram,ram,PeteMa00,tackles_solo,6,,,,,
player,201809270ram,ram,PeteMa00,tackles_assists,0,,,,,
player,201809270ram,ram,PeteMa00,tackles_loss,0,,,,,
player,201809270ram,ram,PeteMa00,qb_hits,0,,,,,
player,201809270ram,ram,PeteMa00,fumbles_rec,0,,,,,
player,201809270ram,ram,PeteMa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,PeteMa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,PeteMa00,fumbles_forced,0,,,,,
player,201809270ram,ram,ShieSa00,def_int,0,,,,,
player,201809270ram,ram,ShieSa00,def_int_yds,0,,,,,
player,201809270ram,ram,ShieSa00,def_int_td,0,,,,,
player,201809270ram,ram,ShieSa00,def_int_long,0,,,,,
player,201809270ram,ram,ShieSa00,pass_defended,1,,,,,
player,201809270ram,ram,ShieSa00,sacks,0.0,,,,,
player,201809270ram,ram,ShieSa00,tackles_combined,4,,,,,
player,201809270ram,ram,ShieSa00,tackles_solo,3,,,,,
player,201809270ram,ram,ShieSa00,tackles_assists,1,,,,,
player,201809270ram,ram,ShieSa00,tackles_loss,0,,,,,
player,201809270ram,ram,ShieSa00,qb_hits,0,,,,,
player,201809270ram,ram,ShieSa00,fumbles_rec,0,,,,,
player,201809270ram,ram,ShieSa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,ShieSa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,ShieSa00,fumbles_forced,0,,,,,
player,201809270ram,ram,BrocMi00,def_int,0,,,,,
player,201809270ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201809270ram,ram,BrocMi00,def_int_td,0,,,,,
player,201809270ram,ram,BrocMi00,def_int_long,0,,,,,
player,201809270ram,ram,BrocMi00,pass_defended,0,,,,,
player,201809270ram,ram,BrocMi00,sacks,0.0,,,,,
player,201809270ram,ram,BrocMi00,tackles_combined,3,,,,,
player,201809270ram,ram,BrocMi00,tackles_solo,1,,,,,
player,201809270ram,ram,BrocMi00,tackles_assists,2,,,,,
player,201809270ram,ram,BrocMi00,tackles_loss,0,,,,,
player,201809270ram,ram,BrocMi00,qb_hits,0,,,,,
player,201809270ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201809270ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201809270ram,ram,RobeNi00,def_int,0,,,,,
player,201809270ram,ram,RobeNi00,def_int_yds,0,,,,,
player,201809270ram,ram,RobeNi00,def_int_td,0,,,,,
player,201809270ram,ram,RobeNi00,def_int_long,0,,,,,
player,201809270ram,ram,RobeNi00,pass_defended,0,,,,,
player,201809270ram,ram,RobeNi00,sacks,0.0,,,,,
player,201809270ram,ram,RobeNi00,tackles_combined,3,,,,,
player,201809270ram,ram,RobeNi00,tackles_solo,3,,,,,
player,201809270ram,ram,RobeNi00,tackles_assists,0,,,,,
player,201809270ram,ram,RobeNi00,tackles_loss,1,,,,,
player,201809270ram,ram,RobeNi00,qb_hits,0,,,,,
player,201809270ram,ram,RobeNi00,fumbles_rec,0,,,,,
player,201809270ram,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,RobeNi00,fumbles_forced,0,,,,,
player,201809270ram,ram,EbukSa00,def_int,0,,,,,
player,201809270ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201809270ram,ram,EbukSa00,def_int_td,0,,,,,
player,201809270ram,ram,EbukSa00,def_int_long,0,,,,,
player,201809270ram,ram,EbukSa00,pass_defended,0,,,,,
player,201809270ram,ram,EbukSa00,sacks,0.0,,,,,
player,201809270ram,ram,EbukSa00,tackles_combined,2,,,,,
player,201809270ram,ram,EbukSa00,tackles_solo,1,,,,,
player,201809270ram,ram,EbukSa00,tackles_assists,1,,,,,
player,201809270ram,ram,EbukSa00,tackles_loss,0,,,,,
player,201809270ram,ram,EbukSa00,qb_hits,0,,,,,
player,201809270ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201809270ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201809270ram,ram,LongMa00,def_int,0,,,,,
player,201809270ram,ram,LongMa00,def_int_yds,0,,,,,
player,201809270ram,ram,LongMa00,def_int_td,0,,,,,
player,201809270ram,ram,LongMa00,def_int_long,0,,,,,
player,201809270ram,ram,LongMa00,pass_defended,0,,,,,
player,201809270ram,ram,LongMa00,sacks,0.0,,,,,
player,201809270ram,ram,LongMa00,tackles_combined,1,,,,,
player,201809270ram,ram,LongMa00,tackles_solo,0,,,,,
player,201809270ram,ram,LongMa00,tackles_assists,1,,,,,
player,201809270ram,ram,LongMa00,tackles_loss,0,,,,,
player,201809270ram,ram,LongMa00,qb_hits,0,,,,,
player,201809270ram,ram,LongMa00,fumbles_rec,0,,,,,
player,201809270ram,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201809270ram,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201809270ram,ram,LongMa00,fumbles_forced,0,,,,,
player,201809270ram,ram,KuppCo00,kick_ret,0,,,,,
player,201809270ram,ram,KuppCo00,kick_ret_yds,0,,,,,
player,201809270ram,ram,KuppCo00,kick_ret_yds_per_ret,,,,,,
player,201809270ram,ram,KuppCo00,kick_ret_td,0,,,,,
player,201809270ram,ram,KuppCo00,kick_ret_long,0,,,,,
player,201809270ram,ram,KuppCo00,punt_ret,1,,,,,
player,201809270ram,ram,KuppCo00,punt_ret_yds,4,,,,,
player,201809270ram,ram,KuppCo00,punt_ret_yds_per_ret,4.0,,,,,
player,201809270ram,ram,KuppCo00,punt_ret_td,0,,,,,
player,201809270ram,ram,KuppCo00,punt_ret_long,4,,,,,
player,201809270ram,ram,CounBl00,kick_ret,2,,,,,
player,201809270ram,ram,CounBl00,kick_ret_yds,53,,,,,
player,201809270ram,ram,CounBl00,kick_ret_yds_per_ret,26.5,,,,,
player,201809270ram,ram,CounBl00,kick_ret_td,0,,,,,
player,201809270ram,ram,CounBl00,kick_ret_long,27,,,,,
player,201809270ram,ram,CounBl00,punt_ret,0,,,,,
player,201809270ram,ram,CounBl00,punt_ret_yds,0,,,,,
player,201809270ram,ram,CounBl00,punt_ret_yds_per_ret,,,,,,
player,201809270ram,ram,CounBl00,punt_ret_td,0,,,,,
player,201809270ram,ram,CounBl00,punt_ret_long,0,,,,,
player,201809270ram,ram,WoodRo02,kick_ret,1,,,,,
player,201809270ram,ram,WoodRo02,kick_ret_yds,0,,,,,
player,201809270ram,ram,WoodRo02,kick_ret_yds_per_ret,0.0,,,,,
player,201809270ram,ram,WoodRo02,kick_ret_td,0,,,,,
player,201809270ram,ram,WoodRo02,kick_ret_long,0,,,,,
player,201809270ram,ram,WoodRo02,punt_ret,0,,,,,
player,201809270ram,ram,WoodRo02,punt_ret_yds,0,,,,,
player,201809270ram,ram,WoodRo02,punt_ret_yds_per_ret,,,,,,
player,201809270ram,ram,WoodRo02,punt_ret_td,0,,,,,
player,201809270ram,ram,WoodRo02,punt_ret_long,0,,,,,
player,201809270ram,min,BailDa00,xpm,2,,,,,
player,201809270ram,min,BailDa00,xpa,2,,,,,
player,201809270ram,min,BailDa00,fgm,3,,,,,
player,201809270ram,min,BailDa00,fga,3,,,,,
player,201809270ram,min,BailDa00,punt,0,,,,,
player,201809270ram,min,BailDa00,punt_yds,0,,,,,
player,201809270ram,min,BailDa00,punt_yds_per_punt,,,,,,
player,201809270ram,min,BailDa00,punt_long,0,,,,,
player,201809270ram,min,WileMa01,xpm,,,,,,
player,201809270ram,min,WileMa01,xpa,,,,,,
player,201809270ram,min,WileMa01,fgm,,,,,,
player,201809270ram,min,WileMa01,fga,,,,,,
player,201809270ram,min,WileMa01,punt,4,,,,,
player,201809270ram,min,WileMa01,punt_yds,159,,,,,
player,201809270ram,min,WileMa01,punt_yds_per_punt,39.8,,,,,
player,201809270ram,min,WileMa01,punt_long,48,,,,,
