game,2018,7,20181021,201810210sdg,oti,"Tennessee Titans",19,sdg,"Los Angeles Chargers",20
player,201810210sdg,oti,CaseJu00,pass_defended,0,,,,,
player,201810210sdg,oti,CaseJu00,sacks,0.5,,,,,
player,201810210sdg,oti,CaseJu00,tackles_combined,2,,,,,
player,201810210sdg,oti,CaseJu00,tackles_solo,1,,,,,
player,201810210sdg,oti,CaseJu00,tackles_assists,1,,,,,
player,201810210sdg,oti,CaseJu00,tackles_loss,0,,,,,
player,201810210sdg,oti,CaseJu00,qb_hits,2,,,,,
player,201810210sdg,oti,CaseJu00,fumbles_rec,0,,,,,
player,201810210sdg,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,CaseJu00,fumbles_forced,0,,,,,
player,201810210sdg,oti,RyanLo00,def_int,0,,,,,
player,201810210sdg,oti,RyanLo00,def_int_yds,0,,,,,
player,201810210sdg,oti,RyanLo00,def_int_td,0,,,,,
player,201810210sdg,oti,RyanLo00,def_int_long,0,,,,,
player,201810210sdg,oti,RyanLo00,pass_defended,2,,,,,
player,201810210sdg,oti,RyanLo00,sacks,0.0,,,,,
player,201810210sdg,oti,RyanLo00,tackles_combined,5,,,,,
player,201810210sdg,oti,RyanLo00,tackles_solo,5,,,,,
player,201810210sdg,oti,RyanLo00,tackles_assists,0,,,,,
player,201810210sdg,oti,RyanLo00,tackles_loss,0,,,,,
player,201810210sdg,oti,RyanLo00,qb_hits,0,,,,,
player,201810210sdg,oti,RyanLo00,fumbles_rec,0,,,,,
player,201810210sdg,oti,RyanLo00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,RyanLo00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,RyanLo00,fumbles_forced,0,,,,,
player,201810210sdg,oti,LewiKe00,def_int,0,,,,,
player,201810210sdg,oti,LewiKe00,def_int_yds,0,,,,,
player,201810210sdg,oti,LewiKe00,def_int_td,0,,,,,
player,201810210sdg,oti,LewiKe00,def_int_long,0,,,,,
player,201810210sdg,oti,LewiKe00,pass_defended,0,,,,,
player,201810210sdg,oti,LewiKe00,sacks,0.0,,,,,
player,201810210sdg,oti,LewiKe00,tackles_combined,4,,,,,
player,201810210sdg,oti,LewiKe00,tackles_solo,3,,,,,
player,201810210sdg,oti,LewiKe00,tackles_assists,1,,,,,
player,201810210sdg,oti,LewiKe00,tackles_loss,0,,,,,
player,201810210sdg,oti,LewiKe00,qb_hits,0,,,,,
player,201810210sdg,oti,LewiKe00,fumbles_rec,0,,,,,
player,201810210sdg,oti,LewiKe00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,LewiKe00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,LewiKe00,fumbles_forced,0,,,,,
player,201810210sdg,oti,WoodWe20,def_int,0,,,,,
player,201810210sdg,oti,WoodWe20,def_int_yds,0,,,,,
player,201810210sdg,oti,WoodWe20,def_int_td,0,,,,,
player,201810210sdg,oti,WoodWe20,def_int_long,0,,,,,
player,201810210sdg,oti,WoodWe20,pass_defended,0,,,,,
player,201810210sdg,oti,WoodWe20,sacks,0.0,,,,,
player,201810210sdg,oti,WoodWe20,tackles_combined,4,,,,,
player,201810210sdg,oti,WoodWe20,tackles_solo,3,,,,,
player,201810210sdg,oti,WoodWe20,tackles_assists,1,,,,,
player,201810210sdg,oti,WoodWe20,tackles_loss,0,,,,,
player,201810210sdg,oti,WoodWe20,qb_hits,0,,,,,
player,201810210sdg,oti,WoodWe20,fumbles_rec,0,,,,,
player,201810210sdg,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,WoodWe20,fumbles_forced,0,,,,,
player,201810210sdg,oti,JackAd00,def_int,0,,,,,
player,201810210sdg,oti,JackAd00,def_int_yds,0,,,,,
player,201810210sdg,oti,JackAd00,def_int_td,0,,,,,
player,201810210sdg,oti,JackAd00,def_int_long,0,,,,,
player,201810210sdg,oti,JackAd00,pass_defended,0,,,,,
player,201810210sdg,oti,JackAd00,sacks,0.0,,,,,
player,201810210sdg,oti,JackAd00,tackles_combined,3,,,,,
player,201810210sdg,oti,JackAd00,tackles_solo,3,,,,,
player,201810210sdg,oti,JackAd00,tackles_assists,0,,,,,
player,201810210sdg,oti,JackAd00,tackles_loss,0,,,,,
player,201810210sdg,oti,JackAd00,qb_hits,0,,,,,
player,201810210sdg,oti,JackAd00,fumbles_rec,0,,,,,
player,201810210sdg,oti,JackAd00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,JackAd00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,JackAd00,fumbles_forced,0,,,,,
player,201810210sdg,oti,JoneDa04,def_int,0,,,,,
player,201810210sdg,oti,JoneDa04,def_int_yds,0,,,,,
player,201810210sdg,oti,JoneDa04,def_int_td,0,,,,,
player,201810210sdg,oti,JoneDa04,def_int_long,0,,,,,
player,201810210sdg,oti,JoneDa04,pass_defended,0,,,,,
player,201810210sdg,oti,JoneDa04,sacks,0.0,,,,,
player,201810210sdg,oti,JoneDa04,tackles_combined,3,,,,,
player,201810210sdg,oti,JoneDa04,tackles_solo,2,,,,,
player,201810210sdg,oti,JoneDa04,tackles_assists,1,,,,,
player,201810210sdg,oti,JoneDa04,tackles_loss,1,,,,,
player,201810210sdg,oti,JoneDa04,qb_hits,1,,,,,
player,201810210sdg,oti,JoneDa04,fumbles_rec,0,,,,,
player,201810210sdg,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,JoneDa04,fumbles_forced,0,,,,,
player,201810210sdg,oti,CruiDa00,def_int,0,,,,,
player,201810210sdg,oti,CruiDa00,def_int_yds,0,,,,,
player,201810210sdg,oti,CruiDa00,def_int_td,0,,,,,
player,201810210sdg,oti,CruiDa00,def_int_long,0,,,,,
player,201810210sdg,oti,CruiDa00,pass_defended,0,,,,,
player,201810210sdg,oti,CruiDa00,sacks,0.0,,,,,
player,201810210sdg,oti,CruiDa00,tackles_combined,2,,,,,
player,201810210sdg,oti,CruiDa00,tackles_solo,2,,,,,
player,201810210sdg,oti,CruiDa00,tackles_assists,0,,,,,
player,201810210sdg,oti,CruiDa00,tackles_loss,0,,,,,
player,201810210sdg,oti,CruiDa00,qb_hits,0,,,,,
player,201810210sdg,oti,CruiDa00,fumbles_rec,0,,,,,
player,201810210sdg,oti,CruiDa00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,CruiDa00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,CruiDa00,fumbles_forced,0,,,,,
player,201810210sdg,oti,LandHa00,def_int,0,,,,,
player,201810210sdg,oti,LandHa00,def_int_yds,0,,,,,
player,201810210sdg,oti,LandHa00,def_int_td,0,,,,,
player,201810210sdg,oti,LandHa00,def_int_long,0,,,,,
player,201810210sdg,oti,LandHa00,pass_defended,0,,,,,
player,201810210sdg,oti,LandHa00,sacks,0.0,,,,,
player,201810210sdg,oti,LandHa00,tackles_combined,2,,,,,
player,201810210sdg,oti,LandHa00,tackles_solo,1,,,,,
player,201810210sdg,oti,LandHa00,tackles_assists,1,,,,,
player,201810210sdg,oti,LandHa00,tackles_loss,0,,,,,
player,201810210sdg,oti,LandHa00,qb_hits,0,,,,,
player,201810210sdg,oti,LandHa00,fumbles_rec,0,,,,,
player,201810210sdg,oti,LandHa00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,LandHa00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,LandHa00,fumbles_forced,0,,,,,
player,201810210sdg,oti,ButlMa01,def_int,0,,,,,
player,201810210sdg,oti,ButlMa01,def_int_yds,0,,,,,
player,201810210sdg,oti,ButlMa01,def_int_td,0,,,,,
player,201810210sdg,oti,ButlMa01,def_int_long,0,,,,,
player,201810210sdg,oti,ButlMa01,pass_defended,0,,,,,
player,201810210sdg,oti,ButlMa01,sacks,0.0,,,,,
player,201810210sdg,oti,ButlMa01,tackles_combined,1,,,,,
player,201810210sdg,oti,ButlMa01,tackles_solo,1,,,,,
player,201810210sdg,oti,ButlMa01,tackles_assists,0,,,,,
player,201810210sdg,oti,ButlMa01,tackles_loss,0,,,,,
player,201810210sdg,oti,ButlMa01,qb_hits,0,,,,,
player,201810210sdg,oti,ButlMa01,fumbles_rec,0,,,,,
player,201810210sdg,oti,ButlMa01,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,ButlMa01,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,ButlMa01,fumbles_forced,0,,,,,
player,201810210sdg,oti,ByarKe01,def_int,0,,,,,
player,201810210sdg,oti,ByarKe01,def_int_yds,0,,,,,
player,201810210sdg,oti,ByarKe01,def_int_td,0,,,,,
player,201810210sdg,oti,ByarKe01,def_int_long,0,,,,,
player,201810210sdg,oti,ByarKe01,pass_defended,0,,,,,
player,201810210sdg,oti,ByarKe01,sacks,0.0,,,,,
player,201810210sdg,oti,ByarKe01,tackles_combined,1,,,,,
player,201810210sdg,oti,ByarKe01,tackles_solo,1,,,,,
player,201810210sdg,oti,ByarKe01,tackles_assists,0,,,,,
player,201810210sdg,oti,ByarKe01,tackles_loss,0,,,,,
player,201810210sdg,oti,ByarKe01,qb_hits,0,,,,,
player,201810210sdg,oti,ByarKe01,fumbles_rec,0,,,,,
player,201810210sdg,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,ByarKe01,fumbles_forced,0,,,,,
player,201810210sdg,oti,EvanRa01,def_int,0,,,,,
player,201810210sdg,oti,EvanRa01,def_int_yds,0,,,,,
player,201810210sdg,oti,EvanRa01,def_int_td,0,,,,,
player,201810210sdg,oti,EvanRa01,def_int_long,0,,,,,
player,201810210sdg,oti,EvanRa01,pass_defended,0,,,,,
player,201810210sdg,oti,EvanRa01,sacks,0.0,,,,,
player,201810210sdg,oti,EvanRa01,tackles_combined,1,,,,,
player,201810210sdg,oti,EvanRa01,tackles_solo,1,,,,,
player,201810210sdg,oti,EvanRa01,tackles_assists,0,,,,,
player,201810210sdg,oti,EvanRa01,tackles_loss,0,,,,,
player,201810210sdg,oti,EvanRa01,qb_hits,0,,,,,
player,201810210sdg,oti,EvanRa01,fumbles_rec,0,,,,,
player,201810210sdg,oti,EvanRa01,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,EvanRa01,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,EvanRa01,fumbles_forced,0,,,,,
player,201810210sdg,oti,FincSh00,def_int,0,,,,,
player,201810210sdg,oti,FincSh00,def_int_yds,0,,,,,
player,201810210sdg,oti,FincSh00,def_int_td,0,,,,,
player,201810210sdg,oti,FincSh00,def_int_long,0,,,,,
player,201810210sdg,oti,FincSh00,pass_defended,0,,,,,
player,201810210sdg,oti,FincSh00,sacks,0.0,,,,,
player,201810210sdg,oti,FincSh00,tackles_combined,1,,,,,
player,201810210sdg,oti,FincSh00,tackles_solo,1,,,,,
player,201810210sdg,oti,FincSh00,tackles_assists,0,,,,,
player,201810210sdg,oti,FincSh00,tackles_loss,0,,,,,
player,201810210sdg,oti,FincSh00,qb_hits,0,,,,,
player,201810210sdg,oti,FincSh00,fumbles_rec,0,,,,,
player,201810210sdg,oti,FincSh00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,FincSh00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,FincSh00,fumbles_forced,0,,,,,
player,201810210sdg,oti,JohnAu01,def_int,0,,,,,
player,201810210sdg,oti,JohnAu01,def_int_yds,0,,,,,
player,201810210sdg,oti,JohnAu01,def_int_td,0,,,,,
player,201810210sdg,oti,JohnAu01,def_int_long,0,,,,,
player,201810210sdg,oti,JohnAu01,pass_defended,0,,,,,
player,201810210sdg,oti,JohnAu01,sacks,0.0,,,,,
player,201810210sdg,oti,JohnAu01,tackles_combined,1,,,,,
player,201810210sdg,oti,JohnAu01,tackles_solo,1,,,,,
player,201810210sdg,oti,JohnAu01,tackles_assists,0,,,,,
player,201810210sdg,oti,JohnAu01,tackles_loss,0,,,,,
player,201810210sdg,oti,JohnAu01,qb_hits,0,,,,,
player,201810210sdg,oti,JohnAu01,fumbles_rec,0,,,,,
player,201810210sdg,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,JohnAu01,fumbles_forced,0,,,,,
player,201810210sdg,oti,LogaBe00,def_int,0,,,,,
player,201810210sdg,oti,LogaBe00,def_int_yds,0,,,,,
player,201810210sdg,oti,LogaBe00,def_int_td,0,,,,,
player,201810210sdg,oti,LogaBe00,def_int_long,0,,,,,
player,201810210sdg,oti,LogaBe00,pass_defended,0,,,,,
player,201810210sdg,oti,LogaBe00,sacks,0.0,,,,,
player,201810210sdg,oti,LogaBe00,tackles_combined,1,,,,,
player,201810210sdg,oti,LogaBe00,tackles_solo,1,,,,,
player,201810210sdg,oti,LogaBe00,tackles_assists,0,,,,,
player,201810210sdg,oti,LogaBe00,tackles_loss,0,,,,,
player,201810210sdg,oti,LogaBe00,qb_hits,0,,,,,
player,201810210sdg,oti,LogaBe00,fumbles_rec,0,,,,,
player,201810210sdg,oti,LogaBe00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,LogaBe00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,LogaBe00,fumbles_forced,0,,,,,
player,201810210sdg,oti,OrakBr99,def_int,0,,,,,
player,201810210sdg,oti,OrakBr99,def_int_yds,0,,,,,
player,201810210sdg,oti,OrakBr99,def_int_td,0,,,,,
player,201810210sdg,oti,OrakBr99,def_int_long,0,,,,,
player,201810210sdg,oti,OrakBr99,pass_defended,0,,,,,
player,201810210sdg,oti,OrakBr99,sacks,0.0,,,,,
player,201810210sdg,oti,OrakBr99,tackles_combined,1,,,,,
player,201810210sdg,oti,OrakBr99,tackles_solo,1,,,,,
player,201810210sdg,oti,OrakBr99,tackles_assists,0,,,,,
player,201810210sdg,oti,OrakBr99,tackles_loss,0,,,,,
player,201810210sdg,oti,OrakBr99,qb_hits,1,,,,,
player,201810210sdg,oti,OrakBr99,fumbles_rec,0,,,,,
player,201810210sdg,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,OrakBr99,fumbles_forced,0,,,,,
player,201810210sdg,oti,TrawBr00,def_int,0,,,,,
player,201810210sdg,oti,TrawBr00,def_int_yds,0,,,,,
player,201810210sdg,oti,TrawBr00,def_int_td,0,,,,,
player,201810210sdg,oti,TrawBr00,def_int_long,0,,,,,
player,201810210sdg,oti,TrawBr00,pass_defended,0,,,,,
player,201810210sdg,oti,TrawBr00,sacks,0.0,,,,,
player,201810210sdg,oti,TrawBr00,tackles_combined,1,,,,,
player,201810210sdg,oti,TrawBr00,tackles_solo,1,,,,,
player,201810210sdg,oti,TrawBr00,tackles_assists,0,,,,,
player,201810210sdg,oti,TrawBr00,tackles_loss,0,,,,,
player,201810210sdg,oti,TrawBr00,qb_hits,0,,,,,
player,201810210sdg,oti,TrawBr00,fumbles_rec,0,,,,,
player,201810210sdg,oti,TrawBr00,fumbles_rec_yds,0,,,,,
player,201810210sdg,oti,TrawBr00,fumbles_rec_td,0,,,,,
player,201810210sdg,oti,TrawBr00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,PerrDe00,def_int,1,,,,,
player,201810210sdg,sdg,PerrDe00,def_int_yds,16,,,,,
player,201810210sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201810210sdg,sdg,PerrDe00,def_int_long,16,,,,,
player,201810210sdg,sdg,PerrDe00,pass_defended,1,,,,,
player,201810210sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201810210sdg,sdg,PerrDe00,tackles_combined,8,,,,,
player,201810210sdg,sdg,PerrDe00,tackles_solo,6,,,,,
player,201810210sdg,sdg,PerrDe00,tackles_assists,2,,,,,
player,201810210sdg,sdg,PerrDe00,tackles_loss,0,,,,,
player,201810210sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201810210sdg,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,IngrMe00,def_int,0,,,,,
player,201810210sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201810210sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201810210sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201810210sdg,sdg,IngrMe00,pass_defended,2,,,,,
player,201810210sdg,sdg,IngrMe00,sacks,1.0,,,,,
player,201810210sdg,sdg,IngrMe00,tackles_combined,5,,,,,
player,201810210sdg,sdg,IngrMe00,tackles_solo,5,,,,,
player,201810210sdg,sdg,IngrMe00,tackles_assists,0,,,,,
player,201810210sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201810210sdg,sdg,IngrMe00,qb_hits,1,,,,,
player,201810210sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,PhilDa01,def_int,0,,,,,
player,201810210sdg,sdg,PhilDa01,def_int_yds,0,,,,,
player,201810210sdg,sdg,PhilDa01,def_int_td,0,,,,,
player,201810210sdg,sdg,PhilDa01,def_int_long,0,,,,,
player,201810210sdg,sdg,PhilDa01,pass_defended,0,,,,,
player,201810210sdg,sdg,PhilDa01,sacks,1.0,,,,,
player,201810210sdg,sdg,PhilDa01,tackles_combined,5,,,,,
player,201810210sdg,sdg,PhilDa01,tackles_solo,4,,,,,
player,201810210sdg,sdg,PhilDa01,tackles_assists,1,,,,,
player,201810210sdg,sdg,PhilDa01,tackles_loss,1,,,,,
player,201810210sdg,sdg,PhilDa01,qb_hits,2,,,,,
player,201810210sdg,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201810210sdg,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201810210sdg,sdg,JameDe00,def_int,0,,,,,
player,201810210sdg,sdg,JameDe00,def_int_yds,0,,,,,
player,201810210sdg,sdg,JameDe00,def_int_td,0,,,,,
player,201810210sdg,sdg,JameDe00,def_int_long,0,,,,,
player,201810210sdg,sdg,JameDe00,pass_defended,0,,,,,
player,201810210sdg,sdg,JameDe00,sacks,0.0,,,,,
player,201810210sdg,sdg,JameDe00,tackles_combined,8,,,,,
player,201810210sdg,sdg,JameDe00,tackles_solo,5,,,,,
player,201810210sdg,sdg,JameDe00,tackles_assists,3,,,,,
player,201810210sdg,sdg,JameDe00,tackles_loss,0,,,,,
player,201810210sdg,sdg,JameDe00,qb_hits,0,,,,,
player,201810210sdg,sdg,JameDe00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,JameDe00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,JameDe00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,JameDe00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,KingDe01,def_int,0,,,,,
player,201810210sdg,sdg,KingDe01,def_int_yds,0,,,,,
player,201810210sdg,sdg,KingDe01,def_int_td,0,,,,,
player,201810210sdg,sdg,KingDe01,def_int_long,0,,,,,
player,201810210sdg,sdg,KingDe01,pass_defended,1,,,,,
player,201810210sdg,sdg,KingDe01,sacks,0.0,,,,,
player,201810210sdg,sdg,KingDe01,tackles_combined,7,,,,,
player,201810210sdg,sdg,KingDe01,tackles_solo,6,,,,,
player,201810210sdg,sdg,KingDe01,tackles_assists,1,,,,,
player,201810210sdg,sdg,KingDe01,tackles_loss,0,,,,,
player,201810210sdg,sdg,KingDe01,qb_hits,0,,,,,
player,201810210sdg,sdg,KingDe01,fumbles_rec,0,,,,,
player,201810210sdg,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,KingDe01,fumbles_forced,0,,,,,
player,201810210sdg,sdg,PhilAd00,def_int,0,,,,,
player,201810210sdg,sdg,PhilAd00,def_int_yds,0,,,,,
player,201810210sdg,sdg,PhilAd00,def_int_td,0,,,,,
player,201810210sdg,sdg,PhilAd00,def_int_long,0,,,,,
player,201810210sdg,sdg,PhilAd00,pass_defended,1,,,,,
player,201810210sdg,sdg,PhilAd00,sacks,0.0,,,,,
player,201810210sdg,sdg,PhilAd00,tackles_combined,7,,,,,
player,201810210sdg,sdg,PhilAd00,tackles_solo,6,,,,,
player,201810210sdg,sdg,PhilAd00,tackles_assists,1,,,,,
player,201810210sdg,sdg,PhilAd00,tackles_loss,1,,,,,
player,201810210sdg,sdg,PhilAd00,qb_hits,0,,,,,
player,201810210sdg,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,MebaBr99,def_int,0,,,,,
player,201810210sdg,sdg,MebaBr99,def_int_yds,0,,,,,
player,201810210sdg,sdg,MebaBr99,def_int_td,0,,,,,
player,201810210sdg,sdg,MebaBr99,def_int_long,0,,,,,
player,201810210sdg,sdg,MebaBr99,pass_defended,0,,,,,
player,201810210sdg,sdg,MebaBr99,sacks,0.0,,,,,
player,201810210sdg,sdg,MebaBr99,tackles_combined,6,,,,,
player,201810210sdg,sdg,MebaBr99,tackles_solo,6,,,,,
player,201810210sdg,sdg,MebaBr99,tackles_assists,0,,,,,
player,201810210sdg,sdg,MebaBr99,tackles_loss,1,,,,,
player,201810210sdg,sdg,MebaBr99,qb_hits,0,,,,,
player,201810210sdg,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201810210sdg,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201810210sdg,sdg,BrowJa05,def_int,0,,,,,
player,201810210sdg,sdg,BrowJa05,def_int_yds,0,,,,,
player,201810210sdg,sdg,BrowJa05,def_int_td,0,,,,,
player,201810210sdg,sdg,BrowJa05,def_int_long,0,,,,,
player,201810210sdg,sdg,BrowJa05,pass_defended,0,,,,,
player,201810210sdg,sdg,BrowJa05,sacks,0.0,,,,,
player,201810210sdg,sdg,BrowJa05,tackles_combined,4,,,,,
player,201810210sdg,sdg,BrowJa05,tackles_solo,4,,,,,
player,201810210sdg,sdg,BrowJa05,tackles_assists,0,,,,,
player,201810210sdg,sdg,BrowJa05,tackles_loss,0,,,,,
player,201810210sdg,sdg,BrowJa05,qb_hits,0,,,,,
player,201810210sdg,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201810210sdg,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201810210sdg,sdg,HaywCa00,def_int,0,,,,,
player,201810210sdg,sdg,HaywCa00,def_int_yds,0,,,,,
player,201810210sdg,sdg,HaywCa00,def_int_td,0,,,,,
player,201810210sdg,sdg,HaywCa00,def_int_long,0,,,,,
player,201810210sdg,sdg,HaywCa00,pass_defended,0,,,,,
player,201810210sdg,sdg,HaywCa00,sacks,0.0,,,,,
player,201810210sdg,sdg,HaywCa00,tackles_combined,4,,,,,
player,201810210sdg,sdg,HaywCa00,tackles_solo,4,,,,,
player,201810210sdg,sdg,HaywCa00,tackles_assists,0,,,,,
player,201810210sdg,sdg,HaywCa00,tackles_loss,0,,,,,
player,201810210sdg,sdg,HaywCa00,qb_hits,0,,,,,
player,201810210sdg,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,LiugCo00,def_int,0,,,,,
player,201810210sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201810210sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201810210sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201810210sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201810210sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201810210sdg,sdg,LiugCo00,tackles_combined,3,,,,,
player,201810210sdg,sdg,LiugCo00,tackles_solo,3,,,,,
player,201810210sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201810210sdg,sdg,LiugCo00,tackles_loss,1,,,,,
player,201810210sdg,sdg,LiugCo00,qb_hits,0,,,,,
player,201810210sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,AddaJa00,def_int,0,,,,,
player,201810210sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201810210sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201810210sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201810210sdg,sdg,AddaJa00,pass_defended,0,,,,,
player,201810210sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201810210sdg,sdg,AddaJa00,tackles_combined,2,,,,,
player,201810210sdg,sdg,AddaJa00,tackles_solo,1,,,,,
player,201810210sdg,sdg,AddaJa00,tackles_assists,1,,,,,
player,201810210sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201810210sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201810210sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,DaviMi03,def_int,0,,,,,
player,201810210sdg,sdg,DaviMi03,def_int_yds,0,,,,,
player,201810210sdg,sdg,DaviMi03,def_int_td,0,,,,,
player,201810210sdg,sdg,DaviMi03,def_int_long,0,,,,,
player,201810210sdg,sdg,DaviMi03,pass_defended,0,,,,,
player,201810210sdg,sdg,DaviMi03,sacks,0.0,,,,,
player,201810210sdg,sdg,DaviMi03,tackles_combined,2,,,,,
player,201810210sdg,sdg,DaviMi03,tackles_solo,2,,,,,
player,201810210sdg,sdg,DaviMi03,tackles_assists,0,,,,,
player,201810210sdg,sdg,DaviMi03,tackles_loss,0,,,,,
player,201810210sdg,sdg,DaviMi03,qb_hits,0,,,,,
player,201810210sdg,sdg,DaviMi03,fumbles_rec,0,,,,,
player,201810210sdg,sdg,DaviMi03,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,DaviMi03,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,DaviMi03,fumbles_forced,0,,,,,
player,201810210sdg,sdg,JackJu01,def_int,0,,,,,
player,201810210sdg,sdg,JackJu01,def_int_yds,0,,,,,
