game,2018,1,20180910,201809100rai,ram,"Los Angeles Rams",33,rai,"Oakland Raiders",13
player,201809100rai,ram,ShieSa00,def_pct,0%,,,,,
player,201809100rai,ram,ShieSa00,special_teams,18,,,,,
player,201809100rai,ram,ShieSa00,st_pct,60%,,,,,
player,201809100rai,ram,JohnIs01,pos,FS,,,,,
player,201809100rai,ram,JohnIs01,offense,0,,,,,
player,201809100rai,ram,JohnIs01,off_pct,0%,,,,,
player,201809100rai,ram,JohnIs01,defense,0,,,,,
player,201809100rai,ram,JohnIs01,def_pct,0%,,,,,
player,201809100rai,ram,JohnIs01,special_teams,16,,,,,
player,201809100rai,ram,JohnIs01,st_pct,53%,,,,,
player,201809100rai,ram,ZuerGr00,pos,K,,,,,
player,201809100rai,ram,ZuerGr00,offense,0,,,,,
player,201809100rai,ram,ZuerGr00,off_pct,0%,,,,,
player,201809100rai,ram,ZuerGr00,defense,0,,,,,
player,201809100rai,ram,ZuerGr00,def_pct,0%,,,,,
player,201809100rai,ram,ZuerGr00,special_teams,16,,,,,
player,201809100rai,ram,ZuerGr00,st_pct,53%,,,,,
player,201809100rai,ram,HillTr01,pos,CB,,,,,
player,201809100rai,ram,HillTr01,offense,0,,,,,
player,201809100rai,ram,HillTr01,off_pct,0%,,,,,
player,201809100rai,ram,HillTr01,defense,0,,,,,
player,201809100rai,ram,HillTr01,def_pct,0%,,,,,
player,201809100rai,ram,HillTr01,special_teams,16,,,,,
player,201809100rai,ram,HillTr01,st_pct,53%,,,,,
player,201809100rai,ram,ThomMi04,pos,WR,,,,,
player,201809100rai,ram,ThomMi04,offense,0,,,,,
player,201809100rai,ram,ThomMi04,off_pct,0%,,,,,
player,201809100rai,ram,ThomMi04,defense,0,,,,,
player,201809100rai,ram,ThomMi04,def_pct,0%,,,,,
player,201809100rai,ram,ThomMi04,special_teams,12,,,,,
player,201809100rai,ram,ThomMi04,st_pct,40%,,,,,
player,201809100rai,ram,HekkJo00,pos,P,,,,,
player,201809100rai,ram,HekkJo00,offense,0,,,,,
player,201809100rai,ram,HekkJo00,off_pct,0%,,,,,
player,201809100rai,ram,HekkJo00,defense,0,,,,,
player,201809100rai,ram,HekkJo00,def_pct,0%,,,,,
player,201809100rai,ram,HekkJo00,special_teams,10,,,,,
player,201809100rai,ram,HekkJo00,st_pct,33%,,,,,
player,201809100rai,ram,McQuJa00,pos,LS,,,,,
player,201809100rai,ram,McQuJa00,offense,0,,,,,
player,201809100rai,ram,McQuJa00,off_pct,0%,,,,,
player,201809100rai,ram,McQuJa00,defense,0,,,,,
player,201809100rai,ram,McQuJa00,def_pct,0%,,,,,
player,201809100rai,ram,McQuJa00,special_teams,10,,,,,
player,201809100rai,ram,McQuJa00,st_pct,33%,,,,,
player,201809100rai,ram,AlleBr02,pos,C,,,,,
player,201809100rai,ram,AlleBr02,offense,0,,,,,
player,201809100rai,ram,AlleBr02,off_pct,0%,,,,,
player,201809100rai,ram,AlleBr02,defense,0,,,,,
player,201809100rai,ram,AlleBr02,def_pct,0%,,,,,
player,201809100rai,ram,AlleBr02,special_teams,8,,,,,
player,201809100rai,ram,AlleBr02,st_pct,27%,,,,,
player,201809100rai,ram,NoteJo00,pos,T,,,,,
player,201809100rai,ram,NoteJo00,offense,0,,,,,
player,201809100rai,ram,NoteJo00,off_pct,0%,,,,,
player,201809100rai,ram,NoteJo00,defense,0,,,,,
player,201809100rai,ram,NoteJo00,def_pct,0%,,,,,
player,201809100rai,ram,NoteJo00,special_teams,8,,,,,
player,201809100rai,ram,NoteJo00,st_pct,27%,,,,,
player,201809100rai,ram,CoopPh00,pos,WR,,,,,
player,201809100rai,ram,CoopPh00,offense,0,,,,,
player,201809100rai,ram,CoopPh00,off_pct,0%,,,,,
player,201809100rai,ram,CoopPh00,defense,0,,,,,
player,201809100rai,ram,CoopPh00,def_pct,0%,,,,,
player,201809100rai,ram,CoopPh00,special_teams,7,,,,,
player,201809100rai,ram,CoopPh00,st_pct,23%,,,,,
