game,2018,1,20180910,201809100rai,ram,"Los Angeles Rams",33,rai,"Oakland Raiders",13
player,201809100rai,ram,WilsRa00,tackles_solo,1,,,,,
player,201809100rai,ram,WilsRa00,tackles_assists,3,,,,,
player,201809100rai,ram,WilsRa00,tackles_loss,0,,,,,
player,201809100rai,ram,WilsRa00,qb_hits,0,,,,,
player,201809100rai,ram,WilsRa00,fumbles_rec,0,,,,,
player,201809100rai,ram,WilsRa00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,WilsRa00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,WilsRa00,fumbles_forced,0,,,,,
player,201809100rai,ram,ChriMa00,def_int,0,,,,,
player,201809100rai,ram,ChriMa00,def_int_yds,0,,,,,
player,201809100rai,ram,ChriMa00,def_int_td,0,,,,,
player,201809100rai,ram,ChriMa00,def_int_long,0,,,,,
player,201809100rai,ram,ChriMa00,pass_defended,0,,,,,
player,201809100rai,ram,ChriMa00,sacks,0.0,,,,,
player,201809100rai,ram,ChriMa00,tackles_combined,3,,,,,
player,201809100rai,ram,ChriMa00,tackles_solo,3,,,,,
player,201809100rai,ram,ChriMa00,tackles_assists,0,,,,,
player,201809100rai,ram,ChriMa00,tackles_loss,0,,,,,
player,201809100rai,ram,ChriMa00,qb_hits,0,,,,,
player,201809100rai,ram,ChriMa00,fumbles_rec,0,,,,,
player,201809100rai,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,ChriMa00,fumbles_forced,0,,,,,
player,201809100rai,ram,FranJo02,def_int,0,,,,,
player,201809100rai,ram,FranJo02,def_int_yds,0,,,,,
player,201809100rai,ram,FranJo02,def_int_td,0,,,,,
player,201809100rai,ram,FranJo02,def_int_long,0,,,,,
player,201809100rai,ram,FranJo02,pass_defended,0,,,,,
player,201809100rai,ram,FranJo02,sacks,0.0,,,,,
player,201809100rai,ram,FranJo02,tackles_combined,2,,,,,
player,201809100rai,ram,FranJo02,tackles_solo,1,,,,,
player,201809100rai,ram,FranJo02,tackles_assists,1,,,,,
player,201809100rai,ram,FranJo02,tackles_loss,,,,,,
player,201809100rai,ram,FranJo02,qb_hits,,,,,,
player,201809100rai,ram,FranJo02,fumbles_rec,0,,,,,
player,201809100rai,ram,FranJo02,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,FranJo02,fumbles_rec_td,0,,,,,
player,201809100rai,ram,FranJo02,fumbles_forced,0,,,,,
player,201809100rai,ram,RobeNi00,def_int,0,,,,,
player,201809100rai,ram,RobeNi00,def_int_yds,0,,,,,
player,201809100rai,ram,RobeNi00,def_int_td,0,,,,,
player,201809100rai,ram,RobeNi00,def_int_long,0,,,,,
player,201809100rai,ram,RobeNi00,pass_defended,0,,,,,
player,201809100rai,ram,RobeNi00,sacks,0.0,,,,,
player,201809100rai,ram,RobeNi00,tackles_combined,2,,,,,
player,201809100rai,ram,RobeNi00,tackles_solo,0,,,,,
player,201809100rai,ram,RobeNi00,tackles_assists,2,,,,,
player,201809100rai,ram,RobeNi00,tackles_loss,0,,,,,
player,201809100rai,ram,RobeNi00,qb_hits,0,,,,,
player,201809100rai,ram,RobeNi00,fumbles_rec,0,,,,,
player,201809100rai,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,RobeNi00,fumbles_forced,0,,,,,
player,201809100rai,ram,CounBl00,def_int,0,,,,,
player,201809100rai,ram,CounBl00,def_int_yds,0,,,,,
player,201809100rai,ram,CounBl00,def_int_td,0,,,,,
player,201809100rai,ram,CounBl00,def_int_long,0,,,,,
player,201809100rai,ram,CounBl00,pass_defended,0,,,,,
player,201809100rai,ram,CounBl00,sacks,0.0,,,,,
player,201809100rai,ram,CounBl00,tackles_combined,1,,,,,
player,201809100rai,ram,CounBl00,tackles_solo,1,,,,,
player,201809100rai,ram,CounBl00,tackles_assists,0,,,,,
player,201809100rai,ram,CounBl00,tackles_loss,0,,,,,
player,201809100rai,ram,CounBl00,qb_hits,0,,,,,
player,201809100rai,ram,CounBl00,fumbles_rec,0,,,,,
player,201809100rai,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,CounBl00,fumbles_forced,0,,,,,
player,201809100rai,ram,DonaAa00,def_int,0,,,,,
player,201809100rai,ram,DonaAa00,def_int_yds,0,,,,,
player,201809100rai,ram,DonaAa00,def_int_td,0,,,,,
player,201809100rai,ram,DonaAa00,def_int_long,0,,,,,
player,201809100rai,ram,DonaAa00,pass_defended,0,,,,,
player,201809100rai,ram,DonaAa00,sacks,0.0,,,,,
player,201809100rai,ram,DonaAa00,tackles_combined,1,,,,,
player,201809100rai,ram,DonaAa00,tackles_solo,1,,,,,
player,201809100rai,ram,DonaAa00,tackles_assists,0,,,,,
player,201809100rai,ram,DonaAa00,tackles_loss,0,,,,,
player,201809100rai,ram,DonaAa00,qb_hits,0,,,,,
player,201809100rai,ram,DonaAa00,fumbles_rec,0,,,,,
player,201809100rai,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,DonaAa00,fumbles_forced,0,,,,,
player,201809100rai,ram,EaslDo00,def_int,0,,,,,
player,201809100rai,ram,EaslDo00,def_int_yds,0,,,,,
player,201809100rai,ram,EaslDo00,def_int_td,0,,,,,
player,201809100rai,ram,EaslDo00,def_int_long,0,,,,,
player,201809100rai,ram,EaslDo00,pass_defended,0,,,,,
player,201809100rai,ram,EaslDo00,sacks,0.0,,,,,
player,201809100rai,ram,EaslDo00,tackles_combined,1,,,,,
player,201809100rai,ram,EaslDo00,tackles_solo,1,,,,,
player,201809100rai,ram,EaslDo00,tackles_assists,0,,,,,
player,201809100rai,ram,EaslDo00,tackles_loss,0,,,,,
player,201809100rai,ram,EaslDo00,qb_hits,0,,,,,
player,201809100rai,ram,EaslDo00,fumbles_rec,0,,,,,
player,201809100rai,ram,EaslDo00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,EaslDo00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,EaslDo00,fumbles_forced,0,,,,,
player,201809100rai,ram,LawlJu00,def_int,0,,,,,
player,201809100rai,ram,LawlJu00,def_int_yds,0,,,,,
player,201809100rai,ram,LawlJu00,def_int_td,0,,,,,
player,201809100rai,ram,LawlJu00,def_int_long,0,,,,,
player,201809100rai,ram,LawlJu00,pass_defended,0,,,,,
player,201809100rai,ram,LawlJu00,sacks,0.0,,,,,
player,201809100rai,ram,LawlJu00,tackles_combined,1,,,,,
player,201809100rai,ram,LawlJu00,tackles_solo,1,,,,,
player,201809100rai,ram,LawlJu00,tackles_assists,0,,,,,
player,201809100rai,ram,LawlJu00,tackles_loss,1,,,,,
player,201809100rai,ram,LawlJu00,qb_hits,0,,,,,
player,201809100rai,ram,LawlJu00,fumbles_rec,0,,,,,
player,201809100rai,ram,LawlJu00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,LawlJu00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,LawlJu00,fumbles_forced,0,,,,,
player,201809100rai,ram,LongMa00,def_int,0,,,,,
player,201809100rai,ram,LongMa00,def_int_yds,0,,,,,
player,201809100rai,ram,LongMa00,def_int_td,0,,,,,
player,201809100rai,ram,LongMa00,def_int_long,0,,,,,
player,201809100rai,ram,LongMa00,pass_defended,0,,,,,
player,201809100rai,ram,LongMa00,sacks,0.0,,,,,
player,201809100rai,ram,LongMa00,tackles_combined,1,,,,,
player,201809100rai,ram,LongMa00,tackles_solo,0,,,,,
player,201809100rai,ram,LongMa00,tackles_assists,1,,,,,
player,201809100rai,ram,LongMa00,tackles_loss,0,,,,,
player,201809100rai,ram,LongMa00,qb_hits,1,,,,,
player,201809100rai,ram,LongMa00,fumbles_rec,0,,,,,
player,201809100rai,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,LongMa00,fumbles_forced,0,,,,,
player,201809100rai,ram,McQuJa00,def_int,0,,,,,
player,201809100rai,ram,McQuJa00,def_int_yds,0,,,,,
player,201809100rai,ram,McQuJa00,def_int_td,0,,,,,
player,201809100rai,ram,McQuJa00,def_int_long,0,,,,,
player,201809100rai,ram,McQuJa00,pass_defended,0,,,,,
player,201809100rai,ram,McQuJa00,sacks,0.0,,,,,
player,201809100rai,ram,McQuJa00,tackles_combined,1,,,,,
player,201809100rai,ram,McQuJa00,tackles_solo,0,,,,,
player,201809100rai,ram,McQuJa00,tackles_assists,1,,,,,
player,201809100rai,ram,McQuJa00,tackles_loss,0,,,,,
player,201809100rai,ram,McQuJa00,qb_hits,0,,,,,
player,201809100rai,ram,McQuJa00,fumbles_rec,0,,,,,
player,201809100rai,ram,McQuJa00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,McQuJa00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,McQuJa00,fumbles_forced,0,,,,,
player,201809100rai,ram,WestEt00,def_int,0,,,,,
player,201809100rai,ram,WestEt00,def_int_yds,0,,,,,
player,201809100rai,ram,WestEt00,def_int_td,0,,,,,
player,201809100rai,ram,WestEt00,def_int_long,0,,,,,
player,201809100rai,ram,WestEt00,pass_defended,0,,,,,
player,201809100rai,ram,WestEt00,sacks,0.0,,,,,
player,201809100rai,ram,WestEt00,tackles_combined,1,,,,,
player,201809100rai,ram,WestEt00,tackles_solo,0,,,,,
player,201809100rai,ram,WestEt00,tackles_assists,1,,,,,
player,201809100rai,ram,WestEt00,tackles_loss,0,,,,,
player,201809100rai,ram,WestEt00,qb_hits,0,,,,,
player,201809100rai,ram,WestEt00,fumbles_rec,0,,,,,
player,201809100rai,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201809100rai,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201809100rai,ram,WestEt00,fumbles_forced,0,,,,,
player,201809100rai,rai,IrviBr00,def_int,0,,,,,
player,201809100rai,rai,IrviBr00,def_int_yds,0,,,,,
player,201809100rai,rai,IrviBr00,def_int_td,0,,,,,
player,201809100rai,rai,IrviBr00,def_int_long,0,,,,,
player,201809100rai,rai,IrviBr00,pass_defended,0,,,,,
player,201809100rai,rai,IrviBr00,sacks,1.0,,,,,
player,201809100rai,rai,IrviBr00,tackles_combined,1,,,,,
player,201809100rai,rai,IrviBr00,tackles_solo,1,,,,,
player,201809100rai,rai,IrviBr00,tackles_assists,0,,,,,
player,201809100rai,rai,IrviBr00,tackles_loss,0,,,,,
player,201809100rai,rai,IrviBr00,qb_hits,1,,,,,
player,201809100rai,rai,IrviBr00,fumbles_rec,0,,,,,
player,201809100rai,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,IrviBr00,fumbles_forced,1,,,,,
player,201809100rai,rai,GilcMa00,def_int,0,,,,,
player,201809100rai,rai,GilcMa00,def_int_yds,0,,,,,
player,201809100rai,rai,GilcMa00,def_int_td,0,,,,,
player,201809100rai,rai,GilcMa00,def_int_long,0,,,,,
player,201809100rai,rai,GilcMa00,pass_defended,1,,,,,
player,201809100rai,rai,GilcMa00,sacks,0.0,,,,,
player,201809100rai,rai,GilcMa00,tackles_combined,8,,,,,
player,201809100rai,rai,GilcMa00,tackles_solo,6,,,,,
player,201809100rai,rai,GilcMa00,tackles_assists,2,,,,,
player,201809100rai,rai,GilcMa00,tackles_loss,0,,,,,
player,201809100rai,rai,GilcMa00,qb_hits,0,,,,,
player,201809100rai,rai,GilcMa00,fumbles_rec,0,,,,,
player,201809100rai,rai,GilcMa00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,GilcMa00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,GilcMa00,fumbles_forced,0,,,,,
player,201809100rai,rai,WhitTa00,def_int,0,,,,,
player,201809100rai,rai,WhitTa00,def_int_yds,0,,,,,
player,201809100rai,rai,WhitTa00,def_int_td,0,,,,,
player,201809100rai,rai,WhitTa00,def_int_long,0,,,,,
player,201809100rai,rai,WhitTa00,pass_defended,1,,,,,
player,201809100rai,rai,WhitTa00,sacks,0.0,,,,,
player,201809100rai,rai,WhitTa00,tackles_combined,7,,,,,
player,201809100rai,rai,WhitTa00,tackles_solo,6,,,,,
player,201809100rai,rai,WhitTa00,tackles_assists,1,,,,,
player,201809100rai,rai,WhitTa00,tackles_loss,1,,,,,
player,201809100rai,rai,WhitTa00,qb_hits,0,,,,,
player,201809100rai,rai,WhitTa00,fumbles_rec,0,,,,,
player,201809100rai,rai,WhitTa00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,WhitTa00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,WhitTa00,fumbles_forced,0,,,,,
player,201809100rai,rai,HallLe98,def_int,0,,,,,
player,201809100rai,rai,HallLe98,def_int_yds,0,,,,,
player,201809100rai,rai,HallLe98,def_int_td,0,,,,,
player,201809100rai,rai,HallLe98,def_int_long,0,,,,,
player,201809100rai,rai,HallLe98,pass_defended,1,,,,,
player,201809100rai,rai,HallLe98,sacks,0.0,,,,,
player,201809100rai,rai,HallLe98,tackles_combined,6,,,,,
player,201809100rai,rai,HallLe98,tackles_solo,4,,,,,
player,201809100rai,rai,HallLe98,tackles_assists,2,,,,,
player,201809100rai,rai,HallLe98,tackles_loss,0,,,,,
player,201809100rai,rai,HallLe98,qb_hits,0,,,,,
player,201809100rai,rai,HallLe98,fumbles_rec,0,,,,,
player,201809100rai,rai,HallLe98,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,HallLe98,fumbles_rec_td,0,,,,,
player,201809100rai,rai,HallLe98,fumbles_forced,0,,,,,
player,201809100rai,rai,LeexMa01,def_int,0,,,,,
player,201809100rai,rai,LeexMa01,def_int_yds,0,,,,,
player,201809100rai,rai,LeexMa01,def_int_td,0,,,,,
player,201809100rai,rai,LeexMa01,def_int_long,0,,,,,
player,201809100rai,rai,LeexMa01,pass_defended,0,,,,,
player,201809100rai,rai,LeexMa01,sacks,0.0,,,,,
player,201809100rai,rai,LeexMa01,tackles_combined,6,,,,,
player,201809100rai,rai,LeexMa01,tackles_solo,3,,,,,
player,201809100rai,rai,LeexMa01,tackles_assists,3,,,,,
player,201809100rai,rai,LeexMa01,tackles_loss,0,,,,,
player,201809100rai,rai,LeexMa01,qb_hits,0,,,,,
player,201809100rai,rai,LeexMa01,fumbles_rec,0,,,,,
player,201809100rai,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201809100rai,rai,LeexMa01,fumbles_forced,0,,,,,
player,201809100rai,rai,JohnDe25,def_int,0,,,,,
player,201809100rai,rai,JohnDe25,def_int_yds,0,,,,,
player,201809100rai,rai,JohnDe25,def_int_td,0,,,,,
player,201809100rai,rai,JohnDe25,def_int_long,0,,,,,
player,201809100rai,rai,JohnDe25,pass_defended,0,,,,,
player,201809100rai,rai,JohnDe25,sacks,0.0,,,,,
player,201809100rai,rai,JohnDe25,tackles_combined,5,,,,,
player,201809100rai,rai,JohnDe25,tackles_solo,5,,,,,
player,201809100rai,rai,JohnDe25,tackles_assists,0,,,,,
player,201809100rai,rai,JohnDe25,tackles_loss,0,,,,,
player,201809100rai,rai,JohnDe25,qb_hits,0,,,,,
player,201809100rai,rai,JohnDe25,fumbles_rec,0,,,,,
player,201809100rai,rai,JohnDe25,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,JohnDe25,fumbles_rec_td,0,,,,,
player,201809100rai,rai,JohnDe25,fumbles_forced,0,,,,,
player,201809100rai,rai,MelvRa00,def_int,0,,,,,
player,201809100rai,rai,MelvRa00,def_int_yds,0,,,,,
player,201809100rai,rai,MelvRa00,def_int_td,0,,,,,
player,201809100rai,rai,MelvRa00,def_int_long,0,,,,,
player,201809100rai,rai,MelvRa00,pass_defended,1,,,,,
player,201809100rai,rai,MelvRa00,sacks,0.0,,,,,
player,201809100rai,rai,MelvRa00,tackles_combined,4,,,,,
player,201809100rai,rai,MelvRa00,tackles_solo,4,,,,,
player,201809100rai,rai,MelvRa00,tackles_assists,0,,,,,
player,201809100rai,rai,MelvRa00,tackles_loss,0,,,,,
player,201809100rai,rai,MelvRa00,qb_hits,0,,,,,
player,201809100rai,rai,MelvRa00,fumbles_rec,0,,,,,
player,201809100rai,rai,MelvRa00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,MelvRa00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,MelvRa00,fumbles_forced,0,,,,,
player,201809100rai,rai,NelsRe99,def_int,0,,,,,
player,201809100rai,rai,NelsRe99,def_int_yds,0,,,,,
player,201809100rai,rai,NelsRe99,def_int_td,0,,,,,
player,201809100rai,rai,NelsRe99,def_int_long,0,,,,,
player,201809100rai,rai,NelsRe99,pass_defended,0,,,,,
player,201809100rai,rai,NelsRe99,sacks,0.0,,,,,
player,201809100rai,rai,NelsRe99,tackles_combined,4,,,,,
player,201809100rai,rai,NelsRe99,tackles_solo,4,,,,,
player,201809100rai,rai,NelsRe99,tackles_assists,0,,,,,
player,201809100rai,rai,NelsRe99,tackles_loss,0,,,,,
player,201809100rai,rai,NelsRe99,qb_hits,0,,,,,
player,201809100rai,rai,NelsRe99,fumbles_rec,0,,,,,
player,201809100rai,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201809100rai,rai,NelsRe99,fumbles_forced,0,,,,,
player,201809100rai,rai,HallP.00,def_int,0,,,,,
player,201809100rai,rai,HallP.00,def_int_yds,0,,,,,
player,201809100rai,rai,HallP.00,def_int_td,0,,,,,
player,201809100rai,rai,HallP.00,def_int_long,0,,,,,
player,201809100rai,rai,HallP.00,pass_defended,0,,,,,
player,201809100rai,rai,HallP.00,sacks,0.0,,,,,
player,201809100rai,rai,HallP.00,tackles_combined,3,,,,,
player,201809100rai,rai,HallP.00,tackles_solo,2,,,,,
player,201809100rai,rai,HallP.00,tackles_assists,1,,,,,
player,201809100rai,rai,HallP.00,tackles_loss,1,,,,,
player,201809100rai,rai,HallP.00,qb_hits,0,,,,,
player,201809100rai,rai,HallP.00,fumbles_rec,0,,,,,
player,201809100rai,rai,HallP.00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,HallP.00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,HallP.00,fumbles_forced,0,,,,,
player,201809100rai,rai,HursMa00,def_int,0,,,,,
player,201809100rai,rai,HursMa00,def_int_yds,0,,,,,
player,201809100rai,rai,HursMa00,def_int_td,0,,,,,
player,201809100rai,rai,HursMa00,def_int_long,0,,,,,
player,201809100rai,rai,HursMa00,pass_defended,0,,,,,
player,201809100rai,rai,HursMa00,sacks,0.0,,,,,
player,201809100rai,rai,HursMa00,tackles_combined,3,,,,,
player,201809100rai,rai,HursMa00,tackles_solo,3,,,,,
player,201809100rai,rai,HursMa00,tackles_assists,0,,,,,
player,201809100rai,rai,HursMa00,tackles_loss,0,,,,,
player,201809100rai,rai,HursMa00,qb_hits,0,,,,,
player,201809100rai,rai,HursMa00,fumbles_rec,0,,,,,
player,201809100rai,rai,HursMa00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,HursMa00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,HursMa00,fumbles_forced,0,,,,,
player,201809100rai,rai,KeyxAr00,def_int,0,,,,,
player,201809100rai,rai,KeyxAr00,def_int_yds,0,,,,,
player,201809100rai,rai,KeyxAr00,def_int_td,0,,,,,
player,201809100rai,rai,KeyxAr00,def_int_long,0,,,,,
player,201809100rai,rai,KeyxAr00,pass_defended,0,,,,,
player,201809100rai,rai,KeyxAr00,sacks,0.0,,,,,
player,201809100rai,rai,KeyxAr00,tackles_combined,3,,,,,
player,201809100rai,rai,KeyxAr00,tackles_solo,1,,,,,
player,201809100rai,rai,KeyxAr00,tackles_assists,2,,,,,
player,201809100rai,rai,KeyxAr00,tackles_loss,0,,,,,
player,201809100rai,rai,KeyxAr00,qb_hits,1,,,,,
player,201809100rai,rai,KeyxAr00,fumbles_rec,0,,,,,
player,201809100rai,rai,KeyxAr00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,KeyxAr00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,KeyxAr00,fumbles_forced,0,,,,,
player,201809100rai,rai,ConlGa00,def_int,0,,,,,
player,201809100rai,rai,ConlGa00,def_int_yds,0,,,,,
player,201809100rai,rai,ConlGa00,def_int_td,0,,,,,
player,201809100rai,rai,ConlGa00,def_int_long,0,,,,,
player,201809100rai,rai,ConlGa00,pass_defended,0,,,,,
player,201809100rai,rai,ConlGa00,sacks,0.0,,,,,
player,201809100rai,rai,ConlGa00,tackles_combined,2,,,,,
player,201809100rai,rai,ConlGa00,tackles_solo,1,,,,,
player,201809100rai,rai,ConlGa00,tackles_assists,1,,,,,
player,201809100rai,rai,ConlGa00,tackles_loss,0,,,,,
player,201809100rai,rai,ConlGa00,qb_hits,0,,,,,
player,201809100rai,rai,ConlGa00,fumbles_rec,0,,,,,
player,201809100rai,rai,ConlGa00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,ConlGa00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,ConlGa00,fumbles_forced,0,,,,,
player,201809100rai,rai,RodgDo99,def_int,0,,,,,
player,201809100rai,rai,RodgDo99,def_int_yds,0,,,,,
player,201809100rai,rai,RodgDo99,def_int_td,0,,,,,
player,201809100rai,rai,RodgDo99,def_int_long,0,,,,,
player,201809100rai,rai,RodgDo99,pass_defended,1,,,,,
player,201809100rai,rai,RodgDo99,sacks,0.0,,,,,
player,201809100rai,rai,RodgDo99,tackles_combined,2,,,,,
player,201809100rai,rai,RodgDo99,tackles_solo,2,,,,,
player,201809100rai,rai,RodgDo99,tackles_assists,0,,,,,
player,201809100rai,rai,RodgDo99,tackles_loss,0,,,,,
player,201809100rai,rai,RodgDo99,qb_hits,0,,,,,
player,201809100rai,rai,RodgDo99,fumbles_rec,0,,,,,
player,201809100rai,rai,RodgDo99,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,RodgDo99,fumbles_rec_td,0,,,,,
player,201809100rai,rai,RodgDo99,fumbles_forced,0,,,,,
player,201809100rai,rai,RuckFr99,def_int,0,,,,,
player,201809100rai,rai,RuckFr99,def_int_yds,0,,,,,
player,201809100rai,rai,RuckFr99,def_int_td,0,,,,,
player,201809100rai,rai,RuckFr99,def_int_long,0,,,,,
player,201809100rai,rai,RuckFr99,pass_defended,0,,,,,
player,201809100rai,rai,RuckFr99,sacks,0.0,,,,,
player,201809100rai,rai,RuckFr99,tackles_combined,2,,,,,
player,201809100rai,rai,RuckFr99,tackles_solo,2,,,,,
player,201809100rai,rai,RuckFr99,tackles_assists,0,,,,,
player,201809100rai,rai,RuckFr99,tackles_loss,0,,,,,
player,201809100rai,rai,RuckFr99,qb_hits,0,,,,,
player,201809100rai,rai,RuckFr99,fumbles_rec,0,,,,,
player,201809100rai,rai,RuckFr99,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,RuckFr99,fumbles_rec_td,0,,,,,
player,201809100rai,rai,RuckFr99,fumbles_forced,0,,,,,
player,201809100rai,rai,CalhSh00,def_int,0,,,,,
player,201809100rai,rai,CalhSh00,def_int_yds,0,,,,,
player,201809100rai,rai,CalhSh00,def_int_td,0,,,,,
player,201809100rai,rai,CalhSh00,def_int_long,0,,,,,
player,201809100rai,rai,CalhSh00,pass_defended,0,,,,,
player,201809100rai,rai,CalhSh00,sacks,0.0,,,,,
player,201809100rai,rai,CalhSh00,tackles_combined,1,,,,,
player,201809100rai,rai,CalhSh00,tackles_solo,0,,,,,
player,201809100rai,rai,CalhSh00,tackles_assists,1,,,,,
player,201809100rai,rai,CalhSh00,tackles_loss,0,,,,,
player,201809100rai,rai,CalhSh00,qb_hits,0,,,,,
player,201809100rai,rai,CalhSh00,fumbles_rec,0,,,,,
player,201809100rai,rai,CalhSh00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,CalhSh00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,CalhSh00,fumbles_forced,0,,,,,
player,201809100rai,rai,HarrDw00,def_int,0,,,,,
player,201809100rai,rai,HarrDw00,def_int_yds,0,,,,,
player,201809100rai,rai,HarrDw00,def_int_td,0,,,,,
player,201809100rai,rai,HarrDw00,def_int_long,0,,,,,
player,201809100rai,rai,HarrDw00,pass_defended,0,,,,,
player,201809100rai,rai,HarrDw00,sacks,0.0,,,,,
player,201809100rai,rai,HarrDw00,tackles_combined,1,,,,,
player,201809100rai,rai,HarrDw00,tackles_solo,0,,,,,
player,201809100rai,rai,HarrDw00,tackles_assists,1,,,,,
player,201809100rai,rai,HarrDw00,tackles_loss,0,,,,,
player,201809100rai,rai,HarrDw00,qb_hits,0,,,,,
player,201809100rai,rai,HarrDw00,fumbles_rec,0,,,,,
player,201809100rai,rai,HarrDw00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,HarrDw00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,HarrDw00,fumbles_forced,0,,,,,
player,201809100rai,rai,HatcKe00,def_int,0,,,,,
player,201809100rai,rai,HatcKe00,def_int_yds,0,,,,,
player,201809100rai,rai,HatcKe00,def_int_td,0,,,,,
player,201809100rai,rai,HatcKe00,def_int_long,0,,,,,
player,201809100rai,rai,HatcKe00,pass_defended,0,,,,,
player,201809100rai,rai,HatcKe00,sacks,0.0,,,,,
player,201809100rai,rai,HatcKe00,tackles_combined,1,,,,,
player,201809100rai,rai,HatcKe00,tackles_solo,0,,,,,
player,201809100rai,rai,HatcKe00,tackles_assists,1,,,,,
player,201809100rai,rai,HatcKe00,tackles_loss,0,,,,,
player,201809100rai,rai,HatcKe00,qb_hits,0,,,,,
player,201809100rai,rai,HatcKe00,fumbles_rec,0,,,,,
player,201809100rai,rai,HatcKe00,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,HatcKe00,fumbles_rec_td,0,,,,,
player,201809100rai,rai,HatcKe00,fumbles_forced,0,,,,,
player,201809100rai,rai,SmitKe03,def_int,0,,,,,
player,201809100rai,rai,SmitKe03,def_int_yds,0,,,,,
player,201809100rai,rai,SmitKe03,def_int_td,0,,,,,
player,201809100rai,rai,SmitKe03,def_int_long,0,,,,,
player,201809100rai,rai,SmitKe03,pass_defended,0,,,,,
player,201809100rai,rai,SmitKe03,sacks,0.0,,,,,
player,201809100rai,rai,SmitKe03,tackles_combined,1,,,,,
player,201809100rai,rai,SmitKe03,tackles_solo,0,,,,,
player,201809100rai,rai,SmitKe03,tackles_assists,1,,,,,
player,201809100rai,rai,SmitKe03,tackles_loss,0,,,,,
player,201809100rai,rai,SmitKe03,qb_hits,0,,,,,
player,201809100rai,rai,SmitKe03,fumbles_rec,0,,,,,
player,201809100rai,rai,SmitKe03,fumbles_rec_yds,0,,,,,
player,201809100rai,rai,SmitKe03,fumbles_rec_td,0,,,,,
player,201809100rai,rai,SmitKe03,fumbles_forced,0,,,,,
player,201809100rai,ram,CoopPh00,kick_ret,3,,,,,
player,201809100rai,ram,CoopPh00,kick_ret_yds,75,,,,,
player,201809100rai,ram,CoopPh00,kick_ret_yds_per_ret,25.0,,,,,
player,201809100rai,ram,CoopPh00,kick_ret_td,0,,,,,
player,201809100rai,ram,CoopPh00,kick_ret_long,26,,,,,
player,201809100rai,ram,CoopPh00,punt_ret,2,,,,,
player,201809100rai,ram,CoopPh00,punt_ret_yds,12,,,,,
player,201809100rai,ram,CoopPh00,punt_ret_yds_per_ret,6.0,,,,,
player,201809100rai,ram,CoopPh00,punt_ret_td,0,,,,,
