game,2018,3,20180923,201809230kan,sfo,"San Francisco 49ers",27,kan,"Kansas City Chiefs",38
player,201809230kan,kan,KempMa00,pass_long,0,,,,,
player,201809230kan,kan,KempMa00,pass_rating,,,,,,
player,201809230kan,kan,KempMa00,rush_att,0,,,,,
player,201809230kan,kan,KempMa00,rush_yds,0,,,,,
player,201809230kan,kan,KempMa00,rush_td,0,,,,,
player,201809230kan,kan,KempMa00,rush_long,0,,,,,
player,201809230kan,kan,KempMa00,targets,1,,,,,
player,201809230kan,kan,KempMa00,rec,1,,,,,
player,201809230kan,kan,KempMa00,rec_yds,7,,,,,
player,201809230kan,kan,KempMa00,rec_td,0,,,,,
player,201809230kan,kan,KempMa00,rec_long,7,,,,,
player,201809230kan,kan,KempMa00,fumbles,0,,,,,
player,201809230kan,kan,KempMa00,fumbles_lost,0,,,,,
player,201809230kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201809230kan,kan,RobiDe01,pass_att,0,,,,,
player,201809230kan,kan,RobiDe01,pass_yds,0,,,,,
player,201809230kan,kan,RobiDe01,pass_td,0,,,,,
player,201809230kan,kan,RobiDe01,pass_int,0,,,,,
player,201809230kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201809230kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201809230kan,kan,RobiDe01,pass_long,0,,,,,
player,201809230kan,kan,RobiDe01,pass_rating,,,,,,
player,201809230kan,kan,RobiDe01,rush_att,0,,,,,
player,201809230kan,kan,RobiDe01,rush_yds,0,,,,,
player,201809230kan,kan,RobiDe01,rush_td,0,,,,,
player,201809230kan,kan,RobiDe01,rush_long,0,,,,,
player,201809230kan,kan,RobiDe01,targets,1,,,,,
player,201809230kan,kan,RobiDe01,rec,0,,,,,
player,201809230kan,kan,RobiDe01,rec_yds,0,,,,,
player,201809230kan,kan,RobiDe01,rec_td,0,,,,,
player,201809230kan,kan,RobiDe01,rec_long,0,,,,,
player,201809230kan,kan,RobiDe01,fumbles,0,,,,,
player,201809230kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201809230kan,sfo,ExumAn00,def_int,0,,,,,
player,201809230kan,sfo,ExumAn00,def_int_yds,0,,,,,
player,201809230kan,sfo,ExumAn00,def_int_td,0,,,,,
player,201809230kan,sfo,ExumAn00,def_int_long,0,,,,,
player,201809230kan,sfo,ExumAn00,pass_defended,0,,,,,
player,201809230kan,sfo,ExumAn00,sacks,1.0,,,,,
player,201809230kan,sfo,ExumAn00,tackles_combined,9,,,,,
player,201809230kan,sfo,ExumAn00,tackles_solo,8,,,,,
player,201809230kan,sfo,ExumAn00,tackles_assists,1,,,,,
player,201809230kan,sfo,ExumAn00,tackles_loss,1,,,,,
player,201809230kan,sfo,ExumAn00,qb_hits,1,,,,,
player,201809230kan,sfo,ExumAn00,fumbles_rec,0,,,,,
player,201809230kan,sfo,ExumAn00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,ExumAn00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,ExumAn00,fumbles_forced,1,,,,,
player,201809230kan,sfo,ArmsAr01,def_int,0,,,,,
player,201809230kan,sfo,ArmsAr01,def_int_yds,0,,,,,
player,201809230kan,sfo,ArmsAr01,def_int_td,0,,,,,
player,201809230kan,sfo,ArmsAr01,def_int_long,0,,,,,
player,201809230kan,sfo,ArmsAr01,pass_defended,0,,,,,
player,201809230kan,sfo,ArmsAr01,sacks,1.0,,,,,
player,201809230kan,sfo,ArmsAr01,tackles_combined,2,,,,,
player,201809230kan,sfo,ArmsAr01,tackles_solo,2,,,,,
player,201809230kan,sfo,ArmsAr01,tackles_assists,0,,,,,
player,201809230kan,sfo,ArmsAr01,tackles_loss,1,,,,,
player,201809230kan,sfo,ArmsAr01,qb_hits,1,,,,,
player,201809230kan,sfo,ArmsAr01,fumbles_rec,0,,,,,
player,201809230kan,sfo,ArmsAr01,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,ArmsAr01,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,ArmsAr01,fumbles_forced,0,,,,,
player,201809230kan,sfo,WarnFr00,def_int,0,,,,,
player,201809230kan,sfo,WarnFr00,def_int_yds,0,,,,,
player,201809230kan,sfo,WarnFr00,def_int_td,0,,,,,
player,201809230kan,sfo,WarnFr00,def_int_long,0,,,,,
player,201809230kan,sfo,WarnFr00,pass_defended,1,,,,,
player,201809230kan,sfo,WarnFr00,sacks,0.0,,,,,
player,201809230kan,sfo,WarnFr00,tackles_combined,11,,,,,
player,201809230kan,sfo,WarnFr00,tackles_solo,9,,,,,
player,201809230kan,sfo,WarnFr00,tackles_assists,2,,,,,
player,201809230kan,sfo,WarnFr00,tackles_loss,2,,,,,
player,201809230kan,sfo,WarnFr00,qb_hits,0,,,,,
player,201809230kan,sfo,WarnFr00,fumbles_rec,0,,,,,
player,201809230kan,sfo,WarnFr00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,WarnFr00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,WarnFr00,fumbles_forced,0,,,,,
player,201809230kan,sfo,FostRe00,def_int,0,,,,,
player,201809230kan,sfo,FostRe00,def_int_yds,0,,,,,
player,201809230kan,sfo,FostRe00,def_int_td,0,,,,,
player,201809230kan,sfo,FostRe00,def_int_long,0,,,,,
player,201809230kan,sfo,FostRe00,pass_defended,1,,,,,
player,201809230kan,sfo,FostRe00,sacks,0.0,,,,,
player,201809230kan,sfo,FostRe00,tackles_combined,7,,,,,
player,201809230kan,sfo,FostRe00,tackles_solo,6,,,,,
player,201809230kan,sfo,FostRe00,tackles_assists,1,,,,,
player,201809230kan,sfo,FostRe00,tackles_loss,0,,,,,
player,201809230kan,sfo,FostRe00,qb_hits,0,,,,,
player,201809230kan,sfo,FostRe00,fumbles_rec,0,,,,,
player,201809230kan,sfo,FostRe00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,FostRe00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,FostRe00,fumbles_forced,0,,,,,
player,201809230kan,sfo,WithAh00,def_int,0,,,,,
player,201809230kan,sfo,WithAh00,def_int_yds,0,,,,,
player,201809230kan,sfo,WithAh00,def_int_td,0,,,,,
player,201809230kan,sfo,WithAh00,def_int_long,0,,,,,
player,201809230kan,sfo,WithAh00,pass_defended,0,,,,,
player,201809230kan,sfo,WithAh00,sacks,0.0,,,,,
player,201809230kan,sfo,WithAh00,tackles_combined,5,,,,,
player,201809230kan,sfo,WithAh00,tackles_solo,5,,,,,
player,201809230kan,sfo,WithAh00,tackles_assists,0,,,,,
player,201809230kan,sfo,WithAh00,tackles_loss,0,,,,,
player,201809230kan,sfo,WithAh00,qb_hits,0,,,,,
player,201809230kan,sfo,WithAh00,fumbles_rec,0,,,,,
player,201809230kan,sfo,WithAh00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,WithAh00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,WithAh00,fumbles_forced,0,,,,,
player,201809230kan,sfo,BuckDe00,def_int,0,,,,,
player,201809230kan,sfo,BuckDe00,def_int_yds,0,,,,,
player,201809230kan,sfo,BuckDe00,def_int_td,0,,,,,
player,201809230kan,sfo,BuckDe00,def_int_long,0,,,,,
player,201809230kan,sfo,BuckDe00,pass_defended,0,,,,,
player,201809230kan,sfo,BuckDe00,sacks,0.0,,,,,
player,201809230kan,sfo,BuckDe00,tackles_combined,3,,,,,
player,201809230kan,sfo,BuckDe00,tackles_solo,2,,,,,
player,201809230kan,sfo,BuckDe00,tackles_assists,1,,,,,
player,201809230kan,sfo,BuckDe00,tackles_loss,0,,,,,
player,201809230kan,sfo,BuckDe00,qb_hits,1,,,,,
player,201809230kan,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201809230kan,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201809230kan,sfo,ColbAd00,def_int,0,,,,,
player,201809230kan,sfo,ColbAd00,def_int_yds,0,,,,,
player,201809230kan,sfo,ColbAd00,def_int_td,0,,,,,
player,201809230kan,sfo,ColbAd00,def_int_long,0,,,,,
player,201809230kan,sfo,ColbAd00,pass_defended,0,,,,,
player,201809230kan,sfo,ColbAd00,sacks,0.0,,,,,
player,201809230kan,sfo,ColbAd00,tackles_combined,3,,,,,
player,201809230kan,sfo,ColbAd00,tackles_solo,2,,,,,
player,201809230kan,sfo,ColbAd00,tackles_assists,1,,,,,
player,201809230kan,sfo,ColbAd00,tackles_loss,0,,,,,
player,201809230kan,sfo,ColbAd00,qb_hits,0,,,,,
player,201809230kan,sfo,ColbAd00,fumbles_rec,0,,,,,
player,201809230kan,sfo,ColbAd00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,ColbAd00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,ColbAd00,fumbles_forced,0,,,,,
player,201809230kan,sfo,ReedD.00,def_int,0,,,,,
player,201809230kan,sfo,ReedD.00,def_int_yds,0,,,,,
player,201809230kan,sfo,ReedD.00,def_int_td,0,,,,,
player,201809230kan,sfo,ReedD.00,def_int_long,0,,,,,
player,201809230kan,sfo,ReedD.00,pass_defended,0,,,,,
player,201809230kan,sfo,ReedD.00,sacks,0.0,,,,,
player,201809230kan,sfo,ReedD.00,tackles_combined,3,,,,,
player,201809230kan,sfo,ReedD.00,tackles_solo,2,,,,,
player,201809230kan,sfo,ReedD.00,tackles_assists,1,,,,,
player,201809230kan,sfo,ReedD.00,tackles_loss,0,,,,,
player,201809230kan,sfo,ReedD.00,qb_hits,0,,,,,
player,201809230kan,sfo,ReedD.00,fumbles_rec,0,,,,,
player,201809230kan,sfo,ReedD.00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,ReedD.00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,ReedD.00,fumbles_forced,0,,,,,
player,201809230kan,sfo,BlaiRo00,def_int,0,,,,,
player,201809230kan,sfo,BlaiRo00,def_int_yds,0,,,,,
player,201809230kan,sfo,BlaiRo00,def_int_td,0,,,,,
player,201809230kan,sfo,BlaiRo00,def_int_long,0,,,,,
player,201809230kan,sfo,BlaiRo00,pass_defended,0,,,,,
player,201809230kan,sfo,BlaiRo00,sacks,0.0,,,,,
player,201809230kan,sfo,BlaiRo00,tackles_combined,2,,,,,
player,201809230kan,sfo,BlaiRo00,tackles_solo,2,,,,,
player,201809230kan,sfo,BlaiRo00,tackles_assists,0,,,,,
player,201809230kan,sfo,BlaiRo00,tackles_loss,1,,,,,
player,201809230kan,sfo,BlaiRo00,qb_hits,2,,,,,
player,201809230kan,sfo,BlaiRo00,fumbles_rec,0,,,,,
player,201809230kan,sfo,BlaiRo00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,BlaiRo00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,BlaiRo00,fumbles_forced,0,,,,,
player,201809230kan,sfo,MarsCa00,def_int,0,,,,,
player,201809230kan,sfo,MarsCa00,def_int_yds,0,,,,,
player,201809230kan,sfo,MarsCa00,def_int_td,0,,,,,
player,201809230kan,sfo,MarsCa00,def_int_long,0,,,,,
player,201809230kan,sfo,MarsCa00,pass_defended,0,,,,,
player,201809230kan,sfo,MarsCa00,sacks,0.0,,,,,
player,201809230kan,sfo,MarsCa00,tackles_combined,2,,,,,
player,201809230kan,sfo,MarsCa00,tackles_solo,1,,,,,
player,201809230kan,sfo,MarsCa00,tackles_assists,1,,,,,
player,201809230kan,sfo,MarsCa00,tackles_loss,0,,,,,
player,201809230kan,sfo,MarsCa00,qb_hits,0,,,,,
player,201809230kan,sfo,MarsCa00,fumbles_rec,0,,,,,
player,201809230kan,sfo,MarsCa00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,MarsCa00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,MarsCa00,fumbles_forced,0,,,,,
player,201809230kan,sfo,SherRi00,def_int,0,,,,,
player,201809230kan,sfo,SherRi00,def_int_yds,0,,,,,
player,201809230kan,sfo,SherRi00,def_int_td,0,,,,,
player,201809230kan,sfo,SherRi00,def_int_long,0,,,,,
player,201809230kan,sfo,SherRi00,pass_defended,1,,,,,
player,201809230kan,sfo,SherRi00,sacks,0.0,,,,,
player,201809230kan,sfo,SherRi00,tackles_combined,2,,,,,
player,201809230kan,sfo,SherRi00,tackles_solo,1,,,,,
player,201809230kan,sfo,SherRi00,tackles_assists,1,,,,,
player,201809230kan,sfo,SherRi00,tackles_loss,0,,,,,
player,201809230kan,sfo,SherRi00,qb_hits,0,,,,,
player,201809230kan,sfo,SherRi00,fumbles_rec,0,,,,,
player,201809230kan,sfo,SherRi00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,SherRi00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,SherRi00,fumbles_forced,0,,,,,
player,201809230kan,sfo,WardJi01,def_int,0,,,,,
player,201809230kan,sfo,WardJi01,def_int_yds,0,,,,,
player,201809230kan,sfo,WardJi01,def_int_td,0,,,,,
player,201809230kan,sfo,WardJi01,def_int_long,0,,,,,
player,201809230kan,sfo,WardJi01,pass_defended,0,,,,,
player,201809230kan,sfo,WardJi01,sacks,0.0,,,,,
player,201809230kan,sfo,WardJi01,tackles_combined,2,,,,,
player,201809230kan,sfo,WardJi01,tackles_solo,1,,,,,
player,201809230kan,sfo,WardJi01,tackles_assists,1,,,,,
player,201809230kan,sfo,WardJi01,tackles_loss,0,,,,,
player,201809230kan,sfo,WardJi01,qb_hits,0,,,,,
player,201809230kan,sfo,WardJi01,fumbles_rec,0,,,,,
player,201809230kan,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,WardJi01,fumbles_forced,0,,,,,
player,201809230kan,sfo,CeleGa00,def_int,0,,,,,
player,201809230kan,sfo,CeleGa00,def_int_yds,0,,,,,
player,201809230kan,sfo,CeleGa00,def_int_td,0,,,,,
player,201809230kan,sfo,CeleGa00,def_int_long,0,,,,,
player,201809230kan,sfo,CeleGa00,pass_defended,0,,,,,
player,201809230kan,sfo,CeleGa00,sacks,0.0,,,,,
player,201809230kan,sfo,CeleGa00,tackles_combined,1,,,,,
player,201809230kan,sfo,CeleGa00,tackles_solo,1,,,,,
player,201809230kan,sfo,CeleGa00,tackles_assists,0,,,,,
player,201809230kan,sfo,CeleGa00,tackles_loss,0,,,,,
player,201809230kan,sfo,CeleGa00,qb_hits,0,,,,,
player,201809230kan,sfo,CeleGa00,fumbles_rec,0,,,,,
player,201809230kan,sfo,CeleGa00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,CeleGa00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,CeleGa00,fumbles_forced,0,,,,,
player,201809230kan,sfo,JoneD.01,def_int,0,,,,,
player,201809230kan,sfo,JoneD.01,def_int_yds,0,,,,,
player,201809230kan,sfo,JoneD.01,def_int_td,0,,,,,
player,201809230kan,sfo,JoneD.01,def_int_long,0,,,,,
player,201809230kan,sfo,JoneD.01,pass_defended,0,,,,,
player,201809230kan,sfo,JoneD.01,sacks,0.0,,,,,
player,201809230kan,sfo,JoneD.01,tackles_combined,1,,,,,
player,201809230kan,sfo,JoneD.01,tackles_solo,0,,,,,
player,201809230kan,sfo,JoneD.01,tackles_assists,1,,,,,
player,201809230kan,sfo,JoneD.01,tackles_loss,0,,,,,
player,201809230kan,sfo,JoneD.01,qb_hits,0,,,,,
player,201809230kan,sfo,JoneD.01,fumbles_rec,0,,,,,
player,201809230kan,sfo,JoneD.01,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,JoneD.01,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,JoneD.01,fumbles_forced,0,,,,,
player,201809230kan,sfo,MitcEa99,def_int,0,,,,,
player,201809230kan,sfo,MitcEa99,def_int_yds,0,,,,,
player,201809230kan,sfo,MitcEa99,def_int_td,0,,,,,
player,201809230kan,sfo,MitcEa99,def_int_long,0,,,,,
player,201809230kan,sfo,MitcEa99,pass_defended,0,,,,,
player,201809230kan,sfo,MitcEa99,sacks,0.0,,,,,
player,201809230kan,sfo,MitcEa99,tackles_combined,1,,,,,
player,201809230kan,sfo,MitcEa99,tackles_solo,0,,,,,
player,201809230kan,sfo,MitcEa99,tackles_assists,1,,,,,
player,201809230kan,sfo,MitcEa99,tackles_loss,0,,,,,
player,201809230kan,sfo,MitcEa99,qb_hits,1,,,,,
player,201809230kan,sfo,MitcEa99,fumbles_rec,0,,,,,
player,201809230kan,sfo,MitcEa99,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,MitcEa99,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,MitcEa99,fumbles_forced,0,,,,,
player,201809230kan,sfo,SmitMa02,def_int,0,,,,,
player,201809230kan,sfo,SmitMa02,def_int_yds,0,,,,,
player,201809230kan,sfo,SmitMa02,def_int_td,0,,,,,
player,201809230kan,sfo,SmitMa02,def_int_long,0,,,,,
player,201809230kan,sfo,SmitMa02,pass_defended,0,,,,,
player,201809230kan,sfo,SmitMa02,sacks,0.0,,,,,
player,201809230kan,sfo,SmitMa02,tackles_combined,1,,,,,
player,201809230kan,sfo,SmitMa02,tackles_solo,1,,,,,
player,201809230kan,sfo,SmitMa02,tackles_assists,0,,,,,
player,201809230kan,sfo,SmitMa02,tackles_loss,0,,,,,
player,201809230kan,sfo,SmitMa02,qb_hits,1,,,,,
player,201809230kan,sfo,SmitMa02,fumbles_rec,0,,,,,
player,201809230kan,sfo,SmitMa02,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,SmitMa02,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,SmitMa02,fumbles_forced,0,,,,,
player,201809230kan,sfo,WickCo00,def_int,0,,,,,
player,201809230kan,sfo,WickCo00,def_int_yds,0,,,,,
player,201809230kan,sfo,WickCo00,def_int_td,0,,,,,
player,201809230kan,sfo,WickCo00,def_int_long,0,,,,,
player,201809230kan,sfo,WickCo00,pass_defended,0,,,,,
player,201809230kan,sfo,WickCo00,sacks,0.0,,,,,
player,201809230kan,sfo,WickCo00,tackles_combined,1,,,,,
player,201809230kan,sfo,WickCo00,tackles_solo,1,,,,,
player,201809230kan,sfo,WickCo00,tackles_assists,0,,,,,
player,201809230kan,sfo,WickCo00,tackles_loss,0,,,,,
player,201809230kan,sfo,WickCo00,qb_hits,0,,,,,
player,201809230kan,sfo,WickCo00,fumbles_rec,0,,,,,
player,201809230kan,sfo,WickCo00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,WickCo00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,WickCo00,fumbles_forced,0,,,,,
player,201809230kan,sfo,DayxSh00,def_int,0,,,,,
player,201809230kan,sfo,DayxSh00,def_int_yds,0,,,,,
player,201809230kan,sfo,DayxSh00,def_int_td,0,,,,,
player,201809230kan,sfo,DayxSh00,def_int_long,0,,,,,
player,201809230kan,sfo,DayxSh00,pass_defended,1,,,,,
player,201809230kan,sfo,DayxSh00,sacks,0.0,,,,,
player,201809230kan,sfo,DayxSh00,tackles_combined,0,,,,,
player,201809230kan,sfo,DayxSh00,tackles_solo,0,,,,,
player,201809230kan,sfo,DayxSh00,tackles_assists,0,,,,,
player,201809230kan,sfo,DayxSh00,tackles_loss,0,,,,,
player,201809230kan,sfo,DayxSh00,qb_hits,0,,,,,
player,201809230kan,sfo,DayxSh00,fumbles_rec,0,,,,,
player,201809230kan,sfo,DayxSh00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,DayxSh00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,DayxSh00,fumbles_forced,0,,,,,
player,201809230kan,sfo,ThomSo00,def_int,0,,,,,
player,201809230kan,sfo,ThomSo00,def_int_yds,0,,,,,
player,201809230kan,sfo,ThomSo00,def_int_td,0,,,,,
player,201809230kan,sfo,ThomSo00,def_int_long,0,,,,,
player,201809230kan,sfo,ThomSo00,pass_defended,0,,,,,
player,201809230kan,sfo,ThomSo00,sacks,0.0,,,,,
player,201809230kan,sfo,ThomSo00,tackles_combined,0,,,,,
player,201809230kan,sfo,ThomSo00,tackles_solo,0,,,,,
player,201809230kan,sfo,ThomSo00,tackles_assists,0,,,,,
player,201809230kan,sfo,ThomSo00,tackles_loss,0,,,,,
player,201809230kan,sfo,ThomSo00,qb_hits,2,,,,,
player,201809230kan,sfo,ThomSo00,fumbles_rec,0,,,,,
player,201809230kan,sfo,ThomSo00,fumbles_rec_yds,0,,,,,
player,201809230kan,sfo,ThomSo00,fumbles_rec_td,0,,,,,
player,201809230kan,sfo,ThomSo00,fumbles_forced,0,,,,,
player,201809230kan,kan,HousJu00,def_int,0,,,,,
player,201809230kan,kan,HousJu00,def_int_yds,0,,,,,
player,201809230kan,kan,HousJu00,def_int_td,0,,,,,
player,201809230kan,kan,HousJu00,def_int_long,0,,,,,
player,201809230kan,kan,HousJu00,pass_defended,0,,,,,
player,201809230kan,kan,HousJu00,sacks,2.0,,,,,
player,201809230kan,kan,HousJu00,tackles_combined,4,,,,,
player,201809230kan,kan,HousJu00,tackles_solo,4,,,,,
player,201809230kan,kan,HousJu00,tackles_assists,0,,,,,
player,201809230kan,kan,HousJu00,tackles_loss,2,,,,,
player,201809230kan,kan,HousJu00,qb_hits,2,,,,,
player,201809230kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201809230kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,HousJu00,fumbles_forced,2,,,,,
player,201809230kan,kan,BailAl00,def_int,0,,,,,
player,201809230kan,kan,BailAl00,def_int_yds,0,,,,,
player,201809230kan,kan,BailAl00,def_int_td,0,,,,,
player,201809230kan,kan,BailAl00,def_int_long,0,,,,,
player,201809230kan,kan,BailAl00,pass_defended,0,,,,,
player,201809230kan,kan,BailAl00,sacks,1.0,,,,,
player,201809230kan,kan,BailAl00,tackles_combined,4,,,,,
player,201809230kan,kan,BailAl00,tackles_solo,3,,,,,
player,201809230kan,kan,BailAl00,tackles_assists,1,,,,,
player,201809230kan,kan,BailAl00,tackles_loss,2,,,,,
player,201809230kan,kan,BailAl00,qb_hits,1,,,,,
player,201809230kan,kan,BailAl00,fumbles_rec,0,,,,,
player,201809230kan,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,BailAl00,fumbles_forced,0,,,,,
player,201809230kan,kan,FordDe00,def_int,0,,,,,
player,201809230kan,kan,FordDe00,def_int_yds,0,,,,,
player,201809230kan,kan,FordDe00,def_int_td,0,,,,,
player,201809230kan,kan,FordDe00,def_int_long,0,,,,,
player,201809230kan,kan,FordDe00,pass_defended,0,,,,,
player,201809230kan,kan,FordDe00,sacks,1.0,,,,,
player,201809230kan,kan,FordDe00,tackles_combined,1,,,,,
player,201809230kan,kan,FordDe00,tackles_solo,1,,,,,
player,201809230kan,kan,FordDe00,tackles_assists,0,,,,,
player,201809230kan,kan,FordDe00,tackles_loss,1,,,,,
player,201809230kan,kan,FordDe00,qb_hits,1,,,,,
player,201809230kan,kan,FordDe00,fumbles_rec,0,,,,,
player,201809230kan,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,FordDe00,fumbles_forced,0,,,,,
player,201809230kan,kan,RaglRe00,def_int,0,,,,,
player,201809230kan,kan,RaglRe00,def_int_yds,0,,,,,
player,201809230kan,kan,RaglRe00,def_int_td,0,,,,,
player,201809230kan,kan,RaglRe00,def_int_long,0,,,,,
player,201809230kan,kan,RaglRe00,pass_defended,0,,,,,
player,201809230kan,kan,RaglRe00,sacks,0.0,,,,,
player,201809230kan,kan,RaglRe00,tackles_combined,8,,,,,
player,201809230kan,kan,RaglRe00,tackles_solo,4,,,,,
player,201809230kan,kan,RaglRe00,tackles_assists,4,,,,,
player,201809230kan,kan,RaglRe00,tackles_loss,0,,,,,
player,201809230kan,kan,RaglRe00,qb_hits,0,,,,,
player,201809230kan,kan,RaglRe00,fumbles_rec,0,,,,,
player,201809230kan,kan,RaglRe00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,RaglRe00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,RaglRe00,fumbles_forced,0,,,,,
player,201809230kan,kan,ParkRo01,def_int,0,,,,,
player,201809230kan,kan,ParkRo01,def_int_yds,0,,,,,
player,201809230kan,kan,ParkRo01,def_int_td,0,,,,,
player,201809230kan,kan,ParkRo01,def_int_long,0,,,,,
player,201809230kan,kan,ParkRo01,pass_defended,0,,,,,
player,201809230kan,kan,ParkRo01,sacks,0.0,,,,,
player,201809230kan,kan,ParkRo01,tackles_combined,7,,,,,
player,201809230kan,kan,ParkRo01,tackles_solo,6,,,,,
player,201809230kan,kan,ParkRo01,tackles_assists,1,,,,,
player,201809230kan,kan,ParkRo01,tackles_loss,0,,,,,
player,201809230kan,kan,ParkRo01,qb_hits,0,,,,,
player,201809230kan,kan,ParkRo01,fumbles_rec,0,,,,,
player,201809230kan,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201809230kan,kan,ParkRo01,fumbles_forced,0,,,,,
player,201809230kan,kan,HitcAn00,def_int,0,,,,,
player,201809230kan,kan,HitcAn00,def_int_yds,0,,,,,
player,201809230kan,kan,HitcAn00,def_int_td,0,,,,,
player,201809230kan,kan,HitcAn00,def_int_long,0,,,,,
player,201809230kan,kan,HitcAn00,pass_defended,0,,,,,
player,201809230kan,kan,HitcAn00,sacks,0.0,,,,,
player,201809230kan,kan,HitcAn00,tackles_combined,6,,,,,
player,201809230kan,kan,HitcAn00,tackles_solo,6,,,,,
player,201809230kan,kan,HitcAn00,tackles_assists,0,,,,,
player,201809230kan,kan,HitcAn00,tackles_loss,0,,,,,
player,201809230kan,kan,HitcAn00,qb_hits,1,,,,,
player,201809230kan,kan,HitcAn00,fumbles_rec,0,,,,,
player,201809230kan,kan,HitcAn00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,HitcAn00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,HitcAn00,fumbles_forced,0,,,,,
player,201809230kan,kan,FullKe00,def_int,0,,,,,
player,201809230kan,kan,FullKe00,def_int_yds,0,,,,,
player,201809230kan,kan,FullKe00,def_int_td,0,,,,,
player,201809230kan,kan,FullKe00,def_int_long,0,,,,,
player,201809230kan,kan,FullKe00,pass_defended,0,,,,,
player,201809230kan,kan,FullKe00,sacks,0.0,,,,,
player,201809230kan,kan,FullKe00,tackles_combined,5,,,,,
player,201809230kan,kan,FullKe00,tackles_solo,3,,,,,
player,201809230kan,kan,FullKe00,tackles_assists,2,,,,,
player,201809230kan,kan,FullKe00,tackles_loss,0,,,,,
player,201809230kan,kan,FullKe00,qb_hits,0,,,,,
player,201809230kan,kan,FullKe00,fumbles_rec,0,,,,,
player,201809230kan,kan,FullKe00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,FullKe00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,FullKe00,fumbles_forced,0,,,,,
player,201809230kan,kan,MurrEr00,def_int,0,,,,,
player,201809230kan,kan,MurrEr00,def_int_yds,0,,,,,
player,201809230kan,kan,MurrEr00,def_int_td,0,,,,,
player,201809230kan,kan,MurrEr00,def_int_long,0,,,,,
player,201809230kan,kan,MurrEr00,pass_defended,1,,,,,
player,201809230kan,kan,MurrEr00,sacks,0.0,,,,,
player,201809230kan,kan,MurrEr00,tackles_combined,5,,,,,
player,201809230kan,kan,MurrEr00,tackles_solo,3,,,,,
