game,2018,7,20181021,201810210rav,nor,"New Orleans Saints",24,rav,"Baltimore Ravens",23
player,201810210rav,nor,OkafAl00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,OkafAl00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,OkafAl00,fumbles_forced,0,,,,,
player,201810210rav,nor,KleiAJ00,def_int,0,,,,,
player,201810210rav,nor,KleiAJ00,def_int_yds,0,,,,,
player,201810210rav,nor,KleiAJ00,def_int_td,0,,,,,
player,201810210rav,nor,KleiAJ00,def_int_long,0,,,,,
player,201810210rav,nor,KleiAJ00,pass_defended,0,,,,,
player,201810210rav,nor,KleiAJ00,sacks,0.0,,,,,
player,201810210rav,nor,KleiAJ00,tackles_combined,7,,,,,
player,201810210rav,nor,KleiAJ00,tackles_solo,5,,,,,
player,201810210rav,nor,KleiAJ00,tackles_assists,2,,,,,
player,201810210rav,nor,KleiAJ00,tackles_loss,1,,,,,
player,201810210rav,nor,KleiAJ00,qb_hits,0,,,,,
player,201810210rav,nor,KleiAJ00,fumbles_rec,0,,,,,
player,201810210rav,nor,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,KleiAJ00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,KleiAJ00,fumbles_forced,0,,,,,
player,201810210rav,nor,CrawKe02,def_int,0,,,,,
player,201810210rav,nor,CrawKe02,def_int_yds,0,,,,,
player,201810210rav,nor,CrawKe02,def_int_td,0,,,,,
player,201810210rav,nor,CrawKe02,def_int_long,0,,,,,
player,201810210rav,nor,CrawKe02,pass_defended,1,,,,,
player,201810210rav,nor,CrawKe02,sacks,0.0,,,,,
player,201810210rav,nor,CrawKe02,tackles_combined,6,,,,,
player,201810210rav,nor,CrawKe02,tackles_solo,6,,,,,
player,201810210rav,nor,CrawKe02,tackles_assists,0,,,,,
player,201810210rav,nor,CrawKe02,tackles_loss,0,,,,,
player,201810210rav,nor,CrawKe02,qb_hits,0,,,,,
player,201810210rav,nor,CrawKe02,fumbles_rec,0,,,,,
player,201810210rav,nor,CrawKe02,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,CrawKe02,fumbles_rec_td,0,,,,,
player,201810210rav,nor,CrawKe02,fumbles_forced,0,,,,,
player,201810210rav,nor,DaviDe00,def_int,0,,,,,
player,201810210rav,nor,DaviDe00,def_int_yds,0,,,,,
player,201810210rav,nor,DaviDe00,def_int_td,0,,,,,
player,201810210rav,nor,DaviDe00,def_int_long,0,,,,,
player,201810210rav,nor,DaviDe00,pass_defended,1,,,,,
player,201810210rav,nor,DaviDe00,sacks,0.0,,,,,
player,201810210rav,nor,DaviDe00,tackles_combined,6,,,,,
player,201810210rav,nor,DaviDe00,tackles_solo,5,,,,,
player,201810210rav,nor,DaviDe00,tackles_assists,1,,,,,
player,201810210rav,nor,DaviDe00,tackles_loss,1,,,,,
player,201810210rav,nor,DaviDe00,qb_hits,0,,,,,
player,201810210rav,nor,DaviDe00,fumbles_rec,0,,,,,
player,201810210rav,nor,DaviDe00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,DaviDe00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,DaviDe00,fumbles_forced,0,,,,,
player,201810210rav,nor,OnyeDa00,def_int,0,,,,,
player,201810210rav,nor,OnyeDa00,def_int_yds,0,,,,,
player,201810210rav,nor,OnyeDa00,def_int_td,0,,,,,
player,201810210rav,nor,OnyeDa00,def_int_long,0,,,,,
player,201810210rav,nor,OnyeDa00,pass_defended,0,,,,,
player,201810210rav,nor,OnyeDa00,sacks,0.0,,,,,
player,201810210rav,nor,OnyeDa00,tackles_combined,4,,,,,
player,201810210rav,nor,OnyeDa00,tackles_solo,3,,,,,
player,201810210rav,nor,OnyeDa00,tackles_assists,1,,,,,
player,201810210rav,nor,OnyeDa00,tackles_loss,0,,,,,
player,201810210rav,nor,OnyeDa00,qb_hits,0,,,,,
player,201810210rav,nor,OnyeDa00,fumbles_rec,0,,,,,
player,201810210rav,nor,OnyeDa00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,OnyeDa00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,OnyeDa00,fumbles_forced,0,,,,,
player,201810210rav,nor,WillMa06,def_int,0,,,,,
player,201810210rav,nor,WillMa06,def_int_yds,0,,,,,
player,201810210rav,nor,WillMa06,def_int_td,0,,,,,
player,201810210rav,nor,WillMa06,def_int_long,0,,,,,
player,201810210rav,nor,WillMa06,pass_defended,0,,,,,
player,201810210rav,nor,WillMa06,sacks,0.0,,,,,
player,201810210rav,nor,WillMa06,tackles_combined,4,,,,,
player,201810210rav,nor,WillMa06,tackles_solo,2,,,,,
player,201810210rav,nor,WillMa06,tackles_assists,2,,,,,
player,201810210rav,nor,WillMa06,tackles_loss,0,,,,,
player,201810210rav,nor,WillMa06,qb_hits,0,,,,,
player,201810210rav,nor,WillMa06,fumbles_rec,0,,,,,
player,201810210rav,nor,WillMa06,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,WillMa06,fumbles_rec_td,0,,,,,
player,201810210rav,nor,WillMa06,fumbles_forced,0,,,,,
player,201810210rav,nor,BellVo00,def_int,0,,,,,
player,201810210rav,nor,BellVo00,def_int_yds,0,,,,,
player,201810210rav,nor,BellVo00,def_int_td,0,,,,,
player,201810210rav,nor,BellVo00,def_int_long,0,,,,,
player,201810210rav,nor,BellVo00,pass_defended,0,,,,,
player,201810210rav,nor,BellVo00,sacks,0.0,,,,,
player,201810210rav,nor,BellVo00,tackles_combined,3,,,,,
player,201810210rav,nor,BellVo00,tackles_solo,2,,,,,
player,201810210rav,nor,BellVo00,tackles_assists,1,,,,,
player,201810210rav,nor,BellVo00,tackles_loss,0,,,,,
player,201810210rav,nor,BellVo00,qb_hits,0,,,,,
player,201810210rav,nor,BellVo00,fumbles_rec,0,,,,,
player,201810210rav,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,BellVo00,fumbles_forced,0,,,,,
player,201810210rav,nor,LattMa01,def_int,0,,,,,
player,201810210rav,nor,LattMa01,def_int_yds,0,,,,,
player,201810210rav,nor,LattMa01,def_int_td,0,,,,,
player,201810210rav,nor,LattMa01,def_int_long,0,,,,,
player,201810210rav,nor,LattMa01,pass_defended,2,,,,,
player,201810210rav,nor,LattMa01,sacks,0.0,,,,,
player,201810210rav,nor,LattMa01,tackles_combined,3,,,,,
player,201810210rav,nor,LattMa01,tackles_solo,3,,,,,
player,201810210rav,nor,LattMa01,tackles_assists,0,,,,,
player,201810210rav,nor,LattMa01,tackles_loss,0,,,,,
player,201810210rav,nor,LattMa01,qb_hits,0,,,,,
player,201810210rav,nor,LattMa01,fumbles_rec,0,,,,,
player,201810210rav,nor,LattMa01,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,LattMa01,fumbles_rec_td,0,,,,,
player,201810210rav,nor,LattMa01,fumbles_forced,0,,,,,
player,201810210rav,nor,RankSh00,def_int,0,,,,,
player,201810210rav,nor,RankSh00,def_int_yds,0,,,,,
player,201810210rav,nor,RankSh00,def_int_td,0,,,,,
player,201810210rav,nor,RankSh00,def_int_long,0,,,,,
player,201810210rav,nor,RankSh00,pass_defended,0,,,,,
player,201810210rav,nor,RankSh00,sacks,0.0,,,,,
player,201810210rav,nor,RankSh00,tackles_combined,3,,,,,
player,201810210rav,nor,RankSh00,tackles_solo,2,,,,,
player,201810210rav,nor,RankSh00,tackles_assists,1,,,,,
player,201810210rav,nor,RankSh00,tackles_loss,0,,,,,
player,201810210rav,nor,RankSh00,qb_hits,0,,,,,
player,201810210rav,nor,RankSh00,fumbles_rec,0,,,,,
player,201810210rav,nor,RankSh00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,RankSh00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,RankSh00,fumbles_forced,0,,,,,
player,201810210rav,nor,TeoxMa00,def_int,0,,,,,
player,201810210rav,nor,TeoxMa00,def_int_yds,0,,,,,
player,201810210rav,nor,TeoxMa00,def_int_td,0,,,,,
player,201810210rav,nor,TeoxMa00,def_int_long,0,,,,,
player,201810210rav,nor,TeoxMa00,pass_defended,0,,,,,
player,201810210rav,nor,TeoxMa00,sacks,0.0,,,,,
player,201810210rav,nor,TeoxMa00,tackles_combined,3,,,,,
player,201810210rav,nor,TeoxMa00,tackles_solo,3,,,,,
player,201810210rav,nor,TeoxMa00,tackles_assists,0,,,,,
player,201810210rav,nor,TeoxMa00,tackles_loss,0,,,,,
player,201810210rav,nor,TeoxMa00,qb_hits,0,,,,,
player,201810210rav,nor,TeoxMa00,fumbles_rec,0,,,,,
player,201810210rav,nor,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,TeoxMa00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,TeoxMa00,fumbles_forced,0,,,,,
player,201810210rav,nor,AnzaAl00,def_int,0,,,,,
player,201810210rav,nor,AnzaAl00,def_int_yds,0,,,,,
player,201810210rav,nor,AnzaAl00,def_int_td,0,,,,,
player,201810210rav,nor,AnzaAl00,def_int_long,0,,,,,
player,201810210rav,nor,AnzaAl00,pass_defended,0,,,,,
player,201810210rav,nor,AnzaAl00,sacks,0.0,,,,,
player,201810210rav,nor,AnzaAl00,tackles_combined,2,,,,,
player,201810210rav,nor,AnzaAl00,tackles_solo,2,,,,,
player,201810210rav,nor,AnzaAl00,tackles_assists,0,,,,,
player,201810210rav,nor,AnzaAl00,tackles_loss,0,,,,,
player,201810210rav,nor,AnzaAl00,qb_hits,0,,,,,
player,201810210rav,nor,AnzaAl00,fumbles_rec,0,,,,,
player,201810210rav,nor,AnzaAl00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,AnzaAl00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,AnzaAl00,fumbles_forced,0,,,,,
player,201810210rav,nor,ColeKu99,def_int,0,,,,,
player,201810210rav,nor,ColeKu99,def_int_yds,0,,,,,
player,201810210rav,nor,ColeKu99,def_int_td,0,,,,,
player,201810210rav,nor,ColeKu99,def_int_long,0,,,,,
player,201810210rav,nor,ColeKu99,pass_defended,0,,,,,
player,201810210rav,nor,ColeKu99,sacks,0.0,,,,,
player,201810210rav,nor,ColeKu99,tackles_combined,2,,,,,
player,201810210rav,nor,ColeKu99,tackles_solo,2,,,,,
player,201810210rav,nor,ColeKu99,tackles_assists,0,,,,,
player,201810210rav,nor,ColeKu99,tackles_loss,0,,,,,
player,201810210rav,nor,ColeKu99,qb_hits,0,,,,,
player,201810210rav,nor,ColeKu99,fumbles_rec,0,,,,,
player,201810210rav,nor,ColeKu99,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,ColeKu99,fumbles_rec_td,0,,,,,
player,201810210rav,nor,ColeKu99,fumbles_forced,0,,,,,
player,201810210rav,nor,HillTa00,def_int,0,,,,,
player,201810210rav,nor,HillTa00,def_int_yds,0,,,,,
player,201810210rav,nor,HillTa00,def_int_td,0,,,,,
player,201810210rav,nor,HillTa00,def_int_long,0,,,,,
player,201810210rav,nor,HillTa00,pass_defended,0,,,,,
player,201810210rav,nor,HillTa00,sacks,0.0,,,,,
player,201810210rav,nor,HillTa00,tackles_combined,2,,,,,
player,201810210rav,nor,HillTa00,tackles_solo,2,,,,,
player,201810210rav,nor,HillTa00,tackles_assists,0,,,,,
player,201810210rav,nor,HillTa00,tackles_loss,0,,,,,
player,201810210rav,nor,HillTa00,qb_hits,0,,,,,
player,201810210rav,nor,HillTa00,fumbles_rec,0,,,,,
player,201810210rav,nor,HillTa00,fumbles_rec_yds,-2,,,,,
player,201810210rav,nor,HillTa00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,HillTa00,fumbles_forced,0,,,,,
player,201810210rav,nor,JordCa00,def_int,0,,,,,
player,201810210rav,nor,JordCa00,def_int_yds,0,,,,,
player,201810210rav,nor,JordCa00,def_int_td,0,,,,,
player,201810210rav,nor,JordCa00,def_int_long,0,,,,,
player,201810210rav,nor,JordCa00,pass_defended,0,,,,,
player,201810210rav,nor,JordCa00,sacks,0.0,,,,,
player,201810210rav,nor,JordCa00,tackles_combined,2,,,,,
player,201810210rav,nor,JordCa00,tackles_solo,2,,,,,
player,201810210rav,nor,JordCa00,tackles_assists,0,,,,,
player,201810210rav,nor,JordCa00,tackles_loss,0,,,,,
player,201810210rav,nor,JordCa00,qb_hits,0,,,,,
player,201810210rav,nor,JordCa00,fumbles_rec,0,,,,,
player,201810210rav,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,JordCa00,fumbles_forced,0,,,,,
player,201810210rav,nor,WillP.00,def_int,0,,,,,
player,201810210rav,nor,WillP.00,def_int_yds,0,,,,,
player,201810210rav,nor,WillP.00,def_int_td,0,,,,,
player,201810210rav,nor,WillP.00,def_int_long,0,,,,,
player,201810210rav,nor,WillP.00,pass_defended,0,,,,,
player,201810210rav,nor,WillP.00,sacks,0.0,,,,,
player,201810210rav,nor,WillP.00,tackles_combined,2,,,,,
player,201810210rav,nor,WillP.00,tackles_solo,2,,,,,
player,201810210rav,nor,WillP.00,tackles_assists,0,,,,,
player,201810210rav,nor,WillP.00,tackles_loss,0,,,,,
player,201810210rav,nor,WillP.00,qb_hits,0,,,,,
player,201810210rav,nor,WillP.00,fumbles_rec,0,,,,,
player,201810210rav,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,WillP.00,fumbles_forced,0,,,,,
player,201810210rav,nor,RobiJo01,def_int,0,,,,,
player,201810210rav,nor,RobiJo01,def_int_yds,0,,,,,
player,201810210rav,nor,RobiJo01,def_int_td,0,,,,,
player,201810210rav,nor,RobiJo01,def_int_long,0,,,,,
player,201810210rav,nor,RobiJo01,pass_defended,0,,,,,
player,201810210rav,nor,RobiJo01,sacks,0.0,,,,,
player,201810210rav,nor,RobiJo01,tackles_combined,1,,,,,
player,201810210rav,nor,RobiJo01,tackles_solo,1,,,,,
player,201810210rav,nor,RobiJo01,tackles_assists,0,,,,,
player,201810210rav,nor,RobiJo01,tackles_loss,0,,,,,
player,201810210rav,nor,RobiJo01,qb_hits,0,,,,,
player,201810210rav,nor,RobiJo01,fumbles_rec,0,,,,,
player,201810210rav,nor,RobiJo01,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,RobiJo01,fumbles_rec_td,0,,,,,
player,201810210rav,nor,RobiJo01,fumbles_forced,0,,,,,
player,201810210rav,nor,WoodZa00,def_int,0,,,,,
player,201810210rav,nor,WoodZa00,def_int_yds,0,,,,,
player,201810210rav,nor,WoodZa00,def_int_td,0,,,,,
player,201810210rav,nor,WoodZa00,def_int_long,0,,,,,
player,201810210rav,nor,WoodZa00,pass_defended,0,,,,,
player,201810210rav,nor,WoodZa00,sacks,0.0,,,,,
player,201810210rav,nor,WoodZa00,tackles_combined,1,,,,,
player,201810210rav,nor,WoodZa00,tackles_solo,1,,,,,
player,201810210rav,nor,WoodZa00,tackles_assists,0,,,,,
player,201810210rav,nor,WoodZa00,tackles_loss,0,,,,,
player,201810210rav,nor,WoodZa00,qb_hits,0,,,,,
player,201810210rav,nor,WoodZa00,fumbles_rec,0,,,,,
player,201810210rav,nor,WoodZa00,fumbles_rec_yds,0,,,,,
player,201810210rav,nor,WoodZa00,fumbles_rec_td,0,,,,,
player,201810210rav,nor,WoodZa00,fumbles_forced,0,,,,,
player,201810210rav,rav,SuggTe99,def_int,0,,,,,
player,201810210rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201810210rav,rav,SuggTe99,def_int_td,0,,,,,
player,201810210rav,rav,SuggTe99,def_int_long,0,,,,,
player,201810210rav,rav,SuggTe99,pass_defended,0,,,,,
player,201810210rav,rav,SuggTe99,sacks,1.0,,,,,
player,201810210rav,rav,SuggTe99,tackles_combined,3,,,,,
player,201810210rav,rav,SuggTe99,tackles_solo,3,,,,,
player,201810210rav,rav,SuggTe99,tackles_assists,0,,,,,
player,201810210rav,rav,SuggTe99,tackles_loss,2,,,,,
player,201810210rav,rav,SuggTe99,qb_hits,1,,,,,
player,201810210rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201810210rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201810210rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201810210rav,rav,MoslC.00,def_int,0,,,,,
player,201810210rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201810210rav,rav,MoslC.00,def_int_td,0,,,,,
player,201810210rav,rav,MoslC.00,def_int_long,0,,,,,
player,201810210rav,rav,MoslC.00,pass_defended,0,,,,,
player,201810210rav,rav,MoslC.00,sacks,0.0,,,,,
player,201810210rav,rav,MoslC.00,tackles_combined,16,,,,,
player,201810210rav,rav,MoslC.00,tackles_solo,11,,,,,
player,201810210rav,rav,MoslC.00,tackles_assists,5,,,,,
player,201810210rav,rav,MoslC.00,tackles_loss,0,,,,,
player,201810210rav,rav,MoslC.00,qb_hits,0,,,,,
player,201810210rav,rav,MoslC.00,fumbles_rec,0,,,,,
player,201810210rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201810210rav,rav,WeddEr99,def_int,0,,,,,
player,201810210rav,rav,WeddEr99,def_int_yds,0,,,,,
player,201810210rav,rav,WeddEr99,def_int_td,0,,,,,
player,201810210rav,rav,WeddEr99,def_int_long,0,,,,,
player,201810210rav,rav,WeddEr99,pass_defended,0,,,,,
player,201810210rav,rav,WeddEr99,sacks,0.0,,,,,
player,201810210rav,rav,WeddEr99,tackles_combined,7,,,,,
player,201810210rav,rav,WeddEr99,tackles_solo,5,,,,,
player,201810210rav,rav,WeddEr99,tackles_assists,2,,,,,
player,201810210rav,rav,WeddEr99,tackles_loss,0,,,,,
player,201810210rav,rav,WeddEr99,qb_hits,0,,,,,
player,201810210rav,rav,WeddEr99,fumbles_rec,0,,,,,
player,201810210rav,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201810210rav,rav,WeddEr99,fumbles_forced,0,,,,,
player,201810210rav,rav,JeffTo00,def_int,0,,,,,
player,201810210rav,rav,JeffTo00,def_int_yds,0,,,,,
player,201810210rav,rav,JeffTo00,def_int_td,0,,,,,
player,201810210rav,rav,JeffTo00,def_int_long,0,,,,,
player,201810210rav,rav,JeffTo00,pass_defended,0,,,,,
player,201810210rav,rav,JeffTo00,sacks,0.0,,,,,
player,201810210rav,rav,JeffTo00,tackles_combined,6,,,,,
player,201810210rav,rav,JeffTo00,tackles_solo,5,,,,,
player,201810210rav,rav,JeffTo00,tackles_assists,1,,,,,
player,201810210rav,rav,JeffTo00,tackles_loss,0,,,,,
player,201810210rav,rav,JeffTo00,qb_hits,1,,,,,
player,201810210rav,rav,JeffTo00,fumbles_rec,0,,,,,
player,201810210rav,rav,JeffTo00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,JeffTo00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,JeffTo00,fumbles_forced,0,,,,,
player,201810210rav,rav,PierMi00,def_int,0,,,,,
player,201810210rav,rav,PierMi00,def_int_yds,0,,,,,
player,201810210rav,rav,PierMi00,def_int_td,0,,,,,
player,201810210rav,rav,PierMi00,def_int_long,0,,,,,
player,201810210rav,rav,PierMi00,pass_defended,0,,,,,
player,201810210rav,rav,PierMi00,sacks,0.0,,,,,
player,201810210rav,rav,PierMi00,tackles_combined,4,,,,,
player,201810210rav,rav,PierMi00,tackles_solo,3,,,,,
player,201810210rav,rav,PierMi00,tackles_assists,1,,,,,
player,201810210rav,rav,PierMi00,tackles_loss,0,,,,,
player,201810210rav,rav,PierMi00,qb_hits,0,,,,,
player,201810210rav,rav,PierMi00,fumbles_rec,1,,,,,
player,201810210rav,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,PierMi00,fumbles_forced,0,,,,,
player,201810210rav,rav,YounTa01,def_int,0,,,,,
player,201810210rav,rav,YounTa01,def_int_yds,0,,,,,
player,201810210rav,rav,YounTa01,def_int_td,0,,,,,
player,201810210rav,rav,YounTa01,def_int_long,0,,,,,
player,201810210rav,rav,YounTa01,pass_defended,0,,,,,
player,201810210rav,rav,YounTa01,sacks,0.0,,,,,
player,201810210rav,rav,YounTa01,tackles_combined,4,,,,,
player,201810210rav,rav,YounTa01,tackles_solo,4,,,,,
player,201810210rav,rav,YounTa01,tackles_assists,0,,,,,
player,201810210rav,rav,YounTa01,tackles_loss,0,,,,,
player,201810210rav,rav,YounTa01,qb_hits,0,,,,,
player,201810210rav,rav,YounTa01,fumbles_rec,0,,,,,
player,201810210rav,rav,YounTa01,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,YounTa01,fumbles_rec_td,0,,,,,
player,201810210rav,rav,YounTa01,fumbles_forced,0,,,,,
player,201810210rav,rav,YounKe03,def_int,0,,,,,
player,201810210rav,rav,YounKe03,def_int_yds,0,,,,,
player,201810210rav,rav,YounKe03,def_int_td,0,,,,,
player,201810210rav,rav,YounKe03,def_int_long,0,,,,,
player,201810210rav,rav,YounKe03,pass_defended,0,,,,,
player,201810210rav,rav,YounKe03,sacks,0.0,,,,,
player,201810210rav,rav,YounKe03,tackles_combined,4,,,,,
player,201810210rav,rav,YounKe03,tackles_solo,3,,,,,
player,201810210rav,rav,YounKe03,tackles_assists,1,,,,,
player,201810210rav,rav,YounKe03,tackles_loss,0,,,,,
player,201810210rav,rav,YounKe03,qb_hits,0,,,,,
player,201810210rav,rav,YounKe03,fumbles_rec,0,,,,,
player,201810210rav,rav,YounKe03,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,YounKe03,fumbles_rec_td,0,,,,,
player,201810210rav,rav,YounKe03,fumbles_forced,0,,,,,
player,201810210rav,rav,SmitJi03,def_int,0,,,,,
player,201810210rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201810210rav,rav,SmitJi03,def_int_td,0,,,,,
player,201810210rav,rav,SmitJi03,def_int_long,0,,,,,
player,201810210rav,rav,SmitJi03,pass_defended,0,,,,,
player,201810210rav,rav,SmitJi03,sacks,0.0,,,,,
player,201810210rav,rav,SmitJi03,tackles_combined,3,,,,,
player,201810210rav,rav,SmitJi03,tackles_solo,2,,,,,
player,201810210rav,rav,SmitJi03,tackles_assists,1,,,,,
player,201810210rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201810210rav,rav,SmitJi03,qb_hits,0,,,,,
player,201810210rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201810210rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201810210rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201810210rav,rav,WillBr02,def_int,0,,,,,
player,201810210rav,rav,WillBr02,def_int_yds,0,,,,,
player,201810210rav,rav,WillBr02,def_int_td,0,,,,,
player,201810210rav,rav,WillBr02,def_int_long,0,,,,,
player,201810210rav,rav,WillBr02,pass_defended,0,,,,,
player,201810210rav,rav,WillBr02,sacks,0.0,,,,,
player,201810210rav,rav,WillBr02,tackles_combined,3,,,,,
player,201810210rav,rav,WillBr02,tackles_solo,3,,,,,
player,201810210rav,rav,WillBr02,tackles_assists,0,,,,,
player,201810210rav,rav,WillBr02,tackles_loss,0,,,,,
player,201810210rav,rav,WillBr02,qb_hits,0,,,,,
player,201810210rav,rav,WillBr02,fumbles_rec,0,,,,,
player,201810210rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201810210rav,rav,WillBr02,fumbles_forced,0,,,,,
player,201810210rav,rav,WormCh00,def_int,0,,,,,
player,201810210rav,rav,WormCh00,def_int_yds,0,,,,,
player,201810210rav,rav,WormCh00,def_int_td,0,,,,,
player,201810210rav,rav,WormCh00,def_int_long,0,,,,,
player,201810210rav,rav,WormCh00,pass_defended,0,,,,,
player,201810210rav,rav,WormCh00,sacks,0.0,,,,,
player,201810210rav,rav,WormCh00,tackles_combined,3,,,,,
player,201810210rav,rav,WormCh00,tackles_solo,3,,,,,
player,201810210rav,rav,WormCh00,tackles_assists,0,,,,,
player,201810210rav,rav,WormCh00,tackles_loss,0,,,,,
player,201810210rav,rav,WormCh00,qb_hits,0,,,,,
player,201810210rav,rav,WormCh00,fumbles_rec,0,,,,,
player,201810210rav,rav,WormCh00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,WormCh00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,WormCh00,fumbles_forced,0,,,,,
player,201810210rav,rav,CarrBr99,def_int,0,,,,,
player,201810210rav,rav,CarrBr99,def_int_yds,0,,,,,
player,201810210rav,rav,CarrBr99,def_int_td,0,,,,,
player,201810210rav,rav,CarrBr99,def_int_long,0,,,,,
player,201810210rav,rav,CarrBr99,pass_defended,1,,,,,
player,201810210rav,rav,CarrBr99,sacks,0.0,,,,,
player,201810210rav,rav,CarrBr99,tackles_combined,2,,,,,
player,201810210rav,rav,CarrBr99,tackles_solo,2,,,,,
player,201810210rav,rav,CarrBr99,tackles_assists,0,,,,,
player,201810210rav,rav,CarrBr99,tackles_loss,0,,,,,
player,201810210rav,rav,CarrBr99,qb_hits,0,,,,,
player,201810210rav,rav,CarrBr99,fumbles_rec,0,,,,,
player,201810210rav,rav,CarrBr99,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,CarrBr99,fumbles_rec_td,0,,,,,
player,201810210rav,rav,CarrBr99,fumbles_forced,0,,,,,
player,201810210rav,rav,JoneCy00,def_int,0,,,,,
player,201810210rav,rav,JoneCy00,def_int_yds,0,,,,,
player,201810210rav,rav,JoneCy00,def_int_td,0,,,,,
player,201810210rav,rav,JoneCy00,def_int_long,0,,,,,
player,201810210rav,rav,JoneCy00,pass_defended,0,,,,,
player,201810210rav,rav,JoneCy00,sacks,0.0,,,,,
player,201810210rav,rav,JoneCy00,tackles_combined,2,,,,,
player,201810210rav,rav,JoneCy00,tackles_solo,2,,,,,
player,201810210rav,rav,JoneCy00,tackles_assists,0,,,,,
player,201810210rav,rav,JoneCy00,tackles_loss,0,,,,,
player,201810210rav,rav,JoneCy00,qb_hits,0,,,,,
player,201810210rav,rav,JoneCy00,fumbles_rec,0,,,,,
player,201810210rav,rav,JoneCy00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,JoneCy00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,JoneCy00,fumbles_forced,0,,,,,
player,201810210rav,rav,SmitZa00,def_int,0,,,,,
player,201810210rav,rav,SmitZa00,def_int_yds,0,,,,,
player,201810210rav,rav,SmitZa00,def_int_td,0,,,,,
player,201810210rav,rav,SmitZa00,def_int_long,0,,,,,
player,201810210rav,rav,SmitZa00,pass_defended,0,,,,,
player,201810210rav,rav,SmitZa00,sacks,0.0,,,,,
player,201810210rav,rav,SmitZa00,tackles_combined,2,,,,,
player,201810210rav,rav,SmitZa00,tackles_solo,1,,,,,
player,201810210rav,rav,SmitZa00,tackles_assists,1,,,,,
player,201810210rav,rav,SmitZa00,tackles_loss,0,,,,,
player,201810210rav,rav,SmitZa00,qb_hits,1,,,,,
player,201810210rav,rav,SmitZa00,fumbles_rec,0,,,,,
player,201810210rav,rav,SmitZa00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,SmitZa00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,SmitZa00,fumbles_forced,0,,,,,
