game,2018,7,20181021,201810210rav,nor,"New Orleans Saints",24,rav,"Baltimore Ravens",23
player,201810210rav,rav,CrabMi00,rec_yac_per_rec,3.0,,,,,
player,201810210rav,rav,CrabMi00,rec_broken_tackles,0,,,,,
player,201810210rav,rav,CrabMi00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,CrabMi00,rec_drops,0,,,,,
player,201810210rav,rav,CrabMi00,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,SneaWi00,targets,7,,,,,
player,201810210rav,rav,SneaWi00,rec,3,,,,,
player,201810210rav,rav,SneaWi00,rec_yds,23,,,,,
player,201810210rav,rav,SneaWi00,rec_first_down,1,,,,,
player,201810210rav,rav,SneaWi00,rec_air_yds,11,,,,,
player,201810210rav,rav,SneaWi00,rec_air_yds_per_rec,3.7,,,,,
player,201810210rav,rav,SneaWi00,rec_yac,12,,,,,
player,201810210rav,rav,SneaWi00,rec_yac_per_rec,4.0,,,,,
player,201810210rav,rav,SneaWi00,rec_broken_tackles,0,,,,,
player,201810210rav,rav,SneaWi00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,SneaWi00,rec_drops,2,,,,,
player,201810210rav,rav,SneaWi00,rec_drop_pct,28.6,,,,,
player,201810210rav,rav,AlleJa01,targets,3,,,,,
player,201810210rav,rav,AlleJa01,rec,3,,,,,
player,201810210rav,rav,AlleJa01,rec_yds,21,,,,,
player,201810210rav,rav,AlleJa01,rec_first_down,1,,,,,
player,201810210rav,rav,AlleJa01,rec_air_yds,-5,,,,,
player,201810210rav,rav,AlleJa01,rec_air_yds_per_rec,-1.7,,,,,
player,201810210rav,rav,AlleJa01,rec_yac,26,,,,,
player,201810210rav,rav,AlleJa01,rec_yac_per_rec,8.7,,,,,
player,201810210rav,rav,AlleJa01,rec_broken_tackles,0,,,,,
player,201810210rav,rav,AlleJa01,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,AlleJa01,rec_drops,0,,,,,
player,201810210rav,rav,AlleJa01,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,CollAl00,targets,4,,,,,
player,201810210rav,rav,CollAl00,rec,3,,,,,
player,201810210rav,rav,CollAl00,rec_yds,10,,,,,
player,201810210rav,rav,CollAl00,rec_first_down,1,,,,,
player,201810210rav,rav,CollAl00,rec_air_yds,4,,,,,
player,201810210rav,rav,CollAl00,rec_air_yds_per_rec,1.3,,,,,
player,201810210rav,rav,CollAl00,rec_yac,6,,,,,
player,201810210rav,rav,CollAl00,rec_yac_per_rec,2.0,,,,,
player,201810210rav,rav,CollAl00,rec_broken_tackles,0,,,,,
player,201810210rav,rav,CollAl00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,CollAl00,rec_drops,0,,,,,
player,201810210rav,rav,CollAl00,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,MoorCh00,targets,2,,,,,
player,201810210rav,rav,MoorCh00,rec,1,,,,,
player,201810210rav,rav,MoorCh00,rec_yds,14,,,,,
player,201810210rav,rav,MoorCh00,rec_first_down,1,,,,,
player,201810210rav,rav,MoorCh00,rec_air_yds,13,,,,,
player,201810210rav,rav,MoorCh00,rec_air_yds_per_rec,13.0,,,,,
player,201810210rav,rav,MoorCh00,rec_yac,1,,,,,
player,201810210rav,rav,MoorCh00,rec_yac_per_rec,1.0,,,,,
player,201810210rav,rav,MoorCh00,rec_broken_tackles,0,,,,,
player,201810210rav,rav,MoorCh00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,MoorCh00,rec_drops,0,,,,,
player,201810210rav,rav,MoorCh00,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,BoylNi00,targets,2,,,,,
player,201810210rav,rav,BoylNi00,rec,1,,,,,
player,201810210rav,rav,BoylNi00,rec_yds,8,,,,,
player,201810210rav,rav,BoylNi00,rec_first_down,,,,,,
player,201810210rav,rav,BoylNi00,rec_air_yds,2,,,,,
player,201810210rav,rav,BoylNi00,rec_air_yds_per_rec,2.0,,,,,
player,201810210rav,rav,BoylNi00,rec_yac,6,,,,,
player,201810210rav,rav,BoylNi00,rec_yac_per_rec,6.0,,,,,
player,201810210rav,rav,BoylNi00,rec_broken_tackles,0,,,,,
player,201810210rav,rav,BoylNi00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,BoylNi00,rec_drops,0,,,,,
player,201810210rav,rav,BoylNi00,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,AndrMa00,targets,1,,,,,
player,201810210rav,rav,AndrMa00,rec,1,,,,,
player,201810210rav,rav,AndrMa00,rec_yds,8,,,,,
player,201810210rav,rav,AndrMa00,rec_first_down,1,,,,,
player,201810210rav,rav,AndrMa00,rec_air_yds,7,,,,,
player,201810210rav,rav,AndrMa00,rec_air_yds_per_rec,7.0,,,,,
player,201810210rav,rav,AndrMa00,rec_yac,1,,,,,
player,201810210rav,rav,AndrMa00,rec_yac_per_rec,1.0,,,,,
player,201810210rav,rav,AndrMa00,rec_broken_tackles,0,,,,,
player,201810210rav,rav,AndrMa00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,AndrMa00,rec_drops,0,,,,,
player,201810210rav,rav,AndrMa00,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,HursHa00,targets,2,,,,,
player,201810210rav,rav,HursHa00,rec,0,,,,,
player,201810210rav,rav,HursHa00,rec_yds,0,,,,,
player,201810210rav,rav,HursHa00,rec_first_down,,,,,,
player,201810210rav,rav,HursHa00,rec_air_yds,0,,,,,
player,201810210rav,rav,HursHa00,rec_air_yds_per_rec,,,,,,
player,201810210rav,rav,HursHa00,rec_yac,0,,,,,
player,201810210rav,rav,HursHa00,rec_yac_per_rec,,,,,,
player,201810210rav,rav,HursHa00,rec_broken_tackles,0,,,,,
player,201810210rav,rav,HursHa00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,HursHa00,rec_drops,0,,,,,
player,201810210rav,rav,HursHa00,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,SkurMa01,pos,C,,,,,
player,201810210rav,rav,SkurMa01,offense,68,,,,,
player,201810210rav,rav,SkurMa01,off_pct,100%,,,,,
player,201810210rav,rav,SkurMa01,defense,0,,,,,
player,201810210rav,rav,SkurMa01,def_pct,0%,,,,,
player,201810210rav,rav,SkurMa01,special_teams,4,,,,,
player,201810210rav,rav,SkurMa01,st_pct,17%,,,,,
player,201810210rav,rav,StanRo00,pos,T,,,,,
player,201810210rav,rav,StanRo00,offense,68,,,,,
player,201810210rav,rav,StanRo00,off_pct,100%,,,,,
player,201810210rav,rav,StanRo00,defense,0,,,,,
player,201810210rav,rav,StanRo00,def_pct,0%,,,,,
player,201810210rav,rav,StanRo00,special_teams,4,,,,,
player,201810210rav,rav,StanRo00,st_pct,17%,,,,,
player,201810210rav,rav,BrowOr00,pos,T,,,,,
player,201810210rav,rav,BrowOr00,offense,68,,,,,
player,201810210rav,rav,BrowOr00,off_pct,100%,,,,,
player,201810210rav,rav,BrowOr00,defense,0,,,,,
player,201810210rav,rav,BrowOr00,def_pct,0%,,,,,
player,201810210rav,rav,BrowOr00,special_teams,4,,,,,
player,201810210rav,rav,BrowOr00,st_pct,17%,,,,,
player,201810210rav,rav,YandMa20,pos,G,,,,,
player,201810210rav,rav,YandMa20,offense,68,,,,,
player,201810210rav,rav,YandMa20,off_pct,100%,,,,,
player,201810210rav,rav,YandMa20,defense,0,,,,,
player,201810210rav,rav,YandMa20,def_pct,0%,,,,,
player,201810210rav,rav,YandMa20,special_teams,0,,,,,
player,201810210rav,rav,YandMa20,st_pct,0%,,,,,
player,201810210rav,rav,FlacJo00,pos,QB,,,,,
player,201810210rav,rav,FlacJo00,offense,68,,,,,
player,201810210rav,rav,FlacJo00,off_pct,100%,,,,,
player,201810210rav,rav,FlacJo00,defense,0,,,,,
player,201810210rav,rav,FlacJo00,def_pct,0%,,,,,
player,201810210rav,rav,FlacJo00,special_teams,0,,,,,
player,201810210rav,rav,FlacJo00,st_pct,0%,,,,,
player,201810210rav,rav,BozeBr00,pos,C,,,,,
player,201810210rav,rav,BozeBr00,offense,56,,,,,
player,201810210rav,rav,BozeBr00,off_pct,82%,,,,,
player,201810210rav,rav,BozeBr00,defense,0,,,,,
player,201810210rav,rav,BozeBr00,def_pct,0%,,,,,
player,201810210rav,rav,BozeBr00,special_teams,0,,,,,
player,201810210rav,rav,BozeBr00,st_pct,0%,,,,,
player,201810210rav,rav,BrowJo02,pos,WR,,,,,
player,201810210rav,rav,BrowJo02,offense,50,,,,,
player,201810210rav,rav,BrowJo02,off_pct,74%,,,,,
player,201810210rav,rav,BrowJo02,defense,0,,,,,
player,201810210rav,rav,BrowJo02,def_pct,0%,,,,,
player,201810210rav,rav,BrowJo02,special_teams,0,,,,,
player,201810210rav,rav,BrowJo02,st_pct,0%,,,,,
player,201810210rav,rav,CrabMi00,pos,WR,,,,,
player,201810210rav,rav,CrabMi00,offense,48,,,,,
player,201810210rav,rav,CrabMi00,off_pct,71%,,,,,
player,201810210rav,rav,CrabMi00,defense,0,,,,,
player,201810210rav,rav,CrabMi00,def_pct,0%,,,,,
player,201810210rav,rav,CrabMi00,special_teams,0,,,,,
player,201810210rav,rav,CrabMi00,st_pct,0%,,,,,
player,201810210rav,rav,SneaWi00,pos,WR,,,,,
player,201810210rav,rav,SneaWi00,offense,44,,,,,
player,201810210rav,rav,SneaWi00,off_pct,65%,,,,,
player,201810210rav,rav,SneaWi00,defense,0,,,,,
player,201810210rav,rav,SneaWi00,def_pct,0%,,,,,
player,201810210rav,rav,SneaWi00,special_teams,1,,,,,
player,201810210rav,rav,SneaWi00,st_pct,4%,,,,,
player,201810210rav,rav,BoylNi00,pos,TE,,,,,
player,201810210rav,rav,BoylNi00,offense,32,,,,,
player,201810210rav,rav,BoylNi00,off_pct,47%,,,,,
player,201810210rav,rav,BoylNi00,defense,0,,,,,
player,201810210rav,rav,BoylNi00,def_pct,0%,,,,,
player,201810210rav,rav,BoylNi00,special_teams,7,,,,,
player,201810210rav,rav,BoylNi00,st_pct,29%,,,,,
player,201810210rav,rav,MoorCh00,pos,WR,,,,,
player,201810210rav,rav,MoorCh00,offense,30,,,,,
player,201810210rav,rav,MoorCh00,off_pct,44%,,,,,
player,201810210rav,rav,MoorCh00,defense,0,,,,,
player,201810210rav,rav,MoorCh00,def_pct,0%,,,,,
player,201810210rav,rav,MoorCh00,special_teams,16,,,,,
player,201810210rav,rav,MoorCh00,st_pct,67%,,,,,
player,201810210rav,rav,AlleJa01,pos,RB,,,,,
player,201810210rav,rav,AlleJa01,offense,30,,,,,
player,201810210rav,rav,AlleJa01,off_pct,44%,,,,,
player,201810210rav,rav,AlleJa01,defense,0,,,,,
player,201810210rav,rav,AlleJa01,def_pct,0%,,,,,
player,201810210rav,rav,AlleJa01,special_teams,9,,,,,
player,201810210rav,rav,AlleJa01,st_pct,38%,,,,,
player,201810210rav,rav,CollAl00,pos,RB,,,,,
player,201810210rav,rav,CollAl00,offense,28,,,,,
player,201810210rav,rav,CollAl00,off_pct,41%,,,,,
player,201810210rav,rav,CollAl00,defense,0,,,,,
player,201810210rav,rav,CollAl00,def_pct,0%,,,,,
player,201810210rav,rav,CollAl00,special_teams,0,,,,,
player,201810210rav,rav,CollAl00,st_pct,0%,,,,,
player,201810210rav,rav,AndrMa00,pos,TE,,,,,
player,201810210rav,rav,AndrMa00,offense,26,,,,,
player,201810210rav,rav,AndrMa00,off_pct,38%,,,,,
player,201810210rav,rav,AndrMa00,defense,0,,,,,
player,201810210rav,rav,AndrMa00,def_pct,0%,,,,,
player,201810210rav,rav,AndrMa00,special_teams,5,,,,,
player,201810210rav,rav,AndrMa00,st_pct,21%,,,,,
player,201810210rav,rav,WillMa04,pos,TE,,,,,
player,201810210rav,rav,WillMa04,offense,20,,,,,
player,201810210rav,rav,WillMa04,off_pct,29%,,,,,
player,201810210rav,rav,WillMa04,defense,0,,,,,
player,201810210rav,rav,WillMa04,def_pct,0%,,,,,
player,201810210rav,rav,WillMa04,special_teams,9,,,,,
player,201810210rav,rav,WillMa04,st_pct,38%,,,,,
player,201810210rav,rav,HursHa00,pos,TE,,,,,
player,201810210rav,rav,HursHa00,offense,18,,,,,
player,201810210rav,rav,HursHa00,off_pct,26%,,,,,
player,201810210rav,rav,HursHa00,defense,0,,,,,
player,201810210rav,rav,HursHa00,def_pct,0%,,,,,
player,201810210rav,rav,HursHa00,special_teams,5,,,,,
player,201810210rav,rav,HursHa00,st_pct,21%,,,,,
player,201810210rav,rav,GrasHr00,pos,C,,,,,
player,201810210rav,rav,GrasHr00,offense,12,,,,,
player,201810210rav,rav,GrasHr00,off_pct,18%,,,,,
player,201810210rav,rav,GrasHr00,defense,0,,,,,
player,201810210rav,rav,GrasHr00,def_pct,0%,,,,,
player,201810210rav,rav,GrasHr00,special_teams,4,,,,,
player,201810210rav,rav,GrasHr00,st_pct,17%,,,,,
player,201810210rav,rav,EdwaGu00,pos,RB,,,,,
player,201810210rav,rav,EdwaGu00,offense,7,,,,,
player,201810210rav,rav,EdwaGu00,off_pct,10%,,,,,
player,201810210rav,rav,EdwaGu00,defense,0,,,,,
player,201810210rav,rav,EdwaGu00,def_pct,0%,,,,,
player,201810210rav,rav,EdwaGu00,special_teams,11,,,,,
player,201810210rav,rav,EdwaGu00,st_pct,46%,,,,,
player,201810210rav,rav,JackLa00,pos,QB,,,,,
player,201810210rav,rav,JackLa00,offense,5,,,,,
player,201810210rav,rav,JackLa00,off_pct,7%,,,,,
player,201810210rav,rav,JackLa00,defense,0,,,,,
player,201810210rav,rav,JackLa00,def_pct,0%,,,,,
player,201810210rav,rav,JackLa00,special_teams,0,,,,,
player,201810210rav,rav,JackLa00,st_pct,0%,,,,,
player,201810210rav,rav,RicaPa00,pos,DT,,,,,
player,201810210rav,rav,RicaPa00,offense,2,,,,,
player,201810210rav,rav,RicaPa00,off_pct,3%,,,,,
player,201810210rav,rav,RicaPa00,defense,0,,,,,
player,201810210rav,rav,RicaPa00,def_pct,0%,,,,,
player,201810210rav,rav,RicaPa00,special_teams,0,,,,,
player,201810210rav,rav,RicaPa00,st_pct,0%,,,,,
player,201810210rav,rav,JeffTo00,pos,SS,,,,,
player,201810210rav,rav,JeffTo00,offense,0,,,,,
player,201810210rav,rav,JeffTo00,off_pct,0%,,,,,
player,201810210rav,rav,JeffTo00,defense,71,,,,,
player,201810210rav,rav,JeffTo00,def_pct,100%,,,,,
player,201810210rav,rav,JeffTo00,special_teams,7,,,,,
player,201810210rav,rav,JeffTo00,st_pct,29%,,,,,
player,201810210rav,rav,WeddEr99,pos,FS,,,,,
player,201810210rav,rav,WeddEr99,offense,0,,,,,
player,201810210rav,rav,WeddEr99,off_pct,0%,,,,,
player,201810210rav,rav,WeddEr99,defense,71,,,,,
player,201810210rav,rav,WeddEr99,def_pct,100%,,,,,
player,201810210rav,rav,WeddEr99,special_teams,0,,,,,
player,201810210rav,rav,WeddEr99,st_pct,0%,,,,,
player,201810210rav,rav,MoslC.00,pos,LB,,,,,
player,201810210rav,rav,MoslC.00,offense,0,,,,,
player,201810210rav,rav,MoslC.00,off_pct,0%,,,,,
player,201810210rav,rav,MoslC.00,defense,71,,,,,
player,201810210rav,rav,MoslC.00,def_pct,100%,,,,,
player,201810210rav,rav,MoslC.00,special_teams,0,,,,,
player,201810210rav,rav,MoslC.00,st_pct,0%,,,,,
player,201810210rav,rav,CarrBr99,pos,CB,,,,,
player,201810210rav,rav,CarrBr99,offense,0,,,,,
player,201810210rav,rav,CarrBr99,off_pct,0%,,,,,
player,201810210rav,rav,CarrBr99,defense,70,,,,,
player,201810210rav,rav,CarrBr99,def_pct,99%,,,,,
player,201810210rav,rav,CarrBr99,special_teams,1,,,,,
player,201810210rav,rav,CarrBr99,st_pct,4%,,,,,
player,201810210rav,rav,SmitJi03,pos,CB,,,,,
player,201810210rav,rav,SmitJi03,offense,0,,,,,
player,201810210rav,rav,SmitJi03,off_pct,0%,,,,,
player,201810210rav,rav,SmitJi03,defense,70,,,,,
player,201810210rav,rav,SmitJi03,def_pct,99%,,,,,
player,201810210rav,rav,SmitJi03,special_teams,0,,,,,
player,201810210rav,rav,SmitJi03,st_pct,0%,,,,,
player,201810210rav,rav,SuggTe99,pos,LB,,,,,
player,201810210rav,rav,SuggTe99,offense,0,,,,,
player,201810210rav,rav,SuggTe99,off_pct,0%,,,,,
player,201810210rav,rav,SuggTe99,defense,54,,,,,
player,201810210rav,rav,SuggTe99,def_pct,76%,,,,,
player,201810210rav,rav,SuggTe99,special_teams,0,,,,,
player,201810210rav,rav,SuggTe99,st_pct,0%,,,,,
player,201810210rav,rav,YounTa01,pos,CB,,,,,
player,201810210rav,rav,YounTa01,offense,0,,,,,
player,201810210rav,rav,YounTa01,off_pct,0%,,,,,
player,201810210rav,rav,YounTa01,defense,51,,,,,
player,201810210rav,rav,YounTa01,def_pct,72%,,,,,
player,201810210rav,rav,YounTa01,special_teams,11,,,,,
player,201810210rav,rav,YounTa01,st_pct,46%,,,,,
player,201810210rav,rav,JudoMa00,pos,LB,,,,,
player,201810210rav,rav,JudoMa00,offense,0,,,,,
player,201810210rav,rav,JudoMa00,off_pct,0%,,,,,
player,201810210rav,rav,JudoMa00,defense,47,,,,,
player,201810210rav,rav,JudoMa00,def_pct,66%,,,,,
player,201810210rav,rav,JudoMa00,special_teams,7,,,,,
player,201810210rav,rav,JudoMa00,st_pct,29%,,,,,
player,201810210rav,rav,WillBr02,pos,DT,,,,,
player,201810210rav,rav,WillBr02,offense,0,,,,,
player,201810210rav,rav,WillBr02,off_pct,0%,,,,,
player,201810210rav,rav,WillBr02,defense,45,,,,,
player,201810210rav,rav,WillBr02,def_pct,63%,,,,,
player,201810210rav,rav,WillBr02,special_teams,4,,,,,
player,201810210rav,rav,WillBr02,st_pct,17%,,,,,
player,201810210rav,rav,SmitZa00,pos,LB,,,,,
player,201810210rav,rav,SmitZa00,offense,0,,,,,
player,201810210rav,rav,SmitZa00,off_pct,0%,,,,,
player,201810210rav,rav,SmitZa00,defense,43,,,,,
player,201810210rav,rav,SmitZa00,def_pct,61%,,,,,
player,201810210rav,rav,SmitZa00,special_teams,4,,,,,
player,201810210rav,rav,SmitZa00,st_pct,17%,,,,,
player,201810210rav,rav,UrbaBr00,pos,DE,,,,,
player,201810210rav,rav,UrbaBr00,offense,0,,,,,
player,201810210rav,rav,UrbaBr00,off_pct,0%,,,,,
player,201810210rav,rav,UrbaBr00,defense,39,,,,,
player,201810210rav,rav,UrbaBr00,def_pct,55%,,,,,
player,201810210rav,rav,UrbaBr00,special_teams,8,,,,,
player,201810210rav,rav,UrbaBr00,st_pct,33%,,,,,
player,201810210rav,rav,PierMi00,pos,NT,,,,,
player,201810210rav,rav,PierMi00,offense,0,,,,,
player,201810210rav,rav,PierMi00,off_pct,0%,,,,,
player,201810210rav,rav,PierMi00,defense,35,,,,,
player,201810210rav,rav,PierMi00,def_pct,49%,,,,,
player,201810210rav,rav,PierMi00,special_teams,0,,,,,
player,201810210rav,rav,PierMi00,st_pct,0%,,,,,
player,201810210rav,rav,OnwuPa00,pos,LB,,,,,
player,201810210rav,rav,OnwuPa00,offense,0,,,,,
player,201810210rav,rav,OnwuPa00,off_pct,0%,,,,,
player,201810210rav,rav,OnwuPa00,defense,28,,,,,
player,201810210rav,rav,OnwuPa00,def_pct,39%,,,,,
player,201810210rav,rav,OnwuPa00,special_teams,9,,,,,
player,201810210rav,rav,OnwuPa00,st_pct,38%,,,,,
player,201810210rav,rav,WormCh00,pos,NT,,,,,
player,201810210rav,rav,WormCh00,offense,0,,,,,
player,201810210rav,rav,WormCh00,off_pct,0%,,,,,
player,201810210rav,rav,WormCh00,defense,20,,,,,
player,201810210rav,rav,WormCh00,def_pct,28%,,,,,
player,201810210rav,rav,WormCh00,special_teams,8,,,,,
player,201810210rav,rav,WormCh00,st_pct,33%,,,,,
player,201810210rav,rav,HenrWi00,pos,DT,,,,,
player,201810210rav,rav,HenrWi00,offense,0,,,,,
player,201810210rav,rav,HenrWi00,off_pct,0%,,,,,
player,201810210rav,rav,HenrWi00,defense,20,,,,,
player,201810210rav,rav,HenrWi00,def_pct,28%,,,,,
player,201810210rav,rav,HenrWi00,special_teams,0,,,,,
player,201810210rav,rav,HenrWi00,st_pct,0%,,,,,
player,201810210rav,rav,YounKe03,pos,LB,,,,,
player,201810210rav,rav,YounKe03,offense,0,,,,,
player,201810210rav,rav,YounKe03,off_pct,0%,,,,,
player,201810210rav,rav,YounKe03,defense,18,,,,,
player,201810210rav,rav,YounKe03,def_pct,25%,,,,,
player,201810210rav,rav,YounKe03,special_teams,11,,,,,
player,201810210rav,rav,YounKe03,st_pct,46%,,,,,
player,201810210rav,rav,LeviAn00,pos,SS,,,,,
player,201810210rav,rav,LeviAn00,offense,0,,,,,
player,201810210rav,rav,LeviAn00,off_pct,0%,,,,,
player,201810210rav,rav,LeviAn00,defense,17,,,,,
player,201810210rav,rav,LeviAn00,def_pct,24%,,,,,
player,201810210rav,rav,LeviAn00,special_teams,4,,,,,
player,201810210rav,rav,LeviAn00,st_pct,17%,,,,,
player,201810210rav,rav,WillTi00,pos,LB,,,,,
player,201810210rav,rav,WillTi00,offense,0,,,,,
player,201810210rav,rav,WillTi00,off_pct,0%,,,,,
player,201810210rav,rav,WillTi00,defense,9,,,,,
player,201810210rav,rav,WillTi00,def_pct,13%,,,,,
player,201810210rav,rav,WillTi00,special_teams,0,,,,,
player,201810210rav,rav,WillTi00,st_pct,0%,,,,,
player,201810210rav,rav,McClAl00,pos,LB,,,,,
player,201810210rav,rav,McClAl00,offense,0,,,,,
player,201810210rav,rav,McClAl00,off_pct,0%,,,,,
player,201810210rav,rav,McClAl00,defense,1,,,,,
player,201810210rav,rav,McClAl00,def_pct,1%,,,,,
player,201810210rav,rav,McClAl00,special_teams,20,,,,,
player,201810210rav,rav,McClAl00,st_pct,83%,,,,,
player,201810210rav,rav,JoneCy00,pos,CB,,,,,
player,201810210rav,rav,JoneCy00,offense,0,,,,,
player,201810210rav,rav,JoneCy00,off_pct,0%,,,,,
player,201810210rav,rav,JoneCy00,defense,1,,,,,
player,201810210rav,rav,JoneCy00,def_pct,1%,,,,,
player,201810210rav,rav,JoneCy00,special_teams,19,,,,,
player,201810210rav,rav,JoneCy00,st_pct,79%,,,,,
player,201810210rav,rav,ClarCh00,pos,FS,,,,,
player,201810210rav,rav,ClarCh00,offense,0,,,,,
player,201810210rav,rav,ClarCh00,off_pct,0%,,,,,
player,201810210rav,rav,ClarCh00,defense,0,,,,,
player,201810210rav,rav,ClarCh00,def_pct,0%,,,,,
player,201810210rav,rav,ClarCh00,special_teams,20,,,,,
player,201810210rav,rav,ClarCh00,st_pct,83%,,,,,
player,201810210rav,rav,BoarCh00,pos,LB,,,,,
player,201810210rav,rav,BoarCh00,offense,0,,,,,
player,201810210rav,rav,BoarCh00,off_pct,0%,,,,,
player,201810210rav,rav,BoarCh00,defense,0,,,,,
player,201810210rav,rav,BoarCh00,def_pct,0%,,,,,
player,201810210rav,rav,BoarCh00,special_teams,16,,,,,
player,201810210rav,rav,BoarCh00,st_pct,67%,,,,,
player,201810210rav,rav,BowsTy00,pos,LB,,,,,
player,201810210rav,rav,BowsTy00,offense,0,,,,,
player,201810210rav,rav,BowsTy00,off_pct,0%,,,,,
player,201810210rav,rav,BowsTy00,defense,0,,,,,
player,201810210rav,rav,BowsTy00,def_pct,0%,,,,,
player,201810210rav,rav,BowsTy00,special_teams,12,,,,,
player,201810210rav,rav,BowsTy00,st_pct,50%,,,,,
player,201810210rav,rav,TuckJu00,pos,K,,,,,
player,201810210rav,rav,TuckJu00,offense,0,,,,,
player,201810210rav,rav,TuckJu00,off_pct,0%,,,,,
player,201810210rav,rav,TuckJu00,defense,0,,,,,
player,201810210rav,rav,TuckJu00,def_pct,0%,,,,,
player,201810210rav,rav,TuckJu00,special_teams,9,,,,,
player,201810210rav,rav,TuckJu00,st_pct,38%,,,,,
player,201810210rav,rav,CoxxMo00,pos,LS,,,,,
player,201810210rav,rav,CoxxMo00,offense,0,,,,,
player,201810210rav,rav,CoxxMo00,off_pct,0%,,,,,
player,201810210rav,rav,CoxxMo00,defense,0,,,,,
player,201810210rav,rav,CoxxMo00,def_pct,0%,,,,,
player,201810210rav,rav,CoxxMo00,special_teams,7,,,,,
player,201810210rav,rav,CoxxMo00,st_pct,29%,,,,,
player,201810210rav,rav,KochSa20,pos,P,,,,,
player,201810210rav,rav,KochSa20,offense,0,,,,,
player,201810210rav,rav,KochSa20,off_pct,0%,,,,,
player,201810210rav,rav,KochSa20,defense,0,,,,,
player,201810210rav,rav,KochSa20,def_pct,0%,,,,,
player,201810210rav,rav,KochSa20,special_teams,7,,,,,
player,201810210rav,rav,KochSa20,st_pct,29%,,,,,
player,201810210rav,nor,UngeMa20,pos,C,,,,,
player,201810210rav,nor,UngeMa20,offense,71,,,,,
player,201810210rav,nor,UngeMa20,off_pct,100%,,,,,
player,201810210rav,nor,UngeMa20,defense,0,,,,,
player,201810210rav,nor,UngeMa20,def_pct,0%,,,,,
player,201810210rav,nor,UngeMa20,special_teams,4,,,,,
player,201810210rav,nor,UngeMa20,st_pct,17%,,,,,
player,201810210rav,nor,RamcRy00,pos,T,,,,,
player,201810210rav,nor,RamcRy00,offense,71,,,,,
player,201810210rav,nor,RamcRy00,off_pct,100%,,,,,
player,201810210rav,nor,RamcRy00,defense,0,,,,,
player,201810210rav,nor,RamcRy00,def_pct,0%,,,,,
player,201810210rav,nor,RamcRy00,special_teams,4,,,,,
player,201810210rav,nor,RamcRy00,st_pct,17%,,,,,
player,201810210rav,nor,WarfLa00,pos,G,,,,,
player,201810210rav,nor,WarfLa00,offense,71,,,,,
player,201810210rav,nor,WarfLa00,off_pct,100%,,,,,
player,201810210rav,nor,WarfLa00,defense,0,,,,,
player,201810210rav,nor,WarfLa00,def_pct,0%,,,,,
player,201810210rav,nor,WarfLa00,special_teams,4,,,,,
player,201810210rav,nor,WarfLa00,st_pct,17%,,,,,
player,201810210rav,nor,BreeDr00,pos,QB,,,,,
player,201810210rav,nor,BreeDr00,offense,71,,,,,
player,201810210rav,nor,BreeDr00,off_pct,100%,,,,,
player,201810210rav,nor,BreeDr00,defense,0,,,,,
player,201810210rav,nor,BreeDr00,def_pct,0%,,,,,
player,201810210rav,nor,BreeDr00,special_teams,0,,,,,
player,201810210rav,nor,BreeDr00,st_pct,0%,,,,,
player,201810210rav,nor,ArmsTe00,pos,T,,,,,
player,201810210rav,nor,ArmsTe00,offense,71,,,,,
player,201810210rav,nor,ArmsTe00,off_pct,100%,,,,,
player,201810210rav,nor,ArmsTe00,defense,0,,,,,
player,201810210rav,nor,ArmsTe00,def_pct,0%,,,,,
player,201810210rav,nor,ArmsTe00,special_teams,0,,,,,
player,201810210rav,nor,ArmsTe00,st_pct,0%,,,,,
player,201810210rav,nor,ThomMi05,pos,WR,,,,,
player,201810210rav,nor,ThomMi05,offense,65,,,,,
player,201810210rav,nor,ThomMi05,off_pct,92%,,,,,
player,201810210rav,nor,ThomMi05,defense,0,,,,,
player,201810210rav,nor,ThomMi05,def_pct,0%,,,,,
player,201810210rav,nor,ThomMi05,special_teams,1,,,,,
player,201810210rav,nor,ThomMi05,st_pct,4%,,,,,
player,201810210rav,nor,SmitTr03,pos,WR,,,,,
player,201810210rav,nor,SmitTr03,offense,52,,,,,
player,201810210rav,nor,SmitTr03,off_pct,73%,,,,,
player,201810210rav,nor,SmitTr03,defense,0,,,,,
player,201810210rav,nor,SmitTr03,def_pct,0%,,,,,
player,201810210rav,nor,SmitTr03,special_teams,1,,,,,
player,201810210rav,nor,SmitTr03,st_pct,4%,,,,,
player,201810210rav,nor,HillJo02,pos,TE,,,,,
