game,2018,13,20181202,201812020gnb,crd,"Arizona Cardinals",20,gnb,"Green Bay Packers",17
player,201812020gnb,crd,AmerDa00,pass_defended,1,,,,,
player,201812020gnb,crd,AmerDa00,sacks,0.0,,,,,
player,201812020gnb,crd,AmerDa00,tackles_combined,6,,,,,
player,201812020gnb,crd,AmerDa00,tackles_solo,5,,,,,
player,201812020gnb,crd,AmerDa00,tackles_assists,1,,,,,
player,201812020gnb,crd,AmerDa00,tackles_loss,0,,,,,
player,201812020gnb,crd,AmerDa00,qb_hits,0,,,,,
player,201812020gnb,crd,AmerDa00,fumbles_rec,0,,,,,
player,201812020gnb,crd,AmerDa00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,AmerDa00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,AmerDa00,fumbles_forced,0,,,,,
player,201812020gnb,crd,BakeBu00,def_int,0,,,,,
player,201812020gnb,crd,BakeBu00,def_int_yds,0,,,,,
player,201812020gnb,crd,BakeBu00,def_int_td,0,,,,,
player,201812020gnb,crd,BakeBu00,def_int_long,0,,,,,
player,201812020gnb,crd,BakeBu00,pass_defended,0,,,,,
player,201812020gnb,crd,BakeBu00,sacks,0.0,,,,,
player,201812020gnb,crd,BakeBu00,tackles_combined,5,,,,,
player,201812020gnb,crd,BakeBu00,tackles_solo,5,,,,,
player,201812020gnb,crd,BakeBu00,tackles_assists,0,,,,,
player,201812020gnb,crd,BakeBu00,tackles_loss,1,,,,,
player,201812020gnb,crd,BakeBu00,qb_hits,0,,,,,
player,201812020gnb,crd,BakeBu00,fumbles_rec,0,,,,,
player,201812020gnb,crd,BakeBu00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,BakeBu00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,BakeBu00,fumbles_forced,0,,,,,
player,201812020gnb,crd,ReddHa00,def_int,0,,,,,
player,201812020gnb,crd,ReddHa00,def_int_yds,0,,,,,
player,201812020gnb,crd,ReddHa00,def_int_td,0,,,,,
player,201812020gnb,crd,ReddHa00,def_int_long,0,,,,,
player,201812020gnb,crd,ReddHa00,pass_defended,0,,,,,
player,201812020gnb,crd,ReddHa00,sacks,0.0,,,,,
player,201812020gnb,crd,ReddHa00,tackles_combined,5,,,,,
player,201812020gnb,crd,ReddHa00,tackles_solo,5,,,,,
player,201812020gnb,crd,ReddHa00,tackles_assists,0,,,,,
player,201812020gnb,crd,ReddHa00,tackles_loss,0,,,,,
player,201812020gnb,crd,ReddHa00,qb_hits,0,,,,,
player,201812020gnb,crd,ReddHa00,fumbles_rec,0,,,,,
player,201812020gnb,crd,ReddHa00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,ReddHa00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,ReddHa00,fumbles_forced,0,,,,,
player,201812020gnb,crd,BostTr00,def_int,0,,,,,
player,201812020gnb,crd,BostTr00,def_int_yds,0,,,,,
player,201812020gnb,crd,BostTr00,def_int_td,0,,,,,
player,201812020gnb,crd,BostTr00,def_int_long,0,,,,,
player,201812020gnb,crd,BostTr00,pass_defended,0,,,,,
player,201812020gnb,crd,BostTr00,sacks,0.0,,,,,
player,201812020gnb,crd,BostTr00,tackles_combined,4,,,,,
player,201812020gnb,crd,BostTr00,tackles_solo,4,,,,,
player,201812020gnb,crd,BostTr00,tackles_assists,0,,,,,
player,201812020gnb,crd,BostTr00,tackles_loss,0,,,,,
player,201812020gnb,crd,BostTr00,qb_hits,0,,,,,
player,201812020gnb,crd,BostTr00,fumbles_rec,0,,,,,
player,201812020gnb,crd,BostTr00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,BostTr00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,BostTr00,fumbles_forced,0,,,,,
player,201812020gnb,crd,GoldMa00,def_int,0,,,,,
player,201812020gnb,crd,GoldMa00,def_int_yds,0,,,,,
player,201812020gnb,crd,GoldMa00,def_int_td,0,,,,,
player,201812020gnb,crd,GoldMa00,def_int_long,0,,,,,
player,201812020gnb,crd,GoldMa00,pass_defended,0,,,,,
player,201812020gnb,crd,GoldMa00,sacks,0.0,,,,,
player,201812020gnb,crd,GoldMa00,tackles_combined,3,,,,,
player,201812020gnb,crd,GoldMa00,tackles_solo,1,,,,,
player,201812020gnb,crd,GoldMa00,tackles_assists,2,,,,,
player,201812020gnb,crd,GoldMa00,tackles_loss,0,,,,,
player,201812020gnb,crd,GoldMa00,qb_hits,1,,,,,
player,201812020gnb,crd,GoldMa00,fumbles_rec,0,,,,,
player,201812020gnb,crd,GoldMa00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,GoldMa00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,GoldMa00,fumbles_forced,0,,,,,
player,201812020gnb,crd,GuntRo00,def_int,0,,,,,
player,201812020gnb,crd,GuntRo00,def_int_yds,0,,,,,
player,201812020gnb,crd,GuntRo00,def_int_td,0,,,,,
player,201812020gnb,crd,GuntRo00,def_int_long,0,,,,,
player,201812020gnb,crd,GuntRo00,pass_defended,0,,,,,
player,201812020gnb,crd,GuntRo00,sacks,0.0,,,,,
player,201812020gnb,crd,GuntRo00,tackles_combined,2,,,,,
player,201812020gnb,crd,GuntRo00,tackles_solo,2,,,,,
player,201812020gnb,crd,GuntRo00,tackles_assists,0,,,,,
player,201812020gnb,crd,GuntRo00,tackles_loss,1,,,,,
player,201812020gnb,crd,GuntRo00,qb_hits,0,,,,,
player,201812020gnb,crd,GuntRo00,fumbles_rec,0,,,,,
player,201812020gnb,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,GuntRo00,fumbles_forced,0,,,,,
player,201812020gnb,crd,JohnLe03,def_int,0,,,,,
player,201812020gnb,crd,JohnLe03,def_int_yds,0,,,,,
player,201812020gnb,crd,JohnLe03,def_int_td,0,,,,,
player,201812020gnb,crd,JohnLe03,def_int_long,0,,,,,
player,201812020gnb,crd,JohnLe03,pass_defended,0,,,,,
player,201812020gnb,crd,JohnLe03,sacks,0.0,,,,,
player,201812020gnb,crd,JohnLe03,tackles_combined,2,,,,,
player,201812020gnb,crd,JohnLe03,tackles_solo,2,,,,,
player,201812020gnb,crd,JohnLe03,tackles_assists,0,,,,,
player,201812020gnb,crd,JohnLe03,tackles_loss,0,,,,,
player,201812020gnb,crd,JohnLe03,qb_hits,0,,,,,
player,201812020gnb,crd,JohnLe03,fumbles_rec,0,,,,,
player,201812020gnb,crd,JohnLe03,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,JohnLe03,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,JohnLe03,fumbles_forced,0,,,,,
player,201812020gnb,crd,NkemRo00,def_int,0,,,,,
player,201812020gnb,crd,NkemRo00,def_int_yds,0,,,,,
player,201812020gnb,crd,NkemRo00,def_int_td,0,,,,,
player,201812020gnb,crd,NkemRo00,def_int_long,0,,,,,
player,201812020gnb,crd,NkemRo00,pass_defended,0,,,,,
player,201812020gnb,crd,NkemRo00,sacks,0.0,,,,,
player,201812020gnb,crd,NkemRo00,tackles_combined,2,,,,,
player,201812020gnb,crd,NkemRo00,tackles_solo,1,,,,,
player,201812020gnb,crd,NkemRo00,tackles_assists,1,,,,,
player,201812020gnb,crd,NkemRo00,tackles_loss,1,,,,,
player,201812020gnb,crd,NkemRo00,qb_hits,0,,,,,
player,201812020gnb,crd,NkemRo00,fumbles_rec,0,,,,,
player,201812020gnb,crd,NkemRo00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,NkemRo00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,NkemRo00,fumbles_forced,0,,,,,
player,201812020gnb,crd,PeteCo00,def_int,0,,,,,
player,201812020gnb,crd,PeteCo00,def_int_yds,0,,,,,
player,201812020gnb,crd,PeteCo00,def_int_td,0,,,,,
player,201812020gnb,crd,PeteCo00,def_int_long,0,,,,,
player,201812020gnb,crd,PeteCo00,pass_defended,0,,,,,
player,201812020gnb,crd,PeteCo00,sacks,0.0,,,,,
player,201812020gnb,crd,PeteCo00,tackles_combined,2,,,,,
player,201812020gnb,crd,PeteCo00,tackles_solo,2,,,,,
player,201812020gnb,crd,PeteCo00,tackles_assists,0,,,,,
player,201812020gnb,crd,PeteCo00,tackles_loss,0,,,,,
player,201812020gnb,crd,PeteCo00,qb_hits,0,,,,,
player,201812020gnb,crd,PeteCo00,fumbles_rec,0,,,,,
player,201812020gnb,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,PeteCo00,fumbles_forced,0,,,,,
player,201812020gnb,crd,WillBr07,def_int,0,,,,,
player,201812020gnb,crd,WillBr07,def_int_yds,0,,,,,
player,201812020gnb,crd,WillBr07,def_int_td,0,,,,,
player,201812020gnb,crd,WillBr07,def_int_long,0,,,,,
player,201812020gnb,crd,WillBr07,pass_defended,0,,,,,
player,201812020gnb,crd,WillBr07,sacks,0.0,,,,,
player,201812020gnb,crd,WillBr07,tackles_combined,2,,,,,
player,201812020gnb,crd,WillBr07,tackles_solo,2,,,,,
player,201812020gnb,crd,WillBr07,tackles_assists,0,,,,,
player,201812020gnb,crd,WillBr07,tackles_loss,0,,,,,
player,201812020gnb,crd,WillBr07,qb_hits,0,,,,,
player,201812020gnb,crd,WillBr07,fumbles_rec,0,,,,,
player,201812020gnb,crd,WillBr07,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,WillBr07,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,WillBr07,fumbles_forced,0,,,,,
player,201812020gnb,crd,DaniDa02,def_int,0,,,,,
player,201812020gnb,crd,DaniDa02,def_int_yds,0,,,,,
player,201812020gnb,crd,DaniDa02,def_int_td,0,,,,,
player,201812020gnb,crd,DaniDa02,def_int_long,0,,,,,
player,201812020gnb,crd,DaniDa02,pass_defended,0,,,,,
player,201812020gnb,crd,DaniDa02,sacks,0.0,,,,,
player,201812020gnb,crd,DaniDa02,tackles_combined,1,,,,,
player,201812020gnb,crd,DaniDa02,tackles_solo,1,,,,,
player,201812020gnb,crd,DaniDa02,tackles_assists,0,,,,,
player,201812020gnb,crd,DaniDa02,tackles_loss,0,,,,,
player,201812020gnb,crd,DaniDa02,qb_hits,0,,,,,
player,201812020gnb,crd,DaniDa02,fumbles_rec,0,,,,,
player,201812020gnb,crd,DaniDa02,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,DaniDa02,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,DaniDa02,fumbles_forced,0,,,,,
player,201812020gnb,crd,MayoBe00,def_int,0,,,,,
player,201812020gnb,crd,MayoBe00,def_int_yds,0,,,,,
player,201812020gnb,crd,MayoBe00,def_int_td,0,,,,,
player,201812020gnb,crd,MayoBe00,def_int_long,0,,,,,
player,201812020gnb,crd,MayoBe00,pass_defended,0,,,,,
player,201812020gnb,crd,MayoBe00,sacks,0.0,,,,,
player,201812020gnb,crd,MayoBe00,tackles_combined,1,,,,,
player,201812020gnb,crd,MayoBe00,tackles_solo,1,,,,,
player,201812020gnb,crd,MayoBe00,tackles_assists,0,,,,,
player,201812020gnb,crd,MayoBe00,tackles_loss,1,,,,,
player,201812020gnb,crd,MayoBe00,qb_hits,0,,,,,
player,201812020gnb,crd,MayoBe00,fumbles_rec,0,,,,,
player,201812020gnb,crd,MayoBe00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,MayoBe00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,MayoBe00,fumbles_forced,0,,,,,
player,201812020gnb,crd,PetePa00,def_int,0,,,,,
player,201812020gnb,crd,PetePa00,def_int_yds,0,,,,,
player,201812020gnb,crd,PetePa00,def_int_td,0,,,,,
player,201812020gnb,crd,PetePa00,def_int_long,0,,,,,
player,201812020gnb,crd,PetePa00,pass_defended,0,,,,,
player,201812020gnb,crd,PetePa00,sacks,0.0,,,,,
player,201812020gnb,crd,PetePa00,tackles_combined,1,,,,,
player,201812020gnb,crd,PetePa00,tackles_solo,1,,,,,
player,201812020gnb,crd,PetePa00,tackles_assists,0,,,,,
player,201812020gnb,crd,PetePa00,tackles_loss,0,,,,,
player,201812020gnb,crd,PetePa00,qb_hits,0,,,,,
player,201812020gnb,crd,PetePa00,fumbles_rec,0,,,,,
player,201812020gnb,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,PetePa00,fumbles_forced,0,,,,,
player,201812020gnb,crd,TurnZe00,def_int,0,,,,,
player,201812020gnb,crd,TurnZe00,def_int_yds,0,,,,,
player,201812020gnb,crd,TurnZe00,def_int_td,0,,,,,
player,201812020gnb,crd,TurnZe00,def_int_long,0,,,,,
player,201812020gnb,crd,TurnZe00,pass_defended,0,,,,,
player,201812020gnb,crd,TurnZe00,sacks,0.0,,,,,
player,201812020gnb,crd,TurnZe00,tackles_combined,1,,,,,
player,201812020gnb,crd,TurnZe00,tackles_solo,0,,,,,
player,201812020gnb,crd,TurnZe00,tackles_assists,1,,,,,
player,201812020gnb,crd,TurnZe00,tackles_loss,,,,,,
player,201812020gnb,crd,TurnZe00,qb_hits,,,,,,
player,201812020gnb,crd,TurnZe00,fumbles_rec,0,,,,,
player,201812020gnb,crd,TurnZe00,fumbles_rec_yds,0,,,,,
player,201812020gnb,crd,TurnZe00,fumbles_rec_td,0,,,,,
player,201812020gnb,crd,TurnZe00,fumbles_forced,0,,,,,
player,201812020gnb,gnb,JoneJo06,def_int,0,,,,,
player,201812020gnb,gnb,JoneJo06,def_int_yds,0,,,,,
player,201812020gnb,gnb,JoneJo06,def_int_td,0,,,,,
player,201812020gnb,gnb,JoneJo06,def_int_long,0,,,,,
player,201812020gnb,gnb,JoneJo06,pass_defended,0,,,,,
player,201812020gnb,gnb,JoneJo06,sacks,1.0,,,,,
player,201812020gnb,gnb,JoneJo06,tackles_combined,5,,,,,
player,201812020gnb,gnb,JoneJo06,tackles_solo,5,,,,,
player,201812020gnb,gnb,JoneJo06,tackles_assists,0,,,,,
player,201812020gnb,gnb,JoneJo06,tackles_loss,1,,,,,
player,201812020gnb,gnb,JoneJo06,qb_hits,1,,,,,
player,201812020gnb,gnb,JoneJo06,fumbles_rec,0,,,,,
player,201812020gnb,gnb,JoneJo06,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,JoneJo06,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,JoneJo06,fumbles_forced,0,,,,,
player,201812020gnb,gnb,LowrDe00,def_int,0,,,,,
player,201812020gnb,gnb,LowrDe00,def_int_yds,0,,,,,
player,201812020gnb,gnb,LowrDe00,def_int_td,0,,,,,
player,201812020gnb,gnb,LowrDe00,def_int_long,0,,,,,
player,201812020gnb,gnb,LowrDe00,pass_defended,1,,,,,
player,201812020gnb,gnb,LowrDe00,sacks,1.0,,,,,
player,201812020gnb,gnb,LowrDe00,tackles_combined,2,,,,,
player,201812020gnb,gnb,LowrDe00,tackles_solo,2,,,,,
player,201812020gnb,gnb,LowrDe00,tackles_assists,0,,,,,
player,201812020gnb,gnb,LowrDe00,tackles_loss,1,,,,,
player,201812020gnb,gnb,LowrDe00,qb_hits,1,,,,,
player,201812020gnb,gnb,LowrDe00,fumbles_rec,0,,,,,
player,201812020gnb,gnb,LowrDe00,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,LowrDe00,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,LowrDe00,fumbles_forced,0,,,,,
player,201812020gnb,gnb,MartBl01,def_int,0,,,,,
player,201812020gnb,gnb,MartBl01,def_int_yds,0,,,,,
player,201812020gnb,gnb,MartBl01,def_int_td,0,,,,,
player,201812020gnb,gnb,MartBl01,def_int_long,0,,,,,
player,201812020gnb,gnb,MartBl01,pass_defended,0,,,,,
player,201812020gnb,gnb,MartBl01,sacks,0.0,,,,,
player,201812020gnb,gnb,MartBl01,tackles_combined,10,,,,,
player,201812020gnb,gnb,MartBl01,tackles_solo,5,,,,,
player,201812020gnb,gnb,MartBl01,tackles_assists,5,,,,,
player,201812020gnb,gnb,MartBl01,tackles_loss,0,,,,,
player,201812020gnb,gnb,MartBl01,qb_hits,0,,,,,
player,201812020gnb,gnb,MartBl01,fumbles_rec,0,,,,,
player,201812020gnb,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,MartBl01,fumbles_forced,0,,,,,
player,201812020gnb,gnb,CampIb00,def_int,0,,,,,
player,201812020gnb,gnb,CampIb00,def_int_yds,0,,,,,
player,201812020gnb,gnb,CampIb00,def_int_td,0,,,,,
player,201812020gnb,gnb,CampIb00,def_int_long,0,,,,,
player,201812020gnb,gnb,CampIb00,pass_defended,0,,,,,
player,201812020gnb,gnb,CampIb00,sacks,0.0,,,,,
player,201812020gnb,gnb,CampIb00,tackles_combined,8,,,,,
player,201812020gnb,gnb,CampIb00,tackles_solo,8,,,,,
player,201812020gnb,gnb,CampIb00,tackles_assists,0,,,,,
player,201812020gnb,gnb,CampIb00,tackles_loss,1,,,,,
player,201812020gnb,gnb,CampIb00,qb_hits,0,,,,,
player,201812020gnb,gnb,CampIb00,fumbles_rec,0,,,,,
player,201812020gnb,gnb,CampIb00,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,CampIb00,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,CampIb00,fumbles_forced,1,,,,,
player,201812020gnb,gnb,ClarKe01,def_int,0,,,,,
player,201812020gnb,gnb,ClarKe01,def_int_yds,0,,,,,
player,201812020gnb,gnb,ClarKe01,def_int_td,0,,,,,
player,201812020gnb,gnb,ClarKe01,def_int_long,0,,,,,
player,201812020gnb,gnb,ClarKe01,pass_defended,1,,,,,
player,201812020gnb,gnb,ClarKe01,sacks,0.0,,,,,
player,201812020gnb,gnb,ClarKe01,tackles_combined,7,,,,,
player,201812020gnb,gnb,ClarKe01,tackles_solo,3,,,,,
player,201812020gnb,gnb,ClarKe01,tackles_assists,4,,,,,
player,201812020gnb,gnb,ClarKe01,tackles_loss,0,,,,,
player,201812020gnb,gnb,ClarKe01,qb_hits,0,,,,,
player,201812020gnb,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201812020gnb,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,ClarKe01,fumbles_forced,0,,,,,
player,201812020gnb,gnb,WillTr99,def_int,0,,,,,
player,201812020gnb,gnb,WillTr99,def_int_yds,0,,,,,
player,201812020gnb,gnb,WillTr99,def_int_td,0,,,,,
player,201812020gnb,gnb,WillTr99,def_int_long,0,,,,,
player,201812020gnb,gnb,WillTr99,pass_defended,1,,,,,
player,201812020gnb,gnb,WillTr99,sacks,0.0,,,,,
player,201812020gnb,gnb,WillTr99,tackles_combined,4,,,,,
player,201812020gnb,gnb,WillTr99,tackles_solo,3,,,,,
player,201812020gnb,gnb,WillTr99,tackles_assists,1,,,,,
player,201812020gnb,gnb,WillTr99,tackles_loss,0,,,,,
player,201812020gnb,gnb,WillTr99,qb_hits,0,,,,,
player,201812020gnb,gnb,WillTr99,fumbles_rec,0,,,,,
player,201812020gnb,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,WillTr99,fumbles_forced,0,,,,,
player,201812020gnb,gnb,GilbRe01,def_int,0,,,,,
player,201812020gnb,gnb,GilbRe01,def_int_yds,0,,,,,
player,201812020gnb,gnb,GilbRe01,def_int_td,0,,,,,
player,201812020gnb,gnb,GilbRe01,def_int_long,0,,,,,
player,201812020gnb,gnb,GilbRe01,pass_defended,0,,,,,
player,201812020gnb,gnb,GilbRe01,sacks,0.0,,,,,
player,201812020gnb,gnb,GilbRe01,tackles_combined,3,,,,,
player,201812020gnb,gnb,GilbRe01,tackles_solo,2,,,,,
player,201812020gnb,gnb,GilbRe01,tackles_assists,1,,,,,
player,201812020gnb,gnb,GilbRe01,tackles_loss,0,,,,,
player,201812020gnb,gnb,GilbRe01,qb_hits,1,,,,,
player,201812020gnb,gnb,GilbRe01,fumbles_rec,0,,,,,
player,201812020gnb,gnb,GilbRe01,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,GilbRe01,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,GilbRe01,fumbles_forced,0,,,,,
player,201812020gnb,gnb,LancTy00,def_int,0,,,,,
player,201812020gnb,gnb,LancTy00,def_int_yds,0,,,,,
player,201812020gnb,gnb,LancTy00,def_int_td,0,,,,,
player,201812020gnb,gnb,LancTy00,def_int_long,0,,,,,
player,201812020gnb,gnb,LancTy00,pass_defended,0,,,,,
player,201812020gnb,gnb,LancTy00,sacks,0.0,,,,,
player,201812020gnb,gnb,LancTy00,tackles_combined,3,,,,,
player,201812020gnb,gnb,LancTy00,tackles_solo,2,,,,,
player,201812020gnb,gnb,LancTy00,tackles_assists,1,,,,,
player,201812020gnb,gnb,LancTy00,tackles_loss,0,,,,,
player,201812020gnb,gnb,LancTy00,qb_hits,0,,,,,
player,201812020gnb,gnb,LancTy00,fumbles_rec,0,,,,,
player,201812020gnb,gnb,LancTy00,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,LancTy00,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,LancTy00,fumbles_forced,0,,,,,
player,201812020gnb,gnb,BrowTo01,def_int,0,,,,,
player,201812020gnb,gnb,BrowTo01,def_int_yds,0,,,,,
player,201812020gnb,gnb,BrowTo01,def_int_td,0,,,,,
player,201812020gnb,gnb,BrowTo01,def_int_long,0,,,,,
player,201812020gnb,gnb,BrowTo01,pass_defended,0,,,,,
player,201812020gnb,gnb,BrowTo01,sacks,0.0,,,,,
player,201812020gnb,gnb,BrowTo01,tackles_combined,2,,,,,
player,201812020gnb,gnb,BrowTo01,tackles_solo,2,,,,,
player,201812020gnb,gnb,BrowTo01,tackles_assists,0,,,,,
player,201812020gnb,gnb,BrowTo01,tackles_loss,0,,,,,
player,201812020gnb,gnb,BrowTo01,qb_hits,0,,,,,
player,201812020gnb,gnb,BrowTo01,fumbles_rec,0,,,,,
player,201812020gnb,gnb,BrowTo01,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,BrowTo01,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,BrowTo01,fumbles_forced,0,,,,,
player,201812020gnb,gnb,BurkOr00,def_int,0,,,,,
player,201812020gnb,gnb,BurkOr00,def_int_yds,0,,,,,
player,201812020gnb,gnb,BurkOr00,def_int_td,0,,,,,
player,201812020gnb,gnb,BurkOr00,def_int_long,0,,,,,
player,201812020gnb,gnb,BurkOr00,pass_defended,0,,,,,
player,201812020gnb,gnb,BurkOr00,sacks,0.0,,,,,
player,201812020gnb,gnb,BurkOr00,tackles_combined,2,,,,,
player,201812020gnb,gnb,BurkOr00,tackles_solo,2,,,,,
player,201812020gnb,gnb,BurkOr00,tackles_assists,0,,,,,
player,201812020gnb,gnb,BurkOr00,tackles_loss,0,,,,,
player,201812020gnb,gnb,BurkOr00,qb_hits,0,,,,,
player,201812020gnb,gnb,BurkOr00,fumbles_rec,0,,,,,
player,201812020gnb,gnb,BurkOr00,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,BurkOr00,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,BurkOr00,fumbles_forced,0,,,,,
player,201812020gnb,gnb,FackKy00,def_int,0,,,,,
player,201812020gnb,gnb,FackKy00,def_int_yds,0,,,,,
player,201812020gnb,gnb,FackKy00,def_int_td,0,,,,,
player,201812020gnb,gnb,FackKy00,def_int_long,0,,,,,
player,201812020gnb,gnb,FackKy00,pass_defended,0,,,,,
player,201812020gnb,gnb,FackKy00,sacks,0.0,,,,,
player,201812020gnb,gnb,FackKy00,tackles_combined,2,,,,,
player,201812020gnb,gnb,FackKy00,tackles_solo,0,,,,,
player,201812020gnb,gnb,FackKy00,tackles_assists,2,,,,,
player,201812020gnb,gnb,FackKy00,tackles_loss,0,,,,,
player,201812020gnb,gnb,FackKy00,qb_hits,0,,,,,
player,201812020gnb,gnb,FackKy00,fumbles_rec,0,,,,,
player,201812020gnb,gnb,FackKy00,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,FackKy00,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,FackKy00,fumbles_forced,0,,,,,
player,201812020gnb,gnb,JackJo01,def_int,0,,,,,
player,201812020gnb,gnb,JackJo01,def_int_yds,0,,,,,
player,201812020gnb,gnb,JackJo01,def_int_td,0,,,,,
player,201812020gnb,gnb,JackJo01,def_int_long,0,,,,,
player,201812020gnb,gnb,JackJo01,pass_defended,1,,,,,
player,201812020gnb,gnb,JackJo01,sacks,0.0,,,,,
player,201812020gnb,gnb,JackJo01,tackles_combined,2,,,,,
player,201812020gnb,gnb,JackJo01,tackles_solo,2,,,,,
player,201812020gnb,gnb,JackJo01,tackles_assists,0,,,,,
player,201812020gnb,gnb,JackJo01,tackles_loss,0,,,,,
player,201812020gnb,gnb,JackJo01,qb_hits,0,,,,,
player,201812020gnb,gnb,JackJo01,fumbles_rec,0,,,,,
player,201812020gnb,gnb,JackJo01,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,JackJo01,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,JackJo01,fumbles_forced,0,,,,,
player,201812020gnb,gnb,AdamMo00,def_int,0,,,,,
player,201812020gnb,gnb,AdamMo00,def_int_yds,0,,,,,
player,201812020gnb,gnb,AdamMo00,def_int_td,0,,,,,
player,201812020gnb,gnb,AdamMo00,def_int_long,0,,,,,
player,201812020gnb,gnb,AdamMo00,pass_defended,0,,,,,
player,201812020gnb,gnb,AdamMo00,sacks,0.0,,,,,
player,201812020gnb,gnb,AdamMo00,tackles_combined,1,,,,,
player,201812020gnb,gnb,AdamMo00,tackles_solo,1,,,,,
player,201812020gnb,gnb,AdamMo00,tackles_assists,0,,,,,
player,201812020gnb,gnb,AdamMo00,tackles_loss,0,,,,,
player,201812020gnb,gnb,AdamMo00,qb_hits,0,,,,,
player,201812020gnb,gnb,AdamMo00,fumbles_rec,0,,,,,
player,201812020gnb,gnb,AdamMo00,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,AdamMo00,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,AdamMo00,fumbles_forced,0,,,,,
player,201812020gnb,gnb,AlexJa00,def_int,0,,,,,
player,201812020gnb,gnb,AlexJa00,def_int_yds,0,,,,,
player,201812020gnb,gnb,AlexJa00,def_int_td,0,,,,,
player,201812020gnb,gnb,AlexJa00,def_int_long,0,,,,,
player,201812020gnb,gnb,AlexJa00,pass_defended,1,,,,,
player,201812020gnb,gnb,AlexJa00,sacks,0.0,,,,,
player,201812020gnb,gnb,AlexJa00,tackles_combined,1,,,,,
player,201812020gnb,gnb,AlexJa00,tackles_solo,1,,,,,
player,201812020gnb,gnb,AlexJa00,tackles_assists,0,,,,,
player,201812020gnb,gnb,AlexJa00,tackles_loss,0,,,,,
player,201812020gnb,gnb,AlexJa00,qb_hits,0,,,,,
player,201812020gnb,gnb,AlexJa00,fumbles_rec,0,,,,,
player,201812020gnb,gnb,AlexJa00,fumbles_rec_yds,0,,,,,
player,201812020gnb,gnb,AlexJa00,fumbles_rec_td,0,,,,,
player,201812020gnb,gnb,AlexJa00,fumbles_forced,0,,,,,
player,201812020gnb,gnb,MattCl99,def_int,0,,,,,
player,201812020gnb,gnb,MattCl99,def_int_yds,0,,,,,
player,201812020gnb,gnb,MattCl99,def_int_td,0,,,,,
