game,2018,13,20181202,201812020det,ram,"Los Angeles Rams",30,det,"Detroit Lions",16
player,201812020det,ram,JohnJo10,fumbles_forced,0,,,,,
player,201812020det,ram,JoynLa00,def_int,0,,,,,
player,201812020det,ram,JoynLa00,def_int_yds,0,,,,,
player,201812020det,ram,JoynLa00,def_int_td,0,,,,,
player,201812020det,ram,JoynLa00,def_int_long,0,,,,,
player,201812020det,ram,JoynLa00,pass_defended,0,,,,,
player,201812020det,ram,JoynLa00,sacks,0.0,,,,,
player,201812020det,ram,JoynLa00,tackles_combined,6,,,,,
player,201812020det,ram,JoynLa00,tackles_solo,5,,,,,
player,201812020det,ram,JoynLa00,tackles_assists,1,,,,,
player,201812020det,ram,JoynLa00,tackles_loss,0,,,,,
player,201812020det,ram,JoynLa00,qb_hits,0,,,,,
player,201812020det,ram,JoynLa00,fumbles_rec,0,,,,,
player,201812020det,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201812020det,ram,JoynLa00,fumbles_forced,0,,,,,
player,201812020det,ram,SuhxNd99,def_int,0,,,,,
player,201812020det,ram,SuhxNd99,def_int_yds,0,,,,,
player,201812020det,ram,SuhxNd99,def_int_td,0,,,,,
player,201812020det,ram,SuhxNd99,def_int_long,0,,,,,
player,201812020det,ram,SuhxNd99,pass_defended,0,,,,,
player,201812020det,ram,SuhxNd99,sacks,0.0,,,,,
player,201812020det,ram,SuhxNd99,tackles_combined,6,,,,,
player,201812020det,ram,SuhxNd99,tackles_solo,5,,,,,
player,201812020det,ram,SuhxNd99,tackles_assists,1,,,,,
player,201812020det,ram,SuhxNd99,tackles_loss,0,,,,,
player,201812020det,ram,SuhxNd99,qb_hits,2,,,,,
player,201812020det,ram,SuhxNd99,fumbles_rec,0,,,,,
player,201812020det,ram,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201812020det,ram,SuhxNd99,fumbles_rec_td,0,,,,,
player,201812020det,ram,SuhxNd99,fumbles_forced,0,,,,,
player,201812020det,ram,BarrMa00,def_int,0,,,,,
player,201812020det,ram,BarrMa00,def_int_yds,0,,,,,
player,201812020det,ram,BarrMa00,def_int_td,0,,,,,
player,201812020det,ram,BarrMa00,def_int_long,0,,,,,
player,201812020det,ram,BarrMa00,pass_defended,0,,,,,
player,201812020det,ram,BarrMa00,sacks,0.0,,,,,
player,201812020det,ram,BarrMa00,tackles_combined,3,,,,,
player,201812020det,ram,BarrMa00,tackles_solo,3,,,,,
player,201812020det,ram,BarrMa00,tackles_assists,0,,,,,
player,201812020det,ram,BarrMa00,tackles_loss,0,,,,,
player,201812020det,ram,BarrMa00,qb_hits,0,,,,,
player,201812020det,ram,BarrMa00,fumbles_rec,0,,,,,
player,201812020det,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201812020det,ram,BarrMa00,fumbles_forced,0,,,,,
player,201812020det,ram,ChriMa00,def_int,0,,,,,
player,201812020det,ram,ChriMa00,def_int_yds,0,,,,,
player,201812020det,ram,ChriMa00,def_int_td,0,,,,,
player,201812020det,ram,ChriMa00,def_int_long,0,,,,,
player,201812020det,ram,ChriMa00,pass_defended,0,,,,,
player,201812020det,ram,ChriMa00,sacks,0.0,,,,,
player,201812020det,ram,ChriMa00,tackles_combined,3,,,,,
player,201812020det,ram,ChriMa00,tackles_solo,2,,,,,
player,201812020det,ram,ChriMa00,tackles_assists,1,,,,,
player,201812020det,ram,ChriMa00,tackles_loss,0,,,,,
player,201812020det,ram,ChriMa00,qb_hits,0,,,,,
player,201812020det,ram,ChriMa00,fumbles_rec,0,,,,,
player,201812020det,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201812020det,ram,ChriMa00,fumbles_forced,0,,,,,
player,201812020det,ram,RobeNi00,def_int,0,,,,,
player,201812020det,ram,RobeNi00,def_int_yds,0,,,,,
player,201812020det,ram,RobeNi00,def_int_td,0,,,,,
player,201812020det,ram,RobeNi00,def_int_long,0,,,,,
player,201812020det,ram,RobeNi00,pass_defended,0,,,,,
player,201812020det,ram,RobeNi00,sacks,0.0,,,,,
player,201812020det,ram,RobeNi00,tackles_combined,3,,,,,
player,201812020det,ram,RobeNi00,tackles_solo,2,,,,,
player,201812020det,ram,RobeNi00,tackles_assists,1,,,,,
player,201812020det,ram,RobeNi00,tackles_loss,0,,,,,
player,201812020det,ram,RobeNi00,qb_hits,0,,,,,
player,201812020det,ram,RobeNi00,fumbles_rec,0,,,,,
player,201812020det,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201812020det,ram,RobeNi00,fumbles_forced,0,,,,,
player,201812020det,ram,EbukSa00,def_int,0,,,,,
player,201812020det,ram,EbukSa00,def_int_yds,0,,,,,
player,201812020det,ram,EbukSa00,def_int_td,0,,,,,
player,201812020det,ram,EbukSa00,def_int_long,0,,,,,
player,201812020det,ram,EbukSa00,pass_defended,0,,,,,
player,201812020det,ram,EbukSa00,sacks,0.0,,,,,
player,201812020det,ram,EbukSa00,tackles_combined,2,,,,,
player,201812020det,ram,EbukSa00,tackles_solo,2,,,,,
player,201812020det,ram,EbukSa00,tackles_assists,0,,,,,
player,201812020det,ram,EbukSa00,tackles_loss,0,,,,,
player,201812020det,ram,EbukSa00,qb_hits,0,,,,,
player,201812020det,ram,EbukSa00,fumbles_rec,1,,,,,
player,201812020det,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201812020det,ram,EbukSa00,fumbles_forced,0,,,,,
player,201812020det,ram,PeteMa00,def_int,0,,,,,
player,201812020det,ram,PeteMa00,def_int_yds,0,,,,,
player,201812020det,ram,PeteMa00,def_int_td,0,,,,,
player,201812020det,ram,PeteMa00,def_int_long,0,,,,,
player,201812020det,ram,PeteMa00,pass_defended,0,,,,,
player,201812020det,ram,PeteMa00,sacks,0.0,,,,,
player,201812020det,ram,PeteMa00,tackles_combined,2,,,,,
player,201812020det,ram,PeteMa00,tackles_solo,2,,,,,
player,201812020det,ram,PeteMa00,tackles_assists,0,,,,,
player,201812020det,ram,PeteMa00,tackles_loss,0,,,,,
player,201812020det,ram,PeteMa00,qb_hits,1,,,,,
player,201812020det,ram,PeteMa00,fumbles_rec,0,,,,,
player,201812020det,ram,PeteMa00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,PeteMa00,fumbles_rec_td,0,,,,,
player,201812020det,ram,PeteMa00,fumbles_forced,0,,,,,
player,201812020det,ram,BrocMi00,def_int,0,,,,,
player,201812020det,ram,BrocMi00,def_int_yds,0,,,,,
player,201812020det,ram,BrocMi00,def_int_td,0,,,,,
player,201812020det,ram,BrocMi00,def_int_long,0,,,,,
player,201812020det,ram,BrocMi00,pass_defended,0,,,,,
player,201812020det,ram,BrocMi00,sacks,0.0,,,,,
player,201812020det,ram,BrocMi00,tackles_combined,1,,,,,
player,201812020det,ram,BrocMi00,tackles_solo,1,,,,,
player,201812020det,ram,BrocMi00,tackles_assists,0,,,,,
player,201812020det,ram,BrocMi00,tackles_loss,0,,,,,
player,201812020det,ram,BrocMi00,qb_hits,1,,,,,
player,201812020det,ram,BrocMi00,fumbles_rec,0,,,,,
player,201812020det,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201812020det,ram,BrocMi00,fumbles_forced,0,,,,,
player,201812020det,ram,ShieSa00,def_int,0,,,,,
player,201812020det,ram,ShieSa00,def_int_yds,0,,,,,
player,201812020det,ram,ShieSa00,def_int_td,0,,,,,
player,201812020det,ram,ShieSa00,def_int_long,0,,,,,
player,201812020det,ram,ShieSa00,pass_defended,0,,,,,
player,201812020det,ram,ShieSa00,sacks,0.0,,,,,
player,201812020det,ram,ShieSa00,tackles_combined,1,,,,,
player,201812020det,ram,ShieSa00,tackles_solo,1,,,,,
player,201812020det,ram,ShieSa00,tackles_assists,0,,,,,
player,201812020det,ram,ShieSa00,tackles_loss,0,,,,,
player,201812020det,ram,ShieSa00,qb_hits,0,,,,,
player,201812020det,ram,ShieSa00,fumbles_rec,0,,,,,
player,201812020det,ram,ShieSa00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,ShieSa00,fumbles_rec_td,0,,,,,
player,201812020det,ram,ShieSa00,fumbles_forced,0,,,,,
player,201812020det,ram,LongMa00,def_int,0,,,,,
player,201812020det,ram,LongMa00,def_int_yds,0,,,,,
player,201812020det,ram,LongMa00,def_int_td,0,,,,,
player,201812020det,ram,LongMa00,def_int_long,0,,,,,
player,201812020det,ram,LongMa00,pass_defended,0,,,,,
player,201812020det,ram,LongMa00,sacks,0.0,,,,,
player,201812020det,ram,LongMa00,tackles_combined,0,,,,,
player,201812020det,ram,LongMa00,tackles_solo,0,,,,,
player,201812020det,ram,LongMa00,tackles_assists,0,,,,,
player,201812020det,ram,LongMa00,tackles_loss,0,,,,,
player,201812020det,ram,LongMa00,qb_hits,1,,,,,
player,201812020det,ram,LongMa00,fumbles_rec,0,,,,,
player,201812020det,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201812020det,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201812020det,ram,LongMa00,fumbles_forced,0,,,,,
player,201812020det,det,DiggQu00,def_int,1,,,,,
player,201812020det,det,DiggQu00,def_int_yds,4,,,,,
player,201812020det,det,DiggQu00,def_int_td,0,,,,,
player,201812020det,det,DiggQu00,def_int_long,4,,,,,
player,201812020det,det,DiggQu00,pass_defended,2,,,,,
player,201812020det,det,DiggQu00,sacks,0.0,,,,,
player,201812020det,det,DiggQu00,tackles_combined,6,,,,,
player,201812020det,det,DiggQu00,tackles_solo,5,,,,,
player,201812020det,det,DiggQu00,tackles_assists,1,,,,,
player,201812020det,det,DiggQu00,tackles_loss,0,,,,,
player,201812020det,det,DiggQu00,qb_hits,0,,,,,
player,201812020det,det,DiggQu00,fumbles_rec,0,,,,,
player,201812020det,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201812020det,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201812020det,det,DiggQu00,fumbles_forced,0,,,,,
player,201812020det,det,HarrDa03,def_int,0,,,,,
player,201812020det,det,HarrDa03,def_int_yds,0,,,,,
player,201812020det,det,HarrDa03,def_int_td,0,,,,,
player,201812020det,det,HarrDa03,def_int_long,0,,,,,
player,201812020det,det,HarrDa03,pass_defended,0,,,,,
player,201812020det,det,HarrDa03,sacks,1.0,,,,,
player,201812020det,det,HarrDa03,tackles_combined,7,,,,,
player,201812020det,det,HarrDa03,tackles_solo,3,,,,,
player,201812020det,det,HarrDa03,tackles_assists,4,,,,,
player,201812020det,det,HarrDa03,tackles_loss,0,,,,,
player,201812020det,det,HarrDa03,qb_hits,1,,,,,
player,201812020det,det,HarrDa03,fumbles_rec,1,,,,,
player,201812020det,det,HarrDa03,fumbles_rec_yds,0,,,,,
player,201812020det,det,HarrDa03,fumbles_rec_td,0,,,,,
player,201812020det,det,HarrDa03,fumbles_forced,1,,,,,
player,201812020det,det,HaroEl00,def_int,0,,,,,
player,201812020det,det,HaroEl00,def_int_yds,0,,,,,
player,201812020det,det,HaroEl00,def_int_td,0,,,,,
player,201812020det,det,HaroEl00,def_int_long,0,,,,,
player,201812020det,det,HaroEl00,pass_defended,1,,,,,
player,201812020det,det,HaroEl00,sacks,1.0,,,,,
player,201812020det,det,HaroEl00,tackles_combined,2,,,,,
player,201812020det,det,HaroEl00,tackles_solo,1,,,,,
player,201812020det,det,HaroEl00,tackles_assists,1,,,,,
player,201812020det,det,HaroEl00,tackles_loss,1,,,,,
player,201812020det,det,HaroEl00,qb_hits,1,,,,,
player,201812020det,det,HaroEl00,fumbles_rec,0,,,,,
player,201812020det,det,HaroEl00,fumbles_rec_yds,0,,,,,
player,201812020det,det,HaroEl00,fumbles_rec_td,0,,,,,
player,201812020det,det,HaroEl00,fumbles_forced,0,,,,,
player,201812020det,det,FordMi01,def_int,0,,,,,
player,201812020det,det,FordMi01,def_int_yds,0,,,,,
player,201812020det,det,FordMi01,def_int_td,0,,,,,
player,201812020det,det,FordMi01,def_int_long,0,,,,,
player,201812020det,det,FordMi01,pass_defended,0,,,,,
player,201812020det,det,FordMi01,sacks,0.0,,,,,
player,201812020det,det,FordMi01,tackles_combined,6,,,,,
player,201812020det,det,FordMi01,tackles_solo,6,,,,,
player,201812020det,det,FordMi01,tackles_assists,0,,,,,
player,201812020det,det,FordMi01,tackles_loss,0,,,,,
player,201812020det,det,FordMi01,qb_hits,0,,,,,
player,201812020det,det,FordMi01,fumbles_rec,0,,,,,
player,201812020det,det,FordMi01,fumbles_rec_yds,0,,,,,
player,201812020det,det,FordMi01,fumbles_rec_td,0,,,,,
player,201812020det,det,FordMi01,fumbles_forced,0,,,,,
player,201812020det,det,JoneCh05,def_int,0,,,,,
player,201812020det,det,JoneCh05,def_int_yds,0,,,,,
player,201812020det,det,JoneCh05,def_int_td,0,,,,,
player,201812020det,det,JoneCh05,def_int_long,0,,,,,
player,201812020det,det,JoneCh05,pass_defended,0,,,,,
player,201812020det,det,JoneCh05,sacks,0.0,,,,,
player,201812020det,det,JoneCh05,tackles_combined,6,,,,,
player,201812020det,det,JoneCh05,tackles_solo,3,,,,,
player,201812020det,det,JoneCh05,tackles_assists,3,,,,,
player,201812020det,det,JoneCh05,tackles_loss,0,,,,,
player,201812020det,det,JoneCh05,qb_hits,0,,,,,
player,201812020det,det,JoneCh05,fumbles_rec,0,,,,,
player,201812020det,det,JoneCh05,fumbles_rec_yds,0,,,,,
player,201812020det,det,JoneCh05,fumbles_rec_td,0,,,,,
player,201812020det,det,JoneCh05,fumbles_forced,0,,,,,
player,201812020det,det,DaviJa01,def_int,0,,,,,
player,201812020det,det,DaviJa01,def_int_yds,0,,,,,
player,201812020det,det,DaviJa01,def_int_td,0,,,,,
player,201812020det,det,DaviJa01,def_int_long,0,,,,,
player,201812020det,det,DaviJa01,pass_defended,0,,,,,
player,201812020det,det,DaviJa01,sacks,0.0,,,,,
player,201812020det,det,DaviJa01,tackles_combined,5,,,,,
player,201812020det,det,DaviJa01,tackles_solo,2,,,,,
player,201812020det,det,DaviJa01,tackles_assists,3,,,,,
player,201812020det,det,DaviJa01,tackles_loss,0,,,,,
player,201812020det,det,DaviJa01,qb_hits,1,,,,,
player,201812020det,det,DaviJa01,fumbles_rec,0,,,,,
player,201812020det,det,DaviJa01,fumbles_rec_yds,0,,,,,
player,201812020det,det,DaviJa01,fumbles_rec_td,0,,,,,
player,201812020det,det,DaviJa01,fumbles_forced,0,,,,,
player,201812020det,det,LawsNe00,def_int,0,,,,,
player,201812020det,det,LawsNe00,def_int_yds,0,,,,,
player,201812020det,det,LawsNe00,def_int_td,0,,,,,
player,201812020det,det,LawsNe00,def_int_long,0,,,,,
player,201812020det,det,LawsNe00,pass_defended,0,,,,,
player,201812020det,det,LawsNe00,sacks,0.0,,,,,
player,201812020det,det,LawsNe00,tackles_combined,5,,,,,
player,201812020det,det,LawsNe00,tackles_solo,3,,,,,
player,201812020det,det,LawsNe00,tackles_assists,2,,,,,
player,201812020det,det,LawsNe00,tackles_loss,0,,,,,
player,201812020det,det,LawsNe00,qb_hits,0,,,,,
player,201812020det,det,LawsNe00,fumbles_rec,0,,,,,
player,201812020det,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201812020det,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201812020det,det,LawsNe00,fumbles_forced,0,,,,,
player,201812020det,det,RobiAS00,def_int,0,,,,,
player,201812020det,det,RobiAS00,def_int_yds,0,,,,,
player,201812020det,det,RobiAS00,def_int_td,0,,,,,
player,201812020det,det,RobiAS00,def_int_long,0,,,,,
player,201812020det,det,RobiAS00,pass_defended,0,,,,,
player,201812020det,det,RobiAS00,sacks,0.0,,,,,
player,201812020det,det,RobiAS00,tackles_combined,5,,,,,
player,201812020det,det,RobiAS00,tackles_solo,3,,,,,
player,201812020det,det,RobiAS00,tackles_assists,2,,,,,
player,201812020det,det,RobiAS00,tackles_loss,0,,,,,
player,201812020det,det,RobiAS00,qb_hits,0,,,,,
player,201812020det,det,RobiAS00,fumbles_rec,0,,,,,
player,201812020det,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201812020det,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201812020det,det,RobiAS00,fumbles_forced,0,,,,,
player,201812020det,det,SlayDa00,def_int,0,,,,,
player,201812020det,det,SlayDa00,def_int_yds,0,,,,,
player,201812020det,det,SlayDa00,def_int_td,0,,,,,
player,201812020det,det,SlayDa00,def_int_long,0,,,,,
player,201812020det,det,SlayDa00,pass_defended,0,,,,,
player,201812020det,det,SlayDa00,sacks,0.0,,,,,
player,201812020det,det,SlayDa00,tackles_combined,3,,,,,
player,201812020det,det,SlayDa00,tackles_solo,3,,,,,
player,201812020det,det,SlayDa00,tackles_assists,0,,,,,
player,201812020det,det,SlayDa00,tackles_loss,0,,,,,
player,201812020det,det,SlayDa00,qb_hits,0,,,,,
player,201812020det,det,SlayDa00,fumbles_rec,0,,,,,
player,201812020det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201812020det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201812020det,det,SlayDa00,fumbles_forced,0,,,,,
player,201812020det,det,HandDa00,def_int,0,,,,,
player,201812020det,det,HandDa00,def_int_yds,0,,,,,
player,201812020det,det,HandDa00,def_int_td,0,,,,,
player,201812020det,det,HandDa00,def_int_long,0,,,,,
player,201812020det,det,HandDa00,pass_defended,0,,,,,
player,201812020det,det,HandDa00,sacks,0.0,,,,,
player,201812020det,det,HandDa00,tackles_combined,2,,,,,
player,201812020det,det,HandDa00,tackles_solo,2,,,,,
player,201812020det,det,HandDa00,tackles_assists,0,,,,,
player,201812020det,det,HandDa00,tackles_loss,0,,,,,
player,201812020det,det,HandDa00,qb_hits,0,,,,,
player,201812020det,det,HandDa00,fumbles_rec,0,,,,,
player,201812020det,det,HandDa00,fumbles_rec_yds,0,,,,,
player,201812020det,det,HandDa00,fumbles_rec_td,0,,,,,
player,201812020det,det,HandDa00,fumbles_forced,0,,,,,
player,201812020det,det,KillMi00,def_int,0,,,,,
player,201812020det,det,KillMi00,def_int_yds,0,,,,,
player,201812020det,det,KillMi00,def_int_td,0,,,,,
player,201812020det,det,KillMi00,def_int_long,0,,,,,
player,201812020det,det,KillMi00,pass_defended,0,,,,,
player,201812020det,det,KillMi00,sacks,0.0,,,,,
player,201812020det,det,KillMi00,tackles_combined,2,,,,,
player,201812020det,det,KillMi00,tackles_solo,2,,,,,
player,201812020det,det,KillMi00,tackles_assists,0,,,,,
player,201812020det,det,KillMi00,tackles_loss,0,,,,,
player,201812020det,det,KillMi00,qb_hits,0,,,,,
player,201812020det,det,KillMi00,fumbles_rec,0,,,,,
player,201812020det,det,KillMi00,fumbles_rec_yds,0,,,,,
player,201812020det,det,KillMi00,fumbles_rec_td,0,,,,,
player,201812020det,det,KillMi00,fumbles_forced,0,,,,,
player,201812020det,det,QuinGl99,def_int,0,,,,,
player,201812020det,det,QuinGl99,def_int_yds,0,,,,,
player,201812020det,det,QuinGl99,def_int_td,0,,,,,
player,201812020det,det,QuinGl99,def_int_long,0,,,,,
player,201812020det,det,QuinGl99,pass_defended,0,,,,,
player,201812020det,det,QuinGl99,sacks,0.0,,,,,
player,201812020det,det,QuinGl99,tackles_combined,2,,,,,
player,201812020det,det,QuinGl99,tackles_solo,1,,,,,
player,201812020det,det,QuinGl99,tackles_assists,1,,,,,
player,201812020det,det,QuinGl99,tackles_loss,0,,,,,
player,201812020det,det,QuinGl99,qb_hits,0,,,,,
player,201812020det,det,QuinGl99,fumbles_rec,0,,,,,
player,201812020det,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201812020det,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201812020det,det,QuinGl99,fumbles_forced,0,,,,,
player,201812020det,det,ReevJa00,def_int,0,,,,,
player,201812020det,det,ReevJa00,def_int_yds,0,,,,,
player,201812020det,det,ReevJa00,def_int_td,0,,,,,
player,201812020det,det,ReevJa00,def_int_long,0,,,,,
player,201812020det,det,ReevJa00,pass_defended,0,,,,,
player,201812020det,det,ReevJa00,sacks,0.0,,,,,
player,201812020det,det,ReevJa00,tackles_combined,2,,,,,
player,201812020det,det,ReevJa00,tackles_solo,1,,,,,
player,201812020det,det,ReevJa00,tackles_assists,1,,,,,
player,201812020det,det,ReevJa00,tackles_loss,0,,,,,
player,201812020det,det,ReevJa00,qb_hits,0,,,,,
player,201812020det,det,ReevJa00,fumbles_rec,0,,,,,
player,201812020det,det,ReevJa00,fumbles_rec_yds,0,,,,,
player,201812020det,det,ReevJa00,fumbles_rec_td,0,,,,,
player,201812020det,det,ReevJa00,fumbles_forced,0,,,,,
player,201812020det,det,WalkTr01,def_int,0,,,,,
player,201812020det,det,WalkTr01,def_int_yds,0,,,,,
player,201812020det,det,WalkTr01,def_int_td,0,,,,,
player,201812020det,det,WalkTr01,def_int_long,0,,,,,
player,201812020det,det,WalkTr01,pass_defended,0,,,,,
player,201812020det,det,WalkTr01,sacks,0.0,,,,,
player,201812020det,det,WalkTr01,tackles_combined,2,,,,,
player,201812020det,det,WalkTr01,tackles_solo,2,,,,,
player,201812020det,det,WalkTr01,tackles_assists,0,,,,,
player,201812020det,det,WalkTr01,tackles_loss,0,,,,,
player,201812020det,det,WalkTr01,qb_hits,0,,,,,
player,201812020det,det,WalkTr01,fumbles_rec,0,,,,,
player,201812020det,det,WalkTr01,fumbles_rec_yds,0,,,,,
player,201812020det,det,WalkTr01,fumbles_rec_td,0,,,,,
player,201812020det,det,WalkTr01,fumbles_forced,0,,,,,
player,201812020det,det,ElliBr00,def_int,0,,,,,
player,201812020det,det,ElliBr00,def_int_yds,0,,,,,
player,201812020det,det,ElliBr00,def_int_td,0,,,,,
player,201812020det,det,ElliBr00,def_int_long,0,,,,,
player,201812020det,det,ElliBr00,pass_defended,0,,,,,
player,201812020det,det,ElliBr00,sacks,0.0,,,,,
player,201812020det,det,ElliBr00,tackles_combined,1,,,,,
player,201812020det,det,ElliBr00,tackles_solo,1,,,,,
player,201812020det,det,ElliBr00,tackles_assists,0,,,,,
player,201812020det,det,ElliBr00,tackles_loss,0,,,,,
player,201812020det,det,ElliBr00,qb_hits,0,,,,,
player,201812020det,det,ElliBr00,fumbles_rec,0,,,,,
player,201812020det,det,ElliBr00,fumbles_rec_yds,0,,,,,
player,201812020det,det,ElliBr00,fumbles_rec_td,0,,,,,
player,201812020det,det,ElliBr00,fumbles_forced,0,,,,,
player,201812020det,det,SheaDe00,def_int,0,,,,,
player,201812020det,det,SheaDe00,def_int_yds,0,,,,,
player,201812020det,det,SheaDe00,def_int_td,0,,,,,
player,201812020det,det,SheaDe00,def_int_long,0,,,,,
player,201812020det,det,SheaDe00,pass_defended,0,,,,,
player,201812020det,det,SheaDe00,sacks,0.0,,,,,
player,201812020det,det,SheaDe00,tackles_combined,1,,,,,
player,201812020det,det,SheaDe00,tackles_solo,1,,,,,
player,201812020det,det,SheaDe00,tackles_assists,0,,,,,
player,201812020det,det,SheaDe00,tackles_loss,0,,,,,
player,201812020det,det,SheaDe00,qb_hits,0,,,,,
player,201812020det,det,SheaDe00,fumbles_rec,0,,,,,
player,201812020det,det,SheaDe00,fumbles_rec_yds,0,,,,,
player,201812020det,det,SheaDe00,fumbles_rec_td,0,,,,,
player,201812020det,det,SheaDe00,fumbles_forced,0,,,,,
player,201812020det,det,AnsaEz00,def_int,0,,,,,
player,201812020det,det,AnsaEz00,def_int_yds,0,,,,,
player,201812020det,det,AnsaEz00,def_int_td,0,,,,,
player,201812020det,det,AnsaEz00,def_int_long,0,,,,,
player,201812020det,det,AnsaEz00,pass_defended,0,,,,,
player,201812020det,det,AnsaEz00,sacks,0.0,,,,,
player,201812020det,det,AnsaEz00,tackles_combined,0,,,,,
player,201812020det,det,AnsaEz00,tackles_solo,0,,,,,
player,201812020det,det,AnsaEz00,tackles_assists,0,,,,,
player,201812020det,det,AnsaEz00,tackles_loss,0,,,,,
player,201812020det,det,AnsaEz00,qb_hits,1,,,,,
player,201812020det,det,AnsaEz00,fumbles_rec,0,,,,,
player,201812020det,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201812020det,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201812020det,det,AnsaEz00,fumbles_forced,0,,,,,
player,201812020det,det,OkwaRo01,def_int,0,,,,,
player,201812020det,det,OkwaRo01,def_int_yds,0,,,,,
player,201812020det,det,OkwaRo01,def_int_td,0,,,,,
player,201812020det,det,OkwaRo01,def_int_long,0,,,,,
player,201812020det,det,OkwaRo01,pass_defended,1,,,,,
player,201812020det,det,OkwaRo01,sacks,0.0,,,,,
player,201812020det,det,OkwaRo01,tackles_combined,0,,,,,
player,201812020det,det,OkwaRo01,tackles_solo,0,,,,,
player,201812020det,det,OkwaRo01,tackles_assists,0,,,,,
player,201812020det,det,OkwaRo01,tackles_loss,0,,,,,
player,201812020det,det,OkwaRo01,qb_hits,0,,,,,
player,201812020det,det,OkwaRo01,fumbles_rec,0,,,,,
player,201812020det,det,OkwaRo01,fumbles_rec_yds,0,,,,,
player,201812020det,det,OkwaRo01,fumbles_rec_td,0,,,,,
player,201812020det,det,OkwaRo01,fumbles_forced,0,,,,,
player,201812020det,ram,NatsJo00,kick_ret,0,,,,,
player,201812020det,ram,NatsJo00,kick_ret_yds,0,,,,,
player,201812020det,ram,NatsJo00,kick_ret_yds_per_ret,,,,,,
player,201812020det,ram,NatsJo00,kick_ret_td,0,,,,,
player,201812020det,ram,NatsJo00,kick_ret_long,0,,,,,
player,201812020det,ram,NatsJo00,punt_ret,3,,,,,
player,201812020det,ram,NatsJo00,punt_ret_yds,18,,,,,
player,201812020det,ram,NatsJo00,punt_ret_yds_per_ret,6.0,,,,,
player,201812020det,ram,NatsJo00,punt_ret_td,0,,,,,
player,201812020det,ram,NatsJo00,punt_ret_long,8,,,,,
player,201812020det,ram,CoopPh00,kick_ret,2,,,,,
player,201812020det,ram,CoopPh00,kick_ret_yds,52,,,,,
player,201812020det,ram,CoopPh00,kick_ret_yds_per_ret,26.0,,,,,
player,201812020det,ram,CoopPh00,kick_ret_td,0,,,,,
player,201812020det,ram,CoopPh00,kick_ret_long,28,,,,,
player,201812020det,ram,CoopPh00,punt_ret,0,,,,,
player,201812020det,ram,CoopPh00,punt_ret_yds,0,,,,,
player,201812020det,ram,CoopPh00,punt_ret_yds_per_ret,,,,,,
player,201812020det,ram,CoopPh00,punt_ret_td,0,,,,,
player,201812020det,ram,CoopPh00,punt_ret_long,0,,,,,
player,201812020det,ram,ZuerGr00,xpm,3,,,,,
player,201812020det,ram,ZuerGr00,xpa,3,,,,,
player,201812020det,ram,ZuerGr00,fgm,3,,,,,
player,201812020det,ram,ZuerGr00,fga,3,,,,,
player,201812020det,ram,ZuerGr00,punt,0,,,,,
player,201812020det,ram,ZuerGr00,punt_yds,0,,,,,
player,201812020det,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201812020det,ram,ZuerGr00,punt_long,0,,,,,
player,201812020det,ram,HekkJo00,xpm,,,,,,
player,201812020det,ram,HekkJo00,xpa,,,,,,
player,201812020det,ram,HekkJo00,fgm,,,,,,
player,201812020det,ram,HekkJo00,fga,,,,,,
player,201812020det,ram,HekkJo00,punt,3,,,,,
player,201812020det,ram,HekkJo00,punt_yds,151,,,,,
player,201812020det,ram,HekkJo00,punt_yds_per_punt,50.3,,,,,
player,201812020det,ram,HekkJo00,punt_long,55,,,,,
player,201812020det,det,PratMa20,xpm,1,,,,,
