game,2018,14,20181209,201812090chi,ram,"Los Angeles Rams",6,chi,"Chicago Bears",15
player,201812090chi,ram,FranJo02,tackles_combined,1,,,,,
player,201812090chi,ram,FranJo02,tackles_solo,1,,,,,
player,201812090chi,ram,FranJo02,tackles_assists,0,,,,,
player,201812090chi,ram,FranJo02,tackles_loss,,,,,,
player,201812090chi,ram,FranJo02,qb_hits,,,,,,
player,201812090chi,ram,FranJo02,fumbles_rec,0,,,,,
player,201812090chi,ram,FranJo02,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,FranJo02,fumbles_rec_td,0,,,,,
player,201812090chi,ram,FranJo02,fumbles_forced,0,,,,,
player,201812090chi,ram,JoynLa00,def_int,0,,,,,
player,201812090chi,ram,JoynLa00,def_int_yds,0,,,,,
player,201812090chi,ram,JoynLa00,def_int_td,0,,,,,
player,201812090chi,ram,JoynLa00,def_int_long,0,,,,,
player,201812090chi,ram,JoynLa00,pass_defended,0,,,,,
player,201812090chi,ram,JoynLa00,sacks,0.0,,,,,
player,201812090chi,ram,JoynLa00,tackles_combined,7,,,,,
player,201812090chi,ram,JoynLa00,tackles_solo,7,,,,,
player,201812090chi,ram,JoynLa00,tackles_assists,0,,,,,
player,201812090chi,ram,JoynLa00,tackles_loss,0,,,,,
player,201812090chi,ram,JoynLa00,qb_hits,0,,,,,
player,201812090chi,ram,JoynLa00,fumbles_rec,0,,,,,
player,201812090chi,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,JoynLa00,fumbles_forced,0,,,,,
player,201812090chi,ram,LittCo01,def_int,0,,,,,
player,201812090chi,ram,LittCo01,def_int_yds,0,,,,,
player,201812090chi,ram,LittCo01,def_int_td,0,,,,,
player,201812090chi,ram,LittCo01,def_int_long,0,,,,,
player,201812090chi,ram,LittCo01,pass_defended,0,,,,,
player,201812090chi,ram,LittCo01,sacks,0.0,,,,,
player,201812090chi,ram,LittCo01,tackles_combined,7,,,,,
player,201812090chi,ram,LittCo01,tackles_solo,5,,,,,
player,201812090chi,ram,LittCo01,tackles_assists,2,,,,,
player,201812090chi,ram,LittCo01,tackles_loss,1,,,,,
player,201812090chi,ram,LittCo01,qb_hits,0,,,,,
player,201812090chi,ram,LittCo01,fumbles_rec,0,,,,,
player,201812090chi,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201812090chi,ram,LittCo01,fumbles_forced,0,,,,,
player,201812090chi,ram,BrocMi00,def_int,0,,,,,
player,201812090chi,ram,BrocMi00,def_int_yds,0,,,,,
player,201812090chi,ram,BrocMi00,def_int_td,0,,,,,
player,201812090chi,ram,BrocMi00,def_int_long,0,,,,,
player,201812090chi,ram,BrocMi00,pass_defended,0,,,,,
player,201812090chi,ram,BrocMi00,sacks,0.0,,,,,
player,201812090chi,ram,BrocMi00,tackles_combined,6,,,,,
player,201812090chi,ram,BrocMi00,tackles_solo,4,,,,,
player,201812090chi,ram,BrocMi00,tackles_assists,2,,,,,
player,201812090chi,ram,BrocMi00,tackles_loss,0,,,,,
player,201812090chi,ram,BrocMi00,qb_hits,0,,,,,
player,201812090chi,ram,BrocMi00,fumbles_rec,0,,,,,
player,201812090chi,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,BrocMi00,fumbles_forced,0,,,,,
player,201812090chi,ram,SuhxNd99,def_int,0,,,,,
player,201812090chi,ram,SuhxNd99,def_int_yds,0,,,,,
player,201812090chi,ram,SuhxNd99,def_int_td,0,,,,,
player,201812090chi,ram,SuhxNd99,def_int_long,0,,,,,
player,201812090chi,ram,SuhxNd99,pass_defended,0,,,,,
player,201812090chi,ram,SuhxNd99,sacks,0.0,,,,,
player,201812090chi,ram,SuhxNd99,tackles_combined,6,,,,,
player,201812090chi,ram,SuhxNd99,tackles_solo,6,,,,,
player,201812090chi,ram,SuhxNd99,tackles_assists,0,,,,,
player,201812090chi,ram,SuhxNd99,tackles_loss,0,,,,,
player,201812090chi,ram,SuhxNd99,qb_hits,0,,,,,
player,201812090chi,ram,SuhxNd99,fumbles_rec,0,,,,,
player,201812090chi,ram,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,SuhxNd99,fumbles_rec_td,0,,,,,
player,201812090chi,ram,SuhxNd99,fumbles_forced,0,,,,,
player,201812090chi,ram,TaliAq99,def_int,0,,,,,
player,201812090chi,ram,TaliAq99,def_int_yds,0,,,,,
player,201812090chi,ram,TaliAq99,def_int_td,0,,,,,
player,201812090chi,ram,TaliAq99,def_int_long,0,,,,,
player,201812090chi,ram,TaliAq99,pass_defended,0,,,,,
player,201812090chi,ram,TaliAq99,sacks,0.0,,,,,
player,201812090chi,ram,TaliAq99,tackles_combined,5,,,,,
player,201812090chi,ram,TaliAq99,tackles_solo,5,,,,,
player,201812090chi,ram,TaliAq99,tackles_assists,0,,,,,
player,201812090chi,ram,TaliAq99,tackles_loss,0,,,,,
player,201812090chi,ram,TaliAq99,qb_hits,0,,,,,
player,201812090chi,ram,TaliAq99,fumbles_rec,0,,,,,
player,201812090chi,ram,TaliAq99,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,TaliAq99,fumbles_rec_td,0,,,,,
player,201812090chi,ram,TaliAq99,fumbles_forced,0,,,,,
player,201812090chi,ram,BarrMa00,def_int,0,,,,,
player,201812090chi,ram,BarrMa00,def_int_yds,0,,,,,
player,201812090chi,ram,BarrMa00,def_int_td,0,,,,,
player,201812090chi,ram,BarrMa00,def_int_long,0,,,,,
player,201812090chi,ram,BarrMa00,pass_defended,0,,,,,
player,201812090chi,ram,BarrMa00,sacks,0.0,,,,,
player,201812090chi,ram,BarrMa00,tackles_combined,3,,,,,
player,201812090chi,ram,BarrMa00,tackles_solo,3,,,,,
player,201812090chi,ram,BarrMa00,tackles_assists,0,,,,,
player,201812090chi,ram,BarrMa00,tackles_loss,0,,,,,
player,201812090chi,ram,BarrMa00,qb_hits,0,,,,,
player,201812090chi,ram,BarrMa00,fumbles_rec,0,,,,,
player,201812090chi,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,BarrMa00,fumbles_forced,0,,,,,
player,201812090chi,ram,DonaAa00,def_int,0,,,,,
player,201812090chi,ram,DonaAa00,def_int_yds,0,,,,,
player,201812090chi,ram,DonaAa00,def_int_td,0,,,,,
player,201812090chi,ram,DonaAa00,def_int_long,0,,,,,
player,201812090chi,ram,DonaAa00,pass_defended,0,,,,,
player,201812090chi,ram,DonaAa00,sacks,0.0,,,,,
player,201812090chi,ram,DonaAa00,tackles_combined,2,,,,,
player,201812090chi,ram,DonaAa00,tackles_solo,1,,,,,
player,201812090chi,ram,DonaAa00,tackles_assists,1,,,,,
player,201812090chi,ram,DonaAa00,tackles_loss,0,,,,,
player,201812090chi,ram,DonaAa00,qb_hits,1,,,,,
player,201812090chi,ram,DonaAa00,fumbles_rec,0,,,,,
player,201812090chi,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,DonaAa00,fumbles_forced,0,,,,,
player,201812090chi,ram,EbukSa00,def_int,0,,,,,
player,201812090chi,ram,EbukSa00,def_int_yds,0,,,,,
player,201812090chi,ram,EbukSa00,def_int_td,0,,,,,
player,201812090chi,ram,EbukSa00,def_int_long,0,,,,,
player,201812090chi,ram,EbukSa00,pass_defended,0,,,,,
player,201812090chi,ram,EbukSa00,sacks,0.0,,,,,
player,201812090chi,ram,EbukSa00,tackles_combined,2,,,,,
player,201812090chi,ram,EbukSa00,tackles_solo,2,,,,,
player,201812090chi,ram,EbukSa00,tackles_assists,0,,,,,
player,201812090chi,ram,EbukSa00,tackles_loss,0,,,,,
player,201812090chi,ram,EbukSa00,qb_hits,0,,,,,
player,201812090chi,ram,EbukSa00,fumbles_rec,0,,,,,
player,201812090chi,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,EbukSa00,fumbles_forced,0,,,,,
player,201812090chi,ram,FowlDa00,def_int,0,,,,,
player,201812090chi,ram,FowlDa00,def_int_yds,0,,,,,
player,201812090chi,ram,FowlDa00,def_int_td,0,,,,,
player,201812090chi,ram,FowlDa00,def_int_long,0,,,,,
player,201812090chi,ram,FowlDa00,pass_defended,0,,,,,
player,201812090chi,ram,FowlDa00,sacks,0.0,,,,,
player,201812090chi,ram,FowlDa00,tackles_combined,2,,,,,
player,201812090chi,ram,FowlDa00,tackles_solo,2,,,,,
player,201812090chi,ram,FowlDa00,tackles_assists,0,,,,,
player,201812090chi,ram,FowlDa00,tackles_loss,0,,,,,
player,201812090chi,ram,FowlDa00,qb_hits,0,,,,,
player,201812090chi,ram,FowlDa00,fumbles_rec,0,,,,,
player,201812090chi,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,FowlDa00,fumbles_forced,0,,,,,
player,201812090chi,ram,ChriMa00,def_int,0,,,,,
player,201812090chi,ram,ChriMa00,def_int_yds,0,,,,,
player,201812090chi,ram,ChriMa00,def_int_td,0,,,,,
player,201812090chi,ram,ChriMa00,def_int_long,0,,,,,
player,201812090chi,ram,ChriMa00,pass_defended,0,,,,,
player,201812090chi,ram,ChriMa00,sacks,0.0,,,,,
player,201812090chi,ram,ChriMa00,tackles_combined,1,,,,,
player,201812090chi,ram,ChriMa00,tackles_solo,1,,,,,
player,201812090chi,ram,ChriMa00,tackles_assists,0,,,,,
player,201812090chi,ram,ChriMa00,tackles_loss,0,,,,,
player,201812090chi,ram,ChriMa00,qb_hits,0,,,,,
player,201812090chi,ram,ChriMa00,fumbles_rec,0,,,,,
player,201812090chi,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,ChriMa00,fumbles_forced,0,,,,,
player,201812090chi,ram,CounBl00,def_int,0,,,,,
player,201812090chi,ram,CounBl00,def_int_yds,0,,,,,
player,201812090chi,ram,CounBl00,def_int_td,0,,,,,
player,201812090chi,ram,CounBl00,def_int_long,0,,,,,
player,201812090chi,ram,CounBl00,pass_defended,0,,,,,
player,201812090chi,ram,CounBl00,sacks,0.0,,,,,
player,201812090chi,ram,CounBl00,tackles_combined,1,,,,,
player,201812090chi,ram,CounBl00,tackles_solo,1,,,,,
player,201812090chi,ram,CounBl00,tackles_assists,0,,,,,
player,201812090chi,ram,CounBl00,tackles_loss,0,,,,,
player,201812090chi,ram,CounBl00,qb_hits,0,,,,,
player,201812090chi,ram,CounBl00,fumbles_rec,0,,,,,
player,201812090chi,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,CounBl00,fumbles_forced,0,,,,,
player,201812090chi,ram,HekkJo00,def_int,0,,,,,
player,201812090chi,ram,HekkJo00,def_int_yds,0,,,,,
player,201812090chi,ram,HekkJo00,def_int_td,0,,,,,
player,201812090chi,ram,HekkJo00,def_int_long,0,,,,,
player,201812090chi,ram,HekkJo00,pass_defended,0,,,,,
player,201812090chi,ram,HekkJo00,sacks,0.0,,,,,
player,201812090chi,ram,HekkJo00,tackles_combined,1,,,,,
player,201812090chi,ram,HekkJo00,tackles_solo,1,,,,,
player,201812090chi,ram,HekkJo00,tackles_assists,0,,,,,
player,201812090chi,ram,HekkJo00,tackles_loss,0,,,,,
player,201812090chi,ram,HekkJo00,qb_hits,0,,,,,
player,201812090chi,ram,HekkJo00,fumbles_rec,0,,,,,
player,201812090chi,ram,HekkJo00,fumbles_rec_yds,0,,,,,
player,201812090chi,ram,HekkJo00,fumbles_rec_td,0,,,,,
player,201812090chi,ram,HekkJo00,fumbles_forced,0,,,,,
player,201812090chi,chi,AmukPr00,def_int,1,,,,,
player,201812090chi,chi,AmukPr00,def_int_yds,9,,,,,
player,201812090chi,chi,AmukPr00,def_int_td,0,,,,,
player,201812090chi,chi,AmukPr00,def_int_long,9,,,,,
player,201812090chi,chi,AmukPr00,pass_defended,3,,,,,
player,201812090chi,chi,AmukPr00,sacks,0.0,,,,,
player,201812090chi,chi,AmukPr00,tackles_combined,6,,,,,
player,201812090chi,chi,AmukPr00,tackles_solo,5,,,,,
player,201812090chi,chi,AmukPr00,tackles_assists,1,,,,,
player,201812090chi,chi,AmukPr00,tackles_loss,0,,,,,
player,201812090chi,chi,AmukPr00,qb_hits,0,,,,,
player,201812090chi,chi,AmukPr00,fumbles_rec,0,,,,,
player,201812090chi,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,AmukPr00,fumbles_forced,0,,,,,
player,201812090chi,chi,SmitRo07,def_int,1,,,,,
player,201812090chi,chi,SmitRo07,def_int_yds,22,,,,,
player,201812090chi,chi,SmitRo07,def_int_td,0,,,,,
player,201812090chi,chi,SmitRo07,def_int_long,22,,,,,
player,201812090chi,chi,SmitRo07,pass_defended,1,,,,,
player,201812090chi,chi,SmitRo07,sacks,0.0,,,,,
player,201812090chi,chi,SmitRo07,tackles_combined,6,,,,,
player,201812090chi,chi,SmitRo07,tackles_solo,4,,,,,
player,201812090chi,chi,SmitRo07,tackles_assists,2,,,,,
player,201812090chi,chi,SmitRo07,tackles_loss,0,,,,,
player,201812090chi,chi,SmitRo07,qb_hits,0,,,,,
player,201812090chi,chi,SmitRo07,fumbles_rec,0,,,,,
player,201812090chi,chi,SmitRo07,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,SmitRo07,fumbles_rec_td,0,,,,,
player,201812090chi,chi,SmitRo07,fumbles_forced,0,,,,,
player,201812090chi,chi,FullKy00,def_int,1,,,,,
player,201812090chi,chi,FullKy00,def_int_yds,3,,,,,
player,201812090chi,chi,FullKy00,def_int_td,0,,,,,
player,201812090chi,chi,FullKy00,def_int_long,3,,,,,
player,201812090chi,chi,FullKy00,pass_defended,1,,,,,
player,201812090chi,chi,FullKy00,sacks,0.0,,,,,
player,201812090chi,chi,FullKy00,tackles_combined,4,,,,,
player,201812090chi,chi,FullKy00,tackles_solo,3,,,,,
player,201812090chi,chi,FullKy00,tackles_assists,1,,,,,
player,201812090chi,chi,FullKy00,tackles_loss,0,,,,,
player,201812090chi,chi,FullKy00,qb_hits,0,,,,,
player,201812090chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201812090chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201812090chi,chi,JackEd01,def_int,1,,,,,
player,201812090chi,chi,JackEd01,def_int_yds,0,,,,,
player,201812090chi,chi,JackEd01,def_int_td,0,,,,,
player,201812090chi,chi,JackEd01,def_int_long,0,,,,,
player,201812090chi,chi,JackEd01,pass_defended,3,,,,,
player,201812090chi,chi,JackEd01,sacks,0.0,,,,,
player,201812090chi,chi,JackEd01,tackles_combined,1,,,,,
player,201812090chi,chi,JackEd01,tackles_solo,1,,,,,
player,201812090chi,chi,JackEd01,tackles_assists,0,,,,,
player,201812090chi,chi,JackEd01,tackles_loss,0,,,,,
player,201812090chi,chi,JackEd01,qb_hits,0,,,,,
player,201812090chi,chi,JackEd01,fumbles_rec,0,,,,,
player,201812090chi,chi,JackEd01,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,JackEd01,fumbles_rec_td,0,,,,,
player,201812090chi,chi,JackEd01,fumbles_forced,0,,,,,
player,201812090chi,chi,HickAk00,def_int,0,,,,,
player,201812090chi,chi,HickAk00,def_int_yds,0,,,,,
player,201812090chi,chi,HickAk00,def_int_td,0,,,,,
player,201812090chi,chi,HickAk00,def_int_long,0,,,,,
player,201812090chi,chi,HickAk00,pass_defended,0,,,,,
player,201812090chi,chi,HickAk00,sacks,1.0,,,,,
player,201812090chi,chi,HickAk00,tackles_combined,3,,,,,
player,201812090chi,chi,HickAk00,tackles_solo,3,,,,,
player,201812090chi,chi,HickAk00,tackles_assists,0,,,,,
player,201812090chi,chi,HickAk00,tackles_loss,1,,,,,
player,201812090chi,chi,HickAk00,qb_hits,1,,,,,
player,201812090chi,chi,HickAk00,fumbles_rec,0,,,,,
player,201812090chi,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,HickAk00,fumbles_forced,0,,,,,
player,201812090chi,chi,MackKh00,def_int,0,,,,,
player,201812090chi,chi,MackKh00,def_int_yds,0,,,,,
player,201812090chi,chi,MackKh00,def_int_td,0,,,,,
player,201812090chi,chi,MackKh00,def_int_long,0,,,,,
player,201812090chi,chi,MackKh00,pass_defended,0,,,,,
player,201812090chi,chi,MackKh00,sacks,1.0,,,,,
player,201812090chi,chi,MackKh00,tackles_combined,3,,,,,
player,201812090chi,chi,MackKh00,tackles_solo,2,,,,,
player,201812090chi,chi,MackKh00,tackles_assists,1,,,,,
player,201812090chi,chi,MackKh00,tackles_loss,0,,,,,
player,201812090chi,chi,MackKh00,qb_hits,1,,,,,
player,201812090chi,chi,MackKh00,fumbles_rec,0,,,,,
player,201812090chi,chi,MackKh00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,MackKh00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,MackKh00,fumbles_forced,1,,,,,
player,201812090chi,chi,GoldEd00,def_int,0,,,,,
player,201812090chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201812090chi,chi,GoldEd00,def_int_td,0,,,,,
player,201812090chi,chi,GoldEd00,def_int_long,0,,,,,
player,201812090chi,chi,GoldEd00,pass_defended,0,,,,,
player,201812090chi,chi,GoldEd00,sacks,1.0,,,,,
player,201812090chi,chi,GoldEd00,tackles_combined,1,,,,,
player,201812090chi,chi,GoldEd00,tackles_solo,1,,,,,
player,201812090chi,chi,GoldEd00,tackles_assists,0,,,,,
player,201812090chi,chi,GoldEd00,tackles_loss,1,,,,,
player,201812090chi,chi,GoldEd00,qb_hits,1,,,,,
player,201812090chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201812090chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201812090chi,chi,McMaSh99,def_int,0,,,,,
player,201812090chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201812090chi,chi,McMaSh99,def_int_td,0,,,,,
player,201812090chi,chi,McMaSh99,def_int_long,0,,,,,
player,201812090chi,chi,McMaSh99,pass_defended,0,,,,,
player,201812090chi,chi,McMaSh99,sacks,0.0,,,,,
player,201812090chi,chi,McMaSh99,tackles_combined,7,,,,,
player,201812090chi,chi,McMaSh99,tackles_solo,6,,,,,
player,201812090chi,chi,McMaSh99,tackles_assists,1,,,,,
player,201812090chi,chi,McMaSh99,tackles_loss,1,,,,,
player,201812090chi,chi,McMaSh99,qb_hits,1,,,,,
player,201812090chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201812090chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201812090chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201812090chi,chi,TrevDa00,def_int,0,,,,,
player,201812090chi,chi,TrevDa00,def_int_yds,0,,,,,
player,201812090chi,chi,TrevDa00,def_int_td,0,,,,,
player,201812090chi,chi,TrevDa00,def_int_long,0,,,,,
player,201812090chi,chi,TrevDa00,pass_defended,1,,,,,
player,201812090chi,chi,TrevDa00,sacks,0.0,,,,,
player,201812090chi,chi,TrevDa00,tackles_combined,3,,,,,
player,201812090chi,chi,TrevDa00,tackles_solo,2,,,,,
player,201812090chi,chi,TrevDa00,tackles_assists,1,,,,,
player,201812090chi,chi,TrevDa00,tackles_loss,0,,,,,
player,201812090chi,chi,TrevDa00,qb_hits,0,,,,,
player,201812090chi,chi,TrevDa00,fumbles_rec,0,,,,,
player,201812090chi,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,TrevDa00,fumbles_forced,0,,,,,
player,201812090chi,chi,AmosAd00,def_int,0,,,,,
player,201812090chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201812090chi,chi,AmosAd00,def_int_td,0,,,,,
player,201812090chi,chi,AmosAd00,def_int_long,0,,,,,
player,201812090chi,chi,AmosAd00,pass_defended,0,,,,,
player,201812090chi,chi,AmosAd00,sacks,0.0,,,,,
player,201812090chi,chi,AmosAd00,tackles_combined,2,,,,,
player,201812090chi,chi,AmosAd00,tackles_solo,2,,,,,
player,201812090chi,chi,AmosAd00,tackles_assists,0,,,,,
player,201812090chi,chi,AmosAd00,tackles_loss,0,,,,,
player,201812090chi,chi,AmosAd00,qb_hits,0,,,,,
player,201812090chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201812090chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201812090chi,chi,CallBr00,def_int,0,,,,,
player,201812090chi,chi,CallBr00,def_int_yds,0,,,,,
player,201812090chi,chi,CallBr00,def_int_td,0,,,,,
player,201812090chi,chi,CallBr00,def_int_long,0,,,,,
player,201812090chi,chi,CallBr00,pass_defended,0,,,,,
player,201812090chi,chi,CallBr00,sacks,0.0,,,,,
player,201812090chi,chi,CallBr00,tackles_combined,2,,,,,
player,201812090chi,chi,CallBr00,tackles_solo,2,,,,,
player,201812090chi,chi,CallBr00,tackles_assists,0,,,,,
player,201812090chi,chi,CallBr00,tackles_loss,1,,,,,
player,201812090chi,chi,CallBr00,qb_hits,0,,,,,
player,201812090chi,chi,CallBr00,fumbles_rec,0,,,,,
player,201812090chi,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,CallBr00,fumbles_forced,0,,,,,
player,201812090chi,chi,CunnBe01,def_int,0,,,,,
player,201812090chi,chi,CunnBe01,def_int_yds,0,,,,,
player,201812090chi,chi,CunnBe01,def_int_td,0,,,,,
player,201812090chi,chi,CunnBe01,def_int_long,0,,,,,
player,201812090chi,chi,CunnBe01,pass_defended,0,,,,,
player,201812090chi,chi,CunnBe01,sacks,0.0,,,,,
player,201812090chi,chi,CunnBe01,tackles_combined,2,,,,,
player,201812090chi,chi,CunnBe01,tackles_solo,2,,,,,
player,201812090chi,chi,CunnBe01,tackles_assists,0,,,,,
player,201812090chi,chi,CunnBe01,tackles_loss,0,,,,,
player,201812090chi,chi,CunnBe01,qb_hits,0,,,,,
player,201812090chi,chi,CunnBe01,fumbles_rec,0,,,,,
player,201812090chi,chi,CunnBe01,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,CunnBe01,fumbles_rec_td,0,,,,,
player,201812090chi,chi,CunnBe01,fumbles_forced,0,,,,,
player,201812090chi,chi,FloyLe00,def_int,0,,,,,
player,201812090chi,chi,FloyLe00,def_int_yds,0,,,,,
player,201812090chi,chi,FloyLe00,def_int_td,0,,,,,
player,201812090chi,chi,FloyLe00,def_int_long,0,,,,,
player,201812090chi,chi,FloyLe00,pass_defended,1,,,,,
player,201812090chi,chi,FloyLe00,sacks,0.0,,,,,
player,201812090chi,chi,FloyLe00,tackles_combined,2,,,,,
player,201812090chi,chi,FloyLe00,tackles_solo,1,,,,,
player,201812090chi,chi,FloyLe00,tackles_assists,1,,,,,
player,201812090chi,chi,FloyLe00,tackles_loss,1,,,,,
player,201812090chi,chi,FloyLe00,qb_hits,1,,,,,
player,201812090chi,chi,FloyLe00,fumbles_rec,0,,,,,
player,201812090chi,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,FloyLe00,fumbles_forced,0,,,,,
player,201812090chi,chi,BellJo02,def_int,0,,,,,
player,201812090chi,chi,BellJo02,def_int_yds,0,,,,,
player,201812090chi,chi,BellJo02,def_int_td,0,,,,,
player,201812090chi,chi,BellJo02,def_int_long,0,,,,,
player,201812090chi,chi,BellJo02,pass_defended,0,,,,,
player,201812090chi,chi,BellJo02,sacks,0.0,,,,,
player,201812090chi,chi,BellJo02,tackles_combined,1,,,,,
player,201812090chi,chi,BellJo02,tackles_solo,1,,,,,
player,201812090chi,chi,BellJo02,tackles_assists,0,,,,,
player,201812090chi,chi,BellJo02,tackles_loss,0,,,,,
player,201812090chi,chi,BellJo02,qb_hits,0,,,,,
player,201812090chi,chi,BellJo02,fumbles_rec,0,,,,,
player,201812090chi,chi,BellJo02,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,BellJo02,fumbles_rec_td,0,,,,,
player,201812090chi,chi,BellJo02,fumbles_forced,0,,,,,
player,201812090chi,chi,KwiaNi00,def_int,0,,,,,
player,201812090chi,chi,KwiaNi00,def_int_yds,0,,,,,
player,201812090chi,chi,KwiaNi00,def_int_td,0,,,,,
player,201812090chi,chi,KwiaNi00,def_int_long,0,,,,,
player,201812090chi,chi,KwiaNi00,pass_defended,0,,,,,
player,201812090chi,chi,KwiaNi00,sacks,0.0,,,,,
player,201812090chi,chi,KwiaNi00,tackles_combined,1,,,,,
player,201812090chi,chi,KwiaNi00,tackles_solo,1,,,,,
player,201812090chi,chi,KwiaNi00,tackles_assists,0,,,,,
player,201812090chi,chi,KwiaNi00,tackles_loss,0,,,,,
player,201812090chi,chi,KwiaNi00,qb_hits,0,,,,,
player,201812090chi,chi,KwiaNi00,fumbles_rec,0,,,,,
player,201812090chi,chi,KwiaNi00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,KwiaNi00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,KwiaNi00,fumbles_forced,0,,,,,
player,201812090chi,chi,RobeRo00,def_int,0,,,,,
player,201812090chi,chi,RobeRo00,def_int_yds,0,,,,,
player,201812090chi,chi,RobeRo00,def_int_td,0,,,,,
player,201812090chi,chi,RobeRo00,def_int_long,0,,,,,
player,201812090chi,chi,RobeRo00,pass_defended,1,,,,,
player,201812090chi,chi,RobeRo00,sacks,0.0,,,,,
player,201812090chi,chi,RobeRo00,tackles_combined,1,,,,,
player,201812090chi,chi,RobeRo00,tackles_solo,0,,,,,
player,201812090chi,chi,RobeRo00,tackles_assists,1,,,,,
player,201812090chi,chi,RobeRo00,tackles_loss,0,,,,,
player,201812090chi,chi,RobeRo00,qb_hits,1,,,,,
player,201812090chi,chi,RobeRo00,fumbles_rec,0,,,,,
player,201812090chi,chi,RobeRo00,fumbles_rec_yds,0,,,,,
player,201812090chi,chi,RobeRo00,fumbles_rec_td,0,,,,,
player,201812090chi,chi,RobeRo00,fumbles_forced,0,,,,,
player,201812090chi,chi,NichBi00,def_int,0,,,,,
player,201812090chi,chi,NichBi00,def_int_yds,0,,,,,
player,201812090chi,chi,NichBi00,def_int_td,0,,,,,
player,201812090chi,chi,NichBi00,def_int_long,0,,,,,
player,201812090chi,chi,NichBi00,pass_defended,0,,,,,
player,201812090chi,chi,NichBi00,sacks,0.0,,,,,
player,201812090chi,chi,NichBi00,tackles_combined,0,,,,,
player,201812090chi,chi,NichBi00,tackles_solo,0,,,,,
player,201812090chi,chi,NichBi00,tackles_assists,0,,,,,
