game,2014,11,20141116,201411160ram,den,"Denver Broncos",7,ram,"St. Louis Rams",22
player,201411160ram,den,AustMa00,tackles_loss,0,,,,,
player,201411160ram,den,AustMa00,qb_hits,0,,,,,
player,201411160ram,den,AustMa00,fumbles_rec,0,,,,,
player,201411160ram,den,AustMa00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,AustMa00,fumbles_rec_td,0,,,,,
player,201411160ram,den,AustMa00,fumbles_forced,0,,,,,
player,201411160ram,den,JackMa02,def_int,0,,,,,
player,201411160ram,den,JackMa02,def_int_yds,0,,,,,
player,201411160ram,den,JackMa02,def_int_td,0,,,,,
player,201411160ram,den,JackMa02,def_int_long,0,,,,,
player,201411160ram,den,JackMa02,pass_defended,0,,,,,
player,201411160ram,den,JackMa02,sacks,0.0,,,,,
player,201411160ram,den,JackMa02,tackles_combined,5,,,,,
player,201411160ram,den,JackMa02,tackles_solo,5,,,,,
player,201411160ram,den,JackMa02,tackles_assists,0,,,,,
player,201411160ram,den,JackMa02,tackles_loss,1,,,,,
player,201411160ram,den,JackMa02,qb_hits,0,,,,,
player,201411160ram,den,JackMa02,fumbles_rec,0,,,,,
player,201411160ram,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201411160ram,den,JackMa02,fumbles_rec_td,0,,,,,
player,201411160ram,den,JackMa02,fumbles_forced,0,,,,,
player,201411160ram,den,MoorRa00,def_int,0,,,,,
player,201411160ram,den,MoorRa00,def_int_yds,0,,,,,
player,201411160ram,den,MoorRa00,def_int_td,0,,,,,
player,201411160ram,den,MoorRa00,def_int_long,0,,,,,
player,201411160ram,den,MoorRa00,pass_defended,0,,,,,
player,201411160ram,den,MoorRa00,sacks,0.0,,,,,
player,201411160ram,den,MoorRa00,tackles_combined,5,,,,,
player,201411160ram,den,MoorRa00,tackles_solo,5,,,,,
player,201411160ram,den,MoorRa00,tackles_assists,0,,,,,
player,201411160ram,den,MoorRa00,tackles_loss,0,,,,,
player,201411160ram,den,MoorRa00,qb_hits,0,,,,,
player,201411160ram,den,MoorRa00,fumbles_rec,0,,,,,
player,201411160ram,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201411160ram,den,MoorRa00,fumbles_forced,0,,,,,
player,201411160ram,den,TaliAq99,def_int,0,,,,,
player,201411160ram,den,TaliAq99,def_int_yds,0,,,,,
player,201411160ram,den,TaliAq99,def_int_td,0,,,,,
player,201411160ram,den,TaliAq99,def_int_long,0,,,,,
player,201411160ram,den,TaliAq99,pass_defended,0,,,,,
player,201411160ram,den,TaliAq99,sacks,0.0,,,,,
player,201411160ram,den,TaliAq99,tackles_combined,4,,,,,
player,201411160ram,den,TaliAq99,tackles_solo,2,,,,,
player,201411160ram,den,TaliAq99,tackles_assists,2,,,,,
player,201411160ram,den,TaliAq99,tackles_loss,0,,,,,
player,201411160ram,den,TaliAq99,qb_hits,0,,,,,
player,201411160ram,den,TaliAq99,fumbles_rec,0,,,,,
player,201411160ram,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201411160ram,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201411160ram,den,TaliAq99,fumbles_forced,0,,,,,
player,201411160ram,den,CartQu01,def_int,0,,,,,
player,201411160ram,den,CartQu01,def_int_yds,0,,,,,
player,201411160ram,den,CartQu01,def_int_td,0,,,,,
player,201411160ram,den,CartQu01,def_int_long,0,,,,,
player,201411160ram,den,CartQu01,pass_defended,0,,,,,
player,201411160ram,den,CartQu01,sacks,0.0,,,,,
player,201411160ram,den,CartQu01,tackles_combined,3,,,,,
player,201411160ram,den,CartQu01,tackles_solo,2,,,,,
player,201411160ram,den,CartQu01,tackles_assists,1,,,,,
player,201411160ram,den,CartQu01,tackles_loss,0,,,,,
player,201411160ram,den,CartQu01,qb_hits,0,,,,,
player,201411160ram,den,CartQu01,fumbles_rec,0,,,,,
player,201411160ram,den,CartQu01,fumbles_rec_yds,0,,,,,
player,201411160ram,den,CartQu01,fumbles_rec_td,0,,,,,
player,201411160ram,den,CartQu01,fumbles_forced,0,,,,,
player,201411160ram,den,WillSy00,def_int,0,,,,,
player,201411160ram,den,WillSy00,def_int_yds,0,,,,,
player,201411160ram,den,WillSy00,def_int_td,0,,,,,
player,201411160ram,den,WillSy00,def_int_long,0,,,,,
player,201411160ram,den,WillSy00,pass_defended,0,,,,,
player,201411160ram,den,WillSy00,sacks,0.0,,,,,
player,201411160ram,den,WillSy00,tackles_combined,3,,,,,
player,201411160ram,den,WillSy00,tackles_solo,3,,,,,
player,201411160ram,den,WillSy00,tackles_assists,0,,,,,
player,201411160ram,den,WillSy00,tackles_loss,1,,,,,
player,201411160ram,den,WillSy00,qb_hits,0,,,,,
player,201411160ram,den,WillSy00,fumbles_rec,0,,,,,
player,201411160ram,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,WillSy00,fumbles_rec_td,0,,,,,
player,201411160ram,den,WillSy00,fumbles_forced,0,,,,,
player,201411160ram,den,HarrCh01,def_int,0,,,,,
player,201411160ram,den,HarrCh01,def_int_yds,0,,,,,
player,201411160ram,den,HarrCh01,def_int_td,0,,,,,
player,201411160ram,den,HarrCh01,def_int_long,0,,,,,
player,201411160ram,den,HarrCh01,pass_defended,0,,,,,
player,201411160ram,den,HarrCh01,sacks,0.0,,,,,
player,201411160ram,den,HarrCh01,tackles_combined,2,,,,,
player,201411160ram,den,HarrCh01,tackles_solo,2,,,,,
player,201411160ram,den,HarrCh01,tackles_assists,0,,,,,
player,201411160ram,den,HarrCh01,tackles_loss,0,,,,,
player,201411160ram,den,HarrCh01,qb_hits,0,,,,,
player,201411160ram,den,HarrCh01,fumbles_rec,0,,,,,
player,201411160ram,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201411160ram,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201411160ram,den,HarrCh01,fumbles_forced,0,,,,,
player,201411160ram,den,KnigTe99,def_int,0,,,,,
player,201411160ram,den,KnigTe99,def_int_yds,0,,,,,
player,201411160ram,den,KnigTe99,def_int_td,0,,,,,
player,201411160ram,den,KnigTe99,def_int_long,0,,,,,
player,201411160ram,den,KnigTe99,pass_defended,0,,,,,
player,201411160ram,den,KnigTe99,sacks,0.0,,,,,
player,201411160ram,den,KnigTe99,tackles_combined,2,,,,,
player,201411160ram,den,KnigTe99,tackles_solo,1,,,,,
player,201411160ram,den,KnigTe99,tackles_assists,1,,,,,
player,201411160ram,den,KnigTe99,tackles_loss,0,,,,,
player,201411160ram,den,KnigTe99,qb_hits,1,,,,,
player,201411160ram,den,KnigTe99,fumbles_rec,0,,,,,
player,201411160ram,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201411160ram,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201411160ram,den,KnigTe99,fumbles_forced,0,,,,,
player,201411160ram,den,BarrLa00,def_int,0,,,,,
player,201411160ram,den,BarrLa00,def_int_yds,0,,,,,
player,201411160ram,den,BarrLa00,def_int_td,0,,,,,
player,201411160ram,den,BarrLa00,def_int_long,0,,,,,
player,201411160ram,den,BarrLa00,pass_defended,0,,,,,
player,201411160ram,den,BarrLa00,sacks,0.0,,,,,
player,201411160ram,den,BarrLa00,tackles_combined,1,,,,,
player,201411160ram,den,BarrLa00,tackles_solo,1,,,,,
player,201411160ram,den,BarrLa00,tackles_assists,0,,,,,
player,201411160ram,den,BarrLa00,tackles_loss,0,,,,,
player,201411160ram,den,BarrLa00,qb_hits,0,,,,,
player,201411160ram,den,BarrLa00,fumbles_rec,0,,,,,
player,201411160ram,den,BarrLa00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,BarrLa00,fumbles_rec_td,0,,,,,
player,201411160ram,den,BarrLa00,fumbles_forced,0,,,,,
player,201411160ram,den,BoldOm00,def_int,0,,,,,
player,201411160ram,den,BoldOm00,def_int_yds,0,,,,,
player,201411160ram,den,BoldOm00,def_int_td,0,,,,,
player,201411160ram,den,BoldOm00,def_int_long,0,,,,,
player,201411160ram,den,BoldOm00,pass_defended,0,,,,,
player,201411160ram,den,BoldOm00,sacks,0.0,,,,,
player,201411160ram,den,BoldOm00,tackles_combined,1,,,,,
player,201411160ram,den,BoldOm00,tackles_solo,1,,,,,
player,201411160ram,den,BoldOm00,tackles_assists,0,,,,,
player,201411160ram,den,BoldOm00,tackles_loss,0,,,,,
player,201411160ram,den,BoldOm00,qb_hits,0,,,,,
player,201411160ram,den,BoldOm00,fumbles_rec,0,,,,,
player,201411160ram,den,BoldOm00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,BoldOm00,fumbles_rec_td,0,,,,,
player,201411160ram,den,BoldOm00,fumbles_forced,0,,,,,
player,201411160ram,den,BrutDa99,def_int,0,,,,,
player,201411160ram,den,BrutDa99,def_int_yds,0,,,,,
player,201411160ram,den,BrutDa99,def_int_td,0,,,,,
player,201411160ram,den,BrutDa99,def_int_long,0,,,,,
player,201411160ram,den,BrutDa99,pass_defended,0,,,,,
player,201411160ram,den,BrutDa99,sacks,0.0,,,,,
player,201411160ram,den,BrutDa99,tackles_combined,1,,,,,
player,201411160ram,den,BrutDa99,tackles_solo,1,,,,,
player,201411160ram,den,BrutDa99,tackles_assists,0,,,,,
player,201411160ram,den,BrutDa99,tackles_loss,0,,,,,
player,201411160ram,den,BrutDa99,qb_hits,0,,,,,
player,201411160ram,den,BrutDa99,fumbles_rec,0,,,,,
player,201411160ram,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201411160ram,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201411160ram,den,BrutDa99,fumbles_forced,0,,,,,
player,201411160ram,den,NelsCo00,def_int,0,,,,,
player,201411160ram,den,NelsCo00,def_int_yds,0,,,,,
player,201411160ram,den,NelsCo00,def_int_td,0,,,,,
player,201411160ram,den,NelsCo00,def_int_long,0,,,,,
player,201411160ram,den,NelsCo00,pass_defended,0,,,,,
player,201411160ram,den,NelsCo00,sacks,0.0,,,,,
player,201411160ram,den,NelsCo00,tackles_combined,1,,,,,
player,201411160ram,den,NelsCo00,tackles_solo,0,,,,,
player,201411160ram,den,NelsCo00,tackles_assists,1,,,,,
player,201411160ram,den,NelsCo00,tackles_loss,0,,,,,
player,201411160ram,den,NelsCo00,qb_hits,0,,,,,
player,201411160ram,den,NelsCo00,fumbles_rec,0,,,,,
player,201411160ram,den,NelsCo00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,NelsCo00,fumbles_rec_td,0,,,,,
player,201411160ram,den,NelsCo00,fumbles_forced,0,,,,,
player,201411160ram,den,RobyBr00,def_int,0,,,,,
player,201411160ram,den,RobyBr00,def_int_yds,0,,,,,
player,201411160ram,den,RobyBr00,def_int_td,0,,,,,
player,201411160ram,den,RobyBr00,def_int_long,0,,,,,
player,201411160ram,den,RobyBr00,pass_defended,0,,,,,
player,201411160ram,den,RobyBr00,sacks,0.0,,,,,
player,201411160ram,den,RobyBr00,tackles_combined,1,,,,,
player,201411160ram,den,RobyBr00,tackles_solo,1,,,,,
player,201411160ram,den,RobyBr00,tackles_assists,0,,,,,
player,201411160ram,den,RobyBr00,tackles_loss,0,,,,,
player,201411160ram,den,RobyBr00,qb_hits,0,,,,,
player,201411160ram,den,RobyBr00,fumbles_rec,0,,,,,
player,201411160ram,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201411160ram,den,RobyBr00,fumbles_forced,0,,,,,
player,201411160ram,den,WardT.99,def_int,0,,,,,
player,201411160ram,den,WardT.99,def_int_yds,0,,,,,
player,201411160ram,den,WardT.99,def_int_td,0,,,,,
player,201411160ram,den,WardT.99,def_int_long,0,,,,,
player,201411160ram,den,WardT.99,pass_defended,0,,,,,
player,201411160ram,den,WardT.99,sacks,0.0,,,,,
player,201411160ram,den,WardT.99,tackles_combined,1,,,,,
player,201411160ram,den,WardT.99,tackles_solo,1,,,,,
player,201411160ram,den,WardT.99,tackles_assists,0,,,,,
player,201411160ram,den,WardT.99,tackles_loss,0,,,,,
player,201411160ram,den,WardT.99,qb_hits,0,,,,,
player,201411160ram,den,WardT.99,fumbles_rec,0,,,,,
player,201411160ram,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201411160ram,den,WardT.99,fumbles_rec_td,0,,,,,
player,201411160ram,den,WardT.99,fumbles_forced,0,,,,,
player,201411160ram,den,WebsKa00,def_int,0,,,,,
player,201411160ram,den,WebsKa00,def_int_yds,0,,,,,
player,201411160ram,den,WebsKa00,def_int_td,0,,,,,
player,201411160ram,den,WebsKa00,def_int_long,0,,,,,
player,201411160ram,den,WebsKa00,pass_defended,0,,,,,
player,201411160ram,den,WebsKa00,sacks,0.0,,,,,
player,201411160ram,den,WebsKa00,tackles_combined,1,,,,,
player,201411160ram,den,WebsKa00,tackles_solo,1,,,,,
player,201411160ram,den,WebsKa00,tackles_assists,0,,,,,
player,201411160ram,den,WebsKa00,tackles_loss,0,,,,,
player,201411160ram,den,WebsKa00,qb_hits,0,,,,,
player,201411160ram,den,WebsKa00,fumbles_rec,0,,,,,
player,201411160ram,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201411160ram,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201411160ram,den,WebsKa00,fumbles_forced,0,,,,,
player,201411160ram,ram,OgleAl00,def_int,1,,,,,
player,201411160ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201411160ram,ram,OgleAl00,def_int_td,0,,,,,
player,201411160ram,ram,OgleAl00,def_int_long,0,,,,,
player,201411160ram,ram,OgleAl00,pass_defended,2,,,,,
player,201411160ram,ram,OgleAl00,sacks,0.0,,,,,
player,201411160ram,ram,OgleAl00,tackles_combined,13,,,,,
player,201411160ram,ram,OgleAl00,tackles_solo,10,,,,,
player,201411160ram,ram,OgleAl00,tackles_assists,3,,,,,
player,201411160ram,ram,OgleAl00,tackles_loss,0,,,,,
player,201411160ram,ram,OgleAl00,qb_hits,0,,,,,
player,201411160ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201411160ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201411160ram,ram,JohnTr05,def_int,1,,,,,
player,201411160ram,ram,JohnTr05,def_int_yds,4,,,,,
player,201411160ram,ram,JohnTr05,def_int_td,0,,,,,
player,201411160ram,ram,JohnTr05,def_int_long,4,,,,,
player,201411160ram,ram,JohnTr05,pass_defended,2,,,,,
player,201411160ram,ram,JohnTr05,sacks,0.0,,,,,
player,201411160ram,ram,JohnTr05,tackles_combined,2,,,,,
player,201411160ram,ram,JohnTr05,tackles_solo,2,,,,,
player,201411160ram,ram,JohnTr05,tackles_assists,0,,,,,
player,201411160ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201411160ram,ram,JohnTr05,qb_hits,0,,,,,
player,201411160ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201411160ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201411160ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201411160ram,ram,LaurJa99,def_int,0,,,,,
player,201411160ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201411160ram,ram,LaurJa99,def_int_td,0,,,,,
player,201411160ram,ram,LaurJa99,def_int_long,0,,,,,
player,201411160ram,ram,LaurJa99,pass_defended,0,,,,,
player,201411160ram,ram,LaurJa99,sacks,1.0,,,,,
player,201411160ram,ram,LaurJa99,tackles_combined,11,,,,,
player,201411160ram,ram,LaurJa99,tackles_solo,7,,,,,
player,201411160ram,ram,LaurJa99,tackles_assists,4,,,,,
player,201411160ram,ram,LaurJa99,tackles_loss,1,,,,,
player,201411160ram,ram,LaurJa99,qb_hits,1,,,,,
player,201411160ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201411160ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201411160ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201411160ram,ram,DonaAa00,def_int,0,,,,,
player,201411160ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201411160ram,ram,DonaAa00,def_int_td,0,,,,,
player,201411160ram,ram,DonaAa00,def_int_long,0,,,,,
player,201411160ram,ram,DonaAa00,pass_defended,0,,,,,
player,201411160ram,ram,DonaAa00,sacks,1.0,,,,,
player,201411160ram,ram,DonaAa00,tackles_combined,3,,,,,
player,201411160ram,ram,DonaAa00,tackles_solo,2,,,,,
player,201411160ram,ram,DonaAa00,tackles_assists,1,,,,,
player,201411160ram,ram,DonaAa00,tackles_loss,1,,,,,
player,201411160ram,ram,DonaAa00,qb_hits,1,,,,,
player,201411160ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201411160ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201411160ram,ram,GainE.00,def_int,0,,,,,
player,201411160ram,ram,GainE.00,def_int_yds,0,,,,,
player,201411160ram,ram,GainE.00,def_int_td,0,,,,,
player,201411160ram,ram,GainE.00,def_int_long,0,,,,,
player,201411160ram,ram,GainE.00,pass_defended,2,,,,,
player,201411160ram,ram,GainE.00,sacks,0.0,,,,,
player,201411160ram,ram,GainE.00,tackles_combined,8,,,,,
player,201411160ram,ram,GainE.00,tackles_solo,6,,,,,
player,201411160ram,ram,GainE.00,tackles_assists,2,,,,,
player,201411160ram,ram,GainE.00,tackles_loss,0,,,,,
player,201411160ram,ram,GainE.00,qb_hits,1,,,,,
player,201411160ram,ram,GainE.00,fumbles_rec,0,,,,,
player,201411160ram,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,GainE.00,fumbles_forced,0,,,,,
player,201411160ram,ram,McDoTJ00,def_int,0,,,,,
player,201411160ram,ram,McDoTJ00,def_int_yds,0,,,,,
player,201411160ram,ram,McDoTJ00,def_int_td,0,,,,,
player,201411160ram,ram,McDoTJ00,def_int_long,0,,,,,
player,201411160ram,ram,McDoTJ00,pass_defended,2,,,,,
player,201411160ram,ram,McDoTJ00,sacks,0.0,,,,,
player,201411160ram,ram,McDoTJ00,tackles_combined,5,,,,,
player,201411160ram,ram,McDoTJ00,tackles_solo,4,,,,,
player,201411160ram,ram,McDoTJ00,tackles_assists,1,,,,,
player,201411160ram,ram,McDoTJ00,tackles_loss,0,,,,,
player,201411160ram,ram,McDoTJ00,qb_hits,0,,,,,
player,201411160ram,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201411160ram,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201411160ram,ram,JenkJa03,def_int,0,,,,,
player,201411160ram,ram,JenkJa03,def_int_yds,0,,,,,
player,201411160ram,ram,JenkJa03,def_int_td,0,,,,,
player,201411160ram,ram,JenkJa03,def_int_long,0,,,,,
player,201411160ram,ram,JenkJa03,pass_defended,0,,,,,
player,201411160ram,ram,JenkJa03,sacks,0.0,,,,,
player,201411160ram,ram,JenkJa03,tackles_combined,4,,,,,
player,201411160ram,ram,JenkJa03,tackles_solo,4,,,,,
player,201411160ram,ram,JenkJa03,tackles_assists,0,,,,,
player,201411160ram,ram,JenkJa03,tackles_loss,0,,,,,
player,201411160ram,ram,JenkJa03,qb_hits,0,,,,,
player,201411160ram,ram,JenkJa03,fumbles_rec,0,,,,,
player,201411160ram,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201411160ram,ram,JenkJa03,fumbles_forced,0,,,,,
player,201411160ram,ram,AlexMa00,def_int,0,,,,,
player,201411160ram,ram,AlexMa00,def_int_yds,0,,,,,
player,201411160ram,ram,AlexMa00,def_int_td,0,,,,,
player,201411160ram,ram,AlexMa00,def_int_long,0,,,,,
player,201411160ram,ram,AlexMa00,pass_defended,0,,,,,
player,201411160ram,ram,AlexMa00,sacks,0.0,,,,,
player,201411160ram,ram,AlexMa00,tackles_combined,2,,,,,
player,201411160ram,ram,AlexMa00,tackles_solo,2,,,,,
player,201411160ram,ram,AlexMa00,tackles_assists,0,,,,,
player,201411160ram,ram,AlexMa00,tackles_loss,0,,,,,
player,201411160ram,ram,AlexMa00,qb_hits,0,,,,,
player,201411160ram,ram,AlexMa00,fumbles_rec,0,,,,,
player,201411160ram,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,AlexMa00,fumbles_forced,0,,,,,
player,201411160ram,ram,HayeWi99,def_int,0,,,,,
player,201411160ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201411160ram,ram,HayeWi99,def_int_td,0,,,,,
player,201411160ram,ram,HayeWi99,def_int_long,0,,,,,
player,201411160ram,ram,HayeWi99,pass_defended,0,,,,,
player,201411160ram,ram,HayeWi99,sacks,0.0,,,,,
player,201411160ram,ram,HayeWi99,tackles_combined,2,,,,,
player,201411160ram,ram,HayeWi99,tackles_solo,2,,,,,
player,201411160ram,ram,HayeWi99,tackles_assists,0,,,,,
player,201411160ram,ram,HayeWi99,tackles_loss,0,,,,,
player,201411160ram,ram,HayeWi99,qb_hits,0,,,,,
player,201411160ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201411160ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201411160ram,ram,HayeWi99,fumbles_forced,0,,,,,
player,201411160ram,ram,McLeRo00,def_int,0,,,,,
player,201411160ram,ram,McLeRo00,def_int_yds,0,,,,,
player,201411160ram,ram,McLeRo00,def_int_td,0,,,,,
player,201411160ram,ram,McLeRo00,def_int_long,0,,,,,
player,201411160ram,ram,McLeRo00,pass_defended,0,,,,,
player,201411160ram,ram,McLeRo00,sacks,0.0,,,,,
player,201411160ram,ram,McLeRo00,tackles_combined,2,,,,,
player,201411160ram,ram,McLeRo00,tackles_solo,2,,,,,
player,201411160ram,ram,McLeRo00,tackles_assists,0,,,,,
player,201411160ram,ram,McLeRo00,tackles_loss,0,,,,,
player,201411160ram,ram,McLeRo00,qb_hits,0,,,,,
player,201411160ram,ram,McLeRo00,fumbles_rec,0,,,,,
player,201411160ram,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,McLeRo00,fumbles_forced,0,,,,,
player,201411160ram,ram,SimsEu99,def_int,0,,,,,
player,201411160ram,ram,SimsEu99,def_int_yds,0,,,,,
player,201411160ram,ram,SimsEu99,def_int_td,0,,,,,
player,201411160ram,ram,SimsEu99,def_int_long,0,,,,,
player,201411160ram,ram,SimsEu99,pass_defended,0,,,,,
player,201411160ram,ram,SimsEu99,sacks,0.0,,,,,
player,201411160ram,ram,SimsEu99,tackles_combined,2,,,,,
player,201411160ram,ram,SimsEu99,tackles_solo,2,,,,,
player,201411160ram,ram,SimsEu99,tackles_assists,0,,,,,
player,201411160ram,ram,SimsEu99,tackles_loss,0,,,,,
player,201411160ram,ram,SimsEu99,qb_hits,0,,,,,
player,201411160ram,ram,SimsEu99,fumbles_rec,0,,,,,
player,201411160ram,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201411160ram,ram,SimsEu99,fumbles_forced,0,,,,,
player,201411160ram,ram,BarrMa00,def_int,0,,,,,
player,201411160ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201411160ram,ram,BarrMa00,def_int_td,0,,,,,
player,201411160ram,ram,BarrMa00,def_int_long,0,,,,,
player,201411160ram,ram,BarrMa00,pass_defended,0,,,,,
player,201411160ram,ram,BarrMa00,sacks,0.0,,,,,
player,201411160ram,ram,BarrMa00,tackles_combined,1,,,,,
player,201411160ram,ram,BarrMa00,tackles_solo,1,,,,,
player,201411160ram,ram,BarrMa00,tackles_assists,0,,,,,
player,201411160ram,ram,BarrMa00,tackles_loss,0,,,,,
player,201411160ram,ram,BarrMa00,qb_hits,0,,,,,
player,201411160ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201411160ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201411160ram,ram,BrocMi00,def_int,0,,,,,
player,201411160ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201411160ram,ram,BrocMi00,def_int_td,0,,,,,
player,201411160ram,ram,BrocMi00,def_int_long,0,,,,,
player,201411160ram,ram,BrocMi00,pass_defended,0,,,,,
player,201411160ram,ram,BrocMi00,sacks,0.0,,,,,
player,201411160ram,ram,BrocMi00,tackles_combined,1,,,,,
player,201411160ram,ram,BrocMi00,tackles_solo,1,,,,,
player,201411160ram,ram,BrocMi00,tackles_assists,0,,,,,
player,201411160ram,ram,BrocMi00,tackles_loss,0,,,,,
player,201411160ram,ram,BrocMi00,qb_hits,0,,,,,
player,201411160ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201411160ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201411160ram,ram,HerrWi99,def_int,0,,,,,
player,201411160ram,ram,HerrWi99,def_int_yds,0,,,,,
player,201411160ram,ram,HerrWi99,def_int_td,0,,,,,
player,201411160ram,ram,HerrWi99,def_int_long,0,,,,,
player,201411160ram,ram,HerrWi99,pass_defended,0,,,,,
player,201411160ram,ram,HerrWi99,sacks,0.0,,,,,
player,201411160ram,ram,HerrWi99,tackles_combined,1,,,,,
player,201411160ram,ram,HerrWi99,tackles_solo,1,,,,,
player,201411160ram,ram,HerrWi99,tackles_assists,0,,,,,
player,201411160ram,ram,HerrWi99,tackles_loss,0,,,,,
player,201411160ram,ram,HerrWi99,qb_hits,0,,,,,
player,201411160ram,ram,HerrWi99,fumbles_rec,0,,,,,
player,201411160ram,ram,HerrWi99,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,HerrWi99,fumbles_rec_td,0,,,,,
player,201411160ram,ram,HerrWi99,fumbles_forced,0,,,,,
player,201411160ram,ram,WattTr00,def_int,0,,,,,
player,201411160ram,ram,WattTr00,def_int_yds,0,,,,,
player,201411160ram,ram,WattTr00,def_int_td,0,,,,,
player,201411160ram,ram,WattTr00,def_int_long,0,,,,,
player,201411160ram,ram,WattTr00,pass_defended,0,,,,,
player,201411160ram,ram,WattTr00,sacks,0.0,,,,,
player,201411160ram,ram,WattTr00,tackles_combined,1,,,,,
player,201411160ram,ram,WattTr00,tackles_solo,0,,,,,
player,201411160ram,ram,WattTr00,tackles_assists,1,,,,,
player,201411160ram,ram,WattTr00,tackles_loss,0,,,,,
player,201411160ram,ram,WattTr00,qb_hits,0,,,,,
player,201411160ram,ram,WattTr00,fumbles_rec,0,,,,,
player,201411160ram,ram,WattTr00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,WattTr00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,WattTr00,fumbles_forced,0,,,,,
player,201411160ram,ram,WestEt00,def_int,0,,,,,
player,201411160ram,ram,WestEt00,def_int_yds,0,,,,,
player,201411160ram,ram,WestEt00,def_int_td,0,,,,,
