game,2014,8,20141026,201410260nor,gnb,"Green Bay Packers",23,nor,"New Orleans Saints",44
player,201410260nor,gnb,DorsKe01,pos,WR,,,,,
player,201410260nor,gnb,DorsKe01,offense,3,,,,,
player,201410260nor,gnb,DorsKe01,off_pct,4%,,,,,
player,201410260nor,gnb,DorsKe01,defense,0,,,,,
player,201410260nor,gnb,DorsKe01,def_pct,0%,,,,,
player,201410260nor,gnb,DorsKe01,special_teams,14,,,,,
player,201410260nor,gnb,DorsKe01,st_pct,52%,,,,,
player,201410260nor,gnb,HarrDu01,pos,RB,,,,,
player,201410260nor,gnb,HarrDu01,offense,2,,,,,
player,201410260nor,gnb,HarrDu01,off_pct,3%,,,,,
player,201410260nor,gnb,HarrDu01,defense,0,,,,,
player,201410260nor,gnb,HarrDu01,def_pct,0%,,,,,
player,201410260nor,gnb,HarrDu01,special_teams,13,,,,,
player,201410260nor,gnb,HarrDu01,st_pct,48%,,,,,
player,201410260nor,gnb,KuhnJo00,pos,FB,,,,,
player,201410260nor,gnb,KuhnJo00,offense,2,,,,,
player,201410260nor,gnb,KuhnJo00,off_pct,3%,,,,,
player,201410260nor,gnb,KuhnJo00,defense,0,,,,,
player,201410260nor,gnb,KuhnJo00,def_pct,0%,,,,,
player,201410260nor,gnb,KuhnJo00,special_teams,8,,,,,
player,201410260nor,gnb,KuhnJo00,st_pct,30%,,,,,
player,201410260nor,gnb,SherDe00,pos,T,,,,,
player,201410260nor,gnb,SherDe00,offense,2,,,,,
player,201410260nor,gnb,SherDe00,off_pct,3%,,,,,
player,201410260nor,gnb,SherDe00,defense,0,,,,,
player,201410260nor,gnb,SherDe00,def_pct,0%,,,,,
player,201410260nor,gnb,SherDe00,special_teams,4,,,,,
player,201410260nor,gnb,SherDe00,st_pct,15%,,,,,
player,201410260nor,gnb,PeppJu99,pos,LB,,,,,
player,201410260nor,gnb,PeppJu99,offense,1,,,,,
player,201410260nor,gnb,PeppJu99,off_pct,1%,,,,,
player,201410260nor,gnb,PeppJu99,defense,46,,,,,
player,201410260nor,gnb,PeppJu99,def_pct,68%,,,,,
player,201410260nor,gnb,PeppJu99,special_teams,8,,,,,
player,201410260nor,gnb,PeppJu99,st_pct,30%,,,,,
player,201410260nor,gnb,HydeMi00,pos,FS,,,,,
player,201410260nor,gnb,HydeMi00,offense,0,,,,,
player,201410260nor,gnb,HydeMi00,off_pct,0%,,,,,
player,201410260nor,gnb,HydeMi00,defense,68,,,,,
player,201410260nor,gnb,HydeMi00,def_pct,100%,,,,,
player,201410260nor,gnb,HydeMi00,special_teams,14,,,,,
player,201410260nor,gnb,HydeMi00,st_pct,52%,,,,,
player,201410260nor,gnb,HousDa00,pos,CB,,,,,
player,201410260nor,gnb,HousDa00,offense,0,,,,,
player,201410260nor,gnb,HousDa00,off_pct,0%,,,,,
player,201410260nor,gnb,HousDa00,defense,67,,,,,
player,201410260nor,gnb,HousDa00,def_pct,99%,,,,,
player,201410260nor,gnb,HousDa00,special_teams,9,,,,,
player,201410260nor,gnb,HousDa00,st_pct,33%,,,,,
player,201410260nor,gnb,WillTr99,pos,CB,,,,,
player,201410260nor,gnb,WillTr99,offense,0,,,,,
player,201410260nor,gnb,WillTr99,off_pct,0%,,,,,
player,201410260nor,gnb,WillTr99,defense,67,,,,,
player,201410260nor,gnb,WillTr99,def_pct,99%,,,,,
player,201410260nor,gnb,WillTr99,special_teams,0,,,,,
player,201410260nor,gnb,WillTr99,st_pct,0%,,,,,
player,201410260nor,gnb,ClinHa00,pos,FS,,,,,
player,201410260nor,gnb,ClinHa00,offense,0,,,,,
player,201410260nor,gnb,ClinHa00,off_pct,0%,,,,,
player,201410260nor,gnb,ClinHa00,defense,64,,,,,
player,201410260nor,gnb,ClinHa00,def_pct,94%,,,,,
player,201410260nor,gnb,ClinHa00,special_teams,0,,,,,
player,201410260nor,gnb,ClinHa00,st_pct,0%,,,,,
player,201410260nor,gnb,HawkA.20,pos,LB,,,,,
player,201410260nor,gnb,HawkA.20,offense,0,,,,,
player,201410260nor,gnb,HawkA.20,off_pct,0%,,,,,
player,201410260nor,gnb,HawkA.20,defense,57,,,,,
player,201410260nor,gnb,HawkA.20,def_pct,84%,,,,,
player,201410260nor,gnb,HawkA.20,special_teams,0,,,,,
player,201410260nor,gnb,HawkA.20,st_pct,0%,,,,,
player,201410260nor,gnb,MattCl99,pos,LB,,,,,
player,201410260nor,gnb,MattCl99,offense,0,,,,,
player,201410260nor,gnb,MattCl99,off_pct,0%,,,,,
player,201410260nor,gnb,MattCl99,defense,46,,,,,
player,201410260nor,gnb,MattCl99,def_pct,68%,,,,,
player,201410260nor,gnb,MattCl99,special_teams,8,,,,,
player,201410260nor,gnb,MattCl99,st_pct,30%,,,,,
player,201410260nor,gnb,GuioLe99,pos,NT,,,,,
player,201410260nor,gnb,GuioLe99,offense,0,,,,,
player,201410260nor,gnb,GuioLe99,off_pct,0%,,,,,
player,201410260nor,gnb,GuioLe99,defense,46,,,,,
player,201410260nor,gnb,GuioLe99,def_pct,68%,,,,,
player,201410260nor,gnb,GuioLe99,special_teams,5,,,,,
player,201410260nor,gnb,GuioLe99,st_pct,19%,,,,,
player,201410260nor,gnb,BarrSa00,pos,LB,,,,,
player,201410260nor,gnb,BarrSa00,offense,0,,,,,
player,201410260nor,gnb,BarrSa00,off_pct,0%,,,,,
player,201410260nor,gnb,BarrSa00,defense,45,,,,,
player,201410260nor,gnb,BarrSa00,def_pct,66%,,,,,
player,201410260nor,gnb,BarrSa00,special_teams,9,,,,,
player,201410260nor,gnb,BarrSa00,st_pct,33%,,,,,
player,201410260nor,gnb,HaywCa00,pos,CB,,,,,
player,201410260nor,gnb,HaywCa00,offense,0,,,,,
player,201410260nor,gnb,HaywCa00,off_pct,0%,,,,,
player,201410260nor,gnb,HaywCa00,defense,44,,,,,
player,201410260nor,gnb,HaywCa00,def_pct,65%,,,,,
player,201410260nor,gnb,HaywCa00,special_teams,4,,,,,
player,201410260nor,gnb,HaywCa00,st_pct,15%,,,,,
player,201410260nor,gnb,DaniMi00,pos,DE,,,,,
player,201410260nor,gnb,DaniMi00,offense,0,,,,,
player,201410260nor,gnb,DaniMi00,off_pct,0%,,,,,
player,201410260nor,gnb,DaniMi00,defense,42,,,,,
player,201410260nor,gnb,DaniMi00,def_pct,62%,,,,,
player,201410260nor,gnb,DaniMi00,special_teams,8,,,,,
player,201410260nor,gnb,DaniMi00,st_pct,30%,,,,,
player,201410260nor,gnb,NealMi99,pos,LB,,,,,
player,201410260nor,gnb,NealMi99,offense,0,,,,,
player,201410260nor,gnb,NealMi99,off_pct,0%,,,,,
player,201410260nor,gnb,NealMi99,defense,33,,,,,
player,201410260nor,gnb,NealMi99,def_pct,49%,,,,,
player,201410260nor,gnb,NealMi99,special_teams,8,,,,,
player,201410260nor,gnb,NealMi99,st_pct,30%,,,,,
player,201410260nor,gnb,BoydJo00,pos,DE,,,,,
player,201410260nor,gnb,BoydJo00,offense,0,,,,,
player,201410260nor,gnb,BoydJo00,off_pct,0%,,,,,
player,201410260nor,gnb,BoydJo00,defense,30,,,,,
player,201410260nor,gnb,BoydJo00,def_pct,44%,,,,,
player,201410260nor,gnb,BoydJo00,special_teams,16,,,,,
player,201410260nor,gnb,BoydJo00,st_pct,59%,,,,,
player,201410260nor,gnb,PerrNi00,pos,LB,,,,,
player,201410260nor,gnb,PerrNi00,offense,0,,,,,
player,201410260nor,gnb,PerrNi00,off_pct,0%,,,,,
player,201410260nor,gnb,PerrNi00,defense,28,,,,,
player,201410260nor,gnb,PerrNi00,def_pct,41%,,,,,
player,201410260nor,gnb,PerrNi00,special_teams,5,,,,,
player,201410260nor,gnb,PerrNi00,st_pct,19%,,,,,
player,201410260nor,gnb,LattJa00,pos,LB,,,,,
player,201410260nor,gnb,LattJa00,offense,0,,,,,
player,201410260nor,gnb,LattJa00,off_pct,0%,,,,,
player,201410260nor,gnb,LattJa00,defense,23,,,,,
player,201410260nor,gnb,LattJa00,def_pct,34%,,,,,
player,201410260nor,gnb,LattJa00,special_teams,12,,,,,
player,201410260nor,gnb,LattJa00,st_pct,44%,,,,,
player,201410260nor,gnb,PennMi00,pos,NT,,,,,
player,201410260nor,gnb,PennMi00,offense,0,,,,,
player,201410260nor,gnb,PennMi00,off_pct,0%,,,,,
player,201410260nor,gnb,PennMi00,defense,21,,,,,
player,201410260nor,gnb,PennMi00,def_pct,31%,,,,,
player,201410260nor,gnb,PennMi00,special_teams,8,,,,,
player,201410260nor,gnb,PennMi00,st_pct,30%,,,,,
player,201410260nor,gnb,RichSe00,pos,SS,,,,,
player,201410260nor,gnb,RichSe00,offense,0,,,,,
player,201410260nor,gnb,RichSe00,off_pct,0%,,,,,
player,201410260nor,gnb,RichSe00,defense,15,,,,,
player,201410260nor,gnb,RichSe00,def_pct,22%,,,,,
player,201410260nor,gnb,RichSe00,special_teams,22,,,,,
player,201410260nor,gnb,RichSe00,st_pct,81%,,,,,
player,201410260nor,gnb,RobiLu00,pos,DE,,,,,
player,201410260nor,gnb,RobiLu00,offense,0,,,,,
player,201410260nor,gnb,RobiLu00,off_pct,0%,,,,,
player,201410260nor,gnb,RobiLu00,defense,5,,,,,
player,201410260nor,gnb,RobiLu00,def_pct,7%,,,,,
player,201410260nor,gnb,RobiLu00,special_teams,3,,,,,
player,201410260nor,gnb,RobiLu00,st_pct,11%,,,,,
player,201410260nor,gnb,BushJa20,pos,CB,,,,,
player,201410260nor,gnb,BushJa20,offense,0,,,,,
player,201410260nor,gnb,BushJa20,off_pct,0%,,,,,
player,201410260nor,gnb,BushJa20,defense,1,,,,,
player,201410260nor,gnb,BushJa20,def_pct,1%,,,,,
player,201410260nor,gnb,BushJa20,special_teams,22,,,,,
player,201410260nor,gnb,BushJa20,st_pct,81%,,,,,
player,201410260nor,gnb,JoneBr99,pos,LB,,,,,
player,201410260nor,gnb,JoneBr99,offense,0,,,,,
player,201410260nor,gnb,JoneBr99,off_pct,0%,,,,,
player,201410260nor,gnb,JoneBr99,defense,0,,,,,
player,201410260nor,gnb,JoneBr99,def_pct,0%,,,,,
player,201410260nor,gnb,JoneBr99,special_teams,14,,,,,
player,201410260nor,gnb,JoneBr99,st_pct,52%,,,,,
player,201410260nor,gnb,ElliJa02,pos,LB,,,,,
player,201410260nor,gnb,ElliJa02,offense,0,,,,,
player,201410260nor,gnb,ElliJa02,off_pct,0%,,,,,
player,201410260nor,gnb,ElliJa02,defense,0,,,,,
player,201410260nor,gnb,ElliJa02,def_pct,0%,,,,,
player,201410260nor,gnb,ElliJa02,special_teams,14,,,,,
player,201410260nor,gnb,ElliJa02,st_pct,52%,,,,,
player,201410260nor,gnb,CrosMa20,pos,K,,,,,
player,201410260nor,gnb,CrosMa20,offense,0,,,,,
player,201410260nor,gnb,CrosMa20,off_pct,0%,,,,,
player,201410260nor,gnb,CrosMa20,defense,0,,,,,
player,201410260nor,gnb,CrosMa20,def_pct,0%,,,,,
player,201410260nor,gnb,CrosMa20,special_teams,11,,,,,
player,201410260nor,gnb,CrosMa20,st_pct,41%,,,,,
player,201410260nor,gnb,MastTi99,pos,P,,,,,
player,201410260nor,gnb,MastTi99,offense,0,,,,,
player,201410260nor,gnb,MastTi99,off_pct,0%,,,,,
player,201410260nor,gnb,MastTi99,defense,0,,,,,
player,201410260nor,gnb,MastTi99,def_pct,0%,,,,,
player,201410260nor,gnb,MastTi99,special_teams,5,,,,,
player,201410260nor,gnb,MastTi99,st_pct,19%,,,,,
player,201410260nor,gnb,GoodBr99,pos,LS,,,,,
player,201410260nor,gnb,GoodBr99,offense,0,,,,,
player,201410260nor,gnb,GoodBr99,off_pct,0%,,,,,
player,201410260nor,gnb,GoodBr99,defense,0,,,,,
player,201410260nor,gnb,GoodBr99,def_pct,0%,,,,,
player,201410260nor,gnb,GoodBr99,special_teams,5,,,,,
player,201410260nor,gnb,GoodBr99,st_pct,19%,,,,,
player,201410260nor,gnb,GoodDe00,pos,CB,,,,,
player,201410260nor,gnb,GoodDe00,offense,0,,,,,
player,201410260nor,gnb,GoodDe00,off_pct,0%,,,,,
player,201410260nor,gnb,GoodDe00,defense,0,,,,,
player,201410260nor,gnb,GoodDe00,def_pct,0%,,,,,
player,201410260nor,gnb,GoodDe00,special_teams,2,,,,,
player,201410260nor,gnb,GoodDe00,st_pct,7%,,,,,
