game,2014,12,20141123,201411230phi,oti,"Tennessee Titans",24,phi,"Philadelphia Eagles",43
player,201411230phi,oti,CaseJu00,tackles_assists,1,,,,,
player,201411230phi,oti,CaseJu00,tackles_loss,2,,,,,
player,201411230phi,oti,CaseJu00,qb_hits,1,,,,,
player,201411230phi,oti,CaseJu00,fumbles_rec,0,,,,,
player,201411230phi,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,CaseJu00,fumbles_forced,0,,,,,
player,201411230phi,oti,GrifMi99,def_int,0,,,,,
player,201411230phi,oti,GrifMi99,def_int_yds,0,,,,,
player,201411230phi,oti,GrifMi99,def_int_td,0,,,,,
player,201411230phi,oti,GrifMi99,def_int_long,0,,,,,
player,201411230phi,oti,GrifMi99,pass_defended,0,,,,,
player,201411230phi,oti,GrifMi99,sacks,0.0,,,,,
player,201411230phi,oti,GrifMi99,tackles_combined,12,,,,,
player,201411230phi,oti,GrifMi99,tackles_solo,11,,,,,
player,201411230phi,oti,GrifMi99,tackles_assists,1,,,,,
player,201411230phi,oti,GrifMi99,tackles_loss,0,,,,,
player,201411230phi,oti,GrifMi99,qb_hits,0,,,,,
player,201411230phi,oti,GrifMi99,fumbles_rec,0,,,,,
player,201411230phi,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201411230phi,oti,GrifMi99,fumbles_forced,0,,,,,
player,201411230phi,oti,WoodWe20,def_int,0,,,,,
player,201411230phi,oti,WoodWe20,def_int_yds,0,,,,,
player,201411230phi,oti,WoodWe20,def_int_td,0,,,,,
player,201411230phi,oti,WoodWe20,def_int_long,0,,,,,
player,201411230phi,oti,WoodWe20,pass_defended,0,,,,,
player,201411230phi,oti,WoodWe20,sacks,0.0,,,,,
player,201411230phi,oti,WoodWe20,tackles_combined,8,,,,,
player,201411230phi,oti,WoodWe20,tackles_solo,5,,,,,
player,201411230phi,oti,WoodWe20,tackles_assists,3,,,,,
player,201411230phi,oti,WoodWe20,tackles_loss,0,,,,,
player,201411230phi,oti,WoodWe20,qb_hits,0,,,,,
player,201411230phi,oti,WoodWe20,fumbles_rec,0,,,,,
player,201411230phi,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201411230phi,oti,WoodWe20,fumbles_forced,0,,,,,
player,201411230phi,oti,WillAv00,def_int,0,,,,,
player,201411230phi,oti,WillAv00,def_int_yds,0,,,,,
player,201411230phi,oti,WillAv00,def_int_td,0,,,,,
player,201411230phi,oti,WillAv00,def_int_long,0,,,,,
player,201411230phi,oti,WillAv00,pass_defended,0,,,,,
player,201411230phi,oti,WillAv00,sacks,0.0,,,,,
player,201411230phi,oti,WillAv00,tackles_combined,6,,,,,
player,201411230phi,oti,WillAv00,tackles_solo,5,,,,,
player,201411230phi,oti,WillAv00,tackles_assists,1,,,,,
player,201411230phi,oti,WillAv00,tackles_loss,0,,,,,
player,201411230phi,oti,WillAv00,qb_hits,0,,,,,
player,201411230phi,oti,WillAv00,fumbles_rec,0,,,,,
player,201411230phi,oti,WillAv00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,WillAv00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,WillAv00,fumbles_forced,0,,,,,
player,201411230phi,oti,SensCo00,def_int,0,,,,,
player,201411230phi,oti,SensCo00,def_int_yds,0,,,,,
player,201411230phi,oti,SensCo00,def_int_td,0,,,,,
player,201411230phi,oti,SensCo00,def_int_long,0,,,,,
player,201411230phi,oti,SensCo00,pass_defended,0,,,,,
player,201411230phi,oti,SensCo00,sacks,0.0,,,,,
player,201411230phi,oti,SensCo00,tackles_combined,5,,,,,
player,201411230phi,oti,SensCo00,tackles_solo,5,,,,,
player,201411230phi,oti,SensCo00,tackles_assists,0,,,,,
player,201411230phi,oti,SensCo00,tackles_loss,0,,,,,
player,201411230phi,oti,SensCo00,qb_hits,0,,,,,
player,201411230phi,oti,SensCo00,fumbles_rec,0,,,,,
player,201411230phi,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,SensCo00,fumbles_forced,0,,,,,
player,201411230phi,oti,McCoJa99,def_int,0,,,,,
player,201411230phi,oti,McCoJa99,def_int_yds,0,,,,,
player,201411230phi,oti,McCoJa99,def_int_td,0,,,,,
player,201411230phi,oti,McCoJa99,def_int_long,0,,,,,
player,201411230phi,oti,McCoJa99,pass_defended,1,,,,,
player,201411230phi,oti,McCoJa99,sacks,0.0,,,,,
player,201411230phi,oti,McCoJa99,tackles_combined,4,,,,,
player,201411230phi,oti,McCoJa99,tackles_solo,4,,,,,
player,201411230phi,oti,McCoJa99,tackles_assists,0,,,,,
player,201411230phi,oti,McCoJa99,tackles_loss,0,,,,,
player,201411230phi,oti,McCoJa99,qb_hits,0,,,,,
player,201411230phi,oti,McCoJa99,fumbles_rec,0,,,,,
player,201411230phi,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201411230phi,oti,McCoJa99,fumbles_forced,0,,,,,
player,201411230phi,oti,WilsGe01,def_int,0,,,,,
player,201411230phi,oti,WilsGe01,def_int_yds,0,,,,,
player,201411230phi,oti,WilsGe01,def_int_td,0,,,,,
player,201411230phi,oti,WilsGe01,def_int_long,0,,,,,
player,201411230phi,oti,WilsGe01,pass_defended,0,,,,,
player,201411230phi,oti,WilsGe01,sacks,0.0,,,,,
player,201411230phi,oti,WilsGe01,tackles_combined,3,,,,,
player,201411230phi,oti,WilsGe01,tackles_solo,3,,,,,
player,201411230phi,oti,WilsGe01,tackles_assists,0,,,,,
player,201411230phi,oti,WilsGe01,tackles_loss,0,,,,,
player,201411230phi,oti,WilsGe01,qb_hits,0,,,,,
player,201411230phi,oti,WilsGe01,fumbles_rec,0,,,,,
player,201411230phi,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201411230phi,oti,WilsGe01,fumbles_forced,0,,,,,
player,201411230phi,oti,WoodAl99,def_int,0,,,,,
player,201411230phi,oti,WoodAl99,def_int_yds,0,,,,,
player,201411230phi,oti,WoodAl99,def_int_td,0,,,,,
player,201411230phi,oti,WoodAl99,def_int_long,0,,,,,
player,201411230phi,oti,WoodAl99,pass_defended,0,,,,,
player,201411230phi,oti,WoodAl99,sacks,0.0,,,,,
player,201411230phi,oti,WoodAl99,tackles_combined,3,,,,,
player,201411230phi,oti,WoodAl99,tackles_solo,2,,,,,
player,201411230phi,oti,WoodAl99,tackles_assists,1,,,,,
player,201411230phi,oti,WoodAl99,tackles_loss,0,,,,,
player,201411230phi,oti,WoodAl99,qb_hits,0,,,,,
player,201411230phi,oti,WoodAl99,fumbles_rec,0,,,,,
player,201411230phi,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201411230phi,oti,WoodAl99,fumbles_forced,0,,,,,
player,201411230phi,oti,BrinBe00,def_int,0,,,,,
player,201411230phi,oti,BrinBe00,def_int_yds,0,,,,,
player,201411230phi,oti,BrinBe00,def_int_td,0,,,,,
player,201411230phi,oti,BrinBe00,def_int_long,0,,,,,
player,201411230phi,oti,BrinBe00,pass_defended,0,,,,,
player,201411230phi,oti,BrinBe00,sacks,0.0,,,,,
player,201411230phi,oti,BrinBe00,tackles_combined,2,,,,,
player,201411230phi,oti,BrinBe00,tackles_solo,1,,,,,
player,201411230phi,oti,BrinBe00,tackles_assists,1,,,,,
player,201411230phi,oti,BrinBe00,tackles_loss,0,,,,,
player,201411230phi,oti,BrinBe00,qb_hits,0,,,,,
player,201411230phi,oti,BrinBe00,fumbles_rec,0,,,,,
player,201411230phi,oti,BrinBe00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,BrinBe00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,BrinBe00,fumbles_forced,0,,,,,
player,201411230phi,oti,GrovQu99,def_int,0,,,,,
player,201411230phi,oti,GrovQu99,def_int_yds,0,,,,,
player,201411230phi,oti,GrovQu99,def_int_td,0,,,,,
player,201411230phi,oti,GrovQu99,def_int_long,0,,,,,
player,201411230phi,oti,GrovQu99,pass_defended,0,,,,,
player,201411230phi,oti,GrovQu99,sacks,0.0,,,,,
player,201411230phi,oti,GrovQu99,tackles_combined,2,,,,,
player,201411230phi,oti,GrovQu99,tackles_solo,1,,,,,
player,201411230phi,oti,GrovQu99,tackles_assists,1,,,,,
player,201411230phi,oti,GrovQu99,tackles_loss,0,,,,,
player,201411230phi,oti,GrovQu99,qb_hits,0,,,,,
player,201411230phi,oti,GrovQu99,fumbles_rec,0,,,,,
player,201411230phi,oti,GrovQu99,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,GrovQu99,fumbles_rec_td,0,,,,,
player,201411230phi,oti,GrovQu99,fumbles_forced,0,,,,,
player,201411230phi,oti,HagaDe00,def_int,0,,,,,
player,201411230phi,oti,HagaDe00,def_int_yds,0,,,,,
player,201411230phi,oti,HagaDe00,def_int_td,0,,,,,
player,201411230phi,oti,HagaDe00,def_int_long,0,,,,,
player,201411230phi,oti,HagaDe00,pass_defended,0,,,,,
player,201411230phi,oti,HagaDe00,sacks,0.0,,,,,
player,201411230phi,oti,HagaDe00,tackles_combined,2,,,,,
player,201411230phi,oti,HagaDe00,tackles_solo,2,,,,,
player,201411230phi,oti,HagaDe00,tackles_assists,0,,,,,
player,201411230phi,oti,HagaDe00,tackles_loss,0,,,,,
player,201411230phi,oti,HagaDe00,qb_hits,0,,,,,
player,201411230phi,oti,HagaDe00,fumbles_rec,0,,,,,
player,201411230phi,oti,HagaDe00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,HagaDe00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,HagaDe00,fumbles_forced,0,,,,,
player,201411230phi,oti,HillSa99,def_int,0,,,,,
player,201411230phi,oti,HillSa99,def_int_yds,0,,,,,
player,201411230phi,oti,HillSa99,def_int_td,0,,,,,
player,201411230phi,oti,HillSa99,def_int_long,0,,,,,
player,201411230phi,oti,HillSa99,pass_defended,0,,,,,
player,201411230phi,oti,HillSa99,sacks,0.0,,,,,
player,201411230phi,oti,HillSa99,tackles_combined,2,,,,,
player,201411230phi,oti,HillSa99,tackles_solo,2,,,,,
player,201411230phi,oti,HillSa99,tackles_assists,0,,,,,
player,201411230phi,oti,HillSa99,tackles_loss,,,,,,
player,201411230phi,oti,HillSa99,qb_hits,,,,,,
player,201411230phi,oti,HillSa99,fumbles_rec,0,,,,,
player,201411230phi,oti,HillSa99,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,HillSa99,fumbles_rec_td,0,,,,,
player,201411230phi,oti,HillSa99,fumbles_forced,0,,,,,
player,201411230phi,oti,KlugKa00,def_int,0,,,,,
player,201411230phi,oti,KlugKa00,def_int_yds,0,,,,,
player,201411230phi,oti,KlugKa00,def_int_td,0,,,,,
player,201411230phi,oti,KlugKa00,def_int_long,0,,,,,
player,201411230phi,oti,KlugKa00,pass_defended,0,,,,,
player,201411230phi,oti,KlugKa00,sacks,0.0,,,,,
player,201411230phi,oti,KlugKa00,tackles_combined,2,,,,,
player,201411230phi,oti,KlugKa00,tackles_solo,1,,,,,
player,201411230phi,oti,KlugKa00,tackles_assists,1,,,,,
player,201411230phi,oti,KlugKa00,tackles_loss,0,,,,,
player,201411230phi,oti,KlugKa00,qb_hits,0,,,,,
player,201411230phi,oti,KlugKa00,fumbles_rec,0,,,,,
player,201411230phi,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,KlugKa00,fumbles_forced,0,,,,,
player,201411230phi,oti,BattJa00,def_int,0,,,,,
player,201411230phi,oti,BattJa00,def_int_yds,0,,,,,
player,201411230phi,oti,BattJa00,def_int_td,0,,,,,
player,201411230phi,oti,BattJa00,def_int_long,0,,,,,
player,201411230phi,oti,BattJa00,pass_defended,0,,,,,
player,201411230phi,oti,BattJa00,sacks,0.0,,,,,
player,201411230phi,oti,BattJa00,tackles_combined,1,,,,,
player,201411230phi,oti,BattJa00,tackles_solo,1,,,,,
player,201411230phi,oti,BattJa00,tackles_assists,0,,,,,
player,201411230phi,oti,BattJa00,tackles_loss,0,,,,,
player,201411230phi,oti,BattJa00,qb_hits,0,,,,,
player,201411230phi,oti,BattJa00,fumbles_rec,0,,,,,
player,201411230phi,oti,BattJa00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,BattJa00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,BattJa00,fumbles_forced,0,,,,,
player,201411230phi,oti,BracBr00,def_int,0,,,,,
player,201411230phi,oti,BracBr00,def_int_yds,0,,,,,
player,201411230phi,oti,BracBr00,def_int_td,0,,,,,
player,201411230phi,oti,BracBr00,def_int_long,0,,,,,
player,201411230phi,oti,BracBr00,pass_defended,0,,,,,
player,201411230phi,oti,BracBr00,sacks,0.0,,,,,
player,201411230phi,oti,BracBr00,tackles_combined,1,,,,,
player,201411230phi,oti,BracBr00,tackles_solo,1,,,,,
player,201411230phi,oti,BracBr00,tackles_assists,0,,,,,
player,201411230phi,oti,BracBr00,tackles_loss,0,,,,,
player,201411230phi,oti,BracBr00,qb_hits,0,,,,,
player,201411230phi,oti,BracBr00,fumbles_rec,0,,,,,
player,201411230phi,oti,BracBr00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,BracBr00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,BracBr00,fumbles_forced,0,,,,,
player,201411230phi,oti,GoodZa00,def_int,0,,,,,
player,201411230phi,oti,GoodZa00,def_int_yds,0,,,,,
player,201411230phi,oti,GoodZa00,def_int_td,0,,,,,
player,201411230phi,oti,GoodZa00,def_int_long,0,,,,,
player,201411230phi,oti,GoodZa00,pass_defended,0,,,,,
player,201411230phi,oti,GoodZa00,sacks,0.0,,,,,
player,201411230phi,oti,GoodZa00,tackles_combined,1,,,,,
player,201411230phi,oti,GoodZa00,tackles_solo,1,,,,,
player,201411230phi,oti,GoodZa00,tackles_assists,0,,,,,
player,201411230phi,oti,GoodZa00,tackles_loss,0,,,,,
player,201411230phi,oti,GoodZa00,qb_hits,0,,,,,
player,201411230phi,oti,GoodZa00,fumbles_rec,0,,,,,
player,201411230phi,oti,GoodZa00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,GoodZa00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,GoodZa00,fumbles_forced,0,,,,,
player,201411230phi,oti,JoneDa04,def_int,0,,,,,
player,201411230phi,oti,JoneDa04,def_int_yds,0,,,,,
player,201411230phi,oti,JoneDa04,def_int_td,0,,,,,
player,201411230phi,oti,JoneDa04,def_int_long,0,,,,,
player,201411230phi,oti,JoneDa04,pass_defended,0,,,,,
player,201411230phi,oti,JoneDa04,sacks,0.0,,,,,
player,201411230phi,oti,JoneDa04,tackles_combined,1,,,,,
player,201411230phi,oti,JoneDa04,tackles_solo,1,,,,,
player,201411230phi,oti,JoneDa04,tackles_assists,0,,,,,
player,201411230phi,oti,JoneDa04,tackles_loss,1,,,,,
player,201411230phi,oti,JoneDa04,qb_hits,0,,,,,
player,201411230phi,oti,JoneDa04,fumbles_rec,0,,,,,
player,201411230phi,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201411230phi,oti,JoneDa04,fumbles_forced,0,,,,,
player,201411230phi,oti,MartMi01,def_int,0,,,,,
player,201411230phi,oti,MartMi01,def_int_yds,0,,,,,
player,201411230phi,oti,MartMi01,def_int_td,0,,,,,
player,201411230phi,oti,MartMi01,def_int_long,0,,,,,
player,201411230phi,oti,MartMi01,pass_defended,0,,,,,
player,201411230phi,oti,MartMi01,sacks,0.0,,,,,
player,201411230phi,oti,MartMi01,tackles_combined,1,,,,,
player,201411230phi,oti,MartMi01,tackles_solo,1,,,,,
player,201411230phi,oti,MartMi01,tackles_assists,0,,,,,
player,201411230phi,oti,MartMi01,tackles_loss,0,,,,,
player,201411230phi,oti,MartMi01,qb_hits,0,,,,,
player,201411230phi,oti,MartMi01,fumbles_rec,0,,,,,
player,201411230phi,oti,MartMi01,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,MartMi01,fumbles_rec_td,0,,,,,
player,201411230phi,oti,MartMi01,fumbles_forced,0,,,,,
player,201411230phi,oti,PhilSh20,def_int,0,,,,,
player,201411230phi,oti,PhilSh20,def_int_yds,0,,,,,
player,201411230phi,oti,PhilSh20,def_int_td,0,,,,,
player,201411230phi,oti,PhilSh20,def_int_long,0,,,,,
player,201411230phi,oti,PhilSh20,pass_defended,0,,,,,
player,201411230phi,oti,PhilSh20,sacks,0.0,,,,,
player,201411230phi,oti,PhilSh20,tackles_combined,1,,,,,
player,201411230phi,oti,PhilSh20,tackles_solo,1,,,,,
player,201411230phi,oti,PhilSh20,tackles_assists,0,,,,,
player,201411230phi,oti,PhilSh20,tackles_loss,1,,,,,
player,201411230phi,oti,PhilSh20,qb_hits,0,,,,,
player,201411230phi,oti,PhilSh20,fumbles_rec,0,,,,,
player,201411230phi,oti,PhilSh20,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,PhilSh20,fumbles_rec_td,0,,,,,
player,201411230phi,oti,PhilSh20,fumbles_forced,0,,,,,
player,201411230phi,oti,StapJu00,def_int,0,,,,,
player,201411230phi,oti,StapJu00,def_int_yds,0,,,,,
player,201411230phi,oti,StapJu00,def_int_td,0,,,,,
player,201411230phi,oti,StapJu00,def_int_long,0,,,,,
player,201411230phi,oti,StapJu00,pass_defended,0,,,,,
player,201411230phi,oti,StapJu00,sacks,0.0,,,,,
player,201411230phi,oti,StapJu00,tackles_combined,1,,,,,
player,201411230phi,oti,StapJu00,tackles_solo,1,,,,,
player,201411230phi,oti,StapJu00,tackles_assists,0,,,,,
player,201411230phi,oti,StapJu00,tackles_loss,0,,,,,
player,201411230phi,oti,StapJu00,qb_hits,0,,,,,
player,201411230phi,oti,StapJu00,fumbles_rec,0,,,,,
player,201411230phi,oti,StapJu00,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,StapJu00,fumbles_rec_td,0,,,,,
player,201411230phi,oti,StapJu00,fumbles_forced,0,,,,,
player,201411230phi,oti,WimbKa20,def_int,0,,,,,
player,201411230phi,oti,WimbKa20,def_int_yds,0,,,,,
player,201411230phi,oti,WimbKa20,def_int_td,0,,,,,
player,201411230phi,oti,WimbKa20,def_int_long,0,,,,,
player,201411230phi,oti,WimbKa20,pass_defended,0,,,,,
player,201411230phi,oti,WimbKa20,sacks,0.0,,,,,
player,201411230phi,oti,WimbKa20,tackles_combined,1,,,,,
player,201411230phi,oti,WimbKa20,tackles_solo,1,,,,,
player,201411230phi,oti,WimbKa20,tackles_assists,0,,,,,
player,201411230phi,oti,WimbKa20,tackles_loss,0,,,,,
player,201411230phi,oti,WimbKa20,qb_hits,0,,,,,
player,201411230phi,oti,WimbKa20,fumbles_rec,0,,,,,
player,201411230phi,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201411230phi,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201411230phi,oti,WimbKa20,fumbles_forced,0,,,,,
player,201411230phi,phi,BoykBr00,def_int,1,,,,,
player,201411230phi,phi,BoykBr00,def_int_yds,0,,,,,
player,201411230phi,phi,BoykBr00,def_int_td,0,,,,,
player,201411230phi,phi,BoykBr00,def_int_long,0,,,,,
player,201411230phi,phi,BoykBr00,pass_defended,2,,,,,
player,201411230phi,phi,BoykBr00,sacks,0.0,,,,,
player,201411230phi,phi,BoykBr00,tackles_combined,2,,,,,
player,201411230phi,phi,BoykBr00,tackles_solo,2,,,,,
player,201411230phi,phi,BoykBr00,tackles_assists,0,,,,,
player,201411230phi,phi,BoykBr00,tackles_loss,0,,,,,
player,201411230phi,phi,BoykBr00,qb_hits,0,,,,,
player,201411230phi,phi,BoykBr00,fumbles_rec,0,,,,,
player,201411230phi,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,BoykBr00,fumbles_forced,0,,,,,
player,201411230phi,phi,ColeTr20,def_int,0,,,,,
player,201411230phi,phi,ColeTr20,def_int_yds,0,,,,,
player,201411230phi,phi,ColeTr20,def_int_td,0,,,,,
player,201411230phi,phi,ColeTr20,def_int_long,0,,,,,
player,201411230phi,phi,ColeTr20,pass_defended,0,,,,,
player,201411230phi,phi,ColeTr20,sacks,2.0,,,,,
player,201411230phi,phi,ColeTr20,tackles_combined,4,,,,,
player,201411230phi,phi,ColeTr20,tackles_solo,4,,,,,
player,201411230phi,phi,ColeTr20,tackles_assists,0,,,,,
player,201411230phi,phi,ColeTr20,tackles_loss,3,,,,,
player,201411230phi,phi,ColeTr20,qb_hits,2,,,,,
player,201411230phi,phi,ColeTr20,fumbles_rec,0,,,,,
player,201411230phi,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201411230phi,phi,ColeTr20,fumbles_forced,0,,,,,
player,201411230phi,phi,BarwCo99,def_int,0,,,,,
player,201411230phi,phi,BarwCo99,def_int_yds,0,,,,,
player,201411230phi,phi,BarwCo99,def_int_td,0,,,,,
player,201411230phi,phi,BarwCo99,def_int_long,0,,,,,
player,201411230phi,phi,BarwCo99,pass_defended,1,,,,,
player,201411230phi,phi,BarwCo99,sacks,2.0,,,,,
player,201411230phi,phi,BarwCo99,tackles_combined,2,,,,,
player,201411230phi,phi,BarwCo99,tackles_solo,2,,,,,
player,201411230phi,phi,BarwCo99,tackles_assists,0,,,,,
player,201411230phi,phi,BarwCo99,tackles_loss,1,,,,,
player,201411230phi,phi,BarwCo99,qb_hits,1,,,,,
player,201411230phi,phi,BarwCo99,fumbles_rec,0,,,,,
player,201411230phi,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201411230phi,phi,BarwCo99,fumbles_forced,1,,,,,
player,201411230phi,phi,CoxxFl00,def_int,0,,,,,
player,201411230phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201411230phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201411230phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201411230phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201411230phi,phi,CoxxFl00,sacks,1.0,,,,,
player,201411230phi,phi,CoxxFl00,tackles_combined,1,,,,,
player,201411230phi,phi,CoxxFl00,tackles_solo,1,,,,,
player,201411230phi,phi,CoxxFl00,tackles_assists,0,,,,,
player,201411230phi,phi,CoxxFl00,tackles_loss,1,,,,,
player,201411230phi,phi,CoxxFl00,qb_hits,1,,,,,
player,201411230phi,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201411230phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201411230phi,phi,KendMy00,def_int,0,,,,,
player,201411230phi,phi,KendMy00,def_int_yds,0,,,,,
player,201411230phi,phi,KendMy00,def_int_td,0,,,,,
player,201411230phi,phi,KendMy00,def_int_long,0,,,,,
player,201411230phi,phi,KendMy00,pass_defended,0,,,,,
player,201411230phi,phi,KendMy00,sacks,0.0,,,,,
player,201411230phi,phi,KendMy00,tackles_combined,7,,,,,
player,201411230phi,phi,KendMy00,tackles_solo,7,,,,,
player,201411230phi,phi,KendMy00,tackles_assists,0,,,,,
player,201411230phi,phi,KendMy00,tackles_loss,1,,,,,
player,201411230phi,phi,KendMy00,qb_hits,1,,,,,
player,201411230phi,phi,KendMy00,fumbles_rec,0,,,,,
player,201411230phi,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,KendMy00,fumbles_forced,1,,,,,
player,201411230phi,phi,JenkMa99,def_int,0,,,,,
player,201411230phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201411230phi,phi,JenkMa99,def_int_td,0,,,,,
player,201411230phi,phi,JenkMa99,def_int_long,0,,,,,
player,201411230phi,phi,JenkMa99,pass_defended,2,,,,,
player,201411230phi,phi,JenkMa99,sacks,0.0,,,,,
player,201411230phi,phi,JenkMa99,tackles_combined,5,,,,,
player,201411230phi,phi,JenkMa99,tackles_solo,5,,,,,
player,201411230phi,phi,JenkMa99,tackles_assists,0,,,,,
player,201411230phi,phi,JenkMa99,tackles_loss,0,,,,,
player,201411230phi,phi,JenkMa99,qb_hits,0,,,,,
player,201411230phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201411230phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201411230phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201411230phi,phi,AlleNa99,def_int,0,,,,,
player,201411230phi,phi,AlleNa99,def_int_yds,0,,,,,
player,201411230phi,phi,AlleNa99,def_int_td,0,,,,,
player,201411230phi,phi,AlleNa99,def_int_long,0,,,,,
player,201411230phi,phi,AlleNa99,pass_defended,0,,,,,
player,201411230phi,phi,AlleNa99,sacks,0.0,,,,,
player,201411230phi,phi,AlleNa99,tackles_combined,4,,,,,
player,201411230phi,phi,AlleNa99,tackles_solo,4,,,,,
player,201411230phi,phi,AlleNa99,tackles_assists,0,,,,,
player,201411230phi,phi,AlleNa99,tackles_loss,0,,,,,
player,201411230phi,phi,AlleNa99,qb_hits,0,,,,,
player,201411230phi,phi,AlleNa99,fumbles_rec,1,,,,,
player,201411230phi,phi,AlleNa99,fumbles_rec_yds,3,,,,,
player,201411230phi,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201411230phi,phi,AlleNa99,fumbles_forced,0,,,,,
player,201411230phi,phi,CarrNo00,def_int,0,,,,,
player,201411230phi,phi,CarrNo00,def_int_yds,0,,,,,
player,201411230phi,phi,CarrNo00,def_int_td,0,,,,,
player,201411230phi,phi,CarrNo00,def_int_long,0,,,,,
player,201411230phi,phi,CarrNo00,pass_defended,0,,,,,
player,201411230phi,phi,CarrNo00,sacks,0.0,,,,,
player,201411230phi,phi,CarrNo00,tackles_combined,4,,,,,
player,201411230phi,phi,CarrNo00,tackles_solo,4,,,,,
player,201411230phi,phi,CarrNo00,tackles_assists,0,,,,,
player,201411230phi,phi,CarrNo00,tackles_loss,0,,,,,
player,201411230phi,phi,CarrNo00,qb_hits,0,,,,,
player,201411230phi,phi,CarrNo00,fumbles_rec,0,,,,,
player,201411230phi,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,CarrNo00,fumbles_forced,0,,,,,
player,201411230phi,phi,GrahBr99,def_int,0,,,,,
player,201411230phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201411230phi,phi,GrahBr99,def_int_td,0,,,,,
player,201411230phi,phi,GrahBr99,def_int_long,0,,,,,
player,201411230phi,phi,GrahBr99,pass_defended,0,,,,,
player,201411230phi,phi,GrahBr99,sacks,0.0,,,,,
player,201411230phi,phi,GrahBr99,tackles_combined,3,,,,,
player,201411230phi,phi,GrahBr99,tackles_solo,3,,,,,
player,201411230phi,phi,GrahBr99,tackles_assists,0,,,,,
player,201411230phi,phi,GrahBr99,tackles_loss,0,,,,,
player,201411230phi,phi,GrahBr99,qb_hits,0,,,,,
