game,2014,9,20141102,201411020cle,tam,"Tampa Bay Buccaneers",17,cle,"Cleveland Browns",22
player,201411020cle,tam,MyerBr00,pos,TE,,,,,
player,201411020cle,tam,MyerBr00,offense,30,,,,,
player,201411020cle,tam,MyerBr00,off_pct,46%,,,,,
player,201411020cle,tam,MyerBr00,defense,0,,,,,
player,201411020cle,tam,MyerBr00,def_pct,0%,,,,,
player,201411020cle,tam,MyerBr00,special_teams,11,,,,,
player,201411020cle,tam,MyerBr00,st_pct,41%,,,,,
player,201411020cle,tam,JameMi00,pos,RB,,,,,
player,201411020cle,tam,JameMi00,offense,9,,,,,
player,201411020cle,tam,JameMi00,off_pct,14%,,,,,
player,201411020cle,tam,JameMi00,defense,0,,,,,
player,201411020cle,tam,JameMi00,def_pct,0%,,,,,
player,201411020cle,tam,JameMi00,special_teams,7,,,,,
player,201411020cle,tam,JameMi00,st_pct,26%,,,,,
player,201411020cle,tam,PampKe00,pos,T,,,,,
player,201411020cle,tam,PampKe00,offense,8,,,,,
player,201411020cle,tam,PampKe00,off_pct,12%,,,,,
player,201411020cle,tam,PampKe00,defense,0,,,,,
player,201411020cle,tam,PampKe00,def_pct,0%,,,,,
player,201411020cle,tam,PampKe00,special_teams,5,,,,,
player,201411020cle,tam,PampKe00,st_pct,19%,,,,,
player,201411020cle,tam,StocLu00,pos,TE,,,,,
player,201411020cle,tam,StocLu00,offense,7,,,,,
player,201411020cle,tam,StocLu00,off_pct,11%,,,,,
player,201411020cle,tam,StocLu00,defense,0,,,,,
player,201411020cle,tam,StocLu00,def_pct,0%,,,,,
player,201411020cle,tam,StocLu00,special_teams,6,,,,,
player,201411020cle,tam,StocLu00,st_pct,22%,,,,,
player,201411020cle,tam,ShepRu00,pos,WR,,,,,
player,201411020cle,tam,ShepRu00,offense,4,,,,,
player,201411020cle,tam,ShepRu00,off_pct,6%,,,,,
player,201411020cle,tam,ShepRu00,defense,0,,,,,
player,201411020cle,tam,ShepRu00,def_pct,0%,,,,,
player,201411020cle,tam,ShepRu00,special_teams,17,,,,,
player,201411020cle,tam,ShepRu00,st_pct,63%,,,,,
player,201411020cle,tam,HerrRo00,pos,WR,,,,,
player,201411020cle,tam,HerrRo00,offense,2,,,,,
player,201411020cle,tam,HerrRo00,off_pct,3%,,,,,
player,201411020cle,tam,HerrRo00,defense,0,,,,,
player,201411020cle,tam,HerrRo00,def_pct,0%,,,,,
player,201411020cle,tam,HerrRo00,special_teams,0,,,,,
player,201411020cle,tam,HerrRo00,st_pct,0%,,,,,
player,201411020cle,tam,FostMa00,pos,LB,,,,,
player,201411020cle,tam,FostMa00,offense,0,,,,,
player,201411020cle,tam,FostMa00,off_pct,0%,,,,,
player,201411020cle,tam,FostMa00,defense,67,,,,,
player,201411020cle,tam,FostMa00,def_pct,100%,,,,,
player,201411020cle,tam,FostMa00,special_teams,1,,,,,
player,201411020cle,tam,FostMa00,st_pct,4%,,,,,
player,201411020cle,tam,DaviLa00,pos,LB,,,,,
player,201411020cle,tam,DaviLa00,offense,0,,,,,
player,201411020cle,tam,DaviLa00,off_pct,0%,,,,,
player,201411020cle,tam,DaviLa00,defense,66,,,,,
player,201411020cle,tam,DaviLa00,def_pct,99%,,,,,
player,201411020cle,tam,DaviLa00,special_teams,5,,,,,
player,201411020cle,tam,DaviLa00,st_pct,19%,,,,,
player,201411020cle,tam,WrigMa99,pos,SS,,,,,
player,201411020cle,tam,WrigMa99,offense,0,,,,,
player,201411020cle,tam,WrigMa99,off_pct,0%,,,,,
player,201411020cle,tam,WrigMa99,defense,64,,,,,
player,201411020cle,tam,WrigMa99,def_pct,96%,,,,,
player,201411020cle,tam,WrigMa99,special_teams,1,,,,,
player,201411020cle,tam,WrigMa99,st_pct,4%,,,,,
player,201411020cle,tam,VernAl99,pos,CB,,,,,
player,201411020cle,tam,VernAl99,offense,0,,,,,
player,201411020cle,tam,VernAl99,off_pct,0%,,,,,
player,201411020cle,tam,VernAl99,defense,61,,,,,
player,201411020cle,tam,VernAl99,def_pct,91%,,,,,
player,201411020cle,tam,VernAl99,special_teams,5,,,,,
player,201411020cle,tam,VernAl99,st_pct,19%,,,,,
player,201411020cle,tam,McCoGe99,pos,DT,,,,,
player,201411020cle,tam,McCoGe99,offense,0,,,,,
player,201411020cle,tam,McCoGe99,off_pct,0%,,,,,
player,201411020cle,tam,McCoGe99,defense,61,,,,,
player,201411020cle,tam,McCoGe99,def_pct,91%,,,,,
player,201411020cle,tam,McCoGe99,special_teams,5,,,,,
player,201411020cle,tam,McCoGe99,st_pct,19%,,,,,
player,201411020cle,tam,BankJo00,pos,CB,,,,,
player,201411020cle,tam,BankJo00,offense,0,,,,,
player,201411020cle,tam,BankJo00,off_pct,0%,,,,,
player,201411020cle,tam,BankJo00,defense,58,,,,,
player,201411020cle,tam,BankJo00,def_pct,87%,,,,,
player,201411020cle,tam,BankJo00,special_teams,1,,,,,
player,201411020cle,tam,BankJo00,st_pct,4%,,,,,
player,201411020cle,tam,GholWi00,pos,DE,,,,,
player,201411020cle,tam,GholWi00,offense,0,,,,,
player,201411020cle,tam,GholWi00,off_pct,0%,,,,,
player,201411020cle,tam,GholWi00,defense,51,,,,,
player,201411020cle,tam,GholWi00,def_pct,76%,,,,,
player,201411020cle,tam,GholWi00,special_teams,3,,,,,
player,201411020cle,tam,GholWi00,st_pct,11%,,,,,
player,201411020cle,tam,GoldDa99,pos,FS,,,,,
player,201411020cle,tam,GoldDa99,offense,0,,,,,
player,201411020cle,tam,GoldDa99,off_pct,0%,,,,,
player,201411020cle,tam,GoldDa99,defense,47,,,,,
player,201411020cle,tam,GoldDa99,def_pct,70%,,,,,
player,201411020cle,tam,GoldDa99,special_teams,4,,,,,
player,201411020cle,tam,GoldDa99,st_pct,15%,,,,,
player,201411020cle,tam,LansDa00,pos,LB,,,,,
player,201411020cle,tam,LansDa00,offense,0,,,,,
player,201411020cle,tam,LansDa00,off_pct,0%,,,,,
player,201411020cle,tam,LansDa00,defense,45,,,,,
player,201411020cle,tam,LansDa00,def_pct,67%,,,,,
player,201411020cle,tam,LansDa00,special_teams,10,,,,,
player,201411020cle,tam,LansDa00,st_pct,37%,,,,,
player,201411020cle,tam,JohnMi98,pos,DE,,,,,
player,201411020cle,tam,JohnMi98,offense,0,,,,,
player,201411020cle,tam,JohnMi98,off_pct,0%,,,,,
player,201411020cle,tam,JohnMi98,defense,45,,,,,
player,201411020cle,tam,JohnMi98,def_pct,67%,,,,,
player,201411020cle,tam,JohnMi98,special_teams,5,,,,,
player,201411020cle,tam,JohnMi98,st_pct,19%,,,,,
player,201411020cle,tam,McDoCl99,pos,DT,,,,,
player,201411020cle,tam,McDoCl99,offense,0,,,,,
player,201411020cle,tam,McDoCl99,off_pct,0%,,,,,
player,201411020cle,tam,McDoCl99,defense,44,,,,,
player,201411020cle,tam,McDoCl99,def_pct,66%,,,,,
player,201411020cle,tam,McDoCl99,special_teams,5,,,,,
player,201411020cle,tam,McDoCl99,st_pct,19%,,,,,
player,201411020cle,tam,McDoBr01,pos,SS,,,,,
player,201411020cle,tam,McDoBr01,offense,0,,,,,
player,201411020cle,tam,McDoBr01,off_pct,0%,,,,,
player,201411020cle,tam,McDoBr01,defense,31,,,,,
player,201411020cle,tam,McDoBr01,def_pct,46%,,,,,
player,201411020cle,tam,McDoBr01,special_teams,18,,,,,
player,201411020cle,tam,McDoBr01,st_pct,67%,,,,,
player,201411020cle,tam,SmitJa01,pos,DE,,,,,
player,201411020cle,tam,SmitJa01,offense,0,,,,,
player,201411020cle,tam,SmitJa01,off_pct,0%,,,,,
player,201411020cle,tam,SmitJa01,defense,22,,,,,
player,201411020cle,tam,SmitJa01,def_pct,33%,,,,,
player,201411020cle,tam,SmitJa01,special_teams,5,,,,,
player,201411020cle,tam,SmitJa01,st_pct,19%,,,,,
player,201411020cle,tam,SpenAk00,pos,DT,,,,,
player,201411020cle,tam,SpenAk00,offense,0,,,,,
player,201411020cle,tam,SpenAk00,off_pct,0%,,,,,
player,201411020cle,tam,SpenAk00,defense,20,,,,,
player,201411020cle,tam,SpenAk00,def_pct,30%,,,,,
player,201411020cle,tam,SpenAk00,special_teams,2,,,,,
player,201411020cle,tam,SpenAk00,st_pct,7%,,,,,
player,201411020cle,tam,EnglLa99,pos,DE,,,,,
player,201411020cle,tam,EnglLa99,offense,0,,,,,
player,201411020cle,tam,EnglLa99,off_pct,0%,,,,,
player,201411020cle,tam,EnglLa99,defense,18,,,,,
player,201411020cle,tam,EnglLa99,def_pct,27%,,,,,
player,201411020cle,tam,EnglLa99,special_teams,5,,,,,
player,201411020cle,tam,EnglLa99,st_pct,19%,,,,,
player,201411020cle,tam,FreyIs00,pos,CB,,,,,
player,201411020cle,tam,FreyIs00,offense,0,,,,,
player,201411020cle,tam,FreyIs00,off_pct,0%,,,,,
player,201411020cle,tam,FreyIs00,defense,14,,,,,
player,201411020cle,tam,FreyIs00,def_pct,21%,,,,,
player,201411020cle,tam,FreyIs00,special_teams,8,,,,,
player,201411020cle,tam,FreyIs00,st_pct,30%,,,,,
player,201411020cle,tam,JohnLe03,pos,CB,,,,,
player,201411020cle,tam,JohnLe03,offense,0,,,,,
player,201411020cle,tam,JohnLe03,off_pct,0%,,,,,
player,201411020cle,tam,JohnLe03,defense,8,,,,,
player,201411020cle,tam,JohnLe03,def_pct,12%,,,,,
player,201411020cle,tam,JohnLe03,special_teams,17,,,,,
player,201411020cle,tam,JohnLe03,st_pct,63%,,,,,
player,201411020cle,tam,FatiT.00,pos,DE,,,,,
player,201411020cle,tam,FatiT.00,offense,0,,,,,
player,201411020cle,tam,FatiT.00,off_pct,0%,,,,,
player,201411020cle,tam,FatiT.00,defense,7,,,,,
player,201411020cle,tam,FatiT.00,def_pct,10%,,,,,
player,201411020cle,tam,FatiT.00,special_teams,13,,,,,
player,201411020cle,tam,FatiT.00,st_pct,48%,,,,,
player,201411020cle,tam,ButlCr99,pos,CB,,,,,
player,201411020cle,tam,ButlCr99,offense,0,,,,,
player,201411020cle,tam,ButlCr99,off_pct,0%,,,,,
player,201411020cle,tam,ButlCr99,defense,7,,,,,
player,201411020cle,tam,ButlCr99,def_pct,10%,,,,,
player,201411020cle,tam,ButlCr99,special_teams,12,,,,,
player,201411020cle,tam,ButlCr99,st_pct,44%,,,,,
player,201411020cle,tam,LemoOr00,pos,LB,,,,,
player,201411020cle,tam,LemoOr00,offense,0,,,,,
player,201411020cle,tam,LemoOr00,off_pct,0%,,,,,
player,201411020cle,tam,LemoOr00,defense,1,,,,,
player,201411020cle,tam,LemoOr00,def_pct,1%,,,,,
player,201411020cle,tam,LemoOr00,special_teams,17,,,,,
player,201411020cle,tam,LemoOr00,st_pct,63%,,,,,
player,201411020cle,tam,FletDa00,pos,LB,,,,,
player,201411020cle,tam,FletDa00,offense,0,,,,,
player,201411020cle,tam,FletDa00,off_pct,0%,,,,,
player,201411020cle,tam,FletDa00,defense,0,,,,,
player,201411020cle,tam,FletDa00,def_pct,0%,,,,,
player,201411020cle,tam,FletDa00,special_teams,21,,,,,
player,201411020cle,tam,FletDa00,st_pct,78%,,,,,
player,201411020cle,tam,TandKe00,pos,FS,,,,,
player,201411020cle,tam,TandKe00,offense,0,,,,,
player,201411020cle,tam,TandKe00,off_pct,0%,,,,,
player,201411020cle,tam,TandKe00,defense,0,,,,,
player,201411020cle,tam,TandKe00,def_pct,0%,,,,,
player,201411020cle,tam,TandKe00,special_teams,17,,,,,
player,201411020cle,tam,TandKe00,st_pct,63%,,,,,
player,201411020cle,tam,koenemic01,pos,P,,,,,
player,201411020cle,tam,koenemic01,offense,0,,,,,
player,201411020cle,tam,koenemic01,off_pct,0%,,,,,
player,201411020cle,tam,koenemic01,defense,0,,,,,
player,201411020cle,tam,koenemic01,def_pct,0%,,,,,
player,201411020cle,tam,koenemic01,special_teams,13,,,,,
player,201411020cle,tam,koenemic01,st_pct,48%,,,,,
player,201411020cle,tam,ThigMa00,pos,WR,,,,,
player,201411020cle,tam,ThigMa00,offense,0,,,,,
player,201411020cle,tam,ThigMa00,off_pct,0%,,,,,
player,201411020cle,tam,ThigMa00,defense,0,,,,,
player,201411020cle,tam,ThigMa00,def_pct,0%,,,,,
player,201411020cle,tam,ThigMa00,special_teams,10,,,,,
player,201411020cle,tam,ThigMa00,st_pct,37%,,,,,
player,201411020cle,tam,DePaAn00,pos,LS,,,,,
player,201411020cle,tam,DePaAn00,offense,0,,,,,
player,201411020cle,tam,DePaAn00,off_pct,0%,,,,,
player,201411020cle,tam,DePaAn00,defense,0,,,,,
player,201411020cle,tam,DePaAn00,def_pct,0%,,,,,
player,201411020cle,tam,DePaAn00,special_teams,9,,,,,
player,201411020cle,tam,DePaAn00,st_pct,33%,,,,,
player,201411020cle,tam,MurrPa01,pos,K,,,,,
player,201411020cle,tam,MurrPa01,offense,0,,,,,
player,201411020cle,tam,MurrPa01,off_pct,0%,,,,,
player,201411020cle,tam,MurrPa01,defense,0,,,,,
player,201411020cle,tam,MurrPa01,def_pct,0%,,,,,
player,201411020cle,tam,MurrPa01,special_teams,5,,,,,
player,201411020cle,tam,MurrPa01,st_pct,19%,,,,,
player,201411020cle,tam,GilkGa00,pos,C,,,,,
player,201411020cle,tam,GilkGa00,offense,0,,,,,
player,201411020cle,tam,GilkGa00,off_pct,0%,,,,,
player,201411020cle,tam,GilkGa00,defense,0,,,,,
player,201411020cle,tam,GilkGa00,def_pct,0%,,,,,
player,201411020cle,tam,GilkGa00,special_teams,5,,,,,
player,201411020cle,tam,GilkGa00,st_pct,19%,,,,,
player,201411020cle,tam,MasiMa00,pos,DT,,,,,
player,201411020cle,tam,MasiMa00,offense,0,,,,,
player,201411020cle,tam,MasiMa00,off_pct,0%,,,,,
player,201411020cle,tam,MasiMa00,defense,0,,,,,
player,201411020cle,tam,MasiMa00,def_pct,0%,,,,,
player,201411020cle,tam,MasiMa00,special_teams,4,,,,,
player,201411020cle,tam,MasiMa00,st_pct,15%,,,,,
