game,2014,7,20141019,201410190chi,mia,"Miami Dolphins",27,chi,"Chicago Bears",14
player,201410190chi,mia,FedeTe00,qb_hits,0,,,,,
player,201410190chi,mia,FedeTe00,fumbles_rec,0,,,,,
player,201410190chi,mia,FedeTe00,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,FedeTe00,fumbles_rec_td,0,,,,,
player,201410190chi,mia,FedeTe00,fumbles_forced,0,,,,,
player,201410190chi,mia,MattRi00,def_int,0,,,,,
player,201410190chi,mia,MattRi00,def_int_yds,0,,,,,
player,201410190chi,mia,MattRi00,def_int_td,0,,,,,
player,201410190chi,mia,MattRi00,def_int_long,0,,,,,
player,201410190chi,mia,MattRi00,pass_defended,0,,,,,
player,201410190chi,mia,MattRi00,sacks,0.0,,,,,
player,201410190chi,mia,MattRi00,tackles_combined,1,,,,,
player,201410190chi,mia,MattRi00,tackles_solo,1,,,,,
player,201410190chi,mia,MattRi00,tackles_assists,0,,,,,
player,201410190chi,mia,MattRi00,tackles_loss,0,,,,,
player,201410190chi,mia,MattRi00,qb_hits,0,,,,,
player,201410190chi,mia,MattRi00,fumbles_rec,0,,,,,
player,201410190chi,mia,MattRi00,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,MattRi00,fumbles_rec_td,0,,,,,
player,201410190chi,mia,MattRi00,fumbles_forced,0,,,,,
player,201410190chi,mia,McCaCh00,def_int,0,,,,,
player,201410190chi,mia,McCaCh00,def_int_yds,0,,,,,
player,201410190chi,mia,McCaCh00,def_int_td,0,,,,,
player,201410190chi,mia,McCaCh00,def_int_long,0,,,,,
player,201410190chi,mia,McCaCh00,pass_defended,0,,,,,
player,201410190chi,mia,McCaCh00,sacks,0.0,,,,,
player,201410190chi,mia,McCaCh00,tackles_combined,1,,,,,
player,201410190chi,mia,McCaCh00,tackles_solo,1,,,,,
player,201410190chi,mia,McCaCh00,tackles_assists,0,,,,,
player,201410190chi,mia,McCaCh00,tackles_loss,0,,,,,
player,201410190chi,mia,McCaCh00,qb_hits,0,,,,,
player,201410190chi,mia,McCaCh00,fumbles_rec,0,,,,,
player,201410190chi,mia,McCaCh00,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,McCaCh00,fumbles_rec_td,0,,,,,
player,201410190chi,mia,McCaCh00,fumbles_forced,0,,,,,
player,201410190chi,mia,MitcEa99,def_int,0,,,,,
player,201410190chi,mia,MitcEa99,def_int_yds,0,,,,,
player,201410190chi,mia,MitcEa99,def_int_td,0,,,,,
player,201410190chi,mia,MitcEa99,def_int_long,0,,,,,
player,201410190chi,mia,MitcEa99,pass_defended,0,,,,,
player,201410190chi,mia,MitcEa99,sacks,0.0,,,,,
player,201410190chi,mia,MitcEa99,tackles_combined,1,,,,,
player,201410190chi,mia,MitcEa99,tackles_solo,1,,,,,
player,201410190chi,mia,MitcEa99,tackles_assists,0,,,,,
player,201410190chi,mia,MitcEa99,tackles_loss,0,,,,,
player,201410190chi,mia,MitcEa99,qb_hits,0,,,,,
player,201410190chi,mia,MitcEa99,fumbles_rec,0,,,,,
player,201410190chi,mia,MitcEa99,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,MitcEa99,fumbles_rec_td,0,,,,,
player,201410190chi,mia,MitcEa99,fumbles_forced,0,,,,,
player,201410190chi,mia,StarRa20,def_int,0,,,,,
player,201410190chi,mia,StarRa20,def_int_yds,0,,,,,
player,201410190chi,mia,StarRa20,def_int_td,0,,,,,
player,201410190chi,mia,StarRa20,def_int_long,0,,,,,
player,201410190chi,mia,StarRa20,pass_defended,0,,,,,
player,201410190chi,mia,StarRa20,sacks,0.0,,,,,
player,201410190chi,mia,StarRa20,tackles_combined,1,,,,,
player,201410190chi,mia,StarRa20,tackles_solo,1,,,,,
player,201410190chi,mia,StarRa20,tackles_assists,0,,,,,
player,201410190chi,mia,StarRa20,tackles_loss,0,,,,,
player,201410190chi,mia,StarRa20,qb_hits,0,,,,,
player,201410190chi,mia,StarRa20,fumbles_rec,1,,,,,
player,201410190chi,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201410190chi,mia,StarRa20,fumbles_forced,0,,,,,
player,201410190chi,mia,SturCa00,def_int,0,,,,,
player,201410190chi,mia,SturCa00,def_int_yds,0,,,,,
player,201410190chi,mia,SturCa00,def_int_td,0,,,,,
player,201410190chi,mia,SturCa00,def_int_long,0,,,,,
player,201410190chi,mia,SturCa00,pass_defended,0,,,,,
player,201410190chi,mia,SturCa00,sacks,0.0,,,,,
player,201410190chi,mia,SturCa00,tackles_combined,1,,,,,
player,201410190chi,mia,SturCa00,tackles_solo,1,,,,,
player,201410190chi,mia,SturCa00,tackles_assists,0,,,,,
player,201410190chi,mia,SturCa00,tackles_loss,0,,,,,
player,201410190chi,mia,SturCa00,qb_hits,0,,,,,
player,201410190chi,mia,SturCa00,fumbles_rec,0,,,,,
player,201410190chi,mia,SturCa00,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,SturCa00,fumbles_rec_td,0,,,,,
player,201410190chi,mia,SturCa00,fumbles_forced,0,,,,,
player,201410190chi,mia,TaylJa01,def_int,0,,,,,
player,201410190chi,mia,TaylJa01,def_int_yds,0,,,,,
player,201410190chi,mia,TaylJa01,def_int_td,0,,,,,
player,201410190chi,mia,TaylJa01,def_int_long,0,,,,,
player,201410190chi,mia,TaylJa01,pass_defended,0,,,,,
player,201410190chi,mia,TaylJa01,sacks,0.0,,,,,
player,201410190chi,mia,TaylJa01,tackles_combined,1,,,,,
player,201410190chi,mia,TaylJa01,tackles_solo,1,,,,,
player,201410190chi,mia,TaylJa01,tackles_assists,0,,,,,
player,201410190chi,mia,TaylJa01,tackles_loss,0,,,,,
player,201410190chi,mia,TaylJa01,qb_hits,0,,,,,
player,201410190chi,mia,TaylJa01,fumbles_rec,0,,,,,
player,201410190chi,mia,TaylJa01,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,TaylJa01,fumbles_rec_td,0,,,,,
player,201410190chi,mia,TaylJa01,fumbles_forced,0,,,,,
player,201410190chi,mia,ThomMi02,def_int,0,,,,,
player,201410190chi,mia,ThomMi02,def_int_yds,0,,,,,
player,201410190chi,mia,ThomMi02,def_int_td,0,,,,,
player,201410190chi,mia,ThomMi02,def_int_long,0,,,,,
player,201410190chi,mia,ThomMi02,pass_defended,0,,,,,
player,201410190chi,mia,ThomMi02,sacks,0.0,,,,,
player,201410190chi,mia,ThomMi02,tackles_combined,1,,,,,
player,201410190chi,mia,ThomMi02,tackles_solo,1,,,,,
player,201410190chi,mia,ThomMi02,tackles_assists,0,,,,,
player,201410190chi,mia,ThomMi02,tackles_loss,0,,,,,
player,201410190chi,mia,ThomMi02,qb_hits,0,,,,,
player,201410190chi,mia,ThomMi02,fumbles_rec,0,,,,,
player,201410190chi,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201410190chi,mia,ThomMi02,fumbles_forced,0,,,,,
player,201410190chi,mia,WheePh99,def_int,0,,,,,
player,201410190chi,mia,WheePh99,def_int_yds,0,,,,,
player,201410190chi,mia,WheePh99,def_int_td,0,,,,,
player,201410190chi,mia,WheePh99,def_int_long,0,,,,,
player,201410190chi,mia,WheePh99,pass_defended,0,,,,,
player,201410190chi,mia,WheePh99,sacks,0.0,,,,,
player,201410190chi,mia,WheePh99,tackles_combined,1,,,,,
player,201410190chi,mia,WheePh99,tackles_solo,1,,,,,
player,201410190chi,mia,WheePh99,tackles_assists,0,,,,,
player,201410190chi,mia,WheePh99,tackles_loss,1,,,,,
player,201410190chi,mia,WheePh99,qb_hits,0,,,,,
player,201410190chi,mia,WheePh99,fumbles_rec,0,,,,,
player,201410190chi,mia,WheePh99,fumbles_rec_yds,0,,,,,
player,201410190chi,mia,WheePh99,fumbles_rec_td,0,,,,,
player,201410190chi,mia,WheePh99,fumbles_forced,0,,,,,
player,201410190chi,chi,RatlJa20,def_int,0,,,,,
player,201410190chi,chi,RatlJa20,def_int_yds,0,,,,,
player,201410190chi,chi,RatlJa20,def_int_td,0,,,,,
player,201410190chi,chi,RatlJa20,def_int_long,0,,,,,
player,201410190chi,chi,RatlJa20,pass_defended,0,,,,,
player,201410190chi,chi,RatlJa20,sacks,3.5,,,,,
player,201410190chi,chi,RatlJa20,tackles_combined,7,,,,,
player,201410190chi,chi,RatlJa20,tackles_solo,5,,,,,
player,201410190chi,chi,RatlJa20,tackles_assists,2,,,,,
player,201410190chi,chi,RatlJa20,tackles_loss,4,,,,,
player,201410190chi,chi,RatlJa20,qb_hits,4,,,,,
player,201410190chi,chi,RatlJa20,fumbles_rec,0,,,,,
player,201410190chi,chi,RatlJa20,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,RatlJa20,fumbles_rec_td,0,,,,,
player,201410190chi,chi,RatlJa20,fumbles_forced,0,,,,,
player,201410190chi,chi,AlleJa22,def_int,0,,,,,
player,201410190chi,chi,AlleJa22,def_int_yds,0,,,,,
player,201410190chi,chi,AlleJa22,def_int_td,0,,,,,
player,201410190chi,chi,AlleJa22,def_int_long,0,,,,,
player,201410190chi,chi,AlleJa22,pass_defended,0,,,,,
player,201410190chi,chi,AlleJa22,sacks,0.5,,,,,
player,201410190chi,chi,AlleJa22,tackles_combined,5,,,,,
player,201410190chi,chi,AlleJa22,tackles_solo,2,,,,,
player,201410190chi,chi,AlleJa22,tackles_assists,3,,,,,
player,201410190chi,chi,AlleJa22,tackles_loss,0,,,,,
player,201410190chi,chi,AlleJa22,qb_hits,1,,,,,
player,201410190chi,chi,AlleJa22,fumbles_rec,0,,,,,
player,201410190chi,chi,AlleJa22,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,AlleJa22,fumbles_rec_td,0,,,,,
player,201410190chi,chi,AlleJa22,fumbles_forced,0,,,,,
player,201410190chi,chi,JennTi20,def_int,0,,,,,
player,201410190chi,chi,JennTi20,def_int_yds,0,,,,,
player,201410190chi,chi,JennTi20,def_int_td,0,,,,,
player,201410190chi,chi,JennTi20,def_int_long,0,,,,,
player,201410190chi,chi,JennTi20,pass_defended,1,,,,,
player,201410190chi,chi,JennTi20,sacks,0.0,,,,,
player,201410190chi,chi,JennTi20,tackles_combined,6,,,,,
player,201410190chi,chi,JennTi20,tackles_solo,5,,,,,
player,201410190chi,chi,JennTi20,tackles_assists,1,,,,,
player,201410190chi,chi,JennTi20,tackles_loss,0,,,,,
player,201410190chi,chi,JennTi20,qb_hits,0,,,,,
player,201410190chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201410190chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201410190chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201410190chi,chi,SharDa01,def_int,0,,,,,
player,201410190chi,chi,SharDa01,def_int_yds,0,,,,,
player,201410190chi,chi,SharDa01,def_int_td,0,,,,,
player,201410190chi,chi,SharDa01,def_int_long,0,,,,,
player,201410190chi,chi,SharDa01,pass_defended,0,,,,,
player,201410190chi,chi,SharDa01,sacks,0.0,,,,,
player,201410190chi,chi,SharDa01,tackles_combined,6,,,,,
player,201410190chi,chi,SharDa01,tackles_solo,4,,,,,
player,201410190chi,chi,SharDa01,tackles_assists,2,,,,,
player,201410190chi,chi,SharDa01,tackles_loss,0,,,,,
player,201410190chi,chi,SharDa01,qb_hits,1,,,,,
player,201410190chi,chi,SharDa01,fumbles_rec,0,,,,,
player,201410190chi,chi,SharDa01,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,SharDa01,fumbles_rec_td,0,,,,,
player,201410190chi,chi,SharDa01,fumbles_forced,0,,,,,
player,201410190chi,chi,HursDe00,def_int,0,,,,,
player,201410190chi,chi,HursDe00,def_int_yds,0,,,,,
player,201410190chi,chi,HursDe00,def_int_td,0,,,,,
player,201410190chi,chi,HursDe00,def_int_long,0,,,,,
player,201410190chi,chi,HursDe00,pass_defended,0,,,,,
player,201410190chi,chi,HursDe00,sacks,0.0,,,,,
player,201410190chi,chi,HursDe00,tackles_combined,5,,,,,
player,201410190chi,chi,HursDe00,tackles_solo,4,,,,,
player,201410190chi,chi,HursDe00,tackles_assists,1,,,,,
player,201410190chi,chi,HursDe00,tackles_loss,0,,,,,
player,201410190chi,chi,HursDe00,qb_hits,0,,,,,
player,201410190chi,chi,HursDe00,fumbles_rec,0,,,,,
player,201410190chi,chi,HursDe00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,HursDe00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,HursDe00,fumbles_forced,0,,,,,
player,201410190chi,chi,MundRy00,def_int,0,,,,,
player,201410190chi,chi,MundRy00,def_int_yds,0,,,,,
player,201410190chi,chi,MundRy00,def_int_td,0,,,,,
player,201410190chi,chi,MundRy00,def_int_long,0,,,,,
player,201410190chi,chi,MundRy00,pass_defended,0,,,,,
player,201410190chi,chi,MundRy00,sacks,0.0,,,,,
player,201410190chi,chi,MundRy00,tackles_combined,5,,,,,
player,201410190chi,chi,MundRy00,tackles_solo,3,,,,,
player,201410190chi,chi,MundRy00,tackles_assists,2,,,,,
player,201410190chi,chi,MundRy00,tackles_loss,0,,,,,
player,201410190chi,chi,MundRy00,qb_hits,0,,,,,
player,201410190chi,chi,MundRy00,fumbles_rec,0,,,,,
player,201410190chi,chi,MundRy00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,MundRy00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,MundRy00,fumbles_forced,0,,,,,
player,201410190chi,chi,VereBr00,def_int,0,,,,,
player,201410190chi,chi,VereBr00,def_int_yds,0,,,,,
player,201410190chi,chi,VereBr00,def_int_td,0,,,,,
player,201410190chi,chi,VereBr00,def_int_long,0,,,,,
player,201410190chi,chi,VereBr00,pass_defended,0,,,,,
player,201410190chi,chi,VereBr00,sacks,0.0,,,,,
player,201410190chi,chi,VereBr00,tackles_combined,5,,,,,
player,201410190chi,chi,VereBr00,tackles_solo,5,,,,,
player,201410190chi,chi,VereBr00,tackles_assists,0,,,,,
player,201410190chi,chi,VereBr00,tackles_loss,0,,,,,
player,201410190chi,chi,VereBr00,qb_hits,0,,,,,
player,201410190chi,chi,VereBr00,fumbles_rec,0,,,,,
player,201410190chi,chi,VereBr00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,VereBr00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,VereBr00,fumbles_forced,0,,,,,
player,201410190chi,chi,YounWi99,def_int,0,,,,,
player,201410190chi,chi,YounWi99,def_int_yds,0,,,,,
player,201410190chi,chi,YounWi99,def_int_td,0,,,,,
player,201410190chi,chi,YounWi99,def_int_long,0,,,,,
player,201410190chi,chi,YounWi99,pass_defended,1,,,,,
player,201410190chi,chi,YounWi99,sacks,0.0,,,,,
player,201410190chi,chi,YounWi99,tackles_combined,4,,,,,
player,201410190chi,chi,YounWi99,tackles_solo,4,,,,,
player,201410190chi,chi,YounWi99,tackles_assists,0,,,,,
player,201410190chi,chi,YounWi99,tackles_loss,0,,,,,
player,201410190chi,chi,YounWi99,qb_hits,0,,,,,
player,201410190chi,chi,YounWi99,fumbles_rec,0,,,,,
player,201410190chi,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201410190chi,chi,YounWi99,fumbles_forced,0,,,,,
player,201410190chi,chi,FullKy00,def_int,0,,,,,
player,201410190chi,chi,FullKy00,def_int_yds,0,,,,,
player,201410190chi,chi,FullKy00,def_int_td,0,,,,,
player,201410190chi,chi,FullKy00,def_int_long,0,,,,,
player,201410190chi,chi,FullKy00,pass_defended,0,,,,,
player,201410190chi,chi,FullKy00,sacks,0.0,,,,,
player,201410190chi,chi,FullKy00,tackles_combined,3,,,,,
player,201410190chi,chi,FullKy00,tackles_solo,3,,,,,
player,201410190chi,chi,FullKy00,tackles_assists,0,,,,,
player,201410190chi,chi,FullKy00,tackles_loss,1,,,,,
player,201410190chi,chi,FullKy00,qb_hits,0,,,,,
player,201410190chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201410190chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201410190chi,chi,GreeKh00,def_int,0,,,,,
player,201410190chi,chi,GreeKh00,def_int_yds,0,,,,,
player,201410190chi,chi,GreeKh00,def_int_td,0,,,,,
player,201410190chi,chi,GreeKh00,def_int_long,0,,,,,
player,201410190chi,chi,GreeKh00,pass_defended,0,,,,,
player,201410190chi,chi,GreeKh00,sacks,0.0,,,,,
player,201410190chi,chi,GreeKh00,tackles_combined,3,,,,,
player,201410190chi,chi,GreeKh00,tackles_solo,2,,,,,
player,201410190chi,chi,GreeKh00,tackles_assists,1,,,,,
player,201410190chi,chi,GreeKh00,tackles_loss,0,,,,,
player,201410190chi,chi,GreeKh00,qb_hits,0,,,,,
player,201410190chi,chi,GreeKh00,fumbles_rec,0,,,,,
player,201410190chi,chi,GreeKh00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,GreeKh00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,GreeKh00,fumbles_forced,0,,,,,
player,201410190chi,chi,McMaSh99,def_int,0,,,,,
player,201410190chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201410190chi,chi,McMaSh99,def_int_td,0,,,,,
player,201410190chi,chi,McMaSh99,def_int_long,0,,,,,
player,201410190chi,chi,McMaSh99,pass_defended,0,,,,,
player,201410190chi,chi,McMaSh99,sacks,0.0,,,,,
player,201410190chi,chi,McMaSh99,tackles_combined,3,,,,,
player,201410190chi,chi,McMaSh99,tackles_solo,2,,,,,
player,201410190chi,chi,McMaSh99,tackles_assists,1,,,,,
player,201410190chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201410190chi,chi,McMaSh99,qb_hits,0,,,,,
player,201410190chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201410190chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201410190chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201410190chi,chi,FergEg00,def_int,0,,,,,
player,201410190chi,chi,FergEg00,def_int_yds,0,,,,,
player,201410190chi,chi,FergEg00,def_int_td,0,,,,,
player,201410190chi,chi,FergEg00,def_int_long,0,,,,,
player,201410190chi,chi,FergEg00,pass_defended,0,,,,,
player,201410190chi,chi,FergEg00,sacks,0.0,,,,,
player,201410190chi,chi,FergEg00,tackles_combined,2,,,,,
player,201410190chi,chi,FergEg00,tackles_solo,1,,,,,
player,201410190chi,chi,FergEg00,tackles_assists,1,,,,,
player,201410190chi,chi,FergEg00,tackles_loss,0,,,,,
player,201410190chi,chi,FergEg00,qb_hits,0,,,,,
player,201410190chi,chi,FergEg00,fumbles_rec,0,,,,,
player,201410190chi,chi,FergEg00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,FergEg00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,FergEg00,fumbles_forced,0,,,,,
player,201410190chi,chi,JoneCh05,def_int,0,,,,,
player,201410190chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201410190chi,chi,JoneCh05,def_int_td,0,,,,,
player,201410190chi,chi,JoneCh05,def_int_long,0,,,,,
player,201410190chi,chi,JoneCh05,pass_defended,0,,,,,
player,201410190chi,chi,JoneCh05,sacks,0.0,,,,,
player,201410190chi,chi,JoneCh05,tackles_combined,2,,,,,
player,201410190chi,chi,JoneCh05,tackles_solo,1,,,,,
player,201410190chi,chi,JoneCh05,tackles_assists,1,,,,,
player,201410190chi,chi,JoneCh05,tackles_loss,0,,,,,
player,201410190chi,chi,JoneCh05,qb_hits,0,,,,,
player,201410190chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201410190chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201410190chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201410190chi,chi,McClSh00,def_int,0,,,,,
player,201410190chi,chi,McClSh00,def_int_yds,0,,,,,
player,201410190chi,chi,McClSh00,def_int_td,0,,,,,
player,201410190chi,chi,McClSh00,def_int_long,0,,,,,
player,201410190chi,chi,McClSh00,pass_defended,1,,,,,
player,201410190chi,chi,McClSh00,sacks,0.0,,,,,
player,201410190chi,chi,McClSh00,tackles_combined,2,,,,,
player,201410190chi,chi,McClSh00,tackles_solo,2,,,,,
player,201410190chi,chi,McClSh00,tackles_assists,0,,,,,
player,201410190chi,chi,McClSh00,tackles_loss,0,,,,,
player,201410190chi,chi,McClSh00,qb_hits,0,,,,,
player,201410190chi,chi,McClSh00,fumbles_rec,0,,,,,
player,201410190chi,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,McClSh00,fumbles_forced,0,,,,,
player,201410190chi,chi,PaeaSt00,def_int,0,,,,,
player,201410190chi,chi,PaeaSt00,def_int_yds,0,,,,,
player,201410190chi,chi,PaeaSt00,def_int_td,0,,,,,
player,201410190chi,chi,PaeaSt00,def_int_long,0,,,,,
player,201410190chi,chi,PaeaSt00,pass_defended,0,,,,,
player,201410190chi,chi,PaeaSt00,sacks,0.0,,,,,
player,201410190chi,chi,PaeaSt00,tackles_combined,2,,,,,
player,201410190chi,chi,PaeaSt00,tackles_solo,1,,,,,
player,201410190chi,chi,PaeaSt00,tackles_assists,1,,,,,
player,201410190chi,chi,PaeaSt00,tackles_loss,0,,,,,
player,201410190chi,chi,PaeaSt00,qb_hits,0,,,,,
player,201410190chi,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201410190chi,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201410190chi,chi,SuttWi00,def_int,0,,,,,
player,201410190chi,chi,SuttWi00,def_int_yds,0,,,,,
player,201410190chi,chi,SuttWi00,def_int_td,0,,,,,
player,201410190chi,chi,SuttWi00,def_int_long,0,,,,,
player,201410190chi,chi,SuttWi00,pass_defended,0,,,,,
player,201410190chi,chi,SuttWi00,sacks,0.0,,,,,
player,201410190chi,chi,SuttWi00,tackles_combined,2,,,,,
player,201410190chi,chi,SuttWi00,tackles_solo,2,,,,,
player,201410190chi,chi,SuttWi00,tackles_assists,0,,,,,
player,201410190chi,chi,SuttWi00,tackles_loss,0,,,,,
player,201410190chi,chi,SuttWi00,qb_hits,0,,,,,
player,201410190chi,chi,SuttWi00,fumbles_rec,0,,,,,
player,201410190chi,chi,SuttWi00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,SuttWi00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,SuttWi00,fumbles_forced,0,,,,,
player,201410190chi,chi,WillD.20,def_int,0,,,,,
player,201410190chi,chi,WillD.20,def_int_yds,0,,,,,
player,201410190chi,chi,WillD.20,def_int_td,0,,,,,
player,201410190chi,chi,WillD.20,def_int_long,0,,,,,
player,201410190chi,chi,WillD.20,pass_defended,0,,,,,
player,201410190chi,chi,WillD.20,sacks,0.0,,,,,
player,201410190chi,chi,WillD.20,tackles_combined,2,,,,,
player,201410190chi,chi,WillD.20,tackles_solo,2,,,,,
player,201410190chi,chi,WillD.20,tackles_assists,0,,,,,
player,201410190chi,chi,WillD.20,tackles_loss,0,,,,,
player,201410190chi,chi,WillD.20,qb_hits,0,,,,,
player,201410190chi,chi,WillD.20,fumbles_rec,0,,,,,
player,201410190chi,chi,WillD.20,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,WillD.20,fumbles_rec_td,0,,,,,
player,201410190chi,chi,WillD.20,fumbles_forced,0,,,,,
player,201410190chi,chi,HousLa99,def_int,0,,,,,
player,201410190chi,chi,HousLa99,def_int_yds,0,,,,,
player,201410190chi,chi,HousLa99,def_int_td,0,,,,,
player,201410190chi,chi,HousLa99,def_int_long,0,,,,,
player,201410190chi,chi,HousLa99,pass_defended,0,,,,,
player,201410190chi,chi,HousLa99,sacks,0.0,,,,,
player,201410190chi,chi,HousLa99,tackles_combined,1,,,,,
player,201410190chi,chi,HousLa99,tackles_solo,1,,,,,
player,201410190chi,chi,HousLa99,tackles_assists,0,,,,,
player,201410190chi,chi,HousLa99,tackles_loss,1,,,,,
player,201410190chi,chi,HousLa99,qb_hits,0,,,,,
player,201410190chi,chi,HousLa99,fumbles_rec,0,,,,,
player,201410190chi,chi,HousLa99,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,HousLa99,fumbles_rec_td,0,,,,,
player,201410190chi,chi,HousLa99,fumbles_forced,0,,,,,
player,201410190chi,chi,McCrDa00,def_int,0,,,,,
player,201410190chi,chi,McCrDa00,def_int_yds,0,,,,,
player,201410190chi,chi,McCrDa00,def_int_td,0,,,,,
player,201410190chi,chi,McCrDa00,def_int_long,0,,,,,
player,201410190chi,chi,McCrDa00,pass_defended,0,,,,,
player,201410190chi,chi,McCrDa00,sacks,0.0,,,,,
player,201410190chi,chi,McCrDa00,tackles_combined,1,,,,,
player,201410190chi,chi,McCrDa00,tackles_solo,1,,,,,
player,201410190chi,chi,McCrDa00,tackles_assists,0,,,,,
player,201410190chi,chi,McCrDa00,tackles_loss,0,,,,,
player,201410190chi,chi,McCrDa00,qb_hits,0,,,,,
player,201410190chi,chi,McCrDa00,fumbles_rec,0,,,,,
player,201410190chi,chi,McCrDa00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,McCrDa00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,McCrDa00,fumbles_forced,0,,,,,
player,201410190chi,chi,WillTe00,def_int,0,,,,,
player,201410190chi,chi,WillTe00,def_int_yds,0,,,,,
player,201410190chi,chi,WillTe00,def_int_td,0,,,,,
player,201410190chi,chi,WillTe00,def_int_long,0,,,,,
player,201410190chi,chi,WillTe00,pass_defended,0,,,,,
player,201410190chi,chi,WillTe00,sacks,0.0,,,,,
player,201410190chi,chi,WillTe00,tackles_combined,1,,,,,
player,201410190chi,chi,WillTe00,tackles_solo,1,,,,,
player,201410190chi,chi,WillTe00,tackles_assists,0,,,,,
player,201410190chi,chi,WillTe00,tackles_loss,0,,,,,
player,201410190chi,chi,WillTe00,qb_hits,0,,,,,
player,201410190chi,chi,WillTe00,fumbles_rec,0,,,,,
player,201410190chi,chi,WillTe00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,WillTe00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,WillTe00,fumbles_forced,0,,,,,
player,201410190chi,chi,CareKa00,def_int,0,,,,,
player,201410190chi,chi,CareKa00,def_int_yds,0,,,,,
player,201410190chi,chi,CareKa00,def_int_td,0,,,,,
player,201410190chi,chi,CareKa00,def_int_long,0,,,,,
player,201410190chi,chi,CareKa00,pass_defended,0,,,,,
player,201410190chi,chi,CareKa00,sacks,0.0,,,,,
player,201410190chi,chi,CareKa00,tackles_combined,0,,,,,
player,201410190chi,chi,CareKa00,tackles_solo,0,,,,,
player,201410190chi,chi,CareKa00,tackles_assists,0,,,,,
player,201410190chi,chi,CareKa00,tackles_loss,,,,,,
player,201410190chi,chi,CareKa00,qb_hits,,,,,,
player,201410190chi,chi,CareKa00,fumbles_rec,1,,,,,
player,201410190chi,chi,CareKa00,fumbles_rec_yds,0,,,,,
player,201410190chi,chi,CareKa00,fumbles_rec_td,0,,,,,
player,201410190chi,chi,CareKa00,fumbles_forced,0,,,,,
player,201410190chi,mia,LandJa00,kick_ret,2,,,,,
player,201410190chi,mia,LandJa00,kick_ret_yds,55,,,,,
