game,2014,14,20141207,201412070crd,kan,"Kansas City Chiefs",14,crd,"Arizona Cardinals",17
player,201412070crd,crd,BrowJo02,rec_yds,0,,,,,
player,201412070crd,crd,BrowJo02,rec_td,0,,,,,
player,201412070crd,crd,BrowJo02,rec_long,0,,,,,
player,201412070crd,crd,BrowJo02,fumbles,0,,,,,
player,201412070crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201412070crd,crd,HughRo00,pass_cmp,0,,,,,
player,201412070crd,crd,HughRo00,pass_att,0,,,,,
player,201412070crd,crd,HughRo00,pass_yds,0,,,,,
player,201412070crd,crd,HughRo00,pass_td,0,,,,,
player,201412070crd,crd,HughRo00,pass_int,0,,,,,
player,201412070crd,crd,HughRo00,pass_sacked,0,,,,,
player,201412070crd,crd,HughRo00,pass_sacked_yds,0,,,,,
player,201412070crd,crd,HughRo00,pass_long,0,,,,,
player,201412070crd,crd,HughRo00,pass_rating,,,,,,
player,201412070crd,crd,HughRo00,rush_att,1,,,,,
player,201412070crd,crd,HughRo00,rush_yds,-1,,,,,
player,201412070crd,crd,HughRo00,rush_td,0,,,,,
player,201412070crd,crd,HughRo00,rush_long,-1,,,,,
player,201412070crd,crd,HughRo00,targets,1,,,,,
player,201412070crd,crd,HughRo00,rec,1,,,,,
player,201412070crd,crd,HughRo00,rec_yds,36,,,,,
player,201412070crd,crd,HughRo00,rec_td,0,,,,,
player,201412070crd,crd,HughRo00,rec_long,36,,,,,
player,201412070crd,crd,HughRo00,fumbles,0,,,,,
player,201412070crd,crd,HughRo00,fumbles_lost,0,,,,,
player,201412070crd,kan,HousJu00,def_int,0,,,,,
player,201412070crd,kan,HousJu00,def_int_yds,0,,,,,
player,201412070crd,kan,HousJu00,def_int_td,0,,,,,
player,201412070crd,kan,HousJu00,def_int_long,0,,,,,
player,201412070crd,kan,HousJu00,pass_defended,0,,,,,
player,201412070crd,kan,HousJu00,sacks,2.0,,,,,
player,201412070crd,kan,HousJu00,tackles_combined,3,,,,,
player,201412070crd,kan,HousJu00,tackles_solo,3,,,,,
player,201412070crd,kan,HousJu00,tackles_assists,0,,,,,
player,201412070crd,kan,HousJu00,tackles_loss,1,,,,,
player,201412070crd,kan,HousJu00,qb_hits,2,,,,,
player,201412070crd,kan,HousJu00,fumbles_rec,0,,,,,
player,201412070crd,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201412070crd,kan,HousJu00,fumbles_forced,1,,,,,
player,201412070crd,kan,ParkRo01,def_int,0,,,,,
player,201412070crd,kan,ParkRo01,def_int_yds,0,,,,,
player,201412070crd,kan,ParkRo01,def_int_td,0,,,,,
player,201412070crd,kan,ParkRo01,def_int_long,0,,,,,
player,201412070crd,kan,ParkRo01,pass_defended,0,,,,,
player,201412070crd,kan,ParkRo01,sacks,0.0,,,,,
player,201412070crd,kan,ParkRo01,tackles_combined,10,,,,,
player,201412070crd,kan,ParkRo01,tackles_solo,9,,,,,
player,201412070crd,kan,ParkRo01,tackles_assists,1,,,,,
player,201412070crd,kan,ParkRo01,tackles_loss,1,,,,,
player,201412070crd,kan,ParkRo01,qb_hits,0,,,,,
player,201412070crd,kan,ParkRo01,fumbles_rec,0,,,,,
player,201412070crd,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201412070crd,kan,ParkRo01,fumbles_forced,0,,,,,
player,201412070crd,kan,MaugJo00,def_int,0,,,,,
player,201412070crd,kan,MaugJo00,def_int_yds,0,,,,,
player,201412070crd,kan,MaugJo00,def_int_td,0,,,,,
player,201412070crd,kan,MaugJo00,def_int_long,0,,,,,
player,201412070crd,kan,MaugJo00,pass_defended,1,,,,,
player,201412070crd,kan,MaugJo00,sacks,0.0,,,,,
player,201412070crd,kan,MaugJo00,tackles_combined,5,,,,,
player,201412070crd,kan,MaugJo00,tackles_solo,4,,,,,
player,201412070crd,kan,MaugJo00,tackles_assists,1,,,,,
player,201412070crd,kan,MaugJo00,tackles_loss,0,,,,,
player,201412070crd,kan,MaugJo00,qb_hits,1,,,,,
player,201412070crd,kan,MaugJo00,fumbles_rec,0,,,,,
player,201412070crd,kan,MaugJo00,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,MaugJo00,fumbles_rec_td,0,,,,,
player,201412070crd,kan,MaugJo00,fumbles_forced,0,,,,,
player,201412070crd,kan,MaysJo99,def_int,0,,,,,
player,201412070crd,kan,MaysJo99,def_int_yds,0,,,,,
player,201412070crd,kan,MaysJo99,def_int_td,0,,,,,
player,201412070crd,kan,MaysJo99,def_int_long,0,,,,,
player,201412070crd,kan,MaysJo99,pass_defended,0,,,,,
player,201412070crd,kan,MaysJo99,sacks,0.0,,,,,
player,201412070crd,kan,MaysJo99,tackles_combined,5,,,,,
player,201412070crd,kan,MaysJo99,tackles_solo,5,,,,,
player,201412070crd,kan,MaysJo99,tackles_assists,0,,,,,
player,201412070crd,kan,MaysJo99,tackles_loss,1,,,,,
player,201412070crd,kan,MaysJo99,qb_hits,0,,,,,
player,201412070crd,kan,MaysJo99,fumbles_rec,0,,,,,
player,201412070crd,kan,MaysJo99,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,MaysJo99,fumbles_rec_td,0,,,,,
player,201412070crd,kan,MaysJo99,fumbles_forced,0,,,,,
player,201412070crd,kan,AbduHu99,def_int,0,,,,,
player,201412070crd,kan,AbduHu99,def_int_yds,0,,,,,
player,201412070crd,kan,AbduHu99,def_int_td,0,,,,,
player,201412070crd,kan,AbduHu99,def_int_long,0,,,,,
player,201412070crd,kan,AbduHu99,pass_defended,1,,,,,
player,201412070crd,kan,AbduHu99,sacks,0.0,,,,,
player,201412070crd,kan,AbduHu99,tackles_combined,4,,,,,
player,201412070crd,kan,AbduHu99,tackles_solo,3,,,,,
player,201412070crd,kan,AbduHu99,tackles_assists,1,,,,,
player,201412070crd,kan,AbduHu99,tackles_loss,0,,,,,
player,201412070crd,kan,AbduHu99,qb_hits,0,,,,,
player,201412070crd,kan,AbduHu99,fumbles_rec,0,,,,,
player,201412070crd,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201412070crd,kan,AbduHu99,fumbles_forced,0,,,,,
player,201412070crd,kan,HowaJa00,def_int,0,,,,,
player,201412070crd,kan,HowaJa00,def_int_yds,0,,,,,
player,201412070crd,kan,HowaJa00,def_int_td,0,,,,,
player,201412070crd,kan,HowaJa00,def_int_long,0,,,,,
player,201412070crd,kan,HowaJa00,pass_defended,0,,,,,
player,201412070crd,kan,HowaJa00,sacks,0.0,,,,,
player,201412070crd,kan,HowaJa00,tackles_combined,4,,,,,
player,201412070crd,kan,HowaJa00,tackles_solo,3,,,,,
player,201412070crd,kan,HowaJa00,tackles_assists,1,,,,,
player,201412070crd,kan,HowaJa00,tackles_loss,0,,,,,
player,201412070crd,kan,HowaJa00,qb_hits,1,,,,,
player,201412070crd,kan,HowaJa00,fumbles_rec,0,,,,,
player,201412070crd,kan,HowaJa00,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,HowaJa00,fumbles_rec_td,0,,,,,
player,201412070crd,kan,HowaJa00,fumbles_forced,0,,,,,
player,201412070crd,kan,SmitSe99,def_int,0,,,,,
player,201412070crd,kan,SmitSe99,def_int_yds,0,,,,,
player,201412070crd,kan,SmitSe99,def_int_td,0,,,,,
player,201412070crd,kan,SmitSe99,def_int_long,0,,,,,
player,201412070crd,kan,SmitSe99,pass_defended,2,,,,,
player,201412070crd,kan,SmitSe99,sacks,0.0,,,,,
player,201412070crd,kan,SmitSe99,tackles_combined,4,,,,,
player,201412070crd,kan,SmitSe99,tackles_solo,4,,,,,
player,201412070crd,kan,SmitSe99,tackles_assists,0,,,,,
player,201412070crd,kan,SmitSe99,tackles_loss,0,,,,,
player,201412070crd,kan,SmitSe99,qb_hits,0,,,,,
player,201412070crd,kan,SmitSe99,fumbles_rec,0,,,,,
player,201412070crd,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201412070crd,kan,SmitSe99,fumbles_forced,0,,,,,
player,201412070crd,kan,WalkVa99,def_int,0,,,,,
player,201412070crd,kan,WalkVa99,def_int_yds,0,,,,,
player,201412070crd,kan,WalkVa99,def_int_td,0,,,,,
player,201412070crd,kan,WalkVa99,def_int_long,0,,,,,
player,201412070crd,kan,WalkVa99,pass_defended,0,,,,,
player,201412070crd,kan,WalkVa99,sacks,0.0,,,,,
player,201412070crd,kan,WalkVa99,tackles_combined,4,,,,,
player,201412070crd,kan,WalkVa99,tackles_solo,3,,,,,
player,201412070crd,kan,WalkVa99,tackles_assists,1,,,,,
player,201412070crd,kan,WalkVa99,tackles_loss,1,,,,,
player,201412070crd,kan,WalkVa99,qb_hits,1,,,,,
player,201412070crd,kan,WalkVa99,fumbles_rec,0,,,,,
player,201412070crd,kan,WalkVa99,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,WalkVa99,fumbles_rec_td,0,,,,,
player,201412070crd,kan,WalkVa99,fumbles_forced,0,,,,,
player,201412070crd,kan,HaliTa20,def_int,0,,,,,
player,201412070crd,kan,HaliTa20,def_int_yds,0,,,,,
player,201412070crd,kan,HaliTa20,def_int_td,0,,,,,
player,201412070crd,kan,HaliTa20,def_int_long,0,,,,,
player,201412070crd,kan,HaliTa20,pass_defended,0,,,,,
player,201412070crd,kan,HaliTa20,sacks,0.0,,,,,
player,201412070crd,kan,HaliTa20,tackles_combined,3,,,,,
player,201412070crd,kan,HaliTa20,tackles_solo,3,,,,,
player,201412070crd,kan,HaliTa20,tackles_assists,0,,,,,
player,201412070crd,kan,HaliTa20,tackles_loss,0,,,,,
player,201412070crd,kan,HaliTa20,qb_hits,0,,,,,
player,201412070crd,kan,HaliTa20,fumbles_rec,0,,,,,
player,201412070crd,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201412070crd,kan,HaliTa20,fumbles_forced,0,,,,,
player,201412070crd,kan,OwenCh99,def_int,0,,,,,
player,201412070crd,kan,OwenCh99,def_int_yds,0,,,,,
player,201412070crd,kan,OwenCh99,def_int_td,0,,,,,
player,201412070crd,kan,OwenCh99,def_int_long,0,,,,,
player,201412070crd,kan,OwenCh99,pass_defended,0,,,,,
player,201412070crd,kan,OwenCh99,sacks,0.0,,,,,
player,201412070crd,kan,OwenCh99,tackles_combined,3,,,,,
player,201412070crd,kan,OwenCh99,tackles_solo,2,,,,,
player,201412070crd,kan,OwenCh99,tackles_assists,1,,,,,
player,201412070crd,kan,OwenCh99,tackles_loss,0,,,,,
player,201412070crd,kan,OwenCh99,qb_hits,0,,,,,
player,201412070crd,kan,OwenCh99,fumbles_rec,0,,,,,
player,201412070crd,kan,OwenCh99,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,OwenCh99,fumbles_rec_td,0,,,,,
player,201412070crd,kan,OwenCh99,fumbles_forced,0,,,,,
player,201412070crd,kan,PoexDo00,def_int,0,,,,,
player,201412070crd,kan,PoexDo00,def_int_yds,0,,,,,
player,201412070crd,kan,PoexDo00,def_int_td,0,,,,,
player,201412070crd,kan,PoexDo00,def_int_long,0,,,,,
player,201412070crd,kan,PoexDo00,pass_defended,0,,,,,
player,201412070crd,kan,PoexDo00,sacks,0.0,,,,,
player,201412070crd,kan,PoexDo00,tackles_combined,3,,,,,
player,201412070crd,kan,PoexDo00,tackles_solo,3,,,,,
player,201412070crd,kan,PoexDo00,tackles_assists,0,,,,,
player,201412070crd,kan,PoexDo00,tackles_loss,0,,,,,
player,201412070crd,kan,PoexDo00,qb_hits,0,,,,,
player,201412070crd,kan,PoexDo00,fumbles_rec,0,,,,,
player,201412070crd,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201412070crd,kan,PoexDo00,fumbles_forced,0,,,,,
player,201412070crd,kan,McCrKe00,def_int,0,,,,,
player,201412070crd,kan,McCrKe00,def_int_yds,0,,,,,
player,201412070crd,kan,McCrKe00,def_int_td,0,,,,,
player,201412070crd,kan,McCrKe00,def_int_long,0,,,,,
player,201412070crd,kan,McCrKe00,pass_defended,0,,,,,
player,201412070crd,kan,McCrKe00,sacks,0.0,,,,,
player,201412070crd,kan,McCrKe00,tackles_combined,2,,,,,
player,201412070crd,kan,McCrKe00,tackles_solo,1,,,,,
player,201412070crd,kan,McCrKe00,tackles_assists,1,,,,,
player,201412070crd,kan,McCrKe00,tackles_loss,0,,,,,
player,201412070crd,kan,McCrKe00,qb_hits,0,,,,,
player,201412070crd,kan,McCrKe00,fumbles_rec,0,,,,,
player,201412070crd,kan,McCrKe00,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,McCrKe00,fumbles_rec_td,0,,,,,
player,201412070crd,kan,McCrKe00,fumbles_forced,0,,,,,
player,201412070crd,kan,ColeKu99,def_int,0,,,,,
player,201412070crd,kan,ColeKu99,def_int_yds,0,,,,,
player,201412070crd,kan,ColeKu99,def_int_td,0,,,,,
player,201412070crd,kan,ColeKu99,def_int_long,0,,,,,
player,201412070crd,kan,ColeKu99,pass_defended,1,,,,,
player,201412070crd,kan,ColeKu99,sacks,0.0,,,,,
player,201412070crd,kan,ColeKu99,tackles_combined,1,,,,,
player,201412070crd,kan,ColeKu99,tackles_solo,1,,,,,
player,201412070crd,kan,ColeKu99,tackles_assists,0,,,,,
player,201412070crd,kan,ColeKu99,tackles_loss,0,,,,,
player,201412070crd,kan,ColeKu99,qb_hits,0,,,,,
player,201412070crd,kan,ColeKu99,fumbles_rec,0,,,,,
player,201412070crd,kan,ColeKu99,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,ColeKu99,fumbles_rec_td,0,,,,,
player,201412070crd,kan,ColeKu99,fumbles_forced,0,,,,,
player,201412070crd,kan,GainPh00,def_int,0,,,,,
player,201412070crd,kan,GainPh00,def_int_yds,0,,,,,
player,201412070crd,kan,GainPh00,def_int_td,0,,,,,
player,201412070crd,kan,GainPh00,def_int_long,0,,,,,
player,201412070crd,kan,GainPh00,pass_defended,2,,,,,
player,201412070crd,kan,GainPh00,sacks,0.0,,,,,
player,201412070crd,kan,GainPh00,tackles_combined,1,,,,,
player,201412070crd,kan,GainPh00,tackles_solo,1,,,,,
player,201412070crd,kan,GainPh00,tackles_assists,0,,,,,
player,201412070crd,kan,GainPh00,tackles_loss,0,,,,,
player,201412070crd,kan,GainPh00,qb_hits,0,,,,,
player,201412070crd,kan,GainPh00,fumbles_rec,0,,,,,
player,201412070crd,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201412070crd,kan,GainPh00,fumbles_forced,0,,,,,
player,201412070crd,kan,MartJo02,def_int,0,,,,,
player,201412070crd,kan,MartJo02,def_int_yds,0,,,,,
player,201412070crd,kan,MartJo02,def_int_td,0,,,,,
player,201412070crd,kan,MartJo02,def_int_long,0,,,,,
player,201412070crd,kan,MartJo02,pass_defended,0,,,,,
player,201412070crd,kan,MartJo02,sacks,0.0,,,,,
player,201412070crd,kan,MartJo02,tackles_combined,1,,,,,
player,201412070crd,kan,MartJo02,tackles_solo,1,,,,,
player,201412070crd,kan,MartJo02,tackles_assists,0,,,,,
player,201412070crd,kan,MartJo02,tackles_loss,0,,,,,
player,201412070crd,kan,MartJo02,qb_hits,0,,,,,
player,201412070crd,kan,MartJo02,fumbles_rec,0,,,,,
player,201412070crd,kan,MartJo02,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,MartJo02,fumbles_rec_td,0,,,,,
player,201412070crd,kan,MartJo02,fumbles_forced,0,,,,,
player,201412070crd,kan,SantCa01,def_int,0,,,,,
player,201412070crd,kan,SantCa01,def_int_yds,0,,,,,
player,201412070crd,kan,SantCa01,def_int_td,0,,,,,
player,201412070crd,kan,SantCa01,def_int_long,0,,,,,
player,201412070crd,kan,SantCa01,pass_defended,0,,,,,
player,201412070crd,kan,SantCa01,sacks,0.0,,,,,
player,201412070crd,kan,SantCa01,tackles_combined,1,,,,,
player,201412070crd,kan,SantCa01,tackles_solo,1,,,,,
player,201412070crd,kan,SantCa01,tackles_assists,0,,,,,
player,201412070crd,kan,SantCa01,tackles_loss,0,,,,,
player,201412070crd,kan,SantCa01,qb_hits,0,,,,,
player,201412070crd,kan,SantCa01,fumbles_rec,0,,,,,
player,201412070crd,kan,SantCa01,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,SantCa01,fumbles_rec_td,0,,,,,
player,201412070crd,kan,SantCa01,fumbles_forced,0,,,,,
player,201412070crd,kan,SoreDa01,def_int,0,,,,,
player,201412070crd,kan,SoreDa01,def_int_yds,0,,,,,
player,201412070crd,kan,SoreDa01,def_int_td,0,,,,,
player,201412070crd,kan,SoreDa01,def_int_long,0,,,,,
player,201412070crd,kan,SoreDa01,pass_defended,0,,,,,
player,201412070crd,kan,SoreDa01,sacks,0.0,,,,,
player,201412070crd,kan,SoreDa01,tackles_combined,1,,,,,
player,201412070crd,kan,SoreDa01,tackles_solo,1,,,,,
player,201412070crd,kan,SoreDa01,tackles_assists,0,,,,,
player,201412070crd,kan,SoreDa01,tackles_loss,0,,,,,
player,201412070crd,kan,SoreDa01,qb_hits,0,,,,,
player,201412070crd,kan,SoreDa01,fumbles_rec,0,,,,,
player,201412070crd,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201412070crd,kan,SoreDa01,fumbles_forced,0,,,,,
player,201412070crd,kan,VickKe99,def_int,0,,,,,
player,201412070crd,kan,VickKe99,def_int_yds,0,,,,,
player,201412070crd,kan,VickKe99,def_int_td,0,,,,,
player,201412070crd,kan,VickKe99,def_int_long,0,,,,,
player,201412070crd,kan,VickKe99,pass_defended,0,,,,,
player,201412070crd,kan,VickKe99,sacks,0.0,,,,,
player,201412070crd,kan,VickKe99,tackles_combined,0,,,,,
player,201412070crd,kan,VickKe99,tackles_solo,0,,,,,
player,201412070crd,kan,VickKe99,tackles_assists,0,,,,,
player,201412070crd,kan,VickKe99,tackles_loss,0,,,,,
player,201412070crd,kan,VickKe99,qb_hits,1,,,,,
player,201412070crd,kan,VickKe99,fumbles_rec,0,,,,,
player,201412070crd,kan,VickKe99,fumbles_rec_yds,0,,,,,
player,201412070crd,kan,VickKe99,fumbles_rec_td,0,,,,,
player,201412070crd,kan,VickKe99,fumbles_forced,0,,,,,
player,201412070crd,crd,OkafAl00,def_int,1,,,,,
player,201412070crd,crd,OkafAl00,def_int_yds,26,,,,,
player,201412070crd,crd,OkafAl00,def_int_td,0,,,,,
player,201412070crd,crd,OkafAl00,def_int_long,26,,,,,
player,201412070crd,crd,OkafAl00,pass_defended,1,,,,,
player,201412070crd,crd,OkafAl00,sacks,1.0,,,,,
player,201412070crd,crd,OkafAl00,tackles_combined,2,,,,,
player,201412070crd,crd,OkafAl00,tackles_solo,2,,,,,
player,201412070crd,crd,OkafAl00,tackles_assists,0,,,,,
player,201412070crd,crd,OkafAl00,tackles_loss,1,,,,,
player,201412070crd,crd,OkafAl00,qb_hits,1,,,,,
player,201412070crd,crd,OkafAl00,fumbles_rec,0,,,,,
player,201412070crd,crd,OkafAl00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,OkafAl00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,OkafAl00,fumbles_forced,0,,,,,
player,201412070crd,crd,RuckFr99,def_int,0,,,,,
player,201412070crd,crd,RuckFr99,def_int_yds,0,,,,,
player,201412070crd,crd,RuckFr99,def_int_td,0,,,,,
player,201412070crd,crd,RuckFr99,def_int_long,0,,,,,
player,201412070crd,crd,RuckFr99,pass_defended,1,,,,,
player,201412070crd,crd,RuckFr99,sacks,2.0,,,,,
player,201412070crd,crd,RuckFr99,tackles_combined,3,,,,,
player,201412070crd,crd,RuckFr99,tackles_solo,3,,,,,
player,201412070crd,crd,RuckFr99,tackles_assists,0,,,,,
player,201412070crd,crd,RuckFr99,tackles_loss,2,,,,,
player,201412070crd,crd,RuckFr99,qb_hits,2,,,,,
player,201412070crd,crd,RuckFr99,fumbles_rec,0,,,,,
player,201412070crd,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201412070crd,crd,RuckFr99,fumbles_forced,0,,,,,
player,201412070crd,crd,PetePa00,def_int,0,,,,,
player,201412070crd,crd,PetePa00,def_int_yds,0,,,,,
player,201412070crd,crd,PetePa00,def_int_td,0,,,,,
player,201412070crd,crd,PetePa00,def_int_long,0,,,,,
player,201412070crd,crd,PetePa00,pass_defended,0,,,,,
player,201412070crd,crd,PetePa00,sacks,1.0,,,,,
player,201412070crd,crd,PetePa00,tackles_combined,8,,,,,
player,201412070crd,crd,PetePa00,tackles_solo,8,,,,,
player,201412070crd,crd,PetePa00,tackles_assists,0,,,,,
player,201412070crd,crd,PetePa00,tackles_loss,0,,,,,
player,201412070crd,crd,PetePa00,qb_hits,1,,,,,
player,201412070crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201412070crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201412070crd,crd,CampCa99,def_int,0,,,,,
player,201412070crd,crd,CampCa99,def_int_yds,0,,,,,
player,201412070crd,crd,CampCa99,def_int_td,0,,,,,
player,201412070crd,crd,CampCa99,def_int_long,0,,,,,
player,201412070crd,crd,CampCa99,pass_defended,1,,,,,
player,201412070crd,crd,CampCa99,sacks,1.0,,,,,
player,201412070crd,crd,CampCa99,tackles_combined,6,,,,,
player,201412070crd,crd,CampCa99,tackles_solo,5,,,,,
player,201412070crd,crd,CampCa99,tackles_assists,1,,,,,
player,201412070crd,crd,CampCa99,tackles_loss,1,,,,,
player,201412070crd,crd,CampCa99,qb_hits,1,,,,,
player,201412070crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201412070crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201412070crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201412070crd,crd,PoweJe99,def_int,0,,,,,
player,201412070crd,crd,PoweJe99,def_int_yds,0,,,,,
player,201412070crd,crd,PoweJe99,def_int_td,0,,,,,
player,201412070crd,crd,PoweJe99,def_int_long,0,,,,,
player,201412070crd,crd,PoweJe99,pass_defended,0,,,,,
player,201412070crd,crd,PoweJe99,sacks,0.0,,,,,
player,201412070crd,crd,PoweJe99,tackles_combined,6,,,,,
player,201412070crd,crd,PoweJe99,tackles_solo,6,,,,,
player,201412070crd,crd,PoweJe99,tackles_assists,0,,,,,
player,201412070crd,crd,PoweJe99,tackles_loss,0,,,,,
player,201412070crd,crd,PoweJe99,qb_hits,0,,,,,
player,201412070crd,crd,PoweJe99,fumbles_rec,0,,,,,
player,201412070crd,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201412070crd,crd,PoweJe99,fumbles_forced,0,,,,,
player,201412070crd,crd,FootLa20,def_int,0,,,,,
player,201412070crd,crd,FootLa20,def_int_yds,0,,,,,
player,201412070crd,crd,FootLa20,def_int_td,0,,,,,
player,201412070crd,crd,FootLa20,def_int_long,0,,,,,
player,201412070crd,crd,FootLa20,pass_defended,1,,,,,
player,201412070crd,crd,FootLa20,sacks,0.0,,,,,
player,201412070crd,crd,FootLa20,tackles_combined,5,,,,,
player,201412070crd,crd,FootLa20,tackles_solo,2,,,,,
player,201412070crd,crd,FootLa20,tackles_assists,3,,,,,
player,201412070crd,crd,FootLa20,tackles_loss,0,,,,,
player,201412070crd,crd,FootLa20,qb_hits,0,,,,,
player,201412070crd,crd,FootLa20,fumbles_rec,0,,,,,
player,201412070crd,crd,FootLa20,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,FootLa20,fumbles_rec_td,0,,,,,
player,201412070crd,crd,FootLa20,fumbles_forced,0,,,,,
player,201412070crd,crd,JeffTo00,def_int,0,,,,,
player,201412070crd,crd,JeffTo00,def_int_yds,0,,,,,
player,201412070crd,crd,JeffTo00,def_int_td,0,,,,,
player,201412070crd,crd,JeffTo00,def_int_long,0,,,,,
player,201412070crd,crd,JeffTo00,pass_defended,0,,,,,
player,201412070crd,crd,JeffTo00,sacks,0.0,,,,,
player,201412070crd,crd,JeffTo00,tackles_combined,5,,,,,
player,201412070crd,crd,JeffTo00,tackles_solo,3,,,,,
player,201412070crd,crd,JeffTo00,tackles_assists,2,,,,,
player,201412070crd,crd,JeffTo00,tackles_loss,0,,,,,
player,201412070crd,crd,JeffTo00,qb_hits,0,,,,,
player,201412070crd,crd,JeffTo00,fumbles_rec,0,,,,,
player,201412070crd,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,JeffTo00,fumbles_forced,0,,,,,
player,201412070crd,crd,BethJu00,def_int,0,,,,,
player,201412070crd,crd,BethJu00,def_int_yds,0,,,,,
player,201412070crd,crd,BethJu00,def_int_td,0,,,,,
player,201412070crd,crd,BethJu00,def_int_long,0,,,,,
player,201412070crd,crd,BethJu00,pass_defended,0,,,,,
player,201412070crd,crd,BethJu00,sacks,0.0,,,,,
player,201412070crd,crd,BethJu00,tackles_combined,4,,,,,
player,201412070crd,crd,BethJu00,tackles_solo,1,,,,,
player,201412070crd,crd,BethJu00,tackles_assists,3,,,,,
player,201412070crd,crd,BethJu00,tackles_loss,0,,,,,
player,201412070crd,crd,BethJu00,qb_hits,0,,,,,
player,201412070crd,crd,BethJu00,fumbles_rec,1,,,,,
player,201412070crd,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,BethJu00,fumbles_forced,0,,,,,
player,201412070crd,crd,BucaDe00,def_int,0,,,,,
player,201412070crd,crd,BucaDe00,def_int_yds,0,,,,,
player,201412070crd,crd,BucaDe00,def_int_td,0,,,,,
player,201412070crd,crd,BucaDe00,def_int_long,0,,,,,
player,201412070crd,crd,BucaDe00,pass_defended,0,,,,,
player,201412070crd,crd,BucaDe00,sacks,0.0,,,,,
player,201412070crd,crd,BucaDe00,tackles_combined,3,,,,,
player,201412070crd,crd,BucaDe00,tackles_solo,3,,,,,
player,201412070crd,crd,BucaDe00,tackles_assists,0,,,,,
player,201412070crd,crd,BucaDe00,tackles_loss,0,,,,,
player,201412070crd,crd,BucaDe00,qb_hits,0,,,,,
player,201412070crd,crd,BucaDe00,fumbles_rec,0,,,,,
player,201412070crd,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,BucaDe00,fumbles_forced,1,,,,,
player,201412070crd,crd,CromAn20,def_int,0,,,,,
player,201412070crd,crd,CromAn20,def_int_yds,0,,,,,
player,201412070crd,crd,CromAn20,def_int_td,0,,,,,
player,201412070crd,crd,CromAn20,def_int_long,0,,,,,
player,201412070crd,crd,CromAn20,pass_defended,0,,,,,
player,201412070crd,crd,CromAn20,sacks,0.0,,,,,
player,201412070crd,crd,CromAn20,tackles_combined,3,,,,,
player,201412070crd,crd,CromAn20,tackles_solo,1,,,,,
player,201412070crd,crd,CromAn20,tackles_assists,2,,,,,
player,201412070crd,crd,CromAn20,tackles_loss,0,,,,,
player,201412070crd,crd,CromAn20,qb_hits,0,,,,,
