game,2014,11,20141116,201411160cle,htx,"Houston Texans",23,cle,"Cleveland Browns",7
player,201411160cle,htx,WattJ.00,def_int_td,0,,,,,
player,201411160cle,htx,WattJ.00,def_int_long,0,,,,,
player,201411160cle,htx,WattJ.00,pass_defended,0,,,,,
player,201411160cle,htx,WattJ.00,sacks,1.0,,,,,
player,201411160cle,htx,WattJ.00,tackles_combined,5,,,,,
player,201411160cle,htx,WattJ.00,tackles_solo,4,,,,,
player,201411160cle,htx,WattJ.00,tackles_assists,1,,,,,
player,201411160cle,htx,WattJ.00,tackles_loss,3,,,,,
player,201411160cle,htx,WattJ.00,qb_hits,0,,,,,
player,201411160cle,htx,WattJ.00,fumbles_rec,1,,,,,
player,201411160cle,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,WattJ.00,fumbles_forced,1,,,,,
player,201411160cle,htx,ReedBr00,def_int,0,,,,,
player,201411160cle,htx,ReedBr00,def_int_yds,0,,,,,
player,201411160cle,htx,ReedBr00,def_int_td,0,,,,,
player,201411160cle,htx,ReedBr00,def_int_long,0,,,,,
player,201411160cle,htx,ReedBr00,pass_defended,0,,,,,
player,201411160cle,htx,ReedBr00,sacks,1.0,,,,,
player,201411160cle,htx,ReedBr00,tackles_combined,3,,,,,
player,201411160cle,htx,ReedBr00,tackles_solo,2,,,,,
player,201411160cle,htx,ReedBr00,tackles_assists,1,,,,,
player,201411160cle,htx,ReedBr00,tackles_loss,1,,,,,
player,201411160cle,htx,ReedBr00,qb_hits,1,,,,,
player,201411160cle,htx,ReedBr00,fumbles_rec,0,,,,,
player,201411160cle,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,ReedBr00,fumbles_forced,0,,,,,
player,201411160cle,htx,BouyA.00,def_int,0,,,,,
player,201411160cle,htx,BouyA.00,def_int_yds,0,,,,,
player,201411160cle,htx,BouyA.00,def_int_td,0,,,,,
player,201411160cle,htx,BouyA.00,def_int_long,0,,,,,
player,201411160cle,htx,BouyA.00,pass_defended,1,,,,,
player,201411160cle,htx,BouyA.00,sacks,0.0,,,,,
player,201411160cle,htx,BouyA.00,tackles_combined,10,,,,,
player,201411160cle,htx,BouyA.00,tackles_solo,9,,,,,
player,201411160cle,htx,BouyA.00,tackles_assists,1,,,,,
player,201411160cle,htx,BouyA.00,tackles_loss,0,,,,,
player,201411160cle,htx,BouyA.00,qb_hits,0,,,,,
player,201411160cle,htx,BouyA.00,fumbles_rec,0,,,,,
player,201411160cle,htx,BouyA.00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,BouyA.00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,BouyA.00,fumbles_forced,0,,,,,
player,201411160cle,htx,CushBr99,def_int,0,,,,,
player,201411160cle,htx,CushBr99,def_int_yds,0,,,,,
player,201411160cle,htx,CushBr99,def_int_td,0,,,,,
player,201411160cle,htx,CushBr99,def_int_long,0,,,,,
player,201411160cle,htx,CushBr99,pass_defended,1,,,,,
player,201411160cle,htx,CushBr99,sacks,0.0,,,,,
player,201411160cle,htx,CushBr99,tackles_combined,6,,,,,
player,201411160cle,htx,CushBr99,tackles_solo,4,,,,,
player,201411160cle,htx,CushBr99,tackles_assists,2,,,,,
player,201411160cle,htx,CushBr99,tackles_loss,0,,,,,
player,201411160cle,htx,CushBr99,qb_hits,2,,,,,
player,201411160cle,htx,CushBr99,fumbles_rec,0,,,,,
player,201411160cle,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201411160cle,htx,CushBr99,fumbles_forced,1,,,,,
player,201411160cle,htx,MannDa21,def_int,0,,,,,
player,201411160cle,htx,MannDa21,def_int_yds,0,,,,,
player,201411160cle,htx,MannDa21,def_int_td,0,,,,,
player,201411160cle,htx,MannDa21,def_int_long,0,,,,,
player,201411160cle,htx,MannDa21,pass_defended,0,,,,,
player,201411160cle,htx,MannDa21,sacks,0.0,,,,,
player,201411160cle,htx,MannDa21,tackles_combined,4,,,,,
player,201411160cle,htx,MannDa21,tackles_solo,3,,,,,
player,201411160cle,htx,MannDa21,tackles_assists,1,,,,,
player,201411160cle,htx,MannDa21,tackles_loss,0,,,,,
player,201411160cle,htx,MannDa21,qb_hits,0,,,,,
player,201411160cle,htx,MannDa21,fumbles_rec,0,,,,,
player,201411160cle,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201411160cle,htx,MannDa21,fumbles_forced,0,,,,,
player,201411160cle,htx,RollJu00,def_int,0,,,,,
player,201411160cle,htx,RollJu00,def_int_yds,0,,,,,
player,201411160cle,htx,RollJu00,def_int_td,0,,,,,
player,201411160cle,htx,RollJu00,def_int_long,0,,,,,
player,201411160cle,htx,RollJu00,pass_defended,0,,,,,
player,201411160cle,htx,RollJu00,sacks,0.0,,,,,
player,201411160cle,htx,RollJu00,tackles_combined,3,,,,,
player,201411160cle,htx,RollJu00,tackles_solo,3,,,,,
player,201411160cle,htx,RollJu00,tackles_assists,0,,,,,
player,201411160cle,htx,RollJu00,tackles_loss,0,,,,,
player,201411160cle,htx,RollJu00,qb_hits,0,,,,,
player,201411160cle,htx,RollJu00,fumbles_rec,0,,,,,
player,201411160cle,htx,RollJu00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,RollJu00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,RollJu00,fumbles_forced,0,,,,,
player,201411160cle,htx,ClowJa00,def_int,0,,,,,
player,201411160cle,htx,ClowJa00,def_int_yds,0,,,,,
player,201411160cle,htx,ClowJa00,def_int_td,0,,,,,
player,201411160cle,htx,ClowJa00,def_int_long,0,,,,,
player,201411160cle,htx,ClowJa00,pass_defended,0,,,,,
player,201411160cle,htx,ClowJa00,sacks,0.0,,,,,
player,201411160cle,htx,ClowJa00,tackles_combined,2,,,,,
player,201411160cle,htx,ClowJa00,tackles_solo,2,,,,,
player,201411160cle,htx,ClowJa00,tackles_assists,0,,,,,
player,201411160cle,htx,ClowJa00,tackles_loss,1,,,,,
player,201411160cle,htx,ClowJa00,qb_hits,0,,,,,
player,201411160cle,htx,ClowJa00,fumbles_rec,0,,,,,
player,201411160cle,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,ClowJa00,fumbles_forced,0,,,,,
player,201411160cle,htx,JoseJo20,def_int,0,,,,,
player,201411160cle,htx,JoseJo20,def_int_yds,0,,,,,
player,201411160cle,htx,JoseJo20,def_int_td,0,,,,,
player,201411160cle,htx,JoseJo20,def_int_long,0,,,,,
player,201411160cle,htx,JoseJo20,pass_defended,2,,,,,
player,201411160cle,htx,JoseJo20,sacks,0.0,,,,,
player,201411160cle,htx,JoseJo20,tackles_combined,2,,,,,
player,201411160cle,htx,JoseJo20,tackles_solo,2,,,,,
player,201411160cle,htx,JoseJo20,tackles_assists,0,,,,,
player,201411160cle,htx,JoseJo20,tackles_loss,0,,,,,
player,201411160cle,htx,JoseJo20,qb_hits,0,,,,,
player,201411160cle,htx,JoseJo20,fumbles_rec,0,,,,,
player,201411160cle,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201411160cle,htx,JoseJo20,fumbles_forced,0,,,,,
player,201411160cle,htx,LewiKe00,def_int,0,,,,,
player,201411160cle,htx,LewiKe00,def_int_yds,0,,,,,
player,201411160cle,htx,LewiKe00,def_int_td,0,,,,,
player,201411160cle,htx,LewiKe00,def_int_long,0,,,,,
player,201411160cle,htx,LewiKe00,pass_defended,0,,,,,
player,201411160cle,htx,LewiKe00,sacks,0.0,,,,,
player,201411160cle,htx,LewiKe00,tackles_combined,2,,,,,
player,201411160cle,htx,LewiKe00,tackles_solo,1,,,,,
player,201411160cle,htx,LewiKe00,tackles_assists,1,,,,,
player,201411160cle,htx,LewiKe00,tackles_loss,0,,,,,
player,201411160cle,htx,LewiKe00,qb_hits,0,,,,,
player,201411160cle,htx,LewiKe00,fumbles_rec,0,,,,,
player,201411160cle,htx,LewiKe00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,LewiKe00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,LewiKe00,fumbles_forced,0,,,,,
player,201411160cle,htx,MercWh00,def_int,0,,,,,
player,201411160cle,htx,MercWh00,def_int_yds,0,,,,,
player,201411160cle,htx,MercWh00,def_int_td,0,,,,,
player,201411160cle,htx,MercWh00,def_int_long,0,,,,,
player,201411160cle,htx,MercWh00,pass_defended,0,,,,,
player,201411160cle,htx,MercWh00,sacks,0.0,,,,,
player,201411160cle,htx,MercWh00,tackles_combined,2,,,,,
player,201411160cle,htx,MercWh00,tackles_solo,1,,,,,
player,201411160cle,htx,MercWh00,tackles_assists,1,,,,,
player,201411160cle,htx,MercWh00,tackles_loss,0,,,,,
player,201411160cle,htx,MercWh00,qb_hits,0,,,,,
player,201411160cle,htx,MercWh00,fumbles_rec,0,,,,,
player,201411160cle,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,MercWh00,fumbles_forced,0,,,,,
player,201411160cle,htx,PickRy20,def_int,0,,,,,
player,201411160cle,htx,PickRy20,def_int_yds,0,,,,,
player,201411160cle,htx,PickRy20,def_int_td,0,,,,,
player,201411160cle,htx,PickRy20,def_int_long,0,,,,,
player,201411160cle,htx,PickRy20,pass_defended,0,,,,,
player,201411160cle,htx,PickRy20,sacks,0.0,,,,,
player,201411160cle,htx,PickRy20,tackles_combined,2,,,,,
player,201411160cle,htx,PickRy20,tackles_solo,2,,,,,
player,201411160cle,htx,PickRy20,tackles_assists,0,,,,,
player,201411160cle,htx,PickRy20,tackles_loss,0,,,,,
player,201411160cle,htx,PickRy20,qb_hits,0,,,,,
player,201411160cle,htx,PickRy20,fumbles_rec,0,,,,,
player,201411160cle,htx,PickRy20,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,PickRy20,fumbles_rec_td,0,,,,,
player,201411160cle,htx,PickRy20,fumbles_forced,0,,,,,
player,201411160cle,htx,SweaDJ00,def_int,0,,,,,
player,201411160cle,htx,SweaDJ00,def_int_yds,0,,,,,
player,201411160cle,htx,SweaDJ00,def_int_td,0,,,,,
player,201411160cle,htx,SweaDJ00,def_int_long,0,,,,,
player,201411160cle,htx,SweaDJ00,pass_defended,0,,,,,
player,201411160cle,htx,SweaDJ00,sacks,0.0,,,,,
player,201411160cle,htx,SweaDJ00,tackles_combined,2,,,,,
player,201411160cle,htx,SweaDJ00,tackles_solo,0,,,,,
player,201411160cle,htx,SweaDJ00,tackles_assists,2,,,,,
player,201411160cle,htx,SweaDJ00,tackles_loss,0,,,,,
player,201411160cle,htx,SweaDJ00,qb_hits,0,,,,,
player,201411160cle,htx,SweaDJ00,fumbles_rec,0,,,,,
player,201411160cle,htx,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,SweaDJ00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,SweaDJ00,fumbles_forced,0,,,,,
player,201411160cle,htx,CricJa00,def_int,0,,,,,
player,201411160cle,htx,CricJa00,def_int_yds,0,,,,,
player,201411160cle,htx,CricJa00,def_int_td,0,,,,,
player,201411160cle,htx,CricJa00,def_int_long,0,,,,,
player,201411160cle,htx,CricJa00,pass_defended,1,,,,,
player,201411160cle,htx,CricJa00,sacks,0.0,,,,,
player,201411160cle,htx,CricJa00,tackles_combined,1,,,,,
player,201411160cle,htx,CricJa00,tackles_solo,1,,,,,
player,201411160cle,htx,CricJa00,tackles_assists,0,,,,,
player,201411160cle,htx,CricJa00,tackles_loss,0,,,,,
player,201411160cle,htx,CricJa00,qb_hits,0,,,,,
player,201411160cle,htx,CricJa00,fumbles_rec,0,,,,,
player,201411160cle,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,CricJa00,fumbles_forced,0,,,,,
player,201411160cle,htx,GrimJo01,def_int,0,,,,,
player,201411160cle,htx,GrimJo01,def_int_yds,0,,,,,
player,201411160cle,htx,GrimJo01,def_int_td,0,,,,,
player,201411160cle,htx,GrimJo01,def_int_long,0,,,,,
player,201411160cle,htx,GrimJo01,pass_defended,0,,,,,
player,201411160cle,htx,GrimJo01,sacks,0.0,,,,,
player,201411160cle,htx,GrimJo01,tackles_combined,1,,,,,
player,201411160cle,htx,GrimJo01,tackles_solo,1,,,,,
player,201411160cle,htx,GrimJo01,tackles_assists,0,,,,,
player,201411160cle,htx,GrimJo01,tackles_loss,0,,,,,
player,201411160cle,htx,GrimJo01,qb_hits,0,,,,,
player,201411160cle,htx,GrimJo01,fumbles_rec,0,,,,,
player,201411160cle,htx,GrimJo01,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,GrimJo01,fumbles_rec_td,0,,,,,
player,201411160cle,htx,GrimJo01,fumbles_forced,0,,,,,
player,201411160cle,htx,HalxAn00,def_int,0,,,,,
player,201411160cle,htx,HalxAn00,def_int_yds,0,,,,,
player,201411160cle,htx,HalxAn00,def_int_td,0,,,,,
player,201411160cle,htx,HalxAn00,def_int_long,0,,,,,
player,201411160cle,htx,HalxAn00,pass_defended,0,,,,,
player,201411160cle,htx,HalxAn00,sacks,0.0,,,,,
player,201411160cle,htx,HalxAn00,tackles_combined,1,,,,,
player,201411160cle,htx,HalxAn00,tackles_solo,1,,,,,
player,201411160cle,htx,HalxAn00,tackles_assists,0,,,,,
player,201411160cle,htx,HalxAn00,tackles_loss,0,,,,,
player,201411160cle,htx,HalxAn00,qb_hits,0,,,,,
player,201411160cle,htx,HalxAn00,fumbles_rec,0,,,,,
player,201411160cle,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,HalxAn00,fumbles_forced,0,,,,,
player,201411160cle,htx,PagaJe00,def_int,0,,,,,
player,201411160cle,htx,PagaJe00,def_int_yds,0,,,,,
player,201411160cle,htx,PagaJe00,def_int_td,0,,,,,
player,201411160cle,htx,PagaJe00,def_int_long,0,,,,,
player,201411160cle,htx,PagaJe00,pass_defended,0,,,,,
player,201411160cle,htx,PagaJe00,sacks,0.0,,,,,
player,201411160cle,htx,PagaJe00,tackles_combined,1,,,,,
player,201411160cle,htx,PagaJe00,tackles_solo,1,,,,,
player,201411160cle,htx,PagaJe00,tackles_assists,0,,,,,
player,201411160cle,htx,PagaJe00,tackles_loss,0,,,,,
player,201411160cle,htx,PagaJe00,qb_hits,0,,,,,
player,201411160cle,htx,PagaJe00,fumbles_rec,0,,,,,
player,201411160cle,htx,PagaJe00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,PagaJe00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,PagaJe00,fumbles_forced,0,,,,,
player,201411160cle,htx,PleaEd00,def_int,0,,,,,
player,201411160cle,htx,PleaEd00,def_int_yds,0,,,,,
player,201411160cle,htx,PleaEd00,def_int_td,0,,,,,
player,201411160cle,htx,PleaEd00,def_int_long,0,,,,,
player,201411160cle,htx,PleaEd00,pass_defended,0,,,,,
player,201411160cle,htx,PleaEd00,sacks,0.0,,,,,
player,201411160cle,htx,PleaEd00,tackles_combined,1,,,,,
player,201411160cle,htx,PleaEd00,tackles_solo,1,,,,,
player,201411160cle,htx,PleaEd00,tackles_assists,0,,,,,
player,201411160cle,htx,PleaEd00,tackles_loss,0,,,,,
player,201411160cle,htx,PleaEd00,qb_hits,0,,,,,
player,201411160cle,htx,PleaEd00,fumbles_rec,0,,,,,
player,201411160cle,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,PleaEd00,fumbles_forced,0,,,,,
player,201411160cle,htx,PoweJe00,def_int,0,,,,,
player,201411160cle,htx,PoweJe00,def_int_yds,0,,,,,
player,201411160cle,htx,PoweJe00,def_int_td,0,,,,,
player,201411160cle,htx,PoweJe00,def_int_long,0,,,,,
player,201411160cle,htx,PoweJe00,pass_defended,0,,,,,
player,201411160cle,htx,PoweJe00,sacks,0.0,,,,,
player,201411160cle,htx,PoweJe00,tackles_combined,1,,,,,
player,201411160cle,htx,PoweJe00,tackles_solo,0,,,,,
player,201411160cle,htx,PoweJe00,tackles_assists,1,,,,,
player,201411160cle,htx,PoweJe00,tackles_loss,0,,,,,
player,201411160cle,htx,PoweJe00,qb_hits,0,,,,,
player,201411160cle,htx,PoweJe00,fumbles_rec,0,,,,,
player,201411160cle,htx,PoweJe00,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,PoweJe00,fumbles_rec_td,0,,,,,
player,201411160cle,htx,PoweJe00,fumbles_forced,0,,,,,
player,201411160cle,htx,SimoJo01,def_int,0,,,,,
player,201411160cle,htx,SimoJo01,def_int_yds,0,,,,,
player,201411160cle,htx,SimoJo01,def_int_td,0,,,,,
player,201411160cle,htx,SimoJo01,def_int_long,0,,,,,
player,201411160cle,htx,SimoJo01,pass_defended,0,,,,,
player,201411160cle,htx,SimoJo01,sacks,0.0,,,,,
player,201411160cle,htx,SimoJo01,tackles_combined,1,,,,,
player,201411160cle,htx,SimoJo01,tackles_solo,1,,,,,
player,201411160cle,htx,SimoJo01,tackles_assists,0,,,,,
player,201411160cle,htx,SimoJo01,tackles_loss,0,,,,,
player,201411160cle,htx,SimoJo01,qb_hits,0,,,,,
player,201411160cle,htx,SimoJo01,fumbles_rec,0,,,,,
player,201411160cle,htx,SimoJo01,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,SimoJo01,fumbles_rec_td,0,,,,,
player,201411160cle,htx,SimoJo01,fumbles_forced,0,,,,,
player,201411160cle,htx,JamiTi99,def_int,0,,,,,
player,201411160cle,htx,JamiTi99,def_int_yds,0,,,,,
player,201411160cle,htx,JamiTi99,def_int_td,0,,,,,
player,201411160cle,htx,JamiTi99,def_int_long,0,,,,,
player,201411160cle,htx,JamiTi99,pass_defended,0,,,,,
player,201411160cle,htx,JamiTi99,sacks,0.0,,,,,
player,201411160cle,htx,JamiTi99,tackles_combined,0,,,,,
player,201411160cle,htx,JamiTi99,tackles_solo,0,,,,,
player,201411160cle,htx,JamiTi99,tackles_assists,0,,,,,
player,201411160cle,htx,JamiTi99,tackles_loss,0,,,,,
player,201411160cle,htx,JamiTi99,qb_hits,1,,,,,
player,201411160cle,htx,JamiTi99,fumbles_rec,0,,,,,
player,201411160cle,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201411160cle,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201411160cle,htx,JamiTi99,fumbles_forced,0,,,,,
player,201411160cle,cle,HadeJo99,def_int,1,,,,,
player,201411160cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201411160cle,cle,HadeJo99,def_int_td,0,,,,,
player,201411160cle,cle,HadeJo99,def_int_long,0,,,,,
player,201411160cle,cle,HadeJo99,pass_defended,1,,,,,
player,201411160cle,cle,HadeJo99,sacks,0.0,,,,,
player,201411160cle,cle,HadeJo99,tackles_combined,13,,,,,
player,201411160cle,cle,HadeJo99,tackles_solo,10,,,,,
player,201411160cle,cle,HadeJo99,tackles_assists,3,,,,,
player,201411160cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201411160cle,cle,HadeJo99,qb_hits,0,,,,,
player,201411160cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201411160cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201411160cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201411160cle,cle,RobeCr00,def_int,0,,,,,
player,201411160cle,cle,RobeCr00,def_int_yds,0,,,,,
player,201411160cle,cle,RobeCr00,def_int_td,0,,,,,
player,201411160cle,cle,RobeCr00,def_int_long,0,,,,,
player,201411160cle,cle,RobeCr00,pass_defended,0,,,,,
player,201411160cle,cle,RobeCr00,sacks,0.0,,,,,
player,201411160cle,cle,RobeCr00,tackles_combined,11,,,,,
player,201411160cle,cle,RobeCr00,tackles_solo,4,,,,,
player,201411160cle,cle,RobeCr00,tackles_assists,7,,,,,
player,201411160cle,cle,RobeCr00,tackles_loss,1,,,,,
player,201411160cle,cle,RobeCr00,qb_hits,0,,,,,
player,201411160cle,cle,RobeCr00,fumbles_rec,0,,,,,
player,201411160cle,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,RobeCr00,fumbles_forced,0,,,,,
player,201411160cle,cle,WhitDo20,def_int,0,,,,,
player,201411160cle,cle,WhitDo20,def_int_yds,0,,,,,
player,201411160cle,cle,WhitDo20,def_int_td,0,,,,,
player,201411160cle,cle,WhitDo20,def_int_long,0,,,,,
player,201411160cle,cle,WhitDo20,pass_defended,0,,,,,
player,201411160cle,cle,WhitDo20,sacks,0.0,,,,,
player,201411160cle,cle,WhitDo20,tackles_combined,10,,,,,
player,201411160cle,cle,WhitDo20,tackles_solo,5,,,,,
player,201411160cle,cle,WhitDo20,tackles_assists,5,,,,,
player,201411160cle,cle,WhitDo20,tackles_loss,0,,,,,
player,201411160cle,cle,WhitDo20,qb_hits,0,,,,,
player,201411160cle,cle,WhitDo20,fumbles_rec,0,,,,,
player,201411160cle,cle,WhitDo20,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,WhitDo20,fumbles_rec_td,0,,,,,
player,201411160cle,cle,WhitDo20,fumbles_forced,0,,,,,
player,201411160cle,cle,KirkCh00,def_int,0,,,,,
player,201411160cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201411160cle,cle,KirkCh00,def_int_td,0,,,,,
player,201411160cle,cle,KirkCh00,def_int_long,0,,,,,
player,201411160cle,cle,KirkCh00,pass_defended,0,,,,,
player,201411160cle,cle,KirkCh00,sacks,0.0,,,,,
player,201411160cle,cle,KirkCh00,tackles_combined,9,,,,,
player,201411160cle,cle,KirkCh00,tackles_solo,3,,,,,
player,201411160cle,cle,KirkCh00,tackles_assists,6,,,,,
player,201411160cle,cle,KirkCh00,tackles_loss,0,,,,,
player,201411160cle,cle,KirkCh00,qb_hits,1,,,,,
player,201411160cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201411160cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201411160cle,cle,BryaDe00,def_int,0,,,,,
player,201411160cle,cle,BryaDe00,def_int_yds,0,,,,,
player,201411160cle,cle,BryaDe00,def_int_td,0,,,,,
player,201411160cle,cle,BryaDe00,def_int_long,0,,,,,
player,201411160cle,cle,BryaDe00,pass_defended,0,,,,,
player,201411160cle,cle,BryaDe00,sacks,0.0,,,,,
player,201411160cle,cle,BryaDe00,tackles_combined,8,,,,,
player,201411160cle,cle,BryaDe00,tackles_solo,2,,,,,
player,201411160cle,cle,BryaDe00,tackles_assists,6,,,,,
player,201411160cle,cle,BryaDe00,tackles_loss,0,,,,,
player,201411160cle,cle,BryaDe00,qb_hits,0,,,,,
player,201411160cle,cle,BryaDe00,fumbles_rec,0,,,,,
player,201411160cle,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,BryaDe00,fumbles_forced,0,,,,,
player,201411160cle,cle,WillKW00,def_int,0,,,,,
player,201411160cle,cle,WillKW00,def_int_yds,0,,,,,
player,201411160cle,cle,WillKW00,def_int_td,0,,,,,
player,201411160cle,cle,WillKW00,def_int_long,0,,,,,
player,201411160cle,cle,WillKW00,pass_defended,1,,,,,
player,201411160cle,cle,WillKW00,sacks,0.0,,,,,
player,201411160cle,cle,WillKW00,tackles_combined,8,,,,,
player,201411160cle,cle,WillKW00,tackles_solo,4,,,,,
player,201411160cle,cle,WillKW00,tackles_assists,4,,,,,
player,201411160cle,cle,WillKW00,tackles_loss,0,,,,,
player,201411160cle,cle,WillKW00,qb_hits,1,,,,,
player,201411160cle,cle,WillKW00,fumbles_rec,0,,,,,
player,201411160cle,cle,WillKW00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,WillKW00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,WillKW00,fumbles_forced,0,,,,,
player,201411160cle,cle,GipsTa00,def_int,0,,,,,
player,201411160cle,cle,GipsTa00,def_int_yds,0,,,,,
player,201411160cle,cle,GipsTa00,def_int_td,0,,,,,
player,201411160cle,cle,GipsTa00,def_int_long,0,,,,,
player,201411160cle,cle,GipsTa00,pass_defended,0,,,,,
player,201411160cle,cle,GipsTa00,sacks,0.0,,,,,
player,201411160cle,cle,GipsTa00,tackles_combined,7,,,,,
player,201411160cle,cle,GipsTa00,tackles_solo,2,,,,,
player,201411160cle,cle,GipsTa00,tackles_assists,5,,,,,
player,201411160cle,cle,GipsTa00,tackles_loss,0,,,,,
player,201411160cle,cle,GipsTa00,qb_hits,0,,,,,
player,201411160cle,cle,GipsTa00,fumbles_rec,0,,,,,
player,201411160cle,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,GipsTa00,fumbles_forced,0,,,,,
player,201411160cle,cle,MingBa00,def_int,0,,,,,
player,201411160cle,cle,MingBa00,def_int_yds,0,,,,,
player,201411160cle,cle,MingBa00,def_int_td,0,,,,,
player,201411160cle,cle,MingBa00,def_int_long,0,,,,,
player,201411160cle,cle,MingBa00,pass_defended,0,,,,,
player,201411160cle,cle,MingBa00,sacks,0.0,,,,,
player,201411160cle,cle,MingBa00,tackles_combined,7,,,,,
player,201411160cle,cle,MingBa00,tackles_solo,4,,,,,
player,201411160cle,cle,MingBa00,tackles_assists,3,,,,,
player,201411160cle,cle,MingBa00,tackles_loss,1,,,,,
player,201411160cle,cle,MingBa00,qb_hits,0,,,,,
player,201411160cle,cle,MingBa00,fumbles_rec,0,,,,,
player,201411160cle,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,MingBa00,fumbles_forced,0,,,,,
player,201411160cle,cle,KrugPa99,def_int,0,,,,,
player,201411160cle,cle,KrugPa99,def_int_yds,0,,,,,
player,201411160cle,cle,KrugPa99,def_int_td,0,,,,,
player,201411160cle,cle,KrugPa99,def_int_long,0,,,,,
player,201411160cle,cle,KrugPa99,pass_defended,1,,,,,
player,201411160cle,cle,KrugPa99,sacks,0.0,,,,,
player,201411160cle,cle,KrugPa99,tackles_combined,5,,,,,
player,201411160cle,cle,KrugPa99,tackles_solo,1,,,,,
player,201411160cle,cle,KrugPa99,tackles_assists,4,,,,,
player,201411160cle,cle,KrugPa99,tackles_loss,0,,,,,
player,201411160cle,cle,KrugPa99,qb_hits,0,,,,,
player,201411160cle,cle,KrugPa99,fumbles_rec,0,,,,,
player,201411160cle,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201411160cle,cle,KrugPa99,fumbles_forced,0,,,,,
player,201411160cle,cle,DansKa20,def_int,0,,,,,
player,201411160cle,cle,DansKa20,def_int_yds,0,,,,,
player,201411160cle,cle,DansKa20,def_int_td,0,,,,,
player,201411160cle,cle,DansKa20,def_int_long,0,,,,,
player,201411160cle,cle,DansKa20,pass_defended,0,,,,,
