game,2014,1,20140908,201409080crd,sdg,"San Diego Chargers",17,crd,"Arizona Cardinals",18
player,201409080crd,sdg,LiugCo00,tackles_combined,5,,,,,
player,201409080crd,sdg,LiugCo00,tackles_solo,4,,,,,
player,201409080crd,sdg,LiugCo00,tackles_assists,1,,,,,
player,201409080crd,sdg,LiugCo00,tackles_loss,1,,,,,
player,201409080crd,sdg,LiugCo00,qb_hits,2,,,,,
player,201409080crd,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201409080crd,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201409080crd,sdg,AttaJe00,def_int,0,,,,,
player,201409080crd,sdg,AttaJe00,def_int_yds,0,,,,,
player,201409080crd,sdg,AttaJe00,def_int_td,0,,,,,
player,201409080crd,sdg,AttaJe00,def_int_long,0,,,,,
player,201409080crd,sdg,AttaJe00,pass_defended,0,,,,,
player,201409080crd,sdg,AttaJe00,sacks,1.0,,,,,
player,201409080crd,sdg,AttaJe00,tackles_combined,4,,,,,
player,201409080crd,sdg,AttaJe00,tackles_solo,4,,,,,
player,201409080crd,sdg,AttaJe00,tackles_assists,0,,,,,
player,201409080crd,sdg,AttaJe00,tackles_loss,0,,,,,
player,201409080crd,sdg,AttaJe00,qb_hits,1,,,,,
player,201409080crd,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201409080crd,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,AttaJe00,fumbles_forced,1,,,,,
player,201409080crd,sdg,WrigSh00,def_int,0,,,,,
player,201409080crd,sdg,WrigSh00,def_int_yds,0,,,,,
player,201409080crd,sdg,WrigSh00,def_int_td,0,,,,,
player,201409080crd,sdg,WrigSh00,def_int_long,0,,,,,
player,201409080crd,sdg,WrigSh00,pass_defended,0,,,,,
player,201409080crd,sdg,WrigSh00,sacks,0.0,,,,,
player,201409080crd,sdg,WrigSh00,tackles_combined,8,,,,,
player,201409080crd,sdg,WrigSh00,tackles_solo,8,,,,,
player,201409080crd,sdg,WrigSh00,tackles_assists,0,,,,,
player,201409080crd,sdg,WrigSh00,tackles_loss,0,,,,,
player,201409080crd,sdg,WrigSh00,qb_hits,0,,,,,
player,201409080crd,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201409080crd,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201409080crd,sdg,FlowBr99,def_int,0,,,,,
player,201409080crd,sdg,FlowBr99,def_int_yds,0,,,,,
player,201409080crd,sdg,FlowBr99,def_int_td,0,,,,,
player,201409080crd,sdg,FlowBr99,def_int_long,0,,,,,
player,201409080crd,sdg,FlowBr99,pass_defended,0,,,,,
player,201409080crd,sdg,FlowBr99,sacks,0.0,,,,,
player,201409080crd,sdg,FlowBr99,tackles_combined,7,,,,,
player,201409080crd,sdg,FlowBr99,tackles_solo,6,,,,,
player,201409080crd,sdg,FlowBr99,tackles_assists,1,,,,,
player,201409080crd,sdg,FlowBr99,tackles_loss,0,,,,,
player,201409080crd,sdg,FlowBr99,qb_hits,0,,,,,
player,201409080crd,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201409080crd,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201409080crd,sdg,TeoxMa00,def_int,0,,,,,
player,201409080crd,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201409080crd,sdg,TeoxMa00,def_int_td,0,,,,,
player,201409080crd,sdg,TeoxMa00,def_int_long,0,,,,,
player,201409080crd,sdg,TeoxMa00,pass_defended,0,,,,,
player,201409080crd,sdg,TeoxMa00,sacks,0.0,,,,,
player,201409080crd,sdg,TeoxMa00,tackles_combined,6,,,,,
player,201409080crd,sdg,TeoxMa00,tackles_solo,6,,,,,
player,201409080crd,sdg,TeoxMa00,tackles_assists,0,,,,,
player,201409080crd,sdg,TeoxMa00,tackles_loss,1,,,,,
player,201409080crd,sdg,TeoxMa00,qb_hits,0,,,,,
player,201409080crd,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201409080crd,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201409080crd,sdg,VerrJa00,def_int,0,,,,,
player,201409080crd,sdg,VerrJa00,def_int_yds,0,,,,,
player,201409080crd,sdg,VerrJa00,def_int_td,0,,,,,
player,201409080crd,sdg,VerrJa00,def_int_long,0,,,,,
player,201409080crd,sdg,VerrJa00,pass_defended,1,,,,,
player,201409080crd,sdg,VerrJa00,sacks,0.0,,,,,
player,201409080crd,sdg,VerrJa00,tackles_combined,4,,,,,
player,201409080crd,sdg,VerrJa00,tackles_solo,3,,,,,
player,201409080crd,sdg,VerrJa00,tackles_assists,1,,,,,
player,201409080crd,sdg,VerrJa00,tackles_loss,0,,,,,
player,201409080crd,sdg,VerrJa00,qb_hits,0,,,,,
player,201409080crd,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201409080crd,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201409080crd,sdg,WeddEr99,def_int,0,,,,,
player,201409080crd,sdg,WeddEr99,def_int_yds,0,,,,,
player,201409080crd,sdg,WeddEr99,def_int_td,0,,,,,
player,201409080crd,sdg,WeddEr99,def_int_long,0,,,,,
player,201409080crd,sdg,WeddEr99,pass_defended,2,,,,,
player,201409080crd,sdg,WeddEr99,sacks,0.0,,,,,
player,201409080crd,sdg,WeddEr99,tackles_combined,4,,,,,
player,201409080crd,sdg,WeddEr99,tackles_solo,3,,,,,
player,201409080crd,sdg,WeddEr99,tackles_assists,1,,,,,
player,201409080crd,sdg,WeddEr99,tackles_loss,0,,,,,
player,201409080crd,sdg,WeddEr99,qb_hits,0,,,,,
player,201409080crd,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201409080crd,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201409080crd,sdg,GilcMa00,def_int,0,,,,,
player,201409080crd,sdg,GilcMa00,def_int_yds,0,,,,,
player,201409080crd,sdg,GilcMa00,def_int_td,0,,,,,
player,201409080crd,sdg,GilcMa00,def_int_long,0,,,,,
player,201409080crd,sdg,GilcMa00,pass_defended,1,,,,,
player,201409080crd,sdg,GilcMa00,sacks,0.0,,,,,
player,201409080crd,sdg,GilcMa00,tackles_combined,3,,,,,
player,201409080crd,sdg,GilcMa00,tackles_solo,2,,,,,
player,201409080crd,sdg,GilcMa00,tackles_assists,1,,,,,
player,201409080crd,sdg,GilcMa00,tackles_loss,0,,,,,
player,201409080crd,sdg,GilcMa00,qb_hits,0,,,,,
player,201409080crd,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201409080crd,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,GilcMa00,fumbles_forced,1,,,,,
player,201409080crd,sdg,IngrMe00,def_int,0,,,,,
player,201409080crd,sdg,IngrMe00,def_int_yds,0,,,,,
player,201409080crd,sdg,IngrMe00,def_int_td,0,,,,,
player,201409080crd,sdg,IngrMe00,def_int_long,0,,,,,
player,201409080crd,sdg,IngrMe00,pass_defended,0,,,,,
player,201409080crd,sdg,IngrMe00,sacks,0.0,,,,,
player,201409080crd,sdg,IngrMe00,tackles_combined,3,,,,,
player,201409080crd,sdg,IngrMe00,tackles_solo,2,,,,,
player,201409080crd,sdg,IngrMe00,tackles_assists,1,,,,,
player,201409080crd,sdg,IngrMe00,tackles_loss,0,,,,,
player,201409080crd,sdg,IngrMe00,qb_hits,1,,,,,
player,201409080crd,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201409080crd,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201409080crd,sdg,JohnJa23,def_int,0,,,,,
player,201409080crd,sdg,JohnJa23,def_int_yds,0,,,,,
player,201409080crd,sdg,JohnJa23,def_int_td,0,,,,,
player,201409080crd,sdg,JohnJa23,def_int_long,0,,,,,
player,201409080crd,sdg,JohnJa23,pass_defended,0,,,,,
player,201409080crd,sdg,JohnJa23,sacks,0.0,,,,,
player,201409080crd,sdg,JohnJa23,tackles_combined,3,,,,,
player,201409080crd,sdg,JohnJa23,tackles_solo,2,,,,,
player,201409080crd,sdg,JohnJa23,tackles_assists,1,,,,,
player,201409080crd,sdg,JohnJa23,tackles_loss,0,,,,,
player,201409080crd,sdg,JohnJa23,qb_hits,0,,,,,
player,201409080crd,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201409080crd,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201409080crd,sdg,MarsRi20,def_int,0,,,,,
player,201409080crd,sdg,MarsRi20,def_int_yds,0,,,,,
player,201409080crd,sdg,MarsRi20,def_int_td,0,,,,,
player,201409080crd,sdg,MarsRi20,def_int_long,0,,,,,
player,201409080crd,sdg,MarsRi20,pass_defended,0,,,,,
player,201409080crd,sdg,MarsRi20,sacks,0.0,,,,,
player,201409080crd,sdg,MarsRi20,tackles_combined,3,,,,,
player,201409080crd,sdg,MarsRi20,tackles_solo,2,,,,,
player,201409080crd,sdg,MarsRi20,tackles_assists,1,,,,,
player,201409080crd,sdg,MarsRi20,tackles_loss,0,,,,,
player,201409080crd,sdg,MarsRi20,qb_hits,0,,,,,
player,201409080crd,sdg,MarsRi20,fumbles_rec,0,,,,,
player,201409080crd,sdg,MarsRi20,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,MarsRi20,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,MarsRi20,fumbles_forced,0,,,,,
player,201409080crd,sdg,ButlDo99,def_int,0,,,,,
player,201409080crd,sdg,ButlDo99,def_int_yds,0,,,,,
player,201409080crd,sdg,ButlDo99,def_int_td,0,,,,,
player,201409080crd,sdg,ButlDo99,def_int_long,0,,,,,
player,201409080crd,sdg,ButlDo99,pass_defended,0,,,,,
player,201409080crd,sdg,ButlDo99,sacks,0.0,,,,,
player,201409080crd,sdg,ButlDo99,tackles_combined,2,,,,,
player,201409080crd,sdg,ButlDo99,tackles_solo,2,,,,,
player,201409080crd,sdg,ButlDo99,tackles_assists,0,,,,,
player,201409080crd,sdg,ButlDo99,tackles_loss,0,,,,,
player,201409080crd,sdg,ButlDo99,qb_hits,0,,,,,
player,201409080crd,sdg,ButlDo99,fumbles_rec,1,,,,,
player,201409080crd,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201409080crd,sdg,AjirSe00,def_int,0,,,,,
player,201409080crd,sdg,AjirSe00,def_int_yds,0,,,,,
player,201409080crd,sdg,AjirSe00,def_int_td,0,,,,,
player,201409080crd,sdg,AjirSe00,def_int_long,0,,,,,
player,201409080crd,sdg,AjirSe00,pass_defended,0,,,,,
player,201409080crd,sdg,AjirSe00,sacks,0.0,,,,,
player,201409080crd,sdg,AjirSe00,tackles_combined,1,,,,,
player,201409080crd,sdg,AjirSe00,tackles_solo,1,,,,,
player,201409080crd,sdg,AjirSe00,tackles_assists,0,,,,,
player,201409080crd,sdg,AjirSe00,tackles_loss,0,,,,,
player,201409080crd,sdg,AjirSe00,qb_hits,0,,,,,
player,201409080crd,sdg,AjirSe00,fumbles_rec,0,,,,,
player,201409080crd,sdg,AjirSe00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,AjirSe00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,AjirSe00,fumbles_forced,0,,,,,
player,201409080crd,sdg,ConnKa99,def_int,0,,,,,
player,201409080crd,sdg,ConnKa99,def_int_yds,0,,,,,
player,201409080crd,sdg,ConnKa99,def_int_td,0,,,,,
player,201409080crd,sdg,ConnKa99,def_int_long,0,,,,,
player,201409080crd,sdg,ConnKa99,pass_defended,0,,,,,
player,201409080crd,sdg,ConnKa99,sacks,0.0,,,,,
player,201409080crd,sdg,ConnKa99,tackles_combined,1,,,,,
player,201409080crd,sdg,ConnKa99,tackles_solo,1,,,,,
player,201409080crd,sdg,ConnKa99,tackles_assists,0,,,,,
player,201409080crd,sdg,ConnKa99,tackles_loss,0,,,,,
player,201409080crd,sdg,ConnKa99,qb_hits,0,,,,,
player,201409080crd,sdg,ConnKa99,fumbles_rec,0,,,,,
player,201409080crd,sdg,ConnKa99,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,ConnKa99,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,ConnKa99,fumbles_forced,0,,,,,
player,201409080crd,sdg,LissSe99,def_int,0,,,,,
player,201409080crd,sdg,LissSe99,def_int_yds,0,,,,,
player,201409080crd,sdg,LissSe99,def_int_td,0,,,,,
player,201409080crd,sdg,LissSe99,def_int_long,0,,,,,
player,201409080crd,sdg,LissSe99,pass_defended,0,,,,,
player,201409080crd,sdg,LissSe99,sacks,0.0,,,,,
player,201409080crd,sdg,LissSe99,tackles_combined,1,,,,,
player,201409080crd,sdg,LissSe99,tackles_solo,1,,,,,
player,201409080crd,sdg,LissSe99,tackles_assists,0,,,,,
player,201409080crd,sdg,LissSe99,tackles_loss,0,,,,,
player,201409080crd,sdg,LissSe99,qb_hits,0,,,,,
player,201409080crd,sdg,LissSe99,fumbles_rec,0,,,,,
player,201409080crd,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,LissSe99,fumbles_forced,0,,,,,
player,201409080crd,sdg,PaleTe00,def_int,0,,,,,
player,201409080crd,sdg,PaleTe00,def_int_yds,0,,,,,
player,201409080crd,sdg,PaleTe00,def_int_td,0,,,,,
player,201409080crd,sdg,PaleTe00,def_int_long,0,,,,,
player,201409080crd,sdg,PaleTe00,pass_defended,0,,,,,
player,201409080crd,sdg,PaleTe00,sacks,0.0,,,,,
player,201409080crd,sdg,PaleTe00,tackles_combined,1,,,,,
player,201409080crd,sdg,PaleTe00,tackles_solo,1,,,,,
player,201409080crd,sdg,PaleTe00,tackles_assists,0,,,,,
player,201409080crd,sdg,PaleTe00,tackles_loss,0,,,,,
player,201409080crd,sdg,PaleTe00,qb_hits,0,,,,,
player,201409080crd,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201409080crd,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201409080crd,sdg,ReyeKe00,def_int,0,,,,,
player,201409080crd,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201409080crd,sdg,ReyeKe00,def_int_td,0,,,,,
player,201409080crd,sdg,ReyeKe00,def_int_long,0,,,,,
player,201409080crd,sdg,ReyeKe00,pass_defended,0,,,,,
player,201409080crd,sdg,ReyeKe00,sacks,0.0,,,,,
player,201409080crd,sdg,ReyeKe00,tackles_combined,1,,,,,
player,201409080crd,sdg,ReyeKe00,tackles_solo,1,,,,,
player,201409080crd,sdg,ReyeKe00,tackles_assists,0,,,,,
player,201409080crd,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201409080crd,sdg,ReyeKe00,qb_hits,0,,,,,
player,201409080crd,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201409080crd,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201409080crd,sdg,FreeDw00,def_int,0,,,,,
player,201409080crd,sdg,FreeDw00,def_int_yds,0,,,,,
player,201409080crd,sdg,FreeDw00,def_int_td,0,,,,,
player,201409080crd,sdg,FreeDw00,def_int_long,0,,,,,
player,201409080crd,sdg,FreeDw00,pass_defended,0,,,,,
player,201409080crd,sdg,FreeDw00,sacks,0.0,,,,,
player,201409080crd,sdg,FreeDw00,tackles_combined,0,,,,,
player,201409080crd,sdg,FreeDw00,tackles_solo,0,,,,,
player,201409080crd,sdg,FreeDw00,tackles_assists,0,,,,,
player,201409080crd,sdg,FreeDw00,tackles_loss,0,,,,,
player,201409080crd,sdg,FreeDw00,qb_hits,0,,,,,
player,201409080crd,sdg,FreeDw00,fumbles_rec,1,,,,,
player,201409080crd,sdg,FreeDw00,fumbles_rec_yds,0,,,,,
player,201409080crd,sdg,FreeDw00,fumbles_rec_td,0,,,,,
player,201409080crd,sdg,FreeDw00,fumbles_forced,0,,,,,
player,201409080crd,crd,PoweJe99,def_int,1,,,,,
player,201409080crd,crd,PoweJe99,def_int_yds,12,,,,,
player,201409080crd,crd,PoweJe99,def_int_td,0,,,,,
player,201409080crd,crd,PoweJe99,def_int_long,12,,,,,
player,201409080crd,crd,PoweJe99,pass_defended,2,,,,,
player,201409080crd,crd,PoweJe99,sacks,0.0,,,,,
player,201409080crd,crd,PoweJe99,tackles_combined,2,,,,,
player,201409080crd,crd,PoweJe99,tackles_solo,2,,,,,
player,201409080crd,crd,PoweJe99,tackles_assists,0,,,,,
player,201409080crd,crd,PoweJe99,tackles_loss,0,,,,,
player,201409080crd,crd,PoweJe99,qb_hits,0,,,,,
player,201409080crd,crd,PoweJe99,fumbles_rec,0,,,,,
player,201409080crd,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201409080crd,crd,PoweJe99,fumbles_forced,0,,,,,
player,201409080crd,crd,FootLa20,def_int,0,,,,,
player,201409080crd,crd,FootLa20,def_int_yds,0,,,,,
player,201409080crd,crd,FootLa20,def_int_td,0,,,,,
player,201409080crd,crd,FootLa20,def_int_long,0,,,,,
player,201409080crd,crd,FootLa20,pass_defended,1,,,,,
player,201409080crd,crd,FootLa20,sacks,0.0,,,,,
player,201409080crd,crd,FootLa20,tackles_combined,8,,,,,
player,201409080crd,crd,FootLa20,tackles_solo,8,,,,,
player,201409080crd,crd,FootLa20,tackles_assists,0,,,,,
player,201409080crd,crd,FootLa20,tackles_loss,2,,,,,
player,201409080crd,crd,FootLa20,qb_hits,0,,,,,
player,201409080crd,crd,FootLa20,fumbles_rec,0,,,,,
player,201409080crd,crd,FootLa20,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,FootLa20,fumbles_rec_td,0,,,,,
player,201409080crd,crd,FootLa20,fumbles_forced,0,,,,,
player,201409080crd,crd,JeffTo00,def_int,0,,,,,
player,201409080crd,crd,JeffTo00,def_int_yds,0,,,,,
player,201409080crd,crd,JeffTo00,def_int_td,0,,,,,
player,201409080crd,crd,JeffTo00,def_int_long,0,,,,,
player,201409080crd,crd,JeffTo00,pass_defended,0,,,,,
player,201409080crd,crd,JeffTo00,sacks,0.0,,,,,
player,201409080crd,crd,JeffTo00,tackles_combined,8,,,,,
player,201409080crd,crd,JeffTo00,tackles_solo,7,,,,,
player,201409080crd,crd,JeffTo00,tackles_assists,1,,,,,
player,201409080crd,crd,JeffTo00,tackles_loss,1,,,,,
player,201409080crd,crd,JeffTo00,qb_hits,1,,,,,
player,201409080crd,crd,JeffTo00,fumbles_rec,0,,,,,
player,201409080crd,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,JeffTo00,fumbles_forced,0,,,,,
player,201409080crd,crd,BucaDe00,def_int,0,,,,,
player,201409080crd,crd,BucaDe00,def_int_yds,0,,,,,
player,201409080crd,crd,BucaDe00,def_int_td,0,,,,,
player,201409080crd,crd,BucaDe00,def_int_long,0,,,,,
player,201409080crd,crd,BucaDe00,pass_defended,0,,,,,
player,201409080crd,crd,BucaDe00,sacks,0.0,,,,,
player,201409080crd,crd,BucaDe00,tackles_combined,5,,,,,
player,201409080crd,crd,BucaDe00,tackles_solo,5,,,,,
player,201409080crd,crd,BucaDe00,tackles_assists,0,,,,,
player,201409080crd,crd,BucaDe00,tackles_loss,1,,,,,
player,201409080crd,crd,BucaDe00,qb_hits,0,,,,,
player,201409080crd,crd,BucaDe00,fumbles_rec,0,,,,,
player,201409080crd,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,BucaDe00,fumbles_forced,0,,,,,
player,201409080crd,crd,JohnRa98,def_int,0,,,,,
player,201409080crd,crd,JohnRa98,def_int_yds,0,,,,,
player,201409080crd,crd,JohnRa98,def_int_td,0,,,,,
player,201409080crd,crd,JohnRa98,def_int_long,0,,,,,
player,201409080crd,crd,JohnRa98,pass_defended,0,,,,,
player,201409080crd,crd,JohnRa98,sacks,0.0,,,,,
player,201409080crd,crd,JohnRa98,tackles_combined,5,,,,,
player,201409080crd,crd,JohnRa98,tackles_solo,4,,,,,
player,201409080crd,crd,JohnRa98,tackles_assists,1,,,,,
player,201409080crd,crd,JohnRa98,tackles_loss,0,,,,,
player,201409080crd,crd,JohnRa98,qb_hits,0,,,,,
player,201409080crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201409080crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201409080crd,crd,JohnRa98,fumbles_forced,0,,,,,
player,201409080crd,crd,CromAn20,def_int,0,,,,,
player,201409080crd,crd,CromAn20,def_int_yds,0,,,,,
player,201409080crd,crd,CromAn20,def_int_td,0,,,,,
player,201409080crd,crd,CromAn20,def_int_long,0,,,,,
player,201409080crd,crd,CromAn20,pass_defended,1,,,,,
player,201409080crd,crd,CromAn20,sacks,0.0,,,,,
player,201409080crd,crd,CromAn20,tackles_combined,3,,,,,
player,201409080crd,crd,CromAn20,tackles_solo,2,,,,,
player,201409080crd,crd,CromAn20,tackles_assists,1,,,,,
player,201409080crd,crd,CromAn20,tackles_loss,0,,,,,
player,201409080crd,crd,CromAn20,qb_hits,0,,,,,
player,201409080crd,crd,CromAn20,fumbles_rec,0,,,,,
player,201409080crd,crd,CromAn20,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,CromAn20,fumbles_rec_td,0,,,,,
player,201409080crd,crd,CromAn20,fumbles_forced,0,,,,,
player,201409080crd,crd,MintKe00,def_int,0,,,,,
player,201409080crd,crd,MintKe00,def_int_yds,0,,,,,
player,201409080crd,crd,MintKe00,def_int_td,0,,,,,
player,201409080crd,crd,MintKe00,def_int_long,0,,,,,
player,201409080crd,crd,MintKe00,pass_defended,0,,,,,
player,201409080crd,crd,MintKe00,sacks,0.0,,,,,
player,201409080crd,crd,MintKe00,tackles_combined,3,,,,,
player,201409080crd,crd,MintKe00,tackles_solo,3,,,,,
player,201409080crd,crd,MintKe00,tackles_assists,0,,,,,
player,201409080crd,crd,MintKe00,tackles_loss,0,,,,,
player,201409080crd,crd,MintKe00,qb_hits,0,,,,,
player,201409080crd,crd,MintKe00,fumbles_rec,0,,,,,
player,201409080crd,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,MintKe00,fumbles_forced,0,,,,,
player,201409080crd,crd,AchoSa00,def_int,0,,,,,
player,201409080crd,crd,AchoSa00,def_int_yds,0,,,,,
player,201409080crd,crd,AchoSa00,def_int_td,0,,,,,
player,201409080crd,crd,AchoSa00,def_int_long,0,,,,,
player,201409080crd,crd,AchoSa00,pass_defended,0,,,,,
player,201409080crd,crd,AchoSa00,sacks,0.0,,,,,
player,201409080crd,crd,AchoSa00,tackles_combined,2,,,,,
player,201409080crd,crd,AchoSa00,tackles_solo,2,,,,,
player,201409080crd,crd,AchoSa00,tackles_assists,0,,,,,
player,201409080crd,crd,AchoSa00,tackles_loss,1,,,,,
player,201409080crd,crd,AchoSa00,qb_hits,0,,,,,
player,201409080crd,crd,AchoSa00,fumbles_rec,0,,,,,
player,201409080crd,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,AchoSa00,fumbles_forced,0,,,,,
player,201409080crd,crd,KellTo21,def_int,0,,,,,
player,201409080crd,crd,KellTo21,def_int_yds,0,,,,,
player,201409080crd,crd,KellTo21,def_int_td,0,,,,,
player,201409080crd,crd,KellTo21,def_int_long,0,,,,,
player,201409080crd,crd,KellTo21,pass_defended,0,,,,,
player,201409080crd,crd,KellTo21,sacks,0.0,,,,,
player,201409080crd,crd,KellTo21,tackles_combined,2,,,,,
player,201409080crd,crd,KellTo21,tackles_solo,2,,,,,
player,201409080crd,crd,KellTo21,tackles_assists,0,,,,,
player,201409080crd,crd,KellTo21,tackles_loss,1,,,,,
player,201409080crd,crd,KellTo21,qb_hits,1,,,,,
player,201409080crd,crd,KellTo21,fumbles_rec,0,,,,,
player,201409080crd,crd,KellTo21,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,KellTo21,fumbles_rec_td,0,,,,,
player,201409080crd,crd,KellTo21,fumbles_forced,0,,,,,
player,201409080crd,crd,ShauMa99,def_int,0,,,,,
player,201409080crd,crd,ShauMa99,def_int_yds,0,,,,,
player,201409080crd,crd,ShauMa99,def_int_td,0,,,,,
player,201409080crd,crd,ShauMa99,def_int_long,0,,,,,
player,201409080crd,crd,ShauMa99,pass_defended,0,,,,,
player,201409080crd,crd,ShauMa99,sacks,0.0,,,,,
player,201409080crd,crd,ShauMa99,tackles_combined,2,,,,,
player,201409080crd,crd,ShauMa99,tackles_solo,2,,,,,
player,201409080crd,crd,ShauMa99,tackles_assists,0,,,,,
player,201409080crd,crd,ShauMa99,tackles_loss,1,,,,,
player,201409080crd,crd,ShauMa99,qb_hits,0,,,,,
player,201409080crd,crd,ShauMa99,fumbles_rec,0,,,,,
player,201409080crd,crd,ShauMa99,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,ShauMa99,fumbles_rec_td,0,,,,,
player,201409080crd,crd,ShauMa99,fumbles_forced,0,,,,,
player,201409080crd,crd,WillDa99,def_int,0,,,,,
player,201409080crd,crd,WillDa99,def_int_yds,0,,,,,
player,201409080crd,crd,WillDa99,def_int_td,0,,,,,
player,201409080crd,crd,WillDa99,def_int_long,0,,,,,
player,201409080crd,crd,WillDa99,pass_defended,0,,,,,
player,201409080crd,crd,WillDa99,sacks,0.0,,,,,
player,201409080crd,crd,WillDa99,tackles_combined,2,,,,,
player,201409080crd,crd,WillDa99,tackles_solo,2,,,,,
player,201409080crd,crd,WillDa99,tackles_assists,0,,,,,
player,201409080crd,crd,WillDa99,tackles_loss,0,,,,,
player,201409080crd,crd,WillDa99,qb_hits,0,,,,,
player,201409080crd,crd,WillDa99,fumbles_rec,0,,,,,
player,201409080crd,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,WillDa99,fumbles_rec_td,0,,,,,
