game,2014,16,20141221,201412210dal,clt,"Indianapolis Colts",7,dal,"Dallas Cowboys",42
player,201412210dal,dal,WillTe01,rec_yds,52,,,,,
player,201412210dal,dal,WillTe01,rec_td,2,,,,,
player,201412210dal,dal,WillTe01,rec_long,43,,,,,
player,201412210dal,dal,WillTe01,fumbles,0,,,,,
player,201412210dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201412210dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201412210dal,dal,BeasCo00,pass_att,0,,,,,
player,201412210dal,dal,BeasCo00,pass_yds,0,,,,,
player,201412210dal,dal,BeasCo00,pass_td,0,,,,,
player,201412210dal,dal,BeasCo00,pass_int,0,,,,,
player,201412210dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201412210dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201412210dal,dal,BeasCo00,pass_long,0,,,,,
player,201412210dal,dal,BeasCo00,pass_rating,,,,,,
player,201412210dal,dal,BeasCo00,rush_att,0,,,,,
player,201412210dal,dal,BeasCo00,rush_yds,0,,,,,
player,201412210dal,dal,BeasCo00,rush_td,0,,,,,
player,201412210dal,dal,BeasCo00,rush_long,0,,,,,
player,201412210dal,dal,BeasCo00,targets,3,,,,,
player,201412210dal,dal,BeasCo00,rec,2,,,,,
player,201412210dal,dal,BeasCo00,rec_yds,29,,,,,
player,201412210dal,dal,BeasCo00,rec_td,1,,,,,
player,201412210dal,dal,BeasCo00,rec_long,24,,,,,
player,201412210dal,dal,BeasCo00,fumbles,0,,,,,
player,201412210dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201412210dal,dal,HarrDw00,pass_cmp,0,,,,,
player,201412210dal,dal,HarrDw00,pass_att,0,,,,,
player,201412210dal,dal,HarrDw00,pass_yds,0,,,,,
player,201412210dal,dal,HarrDw00,pass_td,0,,,,,
player,201412210dal,dal,HarrDw00,pass_int,0,,,,,
player,201412210dal,dal,HarrDw00,pass_sacked,0,,,,,
player,201412210dal,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201412210dal,dal,HarrDw00,pass_long,0,,,,,
player,201412210dal,dal,HarrDw00,pass_rating,,,,,,
player,201412210dal,dal,HarrDw00,rush_att,0,,,,,
player,201412210dal,dal,HarrDw00,rush_yds,0,,,,,
player,201412210dal,dal,HarrDw00,rush_td,0,,,,,
player,201412210dal,dal,HarrDw00,rush_long,0,,,,,
player,201412210dal,dal,HarrDw00,targets,1,,,,,
player,201412210dal,dal,HarrDw00,rec,0,,,,,
player,201412210dal,dal,HarrDw00,rec_yds,0,,,,,
player,201412210dal,dal,HarrDw00,rec_td,0,,,,,
player,201412210dal,dal,HarrDw00,rec_long,0,,,,,
player,201412210dal,dal,HarrDw00,fumbles,0,,,,,
player,201412210dal,dal,HarrDw00,fumbles_lost,0,,,,,
player,201412210dal,clt,JoneAr22,def_int,0,,,,,
player,201412210dal,clt,JoneAr22,def_int_yds,0,,,,,
player,201412210dal,clt,JoneAr22,def_int_td,0,,,,,
player,201412210dal,clt,JoneAr22,def_int_long,0,,,,,
player,201412210dal,clt,JoneAr22,pass_defended,0,,,,,
player,201412210dal,clt,JoneAr22,sacks,1.0,,,,,
player,201412210dal,clt,JoneAr22,tackles_combined,7,,,,,
player,201412210dal,clt,JoneAr22,tackles_solo,4,,,,,
player,201412210dal,clt,JoneAr22,tackles_assists,3,,,,,
player,201412210dal,clt,JoneAr22,tackles_loss,1,,,,,
player,201412210dal,clt,JoneAr22,qb_hits,1,,,,,
player,201412210dal,clt,JoneAr22,fumbles_rec,0,,,,,
player,201412210dal,clt,JoneAr22,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,JoneAr22,fumbles_rec_td,0,,,,,
player,201412210dal,clt,JoneAr22,fumbles_forced,0,,,,,
player,201412210dal,clt,JackDQ20,def_int,0,,,,,
player,201412210dal,clt,JackDQ20,def_int_yds,0,,,,,
player,201412210dal,clt,JackDQ20,def_int_td,0,,,,,
player,201412210dal,clt,JackDQ20,def_int_long,0,,,,,
player,201412210dal,clt,JackDQ20,pass_defended,0,,,,,
player,201412210dal,clt,JackDQ20,sacks,0.0,,,,,
player,201412210dal,clt,JackDQ20,tackles_combined,11,,,,,
player,201412210dal,clt,JackDQ20,tackles_solo,5,,,,,
player,201412210dal,clt,JackDQ20,tackles_assists,6,,,,,
player,201412210dal,clt,JackDQ20,tackles_loss,2,,,,,
player,201412210dal,clt,JackDQ20,qb_hits,0,,,,,
player,201412210dal,clt,JackDQ20,fumbles_rec,1,,,,,
player,201412210dal,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201412210dal,clt,JackDQ20,fumbles_forced,0,,,,,
player,201412210dal,clt,AdamMi21,def_int,0,,,,,
player,201412210dal,clt,AdamMi21,def_int_yds,0,,,,,
player,201412210dal,clt,AdamMi21,def_int_td,0,,,,,
player,201412210dal,clt,AdamMi21,def_int_long,0,,,,,
player,201412210dal,clt,AdamMi21,pass_defended,0,,,,,
player,201412210dal,clt,AdamMi21,sacks,0.0,,,,,
player,201412210dal,clt,AdamMi21,tackles_combined,9,,,,,
player,201412210dal,clt,AdamMi21,tackles_solo,6,,,,,
player,201412210dal,clt,AdamMi21,tackles_assists,3,,,,,
player,201412210dal,clt,AdamMi21,tackles_loss,1,,,,,
player,201412210dal,clt,AdamMi21,qb_hits,0,,,,,
player,201412210dal,clt,AdamMi21,fumbles_rec,0,,,,,
player,201412210dal,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201412210dal,clt,AdamMi21,fumbles_forced,0,,,,,
player,201412210dal,clt,LandLa99,def_int,0,,,,,
player,201412210dal,clt,LandLa99,def_int_yds,0,,,,,
player,201412210dal,clt,LandLa99,def_int_td,0,,,,,
player,201412210dal,clt,LandLa99,def_int_long,0,,,,,
player,201412210dal,clt,LandLa99,pass_defended,0,,,,,
player,201412210dal,clt,LandLa99,sacks,0.0,,,,,
player,201412210dal,clt,LandLa99,tackles_combined,7,,,,,
player,201412210dal,clt,LandLa99,tackles_solo,7,,,,,
player,201412210dal,clt,LandLa99,tackles_assists,0,,,,,
player,201412210dal,clt,LandLa99,tackles_loss,2,,,,,
player,201412210dal,clt,LandLa99,qb_hits,0,,,,,
player,201412210dal,clt,LandLa99,fumbles_rec,0,,,,,
player,201412210dal,clt,LandLa99,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,LandLa99,fumbles_rec_td,0,,,,,
player,201412210dal,clt,LandLa99,fumbles_forced,0,,,,,
player,201412210dal,clt,FreeJe00,def_int,0,,,,,
player,201412210dal,clt,FreeJe00,def_int_yds,0,,,,,
player,201412210dal,clt,FreeJe00,def_int_td,0,,,,,
player,201412210dal,clt,FreeJe00,def_int_long,0,,,,,
player,201412210dal,clt,FreeJe00,pass_defended,0,,,,,
player,201412210dal,clt,FreeJe00,sacks,0.0,,,,,
player,201412210dal,clt,FreeJe00,tackles_combined,5,,,,,
player,201412210dal,clt,FreeJe00,tackles_solo,5,,,,,
player,201412210dal,clt,FreeJe00,tackles_assists,0,,,,,
player,201412210dal,clt,FreeJe00,tackles_loss,0,,,,,
player,201412210dal,clt,FreeJe00,qb_hits,0,,,,,
player,201412210dal,clt,FreeJe00,fumbles_rec,0,,,,,
player,201412210dal,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201412210dal,clt,FreeJe00,fumbles_forced,0,,,,,
player,201412210dal,clt,DaviVo99,def_int,0,,,,,
player,201412210dal,clt,DaviVo99,def_int_yds,0,,,,,
player,201412210dal,clt,DaviVo99,def_int_td,0,,,,,
player,201412210dal,clt,DaviVo99,def_int_long,0,,,,,
player,201412210dal,clt,DaviVo99,pass_defended,0,,,,,
player,201412210dal,clt,DaviVo99,sacks,0.0,,,,,
player,201412210dal,clt,DaviVo99,tackles_combined,4,,,,,
player,201412210dal,clt,DaviVo99,tackles_solo,4,,,,,
player,201412210dal,clt,DaviVo99,tackles_assists,0,,,,,
player,201412210dal,clt,DaviVo99,tackles_loss,0,,,,,
player,201412210dal,clt,DaviVo99,qb_hits,0,,,,,
player,201412210dal,clt,DaviVo99,fumbles_rec,0,,,,,
player,201412210dal,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201412210dal,clt,DaviVo99,fumbles_forced,0,,,,,
player,201412210dal,clt,ButlDa99,def_int,0,,,,,
player,201412210dal,clt,ButlDa99,def_int_yds,0,,,,,
player,201412210dal,clt,ButlDa99,def_int_td,0,,,,,
player,201412210dal,clt,ButlDa99,def_int_long,0,,,,,
player,201412210dal,clt,ButlDa99,pass_defended,0,,,,,
player,201412210dal,clt,ButlDa99,sacks,0.0,,,,,
player,201412210dal,clt,ButlDa99,tackles_combined,3,,,,,
player,201412210dal,clt,ButlDa99,tackles_solo,3,,,,,
player,201412210dal,clt,ButlDa99,tackles_assists,0,,,,,
player,201412210dal,clt,ButlDa99,tackles_loss,0,,,,,
player,201412210dal,clt,ButlDa99,qb_hits,0,,,,,
player,201412210dal,clt,ButlDa99,fumbles_rec,0,,,,,
player,201412210dal,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201412210dal,clt,ButlDa99,fumbles_forced,1,,,,,
player,201412210dal,clt,ToleGr99,def_int,0,,,,,
player,201412210dal,clt,ToleGr99,def_int_yds,0,,,,,
player,201412210dal,clt,ToleGr99,def_int_td,0,,,,,
player,201412210dal,clt,ToleGr99,def_int_long,0,,,,,
player,201412210dal,clt,ToleGr99,pass_defended,0,,,,,
player,201412210dal,clt,ToleGr99,sacks,0.0,,,,,
player,201412210dal,clt,ToleGr99,tackles_combined,3,,,,,
player,201412210dal,clt,ToleGr99,tackles_solo,2,,,,,
player,201412210dal,clt,ToleGr99,tackles_assists,1,,,,,
player,201412210dal,clt,ToleGr99,tackles_loss,0,,,,,
player,201412210dal,clt,ToleGr99,qb_hits,0,,,,,
player,201412210dal,clt,ToleGr99,fumbles_rec,0,,,,,
player,201412210dal,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201412210dal,clt,ToleGr99,fumbles_forced,0,,,,,
player,201412210dal,clt,WernBj00,def_int,0,,,,,
player,201412210dal,clt,WernBj00,def_int_yds,0,,,,,
player,201412210dal,clt,WernBj00,def_int_td,0,,,,,
player,201412210dal,clt,WernBj00,def_int_long,0,,,,,
player,201412210dal,clt,WernBj00,pass_defended,1,,,,,
player,201412210dal,clt,WernBj00,sacks,0.0,,,,,
player,201412210dal,clt,WernBj00,tackles_combined,3,,,,,
player,201412210dal,clt,WernBj00,tackles_solo,3,,,,,
player,201412210dal,clt,WernBj00,tackles_assists,0,,,,,
player,201412210dal,clt,WernBj00,tackles_loss,2,,,,,
player,201412210dal,clt,WernBj00,qb_hits,0,,,,,
player,201412210dal,clt,WernBj00,fumbles_rec,0,,,,,
player,201412210dal,clt,WernBj00,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,WernBj00,fumbles_rec_td,0,,,,,
player,201412210dal,clt,WernBj00,fumbles_forced,0,,,,,
player,201412210dal,clt,AndeCo01,def_int,0,,,,,
player,201412210dal,clt,AndeCo01,def_int_yds,0,,,,,
player,201412210dal,clt,AndeCo01,def_int_td,0,,,,,
player,201412210dal,clt,AndeCo01,def_int_long,0,,,,,
player,201412210dal,clt,AndeCo01,pass_defended,0,,,,,
player,201412210dal,clt,AndeCo01,sacks,0.0,,,,,
player,201412210dal,clt,AndeCo01,tackles_combined,2,,,,,
player,201412210dal,clt,AndeCo01,tackles_solo,2,,,,,
player,201412210dal,clt,AndeCo01,tackles_assists,0,,,,,
player,201412210dal,clt,AndeCo01,tackles_loss,0,,,,,
player,201412210dal,clt,AndeCo01,qb_hits,0,,,,,
player,201412210dal,clt,AndeCo01,fumbles_rec,0,,,,,
player,201412210dal,clt,AndeCo01,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,AndeCo01,fumbles_rec_td,0,,,,,
player,201412210dal,clt,AndeCo01,fumbles_forced,0,,,,,
player,201412210dal,clt,BrowSe00,def_int,0,,,,,
player,201412210dal,clt,BrowSe00,def_int_yds,0,,,,,
player,201412210dal,clt,BrowSe00,def_int_td,0,,,,,
player,201412210dal,clt,BrowSe00,def_int_long,0,,,,,
player,201412210dal,clt,BrowSe00,pass_defended,1,,,,,
player,201412210dal,clt,BrowSe00,sacks,0.0,,,,,
player,201412210dal,clt,BrowSe00,tackles_combined,2,,,,,
player,201412210dal,clt,BrowSe00,tackles_solo,1,,,,,
player,201412210dal,clt,BrowSe00,tackles_assists,1,,,,,
player,201412210dal,clt,BrowSe00,tackles_loss,1,,,,,
player,201412210dal,clt,BrowSe00,qb_hits,0,,,,,
player,201412210dal,clt,BrowSe00,fumbles_rec,0,,,,,
player,201412210dal,clt,BrowSe00,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,BrowSe00,fumbles_rec_td,0,,,,,
player,201412210dal,clt,BrowSe00,fumbles_forced,0,,,,,
player,201412210dal,clt,JeanRi99,def_int,0,,,,,
player,201412210dal,clt,JeanRi99,def_int_yds,0,,,,,
player,201412210dal,clt,JeanRi99,def_int_td,0,,,,,
player,201412210dal,clt,JeanRi99,def_int_long,0,,,,,
player,201412210dal,clt,JeanRi99,pass_defended,0,,,,,
player,201412210dal,clt,JeanRi99,sacks,0.0,,,,,
player,201412210dal,clt,JeanRi99,tackles_combined,2,,,,,
player,201412210dal,clt,JeanRi99,tackles_solo,2,,,,,
player,201412210dal,clt,JeanRi99,tackles_assists,0,,,,,
player,201412210dal,clt,JeanRi99,tackles_loss,0,,,,,
player,201412210dal,clt,JeanRi99,qb_hits,0,,,,,
player,201412210dal,clt,JeanRi99,fumbles_rec,0,,,,,
player,201412210dal,clt,JeanRi99,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,JeanRi99,fumbles_rec_td,0,,,,,
player,201412210dal,clt,JeanRi99,fumbles_forced,0,,,,,
player,201412210dal,clt,NewsJo00,def_int,0,,,,,
player,201412210dal,clt,NewsJo00,def_int_yds,0,,,,,
player,201412210dal,clt,NewsJo00,def_int_td,0,,,,,
player,201412210dal,clt,NewsJo00,def_int_long,0,,,,,
player,201412210dal,clt,NewsJo00,pass_defended,0,,,,,
player,201412210dal,clt,NewsJo00,sacks,0.0,,,,,
player,201412210dal,clt,NewsJo00,tackles_combined,2,,,,,
player,201412210dal,clt,NewsJo00,tackles_solo,1,,,,,
player,201412210dal,clt,NewsJo00,tackles_assists,1,,,,,
player,201412210dal,clt,NewsJo00,tackles_loss,0,,,,,
player,201412210dal,clt,NewsJo00,qb_hits,0,,,,,
player,201412210dal,clt,NewsJo00,fumbles_rec,0,,,,,
player,201412210dal,clt,NewsJo00,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,NewsJo00,fumbles_rec_td,0,,,,,
player,201412210dal,clt,NewsJo00,fumbles_forced,0,,,,,
player,201412210dal,clt,WaldEr99,def_int,0,,,,,
player,201412210dal,clt,WaldEr99,def_int_yds,0,,,,,
player,201412210dal,clt,WaldEr99,def_int_td,0,,,,,
player,201412210dal,clt,WaldEr99,def_int_long,0,,,,,
player,201412210dal,clt,WaldEr99,pass_defended,0,,,,,
player,201412210dal,clt,WaldEr99,sacks,0.0,,,,,
player,201412210dal,clt,WaldEr99,tackles_combined,2,,,,,
player,201412210dal,clt,WaldEr99,tackles_solo,1,,,,,
player,201412210dal,clt,WaldEr99,tackles_assists,1,,,,,
player,201412210dal,clt,WaldEr99,tackles_loss,0,,,,,
player,201412210dal,clt,WaldEr99,qb_hits,0,,,,,
player,201412210dal,clt,WaldEr99,fumbles_rec,0,,,,,
player,201412210dal,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201412210dal,clt,WaldEr99,fumbles_forced,0,,,,,
player,201412210dal,clt,ChapJo00,def_int,0,,,,,
player,201412210dal,clt,ChapJo00,def_int_yds,0,,,,,
player,201412210dal,clt,ChapJo00,def_int_td,0,,,,,
player,201412210dal,clt,ChapJo00,def_int_long,0,,,,,
player,201412210dal,clt,ChapJo00,pass_defended,0,,,,,
player,201412210dal,clt,ChapJo00,sacks,0.0,,,,,
player,201412210dal,clt,ChapJo00,tackles_combined,1,,,,,
player,201412210dal,clt,ChapJo00,tackles_solo,1,,,,,
player,201412210dal,clt,ChapJo00,tackles_assists,0,,,,,
player,201412210dal,clt,ChapJo00,tackles_loss,1,,,,,
player,201412210dal,clt,ChapJo00,qb_hits,0,,,,,
player,201412210dal,clt,ChapJo00,fumbles_rec,0,,,,,
player,201412210dal,clt,ChapJo00,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,ChapJo00,fumbles_rec_td,0,,,,,
player,201412210dal,clt,ChapJo00,fumbles_forced,0,,,,,
player,201412210dal,clt,McNaJo00,def_int,0,,,,,
player,201412210dal,clt,McNaJo00,def_int_yds,0,,,,,
player,201412210dal,clt,McNaJo00,def_int_td,0,,,,,
player,201412210dal,clt,McNaJo00,def_int_long,0,,,,,
player,201412210dal,clt,McNaJo00,pass_defended,0,,,,,
player,201412210dal,clt,McNaJo00,sacks,0.0,,,,,
player,201412210dal,clt,McNaJo00,tackles_combined,1,,,,,
player,201412210dal,clt,McNaJo00,tackles_solo,1,,,,,
player,201412210dal,clt,McNaJo00,tackles_assists,0,,,,,
player,201412210dal,clt,McNaJo00,tackles_loss,0,,,,,
player,201412210dal,clt,McNaJo00,qb_hits,0,,,,,
player,201412210dal,clt,McNaJo00,fumbles_rec,0,,,,,
player,201412210dal,clt,McNaJo00,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,McNaJo00,fumbles_rec_td,0,,,,,
player,201412210dal,clt,McNaJo00,fumbles_forced,0,,,,,
player,201412210dal,clt,MuamHe00,def_int,0,,,,,
player,201412210dal,clt,MuamHe00,def_int_yds,0,,,,,
player,201412210dal,clt,MuamHe00,def_int_td,0,,,,,
player,201412210dal,clt,MuamHe00,def_int_long,0,,,,,
player,201412210dal,clt,MuamHe00,pass_defended,0,,,,,
player,201412210dal,clt,MuamHe00,sacks,0.0,,,,,
player,201412210dal,clt,MuamHe00,tackles_combined,1,,,,,
player,201412210dal,clt,MuamHe00,tackles_solo,1,,,,,
player,201412210dal,clt,MuamHe00,tackles_assists,0,,,,,
player,201412210dal,clt,MuamHe00,tackles_loss,0,,,,,
player,201412210dal,clt,MuamHe00,qb_hits,0,,,,,
player,201412210dal,clt,MuamHe00,fumbles_rec,0,,,,,
player,201412210dal,clt,MuamHe00,fumbles_rec_yds,0,,,,,
player,201412210dal,clt,MuamHe00,fumbles_rec_td,0,,,,,
player,201412210dal,clt,MuamHe00,fumbles_forced,0,,,,,
player,201412210dal,dal,HitcAn00,def_int,1,,,,,
player,201412210dal,dal,HitcAn00,def_int_yds,8,,,,,
player,201412210dal,dal,HitcAn00,def_int_td,0,,,,,
player,201412210dal,dal,HitcAn00,def_int_long,8,,,,,
player,201412210dal,dal,HitcAn00,pass_defended,2,,,,,
player,201412210dal,dal,HitcAn00,sacks,0.0,,,,,
player,201412210dal,dal,HitcAn00,tackles_combined,8,,,,,
player,201412210dal,dal,HitcAn00,tackles_solo,8,,,,,
player,201412210dal,dal,HitcAn00,tackles_assists,0,,,,,
player,201412210dal,dal,HitcAn00,tackles_loss,0,,,,,
player,201412210dal,dal,HitcAn00,qb_hits,0,,,,,
player,201412210dal,dal,HitcAn00,fumbles_rec,0,,,,,
player,201412210dal,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,HitcAn00,fumbles_forced,0,,,,,
player,201412210dal,dal,WilcJ.00,def_int,1,,,,,
player,201412210dal,dal,WilcJ.00,def_int_yds,46,,,,,
player,201412210dal,dal,WilcJ.00,def_int_td,0,,,,,
player,201412210dal,dal,WilcJ.00,def_int_long,46,,,,,
player,201412210dal,dal,WilcJ.00,pass_defended,1,,,,,
player,201412210dal,dal,WilcJ.00,sacks,0.0,,,,,
player,201412210dal,dal,WilcJ.00,tackles_combined,1,,,,,
player,201412210dal,dal,WilcJ.00,tackles_solo,1,,,,,
player,201412210dal,dal,WilcJ.00,tackles_assists,0,,,,,
player,201412210dal,dal,WilcJ.00,tackles_loss,0,,,,,
player,201412210dal,dal,WilcJ.00,qb_hits,0,,,,,
player,201412210dal,dal,WilcJ.00,fumbles_rec,0,,,,,
player,201412210dal,dal,WilcJ.00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,WilcJ.00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,WilcJ.00,fumbles_forced,0,,,,,
player,201412210dal,dal,ScanOr99,def_int,0,,,,,
player,201412210dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201412210dal,dal,ScanOr99,def_int_td,0,,,,,
player,201412210dal,dal,ScanOr99,def_int_long,0,,,,,
player,201412210dal,dal,ScanOr99,pass_defended,0,,,,,
player,201412210dal,dal,ScanOr99,sacks,1.0,,,,,
player,201412210dal,dal,ScanOr99,tackles_combined,6,,,,,
player,201412210dal,dal,ScanOr99,tackles_solo,5,,,,,
player,201412210dal,dal,ScanOr99,tackles_assists,1,,,,,
player,201412210dal,dal,ScanOr99,tackles_loss,0,,,,,
player,201412210dal,dal,ScanOr99,qb_hits,0,,,,,
player,201412210dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201412210dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,ScanOr99,fumbles_forced,1,,,,,
player,201412210dal,dal,WilbKy00,def_int,0,,,,,
player,201412210dal,dal,WilbKy00,def_int_yds,0,,,,,
player,201412210dal,dal,WilbKy00,def_int_td,0,,,,,
player,201412210dal,dal,WilbKy00,def_int_long,0,,,,,
player,201412210dal,dal,WilbKy00,pass_defended,0,,,,,
player,201412210dal,dal,WilbKy00,sacks,1.0,,,,,
player,201412210dal,dal,WilbKy00,tackles_combined,2,,,,,
player,201412210dal,dal,WilbKy00,tackles_solo,2,,,,,
player,201412210dal,dal,WilbKy00,tackles_assists,0,,,,,
player,201412210dal,dal,WilbKy00,tackles_loss,1,,,,,
player,201412210dal,dal,WilbKy00,qb_hits,1,,,,,
player,201412210dal,dal,WilbKy00,fumbles_rec,0,,,,,
player,201412210dal,dal,WilbKy00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,WilbKy00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,WilbKy00,fumbles_forced,0,,,,,
player,201412210dal,dal,CarrBr99,def_int,0,,,,,
player,201412210dal,dal,CarrBr99,def_int_yds,0,,,,,
player,201412210dal,dal,CarrBr99,def_int_td,0,,,,,
player,201412210dal,dal,CarrBr99,def_int_long,0,,,,,
player,201412210dal,dal,CarrBr99,pass_defended,2,,,,,
player,201412210dal,dal,CarrBr99,sacks,0.0,,,,,
player,201412210dal,dal,CarrBr99,tackles_combined,4,,,,,
player,201412210dal,dal,CarrBr99,tackles_solo,3,,,,,
player,201412210dal,dal,CarrBr99,tackles_assists,1,,,,,
player,201412210dal,dal,CarrBr99,tackles_loss,0,,,,,
player,201412210dal,dal,CarrBr99,qb_hits,1,,,,,
player,201412210dal,dal,CarrBr99,fumbles_rec,0,,,,,
player,201412210dal,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,CarrBr99,fumbles_forced,0,,,,,
player,201412210dal,dal,CartBr00,def_int,0,,,,,
player,201412210dal,dal,CartBr00,def_int_yds,0,,,,,
player,201412210dal,dal,CartBr00,def_int_td,0,,,,,
player,201412210dal,dal,CartBr00,def_int_long,0,,,,,
player,201412210dal,dal,CartBr00,pass_defended,0,,,,,
player,201412210dal,dal,CartBr00,sacks,0.0,,,,,
player,201412210dal,dal,CartBr00,tackles_combined,4,,,,,
player,201412210dal,dal,CartBr00,tackles_solo,3,,,,,
player,201412210dal,dal,CartBr00,tackles_assists,1,,,,,
player,201412210dal,dal,CartBr00,tackles_loss,1,,,,,
player,201412210dal,dal,CartBr00,qb_hits,0,,,,,
player,201412210dal,dal,CartBr00,fumbles_rec,0,,,,,
player,201412210dal,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,CartBr00,fumbles_forced,0,,,,,
player,201412210dal,dal,McClRo00,def_int,0,,,,,
player,201412210dal,dal,McClRo00,def_int_yds,0,,,,,
player,201412210dal,dal,McClRo00,def_int_td,0,,,,,
player,201412210dal,dal,McClRo00,def_int_long,0,,,,,
player,201412210dal,dal,McClRo00,pass_defended,0,,,,,
player,201412210dal,dal,McClRo00,sacks,0.0,,,,,
player,201412210dal,dal,McClRo00,tackles_combined,4,,,,,
player,201412210dal,dal,McClRo00,tackles_solo,3,,,,,
player,201412210dal,dal,McClRo00,tackles_assists,1,,,,,
player,201412210dal,dal,McClRo00,tackles_loss,2,,,,,
player,201412210dal,dal,McClRo00,qb_hits,0,,,,,
player,201412210dal,dal,McClRo00,fumbles_rec,0,,,,,
player,201412210dal,dal,McClRo00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,McClRo00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,McClRo00,fumbles_forced,0,,,,,
player,201412210dal,dal,ChurBa99,def_int,0,,,,,
player,201412210dal,dal,ChurBa99,def_int_yds,0,,,,,
player,201412210dal,dal,ChurBa99,def_int_td,0,,,,,
player,201412210dal,dal,ChurBa99,def_int_long,0,,,,,
player,201412210dal,dal,ChurBa99,pass_defended,0,,,,,
player,201412210dal,dal,ChurBa99,sacks,0.0,,,,,
player,201412210dal,dal,ChurBa99,tackles_combined,3,,,,,
player,201412210dal,dal,ChurBa99,tackles_solo,1,,,,,
player,201412210dal,dal,ChurBa99,tackles_assists,2,,,,,
player,201412210dal,dal,ChurBa99,tackles_loss,0,,,,,
player,201412210dal,dal,ChurBa99,qb_hits,0,,,,,
player,201412210dal,dal,ChurBa99,fumbles_rec,0,,,,,
player,201412210dal,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,ChurBa99,fumbles_forced,0,,,,,
player,201412210dal,dal,MoorSt00,def_int,0,,,,,
player,201412210dal,dal,MoorSt00,def_int_yds,0,,,,,
player,201412210dal,dal,MoorSt00,def_int_td,0,,,,,
player,201412210dal,dal,MoorSt00,def_int_long,0,,,,,
player,201412210dal,dal,MoorSt00,pass_defended,1,,,,,
player,201412210dal,dal,MoorSt00,sacks,0.0,,,,,
player,201412210dal,dal,MoorSt00,tackles_combined,3,,,,,
player,201412210dal,dal,MoorSt00,tackles_solo,1,,,,,
player,201412210dal,dal,MoorSt00,tackles_assists,2,,,,,
player,201412210dal,dal,MoorSt00,tackles_loss,0,,,,,
player,201412210dal,dal,MoorSt00,qb_hits,0,,,,,
player,201412210dal,dal,MoorSt00,fumbles_rec,0,,,,,
player,201412210dal,dal,MoorSt00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,MoorSt00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,MoorSt00,fumbles_forced,0,,,,,
player,201412210dal,dal,SpilCJ99,def_int,0,,,,,
player,201412210dal,dal,SpilCJ99,def_int_yds,0,,,,,
player,201412210dal,dal,SpilCJ99,def_int_td,0,,,,,
