game,2014,2,20140914,201409140min,nwe,"New England Patriots",30,min,"Minnesota Vikings",7
player,201409140min,nwe,EaslDo00,fumbles_forced,0,,,,,
player,201409140min,nwe,McCoDe99,def_int,1,,,,,
player,201409140min,nwe,McCoDe99,def_int_yds,60,,,,,
player,201409140min,nwe,McCoDe99,def_int_td,0,,,,,
player,201409140min,nwe,McCoDe99,def_int_long,60,,,,,
player,201409140min,nwe,McCoDe99,pass_defended,1,,,,,
player,201409140min,nwe,McCoDe99,sacks,0.0,,,,,
player,201409140min,nwe,McCoDe99,tackles_combined,0,,,,,
player,201409140min,nwe,McCoDe99,tackles_solo,0,,,,,
player,201409140min,nwe,McCoDe99,tackles_assists,0,,,,,
player,201409140min,nwe,McCoDe99,tackles_loss,0,,,,,
player,201409140min,nwe,McCoDe99,qb_hits,0,,,,,
player,201409140min,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201409140min,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201409140min,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201409140min,nwe,HighDo01,def_int,0,,,,,
player,201409140min,nwe,HighDo01,def_int_yds,0,,,,,
player,201409140min,nwe,HighDo01,def_int_td,0,,,,,
player,201409140min,nwe,HighDo01,def_int_long,0,,,,,
player,201409140min,nwe,HighDo01,pass_defended,1,,,,,
player,201409140min,nwe,HighDo01,sacks,2.0,,,,,
player,201409140min,nwe,HighDo01,tackles_combined,8,,,,,
player,201409140min,nwe,HighDo01,tackles_solo,7,,,,,
player,201409140min,nwe,HighDo01,tackles_assists,1,,,,,
player,201409140min,nwe,HighDo01,tackles_loss,2,,,,,
player,201409140min,nwe,HighDo01,qb_hits,2,,,,,
player,201409140min,nwe,HighDo01,fumbles_rec,0,,,,,
player,201409140min,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201409140min,nwe,HighDo01,fumbles_forced,0,,,,,
player,201409140min,nwe,JoneCh03,def_int,0,,,,,
player,201409140min,nwe,JoneCh03,def_int_yds,0,,,,,
player,201409140min,nwe,JoneCh03,def_int_td,0,,,,,
player,201409140min,nwe,JoneCh03,def_int_long,0,,,,,
player,201409140min,nwe,JoneCh03,pass_defended,0,,,,,
player,201409140min,nwe,JoneCh03,sacks,2.0,,,,,
player,201409140min,nwe,JoneCh03,tackles_combined,8,,,,,
player,201409140min,nwe,JoneCh03,tackles_solo,6,,,,,
player,201409140min,nwe,JoneCh03,tackles_assists,2,,,,,
player,201409140min,nwe,JoneCh03,tackles_loss,3,,,,,
player,201409140min,nwe,JoneCh03,qb_hits,3,,,,,
player,201409140min,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201409140min,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201409140min,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201409140min,nwe,ArriKy00,def_int,0,,,,,
player,201409140min,nwe,ArriKy00,def_int_yds,0,,,,,
player,201409140min,nwe,ArriKy00,def_int_td,0,,,,,
player,201409140min,nwe,ArriKy00,def_int_long,0,,,,,
player,201409140min,nwe,ArriKy00,pass_defended,0,,,,,
player,201409140min,nwe,ArriKy00,sacks,1.0,,,,,
player,201409140min,nwe,ArriKy00,tackles_combined,3,,,,,
player,201409140min,nwe,ArriKy00,tackles_solo,3,,,,,
player,201409140min,nwe,ArriKy00,tackles_assists,0,,,,,
player,201409140min,nwe,ArriKy00,tackles_loss,0,,,,,
player,201409140min,nwe,ArriKy00,qb_hits,0,,,,,
player,201409140min,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201409140min,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201409140min,nwe,ArriKy00,fumbles_forced,1,,,,,
player,201409140min,nwe,NinkRo20,def_int,0,,,,,
player,201409140min,nwe,NinkRo20,def_int_yds,0,,,,,
player,201409140min,nwe,NinkRo20,def_int_td,0,,,,,
player,201409140min,nwe,NinkRo20,def_int_long,0,,,,,
player,201409140min,nwe,NinkRo20,pass_defended,0,,,,,
player,201409140min,nwe,NinkRo20,sacks,1.0,,,,,
player,201409140min,nwe,NinkRo20,tackles_combined,3,,,,,
player,201409140min,nwe,NinkRo20,tackles_solo,3,,,,,
player,201409140min,nwe,NinkRo20,tackles_assists,0,,,,,
player,201409140min,nwe,NinkRo20,tackles_loss,1,,,,,
player,201409140min,nwe,NinkRo20,qb_hits,2,,,,,
player,201409140min,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201409140min,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201409140min,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201409140min,nwe,MayoJe99,def_int,0,,,,,
player,201409140min,nwe,MayoJe99,def_int_yds,0,,,,,
player,201409140min,nwe,MayoJe99,def_int_td,0,,,,,
player,201409140min,nwe,MayoJe99,def_int_long,0,,,,,
player,201409140min,nwe,MayoJe99,pass_defended,0,,,,,
player,201409140min,nwe,MayoJe99,sacks,0.0,,,,,
player,201409140min,nwe,MayoJe99,tackles_combined,7,,,,,
player,201409140min,nwe,MayoJe99,tackles_solo,5,,,,,
player,201409140min,nwe,MayoJe99,tackles_assists,2,,,,,
player,201409140min,nwe,MayoJe99,tackles_loss,2,,,,,
player,201409140min,nwe,MayoJe99,qb_hits,1,,,,,
player,201409140min,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201409140min,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201409140min,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201409140min,nwe,SiliSe00,def_int,0,,,,,
player,201409140min,nwe,SiliSe00,def_int_yds,0,,,,,
player,201409140min,nwe,SiliSe00,def_int_td,0,,,,,
player,201409140min,nwe,SiliSe00,def_int_long,0,,,,,
player,201409140min,nwe,SiliSe00,pass_defended,0,,,,,
player,201409140min,nwe,SiliSe00,sacks,0.0,,,,,
player,201409140min,nwe,SiliSe00,tackles_combined,3,,,,,
player,201409140min,nwe,SiliSe00,tackles_solo,0,,,,,
player,201409140min,nwe,SiliSe00,tackles_assists,3,,,,,
player,201409140min,nwe,SiliSe00,tackles_loss,0,,,,,
player,201409140min,nwe,SiliSe00,qb_hits,0,,,,,
player,201409140min,nwe,SiliSe00,fumbles_rec,0,,,,,
player,201409140min,nwe,SiliSe00,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,SiliSe00,fumbles_rec_td,0,,,,,
player,201409140min,nwe,SiliSe00,fumbles_forced,0,,,,,
player,201409140min,nwe,ChunPa99,def_int,0,,,,,
player,201409140min,nwe,ChunPa99,def_int_yds,0,,,,,
player,201409140min,nwe,ChunPa99,def_int_td,0,,,,,
player,201409140min,nwe,ChunPa99,def_int_long,0,,,,,
player,201409140min,nwe,ChunPa99,pass_defended,0,,,,,
player,201409140min,nwe,ChunPa99,sacks,0.0,,,,,
player,201409140min,nwe,ChunPa99,tackles_combined,2,,,,,
player,201409140min,nwe,ChunPa99,tackles_solo,2,,,,,
player,201409140min,nwe,ChunPa99,tackles_assists,0,,,,,
player,201409140min,nwe,ChunPa99,tackles_loss,0,,,,,
player,201409140min,nwe,ChunPa99,qb_hits,0,,,,,
player,201409140min,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201409140min,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201409140min,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201409140min,nwe,SkinDe00,def_int,0,,,,,
player,201409140min,nwe,SkinDe00,def_int_yds,0,,,,,
player,201409140min,nwe,SkinDe00,def_int_td,0,,,,,
player,201409140min,nwe,SkinDe00,def_int_long,0,,,,,
player,201409140min,nwe,SkinDe00,pass_defended,0,,,,,
player,201409140min,nwe,SkinDe00,sacks,0.0,,,,,
player,201409140min,nwe,SkinDe00,tackles_combined,2,,,,,
player,201409140min,nwe,SkinDe00,tackles_solo,0,,,,,
player,201409140min,nwe,SkinDe00,tackles_assists,2,,,,,
player,201409140min,nwe,SkinDe00,tackles_loss,0,,,,,
player,201409140min,nwe,SkinDe00,qb_hits,0,,,,,
player,201409140min,nwe,SkinDe00,fumbles_rec,0,,,,,
player,201409140min,nwe,SkinDe00,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,SkinDe00,fumbles_rec_td,0,,,,,
player,201409140min,nwe,SkinDe00,fumbles_forced,0,,,,,
player,201409140min,nwe,WilfVi20,def_int,0,,,,,
player,201409140min,nwe,WilfVi20,def_int_yds,0,,,,,
player,201409140min,nwe,WilfVi20,def_int_td,0,,,,,
player,201409140min,nwe,WilfVi20,def_int_long,0,,,,,
player,201409140min,nwe,WilfVi20,pass_defended,0,,,,,
player,201409140min,nwe,WilfVi20,sacks,0.0,,,,,
player,201409140min,nwe,WilfVi20,tackles_combined,2,,,,,
player,201409140min,nwe,WilfVi20,tackles_solo,0,,,,,
player,201409140min,nwe,WilfVi20,tackles_assists,2,,,,,
player,201409140min,nwe,WilfVi20,tackles_loss,0,,,,,
player,201409140min,nwe,WilfVi20,qb_hits,0,,,,,
player,201409140min,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201409140min,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201409140min,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201409140min,nwe,ButlMa01,def_int,0,,,,,
player,201409140min,nwe,ButlMa01,def_int_yds,0,,,,,
player,201409140min,nwe,ButlMa01,def_int_td,0,,,,,
player,201409140min,nwe,ButlMa01,def_int_long,0,,,,,
player,201409140min,nwe,ButlMa01,pass_defended,0,,,,,
player,201409140min,nwe,ButlMa01,sacks,0.0,,,,,
player,201409140min,nwe,ButlMa01,tackles_combined,1,,,,,
player,201409140min,nwe,ButlMa01,tackles_solo,1,,,,,
player,201409140min,nwe,ButlMa01,tackles_assists,0,,,,,
player,201409140min,nwe,ButlMa01,tackles_loss,0,,,,,
player,201409140min,nwe,ButlMa01,qb_hits,0,,,,,
player,201409140min,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201409140min,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201409140min,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201409140min,nwe,EbneNa00,def_int,0,,,,,
player,201409140min,nwe,EbneNa00,def_int_yds,0,,,,,
player,201409140min,nwe,EbneNa00,def_int_td,0,,,,,
player,201409140min,nwe,EbneNa00,def_int_long,0,,,,,
player,201409140min,nwe,EbneNa00,pass_defended,0,,,,,
player,201409140min,nwe,EbneNa00,sacks,0.0,,,,,
player,201409140min,nwe,EbneNa00,tackles_combined,1,,,,,
player,201409140min,nwe,EbneNa00,tackles_solo,1,,,,,
player,201409140min,nwe,EbneNa00,tackles_assists,0,,,,,
player,201409140min,nwe,EbneNa00,tackles_loss,0,,,,,
player,201409140min,nwe,EbneNa00,qb_hits,0,,,,,
player,201409140min,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201409140min,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201409140min,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201409140min,nwe,HarmDu00,def_int,0,,,,,
player,201409140min,nwe,HarmDu00,def_int_yds,0,,,,,
player,201409140min,nwe,HarmDu00,def_int_td,0,,,,,
player,201409140min,nwe,HarmDu00,def_int_long,0,,,,,
player,201409140min,nwe,HarmDu00,pass_defended,0,,,,,
player,201409140min,nwe,HarmDu00,sacks,0.0,,,,,
player,201409140min,nwe,HarmDu00,tackles_combined,1,,,,,
player,201409140min,nwe,HarmDu00,tackles_solo,0,,,,,
player,201409140min,nwe,HarmDu00,tackles_assists,1,,,,,
player,201409140min,nwe,HarmDu00,tackles_loss,0,,,,,
player,201409140min,nwe,HarmDu00,qb_hits,0,,,,,
player,201409140min,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201409140min,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201409140min,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201409140min,nwe,JoneCh04,def_int,0,,,,,
player,201409140min,nwe,JoneCh04,def_int_yds,0,,,,,
player,201409140min,nwe,JoneCh04,def_int_td,0,,,,,
player,201409140min,nwe,JoneCh04,def_int_long,0,,,,,
player,201409140min,nwe,JoneCh04,pass_defended,0,,,,,
player,201409140min,nwe,JoneCh04,sacks,0.0,,,,,
player,201409140min,nwe,JoneCh04,tackles_combined,1,,,,,
player,201409140min,nwe,JoneCh04,tackles_solo,0,,,,,
player,201409140min,nwe,JoneCh04,tackles_assists,1,,,,,
player,201409140min,nwe,JoneCh04,tackles_loss,0,,,,,
player,201409140min,nwe,JoneCh04,qb_hits,0,,,,,
player,201409140min,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201409140min,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201409140min,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201409140min,nwe,JoneDo02,def_int,0,,,,,
player,201409140min,nwe,JoneDo02,def_int_yds,0,,,,,
player,201409140min,nwe,JoneDo02,def_int_td,0,,,,,
player,201409140min,nwe,JoneDo02,def_int_long,0,,,,,
player,201409140min,nwe,JoneDo02,pass_defended,0,,,,,
player,201409140min,nwe,JoneDo02,sacks,0.0,,,,,
player,201409140min,nwe,JoneDo02,tackles_combined,1,,,,,
player,201409140min,nwe,JoneDo02,tackles_solo,1,,,,,
player,201409140min,nwe,JoneDo02,tackles_assists,0,,,,,
player,201409140min,nwe,JoneDo02,tackles_loss,0,,,,,
player,201409140min,nwe,JoneDo02,qb_hits,0,,,,,
player,201409140min,nwe,JoneDo02,fumbles_rec,0,,,,,
player,201409140min,nwe,JoneDo02,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,JoneDo02,fumbles_rec_td,0,,,,,
player,201409140min,nwe,JoneDo02,fumbles_forced,0,,,,,
player,201409140min,nwe,LaFeBr00,def_int,0,,,,,
player,201409140min,nwe,LaFeBr00,def_int_yds,0,,,,,
player,201409140min,nwe,LaFeBr00,def_int_td,0,,,,,
player,201409140min,nwe,LaFeBr00,def_int_long,0,,,,,
player,201409140min,nwe,LaFeBr00,pass_defended,0,,,,,
player,201409140min,nwe,LaFeBr00,sacks,0.0,,,,,
player,201409140min,nwe,LaFeBr00,tackles_combined,1,,,,,
player,201409140min,nwe,LaFeBr00,tackles_solo,1,,,,,
player,201409140min,nwe,LaFeBr00,tackles_assists,0,,,,,
player,201409140min,nwe,LaFeBr00,tackles_loss,0,,,,,
player,201409140min,nwe,LaFeBr00,qb_hits,0,,,,,
player,201409140min,nwe,LaFeBr00,fumbles_rec,0,,,,,
player,201409140min,nwe,LaFeBr00,fumbles_rec_yds,0,,,,,
player,201409140min,nwe,LaFeBr00,fumbles_rec_td,0,,,,,
player,201409140min,nwe,LaFeBr00,fumbles_forced,0,,,,,
player,201409140min,min,JohnTo01,def_int,0,,,,,
player,201409140min,min,JohnTo01,def_int_yds,0,,,,,
player,201409140min,min,JohnTo01,def_int_td,0,,,,,
player,201409140min,min,JohnTo01,def_int_long,0,,,,,
player,201409140min,min,JohnTo01,pass_defended,0,,,,,
player,201409140min,min,JohnTo01,sacks,1.0,,,,,
player,201409140min,min,JohnTo01,tackles_combined,1,,,,,
player,201409140min,min,JohnTo01,tackles_solo,1,,,,,
player,201409140min,min,JohnTo01,tackles_assists,0,,,,,
player,201409140min,min,JohnTo01,tackles_loss,1,,,,,
player,201409140min,min,JohnTo01,qb_hits,1,,,,,
player,201409140min,min,JohnTo01,fumbles_rec,0,,,,,
player,201409140min,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201409140min,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201409140min,min,JohnTo01,fumbles_forced,0,,,,,
player,201409140min,min,BrinJa99,def_int,0,,,,,
player,201409140min,min,BrinJa99,def_int_yds,0,,,,,
player,201409140min,min,BrinJa99,def_int_td,0,,,,,
player,201409140min,min,BrinJa99,def_int_long,0,,,,,
player,201409140min,min,BrinJa99,pass_defended,0,,,,,
player,201409140min,min,BrinJa99,sacks,0.0,,,,,
player,201409140min,min,BrinJa99,tackles_combined,11,,,,,
player,201409140min,min,BrinJa99,tackles_solo,8,,,,,
player,201409140min,min,BrinJa99,tackles_assists,3,,,,,
player,201409140min,min,BrinJa99,tackles_loss,0,,,,,
player,201409140min,min,BrinJa99,qb_hits,0,,,,,
player,201409140min,min,BrinJa99,fumbles_rec,0,,,,,
player,201409140min,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201409140min,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201409140min,min,BrinJa99,fumbles_forced,0,,,,,
player,201409140min,min,GreeCh99,def_int,0,,,,,
player,201409140min,min,GreeCh99,def_int_yds,0,,,,,
player,201409140min,min,GreeCh99,def_int_td,0,,,,,
player,201409140min,min,GreeCh99,def_int_long,0,,,,,
player,201409140min,min,GreeCh99,pass_defended,1,,,,,
player,201409140min,min,GreeCh99,sacks,0.0,,,,,
player,201409140min,min,GreeCh99,tackles_combined,8,,,,,
player,201409140min,min,GreeCh99,tackles_solo,5,,,,,
player,201409140min,min,GreeCh99,tackles_assists,3,,,,,
player,201409140min,min,GreeCh99,tackles_loss,1,,,,,
player,201409140min,min,GreeCh99,qb_hits,1,,,,,
player,201409140min,min,GreeCh99,fumbles_rec,0,,,,,
player,201409140min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201409140min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201409140min,min,GreeCh99,fumbles_forced,0,,,,,
player,201409140min,min,SmitHa00,def_int,0,,,,,
player,201409140min,min,SmitHa00,def_int_yds,0,,,,,
player,201409140min,min,SmitHa00,def_int_td,0,,,,,
player,201409140min,min,SmitHa00,def_int_long,0,,,,,
player,201409140min,min,SmitHa00,pass_defended,0,,,,,
player,201409140min,min,SmitHa00,sacks,0.0,,,,,
player,201409140min,min,SmitHa00,tackles_combined,8,,,,,
player,201409140min,min,SmitHa00,tackles_solo,7,,,,,
player,201409140min,min,SmitHa00,tackles_assists,1,,,,,
player,201409140min,min,SmitHa00,tackles_loss,0,,,,,
player,201409140min,min,SmitHa00,qb_hits,0,,,,,
player,201409140min,min,SmitHa00,fumbles_rec,0,,,,,
player,201409140min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201409140min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201409140min,min,SmitHa00,fumbles_forced,0,,,,,
player,201409140min,min,BlanRo00,def_int,0,,,,,
player,201409140min,min,BlanRo00,def_int_yds,0,,,,,
player,201409140min,min,BlanRo00,def_int_td,0,,,,,
player,201409140min,min,BlanRo00,def_int_long,0,,,,,
player,201409140min,min,BlanRo00,pass_defended,0,,,,,
player,201409140min,min,BlanRo00,sacks,0.0,,,,,
player,201409140min,min,BlanRo00,tackles_combined,6,,,,,
player,201409140min,min,BlanRo00,tackles_solo,2,,,,,
player,201409140min,min,BlanRo00,tackles_assists,4,,,,,
player,201409140min,min,BlanRo00,tackles_loss,0,,,,,
player,201409140min,min,BlanRo00,qb_hits,0,,,,,
player,201409140min,min,BlanRo00,fumbles_rec,0,,,,,
player,201409140min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201409140min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201409140min,min,BlanRo00,fumbles_forced,0,,,,,
player,201409140min,min,BarrAn00,def_int,0,,,,,
player,201409140min,min,BarrAn00,def_int_yds,0,,,,,
player,201409140min,min,BarrAn00,def_int_td,0,,,,,
player,201409140min,min,BarrAn00,def_int_long,0,,,,,
player,201409140min,min,BarrAn00,pass_defended,0,,,,,
player,201409140min,min,BarrAn00,sacks,0.0,,,,,
player,201409140min,min,BarrAn00,tackles_combined,5,,,,,
player,201409140min,min,BarrAn00,tackles_solo,5,,,,,
player,201409140min,min,BarrAn00,tackles_assists,0,,,,,
player,201409140min,min,BarrAn00,tackles_loss,0,,,,,
player,201409140min,min,BarrAn00,qb_hits,0,,,,,
player,201409140min,min,BarrAn00,fumbles_rec,0,,,,,
player,201409140min,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201409140min,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201409140min,min,BarrAn00,fumbles_forced,0,,,,,
player,201409140min,min,RhodXa00,def_int,0,,,,,
player,201409140min,min,RhodXa00,def_int_yds,0,,,,,
player,201409140min,min,RhodXa00,def_int_td,0,,,,,
player,201409140min,min,RhodXa00,def_int_long,0,,,,,
player,201409140min,min,RhodXa00,pass_defended,0,,,,,
player,201409140min,min,RhodXa00,sacks,0.0,,,,,
player,201409140min,min,RhodXa00,tackles_combined,5,,,,,
player,201409140min,min,RhodXa00,tackles_solo,4,,,,,
player,201409140min,min,RhodXa00,tackles_assists,1,,,,,
player,201409140min,min,RhodXa00,tackles_loss,1,,,,,
player,201409140min,min,RhodXa00,qb_hits,0,,,,,
player,201409140min,min,RhodXa00,fumbles_rec,0,,,,,
player,201409140min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201409140min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201409140min,min,RhodXa00,fumbles_forced,0,,,,,
player,201409140min,min,MunnCa99,def_int,0,,,,,
player,201409140min,min,MunnCa99,def_int_yds,0,,,,,
player,201409140min,min,MunnCa99,def_int_td,0,,,,,
player,201409140min,min,MunnCa99,def_int_long,0,,,,,
player,201409140min,min,MunnCa99,pass_defended,0,,,,,
player,201409140min,min,MunnCa99,sacks,0.0,,,,,
player,201409140min,min,MunnCa99,tackles_combined,3,,,,,
player,201409140min,min,MunnCa99,tackles_solo,3,,,,,
player,201409140min,min,MunnCa99,tackles_assists,0,,,,,
player,201409140min,min,MunnCa99,tackles_loss,0,,,,,
player,201409140min,min,MunnCa99,qb_hits,0,,,,,
player,201409140min,min,MunnCa99,fumbles_rec,0,,,,,
player,201409140min,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201409140min,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201409140min,min,MunnCa99,fumbles_forced,0,,,,,
player,201409140min,min,StepSh00,def_int,0,,,,,
player,201409140min,min,StepSh00,def_int_yds,0,,,,,
player,201409140min,min,StepSh00,def_int_td,0,,,,,
player,201409140min,min,StepSh00,def_int_long,0,,,,,
player,201409140min,min,StepSh00,pass_defended,0,,,,,
player,201409140min,min,StepSh00,sacks,0.0,,,,,
player,201409140min,min,StepSh00,tackles_combined,3,,,,,
player,201409140min,min,StepSh00,tackles_solo,2,,,,,
player,201409140min,min,StepSh00,tackles_assists,1,,,,,
player,201409140min,min,StepSh00,tackles_loss,0,,,,,
player,201409140min,min,StepSh00,qb_hits,0,,,,,
player,201409140min,min,StepSh00,fumbles_rec,0,,,,,
player,201409140min,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201409140min,min,StepSh00,fumbles_rec_td,0,,,,,
player,201409140min,min,StepSh00,fumbles_forced,0,,,,,
player,201409140min,min,GrifEv99,def_int,0,,,,,
player,201409140min,min,GrifEv99,def_int_yds,0,,,,,
player,201409140min,min,GrifEv99,def_int_td,0,,,,,
player,201409140min,min,GrifEv99,def_int_long,0,,,,,
player,201409140min,min,GrifEv99,pass_defended,0,,,,,
player,201409140min,min,GrifEv99,sacks,0.0,,,,,
player,201409140min,min,GrifEv99,tackles_combined,2,,,,,
player,201409140min,min,GrifEv99,tackles_solo,2,,,,,
player,201409140min,min,GrifEv99,tackles_assists,0,,,,,
player,201409140min,min,GrifEv99,tackles_loss,0,,,,,
player,201409140min,min,GrifEv99,qb_hits,0,,,,,
player,201409140min,min,GrifEv99,fumbles_rec,0,,,,,
player,201409140min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201409140min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201409140min,min,GrifEv99,fumbles_forced,0,,,,,
player,201409140min,min,JoseLi99,def_int,0,,,,,
player,201409140min,min,JoseLi99,def_int_yds,0,,,,,
player,201409140min,min,JoseLi99,def_int_td,0,,,,,
player,201409140min,min,JoseLi99,def_int_long,0,,,,,
player,201409140min,min,JoseLi99,pass_defended,0,,,,,
player,201409140min,min,JoseLi99,sacks,0.0,,,,,
player,201409140min,min,JoseLi99,tackles_combined,2,,,,,
player,201409140min,min,JoseLi99,tackles_solo,0,,,,,
player,201409140min,min,JoseLi99,tackles_assists,2,,,,,
player,201409140min,min,JoseLi99,tackles_loss,0,,,,,
player,201409140min,min,JoseLi99,qb_hits,0,,,,,
player,201409140min,min,JoseLi99,fumbles_rec,0,,,,,
player,201409140min,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201409140min,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201409140min,min,JoseLi99,fumbles_forced,0,,,,,
player,201409140min,min,LoefCu20,def_int,0,,,,,
player,201409140min,min,LoefCu20,def_int_yds,0,,,,,
player,201409140min,min,LoefCu20,def_int_td,0,,,,,
player,201409140min,min,LoefCu20,def_int_long,0,,,,,
player,201409140min,min,LoefCu20,pass_defended,0,,,,,
player,201409140min,min,LoefCu20,sacks,0.0,,,,,
player,201409140min,min,LoefCu20,tackles_combined,2,,,,,
player,201409140min,min,LoefCu20,tackles_solo,2,,,,,
player,201409140min,min,LoefCu20,tackles_assists,0,,,,,
player,201409140min,min,LoefCu20,tackles_loss,0,,,,,
player,201409140min,min,LoefCu20,qb_hits,0,,,,,
player,201409140min,min,LoefCu20,fumbles_rec,0,,,,,
player,201409140min,min,LoefCu20,fumbles_rec_yds,0,,,,,
player,201409140min,min,LoefCu20,fumbles_rec_td,0,,,,,
player,201409140min,min,LoefCu20,fumbles_forced,0,,,,,
player,201409140min,min,SendAn00,def_int,0,,,,,
player,201409140min,min,SendAn00,def_int_yds,0,,,,,
player,201409140min,min,SendAn00,def_int_td,0,,,,,
player,201409140min,min,SendAn00,def_int_long,0,,,,,
player,201409140min,min,SendAn00,pass_defended,0,,,,,
player,201409140min,min,SendAn00,sacks,0.0,,,,,
player,201409140min,min,SendAn00,tackles_combined,2,,,,,
player,201409140min,min,SendAn00,tackles_solo,2,,,,,
player,201409140min,min,SendAn00,tackles_assists,0,,,,,
player,201409140min,min,SendAn00,tackles_loss,0,,,,,
player,201409140min,min,SendAn00,qb_hits,0,,,,,
player,201409140min,min,SendAn00,fumbles_rec,0,,,,,
player,201409140min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201409140min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201409140min,min,SendAn00,fumbles_forced,0,,,,,
player,201409140min,min,FloySh00,def_int,0,,,,,
player,201409140min,min,FloySh00,def_int_yds,0,,,,,
player,201409140min,min,FloySh00,def_int_td,0,,,,,
player,201409140min,min,FloySh00,def_int_long,0,,,,,
player,201409140min,min,FloySh00,pass_defended,0,,,,,
player,201409140min,min,FloySh00,sacks,0.0,,,,,
player,201409140min,min,FloySh00,tackles_combined,1,,,,,
player,201409140min,min,FloySh00,tackles_solo,1,,,,,
player,201409140min,min,FloySh00,tackles_assists,0,,,,,
player,201409140min,min,FloySh00,tackles_loss,0,,,,,
player,201409140min,min,FloySh00,qb_hits,0,,,,,
player,201409140min,min,FloySh00,fumbles_rec,0,,,,,
player,201409140min,min,FloySh00,fumbles_rec_yds,0,,,,,
