game,2014,5,20141005,201410050phi,ram,"St. Louis Rams",28,phi,"Philadelphia Eagles",34
player,201410050phi,ram,OgleAl00,sacks,0.0,,,,,
player,201410050phi,ram,OgleAl00,tackles_combined,8,,,,,
player,201410050phi,ram,OgleAl00,tackles_solo,7,,,,,
player,201410050phi,ram,OgleAl00,tackles_assists,1,,,,,
player,201410050phi,ram,OgleAl00,tackles_loss,1,,,,,
player,201410050phi,ram,OgleAl00,qb_hits,0,,,,,
player,201410050phi,ram,OgleAl00,fumbles_rec,0,,,,,
player,201410050phi,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,OgleAl00,fumbles_forced,1,,,,,
player,201410050phi,ram,DunbJo20,def_int,0,,,,,
player,201410050phi,ram,DunbJo20,def_int_yds,0,,,,,
player,201410050phi,ram,DunbJo20,def_int_td,0,,,,,
player,201410050phi,ram,DunbJo20,def_int_long,0,,,,,
player,201410050phi,ram,DunbJo20,pass_defended,0,,,,,
player,201410050phi,ram,DunbJo20,sacks,0.0,,,,,
player,201410050phi,ram,DunbJo20,tackles_combined,6,,,,,
player,201410050phi,ram,DunbJo20,tackles_solo,5,,,,,
player,201410050phi,ram,DunbJo20,tackles_assists,1,,,,,
player,201410050phi,ram,DunbJo20,tackles_loss,0,,,,,
player,201410050phi,ram,DunbJo20,qb_hits,0,,,,,
player,201410050phi,ram,DunbJo20,fumbles_rec,0,,,,,
player,201410050phi,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201410050phi,ram,DunbJo20,fumbles_forced,0,,,,,
player,201410050phi,ram,LaurJa99,def_int,0,,,,,
player,201410050phi,ram,LaurJa99,def_int_yds,0,,,,,
player,201410050phi,ram,LaurJa99,def_int_td,0,,,,,
player,201410050phi,ram,LaurJa99,def_int_long,0,,,,,
player,201410050phi,ram,LaurJa99,pass_defended,0,,,,,
player,201410050phi,ram,LaurJa99,sacks,0.0,,,,,
player,201410050phi,ram,LaurJa99,tackles_combined,6,,,,,
player,201410050phi,ram,LaurJa99,tackles_solo,6,,,,,
player,201410050phi,ram,LaurJa99,tackles_assists,0,,,,,
player,201410050phi,ram,LaurJa99,tackles_loss,0,,,,,
player,201410050phi,ram,LaurJa99,qb_hits,0,,,,,
player,201410050phi,ram,LaurJa99,fumbles_rec,0,,,,,
player,201410050phi,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201410050phi,ram,LaurJa99,fumbles_forced,0,,,,,
player,201410050phi,ram,JoynLa00,def_int,0,,,,,
player,201410050phi,ram,JoynLa00,def_int_yds,0,,,,,
player,201410050phi,ram,JoynLa00,def_int_td,0,,,,,
player,201410050phi,ram,JoynLa00,def_int_long,0,,,,,
player,201410050phi,ram,JoynLa00,pass_defended,1,,,,,
player,201410050phi,ram,JoynLa00,sacks,0.0,,,,,
player,201410050phi,ram,JoynLa00,tackles_combined,4,,,,,
player,201410050phi,ram,JoynLa00,tackles_solo,4,,,,,
player,201410050phi,ram,JoynLa00,tackles_assists,0,,,,,
player,201410050phi,ram,JoynLa00,tackles_loss,0,,,,,
player,201410050phi,ram,JoynLa00,qb_hits,0,,,,,
player,201410050phi,ram,JoynLa00,fumbles_rec,0,,,,,
player,201410050phi,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,JoynLa00,fumbles_forced,0,,,,,
player,201410050phi,ram,McLeRo00,def_int,0,,,,,
player,201410050phi,ram,McLeRo00,def_int_yds,0,,,,,
player,201410050phi,ram,McLeRo00,def_int_td,0,,,,,
player,201410050phi,ram,McLeRo00,def_int_long,0,,,,,
player,201410050phi,ram,McLeRo00,pass_defended,1,,,,,
player,201410050phi,ram,McLeRo00,sacks,0.0,,,,,
player,201410050phi,ram,McLeRo00,tackles_combined,4,,,,,
player,201410050phi,ram,McLeRo00,tackles_solo,4,,,,,
player,201410050phi,ram,McLeRo00,tackles_assists,0,,,,,
player,201410050phi,ram,McLeRo00,tackles_loss,0,,,,,
player,201410050phi,ram,McLeRo00,qb_hits,0,,,,,
player,201410050phi,ram,McLeRo00,fumbles_rec,0,,,,,
player,201410050phi,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,McLeRo00,fumbles_forced,0,,,,,
player,201410050phi,ram,JenkJa03,def_int,0,,,,,
player,201410050phi,ram,JenkJa03,def_int_yds,0,,,,,
player,201410050phi,ram,JenkJa03,def_int_td,0,,,,,
player,201410050phi,ram,JenkJa03,def_int_long,0,,,,,
player,201410050phi,ram,JenkJa03,pass_defended,1,,,,,
player,201410050phi,ram,JenkJa03,sacks,0.0,,,,,
player,201410050phi,ram,JenkJa03,tackles_combined,2,,,,,
player,201410050phi,ram,JenkJa03,tackles_solo,2,,,,,
player,201410050phi,ram,JenkJa03,tackles_assists,0,,,,,
player,201410050phi,ram,JenkJa03,tackles_loss,0,,,,,
player,201410050phi,ram,JenkJa03,qb_hits,0,,,,,
player,201410050phi,ram,JenkJa03,fumbles_rec,0,,,,,
player,201410050phi,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201410050phi,ram,JenkJa03,fumbles_forced,0,,,,,
player,201410050phi,ram,QuinRo00,def_int,0,,,,,
player,201410050phi,ram,QuinRo00,def_int_yds,0,,,,,
player,201410050phi,ram,QuinRo00,def_int_td,0,,,,,
player,201410050phi,ram,QuinRo00,def_int_long,0,,,,,
player,201410050phi,ram,QuinRo00,pass_defended,0,,,,,
player,201410050phi,ram,QuinRo00,sacks,0.0,,,,,
player,201410050phi,ram,QuinRo00,tackles_combined,2,,,,,
player,201410050phi,ram,QuinRo00,tackles_solo,2,,,,,
player,201410050phi,ram,QuinRo00,tackles_assists,0,,,,,
player,201410050phi,ram,QuinRo00,tackles_loss,1,,,,,
player,201410050phi,ram,QuinRo00,qb_hits,1,,,,,
player,201410050phi,ram,QuinRo00,fumbles_rec,0,,,,,
player,201410050phi,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,QuinRo00,fumbles_forced,0,,,,,
player,201410050phi,ram,WestEt00,def_int,0,,,,,
player,201410050phi,ram,WestEt00,def_int_yds,0,,,,,
player,201410050phi,ram,WestEt00,def_int_td,0,,,,,
player,201410050phi,ram,WestEt00,def_int_long,0,,,,,
player,201410050phi,ram,WestEt00,pass_defended,0,,,,,
player,201410050phi,ram,WestEt00,sacks,0.0,,,,,
player,201410050phi,ram,WestEt00,tackles_combined,2,,,,,
player,201410050phi,ram,WestEt00,tackles_solo,2,,,,,
player,201410050phi,ram,WestEt00,tackles_assists,0,,,,,
player,201410050phi,ram,WestEt00,tackles_loss,0,,,,,
player,201410050phi,ram,WestEt00,qb_hits,0,,,,,
player,201410050phi,ram,WestEt00,fumbles_rec,0,,,,,
player,201410050phi,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,WestEt00,fumbles_forced,0,,,,,
player,201410050phi,ram,DonaAa00,def_int,0,,,,,
player,201410050phi,ram,DonaAa00,def_int_yds,0,,,,,
player,201410050phi,ram,DonaAa00,def_int_td,0,,,,,
player,201410050phi,ram,DonaAa00,def_int_long,0,,,,,
player,201410050phi,ram,DonaAa00,pass_defended,0,,,,,
player,201410050phi,ram,DonaAa00,sacks,0.0,,,,,
player,201410050phi,ram,DonaAa00,tackles_combined,1,,,,,
player,201410050phi,ram,DonaAa00,tackles_solo,1,,,,,
player,201410050phi,ram,DonaAa00,tackles_assists,0,,,,,
player,201410050phi,ram,DonaAa00,tackles_loss,0,,,,,
player,201410050phi,ram,DonaAa00,qb_hits,1,,,,,
player,201410050phi,ram,DonaAa00,fumbles_rec,0,,,,,
player,201410050phi,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,DonaAa00,fumbles_forced,0,,,,,
player,201410050phi,ram,HarkCo00,def_int,0,,,,,
player,201410050phi,ram,HarkCo00,def_int_yds,0,,,,,
player,201410050phi,ram,HarkCo00,def_int_td,0,,,,,
player,201410050phi,ram,HarkCo00,def_int_long,0,,,,,
player,201410050phi,ram,HarkCo00,pass_defended,0,,,,,
player,201410050phi,ram,HarkCo00,sacks,0.0,,,,,
player,201410050phi,ram,HarkCo00,tackles_combined,1,,,,,
player,201410050phi,ram,HarkCo00,tackles_solo,1,,,,,
player,201410050phi,ram,HarkCo00,tackles_assists,0,,,,,
player,201410050phi,ram,HarkCo00,tackles_loss,0,,,,,
player,201410050phi,ram,HarkCo00,qb_hits,0,,,,,
player,201410050phi,ram,HarkCo00,fumbles_rec,0,,,,,
player,201410050phi,ram,HarkCo00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,HarkCo00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,HarkCo00,fumbles_forced,0,,,,,
player,201410050phi,ram,HayeWi99,def_int,0,,,,,
player,201410050phi,ram,HayeWi99,def_int_yds,0,,,,,
player,201410050phi,ram,HayeWi99,def_int_td,0,,,,,
player,201410050phi,ram,HayeWi99,def_int_long,0,,,,,
player,201410050phi,ram,HayeWi99,pass_defended,0,,,,,
player,201410050phi,ram,HayeWi99,sacks,0.0,,,,,
player,201410050phi,ram,HayeWi99,tackles_combined,1,,,,,
player,201410050phi,ram,HayeWi99,tackles_solo,0,,,,,
player,201410050phi,ram,HayeWi99,tackles_assists,1,,,,,
player,201410050phi,ram,HayeWi99,tackles_loss,0,,,,,
player,201410050phi,ram,HayeWi99,qb_hits,0,,,,,
player,201410050phi,ram,HayeWi99,fumbles_rec,0,,,,,
player,201410050phi,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201410050phi,ram,HayeWi99,fumbles_forced,0,,,,,
player,201410050phi,ram,ReynCh00,def_int,0,,,,,
player,201410050phi,ram,ReynCh00,def_int_yds,0,,,,,
player,201410050phi,ram,ReynCh00,def_int_td,0,,,,,
player,201410050phi,ram,ReynCh00,def_int_long,0,,,,,
player,201410050phi,ram,ReynCh00,pass_defended,0,,,,,
player,201410050phi,ram,ReynCh00,sacks,0.0,,,,,
player,201410050phi,ram,ReynCh00,tackles_combined,1,,,,,
player,201410050phi,ram,ReynCh00,tackles_solo,1,,,,,
player,201410050phi,ram,ReynCh00,tackles_assists,0,,,,,
player,201410050phi,ram,ReynCh00,tackles_loss,0,,,,,
player,201410050phi,ram,ReynCh00,qb_hits,0,,,,,
player,201410050phi,ram,ReynCh00,fumbles_rec,0,,,,,
player,201410050phi,ram,ReynCh00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,ReynCh00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,ReynCh00,fumbles_forced,0,,,,,
player,201410050phi,ram,SimsEu99,def_int,0,,,,,
player,201410050phi,ram,SimsEu99,def_int_yds,0,,,,,
player,201410050phi,ram,SimsEu99,def_int_td,0,,,,,
player,201410050phi,ram,SimsEu99,def_int_long,0,,,,,
player,201410050phi,ram,SimsEu99,pass_defended,0,,,,,
player,201410050phi,ram,SimsEu99,sacks,0.0,,,,,
player,201410050phi,ram,SimsEu99,tackles_combined,1,,,,,
player,201410050phi,ram,SimsEu99,tackles_solo,1,,,,,
player,201410050phi,ram,SimsEu99,tackles_assists,0,,,,,
player,201410050phi,ram,SimsEu99,tackles_loss,0,,,,,
player,201410050phi,ram,SimsEu99,qb_hits,0,,,,,
player,201410050phi,ram,SimsEu99,fumbles_rec,0,,,,,
player,201410050phi,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201410050phi,ram,SimsEu99,fumbles_forced,0,,,,,
player,201410050phi,ram,BrocMi00,def_int,0,,,,,
player,201410050phi,ram,BrocMi00,def_int_yds,0,,,,,
player,201410050phi,ram,BrocMi00,def_int_td,0,,,,,
player,201410050phi,ram,BrocMi00,def_int_long,0,,,,,
player,201410050phi,ram,BrocMi00,pass_defended,0,,,,,
player,201410050phi,ram,BrocMi00,sacks,0.0,,,,,
player,201410050phi,ram,BrocMi00,tackles_combined,0,,,,,
player,201410050phi,ram,BrocMi00,tackles_solo,0,,,,,
player,201410050phi,ram,BrocMi00,tackles_assists,0,,,,,
player,201410050phi,ram,BrocMi00,tackles_loss,0,,,,,
player,201410050phi,ram,BrocMi00,qb_hits,0,,,,,
player,201410050phi,ram,BrocMi00,fumbles_rec,1,,,,,
player,201410050phi,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201410050phi,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201410050phi,ram,BrocMi00,fumbles_forced,0,,,,,
player,201410050phi,phi,BarwCo99,def_int,0,,,,,
player,201410050phi,phi,BarwCo99,def_int_yds,0,,,,,
player,201410050phi,phi,BarwCo99,def_int_td,0,,,,,
player,201410050phi,phi,BarwCo99,def_int_long,0,,,,,
player,201410050phi,phi,BarwCo99,pass_defended,1,,,,,
player,201410050phi,phi,BarwCo99,sacks,2.0,,,,,
player,201410050phi,phi,BarwCo99,tackles_combined,4,,,,,
player,201410050phi,phi,BarwCo99,tackles_solo,3,,,,,
player,201410050phi,phi,BarwCo99,tackles_assists,1,,,,,
player,201410050phi,phi,BarwCo99,tackles_loss,2,,,,,
player,201410050phi,phi,BarwCo99,qb_hits,2,,,,,
player,201410050phi,phi,BarwCo99,fumbles_rec,0,,,,,
player,201410050phi,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201410050phi,phi,BarwCo99,fumbles_forced,0,,,,,
player,201410050phi,phi,CurrVi00,def_int,0,,,,,
player,201410050phi,phi,CurrVi00,def_int_yds,0,,,,,
player,201410050phi,phi,CurrVi00,def_int_td,0,,,,,
player,201410050phi,phi,CurrVi00,def_int_long,0,,,,,
player,201410050phi,phi,CurrVi00,pass_defended,0,,,,,
player,201410050phi,phi,CurrVi00,sacks,1.0,,,,,
player,201410050phi,phi,CurrVi00,tackles_combined,3,,,,,
player,201410050phi,phi,CurrVi00,tackles_solo,3,,,,,
player,201410050phi,phi,CurrVi00,tackles_assists,0,,,,,
player,201410050phi,phi,CurrVi00,tackles_loss,0,,,,,
player,201410050phi,phi,CurrVi00,qb_hits,1,,,,,
player,201410050phi,phi,CurrVi00,fumbles_rec,0,,,,,
player,201410050phi,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,CurrVi00,fumbles_forced,1,,,,,
player,201410050phi,phi,ColeTr20,def_int,0,,,,,
player,201410050phi,phi,ColeTr20,def_int_yds,0,,,,,
player,201410050phi,phi,ColeTr20,def_int_td,0,,,,,
player,201410050phi,phi,ColeTr20,def_int_long,0,,,,,
player,201410050phi,phi,ColeTr20,pass_defended,0,,,,,
player,201410050phi,phi,ColeTr20,sacks,1.0,,,,,
player,201410050phi,phi,ColeTr20,tackles_combined,2,,,,,
player,201410050phi,phi,ColeTr20,tackles_solo,1,,,,,
player,201410050phi,phi,ColeTr20,tackles_assists,1,,,,,
player,201410050phi,phi,ColeTr20,tackles_loss,0,,,,,
player,201410050phi,phi,ColeTr20,qb_hits,0,,,,,
player,201410050phi,phi,ColeTr20,fumbles_rec,0,,,,,
player,201410050phi,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201410050phi,phi,ColeTr20,fumbles_forced,1,,,,,
player,201410050phi,phi,RyanDe20,def_int,0,,,,,
player,201410050phi,phi,RyanDe20,def_int_yds,0,,,,,
player,201410050phi,phi,RyanDe20,def_int_td,0,,,,,
player,201410050phi,phi,RyanDe20,def_int_long,0,,,,,
player,201410050phi,phi,RyanDe20,pass_defended,0,,,,,
player,201410050phi,phi,RyanDe20,sacks,0.0,,,,,
player,201410050phi,phi,RyanDe20,tackles_combined,8,,,,,
player,201410050phi,phi,RyanDe20,tackles_solo,7,,,,,
player,201410050phi,phi,RyanDe20,tackles_assists,1,,,,,
player,201410050phi,phi,RyanDe20,tackles_loss,0,,,,,
player,201410050phi,phi,RyanDe20,qb_hits,0,,,,,
player,201410050phi,phi,RyanDe20,fumbles_rec,0,,,,,
player,201410050phi,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201410050phi,phi,RyanDe20,fumbles_forced,0,,,,,
player,201410050phi,phi,JenkMa99,def_int,0,,,,,
player,201410050phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201410050phi,phi,JenkMa99,def_int_td,0,,,,,
player,201410050phi,phi,JenkMa99,def_int_long,0,,,,,
player,201410050phi,phi,JenkMa99,pass_defended,0,,,,,
player,201410050phi,phi,JenkMa99,sacks,0.0,,,,,
player,201410050phi,phi,JenkMa99,tackles_combined,6,,,,,
player,201410050phi,phi,JenkMa99,tackles_solo,6,,,,,
player,201410050phi,phi,JenkMa99,tackles_assists,0,,,,,
player,201410050phi,phi,JenkMa99,tackles_loss,0,,,,,
player,201410050phi,phi,JenkMa99,qb_hits,0,,,,,
player,201410050phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201410050phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201410050phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201410050phi,phi,MattCa00,def_int,0,,,,,
player,201410050phi,phi,MattCa00,def_int_yds,0,,,,,
player,201410050phi,phi,MattCa00,def_int_td,0,,,,,
player,201410050phi,phi,MattCa00,def_int_long,0,,,,,
player,201410050phi,phi,MattCa00,pass_defended,0,,,,,
player,201410050phi,phi,MattCa00,sacks,0.0,,,,,
player,201410050phi,phi,MattCa00,tackles_combined,6,,,,,
player,201410050phi,phi,MattCa00,tackles_solo,5,,,,,
player,201410050phi,phi,MattCa00,tackles_assists,1,,,,,
player,201410050phi,phi,MattCa00,tackles_loss,0,,,,,
player,201410050phi,phi,MattCa00,qb_hits,0,,,,,
player,201410050phi,phi,MattCa00,fumbles_rec,0,,,,,
player,201410050phi,phi,MattCa00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,MattCa00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,MattCa00,fumbles_forced,0,,,,,
player,201410050phi,phi,AlleNa99,def_int,0,,,,,
player,201410050phi,phi,AlleNa99,def_int_yds,0,,,,,
player,201410050phi,phi,AlleNa99,def_int_td,0,,,,,
player,201410050phi,phi,AlleNa99,def_int_long,0,,,,,
player,201410050phi,phi,AlleNa99,pass_defended,0,,,,,
player,201410050phi,phi,AlleNa99,sacks,0.0,,,,,
player,201410050phi,phi,AlleNa99,tackles_combined,5,,,,,
player,201410050phi,phi,AlleNa99,tackles_solo,5,,,,,
player,201410050phi,phi,AlleNa99,tackles_assists,0,,,,,
player,201410050phi,phi,AlleNa99,tackles_loss,0,,,,,
player,201410050phi,phi,AlleNa99,qb_hits,0,,,,,
player,201410050phi,phi,AlleNa99,fumbles_rec,0,,,,,
player,201410050phi,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201410050phi,phi,AlleNa99,fumbles_forced,0,,,,,
player,201410050phi,phi,WillCa99,def_int,0,,,,,
player,201410050phi,phi,WillCa99,def_int_yds,0,,,,,
player,201410050phi,phi,WillCa99,def_int_td,0,,,,,
player,201410050phi,phi,WillCa99,def_int_long,0,,,,,
player,201410050phi,phi,WillCa99,pass_defended,1,,,,,
player,201410050phi,phi,WillCa99,sacks,0.0,,,,,
player,201410050phi,phi,WillCa99,tackles_combined,4,,,,,
player,201410050phi,phi,WillCa99,tackles_solo,2,,,,,
player,201410050phi,phi,WillCa99,tackles_assists,2,,,,,
player,201410050phi,phi,WillCa99,tackles_loss,0,,,,,
player,201410050phi,phi,WillCa99,qb_hits,0,,,,,
player,201410050phi,phi,WillCa99,fumbles_rec,0,,,,,
player,201410050phi,phi,WillCa99,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,WillCa99,fumbles_rec_td,0,,,,,
player,201410050phi,phi,WillCa99,fumbles_forced,0,,,,,
player,201410050phi,phi,AchoEm00,def_int,0,,,,,
player,201410050phi,phi,AchoEm00,def_int_yds,0,,,,,
player,201410050phi,phi,AchoEm00,def_int_td,0,,,,,
player,201410050phi,phi,AchoEm00,def_int_long,0,,,,,
player,201410050phi,phi,AchoEm00,pass_defended,0,,,,,
player,201410050phi,phi,AchoEm00,sacks,0.0,,,,,
player,201410050phi,phi,AchoEm00,tackles_combined,3,,,,,
player,201410050phi,phi,AchoEm00,tackles_solo,3,,,,,
player,201410050phi,phi,AchoEm00,tackles_assists,0,,,,,
player,201410050phi,phi,AchoEm00,tackles_loss,0,,,,,
player,201410050phi,phi,AchoEm00,qb_hits,0,,,,,
player,201410050phi,phi,AchoEm00,fumbles_rec,0,,,,,
player,201410050phi,phi,AchoEm00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,AchoEm00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,AchoEm00,fumbles_forced,0,,,,,
player,201410050phi,phi,FletBr99,def_int,0,,,,,
player,201410050phi,phi,FletBr99,def_int_yds,0,,,,,
player,201410050phi,phi,FletBr99,def_int_td,0,,,,,
player,201410050phi,phi,FletBr99,def_int_long,0,,,,,
player,201410050phi,phi,FletBr99,pass_defended,1,,,,,
player,201410050phi,phi,FletBr99,sacks,0.0,,,,,
player,201410050phi,phi,FletBr99,tackles_combined,3,,,,,
player,201410050phi,phi,FletBr99,tackles_solo,3,,,,,
player,201410050phi,phi,FletBr99,tackles_assists,0,,,,,
player,201410050phi,phi,FletBr99,tackles_loss,0,,,,,
player,201410050phi,phi,FletBr99,qb_hits,0,,,,,
player,201410050phi,phi,FletBr99,fumbles_rec,0,,,,,
player,201410050phi,phi,FletBr99,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,FletBr99,fumbles_rec_td,0,,,,,
player,201410050phi,phi,FletBr99,fumbles_forced,0,,,,,
player,201410050phi,phi,GrahBr99,def_int,0,,,,,
player,201410050phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201410050phi,phi,GrahBr99,def_int_td,0,,,,,
player,201410050phi,phi,GrahBr99,def_int_long,0,,,,,
player,201410050phi,phi,GrahBr99,pass_defended,0,,,,,
player,201410050phi,phi,GrahBr99,sacks,0.0,,,,,
player,201410050phi,phi,GrahBr99,tackles_combined,3,,,,,
player,201410050phi,phi,GrahBr99,tackles_solo,3,,,,,
player,201410050phi,phi,GrahBr99,tackles_assists,0,,,,,
player,201410050phi,phi,GrahBr99,tackles_loss,1,,,,,
player,201410050phi,phi,GrahBr99,qb_hits,0,,,,,
player,201410050phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201410050phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201410050phi,phi,GrahBr99,fumbles_forced,1,,,,,
player,201410050phi,phi,LogaBe00,def_int,0,,,,,
player,201410050phi,phi,LogaBe00,def_int_yds,0,,,,,
player,201410050phi,phi,LogaBe00,def_int_td,0,,,,,
player,201410050phi,phi,LogaBe00,def_int_long,0,,,,,
player,201410050phi,phi,LogaBe00,pass_defended,0,,,,,
player,201410050phi,phi,LogaBe00,sacks,0.0,,,,,
player,201410050phi,phi,LogaBe00,tackles_combined,3,,,,,
player,201410050phi,phi,LogaBe00,tackles_solo,1,,,,,
player,201410050phi,phi,LogaBe00,tackles_assists,2,,,,,
player,201410050phi,phi,LogaBe00,tackles_loss,0,,,,,
player,201410050phi,phi,LogaBe00,qb_hits,0,,,,,
player,201410050phi,phi,LogaBe00,fumbles_rec,0,,,,,
player,201410050phi,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,LogaBe00,fumbles_forced,0,,,,,
player,201410050phi,phi,BoykBr00,def_int,0,,,,,
player,201410050phi,phi,BoykBr00,def_int_yds,0,,,,,
player,201410050phi,phi,BoykBr00,def_int_td,0,,,,,
player,201410050phi,phi,BoykBr00,def_int_long,0,,,,,
player,201410050phi,phi,BoykBr00,pass_defended,1,,,,,
player,201410050phi,phi,BoykBr00,sacks,0.0,,,,,
player,201410050phi,phi,BoykBr00,tackles_combined,2,,,,,
player,201410050phi,phi,BoykBr00,tackles_solo,2,,,,,
player,201410050phi,phi,BoykBr00,tackles_assists,0,,,,,
player,201410050phi,phi,BoykBr00,tackles_loss,0,,,,,
player,201410050phi,phi,BoykBr00,qb_hits,0,,,,,
player,201410050phi,phi,BoykBr00,fumbles_rec,0,,,,,
player,201410050phi,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,BoykBr00,fumbles_forced,0,,,,,
player,201410050phi,phi,CarrNo00,def_int,0,,,,,
player,201410050phi,phi,CarrNo00,def_int_yds,0,,,,,
player,201410050phi,phi,CarrNo00,def_int_td,0,,,,,
player,201410050phi,phi,CarrNo00,def_int_long,0,,,,,
player,201410050phi,phi,CarrNo00,pass_defended,1,,,,,
player,201410050phi,phi,CarrNo00,sacks,0.0,,,,,
player,201410050phi,phi,CarrNo00,tackles_combined,2,,,,,
player,201410050phi,phi,CarrNo00,tackles_solo,2,,,,,
player,201410050phi,phi,CarrNo00,tackles_assists,0,,,,,
player,201410050phi,phi,CarrNo00,tackles_loss,0,,,,,
player,201410050phi,phi,CarrNo00,qb_hits,0,,,,,
player,201410050phi,phi,CarrNo00,fumbles_rec,0,,,,,
player,201410050phi,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,CarrNo00,fumbles_forced,0,,,,,
player,201410050phi,phi,CaseJa00,def_int,0,,,,,
player,201410050phi,phi,CaseJa00,def_int_yds,0,,,,,
player,201410050phi,phi,CaseJa00,def_int_td,0,,,,,
player,201410050phi,phi,CaseJa00,def_int_long,0,,,,,
player,201410050phi,phi,CaseJa00,pass_defended,0,,,,,
player,201410050phi,phi,CaseJa00,sacks,0.0,,,,,
player,201410050phi,phi,CaseJa00,tackles_combined,2,,,,,
player,201410050phi,phi,CaseJa00,tackles_solo,2,,,,,
player,201410050phi,phi,CaseJa00,tackles_assists,0,,,,,
player,201410050phi,phi,CaseJa00,tackles_loss,0,,,,,
player,201410050phi,phi,CaseJa00,qb_hits,0,,,,,
player,201410050phi,phi,CaseJa00,fumbles_rec,0,,,,,
player,201410050phi,phi,CaseJa00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,CaseJa00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,CaseJa00,fumbles_forced,0,,,,,
player,201410050phi,phi,ThorCe00,def_int,0,,,,,
player,201410050phi,phi,ThorCe00,def_int_yds,0,,,,,
player,201410050phi,phi,ThorCe00,def_int_td,0,,,,,
player,201410050phi,phi,ThorCe00,def_int_long,0,,,,,
player,201410050phi,phi,ThorCe00,pass_defended,0,,,,,
player,201410050phi,phi,ThorCe00,sacks,0.0,,,,,
