game,2014,7,20141019,201410190was,oti,"Tennessee Titans",17,was,"Washington Redskins",19
player,201410190was,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201410190was,was,OrakBr99,fumbles_forced,0,,,,,
player,201410190was,was,PaulNi00,def_int,0,,,,,
player,201410190was,was,PaulNi00,def_int_yds,0,,,,,
player,201410190was,was,PaulNi00,def_int_td,0,,,,,
player,201410190was,was,PaulNi00,def_int_long,0,,,,,
player,201410190was,was,PaulNi00,pass_defended,0,,,,,
player,201410190was,was,PaulNi00,sacks,0.0,,,,,
player,201410190was,was,PaulNi00,tackles_combined,1,,,,,
player,201410190was,was,PaulNi00,tackles_solo,1,,,,,
player,201410190was,was,PaulNi00,tackles_assists,0,,,,,
player,201410190was,was,PaulNi00,tackles_loss,0,,,,,
player,201410190was,was,PaulNi00,qb_hits,0,,,,,
player,201410190was,was,PaulNi00,fumbles_rec,1,,,,,
player,201410190was,was,PaulNi00,fumbles_rec_yds,0,,,,,
player,201410190was,was,PaulNi00,fumbles_rec_td,0,,,,,
player,201410190was,was,PaulNi00,fumbles_forced,0,,,,,
player,201410190was,was,RobiTr02,def_int,0,,,,,
player,201410190was,was,RobiTr02,def_int_yds,0,,,,,
player,201410190was,was,RobiTr02,def_int_td,0,,,,,
player,201410190was,was,RobiTr02,def_int_long,0,,,,,
player,201410190was,was,RobiTr02,pass_defended,0,,,,,
player,201410190was,was,RobiTr02,sacks,0.0,,,,,
player,201410190was,was,RobiTr02,tackles_combined,1,,,,,
player,201410190was,was,RobiTr02,tackles_solo,1,,,,,
player,201410190was,was,RobiTr02,tackles_assists,0,,,,,
player,201410190was,was,RobiTr02,tackles_loss,0,,,,,
player,201410190was,was,RobiTr02,qb_hits,0,,,,,
player,201410190was,was,RobiTr02,fumbles_rec,0,,,,,
player,201410190was,was,RobiTr02,fumbles_rec_yds,0,,,,,
player,201410190was,was,RobiTr02,fumbles_rec_td,0,,,,,
player,201410190was,was,RobiTr02,fumbles_forced,0,,,,,
player,201410190was,was,BiggE.99,def_int,0,,,,,
player,201410190was,was,BiggE.99,def_int_yds,0,,,,,
player,201410190was,was,BiggE.99,def_int_td,0,,,,,
player,201410190was,was,BiggE.99,def_int_long,0,,,,,
player,201410190was,was,BiggE.99,pass_defended,1,,,,,
player,201410190was,was,BiggE.99,sacks,0.0,,,,,
player,201410190was,was,BiggE.99,tackles_combined,0,,,,,
player,201410190was,was,BiggE.99,tackles_solo,0,,,,,
player,201410190was,was,BiggE.99,tackles_assists,0,,,,,
player,201410190was,was,BiggE.99,tackles_loss,0,,,,,
player,201410190was,was,BiggE.99,qb_hits,0,,,,,
player,201410190was,was,BiggE.99,fumbles_rec,0,,,,,
player,201410190was,was,BiggE.99,fumbles_rec_yds,0,,,,,
player,201410190was,was,BiggE.99,fumbles_rec_td,0,,,,,
player,201410190was,was,BiggE.99,fumbles_forced,0,,,,,
player,201410190was,oti,McClDe00,kick_ret,0,,,,,
player,201410190was,oti,McClDe00,kick_ret_yds,0,,,,,
player,201410190was,oti,McClDe00,kick_ret_yds_per_ret,,,,,,
player,201410190was,oti,McClDe00,kick_ret_td,0,,,,,
player,201410190was,oti,McClDe00,kick_ret_long,0,,,,,
player,201410190was,oti,McClDe00,punt_ret,1,,,,,
player,201410190was,oti,McClDe00,punt_ret_yds,0,,,,,
player,201410190was,oti,McClDe00,punt_ret_yds_per_ret,0.0,,,,,
player,201410190was,oti,McClDe00,punt_ret_td,0,,,,,
player,201410190was,oti,McClDe00,punt_ret_long,0,,,,,
player,201410190was,oti,WashLe00,kick_ret,2,,,,,
player,201410190was,oti,WashLe00,kick_ret_yds,50,,,,,
player,201410190was,oti,WashLe00,kick_ret_yds_per_ret,25.0,,,,,
player,201410190was,oti,WashLe00,kick_ret_td,0,,,,,
player,201410190was,oti,WashLe00,kick_ret_long,29,,,,,
player,201410190was,oti,WashLe00,punt_ret,0,,,,,
player,201410190was,oti,WashLe00,punt_ret_yds,0,,,,,
player,201410190was,oti,WashLe00,punt_ret_yds_per_ret,,,,,,
player,201410190was,oti,WashLe00,punt_ret_td,0,,,,,
player,201410190was,oti,WashLe00,punt_ret_long,0,,,,,
player,201410190was,oti,KlugKa00,kick_ret,1,,,,,
player,201410190was,oti,KlugKa00,kick_ret_yds,12,,,,,
player,201410190was,oti,KlugKa00,kick_ret_yds_per_ret,12.0,,,,,
player,201410190was,oti,KlugKa00,kick_ret_td,0,,,,,
player,201410190was,oti,KlugKa00,kick_ret_long,12,,,,,
player,201410190was,oti,KlugKa00,punt_ret,0,,,,,
player,201410190was,oti,KlugKa00,punt_ret_yds,0,,,,,
player,201410190was,oti,KlugKa00,punt_ret_yds_per_ret,,,,,,
player,201410190was,oti,KlugKa00,punt_ret_td,0,,,,,
player,201410190was,oti,KlugKa00,punt_ret_long,0,,,,,
player,201410190was,was,RobeAn00,kick_ret,2,,,,,
player,201410190was,was,RobeAn00,kick_ret_yds,46,,,,,
player,201410190was,was,RobeAn00,kick_ret_yds_per_ret,23.0,,,,,
player,201410190was,was,RobeAn00,kick_ret_td,0,,,,,
player,201410190was,was,RobeAn00,kick_ret_long,26,,,,,
player,201410190was,was,RobeAn00,punt_ret,1,,,,,
player,201410190was,was,RobeAn00,punt_ret_yds,1,,,,,
player,201410190was,was,RobeAn00,punt_ret_yds_per_ret,1.0,,,,,
player,201410190was,was,RobeAn00,punt_ret_td,0,,,,,
player,201410190was,was,RobeAn00,punt_ret_long,1,,,,,
player,201410190was,oti,SuccRy44,xpm,2,,,,,
player,201410190was,oti,SuccRy44,xpa,2,,,,,
player,201410190was,oti,SuccRy44,fgm,1,,,,,
player,201410190was,oti,SuccRy44,fga,1,,,,,
player,201410190was,oti,SuccRy44,punt,0,,,,,
player,201410190was,oti,SuccRy44,punt_yds,0,,,,,
player,201410190was,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201410190was,oti,SuccRy44,punt_long,0,,,,,
player,201410190was,oti,KernBr20,xpm,,,,,,
player,201410190was,oti,KernBr20,xpa,,,,,,
player,201410190was,oti,KernBr20,fgm,,,,,,
player,201410190was,oti,KernBr20,fga,,,,,,
player,201410190was,oti,KernBr20,punt,5,,,,,
player,201410190was,oti,KernBr20,punt_yds,196,,,,,
player,201410190was,oti,KernBr20,punt_yds_per_punt,39.2,,,,,
player,201410190was,oti,KernBr20,punt_long,44,,,,,
player,201410190was,was,ForbKa00,xpm,1,,,,,
player,201410190was,was,ForbKa00,xpa,1,,,,,
player,201410190was,was,ForbKa00,fgm,4,,,,,
player,201410190was,was,ForbKa00,fga,4,,,,,
player,201410190was,was,ForbKa00,punt,0,,,,,
player,201410190was,was,ForbKa00,punt_yds,0,,,,,
player,201410190was,was,ForbKa00,punt_yds_per_punt,,,,,,
player,201410190was,was,ForbKa00,punt_long,0,,,,,
player,201410190was,was,WayxTr00,xpm,,,,,,
player,201410190was,was,WayxTr00,xpa,,,,,,
player,201410190was,was,WayxTr00,fgm,,,,,,
player,201410190was,was,WayxTr00,fga,,,,,,
player,201410190was,was,WayxTr00,punt,3,,,,,
player,201410190was,was,WayxTr00,punt_yds,124,,,,,
player,201410190was,was,WayxTr00,punt_yds_per_punt,41.3,,,,,
player,201410190was,was,WayxTr00,punt_long,52,,,,,
player,201410190was,was,ChesCh21,pos,G,,,,,
player,201410190was,was,ChesCh21,offense,63,,,,,
player,201410190was,was,ChesCh21,off_pct,100%,,,,,
player,201410190was,was,ChesCh21,defense,0,,,,,
player,201410190was,was,ChesCh21,def_pct,0%,,,,,
player,201410190was,was,ChesCh21,special_teams,5,,,,,
player,201410190was,was,ChesCh21,st_pct,19%,,,,,
player,201410190was,was,LauvSh20,pos,G,,,,,
player,201410190was,was,LauvSh20,offense,63,,,,,
player,201410190was,was,LauvSh20,off_pct,100%,,,,,
player,201410190was,was,LauvSh20,defense,0,,,,,
player,201410190was,was,LauvSh20,def_pct,0%,,,,,
player,201410190was,was,LauvSh20,special_teams,5,,,,,
player,201410190was,was,LauvSh20,st_pct,19%,,,,,
player,201410190was,was,WillTr21,pos,T,,,,,
player,201410190was,was,WillTr21,offense,63,,,,,
player,201410190was,was,WillTr21,off_pct,100%,,,,,
player,201410190was,was,WillTr21,defense,0,,,,,
player,201410190was,was,WillTr21,def_pct,0%,,,,,
player,201410190was,was,WillTr21,special_teams,5,,,,,
player,201410190was,was,WillTr21,st_pct,19%,,,,,
player,201410190was,was,LichKo20,pos,C,,,,,
player,201410190was,was,LichKo20,offense,63,,,,,
player,201410190was,was,LichKo20,off_pct,100%,,,,,
player,201410190was,was,LichKo20,defense,0,,,,,
player,201410190was,was,LichKo20,def_pct,0%,,,,,
player,201410190was,was,LichKo20,special_teams,0,,,,,
player,201410190was,was,LichKo20,st_pct,0%,,,,,
player,201410190was,was,GarcPi00,pos,WR,,,,,
player,201410190was,was,GarcPi00,offense,52,,,,,
player,201410190was,was,GarcPi00,off_pct,83%,,,,,
player,201410190was,was,GarcPi00,defense,0,,,,,
player,201410190was,was,GarcPi00,def_pct,0%,,,,,
player,201410190was,was,GarcPi00,special_teams,0,,,,,
player,201410190was,was,GarcPi00,st_pct,0%,,,,,
player,201410190was,was,JackDe00,pos,WR,,,,,
player,201410190was,was,JackDe00,offense,52,,,,,
player,201410190was,was,JackDe00,off_pct,83%,,,,,
player,201410190was,was,JackDe00,defense,0,,,,,
player,201410190was,was,JackDe00,def_pct,0%,,,,,
player,201410190was,was,JackDe00,special_teams,0,,,,,
player,201410190was,was,JackDe00,st_pct,0%,,,,,
player,201410190was,was,ReedJo02,pos,TE,,,,,
player,201410190was,was,ReedJo02,offense,41,,,,,
player,201410190was,was,ReedJo02,off_pct,65%,,,,,
player,201410190was,was,ReedJo02,defense,0,,,,,
player,201410190was,was,ReedJo02,def_pct,0%,,,,,
player,201410190was,was,ReedJo02,special_teams,0,,,,,
player,201410190was,was,ReedJo02,st_pct,0%,,,,,
player,201410190was,was,RobeAn00,pos,WR,,,,,
player,201410190was,was,RobeAn00,offense,40,,,,,
player,201410190was,was,RobeAn00,off_pct,63%,,,,,
player,201410190was,was,RobeAn00,defense,0,,,,,
player,201410190was,was,RobeAn00,def_pct,0%,,,,,
player,201410190was,was,RobeAn00,special_teams,11,,,,,
player,201410190was,was,RobeAn00,st_pct,41%,,,,,
player,201410190was,was,PoluTy20,pos,T,,,,,
player,201410190was,was,PoluTy20,offense,40,,,,,
player,201410190was,was,PoluTy20,off_pct,63%,,,,,
player,201410190was,was,PoluTy20,defense,0,,,,,
player,201410190was,was,PoluTy20,def_pct,0%,,,,,
player,201410190was,was,PoluTy20,special_teams,5,,,,,
player,201410190was,was,PoluTy20,st_pct,19%,,,,,
player,201410190was,was,CousKi00,pos,QB,,,,,
player,201410190was,was,CousKi00,offense,33,,,,,
player,201410190was,was,CousKi00,off_pct,52%,,,,,
player,201410190was,was,CousKi00,defense,0,,,,,
player,201410190was,was,CousKi00,def_pct,0%,,,,,
player,201410190was,was,CousKi00,special_teams,0,,,,,
player,201410190was,was,CousKi00,st_pct,0%,,,,,
player,201410190was,was,MorrAl00,pos,RB,,,,,
player,201410190was,was,MorrAl00,offense,32,,,,,
player,201410190was,was,MorrAl00,off_pct,51%,,,,,
player,201410190was,was,MorrAl00,defense,0,,,,,
player,201410190was,was,MorrAl00,def_pct,0%,,,,,
player,201410190was,was,MorrAl00,special_teams,0,,,,,
player,201410190was,was,MorrAl00,st_pct,0%,,,,,
player,201410190was,was,HeluRo00,pos,RB,,,,,
player,201410190was,was,HeluRo00,offense,31,,,,,
player,201410190was,was,HeluRo00,off_pct,49%,,,,,
player,201410190was,was,HeluRo00,defense,0,,,,,
player,201410190was,was,HeluRo00,def_pct,0%,,,,,
player,201410190was,was,HeluRo00,special_teams,0,,,,,
player,201410190was,was,HeluRo00,st_pct,0%,,,,,
player,201410190was,was,McCoCo00,pos,QB,,,,,
player,201410190was,was,McCoCo00,offense,30,,,,,
player,201410190was,was,McCoCo00,off_pct,48%,,,,,
player,201410190was,was,McCoCo00,defense,0,,,,,
player,201410190was,was,McCoCo00,def_pct,0%,,,,,
player,201410190was,was,McCoCo00,special_teams,0,,,,,
player,201410190was,was,McCoCo00,st_pct,0%,,,,,
player,201410190was,was,PaulLo00,pos,TE,,,,,
player,201410190was,was,PaulLo00,offense,26,,,,,
player,201410190was,was,PaulLo00,off_pct,41%,,,,,
player,201410190was,was,PaulLo00,defense,0,,,,,
player,201410190was,was,PaulLo00,def_pct,0%,,,,,
player,201410190was,was,PaulLo00,special_teams,13,,,,,
player,201410190was,was,PaulLo00,st_pct,48%,,,,,
player,201410190was,was,CompTo00,pos,T,,,,,
player,201410190was,was,CompTo00,offense,23,,,,,
player,201410190was,was,CompTo00,off_pct,37%,,,,,
player,201410190was,was,CompTo00,defense,0,,,,,
player,201410190was,was,CompTo00,def_pct,0%,,,,,
player,201410190was,was,CompTo00,special_teams,5,,,,,
player,201410190was,was,CompTo00,st_pct,19%,,,,,
player,201410190was,was,PaulNi00,pos,TE,,,,,
player,201410190was,was,PaulNi00,offense,22,,,,,
player,201410190was,was,PaulNi00,off_pct,35%,,,,,
player,201410190was,was,PaulNi00,defense,0,,,,,
player,201410190was,was,PaulNi00,def_pct,0%,,,,,
player,201410190was,was,PaulNi00,special_teams,19,,,,,
player,201410190was,was,PaulNi00,st_pct,70%,,,,,
player,201410190was,was,YounDa01,pos,FB,,,,,
player,201410190was,was,YounDa01,offense,14,,,,,
player,201410190was,was,YounDa01,off_pct,22%,,,,,
player,201410190was,was,YounDa01,defense,0,,,,,
player,201410190was,was,YounDa01,def_pct,0%,,,,,
player,201410190was,was,YounDa01,special_teams,8,,,,,
player,201410190was,was,YounDa01,st_pct,30%,,,,,
player,201410190was,was,MossSa00,pos,WR,,,,,
player,201410190was,was,MossSa00,offense,3,,,,,
player,201410190was,was,MossSa00,off_pct,5%,,,,,
player,201410190was,was,MossSa00,defense,0,,,,,
player,201410190was,was,MossSa00,def_pct,0%,,,,,
player,201410190was,was,MossSa00,special_teams,0,,,,,
player,201410190was,was,MossSa00,st_pct,0%,,,,,
player,201410190was,was,GranRy01,pos,WR,,,,,
player,201410190was,was,GranRy01,offense,2,,,,,
player,201410190was,was,GranRy01,off_pct,3%,,,,,
player,201410190was,was,GranRy01,defense,0,,,,,
player,201410190was,was,GranRy01,def_pct,0%,,,,,
player,201410190was,was,GranRy01,special_teams,0,,,,,
player,201410190was,was,GranRy01,st_pct,0%,,,,,
player,201410190was,was,CompWi00,pos,LB,,,,,
player,201410190was,was,CompWi00,offense,0,,,,,
player,201410190was,was,CompWi00,off_pct,0%,,,,,
player,201410190was,was,CompWi00,defense,56,,,,,
player,201410190was,was,CompWi00,def_pct,100%,,,,,
player,201410190was,was,CompWi00,special_teams,10,,,,,
player,201410190was,was,CompWi00,st_pct,37%,,,,,
player,201410190was,was,MeriBr99,pos,SS,,,,,
player,201410190was,was,MeriBr99,offense,0,,,,,
player,201410190was,was,MeriBr99,off_pct,0%,,,,,
player,201410190was,was,MeriBr99,defense,56,,,,,
player,201410190was,was,MeriBr99,def_pct,100%,,,,,
player,201410190was,was,MeriBr99,special_teams,8,,,,,
player,201410190was,was,MeriBr99,st_pct,30%,,,,,
player,201410190was,was,RobiKe01,pos,LB,,,,,
player,201410190was,was,RobiKe01,offense,0,,,,,
player,201410190was,was,RobiKe01,off_pct,0%,,,,,
player,201410190was,was,RobiKe01,defense,56,,,,,
player,201410190was,was,RobiKe01,def_pct,100%,,,,,
player,201410190was,was,RobiKe01,special_teams,6,,,,,
player,201410190was,was,RobiKe01,st_pct,22%,,,,,
player,201410190was,was,AmerDa00,pos,CB,,,,,
player,201410190was,was,AmerDa00,offense,0,,,,,
player,201410190was,was,AmerDa00,off_pct,0%,,,,,
player,201410190was,was,AmerDa00,defense,56,,,,,
player,201410190was,was,AmerDa00,def_pct,100%,,,,,
player,201410190was,was,AmerDa00,special_teams,3,,,,,
player,201410190was,was,AmerDa00,st_pct,11%,,,,,
player,201410190was,was,BreeBa00,pos,CB,,,,,
player,201410190was,was,BreeBa00,offense,0,,,,,
player,201410190was,was,BreeBa00,off_pct,0%,,,,,
player,201410190was,was,BreeBa00,defense,56,,,,,
player,201410190was,was,BreeBa00,def_pct,100%,,,,,
player,201410190was,was,BreeBa00,special_teams,3,,,,,
player,201410190was,was,BreeBa00,st_pct,11%,,,,,
player,201410190was,was,ClarRy20,pos,FS,,,,,
player,201410190was,was,ClarRy20,offense,0,,,,,
player,201410190was,was,ClarRy20,off_pct,0%,,,,,
player,201410190was,was,ClarRy20,defense,56,,,,,
player,201410190was,was,ClarRy20,def_pct,100%,,,,,
player,201410190was,was,ClarRy20,special_teams,0,,,,,
player,201410190was,was,ClarRy20,st_pct,0%,,,,,
player,201410190was,was,KerrRy00,pos,LB,,,,,
player,201410190was,was,KerrRy00,offense,0,,,,,
player,201410190was,was,KerrRy00,off_pct,0%,,,,,
player,201410190was,was,KerrRy00,defense,51,,,,,
player,201410190was,was,KerrRy00,def_pct,91%,,,,,
player,201410190was,was,KerrRy00,special_teams,3,,,,,
player,201410190was,was,KerrRy00,st_pct,11%,,,,,
player,201410190was,was,BiggE.99,pos,CB,,,,,
player,201410190was,was,BiggE.99,offense,0,,,,,
player,201410190was,was,BiggE.99,off_pct,0%,,,,,
player,201410190was,was,BiggE.99,defense,39,,,,,
player,201410190was,was,BiggE.99,def_pct,70%,,,,,
player,201410190was,was,BiggE.99,special_teams,7,,,,,
player,201410190was,was,BiggE.99,st_pct,26%,,,,,
player,201410190was,was,HatcJa20,pos,DE,,,,,
player,201410190was,was,HatcJa20,offense,0,,,,,
player,201410190was,was,HatcJa20,off_pct,0%,,,,,
player,201410190was,was,HatcJa20,defense,36,,,,,
player,201410190was,was,HatcJa20,def_pct,64%,,,,,
player,201410190was,was,HatcJa20,special_teams,3,,,,,
player,201410190was,was,HatcJa20,st_pct,11%,,,,,
player,201410190was,was,OrakBr99,pos,LB,,,,,
player,201410190was,was,OrakBr99,offense,0,,,,,
player,201410190was,was,OrakBr99,off_pct,0%,,,,,
player,201410190was,was,OrakBr99,defense,35,,,,,
player,201410190was,was,OrakBr99,def_pct,62%,,,,,
player,201410190was,was,OrakBr99,special_teams,2,,,,,
player,201410190was,was,OrakBr99,st_pct,7%,,,,,
player,201410190was,was,JenkJa01,pos,DE,,,,,
player,201410190was,was,JenkJa01,offense,0,,,,,
player,201410190was,was,JenkJa01,off_pct,0%,,,,,
player,201410190was,was,JenkJa01,defense,33,,,,,
player,201410190was,was,JenkJa01,def_pct,59%,,,,,
player,201410190was,was,JenkJa01,special_teams,0,,,,,
player,201410190was,was,JenkJa01,st_pct,0%,,,,,
player,201410190was,was,MurpTr00,pos,LB,,,,,
player,201410190was,was,MurpTr00,offense,0,,,,,
player,201410190was,was,MurpTr00,off_pct,0%,,,,,
player,201410190was,was,MurpTr00,defense,29,,,,,
player,201410190was,was,MurpTr00,def_pct,52%,,,,,
player,201410190was,was,MurpTr00,special_teams,15,,,,,
player,201410190was,was,MurpTr00,st_pct,56%,,,,,
player,201410190was,was,BakeCh99,pos,DE,,,,,
player,201410190was,was,BakeCh99,offense,0,,,,,
player,201410190was,was,BakeCh99,off_pct,0%,,,,,
player,201410190was,was,BakeCh99,defense,23,,,,,
player,201410190was,was,BakeCh99,def_pct,41%,,,,,
player,201410190was,was,BakeCh99,special_teams,0,,,,,
player,201410190was,was,BakeCh99,st_pct,0%,,,,,
player,201410190was,was,KearFr00,pos,DE,,,,,
player,201410190was,was,KearFr00,offense,0,,,,,
player,201410190was,was,KearFr00,off_pct,0%,,,,,
player,201410190was,was,KearFr00,defense,11,,,,,
player,201410190was,was,KearFr00,def_pct,20%,,,,,
player,201410190was,was,KearFr00,special_teams,10,,,,,
player,201410190was,was,KearFr00,st_pct,37%,,,,,
player,201410190was,was,GolsKe20,pos,DE,,,,,
player,201410190was,was,GolsKe20,offense,0,,,,,
player,201410190was,was,GolsKe20,off_pct,0%,,,,,
player,201410190was,was,GolsKe20,defense,9,,,,,
player,201410190was,was,GolsKe20,def_pct,16%,,,,,
player,201410190was,was,GolsKe20,special_teams,10,,,,,
player,201410190was,was,GolsKe20,st_pct,37%,,,,,
player,201410190was,was,BoweSt20,pos,DE,,,,,
player,201410190was,was,BoweSt20,offense,0,,,,,
player,201410190was,was,BoweSt20,off_pct,0%,,,,,
player,201410190was,was,BoweSt20,defense,9,,,,,
player,201410190was,was,BoweSt20,def_pct,16%,,,,,
player,201410190was,was,BoweSt20,special_teams,2,,,,,
player,201410190was,was,BoweSt20,st_pct,7%,,,,,
player,201410190was,was,HaywAd98,pos,LB,,,,,
player,201410190was,was,HaywAd98,offense,0,,,,,
player,201410190was,was,HaywAd98,off_pct,0%,,,,,
player,201410190was,was,HaywAd98,defense,4,,,,,
player,201410190was,was,HaywAd98,def_pct,7%,,,,,
player,201410190was,was,HaywAd98,special_teams,19,,,,,
player,201410190was,was,HaywAd98,st_pct,70%,,,,,
player,201410190was,was,JeffJa00,pos,LB,,,,,
player,201410190was,was,JeffJa00,offense,0,,,,,
player,201410190was,was,JeffJa00,off_pct,0%,,,,,
player,201410190was,was,JeffJa00,defense,1,,,,,
player,201410190was,was,JeffJa00,def_pct,2%,,,,,
player,201410190was,was,JeffJa00,special_teams,16,,,,,
player,201410190was,was,JeffJa00,st_pct,59%,,,,,
player,201410190was,was,SanfJa99,pos,SS,,,,,
player,201410190was,was,SanfJa99,offense,0,,,,,
player,201410190was,was,SanfJa99,off_pct,0%,,,,,
player,201410190was,was,SanfJa99,defense,0,,,,,
player,201410190was,was,SanfJa99,def_pct,0%,,,,,
player,201410190was,was,SanfJa99,special_teams,19,,,,,
player,201410190was,was,SanfJa99,st_pct,70%,,,,,
player,201410190was,was,RobiTr02,pos,FS,,,,,
player,201410190was,was,RobiTr02,offense,0,,,,,
player,201410190was,was,RobiTr02,off_pct,0%,,,,,
player,201410190was,was,RobiTr02,defense,0,,,,,
player,201410190was,was,RobiTr02,def_pct,0%,,,,,
player,201410190was,was,RobiTr02,special_teams,19,,,,,
player,201410190was,was,RobiTr02,st_pct,70%,,,,,
player,201410190was,was,MinnCh00,pos,CB,,,,,
player,201410190was,was,MinnCh00,offense,0,,,,,
player,201410190was,was,MinnCh00,off_pct,0%,,,,,
player,201410190was,was,MinnCh00,defense,0,,,,,
player,201410190was,was,MinnCh00,def_pct,0%,,,,,
player,201410190was,was,MinnCh00,special_teams,16,,,,,
player,201410190was,was,MinnCh00,st_pct,59%,,,,,
player,201410190was,was,ReddSi00,pos,RB,,,,,
player,201410190was,was,ReddSi00,offense,0,,,,,
player,201410190was,was,ReddSi00,off_pct,0%,,,,,
player,201410190was,was,ReddSi00,defense,0,,,,,
player,201410190was,was,ReddSi00,def_pct,0%,,,,,
player,201410190was,was,ReddSi00,special_teams,12,,,,,
player,201410190was,was,ReddSi00,st_pct,44%,,,,,
player,201410190was,was,DucrGr00,pos,CB,,,,,
player,201410190was,was,DucrGr00,offense,0,,,,,
player,201410190was,was,DucrGr00,off_pct,0%,,,,,
player,201410190was,was,DucrGr00,defense,0,,,,,
player,201410190was,was,DucrGr00,def_pct,0%,,,,,
player,201410190was,was,DucrGr00,special_teams,11,,,,,
player,201410190was,was,DucrGr00,st_pct,41%,,,,,
player,201410190was,was,ForbKa00,pos,K,,,,,
player,201410190was,was,ForbKa00,offense,0,,,,,
player,201410190was,was,ForbKa00,off_pct,0%,,,,,
player,201410190was,was,ForbKa00,defense,0,,,,,
player,201410190was,was,ForbKa00,def_pct,0%,,,,,
player,201410190was,was,ForbKa00,special_teams,10,,,,,
player,201410190was,was,ForbKa00,st_pct,37%,,,,,
player,201410190was,was,SundNi00,pos,LS,,,,,
player,201410190was,was,SundNi00,offense,0,,,,,
player,201410190was,was,SundNi00,off_pct,0%,,,,,
player,201410190was,was,SundNi00,defense,0,,,,,
player,201410190was,was,SundNi00,def_pct,0%,,,,,
player,201410190was,was,SundNi00,special_teams,8,,,,,
player,201410190was,was,SundNi00,st_pct,30%,,,,,
player,201410190was,was,WayxTr00,pos,P,,,,,
player,201410190was,was,WayxTr00,offense,0,,,,,
player,201410190was,was,WayxTr00,off_pct,0%,,,,,
player,201410190was,was,WayxTr00,defense,0,,,,,
player,201410190was,was,WayxTr00,def_pct,0%,,,,,
player,201410190was,was,WayxTr00,special_teams,8,,,,,
player,201410190was,was,WayxTr00,st_pct,30%,,,,,
player,201410190was,oti,SchwBr00,pos,C,,,,,
player,201410190was,oti,SchwBr00,offense,56,,,,,
player,201410190was,oti,SchwBr00,off_pct,100%,,,,,
player,201410190was,oti,SchwBr00,defense,0,,,,,
player,201410190was,oti,SchwBr00,def_pct,0%,,,,,
player,201410190was,oti,SchwBr00,special_teams,3,,,,,
player,201410190was,oti,SchwBr00,st_pct,11%,,,,,
player,201410190was,oti,LewaTa00,pos,T,,,,,
player,201410190was,oti,LewaTa00,offense,56,,,,,
player,201410190was,oti,LewaTa00,off_pct,100%,,,,,
player,201410190was,oti,LewaTa00,defense,0,,,,,
player,201410190was,oti,LewaTa00,def_pct,0%,,,,,
player,201410190was,oti,LewaTa00,special_teams,3,,,,,
player,201410190was,oti,LewaTa00,st_pct,11%,,,,,
player,201410190was,oti,WarmCh00,pos,G,,,,,
player,201410190was,oti,WarmCh00,offense,56,,,,,
player,201410190was,oti,WarmCh00,off_pct,100%,,,,,
player,201410190was,oti,WarmCh00,defense,0,,,,,
player,201410190was,oti,WarmCh00,def_pct,0%,,,,,
player,201410190was,oti,WarmCh00,special_teams,3,,,,,
player,201410190was,oti,WarmCh00,st_pct,11%,,,,,
player,201410190was,oti,LeviAn20,pos,G,,,,,
player,201410190was,oti,LeviAn20,offense,56,,,,,
player,201410190was,oti,LeviAn20,off_pct,100%,,,,,
player,201410190was,oti,LeviAn20,defense,0,,,,,
player,201410190was,oti,LeviAn20,def_pct,0%,,,,,
player,201410190was,oti,LeviAn20,special_teams,0,,,,,
player,201410190was,oti,LeviAn20,st_pct,0%,,,,,
player,201410190was,oti,WhitCh02,pos,QB,,,,,
player,201410190was,oti,WhitCh02,offense,56,,,,,
player,201410190was,oti,WhitCh02,off_pct,100%,,,,,
player,201410190was,oti,WhitCh02,defense,0,,,,,
player,201410190was,oti,WhitCh02,def_pct,0%,,,,,
player,201410190was,oti,WhitCh02,special_teams,0,,,,,
player,201410190was,oti,WhitCh02,st_pct,0%,,,,,
player,201410190was,oti,OherMi20,pos,T,,,,,
player,201410190was,oti,OherMi20,offense,56,,,,,
player,201410190was,oti,OherMi20,off_pct,100%,,,,,
player,201410190was,oti,OherMi20,defense,0,,,,,
player,201410190was,oti,OherMi20,def_pct,0%,,,,,
player,201410190was,oti,OherMi20,special_teams,0,,,,,
player,201410190was,oti,OherMi20,st_pct,0%,,,,,
player,201410190was,oti,HuntJu00,pos,WR,,,,,
player,201410190was,oti,HuntJu00,offense,54,,,,,
player,201410190was,oti,HuntJu00,off_pct,96%,,,,,
player,201410190was,oti,HuntJu00,defense,0,,,,,
player,201410190was,oti,HuntJu00,def_pct,0%,,,,,
player,201410190was,oti,HuntJu00,special_teams,0,,,,,
player,201410190was,oti,HuntJu00,st_pct,0%,,,,,
player,201410190was,oti,WalkHu00,pos,TE,,,,,
player,201410190was,oti,WalkHu00,offense,49,,,,,
player,201410190was,oti,WalkHu00,off_pct,88%,,,,,
player,201410190was,oti,WalkHu00,defense,0,,,,,
player,201410190was,oti,WalkHu00,def_pct,0%,,,,,
player,201410190was,oti,WalkHu00,special_teams,0,,,,,
player,201410190was,oti,WalkHu00,st_pct,0%,,,,,
player,201410190was,oti,WrigKe01,pos,WR,,,,,
player,201410190was,oti,WrigKe01,offense,40,,,,,
player,201410190was,oti,WrigKe01,off_pct,71%,,,,,
