game,2014,2,20140914,201409140oti,dal,"Dallas Cowboys",26,oti,"Tennessee Titans",10
player,201409140oti,dal,MeltHe99,tackles_assists,1,,,,,
player,201409140oti,dal,MeltHe99,tackles_loss,0,,,,,
player,201409140oti,dal,MeltHe99,qb_hits,1,,,,,
player,201409140oti,dal,MeltHe99,fumbles_rec,0,,,,,
player,201409140oti,dal,MeltHe99,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,MeltHe99,fumbles_rec_td,0,,,,,
player,201409140oti,dal,MeltHe99,fumbles_forced,0,,,,,
player,201409140oti,dal,WilcJ.00,def_int,0,,,,,
player,201409140oti,dal,WilcJ.00,def_int_yds,0,,,,,
player,201409140oti,dal,WilcJ.00,def_int_td,0,,,,,
player,201409140oti,dal,WilcJ.00,def_int_long,0,,,,,
player,201409140oti,dal,WilcJ.00,pass_defended,1,,,,,
player,201409140oti,dal,WilcJ.00,sacks,0.0,,,,,
player,201409140oti,dal,WilcJ.00,tackles_combined,6,,,,,
player,201409140oti,dal,WilcJ.00,tackles_solo,6,,,,,
player,201409140oti,dal,WilcJ.00,tackles_assists,0,,,,,
player,201409140oti,dal,WilcJ.00,tackles_loss,0,,,,,
player,201409140oti,dal,WilcJ.00,qb_hits,0,,,,,
player,201409140oti,dal,WilcJ.00,fumbles_rec,0,,,,,
player,201409140oti,dal,WilcJ.00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,WilcJ.00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,WilcJ.00,fumbles_forced,0,,,,,
player,201409140oti,dal,MoorSt00,def_int,0,,,,,
player,201409140oti,dal,MoorSt00,def_int_yds,0,,,,,
player,201409140oti,dal,MoorSt00,def_int_td,0,,,,,
player,201409140oti,dal,MoorSt00,def_int_long,0,,,,,
player,201409140oti,dal,MoorSt00,pass_defended,2,,,,,
player,201409140oti,dal,MoorSt00,sacks,0.0,,,,,
player,201409140oti,dal,MoorSt00,tackles_combined,5,,,,,
player,201409140oti,dal,MoorSt00,tackles_solo,5,,,,,
player,201409140oti,dal,MoorSt00,tackles_assists,0,,,,,
player,201409140oti,dal,MoorSt00,tackles_loss,1,,,,,
player,201409140oti,dal,MoorSt00,qb_hits,0,,,,,
player,201409140oti,dal,MoorSt00,fumbles_rec,0,,,,,
player,201409140oti,dal,MoorSt00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,MoorSt00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,MoorSt00,fumbles_forced,1,,,,,
player,201409140oti,dal,HeatJe00,def_int,0,,,,,
player,201409140oti,dal,HeatJe00,def_int_yds,0,,,,,
player,201409140oti,dal,HeatJe00,def_int_td,0,,,,,
player,201409140oti,dal,HeatJe00,def_int_long,0,,,,,
player,201409140oti,dal,HeatJe00,pass_defended,0,,,,,
player,201409140oti,dal,HeatJe00,sacks,0.0,,,,,
player,201409140oti,dal,HeatJe00,tackles_combined,2,,,,,
player,201409140oti,dal,HeatJe00,tackles_solo,2,,,,,
player,201409140oti,dal,HeatJe00,tackles_assists,0,,,,,
player,201409140oti,dal,HeatJe00,tackles_loss,0,,,,,
player,201409140oti,dal,HeatJe00,qb_hits,0,,,,,
player,201409140oti,dal,HeatJe00,fumbles_rec,0,,,,,
player,201409140oti,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,HeatJe00,fumbles_forced,0,,,,,
player,201409140oti,dal,HitcAn00,def_int,0,,,,,
player,201409140oti,dal,HitcAn00,def_int_yds,0,,,,,
player,201409140oti,dal,HitcAn00,def_int_td,0,,,,,
player,201409140oti,dal,HitcAn00,def_int_long,0,,,,,
player,201409140oti,dal,HitcAn00,pass_defended,0,,,,,
player,201409140oti,dal,HitcAn00,sacks,0.0,,,,,
player,201409140oti,dal,HitcAn00,tackles_combined,2,,,,,
player,201409140oti,dal,HitcAn00,tackles_solo,1,,,,,
player,201409140oti,dal,HitcAn00,tackles_assists,1,,,,,
player,201409140oti,dal,HitcAn00,tackles_loss,0,,,,,
player,201409140oti,dal,HitcAn00,qb_hits,0,,,,,
player,201409140oti,dal,HitcAn00,fumbles_rec,0,,,,,
player,201409140oti,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,HitcAn00,fumbles_forced,0,,,,,
player,201409140oti,dal,CarrBr99,def_int,0,,,,,
player,201409140oti,dal,CarrBr99,def_int_yds,0,,,,,
player,201409140oti,dal,CarrBr99,def_int_td,0,,,,,
player,201409140oti,dal,CarrBr99,def_int_long,0,,,,,
player,201409140oti,dal,CarrBr99,pass_defended,2,,,,,
player,201409140oti,dal,CarrBr99,sacks,0.0,,,,,
player,201409140oti,dal,CarrBr99,tackles_combined,1,,,,,
player,201409140oti,dal,CarrBr99,tackles_solo,1,,,,,
player,201409140oti,dal,CarrBr99,tackles_assists,0,,,,,
player,201409140oti,dal,CarrBr99,tackles_loss,0,,,,,
player,201409140oti,dal,CarrBr99,qb_hits,0,,,,,
player,201409140oti,dal,CarrBr99,fumbles_rec,0,,,,,
player,201409140oti,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201409140oti,dal,CarrBr99,fumbles_forced,0,,,,,
player,201409140oti,dal,CartBr00,def_int,0,,,,,
player,201409140oti,dal,CartBr00,def_int_yds,0,,,,,
player,201409140oti,dal,CartBr00,def_int_td,0,,,,,
player,201409140oti,dal,CartBr00,def_int_long,0,,,,,
player,201409140oti,dal,CartBr00,pass_defended,0,,,,,
player,201409140oti,dal,CartBr00,sacks,0.0,,,,,
player,201409140oti,dal,CartBr00,tackles_combined,1,,,,,
player,201409140oti,dal,CartBr00,tackles_solo,1,,,,,
player,201409140oti,dal,CartBr00,tackles_assists,0,,,,,
player,201409140oti,dal,CartBr00,tackles_loss,0,,,,,
player,201409140oti,dal,CartBr00,qb_hits,1,,,,,
player,201409140oti,dal,CartBr00,fumbles_rec,0,,,,,
player,201409140oti,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,CartBr00,fumbles_forced,0,,,,,
player,201409140oti,dal,ClaiMo00,def_int,0,,,,,
player,201409140oti,dal,ClaiMo00,def_int_yds,0,,,,,
player,201409140oti,dal,ClaiMo00,def_int_td,0,,,,,
player,201409140oti,dal,ClaiMo00,def_int_long,0,,,,,
player,201409140oti,dal,ClaiMo00,pass_defended,1,,,,,
player,201409140oti,dal,ClaiMo00,sacks,0.0,,,,,
player,201409140oti,dal,ClaiMo00,tackles_combined,1,,,,,
player,201409140oti,dal,ClaiMo00,tackles_solo,0,,,,,
player,201409140oti,dal,ClaiMo00,tackles_assists,1,,,,,
player,201409140oti,dal,ClaiMo00,tackles_loss,0,,,,,
player,201409140oti,dal,ClaiMo00,qb_hits,0,,,,,
player,201409140oti,dal,ClaiMo00,fumbles_rec,0,,,,,
player,201409140oti,dal,ClaiMo00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,ClaiMo00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,ClaiMo00,fumbles_forced,0,,,,,
player,201409140oti,dal,ColeDa00,def_int,0,,,,,
player,201409140oti,dal,ColeDa00,def_int_yds,0,,,,,
player,201409140oti,dal,ColeDa00,def_int_td,0,,,,,
player,201409140oti,dal,ColeDa00,def_int_long,0,,,,,
player,201409140oti,dal,ColeDa00,pass_defended,0,,,,,
player,201409140oti,dal,ColeDa00,sacks,0.0,,,,,
player,201409140oti,dal,ColeDa00,tackles_combined,1,,,,,
player,201409140oti,dal,ColeDa00,tackles_solo,1,,,,,
player,201409140oti,dal,ColeDa00,tackles_assists,0,,,,,
player,201409140oti,dal,ColeDa00,tackles_loss,0,,,,,
player,201409140oti,dal,ColeDa00,qb_hits,0,,,,,
player,201409140oti,dal,ColeDa00,fumbles_rec,0,,,,,
player,201409140oti,dal,ColeDa00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,ColeDa00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,ColeDa00,fumbles_forced,0,,,,,
player,201409140oti,dal,HannJa00,def_int,0,,,,,
player,201409140oti,dal,HannJa00,def_int_yds,0,,,,,
player,201409140oti,dal,HannJa00,def_int_td,0,,,,,
player,201409140oti,dal,HannJa00,def_int_long,0,,,,,
player,201409140oti,dal,HannJa00,pass_defended,0,,,,,
player,201409140oti,dal,HannJa00,sacks,0.0,,,,,
player,201409140oti,dal,HannJa00,tackles_combined,1,,,,,
player,201409140oti,dal,HannJa00,tackles_solo,1,,,,,
player,201409140oti,dal,HannJa00,tackles_assists,0,,,,,
player,201409140oti,dal,HannJa00,tackles_loss,0,,,,,
player,201409140oti,dal,HannJa00,qb_hits,0,,,,,
player,201409140oti,dal,HannJa00,fumbles_rec,0,,,,,
player,201409140oti,dal,HannJa00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,HannJa00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,HannJa00,fumbles_forced,0,,,,,
player,201409140oti,dal,HarrDw00,def_int,0,,,,,
player,201409140oti,dal,HarrDw00,def_int_yds,0,,,,,
player,201409140oti,dal,HarrDw00,def_int_td,0,,,,,
player,201409140oti,dal,HarrDw00,def_int_long,0,,,,,
player,201409140oti,dal,HarrDw00,pass_defended,0,,,,,
player,201409140oti,dal,HarrDw00,sacks,0.0,,,,,
player,201409140oti,dal,HarrDw00,tackles_combined,1,,,,,
player,201409140oti,dal,HarrDw00,tackles_solo,1,,,,,
player,201409140oti,dal,HarrDw00,tackles_assists,0,,,,,
player,201409140oti,dal,HarrDw00,tackles_loss,0,,,,,
player,201409140oti,dal,HarrDw00,qb_hits,0,,,,,
player,201409140oti,dal,HarrDw00,fumbles_rec,0,,,,,
player,201409140oti,dal,HarrDw00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,HarrDw00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,HarrDw00,fumbles_forced,0,,,,,
player,201409140oti,dal,HaydNi99,def_int,0,,,,,
player,201409140oti,dal,HaydNi99,def_int_yds,0,,,,,
player,201409140oti,dal,HaydNi99,def_int_td,0,,,,,
player,201409140oti,dal,HaydNi99,def_int_long,0,,,,,
player,201409140oti,dal,HaydNi99,pass_defended,0,,,,,
player,201409140oti,dal,HaydNi99,sacks,0.0,,,,,
player,201409140oti,dal,HaydNi99,tackles_combined,1,,,,,
player,201409140oti,dal,HaydNi99,tackles_solo,0,,,,,
player,201409140oti,dal,HaydNi99,tackles_assists,1,,,,,
player,201409140oti,dal,HaydNi99,tackles_loss,0,,,,,
player,201409140oti,dal,HaydNi99,qb_hits,1,,,,,
player,201409140oti,dal,HaydNi99,fumbles_rec,0,,,,,
player,201409140oti,dal,HaydNi99,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,HaydNi99,fumbles_rec_td,0,,,,,
player,201409140oti,dal,HaydNi99,fumbles_forced,0,,,,,
player,201409140oti,dal,PatmTy00,def_int,0,,,,,
player,201409140oti,dal,PatmTy00,def_int_yds,0,,,,,
player,201409140oti,dal,PatmTy00,def_int_td,0,,,,,
player,201409140oti,dal,PatmTy00,def_int_long,0,,,,,
player,201409140oti,dal,PatmTy00,pass_defended,0,,,,,
player,201409140oti,dal,PatmTy00,sacks,0.0,,,,,
player,201409140oti,dal,PatmTy00,tackles_combined,1,,,,,
player,201409140oti,dal,PatmTy00,tackles_solo,1,,,,,
player,201409140oti,dal,PatmTy00,tackles_assists,0,,,,,
player,201409140oti,dal,PatmTy00,tackles_loss,0,,,,,
player,201409140oti,dal,PatmTy00,qb_hits,0,,,,,
player,201409140oti,dal,PatmTy00,fumbles_rec,0,,,,,
player,201409140oti,dal,PatmTy00,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,PatmTy00,fumbles_rec_td,0,,,,,
player,201409140oti,dal,PatmTy00,fumbles_forced,0,,,,,
player,201409140oti,dal,RandJo01,def_int,0,,,,,
player,201409140oti,dal,RandJo01,def_int_yds,0,,,,,
player,201409140oti,dal,RandJo01,def_int_td,0,,,,,
player,201409140oti,dal,RandJo01,def_int_long,0,,,,,
player,201409140oti,dal,RandJo01,pass_defended,0,,,,,
player,201409140oti,dal,RandJo01,sacks,0.0,,,,,
player,201409140oti,dal,RandJo01,tackles_combined,1,,,,,
player,201409140oti,dal,RandJo01,tackles_solo,1,,,,,
player,201409140oti,dal,RandJo01,tackles_assists,0,,,,,
player,201409140oti,dal,RandJo01,tackles_loss,0,,,,,
player,201409140oti,dal,RandJo01,qb_hits,0,,,,,
player,201409140oti,dal,RandJo01,fumbles_rec,0,,,,,
player,201409140oti,dal,RandJo01,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,RandJo01,fumbles_rec_td,0,,,,,
player,201409140oti,dal,RandJo01,fumbles_forced,0,,,,,
player,201409140oti,dal,SelvGe99,def_int,0,,,,,
player,201409140oti,dal,SelvGe99,def_int_yds,0,,,,,
player,201409140oti,dal,SelvGe99,def_int_td,0,,,,,
player,201409140oti,dal,SelvGe99,def_int_long,0,,,,,
player,201409140oti,dal,SelvGe99,pass_defended,0,,,,,
player,201409140oti,dal,SelvGe99,sacks,0.0,,,,,
player,201409140oti,dal,SelvGe99,tackles_combined,1,,,,,
player,201409140oti,dal,SelvGe99,tackles_solo,1,,,,,
player,201409140oti,dal,SelvGe99,tackles_assists,0,,,,,
player,201409140oti,dal,SelvGe99,tackles_loss,0,,,,,
player,201409140oti,dal,SelvGe99,qb_hits,0,,,,,
player,201409140oti,dal,SelvGe99,fumbles_rec,0,,,,,
player,201409140oti,dal,SelvGe99,fumbles_rec_yds,0,,,,,
player,201409140oti,dal,SelvGe99,fumbles_rec_td,0,,,,,
player,201409140oti,dal,SelvGe99,fumbles_forced,0,,,,,
player,201409140oti,dal,CrawTy00,def_int,,,,,,
player,201409140oti,dal,CrawTy00,def_int_yds,,,,,,
player,201409140oti,dal,CrawTy00,def_int_td,,,,,,
player,201409140oti,dal,CrawTy00,def_int_long,,,,,,
player,201409140oti,dal,CrawTy00,pass_defended,0,,,,,
player,201409140oti,dal,CrawTy00,sacks,0.0,,,,,
player,201409140oti,dal,CrawTy00,tackles_combined,0,,,,,
player,201409140oti,dal,CrawTy00,tackles_solo,0,,,,,
player,201409140oti,dal,CrawTy00,tackles_assists,0,,,,,
player,201409140oti,dal,CrawTy00,tackles_loss,0,,,,,
player,201409140oti,dal,CrawTy00,qb_hits,1,,,,,
player,201409140oti,dal,CrawTy00,fumbles_rec,0,,,,,
player,201409140oti,dal,CrawTy00,fumbles_rec_yds,,,,,,
player,201409140oti,dal,CrawTy00,fumbles_rec_td,,,,,,
player,201409140oti,dal,CrawTy00,fumbles_forced,0,,,,,
player,201409140oti,oti,CaseJu00,def_int,0,,,,,
player,201409140oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201409140oti,oti,CaseJu00,def_int_td,0,,,,,
player,201409140oti,oti,CaseJu00,def_int_long,0,,,,,
player,201409140oti,oti,CaseJu00,pass_defended,0,,,,,
player,201409140oti,oti,CaseJu00,sacks,2.0,,,,,
player,201409140oti,oti,CaseJu00,tackles_combined,2,,,,,
player,201409140oti,oti,CaseJu00,tackles_solo,2,,,,,
player,201409140oti,oti,CaseJu00,tackles_assists,0,,,,,
player,201409140oti,oti,CaseJu00,tackles_loss,2,,,,,
player,201409140oti,oti,CaseJu00,qb_hits,2,,,,,
player,201409140oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201409140oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201409140oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201409140oti,oti,PollBe20,def_int,0,,,,,
player,201409140oti,oti,PollBe20,def_int_yds,0,,,,,
player,201409140oti,oti,PollBe20,def_int_td,0,,,,,
player,201409140oti,oti,PollBe20,def_int_long,0,,,,,
player,201409140oti,oti,PollBe20,pass_defended,0,,,,,
player,201409140oti,oti,PollBe20,sacks,1.0,,,,,
player,201409140oti,oti,PollBe20,tackles_combined,11,,,,,
player,201409140oti,oti,PollBe20,tackles_solo,10,,,,,
player,201409140oti,oti,PollBe20,tackles_assists,1,,,,,
player,201409140oti,oti,PollBe20,tackles_loss,1,,,,,
player,201409140oti,oti,PollBe20,qb_hits,1,,,,,
player,201409140oti,oti,PollBe20,fumbles_rec,0,,,,,
player,201409140oti,oti,PollBe20,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,PollBe20,fumbles_rec_td,0,,,,,
player,201409140oti,oti,PollBe20,fumbles_forced,0,,,,,
player,201409140oti,oti,PitoRo00,def_int,0,,,,,
player,201409140oti,oti,PitoRo00,def_int_yds,0,,,,,
player,201409140oti,oti,PitoRo00,def_int_td,0,,,,,
player,201409140oti,oti,PitoRo00,def_int_long,0,,,,,
player,201409140oti,oti,PitoRo00,pass_defended,0,,,,,
player,201409140oti,oti,PitoRo00,sacks,1.0,,,,,
player,201409140oti,oti,PitoRo00,tackles_combined,3,,,,,
player,201409140oti,oti,PitoRo00,tackles_solo,3,,,,,
player,201409140oti,oti,PitoRo00,tackles_assists,0,,,,,
player,201409140oti,oti,PitoRo00,tackles_loss,2,,,,,
player,201409140oti,oti,PitoRo00,qb_hits,1,,,,,
player,201409140oti,oti,PitoRo00,fumbles_rec,1,,,,,
player,201409140oti,oti,PitoRo00,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,PitoRo00,fumbles_rec_td,0,,,,,
player,201409140oti,oti,PitoRo00,fumbles_forced,0,,,,,
player,201409140oti,oti,GrifMi99,def_int,0,,,,,
player,201409140oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201409140oti,oti,GrifMi99,def_int_td,0,,,,,
player,201409140oti,oti,GrifMi99,def_int_long,0,,,,,
player,201409140oti,oti,GrifMi99,pass_defended,0,,,,,
player,201409140oti,oti,GrifMi99,sacks,0.0,,,,,
player,201409140oti,oti,GrifMi99,tackles_combined,7,,,,,
player,201409140oti,oti,GrifMi99,tackles_solo,6,,,,,
player,201409140oti,oti,GrifMi99,tackles_assists,1,,,,,
player,201409140oti,oti,GrifMi99,tackles_loss,1,,,,,
player,201409140oti,oti,GrifMi99,qb_hits,0,,,,,
player,201409140oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201409140oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201409140oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201409140oti,oti,WimbKa20,def_int,0,,,,,
player,201409140oti,oti,WimbKa20,def_int_yds,0,,,,,
player,201409140oti,oti,WimbKa20,def_int_td,0,,,,,
player,201409140oti,oti,WimbKa20,def_int_long,0,,,,,
player,201409140oti,oti,WimbKa20,pass_defended,0,,,,,
player,201409140oti,oti,WimbKa20,sacks,0.0,,,,,
player,201409140oti,oti,WimbKa20,tackles_combined,6,,,,,
player,201409140oti,oti,WimbKa20,tackles_solo,4,,,,,
player,201409140oti,oti,WimbKa20,tackles_assists,2,,,,,
player,201409140oti,oti,WimbKa20,tackles_loss,0,,,,,
player,201409140oti,oti,WimbKa20,qb_hits,1,,,,,
player,201409140oti,oti,WimbKa20,fumbles_rec,0,,,,,
player,201409140oti,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201409140oti,oti,WimbKa20,fumbles_forced,0,,,,,
player,201409140oti,oti,WrehBl00,def_int,0,,,,,
player,201409140oti,oti,WrehBl00,def_int_yds,0,,,,,
player,201409140oti,oti,WrehBl00,def_int_td,0,,,,,
player,201409140oti,oti,WrehBl00,def_int_long,0,,,,,
player,201409140oti,oti,WrehBl00,pass_defended,0,,,,,
player,201409140oti,oti,WrehBl00,sacks,0.0,,,,,
player,201409140oti,oti,WrehBl00,tackles_combined,6,,,,,
player,201409140oti,oti,WrehBl00,tackles_solo,5,,,,,
player,201409140oti,oti,WrehBl00,tackles_assists,1,,,,,
player,201409140oti,oti,WrehBl00,tackles_loss,0,,,,,
player,201409140oti,oti,WrehBl00,qb_hits,0,,,,,
player,201409140oti,oti,WrehBl00,fumbles_rec,0,,,,,
player,201409140oti,oti,WrehBl00,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,WrehBl00,fumbles_rec_td,0,,,,,
player,201409140oti,oti,WrehBl00,fumbles_forced,0,,,,,
player,201409140oti,oti,GoodZa00,def_int,0,,,,,
player,201409140oti,oti,GoodZa00,def_int_yds,0,,,,,
player,201409140oti,oti,GoodZa00,def_int_td,0,,,,,
player,201409140oti,oti,GoodZa00,def_int_long,0,,,,,
player,201409140oti,oti,GoodZa00,pass_defended,0,,,,,
player,201409140oti,oti,GoodZa00,sacks,0.0,,,,,
player,201409140oti,oti,GoodZa00,tackles_combined,5,,,,,
player,201409140oti,oti,GoodZa00,tackles_solo,4,,,,,
player,201409140oti,oti,GoodZa00,tackles_assists,1,,,,,
player,201409140oti,oti,GoodZa00,tackles_loss,1,,,,,
player,201409140oti,oti,GoodZa00,qb_hits,0,,,,,
player,201409140oti,oti,GoodZa00,fumbles_rec,0,,,,,
player,201409140oti,oti,GoodZa00,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,GoodZa00,fumbles_rec_td,0,,,,,
player,201409140oti,oti,GoodZa00,fumbles_forced,0,,,,,
player,201409140oti,oti,MorgDe99,def_int,0,,,,,
player,201409140oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201409140oti,oti,MorgDe99,def_int_td,0,,,,,
player,201409140oti,oti,MorgDe99,def_int_long,0,,,,,
player,201409140oti,oti,MorgDe99,pass_defended,0,,,,,
player,201409140oti,oti,MorgDe99,sacks,0.0,,,,,
player,201409140oti,oti,MorgDe99,tackles_combined,5,,,,,
player,201409140oti,oti,MorgDe99,tackles_solo,4,,,,,
player,201409140oti,oti,MorgDe99,tackles_assists,1,,,,,
player,201409140oti,oti,MorgDe99,tackles_loss,0,,,,,
player,201409140oti,oti,MorgDe99,qb_hits,0,,,,,
player,201409140oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201409140oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201409140oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201409140oti,oti,WoodWe20,def_int,0,,,,,
player,201409140oti,oti,WoodWe20,def_int_yds,0,,,,,
player,201409140oti,oti,WoodWe20,def_int_td,0,,,,,
player,201409140oti,oti,WoodWe20,def_int_long,0,,,,,
player,201409140oti,oti,WoodWe20,pass_defended,0,,,,,
player,201409140oti,oti,WoodWe20,sacks,0.0,,,,,
player,201409140oti,oti,WoodWe20,tackles_combined,5,,,,,
player,201409140oti,oti,WoodWe20,tackles_solo,2,,,,,
player,201409140oti,oti,WoodWe20,tackles_assists,3,,,,,
player,201409140oti,oti,WoodWe20,tackles_loss,0,,,,,
player,201409140oti,oti,WoodWe20,qb_hits,0,,,,,
player,201409140oti,oti,WoodWe20,fumbles_rec,0,,,,,
player,201409140oti,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201409140oti,oti,WoodWe20,fumbles_forced,0,,,,,
player,201409140oti,oti,McCoJa99,def_int,0,,,,,
player,201409140oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201409140oti,oti,McCoJa99,def_int_td,0,,,,,
player,201409140oti,oti,McCoJa99,def_int_long,0,,,,,
player,201409140oti,oti,McCoJa99,pass_defended,0,,,,,
player,201409140oti,oti,McCoJa99,sacks,0.0,,,,,
player,201409140oti,oti,McCoJa99,tackles_combined,4,,,,,
player,201409140oti,oti,McCoJa99,tackles_solo,4,,,,,
player,201409140oti,oti,McCoJa99,tackles_assists,0,,,,,
player,201409140oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201409140oti,oti,McCoJa99,qb_hits,0,,,,,
player,201409140oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201409140oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201409140oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201409140oti,oti,SensCo00,def_int,0,,,,,
player,201409140oti,oti,SensCo00,def_int_yds,0,,,,,
player,201409140oti,oti,SensCo00,def_int_td,0,,,,,
player,201409140oti,oti,SensCo00,def_int_long,0,,,,,
player,201409140oti,oti,SensCo00,pass_defended,0,,,,,
player,201409140oti,oti,SensCo00,sacks,0.0,,,,,
player,201409140oti,oti,SensCo00,tackles_combined,4,,,,,
player,201409140oti,oti,SensCo00,tackles_solo,4,,,,,
player,201409140oti,oti,SensCo00,tackles_assists,0,,,,,
player,201409140oti,oti,SensCo00,tackles_loss,0,,,,,
player,201409140oti,oti,SensCo00,qb_hits,0,,,,,
player,201409140oti,oti,SensCo00,fumbles_rec,0,,,,,
player,201409140oti,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201409140oti,oti,SensCo00,fumbles_forced,0,,,,,
player,201409140oti,oti,HillSa99,def_int,0,,,,,
player,201409140oti,oti,HillSa99,def_int_yds,0,,,,,
player,201409140oti,oti,HillSa99,def_int_td,0,,,,,
player,201409140oti,oti,HillSa99,def_int_long,0,,,,,
player,201409140oti,oti,HillSa99,pass_defended,0,,,,,
player,201409140oti,oti,HillSa99,sacks,0.0,,,,,
player,201409140oti,oti,HillSa99,tackles_combined,2,,,,,
player,201409140oti,oti,HillSa99,tackles_solo,2,,,,,
player,201409140oti,oti,HillSa99,tackles_assists,0,,,,,
player,201409140oti,oti,HillSa99,tackles_loss,,,,,,
player,201409140oti,oti,HillSa99,qb_hits,,,,,,
player,201409140oti,oti,HillSa99,fumbles_rec,0,,,,,
player,201409140oti,oti,HillSa99,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,HillSa99,fumbles_rec_td,0,,,,,
player,201409140oti,oti,HillSa99,fumbles_forced,0,,,,,
player,201409140oti,oti,KlugKa00,def_int,0,,,,,
player,201409140oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201409140oti,oti,KlugKa00,def_int_td,0,,,,,
player,201409140oti,oti,KlugKa00,def_int_long,0,,,,,
player,201409140oti,oti,KlugKa00,pass_defended,0,,,,,
player,201409140oti,oti,KlugKa00,sacks,0.0,,,,,
player,201409140oti,oti,KlugKa00,tackles_combined,2,,,,,
player,201409140oti,oti,KlugKa00,tackles_solo,1,,,,,
player,201409140oti,oti,KlugKa00,tackles_assists,1,,,,,
player,201409140oti,oti,KlugKa00,tackles_loss,0,,,,,
player,201409140oti,oti,KlugKa00,qb_hits,0,,,,,
player,201409140oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201409140oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201409140oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201409140oti,oti,MartMi01,def_int,0,,,,,
player,201409140oti,oti,MartMi01,def_int_yds,0,,,,,
player,201409140oti,oti,MartMi01,def_int_td,0,,,,,
player,201409140oti,oti,MartMi01,def_int_long,0,,,,,
player,201409140oti,oti,MartMi01,pass_defended,0,,,,,
player,201409140oti,oti,MartMi01,sacks,0.0,,,,,
player,201409140oti,oti,MartMi01,tackles_combined,2,,,,,
player,201409140oti,oti,MartMi01,tackles_solo,1,,,,,
player,201409140oti,oti,MartMi01,tackles_assists,1,,,,,
player,201409140oti,oti,MartMi01,tackles_loss,0,,,,,
