game,2014,5,20141005,201410050den,crd,"Arizona Cardinals",20,den,"Denver Broncos",41
player,201410050den,crd,RuckFr99,tackles_solo,1,,,,,
player,201410050den,crd,RuckFr99,tackles_assists,0,,,,,
player,201410050den,crd,RuckFr99,tackles_loss,1,,,,,
player,201410050den,crd,RuckFr99,qb_hits,1,,,,,
player,201410050den,crd,RuckFr99,fumbles_rec,0,,,,,
player,201410050den,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201410050den,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201410050den,crd,RuckFr99,fumbles_forced,0,,,,,
player,201410050den,crd,BucaDe00,def_int,0,,,,,
player,201410050den,crd,BucaDe00,def_int_yds,0,,,,,
player,201410050den,crd,BucaDe00,def_int_td,0,,,,,
player,201410050den,crd,BucaDe00,def_int_long,0,,,,,
player,201410050den,crd,BucaDe00,pass_defended,0,,,,,
player,201410050den,crd,BucaDe00,sacks,0.0,,,,,
player,201410050den,crd,BucaDe00,tackles_combined,7,,,,,
player,201410050den,crd,BucaDe00,tackles_solo,7,,,,,
player,201410050den,crd,BucaDe00,tackles_assists,0,,,,,
player,201410050den,crd,BucaDe00,tackles_loss,2,,,,,
player,201410050den,crd,BucaDe00,qb_hits,0,,,,,
player,201410050den,crd,BucaDe00,fumbles_rec,0,,,,,
player,201410050den,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201410050den,crd,BucaDe00,fumbles_forced,0,,,,,
player,201410050den,crd,JeffTo00,def_int,0,,,,,
player,201410050den,crd,JeffTo00,def_int_yds,0,,,,,
player,201410050den,crd,JeffTo00,def_int_td,0,,,,,
player,201410050den,crd,JeffTo00,def_int_long,0,,,,,
player,201410050den,crd,JeffTo00,pass_defended,0,,,,,
player,201410050den,crd,JeffTo00,sacks,0.0,,,,,
player,201410050den,crd,JeffTo00,tackles_combined,6,,,,,
player,201410050den,crd,JeffTo00,tackles_solo,6,,,,,
player,201410050den,crd,JeffTo00,tackles_assists,0,,,,,
player,201410050den,crd,JeffTo00,tackles_loss,0,,,,,
player,201410050den,crd,JeffTo00,qb_hits,0,,,,,
player,201410050den,crd,JeffTo00,fumbles_rec,0,,,,,
player,201410050den,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201410050den,crd,JeffTo00,fumbles_forced,0,,,,,
player,201410050den,crd,JohnRa98,def_int,0,,,,,
player,201410050den,crd,JohnRa98,def_int_yds,0,,,,,
player,201410050den,crd,JohnRa98,def_int_td,0,,,,,
player,201410050den,crd,JohnRa98,def_int_long,0,,,,,
player,201410050den,crd,JohnRa98,pass_defended,0,,,,,
player,201410050den,crd,JohnRa98,sacks,0.0,,,,,
player,201410050den,crd,JohnRa98,tackles_combined,6,,,,,
player,201410050den,crd,JohnRa98,tackles_solo,5,,,,,
player,201410050den,crd,JohnRa98,tackles_assists,1,,,,,
player,201410050den,crd,JohnRa98,tackles_loss,0,,,,,
player,201410050den,crd,JohnRa98,qb_hits,0,,,,,
player,201410050den,crd,JohnRa98,fumbles_rec,0,,,,,
player,201410050den,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201410050den,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201410050den,crd,JohnRa98,fumbles_forced,0,,,,,
player,201410050den,crd,FootLa20,def_int,0,,,,,
player,201410050den,crd,FootLa20,def_int_yds,0,,,,,
player,201410050den,crd,FootLa20,def_int_td,0,,,,,
player,201410050den,crd,FootLa20,def_int_long,0,,,,,
player,201410050den,crd,FootLa20,pass_defended,0,,,,,
player,201410050den,crd,FootLa20,sacks,0.0,,,,,
player,201410050den,crd,FootLa20,tackles_combined,5,,,,,
player,201410050den,crd,FootLa20,tackles_solo,4,,,,,
player,201410050den,crd,FootLa20,tackles_assists,1,,,,,
player,201410050den,crd,FootLa20,tackles_loss,0,,,,,
player,201410050den,crd,FootLa20,qb_hits,0,,,,,
player,201410050den,crd,FootLa20,fumbles_rec,0,,,,,
player,201410050den,crd,FootLa20,fumbles_rec_yds,0,,,,,
player,201410050den,crd,FootLa20,fumbles_rec_td,0,,,,,
player,201410050den,crd,FootLa20,fumbles_forced,0,,,,,
player,201410050den,crd,CromAn20,def_int,0,,,,,
player,201410050den,crd,CromAn20,def_int_yds,0,,,,,
player,201410050den,crd,CromAn20,def_int_td,0,,,,,
player,201410050den,crd,CromAn20,def_int_long,0,,,,,
player,201410050den,crd,CromAn20,pass_defended,3,,,,,
player,201410050den,crd,CromAn20,sacks,0.0,,,,,
player,201410050den,crd,CromAn20,tackles_combined,4,,,,,
player,201410050den,crd,CromAn20,tackles_solo,4,,,,,
player,201410050den,crd,CromAn20,tackles_assists,0,,,,,
player,201410050den,crd,CromAn20,tackles_loss,0,,,,,
player,201410050den,crd,CromAn20,qb_hits,0,,,,,
player,201410050den,crd,CromAn20,fumbles_rec,0,,,,,
player,201410050den,crd,CromAn20,fumbles_rec_yds,0,,,,,
player,201410050den,crd,CromAn20,fumbles_rec_td,0,,,,,
player,201410050den,crd,CromAn20,fumbles_forced,0,,,,,
player,201410050den,crd,MartKa00,def_int,0,,,,,
player,201410050den,crd,MartKa00,def_int_yds,0,,,,,
player,201410050den,crd,MartKa00,def_int_td,0,,,,,
player,201410050den,crd,MartKa00,def_int_long,0,,,,,
player,201410050den,crd,MartKa00,pass_defended,1,,,,,
player,201410050den,crd,MartKa00,sacks,0.0,,,,,
player,201410050den,crd,MartKa00,tackles_combined,3,,,,,
player,201410050den,crd,MartKa00,tackles_solo,3,,,,,
player,201410050den,crd,MartKa00,tackles_assists,0,,,,,
player,201410050den,crd,MartKa00,tackles_loss,0,,,,,
player,201410050den,crd,MartKa00,qb_hits,0,,,,,
player,201410050den,crd,MartKa00,fumbles_rec,0,,,,,
player,201410050den,crd,MartKa00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,MartKa00,fumbles_rec_td,0,,,,,
player,201410050den,crd,MartKa00,fumbles_forced,0,,,,,
player,201410050den,crd,MintKe00,def_int,0,,,,,
player,201410050den,crd,MintKe00,def_int_yds,0,,,,,
player,201410050den,crd,MintKe00,def_int_td,0,,,,,
player,201410050den,crd,MintKe00,def_int_long,0,,,,,
player,201410050den,crd,MintKe00,pass_defended,0,,,,,
player,201410050den,crd,MintKe00,sacks,0.0,,,,,
player,201410050den,crd,MintKe00,tackles_combined,3,,,,,
player,201410050den,crd,MintKe00,tackles_solo,3,,,,,
player,201410050den,crd,MintKe00,tackles_assists,0,,,,,
player,201410050den,crd,MintKe00,tackles_loss,1,,,,,
player,201410050den,crd,MintKe00,qb_hits,0,,,,,
player,201410050den,crd,MintKe00,fumbles_rec,0,,,,,
player,201410050den,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201410050den,crd,MintKe00,fumbles_forced,0,,,,,
player,201410050den,crd,PetePa00,def_int,0,,,,,
player,201410050den,crd,PetePa00,def_int_yds,0,,,,,
player,201410050den,crd,PetePa00,def_int_td,0,,,,,
player,201410050den,crd,PetePa00,def_int_long,0,,,,,
player,201410050den,crd,PetePa00,pass_defended,0,,,,,
player,201410050den,crd,PetePa00,sacks,0.0,,,,,
player,201410050den,crd,PetePa00,tackles_combined,3,,,,,
player,201410050den,crd,PetePa00,tackles_solo,2,,,,,
player,201410050den,crd,PetePa00,tackles_assists,1,,,,,
player,201410050den,crd,PetePa00,tackles_loss,0,,,,,
player,201410050den,crd,PetePa00,qb_hits,0,,,,,
player,201410050den,crd,PetePa00,fumbles_rec,0,,,,,
player,201410050den,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201410050den,crd,PetePa00,fumbles_forced,0,,,,,
player,201410050den,crd,ShauMa99,def_int,0,,,,,
player,201410050den,crd,ShauMa99,def_int_yds,0,,,,,
player,201410050den,crd,ShauMa99,def_int_td,0,,,,,
player,201410050den,crd,ShauMa99,def_int_long,0,,,,,
player,201410050den,crd,ShauMa99,pass_defended,0,,,,,
player,201410050den,crd,ShauMa99,sacks,0.0,,,,,
player,201410050den,crd,ShauMa99,tackles_combined,3,,,,,
player,201410050den,crd,ShauMa99,tackles_solo,3,,,,,
player,201410050den,crd,ShauMa99,tackles_assists,0,,,,,
player,201410050den,crd,ShauMa99,tackles_loss,0,,,,,
player,201410050den,crd,ShauMa99,qb_hits,0,,,,,
player,201410050den,crd,ShauMa99,fumbles_rec,0,,,,,
player,201410050den,crd,ShauMa99,fumbles_rec_yds,0,,,,,
player,201410050den,crd,ShauMa99,fumbles_rec_td,0,,,,,
player,201410050den,crd,ShauMa99,fumbles_forced,0,,,,,
player,201410050den,crd,AchoSa00,def_int,0,,,,,
player,201410050den,crd,AchoSa00,def_int_yds,0,,,,,
player,201410050den,crd,AchoSa00,def_int_td,0,,,,,
player,201410050den,crd,AchoSa00,def_int_long,0,,,,,
player,201410050den,crd,AchoSa00,pass_defended,0,,,,,
player,201410050den,crd,AchoSa00,sacks,0.0,,,,,
player,201410050den,crd,AchoSa00,tackles_combined,2,,,,,
player,201410050den,crd,AchoSa00,tackles_solo,2,,,,,
player,201410050den,crd,AchoSa00,tackles_assists,0,,,,,
player,201410050den,crd,AchoSa00,tackles_loss,0,,,,,
player,201410050den,crd,AchoSa00,qb_hits,0,,,,,
player,201410050den,crd,AchoSa00,fumbles_rec,0,,,,,
player,201410050den,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201410050den,crd,AchoSa00,fumbles_forced,0,,,,,
player,201410050den,crd,AlexLo99,def_int,0,,,,,
player,201410050den,crd,AlexLo99,def_int_yds,0,,,,,
player,201410050den,crd,AlexLo99,def_int_td,0,,,,,
player,201410050den,crd,AlexLo99,def_int_long,0,,,,,
player,201410050den,crd,AlexLo99,pass_defended,0,,,,,
player,201410050den,crd,AlexLo99,sacks,0.0,,,,,
player,201410050den,crd,AlexLo99,tackles_combined,1,,,,,
player,201410050den,crd,AlexLo99,tackles_solo,1,,,,,
player,201410050den,crd,AlexLo99,tackles_assists,0,,,,,
player,201410050den,crd,AlexLo99,tackles_loss,0,,,,,
player,201410050den,crd,AlexLo99,qb_hits,0,,,,,
player,201410050den,crd,AlexLo99,fumbles_rec,0,,,,,
player,201410050den,crd,AlexLo99,fumbles_rec_yds,0,,,,,
player,201410050den,crd,AlexLo99,fumbles_rec_td,0,,,,,
player,201410050den,crd,AlexLo99,fumbles_forced,0,,,,,
player,201410050den,crd,BethJu00,def_int,0,,,,,
player,201410050den,crd,BethJu00,def_int_yds,0,,,,,
player,201410050den,crd,BethJu00,def_int_td,0,,,,,
player,201410050den,crd,BethJu00,def_int_long,0,,,,,
player,201410050den,crd,BethJu00,pass_defended,0,,,,,
player,201410050den,crd,BethJu00,sacks,0.0,,,,,
player,201410050den,crd,BethJu00,tackles_combined,1,,,,,
player,201410050den,crd,BethJu00,tackles_solo,1,,,,,
player,201410050den,crd,BethJu00,tackles_assists,0,,,,,
player,201410050den,crd,BethJu00,tackles_loss,0,,,,,
player,201410050den,crd,BethJu00,qb_hits,0,,,,,
player,201410050den,crd,BethJu00,fumbles_rec,0,,,,,
player,201410050den,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201410050den,crd,BethJu00,fumbles_forced,0,,,,,
player,201410050den,crd,BrowJa03,def_int,0,,,,,
player,201410050den,crd,BrowJa03,def_int_yds,0,,,,,
player,201410050den,crd,BrowJa03,def_int_td,0,,,,,
player,201410050den,crd,BrowJa03,def_int_long,0,,,,,
player,201410050den,crd,BrowJa03,pass_defended,0,,,,,
player,201410050den,crd,BrowJa03,sacks,0.0,,,,,
player,201410050den,crd,BrowJa03,tackles_combined,1,,,,,
player,201410050den,crd,BrowJa03,tackles_solo,1,,,,,
player,201410050den,crd,BrowJa03,tackles_assists,0,,,,,
player,201410050den,crd,BrowJa03,tackles_loss,0,,,,,
player,201410050den,crd,BrowJa03,qb_hits,0,,,,,
player,201410050den,crd,BrowJa03,fumbles_rec,0,,,,,
player,201410050den,crd,BrowJa03,fumbles_rec_yds,0,,,,,
player,201410050den,crd,BrowJa03,fumbles_rec_td,0,,,,,
player,201410050den,crd,BrowJa03,fumbles_forced,0,,,,,
player,201410050den,crd,DemeKe00,def_int,0,,,,,
player,201410050den,crd,DemeKe00,def_int_yds,0,,,,,
player,201410050den,crd,DemeKe00,def_int_td,0,,,,,
player,201410050den,crd,DemeKe00,def_int_long,0,,,,,
player,201410050den,crd,DemeKe00,pass_defended,0,,,,,
player,201410050den,crd,DemeKe00,sacks,0.0,,,,,
player,201410050den,crd,DemeKe00,tackles_combined,1,,,,,
player,201410050den,crd,DemeKe00,tackles_solo,1,,,,,
player,201410050den,crd,DemeKe00,tackles_assists,0,,,,,
player,201410050den,crd,DemeKe00,tackles_loss,0,,,,,
player,201410050den,crd,DemeKe00,qb_hits,0,,,,,
player,201410050den,crd,DemeKe00,fumbles_rec,0,,,,,
player,201410050den,crd,DemeKe00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,DemeKe00,fumbles_rec_td,0,,,,,
player,201410050den,crd,DemeKe00,fumbles_forced,0,,,,,
player,201410050den,crd,KellTo21,def_int,0,,,,,
player,201410050den,crd,KellTo21,def_int_yds,0,,,,,
player,201410050den,crd,KellTo21,def_int_td,0,,,,,
player,201410050den,crd,KellTo21,def_int_long,0,,,,,
player,201410050den,crd,KellTo21,pass_defended,0,,,,,
player,201410050den,crd,KellTo21,sacks,0.0,,,,,
player,201410050den,crd,KellTo21,tackles_combined,1,,,,,
player,201410050den,crd,KellTo21,tackles_solo,1,,,,,
player,201410050den,crd,KellTo21,tackles_assists,0,,,,,
player,201410050den,crd,KellTo21,tackles_loss,,,,,,
player,201410050den,crd,KellTo21,qb_hits,,,,,,
player,201410050den,crd,KellTo21,fumbles_rec,0,,,,,
player,201410050den,crd,KellTo21,fumbles_rec_yds,0,,,,,
player,201410050den,crd,KellTo21,fumbles_rec_td,0,,,,,
player,201410050den,crd,KellTo21,fumbles_forced,0,,,,,
player,201410050den,crd,LeacMi00,def_int,0,,,,,
player,201410050den,crd,LeacMi00,def_int_yds,0,,,,,
player,201410050den,crd,LeacMi00,def_int_td,0,,,,,
player,201410050den,crd,LeacMi00,def_int_long,0,,,,,
player,201410050den,crd,LeacMi00,pass_defended,0,,,,,
player,201410050den,crd,LeacMi00,sacks,0.0,,,,,
player,201410050den,crd,LeacMi00,tackles_combined,1,,,,,
player,201410050den,crd,LeacMi00,tackles_solo,1,,,,,
player,201410050den,crd,LeacMi00,tackles_assists,0,,,,,
player,201410050den,crd,LeacMi00,tackles_loss,0,,,,,
player,201410050den,crd,LeacMi00,qb_hits,0,,,,,
player,201410050den,crd,LeacMi00,fumbles_rec,0,,,,,
player,201410050den,crd,LeacMi00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,LeacMi00,fumbles_rec_td,0,,,,,
player,201410050den,crd,LeacMi00,fumbles_forced,0,,,,,
player,201410050den,crd,NiklTr00,def_int,0,,,,,
player,201410050den,crd,NiklTr00,def_int_yds,0,,,,,
player,201410050den,crd,NiklTr00,def_int_td,0,,,,,
player,201410050den,crd,NiklTr00,def_int_long,0,,,,,
player,201410050den,crd,NiklTr00,pass_defended,0,,,,,
player,201410050den,crd,NiklTr00,sacks,0.0,,,,,
player,201410050den,crd,NiklTr00,tackles_combined,1,,,,,
player,201410050den,crd,NiklTr00,tackles_solo,1,,,,,
player,201410050den,crd,NiklTr00,tackles_assists,0,,,,,
player,201410050den,crd,NiklTr00,tackles_loss,0,,,,,
player,201410050den,crd,NiklTr00,qb_hits,0,,,,,
player,201410050den,crd,NiklTr00,fumbles_rec,0,,,,,
player,201410050den,crd,NiklTr00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,NiklTr00,fumbles_rec_td,0,,,,,
player,201410050den,crd,NiklTr00,fumbles_forced,0,,,,,
player,201410050den,crd,WillDa99,def_int,0,,,,,
player,201410050den,crd,WillDa99,def_int_yds,0,,,,,
player,201410050den,crd,WillDa99,def_int_td,0,,,,,
player,201410050den,crd,WillDa99,def_int_long,0,,,,,
player,201410050den,crd,WillDa99,pass_defended,0,,,,,
player,201410050den,crd,WillDa99,sacks,0.0,,,,,
player,201410050den,crd,WillDa99,tackles_combined,1,,,,,
player,201410050den,crd,WillDa99,tackles_solo,1,,,,,
player,201410050den,crd,WillDa99,tackles_assists,0,,,,,
player,201410050den,crd,WillDa99,tackles_loss,,,,,,
player,201410050den,crd,WillDa99,qb_hits,,,,,,
player,201410050den,crd,WillDa99,fumbles_rec,0,,,,,
player,201410050den,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201410050den,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201410050den,crd,WillDa99,fumbles_forced,0,,,,,
player,201410050den,crd,WatfEa00,def_int,0,,,,,
player,201410050den,crd,WatfEa00,def_int_yds,0,,,,,
player,201410050den,crd,WatfEa00,def_int_td,0,,,,,
player,201410050den,crd,WatfEa00,def_int_long,0,,,,,
player,201410050den,crd,WatfEa00,pass_defended,0,,,,,
player,201410050den,crd,WatfEa00,sacks,0.0,,,,,
player,201410050den,crd,WatfEa00,tackles_combined,0,,,,,
player,201410050den,crd,WatfEa00,tackles_solo,0,,,,,
player,201410050den,crd,WatfEa00,tackles_assists,0,,,,,
player,201410050den,crd,WatfEa00,tackles_loss,0,,,,,
player,201410050den,crd,WatfEa00,qb_hits,0,,,,,
player,201410050den,crd,WatfEa00,fumbles_rec,1,,,,,
player,201410050den,crd,WatfEa00,fumbles_rec_yds,0,,,,,
player,201410050den,crd,WatfEa00,fumbles_rec_td,0,,,,,
player,201410050den,crd,WatfEa00,fumbles_forced,0,,,,,
player,201410050den,den,MillVo00,def_int,0,,,,,
player,201410050den,den,MillVo00,def_int_yds,0,,,,,
player,201410050den,den,MillVo00,def_int_td,0,,,,,
player,201410050den,den,MillVo00,def_int_long,0,,,,,
player,201410050den,den,MillVo00,pass_defended,0,,,,,
player,201410050den,den,MillVo00,sacks,2.0,,,,,
player,201410050den,den,MillVo00,tackles_combined,4,,,,,
player,201410050den,den,MillVo00,tackles_solo,2,,,,,
player,201410050den,den,MillVo00,tackles_assists,2,,,,,
player,201410050den,den,MillVo00,tackles_loss,2,,,,,
player,201410050den,den,MillVo00,qb_hits,4,,,,,
player,201410050den,den,MillVo00,fumbles_rec,0,,,,,
player,201410050den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201410050den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201410050den,den,MillVo00,fumbles_forced,0,,,,,
player,201410050den,den,WareDe99,def_int,0,,,,,
player,201410050den,den,WareDe99,def_int_yds,0,,,,,
player,201410050den,den,WareDe99,def_int_td,0,,,,,
player,201410050den,den,WareDe99,def_int_long,0,,,,,
player,201410050den,den,WareDe99,pass_defended,0,,,,,
player,201410050den,den,WareDe99,sacks,0.5,,,,,
player,201410050den,den,WareDe99,tackles_combined,3,,,,,
player,201410050den,den,WareDe99,tackles_solo,2,,,,,
player,201410050den,den,WareDe99,tackles_assists,1,,,,,
player,201410050den,den,WareDe99,tackles_loss,0,,,,,
player,201410050den,den,WareDe99,qb_hits,2,,,,,
player,201410050den,den,WareDe99,fumbles_rec,0,,,,,
player,201410050den,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201410050den,den,WareDe99,fumbles_rec_td,0,,,,,
player,201410050den,den,WareDe99,fumbles_forced,0,,,,,
player,201410050den,den,JackMa02,def_int,0,,,,,
player,201410050den,den,JackMa02,def_int_yds,0,,,,,
player,201410050den,den,JackMa02,def_int_td,0,,,,,
player,201410050den,den,JackMa02,def_int_long,0,,,,,
player,201410050den,den,JackMa02,pass_defended,0,,,,,
player,201410050den,den,JackMa02,sacks,0.5,,,,,
player,201410050den,den,JackMa02,tackles_combined,2,,,,,
player,201410050den,den,JackMa02,tackles_solo,1,,,,,
player,201410050den,den,JackMa02,tackles_assists,1,,,,,
player,201410050den,den,JackMa02,tackles_loss,0,,,,,
player,201410050den,den,JackMa02,qb_hits,2,,,,,
player,201410050den,den,JackMa02,fumbles_rec,0,,,,,
player,201410050den,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201410050den,den,JackMa02,fumbles_rec_td,0,,,,,
player,201410050den,den,JackMa02,fumbles_forced,0,,,,,
player,201410050den,den,TrevDa00,def_int,0,,,,,
player,201410050den,den,TrevDa00,def_int_yds,0,,,,,
player,201410050den,den,TrevDa00,def_int_td,0,,,,,
player,201410050den,den,TrevDa00,def_int_long,0,,,,,
player,201410050den,den,TrevDa00,pass_defended,0,,,,,
player,201410050den,den,TrevDa00,sacks,0.0,,,,,
player,201410050den,den,TrevDa00,tackles_combined,7,,,,,
player,201410050den,den,TrevDa00,tackles_solo,6,,,,,
player,201410050den,den,TrevDa00,tackles_assists,1,,,,,
player,201410050den,den,TrevDa00,tackles_loss,0,,,,,
player,201410050den,den,TrevDa00,qb_hits,0,,,,,
player,201410050den,den,TrevDa00,fumbles_rec,0,,,,,
player,201410050den,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201410050den,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201410050den,den,TrevDa00,fumbles_forced,0,,,,,
player,201410050den,den,TaliAq99,def_int,0,,,,,
player,201410050den,den,TaliAq99,def_int_yds,0,,,,,
player,201410050den,den,TaliAq99,def_int_td,0,,,,,
player,201410050den,den,TaliAq99,def_int_long,0,,,,,
player,201410050den,den,TaliAq99,pass_defended,0,,,,,
player,201410050den,den,TaliAq99,sacks,0.0,,,,,
player,201410050den,den,TaliAq99,tackles_combined,4,,,,,
player,201410050den,den,TaliAq99,tackles_solo,4,,,,,
player,201410050den,den,TaliAq99,tackles_assists,0,,,,,
player,201410050den,den,TaliAq99,tackles_loss,1,,,,,
player,201410050den,den,TaliAq99,qb_hits,0,,,,,
player,201410050den,den,TaliAq99,fumbles_rec,0,,,,,
player,201410050den,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201410050den,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201410050den,den,TaliAq99,fumbles_forced,0,,,,,
player,201410050den,den,KnigTe99,def_int,0,,,,,
player,201410050den,den,KnigTe99,def_int_yds,0,,,,,
player,201410050den,den,KnigTe99,def_int_td,0,,,,,
player,201410050den,den,KnigTe99,def_int_long,0,,,,,
player,201410050den,den,KnigTe99,pass_defended,0,,,,,
player,201410050den,den,KnigTe99,sacks,0.0,,,,,
player,201410050den,den,KnigTe99,tackles_combined,3,,,,,
player,201410050den,den,KnigTe99,tackles_solo,3,,,,,
player,201410050den,den,KnigTe99,tackles_assists,0,,,,,
player,201410050den,den,KnigTe99,tackles_loss,1,,,,,
player,201410050den,den,KnigTe99,qb_hits,0,,,,,
player,201410050den,den,KnigTe99,fumbles_rec,0,,,,,
player,201410050den,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201410050den,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201410050den,den,KnigTe99,fumbles_forced,0,,,,,
player,201410050den,den,WardT.99,def_int,0,,,,,
player,201410050den,den,WardT.99,def_int_yds,0,,,,,
player,201410050den,den,WardT.99,def_int_td,0,,,,,
player,201410050den,den,WardT.99,def_int_long,0,,,,,
player,201410050den,den,WardT.99,pass_defended,0,,,,,
player,201410050den,den,WardT.99,sacks,0.0,,,,,
player,201410050den,den,WardT.99,tackles_combined,3,,,,,
player,201410050den,den,WardT.99,tackles_solo,3,,,,,
player,201410050den,den,WardT.99,tackles_assists,0,,,,,
player,201410050den,den,WardT.99,tackles_loss,2,,,,,
player,201410050den,den,WardT.99,qb_hits,2,,,,,
player,201410050den,den,WardT.99,fumbles_rec,0,,,,,
player,201410050den,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201410050den,den,WardT.99,fumbles_rec_td,0,,,,,
player,201410050den,den,WardT.99,fumbles_forced,0,,,,,
player,201410050den,den,MarsBr01,def_int,0,,,,,
player,201410050den,den,MarsBr01,def_int_yds,0,,,,,
player,201410050den,den,MarsBr01,def_int_td,0,,,,,
player,201410050den,den,MarsBr01,def_int_long,0,,,,,
player,201410050den,den,MarsBr01,pass_defended,1,,,,,
player,201410050den,den,MarsBr01,sacks,0.0,,,,,
player,201410050den,den,MarsBr01,tackles_combined,2,,,,,
player,201410050den,den,MarsBr01,tackles_solo,2,,,,,
player,201410050den,den,MarsBr01,tackles_assists,0,,,,,
player,201410050den,den,MarsBr01,tackles_loss,0,,,,,
player,201410050den,den,MarsBr01,qb_hits,0,,,,,
player,201410050den,den,MarsBr01,fumbles_rec,0,,,,,
player,201410050den,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201410050den,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201410050den,den,MarsBr01,fumbles_forced,0,,,,,
player,201410050den,den,RobyBr00,def_int,0,,,,,
player,201410050den,den,RobyBr00,def_int_yds,0,,,,,
player,201410050den,den,RobyBr00,def_int_td,0,,,,,
player,201410050den,den,RobyBr00,def_int_long,0,,,,,
player,201410050den,den,RobyBr00,pass_defended,1,,,,,
player,201410050den,den,RobyBr00,sacks,0.0,,,,,
player,201410050den,den,RobyBr00,tackles_combined,2,,,,,
player,201410050den,den,RobyBr00,tackles_solo,2,,,,,
player,201410050den,den,RobyBr00,tackles_assists,0,,,,,
player,201410050den,den,RobyBr00,tackles_loss,0,,,,,
player,201410050den,den,RobyBr00,qb_hits,0,,,,,
player,201410050den,den,RobyBr00,fumbles_rec,0,,,,,
player,201410050den,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201410050den,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201410050den,den,RobyBr00,fumbles_forced,0,,,,,
player,201410050den,den,TammJa00,def_int,0,,,,,
player,201410050den,den,TammJa00,def_int_yds,0,,,,,
player,201410050den,den,TammJa00,def_int_td,0,,,,,
player,201410050den,den,TammJa00,def_int_long,0,,,,,
player,201410050den,den,TammJa00,pass_defended,0,,,,,
player,201410050den,den,TammJa00,sacks,0.0,,,,,
player,201410050den,den,TammJa00,tackles_combined,2,,,,,
player,201410050den,den,TammJa00,tackles_solo,2,,,,,
player,201410050den,den,TammJa00,tackles_assists,0,,,,,
player,201410050den,den,TammJa00,tackles_loss,0,,,,,
player,201410050den,den,TammJa00,qb_hits,0,,,,,
player,201410050den,den,TammJa00,fumbles_rec,0,,,,,
player,201410050den,den,TammJa00,fumbles_rec_yds,0,,,,,
player,201410050den,den,TammJa00,fumbles_rec_td,0,,,,,
player,201410050den,den,TammJa00,fumbles_forced,0,,,,,
player,201410050den,den,WolfDe00,def_int,0,,,,,
player,201410050den,den,WolfDe00,def_int_yds,0,,,,,
player,201410050den,den,WolfDe00,def_int_td,0,,,,,
player,201410050den,den,WolfDe00,def_int_long,0,,,,,
player,201410050den,den,WolfDe00,pass_defended,0,,,,,
player,201410050den,den,WolfDe00,sacks,0.0,,,,,
player,201410050den,den,WolfDe00,tackles_combined,2,,,,,
player,201410050den,den,WolfDe00,tackles_solo,1,,,,,
player,201410050den,den,WolfDe00,tackles_assists,1,,,,,
player,201410050den,den,WolfDe00,tackles_loss,0,,,,,
player,201410050den,den,WolfDe00,qb_hits,1,,,,,
player,201410050den,den,WolfDe00,fumbles_rec,0,,,,,
player,201410050den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201410050den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201410050den,den,WolfDe00,fumbles_forced,0,,,,,
player,201410050den,den,HarrCh01,def_int,0,,,,,
player,201410050den,den,HarrCh01,def_int_yds,0,,,,,
