game,2014,2,20140914,201409140sdg,sea,"Seattle Seahawks",21,sdg,"San Diego Chargers",30
player,201409140sdg,sdg,StucDa20,tackles_assists,0,,,,,
player,201409140sdg,sdg,StucDa20,tackles_loss,0,,,,,
player,201409140sdg,sdg,StucDa20,qb_hits,0,,,,,
player,201409140sdg,sdg,StucDa20,fumbles_rec,1,,,,,
player,201409140sdg,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,StucDa20,fumbles_forced,0,,,,,
player,201409140sdg,sdg,WillSt02,def_int,0,,,,,
player,201409140sdg,sdg,WillSt02,def_int_yds,0,,,,,
player,201409140sdg,sdg,WillSt02,def_int_td,0,,,,,
player,201409140sdg,sdg,WillSt02,def_int_long,0,,,,,
player,201409140sdg,sdg,WillSt02,pass_defended,0,,,,,
player,201409140sdg,sdg,WillSt02,sacks,0.0,,,,,
player,201409140sdg,sdg,WillSt02,tackles_combined,2,,,,,
player,201409140sdg,sdg,WillSt02,tackles_solo,2,,,,,
player,201409140sdg,sdg,WillSt02,tackles_assists,0,,,,,
player,201409140sdg,sdg,WillSt02,tackles_loss,0,,,,,
player,201409140sdg,sdg,WillSt02,qb_hits,0,,,,,
player,201409140sdg,sdg,WillSt02,fumbles_rec,0,,,,,
player,201409140sdg,sdg,WillSt02,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,WillSt02,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,WillSt02,fumbles_forced,0,,,,,
player,201409140sdg,sdg,AttaJe00,def_int,0,,,,,
player,201409140sdg,sdg,AttaJe00,def_int_yds,0,,,,,
player,201409140sdg,sdg,AttaJe00,def_int_td,0,,,,,
player,201409140sdg,sdg,AttaJe00,def_int_long,0,,,,,
player,201409140sdg,sdg,AttaJe00,pass_defended,0,,,,,
player,201409140sdg,sdg,AttaJe00,sacks,0.0,,,,,
player,201409140sdg,sdg,AttaJe00,tackles_combined,1,,,,,
player,201409140sdg,sdg,AttaJe00,tackles_solo,1,,,,,
player,201409140sdg,sdg,AttaJe00,tackles_assists,0,,,,,
player,201409140sdg,sdg,AttaJe00,tackles_loss,0,,,,,
player,201409140sdg,sdg,AttaJe00,qb_hits,0,,,,,
player,201409140sdg,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,ConnKa99,def_int,0,,,,,
player,201409140sdg,sdg,ConnKa99,def_int_yds,0,,,,,
player,201409140sdg,sdg,ConnKa99,def_int_td,0,,,,,
player,201409140sdg,sdg,ConnKa99,def_int_long,0,,,,,
player,201409140sdg,sdg,ConnKa99,pass_defended,0,,,,,
player,201409140sdg,sdg,ConnKa99,sacks,0.0,,,,,
player,201409140sdg,sdg,ConnKa99,tackles_combined,1,,,,,
player,201409140sdg,sdg,ConnKa99,tackles_solo,1,,,,,
player,201409140sdg,sdg,ConnKa99,tackles_assists,0,,,,,
player,201409140sdg,sdg,ConnKa99,tackles_loss,0,,,,,
player,201409140sdg,sdg,ConnKa99,qb_hits,0,,,,,
player,201409140sdg,sdg,ConnKa99,fumbles_rec,0,,,,,
player,201409140sdg,sdg,ConnKa99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,ConnKa99,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,ConnKa99,fumbles_forced,1,,,,,
player,201409140sdg,sdg,WalkRe00,def_int,0,,,,,
player,201409140sdg,sdg,WalkRe00,def_int_yds,0,,,,,
player,201409140sdg,sdg,WalkRe00,def_int_td,0,,,,,
player,201409140sdg,sdg,WalkRe00,def_int_long,0,,,,,
player,201409140sdg,sdg,WalkRe00,pass_defended,0,,,,,
player,201409140sdg,sdg,WalkRe00,sacks,0.0,,,,,
player,201409140sdg,sdg,WalkRe00,tackles_combined,1,,,,,
player,201409140sdg,sdg,WalkRe00,tackles_solo,1,,,,,
player,201409140sdg,sdg,WalkRe00,tackles_assists,0,,,,,
player,201409140sdg,sdg,WalkRe00,tackles_loss,0,,,,,
player,201409140sdg,sdg,WalkRe00,qb_hits,0,,,,,
player,201409140sdg,sdg,WalkRe00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,WalkRe00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,WalkRe00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,WalkRe00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,WillTo00,def_int,0,,,,,
player,201409140sdg,sdg,WillTo00,def_int_yds,0,,,,,
player,201409140sdg,sdg,WillTo00,def_int_td,0,,,,,
player,201409140sdg,sdg,WillTo00,def_int_long,0,,,,,
player,201409140sdg,sdg,WillTo00,pass_defended,0,,,,,
player,201409140sdg,sdg,WillTo00,sacks,0.0,,,,,
player,201409140sdg,sdg,WillTo00,tackles_combined,1,,,,,
player,201409140sdg,sdg,WillTo00,tackles_solo,1,,,,,
player,201409140sdg,sdg,WillTo00,tackles_assists,0,,,,,
player,201409140sdg,sdg,WillTo00,tackles_loss,0,,,,,
player,201409140sdg,sdg,WillTo00,qb_hits,0,,,,,
player,201409140sdg,sdg,WillTo00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,WillTo00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,WillTo00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,WillTo00,fumbles_forced,0,,,,,
player,201409140sdg,sea,HarvPe00,kick_ret,3,,,,,
player,201409140sdg,sea,HarvPe00,kick_ret_yds,68,,,,,
player,201409140sdg,sea,HarvPe00,kick_ret_yds_per_ret,22.7,,,,,
player,201409140sdg,sea,HarvPe00,kick_ret_td,0,,,,,
player,201409140sdg,sea,HarvPe00,kick_ret_long,30,,,,,
player,201409140sdg,sea,HarvPe00,punt_ret,0,,,,,
player,201409140sdg,sea,HarvPe00,punt_ret_yds,0,,,,,
player,201409140sdg,sea,HarvPe00,punt_ret_yds_per_ret,,,,,,
player,201409140sdg,sea,HarvPe00,punt_ret_td,0,,,,,
player,201409140sdg,sea,HarvPe00,punt_ret_long,0,,,,,
player,201409140sdg,sea,WillLu00,kick_ret,2,,,,,
player,201409140sdg,sea,WillLu00,kick_ret_yds,17,,,,,
player,201409140sdg,sea,WillLu00,kick_ret_yds_per_ret,8.5,,,,,
player,201409140sdg,sea,WillLu00,kick_ret_td,0,,,,,
player,201409140sdg,sea,WillLu00,kick_ret_long,13,,,,,
player,201409140sdg,sea,WillLu00,punt_ret,0,,,,,
player,201409140sdg,sea,WillLu00,punt_ret_yds,0,,,,,
player,201409140sdg,sea,WillLu00,punt_ret_yds_per_ret,,,,,,
player,201409140sdg,sea,WillLu00,punt_ret_td,0,,,,,
player,201409140sdg,sea,WillLu00,punt_ret_long,0,,,,,
player,201409140sdg,sea,BaldDo00,kick_ret,1,,,,,
player,201409140sdg,sea,BaldDo00,kick_ret_yds,9,,,,,
player,201409140sdg,sea,BaldDo00,kick_ret_yds_per_ret,9.0,,,,,
player,201409140sdg,sea,BaldDo00,kick_ret_td,0,,,,,
player,201409140sdg,sea,BaldDo00,kick_ret_long,9,,,,,
player,201409140sdg,sea,BaldDo00,punt_ret,0,,,,,
player,201409140sdg,sea,BaldDo00,punt_ret_yds,0,,,,,
player,201409140sdg,sea,BaldDo00,punt_ret_yds_per_ret,,,,,,
player,201409140sdg,sea,BaldDo00,punt_ret_td,0,,,,,
player,201409140sdg,sea,BaldDo00,punt_ret_long,0,,,,,
player,201409140sdg,sdg,RoyaEd00,kick_ret,0,,,,,
player,201409140sdg,sdg,RoyaEd00,kick_ret_yds,0,,,,,
player,201409140sdg,sdg,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201409140sdg,sdg,RoyaEd00,kick_ret_td,0,,,,,
player,201409140sdg,sdg,RoyaEd00,kick_ret_long,0,,,,,
player,201409140sdg,sdg,RoyaEd00,punt_ret,1,,,,,
player,201409140sdg,sdg,RoyaEd00,punt_ret_yds,6,,,,,
player,201409140sdg,sdg,RoyaEd00,punt_ret_yds_per_ret,6.0,,,,,
player,201409140sdg,sdg,RoyaEd00,punt_ret_td,0,,,,,
player,201409140sdg,sdg,RoyaEd00,punt_ret_long,6,,,,,
player,201409140sdg,sdg,JohnDa05,kick_ret,1,,,,,
player,201409140sdg,sdg,JohnDa05,kick_ret_yds,0,,,,,
player,201409140sdg,sdg,JohnDa05,kick_ret_yds_per_ret,0.0,,,,,
player,201409140sdg,sdg,JohnDa05,kick_ret_td,0,,,,,
player,201409140sdg,sdg,JohnDa05,kick_ret_long,0,,,,,
player,201409140sdg,sdg,JohnDa05,punt_ret,0,,,,,
player,201409140sdg,sdg,JohnDa05,punt_ret_yds,0,,,,,
player,201409140sdg,sdg,JohnDa05,punt_ret_yds_per_ret,,,,,,
player,201409140sdg,sdg,JohnDa05,punt_ret_td,0,,,,,
player,201409140sdg,sdg,JohnDa05,punt_ret_long,0,,,,,
player,201409140sdg,sea,HausSt00,xpm,3,,,,,
player,201409140sdg,sea,HausSt00,xpa,3,,,,,
player,201409140sdg,sea,HausSt00,fgm,,,,,,
player,201409140sdg,sea,HausSt00,fga,,,,,,
player,201409140sdg,sea,HausSt00,punt,0,,,,,
player,201409140sdg,sea,HausSt00,punt_yds,0,,,,,
player,201409140sdg,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201409140sdg,sea,HausSt00,punt_long,0,,,,,
player,201409140sdg,sea,RyanJo21,xpm,,,,,,
player,201409140sdg,sea,RyanJo21,xpa,,,,,,
player,201409140sdg,sea,RyanJo21,fgm,,,,,,
player,201409140sdg,sea,RyanJo21,fga,,,,,,
player,201409140sdg,sea,RyanJo21,punt,4,,,,,
player,201409140sdg,sea,RyanJo21,punt_yds,213,,,,,
player,201409140sdg,sea,RyanJo21,punt_yds_per_punt,53.3,,,,,
player,201409140sdg,sea,RyanJo21,punt_long,66,,,,,
player,201409140sdg,sdg,novaknic01,xpm,3,,,,,
player,201409140sdg,sdg,novaknic01,xpa,3,,,,,
player,201409140sdg,sdg,novaknic01,fgm,3,,,,,
player,201409140sdg,sdg,novaknic01,fga,3,,,,,
player,201409140sdg,sdg,novaknic01,punt,0,,,,,
player,201409140sdg,sdg,novaknic01,punt_yds,0,,,,,
player,201409140sdg,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201409140sdg,sdg,novaknic01,punt_long,0,,,,,
player,201409140sdg,sdg,ScifMi20,xpm,,,,,,
player,201409140sdg,sdg,ScifMi20,xpa,,,,,,
player,201409140sdg,sdg,ScifMi20,fgm,,,,,,
player,201409140sdg,sdg,ScifMi20,fga,,,,,,
player,201409140sdg,sdg,ScifMi20,punt,3,,,,,
player,201409140sdg,sdg,ScifMi20,punt_yds,124,,,,,
player,201409140sdg,sdg,ScifMi20,punt_yds_per_punt,41.3,,,,,
player,201409140sdg,sdg,ScifMi20,punt_long,53,,,,,
player,201409140sdg,sdg,TrouJo00,pos,G,,,,,
player,201409140sdg,sdg,TrouJo00,offense,82,,,,,
player,201409140sdg,sdg,TrouJo00,off_pct,100%,,,,,
player,201409140sdg,sdg,TrouJo00,defense,0,,,,,
player,201409140sdg,sdg,TrouJo00,def_pct,0%,,,,,
player,201409140sdg,sdg,TrouJo00,special_teams,6,,,,,
player,201409140sdg,sdg,TrouJo00,st_pct,21%,,,,,
player,201409140sdg,sdg,FlukDJ00,pos,T,,,,,
player,201409140sdg,sdg,FlukDJ00,offense,82,,,,,
player,201409140sdg,sdg,FlukDJ00,off_pct,100%,,,,,
player,201409140sdg,sdg,FlukDJ00,defense,0,,,,,
player,201409140sdg,sdg,FlukDJ00,def_pct,0%,,,,,
player,201409140sdg,sdg,FlukDJ00,special_teams,6,,,,,
player,201409140sdg,sdg,FlukDJ00,st_pct,21%,,,,,
player,201409140sdg,sdg,OhrnRi20,pos,G,,,,,
player,201409140sdg,sdg,OhrnRi20,offense,82,,,,,
player,201409140sdg,sdg,OhrnRi20,off_pct,100%,,,,,
player,201409140sdg,sdg,OhrnRi20,defense,0,,,,,
player,201409140sdg,sdg,OhrnRi20,def_pct,0%,,,,,
player,201409140sdg,sdg,OhrnRi20,special_teams,6,,,,,
player,201409140sdg,sdg,OhrnRi20,st_pct,21%,,,,,
player,201409140sdg,sdg,RineCh20,pos,G,,,,,
player,201409140sdg,sdg,RineCh20,offense,82,,,,,
player,201409140sdg,sdg,RineCh20,off_pct,100%,,,,,
player,201409140sdg,sdg,RineCh20,defense,0,,,,,
player,201409140sdg,sdg,RineCh20,def_pct,0%,,,,,
player,201409140sdg,sdg,RineCh20,special_teams,6,,,,,
player,201409140sdg,sdg,RineCh20,st_pct,21%,,,,,
player,201409140sdg,sdg,RivePh00,pos,QB,,,,,
player,201409140sdg,sdg,RivePh00,offense,82,,,,,
player,201409140sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201409140sdg,sdg,RivePh00,defense,0,,,,,
player,201409140sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201409140sdg,sdg,RivePh00,special_teams,0,,,,,
player,201409140sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201409140sdg,sdg,AlleKe00,pos,WR,,,,,
player,201409140sdg,sdg,AlleKe00,offense,79,,,,,
player,201409140sdg,sdg,AlleKe00,off_pct,96%,,,,,
player,201409140sdg,sdg,AlleKe00,defense,0,,,,,
player,201409140sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201409140sdg,sdg,AlleKe00,special_teams,0,,,,,
player,201409140sdg,sdg,AlleKe00,st_pct,0%,,,,,
player,201409140sdg,sdg,DunlKi20,pos,T,,,,,
player,201409140sdg,sdg,DunlKi20,offense,73,,,,,
player,201409140sdg,sdg,DunlKi20,off_pct,89%,,,,,
player,201409140sdg,sdg,DunlKi20,defense,0,,,,,
player,201409140sdg,sdg,DunlKi20,def_pct,0%,,,,,
player,201409140sdg,sdg,DunlKi20,special_teams,5,,,,,
player,201409140sdg,sdg,DunlKi20,st_pct,18%,,,,,
player,201409140sdg,sdg,FloyMa00,pos,WR,,,,,
player,201409140sdg,sdg,FloyMa00,offense,71,,,,,
player,201409140sdg,sdg,FloyMa00,off_pct,87%,,,,,
player,201409140sdg,sdg,FloyMa00,defense,0,,,,,
player,201409140sdg,sdg,FloyMa00,def_pct,0%,,,,,
player,201409140sdg,sdg,FloyMa00,special_teams,0,,,,,
player,201409140sdg,sdg,FloyMa00,st_pct,0%,,,,,
player,201409140sdg,sdg,RoyaEd00,pos,WR,,,,,
player,201409140sdg,sdg,RoyaEd00,offense,57,,,,,
player,201409140sdg,sdg,RoyaEd00,off_pct,70%,,,,,
player,201409140sdg,sdg,RoyaEd00,defense,0,,,,,
player,201409140sdg,sdg,RoyaEd00,def_pct,0%,,,,,
player,201409140sdg,sdg,RoyaEd00,special_teams,5,,,,,
player,201409140sdg,sdg,RoyaEd00,st_pct,18%,,,,,
player,201409140sdg,sdg,GateAn00,pos,TE,,,,,
player,201409140sdg,sdg,GateAn00,offense,41,,,,,
player,201409140sdg,sdg,GateAn00,off_pct,50%,,,,,
player,201409140sdg,sdg,GateAn00,defense,0,,,,,
player,201409140sdg,sdg,GateAn00,def_pct,0%,,,,,
player,201409140sdg,sdg,GateAn00,special_teams,0,,,,,
player,201409140sdg,sdg,GateAn00,st_pct,0%,,,,,
player,201409140sdg,sdg,WoodDa02,pos,RB,,,,,
player,201409140sdg,sdg,WoodDa02,offense,38,,,,,
player,201409140sdg,sdg,WoodDa02,off_pct,46%,,,,,
player,201409140sdg,sdg,WoodDa02,defense,0,,,,,
player,201409140sdg,sdg,WoodDa02,def_pct,0%,,,,,
player,201409140sdg,sdg,WoodDa02,special_teams,4,,,,,
player,201409140sdg,sdg,WoodDa02,st_pct,14%,,,,,
player,201409140sdg,sdg,GreeLa00,pos,TE,,,,,
player,201409140sdg,sdg,GreeLa00,offense,26,,,,,
player,201409140sdg,sdg,GreeLa00,off_pct,32%,,,,,
player,201409140sdg,sdg,GreeLa00,defense,0,,,,,
player,201409140sdg,sdg,GreeLa00,def_pct,0%,,,,,
player,201409140sdg,sdg,GreeLa00,special_teams,20,,,,,
player,201409140sdg,sdg,GreeLa00,st_pct,71%,,,,,
player,201409140sdg,sdg,JohnDa05,pos,TE,,,,,
player,201409140sdg,sdg,JohnDa05,offense,24,,,,,
player,201409140sdg,sdg,JohnDa05,off_pct,29%,,,,,
player,201409140sdg,sdg,JohnDa05,defense,0,,,,,
player,201409140sdg,sdg,JohnDa05,def_pct,0%,,,,,
player,201409140sdg,sdg,JohnDa05,special_teams,5,,,,,
player,201409140sdg,sdg,JohnDa05,st_pct,18%,,,,,
player,201409140sdg,sdg,BrowDo00,pos,RB,,,,,
player,201409140sdg,sdg,BrowDo00,offense,23,,,,,
player,201409140sdg,sdg,BrowDo00,off_pct,28%,,,,,
player,201409140sdg,sdg,BrowDo00,defense,0,,,,,
player,201409140sdg,sdg,BrowDo00,def_pct,0%,,,,,
player,201409140sdg,sdg,BrowDo00,special_teams,18,,,,,
player,201409140sdg,sdg,BrowDo00,st_pct,64%,,,,,
player,201409140sdg,sdg,PhilJo00,pos,TE,,,,,
player,201409140sdg,sdg,PhilJo00,offense,23,,,,,
player,201409140sdg,sdg,PhilJo00,off_pct,28%,,,,,
player,201409140sdg,sdg,PhilJo00,defense,0,,,,,
player,201409140sdg,sdg,PhilJo00,def_pct,0%,,,,,
player,201409140sdg,sdg,PhilJo00,special_teams,6,,,,,
player,201409140sdg,sdg,PhilJo00,st_pct,21%,,,,,
player,201409140sdg,sdg,MathRy00,pos,RB,,,,,
player,201409140sdg,sdg,MathRy00,offense,23,,,,,
player,201409140sdg,sdg,MathRy00,off_pct,28%,,,,,
player,201409140sdg,sdg,MathRy00,defense,0,,,,,
player,201409140sdg,sdg,MathRy00,def_pct,0%,,,,,
player,201409140sdg,sdg,MathRy00,special_teams,0,,,,,
player,201409140sdg,sdg,MathRy00,st_pct,0%,,,,,
player,201409140sdg,sdg,SmitWi00,pos,T,,,,,
player,201409140sdg,sdg,SmitWi00,offense,9,,,,,
player,201409140sdg,sdg,SmitWi00,off_pct,11%,,,,,
player,201409140sdg,sdg,SmitWi00,defense,0,,,,,
player,201409140sdg,sdg,SmitWi00,def_pct,0%,,,,,
player,201409140sdg,sdg,SmitWi00,special_teams,6,,,,,
player,201409140sdg,sdg,SmitWi00,st_pct,21%,,,,,
player,201409140sdg,sdg,AjirSe00,pos,WR,,,,,
player,201409140sdg,sdg,AjirSe00,offense,5,,,,,
player,201409140sdg,sdg,AjirSe00,off_pct,6%,,,,,
player,201409140sdg,sdg,AjirSe00,defense,0,,,,,
player,201409140sdg,sdg,AjirSe00,def_pct,0%,,,,,
player,201409140sdg,sdg,AjirSe00,special_teams,16,,,,,
player,201409140sdg,sdg,AjirSe00,st_pct,57%,,,,,
player,201409140sdg,sdg,WeddEr99,pos,FS,,,,,
player,201409140sdg,sdg,WeddEr99,offense,0,,,,,
player,201409140sdg,sdg,WeddEr99,off_pct,0%,,,,,
player,201409140sdg,sdg,WeddEr99,defense,40,,,,,
player,201409140sdg,sdg,WeddEr99,def_pct,100%,,,,,
player,201409140sdg,sdg,WeddEr99,special_teams,13,,,,,
player,201409140sdg,sdg,WeddEr99,st_pct,46%,,,,,
player,201409140sdg,sdg,VerrJa00,pos,CB,,,,,
player,201409140sdg,sdg,VerrJa00,offense,0,,,,,
player,201409140sdg,sdg,VerrJa00,off_pct,0%,,,,,
player,201409140sdg,sdg,VerrJa00,defense,40,,,,,
player,201409140sdg,sdg,VerrJa00,def_pct,100%,,,,,
player,201409140sdg,sdg,VerrJa00,special_teams,8,,,,,
player,201409140sdg,sdg,VerrJa00,st_pct,29%,,,,,
player,201409140sdg,sdg,GilcMa00,pos,SS,,,,,
player,201409140sdg,sdg,GilcMa00,offense,0,,,,,
player,201409140sdg,sdg,GilcMa00,off_pct,0%,,,,,
player,201409140sdg,sdg,GilcMa00,defense,40,,,,,
player,201409140sdg,sdg,GilcMa00,def_pct,100%,,,,,
player,201409140sdg,sdg,GilcMa00,special_teams,4,,,,,
player,201409140sdg,sdg,GilcMa00,st_pct,14%,,,,,
player,201409140sdg,sdg,WrigSh00,pos,CB,,,,,
player,201409140sdg,sdg,WrigSh00,offense,0,,,,,
player,201409140sdg,sdg,WrigSh00,off_pct,0%,,,,,
player,201409140sdg,sdg,WrigSh00,defense,40,,,,,
player,201409140sdg,sdg,WrigSh00,def_pct,100%,,,,,
player,201409140sdg,sdg,WrigSh00,special_teams,3,,,,,
player,201409140sdg,sdg,WrigSh00,st_pct,11%,,,,,
player,201409140sdg,sdg,MarsRi20,pos,CB,,,,,
player,201409140sdg,sdg,MarsRi20,offense,0,,,,,
player,201409140sdg,sdg,MarsRi20,off_pct,0%,,,,,
player,201409140sdg,sdg,MarsRi20,defense,37,,,,,
player,201409140sdg,sdg,MarsRi20,def_pct,92%,,,,,
player,201409140sdg,sdg,MarsRi20,special_teams,11,,,,,
player,201409140sdg,sdg,MarsRi20,st_pct,39%,,,,,
player,201409140sdg,sdg,ButlDo99,pos,LB,,,,,
player,201409140sdg,sdg,ButlDo99,offense,0,,,,,
player,201409140sdg,sdg,ButlDo99,off_pct,0%,,,,,
player,201409140sdg,sdg,ButlDo99,defense,37,,,,,
player,201409140sdg,sdg,ButlDo99,def_pct,92%,,,,,
player,201409140sdg,sdg,ButlDo99,special_teams,6,,,,,
player,201409140sdg,sdg,ButlDo99,st_pct,21%,,,,,
player,201409140sdg,sdg,IngrMe00,pos,LB,,,,,
player,201409140sdg,sdg,IngrMe00,offense,0,,,,,
player,201409140sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201409140sdg,sdg,IngrMe00,defense,37,,,,,
player,201409140sdg,sdg,IngrMe00,def_pct,92%,,,,,
player,201409140sdg,sdg,IngrMe00,special_teams,3,,,,,
player,201409140sdg,sdg,IngrMe00,st_pct,11%,,,,,
player,201409140sdg,sdg,LiugCo00,pos,DT,,,,,
player,201409140sdg,sdg,LiugCo00,offense,0,,,,,
player,201409140sdg,sdg,LiugCo00,off_pct,0%,,,,,
player,201409140sdg,sdg,LiugCo00,defense,34,,,,,
player,201409140sdg,sdg,LiugCo00,def_pct,85%,,,,,
player,201409140sdg,sdg,LiugCo00,special_teams,3,,,,,
player,201409140sdg,sdg,LiugCo00,st_pct,11%,,,,,
player,201409140sdg,sdg,ReyeKe00,pos,DE,,,,,
player,201409140sdg,sdg,ReyeKe00,offense,0,,,,,
player,201409140sdg,sdg,ReyeKe00,off_pct,0%,,,,,
player,201409140sdg,sdg,ReyeKe00,defense,30,,,,,
player,201409140sdg,sdg,ReyeKe00,def_pct,75%,,,,,
player,201409140sdg,sdg,ReyeKe00,special_teams,9,,,,,
player,201409140sdg,sdg,ReyeKe00,st_pct,32%,,,,,
player,201409140sdg,sdg,FreeDw00,pos,LB,,,,,
player,201409140sdg,sdg,FreeDw00,offense,0,,,,,
player,201409140sdg,sdg,FreeDw00,off_pct,0%,,,,,
player,201409140sdg,sdg,FreeDw00,defense,30,,,,,
player,201409140sdg,sdg,FreeDw00,def_pct,75%,,,,,
player,201409140sdg,sdg,FreeDw00,special_teams,0,,,,,
player,201409140sdg,sdg,FreeDw00,st_pct,0%,,,,,
player,201409140sdg,sdg,TeoxMa00,pos,LB,,,,,
player,201409140sdg,sdg,TeoxMa00,offense,0,,,,,
player,201409140sdg,sdg,TeoxMa00,off_pct,0%,,,,,
player,201409140sdg,sdg,TeoxMa00,defense,25,,,,,
player,201409140sdg,sdg,TeoxMa00,def_pct,62%,,,,,
player,201409140sdg,sdg,TeoxMa00,special_teams,4,,,,,
player,201409140sdg,sdg,TeoxMa00,st_pct,14%,,,,,
player,201409140sdg,sdg,WillSt02,pos,CB,,,,,
player,201409140sdg,sdg,WillSt02,offense,0,,,,,
player,201409140sdg,sdg,WillSt02,off_pct,0%,,,,,
player,201409140sdg,sdg,WillSt02,defense,15,,,,,
player,201409140sdg,sdg,WillSt02,def_pct,38%,,,,,
player,201409140sdg,sdg,WillSt02,special_teams,5,,,,,
player,201409140sdg,sdg,WillSt02,st_pct,18%,,,,,
player,201409140sdg,sdg,AttaJe00,pos,LB,,,,,
player,201409140sdg,sdg,AttaJe00,offense,0,,,,,
player,201409140sdg,sdg,AttaJe00,off_pct,0%,,,,,
player,201409140sdg,sdg,AttaJe00,defense,9,,,,,
player,201409140sdg,sdg,AttaJe00,def_pct,22%,,,,,
player,201409140sdg,sdg,AttaJe00,special_teams,12,,,,,
player,201409140sdg,sdg,AttaJe00,st_pct,43%,,,,,
player,201409140sdg,sdg,GuyxLa00,pos,DE,,,,,
player,201409140sdg,sdg,GuyxLa00,offense,0,,,,,
player,201409140sdg,sdg,GuyxLa00,off_pct,0%,,,,,
player,201409140sdg,sdg,GuyxLa00,defense,6,,,,,
player,201409140sdg,sdg,GuyxLa00,def_pct,15%,,,,,
player,201409140sdg,sdg,GuyxLa00,special_teams,3,,,,,
player,201409140sdg,sdg,GuyxLa00,st_pct,11%,,,,,
player,201409140sdg,sdg,PaleTe00,pos,DT,,,,,
player,201409140sdg,sdg,PaleTe00,offense,0,,,,,
player,201409140sdg,sdg,PaleTe00,off_pct,0%,,,,,
player,201409140sdg,sdg,PaleTe00,defense,6,,,,,
player,201409140sdg,sdg,PaleTe00,def_pct,15%,,,,,
player,201409140sdg,sdg,PaleTe00,special_teams,0,,,,,
player,201409140sdg,sdg,PaleTe00,st_pct,0%,,,,,
player,201409140sdg,sdg,WillTo00,pos,LB,,,,,
player,201409140sdg,sdg,WillTo00,offense,0,,,,,
player,201409140sdg,sdg,WillTo00,off_pct,0%,,,,,
player,201409140sdg,sdg,WillTo00,defense,5,,,,,
player,201409140sdg,sdg,WillTo00,def_pct,12%,,,,,
player,201409140sdg,sdg,WillTo00,special_teams,5,,,,,
player,201409140sdg,sdg,WillTo00,st_pct,18%,,,,,
player,201409140sdg,sdg,StucDa20,pos,SS,,,,,
player,201409140sdg,sdg,StucDa20,offense,0,,,,,
player,201409140sdg,sdg,StucDa20,off_pct,0%,,,,,
player,201409140sdg,sdg,StucDa20,defense,4,,,,,
player,201409140sdg,sdg,StucDa20,def_pct,10%,,,,,
player,201409140sdg,sdg,StucDa20,special_teams,18,,,,,
player,201409140sdg,sdg,StucDa20,st_pct,64%,,,,,
player,201409140sdg,sdg,LissSe99,pos,NT,,,,,
player,201409140sdg,sdg,LissSe99,offense,0,,,,,
player,201409140sdg,sdg,LissSe99,off_pct,0%,,,,,
player,201409140sdg,sdg,LissSe99,defense,3,,,,,
player,201409140sdg,sdg,LissSe99,def_pct,8%,,,,,
player,201409140sdg,sdg,LissSe99,special_teams,0,,,,,
player,201409140sdg,sdg,LissSe99,st_pct,0%,,,,,
player,201409140sdg,sdg,WalkRe00,pos,LB,,,,,
player,201409140sdg,sdg,WalkRe00,offense,0,,,,,
player,201409140sdg,sdg,WalkRe00,off_pct,0%,,,,,
player,201409140sdg,sdg,WalkRe00,defense,2,,,,,
player,201409140sdg,sdg,WalkRe00,def_pct,5%,,,,,
player,201409140sdg,sdg,WalkRe00,special_teams,19,,,,,
player,201409140sdg,sdg,WalkRe00,st_pct,68%,,,,,
player,201409140sdg,sdg,ConnKa99,pos,LB,,,,,
player,201409140sdg,sdg,ConnKa99,offense,0,,,,,
player,201409140sdg,sdg,ConnKa99,off_pct,0%,,,,,
player,201409140sdg,sdg,ConnKa99,defense,0,,,,,
player,201409140sdg,sdg,ConnKa99,def_pct,0%,,,,,
player,201409140sdg,sdg,ConnKa99,special_teams,19,,,,,
player,201409140sdg,sdg,ConnKa99,st_pct,68%,,,,,
