game,2013,4,20130929,201309290den,phi,"Philadelphia Eagles",20,den,"Denver Broncos",52
player,201309290den,den,CaldAn00,rec_long,5,,,,,
player,201309290den,den,CaldAn00,fumbles,0,,,,,
player,201309290den,den,CaldAn00,fumbles_lost,0,,,,,
player,201309290den,phi,ThorCe00,def_int,0,,,,,
player,201309290den,phi,ThorCe00,def_int_yds,0,,,,,
player,201309290den,phi,ThorCe00,def_int_td,0,,,,,
player,201309290den,phi,ThorCe00,def_int_long,0,,,,,
player,201309290den,phi,ThorCe00,pass_defended,0,,,,,
player,201309290den,phi,ThorCe00,sacks,1.0,,,,,
player,201309290den,phi,ThorCe00,tackles_combined,5,,,,,
player,201309290den,phi,ThorCe00,tackles_solo,4,,,,,
player,201309290den,phi,ThorCe00,tackles_assists,1,,,,,
player,201309290den,phi,ThorCe00,tackles_loss,1,,,,,
player,201309290den,phi,ThorCe00,qb_hits,1,,,,,
player,201309290den,phi,ThorCe00,fumbles_rec,0,,,,,
player,201309290den,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201309290den,phi,ThorCe00,fumbles_forced,0,,,,,
player,201309290den,phi,RyanDe20,def_int,0,,,,,
player,201309290den,phi,RyanDe20,def_int_yds,0,,,,,
player,201309290den,phi,RyanDe20,def_int_td,0,,,,,
player,201309290den,phi,RyanDe20,def_int_long,0,,,,,
player,201309290den,phi,RyanDe20,pass_defended,0,,,,,
player,201309290den,phi,RyanDe20,sacks,0.0,,,,,
player,201309290den,phi,RyanDe20,tackles_combined,12,,,,,
player,201309290den,phi,RyanDe20,tackles_solo,10,,,,,
player,201309290den,phi,RyanDe20,tackles_assists,2,,,,,
player,201309290den,phi,RyanDe20,tackles_loss,1,,,,,
player,201309290den,phi,RyanDe20,qb_hits,0,,,,,
player,201309290den,phi,RyanDe20,fumbles_rec,0,,,,,
player,201309290den,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201309290den,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201309290den,phi,RyanDe20,fumbles_forced,0,,,,,
player,201309290den,phi,AlleNa99,def_int,0,,,,,
player,201309290den,phi,AlleNa99,def_int_yds,0,,,,,
player,201309290den,phi,AlleNa99,def_int_td,0,,,,,
player,201309290den,phi,AlleNa99,def_int_long,0,,,,,
player,201309290den,phi,AlleNa99,pass_defended,0,,,,,
player,201309290den,phi,AlleNa99,sacks,0.0,,,,,
player,201309290den,phi,AlleNa99,tackles_combined,9,,,,,
player,201309290den,phi,AlleNa99,tackles_solo,8,,,,,
player,201309290den,phi,AlleNa99,tackles_assists,1,,,,,
player,201309290den,phi,AlleNa99,tackles_loss,0,,,,,
player,201309290den,phi,AlleNa99,qb_hits,0,,,,,
player,201309290den,phi,AlleNa99,fumbles_rec,0,,,,,
player,201309290den,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201309290den,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201309290den,phi,AlleNa99,fumbles_forced,0,,,,,
player,201309290den,phi,WolfEa00,def_int,0,,,,,
player,201309290den,phi,WolfEa00,def_int_yds,0,,,,,
player,201309290den,phi,WolfEa00,def_int_td,0,,,,,
player,201309290den,phi,WolfEa00,def_int_long,0,,,,,
player,201309290den,phi,WolfEa00,pass_defended,0,,,,,
player,201309290den,phi,WolfEa00,sacks,0.0,,,,,
player,201309290den,phi,WolfEa00,tackles_combined,7,,,,,
player,201309290den,phi,WolfEa00,tackles_solo,6,,,,,
player,201309290den,phi,WolfEa00,tackles_assists,1,,,,,
player,201309290den,phi,WolfEa00,tackles_loss,0,,,,,
player,201309290den,phi,WolfEa00,qb_hits,0,,,,,
player,201309290den,phi,WolfEa00,fumbles_rec,0,,,,,
player,201309290den,phi,WolfEa00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,WolfEa00,fumbles_rec_td,0,,,,,
player,201309290den,phi,WolfEa00,fumbles_forced,0,,,,,
player,201309290den,phi,WillCa99,def_int,0,,,,,
player,201309290den,phi,WillCa99,def_int_yds,0,,,,,
player,201309290den,phi,WillCa99,def_int_td,0,,,,,
player,201309290den,phi,WillCa99,def_int_long,0,,,,,
player,201309290den,phi,WillCa99,pass_defended,0,,,,,
player,201309290den,phi,WillCa99,sacks,0.0,,,,,
player,201309290den,phi,WillCa99,tackles_combined,5,,,,,
player,201309290den,phi,WillCa99,tackles_solo,3,,,,,
player,201309290den,phi,WillCa99,tackles_assists,2,,,,,
player,201309290den,phi,WillCa99,tackles_loss,0,,,,,
player,201309290den,phi,WillCa99,qb_hits,0,,,,,
player,201309290den,phi,WillCa99,fumbles_rec,0,,,,,
player,201309290den,phi,WillCa99,fumbles_rec_yds,0,,,,,
player,201309290den,phi,WillCa99,fumbles_rec_td,0,,,,,
player,201309290den,phi,WillCa99,fumbles_forced,0,,,,,
player,201309290den,phi,BarwCo99,def_int,0,,,,,
player,201309290den,phi,BarwCo99,def_int_yds,0,,,,,
player,201309290den,phi,BarwCo99,def_int_td,0,,,,,
player,201309290den,phi,BarwCo99,def_int_long,0,,,,,
player,201309290den,phi,BarwCo99,pass_defended,0,,,,,
player,201309290den,phi,BarwCo99,sacks,0.0,,,,,
player,201309290den,phi,BarwCo99,tackles_combined,4,,,,,
player,201309290den,phi,BarwCo99,tackles_solo,3,,,,,
player,201309290den,phi,BarwCo99,tackles_assists,1,,,,,
player,201309290den,phi,BarwCo99,tackles_loss,1,,,,,
player,201309290den,phi,BarwCo99,qb_hits,0,,,,,
player,201309290den,phi,BarwCo99,fumbles_rec,0,,,,,
player,201309290den,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201309290den,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201309290den,phi,BarwCo99,fumbles_forced,0,,,,,
player,201309290den,phi,BoykBr00,def_int,0,,,,,
player,201309290den,phi,BoykBr00,def_int_yds,0,,,,,
player,201309290den,phi,BoykBr00,def_int_td,0,,,,,
player,201309290den,phi,BoykBr00,def_int_long,0,,,,,
player,201309290den,phi,BoykBr00,pass_defended,0,,,,,
player,201309290den,phi,BoykBr00,sacks,0.0,,,,,
player,201309290den,phi,BoykBr00,tackles_combined,4,,,,,
player,201309290den,phi,BoykBr00,tackles_solo,3,,,,,
player,201309290den,phi,BoykBr00,tackles_assists,1,,,,,
player,201309290den,phi,BoykBr00,tackles_loss,0,,,,,
player,201309290den,phi,BoykBr00,qb_hits,0,,,,,
player,201309290den,phi,BoykBr00,fumbles_rec,0,,,,,
player,201309290den,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201309290den,phi,BoykBr00,fumbles_forced,0,,,,,
player,201309290den,phi,ColeTr20,def_int,0,,,,,
player,201309290den,phi,ColeTr20,def_int_yds,0,,,,,
player,201309290den,phi,ColeTr20,def_int_td,0,,,,,
player,201309290den,phi,ColeTr20,def_int_long,0,,,,,
player,201309290den,phi,ColeTr20,pass_defended,0,,,,,
player,201309290den,phi,ColeTr20,sacks,0.0,,,,,
player,201309290den,phi,ColeTr20,tackles_combined,4,,,,,
player,201309290den,phi,ColeTr20,tackles_solo,2,,,,,
player,201309290den,phi,ColeTr20,tackles_assists,2,,,,,
player,201309290den,phi,ColeTr20,tackles_loss,0,,,,,
player,201309290den,phi,ColeTr20,qb_hits,0,,,,,
player,201309290den,phi,ColeTr20,fumbles_rec,0,,,,,
player,201309290den,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201309290den,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201309290den,phi,ColeTr20,fumbles_forced,0,,,,,
player,201309290den,phi,KendMy00,def_int,0,,,,,
player,201309290den,phi,KendMy00,def_int_yds,0,,,,,
player,201309290den,phi,KendMy00,def_int_td,0,,,,,
player,201309290den,phi,KendMy00,def_int_long,0,,,,,
player,201309290den,phi,KendMy00,pass_defended,0,,,,,
player,201309290den,phi,KendMy00,sacks,0.0,,,,,
player,201309290den,phi,KendMy00,tackles_combined,4,,,,,
player,201309290den,phi,KendMy00,tackles_solo,4,,,,,
player,201309290den,phi,KendMy00,tackles_assists,0,,,,,
player,201309290den,phi,KendMy00,tackles_loss,0,,,,,
player,201309290den,phi,KendMy00,qb_hits,0,,,,,
player,201309290den,phi,KendMy00,fumbles_rec,0,,,,,
player,201309290den,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201309290den,phi,KendMy00,fumbles_forced,0,,,,,
player,201309290den,phi,CarmRo00,def_int,0,,,,,
player,201309290den,phi,CarmRo00,def_int_yds,0,,,,,
player,201309290den,phi,CarmRo00,def_int_td,0,,,,,
player,201309290den,phi,CarmRo00,def_int_long,0,,,,,
player,201309290den,phi,CarmRo00,pass_defended,0,,,,,
player,201309290den,phi,CarmRo00,sacks,0.0,,,,,
player,201309290den,phi,CarmRo00,tackles_combined,2,,,,,
player,201309290den,phi,CarmRo00,tackles_solo,2,,,,,
player,201309290den,phi,CarmRo00,tackles_assists,0,,,,,
player,201309290den,phi,CarmRo00,tackles_loss,0,,,,,
player,201309290den,phi,CarmRo00,qb_hits,0,,,,,
player,201309290den,phi,CarmRo00,fumbles_rec,0,,,,,
player,201309290den,phi,CarmRo00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,CarmRo00,fumbles_rec_td,0,,,,,
player,201309290den,phi,CarmRo00,fumbles_forced,0,,,,,
player,201309290den,phi,CurrVi00,def_int,0,,,,,
player,201309290den,phi,CurrVi00,def_int_yds,0,,,,,
player,201309290den,phi,CurrVi00,def_int_td,0,,,,,
player,201309290den,phi,CurrVi00,def_int_long,0,,,,,
player,201309290den,phi,CurrVi00,pass_defended,0,,,,,
player,201309290den,phi,CurrVi00,sacks,0.0,,,,,
player,201309290den,phi,CurrVi00,tackles_combined,2,,,,,
player,201309290den,phi,CurrVi00,tackles_solo,2,,,,,
player,201309290den,phi,CurrVi00,tackles_assists,0,,,,,
player,201309290den,phi,CurrVi00,tackles_loss,0,,,,,
player,201309290den,phi,CurrVi00,qb_hits,0,,,,,
player,201309290den,phi,CurrVi00,fumbles_rec,0,,,,,
player,201309290den,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201309290den,phi,CurrVi00,fumbles_forced,0,,,,,
player,201309290den,phi,GoodNa00,def_int,0,,,,,
player,201309290den,phi,GoodNa00,def_int_yds,0,,,,,
player,201309290den,phi,GoodNa00,def_int_td,0,,,,,
player,201309290den,phi,GoodNa00,def_int_long,0,,,,,
player,201309290den,phi,GoodNa00,pass_defended,0,,,,,
player,201309290den,phi,GoodNa00,sacks,0.0,,,,,
player,201309290den,phi,GoodNa00,tackles_combined,2,,,,,
player,201309290den,phi,GoodNa00,tackles_solo,2,,,,,
player,201309290den,phi,GoodNa00,tackles_assists,0,,,,,
player,201309290den,phi,GoodNa00,tackles_loss,0,,,,,
player,201309290den,phi,GoodNa00,qb_hits,0,,,,,
player,201309290den,phi,GoodNa00,fumbles_rec,0,,,,,
player,201309290den,phi,GoodNa00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,GoodNa00,fumbles_rec_td,0,,,,,
player,201309290den,phi,GoodNa00,fumbles_forced,0,,,,,
player,201309290den,phi,KnotJa00,def_int,0,,,,,
player,201309290den,phi,KnotJa00,def_int_yds,0,,,,,
player,201309290den,phi,KnotJa00,def_int_td,0,,,,,
player,201309290den,phi,KnotJa00,def_int_long,0,,,,,
player,201309290den,phi,KnotJa00,pass_defended,0,,,,,
player,201309290den,phi,KnotJa00,sacks,0.0,,,,,
player,201309290den,phi,KnotJa00,tackles_combined,2,,,,,
player,201309290den,phi,KnotJa00,tackles_solo,1,,,,,
player,201309290den,phi,KnotJa00,tackles_assists,1,,,,,
player,201309290den,phi,KnotJa00,tackles_loss,0,,,,,
player,201309290den,phi,KnotJa00,qb_hits,0,,,,,
player,201309290den,phi,KnotJa00,fumbles_rec,0,,,,,
player,201309290den,phi,KnotJa00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,KnotJa00,fumbles_rec_td,0,,,,,
player,201309290den,phi,KnotJa00,fumbles_forced,0,,,,,
player,201309290den,phi,AndeCo01,def_int,0,,,,,
player,201309290den,phi,AndeCo01,def_int_yds,0,,,,,
player,201309290den,phi,AndeCo01,def_int_td,0,,,,,
player,201309290den,phi,AndeCo01,def_int_long,0,,,,,
player,201309290den,phi,AndeCo01,pass_defended,0,,,,,
player,201309290den,phi,AndeCo01,sacks,0.0,,,,,
player,201309290den,phi,AndeCo01,tackles_combined,1,,,,,
player,201309290den,phi,AndeCo01,tackles_solo,0,,,,,
player,201309290den,phi,AndeCo01,tackles_assists,1,,,,,
player,201309290den,phi,AndeCo01,tackles_loss,0,,,,,
player,201309290den,phi,AndeCo01,qb_hits,0,,,,,
player,201309290den,phi,AndeCo01,fumbles_rec,0,,,,,
player,201309290den,phi,AndeCo01,fumbles_rec_yds,0,,,,,
player,201309290den,phi,AndeCo01,fumbles_rec_td,0,,,,,
player,201309290den,phi,AndeCo01,fumbles_forced,0,,,,,
player,201309290den,phi,CoxxFl00,def_int,0,,,,,
player,201309290den,phi,CoxxFl00,def_int_yds,0,,,,,
player,201309290den,phi,CoxxFl00,def_int_td,0,,,,,
player,201309290den,phi,CoxxFl00,def_int_long,0,,,,,
player,201309290den,phi,CoxxFl00,pass_defended,0,,,,,
player,201309290den,phi,CoxxFl00,sacks,0.0,,,,,
player,201309290den,phi,CoxxFl00,tackles_combined,1,,,,,
player,201309290den,phi,CoxxFl00,tackles_solo,0,,,,,
player,201309290den,phi,CoxxFl00,tackles_assists,1,,,,,
player,201309290den,phi,CoxxFl00,tackles_loss,0,,,,,
player,201309290den,phi,CoxxFl00,qb_hits,1,,,,,
player,201309290den,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201309290den,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201309290den,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201309290den,phi,FletBr99,def_int,0,,,,,
player,201309290den,phi,FletBr99,def_int_yds,0,,,,,
player,201309290den,phi,FletBr99,def_int_td,0,,,,,
player,201309290den,phi,FletBr99,def_int_long,0,,,,,
player,201309290den,phi,FletBr99,pass_defended,1,,,,,
player,201309290den,phi,FletBr99,sacks,0.0,,,,,
player,201309290den,phi,FletBr99,tackles_combined,1,,,,,
player,201309290den,phi,FletBr99,tackles_solo,0,,,,,
player,201309290den,phi,FletBr99,tackles_assists,1,,,,,
player,201309290den,phi,FletBr99,tackles_loss,0,,,,,
player,201309290den,phi,FletBr99,qb_hits,0,,,,,
player,201309290den,phi,FletBr99,fumbles_rec,0,,,,,
player,201309290den,phi,FletBr99,fumbles_rec_yds,0,,,,,
player,201309290den,phi,FletBr99,fumbles_rec_td,0,,,,,
player,201309290den,phi,FletBr99,fumbles_forced,0,,,,,
player,201309290den,phi,GeatCl99,def_int,0,,,,,
player,201309290den,phi,GeatCl99,def_int_yds,0,,,,,
player,201309290den,phi,GeatCl99,def_int_td,0,,,,,
player,201309290den,phi,GeatCl99,def_int_long,0,,,,,
player,201309290den,phi,GeatCl99,pass_defended,0,,,,,
player,201309290den,phi,GeatCl99,sacks,0.0,,,,,
player,201309290den,phi,GeatCl99,tackles_combined,1,,,,,
player,201309290den,phi,GeatCl99,tackles_solo,1,,,,,
player,201309290den,phi,GeatCl99,tackles_assists,0,,,,,
player,201309290den,phi,GeatCl99,tackles_loss,0,,,,,
player,201309290den,phi,GeatCl99,qb_hits,0,,,,,
player,201309290den,phi,GeatCl99,fumbles_rec,0,,,,,
player,201309290den,phi,GeatCl99,fumbles_rec_yds,0,,,,,
player,201309290den,phi,GeatCl99,fumbles_rec_td,0,,,,,
player,201309290den,phi,GeatCl99,fumbles_forced,0,,,,,
player,201309290den,phi,GrahBr99,def_int,0,,,,,
player,201309290den,phi,GrahBr99,def_int_yds,0,,,,,
player,201309290den,phi,GrahBr99,def_int_td,0,,,,,
player,201309290den,phi,GrahBr99,def_int_long,0,,,,,
player,201309290den,phi,GrahBr99,pass_defended,0,,,,,
player,201309290den,phi,GrahBr99,sacks,0.0,,,,,
player,201309290den,phi,GrahBr99,tackles_combined,1,,,,,
player,201309290den,phi,GrahBr99,tackles_solo,1,,,,,
player,201309290den,phi,GrahBr99,tackles_assists,0,,,,,
player,201309290den,phi,GrahBr99,tackles_loss,0,,,,,
player,201309290den,phi,GrahBr99,qb_hits,0,,,,,
player,201309290den,phi,GrahBr99,fumbles_rec,0,,,,,
player,201309290den,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201309290den,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201309290den,phi,GrahBr99,fumbles_forced,0,,,,,
player,201309290den,phi,LogaBe00,def_int,0,,,,,
player,201309290den,phi,LogaBe00,def_int_yds,0,,,,,
player,201309290den,phi,LogaBe00,def_int_td,0,,,,,
player,201309290den,phi,LogaBe00,def_int_long,0,,,,,
player,201309290den,phi,LogaBe00,pass_defended,0,,,,,
player,201309290den,phi,LogaBe00,sacks,0.0,,,,,
player,201309290den,phi,LogaBe00,tackles_combined,1,,,,,
player,201309290den,phi,LogaBe00,tackles_solo,1,,,,,
player,201309290den,phi,LogaBe00,tackles_assists,0,,,,,
player,201309290den,phi,LogaBe00,tackles_loss,0,,,,,
player,201309290den,phi,LogaBe00,qb_hits,0,,,,,
player,201309290den,phi,LogaBe00,fumbles_rec,0,,,,,
player,201309290den,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201309290den,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201309290den,phi,LogaBe00,fumbles_forced,0,,,,,
player,201309290den,den,PhilSh20,def_int,0,,,,,
player,201309290den,den,PhilSh20,def_int_yds,0,,,,,
player,201309290den,den,PhilSh20,def_int_td,0,,,,,
player,201309290den,den,PhilSh20,def_int_long,0,,,,,
player,201309290den,den,PhilSh20,pass_defended,0,,,,,
player,201309290den,den,PhilSh20,sacks,1.0,,,,,
player,201309290den,den,PhilSh20,tackles_combined,4,,,,,
player,201309290den,den,PhilSh20,tackles_solo,4,,,,,
player,201309290den,den,PhilSh20,tackles_assists,0,,,,,
player,201309290den,den,PhilSh20,tackles_loss,1,,,,,
player,201309290den,den,PhilSh20,qb_hits,1,,,,,
player,201309290den,den,PhilSh20,fumbles_rec,0,,,,,
player,201309290den,den,PhilSh20,fumbles_rec_yds,0,,,,,
player,201309290den,den,PhilSh20,fumbles_rec_td,0,,,,,
player,201309290den,den,PhilSh20,fumbles_forced,0,,,,,
player,201309290den,den,WolfDe00,def_int,0,,,,,
player,201309290den,den,WolfDe00,def_int_yds,0,,,,,
player,201309290den,den,WolfDe00,def_int_td,0,,,,,
player,201309290den,den,WolfDe00,def_int_long,0,,,,,
player,201309290den,den,WolfDe00,pass_defended,0,,,,,
player,201309290den,den,WolfDe00,sacks,1.0,,,,,
player,201309290den,den,WolfDe00,tackles_combined,2,,,,,
player,201309290den,den,WolfDe00,tackles_solo,2,,,,,
player,201309290den,den,WolfDe00,tackles_assists,0,,,,,
player,201309290den,den,WolfDe00,tackles_loss,1,,,,,
player,201309290den,den,WolfDe00,qb_hits,1,,,,,
player,201309290den,den,WolfDe00,fumbles_rec,0,,,,,
player,201309290den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201309290den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201309290den,den,WolfDe00,fumbles_forced,0,,,,,
player,201309290den,den,WoodWe20,def_int,0,,,,,
player,201309290den,den,WoodWe20,def_int_yds,0,,,,,
player,201309290den,den,WoodWe20,def_int_td,0,,,,,
player,201309290den,den,WoodWe20,def_int_long,0,,,,,
player,201309290den,den,WoodWe20,pass_defended,0,,,,,
player,201309290den,den,WoodWe20,sacks,0.5,,,,,
player,201309290den,den,WoodWe20,tackles_combined,8,,,,,
player,201309290den,den,WoodWe20,tackles_solo,4,,,,,
player,201309290den,den,WoodWe20,tackles_assists,4,,,,,
player,201309290den,den,WoodWe20,tackles_loss,0,,,,,
player,201309290den,den,WoodWe20,qb_hits,2,,,,,
player,201309290den,den,WoodWe20,fumbles_rec,0,,,,,
player,201309290den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201309290den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201309290den,den,WoodWe20,fumbles_forced,0,,,,,
player,201309290den,den,AyerRo99,def_int,0,,,,,
player,201309290den,den,AyerRo99,def_int_yds,0,,,,,
player,201309290den,den,AyerRo99,def_int_td,0,,,,,
player,201309290den,den,AyerRo99,def_int_long,0,,,,,
player,201309290den,den,AyerRo99,pass_defended,0,,,,,
player,201309290den,den,AyerRo99,sacks,0.5,,,,,
player,201309290den,den,AyerRo99,tackles_combined,6,,,,,
player,201309290den,den,AyerRo99,tackles_solo,5,,,,,
player,201309290den,den,AyerRo99,tackles_assists,1,,,,,
player,201309290den,den,AyerRo99,tackles_loss,0,,,,,
player,201309290den,den,AyerRo99,qb_hits,1,,,,,
player,201309290den,den,AyerRo99,fumbles_rec,0,,,,,
player,201309290den,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201309290den,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201309290den,den,AyerRo99,fumbles_forced,0,,,,,
player,201309290den,den,TrevDa00,def_int,0,,,,,
player,201309290den,den,TrevDa00,def_int_yds,0,,,,,
player,201309290den,den,TrevDa00,def_int_td,0,,,,,
player,201309290den,den,TrevDa00,def_int_long,0,,,,,
player,201309290den,den,TrevDa00,pass_defended,1,,,,,
player,201309290den,den,TrevDa00,sacks,0.0,,,,,
player,201309290den,den,TrevDa00,tackles_combined,10,,,,,
player,201309290den,den,TrevDa00,tackles_solo,9,,,,,
player,201309290den,den,TrevDa00,tackles_assists,1,,,,,
player,201309290den,den,TrevDa00,tackles_loss,1,,,,,
player,201309290den,den,TrevDa00,qb_hits,0,,,,,
player,201309290den,den,TrevDa00,fumbles_rec,0,,,,,
player,201309290den,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201309290den,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201309290den,den,TrevDa00,fumbles_forced,0,,,,,
player,201309290den,den,IhenDu00,def_int,0,,,,,
player,201309290den,den,IhenDu00,def_int_yds,0,,,,,
player,201309290den,den,IhenDu00,def_int_td,0,,,,,
player,201309290den,den,IhenDu00,def_int_long,0,,,,,
player,201309290den,den,IhenDu00,pass_defended,0,,,,,
player,201309290den,den,IhenDu00,sacks,0.0,,,,,
player,201309290den,den,IhenDu00,tackles_combined,9,,,,,
player,201309290den,den,IhenDu00,tackles_solo,9,,,,,
player,201309290den,den,IhenDu00,tackles_assists,0,,,,,
player,201309290den,den,IhenDu00,tackles_loss,1,,,,,
player,201309290den,den,IhenDu00,qb_hits,0,,,,,
player,201309290den,den,IhenDu00,fumbles_rec,0,,,,,
player,201309290den,den,IhenDu00,fumbles_rec_yds,0,,,,,
player,201309290den,den,IhenDu00,fumbles_rec_td,0,,,,,
player,201309290den,den,IhenDu00,fumbles_forced,0,,,,,
player,201309290den,den,MoorRa00,def_int,0,,,,,
player,201309290den,den,MoorRa00,def_int_yds,0,,,,,
player,201309290den,den,MoorRa00,def_int_td,0,,,,,
player,201309290den,den,MoorRa00,def_int_long,0,,,,,
player,201309290den,den,MoorRa00,pass_defended,0,,,,,
player,201309290den,den,MoorRa00,sacks,0.0,,,,,
player,201309290den,den,MoorRa00,tackles_combined,7,,,,,
player,201309290den,den,MoorRa00,tackles_solo,6,,,,,
player,201309290den,den,MoorRa00,tackles_assists,1,,,,,
player,201309290den,den,MoorRa00,tackles_loss,0,,,,,
player,201309290den,den,MoorRa00,qb_hits,0,,,,,
player,201309290den,den,MoorRa00,fumbles_rec,0,,,,,
player,201309290den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201309290den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201309290den,den,MoorRa00,fumbles_forced,0,,,,,
player,201309290den,den,IrviNa00,def_int,0,,,,,
player,201309290den,den,IrviNa00,def_int_yds,0,,,,,
player,201309290den,den,IrviNa00,def_int_td,0,,,,,
player,201309290den,den,IrviNa00,def_int_long,0,,,,,
player,201309290den,den,IrviNa00,pass_defended,0,,,,,
player,201309290den,den,IrviNa00,sacks,0.0,,,,,
player,201309290den,den,IrviNa00,tackles_combined,3,,,,,
player,201309290den,den,IrviNa00,tackles_solo,2,,,,,
player,201309290den,den,IrviNa00,tackles_assists,1,,,,,
player,201309290den,den,IrviNa00,tackles_loss,1,,,,,
player,201309290den,den,IrviNa00,qb_hits,0,,,,,
player,201309290den,den,IrviNa00,fumbles_rec,0,,,,,
player,201309290den,den,IrviNa00,fumbles_rec_yds,0,,,,,
player,201309290den,den,IrviNa00,fumbles_rec_td,0,,,,,
player,201309290den,den,IrviNa00,fumbles_forced,0,,,,,
player,201309290den,den,CartTo99,def_int,0,,,,,
player,201309290den,den,CartTo99,def_int_yds,0,,,,,
player,201309290den,den,CartTo99,def_int_td,0,,,,,
player,201309290den,den,CartTo99,def_int_long,0,,,,,
player,201309290den,den,CartTo99,pass_defended,0,,,,,
player,201309290den,den,CartTo99,sacks,0.0,,,,,
player,201309290den,den,CartTo99,tackles_combined,2,,,,,
player,201309290den,den,CartTo99,tackles_solo,2,,,,,
player,201309290den,den,CartTo99,tackles_assists,0,,,,,
player,201309290den,den,CartTo99,tackles_loss,0,,,,,
player,201309290den,den,CartTo99,qb_hits,0,,,,,
player,201309290den,den,CartTo99,fumbles_rec,0,,,,,
player,201309290den,den,CartTo99,fumbles_rec_yds,0,,,,,
player,201309290den,den,CartTo99,fumbles_rec_td,0,,,,,
player,201309290den,den,CartTo99,fumbles_forced,0,,,,,
player,201309290den,den,RodgDo99,def_int,0,,,,,
player,201309290den,den,RodgDo99,def_int_yds,0,,,,,
player,201309290den,den,RodgDo99,def_int_td,0,,,,,
player,201309290den,den,RodgDo99,def_int_long,0,,,,,
player,201309290den,den,RodgDo99,pass_defended,2,,,,,
player,201309290den,den,RodgDo99,sacks,0.0,,,,,
player,201309290den,den,RodgDo99,tackles_combined,2,,,,,
player,201309290den,den,RodgDo99,tackles_solo,2,,,,,
player,201309290den,den,RodgDo99,tackles_assists,0,,,,,
player,201309290den,den,RodgDo99,tackles_loss,0,,,,,
player,201309290den,den,RodgDo99,qb_hits,0,,,,,
player,201309290den,den,RodgDo99,fumbles_rec,0,,,,,
player,201309290den,den,RodgDo99,fumbles_rec_yds,0,,,,,
player,201309290den,den,RodgDo99,fumbles_rec_td,0,,,,,
player,201309290den,den,RodgDo99,fumbles_forced,0,,,,,
player,201309290den,den,BrewAa00,def_int,0,,,,,
player,201309290den,den,BrewAa00,def_int_yds,0,,,,,
player,201309290den,den,BrewAa00,def_int_td,0,,,,,
player,201309290den,den,BrewAa00,def_int_long,0,,,,,
player,201309290den,den,BrewAa00,pass_defended,0,,,,,
player,201309290den,den,BrewAa00,sacks,0.0,,,,,
player,201309290den,den,BrewAa00,tackles_combined,1,,,,,
player,201309290den,den,BrewAa00,tackles_solo,1,,,,,
player,201309290den,den,BrewAa00,tackles_assists,0,,,,,
player,201309290den,den,BrewAa00,tackles_loss,0,,,,,
player,201309290den,den,BrewAa00,qb_hits,0,,,,,
player,201309290den,den,BrewAa00,fumbles_rec,0,,,,,
player,201309290den,den,BrewAa00,fumbles_rec_yds,0,,,,,
player,201309290den,den,BrewAa00,fumbles_rec_td,0,,,,,
player,201309290den,den,BrewAa00,fumbles_forced,0,,,,,
player,201309290den,den,HarrCh01,def_int,0,,,,,
player,201309290den,den,HarrCh01,def_int_yds,0,,,,,
player,201309290den,den,HarrCh01,def_int_td,0,,,,,
