game,2013,12,20131124,201311240mia,car,"Carolina Panthers",20,mia,"Miami Dolphins",16
player,201311240mia,car,ChanNa00,defense,0,,,,,
player,201311240mia,car,ChanNa00,def_pct,0%,,,,,
player,201311240mia,car,ChanNa00,special_teams,5,,,,,
player,201311240mia,car,ChanNa00,st_pct,16%,,,,,
player,201311240mia,car,WharTr20,pos,G,,,,,
player,201311240mia,car,WharTr20,offense,71,,,,,
player,201311240mia,car,WharTr20,off_pct,100%,,,,,
player,201311240mia,car,WharTr20,defense,0,,,,,
player,201311240mia,car,WharTr20,def_pct,0%,,,,,
player,201311240mia,car,WharTr20,special_teams,5,,,,,
player,201311240mia,car,WharTr20,st_pct,16%,,,,,
player,201311240mia,car,NewtCa00,pos,QB,,,,,
player,201311240mia,car,NewtCa00,offense,71,,,,,
player,201311240mia,car,NewtCa00,off_pct,100%,,,,,
player,201311240mia,car,NewtCa00,defense,0,,,,,
player,201311240mia,car,NewtCa00,def_pct,0%,,,,,
player,201311240mia,car,NewtCa00,special_teams,0,,,,,
player,201311240mia,car,NewtCa00,st_pct,0%,,,,,
player,201311240mia,car,KaliRy20,pos,C,,,,,
player,201311240mia,car,KaliRy20,offense,71,,,,,
player,201311240mia,car,KaliRy20,off_pct,100%,,,,,
player,201311240mia,car,KaliRy20,defense,0,,,,,
player,201311240mia,car,KaliRy20,def_pct,0%,,,,,
player,201311240mia,car,KaliRy20,special_teams,0,,,,,
player,201311240mia,car,KaliRy20,st_pct,0%,,,,,
player,201311240mia,car,OlseGr00,pos,TE,,,,,
player,201311240mia,car,OlseGr00,offense,71,,,,,
player,201311240mia,car,OlseGr00,off_pct,100%,,,,,
player,201311240mia,car,OlseGr00,defense,0,,,,,
player,201311240mia,car,OlseGr00,def_pct,0%,,,,,
player,201311240mia,car,OlseGr00,special_teams,0,,,,,
player,201311240mia,car,OlseGr00,st_pct,0%,,,,,
player,201311240mia,car,LaFeBr00,pos,WR,,,,,
player,201311240mia,car,LaFeBr00,offense,68,,,,,
player,201311240mia,car,LaFeBr00,off_pct,96%,,,,,
player,201311240mia,car,LaFeBr00,defense,0,,,,,
player,201311240mia,car,LaFeBr00,def_pct,0%,,,,,
player,201311240mia,car,LaFeBr00,special_teams,0,,,,,
player,201311240mia,car,LaFeBr00,st_pct,0%,,,,,
player,201311240mia,car,SmitSt01,pos,WR,,,,,
player,201311240mia,car,SmitSt01,offense,63,,,,,
player,201311240mia,car,SmitSt01,off_pct,89%,,,,,
player,201311240mia,car,SmitSt01,defense,0,,,,,
player,201311240mia,car,SmitSt01,def_pct,0%,,,,,
player,201311240mia,car,SmitSt01,special_teams,0,,,,,
player,201311240mia,car,SmitSt01,st_pct,0%,,,,,
player,201311240mia,car,TolbMi00,pos,FB,,,,,
player,201311240mia,car,TolbMi00,offense,41,,,,,
player,201311240mia,car,TolbMi00,off_pct,58%,,,,,
player,201311240mia,car,TolbMi00,defense,0,,,,,
player,201311240mia,car,TolbMi00,def_pct,0%,,,,,
player,201311240mia,car,TolbMi00,special_teams,11,,,,,
player,201311240mia,car,TolbMi00,st_pct,34%,,,,,
player,201311240mia,car,GinnTe00,pos,WR,,,,,
player,201311240mia,car,GinnTe00,offense,36,,,,,
player,201311240mia,car,GinnTe00,off_pct,51%,,,,,
player,201311240mia,car,GinnTe00,defense,0,,,,,
player,201311240mia,car,GinnTe00,def_pct,0%,,,,,
player,201311240mia,car,GinnTe00,special_teams,11,,,,,
player,201311240mia,car,GinnTe00,st_pct,34%,,,,,
player,201311240mia,car,WillDe02,pos,RB,,,,,
player,201311240mia,car,WillDe02,offense,31,,,,,
player,201311240mia,car,WillDe02,off_pct,44%,,,,,
player,201311240mia,car,WillDe02,defense,0,,,,,
player,201311240mia,car,WillDe02,def_pct,0%,,,,,
player,201311240mia,car,WillDe02,special_teams,0,,,,,
player,201311240mia,car,WillDe02,st_pct,0%,,,,,
player,201311240mia,car,StewJo00,pos,RB,,,,,
player,201311240mia,car,StewJo00,offense,20,,,,,
player,201311240mia,car,StewJo00,off_pct,28%,,,,,
player,201311240mia,car,StewJo00,defense,0,,,,,
player,201311240mia,car,StewJo00,def_pct,0%,,,,,
player,201311240mia,car,StewJo00,special_teams,0,,,,,
player,201311240mia,car,StewJo00,st_pct,0%,,,,,
player,201311240mia,car,BrocRi00,pos,TE,,,,,
player,201311240mia,car,BrocRi00,offense,19,,,,,
player,201311240mia,car,BrocRi00,off_pct,27%,,,,,
player,201311240mia,car,BrocRi00,defense,0,,,,,
player,201311240mia,car,BrocRi00,def_pct,0%,,,,,
player,201311240mia,car,BrocRi00,special_teams,26,,,,,
player,201311240mia,car,BrocRi00,st_pct,81%,,,,,
player,201311240mia,car,HangGe20,pos,G,,,,,
player,201311240mia,car,HangGe20,offense,2,,,,,
player,201311240mia,car,HangGe20,off_pct,3%,,,,,
player,201311240mia,car,HangGe20,defense,0,,,,,
player,201311240mia,car,HangGe20,def_pct,0%,,,,,
player,201311240mia,car,HangGe20,special_teams,5,,,,,
player,201311240mia,car,HangGe20,st_pct,16%,,,,,
player,201311240mia,car,HixoDo00,pos,WR,,,,,
player,201311240mia,car,HixoDo00,offense,2,,,,,
player,201311240mia,car,HixoDo00,off_pct,3%,,,,,
player,201311240mia,car,HixoDo00,defense,0,,,,,
player,201311240mia,car,HixoDo00,def_pct,0%,,,,,
player,201311240mia,car,HixoDo00,special_teams,0,,,,,
player,201311240mia,car,HixoDo00,st_pct,0%,,,,,
player,201311240mia,car,WillBr04,pos,TE,,,,,
player,201311240mia,car,WillBr04,offense,1,,,,,
player,201311240mia,car,WillBr04,off_pct,1%,,,,,
player,201311240mia,car,WillBr04,defense,0,,,,,
player,201311240mia,car,WillBr04,def_pct,0%,,,,,
player,201311240mia,car,WillBr04,special_teams,14,,,,,
player,201311240mia,car,WillBr04,st_pct,44%,,,,,
player,201311240mia,car,FolkBr00,pos,C,,,,,
player,201311240mia,car,FolkBr00,offense,1,,,,,
player,201311240mia,car,FolkBr00,off_pct,1%,,,,,
player,201311240mia,car,FolkBr00,defense,0,,,,,
player,201311240mia,car,FolkBr00,def_pct,0%,,,,,
player,201311240mia,car,FolkBr00,special_teams,5,,,,,
player,201311240mia,car,FolkBr00,st_pct,16%,,,,,
player,201311240mia,car,WhitMe00,pos,DB,,,,,
player,201311240mia,car,WhitMe00,offense,0,,,,,
player,201311240mia,car,WhitMe00,off_pct,0%,,,,,
player,201311240mia,car,WhitMe00,defense,63,,,,,
player,201311240mia,car,WhitMe00,def_pct,100%,,,,,
player,201311240mia,car,WhitMe00,special_teams,11,,,,,
player,201311240mia,car,WhitMe00,st_pct,34%,,,,,
player,201311240mia,car,MitcMi99,pos,SS,,,,,
player,201311240mia,car,MitcMi99,offense,0,,,,,
player,201311240mia,car,MitcMi99,off_pct,0%,,,,,
player,201311240mia,car,MitcMi99,defense,63,,,,,
player,201311240mia,car,MitcMi99,def_pct,100%,,,,,
player,201311240mia,car,MitcMi99,special_teams,6,,,,,
player,201311240mia,car,MitcMi99,st_pct,19%,,,,,
player,201311240mia,car,KuecLu00,pos,LB,,,,,
player,201311240mia,car,KuecLu00,offense,0,,,,,
player,201311240mia,car,KuecLu00,off_pct,0%,,,,,
player,201311240mia,car,KuecLu00,defense,63,,,,,
player,201311240mia,car,KuecLu00,def_pct,100%,,,,,
player,201311240mia,car,KuecLu00,special_teams,6,,,,,
player,201311240mia,car,KuecLu00,st_pct,19%,,,,,
player,201311240mia,car,DaviTh20,pos,LB,,,,,
player,201311240mia,car,DaviTh20,offense,0,,,,,
player,201311240mia,car,DaviTh20,off_pct,0%,,,,,
player,201311240mia,car,DaviTh20,defense,63,,,,,
player,201311240mia,car,DaviTh20,def_pct,100%,,,,,
player,201311240mia,car,DaviTh20,special_teams,1,,,,,
player,201311240mia,car,DaviTh20,st_pct,3%,,,,,
player,201311240mia,car,HardGr99,pos,DE,,,,,
player,201311240mia,car,HardGr99,offense,0,,,,,
player,201311240mia,car,HardGr99,off_pct,0%,,,,,
player,201311240mia,car,HardGr99,defense,58,,,,,
player,201311240mia,car,HardGr99,def_pct,92%,,,,,
player,201311240mia,car,HardGr99,special_teams,5,,,,,
player,201311240mia,car,HardGr99,st_pct,16%,,,,,
player,201311240mia,car,MunnCa99,pos,CB,,,,,
player,201311240mia,car,MunnCa99,offense,0,,,,,
player,201311240mia,car,MunnCa99,off_pct,0%,,,,,
player,201311240mia,car,MunnCa99,defense,55,,,,,
player,201311240mia,car,MunnCa99,def_pct,87%,,,,,
player,201311240mia,car,MunnCa99,special_teams,6,,,,,
player,201311240mia,car,MunnCa99,st_pct,19%,,,,,
player,201311240mia,car,FlorDr20,pos,CB,,,,,
player,201311240mia,car,FlorDr20,offense,0,,,,,
player,201311240mia,car,FlorDr20,off_pct,0%,,,,,
player,201311240mia,car,FlorDr20,defense,45,,,,,
player,201311240mia,car,FlorDr20,def_pct,71%,,,,,
player,201311240mia,car,FlorDr20,special_teams,0,,,,,
player,201311240mia,car,FlorDr20,st_pct,0%,,,,,
player,201311240mia,car,MikeQu20,pos,FS,,,,,
player,201311240mia,car,MikeQu20,offense,0,,,,,
player,201311240mia,car,MikeQu20,off_pct,0%,,,,,
player,201311240mia,car,MikeQu20,defense,36,,,,,
player,201311240mia,car,MikeQu20,def_pct,57%,,,,,
player,201311240mia,car,MikeQu20,special_teams,6,,,,,
player,201311240mia,car,MikeQu20,st_pct,19%,,,,,
player,201311240mia,car,AlexFr00,pos,DE,,,,,
player,201311240mia,car,AlexFr00,offense,0,,,,,
player,201311240mia,car,AlexFr00,off_pct,0%,,,,,
player,201311240mia,car,AlexFr00,defense,35,,,,,
player,201311240mia,car,AlexFr00,def_pct,56%,,,,,
player,201311240mia,car,AlexFr00,special_teams,6,,,,,
player,201311240mia,car,AlexFr00,st_pct,19%,,,,,
player,201311240mia,car,EdwaDw20,pos,DT,,,,,
player,201311240mia,car,EdwaDw20,offense,0,,,,,
player,201311240mia,car,EdwaDw20,off_pct,0%,,,,,
player,201311240mia,car,EdwaDw20,defense,34,,,,,
player,201311240mia,car,EdwaDw20,def_pct,54%,,,,,
player,201311240mia,car,EdwaDw20,special_teams,6,,,,,
player,201311240mia,car,EdwaDw20,st_pct,19%,,,,,
player,201311240mia,car,AddiMa00,pos,DE,,,,,
player,201311240mia,car,AddiMa00,offense,0,,,,,
player,201311240mia,car,AddiMa00,off_pct,0%,,,,,
player,201311240mia,car,AddiMa00,defense,33,,,,,
player,201311240mia,car,AddiMa00,def_pct,52%,,,,,
player,201311240mia,car,AddiMa00,special_teams,20,,,,,
player,201311240mia,car,AddiMa00,st_pct,62%,,,,,
player,201311240mia,car,LotuSt00,pos,DT,,,,,
player,201311240mia,car,LotuSt00,offense,0,,,,,
player,201311240mia,car,LotuSt00,off_pct,0%,,,,,
player,201311240mia,car,LotuSt00,defense,31,,,,,
player,201311240mia,car,LotuSt00,def_pct,49%,,,,,
player,201311240mia,car,LotuSt00,special_teams,5,,,,,
player,201311240mia,car,LotuSt00,st_pct,16%,,,,,
player,201311240mia,car,LestRo01,pos,DB,,,,,
player,201311240mia,car,LestRo01,offense,0,,,,,
player,201311240mia,car,LestRo01,off_pct,0%,,,,,
player,201311240mia,car,LestRo01,defense,27,,,,,
player,201311240mia,car,LestRo01,def_pct,43%,,,,,
player,201311240mia,car,LestRo01,special_teams,8,,,,,
player,201311240mia,car,LestRo01,st_pct,25%,,,,,
player,201311240mia,car,ShorKa00,pos,DT,,,,,
player,201311240mia,car,ShorKa00,offense,0,,,,,
player,201311240mia,car,ShorKa00,off_pct,0%,,,,,
player,201311240mia,car,ShorKa00,defense,27,,,,,
player,201311240mia,car,ShorKa00,def_pct,43%,,,,,
player,201311240mia,car,ShorKa00,special_teams,6,,,,,
player,201311240mia,car,ShorKa00,st_pct,19%,,,,,
player,201311240mia,car,ColeCo20,pos,DT,,,,,
player,201311240mia,car,ColeCo20,offense,0,,,,,
player,201311240mia,car,ColeCo20,off_pct,0%,,,,,
player,201311240mia,car,ColeCo20,defense,25,,,,,
player,201311240mia,car,ColeCo20,def_pct,40%,,,,,
player,201311240mia,car,ColeCo20,special_teams,0,,,,,
player,201311240mia,car,ColeCo20,st_pct,0%,,,,,
player,201311240mia,car,ThomJo01,pos,CB,,,,,
player,201311240mia,car,ThomJo01,offense,0,,,,,
player,201311240mia,car,ThomJo01,off_pct,0%,,,,,
player,201311240mia,car,ThomJo01,defense,13,,,,,
player,201311240mia,car,ThomJo01,def_pct,21%,,,,,
player,201311240mia,car,ThomJo01,special_teams,21,,,,,
player,201311240mia,car,ThomJo01,st_pct,66%,,,,,
player,201311240mia,car,KleiAJ00,pos,LB,,,,,
player,201311240mia,car,KleiAJ00,offense,0,,,,,
player,201311240mia,car,KleiAJ00,off_pct,0%,,,,,
player,201311240mia,car,KleiAJ00,defense,13,,,,,
player,201311240mia,car,KleiAJ00,def_pct,21%,,,,,
player,201311240mia,car,KleiAJ00,special_teams,13,,,,,
player,201311240mia,car,KleiAJ00,st_pct,41%,,,,,
player,201311240mia,car,HortWe00,pos,DE,,,,,
player,201311240mia,car,HortWe00,offense,0,,,,,
player,201311240mia,car,HortWe00,off_pct,0%,,,,,
player,201311240mia,car,HortWe00,defense,9,,,,,
player,201311240mia,car,HortWe00,def_pct,14%,,,,,
player,201311240mia,car,HortWe00,special_teams,1,,,,,
player,201311240mia,car,HortWe00,st_pct,3%,,,,,
player,201311240mia,car,SennJo00,pos,LB,,,,,
player,201311240mia,car,SennJo00,offense,0,,,,,
player,201311240mia,car,SennJo00,off_pct,0%,,,,,
player,201311240mia,car,SennJo00,defense,0,,,,,
player,201311240mia,car,SennJo00,def_pct,0%,,,,,
player,201311240mia,car,SennJo00,special_teams,26,,,,,
player,201311240mia,car,SennJo00,st_pct,81%,,,,,
player,201311240mia,car,JoneCo01,pos,FS,,,,,
player,201311240mia,car,JoneCo01,offense,0,,,,,
player,201311240mia,car,JoneCo01,off_pct,0%,,,,,
player,201311240mia,car,JoneCo01,defense,0,,,,,
player,201311240mia,car,JoneCo01,def_pct,0%,,,,,
player,201311240mia,car,JoneCo01,special_teams,26,,,,,
player,201311240mia,car,JoneCo01,st_pct,81%,,,,,
player,201311240mia,car,WillJa95,pos,LB,,,,,
player,201311240mia,car,WillJa95,offense,0,,,,,
player,201311240mia,car,WillJa95,off_pct,0%,,,,,
player,201311240mia,car,WillJa95,defense,0,,,,,
player,201311240mia,car,WillJa95,def_pct,0%,,,,,
player,201311240mia,car,WillJa95,special_teams,21,,,,,
player,201311240mia,car,WillJa95,st_pct,66%,,,,,
player,201311240mia,car,ConnDa99,pos,LB,,,,,
player,201311240mia,car,ConnDa99,offense,0,,,,,
player,201311240mia,car,ConnDa99,off_pct,0%,,,,,
player,201311240mia,car,ConnDa99,defense,0,,,,,
player,201311240mia,car,ConnDa99,def_pct,0%,,,,,
player,201311240mia,car,ConnDa99,special_teams,18,,,,,
player,201311240mia,car,ConnDa99,st_pct,56%,,,,,
player,201311240mia,car,NortBr00,pos,P,,,,,
player,201311240mia,car,NortBr00,offense,0,,,,,
player,201311240mia,car,NortBr00,off_pct,0%,,,,,
player,201311240mia,car,NortBr00,defense,0,,,,,
player,201311240mia,car,NortBr00,def_pct,0%,,,,,
player,201311240mia,car,NortBr00,special_teams,12,,,,,
player,201311240mia,car,NortBr00,st_pct,38%,,,,,
player,201311240mia,car,JansJ.00,pos,LS,,,,,
player,201311240mia,car,JansJ.00,offense,0,,,,,
player,201311240mia,car,JansJ.00,off_pct,0%,,,,,
player,201311240mia,car,JansJ.00,defense,0,,,,,
player,201311240mia,car,JansJ.00,def_pct,0%,,,,,
player,201311240mia,car,JansJ.00,special_teams,12,,,,,
player,201311240mia,car,JansJ.00,st_pct,38%,,,,,
player,201311240mia,car,GanoGr44,pos,K,,,,,
player,201311240mia,car,GanoGr44,offense,0,,,,,
player,201311240mia,car,GanoGr44,off_pct,0%,,,,,
player,201311240mia,car,GanoGr44,defense,0,,,,,
player,201311240mia,car,GanoGr44,def_pct,0%,,,,,
player,201311240mia,car,GanoGr44,special_teams,9,,,,,
player,201311240mia,car,GanoGr44,st_pct,28%,,,,,
player,201311240mia,car,NormJo01,pos,CB,,,,,
player,201311240mia,car,NormJo01,offense,0,,,,,
player,201311240mia,car,NormJo01,off_pct,0%,,,,,
player,201311240mia,car,NormJo01,defense,0,,,,,
player,201311240mia,car,NormJo01,def_pct,0%,,,,,
player,201311240mia,car,NormJo01,special_teams,9,,,,,
player,201311240mia,car,NormJo01,st_pct,28%,,,,,
